StdReturn,AverageQLoss,AverageDiscountedReturn,AverageAbsY,AverageEsReturn,AverageAbsQYDiff,AveragePolicySurr,MinEsReturn,MaxEsReturn,Epoch,PolicyRegParamNorm,MinReturn,AverageReturn,QFunRegParamNorm,MaxReturn,Iteration,AverageY,StdEsReturn,AverageAbsQ,AverageAction,AverageQ
0.250147160987,3.5345,11.4940134023,0.803683754757,14.0487125289,1.68822473543,0.564807,1.40617011952,211.350890501,9,11.1825,11.4575124129,12.2481798103,11.1656,12.8317302777,9,0.802470405109,16.5723999404,0.885754,0.0385998,-0.885754
0.381773695611,0.0389725,1.65572063199,0.459966356961,2.95709173836,0.102663839279,-0.563159,0.526905457496,17.1823854269,10,13.0155,0.919768234907,1.63135955661,11.2774,2.26154963303,10,0.457362175193,2.23434650074,0.455465,0.993391,0.453758
0.0790401104927,0.00869825,1.7031171116,0.456513738198,2.28797586157,0.0551205935784,-0.532553,0.430148105974,4.59219689401,11,13.7252,1.49830781874,1.69749433829,11.4146,1.90565488619,11,0.453064582182,0.649066850852,0.45483,0.999994,0.452329
0.0805111007701,0.00658547,1.70677041133,0.547846052544,2.44195882167,0.0492283051351,-0.607505,0.623405931406,5.50274504998,12,14.1482,1.49822976226,1.7013274706,11.5736,1.89418002729,12,0.54347856066,0.738861726177,0.549297,1.0,0.542852
0.0444314158611,0.00479617,5.13416093817,0.594267815446,4.20272222584,0.0423935803807,-0.647292,0.0820556813854,37.1429442559,13,14.9966,5.07976081225,5.29521617887,11.7673,5.4001824151,13,0.586884528652,3.98970386414,0.597064,1.0,0.586602
0.0446606429323,0.00437787,5.13744905223,0.640417002023,6.81079791632,0.0399394257068,-0.697812,1.91205557844,30.8296393809,14,15.1478,5.08541807883,5.29864343432,11.9686,5.41130954553,14,0.63037605379,3.49323144248,0.642587,1.0,0.630228
0.043457072513,0.00412235,5.1364034905,0.663991286438,6.63725669554,0.0375757580695,-0.691504,4.82313013683,14.6087460182,15,15.2186,5.09271369283,5.29749861066,12.2534,5.40693673612,15,0.647992921968,1.92969585295,0.664692,1.0,0.647898
0.0437516159293,0.00269598,5.13470502724,0.658718254522,6.73868944413,0.0321943187805,-0.658059,3.96018738189,13.2368444549,16,15.2516,5.08339357866,5.29573534549,12.5016,5.41618790156,16,0.639039353334,1.95753711778,0.659235,1.0,0.639026
0.0438355848808,0.00268391,5.13644807935,0.62679302753,6.43528355349,0.0308057880617,-0.593901,1.0690319071,21.6440790474,17,15.2518,5.07735320658,5.29754429564,12.8113,5.39894317156,17,0.603396612283,2.72856358463,0.627027,1.0,0.603445
0.0437366582974,0.00263943,5.13462599781,0.57878729182,6.51976386704,0.029097958856,-0.518671,4.64131044468,18.6714882027,18,15.2518,5.09639979193,5.29553406331,13.1635,5.41001614861,18,0.549310575592,2.29914892134,0.578725,1.0,0.549409
0.0429347233798,0.00224593,5.13575027317,0.516561324544,6.89417576437,0.0284794335071,-0.438022,4.38498081388,21.3363853985,19,15.2518,5.08899697465,5.29680933305,13.522,5.42145007627,19,0.479277323756,2.90644745027,0.516361,1.0,0.479262
0.0413404359837,0.00205171,5.13751871635,0.456909477146,6.72420947343,0.0257752599495,-0.37498,1.99008596645,14.3494919842,20,15.2518,5.09664330043,5.29865715923,13.9781,5.41955660867,20,0.416013798977,2.2845437183,0.456879,1.0,0.416047
0.0427748941381,0.0020434,5.13637076926,0.403207636814,6.56962730403,0.0242163770602,-0.325041,2.02927488854,19.1704755379,21,15.2518,5.0950863575,5.29753801504,14.3638,5.40560196286,21,0.362481331604,2.48825321215,0.403154,1.0,0.362409
0.042391779209,0.00167147,5.13330096022,0.366729545505,7.15688681107,0.0223234797107,-0.299121,4.48466979645,23.6950196146,22,15.2518,5.08507285568,5.29436704875,14.7957,5.41047871072,22,0.327827450889,3.26819552034,0.366775,1.0,0.327788
0.0434188939311,0.00119065,5.13833285329,0.341938577632,7.51314045696,0.0197089595028,-0.289107,1.94127431395,46.0079769948,23,15.2518,5.07913245745,5.29952240624,15.1286,5.42048807623,23,0.308564825133,5.17482474905,0.341793,1.0,0.308454
0.0419678896711,0.0010674,5.13637965833,0.331435722249,6.47580188928,0.0180531508217,-0.283983,1.94607233476,17.9375547274,24,15.2518,5.08824817491,5.29743144845,15.4079,5.4168744046,24,0.30353458039,2.20545156457,0.331286,1.0,0.303494
0.0439269220581,0.00135448,5.13725537271,0.318464553607,6.63035396254,0.0188314876173,-0.276459,3.33394498674,18.749714386,25,15.2518,5.0848347658,5.29841024985,15.8388,5.41264903357,25,0.293928988489,2.61196742368,0.318248,1.0,0.293825
0.0432246240519,0.000921781,5.13652185249,0.318684862636,7.23943446384,0.0168237808071,-0.276994,4.29385812883,41.3934870892,26,15.266,5.08489757382,5.29765810465,16.1575,5.42160083435,26,0.295285199838,4.49643901151,0.318276,1.0,0.29521
0.0428329903897,0.000824039,5.13778601705,0.315321273562,7.8732238816,0.0158205224683,-0.275009,3.66198124583,37.3966068996,27,15.266,5.09087445434,5.29901929899,16.4368,5.40307011491,27,0.293489498414,5.45005921441,0.315011,1.0,0.293436
0.0414758075252,0.00112234,5.13489211747,0.310021019461,6.98666743909,0.016518168382,-0.271093,4.3743516914,28.7381044771,28,15.266,5.11195947087,5.29595926168,16.8591,5.41852977801,28,0.287906303788,3.4176752812,0.30974,1.0,0.287844
0.0436491761762,0.000797073,5.1363546181,0.306823479005,6.21047111867,0.0148964822229,-0.2674,1.10982158565,20.0193930359,29,15.266,5.07726405795,5.2974700493,17.1662,5.40334658684,29,0.284692654012,2.17769007837,0.306518,1.0,0.284612
0.0420662461288,0.000813424,5.13523002573,0.305103007395,6.69079383522,0.01454361392,-0.269584,4.24835461828,19.3598425285,30,15.266,5.0794038921,5.29623184347,17.5102,5.41977260474,30,0.285237781436,2.48671696042,0.304845,1.0,0.285198
