AverageY,MaxEsReturn,AverageAbsQ,AverageAction,AverageEsReturn,AverageReturn,Iteration,StdEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,AverageQLoss,QFunRegParamNorm,AverageAbsY,AveragePolicySurr,MaxReturn,Epoch,StdReturn,MinReturn,PolicyRegParamNorm,AverageQ,MinEsReturn
2.56155662203,294.050519947,2.60068,0.683759,87.898686377,-14.7621158292,28,120.125816378,0.128199171313,6.02808706619,0.0483506,18.4229,2.60116811432,-2.87873,35.3312194676,28,12.8726184775,-39.0949733904,21.968,2.5612,-33.4646285731
2.63079665626,235.588860625,2.67508,0.771635,72.7637834936,219.855318863,29,115.045739052,0.127442036434,92.9670553845,0.0445309,18.8599,2.67616269436,-2.94822,667.094510566,29,97.8417065192,67.3334752159,22.2349,2.62997,-33.3508407101
2.7288101096,335.19446221,2.77791,0.746424,112.401138355,-5.45797590921,30,110.473870404,0.134487892187,13.398642164,0.0526909,19.3418,2.77897086259,-3.0522,36.464607858,30,14.2367983159,-37.9820617591,22.5866,2.72818,7.83645250557
2.80963296576,226.525347788,2.86246,0.737769,70.7017206083,229.491304703,31,86.2860112526,0.138827701952,76.5403411927,0.0571651,19.7902,2.86357453179,-3.12284,936.092386531,31,201.853442133,21.4103321594,23.0052,2.80888,-29.5869487427
2.87746709045,142.772856396,2.92917,0.800733,33.8944083465,-28.1999057973,32,52.1985629886,0.143168467662,-5.13327970419,0.0604145,20.2762,2.93049560011,-3.19905,216.867922048,32,26.1416549502,-65.0392199025,23.4515,2.87663,-20.6063782988
2.95424197649,8.06300271359,3.00002,0.750946,-5.19433734375,196.654635268,33,14.0069358357,0.14981841759,79.0427916155,0.0643918,20.7634,3.00154135587,-3.27318,673.581170773,33,116.118382008,20.6909405978,23.9197,2.95354,-25.0667566086
3.09959721396,399.835580604,3.14157,0.830623,186.302889889,186.917559566,34,141.094272215,0.157556486291,83.4937919479,0.0751919,21.3073,3.14352743666,-3.42739,579.823769159,34,89.8211353314,30.4449566686,24.4026,3.09871,36.9982260278
3.20991357865,416.037787158,3.2515,0.798019,180.338889443,323.620442307,35,126.866594816,0.16363416943,107.375166094,0.073625,21.8197,3.25344642332,-3.54821,546.394552759,35,83.8168928147,202.987206334,24.967,3.20887,59.6254527671
3.32174642346,320.604504075,3.3627,0.813583,85.9687160845,27.9612997931,36,119.464534569,0.17341401678,18.6529188483,0.0922447,22.291,3.36442551568,-3.63356,261.782693198,36,70.9391049593,-65.0995082396,25.3727,3.32082,1.82064096702
3.40251398208,370.459540697,3.44628,0.824452,82.0338829689,138.964476792,37,128.985456849,0.176836965055,74.9658885787,0.0915876,22.7884,3.4479720325,-3.73229,270.807438082,37,36.7704973782,24.8293814009,25.6704,3.40108,-26.7327991636
3.54447447834,126.709266074,3.58738,0.834136,89.3228292153,129.137906373,38,34.4412069474,0.189783784034,44.2941373931,0.107588,23.2451,3.58839039638,-3.89313,497.950143848,38,136.219881532,-26.0517224663,25.9384,3.54339,25.635402269
3.69432874462,318.25349686,3.73607,0.793545,70.7972860294,-0.303523825479,39,97.9370401601,0.202199154472,0.0990181729411,0.117562,23.6768,3.73716455549,-4.05271,3.62173550223,39,2.20536239534,-16.3192232058,26.1143,3.69334,-4.21418546295
3.86477871703,67.7026037643,3.90322,0.809018,19.5474691395,-4.23316945899,40,18.9301652739,0.213330578988,-3.27027719887,0.128239,24.0556,3.90464552925,-4.23874,22.3771321303,40,2.96392753668,-17.3863896013,26.2369,3.86339,0.562895980055
4.00562601153,171.721426168,4.03858,0.895974,17.1629170048,72.2804253605,41,46.5167762659,0.228018694862,27.3907473656,0.16013,24.4583,4.0401841887,-4.38906,189.064126077,41,62.2233160325,0.953829226602,26.4089,4.00418,-30.3168617272
4.17617667373,63.5665566172,4.20688,0.872954,12.2841881823,140.811211116,42,22.3363657992,0.234623293883,54.4153440052,0.166494,24.8737,4.20795316669,-4.56937,184.255718411,42,18.3058206286,46.3303397415,26.6219,4.17476,-14.1992796509
4.3438266816,157.563192586,4.36629,0.83237,47.8027831185,923.5882688,43,52.200624988,0.24601881412,55.2625326237,0.201504,25.2899,4.36882034461,-4.76009,948.109377856,43,15.1108655464,891.475963405,26.8292,4.34129,-1.68252442037
4.53126765088,382.355402385,4.55137,0.812809,149.365623982,53.3875436789,44,125.094201192,0.240429697289,28.2338433023,0.176681,25.6298,4.55310752236,-4.93413,1003.74150501,44,122.626515379,-48.0848757025,27.0662,4.52999,21.7682644612
4.69854736925,241.991445389,4.71435,0.853683,33.3174888131,876.08721345,45,65.3548297728,0.258295913543,43.1073727909,0.211547,26.0598,4.71743116951,-5.09357,901.012057243,45,16.9684437701,856.032040013,27.4573,4.69648,-25.8944890659
4.85434481618,178.691219261,4.87047,0.83596,57.4805067234,322.708844986,46,67.1773026464,0.249582883767,87.92763656,0.190169,26.3959,4.87267092457,-5.23245,930.190221483,46,238.970314058,26.4607762857,27.6953,4.85215,-8.5569938247
4.98156979622,130.423598581,4.99644,0.858198,37.8822946634,848.13902541,47,51.0361666856,0.259350099036,52.9622150378,0.217873,26.7963,4.99881346174,-5.36583,972.106545622,47,214.605031775,173.31221517,27.9076,4.97954,-25.4754780432
5.11546640501,135.877810485,5.12935,0.85812,58.682799785,197.527072669,48,47.1261854838,0.263089872547,102.81964388,0.218817,27.2024,5.13087545176,-5.49589,297.152556357,48,34.197530903,137.062473877,28.1892,5.11414,-1.03361913905
5.26151541349,235.428668153,5.27271,0.803295,108.571129801,418.70827344,49,75.3346636797,0.268470428857,102.097419351,0.234567,27.5981,5.27551370587,-5.63862,938.99566963,49,258.93034237,88.0010094348,28.4515,5.25888,2.27750514912
5.36386749852,260.18517563,5.37649,0.83718,139.368102968,392.651064702,50,94.0820918046,0.276424736639,93.1691780096,0.253092,27.9981,5.37749012668,-5.75733,937.537749257,50,287.793556083,11.3593153688,28.7598,5.3623,0.625814359153
5.54624484185,235.2459163,5.55839,0.745119,137.58107427,775.760174984,51,73.2250213227,0.274330702154,70.1954815005,0.248031,28.3828,5.5601636888,-5.93168,938.78334403,51,292.946098103,-8.48654579891,29.0628,5.54452,17.4721460374
5.69748545691,202.13540848,5.71092,0.775437,74.2932836124,806.628784945,52,69.8091070855,0.278709143395,87.9153329819,0.264901,28.685,5.71261414499,-6.08312,1076.50513535,52,322.407795938,75.5956936822,29.3851,5.69563,14.4593247076
5.83514460084,423.470730915,5.84885,0.791463,142.806254728,873.855997996,53,144.421531379,0.275380310531,76.9636020667,0.253363,29.0528,5.85058382582,-6.22989,1036.84287558,53,260.34674458,72.012365162,29.6302,5.833,14.4709014753
5.99327612981,422.102339355,6.00769,0.889228,140.211266021,816.279756209,54,149.643795088,0.286593500352,87.4799458438,0.279204,29.4383,6.00882077373,-6.38623,844.663917137,54,15.4661148688,793.686502625,29.9173,5.99169,2.3920096805
6.15264944846,240.891557909,6.16591,0.888288,97.9482689464,224.702954945,55,82.3371702019,0.279795714843,106.510017477,0.26199,29.7434,6.16689713299,-6.54297,336.516167979,55,36.9525023942,122.230142338,30.19,6.15093,2.20792444232
6.26856510966,293.747278111,6.28093,0.930058,187.185025154,546.559347722,56,106.599473022,0.282151116159,86.0698568598,0.261644,30.0965,6.28252816378,-6.65762,918.569799089,56,303.87380775,45.367190218,30.4523,6.26702,17.8024309277
6.44473246252,301.486022139,6.45628,0.840434,113.14627895,374.359190561,57,99.0762935046,0.305571332922,85.6080140958,0.32872,30.4769,6.45743790513,-6.83714,781.733726012,57,233.903724756,46.7902393599,30.7648,6.44192,2.89526630667
6.60341469584,398.288748322,6.6148,0.883562,181.242614946,664.001985268,58,144.987013107,0.29444507693,79.0346305043,0.303063,30.777,6.61496089882,-6.98892,968.992283378,58,335.004220753,-8.21828177361,30.972,6.60224,6.84194909683
6.72473905212,218.279711404,6.7348,0.888914,145.549732975,357.279849277,59,59.405105782,0.294281617761,109.903152915,0.30834,31.122,6.73641430191,-7.10913,801.666015409,59,144.731956,171.764186684,31.154,6.72224,35.8675216492
6.89940491051,405.390183665,6.91127,0.86923,118.307708284,215.590478651,60,116.198383251,0.309184981363,100.289633131,0.332254,31.4969,6.91120467694,-7.28486,426.699561691,60,60.6028908053,138.271726872,31.3925,6.89712,11.1045699924
6.99871978843,227.791342277,7.01209,0.871553,119.284588992,215.486965037,61,77.6983499476,0.302726528246,93.3556552014,0.311374,31.8062,7.01255739119,-7.38674,428.958956495,61,92.9515994832,-5.26177190623,31.591,6.99725,4.53175760158
7.14391098333,285.024785362,7.15705,0.859069,135.055750763,231.625048112,62,102.656065808,0.301978263175,84.2101990439,0.324734,32.0677,7.1576065568,-7.52378,790.481515661,62,189.652988933,-8.06755712124,31.8063,7.14221,4.40552360205
7.27991515252,191.384281427,7.29411,0.894884,122.608175202,208.390421718,63,69.6268035151,0.315123473929,98.4784151635,0.363456,32.4008,7.29283184222,-7.65785,402.771336235,63,68.1798756413,60.9301927459,32.0009,7.27851,16.9807340468
7.43979300159,239.603324234,7.45266,0.843722,135.072982654,360.846721502,64,70.4378666648,0.318463771806,89.6028260625,0.370244,32.7273,7.45148431377,-7.79838,1056.77313548,64,337.374962103,38.9561048084,32.157,7.43803,37.8653616422
7.52386351992,202.353197309,7.53371,0.849729,105.309615641,339.912438204,65,74.5644900613,0.30807153311,85.5156955335,0.33201,33.0322,7.53508871614,-7.89097,737.083524079,65,206.267063798,-7.46239807554,32.3563,7.52187,11.4515942394
7.60757940371,438.743239098,7.61955,0.835238,145.956690794,362.353591891,66,152.929112533,0.314434504478,103.138407351,0.350128,33.3366,7.61857505507,-7.97054,930.095252268,66,200.671135789,72.2640452628,32.5666,7.60651,9.66073983367
7.77290790522,208.978713397,7.78219,0.845807,136.898423056,207.698170015,67,56.8095682297,0.312490588222,86.9069827982,0.356741,33.5987,7.78245749981,-8.14614,471.08739452,67,79.9718384167,94.3553464058,32.7329,7.77105,35.5521098324
7.86340557624,205.796027075,7.8725,0.818595,112.885977436,149.66038116,68,80.9016587765,0.321656268126,52.8616967078,0.385243,33.9199,7.87381409496,-8.24215,1034.04012541,68,210.714359049,-165.438569358,32.955,7.86066,3.59430258711
7.98875013534,237.047211154,8.00009,0.862236,97.015692117,248.415590992,69,103.460397556,0.309646003443,97.5336922338,0.337158,34.221,7.99927586356,-8.35429,809.476038219,69,141.921129972,60.9076943375,33.1786,7.98778,1.03385709156
8.10737938199,307.998911962,8.11783,0.861088,126.288457549,213.181435317,70,86.3956874019,0.316874762708,71.6258681541,0.347214,34.4718,8.1171941337,-8.45938,877.080250151,70,186.609790599,18.0215573563,33.342,8.10602,23.5957192816
8.17419261407,311.504465383,8.1851,0.887427,120.135145103,110.04768429,71,95.9184624127,0.323297146524,66.1642775169,0.365225,34.7217,8.18373100775,-8.54569,296.239398444,71,45.9475042924,32.7469525803,33.5287,8.17281,16.6305880071
8.29092250998,421.879145252,8.29932,0.833293,120.190425647,124.3568353,72,122.05199861,0.33510103157,39.4710761095,0.421916,35.0484,8.29881932195,-8.65281,642.290416901,72,120.432314511,-75.9116478068,33.7451,8.28836,1.02873730513
8.36547028314,431.983399899,8.37355,0.838421,144.360902527,200.464168422,73,148.322837328,0.327962915593,93.181649098,0.404003,35.3267,8.37397273342,-8.72728,433.891856598,73,74.5286662593,83.0897013807,33.9322,8.36346,5.41858199859
8.47165074648,252.366334847,8.47989,0.871964,129.390753993,261.743638004,74,84.4437974959,0.317779664416,95.9801274075,0.366363,35.5209,8.48111803366,-8.83529,654.77361377,74,131.283101319,14.9410435056,34.1709,8.46952,14.0542208165
8.59806779162,308.64674239,8.60637,0.903527,133.012642832,238.985718295,75,104.520712695,0.324777175104,104.563824707,0.392863,35.7842,8.60582943382,-8.94029,498.585295963,75,71.1519083022,63.9896288267,34.4334,8.59677,-7.76965760276
8.6474937126,217.6997621,8.65677,0.874884,125.385983458,174.42880957,76,62.4295185823,0.32076670717,29.3915158507,0.373379,36.0291,8.65481111606,-9.00568,575.698525237,76,203.082214166,-25.7904444836,34.6453,8.64637,21.526113032
8.75581486091,379.630605253,8.76425,0.863478,179.352250291,116.705710667,77,111.466886845,0.325844635665,57.2787667945,0.411996,36.334,8.76372548118,-9.11711,491.5283933,77,87.3108750169,-46.3613749216,34.8594,8.75404,10.1517863765
8.88500292646,218.377773763,8.89228,0.832201,88.6380365655,132.227598146,78,66.8647380656,0.325547834301,73.1858919637,0.381006,36.6322,8.89250218249,-9.23404,406.687914197,78,66.1014091204,35.6153561598,35.0695,8.88238,12.6708832277
8.93316607052,273.131535557,8.94278,0.858268,124.302160555,191.266481806,79,80.4096560202,0.333702551236,75.626659663,0.412197,36.8713,8.94145397341,-9.2951,448.03563717,79,104.557621381,-24.2543877334,35.224,8.93124,5.59916104235
9.0649748997,364.974917112,9.07283,0.859483,136.455964525,246.695605909,80,105.75505925,0.329925995906,107.334868622,0.403168,37.1613,9.07177659127,-9.42398,538.62838326,80,92.7023650241,80.5397960369,35.4571,9.06293,15.2423944612
9.12767106722,355.873731218,9.13534,0.832004,162.773098092,237.616588697,81,111.214345846,0.347081557108,91.9440281992,0.456689,37.3955,9.13491229049,-9.49728,706.269558343,81,119.020144388,52.134129467,35.604,9.12565,13.4880705744
9.24524216085,228.485652037,9.25379,0.829066,82.3748110348,219.097551685,82,79.5457120988,0.348230321762,68.532544039,0.478855,37.6621,9.25305939021,-9.59984,756.324521723,82,139.226562301,-46.7103699131,35.7573,9.24316,-20.8374947402
9.34503564735,264.341508291,9.35517,0.842693,43.7636112518,163.958771288,83,74.7737806345,0.339587282559,85.2197066897,0.447743,37.8692,9.35247991766,-9.71765,302.343977599,83,35.2630991515,107.864917926,35.9654,9.34385,-4.50435640805
9.4480122692,161.456621579,9.45935,0.839837,62.2261061141,144.759445183,84,51.4279211879,0.337472806627,85.6084064678,0.407891,38.0817,9.45735885942,-9.80989,478.602654893,84,63.8536248555,88.7977299442,36.1544,9.44615,-7.10663314246
9.51946819247,176.721429617,9.53264,0.853689,37.1127136336,205.02160435,85,90.7946805867,0.339947025954,94.9792983404,0.411718,38.2845,9.52930919681,-9.89192,366.164194776,85,75.5151470343,35.407596502,36.2794,9.51759,-147.397074195
9.6328475115,268.62038691,9.64465,0.846643,76.3972695028,158.777315597,86,110.017092353,0.350300850201,90.1296427962,0.454391,38.5173,9.64211584386,-10.0054,582.889614158,86,65.368775511,103.066369536,36.4684,9.63109,-80.1281459175
9.70516312444,291.845583084,9.71723,0.824634,95.3879200799,218.81959382,87,120.909358228,0.357382881727,93.7754183873,0.446918,38.763,9.71491334145,-10.0774,507.446249923,87,76.3591475307,122.150663834,36.6418,9.70303,-48.5351119768
9.76950719782,224.197752401,9.78183,0.870969,106.842280328,161.678591292,88,79.6771860214,0.356277253487,77.1358547709,0.460469,39.0027,9.77921393686,-10.1453,421.021171183,88,70.1998709251,53.0667999181,36.7918,9.7678,0.202574673773
9.87702069982,242.703021945,9.89089,0.848125,117.67629807,131.986602936,89,77.8503958603,0.351239229617,76.3461002649,0.45263,39.2242,9.88921154712,-10.247,352.424754071,89,80.6213359729,-72.112933375,36.9606,9.87475,26.5963186513
10.0068645178,170.687423118,10.0206,0.857067,83.2243698229,221.706316483,90,61.9672926393,0.354739483952,106.127990493,0.463947,39.4134,10.0189756225,-10.345,559.049538244,90,105.969883159,91.2239764313,37.1404,10.0059,2.39736848677
10.0551865048,459.600609802,10.0686,0.862716,97.3869388762,275.01459035,91,182.044346407,0.350511897755,111.54675341,0.456711,39.6268,10.0678554283,-10.4107,630.178399928,91,110.371570727,96.9012993046,37.2718,10.0528,-40.5884774398
10.11619822,501.245573968,10.131,0.851955,252.18408914,231.665391196,92,179.9258656,0.357963090744,104.979439199,0.469809,39.9148,10.1287380641,-10.4558,470.985242175,92,95.2562612081,105.440007907,37.401,10.1145,68.6482753037
10.1859354494,505.505469695,10.2005,0.894817,224.640873315,139.877815865,93,201.615476245,0.358732523812,76.8640246118,0.463402,40.0993,10.1983614219,-10.5448,353.720280453,93,69.3901673918,20.3754183616,37.5575,10.1838,2.01852920368
10.2794211065,325.845557341,10.2933,0.857443,126.945496415,200.455394928,94,134.704232154,0.350756617117,83.0382906116,0.427935,40.3373,10.2914416456,-10.6211,500.53158102,94,129.046850464,-5.86722181494,37.7019,10.2777,5.34051186419
10.3494882024,337.835498574,10.3664,0.869731,215.315050734,256.295894229,95,76.48985284,0.365273167065,95.3652069253,0.506352,40.5183,10.3622679479,-10.7034,609.227713489,95,119.941403399,55.2332917052,37.8411,10.349,88.4159884634
10.4037848569,266.427294708,10.4167,0.875491,124.62487002,158.892535546,96,101.99543594,0.366579708304,78.4530717047,0.467425,40.8028,10.413916992,-10.7558,577.083042317,96,106.863305165,-6.87727009959,37.9504,10.4009,-21.8784208912
10.4846596562,418.522956472,10.4986,0.861185,144.872404374,208.800981708,97,109.11086443,0.368085386141,79.9056135504,0.51486,40.9923,10.4956643463,-10.844,674.958997581,97,152.787157759,-15.6734401169,38.094,10.4827,44.6373571742
10.5592824466,280.514437459,10.5737,0.849605,77.8854027722,368.492406341,98,85.2418552662,0.366025244605,104.888721823,0.525986,41.2536,10.5705366276,-10.8977,878.62600527,98,197.292545072,68.3070448067,38.2791,10.5575,-0.645017284918
10.6546219247,451.697838708,10.6693,0.88094,161.057824053,239.241909666,99,139.519518349,0.36356727333,102.738921022,0.496763,41.452,10.6668985464,-10.9991,542.095590039,99,98.9054316021,53.1395294358,38.4365,10.6533,8.2705617568
10.6556134742,255.766565236,10.6692,0.892043,63.0625034427,250.881532885,100,82.379082829,0.377358382562,104.711125605,0.560939,41.6883,10.6676608677,-11.0081,1051.49024877,100,197.609603869,61.7709732032,38.6536,10.6532,-39.4240024232
10.7478493092,94.1479676236,10.7624,0.857188,39.2933639455,204.000738298,101,32.5147507683,0.370548273443,44.99553232,0.484512,41.8885,10.7589522419,-11.0983,918.244901724,101,199.064076229,-63.9011450433,38.8213,10.7463,0.798898161188
10.8283466747,377.844328359,10.8411,0.854032,107.910681212,218.407559538,102,136.454567676,0.37630053365,61.882177716,0.520931,42.1169,10.8384236481,-11.194,857.269727029,102,206.295542361,-29.9323099784,38.9208,10.8266,-29.0953666197
10.8949064844,540.438963931,10.9082,0.84289,183.246457157,260.330200354,103,210.912738462,0.373945782673,56.5230863022,0.496808,42.3122,10.905532333,-11.2597,772.43318943,103,213.688546009,-54.9869592663,39.0755,10.8932,-2.12132030687
10.9687474874,359.133902014,10.982,0.853863,140.394487318,304.947222166,104,102.264057091,0.375707512727,88.1133113784,0.526498,42.5686,10.9802236408,-11.3304,677.696664034,104,193.655754657,60.9925350469,39.2175,10.9664,24.6242929026
11.0442850425,510.854634971,11.056,0.867276,112.558416491,395.757667038,105,142.512699664,0.378068548117,77.8062723601,0.524598,42.8145,11.0547623812,-11.4009,850.511490079,105,261.142168253,57.8356756618,39.3333,11.0418,1.36919924681
11.1156740667,367.518060086,11.1279,0.86162,154.71992293,310.577363058,106,113.439071864,0.380144193919,111.430151851,0.518555,43.015,11.1251118987,-11.4832,562.965612511,106,94.1390830236,147.144588239,39.463,11.1135,-1.15050697723
11.1938561169,429.963480784,11.2065,0.85037,144.775724596,184.440049014,107,151.626405782,0.38988688631,78.2040663965,0.546915,43.2326,11.2027467307,-11.5643,641.721979396,107,144.599774534,23.8915191198,39.6383,11.1912,6.72261532949
11.3030828855,276.419858148,11.3148,0.833136,110.11373699,47.6406019507,108,95.2940103759,0.394789696942,17.5300976944,0.601489,43.447,11.3118390881,-11.6681,404.87146006,108,89.6502014525,-25.2892239935,39.805,11.3018,3.59006225131
11.3334092522,426.804858433,11.3455,0.87168,191.067728608,546.512502672,109,149.442280468,0.376611586923,81.5937275766,0.516777,43.6574,11.34284289,-11.6928,1042.66426923,109,290.036871638,34.6677065406,39.9535,11.3314,8.95578095731
11.4066758161,289.496578511,11.4194,0.843098,86.6099233872,287.135874893,110,85.113471865,0.392595881811,33.4884377175,0.586394,43.901,11.4165351841,-11.7625,928.728842775,110,338.14523668,-21.3211981715,40.0717,11.4048,16.1015447792
11.4850777176,499.258450462,11.4957,0.816114,188.420229831,540.215897581,111,152.302727707,0.388187639189,72.9781804485,0.570309,44.1477,11.494056808,-11.8413,957.01502131,111,289.533411038,-8.37973302998,40.2091,11.483,22.234513797
11.5948409113,405.313890472,11.6056,0.7919,69.6503572267,267.152340322,112,124.390838468,0.389375233124,64.1663120464,0.583652,44.3865,11.60364103,-11.9626,998.850401646,112,270.227620008,32.5587762843,40.2938,11.5926,-6.7744715302
11.6082100124,479.01324128,11.6209,0.68346,113.05426437,397.961331731,113,159.571909278,0.396123604497,91.0223783182,0.610435,44.5873,11.6181241988,-11.9828,1021.86202398,113,315.938936503,69.0001976365,40.379,11.6059,-3.49601505406
11.7004375684,279.66525743,11.7113,0.861831,90.76411093,259.199238763,114,90.9836259466,0.387131512577,103.10798264,0.549814,44.8145,11.7088620604,-12.0659,483.831225517,114,64.8394845842,136.641439641,40.4929,11.6987,10.3610906512
11.7554542308,282.218881683,11.7642,0.83638,96.0631085376,159.333562939,115,104.949488912,0.400967511731,53.8620953082,0.62073,45.0026,11.761933545,-12.1159,550.803515856,115,160.641161777,-46.2179552745,40.6616,11.7525,-26.2282214101
11.8344202662,395.204484024,11.8443,0.824397,126.396457866,138.695796945,116,118.975541408,0.398224355003,65.2735237541,0.629575,45.2132,11.8411446263,-12.1964,466.236764999,116,89.2808486548,9.16025125705,40.7888,11.8325,-0.0380507101245
11.9109094341,299.314480436,11.9202,0.842361,159.796458273,107.589688146,117,87.2072335576,0.395800532616,57.1458823366,0.579113,45.4168,11.917255787,-12.2518,703.846061071,117,118.482780304,6.12098859274,40.9185,11.9085,47.7464147365
11.9316981029,227.805794781,11.9409,0.789609,69.1457633948,94.6128135533,118,77.3544103709,0.408583634659,37.7822311349,0.665772,45.5655,11.9385261534,-12.2832,369.421638878,118,93.2772010784,-61.0551186721,41.054,11.929,-4.1109693841
12.0250698468,333.633519958,12.0353,0.82754,126.237644256,76.4089715167,119,89.836979113,0.391079695627,49.7049670271,0.551987,45.7333,12.0319844572,-12.3632,266.657399352,119,52.0735223022,26.6608784243,41.1821,12.0235,20.0174627481
12.0245557076,277.523095112,12.0346,0.791591,146.918289018,271.938762243,120,99.8819694218,0.400339570305,49.3313551824,0.635587,45.9381,12.0317080925,-12.3719,1106.71038379,120,407.153430802,-7.8969029213,41.3069,12.0225,21.4214180881
12.0796101314,217.263651445,12.0903,0.812886,60.3458489148,299.916092216,121,73.8411781349,0.400979869962,118.29683996,0.603978,46.1477,12.0867563048,-12.4281,1068.26273188,121,141.006687828,82.6924792389,41.4998,12.0775,-23.8550210367
