Iteration,MaxEsReturn,Epoch,AveragePolicySurr,AverageReturn,AverageQ,MinReturn,AverageAbsQ,AverageAbsY,MinEsReturn,StdReturn,AverageQLoss,AverageY,QFunRegParamNorm,StdEsReturn,AverageAbsQYDiff,AverageEsReturn,MaxReturn,PolicyRegParamNorm,AverageAction,AverageDiscountedReturn
1195,53058.1091304,1195,-7418.46,98412.1718783,7408.84,69565.3818164,7408.84,7409.19606248,53058.1091304,20439.1086072,165436.0,7409.19606248,842.708,0.0,146.478439211,53058.1091304,117485.328869,16.9466,1.0,7654.72078026
1196,55604.7347655,1196,-7402.66,105561.825001,7393.27,70400.9736021,7393.27,7393.34427966,55604.7347655,15813.3740518,133853.0,7393.34427966,843.229,0.0,136.600272971,55604.7347655,117683.40182,16.9466,1.0,8000.79600047
1197,52187.8715721,1197,-7424.4,88916.1672899,7414.76,69415.5608251,7414.76,7415.39121263,52187.8715721,17880.6741559,153897.0,7415.39121263,843.668,0.0,142.500715196,52187.8715721,117668.630003,16.9466,1.0,7212.04069798
1198,52040.38026,1198,-7428.0,91562.5435663,7419.17,69560.7243194,7419.17,7418.9961919,52040.38026,19437.7039626,140235.0,7418.9961919,844.058,0.0,142.769186066,52040.38026,117806.368259,16.9466,1.0,7438.12510294
1199,89520.7150424,1199,-7440.52,93759.8571682,7431.43,69458.9726704,7431.43,7431.64031554,89520.7150424,18091.2823305,151516.0,7431.64031554,844.578,0.0,141.473023391,89520.7150424,117514.817876,16.9466,1.0,7482.81970879
1200,53623.2283104,1200,-7443.4,91207.3585846,7434.58,69332.3700045,7434.58,7435.19962701,53623.2283104,22440.9515562,133757.0,7435.19962701,845.102,0.0,139.478151254,53623.2283104,117685.300435,16.9466,1.0,7291.91943514
1201,78178.5571859,1201,-7445.62,91204.4256179,7437.06,69375.3908972,7437.06,7437.41855129,78178.5571859,19911.5084506,128344.0,7437.41855129,845.522,0.0,135.17604579,78178.5571859,117725.4096,16.9466,1.0,7319.58895162
1202,97391.1530923,1202,-7417.0,100517.165083,7408.75,65121.4429281,7408.75,7408.91549715,97391.1530923,19363.2728737,151442.0,7408.91549715,846.041,0.0,141.318239599,97391.1530923,117863.550674,16.9466,1.0,7780.4740811
1203,52328.4913673,1203,-7424.65,91293.1384762,7416.23,69576.4670515,7416.23,7417.11013005,52328.4913673,16738.4282635,193015.0,7417.11013005,846.593,0.0,151.635981844,52328.4913673,117704.280247,16.9466,1.0,7369.36809491
1204,92543.3946968,1204,-7422.34,103190.584214,7413.79,69824.3868826,7413.79,7414.29925719,92543.3946968,21674.5091308,141078.0,7414.29925719,847.014,0.0,136.094246414,92543.3946968,117608.102974,16.9466,1.0,7861.28332918
1205,92099.7519899,1205,-7441.25,96437.0564013,7432.51,69912.6752574,7432.51,7432.18046884,92099.7519899,21931.8977308,155412.0,7432.18046884,847.43,0.0,142.530674467,92099.7519899,117759.191061,16.9466,1.0,7652.22781692
1206,52966.9032665,1206,-7445.92,93754.4581264,7436.77,69947.2289986,7436.77,7437.68076144,52966.9032665,18158.3065181,157157.0,7437.68076144,847.915,0.0,141.957196563,52966.9032665,117574.060725,16.9466,1.0,7505.50132996
1207,99029.5266024,1207,-7447.7,96250.0804729,7438.24,68862.7783982,7438.24,7438.40068918,99029.5266024,21936.6634988,155925.0,7438.40068918,848.353,0.0,140.646012164,99029.5266024,117650.712122,16.9466,1.0,7542.92034506
1208,69969.0226762,1208,-7424.55,91545.7190426,7415.11,69609.1614359,7415.11,7415.64042122,69969.0226762,22327.6793665,141252.0,7415.64042122,848.577,0.0,141.325656726,69969.0226762,117784.194578,16.9466,1.0,7426.89241824
1209,91673.7448423,1209,-7494.94,93929.0756991,7484.99,69417.8354985,7484.99,7485.00006369,91673.7448423,21101.1697924,147489.0,7485.00006369,849.065,0.0,140.388250782,91673.7448423,117724.38681,16.9466,1.0,7534.6417468
1210,70461.7472975,1210,-7470.75,91506.4421828,7460.84,69412.1225553,7460.84,7461.38784153,70461.7472975,22391.5585488,174932.0,7461.38784153,849.499,0.0,149.350935327,70461.7472975,117802.336178,16.9466,1.0,7403.32838361
1211,106908.495001,1211,-7411.01,92267.0387759,7400.28,55036.8060381,7400.28,7400.78037545,106908.495001,23241.113772,184042.0,7400.78037545,849.9,0.0,146.454690237,106908.495001,117728.252849,16.9466,1.0,7373.83310195
1212,70016.6866367,1212,-7435.15,91302.0482398,7425.56,69485.3662532,7425.56,7425.89686363,70016.6866367,19640.3853418,159884.0,7425.89686363,850.286,0.0,144.098308839,70016.6866367,117514.608441,16.9466,1.0,7355.55007302
1213,71413.0983243,1213,-7484.78,81635.3783796,7475.33,69273.3051988,7475.33,7475.59545318,71413.0983243,19286.9249971,138152.0,7475.59545318,850.657,0.0,140.584184505,71413.0983243,117683.116541,16.9466,1.0,6836.10554987
1214,51964.7199661,1214,-7487.78,110496.896009,7478.24,71021.794999,7478.24,7478.71914285,51964.7199661,14907.4609495,132618.0,7478.71914285,850.966,0.0,141.024815544,51964.7199661,117722.880935,16.9466,1.0,8250.92691549
1215,91577.6720634,1215,-7497.58,93432.1206815,7487.27,67383.4241327,7487.27,7487.55911914,91577.6720634,21613.6830191,157549.0,7487.55911914,851.476,0.0,145.336213011,91577.6720634,117749.073931,16.9466,1.0,7380.68879613
1216,34503.8889091,1216,-7453.17,93653.2149947,7443.48,69339.2557443,7443.48,7443.87716199,34503.8889091,21449.9247789,128840.0,7443.87716199,851.942,0.0,137.968061767,34503.8889091,117958.342131,16.9466,1.0,7439.23876421
1217,77263.5126892,1217,-7529.56,81877.4079446,7519.1,68221.0368411,7519.1,7519.32164012,77263.5126892,15946.5319863,121420.0,7519.32164012,852.313,0.0,139.305597743,77263.5126892,117482.651492,16.9466,1.0,6940.22297452
1218,107531.781507,1218,-7504.0,93871.9322321,7494.0,70085.4305869,7494.0,7494.49393153,107531.781507,18267.3921479,149909.0,7494.49393153,852.73,0.0,144.888546052,107531.781507,117752.569206,16.9466,1.0,7541.01842497
1219,69996.6014568,1219,-7491.36,93732.3427965,7481.44,69261.3257284,7481.44,7481.36084259,69996.6014568,23838.8759146,174185.0,7481.36084259,853.266,0.0,151.690852414,69996.6014568,117885.584462,16.9466,1.0,7441.95281691
1220,101687.145308,1220,-7501.4,91254.7521216,7491.06,69687.8079616,7491.06,7491.87399776,101687.145308,19718.4589457,160130.0,7491.87399776,853.694,0.0,144.934429786,101687.145308,117914.465195,16.9466,1.0,7345.96104113
1221,92217.2218233,1221,-7511.05,89021.9310568,7500.78,69336.5430469,7500.78,7501.03788481,92217.2218233,20567.8895397,176963.0,7501.03788481,854.191,0.0,150.313110937,92217.2218233,117493.554813,16.9466,1.0,7270.90620787
1222,94842.0176532,1222,-7472.31,84170.1237243,7462.55,69420.026508,7462.55,7463.2050273,94842.0176532,19130.3074565,155998.0,7463.2050273,854.593,0.0,145.563548783,94842.0176532,118026.288877,16.9466,1.0,7027.98255463
1223,74937.6064645,1223,-7513.46,93780.2666824,7503.16,69527.2969044,7503.16,7503.22251387,74937.6064645,21160.2191489,153660.0,7503.22251387,855.02,0.0,147.178023136,74937.6064645,117732.458628,16.9466,1.0,7493.67041524
1224,51522.1480448,1224,-7512.89,87657.3847588,7503.23,57735.9629212,7503.23,7503.90131381,51522.1480448,22054.8260644,184558.0,7503.90131381,855.522,0.0,150.910452732,51522.1480448,117402.476812,16.9466,1.0,7156.30057082
1225,87086.4027855,1225,-7518.76,96102.8015252,7507.22,69733.5046706,7507.22,7507.78657765,87086.4027855,22458.4487455,147664.0,7507.78657765,855.895,0.0,142.326234684,87086.4027855,117789.966295,16.9466,1.0,7570.1827698
1226,53328.4381707,1226,-7518.99,91386.7951357,7508.43,69487.5747602,7508.43,7508.55231217,53328.4381707,19555.3248971,160283.0,7508.55231217,856.362,0.0,145.50552707,53328.4381707,117648.41612,16.9466,1.0,7385.11217586
1227,51729.3158016,1227,-7553.02,93549.3706144,7541.94,69622.6161041,7541.94,7542.11062318,51729.3158016,18299.849793,170300.0,7542.11062318,856.836,0.0,150.507944642,51729.3158016,117509.665038,16.9466,1.0,7430.00563173
1228,51915.2043199,1228,-7483.05,103244.187255,7473.34,93519.1362034,7473.34,7473.72168766,51915.2043199,11566.3050014,179691.0,7473.72168766,857.197,0.0,151.438202333,51915.2043199,117836.488329,16.9466,1.0,7929.33426464
1229,69428.1132713,1229,-7527.42,105388.089965,7517.17,69500.1548749,7517.17,7517.78181776,69428.1132713,19253.1206227,157143.0,7517.78181776,857.659,0.0,147.720833061,69428.1132713,118108.194359,16.9466,1.0,7913.75004543
1230,98361.844968,1230,-7529.02,93804.445776,7518.77,69601.4237462,7518.77,7518.78097469,98361.844968,21091.3088777,152010.0,7518.78097469,858.064,0.0,143.569773696,98361.844968,117527.954103,16.9466,1.0,7494.55391687
1231,70874.8215253,1231,-7476.55,103059.220536,7467.01,69373.1968759,7467.01,7467.74200792,70874.8215253,19172.8925393,176060.0,7467.74200792,858.486,0.0,149.876879241,70874.8215253,117926.651761,16.9466,1.0,7828.96803222
1232,80693.8074778,1232,-7550.79,91418.4598195,7540.27,69485.3938511,7540.27,7540.62107002,80693.8074778,19462.0637461,179693.0,7540.62107002,858.909,0.0,148.104559056,80693.8074778,117709.815891,16.9466,1.0,7383.74577458
1233,107820.467546,1233,-7529.31,96077.8567802,7518.95,68486.6997212,7518.95,7519.42548815,107820.467546,16995.5996201,153378.0,7519.42548815,859.26,0.0,147.353409206,107820.467546,117842.955191,16.9466,1.0,7588.37338108
1234,86423.4431877,1234,-7502.4,90995.5760617,7492.01,65080.3661827,7492.01,7492.73331,86423.4431877,20309.1657112,133924.0,7492.73331,859.7,0.0,143.615573974,86423.4431877,117741.097204,16.9466,1.0,7335.25222765
1235,52212.2120663,1235,-7518.65,100850.403055,7507.87,69740.0523439,7507.87,7507.58762435,52212.2120663,21142.6019456,144463.0,7507.58762435,860.145,0.0,148.244107853,52212.2120663,117909.970865,16.9466,1.0,7795.49352808
1236,74471.8680184,1236,-7583.42,90784.963633,7572.37,59867.4962291,7572.37,7573.22214592,74471.8680184,17661.0149827,142206.0,7573.22214592,860.535,0.0,145.484166976,74471.8680184,117811.351148,16.9466,1.0,7413.22188057
1237,84542.3876052,1237,-7526.75,101117.95859,7517.14,69860.4665755,7517.14,7517.64282873,84542.3876052,21173.1947018,169729.0,7517.64282873,860.995,0.0,154.984815366,84542.3876052,117809.90586,16.9466,1.0,7866.76801368
1238,87321.9710975,1238,-7511.35,107709.150572,7501.25,69320.6615247,7501.25,7501.71862962,87321.9710975,15836.9017938,173054.0,7501.71862962,861.384,0.0,147.765055427,87321.9710975,117640.473522,16.9466,1.0,8018.85135672
1239,52366.4288185,1239,-7531.36,100786.542098,7520.74,69463.9997896,7520.74,7521.0571362,52366.4288185,21423.2595462,159333.0,7521.0571362,861.98,0.0,148.370121686,52366.4288185,117557.292126,16.9466,1.0,7754.21039536
1240,92314.7739177,1240,-7569.74,93660.9677116,7559.46,69540.6395207,7559.46,7559.70341085,92314.7739177,21410.8030419,136567.0,7559.70341085,862.346,0.0,142.299346322,92314.7739177,117760.031298,16.9466,1.0,7438.0205654
1241,99224.6614179,1241,-7516.37,110240.873251,7506.6,69675.6971629,7506.6,7506.63867515,99224.6614179,15265.7103323,154655.0,7506.63867515,862.726,0.0,149.38446945,99224.6614179,117715.824225,16.9466,1.0,8165.28790965
1242,103766.702447,1242,-7537.69,93525.3051637,7528.19,69273.9637701,7528.19,7528.42191151,103766.702447,21168.2660203,171287.0,7528.42191151,863.208,0.0,149.087604837,103766.702447,117703.711747,16.9466,1.0,7383.60647711
1243,99595.205022,1243,-7554.42,98409.5313285,7544.55,69974.5269427,7544.55,7545.27948251,99595.205022,17685.6844062,127992.0,7545.27948251,863.489,0.0,142.065580239,99595.205022,117770.932794,16.9466,1.0,7683.67993363
1244,66572.9471085,1244,-7578.37,89125.3420153,7567.64,70013.1277199,7567.64,7567.95064901,66572.9471085,14010.13539,160519.0,7567.95064901,863.951,0.0,149.621867436,66572.9471085,116663.016222,16.9466,1.0,7349.56778565
1245,52759.4326534,1245,-7551.02,91474.8011985,7541.44,69785.7220427,7541.44,7541.94820456,52759.4326534,19553.8061136,179385.0,7541.94820456,864.425,0.0,151.164857861,52759.4326534,117550.269763,16.9466,1.0,7419.70999293
1246,53374.5677272,1246,-7578.53,96196.5177702,7567.75,69564.6381641,7567.75,7567.60594213,53374.5677272,22210.8471355,142071.0,7567.60594213,864.927,0.0,144.485591628,53374.5677272,117862.043228,16.9466,1.0,7591.73535527
1247,70379.1368924,1247,-7550.7,103388.811904,7540.65,71926.2657565,7540.65,7540.8599877,70379.1368924,15312.0459409,218021.0,7540.8599877,865.445,0.0,163.167763674,70379.1368924,117721.555589,16.9466,1.0,7962.95346423
1248,94605.3535862,1248,-7563.21,84159.5037145,7553.38,69324.8363143,7553.38,7553.79386808,94605.3535862,19068.562034,165451.0,7553.79386808,865.986,0.0,156.120786395,94605.3535862,117762.027822,16.9466,1.0,7004.34289857
1249,96859.3966278,1249,-7558.57,98454.2583316,7547.69,69348.54476,7547.69,7548.35485727,96859.3966278,20922.1203657,162864.0,7548.35485727,866.29,0.0,151.10008341,96859.3966278,117931.201274,16.9466,1.0,7677.83256302
1250,74110.4570709,1250,-7563.7,103192.640563,7552.13,70330.8766016,7552.13,7552.80915148,74110.4570709,18715.7447158,178758.0,7552.80915148,866.625,0.0,153.136857981,74110.4570709,117722.604163,16.9466,1.0,7883.30229242
1251,50433.501964,1251,-7579.08,98408.8621927,7566.48,69299.5859016,7566.48,7566.87007935,50433.501964,17898.4962598,144312.0,7566.87007935,866.927,0.0,148.359321641,50433.501964,117526.703476,16.9466,1.0,7654.25749315
1252,51798.7822654,1252,-7546.2,100786.975291,7534.72,70015.5087125,7534.72,7535.01889284,51798.7822654,18400.217928,129283.0,7535.01889284,867.44,0.0,145.274501476,51798.7822654,117872.044362,16.9466,1.0,7770.32139403
1253,98770.916087,1253,-7576.9,84858.3891147,7565.0,69849.3877983,7565.0,7565.60091455,98770.916087,18577.198478,122977.0,7565.60091455,867.796,0.0,142.812493916,98770.916087,117568.062102,16.9466,1.0,7216.65454984
1254,56857.6773985,1254,-7539.58,97760.9441493,7528.65,63493.1373209,7528.65,7528.32335894,56857.6773985,21648.3777787,165939.0,7528.32335894,868.085,0.0,151.757700883,56857.6773985,117704.581475,16.9466,1.0,7585.88129089
1255,70204.7881297,1255,-7611.71,98192.5632425,7600.24,68028.604645,7600.24,7600.84747763,70204.7881297,17945.9725639,130176.0,7600.84747763,868.539,0.0,143.981050072,70204.7881297,117627.351455,16.9466,1.0,7609.14787337
1256,79355.8675414,1256,-7527.79,91287.8565187,7517.59,69441.6818669,7517.59,7518.29251341,79355.8675414,19759.6105832,182177.0,7518.29251341,868.993,0.0,154.098003918,79355.8675414,117784.613339,16.9466,1.0,7357.16076866
1257,55581.3458144,1257,-7584.94,93916.8326263,7573.86,69868.4082174,7573.86,7574.15799479,55581.3458144,20985.433864,155354.0,7574.15799479,869.427,0.0,152.834939014,55581.3458144,117641.659891,16.9466,1.0,7530.88185357
1258,104027.612402,1258,-7573.62,88837.7536619,7562.96,69561.9273443,7562.96,7563.35920443,104027.612402,20920.2023117,149895.0,7563.35920443,869.916,0.0,150.411295032,104027.612402,117870.039747,16.9466,1.0,7207.75360524
1259,50992.8372251,1259,-7591.04,95902.2475578,7580.5,69399.4276525,7580.5,7580.88226917,50992.8372251,22360.0567475,167755.0,7580.88226917,870.331,0.0,151.809634826,50992.8372251,117793.06856,16.9466,1.0,7499.53034425
1260,96922.0374183,1260,-7611.51,98419.8637827,7600.62,69352.0258562,7600.62,7601.28393772,96922.0374183,20480.5608178,200919.0,7601.28393772,870.796,0.0,156.557902001,96922.0374183,117854.425585,16.9466,1.0,7657.1750874
1261,71013.5058067,1261,-7582.57,89020.6659873,7571.45,69842.965021,7571.45,7571.7604736,71013.5058067,23141.0357718,188903.0,7571.7604736,871.322,0.0,155.280273843,71013.5058067,117860.357758,16.9466,1.0,7256.08212261
1262,93065.0155885,1262,-7622.63,91337.241114,7612.7,69510.0307107,7612.7,7613.29274818,93065.0155885,22363.1758519,161541.0,7613.29274818,871.733,0.0,151.764643123,93065.0155885,117669.342066,16.9466,1.0,7349.02816859
1263,105706.785355,1263,-7614.74,91307.3624324,7604.13,69524.182755,7604.13,7604.59781739,105706.785355,16614.6218689,137020.0,7604.59781739,872.128,0.0,142.863138038,105706.785355,117705.452218,16.9466,1.0,7383.32407413
1264,53455.7528051,1264,-7628.2,84644.8357449,7618.04,69439.0771875,7618.04,7618.46599468,53455.7528051,21537.1652351,190488.0,7618.46599468,872.57,0.0,155.651356691,53455.7528051,117743.908161,16.9466,1.0,7136.4638062
1265,92240.084044,1265,-7602.98,101623.90694,7593.07,55456.8252002,7593.07,7592.85443599,92240.084044,24322.6281149,232950.0,7592.85443599,872.987,0.0,157.555674503,92240.084044,117856.68795,16.9466,1.0,7725.19234805
1266,69574.0194127,1266,-7622.83,89065.4880136,7612.65,69748.121123,7612.65,7613.15838276,69574.0194127,14199.2822162,180139.0,7613.15838276,873.463,0.0,155.364290641,69574.0194127,117775.73152,16.9466,1.0,7329.40084624
1267,69377.905526,1267,-7598.25,93559.5398851,7587.6,69276.5761396,7587.6,7588.23088015,69377.905526,21416.0499024,185774.0,7588.23088015,873.831,0.0,154.704295391,69377.905526,117638.838667,16.9466,1.0,7397.24868556
1268,70495.5823412,1268,-7611.81,91457.3863418,7602.46,69585.2024742,7602.46,7603.0175865,70495.5823412,22399.6026627,145464.0,7603.0175865,874.357,0.0,148.299780393,70495.5823412,117974.745927,16.9466,1.0,7390.08954608
1269,60801.8079359,1269,-7647.77,89182.3259165,7637.45,69277.0927826,7637.45,7637.46320331,60801.8079359,17172.158375,155760.0,7637.46320331,874.702,0.0,153.247012781,60801.8079359,117393.981588,16.9466,1.0,7317.57853962
1270,105860.679065,1270,-7629.42,77719.0229254,7619.29,55578.1497987,7619.29,7620.32768835,105860.679065,17202.6658361,160534.0,7620.32768835,875.174,0.0,153.141468023,105860.679065,117060.431564,16.9466,1.0,6596.60491471
1271,81808.7389353,1271,-7684.27,105452.49758,7673.07,69525.5173182,7673.07,7673.15352243,81808.7389353,19268.1327983,160075.0,7673.15352243,875.449,0.0,153.036943148,81808.7389353,117947.785753,16.9466,1.0,7940.59074481
1272,93622.8209612,1272,-7622.05,98458.6228417,7610.99,70118.7398431,7610.99,7611.425485,93622.8209612,20441.0086478,150112.0,7611.425485,875.804,0.0,150.875149041,93622.8209612,117620.317516,16.9466,1.0,7683.56855552
1273,85306.4776937,1273,-7616.85,96099.5112099,7606.99,69529.0056802,7606.99,7607.38047439,85306.4776937,19566.631559,174058.0,7607.38047439,876.267,0.0,155.789868752,85306.4776937,117665.457259,16.9466,1.0,7589.01666828
1274,52935.8830527,1274,-7651.41,95856.2945992,7640.46,69241.1038713,7640.46,7640.70639003,52935.8830527,22607.7166225,163079.0,7640.70639003,876.706,0.0,151.614261412,52935.8830527,117690.216151,16.9466,1.0,7463.57552556
1275,77783.9850755,1275,-7612.32,93717.9827053,7601.07,69447.2127708,7601.07,7601.41452106,77783.9850755,21201.423262,150140.0,7601.41452106,877.022,0.0,150.456689859,77783.9850755,117605.965209,16.9466,1.0,7460.65710863
1276,96283.232506,1276,-7642.95,89008.9116787,7632.42,69335.6955808,7632.42,7632.88879804,96283.232506,17637.1968724,156027.0,7632.88879804,877.476,0.0,152.509190121,96283.232506,117114.981709,16.9466,1.0,7253.46554719
1277,73670.959072,1277,-7684.27,103167.88698,7673.4,69753.5412283,7673.4,7674.2190732,73670.959072,19062.4400435,157521.0,7674.2190732,877.911,0.0,154.266199269,73670.959072,117736.578658,16.9466,1.0,7875.70583872
1278,52454.9606253,1278,-7646.24,86786.7181101,7636.04,69423.5145576,7636.04,7635.84316018,52454.9606253,15124.3187898,180346.0,7635.84316018,878.369,0.0,155.166960456,52454.9606253,117827.807166,16.9466,1.0,7220.32126811
1279,51208.6865152,1279,-7619.86,100679.708412,7610.48,69547.7469133,7610.48,7611.33845413,51208.6865152,18535.6554508,169171.0,7611.33845413,878.722,0.0,153.145341596,51208.6865152,117653.622246,16.9466,1.0,7740.89557663
1280,31670.5962921,1280,-7632.93,105603.956634,7622.91,69789.8043059,7622.91,7623.02492924,31670.5962921,16014.8916081,219513.0,7623.02492924,879.235,0.0,163.069583764,31670.5962921,117827.640104,16.9466,1.0,8014.61995226
1281,101499.197626,1281,-7661.29,91827.229874,7650.97,70063.5242339,7650.97,7650.90346111,101499.197626,19329.3869477,160861.0,7650.90346111,879.656,0.0,154.079937883,101499.197626,117923.176744,16.9466,1.0,7522.07340427
1282,51179.4139403,1282,-7672.61,91020.9197611,7661.91,69342.2020329,7661.91,7663.01443908,51179.4139403,16752.1761483,194665.0,7663.01443908,880.185,0.0,158.183186663,51179.4139403,117523.323369,16.9466,1.0,7269.4451606
1283,70331.3670644,1283,-7618.16,91246.2083265,7608.52,69743.8009925,7608.52,7608.70746015,70331.3670644,19559.0600094,173614.0,7608.70746015,880.656,0.0,157.336723303,70331.3670644,117413.77449,16.9466,1.0,7332.02090679
1284,51836.5303386,1284,-7626.8,86604.2350417,7617.23,69841.3204618,7617.23,7617.40426317,51836.5303386,18254.083146,189025.0,7617.40426317,881.098,0.0,158.056318325,51836.5303386,117135.236471,16.9466,1.0,7155.74434059
1285,78438.5231674,1285,-7612.38,96210.6817655,7602.38,69309.0125813,7602.38,7602.63649832,78438.5231674,22250.2167508,155530.0,7602.63649832,881.595,0.0,148.968994001,78438.5231674,117529.414998,16.9466,1.0,7589.42971554
1286,59021.0003788,1286,-7622.37,96137.3162531,7612.2,69468.8941537,7612.2,7612.47759702,59021.0003788,19643.6978905,190783.0,7612.47759702,882.058,0.0,156.167442387,59021.0003788,117614.796361,16.9466,1.0,7586.45904236
1287,96304.4793591,1287,-7653.09,93570.1717481,7643.14,69228.8420404,7643.14,7643.7078126,96304.4793591,21479.776304,172765.0,7643.7078126,882.481,0.0,152.90595711,96304.4793591,117784.924762,16.9466,1.0,7399.34387274
1288,54883.4073964,1288,-7616.94,98861.2275595,7606.9,70842.3137199,7606.9,7606.77060495,54883.4073964,22630.4367297,165027.0,7606.77060495,882.965,0.0,151.815863403,54883.4073964,117707.947726,16.9466,1.0,7784.35597806
1289,56403.9831078,1289,-7645.48,105587.840128,7635.15,69326.290315,7635.15,7636.15761383,56403.9831078,16086.6480725,138920.0,7636.15761383,883.437,0.0,151.290149535,56403.9831078,117844.08647,16.9466,1.0,8003.78693516
1290,73709.96913,1290,-7688.66,93733.2571933,7677.69,69858.4975694,7677.69,7677.77451479,73709.96913,18071.6162295,217084.0,7677.77451479,883.845,0.0,165.280120815,73709.96913,117651.570147,16.9466,1.0,7504.61100288
1291,104968.054773,1291,-7606.06,98246.3885989,7597.26,69300.0929519,7597.26,7597.46041214,104968.054773,20963.440885,151058.0,7597.46041214,884.224,0.0,152.844640896,104968.054773,117698.429187,16.9466,1.0,7586.07187858
1292,82655.0908782,1292,-7641.87,98392.264728,7631.42,69727.8748969,7631.42,7631.86327076,82655.0908782,17760.4598206,175556.0,7631.86327076,884.686,0.0,155.62996264,82655.0908782,117702.619961,16.9466,1.0,7674.34888286
1293,56188.4881466,1293,-7658.03,96278.2894275,7647.4,69550.6577125,7647.4,7648.11918736,56188.4881466,19485.9909978,216668.0,7648.11918736,885.272,0.0,159.337731533,56188.4881466,117696.102964,16.9466,1.0,7636.4736841
1294,64113.0586441,1294,-7684.26,98553.0763254,7672.13,70046.8651101,7672.13,7672.87135721,64113.0586441,20714.8797242,153863.0,7672.87135721,885.71,0.0,153.871474428,64113.0586441,117835.791477,16.9466,1.0,7717.5159895
1295,51981.5643189,1295,-7632.01,88741.8991752,7620.88,69231.3896104,7620.88,7621.3191355,51981.5643189,20597.1409432,190308.0,7621.3191355,886.095,0.0,159.767053261,51981.5643189,117628.482384,16.9466,1.0,7169.47921393
1296,91827.5230763,1296,-7671.24,88971.5923176,7660.11,69335.6116273,7660.11,7659.68706151,91827.5230763,23292.8550016,192085.0,7659.68706151,886.519,0.0,156.76271966,91827.5230763,117742.45322,16.9466,1.0,7220.42767202
1297,90747.6537108,1297,-7675.6,88988.6778065,7663.95,69284.1247401,7663.95,7664.94064834,90747.6537108,20718.1450711,187116.0,7664.94064834,886.881,0.0,160.366568269,90747.6537108,117694.51775,16.9466,1.0,7257.52345719
1298,99677.9301947,1298,-7629.74,94040.4097861,7619.4,70176.5092971,7619.4,7619.95605912,99677.9301947,20749.5037003,141991.0,7619.95605912,887.445,0.0,151.446502935,99677.9301947,117760.536437,16.9466,1.0,7566.81068946
1299,81243.4790634,1299,-7638.48,86084.7966723,7627.26,64281.234673,7627.26,7627.62437546,81243.4790634,21868.1047695,154333.0,7627.62437546,887.921,0.0,153.84944612,81243.4790634,117779.641044,16.9466,1.0,7061.32818574
1300,51811.1477773,1300,-7687.42,87613.9202978,7676.33,55372.0953402,7676.33,7677.13772079,51811.1477773,22466.690729,188021.0,7677.13772079,888.442,0.0,163.846481319,51811.1477773,117895.7118,16.9466,1.0,7192.11149729
1301,51618.962731,1301,-7661.13,100819.791057,7649.37,69596.7352107,7649.37,7649.41291656,51618.962731,18476.5979316,235239.0,7649.41291656,888.79,0.0,164.655612024,51618.962731,117504.133615,16.9466,1.0,7782.1892995
1302,51550.4731161,1302,-7620.17,93320.4965752,7608.25,67782.5950626,7608.25,7609.16072576,51550.4731161,21575.6615972,190169.0,7609.16072576,889.3,0.0,158.317533186,51550.4731161,117587.597199,16.9466,1.0,7322.64673349
1303,76927.6112469,1303,-7668.42,86614.8623949,7657.7,69418.9469722,7657.7,7657.46856804,76927.6112469,21131.7791245,169888.0,7657.46856804,889.652,0.0,157.788060432,76927.6112469,117511.127238,16.9466,1.0,7129.38732554
1304,32130.9986594,1304,-7705.44,103227.432983,7694.58,69365.3462661,7694.58,7694.92713096,32130.9986594,19297.5254771,194884.0,7694.92713096,890.033,0.0,162.477556365,32130.9986594,117864.384782,16.9466,1.0,7904.31304529
1305,52390.8725634,1305,-7670.81,93985.8344193,7658.47,70039.8179997,7658.47,7659.25140173,52390.8725634,23260.5061453,190630.0,7659.25140173,890.487,0.0,162.101933259,52390.8725634,117853.506435,16.9466,1.0,7540.3146155
1306,75467.7575436,1306,-7642.76,86750.6155541,7631.37,69304.3854618,7631.37,7631.77227154,75467.7575436,18408.2061612,170526.0,7631.77227154,890.939,0.0,158.696275965,75467.7575436,117697.565797,16.9466,1.0,7196.2370835
1307,44980.6178976,1307,-7635.38,93504.8301669,7624.54,68409.2465467,7624.54,7624.93948382,44980.6178976,21300.2903091,183330.0,7624.93948382,891.228,0.0,160.264120734,44980.6178976,117642.93541,16.9466,1.0,7373.31108654
1308,51402.7898965,1308,-7609.39,95984.9774732,7598.42,69275.5077737,7598.42,7598.51673933,51402.7898965,19879.5380388,151464.0,7598.51673933,891.714,0.0,155.689018974,51402.7898965,117765.615924,16.9466,1.0,7537.72911178
1309,32319.6243555,1309,-7659.23,94700.9534596,7648.02,57131.584939,7648.02,7648.27946048,32319.6243555,24127.7315819,174465.0,7648.27946048,892.112,0.0,160.854504229,32319.6243555,117563.848056,16.9466,1.0,7441.31622388
1310,95617.2548855,1310,-7664.49,96799.1673419,7652.72,56306.2884841,7652.72,7653.29054803,95617.2548855,25403.7471422,151172.0,7653.29054803,892.543,0.0,158.299511872,95617.2548855,117537.569911,16.9466,1.0,7445.80837127
1311,74327.6640827,1311,-7681.8,84076.4404222,7670.5,69106.2473248,7670.5,7671.18271639,74327.6640827,15977.1617606,166890.0,7671.18271639,892.879,0.0,160.650857923,74327.6640827,117340.56894,16.9466,1.0,6983.8706782
