Iteration,AveragePolicySurr,StdReturn,AverageAbsY,StdEsReturn,Epoch,MinReturn,PolicyRegParamNorm,AverageQ,AverageQLoss,AverageDiscountedReturn,AverageAbsQ,MaxReturn,MinEsReturn,AverageY,AverageAbsQYDiff,AverageEsReturn,AverageReturn,MaxEsReturn,AverageAction,QFunRegParamNorm
245,-173.473,103.411979583,170.552675026,73.7300833704,245,-16.4449350191,59.6456,170.46,92.4888,107.378972284,170.603,588.236047308,57.7638542844,170.470226451,4.99257924966,162.109150271,215.149600738,321.007879487,0.94105,79.8292
246,-173.664,152.796960782,170.650115612,129.549066952,246,123.582808812,59.7255,170.552,98.6925,137.071035258,170.692,760.909314082,-1.68439435352,170.575200148,5.04377639159,161.250131128,356.941346893,336.072300563,0.946365,79.9548
247,-173.715,184.58865827,170.74433202,79.7101913554,247,-111.207317827,59.8495,170.632,108.659,75.9261155826,170.792,667.166192585,138.661652328,170.655642885,5.13516755665,227.784790598,283.191511594,360.143043197,0.930182,80.0858
248,-173.45,149.907872306,170.548859658,216.550949417,248,-57.2345127103,59.9674,170.46,86.4437,88.9081182665,170.59,715.722920497,-3.29552385583,170.467747334,4.87713869415,167.368858334,225.007295599,658.459917836,0.919578,80.1925
249,-172.826,135.296480393,169.880533645,100.873783904,249,63.3102139802,60.0649,169.774,87.2716,98.1250775258,169.901,856.57793125,-2.00669068019,169.81123206,4.90505640339,130.411379239,228.151594109,349.512442263,0.920949,80.2984
250,-172.708,120.439571921,169.78883505,168.89488079,250,-13.1578028424,60.1977,169.701,91.3646,60.9714534451,169.837,498.680752026,-2.27015135244,169.712773592,4.96355294136,204.996939487,156.776991387,409.183019429,0.948097,80.4038
251,-172.265,112.514624141,169.398292826,89.3216612695,251,14.4950611629,60.2962,169.308,101.973,97.0473287497,169.439,509.19946169,43.2197203735,169.319759178,5.01036780229,159.180142159,212.662815987,306.575747792,0.94304,80.5355
252,-172.406,99.3940643701,169.620637776,137.821187636,252,102.624193492,60.3477,169.506,92.6058,104.471025014,169.631,556.85532918,-2.10237864677,169.541690436,4.92845883979,209.562236278,227.561763043,430.719886988,0.95337,80.6703
253,-171.97,141.821991321,169.150696049,225.084238436,253,-122.363252666,60.4518,169.064,93.7736,53.9681300833,169.2,427.339116202,-1.31879063542,169.077523086,4.92629811069,171.168032794,166.266294428,731.279455026,0.957253,80.7821
254,-171.831,67.1356455428,168.977111955,194.009675783,254,133.523214596,60.5358,168.88,95.02,113.070560164,169.018,426.855945954,48.0397543754,168.901748708,4.93854692453,229.013424175,281.202639903,560.747838979,0.9509,80.9197
255,-171.649,116.627236409,168.782225841,202.167234016,255,76.5286297503,60.6241,168.69,99.547,99.0533363465,168.82,557.391317049,1.69969512848,168.706184223,5.01290925224,240.941991752,259.970123164,583.069939758,0.952281,81.0188
256,-170.712,154.8855359,167.91138847,137.92422149,256,-18.8997057668,60.7029,167.808,97.2301,99.3414463215,167.951,924.047957998,-0.109706926393,167.823748625,4.87366241471,163.725619614,286.780288365,434.71930984,0.917443,81.0939
257,-171.023,130.519570673,168.163152423,61.3205219381,257,37.0974798849,60.8409,168.065,100.25,81.2520947052,168.201,571.756512232,83.6309971328,168.089061559,4.90696256072,151.279854223,247.025178672,266.11523274,0.940341,81.2194
258,-170.504,118.617017765,167.638694861,91.8931445889,258,150.265526959,60.9492,167.552,85.2489,120.168045941,167.672,592.410178472,-4.55361175637,167.564285116,4.7904503506,130.512940509,285.013551135,287.959633803,0.957828,81.309
259,-170.259,119.479348937,167.48448269,162.020085323,259,24.9901601617,61.0484,167.376,86.5927,92.0314841686,167.509,552.25632829,34.2328145167,167.403290632,4.81502388874,196.907518792,250.826572481,484.072140218,0.933308,81.4147
260,-170.831,174.26759166,168.047531175,85.3487399314,260,-115.147039471,61.1242,167.961,98.5767,100.34520936,168.08,882.090162306,-6.12111369378,167.977767926,4.90195553057,118.778419266,287.959065738,237.200824242,0.940019,81.5031
261,-170.352,300.826596663,167.656498946,196.925190608,261,-24.9774720268,61.2966,167.558,93.3872,98.9507797259,167.701,1375.38408166,43.9649768634,167.570123201,4.83125096438,299.046422303,413.540506536,648.963565907,0.931376,81.6208
262,-169.46,111.604247678,166.738283106,139.994104214,262,128.399154881,61.3668,166.61,90.0329,105.556000362,166.775,710.834411686,-7.08903559168,166.634921986,4.84814457194,138.718074767,218.022121247,357.362652692,0.945964,81.7226
263,-169.382,134.963413434,166.689675174,212.546909235,263,10.0661721815,61.4463,166.6,85.6178,131.803233071,166.733,778.255480329,49.4419530016,166.61415256,4.81762829466,317.340153861,315.582583025,723.540395081,0.945307,81.8336
264,-169.611,185.302606082,166.854561266,101.069197706,264,73.2263051508,61.5117,166.742,94.287,121.072898901,166.875,1119.02192721,-4.03352774211,166.775992692,4.85684469437,108.191087407,312.682931109,270.022532024,0.928011,81.9618
265,-168.743,60.0607281864,165.952979316,156.665019277,265,120.113484228,61.5627,165.89,80.251,115.581424219,166.01,567.20333446,154.229549927,165.892109691,4.75206603221,326.037522912,205.663664161,533.091861083,0.947385,82.0867
266,-169.328,106.988903759,166.646044161,87.9715512529,266,108.87012986,61.7048,166.535,96.4921,99.8832572569,166.654,844.472702019,-1.21897346898,166.561640046,4.81094728095,189.225828893,193.866796126,293.88951311,0.941343,82.1357
267,-168.86,195.696585044,166.25041606,147.791626002,267,26.7729265812,61.779,166.159,81.5784,96.3523441623,166.294,857.388438995,-2.92585291877,166.172318593,4.70598650257,183.12124271,334.298934539,354.499824996,0.942634,82.2696
268,-168.663,99.4084758486,166.067575321,82.6933227735,268,122.976234025,61.8652,165.956,89.2235,99.9123806722,166.122,678.929922813,-3.83864826656,165.970378957,4.83944230531,80.1488337257,198.566500047,219.55312558,0.952337,82.3772
269,-168.64,155.138981245,166.04201097,164.779580133,269,27.4295082608,61.9481,165.943,89.6748,102.932392178,166.076,1133.69739117,-0.935996678355,165.965193849,4.75901161817,135.532974148,256.262090509,565.303938227,0.943509,82.4899
270,-167.814,124.334870967,165.27149416,113.490276301,270,56.5396345987,62.0685,165.159,85.2268,115.677558689,165.298,642.921948475,-4.77382787177,165.181425689,4.68729285866,115.0831511,306.870980403,354.26674129,0.941582,82.6079
271,-168.512,125.496563737,165.944687953,139.979836368,271,111.21759411,62.1724,165.835,84.8195,108.805711,165.982,742.968218114,41.6160455255,165.854063924,4.7863770495,251.954730158,259.72244031,480.43172096,0.940012,82.743
272,-167.697,196.924143695,165.038450738,73.9513844865,272,3.40192814333,62.2724,164.93,102.359,83.1421259963,165.075,860.473865062,-3.26210470189,164.95036011,4.95914546784,74.1149976852,289.614277409,252.93831659,0.906218,82.7934
273,-167.122,184.259052229,164.547490611,84.0038524287,273,81.623795868,62.3923,164.415,92.8196,101.563834514,164.594,840.194934116,128.918306538,164.438135404,4.78952504821,239.815124327,388.473064546,386.528835479,0.934466,82.9279
274,-167.02,139.001861566,164.383275808,260.311092721,274,50.6234478484,62.4871,164.281,89.0859,97.3068551513,164.414,666.872505509,1.2572231046,164.307909031,4.7875959965,280.123769196,240.753109226,677.782866346,0.937613,83.0779
275,-166.66,89.9492146934,163.918558151,86.604399582,275,101.685080042,62.5951,163.832,85.7081,102.874314374,163.976,416.597879951,-2.39201041232,163.842070637,4.71040598608,121.933938201,240.103850428,302.080231279,0.949445,83.213
276,-166.983,156.158446209,164.19052238,175.461497306,276,178.241043101,62.731,164.066,93.1226,126.043171894,164.232,1100.42510574,-5.48619539731,164.088915598,4.88932277317,142.854151459,383.779438173,530.245215533,0.940041,83.2822
277,-166.969,81.8016638489,164.18912473,207.396656123,277,81.9114584223,62.8199,164.091,75.665,80.884938551,164.227,575.286391805,36.7136534596,164.109024173,4.66402873357,198.177166229,137.672262814,670.015335452,0.956447,83.4586
278,-167.067,146.37991993,164.303765774,142.239334077,278,137.848041427,62.8811,164.225,88.4215,102.045250608,164.365,818.877107168,-4.32311225666,164.233514963,4.81963434649,166.701975394,367.835486773,477.796953747,0.939034,83.5695
279,-166.526,184.975373696,163.847162061,198.872280582,279,58.0945194062,62.9501,163.734,81.3362,90.4833980442,163.871,1000.95426205,0.186506711102,163.759072885,4.65846986804,243.195580165,274.355699726,586.997459229,0.942236,83.6819
280,-166.906,101.845524273,164.236235537,136.368005403,280,96.7828669195,63.0516,164.15,85.5299,83.9332717083,164.27,601.06906827,-3.83143265581,164.16501721,4.80781830545,95.4487543165,157.905930392,429.85331566,0.951289,83.7811
281,-166.585,90.1354464013,163.994309807,157.220419749,281,23.4216621345,63.15,163.901,83.0415,80.8075249778,164.033,475.732492306,-3.53014612203,163.914871818,4.67798123503,136.532779862,160.080916035,432.875882387,0.948371,83.9093
282,-165.286,206.012032088,162.658472426,163.577697734,282,113.293702185,63.2576,162.567,88.899,105.095927693,162.682,962.337452662,1.67799800777,162.588169172,4.74649865897,169.294040366,305.907256976,454.774884633,0.925885,84.0328
283,-165.892,173.671398762,163.218779308,150.386319873,283,165.304408019,63.3118,163.117,81.69,145.660198498,163.259,1167.53101978,-3.71881043235,163.143916992,4.65799136029,222.799465452,389.759596966,400.798608672,0.94774,84.1353
284,-165.527,79.3531911835,162.926767808,265.13733657,284,95.0254714009,63.4196,162.814,93.0893,79.1606966627,162.945,876.370223319,37.7275342665,162.841592398,4.79534434487,332.900880577,126.086209816,680.740475273,0.934402,84.2429
285,-164.95,266.960450098,162.317850029,98.0463843483,285,77.6194459986,63.5411,162.231,87.9991,103.974752038,162.362,1057.33382006,52.9025892238,162.241083909,4.66617912856,132.132735753,901.178531999,328.272914764,0.880448,84.3323
286,-165.107,6.08212164973,162.469623627,97.0983329726,286,104.083033296,63.6282,162.389,89.7886,81.3708870272,162.518,136.00990047,110.857367306,162.407220865,4.74600401559,219.235525084,123.463682556,349.772571387,0.942313,84.4201
287,-164.183,189.165854948,161.552157568,137.944174134,287,102.282963578,63.7103,161.474,92.7959,122.171501286,161.597,978.678636259,115.239710571,161.492324052,4.70856220276,271.800243419,436.844261909,486.226772481,0.921166,84.5414
288,-164.824,78.4681777675,162.224099181,90.7060602227,288,78.8533927503,63.8188,162.124,86.4948,89.6161470849,162.256,532.5527795,-3.1093353144,162.133530563,4.65115832741,103.681737645,169.502417296,300.859445422,0.954902,84.668
289,-164.786,290.299955182,162.186835813,128.639204309,289,52.8463929603,63.91,162.109,89.2645,87.7259624284,162.226,1170.31593403,3.0641715423,162.122865855,4.7337912479,97.9167700612,305.506316227,489.678175823,0.88562,84.7823
290,-164.223,88.289211557,161.742039283,191.469606272,290,178.297582809,64.0133,161.642,80.0901,140.162729124,161.778,603.920333546,0.68732327301,161.66423347,4.60010207696,224.408613411,340.493515022,553.438189977,0.945044,84.9018
291,-163.61,122.423815469,161.019739295,120.043101788,291,63.0853038489,64.0646,160.923,89.8085,122.521911384,161.032,673.82361906,140.791237156,160.947944326,4.64601855809,281.486440629,341.522828005,443.792160481,0.906039,85.0021
292,-163.56,26.5281956625,161.019648127,116.351641052,292,108.790339215,64.1534,160.936,96.2446,87.4211481814,161.074,359.707449706,-3.69743864642,160.953145572,4.7155759136,105.973003036,139.26525812,369.556555504,0.951659,85.0857
293,-163.335,166.517328267,160.784340506,226.258077831,293,-18.2594556001,64.2342,160.697,93.4269,71.3366076307,160.823,844.010013645,-2.86385891704,160.708203199,4.69441224056,254.198101638,210.240566574,566.339652528,0.947675,85.173
294,-163.106,277.75475899,160.573852349,142.555564053,294,17.5570965642,64.3187,160.475,93.1047,92.854666847,160.616,835.074431349,18.0007088243,160.490097778,4.6736990177,199.405625051,405.382010074,446.989697891,0.942593,85.2959
295,-163.465,125.05623585,160.996062637,150.271089026,295,136.03318559,64.4111,160.883,79.8226,125.640397974,161.053,686.592176134,-0.783021349962,160.902304544,4.59385449869,267.115873433,343.155259396,431.834811222,0.940145,85.428
296,-163.205,259.059525214,160.692602977,222.232519671,296,185.7473686,64.4931,160.592,82.233,94.3687822685,160.759,1214.73649474,3.96059059964,160.600537189,4.56263158686,276.006370876,607.561963757,534.429077101,0.925707,85.5033
297,-163.275,242.722588864,160.809294846,146.223774705,297,54.9632251922,64.5441,160.691,83.6557,102.398740934,160.838,948.092826289,-1.00192873903,160.709481853,4.5936462369,146.303171956,507.507736322,455.127251629,0.906934,85.6242
298,-162.664,188.420155791,160.215061317,282.281450867,298,54.9664193171,64.6462,160.1,90.5298,111.893671866,160.248,904.579268738,18.487390524,160.11545269,4.70658124,373.545915991,326.58506113,792.378643049,0.943181,85.7262
299,-163.042,314.850060216,160.508500657,138.723615639,299,24.838898791,64.6976,160.411,77.5814,95.9977143845,160.557,1053.27595654,-1.54486131321,160.416950937,4.47408350038,162.533437479,409.021418639,357.928809199,0.841379,85.7951
300,-162.674,297.462865169,160.193757053,192.989500706,300,116.581104505,64.8125,160.093,87.9279,111.110525443,160.239,975.157681082,-3.55350836815,160.110838898,4.68216171786,117.697747473,523.425758161,585.553915043,0.840856,85.8751
301,-162.642,223.083332993,160.172968982,133.150697035,301,-81.8429865577,64.8702,160.049,81.7386,99.7667272433,160.227,991.545901741,-3.26038175382,160.059551862,4.56094302255,169.46910264,327.086117308,391.890846013,0.912746,85.9331
302,-162.071,104.05040423,159.609160473,76.3979825274,302,79.6021890226,64.9498,159.477,89.5907,113.91588376,159.651,541.169203616,-5.76772108747,159.504917667,4.63110613515,78.4080279433,280.568976211,269.672257444,0.931356,86.0193
303,-162.388,1.46451572205,159.913213573,95.8371012251,303,42.1371478154,65.0088,159.819,78.0078,37.1672710638,159.949,51.681045993,-8.45866290279,159.831688199,4.48121338423,71.5101125792,48.3929116498,274.657030478,0.924738,86.111
304,-162.07,119.697376615,159.636791584,109.039218393,304,100.714239974,65.0741,159.52,79.0225,98.0969280139,159.704,786.477911221,-2.19350272547,159.530239542,4.44978388621,206.645989529,189.394286544,354.465328796,0.941978,86.1449
305,-162.074,130.346437022,159.683111528,55.4119790391,305,47.7047760159,65.193,159.56,78.536,118.778798125,159.724,686.855044471,-2.2597169683,159.573254765,4.48551865218,76.8206335333,336.290054084,143.762415801,0.938102,86.215
306,-161.697,124.425821532,159.279144257,110.461244265,306,27.8017189531,65.2666,159.163,90.7785,98.3490430319,159.333,566.592518781,-0.849312216395,159.178256972,4.64104132052,129.576586656,221.52140064,339.992142155,0.932298,86.2849
307,-161.816,101.518205962,159.392211228,116.723569033,307,73.0662798116,65.367,159.254,86.3683,112.81991242,159.451,494.299261326,-3.80174988377,159.278142699,4.59687847206,182.813804446,281.207248814,329.660137105,0.936114,86.3916
308,-161.573,166.296326121,159.153808821,182.266476375,308,73.3780051872,65.4707,159.028,86.9419,113.002577718,159.199,935.789064397,97.1859163908,159.033400686,4.55292060141,318.787380555,301.283617022,511.670015112,0.916198,86.4729
309,-161.829,157.416812991,159.270232621,126.980329277,309,-59.6514423567,65.5511,159.136,87.768,82.0530902014,159.342,714.177568147,-10.6155665177,159.150542107,4.57412846586,120.905547226,168.312206385,361.362196447,0.946824,86.5679
310,-160.919,152.061922371,158.532988419,121.997812334,310,86.4322666798,65.6719,158.413,73.3894,114.581499662,158.58,862.900890145,69.5914276437,158.428555139,4.43783750274,195.47659741,320.692964532,464.574971138,0.935663,86.6494
311,-161.358,140.209582349,158.945018332,238.146878538,311,76.3529095816,65.7355,158.835,75.7919,106.018237038,158.99,641.723737661,2.4149293815,158.855391865,4.3966247059,337.82823003,255.376379262,652.488167123,0.951557,86.7102
312,-161.064,136.393098067,158.65538788,77.2309034223,312,41.3591158437,65.8322,158.538,78.7799,101.612229179,158.703,821.084646227,-2.9072721097,158.554221592,4.4573909012,92.5429080751,229.058194476,205.989968482,0.941252,86.7918
313,-160.656,144.686809025,158.248793323,175.097898076,313,111.26393376,65.9183,158.148,84.1393,107.382809197,158.288,711.533802378,164.068576722,158.155521497,4.41972774069,369.01744508,297.592538916,638.292320085,0.950621,86.9381
314,-161.005,185.291566873,158.746400801,249.62143148,314,108.435021389,66.0048,158.63,83.4934,132.597287092,158.79,1013.94148681,-2.76590544595,158.647753705,4.49057832422,204.837848508,334.457449552,800.241796225,0.9379,87.0139
315,-160.657,101.420927664,158.341777578,160.733001632,315,-17.7435585162,66.0785,158.217,78.2782,110.389036782,158.381,450.488698141,-3.15037697946,158.234538107,4.39481608342,175.988601261,248.343867817,488.012364614,0.938461,87.1209
316,-160.45,157.257392176,158.202610929,106.105943853,316,66.2148423385,66.1585,158.101,86.027,91.8867903322,158.252,654.119074443,16.6616781994,158.110265974,4.4753092236,192.12780931,285.189763032,329.28393663,0.945065,87.1842
317,-159.844,121.629798548,157.484138281,213.13147478,317,30.4786111057,66.2502,157.376,85.182,99.6253386042,157.512,518.567686288,20.7435214521,157.4007577,4.50285809585,220.1786955,264.86648755,641.793357618,0.941364,87.3293
318,-159.301,198.773809754,156.989386424,174.917511738,318,34.0148996145,66.3009,156.89,76.0469,110.688448246,157.045,1049.71082251,2.7426199653,156.904932621,4.43911536034,177.913178077,332.626284039,546.541458351,0.943211,87.393
319,-160.028,85.5861248268,157.736671543,133.033285866,319,114.641434712,66.4163,157.641,90.2318,108.217569922,157.772,511.997488962,-3.83800295437,157.659821016,4.51329705236,150.035505182,209.041932126,407.071372629,0.955604,87.471
320,-159.306,252.059840499,157.009118612,187.342488427,320,155.104101765,66.4949,156.951,78.4952,125.232855156,157.073,998.706276956,-37.0866934105,156.94815865,4.35710141659,220.353987971,422.176286321,510.460904154,0.91399,87.5384
321,-158.918,113.511688984,156.625069744,148.594472233,321,99.4199052998,66.6465,156.529,81.466,121.525324188,156.663,614.902186357,1.1069533092,156.549320456,4.36075157056,190.934707615,246.841501287,407.19664676,0.949302,87.6106
322,-158.797,107.896946531,156.489174824,131.010480765,322,-10.1698706145,66.7348,156.403,78.7001,68.1046621575,156.528,594.373224082,-2.20751463764,156.421766722,4.35151599979,163.315917303,105.050881799,361.127572775,0.950799,87.7115
323,-158.762,82.6624558128,156.406286872,123.37203721,323,91.2745341826,66.8549,156.322,82.8454,137.992011979,156.468,534.714681361,-3.21382316575,156.326063809,4.39797104531,149.63857288,436.122263613,374.636243412,0.956005,87.8196
324,-158.644,126.602211541,156.412335472,90.6887225822,324,92.4111692605,66.9797,156.306,82.6729,130.542412901,156.454,722.340697898,111.840365031,156.332434277,4.47919245634,266.241819164,321.378214198,375.802337197,0.952682,87.9178
325,-157.874,89.9067555798,155.633230823,190.643575074,325,132.637583966,67.0466,155.548,81.8239,131.752064133,155.669,639.129705968,173.138717123,155.549722879,4.34668041805,378.770356554,359.440140834,684.71164974,0.956709,87.9884
326,-158.326,175.8401011,155.966664918,109.580509937,326,24.7520867539,67.1444,155.874,73.7892,80.4702986706,156.007,607.310365099,116.570473212,155.887964295,4.26464347686,259.516679684,257.512148594,453.560813074,0.944907,88.0905
327,-158.293,132.8405733,155.99808778,169.919969326,327,179.1944717,67.1998,155.931,85.7829,133.597244484,156.078,637.480783303,-17.944983624,155.933872952,4.36619907906,199.658362096,376.888145198,511.936834225,0.945329,88.1655
328,-157.511,131.361500159,155.208488203,85.2943616891,328,40.9483780616,67.2938,155.121,92.4398,95.7546210544,155.22,558.707534184,20.1581289608,155.145103319,4.47495839648,171.03795188,227.578410717,281.023845477,0.94972,88.2861
329,-157.459,170.298435835,155.158164523,120.308964926,329,-47.7878122056,67.3992,155.101,80.1205,128.488265685,155.22,972.610182594,189.981163952,155.098530559,4.28660566168,357.016471813,367.472152796,517.769443691,0.95123,88.3773
330,-157.385,136.122731085,155.197781514,103.187623096,330,24.5280727366,67.5043,155.111,81.9959,89.0456907365,155.224,536.463431077,72.0822511758,155.127120368,4.39300223018,238.319079421,334.620537735,328.481830382,0.953926,88.5183
331,-156.781,197.017644022,154.578143769,150.651429032,331,162.627959384,67.5885,154.523,76.6536,107.283218123,154.622,999.940861344,11.07656658,154.523925976,4.38695229282,173.780150907,383.372671311,517.204868488,0.945674,88.611
332,-157.311,183.348935845,155.12878406,89.4860826798,332,6.65279673351,67.6307,155.037,80.8857,62.4699315754,155.16,602.119353411,75.8070233234,155.062407226,4.37184088627,228.503712584,265.528506412,360.433415409,0.940012,88.6619
333,-156.87,154.195908612,154.687737727,136.458395982,333,73.6816564631,67.7552,154.601,85.8219,113.01825736,154.727,689.975480852,-31.8696146157,154.626082642,4.40292510153,126.278983234,383.693771817,371.378434489,0.950879,88.8152
334,-156.962,126.306297998,154.7743188,140.334947825,334,151.905571006,67.9013,154.71,75.6271,123.8262317,154.828,734.862918206,95.1272028432,154.715778969,4.35824080521,219.030515379,328.334535843,415.246177354,0.945129,88.9683
335,-157.171,165.876005686,154.98217981,133.493950146,335,168.291467814,67.9823,154.899,79.8096,130.602589657,155.013,879.007633875,1.0649494709,154.912948114,4.38587260842,229.471907199,402.776307687,407.09894847,0.945166,89.0531
336,-156.776,136.870270131,154.529197128,107.086571398,336,69.8220381027,68.0991,154.465,77.3586,138.374241839,154.574,767.535375835,153.543625094,154.480027943,4.29034571352,252.618266016,389.965398987,423.687938998,0.958171,89.1462
337,-156.43,82.7243889864,154.14345368,155.165407619,337,243.567061516,68.1464,154.081,88.5434,140.246179289,154.203,756.558144567,-25.3107047692,154.079284901,4.42961737683,244.713619629,429.682413775,404.443214039,0.956058,89.2384
338,-155.465,190.337621908,153.210260042,152.119981368,338,-57.403893923,68.2236,153.13,73.2325,77.2290469483,153.242,835.409577159,27.8622529762,153.152291498,4.24477298908,236.555369207,220.213862183,415.892947432,0.944942,89.3317
339,-156.014,217.684872359,153.724244567,178.205293354,339,37.2220270515,68.3263,153.655,82.5343,88.6350875843,153.771,840.813875391,26.759710847,153.663732902,4.39232407472,250.98152133,290.839971951,523.772889793,0.952507,89.4211
340,-155.988,352.355561628,153.776409391,99.6049911465,340,58.6004813998,68.419,153.69,75.5494,101.426591271,153.808,1005.63798238,-2.70110343793,153.713330262,4.25699010135,120.932372464,461.852878759,273.189428874,0.936209,89.5078
341,-155.945,317.171844613,153.682817446,219.751165719,341,30.4680726052,68.4681,153.627,78.7454,94.0389562358,153.726,1019.1130755,-3.1224020115,153.630524415,4.25279202781,264.254671122,453.707332025,576.175751943,0.923778,89.5693
342,-155.82,342.521024798,153.605725591,177.519695033,342,80.2048584788,68.5386,153.522,83.2802,114.423374485,153.619,1069.63112028,-2.15874709419,153.544588786,4.29363459875,231.141482396,497.352470918,411.519952706,0.901031,89.6873
343,-156.017,123.276100362,153.768899853,123.026204604,343,126.267815224,68.6732,153.703,68.1199,132.884013223,153.804,810.164018021,-56.9655062655,153.711247695,4.0970484786,112.44533361,390.754649025,323.168280382,0.947985,89.7846
344,-156.208,256.245151036,154.017257856,176.161727254,344,19.2849523819,68.7218,153.949,71.5824,122.400113625,154.055,1149.07830779,-2.61151864923,153.957550025,4.14790183105,193.477203869,463.618577815,488.083405991,0.964064,89.8592
345,-155.745,156.423446187,153.708358964,33.1495184667,345,140.900356846,68.8329,153.627,69.4743,132.22714049,153.744,813.27498204,356.807334588,153.641619791,4.12864365766,384.513566834,391.478090908,447.514651615,0.959665,89.9541
346,-155.655,116.121506834,153.553583315,121.903533843,346,331.788555022,68.8882,153.476,77.7332,150.596505224,153.578,874.697002598,2.89000393408,153.486451259,4.24104230404,169.785282474,509.838513987,350.030809107,0.973097,90.0581
347,-154.759,146.979185159,152.699651639,149.638938429,347,87.3444128611,69.0166,152.611,81.3513,128.74550132,152.754,621.922976211,-10.255457437,152.620671223,4.1987519111,150.667980267,360.685131697,489.166097708,0.963886,90.1139
348,-155.034,118.619384131,152.920297435,111.111743539,348,40.9538029255,69.082,152.815,83.6443,72.6086321596,152.95,510.843365868,1.17655998318,152.83496045,4.33164817383,162.255138806,152.064990982,345.176978495,0.946828,90.2323
349,-154.931,142.291013452,152.810912619,202.610917888,349,55.2584853712,69.1503,152.722,76.4912,91.7191614603,152.85,600.413051597,-6.07509700961,152.740031749,4.24425096572,178.560370275,229.131916654,659.602428457,0.970447,90.2546
350,-154.871,158.386520412,152.880785947,145.552433043,350,-74.1298020101,69.1616,152.792,76.4463,49.9987726343,152.915,539.720718398,-8.02056095505,152.796103221,4.10383029297,192.611430822,158.888506904,464.710474214,0.961557,90.3092
351,-154.495,86.9182624679,152.401166999,126.384556866,351,117.871964694,69.2335,152.324,72.2882,111.13195239,152.439,540.203030907,39.2662356882,152.336024903,4.11197716663,253.169866356,192.558901898,414.125858303,0.962103,90.4
352,-154.822,225.959879763,152.600993179,151.524005686,352,213.213588969,69.3298,152.497,77.1701,72.3704782598,152.64,873.693648994,-35.7536614782,152.517874941,4.23546289424,185.998878403,517.658422931,407.769318011,0.950263,90.4594
353,-154.385,79.1174029888,152.169051188,213.618029913,353,111.601760427,69.4048,152.068,87.9947,121.412148115,152.215,498.419106284,21.1634875491,152.077541492,4.36835027023,253.795969422,323.690996099,632.586589485,0.968302,90.6101
354,-154.157,115.852505317,152.088431755,85.1140102125,354,-29.2028408309,69.4994,152.006,69.9359,77.5340034881,152.126,502.774535993,93.7315474999,152.007806639,4.13168404571,181.950630838,219.158539744,335.673878743,0.973733,90.7046
355,-154.017,134.240695466,151.923134818,148.728810887,355,66.9143754259,69.5916,151.811,74.8403,89.7002981252,151.949,602.637472198,26.5208274204,151.825173925,4.24389057547,200.754948563,180.130602382,393.461795057,0.963973,90.7696
356,-154.232,35.6030681227,152.205114349,274.907133358,356,13.5080898354,69.6715,152.12,81.9517,83.9943356006,152.23,237.657890385,97.2808514141,152.130776082,4.19472384163,304.472414313,134.176132541,774.62558403,0.971009,90.8895
357,-153.898,86.9417418183,151.84057936,123.356228387,357,29.2610284493,69.7909,151.751,73.7815,77.2322716065,151.871,508.415885786,-3.35318813485,151.759903483,4.14442034101,168.438152032,143.225922983,366.358785479,0.965145,90.9859
358,-153.88,78.7355781762,151.890988563,86.87278437,358,65.6452755505,69.8529,151.793,71.3813,74.8979685488,151.929,537.488386085,-23.5703070114,151.804669732,4.15273658539,101.563538481,130.172005031,246.497806982,0.967585,91.0423
359,-153.918,111.596545069,151.924492387,128.874493603,359,309.16467206,69.9795,151.799,82.8587,154.057800787,151.939,866.071544526,4.73331133236,151.814831485,4.27763927672,209.456192854,520.797885158,355.32933435,0.972511,91.163
360,-153.476,117.192187631,151.448715991,113.365351175,360,188.538412962,70.0404,151.348,67.8601,163.69738631,151.507,820.834831061,34.6508640432,151.353495802,4.13273176161,201.956362632,443.183648778,375.173188113,0.973391,91.2286
361,-153.085,199.872925838,150.930855381,97.1079206331,361,38.4199777218,70.2032,150.806,72.0331,72.1836587884,150.982,882.272507103,-5.17701230563,150.816035271,4.21337711307,180.438581622,197.244925496,313.868244829,0.967385,91.3419
362,-153.253,114.22835367,151.206629715,133.333886324,362,222.1275719,70.2462,151.106,72.4878,155.886891781,151.252,717.30095006,209.556945122,151.11485544,4.20880872505,388.969490983,442.480846422,569.340722195,0.964444,91.4931
363,-152.966,210.918482863,150.886426897,127.888819047,363,188.0597418,70.356,150.763,81.2074,140.86033632,150.952,1184.06279395,187.638281315,150.768243936,4.26845730796,325.428830931,349.324797685,524.82339152,0.980329,91.5819
364,-153.374,132.439167016,151.322520451,144.612855157,364,191.365293843,70.4247,151.221,75.336,146.462881564,151.35,879.168366882,0.377062929307,151.238601255,4.19694755312,248.452824554,389.431179939,448.439427248,0.971566,91.6654
365,-153.585,211.933099418,151.616255821,122.477690367,365,58.0866747414,70.4973,151.49,66.8337,132.970097501,151.664,1101.77440175,39.9650182649,151.502827175,4.11142340839,228.576946896,404.76531573,418.678498343,0.962941,91.7455
366,-152.692,138.974618709,150.746104194,138.420497085,366,130.556098861,70.557,150.611,68.87,125.495746042,150.78,978.548446508,48.5001124492,150.625767841,4.17844839181,278.694683844,247.509072644,427.764563796,0.959271,91.8435
