AverageReturn,AverageQ,MinEsReturn,AverageAbsQYDiff,AverageEsReturn,AverageQLoss,Epoch,StdEsReturn,AveragePolicySurr,MaxEsReturn,AverageAction,AverageY,Iteration,PolicyRegParamNorm,MaxReturn,QFunRegParamNorm,AverageAbsQ,StdReturn,AverageAbsY,AverageDiscountedReturn,MinReturn
332.209887102,1.00875,86.1853442566,0.0774477257759,216.56418914,0.0151452,19,96.7699329075,-1.19197,349.360216943,0.944904,1.00950441426,19,18.3196,428.745162509,14.0889,1.03557,40.1564384626,1.03820219316,124.059234835,148.13671548
304.910666183,1.13394,35.9874170772,0.0812908212152,224.472911168,0.0193445,20,133.567656543,-1.32196,412.342531359,0.911064,1.13481810864,20,19.0198,560.588996105,14.6194,1.16371,88.4202200757,1.16638336579,112.229655694,62.2200201832
591.495338097,1.28217,70.1579961981,0.0861593852845,332.794154463,0.0223619,21,279.748871147,-1.48361,803.955687348,0.75839,1.28307833777,21,19.5967,898.682387461,15.1299,1.31367,232.583389211,1.31651019741,96.7876358622,61.0023380678
337.539184017,1.43173,16.7771896065,0.0916912853723,229.620949327,0.0262769,22,137.538869977,-1.64225,398.275696961,0.862819,1.43258482871,22,20.4585,841.463972023,15.7183,1.46235,92.5366060084,1.46481089024,122.54945871,126.674764685
270.779846606,1.56201,86.5532738561,0.0960041783235,206.314494432,0.0283914,23,74.0122844121,-1.78878,287.32975188,0.880631,1.56307183664,23,21.1014,365.537139783,16.2888,1.5919,46.2853404021,1.59444263729,116.260416554,160.617463032
292.407401003,1.73933,24.2118935991,0.101374942788,263.208897518,0.0313248,24,148.93301022,-1.96801,465.68748268,0.904996,1.7402421572,24,21.7476,940.826518692,16.8355,1.76833,407.267972301,1.7710168911,35.3724054333,-39.0519605132
252.516384053,1.89225,-62.8980069949,0.105470665373,48.5118057523,0.0322701,25,107.718804818,-2.12079,226.33376117,0.867688,1.89315543494,25,22.3521,473.84052053,17.3602,1.92175,66.1897684042,1.9242984496,112.157279544,136.010736567
258.948512556,2.0561,11.6928593977,0.11366190617,199.584044935,0.03801,26,181.134553489,-2.28991,584.059471096,0.854421,2.05702679997,26,23.0224,358.948256887,17.9205,2.08463,47.9082766502,2.08708802268,118.288031487,133.889134364
293.196771805,2.22233,-5.84049966453,0.124736169432,157.56719475,0.0470995,27,108.566308402,-2.46179,280.875451197,0.859384,2.22381006728,27,23.56,457.102889408,18.449,2.24896,55.0167875596,2.25136646253,124.765822886,189.456692621
226.095731414,2.38514,93.5538022164,0.133299658755,183.925113096,0.0532822,28,65.7606206597,-2.61972,321.144747607,0.856449,2.38646126659,28,24.1768,407.344237744,19.008,2.4132,58.5907690449,2.41549245017,110.800454911,103.768573403
223.824022052,2.57072,55.0383108312,0.142031796345,134.196848112,0.0626018,29,81.938616086,-2.81463,306.273368102,0.828373,2.5720112551,29,24.7185,514.062248014,19.5405,2.59703,107.65628809,2.59828567723,91.2441634262,71.1895635571
146.893072088,2.73694,20.3459366852,0.153384923723,143.32523291,0.0701838,30,72.1398212657,-2.98254,256.019848505,0.830688,2.73860119974,30,25.3108,374.158948453,20.0916,2.76096,102.828897693,2.76254779495,68.7893002002,-21.9923802271
327.210440331,2.88689,72.4938609756,0.160689525975,161.164420028,0.0752192,31,62.394910875,-3.13156,241.93369478,0.828156,2.88816173412,31,26.0434,960.404808147,20.6454,2.90751,327.837368737,2.90898486244,80.7390503997,-45.1904950143
155.993119592,3.05731,71.3967327409,0.166822330352,181.8207685,0.082263,32,85.3764253771,-3.30224,305.399097587,0.849595,3.05855379532,32,26.6759,385.739479035,21.2319,3.07615,63.8725357697,3.07742077991,82.5215020895,-10.8731088011
175.879581551,3.23809,27.282816375,0.175957000719,174.838420047,0.0907723,33,79.6465364557,-3.48475,274.687843351,0.861432,3.24036328681,33,27.1746,339.424396348,21.8022,3.25452,77.7361818186,3.25669314942,79.1246109296,-22.1352150727
249.563048491,3.40602,15.5224113803,0.178179878526,145.062183795,0.0950441,34,92.2883635972,-3.65185,297.886787274,0.854252,3.40727863102,34,27.6648,464.807830909,22.3012,3.4205,127.136580872,3.42108722403,89.4403748189,-24.4939168642
198.86041853,3.57363,-24.0439828101,0.184947143654,145.319906619,0.0989823,35,92.6651812671,-3.83127,256.543689786,0.863526,3.57542974039,35,28.0843,371.358023274,22.8042,3.58818,83.9125249627,3.5886747273,90.9020581023,27.7313413801
327.882590454,3.76171,5.90612888501,0.19315778629,119.258646823,0.108137,36,120.782248576,-4.01595,323.564484289,0.888331,3.76240780109,36,28.5189,944.348230703,23.3387,3.77564,108.07940761,3.77497533468,114.550578494,184.855774782
210.083545475,3.93594,-37.8592158091,0.201991969814,154.514209272,0.118977,37,78.9854515568,-4.20434,233.065393119,0.879459,3.93748116131,37,28.9444,605.967705237,23.8175,3.94974,88.72661156,3.94890498633,99.5782182307,10.3731478941
41.9362826077,4.12488,-16.7723846745,0.21259301687,55.5976368483,0.131255,38,63.727679776,-4.39791,202.598108069,0.867081,4.12685986369,38,29.3944,305.83272777,24.3016,4.13679,75.2957476406,4.13739648898,26.4836689267,-91.4458370925
67.0127624184,4.31009,-36.8560869194,0.228096226977,137.165720182,0.152282,39,120.699689617,-4.57233,277.902074892,0.889098,4.31207645855,39,29.7887,258.7993276,24.7446,4.3217,58.6388347232,4.32187275336,50.3948958615,-121.148395487
118.365151718,4.51441,1.0117612347,0.232602524479,134.200494833,0.154104,40,117.629510149,-4.79077,308.671679258,0.918148,4.51645535233,40,30.1315,194.167154598,25.1297,4.52559,25.2550686672,4.52667520903,81.254476451,66.4729857032
114.180759352,4.69831,-13.2849754937,0.245643132984,67.6939472466,0.169316,41,61.9965182618,-5.00083,171.112905878,0.909217,4.70066629493,41,30.4281,364.425143546,25.4962,4.71025,53.9776233629,4.71025176666,72.5524069919,46.6124648615
92.8361718301,4.93083,-41.0588883367,0.256820914091,61.4239767527,0.175793,42,61.0434221508,-5.24118,163.01849616,0.912357,4.93269675011,42,30.759,320.155698189,25.9459,4.94183,52.2228395523,4.94258482606,59.0605656366,-19.5844128332
74.2272340971,5.11874,7.17731521559,0.270170556928,95.2784567002,0.203285,43,102.348845775,-5.43714,390.912666646,0.91199,5.12121816142,43,31.0963,357.969398519,26.3119,5.13046,65.9225467015,5.13055876151,48.1409197467,-7.20562219109
94.3958775792,5.38134,-0.998899889505,0.277815362621,72.3622239387,0.21034,44,61.8764554427,-5.72967,240.556188847,0.887247,5.3833684811,44,31.402,383.25752163,26.6893,5.39158,108.295085873,5.39214514196,62.2176265433,-357.084644305
131.710713378,5.63972,-0.465534086194,0.296365919002,76.3814016356,0.244449,45,66.2410138543,-6.01925,236.09513633,0.89335,5.6429314183,45,31.6524,585.321790365,27.1316,5.65132,125.142246395,5.65187826172,61.2224915182,-10.280604168
156.809304642,5.88827,13.5351081863,0.303849876114,81.642791236,0.247582,46,55.9524245718,-6.27161,205.731331043,0.920937,5.89012278103,46,31.9525,508.70614124,27.5361,5.89771,95.0588556929,5.89831085508,73.9822167121,59.1254281612
329.211564326,6.11546,64.0119160786,0.319111091601,198.900856156,0.284006,47,129.881151457,-6.51862,457.765275504,0.953645,6.1175594885,47,32.2305,602.255320688,27.9643,6.12645,101.569494958,6.12527578591,128.662323494,112.781041952
135.170875739,6.41248,26.8925291255,0.327236654525,90.3151338902,0.278236,48,42.6112685139,-6.84017,157.969374609,0.924157,6.41640596889,48,32.4746,224.361878597,28.3633,6.42248,43.0389437104,6.42446200044,78.3708305162,81.0466416768
172.739872162,6.70516,-1.55434407234,0.345412903573,145.937982991,0.31256,49,86.5358161891,-7.14836,281.191984087,0.930493,6.70755536973,49,32.765,311.077693653,28.7844,6.71546,45.2375360816,6.71483943579,96.9408733247,86.8197414236
126.051012321,6.97674,-5.46076053036,0.346860343673,115.709178215,0.315266,50,66.744667545,-7.39026,196.999413042,0.928254,6.97927729202,50,33.1189,340.387871806,29.191,6.98666,40.1015292158,6.9852219203,74.1894976281,71.6718634558
192.005752934,7.24144,-3.36164856141,0.36280499666,102.79879152,0.365939,51,61.646141935,-7.66832,228.472147958,0.909524,7.24492732655,51,33.4257,463.301017639,29.5968,7.25247,55.6799450534,7.25174676668,100.562340533,94.2558314373
105.564234749,7.49483,3.52405872236,0.364922036511,129.834595652,0.3614,52,64.4673882051,-7.92819,228.566611785,0.871717,7.49783186707,52,33.7136,162.380309973,29.9573,7.50333,15.4578131802,7.50344580781,69.5574164559,77.2411605404
206.145249315,7.74302,67.0179605354,0.378899433589,140.294238953,0.398472,53,77.2584835223,-8.17714,277.426910069,0.908017,7.74630714404,53,34.0556,325.702195407,30.3823,7.75334,50.5471242431,7.75255619938,105.59647853,87.963310379
184.599555812,7.99471,6.29514471902,0.371023630848,122.17238664,0.377668,54,59.644330489,-8.43079,250.828843135,0.883562,7.99746979285,54,34.3958,374.981558061,30.7757,8.00203,50.5704656385,8.00248789854,98.4601386793,98.7910380672
123.560873017,8.22036,-3.27090106694,0.383934988282,120.047006976,0.412739,55,111.356575032,-8.67557,388.953381043,0.900167,8.22311007218,55,34.6837,244.16739488,31.1516,8.22943,36.853254424,8.2286105574,80.3234970062,78.3269395898
205.446548162,8.47143,3.55094842364,0.389753713553,154.5921447,0.43144,56,97.4101421997,-8.91854,306.73699058,0.844269,8.474805261,56,35.0222,475.272336436,31.5388,8.47941,95.5442065359,8.48035462526,90.7850854278,-13.7552084675
205.585925915,8.66534,-7.14928510826,0.389047407166,87.86449506,0.438659,57,89.7938184808,-9.10566,244.028026962,0.890763,8.66858570232,57,35.2933,384.792727613,31.9019,8.67439,43.2656153086,8.67415149418,104.449527364,111.482786762
150.692976941,8.87422,-38.3852401759,0.391533112714,86.0783047521,0.434346,58,86.3863349844,-9.29358,218.087837441,0.831612,8.87774080263,58,35.6243,441.316448966,32.2267,8.88376,115.210716141,8.8830894561,74.3219380796,-80.4998726018
159.654425846,9.06706,96.3776205855,0.388490474078,156.259093615,0.423072,59,66.4088853777,-9.46826,304.109936982,0.863231,9.07034751517,59,35.931,299.854305667,32.5207,9.07601,48.7541321481,9.07580494559,89.1078110914,83.5609254907
181.427793598,9.24179,18.7165580856,0.38261207268,161.911710782,0.399373,60,96.2406407506,-9.63595,339.779284723,0.879016,9.24479802647,60,36.2891,331.587277219,32.8666,9.25072,65.3413339587,9.25010504288,95.450275442,44.7005099159
231.484087693,9.37725,-8.15294656114,0.399983796092,157.074740229,0.469007,61,99.9469068924,-9.74846,322.778990413,0.889188,9.38060878106,61,36.5594,426.833856608,33.1914,9.38821,73.2105051594,9.386576614,110.166447237,123.443917671
186.744613977,9.53252,-55.883644016,0.391431355426,143.744009802,0.439387,62,111.287394347,-9.90187,295.212525572,0.856037,9.53513405397,62,36.8701,360.232175507,33.4874,9.54157,72.2056676742,9.54109809314,98.4542732375,68.2307190961
106.083827873,9.69041,17.6415520693,0.390728098556,176.501748833,0.47051,63,98.3049171107,-10.062,317.599733396,0.830237,9.69347627457,63,37.1297,411.62317842,33.794,9.70023,122.625933096,9.69880158013,55.4288938652,-32.5477193028
241.937196942,9.78738,-19.212570329,0.402673089764,153.963542227,0.521148,64,135.421852868,-10.139,338.187176756,0.867138,9.7903019711,64,37.494,728.434149531,34.0562,9.79836,116.006877878,9.79600318065,91.829769542,44.6194306485
171.766984791,9.89707,6.59292009274,0.384588873555,149.79828297,0.454832,65,150.788377499,-10.237,376.557172482,0.786313,9.89987988413,65,37.8158,503.733260501,34.3087,9.90691,140.908038755,9.90514761736,73.5272003159,-157.304635811
516.416990729,10.0283,24.5222375295,0.389892674737,187.763404162,0.456763,66,136.141254452,-10.3713,379.444710544,0.88674,10.0312976444,66,38.0913,646.03957881,34.6435,10.0414,107.321281342,10.0390238138,114.03175208,182.440646779
342.642566331,10.1597,253.166543421,0.406492521226,297.54326356,0.522034,67,48.3136173198,-10.5161,391.600216635,0.871802,10.1626582934,67,38.3852,546.168409574,34.9503,10.1722,69.6351746395,10.17049404,118.973659222,81.0021025767
298.058938482,10.296,97.6920308538,0.394880345369,268.059175995,0.508959,68,174.933654051,-10.6337,524.151112852,0.842693,10.2994049341,68,38.7363,463.580628601,35.2722,10.3088,105.055807853,10.308070212,102.667337489,25.8909405456
385.607845945,10.4671,-2.26508912217,0.405507627575,45.9206498358,0.52565,69,39.834439653,-10.8137,107.581911533,0.851266,10.4693376062,69,39.0522,1028.38303532,35.5777,10.4779,145.748734617,10.4762141231,101.386713124,210.677902686
518.416671663,10.542,-59.56008521,0.401768804106,85.0874323942,0.510825,70,96.2168802551,-10.8889,250.849732272,0.862194,10.5453469842,70,39.373,993.733757186,35.8656,10.5536,330.368803246,10.5518841521,99.1458207757,183.232960303
282.944022096,10.6665,17.8602543185,0.395542955806,178.883240513,0.481738,71,163.908314734,-11.0098,493.152913612,0.876557,10.6685580359,71,39.6508,517.32977231,36.1414,10.678,82.239425869,10.6752258042,97.3773049169,137.74467362
320.316362162,10.8027,2.52591589274,0.411374468526,136.694371158,0.579011,72,88.4647531534,-11.1533,294.403124302,0.873738,10.8060343167,72,39.954,463.29591629,36.4752,10.8141,48.7964369223,10.812621361,126.443286399,197.477252122
279.694772403,10.9175,40.0408515069,0.403601372115,207.357233633,0.523228,73,159.569481142,-11.2654,415.710373464,0.880868,10.9201678168,73,40.2264,834.22708488,36.764,10.9282,206.831739806,10.9269643351,98.7330535988,48.7773642641
562.725649477,10.9957,16.7724442755,0.407480612629,132.430667813,0.538466,74,111.394775653,-11.3437,341.391629442,0.79864,10.9983042385,74,40.4858,628.507873158,37.0349,11.0088,36.8163765783,11.0068467957,111.067428286,480.137916894
380.85094653,11.1568,163.72614985,0.415952411896,265.538519195,0.598287,75,58.5445732711,-11.5015,327.167162927,0.85682,11.1596569462,75,40.7597,976.000800466,37.3056,11.1693,355.842579955,11.1667862217,73.0508219555,-109.515220298
290.385492925,11.2928,41.2786541964,0.406297702908,195.731213025,0.527707,76,125.906378833,-11.6389,335.426991388,0.883728,11.2950618828,76,40.9986,625.950974177,37.5848,11.3052,184.061011797,11.3022218153,91.5349036339,32.0778272943
227.447680378,11.4197,183.919618708,0.413391073461,320.562804731,0.587443,77,131.622201963,-11.7648,502.915146519,0.893726,11.4224181211,77,41.2917,530.615127427,37.8888,11.4328,122.215542852,11.4300310265,96.2569390001,29.1437045789
106.896955119,11.5671,61.8554608789,0.414683428097,242.138557169,0.570701,78,130.532957262,-11.9106,494.772506085,0.892056,11.5689856861,78,41.5504,668.544204629,38.1865,11.5804,158.388276959,11.5769131228,50.7604291642,-95.1074376074
158.497156563,11.638,23.81772091,0.418118182562,209.448003998,0.596284,79,116.453392154,-11.9799,382.510589011,0.908448,11.6413217837,79,41.8235,425.466989679,38.493,11.6519,68.2004792959,11.6499918183,87.4683853059,42.254605903
234.532917342,11.7856,4.71028621092,0.418288999968,156.283318982,0.595452,80,115.873118371,-12.1405,327.949595823,0.907829,11.7874189305,80,42.0737,462.036552618,38.7915,11.798,78.3359594374,11.7943069102,108.610967794,113.658464944
159.130110206,11.9151,-9.45338082229,0.427499513928,174.58514918,0.623125,81,110.868953379,-12.2577,319.098136474,0.922862,11.9184279306,81,42.3394,452.359946291,39.0162,11.9287,82.4612443132,11.9260175024,86.6997945662,-11.5695103523
203.260557933,12.0206,2.87095983082,0.425639109034,106.015337456,0.605513,82,70.4146873776,-12.3639,217.121523581,0.90966,12.0224371122,82,42.5304,434.259825615,39.2704,12.0335,107.433653745,12.0294943999,94.6872972259,20.6573525465
217.866216211,12.1269,2.49835448313,0.433637726965,58.8106642751,0.649071,83,45.9617662133,-12.4796,127.518182075,0.917383,12.1302442635,83,42.782,794.178293615,39.5336,12.1426,124.079958471,12.1394722974,84.3224059225,42.6025729205
183.481068742,12.2646,-45.7780788559,0.413340465788,98.6644320862,0.523096,84,114.414903225,-12.626,317.842705227,0.893623,12.2673302479,84,43.02,737.961123418,39.7921,12.278,140.22277133,12.2758257905,72.5632926474,-42.1468314091
164.535818298,12.3983,15.3723539098,0.442156378603,120.220232365,0.650532,85,76.70296932,-12.7538,231.076383695,0.912492,12.4014782583,85,43.2426,531.219091125,40.0832,12.4114,77.5583059917,12.4097400026,92.5019508552,20.3267847567
240.143457601,12.4954,36.392604003,0.436588802006,97.1608432954,0.647487,86,55.3185298603,-12.87,213.440643438,0.920555,12.4970773874,86,43.4521,801.427479931,40.3303,12.5097,118.576613491,12.5058175408,100.751107681,104.621712307
188.786150911,12.6479,-4.03568301828,0.452514477587,162.835501697,0.68374,87,131.121703295,-13.0214,332.698190964,0.91117,12.651483242,87,43.6961,505.805326561,40.5714,12.6632,98.581548183,12.6615328349,91.1102606117,31.3741157408
296.302328192,12.7802,2.18715634308,0.448382916023,138.487271673,0.683953,88,136.569147465,-13.1462,428.124904384,0.915652,12.7831636568,88,43.9463,749.062989703,40.8112,12.7951,208.48873783,12.7935770563,77.9512193021,34.8358681787
297.109156857,12.8897,5.96829634638,0.455559094218,126.602168603,0.705976,89,131.875071006,-13.2594,429.767852301,0.924892,12.8928533736,89,44.2304,696.308594854,41.0863,12.9046,157.156652069,12.9029482197,108.409505771,69.7892865072
145.745507611,13.0467,5.14326368957,0.447637811117,148.047870153,0.683583,90,138.934630961,-13.3947,361.988982871,0.920547,13.0496944697,90,44.4444,595.939994103,41.3181,13.0614,84.6240522982,13.0594671723,72.8668751507,3.16163591827
165.255896,13.1093,5.48201649133,0.468759338402,85.1739780587,0.788998,91,80.937196272,-13.4584,230.297195932,0.922947,13.1127239796,91,44.665,1020.74279925,41.5768,13.1272,228.177209833,13.1236617744,64.9030761959,-224.906164241
136.782490704,13.1927,34.8628080406,0.453730412854,48.4826698353,0.720341,92,12.4121054283,-13.5346,74.7278141688,0.925099,13.1957626375,92,44.842,456.735266586,41.7764,13.2107,144.479121647,13.2056971515,63.682779611,-216.835855085
246.491800166,13.2514,77.2748795362,0.453510964347,172.565796318,0.692541,93,84.9386532979,-13.5944,364.145618948,0.924115,13.2550643881,93,45.0846,766.981847598,42.0416,13.2683,114.948547622,13.2664825139,111.90566108,81.5721344964
125.336912797,13.3721,-0.0725782283211,0.468553647327,155.361823099,0.731958,94,173.184493493,-13.7114,499.359541118,0.936018,13.3739828556,94,45.3471,498.956929892,42.3011,13.3888,68.8831593221,13.3843809992,78.2969499619,-70.5279302486
113.688361385,13.5009,66.8768585633,0.476414197824,180.476190459,0.786348,95,79.6411560229,-13.8556,327.574280243,0.918876,13.5031497124,95,45.5864,351.291425024,42.541,13.5173,105.477630101,13.5136741168,58.0499108684,-195.606493452
158.429605917,13.5162,71.4059919806,0.478542311295,127.961033443,0.74577,96,68.1180714676,-13.8704,288.107696855,0.920558,13.5198799781,96,45.7825,495.235219317,42.7503,13.5331,120.311027227,13.530533694,76.749980504,-85.6092234549
238.020942563,13.6565,72.8697635726,0.488897481666,174.709238435,0.862333,97,92.9842420858,-14.0045,310.77745346,0.921494,13.6589631438,97,46.0209,561.975721734,43.0217,13.6707,111.518706537,13.668339833,104.426441082,-24.7497626654
164.694545398,13.7279,76.9697248556,0.466550842852,164.662659912,0.78989,98,119.084046143,-14.078,472.43789797,0.921577,13.7315130043,98,46.2368,386.692433152,43.2217,13.7439,65.1420053408,13.7410609215,92.3552295425,77.3081889808
175.044956115,13.8986,-1.17829307574,0.481203085608,144.531844367,0.804274,99,80.3444647294,-14.2581,237.328436106,0.919327,13.9023319372,99,46.4276,345.645135686,43.4351,13.912,69.2778346734,13.9087920742,97.7742516669,91.9525033344
190.198950197,13.8829,50.9084917509,0.485750496413,189.27432334,0.804366,100,112.495988291,-14.2382,460.539034431,0.926571,13.8849491178,100,46.6168,516.795113885,43.6643,13.8952,126.907663466,13.8906515896,89.3027681158,-43.8698372551
189.259304871,14.0182,65.5646653449,0.482238469166,146.739842527,0.767123,101,68.4756451858,-14.3641,267.284389586,0.931831,14.0220309665,101,46.8173,516.318841316,43.8989,14.0306,81.4476526292,14.0284502832,106.575615025,109.631793835
228.584567531,14.1173,65.9771981961,0.486340132175,151.299967401,0.789195,102,48.5853656324,-14.4502,247.006479568,0.915642,14.1204295235,102,47.0588,468.776764758,44.1189,14.1306,70.484001449,14.1263399264,105.225920095,113.932782712
191.653525891,14.1726,42.0433256234,0.484046692133,158.167337284,0.749947,103,105.013173171,-14.5214,406.631407311,0.91199,14.1758645434,103,47.293,529.30583827,44.3449,14.1858,73.2946484075,14.1829278147,109.600639881,93.0508784847
261.157623515,14.2644,-0.628542172272,0.490931910891,171.720117943,0.771883,104,96.3316206263,-14.618,330.815257287,0.914258,14.2667747399,104,47.498,578.301414496,44.6144,14.2787,90.3824849266,14.2738942077,117.490586068,130.120803788
241.277252054,14.3327,1.24486402907,0.50110873354,187.356969122,0.818906,105,111.920111691,-14.6644,343.802980654,0.921949,14.3365563899,105,47.6882,743.789591081,44.8508,14.3479,146.652311595,14.3436347167,92.2023159738,-29.8052760208
161.729933894,14.4589,0.637158518932,0.495823698742,148.182654423,0.7923,106,121.005843649,-14.7905,276.074279188,0.908186,14.4618772847,106,47.8912,343.074629096,45.0883,14.4741,49.5807255837,14.4701942917,94.0842182052,86.7360377216
272.354383813,14.4333,-4.05004753391,0.511229678495,143.043146764,0.843539,107,64.4812338621,-14.786,260.340227381,0.911674,14.4369247566,107,48.1309,557.349692401,45.3441,14.4494,123.806966652,14.4451421904,95.6557077228,79.0762704811
151.08278693,14.5304,50.9658846086,0.512618630389,198.542218179,0.916547,108,90.4034798677,-14.8761,345.592370984,0.913424,14.5336354547,108,48.3316,317.317534087,45.5656,14.5461,46.7602302085,14.5411713206,65.9370918114,67.6698095104
212.696810881,14.5471,-0.277218965465,0.50051560899,98.7879443649,0.805782,109,83.293691133,-14.911,243.121092729,0.907286,14.5495138524,109,48.5271,489.41930884,45.7853,14.5613,71.5901019112,14.5569231452,101.373277147,125.976722194
257.8523899,14.6945,1.42499620997,0.5008505718,105.115357633,0.769675,110,65.7492068635,-15.0692,189.833663154,0.91104,14.6983403365,110,48.7168,649.970768694,45.9861,14.7093,81.7104213349,14.7058916411,123.081663446,107.942737953
263.146172764,14.7507,136.081974711,0.517285944917,218.245378694,0.874884,111,80.3768845137,-15.1264,362.677897612,0.902108,14.7530954084,111,48.9525,610.978173262,46.1894,14.7655,116.074043368,14.7604228682,98.8701893902,-1.58450804082
176.599808508,14.8795,-53.9872437364,0.520484014433,155.889510089,0.874817,112,140.693532936,-15.2656,404.072041836,0.905047,14.8830118843,112,49.1101,307.57156889,46.3711,14.8937,73.637820433,14.8905949175,93.6804489094,-62.8464166704
164.780132761,14.9592,7.44999398764,0.518103251525,148.340272208,0.882711,113,77.9179676625,-15.3384,245.358072344,0.933873,14.9623219677,113,49.2914,260.438283881,46.5728,14.974,24.0046497333,14.9694961971,103.843295531,123.654391514
204.285586583,15.0303,17.3133215519,0.519665854786,167.835617423,0.862878,114,119.696670144,-15.3963,351.093563939,0.908929,15.0331857976,114,49.4751,452.90857672,46.7693,15.0448,64.7202544052,15.041164018,105.898133036,117.030105785
234.837295961,15.1276,-42.3732816933,0.527987807738,200.457178396,0.951893,115,166.681530821,-15.4878,407.14649526,0.912041,15.1313068031,115,49.7151,548.986620769,46.9365,15.143,90.8241651277,15.1396680001,104.279874746,-33.7540589153
176.567588488,15.1975,-15.6640027112,0.522177628768,50.4025290802,0.923724,116,52.7393780765,-15.5503,142.972193675,0.91117,15.2009422703,116,49.8795,792.919665612,47.1197,15.2103,139.091737988,15.2085004582,74.1516031301,-39.5818175017
147.123894563,15.2408,58.3027893516,0.528954594221,153.870216952,0.905047,117,85.1043044181,-15.5808,318.142417796,0.914617,15.2435113305,117,50.0805,425.498778117,47.3333,15.2546,109.63103129,15.2498800945,77.8532465221,-162.831599465
201.012693258,15.2442,-29.2093511823,0.546889475134,148.082394302,1.01327,118,101.829459682,-15.5883,282.488333412,0.926842,15.2463882191,118,50.2169,572.264425537,47.5652,15.2593,87.5923657917,15.2535497486,110.218409146,92.6554373081
202.84268781,15.3062,2.02275929473,0.515353858139,159.707262495,0.827984,119,94.6840347467,-15.6431,252.969260345,0.912989,15.3092221263,119,50.4349,530.550970907,47.7012,15.319,127.879750686,15.3148783559,81.1519647861,-95.1016373657
153.951340908,15.3366,52.0020702085,0.525904795378,137.672344771,0.931852,120,79.6087619371,-15.6707,307.59823628,0.915935,15.3397580354,120,50.6412,393.248534415,47.8849,15.3501,83.935181575,15.346373309,83.554401841,0.583145945279
225.296269636,15.3586,72.3397742185,0.530416776506,178.565494095,0.944508,121,78.2079041586,-15.6818,305.141878392,0.922434,15.3618318152,121,50.8384,489.099708271,48.1156,15.3735,100.385552587,15.3690807745,112.441788493,74.8879690619
144.574437672,15.3921,10.8250737726,0.519357008434,142.306228694,0.920408,122,117.177821837,-15.7087,379.764828396,0.920773,15.39597093,122,51.0274,381.156098002,48.2783,15.4079,60.7003269968,15.4036207725,86.8385655594,79.8964799758
