AverageDiscountedReturn,StdEsReturn,MaxEsReturn,MaxReturn,AveragePolicySurr,MinReturn,AverageReturn,Epoch,AverageAction,AverageQ,AverageAbsQYDiff,AverageAbsY,AverageQLoss,PolicyRegParamNorm,AverageEsReturn,AverageY,MinEsReturn,QFunRegParamNorm,AverageAbsQ,Iteration,StdReturn
99.9956828753,13.2528167865,63.0,1000.0,-233.813,1000.0,1000.0,723,0.532705,218.141,4.16912990302,218.236341877,180.829,85.6741,13.4583333333,218.117262099,3.0,222.707,218.729,723,0.0
99.9956828753,14.3004564807,67.0,1000.0,-233.449,1000.0,1000.0,724,0.557495,216.569,4.39833570109,216.654021504,190.153,85.7319,17.1166666667,216.571261227,3.0,222.709,217.195,724,0.0
99.9956828753,14.986216915,64.0,1000.0,-233.263,1000.0,1000.0,725,0.515036,217.311,3.76815684404,217.394054489,135.019,85.7887,19.3725490196,217.303930959,3.0,222.734,217.827,725,0.0
95.8910723725,13.8659129686,75.0,1000.0,-232.472,71.0,873.833333333,726,0.458994,216.158,4.39017489197,216.235347747,189.375,85.7297,16.0793650794,216.160205674,3.0,222.757,216.708,726,269.018225322
99.9956828753,18.3458408514,69.0,1000.0,-232.263,1000.0,1000.0,727,0.538335,215.685,3.97592071171,215.739227804,172.286,85.7612,22.0888888889,215.676222694,3.0,222.875,216.192,727,0.0
99.9956828753,15.0967450913,62.0,1000.0,-232.085,1000.0,1000.0,728,0.579034,215.821,4.30966181199,215.87419505,162.973,85.842,18.8867924528,215.808638608,3.0,222.91,216.365,728,0.0
99.9956828753,14.0713558535,70.0,1000.0,-231.518,1000.0,1000.0,729,0.541516,214.861,4.18329818772,214.919907318,161.379,85.9048,16.7833333333,214.871246003,3.0,222.989,215.4,729,0.0
99.9956828753,20.3467112292,92.0,1000.0,-231.682,1000.0,1000.0,730,0.546222,215.506,4.15729478158,215.548506301,174.734,85.9647,21.5217391304,215.496000037,3.0,223.065,215.971,730,0.0
99.9956828753,17.5141530071,79.0,1000.0,-230.74,1000.0,1000.0,731,0.463753,214.708,4.14642270355,214.775946131,173.45,86.0329,16.7666666667,214.716872721,3.0,223.217,215.271,731,0.0
99.9956828753,14.5718523971,64.0,1000.0,-230.777,1000.0,1000.0,732,0.413793,214.495,4.1076190652,214.53285867,177.499,86.1229,17.3793103448,214.477139166,3.0,223.273,215.01,732,0.0
99.9956828753,20.6443091432,99.0,1000.0,-229.562,1000.0,1000.0,733,0.442561,213.958,3.92466739575,213.982180066,159.351,86.1804,20.75,213.942291952,3.0,223.3,214.413,733,0.0
99.9956828753,14.3152407813,59.0,1000.0,-228.793,1000.0,1000.0,734,0.414391,213.498,4.21411139701,213.553573653,186.561,86.2402,16.0967741935,213.49093961,3.0,223.342,214.009,734,0.0
99.9956828753,14.6147968341,58.0,1000.0,-228.628,1000.0,1000.0,735,0.477168,213.36,3.97522806869,213.38095889,158.623,86.3159,15.2727272727,213.356960984,3.0,223.442,213.834,735,0.0
99.9956828753,12.0533923302,59.0,1000.0,-228.41,1000.0,1000.0,736,0.311856,212.425,3.96471042686,212.454337953,159.184,86.3122,12.32,212.424548068,3.0,223.52,212.86,736,0.0
99.9956828753,19.8934763176,85.0,1000.0,-226.877,1000.0,1000.0,737,0.478087,211.288,4.2946376788,211.301783941,179.171,86.3375,21.36,211.272047227,3.0,223.547,211.826,737,0.0
99.9956828753,18.1184151319,104.0,1000.0,-226.754,1000.0,1000.0,738,0.469291,210.918,3.85159728019,210.943128774,150.497,86.2786,18.6037735849,210.911940279,4.0,223.705,211.375,738,0.0
99.9956828753,24.7107660305,121.0,1000.0,-225.675,1000.0,1000.0,739,0.405712,210.055,3.83683706823,210.084244026,149.965,86.2948,23.511627907,210.054819794,3.0,223.871,210.532,739,0.0
99.9956828753,13.8664873204,59.0,1000.0,-225.218,1000.0,1000.0,740,0.505462,209.876,3.97817687881,209.885634962,168.898,86.3679,17.701754386,209.864053873,3.0,223.844,210.324,740,0.0
99.9956828753,16.3369729042,87.0,1000.0,-223.994,1000.0,1000.0,741,0.496627,209.125,3.91899551846,209.152774412,152.927,86.4313,17.6785714286,209.130569044,3.0,223.94,209.581,741,0.0
99.9956828753,18.1980328607,72.0,1000.0,-223.062,1000.0,1000.0,742,0.565051,208.152,3.65074794675,208.164864458,139.779,86.4516,19.46,208.146893559,3.0,223.938,208.591,742,0.0
99.9956828753,19.0217267081,82.0,1000.0,-222.469,1000.0,1000.0,743,0.591854,207.121,3.85161121265,207.114076175,157.78,86.5101,22.0,207.096255169,4.0,223.963,207.553,743,0.0
99.9956828753,17.5495433574,80.0,1000.0,-221.464,1000.0,1000.0,744,0.500716,206.408,3.76138714193,206.42787629,136.394,86.5494,19.2264150943,206.409852594,3.0,223.979,206.846,744,0.0
99.9956828753,18.9065799507,70.0,1000.0,-220.665,1000.0,1000.0,745,0.550848,205.456,3.73260706808,205.463913401,148.909,86.5728,22.3111111111,205.445647754,4.0,223.998,205.926,745,0.0
99.9956828753,18.0458523015,95.0,1000.0,-220.474,1000.0,1000.0,746,0.548338,205.711,3.57083400151,205.732632135,128.517,86.5655,21.3023255814,205.705313136,4.0,224.061,206.13,746,0.0
99.9956828753,23.3094265744,97.0,1000.0,-219.873,1000.0,1000.0,747,0.621731,204.783,4.19423490332,204.821133609,164.197,86.609,25.1395348837,204.783522814,3.0,224.242,205.284,747,0.0
99.9956828753,21.3564864444,110.0,1000.0,-218.607,1000.0,1000.0,748,0.635457,203.976,3.61756416591,204.004102643,134.341,86.6601,23.3953488372,203.953516316,3.0,224.304,204.428,748,0.0
99.9956828753,14.1509371929,68.0,1000.0,-217.859,1000.0,1000.0,749,0.555878,203.585,3.65643034415,203.652525931,140.077,86.6933,15.46875,203.59058399,3.0,224.334,204.055,749,0.0
72.7241986604,23.6915535267,137.0,1000.0,-216.96,31.0,295.371428571,750,0.675573,202.702,3.7296299406,202.726579021,145.564,86.7,23.6829268293,202.679123431,3.0,224.333,203.172,750,284.716509202
99.9956828753,20.7294963311,84.0,1000.0,-215.926,1000.0,1000.0,751,0.613805,201.672,3.79897304889,201.716288819,152.857,86.7285,24.619047619,201.655954787,3.0,224.421,202.131,751,0.0
99.9956828753,20.3356135941,91.0,1000.0,-215.312,1000.0,1000.0,752,0.672285,201.377,3.57749890874,201.439903945,133.107,86.7487,24.2195121951,201.370723963,4.0,224.465,201.833,752,0.0
99.9956828753,21.0946455771,74.0,1000.0,-215.081,1000.0,1000.0,753,0.649539,200.269,4.10495555132,200.362413543,159.666,86.7484,26.4473684211,200.254494319,3.0,224.478,200.841,753,0.0
99.9956828753,29.9119307239,128.0,1000.0,-214.179,1000.0,1000.0,754,0.717014,199.1,3.83709798461,199.19270257,151.859,86.7513,30.0606060606,199.102592057,3.0,224.491,199.594,754,0.0
99.9956828753,20.4567991893,109.0,1000.0,-213.618,1000.0,1000.0,755,0.630568,199.41,3.802126734,199.506060704,139.812,86.7648,20.2653061224,199.410047477,3.0,224.593,199.909,755,0.0
99.9956828753,16.8777114224,97.0,1000.0,-212.771,1000.0,1000.0,756,0.60812,199.013,3.68133920437,199.116524638,144.333,86.7798,18.0,199.017568344,4.0,224.7,199.528,756,0.0
99.9956828753,19.8924995529,108.0,1000.0,-211.448,1000.0,1000.0,757,0.610181,197.207,3.83124754735,197.324813906,146.215,86.8375,19.5,197.189761883,3.0,224.82,197.772,757,0.0
99.9956828753,18.0787161105,74.0,1000.0,-211.078,1000.0,1000.0,758,0.561919,196.872,3.79056170216,196.988345287,140.976,86.824,24.1951219512,196.858806248,3.0,224.884,197.445,758,0.0
99.9956828753,15.189337587,65.0,1000.0,-210.226,1000.0,1000.0,759,0.501298,196.179,3.78101939406,196.332355063,154.38,86.8719,19.2307692308,196.172357415,4.0,224.966,196.762,759,0.0
99.9956828753,23.1179123154,97.0,1000.0,-209.744,1000.0,1000.0,760,0.555535,196.203,3.66509868625,196.36372999,132.192,86.8635,25.8461538462,196.211491788,3.0,225.016,196.817,760,0.0
99.9956828753,14.249740093,79.0,1000.0,-208.762,1000.0,1000.0,761,0.612764,194.452,3.80627520128,194.581490948,149.649,86.9102,16.1639344262,194.433540257,3.0,225.027,195.013,761,0.0
99.9956828753,21.7599019606,88.0,1000.0,-208.077,1000.0,1000.0,762,0.63238,194.291,3.52941583528,194.373715109,124.025,86.9393,22.1333333333,194.29196041,3.0,225.008,194.769,762,0.0
99.9956828753,19.7420152077,89.0,1000.0,-207.211,1000.0,1000.0,763,0.637687,193.561,3.730942807,193.655051237,138.996,86.9705,21.7608695652,193.557329971,3.0,225.046,194.072,763,0.0
99.9956828753,21.2698760354,76.0,1000.0,-206.845,1000.0,1000.0,764,0.644761,193.172,3.44392886118,193.255062182,125.023,87.0342,25.9487179487,193.162129116,3.0,225.076,193.647,764,0.0
99.9956828753,15.0228991876,57.0,1000.0,-206.291,1000.0,1000.0,765,0.590616,192.665,3.66470974636,192.758970618,124.522,87.1161,22.25,192.663513525,3.0,225.188,193.182,765,0.0
99.9956828753,19.5872067708,76.0,1000.0,-205.728,1000.0,1000.0,766,0.605054,191.926,3.5382229725,192.01353984,137.331,87.1966,21.8510638298,191.909348173,3.0,225.233,192.376,766,0.0
99.9956828753,19.1713974279,89.0,1000.0,-205.235,1000.0,1000.0,767,0.665225,190.94,3.79488538493,191.01795498,149.658,87.2183,18.1454545455,190.934455348,3.0,225.307,191.436,767,0.0
99.9956828753,15.27693331,63.0,1000.0,-205.182,1000.0,1000.0,768,0.627047,190.771,3.78409744271,190.848291504,141.044,87.2821,20.3555555556,190.764642468,3.0,225.394,191.273,768,0.0
99.9956828753,24.0791071813,89.0,1000.0,-204.206,1000.0,1000.0,769,0.460865,190.606,3.70513042606,190.676138675,139.845,87.3389,23.6086956522,190.59967402,4.0,225.491,191.078,769,0.0
99.9956828753,21.3461097158,116.0,1000.0,-203.947,1000.0,1000.0,770,0.562185,190.374,3.7378813916,190.44853801,137.263,87.3837,19.94,190.357604468,3.0,225.477,190.903,770,0.0
99.9956828753,20.1297693607,77.0,1000.0,-203.229,1000.0,1000.0,771,0.552013,190.235,3.80392417803,190.310669758,146.982,87.3492,23.3658536585,190.244510561,3.0,225.58,190.679,771,0.0
99.9956828753,25.1910517075,110.0,1000.0,-202.619,1000.0,1000.0,772,0.592903,188.829,3.71197295087,188.880655773,143.391,87.3171,26.641025641,188.817386154,3.0,225.567,189.291,772,0.0
99.9956828753,14.9013764602,65.0,1000.0,-202.608,1000.0,1000.0,773,0.600209,188.175,3.8407469907,188.261730186,140.416,87.3271,17.8571428571,188.185457249,3.0,225.602,188.703,773,0.0
99.9956828753,21.2813210877,95.0,1000.0,-201.948,1000.0,1000.0,774,0.589062,188.325,3.56035883462,188.395794898,132.07,87.3313,20.4081632653,188.309088285,4.0,225.638,188.825,774,0.0
99.9956828753,19.3161638751,94.0,1000.0,-201.972,1000.0,1000.0,775,0.572884,188.238,3.51076338448,188.297419779,120.699,87.3767,19.0588235294,188.23197237,3.0,225.639,188.676,775,0.0
99.9956828753,17.6972683549,72.0,1000.0,-201.442,1000.0,1000.0,776,0.623303,187.841,3.80651538357,187.896524055,140.845,87.4683,19.4905660377,187.833079753,3.0,225.725,188.316,776,0.0
99.9956828753,18.518777776,81.0,1000.0,-201.17,1000.0,1000.0,777,0.574189,187.486,3.58440851372,187.541157827,136.624,87.5166,17.5925925926,187.491212758,3.0,225.727,187.955,777,0.0
99.9956828753,24.0717157677,122.0,1000.0,-200.754,1000.0,1000.0,778,0.536366,186.878,3.86081738366,186.937623058,139.777,87.5169,25.55,186.872170431,3.0,225.766,187.425,778,0.0
99.9956828753,20.1085487452,120.0,1000.0,-200.742,1000.0,1000.0,779,0.569405,187.572,3.34640438496,187.605840951,108.712,87.5358,20.9791666667,187.56854183,3.0,225.77,188.005,779,0.0
99.9956828753,12.7149264583,50.0,1000.0,-200.338,1000.0,1000.0,780,0.569492,187.013,3.48156423169,187.046789635,126.772,87.5422,16.5,187.007124065,3.0,225.81,187.444,780,0.0
99.9956828753,14.6829455113,60.0,1000.0,-200.522,1000.0,1000.0,781,0.59484,186.609,3.32267894417,186.667004414,113.52,87.5615,16.3333333333,186.619316937,2.0,225.884,187.053,781,0.0
99.9956828753,14.2948769096,60.0,1000.0,-200.331,1000.0,1000.0,782,0.505298,186.551,3.72899531242,186.562833519,136.991,87.6228,15.515625,186.534716708,3.0,225.887,187.052,782,0.0
99.9956828753,12.1734309929,68.0,1000.0,-199.695,1000.0,1000.0,783,0.596062,185.839,3.57259797485,185.853671488,127.801,87.6757,14.4647887324,185.831611213,3.0,225.896,186.26,783,0.0
99.9956828753,15.9263931887,69.0,1000.0,-199.376,1000.0,1000.0,784,0.596789,185.932,3.68724709536,185.930700147,131.311,87.7489,19.1,185.917380626,2.0,225.941,186.369,784,0.0
99.9956828753,19.9539285044,87.0,1000.0,-199.025,1000.0,1000.0,785,0.683412,185.601,3.38799020492,185.639904037,116.307,87.7954,22.7173913043,185.623603397,3.0,225.997,186.033,785,0.0
99.9956828753,16.5543664614,86.0,1000.0,-198.492,1000.0,1000.0,786,0.692758,185.285,3.45999152289,185.297662967,133.693,87.752,14.4927536232,185.267839349,2.0,226.034,185.7,786,0.0
99.9956828753,21.1725288129,150.0,1000.0,-198.125,1000.0,1000.0,787,0.690256,184.741,3.52775636881,184.772550887,127.525,87.7649,14.9692307692,184.748614977,2.0,226.124,185.236,787,0.0
99.9956828753,17.6379421862,89.0,1000.0,-197.419,1000.0,1000.0,788,0.720288,184.142,3.64026223835,184.149528596,131.735,87.8262,14.338028169,184.126861526,3.0,226.195,184.636,788,0.0
99.9956828753,25.9307207457,130.0,1000.0,-197.242,1000.0,1000.0,789,0.711228,183.843,3.3745423412,183.86414241,114.463,87.8769,18.8867924528,183.838719683,3.0,226.23,184.229,789,0.0
99.9956828753,30.3539780017,140.0,1000.0,-196.935,1000.0,1000.0,790,0.683298,183.963,3.44087908741,183.985597381,122.389,87.9844,22.7209302326,183.969569535,3.0,226.311,184.335,790,0.0
94.9716800942,22.4339604979,133.0,1000.0,-196.102,59.0,914.454545455,791,0.700911,182.84,3.33462569166,182.86013652,124.011,87.9858,20.1764705882,182.837140144,4.0,226.345,183.252,791,270.518479838
99.9956828753,23.0627073174,94.0,1000.0,-195.859,1000.0,1000.0,792,0.606695,183.187,3.39747304836,183.206695391,114.851,88.0441,21.7391304348,183.181947319,4.0,226.337,183.629,792,0.0
99.9956828753,25.0618746501,125.0,1000.0,-194.702,1000.0,1000.0,793,0.608209,181.603,3.71620960417,181.640073776,134.048,88.0577,24.0,181.60472154,3.0,226.374,182.108,793,0.0
99.9956828753,13.4703436482,68.0,1000.0,-194.382,1000.0,1000.0,794,0.616534,181.764,3.39530478476,181.793751081,122.494,88.1264,17.2033898305,181.76328946,3.0,226.487,182.178,794,0.0
99.9956828753,18.2999581641,82.0,1000.0,-193.327,1000.0,1000.0,795,0.603923,181.142,3.46010462679,181.167147404,123.785,88.2138,21.7391304348,181.13134934,3.0,226.535,181.547,795,0.0
99.9956828753,21.058290421,79.0,1000.0,-193.046,1000.0,1000.0,796,0.652624,180.719,3.26112488038,180.757056218,107.026,88.2565,23.1162790698,180.708921384,3.0,226.598,181.179,796,0.0
99.9956828753,31.6048400875,136.0,1000.0,-192.487,1000.0,1000.0,797,0.666621,179.693,3.43056055147,179.783825342,122.26,88.3021,29.6764705882,179.698323474,3.0,226.698,180.187,797,0.0
99.9956828753,30.0694668976,110.0,1000.0,-191.806,1000.0,1000.0,798,0.745456,179.348,3.26591002526,179.424968484,106.887,88.4357,35.5555555556,179.335325388,2.0,226.736,179.779,798,0.0
99.9956828753,30.5640873396,127.0,1000.0,-191.066,1000.0,1000.0,799,0.736313,178.085,3.41756540072,178.169889604,123.987,88.5267,27.3157894737,178.088779395,4.0,226.813,178.598,799,0.0
99.9956828753,20.0758544166,76.0,1000.0,-190.371,1000.0,1000.0,800,0.748195,178.199,3.2638532064,178.26992563,107.365,88.5006,19.7083333333,178.179856238,3.0,226.895,178.636,800,0.0
99.9956828753,25.6086789272,140.0,1000.0,-190.233,1000.0,1000.0,801,0.739457,177.084,3.2076726371,177.157889388,98.1766,88.5593,22.0638297872,177.076700207,4.0,226.919,177.538,801,0.0
99.9956828753,20.0419590617,87.0,1000.0,-189.571,1000.0,1000.0,802,0.737432,176.964,3.55010665903,177.052002197,128.632,88.6145,19.9215686275,176.960747098,4.0,226.976,177.48,802,0.0
99.9956828753,30.4470902735,138.0,1000.0,-188.997,1000.0,1000.0,803,0.754246,176.432,3.25558217431,176.509664528,112.235,88.6199,28.6571428571,176.420630613,4.0,226.982,176.92,803,0.0
99.9956828753,26.3771599187,103.0,1000.0,-188.643,1000.0,1000.0,804,0.763838,175.85,3.50412425431,175.982281456,116.201,88.6647,26.5945945946,175.850501539,2.0,227.001,176.354,804,0.0
99.9956828753,21.5313892524,113.0,1000.0,-188.467,1000.0,1000.0,805,0.816661,175.562,3.19037172974,175.653221693,105.085,88.6925,22.8863636364,175.556021892,3.0,227.055,176.023,805,0.0
99.7401086688,17.9335477704,80.0,1000.0,-188.146,367.0,861.833333333,806,0.786376,175.54,3.40994067786,175.672245149,110.416,88.728,24.4390243902,175.539192222,5.0,227.025,176.062,806,212.933805572
99.9956828753,14.7785530606,74.0,1000.0,-187.369,1000.0,1000.0,807,0.733504,175.053,3.48623465317,175.205538974,119.22,88.7291,17.0338983051,175.054087215,3.0,227.068,175.614,807,0.0
99.9956828753,18.293720451,96.0,1000.0,-187.126,1000.0,1000.0,808,0.725365,175.085,3.307929747,175.195889729,110.406,88.7469,21.7608695652,175.075579108,4.0,227.14,175.569,808,0.0
99.9956828753,15.0292677429,88.0,1000.0,-186.304,1000.0,1000.0,809,0.632496,174.126,3.37310011837,174.212659096,110.484,88.7768,16.5666666667,174.116500442,3.0,227.176,174.634,809,0.0
99.9956828753,10.4268196929,49.0,1000.0,-186.056,1000.0,1000.0,810,0.607146,173.924,3.04394340787,174.019891418,92.4086,88.8371,15.5873015873,173.930301734,3.0,227.219,174.384,810,0.0
99.9956828753,13.092045755,67.0,1000.0,-185.388,1000.0,1000.0,811,0.635487,173.108,3.25024741762,173.173986337,102.739,88.9077,17.5789473684,173.115490343,3.0,227.251,173.542,811,0.0
99.9956828753,16.8912452669,84.0,1000.0,-185.236,1000.0,1000.0,812,0.571658,172.864,3.3943985352,172.9058805,105.909,88.8977,16.95,172.847105502,3.0,227.229,173.323,812,0.0
98.1659954904,11.6511682771,57.0,1000.0,-184.616,213.0,772.142857143,813,0.539774,172.615,3.09371189136,172.667585169,96.5793,88.8965,16.6833333333,172.616979193,4.0,227.272,173.052,813,304.602752343
99.9956828753,15.8205043803,68.0,1000.0,-184.256,1000.0,1000.0,814,0.568784,172.222,3.05251066464,172.245075478,88.9943,88.9902,18.7735849057,172.211290733,4.0,227.338,172.661,814,0.0
99.9956828753,15.0846380776,75.0,1000.0,-183.07,1000.0,1000.0,815,0.626565,171.259,3.47382082371,171.291804421,124.181,89.0995,16.2580645161,171.25340061,4.0,227.35,171.711,815,0.0
99.9956828753,14.2324005175,59.0,1000.0,-182.446,1000.0,1000.0,816,0.713766,170.508,3.24477453323,170.53525042,111.053,89.1262,17.7142857143,170.511875392,3.0,227.368,170.937,816,0.0
99.9956828753,15.7142849148,100.0,1000.0,-181.73,1000.0,1000.0,817,0.666767,170.056,3.43423408541,170.079479764,120.379,89.149,17.3859649123,170.058953575,3.0,227.344,170.517,817,0.0
99.9956828753,12.046483661,67.0,1000.0,-181.197,1000.0,1000.0,818,0.665178,169.33,3.25670115371,169.345439497,108.595,89.1658,15.1363636364,169.321801917,3.0,227.488,169.705,818,0.0
99.9956828753,13.0148661912,66.0,1000.0,-180.694,1000.0,1000.0,819,0.592069,169.101,3.21678879963,169.120871171,97.2606,89.1727,17.5344827586,169.101021063,4.0,227.523,169.527,819,0.0
99.9956828753,16.8214268077,86.0,1000.0,-179.7,1000.0,1000.0,820,0.687766,168.121,3.24262681675,168.139463394,91.3261,89.1823,19.0196078431,168.112050615,3.0,227.558,168.545,820,0.0
99.9956828753,14.202556803,54.0,1000.0,-178.915,1000.0,1000.0,821,0.641065,167.554,3.11052083289,167.578637134,88.7891,89.1792,20.9591836735,167.548365015,4.0,227.57,167.965,821,0.0
99.9956828753,13.3421273517,64.0,1000.0,-178.733,1000.0,1000.0,822,0.440979,167.446,3.16022318548,167.469217436,99.1773,89.1869,16.4098360656,167.452101131,4.0,227.663,167.797,822,0.0
99.9956828753,12.8174914058,76.0,1000.0,-177.773,1000.0,1000.0,823,0.522603,166.264,3.15775434551,166.266284193,99.2517,89.2097,15.15625,166.25139237,4.0,227.757,166.687,823,0.0
99.9956828753,12.4918723577,58.0,1000.0,-176.76,1000.0,1000.0,824,0.56527,165.871,2.86746441914,165.890047159,83.4376,89.2297,16.125,165.861583035,3.0,227.866,166.22,824,0.0
99.9956828753,12.6828584301,65.0,1000.0,-176.386,1000.0,1000.0,825,0.58211,165.163,3.3073632307,165.183128681,97.9081,89.2609,14.2714285714,165.158080311,3.0,227.901,165.603,825,0.0
99.9956828753,15.1782338394,65.0,1000.0,-175.71,1000.0,1000.0,826,0.516588,164.464,3.35359268697,164.485045404,117.754,89.2485,18.8679245283,164.459182232,3.0,227.91,164.873,826,0.0
99.9956828753,11.863251349,48.0,1000.0,-175.142,1000.0,1000.0,827,0.515872,163.549,3.12835406524,163.575985736,93.632,89.3387,16.1935483871,163.548644521,3.0,227.957,163.942,827,0.0
94.8032010308,8.57805549458,44.0,1000.0,-174.803,97.0,679.8,828,0.556361,163.51,2.90378222417,163.519589387,88.6785,89.3936,11.4827586207,163.4925787,2.0,228.021,163.861,828,346.947104518
99.9956828753,15.4056328935,81.0,1000.0,-173.946,1000.0,1000.0,829,0.592074,162.727,3.25622697811,162.766111015,102.04,89.3641,16.7627118644,162.727709979,3.0,228.024,163.153,829,0.0
99.9956828753,15.8799339832,73.0,1000.0,-173.186,1000.0,1000.0,830,0.611059,162.016,2.95305828328,162.053903928,91.2698,89.2803,18.4528301887,162.013822573,3.0,228.035,162.417,830,0.0
99.9956828753,14.1420712408,55.0,1000.0,-172.889,1000.0,1000.0,831,0.635378,161.67,3.26856723982,161.694239565,105.248,89.2554,16.6612903226,161.660926037,3.0,228.063,162.078,831,0.0
95.4354083714,12.7828355421,57.0,1000.0,-172.095,54.0,609.764705882,832,0.649555,160.862,2.90832466093,160.896258654,82.1375,89.2634,16.0483870968,160.859815017,3.0,228.171,161.255,832,293.518318781
99.9956828753,16.2735344351,63.0,1000.0,-171.726,1000.0,1000.0,833,0.677134,160.147,3.1835144436,160.175589484,97.4296,89.2948,17.0508474576,160.13172223,3.0,228.224,160.596,833,0.0
99.9956828753,15.6739425987,74.0,1000.0,-171.123,1000.0,1000.0,834,0.475063,160.012,3.0245084843,160.065264047,92.7996,89.3209,15.8548387097,160.019488713,2.0,228.366,160.431,834,0.0
99.9956828753,15.1449661604,56.0,1000.0,-171.186,1000.0,1000.0,835,0.595808,159.976,3.15462732238,160.020938715,105.795,89.3632,19.7,159.97906529,3.0,228.423,160.351,835,0.0
99.9956828753,13.5240307706,55.0,1000.0,-170.383,1000.0,1000.0,836,0.614275,159.638,2.8799396477,159.68657475,84.9611,89.4067,15.8461538462,159.638668966,3.0,228.46,160.089,836,0.0
99.9956828753,14.6581656873,66.0,1000.0,-170.091,1000.0,1000.0,837,0.631373,158.94,3.2868397589,158.974491418,110.508,89.3498,16.9491525424,158.938988145,3.0,228.42,159.335,837,0.0
99.9956828753,17.6062063035,85.0,1000.0,-169.7,1000.0,1000.0,838,0.587413,158.519,2.79511026253,158.553014987,83.0874,89.4123,16.2950819672,158.518534448,3.0,228.413,158.867,838,0.0
99.9956828753,18.4784529423,97.0,1000.0,-169.065,1000.0,1000.0,839,0.713932,158.049,3.03485680783,158.075514873,94.5779,89.4493,18.0363636364,158.047303588,3.0,228.477,158.418,839,0.0
99.9956828753,18.6864861133,83.0,1000.0,-168.653,1000.0,1000.0,840,0.728167,157.858,2.94638019509,157.895319153,88.7308,89.4227,19.1509433962,157.857927452,3.0,228.452,158.26,840,0.0
94.3843467871,18.0291713733,78.0,1000.0,-168.398,48.0,913.454545455,841,0.705367,157.467,3.06896286896,157.496036673,87.5593,89.4374,17.8571428571,157.467300525,3.0,228.52,157.927,841,273.680757498
99.9956828753,18.9885890571,78.0,1000.0,-168.139,1000.0,1000.0,842,0.663676,156.918,3.09692434738,156.960230077,89.0257,89.4679,16.393442623,156.918622292,3.0,228.541,157.342,842,0.0
91.3895279483,17.7561230222,88.0,1000.0,-167.996,59.0,844.333333333,843,0.334564,156.913,2.96029978766,156.920543546,87.308,89.5134,14.0422535211,156.901756697,3.0,228.544,157.328,843,348.092979277
99.9956828753,19.9915667368,95.0,1000.0,-167.735,1000.0,1000.0,844,0.423276,156.698,2.9411739459,156.726917092,83.4288,89.554,16.2881355932,156.697390724,3.0,228.637,157.08,844,0.0
87.5656345558,19.8746500517,88.0,1000.0,-167.373,55.0,783.461538462,845,0.797892,156.333,3.0399506961,156.352520928,88.9009,89.6626,18.1296296296,156.321563358,3.0,228.648,156.737,845,395.349818882
99.9956828753,20.3372268254,113.0,1000.0,-166.66,1000.0,1000.0,846,0.802948,155.874,2.91357945764,155.911979118,86.4584,89.7041,17.3442622951,155.8793549,3.0,228.731,156.278,846,0.0
99.9956828753,23.9857185349,99.0,1000.0,-166.405,1000.0,1000.0,847,0.665188,155.774,2.78300396404,155.784325019,70.2311,89.693,23.9512195122,155.770469973,3.0,228.758,156.14,847,0.0
99.9956828753,34.559612006,157.0,1000.0,-166.145,1000.0,1000.0,848,0.625474,155.925,3.09835539856,155.943887149,91.4042,89.7456,29.5294117647,155.925213731,3.0,228.714,156.311,848,0.0
99.9956828753,32.2519766836,170.0,1000.0,-165.376,1000.0,1000.0,849,0.773303,154.706,3.10899803535,154.725217478,92.1753,89.8018,25.4,154.718826514,3.0,228.752,155.052,849,0.0
60.8599273708,24.8594347602,130.0,1000.0,-165.414,41.0,412.346153846,850,0.822815,154.799,3.08060509222,154.794136355,88.7558,89.8756,22.3571428571,154.775396603,3.0,228.74,155.15,850,464.585583927
94.6593773235,21.2855033547,67.0,1000.0,-165.187,53.0,913.909090909,851,0.740355,153.967,2.95128317913,153.986863042,82.9889,89.8988,30.1142857143,153.966348395,3.0,228.79,154.365,851,272.243358562
94.6593773235,23.4142022318,116.0,1000.0,-164.863,53.0,913.909090909,852,0.883792,154.522,2.9888283917,154.545107608,84.9435,89.9393,24.3414634146,154.525866401,3.0,228.848,154.893,852,272.243358562
99.9956828753,17.4256301965,81.0,1000.0,-164.365,1000.0,1000.0,853,0.877055,153.879,2.90907565741,153.899860081,84.3873,90.0487,23.6097560976,153.876344792,4.0,228.793,154.28,853,0.0
93.6650460861,24.9821936587,103.0,1000.0,-163.895,36.0,912.363636364,854,0.899973,152.926,2.75300352893,152.939031018,74.3979,90.0388,25.8,152.914302601,4.0,228.878,153.249,854,277.130514946
99.9956828753,15.7530290167,75.0,1000.0,-163.316,1000.0,1000.0,855,0.926928,153.219,3.15552531481,153.26173358,91.0415,90.0296,23.0697674419,153.225226602,4.0,228.854,153.598,855,0.0
99.9956828753,35.236970381,201.0,1000.0,-162.931,1000.0,1000.0,856,0.933731,152.418,3.07149732312,152.452088356,84.5629,90.0691,28.8857142857,152.426426513,3.0,228.847,152.822,856,0.0
95.7180149631,26.5394584938,115.0,1000.0,-162.585,75.0,915.909090909,857,0.903954,152.255,3.03808536528,152.268923807,81.0963,89.9542,27.0,152.247136615,3.0,228.892,152.642,857,265.918803241
