AverageDiscountedReturn,StdEsReturn,MaxEsReturn,MaxReturn,AveragePolicySurr,MinReturn,AverageReturn,Epoch,AverageAction,AverageQ,AverageAbsQYDiff,AverageAbsY,AverageQLoss,PolicyRegParamNorm,AverageEsReturn,AverageY,MinEsReturn,QFunRegParamNorm,AverageAbsQ,Iteration,StdReturn
99.9956828753,25.8770540859,105.0,1000.0,-98.1441,1000.0,1000.0,1844,0.163279,94.8731,1.38660890764,94.8862844914,24.4629,96.9467,21.8260869565,94.8684099748,3.0,256.616,95.0285,1844,0.0
99.9956828753,19.2359253456,92.0,1000.0,-98.3148,1000.0,1000.0,1845,0.546036,94.9922,1.28842534356,95.0056915393,21.4733,97.0076,20.9787234043,94.993588581,3.0,256.646,95.1239,1845,0.0
99.9956828753,30.9771055097,170.0,1000.0,-98.3682,1000.0,1000.0,1846,0.261614,95.1069,1.50787252904,95.1194809272,27.99,97.0665,24.119047619,95.1070868177,3.0,256.737,95.2381,1846,0.0
99.9956828753,24.432646069,98.0,1000.0,-98.6852,1000.0,1000.0,1847,0.359396,95.482,1.3675361089,95.4996886953,22.3753,97.1099,24.1463414634,95.4846428174,3.0,256.766,95.6253,1847,0.0
99.9956828753,20.0844937271,112.0,1000.0,-98.4548,1000.0,1000.0,1848,0.515896,95.2277,1.40812167389,95.2412504731,24.2568,97.1487,17.2631578947,95.2284089222,3.0,256.834,95.3644,1848,0.0
99.9956828753,29.225863555,164.0,1000.0,-98.2347,1000.0,1000.0,1849,0.869881,95.0754,1.22532156057,95.1003548072,19.5797,97.2189,24.4634146341,95.0821241323,3.0,256.812,95.1889,1849,0.0
99.9956828753,29.3832660971,147.0,1000.0,-98.4453,1000.0,1000.0,1850,0.86471,95.2643,1.36048328598,95.2665624994,21.2091,97.2714,29.3714285714,95.2561911834,4.0,256.877,95.3996,1850,0.0
87.6193280972,28.9339056893,108.0,1000.0,-98.3074,53.0,740.857142857,1851,0.451365,94.8729,1.33626964594,94.8837552365,20.7904,97.3289,30.78125,94.8751923983,4.0,256.926,94.9993,1851,385.301154413
99.9956828753,41.0059013763,175.0,1000.0,-98.1712,1000.0,1000.0,1852,0.232865,94.9452,1.388301373,94.9546607421,22.2368,97.4191,34.5862068966,94.9441905304,3.0,256.936,95.0782,1852,0.0
99.9956828753,28.6384308617,102.0,1000.0,-98.315,1000.0,1000.0,1853,0.00730771,94.8758,1.37001593784,94.8900628059,20.6485,97.4166,41.0833333333,94.8781279197,4.0,256.976,95.0252,1853,0.0
99.9956828753,31.463438637,163.0,1000.0,-98.2686,1000.0,1000.0,1854,0.767189,95.0477,1.35969824135,95.0686256902,22.5982,97.4921,32.2903225806,95.051511109,3.0,256.991,95.1832,1854,0.0
99.9956828753,49.3986054684,179.0,1000.0,-98.051,1000.0,1000.0,1855,0.234618,94.9002,1.44164960654,94.9268598746,27.1547,97.5301,41.8333333333,94.9110249328,3.0,256.998,95.0224,1855,0.0
99.9956828753,28.1175219627,125.0,1000.0,-97.7804,1000.0,1000.0,1856,0.640071,94.567,1.38208130567,94.583243227,21.3832,97.4939,45.6363636364,94.5619958929,6.0,257.076,94.703,1856,0.0
67.9137044159,26.7005786162,104.0,1000.0,-97.751,31.0,187.185185185,1857,0.960478,94.7952,1.52065341897,94.8221600344,27.3863,97.5109,30.78125,94.7904926335,3.0,257.125,94.9489,1857,189.487913626
99.9956828753,29.430436573,139.0,1000.0,-97.8124,1000.0,1000.0,1858,0.204576,94.7695,1.63995679862,94.7959588423,31.7215,97.5214,30.9696969697,94.7726927511,3.0,257.153,94.9117,1858,0.0
99.9956828753,33.8815651624,179.0,1000.0,-98.056,1000.0,1000.0,1859,0.519908,94.8111,1.46082348119,94.8264779317,24.1949,97.5071,32.3225806452,94.8037576659,4.0,257.181,94.9284,1859,0.0
99.9956828753,28.5120660578,129.0,1000.0,-98.1931,1000.0,1000.0,1860,0.372287,95.0196,1.30641817976,95.0507443595,19.9215,97.5651,25.6216216216,95.0216520846,3.0,257.257,95.1537,1860,0.0
99.9956828753,21.4373178377,83.0,1000.0,-97.9047,1000.0,1000.0,1861,0.849462,94.9225,1.41839173562,94.9620408453,22.1281,97.567,25.9512195122,94.9219829215,3.0,257.347,95.0697,1861,0.0
99.9956828753,41.4238553339,147.0,1000.0,-97.9016,1000.0,1000.0,1862,0.858201,94.768,1.69292617754,94.8304313684,30.9459,97.5974,34.1724137931,94.7738315627,3.0,257.361,94.9203,1862,0.0
99.9956828753,35.8533543445,154.0,1000.0,-97.451,1000.0,1000.0,1863,0.865678,94.3129,1.96162478838,94.3839449528,42.7893,97.6143,38.8076923077,94.3163650736,3.0,257.321,94.5009,1863,0.0
99.9956828753,36.813650973,159.0,1000.0,-97.8018,1000.0,1000.0,1864,0.70599,94.5845,1.57374975333,94.6342998678,28.2699,97.6562,33.5714285714,94.584938119,3.0,257.344,94.7265,1864,0.0
99.9956828753,22.3107092427,77.0,1000.0,-98.034,1000.0,1000.0,1865,0.0310415,94.7824,1.45871598305,94.8217164278,25.2823,97.6416,29.1944444444,94.7829776413,3.0,257.368,94.936,1865,0.0
99.9956828753,24.0431299702,132.0,1000.0,-98.222,1000.0,1000.0,1866,0.0244833,94.8226,1.34215195629,94.8630331618,22.8015,97.621,22.4888888889,94.8316620545,3.0,257.352,94.9568,1866,0.0
99.9956828753,37.3991235786,180.0,1000.0,-98.1653,1000.0,1000.0,1867,0.0251431,94.6049,1.40979457917,94.6348306712,23.6985,97.6901,26.5,94.6046366938,3.0,257.38,94.7531,1867,0.0
99.9956828753,22.8180781697,93.0,1000.0,-98.1081,1000.0,1000.0,1868,0.0244112,94.8501,1.40173427068,94.8795535744,24.1808,97.6929,23.1555555556,94.8482890789,4.0,257.434,94.9745,1868,0.0
99.9956828753,19.2452097721,78.0,1000.0,-98.2533,1000.0,1000.0,1869,0.0194474,94.7699,1.40253028567,94.8000658089,24.335,97.7358,21.4090909091,94.7681397052,4.0,257.524,94.9084,1869,0.0
99.9956828753,26.1246966232,143.0,1000.0,-98.4409,1000.0,1000.0,1870,0.0180373,95.0969,1.37865768197,95.1215517633,23.8079,97.7893,22.5744680851,95.0951929141,4.0,257.583,95.2318,1870,0.0
99.9956828753,20.3209153337,74.0,1000.0,-98.3353,1000.0,1000.0,1871,0.0121512,94.8256,1.43711029075,94.8510487887,24.2248,97.841,18.98,94.8279519757,3.0,257.664,94.9768,1871,0.0
99.9956828753,25.2066412619,139.0,1000.0,-98.287,1000.0,1000.0,1872,0.0295635,95.011,1.32875129813,95.0338153905,22.6025,97.909,22.8043478261,95.0098753255,3.0,257.769,95.1399,1872,0.0
99.9956828753,31.478084797,97.0,1000.0,-98.4377,1000.0,1000.0,1873,0.0216742,95.0167,1.43009084013,95.035342662,24.0625,97.9216,36.7692307692,95.0192604111,3.0,257.841,95.1714,1873,0.0
99.9956828753,21.2119447532,84.0,1000.0,-98.5297,1000.0,1000.0,1874,0.0682521,95.2165,1.2694839754,95.2339013189,21.8163,97.9952,19.6981132075,95.2207095236,3.0,257.893,95.3323,1874,0.0
99.9956828753,21.2722123144,97.0,1000.0,-98.3669,1000.0,1000.0,1875,0.110573,94.9523,1.42806195261,94.9648119809,25.0414,98.0056,21.2978723404,94.9538333014,3.0,257.914,95.0867,1875,0.0
99.9956828753,31.3531852006,188.0,1000.0,-98.54,1000.0,1000.0,1876,0.0438705,95.209,1.28375214329,95.2253363205,20.2096,97.9989,21.3333333333,95.2096583355,3.0,257.952,95.3042,1876,0.0
99.9956828753,26.3074897256,151.0,1000.0,-98.552,1000.0,1000.0,1877,0.0393663,95.1079,1.3840898533,95.1300949714,22.5007,98.0484,19.3773584906,95.1127933992,3.0,257.974,95.2266,1877,0.0
99.9956828753,23.1731962746,99.0,1000.0,-98.73,1000.0,1000.0,1878,0.0280078,95.4454,1.26860422803,95.4610656145,19.017,98.013,23.3170731707,95.4451428151,3.0,257.99,95.5842,1878,0.0
99.9956828753,26.2581674537,96.0,1000.0,-98.6016,1000.0,1000.0,1879,0.0240277,95.4184,1.38694080109,95.4387148282,23.3828,98.0638,22.4444444444,95.4228811728,3.0,258.059,95.5553,1879,0.0
99.9956828753,24.7664017081,132.0,1000.0,-98.7957,1000.0,1000.0,1880,0.355515,95.4622,1.37049032902,95.4723046305,23.8687,98.0375,16.3650793651,95.4593527922,3.0,258.121,95.5811,1880,0.0
99.9956828753,25.6671736854,92.0,1000.0,-98.5977,1000.0,1000.0,1881,0.0262874,95.5431,1.30647480804,95.559664072,20.0117,98.1569,34.7586206897,95.5411317967,3.0,258.171,95.6846,1881,0.0
99.9956828753,20.1754781196,90.0,1000.0,-98.6721,1000.0,1000.0,1882,0.416048,95.2453,1.44148462098,95.2695787996,26.2359,98.2556,18.3090909091,95.2469461178,3.0,258.198,95.3986,1882,0.0
99.9956828753,17.2738476649,83.0,1000.0,-98.7102,1000.0,1000.0,1883,0.434841,95.4318,1.31170835314,95.4534660192,22.3472,98.244,14.7647058824,95.4295942449,3.0,258.203,95.5487,1883,0.0
99.9956828753,22.0649316162,100.0,1000.0,-99.1032,1000.0,1000.0,1884,0.0198821,95.5178,1.3351312001,95.53062411,22.1875,98.2144,19.6274509804,95.513084864,3.0,258.261,95.6356,1884,0.0
99.9956828753,18.910236099,96.0,1000.0,-98.9687,1000.0,1000.0,1885,0.290474,95.3391,1.29229142277,95.3654526294,21.3487,98.2309,13.7638888889,95.3405658657,2.0,258.369,95.4822,1885,0.0
99.9956828753,20.0088862542,78.0,1000.0,-99.0606,1000.0,1000.0,1886,0.18384,95.7023,1.45256094759,95.7344462244,26.6295,98.2184,16.7586206897,95.7103321957,3.0,258.422,95.8351,1886,0.0
99.9956828753,27.4540774842,142.0,1000.0,-99.3125,1000.0,1000.0,1887,0.0117193,95.727,1.3476130964,95.7433745823,25.352,98.2343,22.4565217391,95.7282447884,3.0,258.422,95.8399,1887,0.0
95.8450776344,20.1927633648,119.0,1000.0,-99.1258,78.0,916.181818182,1888,0.187219,95.7828,1.41338807457,95.7965184865,23.5427,98.2451,15.4,95.7846668832,3.0,258.438,95.9231,1888,265.05636388
99.9956828753,19.9548124662,78.0,1000.0,-98.99,1000.0,1000.0,1889,0.209707,95.6853,1.36756860688,95.6982987988,21.8365,98.269,19.6274509804,95.6806422508,3.0,258.554,95.8163,1889,0.0
99.9956828753,33.1207394166,156.0,1000.0,-98.8793,1000.0,1000.0,1890,0.730996,95.5975,1.34128211604,95.6210015276,23.6705,98.2339,26.2631578947,95.5957445426,4.0,258.738,95.7486,1890,0.0
99.9956828753,16.9646060871,71.0,1000.0,-98.7892,1000.0,1000.0,1891,0.487989,95.6677,1.23836686926,95.7025487758,20.2423,98.2942,17.1724137931,95.6728958596,3.0,258.839,95.7896,1891,0.0
99.9956828753,31.6782259604,135.0,1000.0,-98.7131,1000.0,1000.0,1892,0.406132,95.4646,1.25869781869,95.4876680359,19.5519,98.3383,25.2,95.4589549681,3.0,258.907,95.5889,1892,0.0
99.9956828753,25.0746837476,131.0,1000.0,-98.553,1000.0,1000.0,1893,0.566365,95.3737,1.39962206672,95.4063193375,24.9541,98.3727,18.5283018868,95.3701321217,2.0,259.039,95.5216,1893,0.0
99.9956828753,17.8192578846,82.0,1000.0,-98.9092,1000.0,1000.0,1894,0.530241,95.7524,1.36057328317,95.7841093436,22.5528,98.415,14.0588235294,95.7516554799,3.0,259.096,95.9026,1894,0.0
99.9956828753,34.7216315213,131.0,1000.0,-98.5616,1000.0,1000.0,1895,0.537243,95.3903,1.42872281684,95.4296351543,25.7053,98.4767,31.2352941176,95.3935407985,3.0,259.186,95.5397,1895,0.0
99.9956828753,38.7231704566,131.0,1000.0,-98.4973,1000.0,1000.0,1896,0.820681,95.1013,1.27528209262,95.137593104,19.5214,98.5561,30.0303030303,95.1023735196,2.0,259.252,95.2392,1896,0.0
99.9956828753,29.873946735,163.0,1000.0,-98.5618,1000.0,1000.0,1897,0.356297,95.3143,1.38617222281,95.3504498964,22.8326,98.5431,21.1914893617,95.3138584067,3.0,259.336,95.4464,1897,0.0
99.9956828753,34.7965515533,157.0,1000.0,-98.3391,1000.0,1000.0,1898,0.000601099,95.1324,1.36576479527,95.1569925602,21.4968,98.5886,28.0,95.1305392735,4.0,259.449,95.2676,1898,0.0
99.9956828753,28.8495458594,127.0,1000.0,-98.1163,1000.0,1000.0,1899,0.760053,95.0417,1.63452990456,95.0653854806,28.6158,98.6706,36.0,95.0403674018,5.0,259.445,95.1821,1899,0.0
99.9956828753,20.9283715251,85.0,1000.0,-97.9962,1000.0,1000.0,1900,0.620157,94.7603,1.40468430986,94.7758786171,23.8184,98.6366,29.9428571429,94.7574447936,4.0,259.505,94.8853,1900,0.0
99.9956828753,29.1908524601,107.0,1000.0,-98.1681,1000.0,1000.0,1901,0.365049,94.9885,1.30637173697,95.0120083713,20.1884,98.6198,35.9642857143,94.9984169281,4.0,259.55,95.1275,1901,0.0
99.9956828753,24.0168397952,111.0,1000.0,-97.9766,1000.0,1000.0,1902,0.0230764,94.7136,1.46444092256,94.7287023657,26.3264,98.6119,20.9375,94.7096302973,4.0,259.586,94.8488,1902,0.0
99.9956828753,25.3042168588,136.0,1000.0,-97.8734,1000.0,1000.0,1903,0.336888,94.7891,1.34707842819,94.8233970795,23.5892,98.6216,23.8048780488,94.7928259746,3.0,259.669,94.9038,1903,0.0
99.9956828753,18.9495235941,79.0,1000.0,-97.8866,1000.0,1000.0,1904,7.03762e-05,94.6997,1.37204940947,94.728610915,23.3345,98.6878,22.7333333333,94.7017416748,3.0,259.737,94.8325,1904,0.0
99.9956828753,27.4243134923,138.0,1000.0,-97.7053,1000.0,1000.0,1905,7.23358e-06,94.5505,1.27461414826,94.5666809458,20.4958,98.7773,23.380952381,94.5475121464,3.0,259.837,94.6628,1905,0.0
99.9956828753,25.4438798222,92.0,1000.0,-97.96,1000.0,1000.0,1906,0.0934132,94.795,1.43037065367,94.8204764568,25.8223,98.7988,28.5428571429,94.8003902006,5.0,259.899,94.9301,1906,0.0
99.9956828753,19.7293220218,76.0,1000.0,-97.8406,1000.0,1000.0,1907,0.330608,94.5856,1.35276982092,94.6053826117,23.2981,98.7983,20.7551020408,94.5835801897,3.0,259.916,94.718,1907,0.0
99.9956828753,23.6292773214,148.0,1000.0,-97.9258,1000.0,1000.0,1908,0.497689,94.763,1.39925602521,94.7895302964,24.4962,98.7678,16.3965517241,94.7647945405,3.0,260.074,94.9059,1908,0.0
99.9956828753,21.1368264434,152.0,1000.0,-98.2471,1000.0,1000.0,1909,0.506169,94.9264,1.39617905348,94.9561786253,22.6965,98.7414,13.0,94.9255587583,3.0,260.13,95.0494,1909,0.0
99.9956828753,40.2991589335,221.0,1000.0,-98.0482,1000.0,1000.0,1910,0.482278,94.6343,1.33386453285,94.6485860305,21.8769,98.7753,22.5227272727,94.6298105515,2.0,260.144,94.7677,1910,0.0
99.9956828753,20.9862080297,126.0,1000.0,-98.0933,1000.0,1000.0,1911,0.574942,94.8811,1.4426744394,94.90771952,25.0913,98.8669,17.3103448276,94.8830084549,3.0,260.25,95.0025,1911,0.0
99.9956828753,24.0407554461,111.0,1000.0,-98.3032,1000.0,1000.0,1912,0.56394,95.0054,1.47899714586,95.0270561941,25.6218,98.8804,22.7948717949,95.0125324481,3.0,260.349,95.1346,1912,0.0
99.9956828753,28.801812009,118.0,1000.0,-98.384,1000.0,1000.0,1913,0.624711,94.9027,1.27539487202,94.9136417518,21.2194,98.8472,26.425,94.9009377767,3.0,260.391,95.009,1913,0.0
99.9956828753,22.2723428547,79.0,1000.0,-98.6133,1000.0,1000.0,1914,0.626864,95.2683,1.42455913533,95.2873023153,22.5729,98.8334,24.5476190476,95.2744318695,3.0,260.414,95.4155,1914,0.0
99.9956828753,24.7047524222,92.0,1000.0,-98.781,1000.0,1000.0,1915,0.44807,95.5265,1.33744791191,95.5377969306,21.6941,98.8183,24.1315789474,95.5236189793,3.0,260.433,95.6658,1915,0.0
99.9956828753,24.2989107981,113.0,1000.0,-98.9471,1000.0,1000.0,1916,0.388929,95.7634,1.39412777006,95.787687921,22.534,98.7757,22.3541666667,95.7649579293,3.0,260.425,95.9156,1916,0.0
99.9956828753,14.9813076052,65.0,1000.0,-99.1336,1000.0,1000.0,1917,0.351652,95.5004,1.28586049769,95.5294419892,21.4303,98.807,13.6447368421,95.5060843102,3.0,260.506,95.63,1917,0.0
99.9956828753,22.5293144162,118.0,1000.0,-99.3236,1000.0,1000.0,1918,0.437794,95.8376,1.47531312039,95.8490622957,24.2423,98.8487,16.3442622951,95.8328033598,3.0,260.605,95.9714,1918,0.0
99.9956828753,17.1064095302,83.0,1000.0,-99.1532,1000.0,1000.0,1919,0.360354,95.6454,1.4141056424,95.6700669176,25.7769,98.9196,14.7121212121,95.6467324543,3.0,260.651,95.788,1919,0.0
99.9956828753,23.8202816098,114.0,1000.0,-99.3555,1000.0,1000.0,1920,0.565948,95.9752,1.35425290958,96.0126719999,26.3574,98.9121,21.2708333333,95.974631308,3.0,260.699,96.1059,1920,0.0
99.9956828753,35.7446309107,169.0,1000.0,-99.4455,1000.0,1000.0,1921,0.675334,96.1419,1.36974188662,96.1731128957,24.6887,98.8656,21.8695652174,96.1388434407,3.0,260.765,96.2686,1921,0.0
99.9956828753,12.0587092649,62.0,1000.0,-99.4476,1000.0,1000.0,1922,0.511574,96.1428,1.42706875215,96.1785696551,26.6751,98.8616,10.8555555556,96.1408305953,3.0,260.775,96.2796,1922,0.0
99.9956828753,15.5955834204,80.0,1000.0,-99.5812,1000.0,1000.0,1923,0.273704,96.3166,1.33974170936,96.3594134695,20.944,98.9054,15.3333333333,96.3131288685,3.0,260.793,96.4558,1923,0.0
99.9956828753,25.4964781882,111.0,1000.0,-99.5705,1000.0,1000.0,1924,0.435563,96.1122,1.24411651322,96.1631302073,18.7531,98.8972,21.64,96.1190707152,3.0,260.844,96.2535,1924,0.0
99.9956828753,17.1285254247,80.0,1000.0,-99.502,1000.0,1000.0,1925,0.284499,96.2947,1.4188150399,96.3276157681,23.0315,98.9338,17.3728813559,96.286403738,3.0,260.858,96.47,1925,0.0
99.9956828753,10.0326880518,49.0,1000.0,-99.251,1000.0,1000.0,1926,0.369468,96.2106,1.39607040584,96.2388757919,24.4888,98.9539,11.125,96.2137728478,3.0,260.88,96.3473,1926,0.0
99.9956828753,17.1674310278,73.0,1000.0,-99.2991,1000.0,1000.0,1927,0.284281,96.0136,1.32108650583,96.0352310852,21.1482,99.0556,20.2127659574,96.0098643166,3.0,260.946,96.1499,1927,0.0
99.9956828753,18.8106778024,81.0,1000.0,-99.3012,1000.0,1000.0,1928,0.51986,95.9759,1.2790408836,96.0007968812,19.3902,99.1084,20.0392156863,95.9760089529,3.0,261.014,96.0906,1928,0.0
99.9956828753,17.0033929526,79.0,1000.0,-99.2187,1000.0,1000.0,1929,0.430293,95.8583,1.39413644931,95.8922893983,23.2498,99.0872,19.1090909091,95.8639608216,3.0,261.067,96.0043,1929,0.0
99.9956828753,24.9597862512,91.0,1000.0,-99.3661,1000.0,1000.0,1930,0.440967,96.1438,1.32109606369,96.1779371989,21.1448,99.1057,22.9047619048,96.138677285,2.0,261.139,96.2857,1930,0.0
99.9956828753,16.860241373,90.0,1000.0,-99.2889,1000.0,1000.0,1931,0.152602,96.1613,1.31634632533,96.1872720613,21.6689,99.1079,17.3728813559,96.1592738015,3.0,261.132,96.2825,1931,0.0
99.9956828753,25.5906171168,110.0,1000.0,-99.2423,1000.0,1000.0,1932,0.142714,95.8704,1.14765988286,95.8993212092,16.6522,99.0962,25.3076923077,95.8698910886,3.0,261.259,95.9973,1932,0.0
99.9956828753,11.972052592,70.0,1000.0,-99.2358,1000.0,1000.0,1933,0.246236,95.9497,1.33765958793,95.989982896,21.1185,99.1274,11.8255813953,95.9602797696,3.0,261.364,96.1078,1933,0.0
99.9956828753,16.8739736368,98.0,1000.0,-99.2875,1000.0,1000.0,1934,0.344834,95.8721,1.35241313481,95.8927828917,23.2925,99.1082,15.9180327869,95.8648905211,3.0,261.428,95.9844,1934,0.0
99.9956828753,12.898923297,61.0,1000.0,-99.2295,1000.0,1000.0,1935,0.334554,95.8577,1.40191557541,95.8836310237,24.9159,99.1278,14.1333333333,95.8609188491,3.0,261.477,95.9871,1935,0.0
99.9956828753,33.7239166562,192.0,1000.0,-99.2393,1000.0,1000.0,1936,0.904583,95.8269,1.3906459325,95.8531650566,23.8839,99.1228,20.4912280702,95.8269989469,3.0,261.482,95.9605,1936,0.0
99.9956828753,33.6150302067,164.0,1000.0,-98.8933,1000.0,1000.0,1937,0.839955,96.0365,1.32326250216,96.0609786696,20.9068,99.1176,21.9268292683,96.0344696233,2.0,261.565,96.1816,1937,0.0
99.9956828753,27.6881194768,125.0,1000.0,-99.1476,1000.0,1000.0,1938,0.796052,95.8865,1.38910093767,95.9081714319,22.4249,99.1157,21.5319148936,95.8868602638,4.0,261.618,96.0305,1938,0.0
99.9956828753,29.7804890281,140.0,1000.0,-99.2838,1000.0,1000.0,1939,0.873451,95.9284,1.37365858504,95.9552370918,22.8004,99.1355,18.1379310345,95.9268337378,3.0,261.675,96.0506,1939,0.0
99.9956828753,24.062726215,93.0,1000.0,-99.3515,1000.0,1000.0,1940,0.791736,95.875,1.34841054125,95.9028745275,22.301,99.1319,19.8461538462,95.8783015684,3.0,261.733,96.0017,1940,0.0
99.9956828753,23.8874646915,134.0,1000.0,-99.1886,1000.0,1000.0,1941,0.819683,95.8538,1.41364150266,95.8745693946,23.7255,99.1477,16.3214285714,95.8503470446,3.0,261.826,95.9732,1941,0.0
99.9956828753,29.4988653266,199.0,1000.0,-99.3093,1000.0,1000.0,1942,0.565261,95.9901,1.27461677473,96.005551289,19.4608,99.1203,18.4833333333,95.9894475236,3.0,261.856,96.099,1942,0.0
99.9956828753,18.3293134987,112.0,1000.0,-99.1589,1000.0,1000.0,1943,0.783228,95.6896,1.35933481162,95.702547416,24.8793,99.1297,13.36,95.687325259,3.0,261.919,95.8271,1943,0.0
99.9956828753,16.1263662547,79.0,1000.0,-99.5537,1000.0,1000.0,1944,0.712928,96.1936,1.45394193961,96.2125945716,24.2726,99.1356,14.6176470588,96.1923552878,3.0,261.885,96.3289,1944,0.0
99.9956828753,17.5351278883,94.0,1000.0,-99.347,1000.0,1000.0,1945,0.732324,95.8652,1.39739310137,95.892957712,25.6811,99.1669,15.4923076923,95.8688340605,3.0,261.943,96.007,1945,0.0
99.9956828753,17.009535141,66.0,1000.0,-99.6186,1000.0,1000.0,1946,0.0860229,96.1439,1.2101218298,96.1638833829,19.9009,99.1571,14.3,96.1469133497,3.0,262.01,96.2605,1946,0.0
93.4712523175,18.3379649181,96.0,1000.0,-99.3667,33.0,912.090909091,1947,0.896206,96.0099,1.41464443179,96.017588173,23.54,99.1159,16.0967741935,96.0090726515,2.0,262.015,96.1406,1947,277.992954308
99.9956828753,16.1139986276,99.0,1000.0,-99.3515,1000.0,1000.0,1948,0.779286,96.0379,1.36555944242,96.0530321662,24.5507,99.1183,12.582278481,96.0373749087,3.0,262.101,96.168,1948,0.0
99.9956828753,12.6614516655,62.0,1000.0,-99.7463,1000.0,1000.0,1949,0.288487,96.3507,1.46691687372,96.364172919,25.3972,99.1461,11.7380952381,96.3516748095,3.0,262.095,96.4761,1949,0.0
95.0716655596,15.5353477374,94.0,1000.0,-99.5847,61.0,914.636363636,1950,0.569979,96.2933,1.30958862605,96.299237617,22.3309,99.1502,12.7638888889,96.2918181376,3.0,262.122,96.4041,1950,269.943520263
99.9956828753,28.2083238355,157.0,1000.0,-99.6397,1000.0,1000.0,1951,0.527917,96.2807,1.30795867312,96.290199401,19.1948,99.2031,20.3518518519,96.281029518,3.0,262.205,96.4098,1951,0.0
99.9956828753,15.7833121603,87.0,1000.0,-99.4636,1000.0,1000.0,1952,0.406783,96.0507,1.32220711247,96.0715010321,21.773,99.2204,14.552238806,96.0530352015,3.0,262.278,96.2034,1952,0.0
99.9956828753,17.9090856751,94.0,1000.0,-99.2878,1000.0,1000.0,1953,0.0857674,95.9623,1.20230623762,95.9825033861,19.43,99.2625,22.2173913043,95.9613473697,4.0,262.358,96.0854,1953,0.0
99.9956828753,37.7504803338,223.0,1000.0,-99.4768,1000.0,1000.0,1954,0.868424,96.2704,1.25695427952,96.2879673851,18.9187,99.2741,27.8888888889,96.2682667414,4.0,262.449,96.4085,1954,0.0
99.9956828753,22.0549273743,112.0,1000.0,-99.5877,1000.0,1000.0,1955,0.44677,96.1632,1.27518307809,96.1730858533,19.6542,99.2365,13.9649122807,96.1641170254,3.0,262.579,96.2833,1955,0.0
99.9956828753,39.4649923329,209.0,1000.0,-99.3559,1000.0,1000.0,1956,0.776962,95.9594,1.42011943381,95.977493539,22.446,99.2809,21.9272727273,95.960341903,3.0,262.61,96.1191,1956,0.0
99.9956828753,30.4670466193,133.0,1000.0,-99.4649,1000.0,1000.0,1957,0.754048,96.2378,1.3079771993,96.2485399083,21.4693,99.323,23.7380952381,96.2359504334,3.0,262.689,96.3655,1957,0.0
99.9956828753,25.3520794254,129.0,1000.0,-99.5727,1000.0,1000.0,1958,0.220451,96.3023,1.55316879644,96.3235713039,27.2594,99.3916,20.3191489362,96.310859112,3.0,262.789,96.4323,1958,0.0
99.9956828753,26.7364651422,114.0,1000.0,-99.2429,1000.0,1000.0,1959,0.843138,96.0375,1.40614172538,96.058756561,24.4749,99.4508,28.1621621622,96.035701243,4.0,262.912,96.1527,1959,0.0
99.9956828753,27.6054618407,121.0,1000.0,-99.0909,1000.0,1000.0,1960,0.831715,95.6424,1.33000777045,95.6656224664,22.5355,99.468,30.53125,95.6511128687,3.0,263.008,95.7839,1960,0.0
99.9956828753,34.7047680797,141.0,1000.0,-99.0634,1000.0,1000.0,1961,0.834751,95.7552,1.29398939908,95.7699062966,20.473,99.4864,35.3103448276,95.7534772736,3.0,263.033,95.8939,1961,0.0
99.9956828753,24.1766455627,116.0,1000.0,-99.2426,1000.0,1000.0,1962,0.803036,96.0122,1.35597351977,96.0284170769,22.5234,99.485,24.9487179487,96.015684106,3.0,263.069,96.1572,1962,0.0
99.9956828753,22.2946027026,115.0,1000.0,-98.8167,1000.0,1000.0,1963,0.805739,95.6349,1.33388556361,95.6542814139,20.5377,99.4941,25.2307692308,95.6344034479,3.0,263.112,95.7754,1963,0.0
99.9956828753,28.7392891375,113.0,1000.0,-98.9554,1000.0,1000.0,1964,0.830665,95.6836,1.2311318453,95.7054085715,16.2572,99.5216,30.8484848485,95.6843027527,3.0,263.079,95.7845,1964,0.0
99.9956828753,22.5855124339,105.0,1000.0,-98.9747,1000.0,1000.0,1965,0.840019,95.6093,1.33420975398,95.6254832028,20.1452,99.572,23.4090909091,95.6069871055,3.0,263.123,95.7254,1965,0.0
99.9956828753,24.2075506742,96.0,1000.0,-98.9306,1000.0,1000.0,1966,0.8191,95.7338,1.18228941182,95.7585412138,16.7806,99.5735,28.5454545455,95.7368143239,3.0,263.186,95.8368,1966,0.0
99.9956828753,27.4644478997,132.0,1000.0,-98.8332,1000.0,1000.0,1967,0.800005,95.4816,1.31762354291,95.5028412526,20.2522,99.5549,30.78125,95.4834490242,4.0,263.188,95.5969,1967,0.0
99.9956828753,29.6136801349,163.0,1000.0,-98.7202,1000.0,1000.0,1968,0.647878,95.5785,1.35094654799,95.5998389168,23.0411,99.5438,28.9459459459,95.580271632,3.0,263.17,95.7007,1968,0.0
99.9956828753,45.5611856837,205.0,1000.0,-98.8055,1000.0,1000.0,1969,0.721518,95.4963,1.26673990176,95.507076174,19.2513,99.5915,34.3793103448,95.4932327176,4.0,263.223,95.6208,1969,0.0
