AverageAction,StdReturn,PolicyRegParamNorm,QFunRegParamNorm,MaxEsReturn,Iteration,AverageEsReturn,MinReturn,AverageAbsQ,AverageQLoss,Epoch,StdEsReturn,AverageAbsY,AverageReturn,AverageQ,AverageDiscountedReturn,AverageAbsQYDiff,AveragePolicySurr,MinEsReturn,MaxReturn,AverageY
0.677257,472.625258345,96.5872,197.96,490.912133731,749,136.97765598,616.293123424,341.113,341.849,749,150.057854601,340.939324522,1207.61856404,340.818,258.378611002,6.78867403316,-346.06,10.5588875694,3047.8587032,340.833240494
0.717434,401.127200129,96.6188,198.102,513.365430756,750,152.687508761,754.921919907,341.577,394.536,750,149.581145325,341.358751292,1349.30126227,341.264,255.579984037,7.0298147683,-346.27,14.3782674794,2510.63295724,341.28663602
0.722386,276.897761442,96.6731,198.281,484.546099632,751,197.530228056,510.189824462,341.535,347.165,751,141.932211162,341.241140878,919.403514089,341.191,255.264916762,6.83724359571,-346.349,10.9938950592,1835.754122,341.175563391
0.76937,161.710059714,96.6796,198.447,535.169492316,752,164.736740356,386.920571808,340.329,392.196,752,149.008333965,340.113611187,609.103255273,339.977,229.818426459,7.10603768505,-345.144,13.5044650653,1062.69884097,340.009579286
0.688899,279.38338824,96.7437,198.564,670.590527383,753,148.523594662,212.75312005,341.042,402.863,753,232.668562881,340.810040229,604.01777664,340.73,176.511179372,7.20207202451,-345.848,6.48218225593,1116.98772231,340.725718226
0.705115,311.57926178,96.735,198.769,803.078977911,754,180.724468909,307.591986881,341.483,354.734,754,218.118857584,341.275134946,992.296067769,341.177,255.392366564,6.96467643696,-346.261,6.57141913586,2048.20164605,341.179524929
0.732496,776.721937577,96.7936,198.928,728.383287947,755,185.260621568,292.970379421,340.127,385.638,755,229.454842754,339.919868326,1378.1540419,339.819,218.986923853,7.07383895674,-344.956,8.15271623852,3193.24761122,339.836720872
0.722872,58.3467544412,96.8171,199.083,608.667367316,756,143.474649203,587.627070127,340.933,365.149,756,164.926699196,340.711386714,764.825644579,340.6,255.639452318,6.92994980363,-345.736,6.23272413667,904.182089817,340.61819128
0.700733,630.57586933,96.9198,199.272,761.859046768,757,161.310492281,729.577229231,340.568,392.879,757,205.999600086,340.363045869,1189.69283463,340.257,257.238268391,7.12825427234,-345.639,8.93624576111,3457.86503736,340.27953032
0.673422,491.062515118,96.9663,199.391,491.774314919,758,161.776148525,1437.03040452,340.813,329.129,758,180.142777505,340.62802304,2195.36551342,340.547,242.114381111,6.73013049746,-345.467,8.59888789983,3304.65271951,340.542580964
0.735777,229.755385305,97.0695,199.521,741.694483084,759,386.281352009,1026.88419057,341.074,377.867,759,313.151989245,340.875669222,1272.17754622,340.786,251.151201514,6.96310162391,-345.893,6.66703074306,1935.31798021,340.8010125
0.740055,267.541784132,97.1064,199.615,494.231752521,760,123.417312087,1109.50281186,340.922,384.905,760,143.773492656,340.684748356,1539.45076295,340.604,247.136464892,6.99662040631,-345.536,8.22889725224,2404.30463013,340.604499183
0.691751,496.655409702,97.1433,199.768,636.610988948,761,222.537787041,296.609235834,340.682,341.987,761,208.363488969,340.560474728,1435.34053864,340.461,249.036104464,6.73545931905,-345.677,7.46526927689,3001.34501517,340.48005475
0.725147,242.210633072,97.2075,199.89,481.488916852,762,119.470530937,805.632089301,339.966,346.748,762,153.433121866,339.725370546,1052.60421154,339.668,251.392215671,6.90175474213,-344.848,6.71295417375,1772.89837284,339.67343287
0.722018,306.466811946,97.2334,200.104,476.365375343,763,155.817450604,11.799532496,340.255,387.251,763,160.330792473,340.05884865,731.339012424,340.013,227.070806226,7.17477786506,-345.145,9.02469648454,1216.38552262,340.014057086
0.698908,333.832618423,97.3375,200.268,1088.23802163,764,187.198929642,278.028222562,340.821,407.108,764,285.708594933,340.643092735,1272.69521238,340.587,258.124045926,7.00032847483,-345.507,5.768732713,2032.57763113,340.600072685
0.736931,114.831261231,97.3977,200.398,879.489841463,765,341.014317581,782.048967335,339.569,376.726,765,281.593200047,339.340336119,973.332893944,339.293,263.237738142,6.98676686428,-344.235,12.2056652879,1262.89703452,339.28052297
0.713456,430.923148029,97.479,200.586,816.130135167,766,232.202216528,293.359290594,340.075,394.479,766,235.847913363,339.838132025,1591.68280821,339.742,250.054487691,7.077214701,-345.056,6.87512822064,2261.54092952,339.754201822
0.677442,120.150400543,97.5138,200.659,814.006564038,767,278.481513987,739.836563764,340.42,359.937,767,292.445167501,340.267912572,917.55031243,340.169,204.986869128,7.04604241392,-345.079,6.48939387306,1135.44881432,340.191205321
0.735841,249.106376397,97.559,200.763,760.682092078,768,199.567686024,548.465457201,340.149,404.014,768,201.890071643,339.880611256,789.997267617,339.784,224.884454409,7.04413096484,-344.61,7.66613363218,1311.29668299,339.774245215
0.742368,153.832962936,97.6241,200.854,635.900709202,769,189.46797343,456.918666091,339.057,467.918,769,240.634073985,338.859906373,677.260371077,338.759,235.990527038,7.47094310662,-343.633,7.23807782943,1044.99554101,338.779514177
0.714494,221.840383805,97.6948,201.008,699.645454992,770,101.115218441,596.790795518,339.726,336.888,770,174.102630012,339.527765514,993.09737345,339.428,258.700777589,6.81985587338,-344.496,5.69545704495,1505.23669469,339.456392505
0.756338,332.901619794,97.7674,201.276,767.287828661,771,233.205633366,318.329115218,339.059,384.183,771,238.180201108,338.854575088,990.509124846,338.81,236.974548507,7.19410996137,-344.266,8.76859503359,1453.08581489,338.785337754
0.704103,244.605731271,97.7878,201.393,746.125383104,772,236.725235921,830.506746623,339.29,336.206,772,233.328515565,339.125530944,1140.49039832,339.024,254.932176469,6.69435144657,-344.055,7.0734885349,1836.01198845,339.047000201
0.686687,112.406680375,97.9079,201.521,277.113426399,773,83.3633562797,811.625794274,339.635,344.398,773,88.5139070772,339.464175993,1011.27931121,339.369,256.798581291,6.73540605972,-344.271,5.27588724089,1426.00943101,339.386577264
0.761562,153.669765707,97.9989,201.677,746.454268919,774,296.816988745,641.118305253,339.837,386.718,774,242.181727101,339.621008209,897.694830778,339.552,250.938503258,7.08968307896,-344.65,13.824859587,1234.79147746,339.559692706
0.743246,185.275949227,98.0711,201.754,945.756647044,775,481.982117309,875.188744271,338.901,410.357,775,362.862102768,338.708538513,1156.37012166,338.62,246.963328161,7.13782608148,-343.797,12.0756353498,1798.61589561,338.62364469
0.728594,418.15627044,98.1002,201.851,908.052751192,776,176.291698037,264.712591237,338.146,314.254,776,234.151118246,337.961960907,581.063674012,337.862,174.21289325,6.64525959841,-343.118,10.0170575339,1481.61585304,337.878843547
0.730991,687.834928437,98.2411,201.979,1465.92733412,777,386.618154166,68.6277221328,338.758,346.87,777,502.275696856,338.56887883,406.882181532,338.464,93.7179097944,6.77759922874,-343.715,8.30580886428,2286.2147353,338.473494685
0.659243,308.023178673,98.2496,202.141,726.909905027,778,245.139692578,941.3038786,338.872,363.307,778,253.688606538,338.643381892,1368.56801353,338.531,263.023527024,7.00989452181,-343.927,6.79182731108,2468.75740542,338.535051994
0.708985,189.241031364,98.3053,202.32,750.512516383,779,261.623185873,777.288158982,338.815,331.813,779,242.068973004,338.564662724,1144.09084693,338.478,263.605462646,6.68739502182,-343.667,17.827667484,1546.92174315,338.469946045
0.695827,687.60363027,98.3923,202.508,517.857524863,780,172.01137081,307.847492768,340.024,330.502,780,171.014483528,339.774546142,952.640218512,339.675,224.933927739,6.7178787147,-344.655,6.95204553853,3407.60858876,339.692279876
0.638997,607.848512167,98.4437,202.65,983.514455289,781,512.25470312,295.5651384,339.752,346.923,781,409.238762386,339.56134359,598.108936579,339.477,148.583147857,6.75715278879,-344.461,5.58307152172,2601.1937871,339.489806088
0.679275,815.996665349,98.4883,202.832,566.488144179,782,194.654758828,299.891836554,339.566,396.758,782,195.517467457,339.348095559,974.138013885,339.278,207.301215384,6.99412406626,-344.428,5.39265971444,2682.37409413,339.291064353
0.692815,645.584044078,98.5408,202.983,1117.64433365,783,278.906620021,320.583404162,337.942,346.952,783,335.153127977,337.774582684,1343.42096797,337.706,256.152830428,6.71281557259,-342.856,7.14700002489,3556.89774298,337.714024852
0.706444,621.963093558,98.5545,203.079,721.48404859,784,205.283551163,1119.41050881,338.962,358.653,784,206.35956443,338.746339108,1891.04789337,338.657,245.828984834,6.85106927745,-343.702,5.22341153779,3431.56265669,338.655703947
0.635562,609.254395488,98.6811,203.119,546.724174559,785,241.753811293,288.015100459,338.897,363.019,785,132.66962391,338.715061251,1834.23195158,338.633,258.760659118,6.76279671398,-343.715,22.7211893905,3291.37181084,338.633501
0.706449,246.329002722,98.7783,203.227,1006.72966652,786,139.876777208,894.947669302,338.939,325.957,786,243.552324229,338.748295493,1175.56332331,338.666,252.695448439,6.56328083946,-343.575,6.98722072238,2205.90866167,338.670959843
0.683192,277.999984807,98.8247,203.388,772.157080291,787,136.14153606,1098.81639475,339.204,300.847,787,194.345743178,339.019658226,1669.8413194,338.923,236.531907265,6.46659507598,-343.825,7.1248334431,2242.32976931,338.913154913
0.66912,317.112082418,98.8717,203.554,799.451102062,788,153.510653034,311.961175271,338.589,381.068,788,196.78224453,338.449254942,1073.44711478,338.357,253.351430453,6.93907227923,-343.673,8.95393793642,2227.95482772,338.389198746
0.742061,406.072182831,98.9372,203.637,520.015763649,789,116.463355314,629.651252703,339.156,374.365,789,136.936778342,338.948416668,1313.19732288,338.87,255.786037591,6.9940619466,-343.892,4.77513669142,2446.87761984,338.86759996
0.735072,319.705972703,98.9992,203.799,566.291038774,790,197.235271538,584.678775218,338.583,409.113,790,192.559118435,338.346125565,1030.3742707,338.238,256.326990234,6.97163007884,-343.303,17.7444101519,1819.06047122,338.255125992
0.697112,131.677759215,99.0417,203.875,727.909219389,791,126.857716686,763.481708952,339.754,374.848,791,188.102094482,339.574932716,1054.44796628,339.478,259.542504143,6.89540109244,-344.445,12.3130058348,1373.48236029,339.494402946
0.719449,594.854196281,99.1081,204.005,868.760274177,792,307.732765681,144.787818144,338.605,344.021,792,362.328805427,338.415633507,1107.66676267,338.283,234.922226931,6.68241992544,-343.211,5.63788233968,2934.003843,338.29700533
0.726742,268.279455779,99.1186,204.201,394.255920893,793,131.399564381,323.062015978,338.705,349.794,793,140.946178573,338.533168492,992.206689012,338.419,242.852971274,6.74134558809,-343.192,7.51733289301,1856.81239802,338.417804413
0.682418,127.418428479,99.1264,204.292,675.181629966,794,321.212299586,679.029953118,338.358,331.741,794,237.195672632,338.203300085,870.104115529,338.088,254.928006081,6.70637325431,-343.002,16.9223473369,1123.52798824,338.091436472
0.743959,72.9175936588,99.1187,204.413,749.957816073,795,214.141328194,569.437137982,338.962,377.65,795,250.139847773,338.777760896,739.401229609,338.674,244.438029344,6.97960990005,-343.998,10.1397841631,1072.96100406,338.698375234
0.710852,240.85526537,99.1852,204.589,684.228911938,796,195.913022623,388.254739091,337.68,333.223,796,242.635983278,337.463321043,694.972699367,337.375,231.92201124,6.67456215888,-342.38,8.95947280912,1299.13037106,337.361441569
0.64467,379.668460619,99.2285,204.679,480.445686999,797,178.69620811,592.455477859,338.764,349.478,797,182.385906778,338.52615851,1072.25342055,338.415,253.236934535,6.77589173675,-343.499,7.81862564946,2305.35204672,338.43544299
0.734148,362.730537439,99.2965,204.836,672.494879404,798,182.637202762,43.5249963423,338.664,379.73,798,192.966246625,338.484128573,719.514180254,338.359,212.176323331,6.93605375701,-343.396,17.1499884576,1286.81571823,338.371769881
0.7146,546.153688588,99.3545,205.007,663.145983806,799,107.799046754,675.238867118,338.526,329.246,799,163.204510865,338.344703879,1370.11134355,338.247,249.206825555,6.61143594658,-343.179,7.97654086506,2789.18335797,338.264121888
0.684446,344.548460879,99.4083,205.153,485.325135259,800,89.9624632756,704.492482145,338.008,374.397,800,140.320153952,337.783519685,1009.81202382,337.631,255.412026511,6.88065834266,-342.756,5.78428719788,2282.16485948,337.661820122
0.706536,336.529288442,99.5032,205.231,553.634623661,801,236.20294105,715.266076311,339.189,330.985,801,220.540788408,338.934624545,965.312086955,338.827,252.746183063,6.73922692094,-343.913,8.47030066084,2260.80908419,338.802371829
0.672184,236.450755932,99.4849,205.404,606.9422206,802,130.012570679,322.615981767,338.724,429.219,802,167.404766201,338.556405327,818.920906615,338.435,243.016349862,7.27027427446,-343.435,8.81182687613,1458.27559635,338.470392532
0.757059,137.54944282,99.5381,205.539,1064.05353466,803,341.555339507,625.292242444,338.757,335.767,803,341.759302394,338.545407669,768.8333958,338.44,250.500161785,6.91791341783,-343.357,5.76676188005,1595.04862121,338.436595528
0.733212,196.772348768,99.5565,205.729,584.971288859,804,240.037289305,322.042932669,338.912,315.902,804,160.947933656,338.68846286,745.21448684,338.615,243.941932308,6.66609531409,-343.859,4.26766961399,1105.56670176,338.598477053
0.7378,89.1957869525,99.6094,205.799,753.483952609,805,162.067093288,664.771240369,339.057,335.79,805,235.209402378,338.837455037,806.144144289,338.754,244.895529659,6.75523265734,-343.918,4.74416271135,1139.93569846,338.760849911
0.706882,259.285938787,99.6443,205.938,943.575604373,806,163.809967236,423.769543194,339.052,370.111,806,231.723669258,338.818913418,701.863785344,338.691,233.737869943,6.97033540085,-343.961,6.98299263248,1433.2072416,338.714916068
0.671187,182.64412224,99.6649,206.046,627.345784571,807,121.063063201,753.809212294,339.861,354.956,807,185.936302346,339.704623792,1072.96912369,339.635,249.567794065,6.87808069425,-344.691,5.68042062897,1564.15891013,339.640576696
0.751775,220.164930579,99.7309,206.177,767.72477704,808,155.955453485,190.236469637,340.091,385.597,808,264.267621838,339.899969914,710.66973708,339.778,220.743669281,6.98052196467,-344.676,7.56422673456,1237.65328858,339.796734528
0.669621,701.93007266,99.8237,206.287,434.492691081,809,91.8464523461,305.490918022,339.414,370.399,809,119.087644,339.213848023,1358.82933473,339.119,235.868354019,6.90549136033,-344.171,5.46808134073,3297.13188442,339.128652242
0.67491,464.392834557,99.8848,206.397,915.17638703,810,220.179283938,417.567926774,339.735,403.852,810,296.643793988,339.520845467,1117.17628446,339.436,242.294843322,6.96046593288,-344.53,6.19482607874,2422.82956322,339.419400171
0.777177,591.053134447,99.9582,206.478,862.246706238,811,182.2597268,1073.84410725,340.197,400.164,811,214.071199367,339.920156072,1720.31386554,339.804,236.191742728,7.098545004,-344.627,16.0661252133,2853.06181771,339.814423977
0.671782,318.586326309,100.056,206.673,402.311945517,812,87.5332958178,706.199712246,339.25,336.425,812,102.955472167,339.043304846,1128.6209793,338.942,242.201969661,6.84129503387,-344.097,8.07745279187,1954.84804247,338.953124256
0.685754,263.32094608,100.098,206.76,481.432530899,813,128.859454907,632.778287014,338.729,376.19,813,155.013884279,338.468665842,904.437163096,338.376,234.417039588,6.89005764338,-343.431,8.12604073864,1719.08878611,338.385087381
0.704534,181.185619594,100.168,206.849,579.757491571,814,184.103984695,507.959667464,338.596,367.341,814,179.808647439,338.389579358,771.984251863,338.307,240.568066719,6.81651713287,-343.306,9.9815687526,1575.40888957,338.303343425
0.731833,113.067923499,100.21,206.943,706.759133908,815,237.489174415,853.548288336,338.716,368.52,815,227.914606462,338.482323726,1039.37766414,338.408,261.389612422,6.81496001546,-343.321,12.7262838836,1268.21432927,338.414207627
0.714136,178.44975972,100.263,207.148,571.752833154,816,210.676399487,572.311094573,339.114,368.586,816,225.547396683,338.904958673,796.512235847,338.8,242.292008257,6.85236241502,-343.599,8.19590606588,1373.93635701,338.809151418
0.715922,279.95478866,100.301,207.203,583.916148657,817,190.436157922,221.138630428,338.33,352.774,817,189.449578613,338.144165714,482.416554756,338.043,184.820897415,6.7957886732,-343.039,8.72684319521,1179.82140618,338.059914882
0.682481,226.442168072,100.329,207.322,570.920905223,818,157.192371384,525.855834253,338.62,350.543,818,173.380393714,338.463472482,789.276770326,338.373,240.076137781,6.71208226255,-343.191,7.75929146279,1587.06185535,338.382014883
0.744613,297.232179844,100.375,207.456,829.249782488,819,168.62321094,300.867356103,338.911,340.676,819,236.300784117,338.679549177,1139.40270931,338.635,233.775098357,6.67846920867,-343.66,11.3175544373,2042.90734246,338.609688683
0.694626,207.116699915,100.449,207.529,565.110738809,820,139.507563406,497.498101024,337.695,384.38,820,154.841187227,337.499810307,956.84256371,337.382,245.973488911,6.89847963939,-342.369,14.0800954556,1310.2836456,337.407865788
0.710229,168.842174058,100.584,207.64,920.516096645,821,449.144339783,678.606670551,339.099,306.759,821,269.565897008,338.900294319,948.130471832,338.827,251.959011498,6.5590089704,-343.769,12.8088303394,1320.60632097,338.838662721
0.771651,338.201861574,100.633,207.674,494.640916195,822,116.5570383,242.117174416,338.144,325.31,822,134.709194758,337.94320047,973.761897045,337.844,230.891912305,6.68330742525,-342.859,12.5908044385,1703.29779825,337.840202509
0.677119,246.174949549,100.697,207.805,732.671652046,823,225.111191467,694.852443945,337.789,370.752,823,231.942810199,337.579388815,1049.12937875,337.502,238.134364536,7.01955157136,-342.698,10.7793608938,1709.62502076,337.504851106
0.769563,330.691407825,100.715,207.859,436.26488212,824,143.476347766,173.27270603,337.719,383.049,824,149.894135014,337.45031163,536.273404766,337.328,181.203727467,6.9362211259,-342.323,12.6187702664,1108.21492923,337.329079816
0.79734,172.70190241,100.747,208.006,754.408590084,825,246.27115219,305.318673117,338.344,377.603,825,257.017757382,338.17665176,763.463004994,338.073,234.93963743,6.80888902148,-342.781,17.7119297159,1271.29559142,338.100984542
0.771296,247.083763969,100.814,208.184,334.372849387,826,117.535685753,212.174371851,338.137,409.026,826,97.2385283488,337.943237801,844.036735902,337.874,237.341248771,6.91151859953,-342.722,10.7895165092,1351.85018585,337.873787495
0.799883,319.24458675,100.886,208.317,775.044026792,827,239.97930751,123.395158312,337.18,390.586,827,281.653947324,336.986892209,614.411505553,336.882,205.147313672,7.03323758745,-341.92,15.8474915591,1067.33595879,336.879449401
0.79424,222.650768564,100.961,208.365,667.720104401,828,184.873868903,192.396265007,338.084,338.542,828,216.344077865,337.832735455,389.507119458,337.794,170.90412879,6.63688472183,-342.501,17.1559900077,1007.36002042,337.793835939
0.773915,257.049824881,101.036,208.505,633.531807859,829,193.5874887,186.032616392,336.567,384.675,829,233.295304903,336.404048882,324.726021057,336.357,147.16989226,6.85741881066,-341.182,10.8054922376,1110.00970183,336.360428496
0.76367,261.737058967,101.105,208.638,490.396718087,830,219.833372225,229.144294407,336.684,343.872,830,172.010283831,336.481573569,789.592945322,336.421,231.550790385,6.64863781578,-341.356,14.1838716207,1391.8011613,336.416967869
0.771766,178.311045378,101.128,208.731,575.121575124,831,199.546885759,437.544019605,336.329,306.405,831,174.534895112,336.15353959,676.350542421,336.067,231.526074995,6.51804783842,-340.757,11.6362034864,1213.03051504,336.072941821
0.684333,124.823967571,101.158,208.836,703.46535122,832,146.861455896,660.606113238,337.145,312.916,832,212.168733941,336.951044362,810.916780985,336.879,233.835387133,6.6045170089,-341.832,8.32515041749,1309.29807612,336.893681771
0.830388,160.343147847,101.293,208.962,724.391219308,833,171.890866839,762.788124066,336.591,407.893,833,240.044673815,336.356144991,966.920546889,336.344,229.909320464,7.09466430812,-341.19,7.65757870726,1482.22755848,336.308152579
0.755071,130.487492897,101.317,209.061,547.536558906,834,247.018317937,665.060828122,337.038,321.012,834,187.123557804,336.794176691,806.6653018,336.715,235.101510756,6.59597951663,-341.664,9.15743775143,1253.9467982,336.742038567
0.774207,498.050167703,101.437,209.103,897.809558704,835,169.419905806,365.048775403,335.799,377.183,835,231.707218916,335.574063772,923.424725174,335.506,222.545408706,6.80657244093,-340.579,7.85400877688,2555.67262983,335.514807143
0.805709,303.970987452,101.468,209.191,534.028878397,836,152.240224499,559.36274724,336.123,395.51,836,169.978888483,335.893342871,1061.15209235,335.853,222.977475197,7.1258823631,-341.19,6.63196729674,1769.75050073,335.849235961
0.701686,206.991125763,101.576,209.337,646.739797877,837,193.649204446,277.005443515,335.601,416.343,837,190.563329359,335.421690592,773.168544622,335.314,234.495133608,7.11412645346,-340.603,8.40114939912,1393.72279529,335.337301072
0.661237,255.532920459,101.64,209.444,679.677716159,838,151.221962884,151.377426382,336.244,366.608,838,233.984276109,336.018783454,848.621936571,335.953,236.46914029,6.69354423702,-341.16,5.9348537765,1670.94390706,335.946730886
0.700102,119.246915739,101.671,209.586,279.49759884,839,64.5481230161,745.943578698,336.252,358.111,839,75.8871679179,336.059317074,896.655380478,335.972,243.987841785,6.92978391474,-341.159,8.05854792804,1171.43297448,336.000891888
0.716008,190.305950873,101.691,209.695,452.307104209,840,100.935189425,539.584073485,337.801,378.271,840,118.278660521,337.585133623,902.582370415,337.498,243.29363994,6.86771563727,-342.595,7.29858871987,1574.09618176,337.493035759
0.70918,187.6514739,101.719,209.88,379.138288329,841,139.129668188,558.434745728,336.842,357.767,841,123.300950945,336.668585853,980.95685496,336.57,257.949944787,6.75143687225,-341.642,7.76449705863,1498.27010319,336.597153359
0.697506,163.617885888,101.767,210.011,735.75005585,842,244.225131602,619.223692062,336.9,313.288,842,236.892379545,336.711155918,868.377631133,336.608,254.238782082,6.55431844568,-341.725,16.5920971128,1312.02012662,336.621051014
0.709377,348.376569093,101.799,210.177,952.741616203,843,135.052160717,726.185147784,337.184,318.539,843,254.792276627,336.959969328,1080.43338888,336.885,251.181247319,6.58972639418,-341.991,8.11476496442,2123.97697924,336.879762753
0.679755,275.706672315,101.781,210.287,932.215685362,844,160.07755365,749.470062479,337.366,344.583,844,251.147462578,337.121563823,1160.31471165,337.011,252.94610975,6.80391111145,-342.21,7.32192974966,1866.05761564,337.013726382
0.713861,296.804252815,101.801,210.401,766.610694132,845,173.660742891,365.406663869,337.65,403.16,845,189.922136676,337.473149361,893.973806774,337.336,240.238392501,6.97439544827,-342.353,5.86879043363,1837.13163123,337.337142753
0.710048,211.56025866,101.861,210.526,563.157126218,846,260.176545942,568.567381551,337.763,354.034,846,174.393277235,337.591662474,982.316171384,337.457,251.16609841,6.81713681745,-342.345,10.8015874851,1416.63726028,337.479018577
0.700453,673.163001116,101.89,210.636,783.975252921,847,274.120684536,299.968650812,337.291,380.757,847,240.598250489,336.989103946,1271.56620175,336.9,228.606246462,7.06241400829,-342.268,22.4121419619,2936.62170711,336.889963454
0.689995,333.79642099,101.909,210.772,875.09706926,848,230.792952787,403.333997955,337.682,360.551,848,247.996759896,337.461131347,920.059517325,337.318,246.902165676,6.90621879589,-342.458,27.4260243547,2264.20129196,337.332833148
0.69403,179.013471841,101.926,210.888,444.952877532,849,147.37780528,341.983383467,337.386,350.202,849,124.403628231,337.190695984,692.038623264,337.055,223.21073586,6.75323867151,-342.08,13.8543769824,1134.60556031,337.06707503
0.680848,98.6871255796,101.994,210.986,453.198997634,850,141.192956904,376.648036456,338.196,413.903,850,152.859275249,338.011328665,468.102057891,337.846,200.424533551,7.09328450146,-342.866,8.2039795106,840.018223131,337.861367668
0.662087,153.965401365,102.1,211.068,473.307804001,851,153.498555204,354.14920639,336.927,394.937,851,151.381316053,336.713988598,545.673852376,336.575,211.163636193,7.00118593077,-341.819,9.7712624448,927.565517736,336.567996307
0.676507,408.371212266,102.109,211.142,528.363919486,852,90.0384811517,320.470483547,337.813,393.281,852,140.566742568,337.618989083,841.140008563,337.454,233.882082207,7.02433357979,-342.117,8.36643276116,2597.4972894,337.453774625
0.710924,185.110604422,102.16,211.34,561.569261479,853,218.550894426,686.597278582,337.333,341.617,853,197.853632487,337.080562944,924.344333615,336.937,257.505700704,6.71091483429,-341.916,9.18528315954,1522.69234689,336.9430561
0.693146,583.321625543,102.178,211.456,790.398378801,854,200.903682699,263.235252707,337.501,383.847,854,221.06061871,337.311050226,746.654736879,337.13,201.660630675,7.03175025521,-342.261,10.4516644461,2250.7676665,337.153106498
0.76486,598.89591218,102.19,211.495,541.153145452,855,166.146027344,323.626806848,337.713,371.877,855,174.145893294,337.508413914,1332.75648981,337.387,246.351805424,6.9033353699,-342.478,8.79132876161,2251.812464,337.378147407
0.741219,682.397127615,102.287,211.627,496.809607762,856,189.940395971,326.350953047,337.314,406.006,856,185.512139153,337.099876491,1310.45599139,336.961,229.42005988,7.03018584261,-342.199,9.06133949707,3272.50520736,336.961792919
0.703756,122.390450669,102.402,211.783,815.110949218,857,264.426963464,718.342266656,337.921,356.272,857,274.37328779,337.708371845,937.923025574,337.549,258.806273246,6.79325998549,-342.743,11.1169375729,1192.77319593,337.545865472
0.755403,290.01497685,102.446,211.972,562.254855675,858,196.775090513,140.352039744,337.373,393.639,858,175.742050847,337.175739581,769.867155985,337.053,232.338568352,7.09196350998,-341.982,10.0112754122,1563.10198825,337.081835999
0.701084,126.217243363,102.508,212.04,678.869741562,859,321.517903202,634.549049018,337.682,374.903,859,199.249986662,337.469697211,795.084334011,337.381,249.388964783,6.9305044839,-342.42,28.3293173362,1145.21420142,337.370732132
0.636813,367.572076268,102.598,212.167,592.939998426,860,214.559275551,354.120809875,337.741,379.014,860,181.303416052,337.519451491,703.955726044,337.366,205.176026218,6.9152307996,-342.645,9.03309481864,1981.41590517,337.386366616
0.63065,379.73563878,102.64,212.263,755.150898239,861,192.279260233,358.824148406,337.354,431.535,861,216.406653457,337.112260615,696.722215565,337.007,164.61703821,7.2125252498,-342.339,9.54965437808,1905.26672785,337.004071608
0.735178,27.8016115805,102.664,212.321,653.787782352,862,144.478654516,441.407305335,337.745,347.938,862,201.459696873,337.526037662,490.846036518,337.426,211.003522705,6.73704363156,-342.468,10.5828019467,630.456556066,337.457744645
0.683012,250.208996867,102.725,212.447,468.333227224,863,114.622908373,763.787179423,337.865,374.177,863,121.162855551,337.675298289,1062.43243904,337.625,264.652377107,6.99901518354,-342.794,9.27690615266,1831.73012283,337.610202856
0.681508,224.873388681,102.781,212.598,728.052104854,864,268.178894246,250.581863911,337.064,382.828,864,265.058839806,336.831825491,356.783045495,336.749,159.331671309,7.01302873106,-342.064,11.5157558459,1288.2346423,336.75498373
0.684392,237.871363737,102.841,212.674,580.85372449,865,131.828744421,491.691908182,338.785,362.022,865,174.992335497,338.615537419,809.732383093,338.513,228.235120606,6.94697753071,-343.532,7.19888798992,1321.14443491,338.52376564
0.740194,310.163120528,102.925,212.808,857.75776738,866,279.212042076,648.799064154,337.802,376.447,866,249.785668585,337.60195291,1079.62607038,337.523,240.56914198,7.09896889944,-342.796,21.4719822535,1768.20027912,337.524029858
0.683071,267.559917194,102.982,212.947,570.710268127,867,177.159238109,261.991813586,338.532,373.706,867,152.939495953,338.324186521,1057.82659933,338.23,242.832439552,6.97264074964,-343.379,14.5111278529,1740.16973005,338.253031508
0.742645,219.088183268,103.029,213.03,838.314769152,868,242.149217022,762.28461518,338.879,351.145,868,255.584119363,338.708279456,1070.21134007,338.647,255.117089832,6.73476561969,-343.738,7.22591321284,1798.19122929,338.648350467
0.711397,494.504457638,103.087,213.108,723.746845683,869,281.100858716,917.740021796,338.254,390.454,869,254.436986178,338.039611563,1578.14590574,337.954,259.905387878,6.90779870525,-343.207,11.0683210878,2660.94832488,337.955619351
0.685591,567.36768308,103.172,213.224,500.680803513,870,192.145262008,608.595484985,338.252,354.246,870,188.539408463,338.078193011,1428.98697792,337.975,268.204986694,6.65060663045,-343.149,7.82290428532,3285.03248209,337.988735842
0.672964,170.404651859,103.227,213.353,1447.22669917,871,208.414798622,549.867827744,337.751,386.958,871,383.134791285,337.550790708,864.890601591,337.477,255.578556577,6.90695058277,-342.732,8.74200234964,1622.86944314,337.493826306
0.700388,198.255544993,103.318,213.47,587.777094862,872,150.967042089,419.079435137,338.813,390.728,872,175.99051241,338.572248501,707.659030191,338.533,238.306695176,6.87401303003,-343.76,7.53798193588,1356.56766736,338.51061843
0.736537,697.426775046,103.389,213.557,878.24863447,873,268.244157309,1012.73224154,338.61,359.01,873,272.95222776,338.442166628,2007.31449727,338.344,264.70816611,6.68693631723,-343.147,12.3484197078,3529.35766327,338.370046248
