AverageDiscountedReturn,AverageAbsQYDiff,AveragePolicySurr,QFunRegParamNorm,MinReturn,AverageEsReturn,AverageAction,Epoch,AverageReturn,Iteration,MaxEsReturn,AverageQ,MinEsReturn,AverageY,AverageAbsY,StdReturn,PolicyRegParamNorm,AverageAbsQ,StdEsReturn,MaxReturn,AverageQLoss
-1.74975369852,0.501650334629,-0.695868,19.514,-28.7100461487,-184.234089049,0.0800556,9,-18.5954702051,9,-149.84532811,-0.113517,-213.897952802,0.0558178296679,0.435542852373,5.2928439539,19.6917,0.23831,21.076967551,-9.48192939935,0.395926
-55.5023660099,0.103300745461,-0.123503,19.6067,-590.198053781,-231.674855363,0.981076,10,-584.895288187,10,-231.674855363,-0.0860154,-231.674855363,-0.0860038380678,0.144540149125,3.33935924235,20.9936,0.138328,0.0,-579.372520865,0.0264755
-55.356837166,0.0465180962324,0.0257201,19.6682,-592.956815086,-420.106065285,0.994014,11,-592.012456889,11,-420.106065285,-0.0457012,-420.106065285,-0.0456765830112,0.074752014014,0.470636627055,22.2842,0.069734,0.0,-591.506747852,0.00363196
-53.384648017,0.0390339737258,0.031578,19.8543,-562.01204023,-389.916356062,0.998234,12,-560.733204349,12,-389.916356062,-0.0531656,-389.916356062,-0.0531015441621,0.0853952502348,1.01653340436,23.4461,0.0798175,0.0,-558.641838315,0.00256729
-39.154224354,0.0365532610574,0.0752373,20.1478,-491.663981155,-469.756955992,0.936279,13,-425.192184564,13,-469.756955992,-0.08223,-469.756955992,-0.0823862746148,0.113914015394,42.2718594124,24.8944,0.109213,0.0,-343.763097183,0.00228412
-34.2411230976,0.0348478542527,0.0444276,20.5559,-540.061921753,-461.297904266,0.821593,14,-414.928167697,14,-461.297904266,-0.0916426,-461.297904266,-0.0916009455179,0.125812586793,95.0991095604,26.8217,0.121542,0.0,-261.157170756,0.00214013
-43.0361639279,0.0343710120936,0.0376458,21.1682,-682.031157041,-456.155783928,0.726769,15,-639.579467231,15,-456.155783928,-0.0780951,-456.155783928,-0.0780951991144,0.123831534205,27.5870691484,28.761,0.119169,0.0,-596.220932587,0.00217706
5.16728563751,0.0331440461023,0.0390737,21.9009,-208.478548858,-293.11909039,0.372607,16,-156.90484134,16,-293.11909039,-0.0772677,-293.11909039,-0.077247688103,0.138998491087,38.379114869,30.8493,0.13526,0.0,-75.4953359814,0.00206466
-18.5349966099,0.0327877691066,0.0365096,22.8181,-264.101288628,-387.008558316,0.322607,17,-186.876673016,17,-387.008558316,-0.0752539,-387.008558316,-0.0752049585372,0.150996645864,29.6811304041,32.8586,0.147554,0.0,-157.259535767,0.00204444
-0.585352180144,0.0320379916215,0.0275404,23.8775,-145.17433557,-254.7885494,0.434754,18,-111.540178445,18,-254.7885494,-0.0659042,-254.7885494,-0.0658047555335,0.15794570437,17.7444982746,34.734,0.154532,0.0,-89.044668494,0.0019942
2.57750869487,0.0320470447252,0.00946468,25.0422,-42.8529154058,-189.586520869,0.096997,19,-40.0045043906,19,-189.586520869,-0.0520268,-189.586520869,-0.0518789444423,0.164481551469,2.13096312348,36.626,0.161116,0.0,-35.7644633494,0.00199739
9.10199492611,0.0316009175156,-0.0111755,26.2915,-30.3262516485,-154.006212367,0.0827507,20,-19.9994488379,20,-154.006212367,-0.0352971,-154.006212367,-0.0350920917578,0.173127822074,7.04220177363,38.1945,0.170108,0.0,-2.20877698959,0.00197709
7.60347975074,0.0310783135443,-0.0359478,27.577,-11.2726534802,-164.609914936,0.05691,21,-7.29058989315,21,-164.609914936,-0.0148473,-164.609914936,-0.0146719206378,0.181219544172,2.27897760578,39.8254,0.178814,0.0,-3.72975466039,0.00195507
21.7339240927,0.0317384121612,-0.0662232,29.0148,1.56441792384,-173.649108281,0.0808312,22,50.4614600279,22,-173.649108281,0.0104884,-173.649108281,0.0106790222135,0.196003047231,59.624463893,41.3575,0.19365,0.0,218.394905151,0.00206271
33.8149219129,0.0325450618446,-0.096775,30.3412,73.8062108205,-96.6904767188,0.26952,23,293.55472481,23,-96.6904767188,0.0403028,-96.6904767188,0.0405669915753,0.21083849646,112.852040524,42.8234,0.208474,0.0,377.625372274,0.00220277
38.5257177452,0.0333653051427,-0.133414,31.682,397.956225028,12.8529208626,0.446131,24,412.952180346,24,12.8529208626,0.0739209,12.8529208626,0.0742128175323,0.224884563108,11.3792056686,44.2731,0.222189,0.0,439.581809496,0.00232383
21.2182506899,0.0348855798747,-0.172066,32.9729,80.1483121134,40.5706090695,0.615755,25,108.717295461,25,40.5706090695,0.108582,40.5706090695,0.108918280082,0.231779727903,19.665716588,45.7533,0.228807,0.0,141.441870459,0.00259518
25.1053495391,0.0354620561969,-0.215858,34.2991,89.2253849412,73.3916209709,0.630582,26,120.037450717,26,73.3916209709,0.149709,73.3916209709,0.150085969667,0.240422766173,24.1450917649,47.1548,0.236797,0.0,159.808299745,0.00261351
6.28047040837,0.0375960797222,-0.262824,35.5151,-294.195613456,130.622612432,0.633673,27,44.6090412786,27,130.622612432,0.196592,130.622612432,0.197023070063,0.257174846791,172.128124461,48.5297,0.252999,0.0,205.461049307,0.00289449
-13.6684446964,0.0380205886279,-0.311189,36.5497,-279.621225114,245.0202217,0.417646,28,-221.821136482,28,245.0202217,0.245041,245.0202217,0.245341885401,0.283291740242,157.532869881,49.6613,0.279754,0.0,250.689496018,0.00299298
10.69515516,0.0400208585565,-0.369464,37.5586,-192.987981484,116.154683628,0.458752,29,61.7471576695,29,116.154683628,0.29934,116.154683628,0.299726694714,0.323091574803,253.668435296,50.8895,0.32012,0.0,354.205369555,0.00324828
1.45174644793,0.0403495330569,-0.423314,38.5256,-40.3285447337,189.510499508,0.108919,30,-38.2353657499,30,189.510499508,0.351188,189.510499508,0.351531426302,0.364771881874,1.05108933022,51.9957,0.362577,0.0,-36.9162377741,0.00330935
1.95727982106,0.0412811801081,-0.488198,39.5704,-60.2362433633,286.400191008,0.124393,31,-57.9293090195,31,286.400191008,0.413264,286.400191008,0.413661178945,0.421114660367,1.25148765785,53.0141,0.419559,0.0,-56.4837883121,0.0034682
14.0187975445,0.042346519903,-0.544092,40.4163,-79.8385675678,257.27594078,0.473778,32,94.8611506573,32,257.27594078,0.469617,257.27594078,0.470059698096,0.47439367306,170.72474481,54.0089,0.473237,0.0,321.211758541,0.00354162
5.86769580794,0.0425707231067,-0.607334,41.2265,-160.052300449,347.300236133,0.678057,33,-95.853588968,33,347.300236133,0.532966,347.300236133,0.533374283962,0.535979679062,47.5689788798,55.0612,0.535067,0.0,-34.0652664857,0.00359235
3.76625834973,0.0427259880103,-0.66652,42.0516,-79.3918115093,324.207951992,0.265997,34,1.36788743289,34,324.207951992,0.594496,324.207951992,0.594967991011,0.596271513339,152.591860869,56.0909,0.595541,0.0,323.053326356,0.00366016
33.8967850897,0.0424154317226,-0.719138,42.7487,-135.496818355,267.258638134,0.710656,35,340.250700732,35,267.258638134,0.648721,267.258638134,0.649204448932,0.650017555913,159.518752891,56.9328,0.649293,0.0,426.440969763,0.00348389
6.2767477093,0.0433134269129,-0.780354,43.5231,-151.365031322,304.78114545,0.364233,36,-1.30025865683,36,304.78114545,0.710431,304.78114545,0.710944390203,0.711355161862,290.652981867,57.8376,0.710696,0.0,585.296003842,0.00383903
34.2333690331,0.0431977428395,-0.848389,44.3081,-102.062106959,404.511693969,0.497509,37,346.265925581,37,404.511693969,0.778082,404.511693969,0.778674548749,0.778941890953,365.780446405,58.7708,0.778218,0.0,667.775828428,0.00396625
64.0864361066,0.0426783932464,-0.902093,45.0256,-198.47079107,334.626677315,0.661036,38,697.018548428,38,334.626677315,0.833841,334.626677315,0.834529181203,0.834714998404,299.75335262,59.5124,0.833922,0.0,838.597959272,0.00381364
32.9662465714,0.0416058703836,-0.959881,45.6084,-369.559529513,425.185029353,0.69828,39,298.963481062,39,425.185029353,0.891553,425.185029353,0.8920518013,0.892165024364,435.21969071,60.2294,0.891616,0.0,610.927723685,0.00358472
31.9976152279,0.0417801740503,-1.02177,46.2625,465.678791998,437.965108552,0.732263,40,559.508190003,40,437.965108552,0.953117,437.965108552,0.953782006399,0.953847807734,45.0659835985,60.9901,0.953133,0.0,610.080946369,0.00368641
49.2664818502,0.0460405358089,-1.11536,46.9782,562.029553514,438.838533202,0.714808,41,628.30926766,41,438.838533202,1.05067,438.838533202,1.05138145444,1.05143182865,29.080584543,61.7554,1.05069,0.0,668.156057679,0.00545726
14.8370840226,0.0453389853936,-1.19954,47.583,-153.569117897,-471.890197423,0.471643,42,168.470542892,42,-471.890197423,1.13562,-471.890197423,1.13628893954,1.13633184635,372.095809821,62.406,1.13565,0.0,653.464834836,0.00560811
24.2736701494,0.044401536808,-1.24987,48.1604,-416.409495845,405.737863824,0.528516,43,195.39333565,43,405.737863824,1.18444,405.737863824,1.18508079052,1.18512315879,429.545408272,63.0509,1.18446,0.0,729.36559726,0.00546537
17.658414108,0.0435288613475,-1.31149,48.7578,-531.75500856,444.057581249,0.760517,44,339.822524722,44,444.057581249,1.24682,444.057581249,1.24740670357,1.24744998139,410.763816562,63.6667,1.24682,0.0,742.185988762,0.00426946
4.22064463377,0.0451377518994,-1.35861,49.3388,-20.8183559262,397.565503119,0.426146,45,135.21616556,45,397.565503119,1.2956,397.565503119,1.29629703059,1.29637063952,194.338164192,64.3634,1.2956,0.0,572.740530065,0.0052401
