AverageDiscountedReturn,AverageAbsQYDiff,AveragePolicySurr,QFunRegParamNorm,MinReturn,AverageEsReturn,AverageAction,Epoch,AverageReturn,Iteration,MaxEsReturn,AverageQ,MinEsReturn,AverageY,AverageAbsY,StdReturn,PolicyRegParamNorm,AverageAbsQ,StdEsReturn,MaxReturn,AverageQLoss
24.3161839133,0.0457246185643,-1.40849,49.9332,-260.972900517,462.929532195,0.755102,46,605.033226213,46,462.929532195,1.34448,462.929532195,1.34512857914,1.34519348674,294.730655492,64.9686,1.34448,0.0,816.962311212,0.00512858
12.7165328769,0.0455642712959,-1.46435,50.4924,-99.3632288828,463.537766763,0.30456,47,110.844391591,47,463.537766763,1.40006,463.537766763,1.40076234863,1.40083376472,368.319081119,65.5444,1.40008,0.0,863.989026832,0.00594565
6.03586625955,0.045407660669,-1.52066,51.0252,-85.0098348149,564.840470679,0.238657,48,1.95736339816,48,564.840470679,1.4564,564.840470679,1.45696685383,1.45701036164,173.655090782,66.1818,1.45642,0.0,516.726022895,0.00535405
38.6411381756,0.0467614780951,-1.57396,51.6003,-168.002686137,532.310349667,0.802955,49,512.878333415,49,532.310349667,1.51028,532.310349667,1.51080122175,1.51085716624,258.170621539,66.8366,1.51028,0.0,700.983663932,0.00564932
11.9475739151,0.0474453323617,-1.6274,52.1708,20.6986738186,492.662217446,0.270304,50,53.4701888368,50,492.662217446,1.56384,492.662217446,1.56444263416,1.56449978951,24.9325766679,67.5543,1.56387,0.0,112.310853453,0.00590318
57.0239083133,0.0494177866075,-1.68907,52.7792,850.912380906,596.872036752,0.805237,51,928.047510847,51,596.872036752,1.62633,596.872036752,1.62705297704,1.62712408174,40.4008046331,68.1484,1.62633,0.0,988.162763519,0.00638198
14.3982896556,0.0504969865432,-1.75159,53.267,-621.925136547,280.255705452,0.816654,52,-52.7266805358,52,280.255705452,1.68431,280.255705452,1.68478488532,1.6848502835,419.17479252,68.761,1.68434,0.0,497.22308842,0.00746742
41.7393001064,0.0559040398195,-1.80543,53.8328,-153.310714755,488.344736006,0.827039,53,377.794814577,53,488.344736006,1.7433,488.344736006,1.74419221355,1.74429981022,328.351785075,69.3598,1.74334,0.0,704.567266836,0.00974125
32.8923449654,0.0544234108432,-1.86825,54.3013,91.0029699781,71.7695729412,0.851142,54,547.975864731,54,71.7695729412,1.80039,71.7695729412,1.80115359534,1.80120106764,162.937668599,70.0327,1.8005,0.0,686.831143858,0.00829697
4.27570291935,0.0546785070239,-1.93499,54.8274,-379.671738729,563.259190232,0.729497,55,120.419288773,55,563.259190232,1.86365,563.259190232,1.86431850126,1.86436151331,582.638557617,70.6046,1.86365,0.0,957.95132609,0.00848099
36.8482333714,0.0547771285234,-1.99602,55.3118,-461.951519426,560.840417373,0.825055,56,350.11291485,56,560.840417373,1.92337,560.840417373,1.9241117778,1.92416710494,504.352586076,71.1818,1.92337,0.0,861.382071869,0.00843605
65.0057946179,0.0548461520563,-2.07026,55.7713,764.633844714,621.541083344,0.879527,57,862.759938367,57,621.541083344,1.99425,621.541083344,1.99500134225,1.99501365955,62.131581705,71.8261,1.99425,0.0,953.628833374,0.00791804
35.0592409155,0.0575015499293,-2.13913,56.2546,291.627574776,675.050232688,0.882763,58,722.235184093,58,675.050232688,2.06422,675.050232688,2.06499124294,2.06505418015,164.621054081,72.348,2.06422,0.0,940.140475334,0.0104061
61.3509779676,0.0576425133791,-2.20907,56.7672,812.112864967,694.189381638,0.867838,59,902.976683178,59,694.189381638,2.13268,694.189381638,2.13336815376,2.13342244957,54.746899196,72.8439,2.13268,0.0,968.059147936,0.00957404
64.220697058,0.0592658841333,-2.28126,57.3422,-140.005822574,582.238834422,0.871737,60,718.039360338,60,582.238834422,2.20424,582.238834422,2.2050704767,2.2051284789,291.422193915,73.3745,2.20424,0.0,900.558857305,0.0106067
58.5406699026,0.0596549909855,-2.3525,57.8989,751.424845426,647.519609065,0.884452,61,808.729304958,61,647.519609065,2.27525,647.519609065,2.27601463879,2.27607427292,48.6212803275,73.9175,2.27525,0.0,892.757537497,0.0113605
35.4288611878,0.0591291979566,-2.42515,58.325,-612.313872366,498.461707402,0.805521,62,-7.86034480032,62,498.461707402,2.35,498.461707402,2.35067779532,2.35073557433,534.820776033,74.4436,2.35001,0.0,783.358396215,0.0100394
45.5696803111,0.0608240724709,-2.49078,58.7988,538.908203351,588.030088942,0.849653,63,770.578911267,63,588.030088942,2.41487,588.030088942,2.41555325006,2.41559858254,94.9297692752,74.954,2.41487,0.0,901.729847017,0.0114476
46.6313438732,0.0623770627749,-2.56971,59.2951,522.494908567,613.912764317,0.882817,64,776.557942597,64,613.912764317,2.49112,613.912764317,2.49190726445,2.49195717852,112.570286137,75.4311,2.49113,0.0,915.36764559,0.0123349
32.8463879462,0.0640283745884,-2.64064,59.784,-386.839760701,621.21038746,0.816706,65,267.897736425,65,621.21038746,2.5629,621.21038746,2.56374509212,2.56379449533,480.908596635,76.0686,2.5629,0.0,828.953390839,0.0135078
56.0202931164,0.0623653433265,-2.71229,60.2662,-378.412158224,631.914324295,0.87423,66,605.98107199,66,631.914324295,2.63494,631.914324295,2.63555717643,2.63561259208,458.411325387,76.6098,2.63494,0.0,925.33344678,0.0122387
30.4708927999,0.064331738806,-2.7875,60.7516,-255.307124661,635.615245273,0.703575,67,86.8071687041,67,635.615245273,2.70762,635.615245273,2.70831757206,2.70836226954,399.053797573,77.1278,2.7077,0.0,730.338336047,0.0138514
57.2225623148,0.0665206752006,-2.85837,61.2996,-225.594495687,666.770252272,0.884447,68,614.107569883,68,666.770252272,2.78159,666.770252272,2.78233368235,2.78237355837,365.924075439,77.69,2.78159,0.0,974.176172942,0.0145987
77.5099911924,0.0697021293111,-2.92782,61.7808,941.800172614,529.580896816,0.924953,69,970.795774593,69,529.580896816,2.85042,529.580896816,2.85112529892,2.85116478545,23.1533801255,78.2489,2.85042,0.0,1014.83064382,0.0174499
70.2661039478,0.0676610154954,-3.00655,62.2041,721.538335033,680.664130658,0.911049,70,872.683062143,70,680.664130658,2.92624,680.664130658,2.9268488068,2.92688557994,71.472463971,78.7111,2.92624,0.0,1001.65053344,0.0150178
72.0693650122,0.0703503930384,-3.08053,62.6312,654.422026123,644.952138416,0.911862,71,858.285735212,71,644.952138416,2.99995,644.952138416,3.00060475198,3.00064861889,97.7270068867,79.2517,2.99995,0.0,995.894730578,0.0174404
50.5691958437,0.0708874271143,-3.15764,63.1322,-1011.87138078,723.476667975,0.858281,72,-571.594250302,72,723.476667975,3.07752,723.476667975,3.07829843872,3.07835195405,648.842334165,79.7682,3.07752,0.0,915.187222061,0.0168778
56.4279731029,0.0729855637012,-3.24213,63.5739,-1082.4129884,740.803370264,0.856426,73,140.825701471,73,740.803370264,3.15874,740.803370264,3.15955766327,3.15961290278,737.878502852,80.2684,3.15874,0.0,806.833913538,0.0194256
61.7570948829,0.0726875894507,-3.32122,64.0078,-1040.99427411,623.418326428,0.867203,74,-118.138480795,74,623.418326428,3.23846,623.418326428,3.23931714672,3.23935948513,683.674567413,80.7855,3.23846,0.0,737.786252395,0.0177394
68.5347485929,0.0736589868905,-3.40422,64.4066,10.2934158951,699.428550906,0.905451,75,627.083662664,75,699.428550906,3.32012,699.428550906,3.32076574026,3.32081654586,293.692044879,81.2747,3.32012,0.0,963.813314002,0.0187975
63.579966342,0.0741682870135,-3.47796,64.8623,-710.683804207,750.254314756,0.900931,76,523.15454245,76,750.254314756,3.39313,750.254314756,3.39395693806,3.3939849956,487.742041946,81.6909,3.39313,0.0,922.74124626,0.0192285
65.3199766348,0.0735560002115,-3.55959,65.2537,-808.395235071,651.583336264,0.920424,77,342.573384727,77,651.583336264,3.47453,651.583336264,3.4753866169,3.47540147973,728.071539965,82.161,3.47453,0.0,1036.50352025,0.018732
70.5803413436,0.0741382233888,-3.6412,65.6755,-815.989067655,728.264641602,0.910158,78,305.244037705,78,728.264641602,3.5574,728.264641602,3.55793494662,3.55798687914,589.158554575,82.6815,3.5574,0.0,826.459750669,0.0192342
70.8032184657,0.0781989701243,-3.7165,66.1209,-839.37699725,656.940483983,0.883409,79,479.818659618,79,656.940483983,3.6337,656.940483983,3.63449026479,3.63455718658,747.943043703,83.1587,3.63377,0.0,1044.3952819,0.0238606
70.6055076758,0.0781679771109,-3.79581,66.5422,641.585647768,690.465988382,0.921625,80,921.988544818,80,690.465988382,3.70946,690.465988382,3.71010618472,3.71015747565,124.415382674,83.6364,3.70955,0.0,1064.68444328,0.0229028
74.1733233381,0.0795736019946,-3.87581,66.951,789.516633861,681.112312369,0.926389,81,877.842322011,81,681.112312369,3.79133,681.112312369,3.79222232752,3.79225390778,57.2581824676,84.1811,3.79133,0.0,986.168806881,0.0243143
81.4263582033,0.0803542068824,-3.95874,67.3326,901.020351786,713.895771485,0.934616,82,960.88836745,82,713.895771485,3.87282,713.895771485,3.8741236201,3.87416744131,45.5684708074,84.6483,3.87282,0.0,1053.79041619,0.0236222
86.5897567863,0.0829273033201,-4.03529,67.7933,999.697124795,752.658576905,0.924465,83,1058.96547037,83,752.658576905,3.95125,752.658576905,3.95192694677,3.95198553639,35.7391293529,85.0709,3.95125,0.0,1106.77705437,0.0280028
73.7488859264,0.0805609827192,-4.11903,68.1763,820.358192373,788.469055779,0.90702,84,880.320068333,84,788.469055779,4.03146,788.469055779,4.03227080313,4.0323242217,47.0280309269,85.5375,4.03146,0.0,972.764877288,0.0225194
77.1114898099,0.0820199188949,-4.20256,68.5756,969.420393409,716.25503643,0.910526,85,1047.32894593,85,716.25503643,4.11494,716.25503643,4.11563234389,4.11565656833,56.7520547754,85.9661,4.11496,0.0,1165.62368222,0.0234144
51.6761044542,0.0874965571101,-4.28512,68.9569,742.345048719,769.237473681,0.889292,86,950.933749843,86,769.237473681,4.19499,769.237473681,4.19597353072,4.19602131377,86.5375369969,86.4215,4.19499,0.0,1051.75409433,0.0314212
86.6626800841,0.0839978308701,-4.37407,69.32,883.403992921,802.075700005,0.920755,87,937.749037249,87,802.075700005,4.28239,802.075700005,4.28323833414,4.28326101568,35.9031929888,86.9155,4.28239,0.0,989.659925972,0.0264899
90.0280280128,0.083274185311,-4.45224,69.6743,1008.79311548,756.451935466,0.915377,88,1035.06561784,88,756.451935466,4.36189,756.451935466,4.36246347061,4.3624909632,18.1538543612,87.3416,4.36189,0.0,1063.23959967,0.0255716
87.9650004088,0.0869650882873,-4.52587,70.0866,986.050616177,671.482976356,0.919157,89,1071.18970445,89,671.482976356,4.43964,671.482976356,4.44073270007,4.44077794215,44.3324036512,87.7804,4.43964,0.0,1124.99887535,0.0314091
88.8458497752,0.086673929983,-4.602,70.5078,1002.44040808,641.339834951,0.913465,90,1061.15342162,90,641.339834951,4.51304,641.339834951,4.51355720516,4.51360482677,40.4563055574,88.2194,4.51304,0.0,1136.65729401,0.0305538
72.9247074397,0.0870570604588,-4.68946,70.912,-431.25243173,711.093251924,0.94232,91,800.996353609,91,711.093251924,4.5991,711.093251924,4.59933763349,4.59937123582,427.088696867,88.6585,4.5991,0.0,1042.46641848,0.0287378
78.3349209182,0.0917741631442,-4.76707,71.3156,164.608455948,839.220408374,0.939606,92,864.343104556,92,839.220408374,4.67569,839.220408374,4.67583031512,4.67588169272,256.66382758,89.1057,4.67569,0.0,1038.71715843,0.0361666
72.49366668,0.0897094307887,-4.85045,71.7082,-473.554054046,725.148960471,0.922983,93,639.686120158,93,725.148960471,4.76184,725.148960471,4.76197191684,4.7620218471,392.193389288,89.5853,4.76191,0.0,910.39133058,0.0321106
96.2005508947,0.0887808644408,-4.93115,72.0456,989.268002338,754.180999455,0.912572,94,1063.0473663,94,754.180999455,4.84236,754.180999455,4.84271825755,4.84275178633,42.1858828913,90.0428,4.84236,0.0,1135.54647532,0.0272987
69.2737212908,0.0923800372118,-5.01076,72.408,-148.016050168,706.981079032,0.929914,95,368.723775459,95,706.981079032,4.92037,706.981079032,4.92058021709,4.92060027838,271.433380719,90.4304,4.92037,0.0,788.016890042,0.0372592
50.7815659018,0.0941327076289,-5.08579,72.7911,168.702392178,810.719899546,0.90299,96,501.219721429,96,810.719899546,4.99633,810.719899546,4.9965541497,4.99661321689,276.036453673,90.8212,4.99633,0.0,1018.60681901,0.0354255
81.0875816825,0.0914095538315,-5.16863,73.0883,421.814149025,742.265541527,0.922586,97,923.336333714,97,742.265541527,5.07841,742.265541527,5.07855203828,5.07859657244,176.830457055,91.2057,5.07841,0.0,1042.89782519,0.0295901
65.3568986299,0.0959093389451,-5.2537,73.4911,-441.593121264,831.867760584,0.926172,98,614.766865738,98,831.867760584,5.15796,831.867760584,5.15822299732,5.15825307941,479.99231903,91.623,5.15799,0.0,966.775172791,0.0365051
83.9920796197,0.0970762676474,-5.34042,73.7838,865.585544592,818.974769478,0.923932,99,989.426533405,99,818.974769478,5.2478,818.974769478,5.24815600997,5.24820182274,54.0417217074,92.0949,5.2478,0.0,1088.64390187,0.0398647
69.1619792384,0.0976441987343,-5.41035,74.1444,503.838182931,770.466621179,0.921871,100,818.14500914,100,770.466621179,5.31709,770.466621179,5.31742853195,5.31746689377,108.970005093,92.5005,5.31709,0.0,892.802154316,0.0446194
86.5622076755,0.0960963155826,-5.48525,74.4025,1040.75207895,557.934579902,0.91385,101,1104.9923244,101,557.934579902,5.39359,557.934579902,5.39369843968,5.39374798977,49.9461943688,92.935,5.39359,0.0,1180.13021082,0.0370255
82.9416922504,0.099614063194,-5.56079,74.7475,835.091732331,771.571033677,0.918399,102,1015.05385217,102,771.571033677,5.46951,771.571033677,5.46998271122,5.47001984911,88.4293471029,93.3465,5.46951,0.0,1135.32116815,0.0475971
63.8454378858,0.0948120955522,-5.6234,75.0566,-284.60386509,725.734927289,0.91946,103,617.663246719,103,725.734927289,5.53553,725.734927289,5.53605334731,5.53608576498,388.806959769,93.6998,5.53553,0.0,972.747164093,0.0342853
72.6181908586,0.1046026459,-5.70281,75.4113,687.167828787,718.588223869,0.91514,104,930.977843386,104,718.588223869,5.6094,718.588223869,5.61078324226,5.61083954455,132.81520228,94.0964,5.60946,0.0,1106.73990644,0.0477424
75.4117833723,0.0991623844095,-5.78267,75.7447,-255.642652147,749.893752199,0.926209,105,842.642338517,105,749.893752199,5.69045,749.893752199,5.69139502538,5.69144109003,412.769454667,94.471,5.69056,0.0,1122.31790156,0.0446132
99.0115535636,0.0992554656608,-5.85748,76.0331,914.642272948,786.793143644,0.916005,106,1089.74116152,106,786.793143644,5.76269,786.793143644,5.76361473075,5.76364116849,82.5119412357,94.8694,5.76269,0.0,1201.59952191,0.0430423
92.7878739954,0.0979054046082,-5.94052,76.3421,-312.174752692,841.855982418,0.903389,107,779.243588222,107,841.855982418,5.84382,841.855982418,5.84466281508,5.84468042866,526.211530167,95.2108,5.84387,0.0,1183.51245658,0.0414707
88.8635419939,0.103315221123,-6.01394,76.682,391.575786675,828.726514033,0.938951,108,1018.67932804,108,828.726514033,5.92288,828.726514033,5.92353336268,5.92356982584,214.212966076,95.5386,5.92302,0.0,1146.03497849,0.0508812
91.5141226999,0.0976231098771,-6.08097,76.9472,4.79962183027,826.655574753,0.93445,109,722.004609797,109,826.655574753,5.98908,826.655574753,5.99032093566,5.99035319503,450.730236605,95.9318,5.98913,0.0,1143.87796213,0.0395989
93.3067556275,0.104182678848,-6.1514,77.2569,787.323377661,785.155682817,0.929142,110,988.246856435,110,785.155682817,6.06152,785.155682817,6.06236094032,6.06241027449,82.9034447385,96.2607,6.06152,0.0,1115.5133902,0.0510315
88.032472458,0.104856424727,-6.2345,77.597,528.06348128,799.291382333,0.913497,111,980.644663981,111,799.291382333,6.1403,799.291382333,6.14134786679,6.14138421845,155.108609558,96.6478,6.1403,0.0,1091.28998316,0.052369
90.508127559,0.104014554149,-6.30734,77.9064,220.110400895,738.555264485,0.933286,112,875.985283045,112,738.555264485,6.21357,738.555264485,6.21445373158,6.21449713075,326.482648882,96.9929,6.21357,0.0,1122.50825121,0.049324
92.5146348415,0.106044991254,-6.37475,78.2029,954.809166165,755.84149856,0.941141,113,1050.87908183,113,755.84149856,6.28144,755.84149856,6.2822658243,6.28229926858,61.4007213412,97.3826,6.28144,0.0,1159.55984639,0.0564628
59.1903127929,0.106716799766,-6.44043,78.5484,-427.930985471,690.606579535,0.913332,114,411.262885473,114,690.606579535,6.34808,690.606579535,6.34905373598,6.34908475715,519.561239421,97.7926,6.34809,0.0,983.124681597,0.0558346
84.6824981543,0.113531252713,-6.51023,78.8927,989.515010882,678.019191467,0.926119,115,1100.13847654,115,678.019191467,6.41666,678.019191467,6.41758562869,6.41762821163,60.0007412279,98.1292,6.41666,0.0,1193.57364589,0.072484
86.0342620824,0.109361089379,-6.58039,79.2163,747.965113657,765.575627393,0.925109,116,1014.16560938,116,765.575627393,6.48808,765.575627393,6.48920279313,6.48923549254,99.4105823856,98.4651,6.48808,0.0,1106.24859045,0.0556861
85.0468884997,0.106697760288,-6.66543,79.4537,922.106668268,662.919524786,0.940129,117,1013.28940354,117,662.919524786,6.57123,662.919524786,6.57187671571,6.57190407838,46.3470997008,98.8272,6.57135,0.0,1079.01000528,0.0557676
82.6382625073,0.106657400171,-6.72832,79.7265,890.580086935,726.093009153,0.935589,118,976.61617851,118,726.093009153,6.63468,726.093009153,6.63559264672,6.63562923851,69.0015094062,99.1878,6.63468,0.0,1100.22181395,0.0545318
65.1358064756,0.112448947487,-6.80337,80.0363,526.001300881,866.724735391,0.93386,119,906.350757059,119,866.724735391,6.71076,866.724735391,6.71180744199,6.71185337457,152.856458078,99.4445,6.71076,0.0,1075.99919713,0.0646305
90.7836052881,0.112844090469,-6.86207,80.3488,1028.83940959,738.024214189,0.935446,120,1071.15831848,120,738.024214189,6.76957,738.024214189,6.77019909442,6.77024717521,25.7642610039,99.7788,6.76957,0.0,1106.87461022,0.0650278
82.1880855215,0.107979746019,-6.92499,80.6379,-125.827683663,750.230844124,0.929458,121,846.165429127,121,750.230844124,6.83263,750.230844124,6.83351014377,6.83354827011,332.838765869,100.101,6.83263,0.0,1053.70312375,0.0489854
73.0217748437,0.110213874423,-6.99151,80.9021,-473.394095032,739.616664572,0.951883,122,402.519784423,122,739.616664572,6.90072,739.616664572,6.90170828434,6.90175823299,539.605893437,100.465,6.90078,0.0,1023.35165649,0.0629242
55.4577053529,0.110623018128,-7.05792,81.2258,-573.34424949,785.813367043,0.933592,123,752.725193491,123,785.813367043,6.96526,785.813367043,6.96581925643,6.96586453525,456.959905972,100.878,6.96526,0.0,1040.2544652,0.057262
