AverageY,AverageDiscountedReturn,PolicyRegParamNorm,AverageEsReturn,AverageForwardProgress,AverageReturn,MaxReturn,AverageQ,StdEsReturn,AverageAbsQYDiff,AverageAbsY,Epoch,AverageAction,MinReturn,MinForwardProgress,AverageQLoss,StdReturn,MaxForwardProgress,StdForwardProgress,MinEsReturn,MaxEsReturn,AverageAbsQ,QFunRegParamNorm,AveragePolicySurr
0.119628661687,13.233498958,14.173,34.5144518768,0.0197283355092,14.0800266244,20.6615506852,0.113053,11.8065445077,0.0377235582443,0.119628661687,9,0.0107344,8.86491979875,-0.0478266071001,0.00267151,1.74957512309,0.101342612784,0.0221136619417,0.993046555812,63.5923373683,0.113053,14.0889,-0.109073
0.126739963292,4.19293851832,15.01,4.64575612647,0.00128032094957,4.26047285551,6.41574868491,0.126447,1.86310656074,0.0178865223685,0.126739963292,10,0.980195,2.57888204476,-0.0412010874207,0.000843803,0.513627930469,0.0264109165165,0.00743332544479,2.86294618954,27.0175411347,0.126522,14.494,-0.135338
0.144683812396,4.21074486913,15.2585,4.23281794417,0.0013270740573,4.27880287647,6.51698978092,0.144503,0.534177621746,0.012420353673,0.144683812396,11,0.997419,2.7388897943,-0.0240916231753,0.000450542,0.510323043772,0.0276138764792,0.00755089373853,2.90999398596,6.08195204266,0.144576,14.8535,-0.149708
0.136491911161,4.38438144585,15.5448,4.04601271373,0.0019904930466,4.45932608812,6.89489969502,0.136435,0.663924090439,0.00958316880683,0.136499235919,12,0.94572,2.45445529187,-0.0344575785805,0.000275944,0.691619710468,0.0314966244676,0.00776213357837,2.37757412619,6.06248463843,0.136568,15.2806,-0.130978
0.130060037091,13.8111534077,15.85,7.20304602813,0.0232461761833,14.8696299618,56.4194483891,0.129947,7.53201596245,0.0102241613967,0.130070397727,13,0.939331,4.33378818433,-0.03131752274,0.000335959,4.90316272718,0.341975853567,0.0308668321181,2.2597421749,54.5085314405,0.130137,15.8737,-0.158299
0.161566324188,13.431188732,15.9424,14.5801582629,0.020056096523,14.4227168921,36.8692447313,0.161382,4.31916161313,0.0126059615641,0.161578231898,14,0.985938,5.94166878922,-0.0399082928793,0.00046624,4.20882680328,0.138104282995,0.0228892743233,7.48038360129,26.8328336667,0.16157,16.4262,-0.200935
0.176581625567,19.5865525134,16.0051,17.8550735393,0.0747893642456,21.6876367966,56.9754821375,0.176478,7.55841568568,0.0133280210301,0.176600192718,15,0.884625,4.36401813171,-0.0263789221075,0.00050656,8.95201089514,0.432036590898,0.0728177710288,4.83299694376,44.9862892295,0.176708,16.8652,-0.199863
0.178646123089,7.62802367019,16.0875,26.4286191211,-0.0328154791008,7.94112436232,12.7038267509,0.178577,19.8403004877,0.0127157021428,0.178655392479,16,0.87173,4.24563304864,-0.0906852439083,0.000455741,1.24882167433,0.0174405137804,0.013812133503,4.84822731738,65.9328359925,0.178817,17.2468,-0.200448
0.181650301618,16.9151841685,16.2215,8.17951452339,-0.0613107774938,18.7941487047,35.0487618824,0.181634,2.46698564618,0.0142666682113,0.18166894779,17,0.814559,9.8123012125,-0.171746408046,0.000596588,4.50897340273,0.0661064765761,0.0426056941188,4.93023997308,20.7506118549,0.18187,17.7486,-0.208806
0.190277766906,37.8097432374,16.3679,45.9997514151,0.0566809353066,48.9469013567,129.110806918,0.190266,17.9723327794,0.0155835248061,0.190293813175,18,0.847713,16.6271243239,-0.315315637264,0.000677404,19.3418143893,0.157636264854,0.0700250068812,4.89000072359,78.3083041175,0.190479,18.3507,-0.208926
0.199546834449,23.9075829128,16.4611,35.6132829331,0.046549614716,27.3976549357,51.131804938,0.199501,12.7211775664,0.015167489459,0.199567488699,19,0.789312,9.44589636676,-0.180468900356,0.000679352,8.27933465359,0.177555672698,0.0548926298224,8.85856397782,61.9975375383,0.199703,18.9282,-0.217312
0.207307249743,20.1235399811,16.4879,27.1862022804,0.0643709958109,22.2694523115,41.2547278077,0.207219,10.6855065431,0.0154805756684,0.207322410001,20,0.775291,9.5614502227,-0.144098714784,0.000771657,6.03808864479,0.264014228846,0.0445813102692,12.501104173,56.1050552336,0.20747,19.4763,-0.223926
0.213743691903,32.1566221172,16.5301,35.999853565,0.179910156431,38.6643845792,99.0299937,0.21371,15.5281500412,0.0156071965027,0.21375693948,21,0.71658,3.95319825543,-0.254357315616,0.000817891,18.9009877003,0.57755382705,0.148897608289,5.43702759689,67.1066233704,0.213917,20.0554,-0.22816
0.218527197135,40.6502500942,16.6313,46.8654497754,0.309773367876,49.7628645906,80.4896445609,0.218486,20.5102308977,0.0155223226963,0.218539785438,22,0.75608,4.1460792795,-0.122041245722,0.000817207,20.3926655897,0.551807831077,0.173499134764,4.57514202634,79.9707066646,0.218732,20.6552,-0.232297
0.222593919344,37.3712205791,16.747,48.2695245333,0.25685795374,45.2474655422,78.9746796324,0.222542,15.4488096552,0.0157177055231,0.222607716922,23,0.709214,4.80837894891,-0.188485026626,0.000855168,17.8246882633,0.512797451945,0.152106084842,14.7066371895,74.9597332318,0.222831,21.2449,-0.236891
0.227372484734,39.7031839197,16.861,49.177530506,0.279322744521,48.8852426189,80.4089189788,0.22735,20.4566085421,0.0156076453987,0.227385577347,24,0.654468,5.03124059411,-0.557631390805,0.00088603,19.7832182927,0.499136415808,0.171561685275,6.20392821148,68.2578449614,0.227625,21.7984,-0.240984
0.231847253297,46.7697814534,17.0212,52.4183007272,0.3707025015,57.7576893102,72.0004975162,0.231818,16.1459812466,0.0158259860579,0.23186886095,25,0.691394,10.3771859002,-0.0218565903175,0.00092829,9.95012388391,0.497750767367,0.101793416684,14.6498417721,71.6296124706,0.232098,22.3738,-0.244468
0.234656597915,41.8603370397,17.1761,57.8940406392,0.316953593892,50.8317658309,74.4326887343,0.234628,13.0542218018,0.0156027740849,0.23468043931,26,0.780723,23.9637144079,0.0614090091921,0.000912019,15.2086101029,0.546897860354,0.136077221231,9.83723304173,71.7225587085,0.234956,22.8654,-0.247259
0.238626758945,37.4225985096,17.3322,59.822883049,0.271519045086,44.7988625961,74.7603869689,0.238601,8.39820380784,0.0152502374189,0.238639645267,27,0.796825,7.97561502911,-0.0131205363636,0.000915143,17.2717181245,0.565528633993,0.161519168804,27.4305095824,71.3076351084,0.238888,23.3491,-0.251513
