QFunRegParamNorm,AverageAction,MaxEsReturn,AverageEsReturn,PolicyRegParamNorm,Epoch,AverageAbsQYDiff,AverageReturn,MinReturn,AverageAbsY,MinEsReturn,AverageQ,AveragePolicySurr,Iteration,AverageDiscountedReturn,StdEsReturn,AverageY,MaxReturn,AverageAbsQ,StdReturn,AverageQLoss
38.1355,0.864321,674.767852616,300.44886413,48.1606,27,0.110882965847,206.931561217,114.703925925,1.59211368175,48.9572854104,1.53512,-1.69845,27,85.0603103121,231.383545995,1.53611646014,428.466213859,1.59033,63.5947305613,0.0343504
39.3259,0.891084,402.674192823,169.239744217,49.4276,28,0.117146019076,201.185032553,125.217525984,1.74299809114,4.90862372102,1.69262,-1.86364,28,107.394373847,145.782324594,1.69370597934,318.554350355,1.74116,39.9294965486,0.0397767
40.6372,0.890495,311.112224024,180.980839258,50.5057,29,0.125656231537,150.019752715,110.453816355,1.88829824787,12.3076176222,1.84306,-2.02815,29,93.69745961,108.90825104,1.8443747227,307.529103064,1.88601,25.4039959747,0.045203
41.9499,0.772085,307.339882356,121.716132086,51.7944,30,0.138347205626,239.365387076,67.1050892996,2.06165479729,26.1276202922,2.01946,-2.1993,30,96.9018187779,104.898057171,2.02092372215,647.254395211,2.05927,129.053301695,0.0543358
43.1421,0.790352,205.373935502,111.835921765,52.8148,31,0.143214489538,242.908183338,142.773171289,2.21627899919,17.0771312648,2.17678,-2.36366,31,100.116674011,66.9335953438,2.17818221042,647.165493476,2.21393,104.549635309,0.0569976
44.3681,0.888695,377.148594096,240.361239373,53.9491,32,0.157984316397,177.936295794,93.2285659911,2.38052989735,151.462833774,2.34598,-2.5421,32,106.133403862,76.6734247599,2.34766549439,358.261090525,2.37788,65.7210835754,0.0728772
45.5357,0.882961,251.161437563,141.813620659,54.9356,33,0.163040814282,159.108159072,-78.5671139135,2.56583995368,21.1802234614,2.53597,-2.74416,33,94.3127453996,74.0464847062,2.53798998449,266.597889067,2.56337,41.0708426571,0.0762264
46.5925,0.815548,630.633894297,166.399211652,55.9302,34,0.169925566743,122.738973582,60.28469218,2.75368401887,14.892156865,2.72594,-2.93524,34,78.4749416983,202.793014564,2.72813405896,875.798001869,2.75148,78.1204736208,0.0818145
47.6502,0.866195,262.345119548,153.826245082,56.8082,35,0.178244897895,182.021728833,16.4203843585,2.95468691483,52.8372568863,2.92969,-3.15126,35,96.6309942838,64.8858833367,2.93135274244,301.452462792,2.95271,62.3829784016,0.0922876
48.6832,0.91959,242.91484295,128.785827944,57.7039,36,0.18785347471,98.7880606772,15.8831427584,3.17368071731,55.5573509509,3.14866,-3.39146,36,56.6726242908,54.7228763017,3.15109088195,323.980869972,3.17151,44.5414235084,0.0973886
49.6553,0.880424,330.919993506,122.439390502,58.5106,37,0.198142181446,133.14680014,78.3440316167,3.40877083817,-3.2299734744,3.38795,-3.65019,37,78.9081691022,109.553840612,3.38967598823,880.480873123,3.40739,82.3828633812,0.113101
50.6238,0.829848,217.568670457,105.840231234,59.5059,38,0.206724211117,163.706982315,120.510817511,3.66711640032,-39.841806371,3.64824,-3.91802,38,93.4229855404,72.9567007167,3.65057410852,244.166128487,3.66483,25.4421039803,0.122527
51.6078,0.838634,306.434366197,115.525412644,60.3506,39,0.220598160364,354.16259204,18.1855764815,3.93133694546,-0.809555060275,3.91389,-4.21792,39,81.5451106185,102.853978011,3.91636871384,971.050155198,3.92925,328.968909333,0.140509
52.5625,0.824901,226.771143156,65.4229463315,61.2206,40,0.238208758016,218.570162187,0.583669279593,4.19285075788,0.725062730595,4.17619,-4.48635,40,49.004852595,65.629203982,4.17930592412,903.623995442,4.19042,321.535290962,0.169092
53.4204,0.843506,353.669619594,145.191102795,62.1627,41,0.236520544573,42.4446402101,-39.9304560954,4.48302845854,-3.42945839108,4.46876,-4.78096,41,21.8994398817,142.130677539,4.4712446493,881.867176675,4.48181,112.511694765,0.162212
54.249,0.862355,185.032238849,51.0435297879,62.8823,42,0.246533160955,232.519607441,-15.3842025645,4.76958419911,2.63242940613,4.75402,-5.07347,42,46.2706545964,54.0379742603,4.75711162658,918.561355792,4.76749,341.111725592,0.171504
55.0948,0.881054,108.215223296,47.7388562498,63.5455,43,0.254584701237,71.7836777816,-92.0988690058,5.00005563572,3.45512240596,4.98761,-5.31144,43,13.5539969421,27.9514909538,4.99031855628,815.362606012,4.99868,250.220353322,0.195527
55.8344,0.910648,261.136575671,90.6108334757,64.2802,44,0.257509895162,112.621028724,-38.1023461,5.25531895033,0.233514235348,5.24382,-5.56192,44,18.1209723209,87.0739522337,5.24651152964,836.273471269,5.25379,280.004440784,0.190224
56.6699,0.854972,220.836822721,95.3289829939,65.0386,45,0.269534597236,523.662013249,-58.4736568239,5.49113150769,2.20823208766,5.48115,-5.78992,45,35.1980046109,78.0892512231,5.48364959314,890.038784617,5.4899,399.863030671,0.230684
57.4106,0.816321,501.370667169,172.371106668,65.7457,46,0.262980502929,81.7435231284,-77.7585845528,5.71899912292,24.8074052977,5.70953,-6.00502,46,26.4864160737,174.002084445,5.71221286272,1043.07324277,5.71782,183.892680923,0.20257
58.15,0.848285,290.310182975,90.2349786704,66.6307,47,0.272394157822,815.703689577,145.367138476,5.8871380187,1.09082530893,5.87758,-6.19507,47,70.9691631438,80.0125880957,5.88017497057,1000.8263147,5.88599,283.568328048,0.229452
58.9624,0.838235,307.981870079,122.419491709,67.4496,48,0.283049042596,620.026441328,-42.9400498202,6.15696892286,14.8907730912,6.14925,-6.46186,48,63.7481866449,101.415622735,6.15169298058,930.434895357,6.15659,326.6287223,0.250705
59.6559,0.793063,369.015288401,132.044511033,68.1574,49,0.282630763343,664.599263979,191.149392933,6.35363107602,29.1745038092,6.34605,-6.65636,49,88.8443616361,124.839894204,6.3484997148,956.131396095,6.35326,270.21740569,0.246958
60.4073,0.854969,234.691731094,149.403097048,68.8673,50,0.287452554518,458.533153835,8.80564721125,6.5463023405,62.7754716764,6.53745,-6.84123,50,63.9779181724,55.0329635301,6.54027143724,907.476286912,6.54543,338.381518624,0.260049
61.1824,0.855115,211.847698566,110.126191807,69.6521,51,0.297181068107,195.00703334,42.0179501296,6.75186749713,0.0263340454925,6.7444,-7.05076,51,85.800026926,80.4786122433,6.74656019041,505.061691835,6.75329,76.3604649228,0.276455
61.9226,0.870611,211.350554816,115.294884883,70.3083,52,0.299539766406,139.815340368,-168.342368246,6.95597457274,12.2418625229,6.9484,-7.2549,52,54.5541228365,64.2966684348,6.95110124184,708.820620234,6.95582,178.920605152,0.286963
62.6392,0.875553,272.877118154,94.2586931922,71.066,53,0.310283290118,218.178710318,112.973767401,7.1370965994,8.3163565632,7.12935,-7.44277,53,101.565909118,108.269533527,7.13232856507,1005.84496987,7.13688,143.968680599,0.313309
63.3138,0.839351,261.965813029,88.1392632616,71.759,54,0.306292259842,325.418506082,104.299811742,7.32040351931,3.44839786028,7.31347,-7.61344,54,91.4736257949,91.0780368346,7.31597311303,935.551187339,7.32056,234.314661099,0.303979
64.0121,0.892639,184.548410855,93.7916705129,72.4013,55,0.31690441938,112.67219509,-153.328874035,7.46883518481,27.4250307605,7.46158,-7.75836,55,67.8428586492,45.8743901074,7.4641693666,919.849989774,7.47037,113.772117601,0.303681
64.6707,0.859166,212.586525758,97.0259152845,73.0363,56,0.316132574372,227.111574666,-52.5582865828,7.67941864109,23.9363482291,7.67279,-7.96223,56,87.5340071947,65.0453920859,7.67470159571,627.778184665,7.68174,147.348401069,0.320673
65.4412,0.882624,297.516149614,76.3214217205,73.8016,57,0.329398417396,133.765152635,-174.612182371,7.82796279923,-9.57944772094,7.819,-8.11687,57,56.5422375413,83.4035833646,7.8221510281,616.224269025,7.82762,151.929228826,0.352242
66.0469,0.880878,287.341311438,121.519585573,74.4304,58,0.323987924309,155.21504286,27.2661730776,8.01475748169,21.0095713706,8.00777,-8.30286,58,70.4401854622,77.7349069531,8.01017985007,1071.43059495,8.01515,185.401511716,0.323352
66.6452,0.884152,166.925176134,76.8056969916,75.0581,59,0.326525049611,244.784309292,-10.1857035631,8.166828186,-25.5710356927,8.15945,-8.44882,59,85.5704459965,60.7461606811,8.16190942388,1052.25093586,8.16692,209.326433413,0.35419
67.2963,0.859338,264.840357321,140.012646328,75.7381,60,0.336511408142,337.77826263,99.7199293115,8.33185712869,40.1717423202,8.32398,-8.6246,60,94.6845007536,77.0050206996,8.32690760062,1040.33450592,8.33346,302.833177287,0.368151
67.9102,0.88784,236.007148564,111.6114737,76.3197,61,0.326846092256,148.307999343,9.3793537491,8.50473250494,-21.1619321462,8.49814,-8.81373,61,83.5822932896,91.9443738407,8.50014648316,848.027692631,8.50739,99.5914869329,0.336982
68.5278,0.868302,291.069085394,126.381432829,76.8871,62,0.349395454727,243.155132775,-62.0497574477,8.680439369,-3.76314810611,8.67318,-8.99067,62,80.9166377288,95.0145458895,8.67569040092,918.645300719,8.68247,232.083637907,0.377534
69.1059,0.904026,260.214024589,105.252541342,77.5072,63,0.348983270341,166.946247406,79.6966562318,8.86885545877,-3.05613482131,8.86109,-9.17977,63,93.0736481755,87.3450966277,8.8641751853,516.452222291,8.87,60.1859386288,0.390488
69.7264,0.859772,314.881742933,76.8292995467,78.168,64,0.366409904865,175.416664096,-146.46817495,9.06152706132,4.4343036269,9.05535,-9.36307,64,66.3285754379,100.205255899,9.05787299827,776.18723068,9.06361,164.381587596,0.439026
70.3182,0.867447,272.987131087,104.085032777,78.6623,65,0.356575657634,607.82217753,-45.3449448579,9.22856386786,19.9176466,9.2216,-9.53025,65,23.805658128,83.9817685258,9.22481837307,921.055125676,9.22907,385.581273612,0.407593
70.8921,0.903926,287.08627555,101.723826204,79.2976,66,0.356493822616,163.686304563,26.239769819,9.35723392721,-82.9918273721,9.34899,-9.63203,66,84.4938962796,98.0471135228,9.35179160963,876.534232463,9.35828,109.480172989,0.42203
71.5025,0.874922,348.436285939,125.068713177,79.8701,67,0.355792902013,257.515390514,-59.1820041057,9.52475927809,4.17398920537,9.51817,-9.81692,67,73.2396233606,150.301853374,9.52072813088,990.601598775,9.52818,259.542044925,0.415847
72.1102,0.916583,182.71285795,49.3739391068,80.4385,68,0.370454181702,137.708812235,-20.8543344181,9.64112204036,7.95942506927,9.63405,-9.93782,68,78.5609469426,52.6683670206,9.63637087273,795.868234167,9.64366,87.8603053078,0.453902
72.6595,0.828097,284.664057336,130.741116275,80.9237,69,0.359252743129,144.12377988,-145.489753672,9.80884737544,5.16571544813,9.80119,-10.1088,69,16.6921647532,93.2996039035,9.80345240587,856.56304179,9.81133,316.384639917,0.417971
73.2556,0.914511,299.128030855,88.9694358424,81.3715,70,0.373865556441,178.4990582,127.023974774,9.95538033528,-75.5002392965,9.94628,-10.2471,70,98.1006403337,104.672345026,9.94995993474,319.822900118,9.95726,34.9747781088,0.469197
73.7971,0.898765,175.33573085,91.9935609931,82.0452,71,0.364806519962,203.019924309,-6.32183407359,10.1151891537,7.17767776417,10.1066,-10.3982,71,88.0266747693,50.4415181273,10.1095876843,509.005158491,10.1168,100.85712454,0.413122
74.4557,0.897736,295.638826662,54.7599788733,82.5849,72,0.375328975733,176.97334695,78.5205902739,10.2602397828,-7.20097653853,10.2522,-10.5602,72,95.5848670239,85.3204401078,10.2542563432,812.219516508,10.2635,88.8783280597,0.477772
74.9543,0.918999,198.474037071,63.9138738606,83.1516,73,0.388554882598,11.4668954957,-0.965895499684,10.4076575114,-1.72754579814,10.3988,-10.699,73,7.62618344524,74.1004248904,10.4010585888,18.7238653764,10.4104,4.3082072534,0.523448
75.5073,0.884468,336.600611402,103.31146801,83.7121,74,0.383876751509,192.431877732,-111.627121824,10.5028780746,-7.9512648719,10.492,-10.7993,74,75.9075590952,105.842142589,10.4962768585,998.940179079,10.5037,189.917406331,0.494208
76.1122,0.882372,315.391250612,34.3306272566,84.2899,75,0.38818313778,297.992096343,55.8297656077,10.6547958941,-18.0860011388,10.6452,-10.9587,75,95.1849230182,78.9014171296,10.6476552097,895.340569299,10.6583,198.147343814,0.517535
76.6737,0.877579,252.264060841,117.851087384,84.8822,76,0.394876131366,201.368943204,-43.6774300395,10.7614898485,24.5791444101,10.753,-11.074,76,72.1388294072,85.4838798336,10.7559760232,678.473378138,10.7639,150.942773121,0.51596
77.2392,0.883063,264.149417641,106.259157952,85.46,77,0.391905624324,171.359648853,16.2082144019,10.9721100877,5.50381308241,10.965,-11.2731,77,90.4088766745,78.694363908,10.9670764187,517.589584426,10.9757,75.0896290911,0.536034
77.7691,0.881634,275.125242416,100.62538177,85.9328,78,0.396024482272,82.8489134553,-183.741067878,11.0374866753,-2.77006647155,11.029,-11.3366,78,35.4609373808,94.8111849989,11.0323442438,308.659317016,11.0405,112.778610724,0.529371
78.3012,0.885774,235.004243801,89.8167900033,86.3836,79,0.387370527315,204.301984288,-5.38336956614,11.179459896,1.44805126805,11.1708,-11.4807,79,93.1103088281,73.4858728078,11.1729308079,453.117753106,11.1839,98.9634238802,0.483952
78.7544,0.848885,257.760344319,183.802769417,86.8954,80,0.40021564826,326.920292412,21.9714680215,11.2800702037,34.3593076828,11.2717,-11.5671,80,75.0094343995,76.9091870631,11.2748148561,951.041863404,11.2832,231.469993537,0.551552
79.2184,0.884548,239.856432394,120.781030025,87.3102,81,0.382840548098,247.355768936,-17.6260359011,11.4164404879,-0.486914775889,11.4077,-11.6956,81,93.6742801468,84.6901183639,11.409932436,668.771169323,11.4209,144.172721492,0.478327
79.7423,0.865594,247.299735831,75.1783712999,87.7475,82,0.403228167822,199.904813501,-65.510029585,11.5510829938,-5.29273059163,11.5428,-11.8303,82,83.7872363647,77.736152734,11.5460438031,511.456009795,11.5541,95.2919977612,0.576525
80.2559,0.900522,171.26897271,64.2205263937,88.2515,83,0.416254329191,-28.9269293849,-213.320182054,11.6280527302,-50.1789715514,11.6199,-11.9112,83,-3.53764116046,71.0555266569,11.622023641,349.64119658,11.6318,106.640424951,0.596716
80.7764,0.909887,266.246486578,73.7839272835,88.7516,84,0.408696424447,311.501236849,94.8204353689,11.7082418961,1.64628865326,11.6981,-12.0016,84,111.890228443,75.8071736491,11.7015221909,855.706938052,11.7119,152.109581421,0.559461
81.2915,0.88577,481.61348509,110.639246677,89.2266,85,0.416586190504,267.894137755,14.537078736,11.8315625299,-48.8115099524,11.8219,-12.1397,85,111.567293844,158.815959867,11.8252217981,737.005362921,11.8355,118.695356301,0.590642
81.8088,0.882876,356.272755348,140.820952496,89.692,86,0.419842979211,264.071690689,13.2452607687,11.9359397875,11.8012140716,11.9276,-12.2434,86,93.4051830963,120.48800237,11.9297366135,807.39862738,11.94,176.670655912,0.605665
82.296,0.901198,362.622945702,89.2689577096,90.2356,87,0.420723227093,222.112267235,14.4054972706,12.070210173,1.04012846031,12.0603,-12.3647,87,77.6982180485,107.487905068,12.0634192848,981.709568735,12.0735,192.295359041,0.616953
82.8005,0.920581,448.84320297,133.985569758,90.7861,88,0.426727260053,416.987723611,111.283205727,12.1435105248,17.4091386715,12.1348,-12.4319,88,90.5037530021,125.149846118,12.1373233376,899.60829685,12.1496,246.695085284,0.63451
83.2783,0.914388,361.320832775,180.834120865,91.2336,89,0.422237483621,246.99380578,63.3113045517,12.2670387357,0.174488438273,12.2568,-12.5567,89,93.3799918053,121.904715837,12.2595620134,778.868967161,12.2712,138.421764422,0.626218
83.7499,0.894098,309.643592628,170.466798884,91.6744,90,0.429478177632,337.382385708,112.75826912,12.3338907245,47.037082447,12.3229,-12.636,90,88.6681889759,94.9732309194,12.3266997603,772.036359299,12.3371,247.308019101,0.634706
84.303,0.897522,253.046697967,71.461540937,92.1651,91,0.44217966961,157.832814505,7.34531406384,12.4325032542,-54.4602308093,12.4215,-12.7229,91,68.2032641856,99.9368494041,12.4252816721,383.984071758,12.4362,72.3090399943,0.70487
84.7526,0.875266,291.956967289,171.259981493,92.6418,92,0.436343205036,206.878410103,23.7319859381,12.4910417536,7.52863878655,12.4813,-12.7971,92,85.2404776166,96.003459903,12.4841810352,748.225348963,12.4965,127.582885221,0.665509
85.182,0.901866,362.606229723,83.7364558448,93.0933,93,0.43160733615,240.101438302,121.794513903,12.6591159853,-46.0769969471,12.6501,-12.9583,93,106.162853512,116.2718766,12.6531085651,816.709316857,12.6625,114.412603399,0.647328
85.6351,0.897687,319.857587781,76.3953694003,93.4754,94,0.439669503832,313.414291678,22.4238403152,12.7754408967,5.77976566529,12.7655,-13.0623,94,63.3765457399,92.1924801464,12.7677219242,914.328280171,12.7808,254.08026962,0.674904
86.1064,0.886267,286.692723712,111.618449381,93.941,95,0.442538558627,371.964869297,102.970898049,12.8500701187,16.4134974302,12.8397,-13.1333,95,102.700451425,87.3890349675,12.842739388,1017.50608502,12.8555,286.933924333,0.723436
86.5734,0.909141,243.697898313,93.8047215133,94.3902,96,0.441228580005,693.525951214,77.2488450538,12.9283041349,-1.76848810478,12.9213,-13.2281,96,103.05968191,84.0003685625,12.9229133855,991.5565148,12.9358,312.115694152,0.644928
87.036,0.893889,247.141709648,75.2118739958,94.8502,97,0.443108657412,232.796045387,45.9839652605,13.0205650389,15.2157474649,13.0102,-13.3252,97,84.8876486722,62.7244934671,13.0140183881,741.743800401,13.024,173.776065827,0.714496
87.5866,0.914944,276.368678897,90.7267259415,95.2776,98,0.462941152974,360.681445965,94.4506757946,13.0913889392,14.7829613089,13.0818,-13.3961,98,111.98767763,93.4190028373,13.085500233,978.902434518,13.0954,219.684961333,0.792795
87.9872,0.745943,292.519224173,98.4987150923,95.8071,99,0.446969473253,776.38643968,267.514335356,13.2009501433,-33.2111728536,13.1912,-13.4986,99,118.486879555,101.694318867,13.1946439309,1183.18185153,13.2054,340.974091016,0.666689
88.4742,0.882122,284.421865146,100.877488786,96.2144,100,0.446351872515,473.088313476,180.138778374,13.2692451176,7.77695199224,13.2613,-13.579,100,121.940999235,101.897146447,13.2638998673,1197.08902838,13.2741,242.182537466,0.668646
88.9842,0.879386,266.752862152,134.36593059,96.5935,101,0.463506556448,454.459629982,96.7294719576,13.3632579502,26.4239624115,13.3548,-13.6539,101,94.7194585135,84.0012379666,13.3575973528,997.030627841,13.3679,313.151080533,0.703153
89.4582,0.874216,258.781640789,77.5615136397,97.0907,102,0.452218147604,348.844447859,0.956017823091,13.4506999396,-83.3086759134,13.4418,-13.7404,102,79.4345691273,92.2500914164,13.4451394394,1038.88942903,13.4551,343.636878378,0.678859
89.8716,0.915584,352.098183365,127.566618982,97.4949,103,0.464039290625,191.349465264,-7.66879618223,13.5088820383,-6.73804470764,13.4998,-13.8001,103,73.2905509884,132.934429454,13.5025866322,818.579714277,13.5129,145.339978235,0.718818
90.3138,0.908161,219.141339347,101.033676968,97.917,104,0.467887154761,317.480545989,19.9384703954,13.5889483076,27.7256903587,13.5798,-13.8944,104,84.2023836448,68.8123403004,13.5830837546,1203.87379877,13.5931,292.386717569,0.731216
90.7176,0.898421,242.357638996,92.4944277562,98.3714,105,0.477822440835,276.971789795,-10.6646531717,13.6554649823,-6.71410693849,13.6463,-13.9527,105,63.1914858569,81.4355596128,13.6504558214,1042.24697828,13.6598,311.868798596,0.815223
91.1505,0.864039,264.949675839,75.3925386799,98.8679,106,0.466477660345,256.937044388,24.6171513123,13.8080450096,-1.49379035472,13.7988,-14.0961,106,73.8423477852,83.8553081187,13.8025182989,955.852399455,13.8105,256.854892613,0.760086
91.5997,0.925479,291.5426508,93.5385399742,99.3348,107,0.464868836342,226.736795512,8.95144402478,13.7824112046,2.57686959058,13.7747,-14.0726,107,81.9014023276,90.0108693408,13.776866815,889.689444422,13.7887,161.637930757,0.772565
92.0826,0.9202,354.776205384,117.64953672,99.732,108,0.48315221601,199.989112699,15.5933793494,13.8465040453,-2.76289092104,13.8359,-14.1328,108,80.9324339215,131.922184333,13.83988216,806.110302732,13.8503,133.594697275,0.881585
92.5491,0.92514,279.42605668,112.789377033,100.12,109,0.475983389474,399.794335332,57.13813988,13.9070264477,-1.40180837988,13.8982,-14.2067,109,104.95545915,105.598736138,13.9009972958,1194.5279246,13.9118,295.659065675,0.801414
92.9526,0.924107,273.684531257,92.5319000339,100.636,110,0.463979255197,190.920696318,-25.0799190587,14.0139802464,-3.67064168733,14.0039,-14.3047,110,85.9245301473,83.6894741468,14.0062162564,744.842674469,14.0203,115.81638929,0.754943
93.382,0.926599,506.054798354,183.522671045,101.052,111,0.468299017273,291.421353508,59.1548172173,14.0903309005,30.7165731617,14.0804,-14.3722,111,99.7985634894,158.308711792,14.0835085144,645.80069069,14.0942,127.757402479,0.784095
93.8178,0.930636,234.135496403,83.1173209187,101.445,112,0.485569426509,273.302042933,68.3906983305,14.1450185118,-1.75018508423,14.136,-14.4562,112,83.7934143923,89.2424286826,14.1393328149,815.772227667,14.1499,182.889931706,0.856012
94.185,0.930712,238.616851813,68.8099372713,101.864,113,0.476974268398,386.775646981,7.67767150799,14.2618909936,-2.90309489406,14.2525,-14.5634,113,95.5863112348,64.0573017672,14.2560266367,909.496121279,14.2655,227.181372935,0.813818
94.6301,0.933661,348.299444726,142.72917062,102.284,114,0.478655695675,423.713870324,-45.8455627357,14.3098757675,23.7128470926,14.3009,-14.6095,114,64.053485221,118.072152202,14.3034577806,785.508163653,14.3158,292.0718753,0.780636
95.0118,0.923692,336.937155841,86.3234829148,102.666,115,0.479194521695,241.363191914,-56.8173709161,14.364301948,-13.7330403398,14.3555,-14.6693,115,71.1984964436,109.100432329,14.3583729723,895.793001178,14.3687,205.87548715,0.840387
95.4394,0.947857,260.011659449,144.689678946,103.056,116,0.490176200241,100.118981766,87.6603998138,14.4108361552,-1.05553257525,14.3996,-14.726,116,65.9863880957,86.4322650584,14.402346458,201.683618336,14.4156,19.8948311144,0.866678
95.7977,0.92559,534.155067131,215.897732609,103.494,117,0.490184373112,411.85236856,18.9722396802,14.5570990166,56.7023518586,14.5466,-14.8629,117,93.034586942,151.590663599,14.5503975256,1000.42084201,14.5632,304.414731468,0.824648
96.2521,0.938778,289.119661984,91.0408265755,103.967,118,0.495794299606,204.534821156,23.7674124426,14.6067492455,-2.94623327814,14.5966,-14.9022,118,94.8305330157,92.7854947753,14.5998889294,918.506025608,14.6128,116.861483944,0.908993
96.6374,0.942781,152.091328261,54.8574344005,104.364,119,0.495949081552,336.736804219,134.779064296,14.6388950661,-0.517556113093,14.6271,-14.9438,119,67.6062371999,48.8952400407,14.6299823977,581.475205268,14.6433,138.594371777,0.860422
96.9972,0.926936,399.955932949,76.7782236811,104.844,120,0.501539993158,266.973628554,13.0214044732,14.7142053544,-3.01443798477,14.703,-15.0273,120,88.8046074289,134.577770554,14.7069090556,914.025272308,14.7166,170.910276255,0.942107
97.4112,0.934261,247.567392368,105.230311403,105.324,121,0.508693116715,187.258283541,-43.6020538322,14.8017448782,1.9873551154,14.791,-15.1041,121,61.3252256119,67.6841044471,14.7939329308,896.772539208,14.8055,185.553730646,0.930074
