MaxEsReturn,Iteration,AverageAction,MinEsReturn,QFunRegParamNorm,AverageEsReturn,StdReturn,Epoch,AverageAbsQ,AveragePolicySurr,AverageAbsQYDiff,AverageAbsY,AverageQ,AverageDiscountedReturn,AverageY,PolicyRegParamNorm,MaxReturn,AverageReturn,StdEsReturn,MinReturn,AverageQLoss
3653.08522639,791,0.982964,3653.08522639,177.71,3653.08522639,377.47554222,791,457.338,-459.448,3.38867597974,457.346233692,457.338,374.392590726,457.346199749,122.303,4742.45478486,4444.99432699,0.0,3369.05687794,207.308
3532.73976533,792,0.984197,3532.73976533,177.839,3532.73976533,886.724385749,792,457.25,-459.392,3.74614858467,457.256719662,457.25,359.323908786,457.256606599,122.444,4882.60456995,4332.77883474,0.0,1691.09228583,289.687
1836.83783914,793,0.979882,1836.83783914,177.987,1836.83783914,149.31536409,793,456.963,-459.103,3.33453207936,456.974815159,456.963,399.679385158,456.97474792,122.561,5229.8535958,5010.19424846,0.0,4635.70551828,202.119
3167.83203719,794,0.982039,3167.83203719,178.146,3167.83203719,574.39160037,794,457.153,-459.232,3.44297040668,457.166074242,457.153,345.34100397,457.166057474,122.595,4736.97878919,4287.94705628,0.0,2769.3151517,241.707
3272.62753026,795,0.981012,3272.62753026,178.2,3272.62753026,1030.60834904,795,456.766,-458.901,3.29708057439,456.758622679,456.765,353.962984212,456.758282699,122.673,4841.9863067,4226.05155021,0.0,1189.46928665,203.343
3216.05921362,796,0.981397,3216.05921362,178.299,3216.05921362,158.628600749,796,457.024,-459.172,3.50583167583,457.041863088,457.024,409.586907806,457.041817209,122.727,5356.68371505,5125.38311858,0.0,4867.5108623,226.106
3576.76779453,797,0.985364,3576.76779453,178.376,3576.76779453,964.396855586,797,457.934,-460.007,3.60315411341,457.937572847,457.934,381.724568551,457.937527965,122.806,4989.55345765,4543.37787994,0.0,1661.0158283,258.877
3234.26893701,798,0.98298,3234.26893701,178.436,3234.26893701,140.993514077,798,457.51,-459.621,3.27961425399,457.516310595,457.508,377.470655117,457.516286642,122.817,4948.24581513,4730.15855353,0.0,4495.22204248,203.259
3448.05088397,799,0.981249,3448.05088397,178.584,3448.05088397,84.3726879038,799,457.32,-459.511,3.52532553987,457.338090231,457.32,380.757239077,457.338067146,122.925,5083.54519064,4981.33823768,0.0,4835.86153545,254.197
3508.66080886,800,0.980674,3508.66080886,178.714,3508.66080886,99.086046549,800,457.13,-459.301,3.50846825063,457.137094481,457.13,376.970156212,457.137027325,123.031,5090.44304717,4846.13463642,0.0,4723.2615168,249.891
3553.1339076,801,0.986874,3553.1339076,178.799,3553.1339076,1203.40148247,801,456.877,-458.952,3.44277427105,456.891836075,456.877,389.115489365,456.891747597,123.005,5008.34887265,3884.29869322,0.0,1207.73293443,236.735
3366.2487843,802,0.982322,3366.2487843,178.9,3366.2487843,1025.95781626,802,458.017,-460.115,3.27346158413,458.007338199,458.017,414.362709623,458.00725219,123.067,5330.50648279,4860.88842877,0.0,1790.09387722,217.3
3333.8545945,803,0.985833,3333.8545945,179.022,3333.8545945,1633.52827077,803,457.774,-459.868,3.46964714531,457.799367672,457.774,349.612162133,457.799325447,123.109,4980.17344486,3246.28006123,0.0,542.250844794,233.382
3729.99001464,804,0.984458,3729.99001464,179.044,3729.99001464,168.456757492,804,457.258,-459.356,3.17018308274,457.266196897,457.258,389.022020374,457.265553247,123.205,5152.67703455,4923.21547165,0.0,4542.58856582,172.508
3615.0418405,805,0.984654,3615.0418405,179.156,3615.0418405,865.755382195,805,456.841,-458.933,3.55627205988,456.855696899,456.841,338.959424902,456.85517867,123.366,4287.99331571,3602.36148992,0.0,1240.80420362,258.187
3080.06498745,806,0.984344,3080.06498745,179.207,3080.06498745,1244.49294525,806,458.227,-460.375,3.19903512445,458.232648889,458.227,384.28580347,458.23260786,123.43,5036.25841337,3946.76933576,0.0,1732.62139438,202.153
3214.41130125,807,0.986576,3214.41130125,179.296,3214.41130125,1615.68891803,807,458.145,-460.286,3.33917938534,458.155388346,458.145,331.407368535,458.155343605,123.393,4813.24946457,3325.14464648,0.0,431.332764582,198.067
3697.47765953,808,0.987587,3697.47765953,179.442,3697.47765953,1698.0184847,808,458.116,-460.308,3.46185528939,458.120662603,458.116,357.173800666,458.120617044,123.438,5217.77881635,2802.01135424,0.0,672.433201215,224.112
3062.26590902,809,0.983343,3062.26590902,179.532,3062.26590902,1376.25178823,809,458.289,-460.399,3.28284554945,458.298477817,458.289,391.610239682,458.298355899,123.483,5121.41295559,4195.62115828,0.0,1151.50699122,191.595
3435.23031742,810,0.985296,3435.23031742,179.635,3435.23031742,1765.92466677,810,458.317,-460.484,3.41241291782,458.330935774,458.317,331.837003479,458.330885821,123.57,4931.2759165,3181.92470453,0.0,410.08007284,217.26
3182.55196871,811,0.984674,3182.55196871,179.715,3182.55196871,237.597464545,811,457.722,-459.927,3.76708207535,457.731800565,457.722,353.830167103,457.731711364,123.59,4743.77073792,4470.64815193,0.0,3909.15469275,294.958
3345.9767701,812,0.983614,3345.9767701,179.821,3345.9767701,1659.28373772,812,459.162,-461.319,3.2371318316,459.180741616,459.162,360.597089183,459.180691941,123.749,4908.52025061,3435.09101158,0.0,707.429985741,190.0
3564.96517553,813,0.9771,3564.96517553,179.906,3564.96517553,1095.33206133,813,458.329,-460.48,3.30409847483,458.332457423,458.329,390.046530678,458.332381788,123.776,5274.19706562,4475.21585723,0.0,2122.69449408,190.481
3260.18063222,814,0.987058,3260.18063222,180.04,3260.18063222,1530.60016699,814,458.338,-460.401,3.54131179125,458.349536757,458.338,346.185806605,458.349447897,123.937,4939.80216459,3107.86253779,0.0,459.526953082,247.826
3062.19324189,815,0.983757,3062.19324189,180.095,3062.19324189,910.861713403,815,459.262,-461.308,3.24482636413,459.274822917,459.262,336.963318021,459.27477442,123.963,4680.74191507,3835.34696919,0.0,1787.94068929,197.567
3422.31117635,816,0.99164,3422.31117635,180.16,3422.31117635,1256.77580805,816,458.862,-460.954,3.33469715506,458.871366668,458.862,306.35357001,458.871343229,124.003,4652.79633742,1879.73927936,0.0,312.193649146,206.691
3447.59741123,817,0.976543,3447.59741123,180.278,3447.59741123,256.364386485,817,458.053,-460.087,3.27860872767,458.057364048,458.053,380.341377898,458.057319252,124.115,4913.56977751,4637.34897468,0.0,4015.69547052,202.112
3327.463289,818,0.983054,3327.463289,180.333,3327.463289,1215.57939122,818,457.889,-459.881,3.35510150427,457.901096775,457.889,332.890622431,457.901056788,124.145,4527.40712866,3467.8587859,0.0,1091.61450628,194.874
3243.29662073,819,0.98937,3243.29662073,180.396,3243.29662073,1361.7183032,819,459.527,-461.588,3.50745199016,459.537362232,459.527,343.357096459,459.53731169,124.155,4823.36363857,2713.61372131,0.0,813.29526535,221.493
3591.40383367,820,0.98284,3591.40383367,180.537,3591.40383367,1192.33289734,820,458.552,-460.6,3.4897890845,458.56718251,458.552,389.862455358,458.567070229,124.297,4954.25314028,3908.03838494,0.0,1573.05053113,246.924
3564.14343409,821,0.983522,3564.14343409,180.583,3564.14343409,798.360081639,821,457.984,-459.995,3.3598070507,457.991845756,457.984,384.528721463,457.991828379,124.372,4917.29971752,4496.14050032,0.0,2125.68311702,207.438
3255.98149336,822,0.983896,3255.98149336,180.745,3255.98149336,1458.53081884,822,458.867,-460.934,3.35216463774,458.875914372,458.867,335.804952656,458.875754101,124.436,4607.94229476,3498.87240967,0.0,615.252446109,207.366
3484.01289521,823,0.986967,3484.01289521,180.84,3484.01289521,1646.34866617,823,458.862,-460.913,3.44807151684,458.872100951,458.862,341.566664389,458.872057549,124.439,4888.80410868,2817.70095869,0.0,688.135682473,220.874
3140.5998349,824,0.981956,3140.5998349,180.951,3140.5998349,85.9951574573,824,458.703,-460.728,3.50242792029,458.718242079,458.703,383.308498178,458.718190005,124.556,4899.52411891,4751.32376567,0.0,4590.71141873,237.016
3234.30239915,825,0.979572,3234.30239915,181.051,3234.30239915,147.58967525,825,458.162,-460.204,3.78176821419,458.171157564,458.162,392.547010137,458.171110081,124.612,5084.40746543,4868.38740519,0.0,4605.16335892,319.266
3527.70531752,826,0.986442,3527.70531752,181.144,3527.70531752,1409.91453303,826,457.764,-459.875,3.43423577771,457.772373916,457.763,367.709592401,457.772323063,124.677,4929.37310059,4154.33758778,0.0,244.287492721,230.463
3625.54510161,827,0.984737,3625.54510161,181.249,3625.54510161,1343.12982413,827,458.523,-460.557,3.45223910079,458.531890188,458.523,412.652639056,458.531797302,124.663,5179.34814295,4368.59974777,0.0,1578.40332217,250.67
3431.32160108,828,0.987188,3431.32160108,181.353,3431.32160108,1218.51863955,828,458.611,-460.696,3.54644866246,458.615827865,458.611,339.322699672,458.61579206,124.639,4590.36056193,3647.20250718,0.0,831.34333532,263.971
3358.03172438,829,0.987115,3358.03172438,181.446,3358.03172438,1450.01773303,829,458.587,-460.664,3.26140834467,458.603200911,458.587,329.738603624,458.603176779,124.76,4804.33055893,3501.35225456,0.0,426.893535273,204.608
3172.97933878,830,0.986404,3172.97933878,181.55,3172.97933878,1270.85520668,830,458.522,-460.562,3.37740014925,458.527724079,458.522,386.025597564,458.527710266,124.84,5219.16105206,4062.11855486,0.0,1852.94734433,211.443
3357.44111269,831,0.982575,3357.44111269,181.563,3357.44111269,520.144383813,831,458.579,-460.658,3.30766206588,458.588348067,458.579,380.557605338,458.588307805,124.897,5238.76270985,4707.00052369,0.0,3602.85532297,197.38
3503.33544149,832,0.982806,3503.33544149,181.686,3503.33544149,929.391375488,832,458.574,-460.681,3.45644753886,458.58796006,458.574,368.291881063,458.58793579,124.968,4931.31519732,3998.75082929,0.0,2392.04918038,216.26
2984.52612706,833,0.981973,2984.52612706,181.784,2984.52612706,554.809001047,833,458.624,-460.631,3.52219237268,458.632444521,458.624,362.107678935,458.632399518,125.077,4839.24455841,4419.51887903,0.0,3233.60930169,261.959
3243.46717894,834,0.982206,3243.46717894,181.903,3243.46717894,490.110638309,834,458.598,-460.639,3.39648682121,458.599724607,458.598,367.187103964,458.599685417,125.18,4820.16548569,4261.19989274,0.0,3290.08711916,223.55
3578.72964985,835,0.97967,3578.72964985,182.047,3578.72964985,530.061416568,835,458.496,-460.542,3.18052472353,458.512879912,458.496,379.107179967,458.512741648,125.261,5028.92956181,4519.96336818,0.0,3052.99237993,174.888
3309.17895552,836,0.978085,3309.17895552,182.231,3309.17895552,75.1317948996,836,458.204,-460.244,3.7624194447,458.205415716,458.204,403.832016833,458.205342136,125.316,5180.18432852,5076.18191313,0.0,4914.60319263,314.857
3468.81461975,837,0.981875,3468.81461975,182.316,3468.81461975,688.653767481,837,458.282,-460.295,3.3261098421,458.302017627,458.282,410.153573266,458.301855047,125.324,5569.30772443,4925.26949201,0.0,3136.13554785,215.659
3530.36348584,838,0.977425,3530.36348584,182.441,3530.36348584,122.13699594,838,459.019,-461.02,3.69693897695,459.032327933,459.019,389.172703115,459.032270463,125.437,5100.82421511,4928.30068794,0.0,4672.41907735,288.924
3493.4947141,839,0.984491,3493.4947141,182.491,3493.4947141,1164.22716022,839,457.297,-459.374,3.40057682907,457.300498322,457.297,390.473395732,457.300338829,125.64,5195.04553664,4269.05631157,0.0,915.494979448,248.939
3398.50411413,840,0.988812,3398.50411413,182.573,3398.50411413,1522.48041958,840,459.031,-461.156,3.28861951409,459.04647418,459.031,388.369859833,459.046394775,125.669,4986.94646942,2892.58434477,0.0,523.67177339,200.658
3523.7941017,841,0.984144,3523.7941017,182.636,3523.7941017,1203.66588023,841,458.586,-460.703,3.10154119923,458.595794671,458.586,365.826945943,458.595721679,125.755,4993.5915067,3841.79937993,0.0,1766.35767871,166.632
3470.25597357,842,0.981669,3470.25597357,182.738,3470.25597357,318.93654133,842,458.738,-460.816,3.58619698507,458.75018141,458.738,401.094383883,458.749473635,125.797,5308.97012205,4976.78352164,0.0,4098.2858358,274.573
3451.75774793,843,0.982194,3451.75774793,182.845,3451.75774793,1600.78664955,843,458.527,-460.518,3.38845230368,458.537443159,458.527,385.475355154,458.537338815,125.783,5361.28520891,4374.85793087,0.0,719.7792744,239.933
3365.08488671,844,0.981881,3365.08488671,182.993,3365.08488671,1457.21710621,844,458.564,-460.665,3.46839596754,458.569238621,458.564,388.86412509,458.569230403,125.866,5281.15380792,4123.52261642,0.0,829.035445065,233.818
3263.34967498,845,0.983823,3263.34967498,183.073,3263.34967498,925.5328711,845,458.966,-461.127,3.13069949609,458.972817862,458.966,366.557409971,458.972742234,125.883,4873.99287101,3967.51413352,0.0,1913.13051309,179.355
3466.34312127,846,0.983802,3466.34312127,183.208,3466.34312127,1442.76417991,846,458.315,-460.453,3.60188152292,458.327105609,458.315,389.874024766,458.327051893,125.976,5181.91910087,4114.27695942,0.0,1312.9287685,266.935
3721.26845211,847,0.985601,3721.26845211,183.322,3721.26845211,1487.38386149,847,458.958,-461.159,3.43417285192,458.967101858,458.958,323.610134019,458.967100989,126.008,4731.62760028,3629.16956231,0.0,543.450182889,266.441
3583.64737421,848,0.984445,3583.64737421,183.442,3583.64737421,1476.10380216,848,458.621,-460.696,2.9938192196,458.628628165,458.621,392.915324892,458.628573432,126.061,5340.53441956,4017.12526599,0.0,1513.7600905,154.135
3544.52626395,849,0.986549,3544.52626395,183.512,3544.52626395,1754.7658224,849,458.876,-460.941,3.3375838243,458.887452218,458.876,364.169841313,458.887389904,126.098,4924.26281042,3315.89276777,0.0,686.036991228,226.785
3431.35045497,850,0.981049,3431.35045497,183.634,3431.35045497,1323.74726531,850,458.861,-460.895,3.45607003577,458.881166399,458.861,391.175173116,458.880973346,126.201,5210.32748608,3837.67890253,0.0,1441.59272748,245.32
3477.5995085,851,0.983638,3477.5995085,183.692,3477.5995085,240.868263282,851,459.337,-461.433,3.14672320543,459.337865616,459.337,342.391775891,459.337816837,126.28,4572.4081401,4267.87169866,0.0,3801.82553134,181.809
3533.29259204,852,0.980486,3533.29259204,183.758,3533.29259204,1112.65396262,852,458.916,-461.022,3.27798494435,458.925176869,458.916,367.948225308,458.925167687,126.324,4884.20001398,4166.81881744,0.0,909.574347574,206.478
3158.33651924,853,0.978947,3158.33651924,183.898,3158.33651924,96.064094981,853,458.86,-460.95,3.61336907532,458.867953729,458.86,369.710187129,458.86787672,126.424,4649.89768007,4506.93607714,0.0,4378.2725805,275.62
3555.82530548,854,0.991601,3555.82530548,184.01,3555.82530548,1406.72633618,854,458.526,-460.626,3.6288043283,458.532679754,458.526,302.556609506,458.532613384,126.433,4153.35615625,2525.58890852,0.0,510.707124808,289.529
3647.63855152,855,0.986904,3647.63855152,184.109,3647.63855152,969.981559503,855,458.842,-460.95,3.36205690131,458.86707657,458.842,353.034956559,458.867033481,126.486,4573.0988541,3971.24170217,0.0,1260.03734766,226.795
3587.99195149,856,0.9853,3587.99195149,184.246,3587.99195149,1054.14650734,856,459.793,-461.882,3.50735032694,459.79753653,459.793,364.376475074,459.797523378,126.563,4805.12624238,3778.22043482,0.0,1351.65114364,248.877
3599.99850567,857,0.98121,3599.99850567,184.338,3599.99850567,146.97824733,857,458.914,-461.135,3.46343098518,458.915645684,458.914,382.044707542,458.91544406,126.678,4927.01303874,4749.12679295,0.0,4459.88742647,250.514
3145.91819288,858,0.984376,3145.91819288,184.436,3145.91819288,1076.4130165,858,458.675,-460.77,3.70908536169,458.703812128,458.675,401.690294648,458.703810345,126.717,5236.56727677,4470.41640009,0.0,1833.04078626,289.392
3507.76625925,859,0.983231,3507.76625925,184.553,3507.76625925,945.865575769,859,459.26,-461.34,3.17474320055,459.263292392,459.26,380.776887813,459.263203664,126.792,5145.67539174,4308.68388583,0.0,2093.16116192,181.657
3512.12315238,860,0.982961,3512.12315238,184.586,3512.12315238,809.186733154,860,459.547,-461.628,3.20057846212,459.547062663,459.547,363.912317053,459.547014773,126.827,4810.29675387,4220.47148175,0.0,2003.19224048,186.565
3298.86769113,861,0.984452,3298.86769113,184.733,3298.86769113,341.628238884,861,459.283,-461.37,3.45047944025,459.300797571,459.283,337.119214855,459.300705,126.859,4999.00657169,4419.72512258,0.0,3659.64795017,236.179
3354.49587815,862,0.987109,3354.49587815,184.835,3354.49587815,1080.95391644,862,459.217,-461.339,3.49309178567,459.225661671,459.217,370.973319232,459.225631501,127.015,4939.44726225,3466.47787587,0.0,1829.66299369,242.097
3593.7548715,863,0.981759,3593.7548715,184.929,3593.7548715,1051.88741535,863,458.842,-460.874,3.26063678979,458.840338755,458.842,395.50783975,458.84030618,127.151,5453.81766978,4201.44178636,0.0,2137.35369278,211.292
3243.66137193,864,0.984028,3243.66137193,185.068,3243.66137193,1378.62967058,864,459.803,-461.884,3.41691803736,459.825458428,459.803,358.821942942,459.825442513,127.249,4723.28329436,3553.9784115,0.0,1203.1416353,228.899
3023.48630329,865,0.982884,3023.48630329,185.159,3023.48630329,1131.57296701,865,459.262,-461.2,3.25248483445,459.267884547,459.262,385.222383724,459.267846297,127.331,5202.68175501,4346.01131944,0.0,1898.09501752,189.362
3077.7906786,866,0.985017,3077.7906786,185.327,3077.7906786,941.901129662,866,459.78,-461.827,3.53917962946,459.794595624,459.78,333.909449687,459.794574272,127.379,4485.77174776,3647.78069787,0.0,1115.20853989,236.784
3404.02580099,867,0.988442,3404.02580099,185.417,3404.02580099,1364.70562769,867,459.782,-461.834,3.3859686814,459.785687112,459.782,353.359045485,459.785591229,127.445,4672.24130171,2852.82918587,0.0,776.331302388,227.672
3471.41824707,868,0.984312,3471.41824707,185.494,3471.41824707,1176.4373968,868,459.67,-461.746,3.46820332964,459.686889362,459.67,381.344712093,459.686838059,127.427,5144.0573768,3816.53172085,0.0,1211.7048603,238.546
3505.99209733,869,0.989343,3505.99209733,185.588,3505.99209733,1689.41977148,869,459.552,-461.633,3.42283423346,459.560178268,459.552,348.3277465,459.560144383,127.46,4832.49748452,2841.5327757,0.0,566.414509072,224.342
3464.23746356,870,0.982801,3464.23746356,185.717,3464.23746356,1179.78843555,870,459.228,-461.322,3.39786074355,459.233587503,459.228,371.184671062,459.233558313,127.537,4929.95813653,4151.47413875,0.0,1439.81588158,229.225
3247.68211105,871,0.985744,3247.68211105,185.818,3247.68211105,1222.81380183,871,459.683,-461.798,3.30284763979,459.69764842,459.683,348.377127477,459.697632985,127.569,4981.9916913,3844.60530766,0.0,733.181466667,206.014
3424.39623208,872,0.980415,3424.39623208,185.89,3424.39623208,145.83160169,872,458.999,-461.063,3.37448868712,459.018760201,458.999,361.960416176,459.018709626,127.67,4918.19212787,4655.76229302,0.0,4460.86734429,217.756
3607.78160717,873,0.988774,3607.78160717,185.989,3607.78160717,1268.13069878,873,459.573,-461.62,3.50916649156,459.571077216,459.573,363.435655832,459.570999522,127.733,4644.91594576,3050.09011068,0.0,1108.61288711,269.248
3195.79623031,874,0.982348,3195.79623031,186.091,3195.79623031,211.857664488,874,459.834,-461.85,3.41966461951,459.846994485,459.834,378.796275121,459.846940472,127.81,5003.31156384,4624.62397192,0.0,4332.2360428,241.337
3740.40099372,875,0.983965,3740.40099372,186.172,3740.40099372,1281.71793495,875,459.531,-461.589,3.4130967597,459.542237387,459.531,384.851663213,459.542155506,127.908,4924.03545165,4057.49499478,0.0,1338.13947017,231.119
3374.16252544,876,0.989353,3374.16252544,186.31,3374.16252544,1422.61758868,876,460.437,-462.427,3.36818379181,460.440199755,460.437,357.448610485,460.440041821,128.022,4673.81610795,2533.72483583,0.0,787.062539071,214.691
3444.92569695,877,0.985399,3444.92569695,186.383,3444.92569695,1265.54104673,877,460.272,-462.39,3.3471060755,460.285522039,460.272,361.684863782,460.285431233,128.07,4811.36839767,3540.49751028,0.0,995.332328489,214.114
3875.31566785,878,0.979614,3875.31566785,186.474,3875.31566785,156.988993493,878,459.86,-461.984,3.29443315532,459.862930628,459.86,364.873870485,459.862925548,128.079,4940.44663195,4665.37285906,0.0,4409.9186321,213.916
3463.22758573,879,0.987045,3463.22758573,186.545,3463.22758573,1696.76299288,879,459.997,-462.04,3.29723832695,460.004403185,459.997,349.394091046,460.004337809,128.158,4942.52167917,3212.60475062,0.0,715.0354629,212.239
3497.24567375,880,0.985163,3497.24567375,186.729,3497.24567375,1086.89755987,880,460.34,-462.358,3.31596342969,460.362274734,460.34,319.687904177,460.362256289,128.188,4439.41830858,2971.41405191,0.0,744.083123407,210.107
3421.65564883,881,0.984348,3421.65564883,186.829,3421.65564883,1408.20006125,881,460.095,-462.028,3.32290234641,460.090139283,460.095,365.541936993,460.090114502,128.304,5081.40255371,3766.00389174,0.0,869.248296502,199.225
3694.88522091,882,0.981922,3694.88522091,186.941,3694.88522091,373.102731638,882,459.674,-461.7,3.56693608081,459.692158399,459.674,406.253116718,459.692088443,128.359,5508.3044883,5069.45607106,0.0,4152.14342068,263.015
3083.23750102,883,0.980431,3083.23750102,187.064,3083.23750102,1237.51593047,883,460.012,-462.057,3.5674944933,460.00970374,460.012,418.809020571,460.009672184,128.393,5491.89033484,4960.27610998,0.0,1255.19734595,296.909
3534.67444217,884,0.984448,3534.67444217,187.204,3534.67444217,157.850203805,884,459.617,-461.717,3.51558274379,459.629940793,459.617,367.491825466,459.62989077,128.434,4714.53633276,4542.03169662,0.0,4267.85812451,251.191
3364.57229444,885,0.983465,3364.57229444,187.323,3364.57229444,168.194018622,885,459.81,-461.77,3.51568108643,459.825775031,459.81,384.242727259,459.825725229,128.495,5145.03554609,4845.9566023,0.0,4541.34185504,273.335
3531.66957395,886,0.97699,3531.66957395,187.399,3531.66957395,1080.69886223,886,459.79,-461.757,3.27334045032,459.801880116,459.79,389.3803266,459.801817281,128.538,5249.50692631,4390.34152616,0.0,1368.61962016,199.094
3082.82905373,887,0.982673,3082.82905373,187.498,3082.82905373,1618.38217359,887,460.058,-462.098,3.31347713854,460.062579497,460.058,375.321453046,460.062484047,128.645,5019.47461031,3428.43216643,0.0,372.222722372,216.139
3240.82227441,888,0.983895,3240.82227441,187.55,3240.82227441,1394.26413824,888,459.657,-461.705,3.51444657484,459.671864748,459.657,372.149010255,459.671778721,128.815,5172.89447849,3337.13075289,0.0,1227.53485392,250.084
3268.5137978,889,0.976993,3268.5137978,187.653,3268.5137978,131.819741253,889,460.511,-462.667,3.11803149993,460.505887765,460.511,385.697340596,460.505861568,128.796,5304.55238283,5039.83777032,0.0,4888.25830957,183.936
3309.10648663,890,0.979091,3309.10648663,187.743,3309.10648663,937.885966497,890,460.597,-462.62,3.39629129472,460.60787711,460.597,404.504350002,460.607804366,128.873,5252.84170904,4637.43348443,0.0,2200.01174092,227.944
3177.79385867,891,0.983585,3177.79385867,187.854,3177.79385867,1445.65292564,891,460.757,-462.884,3.40501601957,460.771715267,460.757,390.568142367,460.771692406,128.95,5177.5801849,4328.12676883,0.0,983.067317543,228.955
3623.47703214,892,0.988454,3623.47703214,187.958,3623.47703214,1816.35679289,892,459.545,-461.576,3.34217380771,459.556291492,459.545,305.076610592,459.556259236,128.977,4682.87569813,2419.76742474,0.0,156.818761309,223.682
3349.37000274,893,0.983561,3349.37000274,188.061,3349.37000274,1137.241003,893,459.989,-462.055,3.2163994509,459.994040432,459.989,343.857834094,459.993971147,129.025,5044.07096985,3796.09507241,0.0,1062.50785581,203.786
3278.94725459,894,0.980944,3278.94725459,188.132,3278.94725459,289.144940271,894,460.166,-462.202,3.1868591939,460.165642781,460.166,397.084977864,460.165603263,129.091,5345.72927361,4999.93088144,0.0,4255.48368078,209.827
3616.6331396,895,0.979964,3616.6331396,188.262,3616.6331396,1301.41045326,895,459.572,-461.619,3.52394416058,459.591317859,459.572,396.116174181,459.591294421,129.103,5244.59096191,4527.48959796,0.0,811.802757897,269.935
3272.956878,896,0.980037,3272.956878,188.298,3272.956878,1021.99826217,896,459.489,-461.582,3.22744193311,459.502481443,459.489,391.100907918,459.50229162,129.185,5000.73196496,4175.08624886,0.0,1958.25320118,192.345
3342.59993544,897,0.98123,3342.59993544,188.403,3342.59993544,817.587871381,897,460.282,-462.356,3.41913638622,460.28560607,460.282,402.800377389,460.285498651,129.233,5142.379962,4509.58548231,0.0,2291.92103194,249.696
3295.97635453,898,0.988102,3295.97635453,188.502,3295.97635453,1752.38873157,898,460.176,-462.289,3.28933730593,460.187115252,460.176,360.571732479,460.187082177,129.281,4886.97965547,2794.4746701,0.0,693.920269962,217.661
3436.25830458,899,0.982944,3436.25830458,188.627,3436.25830458,1101.86117421,899,460.441,-462.596,3.55116448567,460.448846252,460.441,368.363121474,460.448846252,129.337,4820.69333688,4172.43181986,0.0,1529.80181974,280.227
3395.04296473,900,0.977361,3395.04296473,188.708,3395.04296473,385.307882879,900,460.762,-462.893,3.22065892368,460.77469654,460.762,391.253497806,460.774672994,129.419,5149.52680708,4852.51724298,0.0,3773.15536292,201.863
3261.66066986,901,0.979578,3261.66066986,188.838,3261.66066986,158.912397589,901,460.078,-462.159,3.39343134748,460.08730438,460.078,391.96111851,460.0871789,129.504,5383.91193201,5030.13297367,0.0,4835.74708595,243.346
3553.45379558,902,0.979102,3553.45379558,188.965,3553.45379558,506.758280286,902,460.245,-462.338,3.53613212531,460.255264521,460.245,380.638670653,460.25522983,129.505,5167.66069731,4506.12618721,0.0,3132.76613362,272.452
3511.15984532,903,0.978828,3511.15984532,189.08,3511.15984532,110.920898358,903,460.664,-462.731,3.51395737601,460.675715015,460.664,388.659125876,460.675664439,129.608,5061.99260035,4883.92354084,0.0,4670.49498776,267.321
1509.60766379,904,0.975916,1509.60766379,189.133,1509.60766379,472.813259348,904,460.046,-462.085,3.14249378405,460.054741348,460.046,391.662605233,460.054604364,129.715,5065.38170286,4613.39212562,0.0,3263.71150494,193.595
3373.30040668,905,0.978937,3373.30040668,189.358,3373.30040668,111.029072142,905,460.019,-462.051,3.474783738,460.023902548,460.019,390.478771191,460.023869853,129.72,5039.6598123,4826.36066624,0.0,4659.08074386,263.93
3261.74178504,906,0.983929,3261.74178504,189.432,3261.74178504,1058.49266023,906,460.097,-462.158,3.25978563497,460.106530768,460.097,406.738505906,460.106530768,129.802,5241.69477592,4679.2193008,0.0,1608.61691948,205.304
3540.22175795,907,0.97886,3540.22175795,189.482,3540.22175795,788.339250411,907,459.793,-461.783,3.40730242165,459.808975761,459.793,379.068432813,459.808863927,129.87,4934.35287969,4427.07901842,0.0,2093.29920823,234.974
3267.18140571,908,0.977713,3267.18140571,189.562,3267.18140571,530.567570718,908,460.027,-462.115,3.23944031085,460.039096768,460.027,387.356252468,460.039061049,129.931,5195.09989929,4671.9676937,0.0,3171.58453261,221.125
3357.594401,909,0.981502,3357.594401,189.684,3357.594401,882.635821683,909,460.991,-463.076,3.32748914761,460.983472568,460.991,401.429965438,460.983436602,130.058,5195.80779779,4612.19580626,0.0,2075.15402497,219.786
3562.33554086,910,0.973871,3562.33554086,189.805,3562.33554086,569.02631061,910,459.997,-462.105,3.4455611589,460.006990939,459.997,370.1262799,460.006851344,130.128,4902.90103487,4488.21382186,0.0,2978.98221483,236.026
3487.64610652,911,0.982971,3487.64610652,189.926,3487.64610652,1144.5666705,911,460.063,-462.189,3.38908482415,460.090584652,460.063,376.423158259,460.090473821,130.199,4793.0483454,3762.12923305,0.0,1459.98686999,235.233
3246.14548174,912,0.977143,3246.14548174,190.028,3246.14548174,785.99358238,912,460.505,-462.603,3.47010959204,460.514409603,460.505,404.591541732,460.514257185,130.361,5493.10338965,4826.57526912,0.0,2553.45873456,257.019
3432.91228407,913,0.982299,3432.91228407,190.107,3432.91228407,1347.4653976,913,460.762,-462.878,3.28733624718,460.763903287,460.762,397.759590578,460.763895069,130.332,5111.47806914,4210.5631456,0.0,1306.90194985,219.442
3547.80018929,914,0.980506,3547.80018929,190.231,3547.80018929,88.4972020952,914,460.202,-462.171,3.25308413132,460.216016561,460.202,368.168571094,460.215974488,130.332,4913.04764927,4759.49880194,0.0,4639.79834253,211.085
