AverageDiscountedReturn,AveragePolicySurr,QFunRegParamNorm,MinEsReturn,AverageEsReturn,AverageQ,PolicyRegParamNorm,StdEsReturn,AverageAbsQ,MaxReturn,AverageAbsY,AverageReturn,Iteration,AverageY,Epoch,StdReturn,AverageQLoss,MaxEsReturn,AverageAbsQYDiff,MinReturn,AverageAction
49.70156378,-11.7755,28.5486,383.956643348,383.956643348,10.9457,27.7523,0.0,10.9457,776.360740323,10.9504259924,699.912734765,39,10.9497707707,39,42.2821354672,0.588882,383.956643348,0.52149957988,633.578354872,0.755162
41.6129521462,-12.4532,28.8351,357.050308262,357.050308262,11.6391,28.0409,0.0,11.6391,786.565909805,11.6436708375,728.245853838,40,11.6432175556,40,47.9444404146,0.578222,357.050308262,0.520002782615,620.763432716,0.708054
56.3318231704,-13.1418,29.1426,429.341940126,429.341940126,12.338,28.2929,0.0,12.338,844.844116574,12.3421200313,771.787857751,41,12.3417146723,41,53.7862869763,0.599853,429.341940126,0.527558840322,675.362866434,0.696793
63.2230387151,-13.8548,29.4578,426.342247875,426.342247875,13.0365,28.5294,0.0,13.0365,761.058894675,13.0413713998,706.338596282,42,13.0408068937,42,30.2297195247,0.658614,426.342247875,0.53612794583,635.197487816,0.763503
55.2361999999,-14.5966,29.7348,437.211622995,437.211622995,13.7558,28.7875,0.0,13.7558,890.027163098,13.7607803034,819.277011624,43,13.7602312092,43,29.8319332843,0.662691,437.211622995,0.539850815387,792.442458048,0.704865
63.1321244752,-15.3436,30.0227,466.112052696,466.112052696,14.4958,29.0367,0.0,14.4958,807.715043204,14.5008252212,764.423666578,44,14.5001890169,44,38.3597461127,0.696193,466.112052696,0.542978010164,696.362940793,0.72211
63.2600855589,-16.0546,30.2773,478.132352685,478.132352685,15.2156,29.3003,0.0,15.2156,723.460610703,15.2210552937,684.755194633,45,15.2203451,45,21.3665138922,0.738513,478.132352685,0.548950876074,637.798168935,0.752891
68.6926993038,-16.7575,30.5189,506.44270699,506.44270699,15.9291,29.5862,0.0,15.9291,887.895641265,15.9336877321,852.7935356,46,15.9331514455,46,34.5526336245,0.709608,506.44270699,0.543190173382,759.439363737,0.698683
74.8828024385,-17.5171,30.7659,507.006714456,507.006714456,16.6799,29.8332,0.0,16.6799,835.740439039,16.6842172014,774.864396944,47,16.6838343927,47,73.9841324795,0.736105,507.006714456,0.55147811763,610.942671369,0.73172
62.344158694,-18.2584,31.025,507.049091956,507.049091956,17.4288,30.0818,0.0,17.4288,818.829760159,17.4339938219,773.911499827,48,17.4335025843,48,25.4556052768,0.775051,507.049091956,0.557618449156,740.353628171,0.699174
58.4068923819,-19.0403,31.2704,580.232497973,580.232497973,18.1913,30.3539,0.0,18.1913,884.73744065,18.1960379802,830.787264484,49,18.195476895,49,40.9710765163,0.804476,580.232497973,0.567184892561,742.49439118,0.70716
81.5782907331,-19.7964,31.5406,549.814812911,549.814812911,18.9366,30.5782,0.0,18.9366,918.876531898,18.9417529607,876.254643028,50,18.9411895377,50,25.9622414925,0.932787,549.814812911,0.58101309007,818.827262429,0.721621
30.7149402176,-20.6101,31.8475,446.550912497,446.550912497,19.7444,30.8792,0.0,19.7444,843.943063246,19.7500233523,454.787003702,51,19.7493379539,51,570.942976745,0.917949,446.550912497,0.585706362861,-692.40438447,0.726888
57.7007822915,-21.3921,32.1037,525.45153939,525.45153939,20.5044,31.144,0.0,20.5044,874.548600189,20.5094492341,698.717399792,52,20.5089919374,52,221.519209851,0.965566,525.45153939,0.594833542654,198.27831884,0.733591
46.5012082515,-22.1654,32.3627,543.346502827,543.346502827,21.2841,31.4096,0.0,21.2841,826.466037527,21.2899628981,606.957766547,53,21.2891909695,53,410.625453555,1.04362,543.346502827,0.605583035904,-620.313718461,0.767841
33.4675240686,-22.9727,32.5959,557.620218556,557.620218556,22.0989,31.67,0.0,22.0989,835.033082601,22.1035489547,539.161639619,54,22.1028723567,54,340.200853159,1.07619,557.620218556,0.605532923986,-201.839378296,0.72955
46.6939198124,-23.7272,32.8091,551.27756824,551.27756824,22.8659,31.8722,0.0,22.8659,869.197636799,22.8707655662,587.79057654,55,22.8702396052,55,173.494216498,1.05734,551.27756824,0.609199679606,239.579395036,0.813694
60.5231898195,-24.535,33.0647,551.856995922,551.856995922,23.6549,32.0788,0.0,23.6549,827.814437712,23.6602592253,636.73278243,56,23.6598953647,56,299.786296733,1.02385,551.856995922,0.606770746908,-154.105464445,0.727275
18.1364928001,-25.2972,33.2622,573.103934344,573.103934344,24.4237,32.2816,0.0,24.4237,851.014342705,24.4293638794,547.346085441,57,24.428908278,57,418.161400568,1.12919,573.103934344,0.622075536858,-661.267606233,0.771653
41.1248480881,-26.0857,33.5298,546.166548455,546.166548455,25.205,32.5443,0.0,25.205,872.965449252,25.2102022361,723.674154644,58,25.2095333125,58,85.4408172678,1.35546,546.166548455,0.649459726937,539.526978126,0.820663
26.2164336773,-26.888,33.7854,422.067938429,422.067938429,26.0013,32.7705,0.0,26.0013,648.985124952,26.0071446774,462.388689398,59,26.0065589196,59,241.74937812,1.23758,422.067938429,0.644540293415,-217.864404886,0.771089
52.9397405788,-27.7459,33.9862,618.15784076,618.15784076,26.8527,32.9694,0.0,26.8527,623.987724222,26.857890979,264.860440204,60,26.8573902911,60,255.626962522,1.45273,618.15784076,0.670058492238,-345.976304998,0.749715
42.4755773505,-28.5033,34.191,567.821964493,567.821964493,27.6135,33.2242,0.0,27.6135,824.293251955,27.6196289368,321.778156873,61,27.6191335105,61,470.839534832,1.41697,567.821964493,0.667633110858,-961.991847377,0.789028
56.0304941542,-29.3424,34.4389,509.728582637,509.728582637,28.4376,33.4348,0.0,28.4376,813.756096961,28.4429053,515.196241414,62,28.4424697998,62,145.120223585,1.31452,509.728582637,0.664057148955,317.492352587,0.775107
52.495482022,-30.1572,34.6873,673.913152775,673.913152775,29.2449,33.6895,0.0,29.2449,707.175694612,29.2499985884,420.389751818,63,29.2495258904,63,422.479652686,1.50926,673.913152775,0.684279772348,-812.794565399,0.809385
26.9664678294,-30.9695,34.8993,493.199502446,493.199502446,30.0902,33.8938,0.0,30.0902,532.888021857,30.0956288071,113.015767298,64,30.0951918305,64,426.110999595,1.78878,493.199502446,0.733337436109,-764.743064237,0.799959
74.0544805641,-31.9095,35.1573,138.910857236,138.910857236,31.0146,34.0902,0.0,31.0146,717.967570232,31.0221943386,510.451245402,65,31.0214919773,65,250.331625234,1.90901,138.910857236,0.742310680191,-164.705578451,0.801695
41.0435905673,-32.7534,35.4016,452.435503201,452.435503201,31.8214,34.2738,0.0,31.8214,778.5613519,31.8286027126,407.979503858,66,31.8281066219,66,353.986465695,2.1544,452.435503201,0.765779453303,-286.170114854,0.811845
48.7989237341,-33.5619,35.6167,578.642492307,578.642492307,32.6518,34.4455,0.0,32.6518,822.226882997,32.6581380931,514.20920867,67,32.6576344949,67,374.964655077,1.84889,578.642492307,0.728864000729,-269.227887774,0.810939
49.3847522513,-34.3059,35.8649,563.475498434,563.475498434,33.4017,34.6568,0.0,33.4017,836.033345436,33.40810037,435.391707191,68,33.407623566,68,332.573336803,1.93226,563.475498434,0.737699337626,-220.719801643,0.795567
53.5907164148,-35.1222,36.0943,600.434048724,600.434048724,34.2082,34.8532,0.0,34.2082,726.095454829,34.2150161627,511.670118669,69,34.2147029149,69,299.868714438,1.97449,600.434048724,0.753606572763,-237.695507861,0.788604
68.8976777707,-35.8532,36.3432,586.666885024,586.666885024,34.9552,35.0533,0.0,34.9552,866.797729333,34.9616007484,764.037796896,70,34.9610780829,70,62.6030413913,2.2657,586.666885024,0.774005674611,643.592739503,0.765487
65.0883434041,-36.666,36.5852,659.539445685,659.539445685,35.7614,35.2677,0.0,35.7614,962.339173033,35.7674654615,683.55582429,71,35.767043004,71,328.405039428,2.04088,659.539445685,0.763424972492,-162.411766243,0.799791
71.964129526,-37.4082,36.8426,597.892736099,597.892736099,36.52,35.4214,0.0,36.52,995.056138916,36.5262173799,897.839402682,72,36.525727973,72,88.0110771087,2.16733,597.892736099,0.762199219541,662.721171673,0.763925
45.5633297849,-38.1579,37.0231,569.074899905,569.074899905,37.261,35.5558,0.0,37.261,986.450365505,37.2673508391,505.851267341,73,37.2669840631,73,553.25127754,2.24465,569.074899905,0.769142998341,-565.547092273,0.793418
33.0897021331,-38.8769,37.2279,606.923194428,606.923194428,37.9922,35.7318,0.0,37.9922,962.932349856,37.9975521578,524.39733918,74,37.9972932,74,491.560976608,1.82135,606.923194428,0.742512998026,-603.546517848,0.777421
75.6053774984,-39.6446,37.4469,661.573488229,661.573488229,38.766,35.9119,0.0,38.766,1105.81505403,38.7731153122,952.153252453,75,38.7725465861,75,100.521130473,2.64225,661.573488229,0.799715120321,756.774045617,0.794145
62.7162059492,-40.4107,37.7157,294.628785565,294.628785565,39.5327,36.0268,0.0,39.5327,943.36993931,39.5388880225,687.597722482,76,39.5384127153,76,348.524676144,2.27295,294.628785565,0.773411508903,-310.776574605,0.799681
55.5723235101,-41.1108,37.9364,624.951003893,624.951003893,40.2384,36.223,0.0,40.2384,884.014742871,40.2449557455,515.214627258,77,40.2442132979,77,361.912248077,2.6704,624.951003893,0.794979762137,-240.804602093,0.784482
51.8813885196,-41.8409,38.1849,625.918420412,625.918420412,40.9743,36.362,0.0,40.9743,916.950069588,40.982539274,657.582482675,78,40.9817582599,78,391.550870716,2.99672,625.918420412,0.822133194783,-381.50869874,0.784714
74.0490017659,-42.5019,38.405,642.794419787,642.794419787,41.6503,36.5518,0.0,41.6503,971.826673951,41.6551022586,535.916809165,79,41.6546591913,79,354.788698362,2.47422,642.794419787,0.805256693769,-112.726622146,0.762522
29.576607579,-43.1886,38.6508,641.433330862,641.433330862,42.3399,36.6895,0.0,42.3399,848.632842068,42.3463791833,-125.947566956,80,42.3457360296,80,354.929524244,2.70177,641.433330862,0.810300203862,-594.158075688,0.733692
77.4179339632,-43.8527,38.9163,615.686109169,615.686109169,43.0012,36.8976,0.0,43.0012,1024.70882706,43.0078884071,950.515371527,81,43.0071914663,81,61.4242013968,2.88158,615.686109169,0.82825326979,860.232365867,0.761901
64.9077033123,-44.5729,39.1214,663.889728171,663.889728171,43.6944,37.0697,0.0,43.6944,971.186188011,43.7013629084,632.413536211,82,43.7008722768,82,400.722019095,2.80028,663.889728171,0.831856723693,-245.099718082,0.765213
89.7947163178,-45.286,39.3413,594.248904899,594.248904899,44.4036,37.1917,0.0,44.4036,1078.06448826,44.4098575465,1007.91888767,83,44.4094062368,83,44.1819341335,2.71673,594.248904899,0.83221234498,926.653092058,0.764004
80.8007761864,-45.9618,39.5145,661.066964808,661.066964808,45.0865,37.3751,0.0,45.0865,1136.25016236,45.0921024902,777.636033429,84,45.0916273527,84,467.219403604,2.79415,661.066964808,0.817994164375,-360.554284767,0.764048
86.944253436,-46.6156,39.7774,665.545886213,665.545886213,45.7312,37.5575,0.0,45.7312,1062.27054976,45.7387640463,952.78598225,85,45.7380498627,85,117.375400072,3.39606,665.545886213,0.871604093734,661.538376023,0.742238
93.9162689413,-47.3423,40.0221,629.039478567,629.039478567,46.4597,37.7029,0.0,46.4597,1051.19895165,46.4642821878,929.32346762,86,46.4636717666,86,199.149017467,3.18475,629.039478567,0.83103230143,340.904975432,0.766776
88.4503696059,-48.0036,40.2422,657.889896038,657.889896038,47.126,37.8697,0.0,47.126,1087.54477945,47.1326484987,954.975205381,87,47.1321055512,87,131.739133929,3.25475,657.889896038,0.850820362838,601.279805322,0.751038
67.4204366287,-48.676,40.4685,705.717752375,705.717752375,47.7844,37.9803,0.0,47.7844,1007.61071926,47.7917073288,893.932237781,88,47.7908859536,88,139.000139104,4.06389,705.717752375,0.893645428095,509.790870132,0.773546
87.3263766616,-49.3934,40.636,684.489669741,684.489669741,48.5,38.1439,0.0,48.5,1145.685174,48.5040907688,1073.55255236,89,48.5036215302,89,35.3576837204,3.32763,684.489669741,0.859827951579,1024.75358256,0.742833
85.3617870347,-50.0493,40.9042,722.250806243,722.250806243,49.1687,38.3126,0.0,49.1687,1110.57384883,49.1768535218,1008.61996776,90,49.1763376013,90,59.3850735021,3.26749,722.250806243,0.856850219937,934.035809769,0.766283
76.8130602747,-50.7695,41.1117,654.922760645,654.922760645,49.8827,38.4855,0.0,49.8827,1094.97223573,49.8884841189,879.930152611,91,49.8880880015,91,490.456949174,3.48773,654.922760645,0.864622149006,-588.032988328,0.804844
88.6826613669,-51.4422,41.3395,666.826979278,666.826979278,50.5519,38.5871,0.0,50.5519,1036.96088701,50.558296012,982.947806944,92,50.5577257084,92,26.6240790796,3.85653,666.826979278,0.891097041443,943.283662771,0.773934
89.4282149796,-52.0891,41.5458,674.519353047,674.519353047,51.2043,38.7317,0.0,51.2043,1147.56302155,51.2111042143,1068.24693889,93,51.2105167275,93,62.1961632247,3.92496,674.519353047,0.885542183948,965.618809709,0.803222
84.0824778578,-52.7839,41.7706,651.46553601,651.46553601,51.8881,38.8601,0.0,51.8881,1074.18260315,51.8950620299,1008.14572123,94,51.8943845826,94,34.829915933,3.93492,651.46553601,0.882923935439,958.570866019,0.826356
84.5095453509,-53.5102,42.0138,735.914247119,735.914247119,52.5807,39.0348,0.0,52.5807,1040.23789593,52.5855924727,964.627912775,95,52.5850396238,95,43.9473041749,3.96172,735.914247119,0.88171776997,896.32801341,0.807422
84.8612311525,-54.1653,42.2013,705.935040674,705.935040674,53.2578,39.2009,0.0,53.2578,1095.15710609,53.26378422,873.224394765,96,53.2632996725,96,379.514703096,4.03876,705.935040674,0.903843024981,-255.799464067,0.734579
86.1431252069,-54.9044,42.4396,692.092690803,692.092690803,53.9843,39.3781,0.0,53.9843,1135.58021193,53.9906263201,1009.89606262,97,53.990151476,97,169.408526043,3.79633,692.092690803,0.900564912498,525.353325021,0.776875
96.4986428037,-55.6266,42.6468,800.688573707,800.688573707,54.7067,39.5398,0.0,54.7067,1177.96164843,54.7124687777,1108.23413811,98,54.7119559021,98,35.2709730726,3.94928,800.688573707,0.89987568641,1040.77200856,0.777146
89.9044832943,-56.2795,42.8849,696.309186494,696.309186494,55.3644,39.6451,0.0,55.3644,1071.14273679,55.3702851175,1006.26017922,99,55.3697685806,99,49.1230286036,4.51254,696.309186494,0.936662836435,936.024873944,0.814725
98.9089400101,-56.974,43.1033,815.909384179,815.909384179,56.0272,39.7909,0.0,56.0272,1265.05250858,56.034416867,1197.57479303,100,56.0339732075,100,48.4542996232,4.51338,815.909384179,0.919414301819,1110.5447823,0.720398
98.8086365526,-57.6567,43.2726,638.843076671,638.843076671,56.7125,39.9515,0.0,56.7125,1242.2820896,56.7184021744,1157.14248071,101,56.7178985656,101,49.9906946477,4.52026,638.843076671,0.923953260469,1085.56968556,0.755217
72.333021905,-58.3918,43.4797,655.546279213,655.546279213,57.4567,40.1273,0.0,57.4567,1177.43300171,57.4632087135,964.517232789,102,57.4627365399,102,372.312627169,4.31723,655.546279213,0.927684559428,-144.191548629,0.739596
71.4889380306,-59.0805,43.6535,759.576589015,759.576589015,58.1461,40.294,0.0,58.1461,1227.08755341,58.1529619331,905.768473398,103,58.1525292326,103,462.962590162,4.02628,759.576589015,0.909660054788,-28.6925344261,0.763123
89.6473947084,-59.8024,43.8396,774.436652735,774.436652735,58.8644,40.3759,0.0,58.8644,1225.57870334,58.8689895371,1140.73477382,104,58.8685985711,104,41.7042433768,4.0495,774.436652735,0.92489340764,1097.62955574,0.743852
91.7269663921,-60.4894,44.0078,753.381841752,753.381841752,59.5398,40.5186,0.0,59.5398,1136.79295782,59.5464109284,1075.26957617,105,59.5460502941,105,52.8095697037,4.43444,753.381841752,0.94139355007,960.622834832,0.753446
88.1385908362,-61.1723,44.242,736.777964021,736.777964021,60.243,40.6547,0.0,60.243,1174.67957934,60.2478237495,1122.51366472,106,60.2472600737,106,35.6690737431,4.75649,736.777964021,0.940790727855,1057.45545313,0.73186
86.7764887937,-61.8763,44.4626,744.55237423,744.55237423,60.9437,40.7686,0.0,60.9437,1083.07561893,60.9482428561,1028.24372363,107,60.9475509492,107,40.630478401,5.05129,744.55237423,0.946793563303,956.575192833,0.743224
86.149851863,-62.5233,44.7061,709.470659968,709.470659968,61.5737,40.9084,0.0,61.5737,1172.59459211,61.5827817313,1095.24075826,108,61.5822500138,108,41.6472267355,5.58533,709.470659968,0.981110478722,1029.21582733,0.748525
94.8845216276,-63.2496,44.8739,696.155033183,696.155033183,62.2741,41.0912,0.0,62.2741,1290.80222548,62.2813733435,1188.66295446,109,62.2809508765,109,65.2230389402,4.73998,696.155033183,0.946923281025,1066.05072927,0.751893
96.8030257533,-63.986,45.1104,709.388842775,709.388842775,63.0125,41.3157,0.0,63.0125,1210.96450243,63.0164716103,1159.64976964,110,63.0158405403,110,29.6986032427,5.03066,709.388842775,0.953560444191,1120.58865965,0.782419
96.6960161358,-64.6911,45.3352,757.907472168,757.907472168,63.7111,41.4616,0.0,63.7111,1121.97723606,63.7188657938,1089.16065758,111,63.718286063,111,22.1504575777,4.97355,757.907472168,0.968405243378,1057.17158188,0.765417
94.0478452503,-65.3684,45.5322,763.407669163,763.407669163,64.4091,41.6071,0.0,64.4091,1261.32617622,64.4138858695,1192.311542,112,64.4134948255,112,50.0733082692,4.92943,763.407669163,0.939769673794,1092.06038447,0.754998
103.052999739,-66.0668,45.6949,735.720891686,735.720891686,65.0756,41.7567,0.0,65.0756,1235.27670451,65.0830517539,1168.5105902,113,65.0827387282,113,43.8446913486,5.68461,735.720891686,0.971286984212,1094.35659489,0.767799
95.6751886668,-66.6993,45.8597,720.051253687,720.051253687,65.7463,41.9268,0.0,65.7463,1232.55623515,65.75213155,1185.5853299,114,65.7515048872,114,21.7454419715,5.63881,720.051253687,0.974654794862,1158.10876796,0.738192
96.2506009085,-67.4194,46.0584,742.99899502,742.99899502,66.4497,42.0617,0.0,66.4497,1271.82922143,66.4550021292,1187.65687337,115,66.4546255149,115,39.4132243844,5.77768,742.99899502,0.978010984734,1135.5061739,0.7966
90.5976078891,-68.1021,46.2453,831.142919657,831.142919657,67.1353,42.197,0.0,67.1353,1184.4242727,67.1412292531,1091.2620296,116,67.1406994973,116,39.3000555122,5.25295,831.142919657,0.963573079204,1034.91923218,0.786131
105.128951622,-68.7705,46.4564,766.397666544,766.397666544,67.7951,42.3636,0.0,67.7951,1300.73886612,67.8010180043,1220.74771435,117,67.8006376042,117,35.0042828469,6.19232,766.397666544,0.996021485268,1167.11954218,0.722203
106.66472245,-69.4344,46.6388,776.76272322,776.76272322,68.4778,42.5155,0.0,68.4778,1209.82411554,68.4854994015,1155.85340481,118,68.4851057484,118,27.3775880223,5.47147,776.76272322,0.96273273186,1105.44478029,0.812603
99.5156382486,-70.0653,46.8708,684.799180679,684.799180679,69.0978,42.6666,0.0,69.0978,1251.09199304,69.1031202065,1172.20959178,119,69.1025052393,119,48.5852679224,6.34073,684.799180679,0.994995749647,1071.10386171,0.75018
96.6354131561,-70.7234,47.1239,783.911757081,783.911757081,69.7628,42.806,0.0,69.7628,1169.42403651,69.7687851542,1091.12810286,120,69.7683255612,120,43.1901158827,6.23267,783.911757081,1.00833213669,1009.60220656,0.765249
103.886527465,-71.4016,47.3572,737.850940475,737.850940475,70.4366,42.9488,0.0,70.4366,1341.77239406,70.4428870292,1248.86531015,121,70.442434252,121,39.696555418,6.20129,737.850940475,1.00513267733,1198.99409275,0.750725
92.0937685733,-72.0317,47.565,718.574685505,718.574685505,71.0478,43.138,0.0,71.0478,1137.80145811,71.0538040002,1077.47611845,122,71.053337005,122,31.1668160599,6.30562,718.574685505,0.996979997958,1025.12934836,0.780039
98.5381887727,-72.6695,47.7724,730.519507249,730.519507249,71.688,43.3176,0.0,71.688,1184.14868732,71.6937889614,1128.82972936,123,71.6931544312,123,50.9914201051,7.15361,730.519507249,1.03932095459,1016.12644992,0.816717
94.8040026423,-73.3324,48.0096,723.612309161,723.612309161,72.3624,43.4997,0.0,72.3624,1157.52875748,72.3683997457,1106.78655012,124,72.3679161454,124,31.1561265824,6.59013,723.612309161,1.01961646335,1048.67119818,0.742125
104.18616442,-73.9679,48.2074,722.950064435,722.950064435,73.0041,43.6615,0.0,73.0041,1204.65683068,73.0092089392,1157.34698863,125,73.008862961,125,55.7585009698,6.10911,722.950064435,1.00426978123,1034.31141409,0.765213
