AverageQLoss,MinForwardProgress,MaxEsReturn,MinEsReturn,StdReturn,AverageY,MaxForwardProgress,AverageForwardProgress,QFunRegParamNorm,AverageAbsQYDiff,MaxReturn,StdEsReturn,Epoch,AveragePolicySurr,StdForwardProgress,AverageAbsQ,AverageReturn,AverageQ,AverageAction,AverageEsReturn,PolicyRegParamNorm,AverageDiscountedReturn,MinReturn,AverageAbsY
0.00222084,0.0165885877519,10.4300455284,-0.363680291006,1.81687413832,0.389791474842,0.0703360553196,0.0427065796015,14.5919,0.0308664516774,12.2507398558,2.27181182818,22,-0.425605,0.0087043116042,0.401937,6.53138107604,0.389952,0.902613,5.47902671032,17.3057,5.74859983159,0.96205232655,0.402106825443
0.0030096,0.00671908217422,10.445085522,-5.01985505066,1.69990105047,0.405434576738,0.0564282016997,0.0300112146668,14.8494,0.0364184927869,9.99966992489,2.85327269038,23,-0.451443,0.00816188610524,0.415997,4.58159521496,0.405467,0.948702,4.35168754732,17.3567,4.06305198294,-0.339834084362,0.416506399813
0.00357039,0.0159301278284,9.86010171518,-5.55630049381,1.74303029005,0.426099248832,0.0664376484581,0.041734241003,15.1423,0.03847246781,11.7934780367,2.93115337184,24,-0.46616,0.00829679721909,0.435715,6.32722140815,0.426084,0.894574,5.14434849286,17.437,5.56809380058,0.971768749025,0.436670654082
0.00352781,0.0184303860392,12.3640457447,-1.47738023892,1.68140065252,0.442727870699,0.0685457421027,0.0419826104884,15.4641,0.0382331275577,11.8851241374,2.79200683766,25,-0.478395,0.00811329305015,0.451669,6.4648988534,0.442721,0.89285,4.45006997885,17.4928,5.69006124441,1.32048984808,0.452363972844
0.0033402,0.0135318078275,9.6159628442,-5.96073865184,1.86687844712,0.446560154039,0.0633697746848,0.0417049182561,15.8087,0.0372236826335,10.9184599416,2.97817117201,26,-0.475543,0.00886805577846,0.455802,6.44902023825,0.446479,0.883925,4.66387490174,17.6857,5.68080207875,0.432578205271,0.456412085292
0.0032555,0.0117533820122,10.7652693145,-3.07189852084,1.92510449674,0.439042237415,0.0660580345371,0.0414914966914,16.0489,0.0370557017004,11.4765750648,3.08470203202,27,-0.465732,0.00913497652982,0.449139,6.34703099426,0.439113,0.898276,4.34903113264,17.6372,5.593486617,0.252909614725,0.449644217101
0.00325592,0.0163568216045,8.87031190079,-8.87682779304,1.75071174134,0.431653388994,0.0612843932351,0.0392037031377,16.2919,0.0359647296976,10.5901664635,2.89747168902,28,-0.45642,0.00829113593742,0.442901,5.97029515759,0.431729,0.865937,4.99637158527,17.7032,5.26670871822,1.24865569226,0.443758043509
0.00340453,0.0122369767341,9.89649421214,-3.98638117429,1.87771078157,0.42968253187,0.0680578379242,0.0418622288902,16.4967,0.0383222306987,11.9885057069,2.770833651,29,-0.452209,0.00890011276441,0.442716,6.41219903216,0.429912,0.968123,4.80279237225,17.7701,5.64528894114,0.0139460138636,0.443516509719
0.00348574,0.0178676916495,10.2661946221,-2.40238499152,1.80763184263,0.439722787338,0.068267205628,0.0420012893804,16.6611,0.0392322737015,11.9056161786,3.31902812532,30,-0.459289,0.00856234221516,0.453607,6.43289538511,0.439806,0.985257,5.15235575119,17.7918,5.66723817957,1.39522526698,0.454293679849
0.00289498,0.0195004189714,10.180222618,-2.98741392761,1.76981990582,0.440268316231,0.0641918124957,0.0412027997709,16.7798,0.0351647969955,11.0445612471,2.9804634978,31,-0.462129,0.00838367483968,0.454833,6.2341289207,0.440408,0.982008,4.88709756613,17.8489,5.4969898931,1.71407021679,0.455477563355
0.00279727,0.00934089311781,10.6140562814,-0.40410409774,1.80626422537,0.435492231076,0.0756186605509,0.0407809030155,16.9608,0.0345883635495,13.1051639137,2.68016425062,32,-0.458433,0.00856845597691,0.450543,6.13400807138,0.435585,0.997057,4.36757398297,17.8732,5.40487015243,-0.655635238898,0.45095105684
0.0027309,0.0170036479862,10.3116947956,-4.93654500603,1.82846832607,0.433894399846,0.0679779782909,0.0402060370645,17.1841,0.0343405058106,11.8188018166,3.32435309829,33,-0.456592,0.00866140516536,0.45084,5.99934148651,0.434331,0.999702,4.96720412164,17.9212,5.2816669741,1.05056419124,0.450975659363
0.0042513,0.0172812219894,9.20020448475,1.28545103186,1.82812519008,0.471051822114,0.0626277909647,0.0406219685821,17.4334,0.0440993848356,10.763188119,2.20595387247,34,-0.495585,0.0086429900925,0.484134,6.09307410289,0.471333,0.999811,5.12561885446,17.9833,5.36848651532,1.18231904837,0.484517896768
0.0032919,0.00211833843079,9.16246003082,-1.42264815444,1.49467362037,0.469580480501,0.0434740533523,0.0230594933684,17.6116,0.038570417067,7.46692365423,2.09542704081,35,-0.480295,0.00702669292372,0.484045,3.03785069939,0.469544,0.999565,3.02461121884,18.0187,2.72836908213,-1.55709429722,0.484522277561
0.00339925,0.0167767051536,9.21095709811,-6.14055892025,1.86795339496,0.465517148753,0.066050723268,0.0402620982036,17.7332,0.0384693711221,11.5486852389,2.90805366319,36,-0.492772,0.00885112694534,0.482468,6.02000284188,0.465479,0.997207,5.12406403474,17.9931,5.30241851313,0.887574002985,0.483094069059
0.00453995,0.0112992921691,10.5246283009,-3.10287697057,1.89384900716,0.476122674562,0.0644354791589,0.0410802660468,17.9503,0.0458342167756,11.0959014945,2.85687028288,37,-0.500046,0.00892709834728,0.493467,6.22696003309,0.47672,0.989151,5.24046707551,17.9938,5.49374152195,-0.182034268652,0.493248169103
0.0047319,0.0155724396769,6.98763395343,-1.84791431206,1.70137522791,0.486315541992,0.0689161422695,0.0418592001465,18.0921,0.0463401593112,12.0605747623,2.16333556879,38,-0.509739,0.00807127399121,0.504525,6.36338980453,0.486818,0.976863,2.93059630716,17.9781,5.60488625958,0.924477419795,0.504381889853
0.00451154,0.0184058607289,10.6807560784,-6.2315621036,1.6457553879,0.486292717263,0.065393655931,0.0418689669442,18.2422,0.0451864584722,11.2747064077,3.40114462425,39,-0.511624,0.00782450994916,0.507778,6.35943852593,0.486895,0.980906,4.08925593287,18.0336,5.59939135662,1.25813340259,0.507533216754
0.00398373,0.0173710318652,11.0683273955,-1.74957227737,1.75817432132,0.502252338851,0.0720166222861,0.0421179761868,18.3666,0.0420603788529,12.7731706731,3.06069974849,40,-0.529775,0.00833087870949,0.522094,6.43802865029,0.502672,0.954036,4.33084210362,18.0912,5.67262105673,1.18095491319,0.521947512678
0.00406287,0.0154180137025,10.0179273286,-1.32287689708,1.8262684568,0.518891832212,0.0750427210418,0.0427669335736,18.5186,0.0420361955617,13.3926231973,2.86585655044,41,-0.546353,0.00866576984279,0.537949,6.56338292608,0.519006,0.953516,4.57550002587,18.1339,5.78531811105,0.898878105108,0.538124278213
0.00377447,0.0161941435209,12.053030306,-0.623428802428,1.79830841911,0.528824327654,0.0734060409415,0.0416371723604,18.6327,0.0405067097165,12.8766334292,2.66011251549,42,-0.557809,0.00857058627443,0.548482,6.29538292907,0.529081,0.97204,5.63779242824,18.1362,5.54184632983,0.683744212621,0.548492597713
0.00369258,0.0248159449264,11.6601292911,-8.7420286732,1.92896819021,0.537010966044,0.0817715157201,0.0516642440709,18.7816,0.0397773890928,15.0693385655,3.3846012388,43,-0.567426,0.00917357481076,0.556329,8.91278115365,0.537485,0.925404,5.38164533813,18.1761,7.77047338078,3.20122355661,0.556022767752
0.00376066,0.0285647731638,14.6235469854,-0.0496194123225,2.31294724216,0.53978696362,0.0907278318089,0.0550061785595,18.924,0.0409106003664,17.2922201523,3.43798532259,44,-0.578005,0.0110997920025,0.556547,9.74781534717,0.54013,0.916989,7.54259447241,18.2364,8.34333551507,4.2426666445,0.556348389012
0.00352229,0.0184909216433,13.0045402758,-16.3994143053,2.05840795995,0.552229819871,0.0818687441174,0.0537703233466,19.0722,0.0401143024905,15.2713953295,5.15191916076,45,-0.586772,0.00982414813127,0.568756,9.44224742828,0.552378,0.914015,5.02102390242,18.2848,8.14865228084,1.90292816692,0.568832835419
0.00368314,0.0231113603694,14.8829311449,-4.62910197172,2.00305759351,0.566276475314,0.0835145452755,0.0532918410958,19.2062,0.0405461662783,15.6152835683,3.99382870624,46,-0.603802,0.00957315209852,0.583287,9.23247527995,0.566605,0.94461,6.49395290095,18.3812,8.00622785101,3.01590646264,0.582870372566
0.00382508,0.0230694117124,12.6138834057,-8.21287587131,2.1673666638,0.575470535756,0.0822124843507,0.0537128999494,19.3261,0.0409480069058,15.3028704184,3.91213264952,47,-0.612604,0.0103693397966,0.592904,9.37268364983,0.575702,0.956433,7.1512413217,18.4887,8.12178532098,2.90511358264,0.592877169944
0.0053942,0.0135725352284,11.8493933066,-1.31363420614,2.27560214103,0.613691367899,0.0781085080972,0.0530557722087,19.4866,0.0494937690299,14.4386721998,2.8467970976,48,-0.64861,0.0109053718664,0.626225,9.18234004603,0.613994,0.888779,6.80323730234,18.5926,7.86256326072,0.97101380235,0.626340869957
0.0046321,0.00517523174489,15.9896927534,-3.01515344723,2.715383644,0.637983948483,0.0840654883572,0.0537496175067,19.6552,0.0452651792627,15.7549628795,3.54297638709,49,-0.679584,0.0130713368243,0.648795,9.39743052782,0.638308,0.909875,6.52634408803,18.6319,7.87161342895,-0.72815539115,0.648697149966
0.00618333,0.0155147681751,15.2220883623,-10.0649759008,2.70457927456,0.647472269467,0.0831673339827,0.0518670130044,19.94,0.0517629523177,15.4202301652,5.49126719249,50,-0.691479,0.0130325322957,0.658622,9.14125928276,0.648045,0.869935,5.35228580635,18.7103,7.49384400501,1.81463870379,0.658184923528
0.0044457,0.0185372605232,11.9038218087,-5.57671767861,2.64744594693,0.659930341687,0.0876898124048,0.0515456473849,20.0772,0.0437763285755,16.4572719538,4.58416350432,51,-0.697122,0.0127248124565,0.669946,9.0336203949,0.660282,0.897395,5.7673615884,18.8547,7.55808587228,2.15730682878,0.669853449389
0.00433691,0.0108494685854,18.3175500611,-0.82804713377,2.55023193396,0.668271754534,0.0916851792337,0.0522768621904,20.2352,0.0423682239833,17.3734100652,3.66452578947,52,-0.705388,0.0122571098605,0.677846,9.15441358008,0.668662,0.944324,6.58135931776,18.9844,7.68829750545,0.596448840202,0.677182255557
0.00474175,0.00677399949375,17.388387783,-4.59355352366,2.52752738939,0.671482599584,0.0912284682872,0.0518862956923,20.406,0.0434947197019,17.1433641946,4.14037188218,53,-0.708497,0.0121267032229,0.681373,9.09571966851,0.671992,0.941336,7.17988338682,19.1106,7.64124474255,-0.192035522688,0.680308987132
0.00655482,0.0198126937974,15.8913853085,-1.69754468317,2.39039852589,0.685997654015,0.0908809750002,0.0571083149596,20.5279,0.05120155639,17.2746508337,3.3495661737,54,-0.725795,0.0114594582237,0.694073,10.1769168802,0.686517,0.969583,7.39166579158,19.2568,8.69643708061,2.41250779009,0.69339271362
0.00521582,-0.0119608692879,15.6515488595,-3.05711321844,2.59554132321,0.700927093139,0.0963698917824,0.0561976681214,20.7225,0.0456139462634,18.3911203866,4.37352998646,55,-0.736103,0.0123803362996,0.70732,10.0341124732,0.701124,0.948456,6.36481879669,19.3795,8.59497158929,-4.30610777582,0.707212813739
0.00522449,0.0211020140855,16.3539576145,-0.49777761306,2.25502437883,0.708151562322,0.0843093292125,0.0529496625903,20.9499,0.0449657611733,15.7982552377,3.45695124511,56,-0.746424,0.0108137797623,0.714883,9.26299748837,0.708224,0.963143,8.99253179132,19.5081,7.98970263063,2.47039297392,0.71445946781
0.00545999,0.0240749171306,12.719835575,-88.2929947095,2.64543193682,0.718711001602,0.0951082704807,0.0574863554733,21.1246,0.0469617501807,18.079592778,23.1966420052,57,-0.758108,0.0127603375578,0.7276,10.2668278735,0.719204,0.913774,-6.08493170222,19.6366,8.55519847328,3.3341575584,0.726652004645
0.00529377,0.0211264843235,15.1051767938,0.601444205922,2.39617308821,0.726074196193,0.0805024290228,0.0536199273506,21.2938,0.0469590440827,15.1272192283,3.46379964262,58,-0.769366,0.0113912771497,0.736323,9.50629150664,0.726205,0.881824,8.93202148813,19.8026,8.10567298332,2.72668355089,0.736057695073
0.00501323,0.0231843043749,16.0556247935,-1.70590575449,2.34855342275,0.734406557244,0.0903728047648,0.0564656819914,21.3965,0.0448409270424,17.0735300639,4.01080992923,59,-0.772422,0.0112840806214,0.743515,10.0787471616,0.734736,0.926983,7.42642637473,19.9255,8.54578872032,3.03160295299,0.742774498511
0.0063605,0.0278507652464,13.4782785955,-22.2030830345,2.28841519359,0.746159081208,0.0856734744107,0.0571693420784,21.5908,0.0519411916102,16.0933377932,6.60299843999,60,-0.788906,0.0110730483424,0.756359,10.2092678669,0.74654,0.936984,5.67564149171,20.0643,8.6213838355,4.10236907339,0.755503837064
0.00599084,0.0106033393783,28.5886323614,-24.1381698174,2.62019268193,0.75487270607,0.0946132798865,0.0513014982406,21.7608,0.0507814306723,17.15419558,9.52476660089,61,-0.798006,0.0123519944832,0.764913,8.65455820805,0.755032,0.907776,3.13016038413,20.1299,7.12431711422,-0.294953007489,0.764558671793
0.0067645,0.00595222780766,14.2469749772,-81.10165802,3.44311503055,0.764838181655,0.0904424785476,0.0455153325991,22.0141,0.0525551801099,16.6666585247,16.8647234531,62,-0.81641,0.0157132809088,0.778251,7.13677427751,0.765315,0.937088,1.00720177746,20.2217,5.73929839638,-1.41825953381,0.777491085157
0.00646424,0.0269974749862,18.7754493381,-19.0103202874,4.23001970811,0.762771270944,0.128442981247,0.0801589862879,22.2316,0.0507018624326,23.5951323337,8.22712784363,63,-0.806337,0.0203745761618,0.778207,13.5578542278,0.763507,0.852574,6.009864927,20.2968,10.2451668965,2.52933443979,0.776978905163
0.0072887,0.00832307513834,23.0244885865,-2.90357924399,4.04029476056,0.773697841043,0.123528414366,0.0656428262583,22.4112,0.0552182688514,22.351080108,7.0062940795,64,-0.816884,0.0196681837087,0.787115,10.5713868539,0.77427,0.815921,8.34024114795,20.3614,8.0838644931,-1.19277912962,0.786281764277
0.00666905,0.0250127293036,20.0282181232,-8.61949110063,4.62489117812,0.772521617093,0.166836616057,0.0918149742106,22.6307,0.0517116735253,31.8739942131,6.42448714565,65,-0.813722,0.0223367497451,0.786408,16.5146005956,0.773131,0.824178,8.58463954074,20.3703,12.479338857,2.46307467866,0.785639648932
0.0083116,0.0513315973323,18.2409436545,-6.64010243193,4.19823842423,0.780539564231,0.177581704364,0.108370479649,22.8149,0.057511602003,34.1727466463,6.57659345082,66,-0.825989,0.0208929342351,0.793209,20.1101712542,0.780901,0.90553,8.65682865644,20.4549,15.0693296062,8.52968376008,0.792398402382
0.00749214,-0.564955820333,69.6169864497,-111.310050673,59.7943992075,0.788424018346,0.466860051814,0.166080663083,23.0345,0.0542314311855,88.7275143782,58.6785617238,67,-0.874369,0.294906405548,0.801431,26.6043314627,0.788894,0.97618,-27.4959262685,20.5975,1.19014149613,-123.01498699,0.801187609182
0.00651878,-0.417534536621,-17.6062058485,-75.168919288,58.0974332579,0.834898656975,0.56550446624,0.00275990722122,23.0973,0.0531968486482,108.417047168,23.2367077497,68,-0.927419,0.285467582144,0.848371,-6.71572346476,0.834444,0.918435,-54.6607158455,20.6904,-7.40296218749,-91.6884971661,0.850246358291
0.00648058,-0.288430191486,16.6844792782,-100.32906551,47.6935797073,0.874154334668,1.04060760372,0.218885873059,23.1573,0.0530453013972,200.464824771,39.8126315699,69,-0.956462,0.237526952862,0.890174,36.524629976,0.873957,0.885207,-41.1148908487,20.8535,5.33375498491,-65.13140677,0.891278355085
0.00645284,-0.179113738604,75.2446106039,22.7871636961,13.5788310993,0.910011831171,0.157693232008,0.114616705682,23.2788,0.0521825321571,25.0276903032,20.5001465859,70,-0.980431,0.0676948646629,0.925501,16.2668198635,0.909796,0.861422,40.4016141524,21.0387,4.1219370181,-42.6270411614,0.925925623139
0.00541702,-0.157078478296,32.8378398468,-75.6899687742,22.007166677,0.940909157883,0.335222193816,0.184925698076,23.3821,0.0492395799879,60.2088902842,40.8975821766,71,-1.00671,0.109497213922,0.956032,29.7777347811,0.940737,0.919798,-11.7359378227,21.1573,6.08386217684,-36.8778430706,0.955949461777
0.00586344,-0.158544636922,153.401505855,37.1124040921,48.425974266,0.970911858663,0.806557634143,0.10720674573,23.463,0.0490740111895,150.369678477,44.9142786544,72,-1.02227,0.243683009328,0.985846,14.657664352,0.97092,0.911911,77.2163605738,21.154,0.400882078752,-38.9088801376,0.98515733036
0.00546544,-0.173825026176,88.4780211172,5.65209618531,43.3966261054,1.00391625881,0.471254910118,0.0195520060908,23.6263,0.0479430078582,88.3414088361,30.700455099,73,-1.06541,0.217280526074,1.01851,-2.47114623336,1.00376,0.927913,56.2843329594,21.2242,-4.38384325777,-40.9757433553,1.01768462685
0.0059445,-0.201751021633,82.6773267848,-39.1666769141,44.5163668658,1.02854527018,0.437819210018,0.081669772475,23.7828,0.0495540505486,81.0734588423,41.2592740501,74,-1.1103,0.221406541066,1.04231,9.50090543686,1.02851,0.968257,-0.39861944273,21.2739,-0.929179799954,-48.4999676363,1.04114993112
0.00650236,-0.178485954784,84.8600354299,-65.6396184994,42.5051063512,1.05915115088,0.45255083473,0.0324910906037,24.0164,0.0505687292966,84.7060667986,53.4869990097,75,-1.14976,0.211805868291,1.07237,-0.328806989681,1.05897,0.953043,12.7242520264,21.3683,-3.36123178796,-42.7577407856,1.07137970462
0.00765399,-0.144301452789,13.7726287217,-63.2016881793,44.6000624108,1.09882740091,0.483750358432,0.0721721548105,24.2338,0.053499657274,91.6541907824,26.5624227305,76,-1.18906,0.222054981108,1.11083,8.41915424024,1.09894,0.926878,-32.0786068376,21.4413,-1.32671422515,-34.6268577256,1.11025880936
0.00739464,-0.102117183695,106.20489336,-18.4192613704,43.1466434192,1.13381723515,0.528427757309,0.144320603414,24.4114,0.0529889865714,100.98421128,47.0942210358,77,-1.23162,0.212422374783,1.14519,22.7700053644,1.13385,0.910202,27.6139348797,21.5418,1.85034129826,-26.9845283543,1.14473343854
0.0073492,-0.193715781787,146.733972384,-35.44945808,38.7861857586,1.17760268328,0.526244837971,0.227524151008,24.5779,0.053365704077,101.16113556,67.3785842186,78,-1.27956,0.192174595208,1.18876,40.2242212375,1.17802,0.859082,20.332915437,21.607,6.24178655001,-42.7369737325,1.1876387143
0.0085915,-0.18027821198,-4.09458509654,-55.2922949806,37.3755558554,1.21738661621,0.911536610248,0.0140120236719,24.7238,0.0556550476211,177.183093144,16.4477822724,79,-1.3128,0.188801890603,1.22714,-2.09245196784,1.21813,0.650588,-23.4919805479,21.6883,-2.5000886389,-44.5111155142,1.22591370989
0.00843976,-0.245862375818,57.5616711693,-15.4795609338,22.2426974015,1.2512014235,0.139028098906,0.0476309052237,24.952,0.0564940998773,22.3686792922,29.394659003,80,-1.35283,0.114503260128,1.25938,4.48472568134,1.25119,0.695089,19.0067559706,21.7092,0.627675276141,-52.7312577644,1.25911706448
0.00945395,-0.235923107145,62.4670768639,-67.383235331,59.1406788296,1.29307221326,0.830315198662,0.165273265639,25.1568,0.0585950302821,161.648379938,37.6570055903,81,-1.3885,0.295474759344,1.30051,28.3189244957,1.29325,0.701349,-4.04394534863,21.7414,3.96594094853,-51.294925013,1.30005223771
0.0104778,-0.253153998277,9.67239257715,-47.5705751042,44.6099427736,1.33168562468,0.70396088414,-0.0857789871639,25.3707,0.0614747608812,136.693827806,20.6413861146,82,-1.43413,0.225243603174,1.33885,-21.4180543626,1.3317,0.716892,-22.5190485234,21.7222,-11.737173512,-54.3203350388,1.33878609935
0.0118076,-0.252142976523,75.1749238191,-42.6055474858,59.9946426997,1.35982315745,0.560499526193,-0.0461628624159,25.5851,0.0667885119298,106.828633457,39.6772142347,83,-1.45278,0.302539845045,1.36662,-13.5529734516,1.36042,0.752098,-20.693669867,21.7962,-12.8389676093,-54.4330439264,1.36596666294
0.0112984,-0.251494790909,78.495635978,-35.9387398567,46.0555770693,1.37144700878,0.721396172387,-0.0365042252826,25.6865,0.0667980086952,138.47327743,45.2655509946,84,-1.46444,0.233151571975,1.37858,-12.9556172806,1.37161,0.777101,13.1571342469,21.8913,-1.42407243631,-54.6451762696,1.37798128637
0.0116925,0.0303992244332,43.8969011592,-23.1868838117,6.02108191202,1.38513899108,0.191776062005,0.121219021748,25.7554,0.0671605121196,36.8065468128,18.8865630871,85,-1.48595,0.0296778730741,1.39211,22.5814995836,1.38538,0.867921,8.01707198733,21.9094,14.5763649224,4.02923405911,1.39129920892
0.0140695,0.0154938354139,20.4301381005,-57.5490516571,4.63356348138,1.40489127048,0.158654948527,0.0817877321478,25.9783,0.0728239895453,29.8807577037,17.7819661378,86,-1.49291,0.0230034644458,1.41244,14.2771827606,1.40523,0.852175,-16.9236492561,21.9291,8.58006951881,0.839637062208,1.41136444812
0.0144633,-0.0114662181536,73.7240249098,-47.9485368793,4.392263501,1.41355291059,0.112979609422,0.0576068422113,26.1038,0.0736958306842,20.9449986656,28.5501111183,87,-1.51757,0.0216114374403,1.4208,9.63164978937,1.41454,0.821793,-5.74462822997,22.0398,6.8080783343,-4.51130298087,1.4195550147
0.0180368,-0.0102220060876,34.2361182726,-27.1706649044,5.45287043547,1.45198177181,0.147475100008,0.0711893242619,26.3236,0.0837817625314,27.9301779058,15.2950750905,88,-1.56631,0.0267595495456,1.45928,12.4127292762,1.45292,0.865339,1.35026174462,22.0638,8.71079355435,-4.21795056215,1.45839845193
0.0202012,-0.00264337686176,36.3418776644,-23.299739719,5.035213345,1.48065625807,0.120657389366,0.0626036229293,26.4515,0.0894731731005,22.1210935375,13.7844082326,89,-1.59187,0.0246232742459,1.48745,10.3231660473,1.48099,0.863871,-0.926930625329,22.0325,7.36130126018,-3.11229458079,1.4877932139
0.0184163,-0.161575005581,6.77744053727,-40.4280862616,6.8043495719,1.52414560302,0.0447527495786,-0.0703476173098,26.5805,0.086868248449,6.46866647942,10.949045911,90,-1.62672,0.0334577632263,1.5315,-16.6618834165,1.5245,0.90204,-11.725693796,22.093,-12.0866908895,-35.3291909593,1.5315828114
0.015845,-0.0525030732264,25.5430823085,-17.9585484741,9.09210512702,1.53163770383,0.165616533817,0.0333100255194,26.7858,0.0798574989848,31.0445396472,9.49760548136,91,-1.63337,0.045394256212,1.54149,4.57739896903,1.53152,0.88803,-2.37262887181,22.108,2.9594967211,-12.8198471628,1.54133786039
0.0165479,-0.0726400962465,16.9498820171,-44.555034169,11.3778045908,1.54697781153,0.215976494174,0.076537354742,27.0248,0.0797948113269,41.2006681567,19.1058691676,92,-1.66588,0.0554844220758,1.55976,13.1181828155,1.54672,0.82892,-15.6228806212,22.1669,9.2064349907,-17.222506898,1.55901436951
0.0147806,-0.0498002805917,18.9885352786,-20.1315955962,5.14982533133,1.58090165269,0.0892949997508,0.0145584905712,27.1014,0.0760345360603,16.3334610998,8.6781033162,93,-1.70293,0.0255300090782,1.5942,1.36927272491,1.58126,0.655959,-3.52506713924,22.3126,0.907552023424,-11.6118226045,1.59343139346
0.0163674,-0.0579808798841,8.72476327004,-12.1063109818,6.97344165036,1.60836616723,0.113879777261,0.0407867303141,27.269,0.0801121751633,21.4888937807,4.80149912682,94,-1.74022,0.0342288312302,1.62135,6.63637976218,1.60822,0.773604,-2.12487707775,22.4525,4.94884680478,-13.5004461655,1.62155778246
