AverageEsReturn,Iteration,PolicyRegParamNorm,AverageAbsY,StdReturn,QFunRegParamNorm,AveragePolicySurr,AverageDiscountedReturn,AverageAbsQ,AverageY,AverageAction,MaxEsReturn,StdEsReturn,AverageQ,MinEsReturn,AverageQLoss,Epoch,AverageAbsQYDiff,MaxReturn,MinReturn,AverageReturn
404.973768405,128,46.0198,218.758863228,136.463794944,80.1222,-223.133,168.970487366,218.852,218.722386783,0.839526,741.813074622,208.742689905,218.706,88.1222884855,78.3049,128,4.21799537761,556.395938612,92.1415293487,381.328117776
239.973426389,129,46.2008,219.780979016,48.7436459665,80.4395,-224.18,185.442753143,219.85,219.750089662,0.818984,492.714648353,143.848025268,219.719,24.5191967688,95.8869,129,4.50066711067,614.671041506,352.954918238,431.488690273
311.759701044,130,46.3696,220.716545648,73.7997652934,80.7162,-225.212,186.361568099,220.806,220.668979617,0.818055,616.992217619,160.759750651,220.654,137.111737981,92.8282,130,4.57409180214,705.466023361,275.008695656,449.051049236
251.684092077,131,46.4777,222.783817454,130.997404286,81.0735,-227.246,180.247292961,222.861,222.731492376,0.844392,494.258265244,149.346326137,222.705,13.0263761478,90.4226,131,4.4739774271,938.159471183,229.050372224,440.22077834
311.725777298,132,46.5327,222.956119611,73.891241159,81.3981,-227.521,159.687856571,223.056,222.906326236,0.85371,604.137142201,186.993486803,222.903,21.0227703141,96.0172,132,4.61407425547,549.706874787,210.516224227,358.123583717
332.778678742,133,46.7006,225.048306829,181.482045534,81.7069,-229.526,190.532830232,225.089,224.989555315,0.828839,591.295820662,201.349750196,224.958,38.381925262,95.1956,133,4.56843003327,955.389094774,200.603440832,535.092566185
319.08433127,134,46.8091,226.454752484,163.668137863,81.9825,-230.898,168.995585802,226.545,226.395231493,0.813661,671.766838576,159.926688425,226.37,96.9655348788,102.529,134,4.74804017182,1135.49932196,261.792056483,394.559762128
326.568923825,135,46.9753,228.069632676,375.740415334,82.3118,-232.634,199.912879069,228.174,228.017822695,0.817398,492.576656036,123.177585712,228.005,87.9312656584,102.76,135,4.75082540715,1779.012476,426.283533268,667.70011961
407.219379151,136,47.1272,228.709812216,59.5805522753,82.578,-233.231,210.726470192,228.801,228.640617665,0.82696,926.528125924,337.215328021,228.624,14.220627315,104.087,136,4.7837935109,858.981105638,428.045291343,536.619464768
283.584620618,137,47.2653,230.223180498,82.8823587255,82.846,-234.73,180.697652229,230.291,230.165948157,0.845118,455.769420616,146.15671379,230.14,15.8074100633,100.324,137,4.62470120561,544.860745643,229.330147479,393.463239856
543.377625793,138,47.4025,232.538342356,80.5188026017,83.1675,-237.107,190.396103767,232.611,232.476552625,0.835652,843.307608898,223.390375994,232.458,262.422331135,100.01,138,4.76802959955,580.046939576,283.27869535,431.170406175
601.099627454,139,47.5504,233.437521529,44.4883803898,83.4208,-237.926,180.323089179,233.503,233.367378082,0.839916,817.419965754,189.910619611,233.34,312.302158176,96.4739,139,4.77759777464,477.428981431,296.994065881,387.434750416
328.608849095,140,47.6858,234.740108806,415.858900136,83.6874,-239.34,200.874040023,234.85,234.668399809,0.801391,592.001134501,138.141378234,234.654,143.428581622,108.29,140,4.77179146151,1915.06574972,424.416576204,736.773541121
518.261026863,141,47.7655,235.610021365,201.133389192,83.9962,-240.03,162.765617807,235.663,235.531780225,0.835314,979.935178228,295.621231721,235.504,195.575287403,100.108,141,4.84507203854,1670.67447554,247.130751724,365.0604198
303.780023907,142,47.8685,238.912679499,638.721974581,84.218,-243.349,190.668338745,238.992,238.852663987,0.850413,578.380744354,175.99719917,238.835,15.6498576842,103.461,142,4.79916261774,2566.76788884,368.439813689,886.365323407
304.089582763,143,48.0002,237.857976797,115.775656469,84.5804,-242.225,189.717196689,237.94,237.783406253,0.817298,512.109772028,152.052219726,237.767,16.7990376581,97.8481,143,4.74007064337,1132.30936985,178.221374762,451.304570701
328.612147142,144,48.1523,240.055083881,621.4763805,84.7559,-244.303,198.699694291,240.147,240.011227457,0.81158,734.162646492,238.435394661,239.988,76.071349396,104.736,144,4.85011837739,2616.20233183,262.226297107,940.42238782
269.232895171,145,48.2891,240.939993411,231.727416955,85.0345,-245.309,190.541902509,241.018,240.861248634,0.823703,539.565089957,196.67481271,240.835,53.2739456025,107.196,145,4.88778056014,1708.97550273,278.174512005,501.460086059
269.87710592,146,48.3967,242.400288159,529.671883012,85.2985,-246.847,200.088372758,242.487,242.277947943,0.838488,466.595712789,131.745542913,242.258,33.9117858353,100.222,146,4.84500413469,2758.47292017,398.366118571,733.149925709
200.585738734,147,48.5527,242.232634757,715.061308458,85.5941,-246.648,170.550584725,242.32,242.13816771,0.835335,379.128645893,110.065215666,242.116,22.9459679549,127.003,147,5.16330493223,2621.94631113,246.917586449,646.925539727
394.022187547,148,48.6965,245.28171282,489.389907643,85.8482,-249.774,207.86151142,245.362,245.195257193,0.810215,1013.08404318,321.092465096,245.177,132.08742649,105.11,148,4.9534808385,2593.50293577,419.45417217,775.604418136
562.157949076,149,48.8359,246.472535246,781.489636256,86.07,-250.841,204.534256134,246.563,246.377878274,0.810801,863.218475068,252.613094427,246.355,96.9130068334,111.754,149,5.02480619626,2637.68272782,401.142999636,1225.37127001
722.63371002,150,48.9694,247.357559508,662.098505976,86.3221,-251.954,188.727846045,247.445,247.276047279,0.83358,1405.67238758,508.255028515,247.253,186.750023161,112.316,150,5.08789917,2783.87652946,248.555442231,683.474443693
255.291861636,151,49.1006,248.843913695,1114.18224218,86.7041,-253.455,213.546892254,248.961,248.763855902,0.807312,428.535444075,116.139864466,248.744,20.4141142617,115.934,151,5.18495169108,3166.38784033,420.184251145,1366.44648088
361.895132086,152,49.2056,250.402525701,605.111936806,86.9594,-255.005,159.394116643,250.484,250.329684377,0.87401,829.15708911,257.084569207,250.299,10.7563002215,130.904,152,5.36117287673,2495.30878452,241.013700252,498.334678746
357.444963629,153,49.3362,251.450684656,438.91371503,87.2391,-255.955,184.554639229,251.539,251.380977077,0.861185,502.708228757,111.268799744,251.364,233.360045591,115.424,153,5.17727006548,2073.02933232,191.208664547,731.476651804
587.201952237,154,49.4517,251.293305348,652.521886659,87.467,-255.887,184.697277044,251.422,251.197711238,0.810451,1017.1392712,346.877493235,251.174,223.928244779,118.954,154,5.18130231739,2354.62055219,258.709365042,844.918034123
308.599349881,155,49.6059,252.835838364,765.38920911,87.7178,-257.352,241.720066414,252.911,252.72734883,0.810655,550.724058197,187.398309172,252.701,5.96174760707,130.562,155,5.39963167539,2929.55832223,724.955223674,1551.29733773
402.83382589,156,49.7248,255.16040511,60.9324692098,88.0354,-259.855,189.860490806,255.254,255.044467221,0.798926,867.25092755,281.96836623,255.027,13.4857047891,120.087,156,5.20087630786,693.387149622,394.328029171,448.43477454
494.766354947,157,49.8202,256.386007572,139.095559171,88.2583,-261.244,160.726866756,256.475,256.2641434,0.821532,737.645640673,188.777635172,256.233,239.07363716,142.145,157,5.41771462995,726.325925977,224.529310261,359.665429461
389.546304711,158,49.9016,257.996794117,240.349360104,88.5428,-262.921,211.215795597,258.098,257.880914968,0.778674,686.184419012,259.671622507,257.856,15.6608359952,120.026,158,5.36387357739,1448.69330379,400.280602988,684.97622483
333.395997598,159,50.0356,259.581085978,263.12453179,88.7577,-264.147,151.268068329,259.689,259.499067437,0.820081,1284.23664232,416.197536045,259.485,13.8532868185,132.509,159,5.3947395048,1622.14812294,198.352137959,356.52636439
354.691978753,160,50.1536,260.323721621,133.166190351,88.9968,-265.067,146.349828499,260.417,260.228275296,0.813351,522.978143741,148.233377308,260.198,136.592409308,122.108,160,5.31677474887,1226.79524356,247.873547475,299.645791379
256.197008363,161,50.2792,261.297948643,648.124746313,89.2662,-266.159,192.968125403,261.386,261.164240926,0.803876,450.490015779,155.96397832,261.154,14.5222557663,145.065,161,5.61370453145,2451.6741771,278.091130529,1009.1219209
229.467706973,162,50.3633,262.83565348,117.34574172,89.5668,-267.646,207.35614501,262.921,262.734561439,0.82435,377.523493765,103.864870789,262.707,24.6415113988,131.713,162,5.42261468093,1199.955765,580.609673138,893.239562631
439.290551577,163,50.4203,264.344636431,475.320095802,89.6931,-269.191,220.229120964,264.453,264.229873093,0.767188,761.826442128,192.322313059,264.211,200.223099795,126.882,163,5.43637541152,2739.23073272,472.34928258,1131.98281992
270.64382706,164,50.5215,264.70602367,478.456265112,89.9867,-269.516,221.507238797,264.817,264.600155935,0.790902,595.4871462,186.567331276,264.56,10.8569861439,156.441,164,5.74380914963,2401.68007207,424.586164156,951.482023397
403.777929247,165,50.6397,265.894259251,65.2417804544,90.2623,-270.675,197.927672761,265.993,265.797873737,0.80282,651.836563174,234.270302973,265.786,24.1384454881,137.39,165,5.53908070529,693.674734074,429.890467859,530.592024336
551.109354562,166,50.7667,267.88325813,422.378592096,90.4919,-272.734,183.092632592,267.98,267.779667404,0.825853,999.530278987,291.319997586,267.751,176.39648898,141.363,166,5.6107544904,2439.99991647,321.90744961,535.520767862
272.716610101,167,50.8972,269.200558249,144.201746601,90.7284,-274.124,150.972719097,269.313,269.110371927,0.802388,999.621907498,298.52390738,269.085,14.4731041036,153.462,167,5.62785863136,767.120155047,247.327969891,326.810864645
334.629965199,168,51.0397,271.661402707,394.729253949,91.0073,-276.477,160.855307151,271.76,271.574326324,0.785083,816.089240096,268.606219277,271.559,41.2245466497,139.557,168,5.58598848576,2293.50766075,270.973905542,426.826047926
332.32486349,169,51.1304,271.415584063,77.0491827793,91.3048,-276.302,139.741803925,271.528,271.350696903,0.768412,678.090300543,211.708421494,271.336,131.374047468,135.736,169,5.52859941862,727.37416589,189.517497493,267.826486011
219.856478339,170,51.2224,272.844566406,9.81323094194,91.5075,-277.752,126.500537886,272.916,272.737623079,0.766796,469.628302483,141.517691659,272.7,16.1935920901,151.29,170,5.83623197956,246.172370471,207.436385235,224.71226201
295.245944868,171,51.3331,273.469361871,557.227509191,91.7348,-278.49,200.040330978,273.59,273.386967293,0.797677,641.689060836,174.722165373,273.374,23.9348885299,138.996,171,5.56075663837,2048.74457778,278.885220421,1256.62881883
226.969493998,172,51.4192,274.116850492,476.360907594,91.9743,-278.952,140.324627323,274.204,274.059924059,0.833497,378.149647173,135.414339554,274.025,10.656329304,135.235,172,5.66244748608,1977.49815402,164.862120947,467.12151265
334.547278248,173,51.5489,276.768419556,600.609721089,92.2539,-281.604,153.355142919,276.87,276.708201984,0.855808,472.779708521,131.594889373,276.69,113.579756982,126.372,173,5.41126750502,1954.96295782,150.838991773,713.154654778
356.692671979,174,51.6214,276.526269627,301.758344329,92.441,-281.227,122.741063475,276.632,276.462179751,0.825172,1040.19591793,308.08911784,276.431,25.1869668749,154.45,174,5.8326447792,1648.76535381,149.965204792,295.833577
444.102035419,175,51.7202,277.75610529,338.046997699,92.6433,-282.513,182.16339246,277.871,277.710604829,0.827401,1021.16488348,373.670523025,277.683,15.6946468744,155.829,175,5.77379898263,1560.28438949,295.463971473,617.564190395
362.850239804,176,51.86,278.205832839,649.374206255,92.8739,-282.837,170.426026849,278.291,278.156872379,0.787673,696.039733826,214.76707535,278.135,120.351107121,157.749,176,5.73182138188,2129.95013356,250.424736063,858.733517437
278.462784332,177,52.0095,279.778361381,312.240168341,93.1778,-284.435,148.788013948,279.892,279.71817567,0.806115,481.579129989,142.940786803,279.696,54.5884964407,136.942,177,5.61582763611,1802.77986409,160.302320447,387.551050042
282.774483234,178,52.1225,278.843443153,20.837050322,93.3672,-283.424,103.060534168,278.959,278.80218511,0.81614,626.588673663,171.200274224,278.781,31.4683761108,146.146,178,5.7042348273,246.436498672,142.531363991,168.332356994
271.243603131,179,52.2116,281.529786983,192.141048413,93.619,-286.081,121.80526579,281.646,281.473145018,0.782593,550.429476851,204.653175459,281.453,12.6359049409,135.131,179,5.63083651921,1010.87090693,142.002028527,258.125693856
279.699602963,180,52.3553,281.037960478,9.67810784025,93.8852,-285.846,83.6946636244,281.109,280.999476469,0.815429,809.109095483,238.273810884,280.959,21.718813843,135.91,180,5.66599717022,152.318823436,108.663922592,124.325407891
146.849334765,181,52.4614,282.373489644,16.436452259,94.1385,-286.941,107.622799497,282.473,282.341194,0.783626,306.673550805,91.5049484689,282.322,10.4309514274,173.593,181,5.95341634746,210.61852641,142.247285741,179.45457605
251.588089094,182,52.523,282.930262311,282.212658987,94.3427,-287.694,150.055806444,283.025,282.896353788,0.787322,443.356927581,116.681746499,282.87,96.2737804389,149.944,182,5.75662596529,1468.45826984,142.939443464,385.358275267
173.947283542,183,52.6335,283.075602161,177.181176191,94.5579,-287.62,140.547682168,283.169,283.029276492,0.782073,322.86432196,85.4725104941,282.992,29.7019792825,146.98,183,5.70790654368,922.300724911,170.494137467,316.107531796
244.662163703,184,52.7286,283.377503232,246.268500967,94.8096,-288.017,152.568278638,283.483,283.338632595,0.737935,618.473396203,171.009973875,283.339,35.7215807633,151.825,184,5.81622260324,2134.22519714,256.917363605,340.79376471
240.48086849,185,52.8639,284.95989871,184.821051419,95.0462,-289.655,151.334035135,285.043,284.922348855,0.757067,535.961423289,191.164162438,284.898,12.267150226,143.169,185,5.80176373095,1030.08504087,232.653310105,374.307643091
388.049597411,186,52.9518,284.594606973,94.2515752467,95.2938,-288.995,137.489025896,284.695,284.548600917,0.773114,789.768972058,306.050745332,284.531,3.56017328843,184.58,186,6.22805047886,803.172721017,222.220145832,275.223899616
682.417495369,187,53.0691,283.871648864,665.807494928,95.5529,-288.456,174.881272305,283.954,283.823766353,0.773014,929.162013552,212.423248262,283.796,377.307626373,152.783,187,5.86322185817,2291.7665712,259.12875415,714.70794586
487.804040411,188,53.1604,285.52088288,374.309247433,95.8588,-290.21,167.040413497,285.613,285.493474437,0.744791,848.968401622,232.15968296,285.472,221.680348305,170.794,188,6.07374475136,1695.42299194,229.776490852,506.213756809
369.628072899,189,53.2281,285.438557625,479.663582688,96.0187,-290.145,217.783581754,285.558,285.37876097,0.759428,822.098491894,332.200155537,285.361,15.3037133166,141.383,189,5.87976048928,2583.87970705,246.540954695,890.87308471
437.818683595,190,53.334,286.986203657,582.70899684,96.2952,-291.635,185.063963336,287.093,286.953357878,0.800565,1256.93636062,424.245156857,286.921,93.5170735856,179.614,190,6.1587674653,2115.28480553,249.868637747,797.75535091
435.666803463,191,53.3891,286.736736511,561.938919279,96.5038,-291.472,222.961161194,286.838,286.694356386,0.795223,850.741732003,247.922194127,286.654,142.424674206,176.893,191,6.09811150031,2443.77948178,573.244930749,1220.40159582
263.853121325,192,53.4722,287.400647039,463.025121317,96.7629,-291.965,204.989005547,287.492,287.373702144,0.792534,703.489786032,207.860447174,287.361,17.169670453,145.106,192,5.84323842236,2729.34298639,187.678442901,743.841785338
422.382255512,193,53.543,288.720414231,279.209273352,96.9877,-293.255,199.939268646,288.818,288.670287849,0.778449,833.566518734,304.947373448,288.647,12.6184047981,161.316,193,5.97809729622,2278.55073815,231.213227799,569.268022183
267.854606068,194,53.6063,288.011467694,207.856614667,97.165,-292.715,196.561786349,288.163,287.972211095,0.773092,561.324959407,146.451895535,287.964,24.8170241294,145.201,194,5.87942802473,1314.4142198,230.09123762,584.495932725
289.995239578,195,53.7378,288.841062541,9.42574422324,97.3668,-293.313,177.194835534,288.949,288.792758694,0.781439,612.675417648,209.176688091,288.756,21.8885102809,151.273,195,6.01774799322,422.030016315,373.343297835,395.220572403
375.873282182,196,53.7813,289.052446569,29.5152188446,97.5672,-293.85,181.767628271,289.207,289.007854942,0.808123,737.228711673,194.944918019,288.993,26.4310389428,157.506,196,6.08508737238,527.957664932,385.785865779,424.26056887
389.224640806,197,53.8644,290.694438,5.07124243883,97.729,-295.265,179.588605108,290.824,290.654816502,0.799901,966.445748638,321.377610173,290.633,23.5702403705,158.611,197,5.9885072599,438.609241421,412.825202777,425.953278697
330.069658831,198,53.9944,291.481156477,83.7711226372,97.9567,-296.024,182.404999964,291.581,291.44527574,0.786882,516.144901369,136.100279847,291.415,100.470955001,149.402,198,5.90183095186,619.155635925,376.613470123,436.370557497
287.925069724,199,54.1174,292.134807065,15.1287111604,98.1731,-296.975,177.422792938,292.209,292.094782038,0.772064,573.835993396,213.059842347,292.08,16.3729519692,150.246,199,5.92419324815,505.242215235,398.176181469,422.868659217
414.278617116,200,54.1755,291.01942469,28.6411654598,98.2584,-295.789,174.201604865,291.139,290.989850959,0.772495,784.191668929,234.286563021,290.96,8.15222320932,150.258,200,5.87328728991,558.054531796,394.069943083,412.606743635
431.762347193,201,54.279,291.364686699,8.63940207414,98.3941,-296.037,169.638240476,291.489,291.337174473,0.773866,651.880079165,169.880784956,291.313,152.077240354,158.974,201,6.03068916425,415.591759219,377.998871283,396.964250774
