PolicyRegParamNorm,Epoch,AverageQ,StdReturn,AverageReturn,QFunRegParamNorm,AverageAbsY,AverageAction,Iteration,AverageQLoss,MinReturn,StdEsReturn,MaxEsReturn,AverageY,AverageAbsQYDiff,AverageAbsQ,AveragePolicySurr,AverageEsReturn,AverageDiscountedReturn,MaxReturn,MinEsReturn
36.9772,20,1.05003,233.489874679,276.396613616,27.8189,1.08513720811,0.849814,20,0.0161146,42.1346463595,129.990690725,432.054480232,1.05071374938,0.0783612568843,1.08275,-1.17455,249.566176548,84.4192618269,821.750977297,89.4227658369
38.9633,21,1.16769,83.827664265,334.993995608,29.3351,1.20445370427,0.890814,21,0.0212416,96.090552451,95.8618235446,396.046575405,1.1686917303,0.085017446619,1.20207,-1.29615,290.420638354,112.329182042,477.104317495,145.596647238
40.6494,22,1.31279,75.4531338235,266.741736144,30.8045,1.34685057826,0.947749,22,0.023259,64.8435238899,106.579026351,374.203179471,1.31369653348,0.089290826669,1.34482,-1.45376,267.59147688,102.079457945,404.10226247,70.4629426993
42.5662,23,1.46028,58.5646488125,313.620978832,32.2051,1.48932428912,0.908002,23,0.0257198,29.7438207797,78.6221307093,385.823577011,1.46146526473,0.0951309794254,1.48714,-1.60296,273.849957167,125.140277745,468.714638881,139.265629498
44.4399,24,1.59186,138.262783202,370.916612545,33.5315,1.62059314522,0.882205,24,0.0274889,74.8089619202,178.717555764,538.145293018,1.59299687212,0.0992276216081,1.61858,-1.72769,277.299825738,122.178504693,797.309520681,106.672537116
46.0782,25,1.72693,123.845692302,347.723457674,34.8409,1.7539654002,0.86833,25,0.0324176,42.702035658,144.693908428,413.524222745,1.72803949365,0.105931505348,1.75204,-1.86175,196.852613322,113.853565462,646.144101339,4.80511843921
47.569,26,1.87888,163.513917817,330.754570585,36.1227,1.90353227876,0.86508,26,0.0365376,82.9615332954,134.196403974,429.140377009,1.87994320005,0.112296886684,1.90196,-2.01977,227.053298195,116.312114519,994.86100555,0.199786866204
49.1979,27,2.01829,52.8778040801,259.905445012,37.5005,2.04159764299,0.846494,27,0.0437227,163.240080304,131.183781885,419.10891346,2.01979312103,0.121500721071,2.03988,-2.1677,220.742432363,113.09187495,403.173268434,49.4891228031
50.4964,28,2.17701,157.213081097,334.356137765,38.7857,2.19953710011,0.866504,28,0.0536423,155.476772246,135.067558794,344.16172259,2.17895526894,0.132107896092,2.19722,-2.32777,188.384537798,107.003706292,788.464537085,8.03717096775
51.47,29,2.32974,78.5786681197,220.490192609,39.9242,2.34825469769,0.848179,29,0.0581599,100.106371809,103.847931706,293.779836326,2.33108058662,0.137704237953,2.34654,-2.48964,175.633148721,112.248589204,504.76673633,36.362591541
52.5397,30,2.48942,80.0639974587,260.055165856,41.1583,2.50864184913,0.831713,30,0.0657677,50.1580923629,141.508890318,452.750510412,2.49104671205,0.145831267622,2.50673,-2.65317,191.372526087,108.661264834,560.405507792,-7.75088543396
53.43,31,2.66552,49.5512340572,225.855632893,42.3131,2.68194359925,0.887112,31,0.0698686,127.424581305,99.4315680004,238.724650249,2.66723748014,0.152747887453,2.68014,-2.8308,110.97769269,110.521601261,376.362258442,-13.361654778
54.438,32,2.83859,59.6929951759,202.255164918,43.4222,2.85442991014,0.829116,32,0.0807033,10.3626231097,79.9887974977,224.887362739,2.84053739719,0.162016693156,2.85244,-3.02778,103.250818545,91.7485185107,312.463231758,-3.74434998929
55.4699,33,3.01455,207.85541746,157.548204615,44.5021,3.03007021472,0.925275,33,0.0916646,-96.1703801486,114.961309518,323.62551792,3.01647534727,0.171572657774,3.028,-3.20529,101.463412299,45.3882451146,856.674472552,-3.5400074701
56.4286,34,3.22626,189.5473092,198.70890414,45.4949,3.24004043276,0.873313,34,0.098455,-72.3334279285,151.726711439,477.934292381,3.22833831988,0.179867829537,3.23848,-3.4394,139.452986513,50.8774345907,648.700566607,12.7313377636
57.2755,35,3.45482,148.081389366,94.8172647793,46.5576,3.46869258575,0.925407,35,0.110151,-72.9115253587,118.443120133,354.562398543,3.45684386415,0.190655788749,3.46711,-3.66963,176.549641951,39.2844238431,812.610923216,37.3247075782
58.0425,36,3.68766,0.756770163901,13.4078575256,47.615,3.70082160827,0.835923,36,0.122456,11.636295164,44.6961179553,163.688783362,3.68965294479,0.200385448494,3.69981,-3.91519,35.9481191299,11.8089394565,17.3463767029,5.17086314934
58.822,37,3.90231,57.5710449021,52.6798807046,48.6557,3.91411942671,0.888396,37,0.155975,11.8072557764,77.5121224254,217.136101753,3.90507391343,0.22035366688,3.91261,-4.1532,67.33132964,35.0334463803,222.075536161,-0.928243717343
59.6012,38,4.1741,6.04947381698,43.8538018061,49.5912,4.18538069277,0.825654,38,0.175388,36.1061899228,65.1086097383,224.193286796,4.17655534235,0.228241150218,4.18431,-4.4456,51.9636648078,31.7984146526,87.9858079251,2.31548788206
60.4065,39,4.42707,54.9728402929,44.422000183,50.5384,4.43830567757,0.879012,39,0.183945,10.1081005901,44.4628396781,189.455854042,4.42971155364,0.234824276231,4.43689,-4.72939,32.9120652506,30.0987330094,283.946438947,2.43827514025
61.3422,40,4.68946,166.861140529,197.956576403,51.4578,4.69935574312,0.829151,40,0.195288,17.9483840285,104.159035786,316.786616205,4.69201228814,0.242477061262,4.69779,-4.97214,110.538701348,66.6579982602,823.185538075,-1.22615614913
61.9906,41,4.9237,214.694092361,267.253337556,52.3868,4.93242869937,0.89313,41,0.21139,37.4269592967,79.7101193553,256.816779877,4.92633617483,0.257411442557,4.93158,-5.22155,82.7624950003,86.79379156,1032.04425613,-3.93361151157
62.8143,42,5.19243,97.7660508716,124.497499019,53.2536,5.20189672394,0.858733,42,0.219535,32.845338682,71.4103295936,213.30227907,5.19533664239,0.258651186241,5.20097,-5.49957,75.9034595874,56.7493239533,371.207540578,0.503204258456
63.5735,43,5.41164,257.39619079,313.857432756,53.9766,5.42190701828,0.751303,43,0.21419,55.2239629867,47.6160361939,151.260435316,5.41440361689,0.254350349268,5.42057,-5.70316,47.9552951542,79.3072020328,1075.42809805,1.08944115548
64.3415,44,5.65581,119.931588951,227.825779156,54.783,5.6636016985,0.824566,44,0.234656,-8.91019848995,80.6047349493,239.574500175,5.65811497541,0.262220852155,5.66304,-5.94184,90.3495131902,86.7359878319,496.822930795,-1.51249575522
65.1601,45,5.8693,116.69854735,138.203316072,55.4985,5.8782396837,0.791532,45,0.243569,0.239707318286,90.1221158367,324.807028144,5.87241230579,0.26676797009,5.87643,-6.13672,91.5529512551,70.7109092549,556.446970179,24.7255525655
66.0254,46,6.04058,104.262576083,203.69264176,56.2827,6.04752443017,0.794305,46,0.23782,32.0622798198,146.985769697,376.644679886,6.04296307598,0.266185193509,6.04705,-6.30049,132.46215872,87.1296761282,546.011263041,-6.0975705459
66.7698,47,6.20435,163.175465042,313.68829909,57.0411,6.21100560225,0.794538,47,0.262265,23.6182799582,72.5582607412,221.399954132,6.20667798489,0.275301944072,6.21118,-6.46626,73.3839907906,89.2749275466,778.146673079,5.07945080759
67.6155,48,6.36166,61.4849300701,210.438037372,57.7648,6.36888878311,0.879464,48,0.265237,78.8067161587,92.8504080638,317.927126536,6.36434248492,0.275881146622,6.3677,-6.60821,122.781717489,103.953301793,406.41983191,18.1049823122
68.416,49,6.52866,118.987899213,171.006147506,58.5138,6.53606551126,0.860483,49,0.287702,-16.839756871,123.484068788,402.62353214,6.53100115573,0.283837046593,6.53575,-6.777,131.269333806,71.7521759977,463.317779648,-0.372038270425
69.3,50,6.68676,96.1978072144,136.324716391,59.2793,6.69450141811,0.828702,50,0.297637,-128.645838295,78.7005547474,247.501883714,6.68983304733,0.291986836052,6.69415,-6.93393,71.6816657488,63.9531123158,319.953506087,-20.9154808151
70.0835,51,6.83217,76.5263763663,154.73572823,60.0006,6.84052628985,0.874133,51,0.315679,-39.459274123,83.7499899568,218.862070762,6.83474357489,0.301485044145,6.84151,-7.08287,73.2904136683,73.0270536327,353.649823839,-30.5734014529
70.785,52,6.98589,43.4924940885,172.8795937,60.7273,6.99212108846,0.90394,52,0.317399,72.9732689578,91.5976451026,228.621229376,6.98784985954,0.301795426893,6.99308,-7.25673,105.483870392,96.3713779935,348.195845684,6.46076065626
71.4597,53,7.14969,69.6885461574,150.487599599,61.429,7.15751555162,0.902713,53,0.329898,14.4309697156,74.3263797171,230.042352945,7.15276323656,0.308236048595,7.15849,-7.40386,109.171719851,83.3318824537,438.296409333,9.52187109433
72.246,54,7.32908,87.3079437426,187.511523255,62.0724,7.33658578874,0.887742,54,0.338562,64.9500867611,103.456734782,326.054407274,7.33117783249,0.308398682214,7.33713,-7.60112,205.761711467,85.6445422241,557.051622941,28.0991504513
73.0489,55,7.5075,130.489108683,253.80119311,62.7595,7.51438322369,0.866787,55,0.334389,33.2690143685,58.021103136,187.27487276,7.50959773824,0.313545896844,7.51498,-7.78564,103.856866733,97.650140546,782.376166341,12.5537017443
73.7122,56,7.63742,46.6498696314,132.870654269,63.4251,7.64475033767,0.924932,56,0.395833,42.6979879828,44.4208089771,184.093073792,7.64033676783,0.335257949663,7.64422,-7.90522,133.778983446,83.1884370166,341.726679731,50.1022795084
74.3958,57,7.82237,68.1456911207,136.855460763,64.199,7.82890326779,0.934042,57,0.375996,13.1885603977,104.685472125,375.032597058,7.82447584027,0.33163269655,7.83004,-8.09255,165.744163807,77.3551962444,471.401783357,20.0646867687
75.1371,58,7.96691,78.4722176748,212.256216356,64.8108,7.97330388334,0.88612,58,0.379567,59.7970160468,92.0106746531,310.256605898,7.96908789487,0.33796262406,7.97459,-8.24357,175.942598468,90.181959609,422.653584934,2.34180906266
75.6988,59,8.15946,141.561510725,152.105907803,65.4072,8.16485996473,0.91533,59,0.37997,-117.960262528,114.112072022,362.078945032,8.16095069394,0.333952017606,8.16669,-8.42965,134.913748394,67.3174358878,915.122709336,-0.921697094648
76.4209,60,8.28199,50.4816376019,147.409682633,66.0443,8.2893412932,0.913577,60,0.399522,85.3541941586,98.4907371008,333.203252409,8.28525443808,0.35254129722,8.28862,-8.55579,158.413670694,87.9301951063,355.765985897,27.0579953492
77.1235,61,8.47507,148.729662889,143.763561045,66.6,8.48132914888,0.895994,61,0.403414,-139.048012147,100.671148963,331.487260271,8.47707126527,0.34727998468,8.4826,-8.72402,112.402233512,58.9361058302,760.178955975,5.77596369554
77.7853,62,8.58074,77.5017442621,129.000058699,67.2203,8.58743373781,0.894098,62,0.408242,-13.7770029057,70.9815195382,207.340990064,8.58338917205,0.35536866796,8.58876,-8.83197,120.771809852,65.033879117,415.577124734,14.470945829
78.5599,63,8.7062,69.6355348637,162.735745629,67.8308,8.71259666628,0.908957,63,0.409536,-4.31263847935,139.447537661,407.883641252,8.70786159641,0.354243544579,8.71441,-8.9644,137.135322603,86.2719829134,371.105582429,-0.24895285433
79.1443,64,8.84395,95.1271913233,202.493290064,68.4776,8.851284864,0.910692,64,0.459104,36.8158138631,46.5983177809,219.28855696,8.84619149886,0.366666603568,8.85322,-9.10236,154.062880152,98.4158674826,570.481301607,85.0244311233
79.6981,65,8.9962,78.0190881012,144.903773795,69.0603,9.00294483599,0.913548,65,0.423099,20.2192076813,76.6233795173,191.46656535,8.99816604735,0.358847165247,9.0035,-9.25865,72.9010618711,72.7503699849,444.710323418,-0.0700463190324
80.1607,66,9.14915,111.199166358,135.232647278,69.6406,9.15739923114,0.864351,66,0.426922,-48.854780336,89.1228763935,325.853484485,9.1523448161,0.36373756712,9.15853,-9.41418,182.982595105,64.4432488927,426.159594485,96.795533756
80.7991,67,9.29141,114.985501319,73.5032844009,70.2893,9.2984298042,0.895357,67,0.435451,-269.428189937,86.230899406,262.141792844,9.29390093523,0.366140461394,9.30029,-9.56504,102.952235543,47.0462974578,346.989907959,0.143246863777
81.4342,68,9.43925,113.075648587,178.452395432,70.8734,9.4469577868,0.889484,68,0.458165,-142.159982992,58.4036688628,212.644017432,9.44228816179,0.375966901247,9.44779,-9.70245,116.936554705,70.8837176247,473.035813617,-0.957972290175
82.0584,69,9.62776,146.615178565,99.8852223494,71.5507,9.6352984902,0.915423,69,0.431139,-145.168617002,152.480113664,461.951245806,9.63009194447,0.365419323766,9.63717,-9.90523,112.798042543,50.7107774082,853.114193506,-6.72491254525
82.6482,70,9.74855,75.2391322619,141.541779486,72.0775,9.75433449425,0.88018,70,0.465179,6.31677053367,59.9210792224,212.336431528,9.75071465095,0.380048781791,9.75589,-10.0296,137.976700602,71.5386747411,307.958603792,73.7197827492
83.1256,71,9.87058,69.1260147414,161.463209975,72.7256,9.87858580432,0.868226,71,0.501784,12.7729510976,82.7509691669,189.396793556,9.87415961486,0.396450811479,9.87954,-10.1568,92.2760433196,84.8554958012,431.406271365,-80.4053784745
83.6575,72,10.087,107.803694786,142.382759866,73.2371,10.0929337153,0.878181,72,0.497671,20.1975257261,60.0253192123,221.501668876,10.089493625,0.392610410985,10.0945,-10.3796,82.7371074801,71.9346378513,972.959027223,16.7742897517
84.1874,73,10.2153,171.030427548,201.065145165,73.8008,10.2219865435,0.898471,73,0.527006,-60.3610328541,60.5007478874,195.12699256,10.2178510604,0.399238114743,10.2222,-10.5028,101.463288122,59.1830715887,701.737526039,6.76129797444
84.7519,74,10.3746,129.004266789,140.991843889,74.3457,10.3827526749,0.864145,74,0.478,-75.1472914717,85.5282720965,227.369193905,10.3788660881,0.386744886225,10.3833,-10.6758,80.7346849986,63.1190973519,686.482092606,1.03850577521
85.3581,75,10.5362,155.535212281,138.301345109,74.9092,10.5426029091,0.903195,75,0.508387,19.9193300231,106.734716635,298.059818522,10.5386812101,0.39953301408,10.5452,-10.8343,122.733839266,63.0663762816,964.935431032,0.101500216382
85.8191,76,10.6623,65.1731986132,178.4038545,75.4429,10.6689546832,0.909381,76,0.524813,-5.41361944115,83.4825862448,229.675716349,10.6658778823,0.401101710575,10.6704,-10.9568,89.5119407581,94.2489362114,444.553822469,-1.02811290239
86.4135,77,10.8355,89.1510433729,230.216630231,75.9948,10.8429342027,0.883394,77,0.593641,102.728088262,120.290514828,366.706572214,10.8399600032,0.41496717258,10.8422,-11.1265,181.670671906,100.093997033,505.611629673,11.7424000279
87.0026,78,10.9285,125.957714934,161.7940751,76.5196,10.9345640303,0.901443,78,0.553137,-54.2053410991,93.2259748689,298.507985569,10.931040894,0.414803547752,10.9364,-11.2022,149.003482374,73.3326953664,811.321792613,-12.038029026
87.5655,79,11.0196,52.2544870676,160.590795833,77.0993,11.0273229066,0.914314,79,0.597768,83.3059823901,99.1953788345,290.896269865,11.0229133239,0.425489934035,11.0289,-11.3123,112.628574789,86.4936349032,367.726621592,-21.6058894112
88.1068,80,11.16,44.698099383,131.072815032,77.6478,11.1648582404,0.898594,80,0.62531,23.1308846204,154.336518584,563.819263051,11.1619298173,0.435330366333,11.1679,-11.4514,204.46124781,73.7956469316,281.05288309,8.43515893358
88.7313,81,11.2968,118.621261453,131.673154475,78.1764,11.3037194542,0.921496,81,0.644915,-2.08329298332,76.6372933907,228.530963922,11.300239704,0.437331281282,11.3053,-11.5946,100.288518296,64.0456062372,918.481847505,-1.37719449955
89.1705,82,11.43,57.4332294212,121.423016852,78.7027,11.4386232976,0.922668,82,0.66098,14.6764789402,159.86255354,474.964581277,11.4348063082,0.438948794267,11.4398,-11.7211,177.517010928,70.4750950885,363.051052884,-6.17605802304
89.6327,83,11.5849,59.7791517289,82.1145378581,79.2269,11.5912361519,0.937341,83,0.635831,40.1671733956,79.0201229658,255.563682647,11.5878751933,0.437229190632,11.5951,-11.8817,153.423062242,51.553244501,492.81659126,-3.98087374682
90.2399,84,11.6728,127.345514302,85.7498257208,79.8246,11.6802263317,0.931538,84,0.687954,-0.385633389232,140.453923038,437.265736331,11.676056495,0.458306702486,11.6818,-11.9676,144.464641683,37.6044150387,601.511665729,1.66244166183
90.8075,85,11.8207,99.4206251441,170.723451056,80.3279,11.8281592137,0.936882,85,0.706563,0.198428945966,48.7488869757,131.637915281,11.8240723016,0.460248769112,11.8306,-12.1532,40.5890611799,85.6011437697,624.074850371,-8.30777009716
91.3363,86,11.9642,131.233901663,216.118002222,80.8575,11.9726226478,0.970452,86,0.716195,104.211973599,118.083727371,422.587821422,11.9684803579,0.470650952329,11.9737,-12.3034,81.3132970128,114.130505036,1125.32491254,-6.12627429434
91.8137,87,12.1487,103.503749383,115.116095006,81.4322,12.1588128567,0.930599,87,0.713214,-5.70988276937,108.473142664,302.516313675,12.1536460767,0.473969104276,12.1589,-12.486,93.929556503,59.9826081118,444.698684032,-41.2479563304
92.2446,88,12.2657,71.8351276632,132.289532478,81.9592,12.274860683,0.953313,88,0.789023,49.7944182835,76.1202136893,238.358769884,12.2691927635,0.492598135547,12.2788,-12.617,78.9274297038,79.2013773754,528.048124873,-2.00054351652
92.666,89,12.4411,83.2759886717,176.755714922,82.4613,12.4499546593,0.938303,89,0.799889,38.5620791361,79.4614040568,240.852593033,12.4448462635,0.499993703597,12.4523,-12.7751,97.247809724,91.3514257619,438.780494244,-26.1654965827
93.1903,90,12.6079,132.458265206,250.14746677,82.9144,12.6176709018,0.92453,90,0.81483,26.1835613247,92.6670172176,313.162707777,12.6123948708,0.500892243445,12.6186,-12.9598,80.1272960108,97.3035006144,547.74017459,-1.86619794771
93.637,91,12.7707,113.881047986,182.052392174,83.4178,12.781462664,0.940329,91,0.810949,25.7126151943,99.8003273595,336.727653302,12.7750090539,0.501574288188,12.7825,-13.1216,119.414730941,87.4012808876,743.085906814,-1.25591760361
94.0777,92,12.9539,141.032605698,272.134373325,83.8722,12.9638994969,0.93307,92,0.864875,59.0516852744,54.8547667309,162.189580039,12.958558696,0.510171475514,12.9645,-13.2988,75.9833664782,109.976999037,791.262193298,18.5083165347
94.4857,93,13.1232,172.366843703,168.779119509,84.3329,13.1323392301,0.942293,93,0.798283,15.8455918081,118.918669673,400.318912786,13.1275278087,0.499776194682,13.1329,-13.4825,126.872090844,69.0099942742,678.512838013,2.9953762971
94.909,94,13.3153,152.189740158,82.4476114589,84.7811,13.324039293,0.894711,94,0.883253,15.8868399286,118.791029213,325.249230182,13.319904031,0.512413665289,13.324,-13.7046,141.141207055,36.8183834781,1029.66102696,4.09747145023
95.326,95,13.4732,163.195416548,147.564851489,85.3196,13.4830133342,0.936177,95,0.922061,-13.4867711459,108.52050716,295.880198281,13.4770862132,0.521826829511,13.4856,-13.845,114.515072114,60.73815519,670.111346984,-3.17480037588
95.7342,96,13.629,118.043178537,259.057973202,85.7624,13.6388383153,0.93246,96,0.843283,18.524464261,130.340216882,381.835227924,13.6339502686,0.511781728176,13.6404,-14.0006,129.54206057,111.785735166,616.548783671,-6.32949780786
96.1912,97,13.8271,122.805383185,335.411381256,86.2156,13.8345829052,0.94834,97,0.945729,23.6072966068,44.5956778674,129.840954867,13.8307536265,0.523007322378,13.8372,-14.1864,44.3665322604,117.110137764,653.395969647,-15.8691669008
96.6042,98,13.9446,101.647525669,119.164767856,86.7428,13.9529574576,0.917998,98,0.949976,16.8099257348,109.42177396,331.34902983,13.947984248,0.526758183698,13.9561,-14.323,106.883762954,65.5229902837,516.163037947,-5.16566796707
96.994,99,14.1397,140.863111218,289.467747686,87.2002,14.1487383195,0.916063,99,0.891534,-174.168396481,101.447912081,269.559087107,14.1437751637,0.518206334357,14.1503,-14.5144,110.589289253,124.555630401,536.79800159,-0.213271463569
97.3968,100,14.2946,102.633951175,95.1018700074,87.6665,14.3039217053,0.881338,100,0.945722,20.944251518,93.8163719787,360.709118846,14.2996794708,0.531198772252,14.3054,-14.6652,152.509418268,52.1089397508,534.248437595,20.3623891941
97.8303,101,14.4657,134.586482106,295.071980988,88.1133,14.4741186082,0.875833,101,0.901151,35.1690939089,57.8367867054,182.520490372,14.4699179215,0.52278467295,14.4757,-14.8351,88.3769660789,100.857955835,822.485623799,21.5101785992
98.2906,102,14.6123,70.5196694501,162.403061389,88.5956,14.6214732071,0.926244,102,0.921919,38.5502878707,148.96129535,418.195410109,14.6165230409,0.521284540232,14.6237,-14.9643,172.497156709,88.1661746916,453.303787762,2.78845432251
98.7856,103,14.7021,139.536736647,341.424653923,89.0784,14.7115089613,0.864723,103,0.950699,30.0065086307,135.022460954,402.231433115,14.7067344352,0.538113583259,14.7135,-15.065,250.147931385,118.982913256,707.998342084,6.66176962703
99.2864,104,14.871,181.811908281,158.716992651,89.4793,14.8791234742,0.917809,104,0.92607,-90.6227932255,106.9135675,348.197972337,14.8754788172,0.521478181926,14.8806,-15.2372,169.818594248,61.3241845036,816.844953832,22.0253354408
99.7993,105,14.9599,172.603069112,157.621796461,89.9755,14.966562644,0.910629,105,1.08609,-96.6058853834,137.025505783,439.265966108,14.9638466426,0.543945739206,14.9697,-15.3198,181.80456835,62.5145065134,555.664871319,6.48695849844
100.24,106,15.1325,101.382821916,258.817206293,90.3827,15.1390548748,0.910858,106,0.937045,99.9048553056,106.461937322,346.35418438,15.1364025442,0.523393818152,15.1403,-15.4932,95.4299656657,110.754987965,615.528581852,-2.06711567927
100.677,107,15.2096,136.229550734,230.151913725,90.8094,15.2181233889,0.892363,107,0.981524,-66.7152339852,87.4119820055,254.737421633,15.2146775988,0.533660370636,15.2203,-15.5696,100.90997937,87.3813312378,601.620382915,13.2409993789
101.125,108,15.3015,225.607028814,329.926613456,91.2208,15.3090857917,0.88597,108,1.08858,-13.3453770972,141.644836047,397.283194975,15.3054543146,0.545750289275,15.3123,-15.6483,176.361559574,69.1411214842,937.272176272,11.3984135363
101.461,109,15.3681,150.520440857,242.669836351,91.6874,15.3768107705,0.90813,109,1.04194,-64.2393748028,121.816082709,396.653565083,15.3729503789,0.543968792785,15.3807,-15.7104,240.353135855,84.655139425,806.78811778,23.2610217211
101.921,110,15.5325,154.618441356,288.406158826,92.0978,15.5394139949,0.932764,110,1.09572,9.43338432474,161.346894191,524.155729273,15.5359690668,0.548607477433,15.5429,-15.8843,161.959884877,106.006177769,999.916500887,27.2621921374
102.317,111,15.5903,143.08906897,248.5972989,92.5438,15.5998646484,0.91155,111,1.0946,-34.264401526,163.100848111,501.001515094,15.5946815014,0.5535575127,15.6031,-15.946,168.592419081,96.5543436842,996.698367128,-0.691354004066
102.661,112,15.6606,112.699078853,281.813691042,92.9898,15.6692351034,0.933971,112,1.11874,12.1336556112,65.4218801185,177.377698668,15.6640127552,0.556908690656,15.6749,-16.016,74.4986965747,116.213299522,544.952450673,-2.68639285233
103.125,113,15.7894,89.1001615404,231.310922478,93.4113,15.7973078241,0.935444,113,1.0729,-28.2896000987,95.3815766089,273.907028996,15.7940546764,0.544616700495,15.7984,-16.1347,148.77076654,110.289516486,499.125091303,-0.692022990143
103.556,114,15.8965,109.764380047,242.098439751,93.8044,15.9060612966,0.945707,114,1.05176,-15.653169632,125.602390986,357.150098869,15.9003605024,0.547075180215,15.9092,-16.2468,201.688904794,113.583828446,704.229424854,14.1277626554
103.998,115,15.9294,87.5993026962,210.539034081,94.2592,15.9404541248,0.952272,115,1.16421,53.0580773767,115.211163917,354.262284625,15.9346126311,0.556657450721,15.944,-16.2652,127.21120011,115.015276706,536.306176638,-4.76807503001
104.467,116,15.9926,79.2250546688,245.000758696,94.6795,16.0038631813,0.938733,116,1.20853,30.9103529673,139.949698547,394.418459884,15.9973288993,0.573856666163,16.0067,-16.3381,252.059210613,126.635582367,603.095795771,5.44767858246
104.844,117,16.1251,98.7713896593,239.634882328,95.1698,16.1344932919,0.929009,117,1.09445,108.051297811,57.6147834025,341.745150348,16.1287740511,0.563359488785,16.1374,-16.4673,255.95014603,114.838773245,796.506884871,156.389144167
105.294,118,16.1809,80.7984825136,260.954534467,95.5379,16.1920698749,0.934249,118,1.27635,106.340017256,146.398844181,484.148403328,16.1852215759,0.58075030264,16.1937,-16.5416,206.107361592,116.942303665,480.603223559,14.5703344786
105.691,119,16.2673,135.943407311,265.637638672,95.9556,16.2764111643,0.910946,119,1.16133,20.8157287655,202.348226868,623.944604586,16.2711678146,0.579514782033,16.2796,-16.6334,168.394673392,95.7190198202,676.17676838,18.2284684631
106.092,120,16.4632,147.837310062,240.331662129,96.3604,16.4746076069,0.922832,120,1.15827,25.5682821766,104.211550018,339.449455325,16.4674284911,0.568325457381,16.4758,-16.8422,158.100321958,103.746109706,952.392477389,21.475490636
106.502,121,16.6075,60.7321631743,184.471397628,96.8302,16.618137129,0.947465,121,1.26109,100.10292071,131.798325467,480.555851367,16.6118594695,0.595830387951,16.619,-16.9872,107.517237138,109.150150137,434.913755488,-4.34405396883
106.887,122,16.6581,92.6192742398,210.089638739,97.2691,16.6688939045,0.929324,122,1.36043,65.8318969773,99.4124442353,336.249934192,16.6635782001,0.61609753294,16.6705,-17.0567,91.3213376645,113.070386385,645.231477525,-4.02124667404
