PolicyRegParamNorm,Epoch,AverageQ,StdReturn,AverageReturn,QFunRegParamNorm,AverageAbsY,AverageAction,Iteration,AverageQLoss,MinReturn,StdEsReturn,MaxEsReturn,AverageY,AverageAbsQYDiff,AverageAbsQ,AveragePolicySurr,AverageEsReturn,AverageDiscountedReturn,MaxReturn,MinEsReturn
190.374,489,21.4355,618.940261602,1220.8695859,178.214,21.4545432619,0.996274,489,2.00442,496.591054337,225.761558065,821.678812403,21.4366471694,0.674739397434,21.4585,-21.7172,235.4559037,240.461969909,2646.20810449,-4.82822521806
190.567,490,21.537,352.864642929,638.388249672,178.38,21.5561716207,0.996774,490,1.81765,253.456403377,292.96754135,901.864779785,21.5382245457,0.669203800081,21.5618,-21.8622,319.244782027,174.112949207,1687.38570766,-2.44128954422
190.712,491,21.5266,197.443483177,421.133293007,178.525,21.5475844609,0.996154,491,1.97224,186.192232928,250.592258009,720.688683752,21.5305240236,0.685989787753,21.55,-21.832,399.91660965,166.435078986,1095.27394326,97.3808761805
190.857,492,21.6598,141.74808611,517.430350907,178.681,21.6775665896,0.995838,492,2.02336,272.939304429,185.35225773,590.482164762,21.661461631,0.681916192386,21.6836,-21.9825,187.830659207,180.655223715,1029.14992464,-3.09348188669
190.992,493,21.6379,162.163275115,614.768723882,178.837,21.6609598857,0.996171,493,1.88425,357.957440465,178.921932154,532.793285048,21.6406287249,0.684674621042,21.6659,-21.9561,252.004420111,196.449264659,1104.16415267,17.8857436032
191.116,494,21.7055,148.026646277,710.455863435,178.972,21.7232782404,0.996271,494,2.01764,434.173668191,223.858642758,583.649346067,21.7089078308,0.693325547435,21.7257,-22.0292,250.854521838,187.07662601,1032.91311833,-0.321393822605
191.241,495,21.8143,573.300917072,1136.08105747,179.124,21.8334387876,0.995193,495,1.83852,229.508376744,191.973885301,612.949652903,21.8160416785,0.687249218536,21.8383,-22.1356,253.207980601,186.379999775,2575.32476966,-1.1656780026
191.39,496,21.8656,159.432059956,652.930073592,179.255,21.8826663123,0.995872,496,2.10589,108.4388331,290.533131148,877.262643789,21.8687125061,0.699874867846,21.8883,-22.1647,283.009720137,193.468019279,1150.05610565,-0.446930314306
191.543,497,21.8981,296.081068078,515.535302799,179.373,21.9148833982,0.996437,497,2.11593,19.0444506256,261.926022188,681.236648923,21.8994360306,0.698706334128,21.9231,-22.2043,288.040840302,157.939918035,1434.07739652,-1.31660838013
191.745,498,21.9341,517.137021795,882.652465422,179.526,21.9539020375,0.996449,498,2.29246,284.733433458,160.889385181,473.118141123,21.9368310341,0.726231556631,21.9585,-22.2434,265.271842958,179.05793248,2046.92766254,12.4717816855
191.95,499,21.9735,162.342832807,283.612467405,179.675,21.9934248727,0.995413,499,2.13068,42.9665929431,184.056798119,479.370197198,21.9751092299,0.705854628618,21.9988,-22.2677,237.627583146,118.803659636,785.346945719,-1.87165134692
192.147,500,22.0014,178.774984477,436.876184151,179.817,22.0250503776,0.99557,500,2.0259,155.747400866,135.868963986,387.488290179,22.004669093,0.703035146197,22.0278,-22.3112,181.775606239,151.585394802,873.411312441,8.48532805144
192.315,501,22.0955,145.125463534,197.592186012,179.95,22.1156359389,0.99514,501,2.12286,50.0997812379,277.570853354,843.40886919,22.0972057714,0.700917553762,22.1203,-22.4161,187.425586354,92.9306438396,739.576670431,-4.06934837796
192.497,502,22.0942,163.135221401,374.749842787,180.129,22.1134912535,0.995618,502,2.24482,63.2022050576,129.93421469,344.585479502,22.0960761058,0.71525175135,22.1202,-22.3975,143.980398075,137.246956372,916.082752374,-2.20364038995
192.647,503,22.1283,352.80204339,784.63036358,180.261,22.1471766581,0.996147,503,2.61839,255.888267523,156.956089568,478.921811087,22.1305357814,0.751583986165,22.1522,-22.4415,212.29987799,195.858411915,1528.85332987,-4.92782002613
192.777,504,22.1635,359.341472305,454.255979799,180.378,22.1839191745,0.99641,504,2.30444,151.465958605,156.567037574,462.606488504,22.1686211857,0.724932873773,22.1874,-22.4658,190.218659529,170.413157171,1579.48736287,-4.50121300124
192.997,505,22.2155,345.470466011,576.55914758,180.533,22.2333157508,0.996221,505,2.01245,51.763102774,143.76013618,475.722380462,22.2196630061,0.700847483365,22.2367,-22.51,116.138284123,164.285884704,1572.03612177,-3.80450061089
193.106,506,22.2113,395.218154564,968.465632416,180.655,22.2296056222,0.99564,506,2.20679,481.734162315,346.549690854,849.759182816,22.2122682808,0.712598313001,22.2372,-22.515,484.821728356,162.494355993,1953.25192965,1.09776716189
193.189,507,22.2216,549.11157246,1246.3160058,180.773,22.2450646317,0.996142,507,2.14494,591.197316563,254.276710662,690.918111964,22.2243889273,0.699265773509,22.2468,-22.5316,305.126250809,190.68926903,2337.23151523,16.5873227746
193.352,508,22.2668,410.721800298,784.621125214,180.884,22.2866353348,0.99551,508,2.31239,344.435721621,354.05464019,956.508032581,22.2668520089,0.718935497666,22.2926,-22.577,484.041557155,166.004625274,2474.56079466,-0.675808667848
193.511,509,22.3519,247.26383154,590.831872819,181.017,22.3751552474,0.995748,509,2.4342,254.594654692,220.977663279,750.164127144,22.353830436,0.719117707514,22.3807,-22.6579,383.070849572,171.189573202,1196.65416466,119.142249394
193.659,510,22.3532,317.90048045,604.935125452,181.155,22.3748803273,0.995666,510,1.91303,242.835603395,213.88864698,655.615574525,22.3561129452,0.685955703979,22.3792,-22.6499,254.468966106,158.603594751,1470.56761903,-0.0407581169063
193.84,511,22.461,301.84659772,557.126207991,181.31,22.4838670958,0.995684,511,2.32203,258.786300382,263.723679181,748.031964105,22.4619067054,0.719309551286,22.4926,-22.7693,317.590654191,175.695637405,1578.46451703,2.36406010322
193.951,512,22.4725,316.483653541,764.729733567,181.456,22.4932290842,0.995462,512,2.05165,408.438103257,281.507339254,828.318698778,22.472927931,0.704227631088,22.5013,-22.7908,445.332989194,170.322890726,1871.13572787,108.106207192
194.084,513,22.4521,554.609893293,774.104235375,181.629,22.4771728747,0.996601,513,2.13448,269.597921961,200.497242495,547.14993605,22.4542045224,0.70367410134,22.4813,-22.7543,291.31523108,170.482186688,2421.77469435,-1.49795512297
194.178,514,22.5228,348.219530839,555.255065333,181.726,22.5468791554,0.996282,514,2.26362,102.498919669,264.004114111,828.33764929,22.5255568728,0.71982456163,22.5505,-22.8197,344.195670472,165.364524121,1339.89700196,-3.23994077165
194.284,515,22.5609,307.091436774,596.158766306,181.861,22.5866195809,0.995707,515,2.23052,126.600202673,193.555171916,605.688501346,22.5651145526,0.731588284417,22.5902,-22.8806,332.570940779,168.908401379,1276.81470381,67.8046359653
194.427,516,22.6404,264.80808612,500.916506841,181.994,22.6609786704,0.995668,516,2.05332,102.380290039,201.338325351,689.843416284,22.6416421261,0.708152213161,22.6681,-22.9639,261.716479237,151.645229321,1681.52258806,84.3337219876
194.545,517,22.6028,708.503863754,988.104389834,182.157,22.626998087,0.996046,517,2.51856,90.6814690422,180.203946394,617.571302484,22.6062022522,0.75500392406,22.6332,-22.9447,272.133756425,164.372353624,2408.68786856,-4.45308671545
194.758,518,22.7344,403.745456648,189.840141065,182.328,22.7553093572,0.996408,518,2.30309,20.8797892962,201.731850751,666.188661457,22.7378780148,0.726397980488,22.7624,-23.081,150.94509759,61.3955300105,2399.86068338,-4.82860651334
194.899,519,22.7979,226.815962056,302.093730712,182.495,22.8170286029,0.996419,519,2.23271,58.8488109537,108.020807419,372.893919083,22.800143295,0.730449799584,22.822,-23.1232,144.746061728,122.628698419,925.505907511,13.218209326
195.116,520,22.8248,75.7214500492,81.7422209209,182.675,22.8461880819,0.995914,520,2.52694,36.5731203991,191.581149436,593.897919698,22.8287256257,0.748199695692,22.8504,-23.1508,257.330173561,52.5010483448,858.818706756,-0.809461624424
195.232,521,22.8285,226.772222465,551.987097144,182.832,22.846221941,0.996169,521,2.47466,182.538751463,165.090817677,530.066567737,22.8309167708,0.755130800425,22.8518,-23.1647,192.740504691,166.152366861,1096.95419124,-3.69476314803
195.381,522,22.9372,293.099321315,247.140247138,183.004,22.9558381159,0.996777,522,2.56748,20.8325203077,295.64660853,947.349557887,22.9395111267,0.747259487187,22.9633,-23.2767,248.415183435,90.4059160698,1425.95072898,16.3186866235
195.527,523,23.025,461.608432445,662.057267657,183.135,23.0387121682,0.996268,523,2.49971,203.084123111,98.6344587857,347.649062862,23.0257593166,0.748801468045,23.0455,-23.3561,214.339861449,182.46163135,2048.37639643,49.6547391431
195.709,524,23.0468,327.681262911,665.1845233,183.278,23.0647843562,0.996209,524,2.55577,234.061678172,151.974196178,494.063833776,23.0496080981,0.753870458971,23.069,-23.3755,166.542492329,184.501723119,1413.8822381,-4.11010208422
195.853,525,23.0783,485.677496784,830.171553373,183.423,23.0964342286,0.995255,525,2.40907,100.739041421,213.279291148,542.632524448,23.0803774746,0.742918879867,23.1019,-23.3832,193.289887266,181.297641878,2202.71427666,4.50409803095
196.025,526,23.1057,770.668358266,832.972708899,183.58,23.1232315909,0.995474,526,2.55449,55.0576890192,206.65875587,645.831886773,23.1093330542,0.767684758191,23.129,-23.4416,375.343241182,150.704521056,2221.43720457,28.7801222343
196.151,527,23.2142,199.612418,368.104533284,183.698,23.230301215,0.996701,527,2.31472,38.4900728697,119.69908272,497.179973362,23.2153522259,0.749624654067,23.2382,-23.5573,100.220221046,147.877025543,1121.25349594,-1.58800786217
196.266,528,23.22,540.504766967,363.766095404,183.849,23.2378300665,0.996176,528,2.50686,103.369454988,131.140543508,464.078754145,23.222444803,0.758542036598,23.2429,-23.5539,182.359047976,112.670844661,2265.71697574,26.4657571149
196.424,529,23.2447,301.77847965,457.008196932,184.014,23.2638708549,0.995982,529,2.63166,119.543822554,371.057368501,1137.9980714,23.2471612123,0.783840277821,23.2688,-23.5823,350.633572961,146.396413648,1350.58967085,20.2188383377
196.539,530,23.2799,787.769548115,886.673187233,184.166,23.2991140056,0.995932,530,2.53732,69.6336537115,146.550309543,418.328071447,23.2838817425,0.762224533593,23.3038,-23.6271,155.534893659,123.106170113,2285.96155431,5.69959212587
196.755,531,23.4447,418.531832774,709.913844144,184.303,23.4590881053,0.995958,531,2.29355,163.11824383,189.243766978,529.450334219,23.4449689431,0.73213162619,23.4664,-23.7623,206.636285654,164.979161064,1534.15020981,3.38266246291
196.859,532,23.3808,536.134662345,1000.84908854,184.421,23.4021130749,0.996987,532,2.58062,40.2026242125,293.301440801,859.125104726,23.3837255651,0.764949024596,23.4081,-23.7165,299.739151258,173.651050935,2403.45099234,7.96844489507
196.995,533,23.4793,620.964317499,1260.55779455,184.574,23.5032277775,0.996936,533,2.57557,204.838475851,155.410643452,408.865242467,23.4829086398,0.764688837455,23.5059,-23.8278,153.975559001,164.934759924,2436.1146174,-1.62466124203
197.155,534,23.5536,316.663434743,751.465976373,184.704,23.5759436798,0.997486,534,2.48462,343.790517256,62.5642301553,439.846574938,23.5562523629,0.764175559058,23.5792,-23.8866,363.820555339,182.200452039,1518.16652755,276.937791604
197.269,535,23.6405,81.1646790008,32.5554959819,184.842,23.665635068,0.996449,535,2.44916,12.5061402128,175.182841541,532.081962837,23.6433425054,0.753214373061,23.6702,-23.9813,297.296328026,20.5646570221,813.839529777,18.3254748293
197.455,536,23.6857,234.497805252,531.195480646,184.976,23.7042635553,0.997563,536,2.51464,176.983850469,170.685374689,456.606591114,23.6848381676,0.759926436669,23.7142,-24.0315,171.687638313,149.727658629,1080.67669858,-2.36404084848
197.61,537,23.6937,346.971420155,446.193529934,185.131,23.7150134153,0.997072,537,2.51537,49.675936533,236.528237928,709.897778103,23.6965479669,0.763621482169,23.7187,-24.0297,226.775235245,136.192341117,1475.69393067,9.55297336675
197.777,538,23.7549,326.776352179,474.208778421,185.21,23.7811020417,0.997679,538,2.28556,148.12767765,153.219224546,695.599961664,23.7582236767,0.755803841897,23.7845,-24.0834,513.517909695,154.185922826,1697.23315583,272.29652624
197.878,539,23.7625,390.488619803,279.506873189,185.393,23.7870432737,0.997291,539,2.54285,40.7880902244,259.816555206,889.41166686,23.7654339349,0.759199146755,23.7915,-24.1084,177.777429803,80.2716463097,1689.25036394,-5.57067129115
198.053,540,23.9062,427.30832771,937.01787555,185.539,23.9242800587,0.997234,540,2.48136,275.361446936,205.482436464,699.359228742,23.9070664009,0.767470034619,23.9315,-24.2428,399.40610619,181.844928743,1851.92601715,176.292650659
198.195,541,23.8282,607.003029767,1163.97398761,185.618,23.8527246244,0.997034,541,2.63748,28.8395580327,167.242586139,583.556825202,23.8312494425,0.77929761811,23.8589,-24.1803,212.514798065,154.920276241,2029.0165152,22.187546102
198.279,542,23.9533,492.765476903,1023.99343944,185.787,23.9771090183,0.997346,542,2.51144,424.760111592,137.387915087,399.461371279,23.9580685404,0.773237610883,23.9807,-24.3139,153.709374368,193.554993279,2264.73067222,-7.0737374156
198.444,543,24.0654,421.747371804,691.722401897,185.92,24.0852089965,0.997523,543,2.81429,275.061677604,189.232838482,526.953014153,24.0680260454,0.788655277281,24.0892,-24.4261,250.58083011,177.745416081,2487.92841246,-4.41833538369
198.543,544,24.0586,367.197049366,247.999944371,186.027,24.0795685831,0.997343,544,2.44931,-7.42157939546,196.658105473,612.263942965,24.0616758822,0.767419029977,24.0856,-24.4075,141.778113446,72.3111025765,1426.22416425,-6.3610796231
198.655,545,24.1421,0.0575614672118,-5.183179549,186.165,24.1634351711,1.0,545,2.49787,-5.31906905054,214.907504907,694.276075048,24.1436179189,0.777968502759,24.17,-24.4863,117.329206975,-5.00448910219,-5.02509661971,-7.33496773109
198.883,546,24.2273,427.891270215,353.753141381,186.303,24.2482142678,0.997848,546,2.57484,14.5080468521,163.701823944,614.868145269,24.2308670666,0.785299732841,24.2535,-24.5901,76.6893469615,85.636508695,1892.57321611,-6.05322293756
198.993,547,24.2317,137.014839784,55.546007869,186.423,24.2543487861,0.998135,547,2.85945,14.7766540478,194.595104534,653.040402486,24.2366714117,0.799345658061,24.2569,-24.5639,120.858695494,24.8516784883,850.994438965,-5.79808994086
199.107,548,24.1912,540.581187272,1525.12859186,186.602,24.2133716139,0.997741,548,2.60042,385.398775051,214.122531605,557.217110784,24.1937576984,0.786438604877,24.2193,-24.5441,189.854616013,160.03759901,2142.28304792,-7.33721158198
199.255,549,24.1502,333.368591634,585.903520329,186.737,24.171154402,0.997101,549,2.58389,185.72961532,268.294196962,710.426624933,24.1517409962,0.777282347885,24.1796,-24.4968,327.723885982,173.056112012,2003.030026,6.9281980298
199.453,550,24.2826,235.254832274,557.796029159,186.889,24.306421687,0.99683,550,2.80222,194.783325883,395.834623306,1339.89350883,24.2866909532,0.801229699145,24.3099,-24.6221,211.368340091,171.73331995,1219.03659129,-5.44725489437
199.583,551,24.2077,305.963766557,463.882369248,187.068,24.2282329025,0.997667,551,3.06167,96.3011441491,103.868393483,339.633438543,24.210345039,0.816905619603,24.237,-24.5791,104.730520748,162.136585478,1624.64981855,-5.85085769978
199.731,552,24.2335,369.953836127,622.586581578,187.18,24.2538890475,0.996959,552,2.84433,20.0575860418,106.05669091,288.223376864,24.2348320514,0.804990503492,24.2596,-24.6117,98.3199638938,145.028579072,1609.26268827,-7.77466222752
199.904,553,24.3598,422.636460963,733.268700612,187.303,24.3781252066,0.997587,553,2.69194,63.4428393965,214.00820141,763.768597853,24.3621313582,0.791485613363,24.3849,-24.7029,257.442659034,162.022606692,1673.66420972,16.9343296111
200.09,554,24.3366,752.274512976,733.120630331,187.451,24.3589931061,0.997438,554,2.55932,94.1119166653,154.061187084,405.270061525,24.3417199152,0.789171760026,24.3621,-24.6764,133.834467655,163.197890568,2658.28761537,-5.62385270937
200.217,555,24.4515,848.953595386,1348.06423725,187.574,24.4719138893,0.997669,555,2.73594,98.266357926,297.70764553,787.87750965,24.4538273369,0.795557886027,24.4771,-24.8089,274.115879849,160.017319983,2733.04761308,-1.69115800323
200.367,556,24.4621,156.333107444,244.28056908,187.726,24.483279852,0.997855,556,2.52276,151.54371701,79.6502633528,448.493405801,24.4651742537,0.774517397971,24.4886,-24.815,286.483660172,125.292308082,1423.56227906,141.029852864
200.567,557,24.5516,357.732070048,677.7404633,187.87,24.5724761362,0.997652,557,2.89287,141.552867739,154.437223235,534.823118529,24.5558191594,0.807939927394,24.5784,-24.9138,96.2506066159,180.813211359,1834.44176478,-4.21711372721
200.704,558,24.621,296.880719293,378.010582115,187.96,24.644228675,0.996903,558,2.53268,51.0117953905,188.475964338,456.507681467,24.6249725539,0.784534409445,24.6483,-24.9932,204.326465051,129.740213535,1221.86207005,-5.8091989667
200.883,559,24.6142,314.568044107,549.013739518,188.118,24.6324388848,0.997127,559,2.94131,38.4027438518,102.537614077,304.787305566,24.615651529,0.808894656087,24.6391,-24.9517,188.975820772,153.71221658,1541.98857148,-4.64971315363
201.024,560,24.6025,119.954032062,360.937878704,188.262,24.6268426948,0.997253,560,2.77846,191.97248136,183.859429989,697.126677495,24.6073166773,0.791928939753,24.6301,-24.9524,363.447127689,157.609445561,753.725350645,129.368074683
201.104,561,24.6661,143.17673117,281.182527575,188.392,24.6883871832,0.997539,561,2.58695,19.4213992594,113.009172123,310.198816216,24.667481745,0.790057809936,24.6941,-25.0149,144.8290057,136.464861357,1051.26301429,-6.50626415074
201.242,562,24.6304,365.371766161,583.227940948,188.51,24.6529622083,0.997834,562,2.82147,174.019052693,123.834732237,353.328927055,24.6346124149,0.806444180899,24.654,-24.9822,140.562983223,165.908225822,1726.13229698,-2.17810195587
201.382,563,24.6913,238.99725924,484.432294374,188.641,24.7120799374,0.997205,563,2.90744,92.0161955238,127.874845416,332.751141437,24.6937643265,0.8079599111,24.7177,-25.0283,138.767933726,159.584051418,1200.46017847,-7.9875229835
201.509,564,24.6439,194.227518977,198.026960107,188.757,24.6719737792,0.997077,564,2.89011,15.2629318153,136.247894365,389.636304264,24.6491693101,0.810159430481,24.6776,-25.0219,195.991104038,88.6387472467,674.060723506,-4.50468094782
201.596,565,24.7363,117.561885264,331.893166634,188.886,24.7547003631,0.997084,565,2.87991,175.815632428,151.056422976,446.223614729,24.7370760698,0.796983028626,24.7612,-25.0762,174.729178033,139.711333568,672.01437977,-5.37899261377
201.769,566,24.7713,237.247031237,361.220411342,189.043,24.790368721,0.996794,566,2.6255,27.7738890602,193.336642503,576.381026211,24.7730283201,0.776140608197,24.7969,-25.1014,219.450964885,130.217794603,1110.6630756,14.078191153
201.899,567,24.7617,287.731143912,473.144696332,189.175,24.7839320068,0.996528,567,2.60921,124.177882548,152.426973974,541.218649506,24.7666750327,0.790047598853,24.7889,-25.113,127.09823834,117.42895929,1360.87817908,-5.01108658466
202.102,568,24.7801,615.084541612,922.641352892,189.31,24.797618447,0.99689,568,2.64001,117.319129614,156.349048783,562.542992416,24.7827523021,0.788566929894,24.8052,-25.1204,234.831481188,165.29651943,2371.00693366,38.9755914359
202.222,569,24.82,567.038675103,1556.57968044,189.418,24.8411753896,0.997074,569,3.12454,385.693049462,301.001317352,782.141064348,24.8234384763,0.822197673813,24.8453,-25.1586,321.435888406,169.317047344,2317.43829132,0.793086675963
202.353,570,24.8295,359.264560391,734.360497293,189.543,24.8444131931,0.99724,570,2.76507,281.891890388,200.610933239,537.11317424,24.8314218391,0.789373673248,24.8471,-25.174,232.869897528,211.633688382,1710.42277943,-1.9779036073
202.521,571,24.825,355.085575934,782.46722394,189.7,24.8421888065,0.996909,571,2.75829,103.644931822,200.560895791,589.316001373,24.8269503515,0.799758393085,24.8502,-25.1699,175.213818714,199.442119376,1615.55925629,-4.84755127194
202.631,572,24.8564,180.412228573,332.05629581,189.863,24.8738271694,0.99694,572,2.75712,81.3988219079,199.157209895,644.452407417,24.8586722782,0.796603576872,24.8793,-25.2036,176.283190812,138.275325594,774.328005165,-4.5162579169
202.753,573,24.8429,133.360326215,435.07456245,190.051,24.8604827596,0.997914,573,2.72987,313.869995046,274.095308005,918.29761751,24.8455602508,0.795544207085,24.868,-25.1896,172.346057286,193.944748967,901.741835587,-3.94368324318
202.906,574,24.9832,189.715580432,482.186746187,190.172,24.999512105,0.996695,574,2.65166,305.909966111,156.149371057,430.898799228,24.9856964987,0.78335055518,25.0043,-25.3208,180.523191823,178.569501764,1284.01652179,-2.07621402243
203.037,575,24.8862,342.978498955,696.701072476,190.325,24.902019738,0.996562,575,3.01418,256.454157051,197.501897787,649.127930201,24.8881276386,0.812590024602,24.9102,-25.2263,284.370091568,179.970736939,1410.87159745,1.87391787214
203.147,576,24.978,375.81806343,554.296065142,190.433,24.9975227506,0.996869,576,2.94858,89.2746269957,159.202605832,406.047043085,24.9801992705,0.804700109648,25.0049,-25.3352,201.681119694,174.782728546,2529.22718606,-0.938219031796
203.308,577,24.9431,364.764250019,593.986987681,190.576,24.9616472708,0.997296,577,3.10787,188.190471622,189.377607188,576.905809542,24.9456378257,0.816928121508,24.9665,-25.292,276.915991546,167.124023449,1865.90078044,-5.46959320049
203.429,578,24.9406,146.577897255,279.302689814,190.716,24.9620322367,0.99689,578,2.55482,80.9826789309,263.83415528,836.986025499,24.9438991313,0.779271765988,24.9687,-25.2746,211.886069704,122.446267692,854.817636555,-4.71230801807
203.51,579,25.0393,603.956939817,951.245050911,190.838,25.0577737308,0.997272,579,2.8398,87.5855727561,134.720326897,428.66562811,25.0414007131,0.802711055489,25.063,-25.3867,175.663181561,193.748645429,2317.4790637,15.6673652394
203.644,580,24.9464,184.748216809,288.425242313,190.965,24.9631087072,0.998026,580,2.99835,171.167626827,144.56812433,437.409504582,24.9493330194,0.825136888005,24.9686,-25.309,151.433307533,132.130603231,1129.97693289,1.38377011882
203.813,581,25.0731,278.81488686,311.704862592,191.14,25.0926496071,0.997751,581,2.75321,161.089544883,137.522521692,387.321222443,25.0768649189,0.796257342647,25.101,-25.4189,168.113691235,133.520043212,1524.90584766,-8.22521825119
203.943,582,25.1125,395.607757425,413.354436367,191.319,25.1289378109,0.99756,582,2.85965,12.6472294692,179.823870291,582.094242514,25.1170103179,0.807401726193,25.132,-25.4581,239.148298725,143.5988481,2021.41192411,-3.36920296877
204.064,583,25.1038,20.0737894463,12.8738014772,191.461,25.1198527104,0.997719,583,2.80389,7.69892792537,126.28632534,423.488202012,25.1061017162,0.806254518885,25.1226,-25.4505,91.6418484709,9.72495616948,282.677721332,-8.90077169781
204.224,584,25.0993,283.583339039,361.498253231,191.583,25.1159840423,0.997608,584,2.86539,60.8300972539,157.716327695,565.153135197,25.1028241804,0.806550588326,25.1201,-25.422,169.099166539,151.765265231,1852.86935065,11.809492084
204.308,585,25.0706,599.65751033,907.79204047,191.736,25.0892537446,0.998269,585,3.16941,273.785937864,294.044452961,940.330631876,25.0738276121,0.819760084706,25.0933,-25.3988,407.625683919,200.317980917,2848.17034383,7.03295616907
204.492,586,25.1425,449.352217173,452.605835584,191.874,25.1605946936,0.998167,586,2.55705,179.934429367,347.435181413,1041.1172478,25.1453802342,0.783085348199,25.1657,-25.4953,270.521310263,139.882348328,2482.52900183,-11.1170474906
204.687,587,25.0879,301.989879163,462.674786558,192.067,25.1076203666,0.997976,587,3.00614,147.730938869,201.948640461,741.342360691,25.0924248398,0.801982799948,25.1103,-25.4359,243.300695402,149.31813624,1333.0734804,-5.37399931609
204.858,588,25.1408,512.134802451,497.663902957,192.164,25.159176973,0.997357,588,2.63939,162.596187901,116.630658527,398.664739104,25.1426712325,0.777683568608,25.1677,-25.4858,168.890472337,126.985403698,2512.78504398,-24.4124109727
204.978,589,25.1421,231.005038924,283.345073691,192.272,25.1598246732,0.998202,589,2.72859,162.172261846,97.277135381,581.489451818,25.1463344372,0.787558415876,25.16,-25.487,389.810927363,116.167687976,1564.08755521,290.204388004
205.147,590,25.115,605.966366947,854.724530694,192.435,25.1322047316,0.997806,590,2.99262,162.836279937,124.156900946,431.366380811,25.1172797836,0.791824911953,25.1404,-25.4759,227.655210935,166.400744431,2875.49263202,-6.40391066416
205.265,591,25.1037,349.224773537,619.618007615,192.571,25.1204820541,0.998185,591,2.90384,165.659619079,174.711913437,568.098948655,25.1039192083,0.796406786382,25.1274,-25.4251,192.161240247,152.518788919,2085.52304182,-4.54621356802
205.425,592,25.176,325.935078489,513.804352846,192.734,25.1997463979,0.998116,592,3.06393,195.07840968,90.9565334545,373.903849325,25.1798882741,0.816831616595,25.2046,-25.5083,202.726698082,155.55104218,1644.31532332,48.5466032574
205.559,593,25.0561,264.135204787,335.215377651,192.867,25.0760298386,0.997693,593,2.84776,110.931520998,197.51709739,593.796045297,25.0575959452,0.788404708275,25.0807,-25.3897,238.596215454,134.818008158,1267.4370743,-4.94878243854
205.741,594,25.1417,665.088897933,1181.40574063,193.004,25.1630570272,0.996976,594,2.94403,215.413970467,256.888303687,718.957121269,25.1455992844,0.799426033763,25.1667,-25.4568,343.320607171,186.158016868,2402.94294721,22.644697767
205.828,595,25.1163,580.79679992,970.227808008,193.131,25.1334520968,0.997319,595,2.75521,242.419707805,268.466309831,543.929510393,25.1178939775,0.792622181402,25.1398,-25.4481,275.463200562,146.752321556,2018.34307789,6.99689073084
206.001,596,25.0706,387.525100989,747.62853291,193.233,25.0921605985,0.997073,596,2.69192,293.025119608,472.451746343,1566.88653938,25.0729748298,0.788995802202,25.0964,-25.4024,413.339520183,167.483958348,2082.49476439,54.2257786826
206.085,597,25.0426,536.910202388,923.787699916,193.382,25.065815974,0.997223,597,2.66012,226.973403281,238.170116613,596.481541988,25.0459608695,0.798977596341,25.0699,-25.3634,277.611493874,169.613360052,1932.58012409,15.000929317
206.213,598,25.1368,235.836997986,513.344829438,193.534,25.1552905266,0.997371,598,2.50411,177.627577877,235.827052842,834.159064672,25.1387923361,0.78446482876,25.1607,-25.4774,250.21650787,166.937483214,1002.68359686,51.228191037
206.318,599,25.1315,705.442567378,1089.38422422,193.649,25.1482585871,0.99741,599,2.81827,85.8144927607,257.46150659,678.035412155,25.1340958885,0.800710943176,25.1523,-25.4578,318.833753363,152.236406602,2431.57060522,-3.23935805651
206.429,600,25.0798,606.867711386,739.453661813,193.835,25.0982956551,0.997757,600,2.69949,3.83568232698,201.222219353,568.318304594,25.0827300471,0.794093389491,25.1042,-25.3925,151.941311491,154.021006835,2286.61232791,-3.24992610023
206.577,601,25.0975,676.140048351,1319.60593619,193.991,25.1151424233,0.997909,601,2.74772,382.812363582,367.653364672,1035.76516082,25.1001897889,0.807460342327,25.1205,-25.4104,323.539909165,194.457353623,2483.47205055,0.76940610476
206.733,602,25.1261,527.609305527,586.592940556,194.14,25.1399169268,0.997801,602,2.67373,121.486215932,326.116181206,932.369754044,25.1279377765,0.790104020763,25.1466,-25.4286,326.401841727,132.746217453,2125.51342995,5.01778603492
206.877,603,25.1299,917.439555892,1171.97376043,194.278,25.1444844201,0.997454,603,3.05881,121.403167966,158.398774457,492.571247578,25.1318259241,0.812884467056,25.1504,-25.4673,277.785203835,164.030799873,2556.78684177,51.3035172627
207.005,604,25.1263,703.523154307,507.839919751,194.378,25.1429531518,0.997764,604,2.93963,65.0998132602,333.117839807,1027.62610117,25.1299814376,0.802384277639,25.1475,-25.4732,284.058386819,137.812002191,2710.00585528,-6.03526857042
207.153,605,25.0653,644.808117402,596.187785866,194.476,25.0811298392,0.997715,605,2.69661,187.259798436,188.38740621,538.735951926,25.068475406,0.801549442562,25.087,-25.4094,204.022565965,118.310026616,2353.8712392,-1.43158098476
207.299,606,25.2186,648.9914278,535.298712722,194.594,25.2335509819,0.998361,606,2.86926,112.519353504,206.296127538,729.325001089,25.2229559809,0.811024342358,25.238,-25.5573,287.32793836,130.85245095,2178.89662784,104.89298537
207.468,607,25.1855,849.260002017,1534.55473474,194.754,25.197440861,0.998233,607,2.77162,344.805036486,202.729133457,632.700826681,25.1857408523,0.818888580551,25.2067,-25.5268,232.349144686,207.118306702,2660.16966952,-6.20071849109
