AveragePolicySurr,StdReturn,Iteration,MaxReturn,AverageY,MaxEsReturn,AverageAction,AverageAbsY,Epoch,PolicyRegParamNorm,MinEsReturn,AverageReturn,AverageEsReturn,AverageDiscountedReturn,MinReturn,StdEsReturn,AverageAbsQ,AverageQ,QFunRegParamNorm,AverageAbsQYDiff,AverageQLoss
-32.369,0.0,1545,1000.0,29.8350503838,45.0,0.345664,29.8420876274,1545,118.162,3.0,1000.0,10.4270833333,99.9956828753,1000.0,8.00877746557,29.9253,29.836,195.792,0.562870214907,4.0586
-32.3461,0.0,1546,1000.0,29.7440126224,43.0,0.28572,29.7532155852,1546,118.178,3.0,1000.0,10.0625,99.9956828753,1000.0,7.69985457114,29.8265,29.7426,195.864,0.531522764095,3.8658
-32.5183,0.0,1547,1000.0,29.8651431941,58.0,0.243131,29.8740736911,1547,118.193,3.0,1000.0,11.1304347826,99.9956828753,1000.0,10.1115704187,29.9608,29.8655,195.868,0.582414764848,4.49048
-32.6005,207.272926635,1548,1000.0,29.8754646605,45.0,0.28212,29.8815073092,1548,118.199,3.0,934.454545455,11.5581395349,99.4454875113,279.0,9.52915312761,29.9624,29.8737,195.983,0.556414724597,4.19551
-32.7315,0.0,1549,1000.0,30.0920695938,89.0,0.320197,30.0965083433,1549,118.173,3.0,1000.0,16.606557377,99.9956828753,1000.0,17.3198253583,30.1685,30.0892,196.131,0.551186361401,3.97451
-32.9103,0.0,1550,1000.0,30.3070866955,64.0,0.254859,30.3119031886,1550,118.196,3.0,1000.0,12.0481927711,99.9956828753,1000.0,10.926814166,30.3948,30.3054,196.209,0.578114417439,4.63851
-32.9869,0.0,1551,1000.0,30.2955258294,135.0,0.320144,30.301572142,1551,118.172,3.0,1000.0,12.8461538462,99.9956828753,1000.0,17.5170809849,30.377,30.2951,196.3,0.535618368081,3.99669
-33.1581,0.0,1552,1000.0,30.47099806,40.0,0.335203,30.4786709072,1552,118.183,3.0,1000.0,10.7634408602,99.9956828753,1000.0,7.13374209882,30.5459,30.4696,196.351,0.536984982678,4.05561
-33.3064,0.0,1553,1000.0,30.4900612376,101.0,0.359325,30.4958766415,1553,118.202,3.0,1000.0,15.0151515152,99.9956828753,1000.0,17.8965820541,30.5681,30.4879,196.427,0.530247854025,3.89412
-33.4975,462.811873494,1554,1000.0,30.703489631,42.0,0.278846,30.7103012476,1554,118.203,3.0,586.055555556,10.2142857143,77.6802191927,63.0,7.93886076236,30.7925,30.7029,196.512,0.56430232462,4.24697
-33.6315,0.0,1555,1000.0,30.8735388465,114.0,0.320056,30.8785269658,1555,118.223,3.0,1000.0,12.0963855422,99.9956828753,1000.0,14.174144506,30.9556,30.8712,196.608,0.528828802731,3.85004
-33.7028,0.0,1556,1000.0,30.9666046407,65.0,0.212814,30.9741002732,1556,118.209,3.0,1000.0,11.1555555556,99.9956828753,1000.0,11.5334403763,31.0519,30.9675,196.695,0.545911853849,3.74592
-33.8183,0.0,1557,1000.0,31.0754499692,66.0,0.24869,31.085094164,1557,118.224,3.0,1000.0,11.3295454545,99.9956828753,1000.0,10.5072719309,31.171,31.0724,196.802,0.580694857314,4.63041
-33.9578,0.0,1558,1000.0,31.1819557449,87.0,0.298041,31.1946916789,1558,118.261,3.0,1000.0,11.6279069767,99.9956828753,1000.0,12.2863570694,31.2755,31.1796,196.88,0.594650893118,4.75437
-34.0923,0.0,1559,1000.0,31.2647002727,44.0,0.317363,31.2768601201,1559,118.318,3.0,1000.0,10.7204301075,99.9956828753,1000.0,9.61111094403,31.3602,31.2624,196.944,0.569152882452,4.34981
-34.2277,0.0,1560,1000.0,31.4395746461,36.0,0.281608,31.450162901,1560,118.334,2.0,1000.0,10.2989690722,99.9956828753,1000.0,7.82299669485,31.5218,31.4376,197.064,0.55096428731,4.08532
-34.4011,0.0,1561,1000.0,31.6631718586,62.0,0.335199,31.6767796241,1561,118.379,3.0,1000.0,10.4479166667,99.9956828753,1000.0,9.76267316499,31.7578,31.6645,197.176,0.557021983492,3.91606
-34.3666,0.0,1562,1000.0,31.5923632462,58.0,0.390861,31.6034335654,1562,118.422,3.0,1000.0,11.4204545455,99.9956828753,1000.0,9.17100370103,31.6783,31.5912,197.278,0.559021832432,4.27202
-34.5606,0.0,1563,1000.0,31.7885357307,71.0,0.409294,31.8000434341,1563,118.448,2.0,1000.0,11.6,99.9956828753,1000.0,10.9911194099,31.8812,31.7862,197.382,0.601092363385,4.68556
-34.6939,0.0,1564,1000.0,31.868488267,52.0,0.421867,31.8778185694,1564,118.434,3.0,1000.0,10.9010989011,99.9956828753,1000.0,9.64314360427,31.951,31.8695,197.499,0.54975624961,4.01858
-34.6951,0.0,1565,1000.0,31.9293487001,47.0,0.314449,31.9357370943,1565,118.419,3.0,1000.0,10.1414141414,99.9956828753,1000.0,8.27312809675,32.0176,31.9273,197.571,0.589511145035,4.57498
-34.7252,0.0,1566,1000.0,31.9627653532,65.0,0.428634,31.9687289266,1566,118.414,3.0,1000.0,10.4895833333,99.9956828753,1000.0,9.88474707954,32.055,31.9617,197.608,0.596097935142,4.77003
-34.8522,0.0,1567,1000.0,32.0976241953,41.0,0.311239,32.1008660227,1567,118.392,3.0,1000.0,9.16363636364,99.9956828753,1000.0,8.17037583727,32.1633,32.0978,197.596,0.534562094333,4.12443
-34.7253,0.0,1568,1000.0,31.8952307848,43.0,0.292987,31.8972840489,1568,118.412,3.0,1000.0,10.7419354839,99.9956828753,1000.0,9.32669106095,31.9872,31.8906,197.606,0.606641003956,4.816
-34.8158,0.0,1569,1000.0,31.9788139315,79.0,0.302836,31.9824749622,1569,118.416,3.0,1000.0,12.1728395062,99.9956828753,1000.0,12.8695162105,32.056,31.9798,197.751,0.575312111577,4.9304
-34.7937,0.0,1570,1000.0,31.9650920367,47.0,0.275677,31.9698706855,1570,118.459,3.0,1000.0,13.2133333333,99.9956828753,1000.0,11.5611917879,32.0445,31.9641,197.873,0.54609365345,4.2108
-34.7764,0.0,1571,1000.0,32.0189443976,57.0,0.357418,32.0239466102,1571,118.528,3.0,1000.0,10.9569892473,99.9956828753,1000.0,9.24564876268,32.1194,32.0195,197.931,0.594275491829,4.4919
-34.658,0.0,1572,1000.0,31.8877291568,59.0,0.328325,31.8933760536,1572,118.522,3.0,1000.0,12.4615384615,99.9956828753,1000.0,11.2154795817,31.9848,31.8834,197.973,0.627787577148,5.11364
-34.6259,0.0,1573,1000.0,31.8764939763,58.0,0.351749,31.8827733413,1573,118.593,3.0,1000.0,12.3734939759,99.9956828753,1000.0,11.0319479578,31.963,31.8798,198.061,0.565786621844,4.42175
-34.6681,0.0,1574,1000.0,31.9144476898,32.0,0.436491,31.9189919382,1574,118.69,3.0,1000.0,9.23232323232,99.9956828753,1000.0,6.84729288516,31.9961,31.9126,198.142,0.576225889687,4.59384
-34.6541,0.0,1575,1000.0,31.829755937,97.0,0.409659,31.8341222996,1575,118.718,3.0,1000.0,11.5957446809,99.9956828753,1000.0,12.7690776329,31.9126,31.8287,198.197,0.56384979924,4.26714
-34.6755,0.0,1576,1000.0,31.8546883398,60.0,0.332446,31.8588478295,1576,118.742,3.0,1000.0,13.0,99.9956828753,1000.0,11.116606828,31.9428,31.8563,198.301,0.574020404741,4.55144
-34.5238,0.0,1577,1000.0,31.7780745826,91.0,0.314291,31.7852482892,1577,118.77,3.0,1000.0,13.8472222222,99.9956828753,1000.0,15.7353633244,31.8571,31.777,198.396,0.557353720435,4.22842
-34.4987,0.0,1578,1000.0,31.8095979132,93.0,0.332038,31.8169455478,1578,118.787,3.0,1000.0,12.6375,99.9956828753,1000.0,14.9735130731,31.9163,31.8123,198.445,0.574500746591,4.54866
-34.4107,0.0,1579,1000.0,31.5818199849,64.0,0.286075,31.5884169118,1579,118.818,3.0,1000.0,13.4054054054,99.9956828753,1000.0,13.1805742799,31.6656,31.5844,198.557,0.570773382151,4.85845
-34.4018,0.0,1580,1000.0,31.718699579,72.0,0.297489,31.7243062713,1580,118.851,3.0,1000.0,11.021978022,99.9956828753,1000.0,11.4871911677,31.7982,31.7171,198.645,0.537680889658,4.1678
-34.4062,0.0,1581,1000.0,31.6601670254,71.0,0.37699,31.6675899054,1581,118.862,3.0,1000.0,13.6216216216,99.9956828753,1000.0,12.2393944192,31.749,31.6632,198.748,0.529938469211,3.94241
-34.248,0.0,1582,1000.0,31.5397488261,74.0,0.290029,31.545661559,1582,118.84,3.0,1000.0,9.9603960396,99.9956828753,1000.0,12.0534459902,31.6318,31.5368,198.838,0.573412764742,4.36255
-34.1399,0.0,1583,1000.0,31.4483953615,59.0,0.298454,31.4579195285,1583,118.859,2.0,1000.0,14.2714285714,99.9956828753,1000.0,15.1392785529,31.533,31.4512,198.956,0.555760343913,4.57725
-33.9899,0.0,1584,1000.0,31.2886519503,127.0,0.329535,31.296944409,1584,118.871,3.0,1000.0,18.0740740741,99.9956828753,1000.0,23.2090753736,31.3685,31.2873,198.988,0.578704847063,4.68254
-33.9128,0.0,1585,1000.0,31.2563056543,123.0,0.408493,31.2612626511,1585,118.907,3.0,1000.0,27.1891891892,99.9956828753,1000.0,26.9512451077,31.3304,31.2562,199.027,0.547247553595,4.35075
-33.9031,0.0,1586,1000.0,31.1802027261,64.0,0.32334,31.1827508201,1586,118.936,3.0,1000.0,16.9166666667,99.9956828753,1000.0,18.059431208,31.2774,31.1815,199.084,0.57598667486,4.45876
-33.8201,0.0,1587,1000.0,31.1374371961,74.0,0.339311,31.141144657,1587,118.977,3.0,1000.0,19.12,99.9956828753,1000.0,20.3986666231,31.2179,31.1367,199.202,0.548962528453,4.34646
-33.7857,0.0,1588,1000.0,31.0982790448,105.0,0.431893,31.101789478,1588,118.993,3.0,1000.0,18.7142857143,99.9956828753,1000.0,22.8181587195,31.181,31.1012,199.307,0.523262135324,3.9435
-33.7618,0.0,1589,1000.0,31.2093704317,65.0,0.301524,31.2121063637,1589,118.979,2.0,1000.0,12.8831168831,99.9956828753,1000.0,13.684737945,31.3012,31.2116,199.316,0.575302115216,4.52544
-33.7502,0.0,1590,1000.0,31.1051162604,60.0,0.332296,31.1076149143,1590,118.993,3.0,1000.0,10.1414141414,99.9956828753,1000.0,11.062732142,31.1876,31.1037,199.363,0.553116034213,4.14806
-33.821,0.0,1591,1000.0,31.1252520642,79.0,0.303339,31.1286685495,1591,118.953,3.0,1000.0,14.2428571429,99.9956828753,1000.0,15.7783175948,31.2106,31.1245,199.414,0.557069296117,4.33721
-33.7136,0.0,1592,1000.0,31.07484332,77.0,0.399111,31.0801980355,1592,118.955,3.0,1000.0,12.3580246914,99.9956828753,1000.0,13.860244811,31.1664,31.0749,199.479,0.569674538634,4.46726
-33.6992,0.0,1593,1000.0,31.0593897751,62.0,0.327099,31.0637895603,1593,118.954,2.0,1000.0,12.55,99.9956828753,1000.0,12.3297404677,31.145,31.0597,199.53,0.550130722688,4.02121
-33.6161,0.0,1594,1000.0,31.0144242963,86.0,0.330693,31.0193492471,1594,118.947,3.0,1000.0,10.7717391304,99.9956828753,1000.0,11.8588650209,31.0937,31.013,199.614,0.572642911489,4.56894
-33.6038,0.0,1595,1000.0,30.9759222637,65.0,0.26416,30.987857576,1595,118.925,3.0,1000.0,12.7564102564,99.9956828753,1000.0,10.5662572485,31.0618,30.9759,199.739,0.514258118007,3.73659
-33.5947,0.0,1596,1000.0,30.950475321,55.0,0.376759,30.9578623307,1596,118.939,3.0,1000.0,11.9294117647,99.9956828753,1000.0,9.84203259171,31.0369,30.9517,199.844,0.595184006567,5.07548
-33.636,444.265735676,1597,1000.0,30.8656634558,38.0,0.283274,30.8712049868,1597,118.956,3.0,371.740740741,11.2359550562,62.5866580499,49.0,8.18606993262,30.9616,30.8687,199.917,0.586474329943,4.5497
-33.7139,0.0,1598,1000.0,31.0184511198,57.0,0.29545,31.0248567255,1598,118.95,3.0,1000.0,12.1728395062,99.9956828753,1000.0,12.2683876847,31.1058,31.0166,199.975,0.542311754902,3.96142
-33.773,0.0,1599,1000.0,31.0706929368,69.0,0.369001,31.0790517623,1599,118.965,3.0,1000.0,11.3707865169,99.9956828753,1000.0,10.9784078403,31.15,31.071,200.111,0.530189906334,3.90404
-33.7265,0.0,1600,1000.0,31.0103112114,75.0,0.393443,31.0147107585,1600,118.989,3.0,1000.0,10.6595744681,99.9956828753,1000.0,11.058407018,31.1015,31.0117,200.155,0.535537862041,3.96299
-33.8096,0.0,1601,1000.0,31.0557088661,36.0,0.458165,31.0602073587,1601,119.016,3.0,1000.0,11.0909090909,99.9956828753,1000.0,8.71210803688,31.134,31.0531,200.19,0.543248172549,4.17762
-33.8918,0.0,1602,1000.0,31.1584580035,87.0,0.290211,31.1645410115,1602,119.034,3.0,1000.0,11.5909090909,99.9956828753,1000.0,12.0638795618,31.2453,31.1595,200.326,0.556352423623,4.19865
-33.8724,0.0,1603,1000.0,31.2005084685,58.0,0.419135,31.2056926176,1603,119.035,3.0,1000.0,12.6329113924,99.9956828753,1000.0,11.6305764795,31.3016,31.2013,200.368,0.564992026457,4.18511
-33.9109,0.0,1604,1000.0,31.1990781959,35.0,0.43181,31.2039803577,1604,119.062,3.0,1000.0,9.86138613861,99.9956828753,1000.0,7.91418040886,31.279,31.1974,200.374,0.564332686902,4.36843
-34.0482,432.562090964,1605,1000.0,31.3286203228,42.0,0.31923,31.3353494051,1605,119.061,3.0,323.806451613,12.1219512195,55.6421553439,34.0,9.45772396162,31.4251,31.3279,200.401,0.600985918186,4.51169
-34.1198,0.0,1606,1000.0,31.3635410546,44.0,0.361866,31.369949634,1606,119.081,2.0,1000.0,12.746835443,99.9956828753,1000.0,9.98285663998,31.4458,31.3629,200.458,0.542226558581,3.97759
-34.2494,421.739667258,1607,1000.0,31.5017456329,42.0,0.376801,31.5074317971,1607,119.081,3.0,733.285714286,13.5,85.2940543238,59.0,10.0985013606,31.5835,31.4997,200.517,0.552040643449,4.28621
-34.3138,0.0,1608,1000.0,31.5366356179,83.0,0.340489,31.5422566554,1608,119.109,3.0,1000.0,13.0519480519,99.9956828753,1000.0,14.7127439272,31.6124,31.5414,200.598,0.508948122753,3.80769
-34.456,0.0,1609,1000.0,31.6293477818,47.0,0.41317,31.6345607783,1609,119.097,3.0,1000.0,12.3827160494,99.9956828753,1000.0,9.17937556879,31.7285,31.6249,200.585,0.614065586037,4.98652
-34.6319,0.0,1610,1000.0,31.8022618405,62.0,0.367813,31.8085303595,1610,119.072,3.0,1000.0,12.5125,99.9956828753,1000.0,10.4940384862,31.8849,31.8017,200.623,0.559077477334,4.19194
-34.7905,0.0,1611,1000.0,31.9682450256,38.0,0.451972,31.9748439662,1611,119.098,3.0,1000.0,12.325,99.9956828753,1000.0,8.73895731767,32.0654,31.9709,200.73,0.594190317221,4.68175
-34.9472,0.0,1612,1000.0,32.1157084006,101.0,0.346398,32.1210123651,1612,119.12,3.0,1000.0,12.2289156627,99.9956828753,1000.0,14.3839982219,32.2032,32.1093,200.783,0.59603097901,4.9215
-35.1382,0.0,1613,1000.0,32.2907403041,53.0,0.369311,32.3024061972,1613,119.143,3.0,1000.0,12.4625,99.9956828753,1000.0,9.30180594025,32.3862,32.2908,200.869,0.551001977827,4.02871
-35.3097,0.0,1614,1000.0,32.4783644868,39.0,0.386964,32.4887382143,1614,119.152,3.0,1000.0,10.3157894737,99.9956828753,1000.0,8.42960092443,32.5599,32.4765,201.011,0.560430166559,4.44009
-35.4629,0.0,1615,1000.0,32.4983549126,33.0,0.45881,32.5087518753,1615,119.159,3.0,1000.0,10.2828282828,99.9956828753,1000.0,8.01392778015,32.5861,32.4969,201.1,0.570667687723,4.55691
-35.6509,0.0,1616,1000.0,32.7733034243,45.0,0.358506,32.7888724223,1616,119.188,3.0,1000.0,11.1666666667,99.9956828753,1000.0,9.33005894944,32.8752,32.7709,201.202,0.601097651217,4.88306
-35.6806,0.0,1617,1000.0,32.7796366717,58.0,0.412046,32.7918185961,1617,119.228,3.0,1000.0,11.8928571429,99.9956828753,1000.0,10.3820103764,32.8812,32.7787,201.275,0.597569753283,4.69653
-35.8098,0.0,1618,1000.0,32.860392813,86.0,0.406664,32.8691714715,1618,119.285,3.0,1000.0,13.4324324324,99.9956828753,1000.0,12.7322542972,32.949,32.857,201.37,0.600602679526,4.7748
-36.0908,0.0,1619,1000.0,33.1560455722,82.0,0.361948,33.1673834497,1619,119.323,3.0,1000.0,14.75,99.9956828753,1000.0,13.5715695481,33.2367,33.1554,201.433,0.532956856379,4.07201
-36.0768,0.0,1620,1000.0,33.2649871612,43.0,0.484649,33.2774286954,1620,119.369,3.0,1000.0,11.6588235294,99.9956828753,1000.0,10.151271078,33.3618,33.2645,201.499,0.576446072775,4.39994
-36.1894,0.0,1621,1000.0,33.31584105,76.0,0.389152,33.3274283942,1621,119.37,3.0,1000.0,10.9139784946,99.9956828753,1000.0,11.0848689993,33.3982,33.3136,201.561,0.578808610239,4.62302
-36.3271,0.0,1622,1000.0,33.3174314716,37.0,0.307685,33.3265048799,1622,119.427,2.0,1000.0,10.9010989011,99.9956828753,1000.0,9.28315850126,33.4103,33.3174,201.62,0.608192471156,4.7626
-36.3484,0.0,1623,1000.0,33.5219506655,75.0,0.325749,33.532562611,1623,119.499,3.0,1000.0,12.1219512195,99.9956828753,1000.0,11.8201876134,33.6037,33.5185,201.651,0.575561774593,4.35049
-36.4293,0.0,1624,1000.0,33.5033693973,68.0,0.304208,33.5098551471,1624,119.532,2.0,1000.0,11.043956044,99.9956828753,1000.0,11.068132741,33.6055,33.5049,201.727,0.619933378391,4.92758
-36.4158,0.138648388468,1625,15.0,33.4746962985,51.0,0.0881483,33.4804289447,1625,119.485,3.0,14.0196078431,11.4642857143,13.1424529547,14.0,10.6048578587,33.5616,33.4726,201.822,0.607046445275,4.80791
-36.5434,0.0,1626,1000.0,33.5731575897,80.0,0.278962,33.5818139839,1626,119.484,2.0,1000.0,12.6049382716,99.9956828753,1000.0,12.5025222269,33.6607,33.5696,201.869,0.590878139606,4.88568
-36.5662,0.0,1627,1000.0,33.6919869804,50.0,0.262699,33.7021831008,1627,119.515,3.0,1000.0,9.42990654206,99.9956828753,1000.0,8.2042981094,33.7773,33.6899,201.916,0.583124986119,4.63798
-36.47,0.0,1628,1000.0,33.5868013176,89.0,0.337314,33.5997110215,1628,119.551,3.0,1000.0,10.6595744681,99.9956828753,1000.0,13.5493999172,33.6718,33.5862,202.065,0.571200291603,4.27504
-36.6417,0.0,1629,1000.0,33.7306209032,78.0,0.404765,33.7411821199,1629,119.644,3.0,1000.0,11.0108695652,99.9956828753,1000.0,11.4905391757,33.8306,33.7301,202.197,0.620045515734,5.16401
-36.4756,0.0,1630,1000.0,33.6050390911,46.0,0.192369,33.6127245019,1630,119.709,3.0,1000.0,9.53398058252,99.9956828753,1000.0,8.3280034484,33.6905,33.6043,202.306,0.569132195897,4.43004
-36.3139,0.0,1631,1000.0,33.479618373,82.0,0.00539963,33.4850231409,1631,119.731,3.0,1000.0,10.8043478261,99.9956828753,1000.0,12.6724960055,33.5633,33.4803,202.37,0.598439697266,4.82996
-36.2017,0.0,1632,1000.0,33.3245353544,77.0,0.831539,33.3296506286,1632,119.761,3.0,1000.0,10.0,99.9956828753,1000.0,11.2772545679,33.4274,33.3246,202.446,0.635166146805,5.31708
-36.1198,0.0,1633,1000.0,33.334861322,210.0,0.800632,33.3412180914,1633,119.807,3.0,1000.0,22.5909090909,99.9956828753,1000.0,37.2670450214,33.4181,33.3342,202.527,0.576971974404,4.64938
-36.0145,0.0,1634,1000.0,33.2115552229,121.0,0.713395,33.2176252977,1634,119.844,3.0,1000.0,28.2,99.9956828753,1000.0,27.1869716697,33.3048,33.2143,202.653,0.592436840123,4.68918
-35.7788,0.0,1635,1000.0,33.0946445834,292.0,0.667222,33.1042355263,1635,119.854,3.0,1000.0,44.4347826087,99.9956828753,1000.0,63.8196004286,33.1845,33.098,202.8,0.55943677186,4.19753
-35.7314,0.0,1636,1000.0,32.9499628676,132.0,0.654486,32.9554732748,1636,119.868,3.0,1000.0,24.0975609756,99.9956828753,1000.0,26.3825560237,33.0429,32.9498,202.928,0.583654752188,4.81875
-35.643,0.0,1637,1000.0,32.7796867093,120.0,0.66489,32.7867853486,1637,119.855,3.0,1000.0,27.1388888889,99.9956828753,1000.0,32.7143807809,32.8689,32.7764,203.014,0.574959147022,4.51894
-35.4471,0.0,1638,1000.0,32.6578112229,125.0,0.411758,32.6649310796,1638,119.837,3.0,1000.0,24.2142857143,99.9956828753,1000.0,31.614143696,32.7474,32.6594,203.101,0.583868702454,5.04515
-35.3757,0.0,1639,1000.0,32.7113088136,159.0,0.403022,32.7179814638,1639,119.828,3.0,1000.0,16.7627118644,99.9956828753,1000.0,25.75328775,32.7959,32.7131,203.252,0.535732507533,3.81143
-35.2795,0.0,1640,1000.0,32.5401791473,135.0,0.0503486,32.5505998615,1640,119.817,3.0,1000.0,26.8421052632,99.9956828753,1000.0,29.2705405303,32.6373,32.5408,203.421,0.584355880294,4.54313
-35.1403,0.0,1641,1000.0,32.4339110954,113.0,0.159187,32.44335017,1641,119.838,3.0,1000.0,29.1212121212,99.9956828753,1000.0,32.7217447632,32.5288,32.4353,203.504,0.60115849108,4.99536
-35.1015,0.0,1642,1000.0,32.4176585382,220.0,0.0453418,32.4240417316,1642,119.825,3.0,1000.0,25.2926829268,99.9956828753,1000.0,36.6946822109,32.5038,32.4183,203.576,0.56797818471,4.59266
-34.9859,0.0,1643,1000.0,32.3214575565,150.0,0.0973018,32.3294061711,1643,119.824,3.0,1000.0,23.2558139535,99.9956828753,1000.0,32.8053406197,32.4077,32.3213,203.669,0.566521214048,4.75961
-34.8649,0.0,1644,1000.0,32.2304520546,117.0,0.279503,32.2406472411,1644,119.873,3.0,1000.0,22.4666666667,99.9956828753,1000.0,26.9737320781,32.3196,32.2339,203.77,0.552025179117,4.33562
-34.7989,0.0,1645,1000.0,32.0198603047,77.0,0.385711,32.0269785857,1645,119.864,3.0,1000.0,20.1632653061,99.9956828753,1000.0,20.9404860661,32.106,32.0184,203.862,0.551458091698,4.41134
-34.8454,0.0,1646,1000.0,32.0870968651,70.0,0.364734,32.0926111356,1646,119.819,3.0,1000.0,17.3275862069,99.9956828753,1000.0,17.8580494079,32.1759,32.0916,203.931,0.538809479148,4.27532
-34.815,0.0,1647,1000.0,32.1101836505,60.0,0.239667,32.1172559873,1647,119.816,3.0,1000.0,16.0158730159,99.9956828753,1000.0,12.9387961751,32.1926,32.1095,204.011,0.555001839074,4.38247
-34.644,0.0,1648,1000.0,31.9331124756,126.0,0.215452,31.9377536694,1648,119.831,2.0,1000.0,11.9,99.9956828753,1000.0,18.8696846821,32.0234,31.9322,204.096,0.574193773738,4.58574
-34.5965,0.0,1649,1000.0,31.8834243833,53.0,0.33724,31.8870450784,1649,119.837,3.0,1000.0,12.1627906977,99.9956828753,1000.0,11.0315198147,31.9735,31.8843,204.19,0.571319009062,4.4454
-34.5771,0.0,1650,1000.0,31.8164762968,46.0,0.443471,31.8203464632,1650,119.844,3.0,1000.0,10.6086956522,99.9956828753,1000.0,9.03490396203,31.8871,31.8154,204.218,0.525530741706,3.90539
-34.4862,0.0,1651,1000.0,31.8541630646,137.0,0.358665,31.8579690683,1651,119.848,3.0,1000.0,11.7674418605,99.9956828753,1000.0,16.0048498599,31.9338,31.8504,204.283,0.529851630655,3.91771
-34.2938,0.0,1652,1000.0,31.6272215831,62.0,0.371309,31.6310659452,1652,119.85,3.0,1000.0,10.381443299,99.9956828753,1000.0,10.5785654699,31.7295,31.6306,204.3,0.559130990542,4.21398
-34.3685,87.9688149101,1653,1000.0,31.7115840611,101.0,0.495547,31.7206935607,1653,119.883,3.0,972.181818182,12.4197530864,99.9875750781,694.0,16.956636195,31.8179,31.7138,204.36,0.588915712023,4.58271
-34.2754,0.0,1654,1000.0,31.5408470466,46.0,0.409016,31.5482295574,1654,119.881,3.0,1000.0,11.5813953488,99.9956828753,1000.0,10.391706349,31.6269,31.539,204.456,0.553011822206,4.31045
-34.2743,0.0,1655,1000.0,31.5199703864,89.0,0.440769,31.5242099626,1655,119.882,3.0,1000.0,10.752688172,99.9956828753,1000.0,13.5055989297,31.6028,31.5211,204.464,0.539213990594,4.01703
-34.1944,0.0,1656,1000.0,31.540147514,53.0,0.397234,31.5436304915,1656,119.863,3.0,1000.0,8.93693693694,99.9956828753,1000.0,8.30855336904,31.6182,31.5395,204.488,0.545627632615,4.14999
-34.2073,237.346602508,1657,1000.0,31.4927927144,48.0,0.367797,31.4974404796,1657,119.891,3.0,901.416666667,8.94642857143,98.7827815595,193.0,7.83859417711,31.586,31.4929,204.492,0.551668235377,4.08783
-34.226,327.759356168,1658,1000.0,31.5061548474,51.0,0.369875,31.5100983194,1658,119.872,3.0,674.266666667,13.012987013,97.2720276234,194.0,10.4253605705,31.5918,31.5028,204.473,0.574394253697,4.55556
-34.3301,0.0,1659,1000.0,31.5887773662,51.0,0.465838,31.5935901157,1659,119.865,3.0,1000.0,11.4942528736,99.9956828753,1000.0,10.7744627444,31.6772,31.5918,204.516,0.566350181753,4.30267
-34.3873,0.0,1660,1000.0,31.6611019033,44.0,0.385159,31.6681241485,1660,119.868,3.0,1000.0,11.2111111111,99.9956828753,1000.0,8.53553935606,31.7457,31.6588,204.566,0.565564828472,4.47645
-34.4571,0.0,1661,1000.0,31.7381041872,66.0,0.428468,31.7430549374,1661,119.855,2.0,1000.0,10.0,99.9956828753,1000.0,10.0935022603,31.824,31.7394,204.614,0.528754383006,3.83357
-34.4128,145.752252155,1662,1000.0,31.6770837938,90.0,0.441248,31.6815304812,1662,119.878,3.0,953.909090909,11.3636363636,99.9319900663,493.0,12.503801075,31.7674,31.6751,204.697,0.577683895651,4.81152
-34.547,0.0,1663,1000.0,31.8413460622,44.0,0.462558,31.8461289666,1663,119.853,3.0,1000.0,9.57,99.9956828753,1000.0,7.89589133664,31.9163,31.84,204.679,0.523355392063,4.24586
-34.582,0.0,1664,1000.0,31.7405137201,66.0,0.4055,31.7456132796,1664,119.838,3.0,1000.0,11.808988764,99.9956828753,1000.0,12.1681813885,31.8469,31.7393,204.719,0.619463965138,5.12265
-34.5926,0.0,1665,1000.0,31.7492444681,61.0,0.396779,31.7543260524,1665,119.814,3.0,1000.0,10.8586956522,99.9956828753,1000.0,12.0177237968,31.8436,31.7502,204.813,0.566998301746,4.42269
-34.7166,0.0,1666,1000.0,31.9145024263,67.0,0.467636,31.9206127596,1666,119.831,3.0,1000.0,10.5578947368,99.9956828753,1000.0,11.3087909815,31.9966,31.9122,204.922,0.537629479782,3.90118
-34.6972,0.0,1667,1000.0,32.0285437835,48.0,0.543524,32.0338707025,1667,119.845,2.0,1000.0,10.1632653061,99.9956828753,1000.0,9.0087189938,32.1304,32.0289,204.949,0.589311409597,4.63061
-34.8786,0.0,1668,1000.0,32.1620020807,53.0,0.477919,32.1653021354,1668,119.84,3.0,1000.0,10.5053763441,99.9956828753,1000.0,10.1617283856,32.2531,32.1604,204.985,0.578555018251,4.61743
-34.9807,0.0,1669,1000.0,32.1777068765,89.0,0.3211,32.1808200671,1669,119.838,3.0,1000.0,13.9315068493,99.9956828753,1000.0,15.5204935375,32.2636,32.1748,205.014,0.560371195426,4.38056
-35.0507,0.0,1670,1000.0,32.2794858904,59.0,0.321719,32.283832842,1670,119.872,3.0,1000.0,10.9666666667,99.9956828753,1000.0,10.2950365603,32.3714,32.2792,205.017,0.55264210727,4.51381
-35.0366,312.013212698,1671,1000.0,32.1378254475,107.0,0.321334,32.1431704487,1671,119.925,3.0,778.428571429,11.8488372093,97.9887859032,195.0,13.6752343136,32.2219,32.1379,205.113,0.533311240608,4.23054
