AverageY,PolicyRegParamNorm,AverageAbsY,MaxReturn,AverageQ,AveragePolicySurr,AverageQLoss,Iteration,AverageEsReturn,MaxEsReturn,AverageAbsQ,StdReturn,Epoch,AverageAction,AverageAbsQYDiff,StdEsReturn,AverageReturn,QFunRegParamNorm,AverageDiscountedReturn,MinReturn,MinEsReturn
3.81815604962,41.2404,3.81821320271,762.669884618,3.81705,-3.91947,0.0294023,72,711.036666979,711.036666979,3.81705,175.801062242,72,0.942613,0.0947633281428,0.0,423.177007345,32.2777,40.362102614,178.036338858,711.036666979
3.90798121265,41.5215,3.90803744318,588.514559788,3.90705,-4.00932,0.0335878,73,687.47663702,687.47663702,3.90705,46.8625258178,73,0.929125,0.0981475024768,0.0,531.623308391,32.5348,50.7014445971,416.400580832,687.47663702
3.99413365554,41.7388,3.99417305702,1066.43363765,3.99304,-4.09709,0.0295525,74,617.026384601,617.026384601,3.99304,148.768279833,74,0.922809,0.0951088215022,0.0,942.297460545,32.8195,79.7686368952,529.978950755,617.026384601
4.08490382575,41.9591,4.08496661261,692.394877795,4.08426,-4.18525,0.0299641,75,609.860255531,609.860255531,4.08426,39.9895557886,75,0.917857,0.0956716906058,0.0,616.568428832,33.0842,68.0836081598,532.996864169,609.860255531
4.16709731286,42.1734,4.16714636156,812.153147066,4.16606,-4.26487,0.0315416,76,667.477033474,667.477033474,4.16606,64.4701594149,76,0.908811,0.0967266505405,0.0,712.942150402,33.3253,70.0392512539,602.372110593,667.477033474
4.25501996052,42.4171,4.25506583833,946.070685825,4.25407,-4.35167,0.0302655,77,663.740813048,663.740813048,4.25407,56.994449393,77,0.921731,0.0953608856795,0.0,848.634985127,33.5612,82.4509834575,718.550027185,663.740813048
4.34632068468,42.6739,4.34638222314,1024.35219717,4.34542,-4.44928,0.0312577,78,722.961382011,722.961382011,4.34542,324.185535785,78,0.949147,0.0960164449067,0.0,848.045422453,33.7992,83.708571117,-98.9556131817,722.961382011
4.42896744344,42.9361,4.42905226958,840.020542812,4.42811,-4.53107,0.0375514,79,566.38198437,566.38198437,4.42811,119.001445579,79,0.939846,0.0991680517398,0.0,665.156863823,34.0292,59.5971028369,451.504846448,566.38198437
4.51288816343,43.1428,4.51296402238,798.290436287,4.51197,-4.61351,0.0384843,80,666.625705501,666.625705501,4.51197,76.4333337257,80,0.927349,0.099723311342,0.0,705.149924033,34.2466,58.7119392965,529.542491137,666.625705501
4.59918213644,43.3125,4.59923609437,1140.04923904,4.59803,-4.70176,0.0372442,81,623.61974101,623.61974101,4.59803,59.8326160066,81,0.932785,0.100176180091,0.0,1024.53496376,34.4457,91.4244033007,938.502240151,623.61974101
4.6803333839,43.5494,4.68038330558,1186.00692673,4.67958,-4.78101,0.0364383,82,675.42409779,675.42409779,4.67958,362.103241128,82,0.925653,0.0992258179708,0.0,973.585762111,34.6729,94.0229218416,-104.138424889,675.42409779
4.77148474703,43.7134,4.77156885829,1036.78183527,4.77071,-4.8749,0.0403614,83,746.336424545,746.336424545,4.77071,260.467089142,83,0.932932,0.100054521178,0.0,868.424297201,34.89,84.6398590125,107.069991961,746.336424545
4.86377857591,43.9276,4.86383574559,1028.393526,4.86279,-4.96212,0.033395,84,698.8824096,698.8824096,4.86279,580.306821225,84,0.936744,0.0982450875076,0.0,615.585243415,35.1278,84.9453663207,-616.061575422,698.8824096
4.93406021128,44.1586,4.93413953461,1062.68950678,4.93327,-5.03025,0.0361404,85,673.363123273,673.363123273,4.93327,498.245533926,85,0.928723,0.0974059916603,0.0,783.68475437,35.304,94.0244402786,-545.442985174,673.363123273
5.01621130587,44.3613,5.01627258417,1082.01041521,5.01528,-5.11526,0.0468594,86,665.344612539,665.344612539,5.01528,64.8030316067,86,0.923496,0.102704058036,0.0,986.007955384,35.5331,91.6556527345,872.112851768,665.344612539
5.09726404742,44.5549,5.09731839,862.706916908,5.09648,-5.18984,0.0391266,87,726.293267499,726.293267499,5.09648,79.9071100099,87,0.931671,0.0998365015479,0.0,744.443306476,35.7209,70.1502403406,600.271935716,726.293267499
5.17080911814,44.7378,5.17086803289,932.255638798,5.17003,-5.2646,0.0355831,88,664.214447025,664.214447025,5.17003,351.116886647,88,0.91218,0.0984293418128,0.0,737.559898714,35.9668,83.6325449825,-274.068048953,664.214447025
5.2414124422,44.8885,5.24148503363,1130.95822074,5.24038,-5.33642,0.0449335,89,719.814395383,719.814395383,5.24038,39.1589124791,89,0.905342,0.103070691039,0.0,1054.10945256,36.2014,87.3676472231,995.324388022,719.814395383
5.31349394562,45.0699,5.31354326737,1153.57474666,5.31279,-5.40762,0.0447021,90,748.120317206,748.120317206,5.31279,35.7368570835,90,0.901922,0.101862496051,0.0,1084.83790879,36.379,88.4823220894,1030.16070734,748.120317206
5.38142539518,45.2763,5.38148877451,774.449854119,5.38062,-5.47799,0.0406123,91,679.498867903,679.498867903,5.38062,491.677798347,91,0.894125,0.0983297793429,0.0,-18.9496721101,36.6551,46.4920070666,-591.062276224,679.498867903
5.46536948602,45.446,5.46544249427,1128.63277324,5.4644,-5.56314,0.0478818,92,738.522813241,738.522813241,5.4644,40.8244947492,92,0.88262,0.104071263625,0.0,1064.09315508,36.9262,93.8573136751,973.81462825,738.522813241
5.54031727098,45.7092,5.54038211156,1031.89546298,5.53981,-5.63763,0.0433863,93,664.048174752,664.048174752,5.53981,107.045686251,93,0.907124,0.100908842795,0.0,938.334590765,37.1378,86.9882582511,628.823513828,664.048174752
5.62116704017,45.947,5.62119322252,1118.16773505,5.62005,-5.71837,0.0372114,94,706.795187341,706.795187341,5.62005,699.499094401,94,0.918264,0.099467557218,0.0,571.775887576,37.3593,62.436832095,-564.311276938,706.795187341
5.70495714139,46.1662,5.70500808626,1133.5288267,5.70405,-5.80468,0.0479819,95,699.182742282,699.182742282,5.70405,690.573748143,95,0.91937,0.104268483196,0.0,688.970027215,37.5493,80.8235647362,-771.410669073,699.182742282
5.77234014546,46.3489,5.77240587593,1030.3849571,5.77152,-5.87505,0.0495142,96,735.280856387,735.280856387,5.77152,305.981253535,96,0.90497,0.104667622483,0.0,823.308986617,37.7905,85.3546656321,68.8353035203,735.280856387
5.85686831468,46.5232,5.85691366342,1004.15188859,5.85604,-5.95585,0.0408108,97,652.688869501,652.688869501,5.85604,82.2538696886,97,0.923616,0.102802782357,0.0,914.542766918,37.9492,84.4531378284,703.906958173,652.688869501
5.92886605165,46.7203,5.92893381057,897.525331353,5.92812,-6.02619,0.0506572,98,634.402274871,634.402274871,5.92812,147.395268221,98,0.910815,0.104490821302,0.0,745.345627976,38.1754,72.7102052894,337.574811255,634.402274871
6.00678563566,46.9577,6.00683032223,1102.10175022,6.00547,-6.10183,0.0500814,99,696.702678596,696.702678596,6.00547,274.748070248,99,0.933117,0.104569626829,0.0,923.018822344,38.3592,93.437646562,145.668692163,696.702678596
6.07152444249,47.1971,6.07157887864,1118.0414243,6.07093,-6.16943,0.0585464,100,753.743662896,753.743662896,6.07093,63.6734561476,100,0.910985,0.105214088037,0.0,1037.52920739,38.5809,91.1222082551,887.57310473,753.743662896
6.14831232807,47.3487,6.1483809755,991.535017063,6.1475,-6.24058,0.0457244,101,671.375589167,671.375589167,6.1475,453.11882505,101,0.931726,0.100201310305,0.0,522.747086985,38.7931,65.9423661984,-312.250308817,671.375589167
6.21216415963,47.5893,6.21225195548,1046.55422248,6.21134,-6.3052,0.0601892,102,582.047008943,582.047008943,6.21134,150.525357219,102,0.907826,0.106056943065,0.0,912.362715544,39.0337,85.9268903374,487.571331334,582.047008943
6.2807521904,47.7475,6.28079868253,896.467667118,6.28019,-6.37449,0.0456343,103,731.706374145,731.706374145,6.28019,211.147652715,103,0.93355,0.100291722796,0.0,707.161118519,39.208,47.1963499151,167.252467265,731.706374145
6.34523203807,47.9641,6.34531259965,793.415518275,6.344,-6.43826,0.0625734,104,761.947533435,761.947533435,6.344,304.559302668,104,0.931212,0.106427456087,0.0,467.007945839,39.4596,66.654110744,-14.4813178287,761.947533435
6.41659605976,48.1538,6.4166673596,1129.18999113,6.41603,-6.51145,0.0578335,105,701.679880107,701.679880107,6.41603,422.025055211,105,0.928388,0.104257041003,0.0,807.980025743,39.6934,47.3801277541,-41.2411470817,701.679880107
6.48078715643,48.34,6.48082631607,1002.19365273,6.47993,-6.57217,0.0525001,106,715.290428238,715.290428238,6.47993,828.507524544,106,0.937761,0.0999888313501,0.0,387.520459681,39.8621,30.5493562532,-1223.63934572,715.290428238
6.54500153161,48.507,6.54503184419,1017.00977208,6.5442,-6.63748,0.0540198,107,776.983822477,776.983822477,6.5442,498.239466676,107,0.920753,0.105289723551,0.0,742.746629973,40.0375,70.3674127457,-659.348046715,776.983822477
6.60829912065,48.7642,6.60833566879,921.079777186,6.60773,-6.703,0.0653471,108,720.165206836,720.165206836,6.60773,289.73093397,108,0.927358,0.106440004469,0.0,732.385837472,40.2568,71.9704864687,-116.057856633,720.165206836
6.66754115976,48.9828,6.66758012134,962.360733135,6.6666,-6.76083,0.0478326,109,632.926587482,632.926587482,6.6666,405.665659341,109,0.914937,0.102645266374,0.0,447.796252755,40.4867,70.1693963941,-272.895047706,632.926587482
6.72388511209,49.1275,6.72393514267,903.923546046,6.72307,-6.81164,0.0635314,110,668.463191512,668.463191512,6.72307,132.990894061,110,0.933957,0.106813388947,0.0,735.80045121,40.7021,53.8216155088,413.721036228,668.463191512
6.78934852692,49.3282,6.78941002313,972.31527971,6.78861,-6.88064,0.0591699,111,731.116268914,731.116268914,6.78861,254.480000052,111,0.928287,0.106936142287,0.0,688.540794662,40.9718,77.2463929319,10.0694172021,731.116268914
6.84874740418,49.5247,6.84880769841,880.400771747,6.84778,-6.94127,0.0575965,112,704.694606474,704.694606474,6.84778,65.6753678626,112,0.931446,0.107501430355,0.0,809.303851418,41.1837,78.3309190109,656.535247608,704.694606474
6.89553138762,49.7269,6.8955674818,1098.91219615,6.89478,-6.98422,0.0688445,113,663.699009502,663.699009502,6.89478,130.400624237,113,0.930105,0.109825543987,0.0,1011.0566061,41.3784,95.6759455762,638.396228074,663.699009502
