AverageDiscountedReturn,MinEsReturn,AverageAbsY,MaxReturn,StdReturn,StdEsReturn,QFunRegParamNorm,MinReturn,MaxEsReturn,AverageQ,AverageAbsQYDiff,AveragePolicySurr,Iteration,AverageAction,AverageQLoss,PolicyRegParamNorm,AverageEsReturn,AverageReturn,Epoch,AverageY,AverageAbsQ
1.59814079421,-181.148779223,1.94120836623,-69.818587587,19.0845064487,0.0,18.9293,-134.688573433,-181.148779223,1.72777,0.348687635182,-2.18562,20,0.204007,0.24543,17.7793,-181.148779223,-98.9958655436,20,1.72887982773,1.90558
-0.927863150049,-161.359676874,2.07306099474,-72.0141204673,21.9033742763,0.0,19.5598,-136.587183878,-161.359676874,1.88741,0.348825253075,-2.3824,21,0.181569,0.248678,18.1509,-161.359676874,-91.3973640461,21,1.8898902433,2.0407
9.40004586705,-166.382229348,2.20794888695,-5.17175856112,4.05619463578,0.0,20.183,-19.3394464054,-166.382229348,2.0475,0.354378378907,-2.57762,22,0.0638723,0.264045,18.5777,-166.382229348,-11.7426189711,22,2.04963159476,2.17532
9.41469368154,-102.810605836,2.37974217171,15.840389325,9.23567031499,0.0,20.7492,-16.388945565,-102.810605836,2.23853,0.367129163905,-2.78178,23,0.0958819,0.29512,19.0665,-102.810605836,-0.958683254097,23,2.24138649146,2.34759
16.0353135041,-64.5539112011,2.62874420456,121.507796097,46.4371583443,0.0,21.317,-4.2381022714,-64.5539112011,2.50589,0.374580267555,-3.0795,24,0.404333,0.295276,19.5494,-64.5539112011,67.9281850219,24,2.50987612033,2.6016
0.0733812881203,-29.2231540774,2.83690793959,-95.387360788,22.430643538,0.0,21.896,-172.700925405,-29.2231540774,2.73711,0.387920904116,-3.29697,25,0.689147,0.328961,20.0246,-29.2231540774,-123.599273794,25,2.74018036455,2.81255
-0.775022355908,-9.54044926899,3.1079599412,-99.446719243,23.5022164703,0.0,22.4761,-175.642378067,-9.54044926899,3.02487,0.410219147198,-3.58854,26,0.72527,0.360923,20.6967,-9.54044926899,-140.651766716,26,3.02855090649,3.085
3.84826931255,90.4472993237,3.41896975348,-110.843268722,25.5873702624,0.0,23.003,-215.400661661,90.4472993237,3.34605,0.423599200633,-3.92337,27,0.745939,0.381093,21.2532,90.4472993237,-164.788959981,27,3.3511814491,3.39904
14.2910904107,78.7557773878,3.73883879379,85.8274648894,23.3542191437,0.0,23.4939,10.6143842157,78.7557773878,3.68039,0.43889185471,-4.26576,28,0.756293,0.413647,21.7302,78.7557773878,39.6333223098,28,3.68481891397,3.72047
16.7314805304,39.7975971618,4.09523619287,247.784300602,41.0971215153,0.0,23.9839,125.784384649,39.7975971618,4.04857,0.439196115797,-4.6579,29,0.80367,0.406896,22.2774,39.7975971618,179.193858947,29,4.05253242481,4.08139
2.25963679981,146.630169263,4.44604331981,171.536291198,85.5015208964,0.0,24.4175,-119.014842781,146.630169263,4.41505,0.463129331518,-5.06266,30,0.818502,0.457923,22.7955,146.630169263,64.6914197751,30,4.41993749316,4.43374
11.9297727224,148.580974265,4.88301626902,222.517411957,99.5709244295,0.0,24.9035,-131.789900044,148.580974265,4.85781,0.485264671959,-5.52152,31,0.814711,0.512637,23.399,148.580974265,5.1310592561,31,4.86272642901,4.87229
8.96933663051,90.6525112417,5.29465204558,75.7108023537,110.990140652,0.0,25.3113,-207.813235637,90.6525112417,5.2777,0.486477390263,-5.94901,32,0.856991,0.499378,23.8512,90.6525112417,-77.2096815133,32,5.28242478449,5.28648
-1.59494214929,88.7033187905,5.75486279961,127.945916853,98.9412609973,0.0,25.7357,-213.610151347,88.7033187905,5.74143,0.512837153543,-6.4347,33,0.83764,0.573606,24.2993,88.7033187905,-17.13820324,33,5.74733996518,5.74652
24.153887107,125.70874972,6.29069439909,302.759781586,132.367651916,0.0,26.0837,-109.246132613,125.70874972,6.28055,0.518803708885,-6.99761,34,0.86324,0.567421,24.7713,125.70874972,100.766561894,34,6.28664042988,6.28282
12.886296583,75.3327408047,6.78265183494,141.410572702,81.6448014037,0.0,26.4728,-118.695295012,75.3327408047,6.77565,0.521533183664,-7.49892,35,0.84101,0.569015,25.0888,75.3327408047,-17.008614394,35,6.78102664674,6.77661
28.5879394987,124.149287123,7.2911280412,368.959222536,54.2206885115,0.0,26.7922,170.074063136,124.149287123,7.28409,0.527741597649,-7.9987,36,0.806285,0.602319,25.3644,124.149287123,245.486750006,36,7.28947462545,7.28452
20.2170141267,250.366447625,7.80973165792,327.1286064,238.361489626,0.0,27.167,-500.313777264,250.366447625,7.80217,0.539274665107,-8.48953,37,0.892441,0.664567,25.7224,250.366447625,173.901167506,37,7.80837061976,7.80252
22.3101305605,167.212992482,8.27759551764,183.411794476,180.59373178,0.0,27.5053,-406.421620482,167.212992482,8.27046,0.540044555844,-8.94921,38,0.845153,0.621625,26.0469,167.212992482,21.5618415594,38,8.27668299772,8.27061
41.3945163969,202.254185343,8.77405741503,472.244273581,68.0445008364,0.0,27.8206,239.078065171,202.254185343,8.76744,0.544821337055,-9.41252,39,0.838421,0.635241,26.3317,202.254185343,401.582243209,39,8.77314889401,8.76752
36.2158413059,195.833274282,9.18171648547,410.695833697,105.474514732,0.0,28.128,42.4900918445,195.833274282,9.17399,0.546549265506,-9.81777,40,0.836748,0.633988,26.6352,195.833274282,301.814545489,40,9.18070325249,9.17406
26.5795827448,264.345233408,9.63954306473,368.420948287,184.480305589,0.0,28.4264,-271.121572952,264.345233408,9.63363,0.559103614246,-10.2899,41,0.885515,0.684583,26.975,264.345233408,184.560392061,41,9.63868915342,9.63374
35.8173422576,253.048717964,10.0694446863,316.508471977,44.7880184209,0.0,28.7276,162.459313177,253.048717964,10.0632,0.551928263422,-10.6995,42,0.842085,0.642114,27.2002,253.048717964,248.812910014,42,10.068940054,10.0633
18.7110673993,273.515267795,10.5405627371,438.661912536,50.7612118704,0.0,29.0101,249.174725524,273.515267795,10.5335,0.562036019302,-11.1679,43,0.808553,0.733186,27.4143,273.515267795,355.017208534,43,10.5398392739,10.5335
26.3005699589,198.124582865,11.0187994655,288.170954527,48.5439415276,0.0,29.3093,141.751564264,198.124582865,11.0122,0.558953217352,-11.6339,44,0.859326,0.656422,27.7195,198.124582865,233.946118704,44,11.0184876171,11.0122
28.9901842323,274.342303205,11.39530362,440.320754889,146.903919878,0.0,29.6636,-72.653247414,274.342303205,11.3904,0.585204232229,-12.0128,45,0.835081,0.821025,27.9187,274.342303205,353.44622273,45,11.3945277265,11.3904
28.764693353,244.515593256,11.7819827847,459.10918071,78.1934059342,0.0,29.9451,182.479959864,244.515593256,11.7751,0.585911035153,-12.3864,46,0.796068,0.767527,28.1815,244.515593256,357.437913412,46,11.781569003,11.7752
41.6193563068,245.091715201,12.2358397964,548.577186117,45.8895297852,0.0,30.2286,401.997813858,245.091715201,12.2292,0.599420977747,-12.8508,47,0.821018,0.849586,28.5054,245.091715201,463.010034822,47,12.2352748624,12.2292
30.6866775963,264.87349414,12.600902026,444.575133086,59.8259701186,0.0,30.4619,237.740195609,264.87349414,12.5957,0.580299012375,-13.1918,48,0.801348,0.734134,28.6968,264.87349414,301.317982316,48,12.6006726736,12.5957
25.2895528288,234.952722162,13.1115860042,358.440914156,109.795534121,0.0,30.7605,55.8034118116,234.952722162,13.1054,0.591859029306,-13.7046,49,0.752938,0.793024,28.974,234.952722162,201.82478376,49,13.1110055934,13.1054
11.1896819642,303.774872227,13.5512024841,458.36538173,145.643626621,0.0,31.0881,-60.2099020236,303.774872227,13.5459,0.603190848567,-14.1572,50,0.75273,0.825039,29.1581,303.774872227,251.334648957,50,13.5507739562,13.5459
22.893998059,228.449455716,13.9779652005,497.518703912,69.2201785749,0.0,31.3287,254.344913796,228.449455716,13.972,0.611170956514,-14.5587,51,0.798739,0.896985,29.3489,228.449455716,345.150107358,51,13.9774799198,13.972
27.0937568645,316.665016554,14.3471228126,457.825092063,47.5085238813,0.0,31.6017,282.536857835,316.665016554,14.3403,0.620777658297,-14.9254,52,0.710976,0.949883,29.6633,316.665016554,353.107453629,52,14.34650781,14.3403
31.5588997816,258.491366066,14.7800207133,475.666609445,131.158437011,0.0,31.8082,-31.0074374141,258.491366066,14.7747,0.598386832334,-15.3532,53,0.754143,0.819463,29.842,258.491366066,294.320742404,53,14.7797094091,14.7747
13.5365254476,278.670528508,15.1735912428,396.896745999,189.337235935,0.0,32.1074,-280.318935994,278.670528508,15.1684,0.617492046289,-15.7657,54,0.759287,0.914018,30.0924,278.670528508,261.109780475,54,15.1733251564,15.1684
34.4840472072,228.748644945,15.6251856603,489.034434002,83.7845062026,0.0,32.3551,179.251968267,228.748644945,15.6205,0.617269763369,-16.2112,55,0.786378,0.919167,30.2983,228.748644945,367.803195809,55,15.624770706,15.6205
18.8892484644,245.183894981,16.0655031585,399.738665438,287.971376292,0.0,32.5956,-577.929163397,245.183894981,16.0578,0.633273343551,-16.6466,56,0.798117,0.974623,30.5038,245.183894981,283.779921796,56,16.0648017097,16.0578
21.9308785166,417.285902685,16.5108352851,370.82274476,271.719434134,0.0,32.8409,-593.849331392,417.285902685,16.5055,0.629770762215,-17.0907,57,0.780371,0.887219,30.7399,417.285902685,128.868038598,57,16.5105245165,16.5055
34.8798479356,219.75226669,16.9582846328,545.886180315,78.2871178676,0.0,33.1034,250.492352192,219.75226669,16.9528,0.649621966126,-17.525,58,0.770995,1.0924,30.9519,219.75226669,450.27925003,58,16.9578644897,16.9528
19.5212202159,352.694181152,17.3786633428,481.594152405,187.361784844,0.0,33.347,-223.593754989,352.694181152,17.3731,0.646626702431,-17.9493,59,0.759223,1.00408,31.1385,352.694181152,309.595988694,59,17.3781350294,17.3731
45.7675500791,346.064440235,17.8179350081,618.118275863,70.9008166241,0.0,33.6048,395.56256938,346.064440235,17.8118,0.650984209172,-18.3928,60,0.724582,1.0674,31.2987,346.064440235,546.834755166,60,17.8175763634,17.8118
39.5832060837,287.578852626,18.2516724196,650.581440958,51.4752073752,0.0,33.8441,485.256343555,287.578852626,18.2463,0.651824458706,-18.8255,61,0.765382,1.09383,31.4703,287.578852626,582.000309474,61,18.251128604,18.2463
41.7712590698,337.544341058,18.6592132733,535.256246303,288.636384551,0.0,34.0838,-522.352196672,337.544341058,18.6541,0.646675704846,-19.2364,62,0.750301,1.03467,31.7137,337.544341058,327.069248052,62,18.6587652795,18.6541
-8.21573780199,287.491543635,19.0823076016,587.679779432,609.641965175,0.0,34.3847,-825.906810447,287.491543635,19.0769,0.649728960593,-19.6694,63,0.81216,1.07945,31.888,287.491543635,39.7261008885,63,19.0816955869,19.0769
-28.8970999581,319.265109809,19.5480624256,509.147031419,559.610974329,0.0,34.6796,-839.235509745,319.265109809,19.5433,0.663979407906,-20.1315,64,0.773241,1.14187,32.1568,319.265109809,60.5113581751,64,19.5474163597,19.5433
-2.12812780624,386.543581115,19.9911019386,577.908666672,527.4429149,0.0,34.924,-615.679021032,386.543581115,19.9845,0.679658927855,-20.5765,65,0.83645,1.18644,32.4114,386.543581115,88.2694083365,65,19.9905091663,19.9845
-37.0712284847,371.274766632,20.4930782996,-333.748391333,35.9485724801,0.0,35.2052,-463.271757719,371.274766632,20.4858,0.688360957112,-21.1015,66,0.855893,1.24742,32.6186,371.274766632,-408.177404218,66,20.4925409659,20.4858
-39.4530238813,-219.830395729,21.0708275207,572.280672505,463.096751245,0.0,35.4686,-623.363093314,-219.830395729,21.065,0.70452220054,-21.6965,67,0.935615,1.37572,32.8447,-219.830395729,-365.049486676,67,21.0701041075,21.065
28.6089826287,267.941381667,21.5395773195,612.685788065,69.5198117315,0.0,35.6882,401.550840022,267.941381667,21.5331,0.696538992456,-22.1577,68,0.751905,1.28238,33.0487,267.941381667,519.661600702,68,21.5393435322,21.5331
27.1279798337,404.629073962,22.0289931267,600.050708489,37.2735068849,0.0,35.9172,475.280609172,404.629073962,22.0222,0.729005767965,-22.6347,69,0.743446,1.57127,33.2962,404.629073962,526.819474583,69,22.0284229273,22.0222
37.4360771832,376.512662986,22.4867363974,616.463197585,230.951883818,0.0,36.1263,-23.9017140369,376.512662986,22.4821,0.697523049382,-23.1186,70,0.701215,1.26046,33.4959,376.512662986,436.195547329,70,22.4861708687,22.4821
48.1857769405,313.559059016,22.9329807687,614.54196407,399.52163893,0.0,36.3824,-377.734299129,313.559059016,22.9264,0.724370910596,-23.5663,71,0.825454,1.55842,33.7413,313.559059016,108.843151067,71,22.9326019847,22.9264
31.9973340626,329.111965203,23.4563339612,635.878445654,398.198609624,0.0,36.6318,-665.255792058,329.111965203,23.448,0.718061431653,-24.1239,72,0.741882,1.39122,33.8765,329.111965203,168.056882776,72,23.4557926478,23.448
39.4582370491,336.93622971,23.9370189093,238.166769084,195.486007838,0.0,36.861,-311.188471106,336.93622971,23.9321,0.723328732997,-24.5981,73,0.726493,1.48752,34.0353,336.93622971,-39.4382184018,73,23.9364485305,23.9321
32.2868102047,339.899369005,24.4221144717,590.004454888,234.80010964,0.0,37.1416,-234.392494575,339.899369005,24.4138,0.725744999546,-25.0842,74,0.697963,1.44539,34.2954,339.899369005,-29.3788818888,74,24.4216345459,24.4138
51.0862948739,-12.7442080343,24.9394807813,727.053685201,368.418317494,0.0,37.3755,-201.233003756,-12.7442080343,24.9324,0.743202273187,-25.5726,75,0.674821,1.61125,34.4905,-12.7442080343,246.887979862,75,24.938903632,24.9324
36.4502153727,413.558545913,25.3951226559,507.777568873,118.123943568,0.0,37.5632,159.201988038,413.558545913,25.3886,0.742088191965,-26.055,76,0.694761,1.53051,34.6747,413.558545913,369.475239373,76,25.394776303,25.3886
37.7533137676,380.869689986,25.9051732809,87.6151957971,123.838166149,0.0,37.7828,-248.187764881,380.869689986,25.8988,0.736461389168,-26.5786,77,0.57782,1.53001,34.9018,380.869689986,-112.981057633,77,25.9048268288,25.8988
41.2024551189,442.732852479,26.4213484152,561.636619228,247.57862725,0.0,38.0262,-123.574292226,442.732852479,26.4138,0.747749122217,-27.1081,78,0.641645,1.60635,35.0665,442.732852479,279.795598027,78,26.4206477286,26.4138
21.1866404696,472.709261335,26.9406631298,97.1737909475,157.029978327,0.0,38.3421,-401.125771087,472.709261335,26.9355,0.769285508001,-27.633,79,0.754513,1.78362,35.2708,472.709261335,-224.184704739,79,26.9402605524,26.9355
26.2461448001,467.313865514,27.4464634576,247.819342384,244.308642857,0.0,38.6511,-466.31102582,467.313865514,27.44,0.765279735086,-28.1335,80,0.86205,1.79911,35.481,467.313865514,-222.646629618,80,27.4458773713,27.44
33.5295968997,351.789424978,27.9818295186,292.788062099,174.868379333,0.0,38.9261,-330.768481322,351.789424978,27.9754,0.768714201272,-28.6666,81,0.691953,1.78525,35.6932,351.789424978,-166.102521495,81,27.9812165807,27.9754
33.5013562056,433.582628134,28.4557230296,555.910282412,308.895631088,0.0,39.1488,-480.60159488,433.582628134,28.4485,0.779528654395,-29.1222,82,0.850289,1.76178,35.9229,433.582628134,-33.9761755448,82,28.4553491589,28.4485
55.0688039344,131.916365277,28.9611006673,849.532593656,251.195683301,0.0,39.422,-83.7531962798,131.916365277,28.9552,0.793701947363,-29.6211,83,0.72152,2.02049,36.103,131.916365277,614.592276187,83,28.9603525517,28.9552
34.2781757726,423.387507111,29.4492796127,119.427125416,168.137644967,0.0,39.7262,-369.824944264,423.387507111,29.4428,0.762715924528,-30.1218,84,0.826077,1.66291,36.3195,423.387507111,-166.662737944,84,29.4488496391,29.4428
56.6226172994,451.996781558,29.9496616506,409.632951057,199.871178468,0.0,39.9523,-276.181293534,451.996781558,29.944,0.7759819946,-30.6514,85,0.802734,1.79131,36.4739,451.996781558,-24.0944473845,85,29.9493749626,29.944
44.9524064977,481.89556072,30.4868078669,414.04753024,251.320111109,0.0,40.1713,-429.392359097,481.89556072,30.4799,0.809056952561,-31.1765,86,0.795727,2.18701,36.6414,481.89556072,-104.475909558,86,30.4864548373,30.4799
48.9066944569,15.7466999936,30.9724901831,576.916042693,331.242194326,0.0,40.3704,-330.778114649,15.7466999936,30.9665,0.786412019438,-31.6593,87,0.736723,1.8144,36.7944,15.7466999936,53.3398290271,87,30.9721857193,30.9665
63.0471454293,457.068379041,31.4881020829,612.318264503,239.361014556,0.0,40.5549,-263.898630347,457.068379041,31.4816,0.779838999366,-32.1702,88,0.789165,1.77375,36.9486,457.068379041,-88.4378766017,88,31.4876465644,31.4816
60.5642122845,422.89117901,31.979434641,693.988318392,294.109645189,0.0,40.8293,-114.50429683,422.89117901,31.9718,0.801779337061,-32.6729,89,0.660058,2.08838,37.1547,422.89117901,118.625573809,89,31.9789015096,31.9718
47.8807258463,479.273018604,32.5329620318,453.577669249,176.759881339,0.0,41.03,-119.467067374,479.273018604,32.5268,0.805181691774,-33.2174,90,0.758254,2.08579,37.3033,479.273018604,281.805930871,90,32.532421746,32.5268
54.9766168712,384.45033508,33.0042271917,812.675061699,388.664360746,0.0,41.3019,-277.761755305,384.45033508,32.9973,0.788961139452,-33.7132,91,0.741012,1.91929,37.5467,384.45033508,444.670143463,91,33.003835246,32.9973
62.6754036861,297.482564012,33.5043503188,738.395435264,33.3634796692,0.0,41.5249,631.171405388,297.482564012,33.4973,0.834259134352,-34.2118,92,0.756578,2.29027,37.7169,297.482564012,678.119495419,92,33.5037883119,33.4973
63.6246396821,450.414025916,34.0512261323,817.582852316,184.45840191,0.0,41.8026,151.084563511,450.414025916,34.0449,0.823104370283,-34.7725,93,0.729139,2.1138,37.8638,450.414025916,687.163704071,93,34.0504857951,34.0449
54.2239834355,456.083335373,34.5325589965,728.457069583,300.810126674,0.0,42.0043,-335.905386749,456.083335373,34.5265,0.815814912706,-35.2289,94,0.760852,1.89206,38.0471,456.083335373,561.649834521,94,34.5321510054,34.5265
46.2209568817,404.786835058,35.0628782999,675.087679584,335.384751589,0.0,42.2179,-268.230678058,404.786835058,35.0541,0.834401882292,-35.7662,95,0.814267,2.29222,38.2094,404.786835058,197.340837517,95,35.0622681888,35.0541
65.3599067554,448.086244224,35.5298060675,793.33636717,46.6940661636,0.0,42.4317,643.237719658,448.086244224,35.5233,0.830329469181,-36.2365,96,0.776645,2.37851,38.3758,448.086244224,717.641283544,96,35.5292439855,35.5233
57.7932361452,475.967851559,36.0815761409,768.648342861,39.5049661385,0.0,42.6237,631.862604921,475.967851559,36.0765,0.808856288417,-36.791,97,0.737427,1.97188,38.5451,475.967851559,705.983947915,97,36.0813034688,36.0765
60.363112116,571.203742722,36.5982897372,775.637666505,36.8644156352,0.0,42.8237,624.824102797,571.203742722,36.5915,0.850665080635,-37.3032,98,0.759027,2.4194,38.7379,571.203742722,697.766058567,98,36.5978339321,36.5915
65.6568074679,454.4416382,37.0646916555,819.821634265,46.7501836704,0.0,43.0203,660.686461629,454.4416382,37.0568,0.85290469413,-37.7626,99,0.753602,2.4243,38.9487,454.4416382,741.554761512,99,37.0640951164,37.0568
58.8297638091,435.1960361,37.5570635363,811.135982282,49.5350530371,0.0,43.2428,663.218420199,435.1960361,37.5504,0.869636997301,-38.277,100,0.810005,2.77345,39.1445,435.1960361,727.225866125,100,37.5565487903,37.5504
63.7486953028,506.836367171,38.0623140241,796.444520745,43.3560208855,0.0,43.4516,655.304405828,506.836367171,38.0556,0.854829005394,-38.77,101,0.798324,2.46724,39.2599,506.836367171,750.653108294,101,38.0618385789,38.0556
54.5446197127,409.827105033,38.5297810901,791.905287792,34.6281632444,0.0,43.7253,659.070557206,409.827105033,38.5235,0.882975677739,-39.2471,102,0.797521,2.9639,39.5195,409.827105033,734.97299976,102,38.5294799289,38.5235
55.586307964,519.536023117,39.0894296883,739.140495094,32.5864398254,0.0,43.9164,638.014097196,519.536023117,39.0825,0.849413859584,-39.7936,103,0.796443,2.29228,39.685,519.536023117,697.103141486,103,39.0889314183,39.0825
65.7129814258,459.566535805,39.5180361954,815.357653484,29.2091312156,0.0,44.1503,716.273046124,459.566535805,39.5105,0.892816734257,-40.2249,104,0.811649,2.90752,39.7972,459.566535805,771.205389123,104,39.5174319862,39.5105
59.6713054778,506.423170496,40.0671516172,845.235169091,24.5815028038,0.0,44.3916,756.870667745,506.423170496,40.0607,0.861211262465,-40.7794,105,0.779292,2.68851,39.9863,506.423170496,813.837493297,105,40.0665450178,40.0607
56.71035268,477.050610396,40.595426054,811.507624569,61.9020422591,0.0,44.5204,610.201722898,477.050610396,40.587,0.85470545289,-41.3112,106,0.80796,2.61142,40.1595,477.050610396,693.48045256,106,40.5952535621,40.587
58.5042607966,444.842038696,41.008721223,764.845254832,40.2014686142,0.0,44.7079,636.651128369,444.842038696,41.0036,0.875631798368,-41.7285,107,0.799544,2.63829,40.329,444.842038696,701.426073964,107,41.0086056487,41.0036
40.2216288204,494.183503814,41.5453168156,747.043382435,37.5497604897,0.0,44.9319,617.39314571,494.183503814,41.5397,0.894770239818,-42.2818,108,0.803711,3.08711,40.5165,494.183503814,693.084696038,108,41.5448251513,41.5397
59.1809462968,438.643825731,41.9971928487,830.23855054,45.388870459,0.0,45.1577,674.491845848,438.643825731,41.9894,0.871320394045,-42.7238,109,0.807213,2.39771,40.6767,438.643825731,729.396923331,109,41.9967890863,41.9894
55.7399653835,548.224428308,42.4538895538,812.55072036,38.631743883,0.0,45.3141,698.08508729,548.224428308,42.4471,0.890581172112,-43.162,110,0.831708,3.1531,40.8312,548.224428308,760.88295095,110,42.4535461613,42.4471
65.8371742214,498.422140139,42.9640415458,955.973225564,40.2542567022,0.0,45.4795,842.973087889,498.422140139,42.9569,0.881614585428,-43.6754,111,0.828795,3.01186,41.0068,498.422140139,912.629636807,111,42.9634694181,42.9569
73.7476479257,544.6430224,43.4159767317,920.051888342,20.3075317131,0.0,45.6726,859.405884193,544.6430224,43.4093,0.879435641975,-44.1545,112,0.815029,2.88487,41.168,544.6430224,893.632732076,112,43.4154072414,43.4093
67.9846569677,543.314471378,43.8610572808,986.369704307,30.8721081774,0.0,45.8392,880.262093522,543.314471378,43.8531,0.905702100777,-44.5856,113,0.840605,3.27693,41.3265,543.314471378,938.442395398,113,43.8607707432,43.8531
60.1723202284,571.334934153,44.3759236754,793.113159572,42.2477376855,0.0,46.0133,662.499403487,571.334934153,44.3697,0.890355417065,-45.1219,114,0.817355,3.189,41.4948,571.334934153,736.399721006,114,44.3755463415,44.3697
64.0289855799,470.097634768,44.8723021508,775.377851019,38.3083389866,0.0,46.2229,655.150260067,470.097634768,44.8661,0.940052891951,-45.5913,115,0.823915,4.11247,41.6772,470.097634768,716.122290562,115,44.8717120661,44.8661
56.183325342,441.57316159,45.3230334674,807.531495469,45.7272113008,0.0,46.3963,653.33243751,441.57316159,45.3157,0.902581139208,-46.0425,116,0.840863,3.21815,41.8079,441.57316159,739.943761263,116,45.3227753973,45.3157
64.9241883602,571.651895172,45.7950120909,796.026112525,21.9278393314,0.0,46.6023,717.859370219,571.651895172,45.787,0.900068951149,-46.5146,117,0.84658,3.28538,41.9723,571.651895172,760.542886854,117,45.7946358531,45.787
91.2598452468,558.197846023,46.2691638619,1079.02341893,28.373712708,0.0,46.7553,985.877110512,558.197846023,46.262,0.882953854663,-47.0026,118,0.804933,3.06822,42.1054,558.197846023,1030.40261982,118,46.2686227123,46.262
75.7533322624,557.034998834,46.8046545286,1089.05320375,33.0184036061,0.0,46.9647,971.068025246,557.034998834,46.7985,0.936915528606,-47.572,119,0.835673,3.63134,42.21,557.034998834,1004.42061284,119,46.8043960919,46.7985
68.8680870153,550.703360547,47.1817920644,1071.20267264,32.0268321377,0.0,47.1542,964.141079934,550.703360547,47.1744,0.930012185453,-47.9423,120,0.814112,3.64336,42.3817,550.703360547,1034.98805782,120,47.1813567569,47.1744
86.1306465177,548.199138331,47.7349184234,1157.8120672,19.8649988441,0.0,47.3273,1081.46555133,548.199138331,47.7272,0.899650562841,-48.5018,121,0.844043,2.86355,42.4901,548.199138331,1112.40711474,121,47.7345474805,47.7272
81.57172799,615.612858731,48.2431163275,1007.88759096,16.9555926806,0.0,47.4992,945.959911892,615.612858731,48.2372,0.921587094968,-48.9943,122,0.835719,3.71106,42.6779,615.612858731,974.512173301,122,48.2426117566,48.2372
70.191402655,567.448086362,48.6934441862,948.867380882,28.1949009771,0.0,47.7468,862.78514319,567.448086362,48.689,0.912702192522,-49.4519,123,0.789144,3.32952,42.8383,567.448086362,896.722586086,123,48.6930087812,48.689
86.4787476823,540.851420441,49.2003054708,1083.396763,11.4780562511,0.0,47.883,1049.82952595,540.851420441,49.1928,0.877915606637,-49.9464,124,0.831814,2.7108,42.9727,540.851420441,1067.45734961,124,49.2000876851,49.1928
90.3220442075,525.944990409,49.7053896158,1076.77149425,16.2899141443,0.0,48.0383,1028.12960837,525.944990409,49.7012,0.899548024345,-50.4692,125,0.811955,3.09719,43.1197,525.944990409,1050.29967164,125,49.7049186984,49.7012
