AverageDiscountedReturn,AverageQLoss,StdEsReturn,AverageAbsQYDiff,AverageAbsY,AverageY,PolicyRegParamNorm,QFunRegParamNorm,MinReturn,AveragePolicySurr,MinEsReturn,StdReturn,MaxReturn,AverageReturn,AverageAbsQ,Epoch,AverageQ,AverageEsReturn,AverageAction,MaxEsReturn,Iteration
174.112153318,206.396,188.294782346,4.56477893417,229.766013701,229.627058682,117.686,202.801,434.407739414,-234.449,8.37845102771,114.505714271,956.527550834,604.672872858,229.932,1095,229.624,187.616278875,0.786164,627.357014299,1095
167.743776761,205.77,79.8764130324,4.61017116329,229.467089398,229.331782632,117.753,202.915,370.069275298,-234.348,5.9882483304,113.562202269,833.360494508,548.815939682,229.63,1096,229.318,74.3281309862,0.796916,261.017935373,1096
180.455384324,197.042,146.989448783,4.52082849675,230.255816017,230.143059036,117.851,202.99,261.087812219,-235.032,10.1386998763,109.127794014,846.489109576,487.168582777,230.394,1097,230.125,138.743694119,0.815193,422.879269312,1097
182.534523425,216.4,168.694976405,4.71016640876,229.742018377,229.628702328,117.89,203.069,414.258265103,-234.669,4.23116128642,135.208237385,982.446995964,627.06749881,229.932,1098,229.629,89.3905042124,0.829896,691.713407321,1098
180.955800917,192.198,94.6600246951,4.49700559451,229.815589316,229.695447685,117.943,203.115,327.573574235,-234.511,6.93411038557,101.895551083,749.49115519,519.152187429,229.965,1099,229.681,70.3207283179,0.787534,369.142531501,1099
159.613526442,209.646,159.593164374,4.66282078838,230.374829855,230.26405083,117.987,203.188,354.791103708,-235.409,6.74167666554,70.270228806,826.972190683,435.734173649,230.538,1100,230.262,115.234214697,0.823487,482.996819033,1100
174.285442069,193.61,182.6505607,4.5656577662,229.832353556,229.722299113,118.063,203.265,427.888902953,-234.756,4.87467348218,91.8380905641,922.170721486,505.37748097,230.002,1101,229.71,96.1898855268,0.838821,652.92817709,1101
174.993397499,204.2,148.107503582,4.64871995599,230.243671884,230.118079594,118.144,203.333,387.135087655,-235.036,6.91936628859,40.7461776257,601.381060756,474.171503662,230.394,1102,230.098,91.1109189803,0.821805,501.015232677,1102
190.843250921,220.814,160.329228487,4.68639492819,230.427885476,230.294927208,118.24,203.421,445.536778417,-235.417,6.86364939348,65.0220124669,684.743655549,540.199179246,230.603,1103,230.291,116.430905259,0.773456,544.129183078,1103
172.382495115,192.078,99.4911814773,4.56156679314,230.671965392,230.551962043,118.285,203.535,329.090146592,-235.696,4.54773909055,44.3392937967,575.89993822,479.542054544,230.871,1104,230.55,59.0236356938,0.8217,458.619233084,1104
177.231277482,194.038,75.1704193876,4.46024316104,231.596918154,231.505818746,118.353,203.657,341.326686655,-236.422,4.39977077618,58.1247616437,588.849146406,465.724386614,231.751,1105,231.482,39.0288420254,0.795311,408.595332345,1105
172.425606915,220.302,116.283386621,4.70395570849,231.402217697,231.308324226,118.415,203.749,115.463073894,-236.385,5.14014858483,178.556391133,879.103856074,510.218010045,231.606,1106,231.312,68.5233448622,0.824205,470.162777488,1106
183.735699753,221.909,168.510481613,4.80992812956,231.728485752,231.63677331,118.447,203.814,365.324777976,-236.565,4.13264279046,44.7335092645,611.227047232,505.517087038,231.901,1107,231.617,112.693732562,0.820979,613.218322934,1107
174.202837102,195.86,142.002503261,4.50042665665,231.007686058,230.899836637,118.52,203.921,366.541639343,-235.792,5.6662324898,118.557045497,965.731284435,564.370809497,231.176,1108,230.89,100.097889951,0.834097,499.589584124,1108
185.533854413,211.902,126.903121382,4.60108517568,231.235274289,231.118961752,118.555,203.991,458.421066094,-236.147,4.61196116977,119.143318992,935.040375395,696.184584273,231.408,1109,231.108,58.7419257949,0.813861,521.632763934,1109
180.467878795,217.421,217.717549773,4.72307009531,231.78649589,231.663496615,118.612,204.098,414.085689606,-236.425,9.96684758334,128.67599025,947.275169599,620.334902327,231.964,1110,231.654,126.767002312,0.829144,929.651119542,1110
171.394795422,196.027,68.0096581847,4.55033675984,231.767377869,231.648402329,118.673,204.182,209.367984058,-236.648,5.49663601274,150.111697165,951.339487563,620.364883131,231.935,1111,231.629,68.7660461323,0.832293,187.885834806,1111
175.257458753,219.55,219.114366996,4.6924496421,231.995980267,231.864503964,118.712,204.249,181.091208751,-236.875,6.2692492221,217.409699789,1325.24396801,621.176932181,232.219,1112,231.855,148.306761012,0.800806,696.841677301,1112
175.785509047,218.668,95.958478398,4.74668678909,231.994167543,231.855292061,118.714,204.347,489.323039864,-236.856,4.96550819399,169.056106961,1308.07112907,789.723802525,232.195,1113,231.846,55.1621263816,0.810052,476.060640799,1113
192.661019176,210.479,112.994330613,4.63333568648,232.159790674,232.042396358,118.762,204.452,443.526305052,-236.96,7.38960137293,166.978678235,1110.81097214,732.404099882,232.319,1114,232.031,51.5256682069,0.808818,605.718096409,1114
193.194346923,185.133,187.155109674,4.49981165632,232.286635703,232.164700984,118.844,204.536,145.194173308,-236.934,9.1082586171,180.382475679,1229.39092446,790.48230231,232.463,1115,232.155,199.922402149,0.810187,525.763344544,1115
160.86566282,203.862,114.284253542,4.50725262483,232.150216404,232.015154946,118.904,204.633,207.724308592,-236.84,5.25657412625,295.987248841,1339.3266378,697.812613062,232.297,1116,231.996,57.6832495569,0.792805,571.38532195,1116
182.347355009,217.0,155.996773511,4.6633082828,231.868515708,231.74709508,118.988,204.731,350.4183772,-236.701,5.71069996257,177.513375941,1156.25091573,640.3038889,232.03,1117,231.735,87.4329897553,0.803276,552.823390129,1117
186.374957617,209.991,207.202520904,4.62714915688,232.291028916,232.155333523,119.039,204.84,459.066649439,-236.957,5.93791819389,123.636960456,1007.39838866,673.263981431,232.456,1118,232.144,138.432353487,0.809852,613.502141499,1118
177.7280662,208.676,133.966169267,4.59977227658,232.165443304,232.03002213,119.083,204.886,321.646293651,-236.99,6.22723459041,241.163885743,1349.32326888,937.596402987,232.362,1119,232.028,66.7325933534,0.81831,583.710016675,1119
177.93116944,231.419,151.645869771,4.75498553104,231.999008214,231.858906434,119.152,204.996,497.408982401,-237.103,6.20483217013,339.486233133,1867.12423126,823.520060794,232.21,1120,231.843,87.1212340608,0.82251,660.729893763,1120
183.558062069,201.658,191.137150326,4.57370691411,231.931705294,231.787599692,119.208,205.088,361.110305132,-236.829,8.83065124689,230.675986447,1169.44990505,631.511759105,232.11,1121,231.773,109.240369555,0.814447,665.031662086,1121
192.148134582,194.141,186.520787031,4.59817983944,232.827721316,232.729854619,119.247,205.206,391.328466839,-237.599,4.72280721784,173.829463336,958.041204808,716.120210318,233.024,1122,232.727,126.216511785,0.787938,557.527443173,1122
190.895874949,204.779,236.687646451,4.66031458658,232.126148764,232.03461525,119.281,205.318,411.610830103,-237.023,5.33833839119,224.184920214,1198.21232143,745.910238837,232.296,1123,232.023,171.132233158,0.801565,769.22809897,1123
170.508025275,228.293,225.173013573,4.89359233257,232.695918546,232.596967901,119.289,205.419,387.232860942,-237.715,5.71901963052,123.752800205,884.069086413,504.269096286,232.881,1124,232.582,128.629091495,0.82286,783.514882128,1124
172.85764487,219.687,202.158605114,4.7794698576,232.332454122,232.205977309,119.304,205.529,428.775140134,-237.266,6.92034070422,122.728647371,959.644901905,554.050732024,232.512,1125,232.206,151.891139572,0.792055,508.570076542,1125
163.840905008,205.015,171.824024843,4.66425634726,232.515962587,232.404128876,119.348,205.614,153.563651424,-237.365,5.80266375969,334.921923823,1993.56327391,675.452466702,232.692,1126,232.393,108.968777688,0.841764,583.64785277,1126
194.681483895,214.098,140.506289788,4.72550726039,232.569877831,232.462159759,119.403,205.677,405.4195984,-237.412,9.07608663018,136.424223121,988.164793834,651.511754127,232.732,1127,232.445,99.3220274432,0.823123,528.110204304,1127
183.247870406,222.093,150.952919979,4.79697558536,232.857033971,232.753111136,119.492,205.794,332.302698244,-237.973,5.45724883538,282.826252266,1354.59355832,590.28056434,233.028,1128,232.753,122.854901807,0.821699,514.793762875,1128
194.642911282,224.143,130.584550452,4.88390522186,232.887121123,232.781892331,119.533,205.906,317.368846761,-237.943,6.55669526567,181.868656594,1024.34399184,553.286124458,233.083,1129,232.76,111.285163613,0.807643,367.958218025,1129
196.96379485,211.44,215.955971346,4.65205172568,233.121456164,233.036180413,119.573,205.998,357.411752057,-238.077,7.48808710647,216.110714382,1066.80591343,718.805131556,233.293,1130,233.032,145.950717542,0.829018,679.296776974,1130
190.074720254,215.639,135.415123955,4.78696001773,233.298609153,233.213398472,119.67,206.136,221.727192812,-238.37,4.91985084017,266.309560642,1332.41276735,738.00301341,233.469,1131,233.207,75.2603707155,0.805057,554.742121394,1131
168.743436784,211.179,64.0814868699,4.8000741549,233.7446573,233.671411561,119.682,206.255,283.435019391,-238.956,5.0320130632,346.810374512,1416.15897138,705.961330587,233.917,1132,233.661,46.8595259138,0.825476,249.636898817,1132
185.742843611,233.571,121.90713999,4.93483698351,233.587703999,233.498825938,119.725,206.385,458.35269691,-238.708,5.67083080466,304.862898342,1738.85928527,759.532802162,233.738,1133,233.48,63.3245479824,0.821365,598.54724222,1133
191.134316346,214.291,97.3726494641,4.76655677038,233.908447839,233.802438416,119.762,206.489,407.416343179,-238.908,6.3468188378,191.452839704,1084.0813624,740.207387456,234.106,1134,233.798,68.3727170464,0.834464,433.659894399,1134
192.881190838,216.624,162.829985435,4.87060141808,234.448382394,234.335169211,119.838,206.561,357.242229938,-239.651,12.4026731285,230.78731593,1064.52232738,671.312532173,234.64,1135,234.325,130.850613881,0.841776,474.648147685,1135
178.513841057,237.505,180.905966176,4.94441867556,234.458627818,234.347418735,119.826,206.66,333.927819765,-239.643,5.33107336973,168.911051597,965.051638161,566.969830682,234.649,1136,234.343,90.3345525295,0.85635,608.599617762,1136
161.028344584,218.036,148.079166376,4.83459967788,234.559784424,234.430329753,119.861,206.77,266.42120645,-239.867,5.78897993757,254.322411328,1249.98125191,544.829052811,234.749,1137,234.423,92.0995613808,0.840289,451.622737345,1137
181.76876145,240.628,207.500615162,5.02337521711,234.563092979,234.446550255,119.923,206.849,320.837433584,-240.089,5.86996661689,174.349900406,1036.08649576,559.858602225,234.755,1138,234.431,136.227165224,0.828291,717.42193295,1138
171.543721984,211.439,188.086367364,4.67363964237,235.34252467,235.231113281,120.008,206.938,353.749082008,-240.538,9.93023723549,237.706562522,1133.32356871,644.289265124,235.524,1139,235.239,181.836056412,0.853767,552.318687045,1139
183.635436831,189.613,175.859972083,4.54264496235,235.545352809,235.402943154,120.025,207.047,344.384198583,-240.456,4.28165560509,210.434246233,1055.5445765,634.298367856,235.726,1140,235.391,88.6253864251,0.81217,676.549081076,1140
168.043685235,225.172,133.854245851,4.8619066713,235.568228446,235.430674995,120.051,207.161,195.358068598,-240.707,5.13124210651,159.958104924,964.715850108,527.193896214,235.752,1141,235.408,67.4371526653,0.81301,584.032908696,1141
171.320236497,234.053,380.629773382,4.92560313181,236.440508006,236.296120136,120.079,207.271,446.420741038,-241.662,11.6489220326,34.7164166436,669.727687681,488.429817327,236.624,1142,236.294,268.888931679,0.772854,1174.72773167,1142
175.142629751,219.0,131.390863668,4.78167824257,237.015593577,236.902236344,120.127,207.384,325.81304013,-242.184,4.51713385221,158.150503418,1040.84668642,549.283094129,237.202,1143,236.883,97.7319119871,0.831403,404.078045322,1143
178.597858773,208.011,136.168641872,4.63799127065,237.170591098,237.047269656,120.132,207.455,394.707784503,-242.293,3.57613476277,202.114961727,1175.30783057,572.470163593,237.365,1144,237.054,84.1507320848,0.850822,491.610501631,1144
182.932141183,232.577,130.129300867,4.9374839159,236.926101557,236.805896691,120.199,207.585,435.706950719,-241.975,6.74956864192,215.372040492,1125.86990399,646.025726677,237.11,1145,236.787,82.5462377205,0.793645,550.58144302,1145
195.539161826,210.807,131.445822524,4.70707620276,237.20082589,237.071045655,120.257,207.67,501.689283346,-242.349,4.04079635142,149.771850459,1088.17845808,638.254553298,237.416,1146,237.064,73.4422218943,0.794733,539.206016151,1146
183.242945163,219.89,151.126304044,4.80334317304,237.286251457,237.160362071,120.297,207.767,466.499334917,-242.569,4.56812339396,120.114831605,977.320691556,579.576124458,237.464,1147,237.137,119.897384985,0.791299,590.820730163,1147
173.544989788,219.316,129.371070675,4.74039052188,237.920851901,237.799575006,120.313,207.856,383.507717603,-242.953,5.08989578847,242.942085641,1519.14329357,676.233087749,238.137,1148,237.801,83.2569784159,0.794417,523.225132256,1148
185.412828211,203.681,129.623625723,4.66491915396,237.916368996,237.802431743,120.397,207.943,487.326941846,-243.04,4.65741721375,167.941454775,1122.09960592,620.526432036,238.093,1149,237.787,78.3035284165,0.804614,491.057369712,1149
192.180191693,237.895,77.9070503408,4.84003327657,238.522649342,238.402517023,120.386,208.047,454.954771832,-243.733,4.24769919898,176.739193301,1083.31495448,706.912767114,238.702,1150,238.395,50.9570077672,0.807332,360.267945506,1150
216.076123714,238.164,135.368079171,4.87919004691,237.706107729,237.568028557,120.395,208.154,296.418462746,-242.794,4.65431890941,221.839492578,1221.56411225,737.070147671,237.887,1151,237.549,69.289198436,0.798515,526.915421022,1151
172.304144884,238.827,150.418401474,4.93406686859,238.3052608,238.174269761,120.449,208.258,329.660866369,-243.555,4.23462714131,144.322319111,907.672183078,446.727320565,238.521,1152,238.171,83.9807420294,0.817989,529.547849336,1152
180.799348167,236.234,138.184311676,4.91308069766,238.446993577,238.361848632,120.519,208.397,448.181546035,-243.801,4.62639154642,200.389944509,1237.88526554,645.573078088,238.649,1153,238.352,73.1621782503,0.809036,513.58425978,1153
205.492364035,207.038,197.890603678,4.65586268175,238.415061483,238.305369486,120.578,208.5,699.411580338,-243.544,4.18739941192,102.093366497,1127.80263275,935.538890884,238.626,1154,238.295,97.7551757725,0.789012,808.299736792,1154
189.419518021,230.347,250.824189582,4.90772743844,238.856506888,238.732235044,120.634,208.623,550.15914044,-244.186,4.60504191888,201.809139303,1311.16634015,710.261574971,239.055,1155,238.715,93.2358422294,0.762537,927.329307176,1155
186.635458827,242.575,161.369041177,4.98737214428,239.009057078,238.876320865,120.7,208.722,454.480716641,-244.329,4.06368845144,248.856548044,1340.05883179,770.153378178,239.2,1156,238.871,81.9703684838,0.791815,774.770858041,1156
216.255116269,262.993,226.857771857,5.10242472305,239.938106641,239.805855376,120.753,208.841,342.052732742,-245.232,6.14406159598,123.863369885,1081.75351696,881.096734239,240.122,1157,239.782,151.981458155,0.805252,718.124214338,1157
199.606873171,215.633,161.273436014,4.88385164245,239.721468952,239.588272807,120.774,208.958,287.118066376,-245.158,4.89575028598,151.727272093,867.759124984,752.456682341,239.928,1158,239.588,116.898135015,0.808348,535.500481009,1158
201.814545468,223.482,148.021041986,4.90342428524,239.845858723,239.676044118,120.796,209.11,682.549716287,-245.266,7.5220359054,125.955546243,1070.77470613,863.8278421,240.033,1159,239.669,112.105231292,0.820607,472.765379348,1159
197.659241944,234.823,214.625244193,4.93351054787,240.489041365,240.353413877,120.867,209.286,640.961200034,-245.755,4.73121014266,117.776947345,1040.45390583,812.577935141,240.68,1160,240.329,151.420479687,0.820701,776.829924301,1160
168.784390078,214.398,165.984761432,4.77106161332,240.992787504,240.868956618,120.909,209.399,269.149357876,-246.352,4.60856890167,114.194794551,882.467864738,407.253435361,241.18,1161,240.86,73.518726784,0.821294,655.387946491,1161
198.102999621,221.929,141.11653149,4.907801795,241.075301803,240.951930363,120.993,209.461,618.161756443,-246.355,5.03944633248,110.830615875,1089.33422892,852.202290354,241.234,1162,240.939,100.873944845,0.825642,507.368087351,1162
181.601866969,246.496,91.3849267435,5.01351044937,241.882538694,241.74627069,121.064,209.583,318.987236774,-247.37,4.47925476201,129.927577198,788.828685328,517.674225756,242.112,1163,241.756,50.18857205,0.838335,430.644303032,1163
188.693408259,259.582,241.957838028,5.06276110409,241.55699229,241.432860742,121.122,209.668,207.695472046,-246.818,4.57886384103,241.481419751,1247.5461541,781.335623917,241.747,1164,241.415,171.934914996,0.827123,818.45437812,1164
199.712088334,236.134,216.246285314,4.90828895639,241.988134798,241.872355501,121.163,209.751,519.980013152,-247.278,5.53498408918,100.424771932,887.752835645,670.301991122,242.187,1165,241.859,119.104445547,0.847307,785.165410872,1165
190.557961534,237.905,146.381440291,5.05115029897,242.461904231,242.34319308,121.249,209.885,368.283401922,-247.933,4.44746921808,133.336112658,958.831308108,621.256365733,242.669,1166,242.336,90.1638741837,0.879465,477.389000405,1166
189.438964034,216.148,132.823962508,4.78676713291,242.17726066,242.058868181,121.283,209.95,287.134687342,-247.493,3.43792764384,244.504553612,1019.12314422,673.764997486,242.359,1167,242.039,97.3941816919,0.831017,428.215542051,1167
185.243621293,244.995,131.118198514,5.07081652459,242.536230818,242.4057942,121.263,210.065,226.269072567,-248.005,4.60086558213,259.116051867,1167.79764053,732.040324815,242.73,1168,242.401,77.9642768043,0.822365,497.666776214,1168
187.22780456,240.979,171.431474285,4.96876463197,242.682090326,242.546118395,121.325,210.208,316.222619274,-248.165,4.61713979738,272.873047112,1178.79239264,659.303711792,242.881,1169,242.531,135.563838801,0.850127,598.747198623,1169
185.964274409,257.633,212.379307988,5.11528183166,242.82424523,242.65055172,121.363,210.28,361.630391678,-248.247,4.8681122332,269.758954986,1276.39586478,636.84082844,242.991,1170,242.642,111.431757825,0.852907,856.83193375,1170
201.550116309,234.719,152.772879975,4.96488702593,242.70440128,242.543544114,121.408,210.341,359.53084418,-248.032,5.12037195444,173.19326932,1108.3778319,832.345197135,242.913,1171,242.543,113.144015101,0.846389,451.627452,1171
190.914505373,255.485,160.385487976,5.12703930304,242.995124646,242.862969355,121.443,210.395,329.51878329,-248.222,4.55338545723,247.376592474,1283.49714705,832.644051749,243.165,1172,242.836,112.856340482,0.842814,538.195261436,1172
205.290959481,233.181,89.3263070602,5.06907966463,242.740313007,242.595793817,121.508,210.499,702.613350007,-247.903,6.28023823201,199.224937674,1542.27816544,1034.63017504,242.968,1173,242.592,66.6078310459,0.873963,403.107275543,1173
177.85564182,232.56,190.994650966,4.95130308352,243.60928764,243.468846075,121.562,210.572,235.671724888,-248.933,4.70496898975,421.282703052,1632.26219233,1088.1362883,243.797,1174,243.467,101.103338368,0.816012,828.716205629,1174
211.039975452,239.388,204.282461925,5.02931211048,243.63572201,243.483709721,121.633,210.678,578.602292184,-248.85,5.41952167499,102.431914962,896.730334625,765.872858394,243.834,1175,243.481,125.151813591,0.85203,684.386777493,1175
161.659947373,249.931,88.5007619923,5.11126449006,243.262058896,243.120073552,121.707,210.781,212.248628509,-248.468,8.00848463995,496.591047293,1570.49117678,711.811270874,243.456,1176,243.103,79.3724056175,0.80232,283.137114116,1176
150.473499745,241.112,179.667470517,5.00731319348,243.823446652,243.681110946,121.711,210.857,226.959055587,-248.983,8.68980543775,397.16528797,1242.4674171,472.772771588,244.006,1177,243.664,139.714881689,0.816009,641.240007381,1177
200.710374027,237.794,65.9012433318,5.08696402848,243.524748597,243.379241819,121.756,210.976,857.458861386,-248.797,4.28150534605,228.676413124,1859.80131825,1222.56032312,243.734,1178,243.378,49.5076814137,0.863716,248.505587212,1178
202.734825092,223.079,120.002667727,4.96379834491,243.919943354,243.790226534,121.827,211.048,343.021697556,-249.308,4.98815905021,181.666921338,1428.40150094,894.721776537,244.119,1179,243.78,91.0140217537,0.881842,463.157628299,1179
194.570798828,227.185,267.272945834,4.96471450703,244.118206922,243.970618396,121.888,211.106,262.019133683,-249.407,5.11814637738,328.565394234,1590.27263035,912.009995001,244.303,1180,243.964,163.413525316,0.849972,991.179155536,1180
201.844717248,227.456,136.400265756,4.87023145819,244.447311739,244.34173164,121.959,211.191,416.047729983,-249.924,3.39295722193,204.537455647,1101.98618804,797.402074463,244.644,1181,244.334,68.5901869853,0.850513,617.659202343,1181
202.33617328,239.741,260.088376778,5.12444716557,244.75561844,244.634258793,122.015,211.282,375.899043751,-250.007,3.94567129705,324.765751597,1433.6353733,844.14911323,244.944,1182,244.625,137.193467214,0.847406,935.722770122,1182
187.508066111,263.782,207.958206519,5.21368656471,244.72745647,244.612817493,122.035,211.414,228.541106631,-250.282,4.53251218454,530.378394942,2514.61639552,1019.6997322,244.93,1183,244.606,154.810406698,0.831639,769.131081202,1183
139.838417193,239.915,140.65403657,5.07010087272,244.777578676,244.648966761,122.063,211.489,203.259320221,-250.232,4.33405815507,458.091440054,2080.15897645,447.317229805,244.999,1184,244.632,80.4935653777,0.794205,605.087867554,1184
205.139546501,229.259,196.765623963,4.98853083169,245.294092728,245.188193823,122.112,211.559,461.408167767,-250.793,4.45184578681,130.554260162,903.285074813,790.548743757,245.554,1185,245.184,86.1185060965,0.807438,820.884441062,1185
194.229348824,258.252,70.4224848171,5.22444490235,245.864487942,245.738249946,122.155,211.638,364.54654388,-251.291,4.69663984313,241.967135638,1106.68184532,724.520024615,246.07,1186,245.72,54.7852532928,0.824989,290.503770517,1186
200.107673279,244.118,183.941078074,5.14526429557,245.971765886,245.841439114,122.169,211.753,546.204552193,-251.668,8.56559343453,104.810633474,881.817789484,682.190625306,246.163,1187,245.836,85.5182578584,0.823874,839.757079837,1187
205.216413415,244.853,137.590999945,5.06401170445,246.306459568,246.195714906,122.176,211.872,522.193012744,-251.976,5.3201687882,190.305556718,1373.21107403,886.266922742,246.527,1188,246.187,83.7007440239,0.831406,507.772548658,1188
204.030482218,232.184,92.099942401,4.98018374719,246.399204873,246.275031154,122.23,211.99,554.742398439,-252.067,3.95187834093,211.466416406,1332.55684058,890.319036151,246.627,1189,246.264,58.9770127677,0.834256,451.217552243,1189
195.974791949,265.227,116.24903733,5.15138383082,247.431078896,247.298708289,122.318,212.07,566.923891697,-253.04,4.41626825747,362.680022318,1969.51672246,1077.76679605,247.63,1190,247.288,72.9478862577,0.816669,452.189328453,1190
152.347907677,248.766,214.850346917,5.10727373733,248.07824674,247.979733305,122.398,212.155,217.793869025,-253.64,4.40970824379,460.795906621,1466.56171636,566.613668229,248.29,1191,247.968,116.482773049,0.817593,808.551039211,1191
201.789791488,252.868,191.37624312,5.19392585079,247.58921161,247.49636808,122.466,212.202,685.499412369,-253.102,2.66366985501,114.311865957,1208.73326737,941.863383208,247.792,1192,247.483,86.1350271481,0.84109,843.962822844,1192
207.653605045,255.787,87.1506294133,5.21783321356,247.917677422,247.790119925,122.527,212.283,622.351067296,-253.551,4.13718659867,349.742289764,1837.52079752,1165.94541547,248.162,1193,247.777,50.224691289,0.810269,458.549295161,1193
214.366916861,250.142,109.773116252,5.17919066834,248.20989185,248.110845022,122.565,212.381,841.993327223,-253.835,4.29090969598,153.867645044,1426.6256215,1116.02893977,248.418,1194,248.101,81.8698609245,0.846426,336.385368234,1194
131.460879223,261.945,171.038702454,5.11724219179,248.178883859,248.050294196,122.606,212.456,215.671715626,-253.732,5.45031065277,327.702274801,1542.7793401,330.226783678,248.377,1195,248.035,90.7549918618,0.780064,820.640369359,1195
148.812965446,248.228,167.558970072,5.18704721176,249.122710454,249.020763883,122.627,212.56,221.606386702,-254.903,4.47049386789,502.448942542,1803.90945337,530.012998829,249.349,1196,249.03,69.0097881545,0.80239,855.71696404,1196
188.277430724,250.115,206.752723081,5.07708774718,248.791348985,248.682991917,122.683,212.652,651.070446169,-254.38,4.21469618453,67.9941063347,975.332765504,706.641831726,248.992,1197,248.661,72.3821328236,0.803891,911.351093059,1197
126.400090622,248.937,93.4369027534,5.15100260084,248.598924787,248.494199173,122.742,212.758,203.669376662,-254.339,5.05373572863,7.6256526794,245.928374424,231.942902857,248.848,1198,248.501,73.7254650971,0.785298,339.666942564,1198
174.988052855,263.13,142.523664382,5.22046680149,248.812658953,248.691940836,122.749,212.858,342.121297346,-254.419,2.45109216907,286.470321676,1184.24140407,621.877961282,249.009,1199,248.659,60.7027126787,0.808495,728.80496687,1199
207.761994253,246.234,132.438495755,5.11696331269,249.344043461,249.217295063,122.841,212.937,763.166986304,-254.905,6.19534988963,66.0034467362,1117.10735847,932.102260392,249.561,1200,249.218,64.1725548996,0.815607,651.411019782,1200
154.70499162,253.661,149.971893172,5.17032441554,249.286472055,249.158671128,122.844,213.023,233.7886813,-255.038,5.06741728391,28.2281107111,409.03724356,356.942730806,249.493,1201,249.146,105.933917957,0.776189,511.223281149,1201
203.347772956,261.712,204.744464783,5.26721550586,249.839270941,249.712743068,122.888,213.103,832.34448299,-255.569,3.47673547238,135.427909248,1211.41789244,1049.69651934,250.038,1202,249.701,156.800734462,0.823871,646.948493027,1202
210.029531399,266.564,286.595086787,5.18735858343,250.234177174,250.096917296,122.964,213.193,710.516515914,-255.816,6.6801658829,166.178292313,1292.96216866,1073.84806873,250.438,1203,250.083,215.802467354,0.807449,808.612760906,1203
193.118753839,228.283,110.24101463,5.11407120251,250.390316599,250.252826249,123.04,213.314,275.425717179,-256.056,4.49777741485,251.91130605,1106.30930021,688.335062417,250.602,1204,250.25,65.9547958539,0.82707,544.340728153,1204
211.557078986,287.804,145.501319992,5.45140479444,250.314148052,250.195661294,123.157,213.395,622.044707311,-256.178,4.95431666194,69.2796860616,951.45394019,841.614232577,250.506,1205,250.165,82.9972503052,0.842709,567.456708561,1205
133.126726828,272.406,213.229312685,5.36580044563,251.167145449,251.039623131,123.161,213.475,223.506126042,-256.791,4.56582384592,58.5683599591,427.725395602,258.132740541,251.382,1206,251.042,118.442632951,0.792207,764.63900177,1206
207.180600947,241.072,97.0391259257,5.14276930668,250.625686847,250.48524055,123.179,213.585,648.367546759,-256.028,4.62256776719,78.6311730451,1136.0869183,842.323749979,250.836,1207,250.476,70.0105582791,0.874554,321.522128183,1207
208.41147703,258.257,97.725182131,5.30542732872,250.857782044,250.716326333,123.272,213.673,775.068495,-256.358,4.59713132694,157.919921654,1355.65042728,1029.49402289,251.083,1208,250.708,48.9341203313,0.859563,417.103878918,1208
203.829272649,256.975,93.347743192,5.3184022768,251.204309867,251.074552122,123.324,213.771,769.087807906,-256.752,4.65195838419,125.242660633,1149.68954396,925.50304971,251.425,1209,251.062,69.4188677708,0.844414,392.564826246,1209
163.278199065,235.699,132.210397046,5.09947702801,251.013764853,250.87307873,123.35,213.851,251.934677913,-256.702,4.29499164329,117.319458539,906.923081539,378.597305605,251.214,1210,250.86,83.4260404965,0.846177,459.063917784,1210
212.86357075,246.065,51.7627449876,5.13314395462,251.461352413,251.326633349,123.4,213.945,368.164749467,-257.011,4.34009025085,215.073306111,1245.7051262,927.105967268,251.67,1211,251.316,31.9619677006,0.875956,244.609883159,1211
197.949833027,261.438,115.452661631,5.25789063832,251.614235363,251.491795189,123.436,213.995,231.772738537,-257.127,4.37697370081,368.860924496,1889.304787,998.195726096,251.834,1212,251.48,73.9091707377,0.855868,500.963839153,1212
221.727658567,273.522,117.421733886,5.42910824899,251.607247606,251.480183707,123.495,214.054,782.379700979,-257.315,5.04324800561,122.731780902,1272.14484861,986.783278342,251.836,1213,251.462,64.2721306471,0.876558,576.083569367,1213
143.179027563,219.414,142.841607118,5.03227786342,252.016228845,251.889039517,123.554,214.143,221.335845864,-257.584,4.40810051134,176.483496128,1100.8672287,321.767897154,252.26,1214,251.895,47.443932546,0.804566,882.774756254,1214
215.901838569,248.494,281.446308227,5.2262350874,252.928670545,252.815838326,123.57,214.223,271.750431748,-258.439,4.1337203011,234.391113631,1314.99459552,999.993250395,253.113,1215,252.794,139.33102925,0.878598,1018.63043763,1215
144.83764757,241.635,169.382836143,5.22528998719,252.402609686,252.261188409,123.647,214.348,219.555833488,-258.183,5.39445672154,108.820241909,697.311045509,303.812250846,252.601,1216,252.233,107.330969291,0.81203,573.610165599,1216
222.838013131,277.955,119.791214804,5.53973616361,252.268322556,252.141402335,123.647,214.402,746.684464311,-257.957,4.93611632949,53.4859670021,1002.60451203,863.334837346,252.522,1217,252.155,73.3678587901,0.836505,568.721661631,1217
