QFunRegParamNorm,AverageDiscountedReturn,AverageAction,Epoch,AverageEsReturn,MaxEsReturn,AverageAbsY,AveragePolicySurr,AverageY,Iteration,AverageAbsQYDiff,StdReturn,MinEsReturn,AverageReturn,AverageAbsQ,MaxReturn,MinReturn,StdEsReturn,AverageQ,AverageQLoss,PolicyRegParamNorm
22.866,0.102281792494,0.0340533,23,71.9196329385,93.566233244,0.175263730137,-0.098677,0.0907678335683,23,0.0146307056926,25.0867496827,-5.81661484172,90.2717682819,0.175652,97.545261126,-0.175928798505,38.9335631706,0.0906277,0.0146812,19.1473
23.5407,-2.0549067685,0.259283,24,87.4781383668,98.6395399601,0.188645543234,-0.124615,0.115803089307,24,0.0181705679381,43.3447475838,75.0969590017,59.8623102419,0.19003,85.8168331626,-24.8385310424,9.64984189524,0.115987,0.018364,19.4594
24.0515,-0.162118825801,0.0716845,25,90.3498833676,93.9890906019,0.204370123231,-0.145807,0.135598622994,25,0.0145648081845,36.4766215827,86.3160315566,77.1857870554,0.205114,95.2487390441,-6.62299961329,2.74398258737,0.135597,0.0135782,20.1092
24.923,-0.173894191345,0.0329001,26,92.1785476303,98.1912011309,0.229536685127,-0.180996,0.167538232799,26,0.02028299657,48.820762155,85.3906343987,51.545561726,0.230023,96.5943622975,-2.00773821961,4.55744451904,0.167583,0.0238106,20.6191
25.5547,-9.99956369412,1.0,27,70.8656386952,92.5270553209,0.238589654365,-0.19857,0.184292994766,27,0.0254345048384,4.57108817291e-06,-4.08778691223,-99.8999969222,0.239922,-99.8999839783,-99.9,37.5120403784,0.184467,0.0316074,21.2265
26.3107,-9.99950014903,0.999992,28,32.5288137504,66.4784396424,0.276207527013,-0.227063,0.221211926802,28,0.0182033813793,0.00178753925106,-1.42081214156,-99.8991714239,0.276094,-99.8936822173,-99.9,33.949625892,0.221223,0.0185011,21.258
27.0,-0.00544970045842,0.0269121,29,70.1582964401,94.8972850237,0.289369151407,-0.243522,0.22963350267,29,0.0198838397601,47.8991960518,-34.224084392,39.3185897626,0.289229,96.7434730182,-1.26738862135,46.8261166255,0.229821,0.0211697,21.7425
27.7214,-0.0605217669118,0.0240946,30,88.6371757141,99.6853708271,0.313861111026,-0.287458,0.268375311979,30,0.0232485245138,42.206234032,74.3881216821,24.9609578465,0.315198,95.3421717116,-2.01964207251,10.5726637117,0.268324,0.0273317,22.354
28.5244,0.00848837777725,0.0348598,31,66.0426353062,93.6326183919,0.363383879468,-0.345697,0.32513791288,31,0.0223862495726,47.7709026044,-0.0580628313541,55.3769359038,0.365118,96.5566798646,-1.62684670957,38.3580724987,0.325078,0.0174545,22.7966
29.3773,-0.0342228699758,0.0270886,32,53.9736501494,84.9859911908,0.363562101082,-0.351859,0.331672374345,32,0.0255624327855,48.0760021489,-3.2370455544,52.0503496029,0.365398,96.230332935,-0.678255599048,40.5017809764,0.331648,0.0290393,23.2614
30.2449,-0.0895514808995,0.0192925,33,66.4119481491,94.6614238941,0.382816378467,-0.374176,0.353546728531,33,0.0187346358845,37.1365149329,-5.21074135787,16.2920300378,0.384285,95.1231259235,-3.5681111315,41.6094661276,0.353669,0.0106131,23.7165
31.2894,-0.235421692723,0.0335715,34,70.7662090323,94.4434095817,0.430171632174,-0.427247,0.402263290375,34,0.0244703444358,36.6244130842,-8.59066770891,14.8857096403,0.432033,94.2246249298,-2.42085302299,39.9080756498,0.402277,0.0236108,23.999
32.1017,-0.228756598871,0.0228258,35,72.0699590416,92.8050153927,0.479055910632,-0.478549,0.451264651659,35,0.0224834492972,0.00494861415064,-2.87819464306,-2.28030225795,0.481754,-2.27333369606,-2.28908746098,37.502652352,0.451285,0.0199913,24.395
32.8343,-0.0239115630221,0.00238851,36,57.3882427111,92.381278504,0.496745717913,-0.495626,0.468455457769,36,0.0284188942919,0.00050999732162,-4.44286287324,-0.238611981896,0.498442,-0.238158240659,-0.239880505793,43.8477675673,0.468431,0.0391794,24.8571
33.5053,-0.116784380503,0.0187329,37,71.3646461528,95.31048133,0.574912788581,-0.577556,0.546413388417,37,0.0244052384398,37.2162736305,-7.98939877772,16.3551946421,0.576577,95.450009403,-1.19868240536,39.79415347,0.54635,0.023814,25.0498
34.0662,-0.0448567186508,0.00448479,38,71.4244736753,94.3546870848,0.587517626912,-0.592189,0.559141303941,38,0.0240037578641,0.00468871822126,-2.81413800073,-0.448030559214,0.589301,-0.446364411945,-0.462837544819,37.3715599676,0.5593,0.0174573,25.3508
34.6271,-0.00390520967505,0.000388515,39,76.7299362072,94.3857207935,0.645465315532,-0.655367,0.61718043812,39,0.0238720426184,0.000307000961702,-1.63130214613,-0.0388126554245,0.646713,-0.0384812300138,-0.0396326838769,35.0897655598,0.617206,0.0169094,25.8045
35.3123,-0.0104264191229,0.000999282,40,72.6556313793,94.7260680188,0.700268656393,-0.717173,0.675535620783,40,0.0246951940594,0.00400933014285,-0.188940389379,-0.0998282999646,0.701145,-0.0955500535308,-0.106682696409,36.6565223258,0.675614,0.0234422,26.4374
35.6967,-0.00821477331061,0.000726673,41,71.4318479683,91.8567622164,0.743149709576,-0.762613,0.719409201375,41,0.0248871207086,0.00348921377294,-3.79906520688,-0.0725946201221,0.744461,-0.07009942342,-0.0822986923712,37.6514335103,0.719386,0.0175523,26.9172
35.9848,-0.161264268511,0.0160684,42,67.0372719371,91.5037033966,0.82064444194,-0.843998,0.797806138176,42,0.0257086368152,0.0118925424938,-1.57095522526,-1.60522900437,0.821723,-1.59260876993,-1.63159713618,39.6586876502,0.797804,0.0209033,27.2402
36.3121,-0.00867261157313,0.000792901,43,71.5582438925,95.3946094981,0.839426911738,-0.865271,0.815866875028,43,0.0217423855426,0.0104156022027,-6.60764205483,-0.0792108152327,0.8407,-0.0684717573561,-0.0994812597549,39.274558929,0.81573,0.0087124,27.4914
36.5854,-0.405560854422,0.0716181,44,82.3266364104,94.9470812371,0.926346810172,-0.959558,0.903615641089,44,0.029034550154,28.0908706543,-5.81544266935,2.35815406193,0.927589,91.1871849603,-6.85497619724,31.2036291865,0.903511,0.019892,27.8938
36.78,-0.0195837760268,0.00180477,45,93.70470288,99.7874601505,1.0310333845,-1.0708,1.00948183864,45,0.0334508555069,0.0157576093638,90.4341576907,-0.180296234852,1.03175,-0.157708537493,-0.205552951199,2.75918597433,1.00918,0.0304692,28.2256
37.0918,-3.95438891579,0.401096,46,67.3300562906,93.8842353223,1.12744795073,-1.17638,1.10835052314,46,0.039152790076,0.131879115257,-1.61761799507,-40.0694525616,1.12914,-39.8019061313,-40.1775410157,39.8909621959,1.10825,0.0340647,28.7168
37.2782,12.4167811257,0.0901067,47,69.8838126011,94.0502625492,1.20914953898,-1.25963,1.18920483298,47,0.036806025969,49.6125744999,-15.3861064286,38.0727119854,1.21113,95.354718694,-5.90667685332,42.6949163792,1.18887,0.0282935,29.1657
37.412,0.734081119442,0.0902691,48,91.9856091593,94.1542086563,1.28374205849,-1.33757,1.26416980849,48,0.0423909069947,42.3333723908,89.7224922145,62.6861769209,1.28621,92.3075590395,-0.0968666955617,1.47147156774,1.26369,0.0414968,29.5205
37.5882,1.4713046468,0.080513,49,79.4821529011,94.4167094477,1.37020367683,-1.4319,1.352140252,49,0.0414028938125,38.4677099144,-0.300291887484,74.6222649291,1.37324,94.8419703054,-6.05935278099,32.6125691226,1.35187,0.0356311,29.9819
37.822,-0.138354634156,0.0135263,50,92.5179221914,96.7370018878,1.50058830515,-1.56849,1.48355260715,50,0.037670232614,0.0110670165319,88.3184992039,-1.35127550381,1.50519,-1.33703965803,-1.36888130648,2.74519860374,1.48306,0.0163066,30.4868
38.0717,29.5389951991,0.312385,51,72.2515638742,92.6900860179,1.55617513028,-1.62378,1.53930633739,51,0.0473845277532,42.4886098938,-0.0603038407156,74.5864962697,1.5605,95.1077596009,-17.6927344237,36.184075363,1.53914,0.0353688,30.9746
38.3495,-0.219896271509,0.0236662,52,71.0930193976,90.9447889092,1.67576598806,-1.74063,1.65760708083,52,0.0531797216104,0.0290273923863,-4.54617133228,-2.36425413931,1.68062,-2.3468025784,-2.44889516847,37.8336504798,1.65745,0.0498722,31.4178
38.6131,4.45304102366,0.184213,53,74.2852232754,94.3704779228,1.75884382525,-1.81857,1.73821468513,53,0.0547539105213,45.3418538449,-8.95860713919,8.40078983837,1.76287,91.2425140382,-16.500854185,37.3344993536,1.73782,0.0520268,31.889
38.8118,-0.94192961395,0.0970638,54,51.5963972983,84.0585511365,1.876529904,-1.93322,1.85337774852,54,0.0632189404489,0.106581500304,-5.66204674829,-9.69667461694,1.87963,-9.55493363646,-9.91047805048,40.608606865,1.85291,0.0649638,32.3242
38.989,13.4963274455,0.200049,55,73.7796051556,93.7108729746,1.91635577403,-1.9725,1.89204594547,55,0.0621095404273,42.7057820291,-9.42275667579,66.6085277649,1.91887,93.5340439372,-5.62515276683,37.4756483975,1.8923,0.0737466,32.8911
39.1677,30.8033181486,0.647917,56,80.7561270493,94.4311510254,2.03587736787,-2.08776,2.01223621066,56,0.0660150216072,12.2495784523,-3.69562025833,90.875903568,2.03839,94.7075719112,-17.1535403017,31.9567791007,2.01162,0.0674372,33.2424
39.3076,17.4501583385,0.103415,57,92.0557127536,94.7268996223,2.11266906384,-2.16475,2.09059455185,57,0.0527200656094,47.6744629185,88.4783391535,49.741343298,2.11466,94.2057855027,-2.96898244265,1.81833068701,2.09022,0.0446382,33.5947
39.4788,10.9270962773,0.0903527,58,78.6546843878,95.0820357087,2.21096736016,-2.26484,2.19148211711,58,0.0524003164333,47.4314841871,-0.193164005908,41.7147279575,2.21328,93.2441290438,-3.16585788177,32.226065943,2.19139,0.0467893,34.1125
39.6533,23.2014196402,0.631182,59,78.9444381181,93.9323338582,2.31696946025,-2.3671,2.29886801717,59,0.0504038675068,2.09174463417,-2.82672672386,91.2205190025,2.31923,94.5382441645,87.1112233595,33.3975222932,2.29867,0.0389897,34.6781
39.7424,7.71388831376,0.0428538,60,92.0009894424,94.573984154,2.39143325947,-2.44023,2.37447312083,60,0.0535731854279,41.9765658102,86.3036992472,25.3674980101,2.39506,92.7421667124,-1.36467929577,2.6574997416,2.37453,0.0410579,35.1142
39.9129,19.9457984227,0.411337,61,77.4169716008,94.0337721852,2.42747806636,-2.47294,2.40985339993,61,0.0402403279773,36.4823216036,-6.5550140388,77.7562034401,2.43067,94.1386639134,-20.2888345022,34.3251500754,2.40984,0.0196656,35.5026
40.0648,19.4361542623,0.356052,62,92.4808770679,96.7429987344,2.46722815245,-2.51205,2.45043117145,62,0.0568061940647,43.4990990455,86.2237764449,69.1383729915,2.4705,94.3818003593,-17.7785967958,3.13866375423,2.45028,0.0363239,35.9823
40.2653,39.2982330039,0.723112,63,82.845166491,94.5675344853,2.56732001528,-2.61004,2.55170920505,63,0.0495707573161,0.433646183396,-0.687626478682,93.8492602263,2.57046,94.5416974278,93.0091820428,29.5488817299,2.55166,0.0253537,36.353
40.4445,42.1279066672,0.760304,64,92.9710403205,94.9517552499,2.65528743683,-2.69649,2.640209465,64,0.0622057688765,0.372163010109,91.6211470693,94.0286428193,2.65819,94.6054375931,93.3759490284,1.19478358844,2.64002,0.0461689,36.792
40.618,44.0114493222,0.83407,65,93.1400134887,96.5413947239,2.67440117045,-2.71814,2.65969501093,65,0.0588763524389,0.362508061531,90.5244356248,93.845056948,2.67709,94.4577713232,93.2659239657,1.91867112139,2.65947,0.0360039,37.2181
40.8652,45.8453138443,0.901947,66,93.8783856998,99.8547167072,2.79765983184,-2.84588,2.78499828675,66,0.0563631411759,0.279038479233,90.5946781763,93.729586824,2.79974,94.212608874,93.3386861046,2.49803178169,2.78503,0.0342752,37.6827
41.1108,45.8646251661,0.922003,67,93.3503506436,94.9707605784,2.89599943966,-2.94925,2.88520571285,67,0.0611505476749,0.242893924147,90.3037782639,93.6146530944,2.89802,94.090941185,93.2264366717,1.43944243641,2.88513,0.0362352,37.9378
41.3653,45.6010250763,0.918521,68,93.8902688953,95.0564710162,2.99378023269,-3.05235,2.98432302536,68,0.0640869470369,0.248986055292,91.8003059957,93.5894907939,2.99521,93.9893349124,93.221448516,0.870652369142,2.98435,0.0387453,38.2043
41.7051,46.2472797508,0.964161,69,93.0351597136,95.3956963086,3.08900328996,-3.15359,3.08056994916,69,0.0602175790477,0.155897818591,87.8035231866,93.4378029579,3.08994,93.7507418397,93.2207869708,2.33061148608,3.08045,0.029489,38.4389
41.9995,46.443687781,0.978567,70,92.8571516143,98.3728932058,3.21561295685,-3.28259,3.20806707935,70,0.0676748902042,0.111805060618,88.0939738547,93.3910587997,3.21773,93.658567126,93.2262704103,2.78111348677,3.20824,0.0355576,38.6982
42.3038,45.9541507222,0.990934,71,92.9929477815,95.9651361986,3.26859076712,-3.3436,3.2613177744,71,0.0746892919863,0.0539120496548,89.3111552581,93.2360338346,3.27026,93.3786588897,93.1576098948,2.10874757348,3.261,0.0447412,38.9808
42.6406,46.627852925,0.994465,72,93.269507856,94.6190598184,3.39095435415,-3.47048,3.38370542869,72,0.0736352785746,0.036967580992,88.3026118004,93.3344342117,3.39194,93.4003286226,93.2230400649,1.75779813065,3.3836,0.0431488,39.1536
42.9425,46.5034457339,0.994867,73,94.2439128792,95.391403103,3.53009026781,-3.61703,3.52374229443,73,0.0704248976875,0.045701644069,90.4457293033,93.3103551084,3.53038,93.3993967656,93.2103074106,1.15178895519,3.52345,0.0364778,39.3819
43.2565,46.6002353289,0.993156,74,93.0475637795,97.563011865,3.62739382061,-3.72272,3.62358420139,74,0.0756192541944,0.0433293630941,88.9727752199,93.3372463288,3.62764,93.3999995399,93.2188425025,2.66987064421,3.62337,0.0390604,39.5109
43.5439,46.3111503126,0.994142,75,93.242839185,94.7618593798,3.75094242705,-3.85319,3.74760816803,75,0.0714824920633,0.0660579317017,88.9642689486,93.2808120245,3.75122,93.3998351998,93.1666124033,1.67045827825,3.74741,0.030976,39.6372
43.8755,45.8794849478,0.995598,76,94.0966361301,98.3196008761,3.87482241266,-3.9822,3.87279278788,76,0.0709487581169,0.023956736126,91.616275778,93.1960672925,3.87441,93.2385710453,93.1250608587,1.5241572021,3.87259,0.0330343,39.7742
44.1962,45.1513678381,0.998691,77,93.688590967,96.4269412694,4.01500327136,-4.12698,4.01398699661,77,0.0800436894314,0.0621848146609,89.9826591973,93.0473073187,4.01473,93.1100314623,92.9188376758,1.49720573344,4.0137,0.0293359,39.9006
44.5439,46.5414759622,0.994141,78,94.0857759418,97.8701358683,4.12286994138,-4.24268,4.12222476643,78,0.0775466450416,0.0493137159512,90.4369552397,93.3212425976,4.12267,93.3999960882,93.2129840875,1.82755719469,4.12217,0.0416974,40.0095
44.8843,45.3299076877,0.988907,79,93.2740191492,95.0442654293,4.27758010399,-4.39889,4.27729625437,79,0.088643458359,0.0601851740162,90.4896274006,93.1383513069,4.27709,93.200012361,92.9963611424,1.55856731348,4.27702,0.0555668,40.0829
45.2248,45.4809136496,0.994501,80,93.5067118916,99.3422644994,4.44867927404,-4.57121,4.4486456427,80,0.0744711545777,0.0414533661547,87.7935634996,93.1317672542,4.44864,93.1999735801,93.0167111321,3.02611871942,4.44864,0.0304877,40.2009
45.5174,45.9199895056,0.995158,81,93.4820538474,95.4400900101,4.53798651398,-4.66876,4.53798311794,81,0.077374213658,0.0431862455884,87.4372238452,93.2058442767,4.53766,93.2999911605,93.1151238347,1.95455977037,4.53766,0.0437399,40.3306
45.8259,45.4136085778,0.995681,82,94.3957949155,98.8425675244,4.71102547331,-4.84416,4.7110216195,82,0.0756501331659,0.0235611404098,91.7739296995,93.1126329606,4.71089,93.1831697613,93.080253426,1.66857001958,4.71089,0.03413,40.4286
46.0904,45.818391736,0.994121,83,94.4175312464,99.8095204322,4.84676098973,-4.98054,4.84675729583,83,0.092360125789,0.0551031291544,91.3010807875,93.1939877202,4.84664,93.2997130356,93.0245317978,1.97876998995,4.84664,0.0622001,40.5542
46.3108,45.78321751,0.993901,84,93.6101795639,98.8410475846,4.97932066167,-5.11149,4.97931821231,84,0.077693609938,0.0560961771986,88.849754942,93.1890576268,4.97898,93.2999842377,93.1040902906,2.51279535557,4.97898,0.0358083,40.6941
46.5283,46.0718107455,0.995321,85,93.5774865503,98.1731659689,5.11920444429,-5.25409,5.11920022773,85,0.0801989850215,0.0312160626081,89.2421286224,93.2318150616,5.11916,93.3000265996,93.2004590072,2.46396938039,5.11916,0.0387227,40.7782
46.7623,46.0599521228,0.995412,86,93.7167579135,94.6106543414,5.24728147985,-5.37883,5.24727969667,86,0.0739737061182,0.0365404354122,91.1386076848,93.2291801538,5.24705,93.2999981146,93.116277292,1.13124775297,5.24705,0.0328749,40.8756
46.9658,46.1567864275,0.995889,87,93.1440590509,94.7534551771,5.38847752455,-5.51919,5.38847496222,87,0.078073213828,0.0568059468522,89.8480264524,93.2434287687,5.38828,93.3993876571,93.2002571095,1.62612168283,5.38828,0.0316302,41.0243
47.1855,46.0339858891,0.994487,88,94.0380910692,99.9225677177,5.535087768,-5.6588,5.53508337299,88,0.0812516547378,0.0451980569015,91.0129046001,93.230047207,5.53464,93.2999461484,93.109552617,2.12770347717,5.53464,0.038126,41.1221
47.3121,45.9705805517,0.993469,89,94.1254316813,96.0890089932,5.64261433498,-5.76639,5.64260717536,89,0.0881191580228,0.0454339041009,90.5542860901,93.2248142829,5.64199,93.2999858929,93.1103060967,1.2404505092,5.64199,0.0535572,41.2003
47.5275,46.4600967902,0.996636,90,93.1423659264,94.230575421,5.75043485263,-5.86786,5.75043157719,90,0.0702949638275,0.0490728563779,91.3640507882,93.2924406252,5.74976,93.3998152917,93.2038559095,1.07548640909,5.74976,0.0311952,41.3094
47.6746,45.9240832938,0.997312,91,93.3039486583,94.9024611024,5.83155541697,-5.94319,5.83155230904,91,0.0816729871262,0.0399213928755,90.9682353757,93.1938578482,5.83064,93.2633090626,93.1054558631,1.33785672238,5.83064,0.0429444,41.4141
47.8004,45.9994435922,0.995293,92,93.6528848662,94.7567601404,5.91874173158,-6.02895,5.91873911467,92,0.0752741745407,0.0528575134517,90.3428057066,93.2191452949,5.91772,93.299917929,93.1116652032,1.34803002223,5.91772,0.0422305,41.543
47.9219,46.357479188,0.994441,93,94.3840976823,97.9441252447,6.03866141999,-6.13944,6.03865925194,93,0.078420703258,0.0588838251254,91.9893002448,93.2871883793,6.03761,93.3998354889,93.1159845838,1.29846532141,6.03761,0.0342268,41.6457
48.035,46.5389151516,0.995378,94,93.4115039637,94.6472472218,6.1020896282,-6.19416,6.10208661291,94,0.0738258271449,0.0460583621,90.1234536828,93.3135998983,6.10129,93.4000016306,93.2056169628,1.47802262204,6.10129,0.037521,41.7665
48.1274,46.8964112591,0.995176,95,94.3013673517,98.8128096443,6.16176933567,-6.24754,6.1617662605,95,0.0735286039736,0.048811924574,91.5172262844,93.3771374302,6.16098,93.4994128583,93.3022297748,1.66827754059,6.16098,0.0327597,41.8773
48.2245,46.4721470473,0.994312,96,94.37348905,98.7504771931,6.24246793254,-6.31826,6.24246622815,96,0.0731114347596,0.0595864520857,90.9810444461,93.3080790687,6.24156,93.3999890281,93.2030694195,1.70618497744,6.24156,0.0332922,42.0243
48.2898,46.3952526359,0.995952,97,93.8180203121,95.1685995332,6.25489766826,-6.32,6.25489369446,97,0.0847500499376,0.04275936571,91.4094618556,93.2850092056,6.25401,93.380600815,93.1128075309,1.17779250875,6.25401,0.0535474,42.1305
48.3302,47.0582465458,0.994663,98,93.0016285197,94.5249718729,6.28824452988,-6.35111,6.28824206956,98,0.068112072742,0.0558484598632,90.7496681309,93.4082176483,6.28748,93.4999879713,93.3022056219,1.3728171048,6.28748,0.0290739,42.2505
48.3848,46.5250607405,0.995857,99,93.4130859328,95.1663157376,6.31078013748,-6.3632,6.31077768174,99,0.0768431714248,0.0535729983743,89.8624371472,93.3083730153,6.31013,93.3998238772,93.2041898925,1.84933692183,6.31013,0.0373068,42.3587
48.4555,46.9300774142,0.99749,100,94.192671618,99.5708708885,6.33000700237,-6.37667,6.33000510649,100,0.0719061532227,0.0517256155545,89.5924654973,93.3696662132,6.32905,93.4826794605,93.2511937167,2.3240065318,6.32905,0.0284694,42.4271
48.5064,46.9880198267,0.995813,101,93.0512479215,94.9204799902,6.35164757673,-6.39399,6.35164597081,101,0.068157057767,0.0475257339692,90.7257421384,93.3893831214,6.35088,93.49989041,93.3040588458,1.43747592924,6.35088,0.0335218,42.538
48.5731,46.861480395,0.995428,102,92.1477013391,95.3567117938,6.35908193393,-6.39666,6.35907843114,102,0.0919687528231,0.0467773236848,89.5441108877,93.369526747,6.35792,93.4345972792,93.2250514882,2.21028067793,6.35792,0.0550525,42.6252
48.6423,47.1166742712,0.996136,103,93.9376931215,98.4961573611,6.35901684403,-6.39221,6.35901433898,103,0.0612952813993,0.0659524207889,90.7656620627,93.4097729739,6.35854,93.5646042477,93.3032758983,1.95455262473,6.35854,0.0208805,42.7138
48.7137,47.1544303876,0.99611,104,91.9655103086,94.8364144502,6.35204437786,-6.37967,6.35204126059,104,0.0708753850371,0.0629900116511,89.7687759923,93.4164980028,6.35156,93.5008954802,93.3026336594,1.86780943813,6.35156,0.0325155,42.7503
48.7476,46.9419542199,0.995917,105,93.4390122027,97.7356410057,6.34406245016,-6.3712,6.34405876301,105,0.0732902598932,0.0355685736295,89.4535783853,93.3807780017,6.34358,93.4555158273,93.3036979827,2.1488918278,6.34358,0.0374132,42.8031
48.7916,46.497070808,0.996847,106,93.3728597354,95.3808199877,6.33780129039,-6.36595,6.33779896454,106,0.0699661174209,0.0190836900307,88.0188135792,93.2977063988,6.33744,93.3400987605,93.2407836953,2.02061317155,6.33744,0.0395974,42.881
48.8559,47.0069223828,0.995113,107,92.9472911228,94.5629384273,6.33387843741,-6.36275,6.33387357887,107,0.0682468614481,0.0585863168783,88.8946612725,93.3966683839,6.33356,93.4999608098,93.2300853541,1.70135550983,6.33356,0.0356159,42.8999
48.9601,47.0285171285,0.996027,108,93.1274989822,96.2455457419,6.33246503157,-6.36361,6.33246325988,108,0.0629087099567,0.0439265385634,89.6731948426,93.3952217007,6.33219,93.4999988888,93.3047012632,2.09951786799,6.33219,0.0272344,42.923
49.0481,46.4115186991,0.999439,109,93.7878978941,97.6427167776,6.33418665198,-6.36387,6.33418253141,109,0.0653419507611,0.0501308133994,91.0648138393,93.2675350446,6.33385,93.3032160492,93.1188146891,1.8216464722,6.33385,0.0287182,42.9362
49.1253,46.855551025,0.990791,110,93.6602624174,96.1700429675,6.32895510659,-6.35885,6.32895238618,110,0.0702778919908,0.0781035162196,91.0774260902,93.3951640626,6.3283,93.4777127246,93.2105999216,1.56928881397,6.3283,0.0397315,42.9683
49.1903,47.1241341166,0.996814,111,93.4588009619,95.6452847569,6.32770833066,-6.3584,6.32770522694,111,0.0708113057019,0.0696786655075,90.4599833,93.4072566271,6.32724,93.5550536926,93.3028543715,1.28684949241,6.32724,0.0385738,43.0067
49.2652,47.1716879359,0.997854,112,92.6544508402,99.4845225435,6.32320066683,-6.35421,6.32319701969,112,0.0652107140488,0.0585454195764,87.5480863721,93.4095710023,6.32284,93.5000777821,93.3026464856,3.18066511639,6.32284,0.0357243,43.0726
49.3578,46.9419562062,0.998842,113,93.0834302848,97.8451479056,6.31518832252,-6.34456,6.31518674786,113,0.0562442438415,0.0483842665275,85.3865176741,93.36398758,6.31492,93.4021439991,93.2623374187,3.13327111074,6.31492,0.0230209,43.1059
49.4419,47.2099064595,0.997786,114,93.3015750545,97.6889506951,6.33963114117,-6.37086,6.33962878944,114,0.068203936739,0.0630560846419,86.4745103753,93.4165823262,6.33921,93.5000126002,93.3020212355,2.7873535068,6.33921,0.0382903,43.1774
