AverageAbsQYDiff,AverageDiscountedReturn,AverageQLoss,AverageReturn,AverageQ,QFunRegParamNorm,MinEsReturn,AverageAbsY,AverageEsReturn,PolicyRegParamNorm,Iteration,MaxEsReturn,Epoch,StdEsReturn,AverageAbsQ,AveragePolicySurr,StdReturn,AverageY,MinReturn,AverageAction,MaxReturn
1.71440042886,8.80967385499,3.20254,9.23520266037,-0.224803,11.1302,2.84170995992,1.48959736664,9.86803718463,11.229,9,55.4605364105,9,7.05802819247,0.273484,-0.0200448,0.049228859002,1.48959736664,9.11874838033,0.218347,9.35110725816
0.128306774857,5.12651525765,0.0596698,5.28676094673,1.19885,11.464,2.40337998683,1.22049938524,5.59560589461,12.4858,10,29.4143703353,10,4.02633858145,1.20738,-1.28426,0.0414071416405,1.20852217609,5.06473314315,0.942805,5.38363998785
0.0645726153046,5.13657430088,0.0108783,5.29769306501,1.3954,11.8375,4.87648670518,1.41304428567,7.99887565492,12.6752,11,51.3512655965,11,5.86952871359,1.41333,-1.39216,0.0409266844806,1.39594620068,5.12081020726,0.999998,5.41800600265
0.0769728003395,5.1362425397,0.0160368,5.29743960696,1.74884,12.5184,4.68603957713,1.77656144121,6.76896154761,12.7325,12,18.2806345605,12,2.24964852269,1.77662,-1.74073,0.0399317330334,1.74931933932,5.1086084769,0.999999,5.41384761862
0.086468994264,5.13568219189,0.0218931,5.29673261021,2.16212,13.3711,1.11941557733,2.19628028873,6.2617923652,12.7829,13,14.786924136,13,2.089648478,2.19632,-2.12718,0.0450571277188,2.16261494217,5.06997016908,1.0,5.40748286356
0.0976272193211,34.4482472289,0.0318211,38.7599971199,2.52746,14.2984,4.27249091326,2.56702252682,10.5881354016,13.1806,14,47.7478031851,14,10.8935435187,2.56669,-2.61219,0.907983037157,2.52784864761,36.7509836364,0.999998,40.7040847677
0.177713298622,34.4791619538,0.172997,38.80029195,3.657,15.6409,35.222369477,3.69166419185,41.5364628039,13.1894,15,61.4759982105,15,5.22498143351,3.69034,-4.39378,0.992670174433,3.65906441252,36.5892837445,1.0,41.877781667
0.235963702404,34.4649901363,0.317982,38.7799512868,5.14712,17.1103,36.5459586631,5.17482910537,41.4185924969,13.1858,16,54.5063767868,16,3.4440630495,5.17446,-6.03173,0.9562704622,5.14927273958,36.5530718686,0.999999,40.7402079517
0.272048748833,34.567171049,0.381084,38.9092451956,6.56233,18.5048,15.5000958368,6.58513637612,42.3132298825,14.5039,17,65.8696508235,17,7.39592228814,6.58604,-7.61712,0.924939178936,6.56458363102,36.7662001688,0.802653,40.7585920989
0.300408440014,33.6000083014,0.411068,37.790344675,8.03172,19.8808,36.6205523215,8.04897778281,54.6688621066,16.5484,18,102.995084936,18,16.9590801194,8.05083,-9.26528,0.84002351343,8.03400672001,36.3619776968,0.789558,39.8381635805
0.314589123288,105.214913784,0.423949,157.240118261,9.52814,20.9481,20.0659389509,9.54280863811,84.3072071246,17.5073,19,146.896808297,19,37.3773318356,9.5453,-10.8904,4.0928672587,9.53037786483,149.003368189,0.709484,164.674122429
0.337570540803,109.832242163,0.455861,167.712285227,11.0392,21.8502,5.80043162965,11.0502536665,132.721585683,18.4666,20,182.806325147,20,53.5182243459,11.0535,-12.5229,5.55752314343,11.0410094401,155.891485913,0.725284,178.63486457
0.376790888356,112.240083004,0.591492,173.7806748,12.6313,22.7612,17.1542904761,12.6433630759,141.527462116,19.7884,21,177.873286769,21,50.3038251756,12.6454,-14.357,3.17415536013,12.633921189,162.122462841,0.720816,177.952152337
0.428338123707,112.521026882,0.785868,174.428046557,14.3575,23.7062,63.4887322602,14.3677112068,146.031820151,20.643,22,200.385085523,22,43.9904985775,14.3716,-16.2334,2.89775287301,14.3591680286,165.740134257,0.706467,179.114898755
0.493005826267,111.105545704,1.12489,171.214100587,16.1904,24.6218,61.0770755396,16.1998706786,149.761504993,21.3228,23,180.02430103,23,37.6637150636,16.2034,-18.1391,5.77381430347,16.1929923385,157.099382106,0.722309,179.996310191
0.524506261748,112.313057098,1.26732,174.258125914,17.9817,25.613,5.80267221465,17.9917146459,138.120612299,21.9884,24,186.118039444,24,57.6652011058,17.9965,-20.0207,2.24360369725,17.9840995928,167.087250088,0.727371,178.441221008
0.568013987396,112.7382824,1.52205,175.180369048,19.8306,26.6741,90.2367179076,19.8409457966,162.409336748,22.6213,25,196.492775197,25,33.8815068244,19.8464,-21.912,1.36016303177,19.8331978441,171.876321079,0.653229,177.952183596
0.60579540871,117.893997982,1.81242,195.875269866,21.7289,27.7808,20.1384002114,21.7386717671,143.525547773,23.3744,26,200.000565187,26,61.4529761243,21.7445,-23.9255,5.00639005188,21.7316284593,186.597144025,0.422336,203.898036223
0.684476535999,114.205653304,2.3829,189.171151062,23.5644,28.8298,30.1962635817,23.5749013501,128.128723456,24.1443,27,196.719387366,27,52.6283744009,23.58,-25.8444,5.93957710192,23.5694859658,176.50373982,0.42923,203.947809012
0.725005252234,116.820580089,2.62122,192.486315058,25.5378,29.7706,14.6393728949,25.5462011194,158.513153547,24.8257,28,212.282875905,28,60.701810586,25.5539,-27.8402,6.30051041953,25.5408475805,175.166894119,0.453786,205.889521181
0.760649877574,117.992327448,3.10591,192.842934886,27.3328,30.7357,71.5220162018,27.3405005567,160.424314721,25.4484,29,215.468531207,29,42.1710535334,27.3497,-29.6444,6.1399341631,27.335876044,178.440960055,0.491207,203.450964988
0.797944142036,116.670681011,3.18061,187.318049727,29.0928,31.8445,4.95661270623,29.0999237375,153.655238829,26.0818,30,194.849622763,30,56.2543102467,29.1092,-31.4698,4.93371357548,29.0962811954,171.654747138,0.63477,194.514294107
0.825291738036,117.022131822,3.45894,186.706258718,30.939,32.8015,9.1386396511,30.9472976806,135.568561297,26.598,31,189.941335168,31,68.7401170829,30.9565,-33.3628,1.0738825469,30.9438240049,184.432966947,0.747891,190.311065046
0.869470026501,111.174546337,3.90965,171.569839773,32.5888,33.8831,16.1328709056,32.5962677559,150.870244622,27.0694,32,180.878304621,32,57.0991761533,32.6096,-35.0,1.30665648321,32.5925799151,168.54256279,0.753603,175.185559428
0.875401754204,112.736207705,3.95112,175.388727389,34.3861,34.9058,103.669464216,34.3930025306,174.994113865,27.4821,33,219.898514703,33,25.6732946905,34.4097,-36.7851,2.64009209228,34.3893065063,167.359640552,0.744132,179.879400091
0.910153596574,112.074793763,4.45794,173.526941817,36.101,35.8003,90.1183807314,36.1088717416,165.28195059,27.8761,34,196.24350403,34,35.6166630517,36.1249,-38.5033,1.6010745603,36.1055629447,163.321269718,0.755605,176.831780774
0.934200579019,117.147694283,4.4949,186.027791848,37.6657,36.7068,11.2970686741,37.6713716893,150.932767467,28.2629,35,192.646639665,35,51.4331698653,37.6911,-40.1355,6.28545194106,37.6678999476,169.21471472,0.702662,192.14575871
0.949598032535,119.678033944,4.72847,192.330505934,39.342,37.5635,114.818495053,39.3493093326,169.272603281,28.6851,36,184.737871323,36,17.7979840519,39.3689,-41.8091,10.0581393702,39.3459242473,160.491729528,0.743885,200.333760929
0.993795509893,112.663280443,5.17408,174.447407782,41.0675,38.3362,49.4003683285,41.0747505827,168.429449488,29.1921,37,194.429470233,37,36.7259094725,41.0947,-43.6139,10.5076847672,41.0715389138,159.257462098,0.78942,194.969669072
1.03324148119,108.730337936,5.69982,166.173140107,42.5829,39.1106,12.043322675,42.5903679023,134.911420779,29.5521,38,178.659322753,38,49.2302879195,42.6136,-45.1876,3.28222316337,42.5874103028,161.026631656,0.795772,174.607466582
1.09553576079,114.770103063,6.30804,180.291523623,44.3881,39.8131,77.5379922409,44.4034741618,166.250178209,29.8842,39,221.894951324,39,34.3001959416,44.43,-46.9474,3.53738782285,44.393078179,174.313287137,0.760654,189.203131026
1.07591339392,111.399041232,6.36588,172.389794255,46.0049,40.5773,111.960663171,46.0183054896,172.001003646,30.2351,40,202.437882261,40,28.310433459,46.0398,-48.619,4.22615433473,46.0090885906,165.868793182,0.775643,182.591858674
1.09475365748,118.12678505,6.23547,186.870968171,47.6336,41.3097,130.747195701,47.6425998397,173.034205652,30.5441,41,226.938253798,41,26.8454230804,47.6659,-50.3122,2.22453000253,47.6377963848,181.282718249,0.805037,194.870408712
1.16245403827,114.65875016,7.35154,180.035036112,49.1521,41.9629,12.0205621612,49.1608165605,166.200427227,30.8772,42,203.614359928,42,50.9698302706,49.1906,-51.8275,5.98731765112,49.1541659265,165.45109671,0.80833,189.728247235
1.18116630578,114.423026876,7.29786,178.511682131,50.9361,42.6701,18.7176513753,50.9484766082,142.950351779,31.2198,43,194.561466061,43,59.8245321237,50.9782,-53.6225,4.15530163025,50.9416433798,170.899867314,0.81242,188.728422664
1.16393977978,118.049459331,7.18015,186.767434528,52.4709,43.436,14.4706528677,52.4839375765,147.17837601,31.4702,44,200.998050283,44,58.2320271371,52.5115,-55.2252,4.93126860815,52.4753868431,176.81798845,0.783601,195.322644633
1.30246386048,113.067733321,9.18656,175.994968787,54.1198,44.163,48.7042948921,54.1362474567,160.747840774,31.7223,45,202.627727887,45,47.2773332056,54.1692,-56.8927,2.98980135172,54.1244305876,170.830082541,0.781816,182.623712312
1.27742874159,117.059704453,8.766,184.708044716,55.7481,44.8442,22.7323698881,55.7702984294,158.252038314,31.9968,46,196.023735456,46,48.5538195792,55.7966,-58.6611,3.50008967966,55.7567179981,176.399410691,0.774638,192.462303078
1.27048331129,112.539051852,8.06961,175.041782879,57.264,45.5083,23.0103941142,57.2840440644,130.881155687,32.243,47,223.91388401,47,57.9542401995,57.3177,-60.1056,2.19632153998,57.2661512089,170.767859305,0.780593,180.533937532
1.31856982065,118.13980415,9.16797,187.513058396,58.83,46.1791,112.603459801,58.8616546703,178.204977579,32.587,48,215.877423687,48,29.7136724008,58.8891,-61.7031,2.97120548866,58.8366100937,182.052349141,0.768188,192.849044053
1.35318652878,118.169950397,10.4835,188.224190593,60.2948,46.8763,44.6753839055,60.3281142989,153.39399323,32.9114,49,201.196794768,49,55.3462493022,60.3539,-63.2912,2.48592158844,60.3020287616,182.653495429,0.762753,195.115457589
1.36261290045,116.076003453,9.77544,183.746331079,61.9078,47.4795,73.0929158342,61.9290769069,164.77353779,33.2387,50,203.770844491,50,42.310624542,61.9598,-64.8895,2.66999374561,61.9127511689,178.901762033,0.710554,190.93125306
1.36790197362,117.945758919,9.9749,188.348978931,63.5051,48.0781,17.2235825838,63.5276324832,153.63122795,33.5336,51,223.096022247,51,63.2645341328,63.5562,-66.5771,2.39295626732,63.5103167512,181.065073523,0.762774,194.993605437
1.4408612078,118.074095753,11.8525,187.114803998,65.1666,48.653,7.21454411163,65.1907365677,145.15681865,33.8561,52,193.948286285,52,57.471670593,65.2195,-68.1451,1.85751900355,65.1753148789,182.479622252,0.738885,191.469418677
1.43233013136,119.99456622,11.0627,191.63027608,66.6248,49.2699,7.09890786638,66.6434470641,145.195326799,34.1099,53,201.315715074,53,68.7760564762,66.6788,-69.7045,2.8843801766,66.6294250396,185.616447926,0.721503,197.208915216
1.44308518803,118.85768507,10.9427,188.454900935,68.1196,49.8778,45.3821842132,68.1374167333,160.688198461,34.4019,54,201.014980155,54,46.7236718801,68.1656,-71.2052,2.66182341231,68.1249561829,181.800925322,0.749997,193.450280847
1.50384640505,118.155776142,12.5811,187.367935182,69.7682,50.5444,6.60040550493,69.7867675241,165.022316349,34.7568,55,231.934940851,55,59.6836626399,69.8169,-72.8526,1.94771914431,69.7757623862,183.371039804,0.690981,193.432270655
1.47276570772,114.650262879,11.8556,180.396095224,71.2231,51.0928,12.8753450754,71.23935159,121.112812432,35.1244,56,200.564921271,56,60.2752479483,71.2749,-74.2691,3.76382177071,71.2302169619,153.839825864,0.695218,186.980391194
1.55295502007,114.622159224,14.2761,179.936658354,72.227,51.6747,67.4932614446,72.2426466568,152.272804045,35.3885,57,197.498991807,57,34.4252745128,72.2803,-75.3243,6.41371275434,72.2342810309,160.366297822,0.692674,187.651621498
1.58101860239,109.279969979,13.9907,166.355760248,73.941,52.2491,31.0630167937,73.9568512278,147.679116409,35.6806,58,218.417654152,58,51.1877396559,73.9898,-77.0136,6.36841642211,73.9485728779,155.983606717,0.740706,178.904879194
1.62474916797,116.736728116,16.0115,189.74980858,75.0928,52.8351,4.53718851145,75.1062288642,144.300958808,35.9356,59,187.327716253,59,51.2362950159,75.1474,-78.2194,5.65326063357,75.1000660138,181.113424388,0.671399,203.062296775
1.55306181891,115.78975712,13.7229,185.226491028,76.31,53.4497,8.36104037483,76.3246144796,139.211261555,36.236,60,196.545242541,60,53.4060422816,76.365,-79.3213,3.94344487898,76.3164934279,175.09400321,0.634749,194.155829736
1.62950301134,111.397924688,16.3417,172.620155399,77.6316,53.995,20.1756463792,77.6494533882,139.352701533,36.4654,61,198.748847612,61,53.5502108006,77.684,-80.582,14.094801257,77.641356509,145.732972083,0.690719,193.241593492
1.5750270864,115.701085957,15.2184,185.897380113,78.8688,54.594,45.6556573549,78.8817900581,138.637783573,36.7065,62,194.974007578,62,53.9728617075,78.9192,-81.874,4.57586604298,78.8746745411,175.075588372,0.60642,193.60114221
1.68839051339,109.970569897,17.5438,169.426964441,79.8597,55.1763,9.83578998455,79.8800612994,110.544267403,37.0344,63,203.449145485,63,65.4327115053,79.9161,-82.9595,4.39413466819,79.8715024009,153.130890757,0.634349,176.580834128
1.62996951405,112.697138629,15.2579,175.836247971,81.2756,55.7393,68.4386979788,81.2911316141,154.236292783,37.2793,64,201.264441268,64,33.8826173745,81.3306,-84.2738,3.59725248477,81.2818225229,166.893360941,0.663161,182.371818643
1.67706349407,114.295901719,16.605,182.852394898,82.2559,56.3648,61.8802432218,82.2694738491,147.397192564,37.5368,65,217.75972146,65,49.7518210997,82.3053,-85.3581,5.52457732677,82.2624289421,168.929336831,0.557094,195.491919994
1.73083774622,117.879160773,18.5266,190.436880262,83.7168,56.9134,31.1666372993,83.7316945706,143.904096956,37.7874,66,217.493097229,66,64.4814834601,83.7683,-86.87,1.48278463981,83.7245963789,187.254609117,0.647971,193.804064619
1.77203720709,115.570998645,19.1342,186.567797185,84.7303,57.5035,5.06059841822,84.7453756565,136.788983347,38.0173,67,204.347969371,67,65.541040496,84.788,-87.861,1.27959904395,84.7386825569,182.949904202,0.650913,189.894323895
1.72177495118,110.060016624,17.6787,173.137287262,85.9299,58.0239,13.2640030504,85.9455611842,126.727671242,38.2509,68,206.104605953,68,53.6806225559,85.9849,-89.011,4.58104452316,85.9398645948,166.404903547,0.590178,189.061090002
1.71889833834,118.933661923,17.4755,198.681399928,87.2614,58.6062,49.1831700393,87.2792199129,147.736430579,38.5142,69,216.386757427,69,60.8414022212,87.3295,-90.3867,0.998666465557,87.2683742577,194.405951482,0.602487,200.541152583
1.68490303666,122.888335092,15.9616,210.574174829,88.2436,59.0941,13.944593818,88.2576113178,148.694559019,38.7369,70,206.413721007,70,57.7407691906,88.3029,-91.3624,1.50939868145,88.2529908739,206.485698621,0.54987,213.397631628
1.741538549,122.803080367,18.2689,206.092003616,89.1701,59.6336,53.3141912852,89.1864075544,168.548801168,38.9677,71,213.826718974,71,46.1716770079,89.2325,-92.309,1.00636987533,89.1775066468,203.210708743,0.577438,207.877210215
1.82858200179,121.043621593,20.8728,203.446529294,90.3813,60.2231,3.990956894,90.3975114893,153.151404683,39.2107,72,229.883550189,72,65.869943577,90.4408,-93.6438,1.82881052681,90.3918668014,198.446949644,0.577747,206.832356203
1.85608019321,123.323509422,20.1554,204.209584704,91.6566,60.838,30.1263633709,91.6723194875,137.019893377,39.4367,73,214.76639506,73,65.0169426901,91.7229,-94.8389,2.04821377085,91.662423605,200.098392101,0.64673,210.385465858
1.83936038618,125.961779714,20.6599,209.895422954,92.5508,61.3408,160.812773751,92.5655155488,184.177171838,39.6717,74,211.413037296,74,12.8538135609,92.6178,-95.8159,3.09482783441,92.5594955202,201.770031949,0.642404,216.220175636
1.77779458191,124.155325972,19.0273,205.835499686,93.5648,61.8471,15.9551632473,93.5869174941,139.214012303,39.8917,75,204.994835578,75,67.3539464761,93.6288,-96.8419,1.90645150321,93.5792432004,201.719487881,0.649158,210.128561815
1.86311295396,121.600379293,21.9172,199.258880654,94.5641,62.3745,15.0595549481,94.5752710675,149.70791154,40.1273,76,220.477611664,76,64.6777763845,94.6341,-97.8262,2.15846355948,94.5695437735,194.639277537,0.626061,204.512932391
1.88475084554,122.101514809,22.5954,203.747895508,95.6393,62.8915,8.65758998929,95.6542875524,105.459389415,40.4004,77,224.674610788,77,77.4308598144,95.7107,-98.9483,7.58680651551,95.6465471492,182.900947538,0.604221,211.566486932
1.87931031833,121.25694038,21.9225,204.925177037,96.6906,63.485,14.1513238566,96.7096583742,146.881006361,40.6931,78,227.489990497,78,72.4368986215,96.7557,-100.009,1.36815063507,96.7012859942,201.720194693,0.610659,207.384018728
1.85856502703,122.628107727,19.7681,201.499641517,97.9219,63.9665,18.1225334999,97.9339068123,139.131097406,40.9091,79,207.568432392,79,61.2495461394,97.9908,-101.254,2.89745630747,97.9283615153,195.438007646,0.605022,207.957957153
1.95324162586,119.99815376,23.9611,199.203057994,98.8166,64.4468,84.0335050541,98.8359914634,158.32817544,41.1699,80,210.535201676,80,43.5318544192,98.8886,-102.185,1.5447122491,98.82840868,195.502241598,0.576854,202.271304029
1.91711262604,120.096177139,21.367,194.955866007,99.8529,64.902,87.9685432206,99.8666032622,172.435096723,41.4154,81,222.497218649,81,34.4021281719,99.9196,-103.284,2.79156181548,99.8585239615,186.90669395,0.625052,200.389614486
2.03013778259,121.127107874,25.7226,196.863374127,100.609,65.4226,15.4643319638,100.628718952,150.111449501,41.6649,82,221.212154217,82,68.2923971074,100.682,-104.028,1.15967844829,100.619163251,194.831081786,0.616893,199.381729333
2.00916257828,129.464475569,24.3953,218.190485895,101.76,65.9359,26.8020550454,101.779517157,158.503282532,41.8797,83,221.275807653,83,59.304612087,101.827,-105.17,5.38483618982,101.772833497,202.610249564,0.616046,229.452116797
1.98561904474,121.847470985,24.7251,197.608809352,102.39,66.5237,12.4439689467,102.40965537,135.609964092,42.1377,84,198.390245021,84,69.3220259333,102.461,-105.843,4.67711775999,102.399167597,186.956158252,0.671068,218.063683989
1.93701345813,121.911124779,22.2459,197.874909907,103.741,67.0244,9.63483503228,103.759070346,129.655833952,42.3709,85,219.256236667,85,73.5933777943,103.815,-107.105,3.17154193399,103.750253265,192.605597134,0.675099,217.329956942
2.01067310479,127.910918506,25.5575,211.730979669,104.751,67.4897,20.4496788799,104.763682617,138.826994055,42.572,86,235.225390259,86,73.1673916624,104.82,-108.131,3.30171294783,104.757344579,202.832623954,0.695927,218.862171716
1.94378063882,129.776208712,24.0587,217.222566571,105.618,67.9596,12.8098243405,105.631637664,126.465648583,42.7769,87,219.069190548,87,77.6825969938,105.689,-109.056,6.03918061034,105.623870848,191.933884294,0.683432,232.535929867
2.05094215911,129.617096283,26.6632,216.31819079,106.234,68.3048,15.0655897679,106.246004942,120.165365735,42.954,88,200.028771533,88,64.0220461973,106.303,-109.682,3.22844916106,106.241193793,200.809509562,0.706096,222.84154894
1.98970481192,122.878777292,23.0044,198.525459563,107.133,68.7294,14.2694663681,107.147188386,148.689946721,43.188,89,226.209364695,89,71.6370151094,107.208,-110.524,4.82990544965,107.140411442,185.802237369,0.673736,212.055991334
2.03003918606,129.393486292,25.6074,214.614640155,108.077,69.2036,10.3535786618,108.093754332,130.510016279,43.3849,90,213.046460107,90,74.0149680193,108.149,-111.408,3.27176410679,108.086291347,208.023485552,0.725636,220.816702859
2.02025102461,118.265326562,24.7963,187.73362781,108.742,69.5842,15.7510782511,108.754228022,129.138081515,43.5504,91,231.344165617,91,81.7252768854,108.821,-112.113,2.41354240334,108.751216101,180.344465823,0.700182,193.301892207
2.0894988355,128.606559529,28.2338,212.721300734,109.456,70.0932,11.8514306648,109.468119452,114.803853503,43.7645,92,225.546359762,92,75.9565319452,109.52,-112.854,2.97924409515,109.463741241,205.288321584,0.722022,220.316883278
2.0801256022,121.130270195,26.9771,194.379893181,109.803,70.5115,3.99548540876,109.816950696,87.0384632084,43.9586,93,225.783989517,93,72.6634748806,109.882,-113.3,2.01516024743,109.81346311,190.345907975,0.64352,200.374370723
2.10235016659,111.502369544,27.4147,172.130272857,110.64,71.1018,8.79814290487,110.654016381,116.914409587,44.2145,94,214.73365792,94,85.7753083492,110.713,-114.169,7.21933513273,110.648048556,137.708570686,0.66592,184.250286869
2.11352634976,114.888334539,28.7558,179.284904516,111.073,71.5648,7.47400389033,111.087935796,136.346088092,44.4116,95,225.742962948,95,80.1454415705,111.152,-114.645,4.69335004195,111.083071912,164.969892114,0.721002,187.900120585
2.09464292678,111.645299461,26.6053,173.440065552,111.733,72.0624,7.00888086332,111.743458588,110.361803329,44.6454,96,225.104721136,96,71.5570021534,111.803,-115.236,6.98969919996,111.740429836,145.429697994,0.692301,184.464570454
2.13518533688,114.059670959,27.3934,177.500374179,112.536,72.4982,6.81024783342,112.552008551,120.644776647,44.8779,97,222.090898109,97,76.8837333124,112.621,-116.116,3.21483997523,112.547767676,168.102398158,0.716849,189.517177975
2.1472041403,117.250894557,30.0202,185.274734488,113.236,72.8867,6.57586877869,113.249012474,129.728175712,45.139,98,217.783991791,98,71.6069719062,113.309,-116.731,5.43609780933,113.243901902,170.983851213,0.727341,198.287831813
2.07507142522,109.886120236,26.6259,168.572297751,113.364,73.2669,6.8051029136,113.377999231,118.413631468,45.3751,99,214.576092051,99,75.7370125321,113.444,-116.842,11.9299854517,113.372912819,140.812694392,0.752366,189.406582078
2.1523047711,103.121375623,29.7397,153.50156408,113.878,73.6657,16.4040095408,113.892483492,151.001906785,45.568,100,230.833762289,100,69.137032734,113.945,-117.276,8.70106403562,113.888061611,137.768945604,0.766201,189.357598113
2.12500864789,112.095593818,28.8776,173.463947565,114.467,74.0637,131.307747352,114.48072272,163.800613476,45.7593,101,204.711931834,101,22.9630434334,114.544,-117.849,10.2610012255,114.477123147,151.760311257,0.763667,204.959862095
2.20577417692,113.053807251,33.2121,175.365872043,114.755,74.509,7.74251380695,114.767753231,113.076579457,45.9392,102,177.18410623,102,57.7248499842,114.826,-118.066,13.9024523165,114.761341311,143.59297891,0.74095,198.357818749
2.15673439992,104.500615541,29.0189,156.357483598,115.018,74.9311,7.23520549125,115.038999195,133.138353295,46.1581,103,211.187607907,103,74.4214341826,115.09,-118.461,12.8204250801,115.031833661,99.6568491257,0.752743,187.953505476
2.1878253927,105.222407065,31.3578,157.977552161,115.16,75.4785,6.27942045351,115.168752889,107.531973271,46.3536,104,194.526176948,104,63.1436997339,115.246,-118.58,6.34396295004,115.16331346,142.051575866,0.773439,176.394584982
2.14611006988,88.8950610125,30.8447,125.610338298,115.383,75.8216,11.3634555939,115.394875476,137.278038182,46.4978,105,229.819220024,105,67.6850299498,115.458,-118.755,25.9871107858,115.390176401,98.668364204,0.776789,192.475337723
2.16199576331,121.662342547,29.9401,197.144246642,115.95,76.2492,11.4001393274,115.965657428,128.376133175,46.5849,106,223.452108963,106,64.5244415517,116.032,-119.338,7.3690435687,115.961098435,178.266525226,0.737642,211.125633519
2.1602797123,105.507938992,29.9683,159.336631824,116.421,76.6066,8.61094307573,116.431848605,148.724289702,46.7647,107,218.87712096,107,77.7801589293,116.488,-119.747,11.7420231558,116.4275681,132.655130523,0.794843,189.104899999
2.22988535827,122.775631899,33.9023,200.051760583,116.33,77.0396,10.4919259596,116.344451548,129.174025855,46.9185,108,217.63053987,108,75.3832691663,116.398,-119.904,7.20402573223,116.340631055,189.88533164,0.742212,215.236225601
2.16589438461,106.957587082,31.5933,162.597891408,116.692,77.5131,11.8035279427,116.701979466,126.555704802,47.0804,109,202.93130993,109,64.4779924974,116.76,-120.143,12.0702495595,116.698993923,108.083172842,0.783224,204.481343654
2.20341097587,127.033969364,31.3594,210.506320483,117.093,77.911,12.5513201062,117.101510245,123.36215102,47.1915,110,214.24323896,110,67.3792652943,117.168,-120.61,4.36774252887,117.09721096,197.663501771,0.76513,220.645744358
2.28498350848,128.266949281,34.5318,217.302322933,117.37,78.3483,35.5715645937,117.386866043,160.598582522,47.3357,111,238.09060689,111,58.5563164699,117.448,-120.971,1.80555216308,117.382366692,212.9131307,0.661151,222.09455437
2.1895837779,122.897151024,30.3447,201.066235111,117.6,78.75,9.32828276549,117.613015148,160.653573109,47.4752,112,218.062213403,112,60.9118501817,117.67,-121.036,7.5304702526,117.608871597,179.179305556,0.714605,211.274002871
