AverageQLoss,AveragePolicySurr,MaxReturn,Iteration,MinReturn,AverageAbsY,StdReturn,AverageY,Epoch,AverageAbsQ,AverageQ,MaxEsReturn,AverageAbsQYDiff,QFunRegParamNorm,MinEsReturn,AverageDiscountedReturn,AverageAction,AverageReturn,AverageEsReturn,StdEsReturn,PolicyRegParamNorm
0.255539,-7.56571,264.310105877,53,242.778256314,7.201748961,4.49672026171,7.2006655748,53,7.20533,7.19967,343.797134309,0.217627896501,29.8959,15.1791530703,139.317245634,0.573737,251.578186007,184.261303521,105.21487128,32.0892
0.246402,-7.75983,281.687966676,54,258.867176041,7.39043636686,5.37977901819,7.38963482715,54,7.39324,7.3882,332.253662914,0.209838579033,30.2114,62.3326719043,144.402930641,0.46994,269.734818339,254.364249605,72.7736772354,32.2891
0.247076,-7.98068,294.662914814,55,273.249773343,7.59842204388,6.22329338365,7.59785671486,55,7.60229,7.5963,321.429281894,0.21846211264,30.593,20.134059234,148.212981366,0.495988,284.621722051,196.697533539,85.0199375394,32.5813
0.277851,-8.20609,278.723771359,56,243.710356908,7.81653483837,7.55255885436,7.8154893165,56,7.8207,7.81447,314.647782511,0.224418413553,30.95,18.6129437622,142.352081017,0.523437,262.737814891,213.195047892,93.5903893376,32.8722
0.291622,-8.39155,269.461946464,57,234.684942625,7.99752650871,7.32489640877,7.99599479371,57,8.00035,7.99435,281.880800899,0.233397090291,31.2552,34.7907187123,138.782138974,0.544834,247.730535544,180.117209644,96.2393900101,33.1994
0.308615,-8.63799,256.247928637,58,219.882561632,8.23824206996,7.54262808525,8.23671847282,58,8.24157,8.23474,328.340683275,0.232937997341,31.5789,8.55322057724,136.938492475,0.523445,242.074779109,229.328612706,99.6319118419,33.5043
0.293984,-8.83233,304.74078749,59,231.16077604,8.42468453728,13.6579191179,8.42331786685,59,8.42895,8.42206,320.498754911,0.235784482581,31.916,20.6704831767,150.548628388,0.532661,287.904503853,198.524259115,122.021700742,33.8161
0.32283,-9.06764,297.216089194,60,254.458427975,8.6641527055,10.8121533445,8.66235078195,60,8.66749,8.66061,335.681266235,0.244317574983,32.23,7.54729551981,147.906272534,0.645464,277.841695653,138.136904662,113.807016977,34.1106
0.308743,-9.27028,311.225244453,61,279.133380114,8.86630533017,5.57150240299,8.86505922337,61,8.86966,8.86257,366.259265564,0.245372704122,32.524,3.22049423369,154.958808375,0.655929,293.655477951,180.077433099,136.271323464,34.3645
0.364119,-9.45764,291.807241638,62,37.1627238719,9.06328122684,71.9498710919,9.06163325533,62,9.06623,9.05977,336.777940159,0.256997656019,32.8337,9.0584074971,120.271513703,0.63911,204.011832478,201.535274392,117.6195207,34.5867
0.386672,-9.64215,299.499887131,63,260.294350966,9.23670549223,9.15623208078,9.23571889312,63,9.23991,9.23422,338.419120595,0.269305444309,33.1447,105.923103447,148.307493961,0.678521,275.469081426,232.240412198,79.8355684525,34.7692
0.402851,-9.8686,257.31412824,64,189.533640394,9.45905172797,8.33735065957,9.45755214169,64,9.46325,9.45602,310.124953918,0.272560756082,33.4867,9.88221999981,139.077270235,0.647791,246.273269978,228.46915532,99.900799971,34.9989
0.402066,-10.0472,267.925655934,65,240.905423944,9.63880573447,7.37668367848,9.63755975206,65,9.6425,9.63551,332.294187428,0.269273540025,33.7362,32.6696120856,142.301365115,0.652845,252.991400093,202.104839723,101.2921889,35.2062
0.409369,-10.2882,276.470512748,66,242.89775906,9.86620727559,10.2542345129,9.86504841779,66,9.86998,9.86389,357.868183597,0.269609749539,34.0134,6.73767931788,141.909774654,0.565415,256.056612595,160.171492692,118.283110294,35.4381
0.437553,-10.4584,277.225732286,67,247.473797529,10.0386361829,5.10357040187,10.0370395409,67,10.0421,10.0342,287.117687899,0.284036376925,34.3292,27.7969439015,143.964630237,0.659774,255.937532402,183.861323154,85.397326262,35.6849
0.46213,-10.6451,284.393330948,68,252.838772383,10.221183774,6.20628847501,10.2197945161,68,10.2254,10.2184,320.764731237,0.287370323178,34.5942,9.44434846398,147.789063147,0.673334,268.552030007,155.437113707,105.869361944,35.9406
0.432138,-10.8437,290.251553115,69,249.12844111,10.4157017227,8.45952269406,10.414740694,69,10.4198,10.4126,326.435640148,0.283768052895,34.8618,9.58058798347,144.329052964,0.62183,260.369039683,223.912110582,95.0756295777,36.2195
0.435996,-11.0485,308.874314177,70,262.034954441,10.6150230881,9.92912398097,10.6139680002,70,10.6192,10.6122,351.714377467,0.286459828404,35.1575,37.3713768255,152.931379751,0.674267,284.515448117,232.881599569,97.2462114002,36.4431
0.450121,-11.3171,296.188043707,71,225.045261717,10.8771139261,9.56709824888,10.8757192049,71,10.8821,10.8743,323.976961437,0.291288948126,35.4536,32.7779725016,149.812399278,0.679418,277.44592914,176.289249869,114.978025015,36.7018
0.466385,-11.4633,280.492797435,72,237.668970575,11.0284570838,9.0511175208,11.0274393098,72,11.0316,11.0247,355.640623843,0.291846936625,35.7011,78.6974563126,147.11027349,0.634548,263.92266015,219.413235247,81.8009634568,36.9044
0.510374,-11.641,260.823338319,73,226.330982281,11.2154977064,6.6100589056,11.2145004799,73,11.2198,11.2124,324.783650163,0.304473151138,35.951,16.9026720447,137.8269383,0.612816,237.838651016,223.38475028,94.9659206938,37.0884
0.548653,-11.8422,300.138176515,74,238.420522813,11.3945239717,16.2926809335,11.3934209776,74,11.4001,11.3919,323.460858747,0.314013450287,36.2115,20.9861218015,148.608608912,0.695774,266.301859617,221.28168855,96.7217148922,37.3166
0.595007,-12.059,289.120234839,75,133.075764263,11.6427361808,62.3627257459,11.6421245139,75,11.6474,11.64,364.92863876,0.320981239488,36.4622,42.0172511256,128.275544186,0.747603,219.414847478,203.627995481,100.481841019,37.5691
0.631819,-12.2491,371.351825706,76,320.565723218,11.8089449813,9.61210749466,11.8081535314,76,11.8136,11.8066,419.98632777,0.32671005704,36.7055,40.3653933998,163.907896273,0.773451,335.170426328,274.227118755,125.005389042,37.768
0.48296,-12.4512,337.999336239,77,33.1618145846,12.0099261886,96.1161131109,12.0087200891,77,12.0135,12.0064,345.811656622,0.313968341221,36.9795,9.52568503989,49.3041545608,0.719343,73.2841535434,190.842692277,116.636026719,37.9805
0.63903,-12.6079,360.498749889,78,318.474447779,12.1721458887,7.18913162161,12.1700884335,78,12.1771,12.1691,338.323474596,0.330237916039,37.2245,32.8423312119,165.150055551,0.818196,333.7066327,226.705521872,119.353474223,38.1531
0.612226,-12.8369,312.801833487,79,173.064039589,12.3919168542,20.7965742634,12.390150516,79,12.397,12.3876,366.164401291,0.338533552358,37.5656,11.799307593,151.220630386,0.830373,286.969946698,142.161542278,129.359818407,38.3876
0.554138,-12.9968,279.218186238,80,213.684708301,12.5560452506,8.81026799045,12.5539928258,80,12.5605,12.5519,344.910137223,0.326121070631,37.7905,12.4208584821,144.889853468,0.745275,261.862875875,204.611320216,111.932851141,38.5355
0.715739,-13.1592,546.372587095,81,209.42447877,12.7036833181,93.6254718251,12.7020405349,81,12.7102,12.701,389.644123181,0.356956276627,38.0869,8.80529377504,158.93756204,0.755718,311.750367804,217.086535333,124.392128027,38.6849
0.685151,-13.3708,322.90822973,82,213.435402145,12.9296309448,22.7389343874,12.9279243163,82,12.9346,12.9249,297.987450476,0.349776547392,38.3463,8.1045293021,143.045483136,0.766773,257.912064122,140.604155288,108.904825062,38.9043
0.636314,-13.5854,252.230067419,83,228.86353325,13.1225081004,5.60751728493,13.1213848074,83,13.1271,13.1195,363.883541114,0.351002653266,38.5738,38.8074938112,138.046154792,0.809174,241.330222379,182.047196383,102.156907325,39.0925
0.841743,-13.7771,289.967568271,84,235.370793617,13.3133996832,11.021172457,13.3113577018,84,13.3182,13.3094,259.978985797,0.377378474551,38.8587,66.6234371114,140.828880293,0.828324,251.141021877,203.948518658,60.5057078911,39.244
0.844589,-13.9763,277.213448237,85,251.899324316,13.5164473866,6.22070210077,13.5142403703,85,13.5198,13.5113,265.381098109,0.380441421672,39.1062,8.79557535282,145.086533605,0.822628,262.457056291,148.748920469,108.384686016,39.4245
0.638029,-14.1257,260.506995663,86,227.134234075,13.6464655636,8.29324178889,13.6427072376,86,13.6517,13.6408,269.902874003,0.358311640743,39.3145,9.02866439804,138.371031391,0.795094,244.511311151,194.350755153,77.3853878122,39.5517
0.879756,-14.2959,265.372308702,87,221.022674208,13.8317634625,10.5244416136,13.8286903262,87,13.8402,13.8266,277.933342314,0.386455082708,39.5502,15.2033211292,138.804727137,0.795432,248.106390511,191.984278734,78.2299332452,39.6865
0.805616,-14.4731,240.094071489,88,218.607742106,14.0193022024,3.44455031869,14.0162599778,88,14.025,14.0148,296.186374576,0.379772405762,39.7807,40.206598782,133.88434316,0.792254,230.231229802,185.526261164,87.1720779445,39.8087
0.757719,-14.6281,250.221753376,89,219.493950261,14.168854847,6.32044352083,14.1651018604,89,14.1725,14.1625,305.482996777,0.375518413275,40.0217,11.0531263559,134.462503901,0.781689,231.98936231,169.427180429,104.473695111,39.9603
0.866442,-14.8308,282.271534578,90,240.349042074,14.3572754296,7.99956419033,14.355222649,90,14.3629,14.3528,286.625268863,0.387805963033,40.2436,17.1499351992,145.328467388,0.796751,264.753747759,170.669024096,92.4638559381,40.1008
0.838435,-14.9862,265.573245895,91,216.937833247,14.5016774823,10.2237188129,14.4987489295,91,14.5076,14.4972,277.747041868,0.390329380544,40.4879,39.225667747,138.478360471,0.801761,245.310134298,206.280920423,71.8100567424,40.2539
0.935023,-15.1543,251.78695099,92,222.90261386,14.6654174202,6.69145917001,14.6625035226,92,14.6712,14.6607,294.72625001,0.399057993763,40.6839,12.9851536611,137.289767985,0.824113,239.859087417,200.5139012,85.5427127671,40.372
0.806688,-15.3926,266.137784117,93,226.975367271,14.9197121694,7.23773927105,14.9186282449,93,14.9257,14.9167,304.009081356,0.387816027586,40.8891,21.467216747,140.959693018,0.811788,249.284383118,203.071924844,92.2753260008,40.4743
0.984302,-15.5196,277.656328425,94,245.693298924,15.036118461,6.96997748453,15.0347299563,94,15.0417,15.0324,285.791844852,0.417400000633,41.1214,8.16991326034,145.66897538,0.784626,264.062769333,185.260061206,100.871215212,40.6182
0.896081,-15.6718,282.998498868,95,201.934716021,15.1756651447,10.2435964264,15.1740543137,95,15.1815,15.1714,291.405612615,0.404624766554,41.4141,183.677994158,144.109125027,0.848282,259.258529365,261.311615594,33.9738984772,40.6879
0.988052,-15.8904,276.263486563,96,225.553589457,15.4158375634,13.4016086992,15.4126495456,96,15.4205,15.4084,315.136382995,0.42243741299,41.6318,7.96988476602,142.778114393,0.827033,254.71182154,171.029421984,105.718943431,40.8022
0.891722,-16.0271,274.564274632,97,232.399524595,15.5367406293,9.03954017095,15.5352596735,97,15.5445,15.5343,313.127857403,0.404798986746,41.8371,11.9926115478,139.830645431,0.818505,245.986988299,181.391754914,105.563741343,40.9681
0.932218,-16.1905,317.407703813,98,223.967899153,15.694145404,20.4681200296,15.6919441847,98,15.699,15.6895,290.86041882,0.409382663145,42.0767,20.3378090249,142.890459415,0.821343,257.985411759,198.119974874,104.447914779,41.0491
0.988738,-16.3183,290.615526223,99,249.251839294,15.8215212724,9.0958008661,15.8191145418,99,15.829,15.8177,289.464029854,0.416444648623,42.3018,8.21828093722,148.157764233,0.836705,269.430456098,212.863353682,94.2788854542,41.1786
0.867103,-16.4843,264.914366305,100,187.848564953,15.9903385054,15.6342185712,15.9860879529,100,15.9962,15.984,307.418762783,0.405557751331,42.5157,6.53811226958,131.520239868,0.793294,221.811347146,168.875917765,106.640125586,41.3017
0.945325,-16.579,284.413523328,101,240.400041138,16.0857193947,7.68530470265,16.082660467,101,16.0932,16.0804,311.210934453,0.418264714304,42.7283,40.2971468126,145.271809919,0.793764,267.062352711,182.009749939,98.0112535478,41.4273
1.11129,-16.7477,282.176980765,102,194.950437434,16.2604096717,19.7055650204,16.2567986483,102,16.2655,16.254,290.34639804,0.437518410652,42.9958,105.510691624,137.858898231,0.839838,240.572276357,223.245660951,58.6987458943,41.6272
0.864781,-16.9353,265.588723286,103,219.330677315,16.4174671245,7.47655478311,16.4145099263,103,16.4275,16.4132,283.72379606,0.407948762497,43.2473,6.18046702798,141.984917467,0.797558,253.441420962,180.735185429,90.493649345,41.7287
0.931896,-17.079,291.729639538,104,199.699779052,16.5763272263,17.7253258801,16.5736678227,104,16.584,16.5709,263.409839248,0.41501248266,43.4689,9.80153585193,137.885433939,0.793973,241.920725997,159.674216793,86.2886591979,41.8799
1.06676,-17.1781,296.637427202,105,258.656110914,16.6652854454,8.29570010883,16.6636860717,105,16.6741,16.6616,353.063046627,0.434930162489,43.7147,16.9364220977,150.116063533,0.793055,275.514453491,183.459186004,104.122258806,42.04
1.06968,-17.3006,451.212084716,106,283.569502918,16.7684731606,52.941655309,16.764731868,106,16.7759,16.7611,294.43614754,0.441187445416,43.9455,91.9679509669,171.122797507,0.875249,349.819574645,222.081693503,74.3206525987,42.1915
0.927381,-17.4336,298.261055789,107,203.31056563,16.9267060572,27.5168146117,16.9216499444,107,16.9345,16.9202,303.335332341,0.41256113369,44.1177,9.95042065561,136.269545173,0.818023,236.629647461,192.570120119,86.7171209797,42.3311
1.08305,-17.5786,291.382168321,108,193.206373892,17.0633090763,21.9819381095,17.0556936593,108,17.0691,17.0521,305.44352036,0.437127556821,44.3579,96.1080870101,145.486176295,0.854489,263.711066656,197.264172369,77.3036785908,42.4333
1.07344,-17.593,318.783813608,109,215.924174126,17.0774762034,31.3238066492,17.0652366088,109,17.0868,17.0642,469.277986296,0.438590122528,44.5296,85.4513697547,142.601635754,0.785576,257.549967057,221.187323263,108.22438536,42.5758
1.14763,-17.787,361.047543085,110,196.702032996,17.293335076,38.5673420226,17.2799496818,110,17.298,17.2775,316.320358815,0.449918362562,44.7784,95.0066006895,152.002859292,0.850166,283.367198975,230.642465816,85.5774308464,42.7296
0.94724,-17.9596,314.017412292,111,217.712045106,17.4508587826,27.6407101379,17.436532457,111,17.4578,17.4346,305.168663072,0.415857824293,44.9351,62.327537753,141.465116827,0.828147,254.280347864,205.202467781,80.7803664927,42.8797
1.02728,-18.0387,258.959725755,112,175.478734521,17.5336519212,26.9271507252,17.5216415497,112,17.5413,17.5196,286.970414011,0.43414255626,45.1195,14.2110023982,131.972893795,0.7866,226.229400807,182.610625432,94.512306705,42.9356
1.12027,-18.0868,328.925955615,113,194.765321186,17.6040064559,48.7519729634,17.5899264881,113,17.611,17.5869,324.203329485,0.43756633188,45.3399,7.42355344792,141.974957432,0.838544,257.055279278,202.606654254,93.7516028029,43.0812
1.03359,-18.1737,320.275922063,114,173.626749927,17.6858138008,42.1149872862,17.6702288476,114,17.6924,17.6686,337.38630597,0.421425410915,45.5273,100.401984135,138.080245711,0.771979,245.010600074,221.850095287,82.823662605,43.2262
1.14203,-18.3012,343.711271054,115,216.159850861,17.7828276245,34.9078131305,17.766629998,115,17.7906,17.7643,353.41463148,0.445304947125,45.7332,12.7801416702,139.272877872,0.799278,245.550422539,178.841879897,99.7305600867,43.3998
1.02823,-18.3993,338.006003978,116,188.635831421,17.8784754102,21.8605742245,17.8643884806,116,17.8865,17.8619,533.264070229,0.42738379819,45.871,10.6688508193,140.927927717,0.73027,249.086949317,162.155313579,141.909925355,43.4633
1.16201,-18.4365,289.772426703,117,53.8043487684,17.939995501,62.0846185507,17.9220052052,117,17.947,17.9201,258.459117103,0.444246466826,46.0815,14.4725515008,74.6797230982,0.841515,105.250047003,143.275491748,72.0260450817,43.5581
1.01769,-18.6024,257.985506434,118,224.578626522,18.1021538321,7.7781966467,18.0875602318,118,18.1091,18.0851,318.74346639,0.421838395929,46.2561,9.69043400515,139.852405595,0.786452,243.805220029,190.445760012,102.558552076,43.7468
1.13293,-18.5748,251.619266009,119,209.16698233,18.0819521627,7.95037204578,18.0613448114,119,18.0897,18.0594,371.78981367,0.441948483621,46.4914,9.48831641868,135.289548229,0.806033,231.860886129,198.809496124,111.397000304,43.8656
1.0954,-18.6603,322.165326912,120,216.937839836,18.1985865421,15.1106280973,18.1745993775,120,18.2051,18.1721,329.918595633,0.433869944987,46.6754,11.7311436816,135.78248074,0.803664,234.481601561,205.350222059,96.6244092214,43.9812
0.969949,-18.876,321.743386305,121,40.7904150104,18.3805876559,27.9704513404,18.3556760393,121,18.3876,18.354,435.56125921,0.421865032665,46.8518,4.86779733556,138.694182767,0.782684,244.052353737,215.792829454,134.068855075,44.11
1.10297,-18.9306,548.402365335,122,220.628848674,18.4177600614,66.7583463468,18.3945856286,122,18.4242,18.3921,479.019670547,0.44708181417,47.0289,6.12666758256,151.62340049,0.781703,289.227066608,189.088835597,149.378714366,44.2505
1.14834,-18.9133,651.040843103,123,208.758703053,18.4315337448,141.556452947,18.4029837979,123,18.4396,18.3999,429.206022207,0.456186017617,47.272,23.2443364097,163.187684158,0.782036,345.52655891,188.435477388,102.347896075,44.3508
