Epoch,QFunRegParamNorm,MaxReturn,AverageDiscountedReturn,StdEsReturn,AverageQ,MinEsReturn,AverageAbsQ,AverageAction,AverageQLoss,AverageY,AveragePolicySurr,MaxEsReturn,StdReturn,AverageAbsY,MinReturn,AverageEsReturn,PolicyRegParamNorm,Iteration,AverageReturn,AverageAbsQYDiff
1479,267.06,6571.90497175,469.699351209,0.0,587.716,-456.943578035,587.727,0.977127,396.017,587.747178727,-590.071,-456.943578035,666.166018608,587.75429438,4841.16608651,-456.943578035,165.326,1479,5937.95666273,4.67346744271
1480,267.137,6653.0576939,440.114292938,0.0,587.208,3804.78673021,587.211,0.978116,383.323,587.203512644,-589.698,3804.78673021,2131.26096004,587.205750597,-807.239285023,3804.78673021,165.364,1480,5550.5641456,4.451773615
1481,267.286,6853.69442177,480.606981577,0.0,587.653,4249.199654,587.655,0.979715,323.908,587.662957656,-590.16,4249.199654,1919.57647212,587.664382327,147.846979966,4249.199654,165.429,1481,5878.31426494,4.31520758001
1482,267.381,6660.21665658,484.084979847,0.0,587.864,4027.30306382,587.868,0.981601,447.723,587.870827136,-590.363,4027.30306382,1574.51481662,587.872742056,1127.84470002,4027.30306382,165.55,1482,5820.48710839,4.65047380135
1483,267.482,6772.76677938,508.287468307,0.0,587.039,3662.33559016,587.043,0.975412,365.704,587.050172072,-589.496,3662.33559016,174.549196812,587.053431435,6175.26797449,3662.33559016,165.569,1483,6559.27663788,4.40476373254
1484,267.494,6715.53236523,492.771946882,0.0,588.294,4306.00985452,588.298,0.976823,309.388,588.30356247,-590.715,4306.00985452,1496.79540711,588.304963067,1378.46218864,4306.00985452,165.66,1484,5830.83671566,4.34487953876
1485,267.644,6720.97366909,488.949264764,0.0,588.375,3551.98013228,588.382,0.976247,396.114,588.386973421,-590.771,3551.98013228,1476.13671763,588.389467363,1650.45223172,3551.98013228,165.738,1485,6060.82892219,4.56229092005
1486,267.758,6373.15522879,469.980758969,0.0,587.968,4219.40375766,587.976,0.978914,309.153,587.979197627,-590.364,4219.40375766,1013.44280502,587.980562745,2717.7096411,4219.40375766,165.774,1486,5736.27349124,4.24096633547
1487,267.843,6350.76901477,464.360935412,0.0,588.967,4056.15828549,588.971,0.982568,280.869,588.974876687,-591.393,4056.15828549,2224.15528307,588.976885744,287.243256042,4056.15828549,165.82,1487,4396.44774961,4.12132578507
1488,267.915,6251.66676622,470.186511491,0.0,587.997,4040.71253824,587.999,0.978459,366.173,588.000037278,-590.341,4040.71253824,96.15705079,588.002109177,5943.38214582,4040.71253824,165.929,1488,6079.36663664,4.41479365472
1489,267.985,5974.88929306,435.529488329,0.0,587.56,4134.13776023,587.569,0.978619,442.402,587.579756645,-589.942,4134.13776023,154.329906445,587.583559812,5510.22568515,4134.13776023,166.011,1489,5732.63763132,4.65261003678
1490,268.106,6255.95821306,449.362693782,0.0,586.987,4064.4230068,586.988,0.978381,435.451,586.982541373,-589.463,4064.4230068,1866.12465344,586.983472801,-120.381063957,4064.4230068,166.049,1490,5466.05326954,4.68846719998
1491,268.201,6601.69928349,459.30641464,0.0,587.292,3409.76196965,587.294,0.977608,360.108,587.313932908,-589.863,3409.76196965,2000.92265914,587.314214417,-335.882224954,3409.76196965,166.048,1491,5546.26761224,4.40699076484
1492,268.327,6119.83453134,440.311681705,0.0,588.406,3799.52784986,588.409,0.982639,518.341,588.41440871,-590.904,3799.52784986,1382.91896065,588.415889621,1092.14302033,3799.52784986,166.106,1492,5143.08737387,4.85840649206
1493,268.506,5750.39590279,439.916550279,0.0,587.697,3827.69343109,587.698,0.980887,423.203,587.70812352,-590.213,3827.69343109,708.22100122,587.709562195,3211.29357594,3827.69343109,166.153,1493,5305.01503504,4.50945812345
1494,268.677,6238.63798483,469.460283393,0.0,588.328,3763.95420933,588.331,0.978384,357.348,588.335581783,-590.805,3763.95420933,1564.30325444,588.335932411,901.407103891,3763.95420933,166.204,1494,5587.80042622,4.45657959012
1495,268.758,6079.6871706,460.546844135,0.0,587.394,3819.76887871,587.396,0.981055,392.232,587.40599895,-589.892,3819.76887871,587.589507174,587.407627979,3997.84168969,3819.76887871,166.259,1495,5716.23083564,4.43666674246
1496,268.905,6523.82689546,479.608966621,0.0,587.72,3851.43876744,587.721,0.980974,350.267,587.72623094,-590.144,3851.43876744,2022.27896755,587.72788785,207.445301047,3851.43876744,166.358,1496,5324.76778189,4.24065496754
1497,269.022,6403.60500251,479.107727635,0.0,587.718,3819.81622052,587.723,0.975442,389.923,587.720016368,-590.151,3819.81622052,97.9399754765,587.720601882,6064.57056831,3819.81622052,166.411,1497,6186.55913886,4.49507605618
1498,269.106,6373.32416153,476.435529768,0.0,587.882,3953.89631698,587.883,0.979372,396.278,587.891621572,-590.352,3953.89631698,1632.82994018,587.892960413,1749.07634019,3953.89631698,166.457,1498,5405.50852461,4.51537006395
1499,269.229,6247.35346407,442.129495286,0.0,587.584,4147.56548324,587.587,0.982559,430.924,587.592644746,-590.028,4147.56548324,1918.44844473,587.592762665,-518.801705609,4147.56548324,166.493,1499,5141.73405416,4.59314263616
1500,269.319,6217.74954131,451.617856117,0.0,588.646,4113.90405302,588.65,0.980106,402.012,588.648411402,-591.217,4113.90405302,1917.46842521,588.648957432,668.099649934,4113.90405302,166.595,1500,4968.86254269,4.48994394769
1501,269.452,6297.00131758,464.293669736,0.0,587.556,3988.41371009,587.561,0.978279,338.593,587.579835711,-590.077,3988.41371009,119.228572435,587.581822117,5896.36321069,3988.41371009,166.691,1501,6066.28804758,4.29730741617
1502,269.542,6661.18377487,480.332620117,0.0,588.276,3681.98459351,588.277,0.982093,375.242,588.285845139,-590.713,3681.98459351,194.1762338,588.288187989,6020.40828907,3681.98459351,166.708,1502,6326.19411101,4.42745005877
1503,269.628,6567.63343579,478.716394987,0.0,588.267,4034.77105178,588.267,0.978486,329.567,588.273379918,-590.804,4034.77105178,737.099356492,588.273648331,3971.74361851,4034.77105178,166.713,1503,6135.81031954,4.26254308212
1504,269.671,6836.34521368,472.308425267,0.0,588.268,4294.03577073,588.268,0.980286,333.619,588.288529013,-590.752,4294.03577073,538.108217822,588.288821218,4958.76612716,4294.03577073,166.778,1504,6214.62476447,4.27469630539
1505,269.727,6737.6863346,496.289342515,0.0,587.135,1688.21332667,587.139,0.97546,271.065,587.130995692,-589.586,1688.21332667,262.71455866,587.133620952,5873.22880714,1688.21332667,166.787,1505,6483.26497467,4.08685409343
1506,269.879,5938.44347409,385.614723081,0.0,588.092,2725.15099916,588.094,0.987018,421.156,588.120632276,-590.507,2725.15099916,2107.81340385,588.125529815,165.724996832,2725.15099916,166.912,1506,3482.51064346,4.71874651502
1507,269.978,6245.47550558,450.051649877,0.0,587.931,3788.45084453,587.937,0.984607,408.912,587.923647742,-590.302,3788.45084453,2094.14711579,587.925999609,718.856225172,3788.45084453,166.996,1507,4686.81669729,4.56406654646
1508,270.109,6576.18418251,490.032085441,0.0,587.804,3434.69281327,587.807,0.978971,349.77,587.815933937,-590.28,3434.69281327,748.004348144,587.817482653,4188.49347017,3434.69281327,167.057,1508,5996.31936042,4.39978293629
1509,270.196,6107.03464262,439.507774817,0.0,588.389,4235.03649415,588.394,0.984779,312.101,588.389923262,-590.866,4235.03649415,325.066707275,588.392103494,4899.48023536,4235.03649415,167.09,1509,5637.93659066,4.22032145135
1510,270.314,6605.17383966,483.542731554,0.0,588.046,3488.22349333,588.05,0.979748,383.805,588.060310274,-590.527,3488.22349333,643.222256989,588.060834905,4291.6893388,3488.22349333,167.122,1510,6172.52074876,4.48505947657
1511,270.42,6776.96598499,493.871167424,0.0,588.402,4205.1340139,588.404,0.980409,283.213,588.40597536,-590.884,4205.1340139,168.438805162,588.408993085,6160.39611885,4205.1340139,167.154,1511,6479.01232415,4.18564114718
1512,270.472,6274.42634419,453.655809069,0.0,588.156,3823.1404549,588.156,0.979031,327.628,588.165014555,-590.548,3823.1404549,122.019961186,588.16664996,5864.18356839,3823.1404549,167.187,1512,6045.82940447,4.26600681036
1513,270.569,6721.16325679,496.223339469,0.0,588.758,3995.84313504,588.761,0.980863,360.537,588.771981838,-591.242,3995.84313504,1631.4614085,588.774078155,2107.1761526,3995.84313504,167.233,1513,5565.16522158,4.4035522737
1514,270.632,6066.71759396,427.924630691,0.0,588.954,3682.98910718,588.954,0.977099,390.497,588.958467241,-591.41,3682.98910718,263.768355254,588.961280426,5089.95815786,3682.98910718,167.286,1514,5666.3585187,4.45287736898
1515,270.689,6293.96171993,457.998805168,0.0,588.577,4306.26548559,588.582,0.979687,351.567,588.588730769,-591.108,4306.26548559,168.641942456,588.592088702,5725.90501981,4306.26548559,167.391,1515,6106.3733396,4.35466982502
1516,270.767,6536.53884011,475.186479475,0.0,588.584,4254.25878866,588.59,0.979405,487.827,588.590827943,-591.142,4254.25878866,352.512390659,588.595339928,5270.49860344,4254.25878866,167.455,1516,6250.497357,4.82039805678
1517,270.88,6854.04580541,492.044272601,0.0,588.732,4028.80248134,588.736,0.977503,472.653,588.762612567,-591.23,4028.80248134,194.784394827,588.76327821,6192.77687805,4028.80248134,167.525,1517,6459.99629841,4.77697505726
1518,270.99,6026.54249596,436.05853269,0.0,587.798,3510.40116673,587.804,0.981706,429.608,587.800738252,-590.342,3510.40116673,1591.13671926,587.805141655,593.16531338,3510.40116673,167.637,1518,5361.11352647,4.6202902327
1519,271.115,6518.96035981,450.504525165,0.0,587.894,4200.80290523,587.9,0.98392,335.374,587.902298375,-590.375,4200.80290523,1923.88735042,587.90498573,159.161510728,4200.80290523,167.729,1519,5304.17309743,4.36896454462
1520,271.258,6056.71446677,448.05373707,0.0,588.704,3734.61292696,588.707,0.983536,503.499,588.709730732,-591.11,3734.61292696,85.6425730139,588.712358901,5770.68325933,3734.61292696,167.755,1520,5900.45139048,4.86639813779
1521,271.346,6717.78485617,490.280710239,0.0,587.805,3778.25670042,587.812,0.981938,422.728,587.822170585,-590.147,3778.25670042,184.733127155,587.823580414,6132.11119465,3778.25670042,167.889,1521,6440.73791568,4.59166309743
1522,271.424,6620.72562816,471.698261431,0.0,588.235,3640.60930283,588.24,0.977236,330.026,588.238266724,-590.713,3640.60930283,143.667916383,588.241868924,6165.11787021,3640.60930283,167.92,1522,6362.37109044,4.31875909581
1523,271.529,6962.31056716,497.765383229,0.0,588.863,3900.66539534,588.865,0.973745,384.899,588.873665631,-591.354,3900.66539534,168.937915496,588.874943847,6423.99461694,3900.66539534,167.985,1523,6665.89214949,4.52958097854
1524,271.575,6745.09199113,497.878380261,0.0,588.111,3899.43960849,588.114,0.981293,343.924,588.121041677,-590.653,3899.43960849,119.175145668,588.122869179,6380.68744595,3899.43960849,168.06,1524,6543.93605003,4.28467545766
1525,271.693,6407.73194757,487.37026065,0.0,587.547,3636.48586142,587.551,0.97847,334.963,587.553579267,-590.076,3636.48586142,155.06060683,587.556579107,5892.12658659,3636.48586142,168.106,1525,6198.3423543,4.26681677184
1526,271.737,6338.74241604,478.929702221,0.0,587.857,3965.11300591,587.864,0.978955,355.973,587.856222106,-590.229,3965.11300591,235.785984237,587.859829819,5677.15070108,3965.11300591,168.194,1526,6135.71416468,4.37784813588
1527,271.795,6362.18427046,475.229681381,0.0,588.429,4386.07572553,588.434,0.979631,488.213,588.447987896,-590.883,4386.07572553,1286.57759509,588.452421576,2268.50352208,4386.07572553,168.249,1527,5536.58938304,4.80484755404
1528,271.937,6597.50742055,488.240153499,0.0,587.202,3986.38055525,587.21,0.980722,421.937,587.222836776,-589.655,3986.38055525,1362.91846699,587.227949018,1856.56162696,3986.38055525,168.263,1528,5919.0241054,4.59588173209
1529,271.994,6457.63345655,481.032482953,0.0,588.513,3652.66274928,588.515,0.979033,361.499,588.517594806,-590.952,3652.66274928,113.883043504,588.5177867,6074.58197882,3652.66274928,168.377,1529,6321.27824065,4.28156313938
1530,272.076,6477.00171594,476.760305473,0.0,588.964,3640.17260144,588.964,0.976522,405.942,588.966357774,-591.467,3640.17260144,131.401511061,588.966377164,6095.95434726,3640.17260144,168.408,1530,6257.60595387,4.44359509108
1531,272.25,6242.6700483,450.036636676,0.0,589.07,3271.90100832,589.073,0.980552,444.57,589.091853362,-591.551,3271.90100832,125.120063016,589.096185751,5876.35278082,3271.90100832,168.47,1531,6028.08792774,4.62610135325
1532,272.347,6513.3217675,482.019558259,0.0,588.027,3923.69876699,588.03,0.977841,475.702,588.0326352,-590.423,3923.69876699,124.805377149,588.034921651,6048.29723579,3923.69876699,168.536,1532,6282.92982642,4.76305832761
1533,272.384,6391.63001076,471.29911759,0.0,587.851,3613.9270787,587.852,0.979491,412.66,587.870470633,-590.239,3613.9270787,117.249440614,587.872255636,5990.43138859,3613.9270787,168.683,1533,6183.77946148,4.45287428371
1534,272.472,6618.05979848,483.467307771,0.0,587.669,3854.66555866,587.673,0.978722,376.041,587.663733923,-590.096,3854.66555866,1029.90696035,587.664912507,3155.89406493,3854.66555866,168.782,1534,5941.77119119,4.38216441405
1535,272.56,6374.75453529,434.871479104,0.0,587.6,4081.08410739,587.6,0.982266,351.485,587.614113992,-590.058,4081.08410739,1864.61944047,587.614724368,-101.080763831,4081.08410739,168.753,1535,5462.85719332,4.30680084652
1536,272.695,6512.04343677,481.130891577,0.0,587.9,3890.55514756,587.903,0.979971,420.363,587.912990105,-590.252,3890.55514756,280.325897453,587.914384275,5640.28719861,3890.55514756,168.844,1536,6179.68737195,4.55250682117
1537,272.75,6534.97165843,446.366576461,0.0,588.125,4518.16592402,588.129,0.983438,342.164,588.137886212,-590.431,4518.16592402,1661.38528457,588.140148831,615.152005222,4518.16592402,169.019,1537,5568.48515469,4.29288459504
1538,272.866,6649.27049871,486.647257212,0.0,587.966,4105.55011323,587.972,0.978533,343.527,587.966619605,-590.226,4105.55011323,386.097463543,587.969181536,5271.95314043,4105.55011323,169.026,1538,6406.3768625,4.29516795065
1539,272.914,6423.71619531,485.835239573,0.0,588.554,3939.43509634,588.557,0.980204,321.869,588.561086445,-590.975,3939.43509634,1039.50527609,588.564523423,3254.84903341,3939.43509634,169.061,1539,5792.26962838,4.24102298755
1540,273.059,6593.43411698,487.540588373,0.0,587.206,3725.98697392,587.207,0.978171,393.048,587.213824437,-589.538,3725.98697392,111.418621972,587.214350156,6255.28385816,3725.98697392,169.122,1540,6402.24673459,4.48228623954
1541,273.134,6224.779595,446.966363501,0.0,588.006,3925.02883526,588.006,0.979333,323.777,588.016012703,-590.451,3925.02883526,106.011654203,588.017585069,5892.14918297,3925.02883526,169.19,1541,6043.66468398,4.24665784856
1542,273.292,6353.37995272,463.30201089,0.0,587.083,4146.71759436,587.09,0.982765,431.281,587.097514369,-589.466,4146.71759436,168.153974306,587.101901478,5766.56003564,4146.71759436,169.274,1542,6090.97957028,4.56799474137
1543,273.415,6613.24660512,487.11323183,0.0,587.388,4073.09996456,587.392,0.981685,367.771,587.394513112,-589.643,4073.09996456,832.111828725,587.396566005,3653.63649674,4073.09996456,169.416,1543,6103.29540435,4.46771765675
1544,273.478,6534.41243614,497.841051196,0.0,586.421,3772.16995814,586.423,0.981024,370.154,586.430927123,-588.668,3772.16995814,1217.96043102,586.432935536,2379.33583069,3772.16995814,169.447,1544,6029.73567239,4.42568975412
1545,273.524,5935.36296494,440.596477146,0.0,587.568,3337.55452358,587.573,0.985569,351.497,587.572187335,-589.821,3337.55452358,1337.27905923,587.573779465,1201.81476242,3337.55452358,169.566,1545,5188.32815741,4.34775173775
1546,273.606,6693.87037047,486.602923021,0.0,587.678,3452.03258743,587.685,0.97748,352.494,587.681413466,-589.955,3452.03258743,609.807077202,587.687373929,4641.76928216,3452.03258743,169.642,1546,6131.78986493,4.42785144162
1547,273.699,6361.99946245,463.45066798,0.0,585.882,4051.15147548,585.885,0.979557,480.529,585.90029594,-588.183,4051.15147548,136.816959828,585.90176293,5898.66413596,4051.15147548,169.675,1547,6156.49706407,4.87120569885
1548,273.79,6391.12651611,456.868298399,0.0,586.25,-226.823498831,586.253,0.984643,288.933,586.265807074,-588.6,-226.823498831,2155.12646976,586.266986676,-256.871736142,-226.823498831,169.714,1548,5151.10859895,4.12188912346
1549,273.86,6647.59888321,485.480398016,0.0,586.955,2100.67299954,586.961,0.980671,399.145,586.963576756,-589.455,2100.67299954,1358.99408103,586.966603188,2930.38271611,2100.67299954,169.759,1549,5495.84085923,4.52548178355
1550,274.069,6387.09544819,484.344427629,0.0,585.815,1574.70198635,585.818,0.978743,362.632,585.825785125,-588.268,1574.70198635,476.468723413,585.828670351,4723.64806959,1574.70198635,169.764,1550,6100.7944622,4.50203869183
1551,274.106,6637.1359272,470.996221304,0.0,585.771,4244.37156698,585.775,0.978531,351.625,585.775970069,-588.216,4244.37156698,207.887695613,585.778296948,5975.38013385,4244.37156698,169.778,1551,6298.31680776,4.5287635638
1552,274.231,6829.09686775,491.024199786,0.0,586.853,4167.57149261,586.854,0.980386,459.287,586.858439951,-589.368,4167.57149261,914.828143772,586.858983392,3499.64321575,4167.57149261,169.808,1552,6193.3890007,4.78583360117
1553,274.39,6960.16379185,478.509372628,0.0,585.991,4359.90281791,585.997,0.975656,421.809,586.007936459,-588.403,4359.90281791,216.70861724,586.012378578,6275.72103678,4359.90281791,169.849,1553,6563.77097277,4.60573274063
1554,274.4,6965.85410759,496.949141563,0.0,585.7,3669.73836542,585.702,0.979526,361.782,585.701909655,-588.19,3669.73836542,1034.53247392,585.703233743,3120.83608314,3669.73836542,169.845,1554,6184.79334844,4.47368630413
1555,274.503,6700.84169669,451.316679126,0.0,585.147,4063.06778923,585.15,0.983815,417.364,585.134779312,-587.682,4063.06778923,2718.54068175,585.135598528,-386.421029475,4063.06778923,169.941,1555,4653.60137544,4.60560401484
1556,274.608,6705.52407793,477.747593143,0.0,585.056,3867.27217413,585.06,0.985023,446.224,585.092650424,-587.634,3867.27217413,1643.35925897,585.09320239,2149.08068497,3867.27217413,170.057,1556,5634.35345543,4.80098545975
1557,274.672,6889.96915013,483.327972483,0.0,585.102,3991.49406048,585.107,0.983479,475.084,585.107756369,-587.657,3991.49406048,1689.45409493,585.110333346,1054.0727045,3991.49406048,170.131,1557,6110.61736984,4.8504620364
1558,274.777,6896.67557868,476.460437419,0.0,586.043,4285.96066977,586.044,0.986264,366.53,586.052447011,-588.536,4285.96066977,1564.96091567,586.05283909,2318.46369339,4285.96066977,170.176,1558,5685.65247731,4.48915742256
1559,274.829,6485.28321501,432.975202991,0.0,584.86,4347.2236553,584.862,0.985691,361.101,584.869313043,-587.247,4347.2236553,2680.40342194,584.869419294,-343.714146274,4347.2236553,170.183,1559,4650.67327053,4.4614770978
1560,274.926,6168.93414377,436.456727157,0.0,587.0,4205.00207285,587.001,0.988065,332.442,587.009722495,-589.583,4205.00207285,2305.14266918,587.011241881,63.9942502462,4205.00207285,170.204,1560,2966.51766035,4.42109303602
1561,274.991,6785.55635176,502.077269541,0.0,586.832,3947.00530907,586.834,0.979203,330.707,586.838992247,-589.415,3947.00530907,1668.59537738,586.839033514,1589.63471401,3947.00530907,170.218,1561,5746.40420309,4.34143436814
1562,275.029,6879.04403809,500.148660196,0.0,586.349,3754.83283001,586.35,0.982403,372.32,586.360893592,-588.917,3754.83283001,1703.29373728,586.361025079,2119.46183999,3754.83283001,170.244,1562,5337.64170834,4.55209302341
1563,275.1,6481.65840094,462.784053197,0.0,586.767,1597.02196484,586.769,0.981864,371.241,586.773064302,-589.321,1597.02196484,2022.35950077,586.773235573,793.15079374,1597.02196484,170.306,1563,5004.4726008,4.41701298304
1564,275.211,6299.08661525,440.538461286,0.0,587.541,4296.43987655,587.544,0.983968,372.638,587.554289865,-590.183,4296.43987655,2311.58115666,587.556908307,9.17508582539,4296.43987655,170.329,1564,4887.23551506,4.56751147205
1565,275.378,6389.19324787,474.916072467,0.0,587.354,3955.78081982,587.362,0.97911,410.661,587.362609037,-589.822,3955.78081982,789.177920655,587.362793328,4072.27527996,3955.78081982,170.401,1565,5771.94420748,4.65834304945
1566,275.439,6551.14579909,451.965310909,0.0,587.551,4037.95335788,587.554,0.986369,370.92,587.560991566,-590.093,4037.95335788,1971.41127162,587.56154722,769.517839431,4037.95335788,170.546,1566,4693.85932169,4.48478124812
1567,275.505,6893.80914154,498.250947762,0.0,587.222,3895.67543833,587.225,0.979523,378.527,587.246354487,-589.735,3895.67543833,1296.3324664,587.247067322,2310.51414986,3895.67543833,170.563,1567,6170.64307601,4.52992931152
1568,275.68,6682.47691277,494.793325677,0.0,587.047,4098.94668277,587.053,0.981136,421.031,587.051160046,-589.518,4098.94668277,870.899588743,587.053064062,3677.46330925,4098.94668277,170.58,1568,6270.53178371,4.62849366577
1569,275.705,6111.41287225,441.565188347,0.0,587.671,3514.26271407,587.674,0.981948,324.243,587.679663251,-590.115,3514.26271407,75.0689384533,587.680926308,5868.32480692,3514.26271407,170.641,1569,5991.09768475,4.25639880837
1570,275.744,6711.22884279,474.127194956,0.0,587.92,4180.87913902,587.926,0.980513,357.763,587.93099206,-590.431,4180.87913902,825.883168068,587.932799025,4343.05763809,4180.87913902,170.694,1570,5982.14973937,4.31990195351
1571,275.832,6836.13458371,500.965551346,0.0,587.646,4150.7625639,587.654,0.978081,365.368,587.651666882,-590.071,4150.7625639,237.813155035,587.654238544,5999.90625463,4150.7625639,170.681,1571,6515.76828011,4.51137371712
1572,275.915,6429.04358543,458.9687528,0.0,587.789,4245.68410285,587.794,0.977527,387.378,587.802367286,-590.304,4245.68410285,1083.80552479,587.804668486,2565.73674588,4245.68410285,170.722,1572,5783.33538827,4.47452283306
1573,275.961,6574.18124473,490.199676538,0.0,587.753,4298.57928628,587.759,0.974346,354.211,587.739106771,-590.23,4298.57928628,1047.68481935,587.741487286,2880.62851366,4298.57928628,170.755,1573,5983.82468763,4.37682949379
1574,276.025,6376.20567233,458.126363666,0.0,587.986,3926.80463156,587.995,0.979604,391.022,587.987906969,-590.47,3926.80463156,399.547714505,587.989974417,4881.3793106,3926.80463156,170.816,1574,6019.20407323,4.53270335098
1575,276.082,6810.24685001,477.709844391,0.0,587.681,3644.58766821,587.685,0.981002,353.218,587.711675953,-590.11,3644.58766821,489.164473038,587.715945768,5016.83268211,3644.58766821,170.907,1575,6391.78410027,4.47844887717
1576,276.201,6233.9649209,468.070333235,0.0,588.942,3682.89360675,588.95,0.980282,384.628,588.954658365,-591.456,3682.89360675,170.050103299,588.956360839,5609.61298617,3682.89360675,170.94,1576,6037.8240173,4.54712509387
1577,276.283,6882.20723237,495.70963743,0.0,587.847,4223.7760924,587.851,0.980234,308.169,587.857053459,-590.326,4223.7760924,1082.49379521,587.857580178,3022.75877654,4223.7760924,171.046,1577,6235.84141834,4.33438127374
1578,276.394,6387.34162454,464.388811248,0.0,588.648,4354.0787578,588.655,0.981525,339.669,588.664122097,-591.181,4354.0787578,1636.96346575,588.664970103,726.027978233,4354.0787578,171.187,1578,5521.69014012,4.29369562468
1579,276.515,6648.04570293,488.807642844,0.0,588.065,3539.63230812,588.069,0.976197,416.691,588.060607018,-590.74,3539.63230812,161.443537348,588.061849734,6184.03954154,3539.63230812,171.274,1579,6431.99820669,4.62126479026
1580,276.668,6740.57621683,462.767477703,0.0,588.207,3630.61898432,588.21,0.981707,460.855,588.20926409,-590.733,3630.61898432,1647.95251276,588.211081749,1319.13278826,3630.61898432,171.406,1580,5690.37237967,4.76847275761
1581,276.744,5702.28512906,412.347030112,0.0,588.584,4332.33096576,588.587,0.981487,367.013,588.616239913,-591.212,4332.33096576,110.553798338,588.617921087,5331.63437059,4332.33096576,171.453,1581,5530.76824755,4.49248787303
1582,276.943,6231.89421731,467.787438305,0.0,588.504,3824.76754673,588.513,0.979246,402.609,588.515398344,-591.007,3824.76754673,1488.80498901,588.516974781,1185.64643749,3824.76754673,171.48,1582,5647.81641802,4.53310858522
1583,276.979,6730.5614467,492.555072523,0.0,589.544,3968.04690899,589.551,0.979199,335.691,589.546819468,-591.996,3968.04690899,2198.91420159,589.550609888,698.5766095,3968.04690899,171.56,1583,5435.60709964,4.24207353924
1584,277.15,6961.57281824,477.437478196,0.0,589.451,3576.90677765,589.458,0.979498,310.844,589.456586891,-591.974,3576.90677765,993.319942581,589.459480153,3202.66022921,3576.90677765,171.619,1584,6081.95399832,4.31972954059
1585,277.229,6591.31051408,479.682187976,0.0,587.052,-194.914801381,587.064,0.980541,354.476,587.055502723,-589.586,-194.914801381,1842.82813296,587.058919781,614.180742604,-194.914801381,171.652,1585,5274.41538794,4.40914381456
1586,277.302,6748.2153125,496.699615268,0.0,588.31,4131.15686453,588.315,0.97778,426.653,588.311850822,-590.871,4131.15686453,94.5638850089,588.314610028,6451.97244647,4131.15686453,171.725,1586,6619.59066986,4.64710336592
1587,277.395,6819.31327694,490.308928687,0.0,588.551,3603.10924614,588.556,0.974218,394.272,588.578209894,-591.13,3603.10924614,144.974105672,588.580978621,6344.91788444,3603.10924614,171.757,1587,6571.14365782,4.54473757045
1588,277.518,6506.68839721,488.408620592,0.0,589.072,3654.88220022,589.078,0.982263,369.388,589.07995678,-591.533,3654.88220022,134.16651762,589.084509843,6070.12385867,3654.88220022,171.857,1588,6357.49989682,4.33480439666
1589,277.646,6595.5552153,458.139198484,0.0,588.67,4348.92961812,588.676,0.987252,414.934,588.686057455,-591.151,4348.92961812,1732.27202219,588.688008192,1073.28162816,4348.92961812,172.01,1589,5457.54132448,4.58610227771
1590,277.777,7003.39007689,497.442211713,0.0,587.648,2869.9760331,587.66,0.980008,485.43,587.648556209,-589.962,2869.9760331,161.725432918,587.652372026,6429.68338094,2869.9760331,172.115,1590,6732.77261669,4.79141558072
1591,277.856,6802.87233265,497.63469438,0.0,588.275,4027.70699116,588.286,0.979277,400.084,588.288260425,-590.776,4027.70699116,125.639256937,588.289569357,6381.52871028,4027.70699116,172.195,1591,6645.51280211,4.5556578698
1592,278.002,6414.01937836,479.106855249,0.0,587.972,4421.34131424,587.974,0.980011,335.765,587.974986218,-590.399,4421.34131424,62.5801743825,587.976333824,6191.06877858,4421.34131424,172.293,1592,6304.00567955,4.29167884767
1593,278.12,6811.04576693,477.983595304,0.0,588.205,4221.13492706,588.209,0.985925,417.288,588.201791581,-590.723,4221.13492706,1752.88745346,588.203896944,1574.30255425,4221.13492706,172.324,1593,5376.54399011,4.55238730577
1594,278.233,6558.52241745,479.050285578,0.0,588.094,1857.83444415,588.101,0.976136,356.94,588.11525759,-590.612,1857.83444415,420.730358801,588.120021977,5070.6097209,1857.83444415,172.407,1594,6228.27977936,4.44821326058
1595,278.312,6182.11786259,453.263388329,0.0,587.513,3916.0089536,587.519,0.980395,438.436,587.520649172,-590.193,3916.0089536,969.73034419,587.523083658,2766.3515241,3916.0089536,172.467,1595,5660.73705279,4.64668503013
1596,278.374,6390.86100532,465.146074291,0.0,588.906,3278.00371833,588.909,0.977336,448.884,588.920450332,-591.508,3278.00371833,169.423879841,588.926945081,5869.13284103,3278.00371833,172.467,1596,6128.84519239,4.75857742842
1597,278.544,6678.69364289,493.515647347,0.0,587.556,3583.14569202,587.559,0.979343,396.856,587.56652662,-589.983,3583.14569202,140.006808583,587.568753729,6137.28720885,3583.14569202,172.511,1597,6467.26251664,4.45533414569
1598,278.666,6789.04066962,491.557525104,0.0,588.472,3998.12425675,588.477,0.981515,405.187,588.478308753,-590.878,3998.12425675,796.072329208,588.481236373,4024.18818778,3998.12425675,172.628,1598,6351.50707317,4.54218062068
1599,278.779,6943.05658261,490.255351623,0.0,587.025,4427.83381125,587.031,0.978097,350.191,587.025628782,-589.524,4427.83381125,266.921184877,587.028887595,6182.90219041,4427.83381125,172.682,1599,6583.047382,4.37291243121
1600,278.849,6273.94227868,449.09211996,0.0,588.447,3861.1522064,588.449,0.983851,387.973,588.457628263,-591.063,3861.1522064,1929.09883596,588.459422492,136.917655868,3861.1522064,172.689,1600,4903.24114326,4.57143194474
