Epoch,AverageEsReturn,MaxReturn,MaxEsReturn,MinReturn,AverageAbsQYDiff,AveragePolicySurr,AverageReturn,AverageAbsQ,AverageAbsY,PolicyRegParamNorm,AverageQ,AverageY,QFunRegParamNorm,AverageQLoss,AverageDiscountedReturn,AverageAction,MinEsReturn,Iteration,StdReturn,StdEsReturn
2491,51.6059061358,1667.47256446,437.876324457,159.574565589,10.146998291,-367.3,442.037321464,350.783,350.11977867,153.038,349.803,349.801116437,393.588,811.884,165.938573405,0.744163,5.04718550074,2491,239.881474928,93.7513386618
2492,43.8479993337,934.440817112,298.500578807,211.775029421,10.4670387412,-366.003,506.63580468,349.524,348.900653256,153.094,348.533,348.542528409,393.668,954.86,184.847012051,0.81278,4.80231219887,2492,206.489688268,60.263150363
2493,43.5401277677,1374.46973969,385.710178742,202.623535439,10.018674424,-366.213,424.086288994,349.894,349.221142088,153.105,348.854,348.849194995,393.681,795.194,161.932165109,0.831245,5.22370161125,2493,232.642491727,81.3914027851
2494,39.5154347202,363.555316184,179.566258491,245.087365008,10.0847098056,-366.256,329.422004041,349.967,349.325602733,153.134,348.957,348.926757513,393.736,825.495,153.416457907,0.786387,5.54523137905,2494,26.3184463224,47.1540301461
2495,28.5257658942,855.920286439,211.635378847,214.446361268,10.2499412328,-365.368,317.527182427,348.8,348.210909682,153.16,347.84,347.847911421,393.744,849.749,144.253663755,0.747424,5.42571168107,2495,140.423648507,38.6240776637
2496,25.5417575781,1018.77114187,175.194411976,218.856606253,10.227668669,-365.381,321.271459174,348.321,347.671093586,153.16,347.319,347.299889844,393.774,828.805,143.721542102,0.709233,3.84348242211,2496,129.052543009,31.3716034624
2497,38.1120433853,1510.93740135,196.602947977,255.859579377,10.1638397133,-365.235,472.78992716,348.062,347.400429921,153.182,347.04,347.070527251,393.745,823.645,159.21258282,0.786631,5.81762299921,2497,283.662305822,49.2384686332
2498,28.5002406007,1282.73495749,148.370850879,227.236787155,10.2754423017,-365.684,480.310929542,348.885,348.254542208,153.22,347.942,347.945395434,393.811,856.965,158.270601348,0.777908,5.7812115698,2498,276.901994698,32.9256664405
2499,24.5283975545,1559.37644658,136.150569573,267.171691075,10.3725582157,-365.033,408.219214141,348.378,347.789558325,153.25,347.453,347.45798304,393.798,882.315,158.659314106,0.788696,5.26778203345,2499,271.453468156,27.4219559027
2500,45.0107859597,769.565907505,528.095293408,160.445435087,9.96289781226,-364.636,297.03233613,348.13,347.483345637,153.293,347.198,347.168274774,393.819,770.261,137.763802015,0.729737,4.8923942634,2500,103.964129524,93.2170375747
2501,41.6216942292,2438.32088257,407.886582404,283.859875344,10.3116542535,-363.923,611.16441136,347.268,346.609722932,153.354,346.295,346.296714154,393.92,866.085,157.244636189,0.806186,4.95415863778,2501,546.779686036,88.2588818409
2502,39.3053042993,2233.93274847,315.660522283,317.135783703,10.5305136596,-364.38,934.768374538,348.166,347.480705699,153.355,347.237,347.191612003,393.92,896.142,205.559374235,0.766743,4.81126829895,2502,444.339335716,69.8912385485
2503,38.381331736,1435.00319625,525.460568761,296.146063143,10.5599294163,-363.616,747.84586982,347.24,346.641320145,153.375,346.256,346.278106731,393.954,893.971,192.061492952,0.74114,5.43103512791,2503,273.761937193,80.0594897657
2504,39.9424641092,1435.535741,487.902151671,319.98844801,9.99213541872,-363.724,711.988921147,347.127,346.486401237,153.399,346.105,346.113834435,393.979,796.405,190.414829964,0.773434,4.6915398295,2504,306.532887433,84.5107308003
2505,47.691431265,1909.17878082,295.665800608,658.275221391,9.85856030173,-363.26,899.804944435,346.999,346.320385848,153.432,346.021,345.978950245,394.009,793.984,213.522524373,0.754276,4.76855029529,2505,307.710005739,75.6657828138
2506,38.4697004387,1878.23161006,423.194550882,373.123183204,10.0920679863,-363.427,711.771656877,347.196,346.533384311,153.448,346.257,346.25391078,394.075,804.942,199.826358235,0.736978,4.96015504624,2506,310.122425806,72.1915297779
2507,41.6253903158,1509.13117709,366.010801704,288.718277451,10.0133117632,-363.343,619.500643357,347.63,346.988537473,153.519,346.676,346.703230271,394.109,796.841,170.047473759,0.807007,5.92332468826,2507,280.096779836,62.1991751126
2508,68.8014964231,1163.76603929,518.671855374,378.220282172,10.0641224137,-362.142,517.543812419,345.892,345.253307868,153.559,345.003,344.998994475,394.151,821.555,195.716210621,0.885901,6.49066105191,2508,150.885549606,119.036015792
2509,28.2546705707,1372.85653346,292.387928597,236.299110516,10.1228362191,-361.249,638.172160903,345.098,344.402952817,153.563,344.152,344.123289791,394.201,858.505,184.649214826,0.850019,5.60147313629,2509,259.508061128,45.8112921415
2510,37.8201245815,1114.73478401,340.263702068,374.913160559,10.0649360893,-360.522,500.851788125,344.091,343.457991399,153.597,343.146,343.158390867,394.225,808.166,184.648406742,0.804255,4.76285913993,2510,162.005017883,63.4121775964
2511,55.6814778843,1700.95289936,314.168956116,518.851955827,10.1735383717,-360.833,861.183752291,344.788,344.125882049,153.624,343.862,343.863718618,394.27,845.722,212.187270306,0.74048,3.13480239611,2511,255.40493078,78.0842594234
2512,46.2817444836,949.689095488,351.924457478,369.957400747,9.99389899414,-359.857,471.855829572,343.538,342.912541744,153.591,342.568,342.559355759,394.297,816.071,187.761948257,0.811507,5.27609276049,2512,131.075263864,73.1378668145
2513,34.8578737224,645.560229269,386.445209885,321.4299924,9.92400485839,-360.162,439.717360305,343.982,343.305338153,153.632,343.015,343.00475441,394.356,789.414,182.165119078,0.802074,5.21183832155,2513,95.4884202007,67.2015004135
2514,42.5476061771,632.68776201,484.410933932,346.748116776,9.89071008875,-359.792,432.135066431,343.639,342.974529354,153.617,342.688,342.669203694,394.388,792.001,180.066170768,0.720196,4.29502443736,2514,60.1675276997,91.2647534653
2515,46.8202696467,595.020786773,429.528275409,319.355820525,9.80173145836,-359.711,442.009119896,343.5,342.882526541,153.633,342.558,342.555114723,394.426,781.166,178.129198813,0.752657,4.57047019878,2515,67.6441472884,78.5151449537
2516,62.8190408249,498.450152811,747.770916433,33.7214066352,9.88934265901,-359.383,409.143774173,342.748,342.050403368,153.674,341.703,341.708498728,394.488,764.195,171.155515557,0.689866,4.30394803694,2516,59.7720364693,142.76727607
2517,42.8000191345,596.088420938,377.74247598,310.31556678,9.82715327221,-359.947,362.654119232,343.695,343.043899579,153.682,342.75,342.746052139,394.526,758.26,164.474034557,0.688399,4.47378237346,2517,54.3278225352,88.2772279426
2518,54.5737194887,577.283611728,400.496546849,300.133787909,10.6650459874,-358.757,404.640760836,342.992,342.350892933,153.745,341.993,342.016660659,394.557,889.162,168.198793906,0.728893,5.77553031404,2518,72.3805097619,90.3668440423
2519,63.0897508186,527.918303769,428.738782994,348.323345594,10.0237258284,-358.848,372.510464672,342.056,341.38072114,153.801,341.062,341.034522379,394.62,790.584,168.491547982,0.734179,2.82310299837,2519,30.1698597015,104.552377207
2520,48.3338166003,827.989015253,501.924214846,277.885671154,9.94641983233,-358.65,441.843830645,342.375,341.710048747,153.843,341.42,341.417863154,394.634,779.582,172.852764279,0.856067,5.33122789737,2520,105.173189043,98.2781226218
2521,61.734460502,581.314261855,393.303674396,260.548397905,10.0606418104,-358.358,417.780391753,341.833,341.211115843,153.893,340.915,340.928808612,394.647,814.294,170.700780617,0.824118,4.88548001434,2521,65.1507677093,99.6625004832
2522,40.3648142596,636.436475878,374.893624626,240.089071387,10.1327310505,-357.19,460.766824112,340.772,340.152051514,153.908,339.845,339.846944225,394.675,814.932,174.184222751,0.84828,5.77597098056,2522,85.8782328322,64.6504011197
2523,46.7232569164,578.310921748,466.166494,274.852987011,10.0080752666,-356.949,414.474290689,340.625,339.988430367,153.913,339.696,339.679389167,394.693,779.609,169.087428949,0.822924,5.22251901542,2523,81.7603507183,88.9721172706
2524,37.5950383936,716.214278011,427.934134693,243.802382811,10.0060031327,-356.884,457.104284011,340.724,340.039353343,153.954,339.739,339.682229428,394.716,803.093,165.967011799,0.86168,4.88094682861,2524,114.700978969,73.8976007882
2525,71.9394573915,1047.7137583,509.994675441,284.112223542,10.0013271859,-356.863,615.806128785,340.6,339.959132755,153.957,339.565,339.575917719,394.775,776.085,193.725182086,0.844225,5.10388960702,2525,173.655459081,133.722055136
2526,69.8453607132,1001.64145238,518.733325769,267.731408949,10.4716925657,-356.574,532.259422725,339.928,339.204575813,153.992,338.917,338.889606987,394.759,854.715,181.895223373,0.777898,5.71623842954,2526,161.897071182,135.106280733
2527,42.2291240206,834.77941366,418.911008998,255.016452593,10.1262157647,-356.798,531.142340198,340.892,340.287852048,154.052,339.888,339.937085084,394.784,810.109,180.931078441,0.783364,5.06234188239,2527,109.44632342,91.4690431791
2528,23.3671044001,939.772908821,337.697027951,197.996555255,10.0839439897,-356.006,549.303164571,340.026,339.396160958,154.09,339.066,339.046049227,394.791,796.824,189.248398717,0.84257,4.18375659063,2528,169.124004995,45.717740161
2529,24.7187847518,894.312227712,415.095325217,73.5810758348,9.99100733524,-356.296,475.643065118,340.14,339.454309271,154.112,339.097,339.116877183,394.82,751.18,169.049973608,0.820197,4.85855213358,2529,242.028310378,57.7544490901
2530,42.1037206642,675.492153673,385.31294645,342.105407957,10.1064552873,-356.18,497.334313216,340.74,340.049543748,154.19,339.733,339.708679516,394.865,791.947,195.67041614,0.834201,5.28038665761,2530,74.7429258717,75.6498214376
2531,37.7833053445,1398.82705599,290.743403018,67.209853732,10.3594649474,-354.652,382.791988727,338.914,338.32583231,154.203,337.857,337.851702771,394.876,874.062,132.926221157,0.769281,4.69281914499,2531,309.110448323,62.2570585967
2532,35.9491365546,1196.80912905,307.215747688,356.056504414,10.062753675,-354.032,602.687948044,338.144,337.449322101,154.206,337.054,337.040266304,394.862,774.602,204.015801476,0.829471,4.85659255058,2532,189.076450817,61.6439179664
2533,23.8650868074,1444.42031027,192.774731361,396.853328439,9.78961006825,-353.771,727.37713931,337.329,336.701797537,154.183,336.259,336.272529248,394.883,738.946,188.109572731,0.739237,4.77867851043,2533,268.658033299,36.5380969159
2534,28.3765022608,509.994539962,421.282691637,63.9994739222,10.4109215753,-353.455,369.495295666,337.547,336.892506597,154.185,336.512,336.508772787,394.907,843.752,162.588750649,0.841547,4.92267613723,2534,81.276605012,61.8766952345
2535,27.7161874978,69.7047035131,133.172512156,63.7191007418,10.1165871675,-353.91,66.6198672653,337.56,336.92551945,154.206,336.588,336.561388083,394.952,816.086,52.7021203673,0.822492,5.09742718117,2535,1.03850235796,32.7669247085
2536,40.9865679486,617.2919812,539.214955106,441.692847197,10.1438688938,-354.117,509.552889542,337.869,337.290191192,154.254,336.9,336.926268284,394.985,813.557,175.803580541,0.706215,3.74356584439,2536,48.976781494,104.463152126
2537,20.6017172591,961.366684978,288.645584074,285.420708823,9.96568575073,-353.757,531.649620043,338.418,337.79607539,154.284,337.471,337.440140388,395.013,809.064,185.743681201,0.752951,5.0092827585,2537,130.694129692,41.8393724071
2538,30.4395902885,525.73991941,513.394964186,347.814302932,9.67566725704,-353.012,403.945581496,337.024,336.388925378,154.315,336.008,336.022096539,395.026,710.777,175.756003693,0.799961,5.17154848847,2538,44.9670458745,75.1758579007
2539,24.7298635712,561.246017203,268.94812781,347.05664558,9.90315162187,-352.853,413.069283974,336.823,336.173191035,154.316,335.795,335.792603488,395.041,769.07,186.090995661,0.816303,5.0633314306,2539,26.3561968556,42.0393429736
2540,51.3701228866,981.44413503,640.115262604,301.201182499,10.2107508116,-352.328,670.412958006,335.903,335.259040964,154.35,334.96,334.952441013,395.122,831.5,215.175936286,0.821628,5.64568717377,2540,110.303897298,131.20435015
2541,35.4508783637,757.119773193,464.900185381,430.880787255,9.92826733904,-351.94,540.75346306,336.354,335.736839907,154.353,335.422,335.407806567,395.16,783.747,209.291648151,0.834185,5.59775307466,2541,67.1514546588,74.3390173837
2542,21.0079332424,1028.36780967,245.095848188,109.760597848,9.85657989634,-352.069,722.56817983,336.211,335.576629738,154.389,335.287,335.28623891,395.152,732.656,217.098133383,0.867547,5.2522838942,2542,155.538516632,35.7396547001
2543,41.1473597311,1059.8533093,319.491804453,278.419050897,9.3817504091,-351.405,564.708987741,335.871,335.215692199,154.413,334.928,334.921285245,395.202,684.444,199.144972595,0.833609,5.79030115561,2543,158.865612695,65.540114481
2544,38.1601083861,741.263897316,446.038960844,428.40529677,9.92576679578,-350.618,532.58482688,335.143,334.542200996,154.418,334.197,334.202591735,395.214,781.257,189.687120859,0.7808,4.95404145278,2544,75.553752335,81.6862773983
2545,50.8238239639,678.31924461,470.442698791,524.578576387,9.67059285282,-351.444,593.065240144,335.896,335.183484512,154.442,334.865,334.839381026,395.272,730.177,212.080654063,0.841287,5.4895785528,2545,36.8118490249,87.9183666802
2546,42.898295669,650.031185358,479.433499872,281.934681756,9.60989454773,-350.387,458.517460304,335.069,334.397392194,154.469,334.062,334.04511717,395.357,734.078,186.988910599,0.832883,5.54672588223,2546,86.561309902,83.8237271796
2547,63.920220338,580.1464604,456.440736153,296.945431762,9.81154668022,-350.947,522.982112411,335.218,334.650846492,154.473,334.243,334.272175653,395.346,779.305,199.662293767,0.789473,5.38851309493,2547,39.335350239,111.961996482
2548,40.951287212,661.121385946,388.928054372,392.715871092,9.67408514013,-349.437,495.019559361,333.535,332.858202848,154.533,332.404,332.422326647,395.392,735.939,196.486080306,0.823409,5.61839795193,2548,67.5526709667,72.0280008872
2549,38.1710308722,643.080675527,438.769886518,411.084951499,9.77629274783,-349.651,518.160891855,334.02,333.360971092,154.523,332.946,332.921556896,395.395,754.204,202.539135962,0.830033,5.75026299696,2549,61.0080444062,72.8306591915
2550,43.7535467716,521.869254462,415.677458019,435.349557884,9.93661816669,-349.521,472.766396697,334.478,333.863509082,154.502,333.432,333.415781198,395.509,784.365,190.660085047,0.800874,5.33439908231,2550,22.7403744824,91.7553909358
2551,50.4079134875,636.451553631,571.404482966,437.088230726,9.70069582861,-349.143,486.497888976,333.803,333.192107443,154.519,332.766,332.753111195,395.554,750.98,191.985606086,0.785221,5.50699765992,2551,50.5732246534,98.7575979216
2552,50.8877282483,652.094618203,482.396954608,417.886184119,9.45763398327,-348.557,501.786829898,332.542,331.926894771,154.541,331.547,331.546979114,395.593,709.56,196.493395425,0.790779,5.66864192575,2552,63.4615432791,107.0540802
2553,45.9563521017,716.397168333,478.368858401,416.380875032,9.51149737007,-347.938,565.592650176,332.603,332.017344759,154.574,331.65,331.646884577,395.623,733.622,203.753719036,0.803241,4.71740446829,2553,86.0975148778,81.087147662
2554,33.8008804437,846.151552458,350.760099706,213.220557231,9.72355040303,-347.44,553.509226839,332.254,331.620010465,154.595,331.252,331.24550808,395.645,747.488,197.700706659,0.823356,5.01921443101,2554,112.447917072,65.0248113354
2555,38.2190418542,671.099483226,363.977669869,204.000778084,10.098754429,-347.345,454.846273007,332.217,331.596241489,154.651,331.148,331.158580838,395.663,827.474,180.684389452,0.835081,4.80710441237,2555,134.880429251,76.200998136
2556,22.6982710712,794.02749526,109.543282112,184.767520735,9.51362281174,-346.026,333.426283285,330.949,330.287337748,154.693,329.914,329.882445348,395.67,713.462,151.926584818,0.785878,4.38317250934,2556,143.80271746,24.034635787
2557,25.0743834599,753.155952617,199.630241912,137.081545662,9.85076232384,-346.181,280.079389513,331.133,330.487913412,154.701,330.082,330.077456477,395.681,771.569,134.123523604,0.821162,4.70529583555,2557,150.645620247,36.6398914312
2558,26.4762791937,535.961330829,203.538675043,134.047788679,9.83276828915,-345.281,251.402814435,329.708,329.044685724,154.706,328.683,328.677198522,395.732,752.998,133.47328113,0.835123,4.8485439793,2558,94.1266222721,44.3395152112
2559,28.3785026491,718.818459291,266.783545793,119.124755591,9.62158943341,-345.256,334.536828764,329.772,329.139969101,154.725,328.733,328.734877954,395.751,717.591,149.880646953,0.818466,4.96996464334,2559,126.266044474,44.6245679613
2560,29.4891983336,708.834549122,175.451233555,148.143099918,9.73556089129,-345.157,364.752073005,329.895,329.209353986,154.723,328.871,328.857218831,395.86,734.093,162.880192024,0.828481,4.9447789338,2560,106.655110891,40.0827718837
2561,22.5315843465,976.703387545,154.574220549,249.84117115,9.56005448681,-344.217,475.283101802,329.157,328.512302084,154.765,328.16,328.136895073,395.905,710.357,174.835193834,0.778771,4.78323945251,2561,154.530744848,28.6107514425
2562,50.8966334163,680.17811349,537.234014454,240.49898611,9.67620218495,-343.318,388.158233092,327.98,327.323670276,154.763,327.0,326.985750628,395.872,761.487,164.922338524,0.777119,4.78805355898,2562,127.676514489,112.086201808
2563,24.2052338658,678.659272278,263.317092856,171.041417082,9.62435161151,-342.795,322.332285481,328.253,327.602426474,154.789,327.284,327.28901492,395.91,759.225,151.767884839,0.82328,4.95196385654,2563,118.709564697,40.7125401005
2564,43.219362672,1030.99087628,457.549908761,291.680213646,9.34697317126,-342.606,565.302763646,326.945,326.326227659,154.884,326.029,326.0229264,395.895,688.544,191.372618101,0.865796,4.73189289112,2564,139.337298879,90.7497952871
2565,26.9172918926,1467.1782921,279.75015361,26.1574181246,9.87699761465,-342.516,471.02360316,327.122,326.517134174,154.888,326.268,326.228331653,395.898,784.917,161.256639109,0.792825,4.49729115813,2565,258.524041253,47.2516311015
2566,37.9262558018,1087.80898397,272.663745215,281.681485726,9.76698814314,-342.279,527.122454119,326.398,325.722361037,154.894,325.403,325.425366721,395.917,738.155,179.143762001,0.80063,4.87841079991,2566,202.673368714,60.568380919
2567,40.0529134667,852.801046635,334.662027185,287.612368801,9.48123108862,-341.821,532.880391357,326.729,326.067890744,154.893,325.787,325.756197701,395.95,705.642,184.693539287,0.832781,6.01618589605,2567,165.317608133,63.8053500755
2568,38.3273134696,727.620199413,343.526217455,59.7864660425,9.42950438336,-340.398,414.655533596,325.534,324.88394356,154.919,324.561,324.580098554,395.93,705.19,167.138123851,0.805942,4.9770569347,2568,175.388182683,71.6121421971
2569,74.312646016,877.206928431,594.254989439,253.971933934,9.46046178843,-340.831,597.732775959,325.706,325.088554041,154.954,324.761,324.769671219,395.955,717.611,200.895135685,0.859211,5.55529095973,2569,114.816061434,138.474618923
2570,41.8112370776,1169.78337405,710.842744675,315.58074539,9.70678599783,-340.157,656.579548463,324.973,324.323624691,155.002,323.966,323.944204402,395.967,746.191,186.442706356,0.843651,5.74831905337,2570,232.014923335,111.011591913
2571,35.8657556851,890.951606749,256.177106902,36.3366341429,9.48066215449,-339.884,323.998162022,324.406,323.763742348,155.02,323.336,323.294734971,396.011,723.106,125.744357198,0.852124,5.7342841562,2571,267.712695121,47.0889469651
2572,34.8788400388,903.641216488,260.379521677,265.930040716,9.39192604628,-339.998,640.042881584,324.654,324.080313105,155.007,323.574,323.594787354,396.062,706.236,205.168053447,0.83845,5.80117487927,2572,154.683480712,53.6686959258
2573,43.6802323294,883.660535749,451.663487788,183.752584121,9.29361326974,-340.258,502.880764497,324.769,324.128465626,155.051,323.771,323.765194229,396.125,696.791,180.23899834,0.838378,4.79188176239,2573,186.682847787,89.8629413514
2574,39.1783677537,1016.94431389,203.571372091,257.323238577,9.13895822441,-340.176,482.390956963,324.93,324.338152853,155.069,323.959,323.945270148,396.144,664.809,177.101652607,0.827406,5.59673400851,2574,190.480722295,51.3266140919
2575,53.1220905472,947.34952919,451.975978077,154.049818398,9.54914048045,-339.557,493.503710026,324.264,323.582815712,155.084,323.28,323.267008635,396.182,729.022,169.063087861,0.816787,5.07524487777,2575,193.155080043,101.921600847
2576,33.2682790673,799.247207376,307.179080632,158.43904155,9.23391429842,-339.265,431.017547106,324.396,323.839422685,155.104,323.43,323.452614206,396.224,687.154,164.377112745,0.853609,3.27317476592,2576,143.424430039,66.2030407758
2577,31.5219032116,779.596383658,299.457506275,157.930678077,9.14732514273,-338.935,485.661737029,323.664,323.060576308,155.101,322.738,322.72435914,396.207,688.069,176.525650689,0.83307,4.6388733519,2577,133.483976191,56.9883397715
2578,45.9181386881,753.796931052,301.909429323,64.4211440105,9.40629505577,-338.423,422.328913279,323.189,322.498188316,155.162,322.107,322.098037292,396.246,703.759,167.875471676,0.822935,4.68619888734,2578,124.548992087,75.0064639492
2579,49.0109383525,565.171376748,456.390417347,302.960277643,9.56308463517,-337.818,413.809384795,322.422,321.788119944,155.191,321.47,321.460989161,396.29,744.947,174.151340172,0.760067,4.76292514481,2579,69.4180744469,99.8594691941
2580,23.6350331553,673.10954391,169.798499865,300.916773056,9.35378246592,-338.261,455.133805434,323.605,322.958160095,155.204,322.641,322.640798138,396.296,687.083,172.023350615,0.81909,4.75993842181,2580,115.562307942,32.34865338
2581,30.0255579986,633.524026866,294.783898422,150.582495161,9.24295766805,-337.569,463.365457515,322.418,321.763039429,155.171,321.426,321.42515055,396.351,696.74,186.265292595,0.774153,4.82877840889,2581,80.2497117088,56.9688844528
2582,40.4346941123,701.887631515,397.472548531,316.59770446,9.80877813532,-337.15,489.603904052,321.599,320.946395401,155.177,320.686,320.637150693,396.376,776.285,187.704464256,0.79346,4.83765754213,2582,109.591768065,73.54498358
2583,14.4205630729,645.712894112,66.4486343892,34.8816565006,9.08442041188,-336.646,260.153427327,321.999,321.483422999,155.227,321.102,321.142220141,396.425,671.069,103.090581346,0.848171,4.72079151719,2583,244.879911694,13.6193982797
2584,23.4062807315,744.560439415,160.801803155,61.3567666663,9.11183498388,-337.055,530.084759874,321.508,320.821620078,155.228,320.534,320.498103419,396.462,658.737,186.49376484,0.839946,2.26088541532,2584,147.771550586,37.7616630657
2585,19.5624336442,770.383974692,174.187564612,325.186778679,9.25998683746,-337.134,493.093044777,321.861,321.292792107,155.175,320.914,320.946873496,396.52,691.799,184.573768203,0.829661,4.35713978305,2585,86.3350871306,27.9930302928
2586,31.1314723961,666.602933385,146.518449535,267.629669826,9.3257836683,-336.395,405.336155441,322.156,321.490775058,155.193,321.196,321.161279363,396.507,707.513,163.705153212,0.843722,4.83286062187,2586,85.2980401785,34.8645560669
2587,53.7927741265,580.309647356,673.536835905,129.069448565,9.22184811601,-335.568,471.540471566,320.283,319.602424923,155.217,319.178,319.197763639,396.521,665.081,179.170531032,0.869152,4.91978911811,2587,66.7708171363,122.919375828
2588,31.7599519279,588.297729272,383.720190193,373.64720195,9.29547188749,-335.825,443.168053003,320.486,319.800850113,155.281,319.394,319.401114039,396.528,664.577,185.251990511,0.799657,5.8078957672,2588,40.6466665057,58.0693306719
2589,36.7355189455,451.76088148,370.128184997,354.558673895,8.96874102096,-335.792,387.419727139,320.072,319.490241138,155.287,319.076,319.066759003,396.574,637.488,172.482597781,0.773036,5.64794001494,2589,28.145901083,58.9597394073
2590,21.6281043942,575.754728543,133.848088915,60.4271012925,9.52529040779,-336.687,434.28835572,321.55,320.941456913,155.326,320.595,320.60066164,396.595,752.4,167.465919754,0.791601,5.61012248405,2590,169.502733451,24.1511420217
2591,22.5292904394,637.803928181,119.754671426,413.633302906,9.21640700214,-336.435,452.295286554,321.243,320.596150673,155.369,320.251,320.248227956,396.627,678.45,181.070501985,0.744465,5.63372622744,2591,48.3081289493,25.1341366213
2592,47.8329143044,656.888712317,401.457873398,256.95257765,9.12915916618,-336.279,502.54878172,320.886,320.291279024,155.405,319.909,319.951438242,396.694,670.115,184.081083663,0.719784,5.84974948461,2592,77.4901372034,71.8461020173
2593,27.2353814459,613.351095924,359.018171169,301.115690723,9.31275542092,-336.622,424.018020844,321.121,320.493240923,155.439,320.143,320.123679627,396.694,698.717,169.943736995,0.791454,5.45133456966,2593,98.6892858265,50.7677670807
2594,49.2541546222,792.512081781,580.096338025,317.902382641,9.42411484351,-335.967,468.341618242,320.966,320.339193288,155.456,319.989,319.979073444,396.717,715.469,180.956888801,0.756491,5.57335404509,2594,108.29380423,103.111878148
2595,35.3404072917,807.450125335,166.557611444,313.856974367,9.36956711281,-336.297,456.104953063,321.367,320.782898362,155.516,320.406,320.42848208,396.796,694.046,175.425866716,0.799327,5.65106026437,2595,121.360568843,40.2182606847
2596,51.4070641958,541.36511229,398.687996027,388.462410695,9.3887447429,-335.157,464.793440742,319.632,319.013411022,155.541,318.657,318.662237758,396.804,683.176,181.609860546,0.768226,5.61919409369,2596,32.7865186103,79.0813878346
2597,65.8999975999,544.635100297,527.215222093,398.162352112,9.21826427168,-335.111,482.860394591,319.666,318.998538929,155.557,318.688,318.659398775,396.842,683.393,186.121000467,0.800329,5.76548316707,2597,39.555317674,129.425336408
2598,41.6716384095,710.558978203,298.990080907,334.57150583,9.16782225583,-334.774,487.895260076,319.992,319.379832499,155.598,319.081,319.049419293,396.84,680.425,183.309535757,0.800653,5.5066365246,2598,70.8488091984,68.4393121324
2599,32.2465152101,793.12979947,166.52938939,289.96296483,9.55332527107,-334.246,505.868057925,318.996,318.371841931,155.612,317.971,318.00842488,396.884,735.358,184.751542631,0.799409,5.7963026214,2599,112.772670329,38.2997881982
2600,34.5551358374,705.444095988,269.415281514,299.021017546,9.33336979853,-334.626,504.610275708,319.812,319.24149218,155.66,318.851,318.825845053,396.869,694.601,182.855189564,0.798042,5.72467588075,2600,97.8588015698,47.1954714877
2601,32.4621157065,785.204345114,179.282294122,345.351150957,9.15491105886,-333.497,598.270157936,318.892,318.305870587,155.696,317.885,317.891035582,396.87,665.651,193.62798887,0.883785,5.75713135364,2601,88.1218172617,32.6982707939
2602,36.9566139192,826.611200072,153.288033207,340.527045109,9.407797347,-333.628,560.275432038,318.909,318.30747991,155.734,317.895,317.8940285,396.885,729.659,183.722718205,0.785124,5.65307895225,2602,130.141872585,39.7911525956
2603,42.1686678006,861.166302146,480.222005886,374.715509157,9.3299012246,-333.646,503.183272331,318.193,317.604872579,155.775,317.189,317.17610399,396.937,694.896,176.085865222,0.802572,4.65247234875,2603,99.2030233333,82.6728179779
2604,37.0170215495,629.158745912,348.929040734,356.835789329,9.37015365339,-333.001,423.785128499,317.646,316.993014758,155.8,316.61,316.587610204,396.937,696.219,176.878341713,0.730587,3.88311605088,2604,55.9220743481,62.5263640839
2605,41.0042743654,590.317145935,272.468444882,49.4287220936,9.31395291062,-333.329,380.028505606,318.482,317.85899751,155.805,317.483,317.461146576,396.98,695.344,156.733303283,0.841677,3.86965445557,2605,138.348648915,54.4986963093
2606,39.1804706368,528.465293911,333.697377281,211.117720619,8.87868523616,-333.048,363.576690779,318.419,317.833554277,155.827,317.448,317.418355379,396.996,635.479,165.046192298,0.804504,4.25754371302,2606,37.2913413924,68.6843288524
2607,50.3175208888,587.823096811,314.976252755,46.506126719,9.16746580044,-332.564,328.71499128,317.383,316.746054999,155.902,316.408,316.399632664,397.034,676.675,141.628936575,0.806556,4.05170855409,2607,159.390260098,77.9496542065
2608,65.1814036507,629.37796169,421.581355697,49.9746974144,9.4955008274,-332.22,331.890487447,317.132,316.599424318,155.936,316.23,316.263936097,397.043,717.982,147.559120231,0.827581,3.44424447047,2608,144.375758259,112.119676907
2609,38.6517658443,499.320279193,359.361720312,268.508091774,9.21310707732,-331.987,357.727691096,316.661,315.9817735,155.96,315.708,315.670193087,397.104,676.553,163.608727341,0.843213,3.98142644171,2609,50.5492862584,65.929223025
2610,35.0570308134,683.915549879,270.384302516,271.452086393,9.15586817393,-331.312,450.1176537,316.538,315.918560033,155.972,315.571,315.576960713,397.109,664.288,179.46341703,0.868101,2.98243642312,2610,88.858814513,60.246173608
2611,37.8846390622,620.062265296,298.928979965,276.962704235,8.96475153804,-331.725,391.982683538,316.939,316.369390174,155.969,316.085,316.084558458,397.142,632.742,168.838088845,0.787656,4.19826402683,2611,95.5986204518,62.4106496255
2612,50.2289669728,611.293258439,346.211447141,273.892272687,9.15000786467,-331.265,407.420343971,316.668,316.06179569,156.005,315.728,315.737347981,397.166,640.922,176.481852432,0.907366,5.01008258675,2612,80.2999390915,84.2798336732
2613,138.749245397,630.277400987,383.465754148,261.007185961,9.08671106414,-329.875,401.854971768,315.496,314.858754136,155.985,314.531,314.510716589,397.221,666.433,165.507587083,0.895668,4.28295422475,2613,95.8222082271,142.331094548
