AverageAbsY,AverageDiscountedReturn,StdForwardProgress,MinForwardProgress,AverageReturn,AverageQ,MinReturn,AverageY,AveragePolicySurr,PolicyRegParamNorm,StdReturn,AverageAbsQYDiff,AverageAction,MaxReturn,AverageQLoss,MaxEsReturn,MaxForwardProgress,QFunRegParamNorm,Epoch,AverageAbsQ,MinEsReturn,StdEsReturn,AverageEsReturn,AverageForwardProgress
0.0256922898026,16.9059471773,0.0482384734495,-0.0759950717363,24.9756334252,-0.00768725,4.50603172736,0.0256922898026,-0.0210471,14.1287,6.01899449347,0.033379534727,0.000340448,42.2552834751,0.00128293,41.7838495521,0.227253967791,14.1917,9,0.00787177,0.19224598296,8.77502431692,23.3073416602,0.0889036834654
0.057542010129,7.63211981396,0.0497991328667,-0.0949351550093,10.0002060833,0.0573656,-5.07047187556,0.0574627345343,-0.0974505,15.0187,8.05687421174,0.00485977990134,0.997007,42.9881127471,8.22744e-05,71.9777595834,0.201902810978,15.0774,10,0.0574121,-0.954913732234,18.6884469376,13.8147369403,0.0154892449383
0.130834777715,44.8528086342,0.0448183346883,0.379743274706,80.4120450492,0.130747,64.2360726278,0.130831042585,-0.161748,15.3682,6.31427506606,0.00664430302665,0.989321,99.043640633,0.000142922,26.5802302313,0.62385869511,15.826,11,0.13075,0.0817359550035,6.36125193141,7.9766069283,0.489271552054
0.176667734254,-10.9914059204,0.0719181169355,-0.559692162351,-31.7245626463,0.176606,-49.8155795527,0.176658586034,-0.197773,15.7004,9.30063276983,0.0080096536359,0.926915,0.319558186559,0.000212096,86.8655210229,-0.160279328949,16.6347,12,0.176609,4.21090838856,30.7167665271,54.3155775759,-0.410550239672
0.226216255969,10.9862363843,0.0370632907864,-0.0533463407412,14.1943546581,0.225891,1.66604351111,0.225977688805,-0.286833,16.0587,4.75710753229,0.00953365079606,0.999482,33.4701563985,0.000369047,85.0615589134,0.189654535369,17.6445,13,0.226128,-60.3558602321,30.2369785904,8.52745380901,0.0441882509427
0.307433677643,5.08558132161,0.0276229406521,-0.0724367128001,5.91815742149,0.306515,-3.60726107998,0.30662321574,-0.360381,16.4964,3.58810342773,0.0123092386323,0.98471,17.3770445065,0.000643015,33.7152117036,0.0904463913431,18.4846,14,0.307326,2.46608233381,8.80436312813,15.5776583558,0.000341160456433
0.369726308357,5.29471577061,0.0334940474604,-0.082853488374,6.24959572135,0.368978,-4.3511681429,0.369041831096,-0.411096,16.6097,4.31999170051,0.0139853465227,0.960748,22.4649676158,0.000818103,12.5121312219,0.124588723467,19.3354,15,0.369687,-0.354456027731,3.35873565255,6.31073454741,-0.00238626731046
0.415927805864,5.68458833969,0.0318533164164,-0.0815931441845,6.71855035452,0.415578,-4.14093939651,0.415627544111,-0.447515,17.1741,4.07453605492,0.0164966864861,0.958393,17.2899037896,0.00111605,15.9418578507,0.0852779289952,20.1832,16,0.415903,-3.47848580487,4.49965767339,5.54552078913,0.00210485500033
0.453604058751,11.1875099936,0.0459100849861,-0.073721006073,14.6156130704,0.453481,-1.54317993441,0.453487849862,-0.50112,17.7472,6.29709188196,0.0180966369926,0.974539,33.826080952,0.00127398,32.9047001939,0.185197151055,20.9623,17,0.453595,-1.79724591258,8.21779938008,12.5877429776,0.0466123533741
0.509615683254,5.98545118505,0.0391290065736,-0.118119178868,7.31350048836,0.509473,-8.38363879022,0.509536776689,-0.567658,18.0778,5.50658101571,0.0210696007929,0.988238,59.8663762947,0.00162887,28.4586384649,0.333102444894,21.8005,18,0.509546,1.96518369439,6.03294471215,14.0993743125,0.000124245030568
0.565600223779,10.6850157185,0.0792728745813,-0.0743545530709,14.6600200204,0.565553,-2.47736948694,0.565551687993,-0.61083,18.329,11.8599137414,0.0225375861705,0.982284,50.7007517568,0.00186296,36.4282241873,0.30275534792,22.5739,19,0.565602,-2.63509405616,8.2420596559,10.2526070733,0.0476350616329
0.602858275895,7.72168683528,0.0459436995396,-0.117744925572,10.40121611,0.602874,-2.72738657574,0.602826228484,-0.64035,18.5286,7.60510427598,0.0233982748302,0.972315,34.6647310277,0.00196767,38.0509001241,0.166243227726,23.2578,20,0.602921,0.483628291106,8.8808182655,11.5741946169,0.0111321784527
0.637884911738,6.90767375838,0.243549592633,-0.617289065179,4.21418890749,0.637818,-50.3499827183,0.637824419377,-0.679663,18.7223,31.8481071922,0.0250248002176,0.949408,126.40512415,0.00219131,36.5197457027,0.716296327388,23.9404,21,0.637867,2.95899840906,7.91139391045,11.1037781849,-0.13926303612
0.677448891057,-2.45864601839,0.278670757609,-0.660359596948,-16.7699921564,0.677334,-53.2560753321,0.677331335275,-0.726226,18.9539,37.4801276468,0.0267193672671,0.933616,131.113938506,0.00226235,64.9386352141,0.779652127793,24.6377,22,0.67747,-41.8170297097,30.9855535364,8.11267510976,-0.326309536176
0.716517049455,42.1866004655,0.208666913964,-0.325716671128,94.3301773206,0.716243,-11.5538201556,0.716182243327,-0.753443,19.1398,28.5204090768,0.0291669627318,0.961077,131.637293497,0.0027363,29.4808893203,0.814160048146,25.3226,23,0.716618,-41.9753865303,23.0528775651,-20.1012351461,0.53671313997
0.755740620374,46.6701588992,0.150632909483,0.115521390396,95.5159284548,0.754919,32.6207411482,0.75491317974,-0.784741,19.2911,22.2331006166,0.0317366841714,0.976208,125.461093871,0.00333776,119.474274452,0.780902668013,25.989,24,0.755727,7.69629802718,32.7700359058,81.2090477529,0.571288612521
0.802695430644,21.3484888698,0.166817825397,-0.197954858543,37.3938051304,0.80114,-7.03389529945,0.801253814196,-0.839271,19.4649,23.9421096861,0.0344053478421,0.979431,110.865788666,0.00372938,124.940904574,0.646516205513,26.6627,25,0.802527,19.6384204647,37.6760680195,73.3704422953,0.158113729032
0.854219561011,38.6923740518,0.4229295412,-0.45672760308,86.4791313028,0.852533,-31.2230545265,0.852528070959,-0.884097,19.5997,52.5369077164,0.0365347568438,0.98637,160.126777692,0.00461499,128.053530097,0.92530484833,27.2904,26,0.854174,4.45306908192,39.9285940746,83.3873595489,0.444919302601
0.908009698887,12.4781617468,0.161329802867,-0.495294023786,15.9984896963,0.90596,-43.2299994326,0.906094623585,-0.97457,19.7676,19.4335692553,0.0397868984176,0.954125,64.5901547441,0.00511642,109.685462953,0.387211292783,27.9344,27,0.907856,23.8034817329,30.391408912,53.7551156477,-0.0122073192286
0.981956865896,31.4726806935,0.0762018287188,0.0726452704178,48.9169666681,0.979669,23.4163096614,0.97986649619,-1.03513,19.8664,10.5438533771,0.0430712601749,0.972748,90.6737854095,0.00596655,39.2538947553,0.576305116649,28.6314,28,0.981809,-20.5346653316,15.4027207667,17.1660795525,0.271477069623
1.03418868065,23.6070733894,0.0518638657986,0.0592739348595,33.6235836712,1.03226,18.8577172653,1.03229692139,-1.08413,19.9712,7.27457032646,0.0445254513717,0.972791,61.3933875822,0.00631501,46.4950981778,0.361054783664,29.2293,29,1.03427,1.28734811671,13.9059200141,30.2856276157,0.176030826895
1.09215371342,16.0064631073,0.0682572259044,-0.0696376834847,21.7911348867,1.08989,-1.47505986446,1.09008499968,-1.1429,20.0928,9.42649997143,0.0475306101827,0.975167,57.5006340481,0.00712727,62.1251548712,0.343521283419,29.7877,30,1.092,11.1443575249,12.1781384509,33.8148722517,0.0969737003606
1.13679284894,15.1223691382,0.0592851215259,-0.0478429753102,19.8753300967,1.13428,3.49493919981,1.13454703379,-1.17238,20.2513,7.95780992377,0.0541517545715,0.981082,44.500377009,0.00862375,40.3658477252,0.269259789894,30.4638,31,1.13663,6.02020249017,8.29099291722,22.403231773,0.0850658364804
1.17787413714,16.9531440488,0.0481434781953,-0.00245663321314,22.764344314,1.17508,8.26436297684,1.17523535714,-1.22264,20.4304,6.5882255522,0.0549130765307,0.981136,50.9924927585,0.00881265,36.6979370251,0.299525518323,31.0406,32,1.17776,13.1782535206,6.64609657284,20.7369676373,0.103238231502
1.23073587731,15.2019811219,0.0512755176539,-0.034007252592,20.4457219352,1.2274,3.65979988952,1.22768173021,-1.28052,20.636,6.90442627372,0.0589888906802,0.972853,55.7291638235,0.00984101,43.9479892126,0.335595195917,31.6215,33,1.23044,3.27588702843,9.1207277413,19.905590056,0.0887447753786
