Epoch,AverageReturn,AverageAbsQ,StdReturn,AverageAbsQYDiff,PolicyRegParamNorm,Iteration,MinEsReturn,AverageAbsY,AverageQLoss,AverageAction,AverageQ,AverageDiscountedReturn,MaxReturn,AverageY,AverageEsReturn,QFunRegParamNorm,MinReturn,AveragePolicySurr,MaxEsReturn,StdEsReturn
33,312.496922098,1.96302,225.266972123,0.102707363903,22.6379,33,-51.9229355554,1.9653699152,0.0346341,0.784663,1.88991,81.4734419639,630.999995422,1.8905251721,259.375558346,19.5708,11.9595656576,-2.17737,440.810879353,185.786886474
34,301.535082984,2.0592,75.9647539499,0.105486860802,22.9732,34,-61.9259639751,2.06195449456,0.0362446,0.742407,1.9908,120.9043956,541.502069786,1.99159598331,72.773196616,20.0839,188.432292381,-2.27858,311.617480719,109.874949383
35,187.061948948,2.18577,144.720858541,0.112903548052,23.3781,35,-24.5665839607,2.18792586397,0.0410073,0.769833,2.11769,63.776184093,527.805863798,2.1184124042,198.505141603,20.5958,-27.2471843156,-2.40793,528.767335542,216.522709942
36,451.434730652,2.31478,250.33094273,0.116518006584,23.8084,36,-3.40565333416,2.31711530754,0.0453545,0.822668,2.24954,127.708961002,1208.4810269,2.25026588541,117.022302583,21.1839,151.05039676,-2.53217,345.155619515,117.493239493
37,84.7920643831,2.39365,62.2392250332,0.125041412523,24.215,37,70.0343327948,2.39600404559,0.0518068,0.869319,2.33113,47.9510387148,555.331665345,2.3321544187,204.922207634,21.6824,-37.5960791627,-2.62791,372.722779338,126.411775607
38,12.755237781,2.51258,144.531466381,0.130550255165,24.5266,38,-33.8135468892,2.51521208831,0.0552666,0.785954,2.45088,8.64583169438,858.853945807,2.45173993418,111.242409499,22.1574,-127.052398929,-2.74129,391.495496281,138.931044896
39,103.056781374,2.62677,69.8906221791,0.137639638942,24.9928,39,-3.20845127676,2.62961757125,0.0627404,0.825191,2.56136,51.9280237897,282.70935215,2.56226466304,111.48071375,22.6843,-118.414420656,-2.85959,414.735386439,126.531261129
40,187.552154983,2.74444,175.21786182,0.14246790843,25.3189,40,2.940516315,2.74686961266,0.0645289,0.807014,2.68252,47.5239579156,744.673908292,2.68366097321,90.0790524584,23.178,-67.2452950276,-2.99476,226.517001302,93.0513132246
41,168.213524381,2.84529,99.8449281408,0.15245550277,25.7608,41,-6.28722282952,2.84824885493,0.0712285,0.809319,2.7903,74.0710871439,489.997722958,2.79136517162,152.316329553,23.664,-20.6062169093,-3.10215,346.411889893,126.047652933
42,72.7899792917,2.97545,98.5908922092,0.158846962589,26.2075,42,-41.1081887522,2.97850109885,0.0795129,0.783673,2.92192,34.1466972134,242.821001589,2.92334432547,55.7730320115,24.1049,-94.8867087249,-3.23695,225.695865345,93.417217153
43,250.269371063,3.05982,211.225393537,0.170238831099,26.6734,43,0.681038920293,3.06268417993,0.0917232,0.802871,3.00934,69.5501688373,964.657703864,3.0107427604,139.419373729,24.6398,-64.0024224236,-3.33221,365.270240745,132.275420693
44,109.882607766,3.20863,252.188068386,0.166384080231,27.1994,44,-63.2710645214,3.21153235333,0.077987,0.809927,3.16296,12.7436188686,1018.41951662,3.16403381327,58.9525780116,25.0337,-219.755762209,-3.47992,384.05373665,149.89955205
45,104.007776795,3.32006,60.7005930491,0.184904524431,27.6656,45,-23.9301171164,3.32307941455,0.107811,0.852866,3.27613,50.2325913789,204.148424771,3.27754040323,67.5322861636,25.4904,-171.187781292,-3.60248,271.328015449,98.1503444426
46,310.240931057,3.46149,238.858356687,0.187606737964,28.0022,46,-16.7399659337,3.46465839489,0.100104,0.785865,3.41743,52.7743322439,910.802329115,3.41866526088,70.6982937005,25.886,10.5934944398,-3.74836,228.360867422,94.2498741451
47,120.378858001,3.57657,182.850399654,0.198077221227,28.3828,47,-41.4849571342,3.57927295284,0.122022,0.86603,3.5319,39.3880133264,1049.59960583,3.53309187463,54.2816321928,26.3328,-303.141810002,-3.87605,222.580076813,80.7237497464
48,215.575162867,3.70187,183.843242534,0.204847134335,28.592,48,-33.6356786942,3.70516943661,0.13047,0.827341,3.66148,58.9010702173,920.012338378,3.66319952238,57.3684872362,26.7288,-43.7026799216,-4.01539,232.304447385,76.5126434434
49,256.188067259,3.85951,219.740021586,0.214192257615,28.852,49,-38.4913289785,3.86288977894,0.139064,0.841675,3.82383,69.738660467,909.000293043,3.82585566262,90.3174049631,27.1726,-21.0997935342,-4.20113,313.537803104,111.839693047
50,65.9971235192,3.97439,112.531186753,0.21665278706,29.179,50,-12.3578169856,3.977772706,0.149642,0.824067,3.94171,24.8190558292,324.732477446,3.94317729554,35.7079894922,27.5782,-100.558296081,-4.31738,162.244303288,46.9646689569
51,210.3049529,4.13593,75.783665772,0.225794559933,29.484,51,-25.7380296465,4.13959500146,0.166514,0.886851,4.1085,108.732927822,385.703347537,4.11029859611,25.1363999277,28.0165,20.680862447,-4.49395,89.8888972821,32.1403902528
52,191.360639208,4.26451,232.591628835,0.232178682307,29.871,52,-59.3453393767,4.26765391003,0.174003,0.839238,4.23877,31.9352287176,907.471865771,4.24080442264,38.4268081325,28.4001,-60.3263268666,-4.61856,179.213616081,70.7173303879
53,1.21549191178,4.42215,61.5065148522,0.237249101712,30.153,53,-80.6091343201,4.42389846992,0.181124,0.809695,4.39721,1.17434566502,247.823144891,4.39880162057,38.7631352147,28.8151,-165.694548011,-4.77118,389.154943482,116.765927557
54,88.2412362724,4.5387,106.385366557,0.244276564448,30.4659,54,-27.1880966798,4.54091554077,0.193773,0.853064,4.5144,35.4104669757,348.939995052,4.51647795109,40.8816954932,29.2361,-99.7983103906,-4.89206,355.073060398,106.283001221
55,279.586817885,4.70861,196.714309079,0.241588525653,30.757,55,-2.43088878898,4.71122556616,0.183017,0.798165,4.68732,78.5315669615,952.637118572,4.68923323374,86.7958178835,29.6474,119.162141262,-5.07178,141.184798964,49.7463295955
56,100.749437745,4.82175,80.2617086329,0.251095472773,31.1067,56,8.76532447475,4.82439796249,0.190992,0.833365,4.79966,56.9769349958,399.126864174,4.80134215265,70.0578365647,30.0136,-128.745643103,-5.18877,229.034985558,68.8664430245
57,136.676061228,4.98573,170.130474506,0.256426650858,31.4641,57,3.11110782197,4.988412769,0.217466,0.804905,4.96574,46.1560656102,937.209397966,4.9677846871,92.650776828,30.4335,-76.0164932781,-5.35245,237.775199578,81.7142699093
58,276.561487334,5.12081,102.240524496,0.256186698172,31.7938,58,12.6220945894,5.12245128582,0.19856,0.824527,5.09813,85.5573533022,503.652047693,5.09986834393,129.70122411,30.7647,9.93759723546,-5.49291,313.365683451,110.081673183
59,252.176193273,5.23384,92.2809858624,0.265318370443,32.1007,59,39.0254568943,5.2366554656,0.221832,0.854247,5.21309,99.3606755314,494.664898533,5.21462579326,126.789923891,31.126,50.1147931715,-5.60137,287.039580526,85.0992252205
60,201.065575972,5.38665,62.7732115875,0.262554456881,32.4409,60,10.1846701834,5.38911731978,0.214497,0.910601,5.3654,95.2440622038,393.718642967,5.3675696864,163.266103105,31.4997,101.499114024,-5.75689,286.646952105,91.9698360522
61,222.882440491,5.53362,73.1003231926,0.267900041402,32.693,61,6.57626796973,5.53630725781,0.226418,0.889193,5.51176,103.58012101,447.065130108,5.51337543936,94.2503795361,31.856,20.2353101071,-5.92402,205.577174833,62.7254774672
62,278.050594286,5.65381,88.0130644684,0.274559536757,32.9993,62,40.2764936586,5.65713601454,0.228553,0.846024,5.63175,96.4242883308,455.740008975,5.63376234762,201.920532584,32.1997,105.152594208,-6.04016,317.442774006,106.523055824
63,283.299720234,5.83978,139.885327565,0.278960757252,33.2491,63,22.3232187128,5.84224751533,0.257707,0.846471,5.81733,65.3980961885,634.068498926,5.81917251648,138.56353536,32.5359,-27.9481625151,-6.21328,234.838955269,73.4380066254
64,237.668918523,5.98598,114.913485503,0.278595877465,33.5674,64,14.8187809057,5.98882743328,0.245122,0.861144,5.96405,75.5302607109,590.840609072,5.96598574882,83.9681103924,32.841,17.5834832591,-6.35976,355.785905651,112.268108545
65,261.793105437,6.10173,115.490212962,0.287724674346,33.9091,65,-5.34073705325,6.10468754827,0.26081,0.906536,6.08011,102.003309286,576.585612506,6.08190889725,111.47594941,33.1869,79.6984611862,-6.50158,291.185937518,104.296923638
66,216.046700508,6.2321,187.424058148,0.284785055792,34.1904,66,91.3484695309,6.23525224176,0.252857,0.878783,6.2108,76.6329509937,1011.02863625,6.21297558762,174.248497852,33.5,8.51471964059,-6.62893,287.485027835,83.7267439348
67,310.165685196,6.4233,140.639286948,0.302096897504,34.4023,67,13.5737602375,6.42643039272,0.288049,0.893448,6.40391,90.4113318777,584.49831753,6.40649965988,221.200835078,33.8922,66.4414620021,-6.80888,505.403308213,201.55428147
68,269.23186142,6.58604,77.6658180246,0.300909120112,34.6096,68,13.2083889932,6.58923417076,0.28118,0.934635,6.56731,103.614113439,467.704563857,6.56984532005,247.082815873,34.2173,79.2222398115,-6.97915,336.296444193,122.845027483
69,288.967175601,6.71182,160.880652874,0.310601355454,34.8086,69,122.29600412,6.71364939241,0.291769,0.924778,6.69146,97.4806791884,870.835219031,6.69299070156,221.674001519,34.5373,30.0236942768,-7.11152,435.989523324,103.847873252
70,247.199192171,6.88806,118.898831432,0.311567093721,35.0422,70,10.5159567707,6.89033948473,0.300033,0.914438,6.8694,88.1248084297,618.97239189,6.87158025416,104.741350022,34.8541,30.0516417866,-7.30557,220.202307362,81.4771100938
71,255.695816374,7.0712,93.3890445145,0.324997575452,35.2434,71,229.702050203,7.0724334277,0.321142,0.887219,7.05112,89.55698368,466.222952603,7.05336156036,268.33149824,35.1656,51.755313868,-7.48801,332.309040867,36.0152771148
72,204.760610336,7.22938,92.0538481152,0.319404683963,35.4311,72,42.6346873506,7.23028391816,0.316265,0.915728,7.21068,95.2531652186,476.628219585,7.21271809869,176.037933598,35.4597,31.5793259608,-7.62868,363.05816539,124.785629093
73,291.333890501,7.37099,126.265349999,0.324794536493,35.6262,73,1.67891789311,7.37116626661,0.335922,0.91299,7.35117,89.6173327047,660.054160515,7.35291996647,171.530386448,35.7408,68.3709334514,-7.79089,488.222035667,148.4126158
74,226.010485829,7.53708,62.4837859605,0.333222759336,35.8389,74,-0.800027109197,7.53948414343,0.337162,0.904176,7.51857,89.1409540369,399.738140425,7.52208683313,126.609073977,36.0979,70.3703922926,-7.9396,249.309165002,87.6765792087
75,238.603286393,7.75911,43.9100566042,0.32810928722,36.0476,75,2.58280318961,7.75914156913,0.336703,0.950712,7.74119,110.686776744,405.988320754,7.74300181286,167.805201468,36.3781,130.764334528,-8.15616,293.874510394,110.783941441
76,307.741801406,7.82972,85.5472089447,0.337011360392,36.257,76,9.75861232778,7.82996740448,0.33831,0.924734,7.81142,112.838917628,534.433345813,7.81332157113,184.76281019,36.7097,86.7054531143,-8.24305,448.946165999,139.66589784
77,250.874880936,7.98708,98.4625389557,0.342088511099,36.4197,77,3.09926361993,7.98674062418,0.367006,0.898957,7.96731,102.706349794,489.344062072,7.96949765649,137.028324783,36.9942,104.748403182,-8.37401,522.45655641,167.868372562
78,201.691800459,8.12704,90.6421313165,0.33950778473,36.5983,78,61.3363275025,8.12704184475,0.360527,0.906932,8.10736,84.5270541536,383.161993519,8.10968005573,110.110579225,37.3119,34.3516722084,-8.51083,246.501809582,57.582985567
79,219.324115372,8.27653,106.959359384,0.342714637267,36.8221,79,2.96248007581,8.27561907513,0.342012,0.894838,8.25436,94.0715343065,573.125807048,8.2568881324,63.396896602,37.6299,-8.14793006817,-8.67082,166.750939116,50.3611992434
80,226.306701647,8.40259,160.082309277,0.338693810935,37.0052,80,22.5300353597,8.40130232285,0.339161,0.902939,8.37917,73.0453774713,599.152751432,8.3812066488,189.723368421,37.9348,-97.1331275423,-8.80989,381.032749379,147.668167421
81,197.429086164,8.50088,82.9076431859,0.345059787046,37.1783,81,-1.18046959447,8.4990383967,0.355676,0.921687,8.47806,98.7548040941,447.882630226,8.47980023459,113.187114919,38.2673,103.918258525,-8.9273,305.100766172,113.205643945
82,264.231184189,8.66683,38.4882805241,0.354179566548,37.382,82,45.4975826441,8.66654077074,0.40542,0.917113,8.6458,131.888448406,356.3323177,8.64794511519,185.652336043,38.5691,139.9808862,-9.08687,451.713025661,125.621332898
83,316.410601661,8.8471,106.124263839,0.351337822898,37.5084,83,4.3334468035,8.84636800171,0.38081,0.926748,8.82516,115.367225656,556.010680347,8.82795880442,129.101760489,38.7998,-25.2856116393,-9.27325,408.678313335,136.2004084
84,239.274873053,9.00235,79.6588307017,0.362657312503,37.6599,84,15.4096809024,9.00085447178,0.402782,0.914804,8.98066,106.190392297,429.20290439,8.98286486328,142.038017149,39.1308,118.386475636,-9.42968,463.921273372,152.772522126
85,229.012213481,9.10292,95.4085233005,0.358130475454,37.8621,85,-87.1135881991,9.10174035181,0.369814,0.907485,9.07933,78.5539907868,519.444871654,9.08182065313,73.2521546978,39.406,-23.30155137,-9.53318,271.264457046,108.965783909
86,269.624785877,9.28007,65.2917801837,0.371476487328,38.0124,86,22.5140919251,9.27859122935,0.440892,0.945265,9.25806,124.447263085,387.692184125,9.26022721611,127.566253011,39.7589,60.3897983439,-9.71469,298.95372623,107.362879667
87,144.11433688,9.44459,125.629070294,0.367746818066,38.2432,87,72.6379115853,9.44227796722,0.416299,0.88541,9.4236,58.6308527165,392.052224832,9.42621944464,171.938211077,40.0105,-64.1046677199,-9.87807,247.192774507,67.6165214466
88,271.267439127,9.54089,75.7653915099,0.381137039354,38.4478,88,1.0135783507,9.53912509596,0.467899,0.926992,9.521,109.236453921,480.85909121,9.52297491938,109.191456516,40.3044,136.339052534,-9.97567,224.923040426,75.0596099524
89,247.511342826,9.68503,59.1515164097,0.381171544812,38.6352,89,-38.1914232824,9.68353530665,0.474454,0.938836,9.66817,114.696261522,452.332490806,9.67119151027,76.0801339612,40.5797,149.513094544,-10.1431,227.143475605,83.6815097201
90,256.927458695,9.83735,142.274194953,0.390529567078,38.8627,90,-67.2076065752,9.83775051613,0.481346,0.921964,9.82388,100.736535807,544.574173102,9.82701753036,145.928625495,40.8402,-15.5804629583,-10.3024,377.258202876,171.752197704
91,213.115834653,9.94446,112.688596677,0.385279572661,39.0349,91,-2.15406175896,9.94183060593,0.463107,0.913411,9.92805,91.7393139152,431.409395765,9.93031088798,59.4549438247,41.1008,1.56506690037,-10.3974,171.965202909,57.4019266923
92,272.358148275,10.0842,117.131496317,0.396577881542,39.205,92,72.4468964515,10.0820389969,0.510364,0.948127,10.0682,116.337199958,570.201384135,10.0706224797,280.477276568,41.354,107.631197379,-10.5413,429.291253988,149.792360175
93,97.4928041644,10.2667,99.887762577,0.388888920456,39.4008,93,21.4428556878,10.2658396525,0.456032,0.885554,10.252,50.2351208078,527.936056114,10.2556023682,284.089464698,41.6033,9.12657293998,-10.7292,767.818945221,235.595036275
94,102.872085471,10.447,101.485546919,0.398053894836,39.6354,94,3.50657953634,10.4449382114,0.475901,0.892388,10.4332,53.6646346135,439.783037044,10.4352276489,71.6940393045,41.8486,-36.9887254675,-10.8885,221.08001513,87.0623966834
95,136.294966799,10.5514,117.481139004,0.402450407037,39.8301,95,-13.7777683601,10.5501933864,0.537335,0.918921,10.5363,53.981563165,490.175298711,10.5386225232,137.900100096,42.0693,-189.393524858,-11.0066,405.224829232,117.442489289
96,130.960946331,10.6665,101.966055448,0.406782538767,39.9596,96,-103.217332996,10.6647028644,0.509364,0.914716,10.6503,62.0379806814,359.592096866,10.6533358808,96.6889607525,42.3301,17.2811106278,-11.1299,647.266205389,205.425922909
97,178.810201915,10.7651,127.916009373,0.422880421715,40.069,97,-15.5336413877,10.7629249347,0.573943,0.921508,10.746,88.9646673744,411.802956164,10.7488866089,83.9740021725,42.5917,-2.9186865379,-11.217,276.638360558,91.342263416
98,98.0370111505,10.8911,107.983314789,0.429472764094,40.2804,98,3.12429916269,10.8891755276,0.587884,0.897312,10.8721,42.0527525341,479.336427323,10.8744438188,149.88936786,42.8266,1.24490881722,-11.3299,354.3210056,146.633721462
99,16.9356694852,11.0326,14.5894942111,0.417702871996,40.438,99,-5.50398956708,11.0307407684,0.526012,0.883345,11.0158,15.6630365339,107.799241392,11.0182524009,128.06855696,43.0478,-39.0448893923,-11.4757,303.797786349,99.9900249958
100,209.663979152,11.0972,110.857912734,0.428604682711,40.6072,100,6.95707436898,11.0956648251,0.593435,0.940546,11.0751,98.6594931431,524.342865893,11.0779374455,155.577996809,43.3045,-62.9135609688,-11.5417,309.763480126,109.339933355
101,209.739664951,11.2604,96.1201639678,0.42193167551,40.7882,101,1.66342573024,11.2595680596,0.51811,0.916497,11.2396,88.5544683575,512.891120528,11.2429567956,90.0498141865,43.5201,31.3489648059,-11.6922,308.967154432,110.920963769
102,151.452256937,11.3709,148.277862569,0.427230925434,40.9395,102,1.50048634587,11.3688336171,0.554679,0.908099,11.351,58.3993346815,615.330408302,11.3531883822,117.449003042,43.7531,20.8588168629,-11.8056,314.219028043,100.14097566
103,193.181434474,11.4614,95.2480295881,0.428844253518,41.1041,103,19.8027692622,11.4611214586,0.561438,0.927406,11.4411,89.184788546,516.397818807,11.4448630285,183.092487234,43.9912,-12.4233656649,-11.9196,452.860843425,124.595405649
104,227.265927696,11.5935,164.361321428,0.428623578923,41.2603,104,-6.52872601226,11.5903589361,0.568645,0.901726,11.5746,78.6467662979,957.748874676,11.5757056919,147.588596616,44.2219,-50.8040696786,-12.0394,321.059111277,122.058626377
105,231.833647173,11.7352,115.215606946,0.429102413103,41.4037,105,-1.26455251399,11.7344434923,0.580557,0.914879,11.7151,103.541978417,1012.9771743,11.7184438248,104.147632526,44.4023,121.532728445,-12.1767,305.075992635,100.991370298
106,288.499176577,11.81,163.519103169,0.431364623199,41.5529,106,3.97882383065,11.8088770156,0.576002,0.926879,11.7883,99.6338311028,1010.45640505,11.7905177191,108.58146379,44.6178,32.934116283,-12.2597,410.186715542,109.535374434
107,249.58434975,11.8999,30.7030296646,0.442262991442,41.6748,107,2.19941044929,11.8999461955,0.62109,0.941291,11.8791,123.561265844,309.795216641,11.8820154043,151.359109022,44.8497,160.974873707,-12.3505,342.13563218,109.865463225
108,161.278537859,12.0201,140.034275298,0.450883686247,41.8405,108,8.66585445382,12.0186432718,0.664374,0.92671,12.0002,68.6343821854,630.719215837,12.0030570365,189.199481208,45.0594,-21.5962522902,-12.4454,333.332726925,110.409646572
109,201.174846155,12.1063,131.686852139,0.432090133434,42.0201,109,22.4448870844,12.1052647904,0.583748,0.928188,12.0902,72.1292769943,512.229906354,12.0923687111,139.787929046,45.2418,16.7065359073,-12.5536,298.53691277,106.530783354
110,83.5285013679,12.1924,94.4544189286,0.437811509989,42.2099,110,2.09584567128,12.1894533744,0.587901,0.895301,12.1754,40.1204631431,379.056076128,12.1783064595,85.2817882032,45.4261,-12.2420820138,-12.6336,436.539554117,130.88399404
111,170.229680168,12.338,55.9146316759,0.444184895455,42.3978,111,-0.47153811809,12.3342765786,0.632836,0.928726,12.3214,98.4147228585,436.445909822,12.3233309161,190.507452394,45.645,74.627829454,-12.7781,521.458746974,166.742400829
112,249.124144723,12.4024,83.9917259224,0.448988038324,42.4734,112,1.00264614532,12.3996150647,0.639366,0.929123,12.3861,112.465846307,380.464537163,12.3891387059,79.4833049677,45.839,8.59365545911,-12.8446,222.483141804,76.6825836278
113,204.912702422,12.4869,79.1258242968,0.446596780808,42.6105,113,0.233646215403,12.4836177996,0.631347,0.936081,12.4699,74.4711579735,456.464953569,12.4720425153,115.832500193,46.0467,32.0840298711,-12.9352,402.827968851,126.066711112
114,168.227210715,12.5676,108.317841567,0.457302072014,42.7702,114,7.0479732948,12.5646545438,0.658087,0.925139,12.5511,74.9283616157,627.531650781,12.5539435625,112.892828211,46.2527,-64.5546129493,-13.0125,372.147795889,132.347010767
115,226.411821748,12.6254,109.545288394,0.467880274659,42.9389,115,1.57821318393,12.6221355157,0.722252,0.924646,12.6079,96.7133173484,563.039046104,12.6107292478,107.822317145,46.4653,18.4719911028,-13.073,381.843033101,138.585828409
116,410.539061461,12.775,164.436309045,0.45944686921,43.0775,116,35.2142648137,12.7713183547,0.710764,0.88633,12.7587,118.868220555,945.048756521,12.7609233624,173.671464986,46.6658,69.7650877865,-13.2387,327.704643415,91.7718994184
117,296.583011769,12.859,138.172008121,0.471012262279,43.2898,117,14.0176922929,12.8563633133,0.701262,0.926814,12.8437,107.366321721,910.362882998,12.8466004032,171.451867616,46.8427,28.8390770698,-13.3126,341.645098605,106.657204738
118,374.479927049,12.9517,307.408879046,0.473622867541,43.4431,118,6.68944386203,12.9487741166,0.743798,0.894336,12.9345,78.0806743546,973.435131392,12.93671895,202.348693262,47.0282,12.4824949511,-13.4002,476.817267395,144.027044507
119,365.275243272,13.0488,389.244412825,0.463733925678,43.596,119,-36.3126398856,13.047650464,0.667151,0.880703,13.0326,53.8088207811,975.13752968,13.0358700587,81.4675609612,47.2117,-21.8831855532,-13.501,339.610444994,117.296608537
120,209.498301043,13.0911,182.707831204,0.47850351689,43.7485,120,4.45874473977,13.0893518814,0.787927,0.918203,13.0741,48.0889410011,909.750373716,13.0761610985,110.496021731,47.4436,-75.8816229876,-13.5173,275.147765342,100.012211869
