MaxEsReturn,AverageAbsQ,AverageReturn,AverageAbsQYDiff,StdReturn,QFunRegParamNorm,AverageQLoss,AverageY,AverageEsReturn,MaxReturn,PolicyRegParamNorm,Epoch,StdEsReturn,AverageQ,AveragePolicySurr,Iteration,MinEsReturn,AverageAction,AverageAbsY,AverageDiscountedReturn,MinReturn
70.0,295.851,1000.0,4.19433406824,0.0,354.264,210.633,295.381679571,8.50833333333,1000.0,195.044,2141,10.5134801036,295.38,-310.124,2141,3.0,0.342903,295.491972867,99.9956828753,1000.0
60.0,296.971,1000.0,4.17497660091,0.0,354.272,218.427,296.461007106,8.83185840708,1000.0,195.007,2142,11.0876656774,296.451,-310.944,2142,2.0,0.251501,296.580222379,99.9956828753,1000.0
61.0,298.659,1000.0,4.09850621882,0.0,354.368,212.585,298.189941521,9.27619047619,1000.0,195.002,2143,11.4080132556,298.197,-312.324,2143,3.0,0.262532,298.283859627,99.9956828753,1000.0
69.0,298.201,1000.0,4.26080655111,0.0,354.488,235.045,297.672628873,9.24324324324,1000.0,194.988,2144,11.2979438584,297.68,-312.35,2144,3.0,0.351276,297.804324835,99.9956828753,1000.0
66.0,299.155,937.181818182,4.16284785808,198.648533016,354.475,231.541,298.693223259,10.7634408602,1000.0,194.998,2145,11.5333996979,298.688,-313.109,2145,3.0,0.28027,298.786504308,99.5888053178,309.0
67.0,299.808,1000.0,4.28902356106,0.0,354.6,247.086,299.28513127,8.32773109244,1000.0,195.027,2146,9.64853735047,299.285,-313.675,2146,3.0,0.288282,299.398559688,99.9956828753,1000.0
62.0,300.54,991.181818182,4.34867975297,27.8855393669,354.71,233.408,299.958097628,9.70192307692,1000.0,194.98,2147,10.1231644183,299.954,-314.305,2147,3.0,0.402329,300.078788867,99.9950349706,903.0
92.0,300.951,1000.0,4.27860804997,0.0,354.737,238.982,300.448760206,8.19672131148,1000.0,194.977,2148,10.3714925687,300.432,-314.989,2148,3.0,0.340798,300.564411756,99.9956828753,1000.0
68.0,301.285,1000.0,4.22245597217,0.0,354.833,228.56,300.744476175,8.19672131148,1000.0,194.97,2149,10.1776348699,300.754,-315.94,2149,3.0,0.283348,300.840807847,99.9956828753,1000.0
45.0,302.093,1000.0,4.48209279879,0.0,354.871,262.952,301.611410802,9.67961165049,1000.0,194.976,2150,10.5648378079,301.623,-316.131,2150,3.0,0.359011,301.72498959,99.9956828753,1000.0
42.0,302.531,1000.0,4.31713620891,0.0,354.941,220.746,302.046996329,7.70769230769,1000.0,194.986,2151,7.12573467613,302.037,-316.301,2151,3.0,0.319179,302.141872237,99.9956828753,1000.0
44.0,302.997,1000.0,4.2763452149,0.0,355.032,256.292,302.554752442,8.0,1000.0,195.036,2152,7.76762511969,302.558,-316.538,2152,3.0,0.269875,302.658692993,99.9956828753,1000.0
64.0,302.737,1000.0,4.38166333018,0.0,355.14,253.288,302.18559889,10.7204301075,1000.0,195.107,2153,12.1782156924,302.182,-316.482,2153,3.0,0.457698,302.269054103,99.9956828753,1000.0
99.0,302.771,1000.0,4.24105934606,0.0,355.235,231.385,302.292251815,11.1647058824,1000.0,195.124,2154,16.6534554329,302.29,-316.514,2154,3.0,0.384355,302.359930471,99.9956828753,1000.0
58.0,303.435,1000.0,4.34249699672,0.0,355.313,248.133,302.912302268,7.4,1000.0,195.126,2155,7.46765866426,302.918,-317.022,2155,3.0,0.265223,303.002075621,99.9956828753,1000.0
82.0,303.06,1000.0,4.03372013042,0.0,355.352,227.385,302.628716699,12.2441860465,1000.0,195.142,2156,15.7154464428,302.628,-316.771,2156,3.0,0.415876,302.720292654,99.9956828753,1000.0
100.0,302.731,1000.0,4.16747669052,0.0,355.424,235.718,302.180151418,12.4375,1000.0,195.173,2157,16.2464178744,302.184,-316.927,2157,3.0,0.50939,302.351760689,99.9956828753,1000.0
79.0,302.723,1000.0,4.38887432399,0.0,355.475,249.291,302.209600402,12.2317073171,1000.0,195.201,2158,13.9426515137,302.202,-316.603,2158,3.0,0.471034,302.291936114,99.9956828753,1000.0
86.0,302.748,1000.0,4.49048314503,0.0,355.516,256.766,302.274470661,13.8333333333,1000.0,195.227,2159,17.8107333432,302.268,-316.781,2159,3.0,0.508345,302.371610461,99.9956828753,1000.0
98.0,302.67,1000.0,4.18552913115,0.0,355.685,229.736,302.179722466,16.6333333333,1000.0,195.25,2160,19.9799621844,302.183,-316.384,2160,3.0,0.401547,302.27190718,99.9956828753,1000.0
64.0,302.88,1000.0,4.44275074625,0.0,355.771,259.83,302.410559462,11.1888888889,1000.0,195.266,2161,11.8611358314,302.41,-316.562,2161,3.0,0.491099,302.505085748,99.9956828753,1000.0
53.0,302.707,1000.0,4.1268048147,0.0,355.884,233.603,302.215642025,12.3125,1000.0,195.288,2162,11.7946955768,302.221,-316.781,2162,3.0,0.469627,302.308575625,99.9956828753,1000.0
75.0,302.084,1000.0,4.64688453751,0.0,355.973,259.956,301.529659277,13.9014084507,1000.0,195.308,2163,16.4557921902,301.521,-316.644,2163,3.0,0.451899,301.654632075,99.9956828753,1000.0
76.0,302.484,1000.0,4.58105976355,0.0,356.081,273.929,301.990596557,13.3636363636,1000.0,195.307,2164,15.0849620577,302.003,-316.874,2164,3.0,0.430636,302.089557612,99.9956828753,1000.0
59.0,302.881,1000.0,4.39691762838,0.0,356.137,246.327,302.355347651,11.1123595506,1000.0,195.328,2165,12.0899607366,302.354,-316.716,2165,3.0,0.488566,302.475169532,99.9956828753,1000.0
64.0,302.813,1000.0,4.27345431192,0.0,356.194,244.449,302.383978214,11.1318681319,1000.0,195.299,2166,12.8364254988,302.367,-317.209,2166,3.0,0.421197,302.462789801,99.9956828753,1000.0
76.0,302.822,1000.0,4.26040175962,0.0,356.253,245.542,302.364364364,11.6395348837,1000.0,195.297,2167,14.8025082654,302.363,-317.132,2167,3.0,0.448917,302.453195556,99.9956828753,1000.0
85.0,303.425,1000.0,4.37655605825,0.0,356.296,247.415,302.868756011,16.55,1000.0,195.306,2168,18.0724698552,302.88,-317.474,2168,3.0,0.413756,302.995834128,99.9956828753,1000.0
68.0,303.203,1000.0,4.32366947383,0.0,356.352,243.832,302.739504419,11.5517241379,1000.0,195.303,2169,11.6182165928,302.732,-317.22,2169,3.0,0.411062,302.848646147,99.9956828753,1000.0
89.0,303.381,1000.0,4.28624940194,0.0,356.418,234.331,302.860314512,13.301369863,1000.0,195.316,2170,15.0293638902,302.879,-317.321,2170,3.0,0.408255,302.981334821,99.9956828753,1000.0
60.0,303.409,1000.0,4.35552438371,0.0,356.572,223.224,302.922904995,10.5204081633,1000.0,195.309,2171,9.49997807928,302.907,-317.332,2171,3.0,0.407387,303.026118716,99.9956828753,1000.0
67.0,303.828,1000.0,4.15395092162,0.0,356.636,214.795,303.3297442,14.1714285714,1000.0,195.348,2172,13.9437353353,303.345,-317.799,2172,3.0,0.302003,303.404438976,99.9956828753,1000.0
62.0,303.476,1000.0,4.30167140416,0.0,356.76,225.708,302.990671163,8.26446280992,1000.0,195.367,2173,8.29295089994,302.977,-317.598,2173,3.0,0.428717,303.0651499,99.9956828753,1000.0
126.0,303.039,1000.0,4.45168495513,0.0,356.832,257.989,302.546003656,13.2763157895,1000.0,195.366,2174,18.5937161741,302.539,-317.228,2174,3.0,0.412467,302.65243503,99.9956828753,1000.0
81.0,303.004,1000.0,4.4810655319,0.0,356.934,258.834,302.422375102,10.9888888889,1000.0,195.387,2175,13.2736116198,302.42,-317.318,2175,2.0,0.214864,302.551975907,99.9956828753,1000.0
46.0,303.316,1000.0,4.13924080915,0.0,357.016,234.773,302.819288054,12.1686746988,1000.0,195.391,2176,11.8807521537,302.822,-317.451,2176,3.0,0.419288,302.948526417,99.9956828753,1000.0
60.0,303.476,1000.0,4.27282599361,0.0,357.11,223.076,302.975577572,12.4936708861,1000.0,195.432,2177,11.3649176129,302.977,-317.543,2177,3.0,0.454623,303.085602535,99.9956828753,1000.0
73.0,302.99,1000.0,4.19304398448,0.0,357.169,234.066,302.533882122,16.2903225806,1000.0,195.414,2178,16.2375382458,302.533,-317.157,2178,3.0,0.449156,302.640433541,99.9956828753,1000.0
57.0,303.224,1000.0,4.50741737124,0.0,357.285,245.332,302.702695942,9.57692307692,1000.0,195.444,2179,9.6323696139,302.699,-317.192,2179,3.0,0.486365,302.809640786,99.9956828753,1000.0
54.0,302.768,1000.0,4.24762383145,0.0,357.372,241.891,302.240898462,11.4204545455,1000.0,195.446,2180,10.1564148906,302.236,-316.851,2180,3.0,0.435058,302.377551152,99.9956828753,1000.0
56.0,302.802,1000.0,4.35577349293,0.0,357.441,255.487,302.320102286,12.1341463415,1000.0,195.444,2181,12.0038227601,302.321,-317.064,2181,3.0,0.459843,302.411089569,99.9956828753,1000.0
67.0,302.456,1000.0,4.50969960217,0.0,357.485,269.128,301.955435983,11.4137931034,1000.0,195.461,2182,10.6366874587,301.957,-317.307,2182,3.0,0.396131,302.06831758,99.9956828753,1000.0
60.0,302.869,1000.0,4.45810360009,0.0,357.598,251.507,302.349566272,12.2048192771,1000.0,195.454,2183,13.3233729187,302.356,-317.538,2183,3.0,0.343579,302.434736687,99.9956828753,1000.0
74.0,302.705,1000.0,4.1658807082,0.0,357.629,221.791,302.245488812,10.4516129032,1000.0,195.466,2184,10.6331962735,302.239,-317.566,2184,3.0,0.341104,302.34574489,99.9956828753,1000.0
122.0,303.568,1000.0,4.26510608718,0.0,357.677,216.734,303.037612885,12.9873417722,1000.0,195.483,2185,17.7075351699,303.032,-318.203,2185,3.0,0.382563,303.155012382,99.9956828753,1000.0
109.0,303.858,1000.0,4.20653501625,0.0,357.79,229.344,303.325149968,8.79824561404,1000.0,195.487,2186,11.5380224404,303.33,-317.904,2186,3.0,0.353177,303.413698078,99.9956828753,1000.0
63.0,302.649,1000.0,4.645636557,0.0,357.883,267.904,302.091793449,10.6777777778,1000.0,195.497,2187,12.4399247745,302.098,-316.733,2187,3.0,0.289311,302.187382997,99.9956828753,1000.0
83.0,302.083,1000.0,4.12897331116,0.0,357.948,218.709,301.601430324,10.7010309278,1000.0,195.506,2188,13.5571831673,301.6,-315.873,2188,3.0,0.378089,301.684756743,99.9956828753,1000.0
61.0,300.92,1000.0,4.26287197598,0.0,358.03,235.253,300.429694942,8.81415929204,1000.0,195.496,2189,10.4750429678,300.426,-315.807,2189,3.0,0.279242,300.509354348,99.9956828753,1000.0
71.0,301.077,1000.0,4.52278775923,0.0,358.057,244.18,300.551224486,8.66666666667,1000.0,195.495,2190,9.61784403994,300.555,-315.987,2190,2.0,0.342809,300.629715673,99.9956828753,1000.0
56.0,302.881,1000.0,4.06969527969,0.0,358.17,206.728,302.408024551,9.66666666667,1000.0,195.455,2191,11.473917973,302.411,-317.432,2191,2.0,0.272981,302.492644333,99.9956828753,1000.0
39.0,302.444,1000.0,4.52195481456,0.0,358.192,269.194,301.960650666,9.1,1000.0,195.445,2192,9.09140453195,301.948,-317.063,2192,3.0,0.336424,302.029349212,99.9956828753,1000.0
69.0,303.289,1000.0,4.56977497164,0.0,358.259,272.33,302.7676648,9.19444444444,1000.0,195.481,2193,11.251714547,302.783,-318.378,2193,3.0,0.314368,302.831547239,99.9956828753,1000.0
51.0,303.368,1000.0,4.27764163327,0.0,358.357,243.997,302.928286021,8.78947368421,1000.0,195.523,2194,8.50745151628,302.925,-318.475,2194,3.0,0.319466,303.023682192,99.9956828753,1000.0
124.0,304.286,1000.0,4.34409056972,0.0,358.477,235.47,303.782756062,10.3195876289,1000.0,195.539,2195,15.4376340208,303.781,-319.142,2195,3.0,0.198539,303.860231076,99.9956828753,1000.0
57.0,304.036,1000.0,4.24099756275,0.0,358.567,219.795,303.560927957,9.90099009901,1000.0,195.537,2196,9.38874927139,303.553,-319.3,2196,2.0,0.323805,303.627084495,99.9956828753,1000.0
76.0,304.491,1000.0,4.29571305839,0.0,358.66,228.175,303.977420368,13.9444444444,1000.0,195.542,2197,16.7364280745,303.983,-319.904,2197,3.0,0.29034,304.072549078,99.9956828753,1000.0
58.0,305.666,1000.0,4.53678648828,0.0,358.735,258.149,305.169369612,10.5052631579,1000.0,195.519,2198,10.7623844787,305.164,-320.527,2198,3.0,0.253574,305.243383038,99.9956828753,1000.0
80.0,305.057,1000.0,4.45312473115,0.0,358.812,251.252,304.572689465,9.3738317757,1000.0,195.55,2199,12.4574215874,304.577,-320.433,2199,3.0,0.290993,304.63530002,99.9956828753,1000.0
85.0,305.966,1000.0,4.37812996273,0.0,358.855,246.384,305.48314586,11.2359550562,1000.0,195.577,2200,12.0895743663,305.483,-321.39,2200,3.0,0.325325,305.549475196,99.9956828753,1000.0
106.0,306.265,1000.0,4.46890864028,0.0,358.936,250.278,305.796212196,10.4315789474,1000.0,195.57,2201,13.422410664,305.783,-321.879,2201,3.0,0.240256,305.856442412,99.9956828753,1000.0
46.0,306.654,1000.0,4.41934344798,0.0,358.996,254.86,306.210637901,10.6489361702,1000.0,195.568,2202,8.72597912181,306.214,-321.94,2202,3.0,0.251839,306.275715582,99.9956828753,1000.0
97.0,307.183,1000.0,4.51713839218,0.0,359.03,246.571,306.720546546,10.670212766,1000.0,195.57,2203,12.2894075631,306.71,-322.618,2203,3.0,0.29604,306.768962333,99.9956828753,1000.0
55.0,306.953,1000.0,4.56176261832,0.0,359.087,266.201,306.409153752,9.46666666667,1000.0,195.604,2204,8.42792034074,306.411,-322.887,2204,3.0,0.371638,306.494833678,99.9956828753,1000.0
68.0,307.747,1000.0,4.265154466,0.0,359.188,231.578,307.248701868,11.6091954023,1000.0,195.639,2205,11.1410562262,307.26,-323.181,2205,3.0,0.368983,307.312140581,99.9956828753,1000.0
70.0,309.041,1000.0,4.35621978616,0.0,359.28,244.351,308.554062243,10.5263157895,1000.0,195.641,2206,12.1142300885,308.539,-324.296,2206,3.0,0.425302,308.635546474,99.9956828753,1000.0
66.0,309.489,1000.0,4.43117033145,0.0,359.382,249.019,308.998085306,8.88392857143,1000.0,195.634,2207,10.466567127,308.997,-325.383,2207,3.0,0.288698,309.076563177,99.9956828753,1000.0
89.0,310.185,1000.0,4.4605123086,0.0,359.5,256.944,309.694237474,9.22935779817,1000.0,195.624,2208,12.9172617795,309.702,-326.428,2208,3.0,0.365869,309.765530224,99.9956828753,1000.0
51.0,310.726,1000.0,4.36816360032,0.0,359.626,239.279,310.228409543,8.05691056911,1000.0,195.613,2209,8.95635379952,310.223,-327.198,2209,3.0,0.315038,310.291606425,99.9956828753,1000.0
92.0,312.019,1000.0,4.28914774264,0.0,359.769,245.949,311.535231954,11.5632183908,1000.0,195.603,2210,16.2308781566,311.531,-328.199,2210,3.0,0.412712,311.592622213,99.9956828753,1000.0
48.0,312.29,1000.0,4.74738442712,0.0,359.807,291.71,311.769361826,8.8407079646,1000.0,195.594,2211,8.90517039005,311.771,-328.374,2211,3.0,0.310894,311.834330852,99.9956828753,1000.0
64.0,313.337,1000.0,4.60795169589,0.0,359.898,273.83,312.8235259,9.08333333333,1000.0,195.6,2212,8.86642125809,312.818,-329.268,2212,3.0,0.267835,312.867546992,99.9956828753,1000.0
62.0,313.438,1000.0,4.35181676168,0.0,359.985,250.295,312.952080424,8.68421052632,1000.0,195.594,2213,9.78749272543,312.952,-329.353,2213,3.0,0.2378,313.023142707,99.9956828753,1000.0
43.0,313.724,1000.0,4.4305828296,0.0,360.108,271.203,313.263076365,8.78260869565,1000.0,195.597,2214,8.70060728385,313.256,-330.206,2214,3.0,0.29317,313.333424634,99.9956828753,1000.0
64.0,315.268,1000.0,4.78064711306,0.0,360.182,297.827,314.759693241,8.0,1000.0,195.6,2215,9.14637906496,314.764,-331.662,2215,3.0,0.323501,314.828510511,99.9956828753,1000.0
76.0,315.481,1000.0,4.33037144962,0.0,360.27,247.088,315.007131135,8.68695652174,1000.0,195.599,2216,11.5716033366,314.999,-332.239,2216,2.0,0.311809,315.075993713,99.9956828753,1000.0
58.0,316.115,1000.0,4.60157565441,0.0,360.361,262.854,315.573057224,8.6,1000.0,195.636,2217,8.87478107507,315.57,-332.917,2217,2.0,0.32304,315.63939252,99.9956828753,1000.0
71.0,316.871,1000.0,4.60523423736,0.0,360.484,277.161,316.393352779,9.69230769231,1000.0,195.647,2218,11.3697277918,316.393,-333.635,2218,3.0,0.349571,316.441691976,99.9956828753,1000.0
79.0,318.02,1000.0,4.56925820114,0.0,360.523,268.289,317.545173504,7.78294573643,1000.0,195.645,2219,9.72088077828,317.551,-334.549,2219,3.0,0.356988,317.586153966,99.9956828753,1000.0
92.0,317.99,1000.0,4.45470531983,0.0,360.58,253.013,317.538479441,7.27737226277,1000.0,195.668,2220,9.02529286745,317.522,-334.472,2220,2.0,0.340722,317.580291547,99.9956828753,1000.0
55.0,318.827,1000.0,4.53295786617,0.0,360.649,268.915,318.347162072,7.968,1000.0,195.66,2221,7.75415862618,318.344,-335.508,2221,2.0,0.310966,318.39538738,99.9956828753,1000.0
67.0,318.865,1000.0,4.6724521373,0.0,360.745,268.889,318.341734254,8.99099099099,1000.0,195.685,2222,9.34378002438,318.358,-335.017,2222,3.0,0.339793,318.410497793,99.9956828753,1000.0
58.0,319.688,1000.0,4.50644769036,0.0,360.805,263.529,319.206914139,9.01801801802,1000.0,195.682,2223,9.17201185548,319.205,-336.065,2223,3.0,0.359017,319.291200465,99.9956828753,1000.0
57.0,319.194,1000.0,4.68610135303,0.0,360.845,291.052,318.679230635,8.52542372881,1000.0,195.682,2224,8.11016506385,318.665,-335.886,2224,2.0,0.364354,318.765418652,99.9956828753,1000.0
51.0,320.302,1000.0,4.54237975708,0.0,360.962,268.257,319.800702589,8.71929824561,1000.0,195.703,2225,8.2722414408,319.803,-336.605,2225,3.0,0.35633,319.883750208,99.9956828753,1000.0
67.0,319.774,1000.0,4.8981429602,0.0,361.027,289.848,319.175352576,9.58095238095,1000.0,195.722,2226,12.220810473,319.176,-336.646,2226,3.0,0.37434,319.262728855,99.9956828753,1000.0
112.0,320.662,1000.0,4.72954802158,0.0,361.118,299.211,320.132878504,9.71287128713,1000.0,195.747,2227,13.7267078208,320.107,-337.586,2227,3.0,0.356196,320.218827538,99.9956828753,1000.0
61.0,321.061,78.359375,4.60017749375,12.8869691786,361.223,279.084,320.51227618,8.128,143.0,195.782,2228,8.38758701892,320.529,-338.451,2228,2.0,0.499024,320.615126956,54.1182088076,47.0
61.0,321.802,1000.0,4.64028448836,0.0,361.332,283.416,321.287113969,8.23770491803,1000.0,195.794,2229,8.03481489957,321.289,-339.226,2229,3.0,0.304873,321.36435372,99.9956828753,1000.0
55.0,322.322,1000.0,4.85220902945,0.0,361.42,300.124,321.792507671,8.325,1000.0,195.822,2230,9.54564691365,321.78,-339.918,2230,2.0,0.340514,321.870054998,99.9956828753,1000.0
48.0,322.564,1000.0,4.4587170949,0.0,361.499,257.681,322.064473999,7.46268656716,1000.0,195.841,2231,7.68372647118,322.068,-339.843,2231,3.0,0.34571,322.131209966,99.9956828753,1000.0
59.0,323.151,1000.0,4.70329748947,0.0,361.565,284.894,322.612512627,8.12195121951,1000.0,195.889,2232,8.05730024572,322.609,-340.522,2232,2.0,0.363842,322.690854678,99.9956828753,1000.0
67.0,324.49,1000.0,4.79701037428,0.0,361.67,304.694,323.998211516,10.75,1000.0,195.935,2233,13.1493304508,323.992,-341.819,2233,3.0,0.322829,324.048616064,99.9956828753,1000.0
76.0,324.46,1000.0,4.68883194811,0.0,361.704,282.788,324.005496279,7.23741007194,1000.0,195.953,2234,8.56761741165,324.009,-341.934,2234,3.0,0.368994,324.038466061,99.9956828753,1000.0
67.0,325.576,1000.0,4.60072112604,0.0,361.736,278.747,325.093339804,8.83928571429,1000.0,195.974,2235,11.4949939193,325.09,-342.588,2235,3.0,0.318952,325.128916263,99.9956828753,1000.0
64.0,325.034,1000.0,4.70752616675,0.0,361.765,301.34,324.542465097,9.33027522936,1000.0,196.016,2236,9.69635800906,324.539,-342.39,2236,3.0,0.370768,324.596313649,99.9956828753,1000.0
48.0,325.369,1000.0,4.61986666106,0.0,361.947,274.846,324.868424141,7.7890625,1000.0,196.032,2237,7.88853236484,324.877,-342.741,2237,2.0,0.270562,324.913132565,99.9956828753,1000.0
64.0,325.5,1000.0,4.51454327001,0.0,362.017,267.799,325.002445442,8.22131147541,1000.0,196.072,2238,9.14501772003,325.0,-343.07,2238,3.0,0.352428,325.049085948,99.9956828753,1000.0
62.0,325.695,1000.0,4.64239237479,0.0,362.112,280.107,325.230855135,8.55263157895,1000.0,196.105,2239,10.4705871292,325.232,-343.388,2239,2.0,0.359831,325.270771625,99.9956828753,1000.0
52.0,326.142,1000.0,4.57963588577,0.0,362.244,281.083,325.662792903,7.96875,1000.0,196.125,2240,8.67822121391,325.654,-343.895,2240,3.0,0.341891,325.709450404,99.9956828753,1000.0
46.0,326.716,1000.0,4.81373389132,0.0,362.322,286.909,326.191117698,8.13008130081,1000.0,196.157,2241,8.20366698653,326.188,-344.222,2241,3.0,0.361349,326.233490637,99.9956828753,1000.0
60.0,327.31,1000.0,4.43423031527,0.0,362.434,266.323,326.880521763,9.79411764706,1000.0,196.157,2242,11.4020450826,326.889,-344.374,2242,3.0,0.317554,326.919376022,99.9956828753,1000.0
99.0,326.757,1000.0,4.85146713487,0.0,362.523,299.287,326.254301138,9.75490196078,1000.0,196.176,2243,13.6075500053,326.254,-344.39,2243,2.0,0.305407,326.291355402,99.9956828753,1000.0
52.0,327.394,1000.0,4.76763897073,0.0,362.645,280.396,326.885985237,7.4776119403,1000.0,196.188,2244,8.58123292285,326.872,-344.603,2244,3.0,0.327556,326.956903567,99.9956828753,1000.0
63.0,327.222,1000.0,4.66471241222,0.0,362.736,269.289,326.705059544,10.5789473684,1000.0,196.189,2245,11.4630564009,326.703,-345.346,2245,3.0,0.375115,326.763478478,99.9956828753,1000.0
68.0,326.804,1000.0,4.82248114287,0.0,362.824,303.214,326.204184507,9.90099009901,1000.0,196.197,2246,11.3071474377,326.198,-344.71,2246,3.0,0.382978,326.290371673,99.9956828753,1000.0
56.0,328.187,1000.0,4.86016310298,0.0,362.911,290.816,327.651635052,9.73267326733,1000.0,196.177,2247,10.879075282,327.629,-345.926,2247,3.0,0.388588,327.759129197,99.9956828753,1000.0
116.0,329.21,1000.0,4.83934730236,0.0,362.939,295.699,328.615383368,8.128,1000.0,196.171,2248,11.6034312167,328.633,-346.923,2248,3.0,0.384902,328.718769706,99.9956828753,1000.0
67.0,329.927,1000.0,5.02069133535,0.0,362.991,314.484,329.38957589,9.31428571429,1000.0,196.185,2249,10.7661854108,329.38,-347.667,2249,3.0,0.347792,329.465933107,99.9956828753,1000.0
54.0,330.724,1000.0,4.53770156458,0.0,363.058,278.175,330.208987625,9.10714285714,1000.0,196.204,2250,9.75902251294,330.198,-348.5,2250,2.0,0.39719,330.292487402,99.9956828753,1000.0
52.0,330.376,1000.0,4.63040571786,0.0,363.168,273.184,329.812136111,10.2886597938,1000.0,196.195,2251,11.3573254101,329.817,-348.215,2251,3.0,0.402331,329.913386077,99.9956828753,1000.0
71.0,330.405,1000.0,4.87822277103,0.0,363.229,302.237,329.835414268,10.3505154639,1000.0,196.23,2252,12.1350147181,329.831,-348.617,2252,3.0,0.32824,329.935844049,99.9956828753,1000.0
73.0,331.211,1000.0,4.97760808885,0.0,363.313,324.123,330.634908506,11.3068181818,1000.0,196.269,2253,12.5710326785,330.631,-348.748,2253,2.0,0.3872,330.732141222,99.9956828753,1000.0
65.0,331.626,1000.0,4.597481607,0.0,363.392,241.613,331.047970971,10.6808510638,1000.0,196.306,2254,12.9821585967,331.074,-349.165,2254,3.0,0.491054,331.135400738,99.9956828753,1000.0
63.0,330.849,1000.0,4.95696660196,0.0,363.467,321.026,330.323411599,7.80952380952,1000.0,196.326,2255,10.03937825,330.303,-349.103,2255,2.0,0.389745,330.390496703,99.9956828753,1000.0
47.0,330.924,1000.0,4.74577590032,0.0,363.583,303.396,330.387209239,8.88695652174,1000.0,196.338,2256,8.39126379805,330.396,-349.224,2256,3.0,0.368838,330.453277214,99.9956828753,1000.0
39.0,331.386,75.3684210526,4.67699960322,36.1291488102,363.718,287.142,330.8760561,7.12142857143,238.0,196.373,2257,6.73632780118,330.875,-349.547,2257,2.0,0.509627,330.970463244,50.1821293818,25.0
47.0,332.006,1000.0,4.873121638,0.0,363.845,299.758,331.432653325,8.008,1000.0,196.377,2258,7.44418806855,331.439,-349.864,2258,3.0,0.328571,331.504579885,99.9956828753,1000.0
67.0,331.92,1000.0,4.98615138399,0.0,363.949,318.601,331.410603165,7.64122137405,1000.0,196.396,2259,7.980958926,331.413,-350.411,2259,2.0,0.310889,331.508149585,99.9956828753,1000.0
88.0,332.304,1000.0,4.97132175907,0.0,364.047,326.575,331.719264347,9.1214953271,1000.0,196.394,2260,12.1506972842,331.716,-351.085,2260,3.0,0.293988,331.792627252,99.9956828753,1000.0
30.0,332.484,1000.0,5.05689888459,0.0,364.072,333.132,331.885466997,8.056,1000.0,196.398,2261,6.83906894248,331.9,-351.402,2261,3.0,0.332621,331.948085513,99.9956828753,1000.0
48.0,333.074,1000.0,4.77559949239,0.0,364.152,296.923,332.57182594,7.40441176471,1000.0,196.41,2262,7.2663392722,332.566,-351.936,2262,3.0,0.357763,332.634527028,99.9956828753,1000.0
98.0,333.742,1000.0,4.69729056127,0.0,364.193,300.08,333.21781791,8.11290322581,1000.0,196.397,2263,10.6590940103,333.205,-352.103,2263,3.0,0.326512,333.270693871,99.9956828753,1000.0
61.0,333.862,1000.0,5.09164793791,0.0,364.299,345.252,333.280108031,7.79069767442,1000.0,196.409,2264,8.75743265147,333.284,-351.377,2264,3.0,0.332818,333.338952004,99.9956828753,1000.0
91.0,333.772,1000.0,5.13870288831,0.0,364.341,323.647,333.182520559,8.72566371681,1000.0,196.453,2265,13.3418284212,333.171,-352.495,2265,2.0,0.371175,333.242155745,99.9956828753,1000.0
59.0,334.22,1000.0,4.72866275441,0.0,364.442,290.176,333.7392938,7.3,1000.0,196.455,2266,7.85312284773,333.752,-352.659,2266,3.0,0.380252,333.77785628,99.9956828753,1000.0
67.0,334.358,1000.0,5.00047968051,0.0,364.565,336.851,333.833184275,9.25217391304,1000.0,196.451,2267,11.4579332519,333.824,-352.896,2267,3.0,0.352734,333.880664939,99.9956828753,1000.0
45.0,334.778,1000.0,4.71127933932,0.0,364.652,311.207,334.280988737,7.46616541353,1000.0,196.478,2268,6.73956879567,334.28,-352.961,2268,3.0,0.322839,334.339809961,99.9956828753,1000.0
76.0,333.847,1000.0,4.86199778576,0.0,364.723,317.783,333.285497291,9.46226415094,1000.0,196.51,2269,11.3927935914,333.285,-353.217,2269,3.0,0.358748,333.358215435,99.9956828753,1000.0
69.0,335.021,1000.0,4.66730198204,0.0,364.789,284.492,334.564796863,10.6914893617,1000.0,196.523,2270,12.7879818877,334.568,-353.68,2270,3.0,0.368862,334.624450085,99.9956828753,1000.0
53.0,334.947,1000.0,5.06506505708,0.0,364.825,326.234,334.381323884,8.06451612903,1000.0,196.529,2271,8.62081308893,334.384,-353.053,2271,2.0,0.376038,334.449224319,99.9956828753,1000.0
65.0,334.258,1000.0,5.04686125062,0.0,364.938,326.66,333.608678092,10.2886597938,1000.0,196.535,2272,11.8425745694,333.607,-352.353,2272,2.0,0.363994,333.823893116,99.9956828753,1000.0
77.0,334.248,1000.0,5.12621645987,0.0,365.045,345.156,333.61104956,8.04032258065,1000.0,196.564,2273,10.2456908279,333.609,-353.039,2273,3.0,0.366923,333.865584224,99.9956828753,1000.0
61.0,335.171,1000.0,5.06373728304,0.0,365.093,330.546,334.585725451,8.72173913043,1000.0,196.589,2274,10.3331865754,334.587,-353.353,2274,2.0,0.371824,334.734662003,99.9956828753,1000.0
