MaxEsReturn,AverageAbsQ,AverageReturn,AverageAbsQYDiff,StdReturn,QFunRegParamNorm,AverageQLoss,AverageY,AverageEsReturn,MaxReturn,PolicyRegParamNorm,Epoch,StdEsReturn,AverageQ,AveragePolicySurr,Iteration,MinEsReturn,AverageAction,AverageAbsY,AverageDiscountedReturn,MinReturn
78.0,347.523,1000.0,8.88817065103,0.0,325.008,590.573,346.553370635,13.9104477612,1000.0,135.692,963,18.6849219628,346.566,-380.034,963,2.0,0.735092,346.831091528,99.9956828753,1000.0
105.0,348.211,1000.0,8.45163525032,0.0,325.039,529.855,347.257974252,14.6769230769,1000.0,135.741,964,18.9915833117,347.252,-381.773,964,3.0,0.886666,347.482890378,99.9956828753,1000.0
228.0,348.894,1000.0,8.91346749699,0.0,325.14,626.931,347.953445639,25.2272727273,1000.0,135.775,965,39.131981594,347.943,-380.745,965,3.0,0.918602,348.169039406,99.9956828753,1000.0
119.0,347.025,1000.0,9.4244283085,0.0,325.08,708.075,346.008076001,19.0,1000.0,135.751,966,23.2552723551,346.022,-378.825,966,3.0,0.75713,346.250366013,99.9956828753,1000.0
132.0,345.891,1000.0,8.74132506043,0.0,325.137,603.094,344.984275324,17.2542372881,1000.0,135.798,967,22.3102873743,344.978,-378.053,967,3.0,0.781419,345.211486251,99.9956828753,1000.0
216.0,345.095,1000.0,9.28257184905,0.0,325.133,651.695,344.088124125,24.875,1000.0,135.811,968,40.1336439288,344.085,-377.243,968,3.0,0.734231,344.37647632,99.9956828753,1000.0
102.0,344.482,1000.0,9.20470220958,0.0,325.223,621.485,343.551752882,13.1486486486,1000.0,135.83,969,16.5934555908,343.554,-377.42,969,3.0,0.731804,343.784596393,99.9956828753,1000.0
112.0,343.767,1000.0,9.55313791188,0.0,325.27,672.906,342.792507763,19.0943396226,1000.0,135.864,970,19.8781800835,342.798,-376.605,970,3.0,0.79178,343.09136143,99.9956828753,1000.0
138.0,343.909,1000.0,9.38266345462,0.0,325.323,671.391,342.907315696,22.9,1000.0,135.85,971,28.1982268946,342.916,-377.096,971,3.0,0.839104,343.165095464,99.9956828753,1000.0
106.0,343.896,1000.0,9.53272701177,0.0,325.361,687.291,342.855854796,15.2394366197,1000.0,135.903,972,17.4343555835,342.858,-376.326,972,3.0,0.764791,343.184892491,99.9956828753,1000.0
97.0,343.112,1000.0,9.45035511376,0.0,325.445,670.185,342.188871891,36.5357142857,1000.0,135.947,973,28.1227946981,342.193,-375.476,973,3.0,0.742134,342.459061929,99.9956828753,1000.0
105.0,343.723,1000.0,9.10597435728,0.0,325.497,594.343,342.764403028,34.3793103448,1000.0,135.996,974,25.850250173,342.752,-376.974,974,2.0,0.609313,342.995302264,99.9956828753,1000.0
81.0,343.401,1000.0,9.18380741627,0.0,325.57,620.141,342.442757677,25.7567567568,1000.0,136.054,975,22.944592963,342.452,-377.006,975,3.0,0.614412,342.616480339,99.9956828753,1000.0
142.0,344.418,1000.0,8.66848678687,0.0,325.548,530.671,343.524639018,49.0952380952,1000.0,136.154,976,43.1596204162,343.537,-378.986,976,5.0,0.641071,343.701722302,99.9956828753,1000.0
117.0,347.348,812.538461538,8.28085004143,184.994642494,325.589,498.315,346.505210951,38.9615384615,1000.0,136.275,977,31.7120224341,346.509,-381.868,977,9.0,0.365659,346.626788234,99.857319597,463.0
89.0,347.601,1000.0,8.22260123643,0.0,325.703,540.354,346.726934778,28.4285714286,1000.0,136.342,978,22.3060346918,346.721,-382.427,978,7.0,0.627739,346.869034899,99.9956828753,1000.0
120.0,349.771,1000.0,7.76218716214,0.0,325.727,481.453,348.938759425,35.75,1000.0,136.408,979,30.7090319427,348.927,-383.31,979,4.0,0.691716,349.059651088,99.9956828753,1000.0
99.0,350.011,1000.0,7.51928792076,0.0,325.815,485.159,349.193489065,25.1794871795,1000.0,136.454,980,19.1590800524,349.204,-383.499,980,4.0,0.626828,349.30887233,99.9956828753,1000.0
79.0,349.928,430.24,7.56244134162,248.709031601,325.844,532.084,349.128133777,27.0526315789,1000.0,136.54,981,19.9683267206,349.13,-382.589,981,3.0,0.449454,349.224243903,95.3257143808,188.0
165.0,349.417,272.918918919,8.22563373258,83.3943346246,325.852,623.641,348.627343062,26.1315789474,531.0,136.648,982,27.7575699041,348.6,-378.48,982,2.0,0.554785,348.72578701,91.6903714152,168.0
63.0,344.05,250.073170732,11.4434682431,245.373522161,325.904,1057.21,343.120694608,19.98,942.0,136.582,983,14.5718770239,343.155,-370.354,983,5.0,0.454937,343.258231682,71.4028509321,25.0
108.0,337.579,1000.0,12.1790383129,0.0,325.908,1052.63,336.624735093,15.0,1000.0,136.511,984,15.3583458705,336.617,-361.517,984,4.0,0.0772781,336.897203253,99.9956828753,1000.0
63.0,332.744,1000.0,10.5379465436,0.0,325.968,702.385,331.717592956,13.4533333333,1000.0,136.511,985,12.1986811673,331.745,-361.996,985,3.0,0.691906,332.038986118,99.9956828753,1000.0
55.0,332.766,1000.0,9.65554077567,0.0,326.018,551.357,331.824893504,9.8137254902,1000.0,136.548,986,10.8967798735,331.82,-369.131,986,3.0,0.440102,332.04647062,99.9956828753,1000.0
87.0,337.556,1000.0,8.78908887394,0.0,326.028,488.104,336.640867799,14.8088235294,1000.0,136.595,987,18.1418085169,336.652,-373.944,987,3.0,0.679508,336.807640397,99.9956828753,1000.0
144.0,339.718,1000.0,8.5824047424,0.0,325.935,502.262,338.812454532,36.7307692308,1000.0,136.64,988,36.7973219054,338.818,-375.206,988,3.0,0.612598,338.945747525,99.9956828753,1000.0
126.0,342.301,1000.0,8.15954845445,0.0,325.976,516.788,341.445407764,39.1923076923,1000.0,136.641,989,31.395760653,341.435,-376.446,989,4.0,0.751418,341.54147019,99.9956828753,1000.0
142.0,343.084,1000.0,7.89890189734,0.0,325.937,515.134,342.225212348,37.8888888889,1000.0,136.636,990,34.523565042,342.223,-375.572,990,3.0,0.567892,342.326926418,99.9956828753,1000.0
112.0,343.245,1000.0,7.43785568144,0.0,325.918,470.612,342.358454747,39.8695652174,1000.0,136.655,991,34.1764021662,342.354,-374.449,991,4.0,0.544631,342.463800514,99.9956828753,1000.0
165.0,342.543,1000.0,7.20171893817,0.0,325.935,477.301,341.75398512,42.08,1000.0,136.623,992,40.5304034029,341.75,-373.318,992,4.0,0.586917,341.870919514,99.9956828753,1000.0
94.0,340.971,1000.0,7.18097453392,0.0,325.888,445.446,340.076598779,28.3333333333,1000.0,136.648,993,25.6770935137,340.091,-371.903,993,3.0,0.578861,340.173840168,99.9956828753,1000.0
126.0,340.313,1000.0,6.93568616869,0.0,325.978,439.271,339.485559507,19.9818181818,1000.0,136.658,994,26.4866971132,339.477,-371.63,994,3.0,0.492412,339.598055879,99.9956828753,1000.0
57.0,340.149,1000.0,6.61733573404,0.0,326.057,420.993,339.390711859,17.8571428571,1000.0,136.655,995,15.0611000493,339.401,-371.339,995,3.0,0.490921,339.502562605,99.9956828753,1000.0
76.0,338.346,1000.0,6.64158479619,0.0,326.086,413.872,337.544030128,17.6071428571,1000.0,136.696,996,15.2920130547,337.542,-369.528,996,3.0,0.559792,337.65878028,99.9956828753,1000.0
67.0,337.643,1000.0,6.50494615862,0.0,326.143,403.427,336.908226809,16.1612903226,1000.0,136.721,997,14.7464523327,336.905,-368.717,997,3.0,0.515691,337.01599721,99.9956828753,1000.0
135.0,338.059,1000.0,6.8508073168,0.0,326.152,436.074,337.173576961,18.4528301887,1000.0,136.772,998,22.8213455507,337.178,-368.264,998,3.0,0.531753,337.308493123,99.9956828753,1000.0
119.0,336.599,1000.0,6.49181226941,0.0,326.126,444.224,335.767152225,27.1578947368,1000.0,136.844,999,25.6787095058,335.762,-366.231,999,3.0,0.540764,335.903005363,99.9956828753,1000.0
78.0,335.127,386.5,6.20068396939,272.768463381,326.187,372.155,334.374034953,15.3076923077,1000.0,136.865,1000,15.1026468153,334.381,-365.469,1000,3.0,0.650764,334.50433601,88.7409953586,76.0
91.0,333.662,593.764705882,7.10551918869,298.843954837,326.22,503.182,332.730527121,15.2380952381,1000.0,136.878,1001,18.0842071641,332.738,-363.135,1001,3.0,0.675926,332.911579543,97.3783733775,191.0
86.0,332.076,1000.0,7.32455062417,0.0,326.275,534.339,331.259680881,24.7619047619,1000.0,136.966,1002,24.5723514039,331.253,-360.868,1002,3.0,0.588793,331.460171033,99.9956828753,1000.0
95.0,330.127,1000.0,7.80791546805,0.0,326.35,574.131,329.305011367,24.0,1000.0,137.006,1003,22.2453847541,329.307,-358.45,1003,3.0,0.583456,329.537649305,99.9956828753,1000.0
100.0,328.286,78.546875,7.9897049444,10.0045765895,326.338,521.64,327.462302465,15.9166666667,103.0,137.125,1004,18.7796802126,327.457,-355.806,1004,2.0,0.707681,327.694664523,54.3593150937,55.0
84.0,323.881,1000.0,9.00426632765,0.0,326.334,664.491,322.993939935,16.0327868852,1000.0,137.178,1005,18.0536243245,323.02,-347.602,1005,3.0,0.458247,323.355844249,99.9956828753,1000.0
125.0,318.27,415.96,11.5461132778,298.127553909,326.328,909.091,317.14583374,19.0357142857,1000.0,137.221,1006,23.2570759476,317.138,-341.165,1006,3.0,0.485261,317.824544803,85.9340218756,48.0
122.0,313.617,851.333333333,11.3877936399,223.196599934,326.395,806.061,312.307602519,10.1894736842,1000.0,137.221,1007,16.7861438704,312.317,-339.284,1007,3.0,0.532515,313.429857268,99.7116946828,382.0
107.0,313.516,1000.0,11.0940823211,0.0,326.445,630.022,312.151978231,13.4155844156,1000.0,137.261,1008,18.6960310041,312.159,-344.2,1008,3.0,0.0241078,313.093267542,99.9956828753,1000.0
122.0,315.34,1000.0,10.931680001,0.0,326.492,574.546,314.245631133,25.1538461538,1000.0,137.294,1009,32.3550324715,314.253,-348.871,1009,2.0,0.743739,314.83689631,99.9956828753,1000.0
148.0,319.264,1000.0,10.4229784326,0.0,326.451,533.522,318.237351912,35.3846153846,1000.0,137.322,1010,35.012170327,318.243,-355.448,1010,3.0,0.798637,318.596236878,99.9956828753,1000.0
144.0,324.963,1000.0,9.42334463899,0.0,326.42,492.58,324.066120972,38.0357142857,1000.0,137.366,1011,37.8695902717,324.06,-361.156,1011,3.0,0.861084,324.344001549,99.9956828753,1000.0
284.0,330.047,1000.0,9.24363240295,0.0,326.402,521.546,329.120373488,46.0909090909,1000.0,137.396,1012,59.6481418524,329.097,-364.336,1012,7.0,0.867469,329.343611569,99.9956828753,1000.0
123.0,333.118,1000.0,8.40387365399,0.0,326.517,470.956,332.289638491,45.5454545455,1000.0,137.413,1013,32.3682325643,332.285,-365.791,1013,3.0,0.895824,332.465637948,99.9956828753,1000.0
111.0,334.197,1000.0,7.90347811581,0.0,326.539,470.222,333.353238009,47.5238095238,1000.0,137.402,1014,22.8423563283,333.348,-366.13,1014,11.0,0.797645,333.511078622,99.9956828753,1000.0
121.0,334.657,1000.0,7.46637201597,0.0,326.5,448.299,333.777835914,36.9090909091,1000.0,137.387,1015,30.2022110733,333.788,-364.983,1015,3.0,0.90162,333.946435542,99.9956828753,1000.0
210.0,333.988,1000.0,7.10643537309,0.0,326.545,403.065,333.13713409,47.2,1000.0,137.397,1016,51.3490019377,333.13,-363.755,1016,3.0,0.846581,333.310126347,99.9956828753,1000.0
110.0,333.62,1000.0,7.01577387844,0.0,326.624,412.758,332.783289714,33.0666666667,1000.0,137.382,1017,24.0429245771,332.777,-362.704,1017,6.0,0.842942,332.97949327,99.9956828753,1000.0
120.0,333.214,1000.0,6.97142840527,0.0,326.638,430.409,332.283206461,35.4642857143,1000.0,137.433,1018,30.9786587172,332.295,-362.005,1018,3.0,0.772774,332.498064759,99.9956828753,1000.0
127.0,330.522,1000.0,6.91331973885,0.0,326.639,427.836,329.621191994,31.3225806452,1000.0,137.43,1019,26.6704948692,329.62,-361.009,1019,3.0,0.733929,329.831689049,99.9956828753,1000.0
116.0,330.722,1000.0,6.5065769448,0.0,326.711,388.205,329.908549262,39.037037037,1000.0,137.442,1020,28.6401446839,329.902,-360.301,1020,3.0,0.714046,330.115901159,99.9956828753,1000.0
138.0,330.116,1000.0,6.47074379953,0.0,326.74,377.383,329.201508841,36.2592592593,1000.0,137.449,1021,31.5542948801,329.214,-359.425,1021,3.0,0.749446,329.44382737,99.9956828753,1000.0
124.0,329.884,1000.0,6.68222575095,0.0,326.771,418.724,328.904418201,33.4516129032,1000.0,137.454,1022,25.0094675101,328.893,-359.284,1022,6.0,0.786696,329.132737205,99.9956828753,1000.0
86.0,328.602,951.454545455,6.45784071871,81.141138133,326.762,384.258,327.714431332,26.1052631579,1000.0,137.472,1023,18.8173904361,327.725,-357.964,1023,3.0,0.406965,327.912561811,99.9894254762,783.0
71.0,328.29,1000.0,6.40198432676,0.0,326.793,371.963,327.319364538,27.5142857143,1000.0,137.497,1024,16.4566468179,327.318,-358.158,1024,3.0,0.756574,327.523093513,99.9956828753,1000.0
137.0,327.613,1000.0,6.37568980726,0.0,326.793,378.815,326.710879394,36.0344827586,1000.0,137.519,1025,29.9867588694,326.707,-356.493,1025,6.0,0.779807,326.946347763,99.9956828753,1000.0
131.0,327.632,1000.0,6.48498539261,0.0,326.819,404.573,326.692512839,33.1034482759,1000.0,137.596,1026,26.9358686994,326.699,-356.405,1026,4.0,0.753766,326.898061195,99.9956828753,1000.0
87.0,326.066,1000.0,6.25113528406,0.0,326.894,396.84,325.188086755,29.9090909091,1000.0,137.668,1027,23.5015971557,325.2,-354.223,1027,3.0,0.742004,325.416634272,99.9956828753,1000.0
91.0,325.658,1000.0,6.20918375485,0.0,326.862,379.961,324.752159303,28.8055555556,1000.0,137.677,1028,22.075400392,324.741,-353.715,1028,3.0,0.773392,324.982056457,99.9956828753,1000.0
163.0,325.585,1000.0,6.14570800297,0.0,326.923,388.25,324.691819154,35.5,1000.0,137.716,1029,31.5068019867,324.684,-353.145,1029,4.0,0.757678,324.885267213,99.9956828753,1000.0
161.0,323.138,1000.0,6.46759633804,0.0,326.97,421.997,322.226580646,33.7,1000.0,137.744,1030,31.3912408165,322.239,-350.57,1030,3.0,0.858602,322.43186629,99.9956828753,1000.0
134.0,322.05,1000.0,6.50236141695,0.0,326.959,418.026,321.21429358,39.68,1000.0,137.765,1031,32.5867703217,321.2,-348.981,1031,3.0,0.770594,321.436564172,99.9956828753,1000.0
140.0,319.797,1000.0,6.04462287491,0.0,326.941,353.747,318.94465791,36.0357142857,1000.0,137.742,1032,29.3920326217,318.97,-347.268,1032,4.0,0.609702,319.117542073,99.9956828753,1000.0
91.0,319.366,1000.0,6.54029234172,0.0,326.992,417.67,318.476861077,28.2571428571,1000.0,137.805,1033,20.40076029,318.474,-346.271,1033,3.0,0.59186,318.654115455,99.9956828753,1000.0
115.0,316.934,939.272727273,7.09806627376,131.593099369,327.082,505.219,316.134964335,34.5862068966,1000.0,137.839,1034,25.7795926259,316.139,-344.084,1034,3.0,0.69632,316.30889893,99.9692739701,603.0
124.0,314.148,1000.0,7.95748425694,0.0,327.146,601.319,313.344222313,32.064516129,1000.0,137.887,1035,24.5999416258,313.35,-339.759,1035,3.0,0.761249,313.544044425,99.9956828753,1000.0
67.0,311.355,1000.0,8.16435503189,0.0,327.145,585.327,310.512794222,19.2452830189,1000.0,137.745,1036,17.0547461002,310.509,-337.183,1036,3.0,0.342303,310.661129015,99.9956828753,1000.0
106.0,310.993,1000.0,7.44658363042,0.0,327.191,406.632,310.232218167,15.126984127,1000.0,137.775,1037,19.8905673293,310.235,-338.411,1037,3.0,0.324027,310.378183265,99.9956828753,1000.0
92.0,310.359,1000.0,6.98694214411,0.0,327.293,364.437,309.592141843,22.7391304348,1000.0,137.817,1038,23.4524818216,309.608,-338.814,1038,3.0,0.68458,309.703449141,99.9956828753,1000.0
77.0,310.404,1000.0,6.92177018195,0.0,327.274,376.75,309.613588224,25.7435897436,1000.0,137.891,1039,19.472160204,309.608,-339.32,1039,4.0,0.657806,309.737721578,99.9956828753,1000.0
97.0,310.69,1000.0,6.97723620107,0.0,327.265,393.977,309.871795228,32.0967741935,1000.0,137.958,1040,25.1938994647,309.854,-338.695,1040,4.0,0.818196,310.02277971,99.9956828753,1000.0
82.0,311.111,1000.0,6.86495199487,0.0,327.271,420.963,310.376316615,27.0810810811,1000.0,137.955,1041,22.669634862,310.373,-338.758,1041,3.0,0.829791,310.53205825,99.9956828753,1000.0
223.0,311.088,1000.0,6.37893249584,0.0,327.252,344.668,310.386338077,31.40625,1000.0,137.945,1042,41.1117831155,310.392,-338.506,1042,5.0,0.79856,310.502317482,99.9956828753,1000.0
74.0,310.229,1000.0,6.25432076154,0.0,327.276,349.599,309.461705787,28.65625,1000.0,137.973,1043,19.1549754878,309.456,-337.44,1043,3.0,0.651409,309.56135352,99.9956828753,1000.0
86.0,310.311,1000.0,6.27733562726,0.0,327.306,366.728,309.588522475,31.7941176471,1000.0,137.977,1044,22.5854969235,309.592,-337.743,1044,3.0,0.662225,309.682063636,99.9956828753,1000.0
211.0,309.753,1000.0,6.21245698846,0.0,327.344,360.938,309.041132591,44.25,1000.0,137.994,1045,48.2201980502,309.032,-336.603,1045,3.0,0.716424,309.126685115,99.9956828753,1000.0
120.0,309.117,1000.0,5.79566448244,0.0,327.451,315.231,308.423166763,38.3103448276,1000.0,138.052,1046,29.1513333797,308.436,-335.959,1046,3.0,0.715397,308.515844049,99.9956828753,1000.0
91.0,308.237,1000.0,5.85245676962,0.0,327.443,324.68,307.558634195,30.90625,1000.0,138.092,1047,21.353218983,307.561,-334.931,1047,3.0,0.643595,307.673875799,99.9956828753,1000.0
69.0,307.101,1000.0,5.92970657094,0.0,327.472,336.293,306.32681052,28.5714285714,1000.0,138.114,1048,19.0881948773,306.326,-333.765,1048,3.0,0.696033,306.452038365,99.9956828753,1000.0
167.0,306.983,1000.0,5.67207470941,0.0,327.448,340.057,306.265156778,37.2222222222,1000.0,138.154,1049,39.0435021704,306.264,-333.244,1049,3.0,0.784048,306.393933851,99.9956828753,1000.0
82.0,305.395,1000.0,5.9554051994,0.0,327.479,351.194,304.59811523,38.12,1000.0,138.215,1050,21.6061472734,304.599,-331.705,1050,7.0,0.607558,304.732732906,99.9956828753,1000.0
94.0,304.483,1000.0,5.60825148645,0.0,327.497,340.071,303.710661158,32.34375,1000.0,138.22,1051,24.182392064,303.718,-330.535,1051,6.0,0.590886,303.867335303,99.9956828753,1000.0
101.0,304.146,1000.0,5.64354650908,0.0,327.454,334.337,303.332957558,26.4324324324,1000.0,138.219,1052,21.5689222632,303.332,-330.069,1052,3.0,0.665023,303.484620646,99.9956828753,1000.0
123.0,303.348,1000.0,5.6064340275,0.0,327.529,323.472,302.549000352,49.55,1000.0,138.264,1053,28.8036022053,302.552,-328.936,1053,10.0,0.681324,302.7017498,99.9956828753,1000.0
129.0,303.002,1000.0,5.48304020809,0.0,327.544,311.382,302.235980047,37.5714285714,1000.0,138.316,1054,28.2671295367,302.246,-328.052,1054,4.0,0.71199,302.393070374,99.9956828753,1000.0
139.0,301.681,1000.0,5.43322823108,0.0,327.579,338.731,300.890360716,41.3333333333,1000.0,138.33,1055,28.0856823943,300.889,-326.808,1055,6.0,0.793759,301.089804852,99.9956828753,1000.0
143.0,299.802,1000.0,5.50266923662,0.0,327.634,323.05,299.015671806,33.0666666667,1000.0,138.347,1056,32.5196692617,299.016,-325.542,1056,3.0,0.737639,299.193676892,99.9956828753,1000.0
154.0,299.231,1000.0,5.57905280226,0.0,327.671,324.464,298.389695164,45.8095238095,1000.0,138.378,1057,43.7042212711,298.378,-324.077,1057,3.0,0.870982,298.538607934,99.9956828753,1000.0
184.0,297.407,1000.0,5.50124440286,0.0,327.719,306.845,296.637446559,58.1666666667,1000.0,138.464,1058,48.5125985928,296.651,-322.483,1058,10.0,0.908844,296.76203102,99.9956828753,1000.0
113.0,297.105,1000.0,5.68241106253,0.0,327.732,343.617,296.282404283,30.3636363636,1000.0,138.47,1059,27.7955939192,296.285,-321.332,1059,3.0,0.713274,296.394260151,99.9956828753,1000.0
124.0,294.42,1000.0,5.38724629175,0.0,327.748,317.172,293.714210662,23.5714285714,1000.0,138.525,1060,24.6645522168,293.702,-319.392,1060,3.0,0.67183,293.824526325,99.9956828753,1000.0
84.0,292.881,1000.0,5.13582570008,0.0,327.78,284.661,292.211540868,26.6857142857,1000.0,138.528,1061,22.9742357915,292.224,-317.735,1061,3.0,0.695595,292.324635344,99.9956828753,1000.0
87.0,291.235,1000.0,5.49117357705,0.0,327.788,328.942,290.48156763,30.2285714286,1000.0,138.562,1062,22.6047854785,290.477,-315.97,1062,3.0,0.938411,290.590056726,99.9956828753,1000.0
151.0,290.044,1000.0,5.61940019513,0.0,327.83,340.566,289.387766124,37.8518518519,1000.0,138.615,1063,35.6814130509,289.392,-314.066,1063,3.0,0.907986,289.500597226,99.9956828753,1000.0
145.0,288.327,1000.0,6.34089371955,0.0,327.85,416.479,287.640916831,38.44,1000.0,138.656,1064,33.8077860855,287.651,-311.868,1064,3.0,0.912464,287.748525094,99.9956828753,1000.0
207.0,285.459,1000.0,6.93357953649,0.0,327.899,459.25,284.68121951,51.05,1000.0,138.69,1065,52.937203364,284.699,-306.701,1065,5.0,0.837239,284.831500931,99.9956828753,1000.0
125.0,281.703,985.090909091,7.46770988058,47.1466851152,327.961,497.948,280.927862649,31.28125,1000.0,138.674,1066,29.954376115,280.917,-302.734,1066,3.0,0.244452,281.126738056,99.9940353419,836.0
51.0,278.296,67.1744966443,7.43307280501,4.48671647718,327.936,438.338,277.52128252,13.8873239437,78.0,138.683,1067,13.6882280006,277.527,-301.175,1067,3.0,0.330561,277.705215768,49.0391667336,58.0
61.0,276.326,205.040816327,7.43116394155,82.5558460788,327.908,399.796,275.536408147,11.393258427,436.0,138.702,1068,12.3902988307,275.551,-300.74,1068,3.0,0.542455,275.673433294,83.3018342723,89.0
108.0,276.156,1000.0,7.37909910288,0.0,327.939,375.686,275.453892684,24.875,1000.0,138.704,1069,26.8050251819,275.448,-300.948,1069,3.0,0.759859,275.556180174,99.9956828753,1000.0
171.0,275.484,1000.0,7.792509327,0.0,327.981,447.982,274.746528113,27.5555555556,1000.0,138.742,1070,31.4920134888,274.767,-298.79,1070,4.0,0.730607,274.86392488,99.9956828753,1000.0
165.0,273.269,1000.0,8.61627580655,0.0,327.965,559.289,272.530562426,38.8846153846,1000.0,138.728,1071,40.5200111275,272.539,-295.219,1071,3.0,0.718504,272.662823491,99.9956828753,1000.0
230.0,272.357,245.512195122,8.29025022396,132.724935064,327.986,428.814,271.617648091,38.6153846154,694.0,138.731,1072,52.1853773529,271.62,-296.797,1072,3.0,0.711505,271.761780976,86.5650419544,115.0
200.0,274.077,1000.0,8.23717679952,0.0,327.969,375.665,273.277625229,49.05,1000.0,138.737,1073,42.9388809822,273.275,-301.758,1073,3.0,0.806528,273.372729341,99.9956828753,1000.0
103.0,277.16,1000.0,7.09756072462,0.0,327.947,302.913,276.544749125,33.2258064516,1000.0,138.753,1074,23.7781543512,276.537,-305.838,1074,3.0,0.812671,276.617348434,99.9956828753,1000.0
134.0,280.887,1000.0,6.85909014453,0.0,327.926,307.1,280.178080858,43.5652173913,1000.0,138.761,1075,35.2751003289,280.175,-308.091,1075,4.0,0.835854,280.255074337,99.9956828753,1000.0
112.0,282.569,1000.0,6.38585192247,0.0,327.949,293.494,281.840694989,42.3636363636,1000.0,138.762,1076,34.3081562719,281.835,-308.62,1076,3.0,0.871222,281.930049161,99.9956828753,1000.0
133.0,284.071,1000.0,5.9465465167,0.0,327.985,283.51,283.427615852,43.3043478261,1000.0,138.776,1077,33.3915307963,283.421,-308.214,1077,3.0,0.900556,283.531364661,99.9956828753,1000.0
144.0,283.59,1000.0,6.06198148089,0.0,328.006,313.937,282.928257613,46.9130434783,1000.0,138.801,1078,35.8122071045,282.916,-307.846,1078,3.0,0.861625,283.027170291,99.9956828753,1000.0
92.0,283.236,1000.0,6.01041958475,0.0,327.978,309.023,282.505514598,32.8,1000.0,138.796,1079,25.8642610565,282.502,-307.58,1079,2.0,0.938177,282.636527586,99.9956828753,1000.0
106.0,282.816,1000.0,5.64209898762,0.0,327.983,278.299,282.101401759,40.56,1000.0,138.789,1080,30.845524797,282.101,-307.475,1080,8.0,0.948203,282.25625251,99.9956828753,1000.0
93.0,282.285,144.214285714,5.46857030591,39.6757906959,327.979,256.616,281.614459797,39.4,374.0,138.825,1081,28.9025950392,281.619,-306.619,1081,3.0,0.941661,281.706822546,75.1358109067,91.0
182.0,282.217,274.540540541,5.61663189349,177.840133888,327.995,264.284,281.528116902,47.0952380952,664.0,138.823,1082,44.4938784039,281.531,-306.752,1082,3.0,0.942422,281.627068436,83.5296139423,79.0
106.0,282.126,601.529411765,5.58381419957,336.785342291,327.982,289.051,281.409319667,34.8928571429,1000.0,138.832,1083,27.8097353017,281.4,-305.566,1083,5.0,0.935881,281.502841646,94.4611314549,117.0
84.0,280.529,601.176470588,5.716930809,279.778743526,327.967,304.055,279.737578213,38.7777777778,1000.0,138.866,1084,24.8422181471,279.751,-304.069,1084,3.0,0.94654,279.839895799,97.4507134485,206.0
154.0,279.342,1000.0,5.33241155313,0.0,327.912,263.67,278.633410643,37.1538461538,1000.0,138.867,1085,36.1404230401,278.628,-302.937,1085,3.0,0.905567,278.732928463,99.9956828753,1000.0
166.0,278.687,198.352941176,5.43410891953,37.8396117427,327.936,280.304,277.959121819,38.4074074074,332.0,138.917,1086,33.9403171805,277.961,-301.531,1086,4.0,0.915376,278.036253908,85.5523960371,106.0
161.0,277.951,565.388888889,5.38532240915,301.766859768,327.919,271.223,277.2769523,45.9,1000.0,138.981,1087,44.0816288265,277.279,-300.83,1087,3.0,0.965808,277.341206803,95.9778668253,188.0
118.0,276.615,250.85,5.51083830178,177.565980695,327.895,285.737,275.851263007,39.5,785.0,138.978,1088,29.2078098091,275.859,-299.941,1088,3.0,0.931407,275.951496928,83.5399257922,126.0
115.0,275.555,186.218181818,5.13319333452,112.091795322,327.923,271.994,274.943174253,34.8333333333,571.0,138.965,1089,26.8204938226,274.938,-298.732,1089,4.0,0.939366,275.023524198,77.3225551938,70.0
125.0,274.787,184.181818182,5.18491705563,112.156561176,327.939,266.303,274.128137666,46.7619047619,518.0,139.015,1090,37.9923610892,274.131,-298.035,1090,5.0,0.936729,274.202990969,76.2144100942,61.0
197.0,274.028,295.314285714,5.25766394887,221.171655563,327.94,259.449,273.39320084,37.7407407407,1000.0,139.032,1091,37.8687720391,273.391,-296.866,1091,3.0,0.93128,273.475419405,83.1349288173,64.0
160.0,273.173,1000.0,5.0441536775,0.0,327.973,243.991,272.532366532,49.3333333333,1000.0,139.051,1092,45.5850852802,272.535,-296.204,1092,7.0,0.904316,272.607471729,99.9956828753,1000.0
235.0,271.637,1000.0,5.0136634804,0.0,327.967,247.126,271.001596313,57.6842105263,1000.0,139.11,1093,58.0109360212,271.002,-294.652,1093,3.0,0.925826,271.095873259,99.9956828753,1000.0
105.0,271.462,145.985714286,5.00358816096,64.2115905997,327.997,242.842,270.763537594,42.7083333333,561.0,139.11,1094,28.7191561602,270.764,-293.969,1094,10.0,0.924754,270.840609017,74.0502011368,78.0
138.0,270.245,308.939393939,5.02480128009,171.163033993,327.976,250.109,269.585807456,40.2916666667,794.0,139.152,1095,33.4258871319,269.585,-292.648,1095,3.0,0.943103,269.678014729,89.591621667,96.0
264.0,269.259,323.290322581,5.02116742039,277.10056327,327.952,250.252,268.616282356,40.875,1000.0,139.169,1096,53.3340983018,268.616,-291.853,1096,3.0,0.952172,268.69524881,83.4897258998,79.0
153.0,268.54,977.727272727,5.0616990255,70.4325478856,327.948,253.587,267.913675794,47.3636363636,1000.0,139.176,1097,41.4372970496,267.92,-290.711,1097,3.0,0.963164,267.99432085,99.9914708755,755.0
