AverageDiscountedReturn,MinReturn,MinForwardProgress,AveragePolicySurr,AverageAbsY,AverageY,PolicyRegParamNorm,StdEsReturn,AverageAction,StdReturn,AverageForwardProgress,MaxEsReturn,AverageReturn,AverageEsReturn,Epoch,MaxReturn,MinEsReturn,MaxForwardProgress,StdForwardProgress,AverageAbsQ,AverageQ,AverageAbsQYDiff,AverageQLoss,QFunRegParamNorm
17.8733569509,7.69418723722,-0.0503189616472,-0.0205108,0.0256922898026,0.0256922898026,14.1287,8.77502380833,0.000346904,6.17862808444,0.0992661415676,41.7838495521,26.4380616413,23.3073419936,9,43.3806840376,0.192246380351,0.235249351908,0.0497584840664,0.00843919,-0.00836881,0.0340610959303,0.00132951,14.191
5.36973707614,-2.27262875862,-0.0654774336826,-0.0808916,0.054484039605,0.0543719472507,14.8526,14.0449567027,0.987792,3.74468818808,0.000985323107192,45.7517640157,6.29887011261,19.1482236288,10,17.2024990254,0.165498230283,0.0841941711213,0.0290248828184,0.0543722,0.0543238,0.00437518851182,5.83684e-05,14.9771
11.5694754869,-2.65951417105,-0.108123090172,-0.102435,0.0988463337683,0.0988455197283,15.2418,4.01138996146,0.950015,8.46996816022,0.047532556931,15.0008785225,17.8607261817,5.89347283164,11,39.5607883408,-2.2587407893,0.204726168028,0.0619588096274,0.09877,0.0987697,0.00528455318081,0.000102632,15.8892
8.74060636514,-1.3944347612,-0.10072742934,-0.137178,0.127672577352,0.127664520255,15.5497,8.72624287704,0.956679,6.58705296425,0.0099509880191,23.7961116843,11.4638656969,11.4021699815,12,26.369607408,-5.9392961032,0.122198952102,0.0513046090389,0.127631,0.127628,0.00628318797616,0.000134966,16.7508
15.6142061821,3.76582811914,-0.0566334741549,-0.173796,0.161726849698,0.161706223485,16.0432,16.698331843,0.934284,7.87293423175,0.08681163307,48.2020344581,22.3264392139,23.1009990786,13,49.0311397075,2.18540513742,0.289177447642,0.0589898465955,0.161647,0.161643,0.00766061837628,0.000202277,17.6178
1.6979605211,-14.7774844525,-0.198593423035,-0.200999,0.192949039289,0.192924701765,16.5247,6.81681812101,0.924719,6.62871798483,-0.0653142359105,29.928503041,1.30570284351,7.02212688333,14,19.4413073676,-4.34939185203,0.047272265324,0.0502456692715,0.192896,0.192871,0.00894784443424,0.000282301,18.4655
9.52445968912,-9.22117657441,-0.134080676705,-0.23979,0.216728128753,0.216652444629,16.9396,22.186937788,0.980173,17.7304181925,0.0376153140694,50.4364982554,15.1300204567,13.0659473175,15,51.4658860793,-12.6643826534,0.293428056914,0.117923187912,0.216629,0.216606,0.0111950511353,0.000433274,19.4058
-8.21513212909,-40.3277247425,-0.414042486002,-0.29451,0.264420989763,0.264330353992,17.072,24.5579714007,0.96926,9.42345872716,-0.209611885014,72.9741285161,-15.9712392679,26.6323659382,16,3.07926860717,-7.7920118257,-0.0523408128234,0.0799551580612,0.264275,0.264232,0.0144139001452,0.000741345,20.3228
4.08837288686,-9.35428099287,-0.125202344984,-0.324424,0.3089414945,0.308160256612,17.2394,10.1448969485,0.976886,5.19690235516,-0.0136723893297,17.6219483035,4.59908855539,-7.92116553099,17,20.0238862429,-23.6328831741,0.104151374604,0.0401441619338,0.308753,0.308059,0.0172677580957,0.00105858,21.228
5.35009813564,-8.77833470392,-0.139790624512,-0.367471,0.343128564208,0.340649795032,17.6276,7.0600590033,0.935411,4.66338761017,-0.00695804785537,11.9285266395,6.22889761645,3.12338325318,18,19.9567686432,-10.4824990397,0.104324635155,0.0386193731373,0.34279,0.340595,0.0197511360396,0.00137887,22.1565
