AverageDiscountedReturn,MinReturn,MinForwardProgress,AveragePolicySurr,AverageAbsY,AverageY,PolicyRegParamNorm,StdEsReturn,AverageAction,StdReturn,AverageForwardProgress,MaxEsReturn,AverageReturn,AverageEsReturn,Epoch,MaxReturn,MinEsReturn,MaxForwardProgress,StdForwardProgress,AverageAbsQ,AverageQ,AverageAbsQYDiff,AverageQLoss,QFunRegParamNorm
5.3421762227,-8.60384772081,-0.116381007676,-0.411161,0.380024100965,0.376210316888,18.0652,4.45181864591,0.957024,3.83298242127,0.00102634985734,14.8090881607,6.25789707123,5.75731227732,19,18.5934221555,-3.48317448073,0.0950776568941,0.0297107306735,0.379595,0.376076,0.0210353998447,0.00158135,22.9595
4.89837025068,-5.78416086586,-0.089327113699,-0.44967,0.422465366901,0.41799492417,18.4089,3.4512498674,0.952466,3.25484147249,0.00194866010572,14.8843687741,5.62478689381,5.6724819935,20,15.8655320082,-1.16473749337,0.0811224285031,0.0248420351708,0.42217,0.417869,0.0229949784736,0.00181465,23.7521
6.73866658676,-4.9481191655,-0.102143692193,-0.482285,0.457416234096,0.452491922788,18.7025,3.52536387531,0.947391,4.13878208977,0.0089424028852,13.0316630584,8.3483078338,5.58804105929,21,20.2401758073,-1.22589424122,0.100772496054,0.0320265311628,0.457166,0.452387,0.0242627645294,0.00187355,24.4023
6.84027043603,-4.21107978401,-0.0799773694529,-0.512049,0.488981545406,0.484362129617,18.9986,4.02100271385,0.960177,4.65494098514,0.0124813234097,15.0884710958,8.34624451848,6.35299434194,22,19.0237742477,-2.29634882618,0.0967231750356,0.0342957842707,0.488752,0.484258,0.0259364077648,0.00215029,25.1279
5.48910998118,-4.14483038569,-0.0792731117602,-0.552717,0.51767927422,0.513346974877,19.3176,3.66913594387,0.94436,4.24485551755,0.00262079068118,10.7487375576,6.43652075738,4.72608190467,23,18.4036637728,-0.876715068628,0.09276864754,0.0325623807079,0.517365,0.513174,0.0278418414984,0.00245807,25.8726
5.89391960807,-7.79918958216,-0.107906550698,-0.590498,0.554733767153,0.55082351211,19.5893,4.08812167741,0.952006,4.05592739319,0.00200742608303,16.0633745377,7.07403512629,7.8712015838,24,17.6813822838,1.30715793651,0.0844554393647,0.0312852035149,0.554554,0.550719,0.0303165693666,0.00293136,26.5602
5.36588009697,-5.11804019499,-0.0874019754079,-0.632645,0.597157260384,0.593963047261,19.8027,24.4977867217,0.937727,4.26538924833,0.000319019614365,96.7337456559,6.31062692927,19.6869636085,25,18.2315215629,-1.29326904502,0.093696490476,0.0330611288041,0.596909,0.593773,0.0319521518917,0.00318844,27.2173
5.64505060271,-6.02074672291,-0.0963319111011,-0.684846,0.642744140051,0.640320462896,20.0199,4.32917950859,0.954571,4.69801247039,0.00151579629658,16.5144603906,6.72610332088,5.59959262387,26,38.6977797163,-2.71339583493,0.196702692931,0.035085510668,0.642525,0.640121,0.0356031502668,0.00403316,27.8981
5.62975841525,-4.70429300003,-0.0899708722474,-0.730018,0.68569812019,0.683414905796,20.21,4.44270756616,0.943436,4.76881942773,0.00143826755147,16.3942513437,6.68873366996,6.84284164123,27,44.2643996689,-1.79900172703,0.245939208254,0.0363362691743,0.685442,0.683239,0.038529467555,0.00482385,28.6322
5.02145194567,-8.46151337468,-0.115092815346,-0.777559,0.724757867752,0.722828279806,20.472,4.30266608156,0.947649,5.26436933572,-0.00260709998839,15.0326792527,5.96034456988,5.22671307799,28,58.8940425973,-5.05858284205,0.342047141527,0.0387975629419,0.724534,0.722615,0.0419789785336,0.00587667,29.2742
3.13175829732,-10.3432520706,-0.137570685098,-0.825833,0.767551041653,0.765783122247,20.6732,4.95958980033,0.956776,4.81481274491,-0.0289448061304,17.5413920446,3.65975838827,6.5451663017,29,18.2270520281,-1.86437421962,0.0862497120956,0.037563532281,0.767203,0.765494,0.0421030233571,0.00545688,29.8228
3.5093933173,-6.00521664682,-0.10666002769,-0.891596,0.815555242526,0.814544509717,20.8532,4.54560380856,0.948581,4.66476226237,-0.0247959151173,12.9586619557,4.05657724673,5.36766768673,30,17.3451221826,-3.71382452096,0.0721214776037,0.0353662180354,0.815314,0.814308,0.0461290314155,0.00643517,30.4201
4.88438517977,-7.47405162547,-0.113734162098,-0.956081,0.875028290223,0.874043360867,21.023,5.32936095784,0.949686,5.10348456689,-0.0122979193719,16.3651517474,5.83645698251,3.31902383797,31,19.4568806231,-6.08914034639,0.0917984875936,0.0385021383158,0.874895,0.873911,0.0499170650848,0.00764947,31.0167
3.13640160234,-33.9727810868,-0.347990425786,-1.05348,0.960123879201,0.959389755517,21.1459,5.93675731971,0.94798,7.34618214554,-0.0306786197789,18.6838354744,3.34904709926,6.53553154724,32,23.3594736667,-3.70030506362,0.117994772473,0.0587057116881,0.959895,0.959136,0.0542553799763,0.00930654,31.674
8.97967950938,1.02640606082,-0.0521640724962,-1.13121,1.03017469979,1.02952381249,21.2923,5.57581446992,0.952585,3.73731077454,0.0250850608687,17.2212668986,11.235450478,8.59310381372,33,20.1260398142,-4.36111591274,0.0954073612981,0.0280475316661,1.03004,1.0293,0.0576387287589,0.0109676,32.363
22.2256664241,10.112927868,-0.0901112535034,-1.22215,1.12510191303,1.12471123377,21.4411,9.80783206578,0.947964,17.9499896628,0.172964330177,37.8301831065,36.3547658822,15.2336955094,34,98.6673857514,0.876458779969,0.587999898005,0.120225074473,1.12502,1.12445,0.0639195984977,0.0141491,33.0142
-0.119431997647,-75.3353593853,-0.752888375112,-1.2448,1.17870730345,1.17841581736,21.5542,18.848891111,0.954131,9.90984085976,-0.0959300376946,42.6990935363,-2.03208594391,15.6154935853,35,16.3491286925,-30.8365018533,0.0549580228712,0.0862603876802,1.17859,1.17809,0.0670080381667,0.0146375,33.6716
-3.74428721236,-40.6710951755,-0.480144594843,-1.30057,1.22264190761,1.22224926315,21.7143,7.29207771832,0.964867,8.01786125107,-0.137112217295,5.87820673337,-7.53691674979,-2.98580523497,36,6.37607334145,-26.76551469,-0.0266617335083,0.0784704002781,1.22246,1.22189,0.0689456266849,0.0160959,34.2811
-3.15554462173,-25.6464116735,-0.323363755375,-1.35907,1.27598243748,1.27555038058,21.8381,7.40190417444,0.972488,5.77231015374,-0.127048397951,0.0309133243322,-6.423646892,-9.68786439209,37,4.35898108718,-29.9988649296,-0.0404286273002,0.0533669988535,1.27572,1.27517,0.0711711348114,0.0167065,34.8415
1.60741380793,-8.44829096993,-0.144196236712,-1.42701,1.34664618171,1.34569557532,21.9805,5.41935811019,0.977205,3.59924208811,-0.0529209746946,17.7795129277,1.08971300646,-1.82547001374,38,12.079157141,-7.24115418824,0.0299607638372,0.0298232492742,1.34654,1.34536,0.0726839721816,0.0166047,35.3599
0.765890586314,-15.9485754178,-0.196105755011,-1.50079,1.41153806181,1.41011298612,22.1271,3.46650668265,0.971843,4.49187817442,-0.0649583249933,8.72216806757,-0.154803567603,2.80490105406,39,10.5322126444,-3.13785274842,0.0229391967919,0.0360959215723,1.41139,1.40962,0.0748783639878,0.0161211,35.9071
1.85752352192,-9.57532947693,-0.130211879816,-1.56824,1.47162017546,1.46957921261,22.2604,3.65805006613,0.967658,3.8794850151,-0.0505737075798,7.81377791672,1.32344912569,1.50123557331,40,12.41724865,-4.9997431333,0.0406851883277,0.0309573990879,1.47135,1.46914,0.0788787614633,0.0178049,36.475
1.93175979112,-7.78708258975,-0.125014166713,-1.633,1.52368868149,1.5209242643,22.3851,3.44545672355,0.971892,3.60499641922,-0.047565070198,8.91691088293,1.5418306147,2.06602098543,41,12.9385912333,-3.42628266556,0.0377679138955,0.0293528992722,1.52326,1.52028,0.0841758501647,0.0217233,37.0087
1.67436690922,-31.888608739,-0.399622823575,-1.71794,1.60952705468,1.60603493541,22.5064,6.28994610989,0.963467,8.7257793438,-0.0691699986368,27.9773952245,0.454482040395,2.85806693579,42,16.0185316469,-5.73086893841,0.0606561062279,0.0825056384623,1.60934,1.60557,0.0858710266836,0.0209585,37.5919
2.30704707715,-41.222847678,-0.441167107983,-1.80043,1.69030834288,1.686186291,22.6251,8.36612552905,0.959522,5.2340066941,-0.0468704949012,19.3177196848,2.06328482117,2.65883749387,43,12.3994655043,-28.4033933298,0.0312284068736,0.0451235118912,1.68983,1.68551,0.0897643945647,0.0220648,38.1397
