AverageAbsQ,AveragePolicySurr,AverageReturn,AverageAbsQYDiff,MinReturn,MinEsReturn,AverageDiscountedReturn,Epoch,AverageAction,QFunRegParamNorm,PolicyRegParamNorm,MaxReturn,StdEsReturn,AverageEsReturn,AverageY,AverageAbsY,AverageQ,Iteration,MaxEsReturn,AverageQLoss,StdReturn
1572.5,-1715.38,1000.0,33.9481635143,1000.0,3.0,99.9956828753,1377,0.0817723,469.118,184.12,1000.0,16.4026487599,12.0361445783,1569.57282829,1569.94493755,1569.57,1377,133.0,12021.4,0.0
1573.14,-1718.58,1000.0,33.161577723,1000.0,3.0,99.9956828753,1378,0.143487,469.521,184.202,1000.0,9.88540569095,11.7411764706,1570.35152999,1570.7779481,1570.3,1378,44.0,12019.6,0.0
1581.7,-1725.28,1000.0,31.2716821515,1000.0,3.0,99.9956828753,1379,0.103689,469.915,184.236,1000.0,14.8857371292,15.2575757576,1578.95820114,1579.32561429,1578.95,1379,69.0,10657.1,0.0
1584.85,-1728.82,1000.0,31.6607617968,1000.0,2.0,99.9956828753,1380,0.0954148,470.287,184.27,1000.0,11.8128060825,14.6764705882,1582.09749023,1582.40277464,1582.08,1380,62.0,11379.4,0.0
1589.31,-1734.72,1000.0,33.8433008977,1000.0,3.0,99.9956828753,1381,0.150984,470.723,184.307,1000.0,13.2000576856,12.0487804878,1586.28626588,1586.6766616,1586.29,1381,94.0,13015.6,0.0
1593.37,-1741.32,1000.0,32.8611307409,1000.0,3.0,99.9956828753,1382,0.145255,471.034,184.359,1000.0,12.5268210522,11.8588235294,1590.62064348,1590.98161296,1590.54,1382,59.0,11521.3,0.0
1601.91,-1746.9,1000.0,32.8469231853,1000.0,3.0,99.9956828753,1383,0.0905638,471.379,184.426,1000.0,16.0548793188,12.8181818182,1599.11621886,1599.54829534,1599.06,1383,99.0,11702.3,0.0
1605.49,-1751.83,1000.0,32.5693894439,1000.0,3.0,99.9956828753,1384,0.171025,471.766,184.505,1000.0,10.8814430105,13.2207792208,1602.66617654,1603.13317918,1602.64,1384,50.0,11860.8,0.0
1608.24,-1756.22,1000.0,32.1778179768,1000.0,3.0,99.9956828753,1385,0.192216,472.192,184.553,1000.0,14.169800561,14.1940298507,1605.49244257,1606.02636944,1605.39,1385,70.0,11157.2,0.0
1615.82,-1765.23,1000.0,32.8021619817,1000.0,3.0,99.9956828753,1386,0.106989,472.667,184.587,1000.0,13.3409373516,13.5789473684,1613.1337094,1613.54226422,1613.13,1386,69.0,11332.1,0.0
1617.74,-1768.21,1000.0,33.3723443931,1000.0,3.0,99.9956828753,1387,0.085508,473.134,184.661,1000.0,12.812401339,13.9178082192,1614.81961014,1615.33847603,1614.87,1387,85.0,12126.0,0.0
1630.51,-1777.94,1000.0,32.8758976762,1000.0,3.0,99.9956828753,1388,0.146832,473.558,184.685,1000.0,9.10815019639,9.96,1627.7769089,1628.18524029,1627.59,1388,42.0,11795.2,0.0
1634.36,-1781.31,1000.0,33.4445274724,1000.0,3.0,99.9956828753,1389,0.190533,474.002,184.749,1000.0,9.94104485252,10.6666666667,1631.58465122,1631.99379942,1631.58,1389,48.0,12915.2,0.0
1635.51,-1784.83,1000.0,34.5368736602,1000.0,3.0,99.9956828753,1390,0.18181,474.477,184.77,1000.0,12.1433774033,14.0563380282,1632.50595087,1632.87664346,1632.51,1390,48.0,13156.6,0.0
1642.43,-1789.68,1000.0,33.5729301957,1000.0,3.0,99.9956828753,1391,0.184439,474.9,184.823,1000.0,13.667161601,14.1323529412,1639.33995077,1639.78992115,1639.27,1391,58.0,11930.2,0.0
1643.39,-1790.71,1000.0,33.9858239473,1000.0,3.0,99.9956828753,1392,0.147081,475.412,184.862,1000.0,13.3699007438,12.5421686747,1640.43409231,1640.82299033,1640.47,1392,57.0,12862.1,0.0
1649.98,-1798.68,1000.0,34.0910999997,1000.0,3.0,99.9956828753,1393,0.0993727,475.864,184.93,1000.0,11.2971033218,13.6756756757,1647.19864556,1647.72076425,1647.16,1393,55.0,13140.5,0.0
1656.88,-1807.15,1000.0,33.5030397508,1000.0,3.0,99.9956828753,1394,0.12777,476.361,184.973,1000.0,10.5810436414,11.6626506024,1654.25839422,1654.70366164,1654.22,1394,56.0,12543.6,0.0
1662.96,-1812.09,1000.0,33.3797496282,1000.0,3.0,99.9956828753,1395,0.156273,476.761,185.039,1000.0,11.8802522121,12.6097560976,1660.27107692,1660.6801017,1660.08,1395,52.0,12372.8,0.0
1662.7,-1812.39,1000.0,35.8737957303,1000.0,2.0,99.9956828753,1396,0.253738,477.137,185.113,1000.0,12.3166835608,12.6891891892,1659.51830332,1659.95025021,1659.59,1396,53.0,14376.4,0.0
1672.4,-1821.55,1000.0,33.7203127785,1000.0,3.0,99.9956828753,1397,0.175067,477.606,185.168,1000.0,12.0417256308,10.9101123596,1669.8253058,1670.25482289,1669.65,1397,63.0,12819.6,0.0
1669.51,-1824.16,1000.0,35.1031115911,1000.0,3.0,99.9956828753,1398,0.157391,477.957,185.266,1000.0,16.9390859483,14.4520547945,1666.67588255,1667.12255589,1666.71,1398,92.0,13704.1,0.0
1674.06,-1829.76,1000.0,36.4541657547,1000.0,3.0,99.9956828753,1399,0.113106,478.415,185.374,1000.0,14.1956406343,15.6615384615,1670.74416835,1671.2257328,1670.64,1399,61.0,14304.6,0.0
1683.97,-1834.84,1000.0,35.0026875563,1000.0,3.0,99.9956828753,1400,0.148907,478.881,185.439,1000.0,14.7949980317,13.0526315789,1681.1603398,1681.59613105,1681.15,1400,72.0,13807.8,0.0
1689.39,-1838.86,1000.0,33.8787169408,1000.0,3.0,99.9956828753,1401,0.127979,479.391,185.518,1000.0,11.2135334901,11.3666666667,1686.22671338,1686.82074105,1686.24,1401,49.0,12838.4,0.0
1686.51,-1841.71,1000.0,35.2770845059,1000.0,3.0,99.9956828753,1402,0.175015,479.823,185.589,1000.0,10.64439011,10.4731182796,1683.33219268,1683.86959819,1683.23,1402,50.0,13752.8,0.0
1697.64,-1851.48,1000.0,34.9881060608,1000.0,3.0,99.9956828753,1403,0.19421,480.313,185.628,1000.0,15.9584032517,12.3855421687,1694.66042514,1695.20741854,1694.69,1403,115.0,14255.3,0.0
1701.62,-1858.62,1000.0,35.5781800503,1000.0,2.0,99.9956828753,1404,0.109583,480.709,185.714,1000.0,14.7933995823,11.8095238095,1698.4945704,1699.05170072,1698.36,1404,67.0,13374.9,0.0
1711.87,-1866.95,1000.0,36.1247636036,1000.0,3.0,99.9956828753,1405,0.181062,481.169,185.775,1000.0,15.9882988779,12.7594936709,1708.61851605,1709.1981028,1708.66,1405,101.0,13836.4,0.0
1711.81,-1870.64,1000.0,36.153701653,1000.0,2.0,99.9956828753,1406,0.165647,481.683,185.839,1000.0,18.882256005,14.0571428571,1708.8682311,1709.32642953,1708.79,1406,104.0,14102.4,0.0
1721.08,-1876.71,1000.0,35.6989123033,1000.0,3.0,99.9956828753,1407,0.158042,482.107,185.916,1000.0,18.8632887036,18.125,1718.14279615,1718.60055045,1718.09,1407,80.0,13549.2,0.0
1727.23,-1884.48,1000.0,35.4853635387,1000.0,3.0,99.9956828753,1408,0.200643,482.58,185.99,1000.0,13.0653354895,12.8333333333,1724.14386121,1724.59105165,1724.15,1408,66.0,13948.5,0.0
1725.59,-1884.18,1000.0,36.4743820983,1000.0,2.0,99.9956828753,1409,0.245813,482.971,186.082,1000.0,10.2365841139,11.1111111111,1722.35110243,1722.78010674,1722.26,1409,52.0,14339.6,0.0
1733.67,-1892.54,1000.0,36.7287850659,1000.0,2.0,99.9956828753,1410,0.228609,483.427,186.163,1000.0,12.7514459964,12.275,1730.42983898,1730.89712633,1730.39,1410,67.0,14730.8,0.0
1737.44,-1895.17,1000.0,35.7535352961,1000.0,3.0,99.9956828753,1411,0.246949,483.86,186.243,1000.0,18.9072163574,16.0322580645,1734.5767335,1735.01837154,1734.5,1411,107.0,13852.6,0.0
1749.29,-1906.2,1000.0,35.8487140595,1000.0,3.0,99.9956828753,1412,0.276011,484.424,186.266,1000.0,11.6491373071,13.24,1746.37604665,1746.808895,1746.33,1412,52.0,13911.1,0.0
1752.13,-1906.28,1000.0,36.6996578274,1000.0,3.0,99.9956828753,1413,0.161416,484.824,186.322,1000.0,13.1243993492,12.0119047619,1749.01896561,1749.52719458,1749.01,1413,82.0,15939.3,0.0
1753.86,-1914.27,1000.0,36.3154609945,1000.0,3.0,99.9956828753,1414,0.231716,485.264,186.346,1000.0,11.684713979,12.6172839506,1751.0018538,1751.45515182,1750.96,1414,62.0,14566.1,0.0
1755.91,-1916.93,1000.0,36.9884392685,1000.0,2.0,99.9956828753,1415,0.250643,485.714,186.391,1000.0,15.2136418375,14.2714285714,1752.83025838,1753.26321212,1752.87,1415,65.0,14679.4,0.0
1764.62,-1928.21,1000.0,36.4057246263,1000.0,3.0,99.9956828753,1416,0.257494,486.201,186.428,1000.0,9.66440101586,9.84158415842,1761.85903455,1762.29226208,1761.72,1416,47.0,14056.8,0.0
1767.63,-1928.88,1000.0,35.71551342,1000.0,3.0,99.9956828753,1417,0.213316,486.659,186.471,1000.0,15.2970061676,12.7215189873,1764.86447278,1765.29727254,1764.89,1417,95.0,14744.9,0.0
1771.35,-1936.87,1000.0,37.2074037123,1000.0,3.0,99.9956828753,1418,0.246966,487.084,186.491,1000.0,12.0426934291,10.8695652174,1767.98798301,1768.44081543,1767.89,1418,60.0,14959.6,0.0
1776.7,-1940.72,1000.0,36.865579698,1000.0,3.0,99.9956828753,1419,0.236762,487.558,186.524,1000.0,10.7988212454,11.3522727273,1773.95356636,1774.33649385,1773.88,1419,45.0,15067.9,0.0
1782.47,-1945.31,1000.0,37.7245587791,1000.0,3.0,99.9956828753,1420,0.172221,487.997,186.555,1000.0,11.5422489611,12.5131578947,1779.43158002,1779.77494628,1779.44,1420,61.0,15771.1,0.0
1784.96,-1949.8,1000.0,36.4272468904,1000.0,3.0,99.9956828753,1421,0.197687,488.384,186.661,1000.0,12.6377074994,13.9324324324,1781.93690269,1782.29250339,1781.87,1421,54.0,15200.6,0.0
1794.21,-1956.03,1000.0,37.3275900454,1000.0,3.0,99.9956828753,1422,0.163,488.854,186.712,1000.0,22.0712409379,14.5942028986,1791.40863867,1791.68235745,1791.4,1422,170.0,15461.5,0.0
1800.18,-1962.03,1000.0,36.5834024841,1000.0,2.0,99.9956828753,1423,0.182356,489.334,186.787,1000.0,16.8757258646,12.3333333333,1797.3771165,1797.70952075,1797.21,1423,111.0,14797.9,0.0
1801.8,-1968.74,1000.0,38.6695703833,1000.0,2.0,99.9956828753,1424,0.145574,489.781,186.825,1000.0,12.5244649475,11.2666666667,1798.57240488,1798.97679337,1798.61,1424,61.0,15510.8,0.0
1810.63,-1975.08,1000.0,36.5827682475,1000.0,3.0,99.9956828753,1425,0.168355,490.283,186.915,1000.0,18.600156235,12.6666666667,1807.72803681,1808.19240318,1807.68,1425,130.0,15087.4,0.0
1811.91,-1977.79,1000.0,38.4665382258,1000.0,3.0,99.9956828753,1426,0.200921,490.803,186.973,1000.0,14.724931027,12.6625,1808.87536004,1809.29023635,1808.76,1426,66.0,16469.8,0.0
1822.42,-1987.81,1000.0,37.4422351226,1000.0,2.0,99.9956828753,1427,0.177805,491.297,187.051,1000.0,10.3742758783,9.88,1819.46291626,1819.83237895,1819.52,1427,52.0,15693.4,0.0
1821.76,-1991.33,1000.0,38.1926861576,1000.0,3.0,99.9956828753,1428,0.175118,491.791,187.093,1000.0,10.1430516335,10.412371134,1818.82754654,1819.23902189,1818.79,1428,60.0,16233.5,0.0
1830.13,-1994.3,1000.0,37.1066830738,1000.0,3.0,99.9956828753,1429,0.142692,492.213,187.211,1000.0,11.0434550753,9.89,1827.28621656,1827.61264185,1827.15,1429,56.0,15957.9,0.0
1829.9,-1999.58,1000.0,37.9001747186,1000.0,3.0,99.9956828753,1430,0.179164,492.558,187.235,1000.0,10.9508075949,13.1184210526,1826.86597488,1827.16607017,1826.81,1430,58.0,16133.1,0.0
1834.02,-2007.68,1000.0,38.182261793,1000.0,3.0,99.9956828753,1431,0.184956,492.969,187.334,1000.0,11.6205464588,9.73,1830.89093624,1831.19783014,1830.84,1431,69.0,16239.7,0.0
1844.95,-2011.27,1000.0,38.8246066287,1000.0,3.0,99.9956828753,1432,0.149628,493.41,187.375,1000.0,12.3935547125,12.0833333333,1842.16434314,1842.46905225,1842.23,1432,52.0,17241.8,0.0
1847.88,-2018.97,1000.0,39.1665894039,1000.0,3.0,99.9956828753,1433,0.174632,493.976,187.45,1000.0,13.9335071806,13.3378378378,1844.95110973,1845.29349814,1844.69,1433,78.0,16152.8,0.0
1852.0,-2024.76,1000.0,38.9721279145,1000.0,3.0,99.9956828753,1434,0.130718,494.421,187.543,1000.0,14.7803803089,13.5810810811,1848.840374,1849.18929491,1848.8,1434,72.0,16622.9,0.0
1862.03,-2034.73,1000.0,37.3668543627,1000.0,3.0,99.9956828753,1435,0.201327,494.944,187.602,1000.0,15.3253941225,14.1506849315,1859.15899669,1859.49644903,1859.18,1435,69.0,15183.9,0.0
1864.25,-2036.81,1000.0,38.9631859864,1000.0,3.0,99.9956828753,1436,0.262001,495.479,187.639,1000.0,13.6973424052,13.7397260274,1861.18888444,1861.5386049,1861.17,1436,71.0,16582.5,0.0
1881.72,-2050.84,1000.0,39.8627430754,1000.0,2.0,99.9956828753,1437,0.297327,495.93,187.703,1000.0,13.8495150336,13.24,1878.77702382,1879.19826261,1878.7,1437,70.0,17017.6,0.0
1883.03,-2055.01,1000.0,38.6469127162,1000.0,3.0,99.9956828753,1438,0.181596,496.445,187.752,1000.0,14.1955611215,13.3733333333,1880.29100864,1880.62287454,1880.12,1438,85.0,16151.2,0.0
1889.54,-2064.12,1000.0,40.8506353839,1000.0,3.0,99.9956828753,1439,0.217064,496.892,187.796,1000.0,12.8314477091,12.5949367089,1886.43624455,1886.75880694,1886.52,1439,63.0,18026.0,0.0
1898.23,-2069.6,1000.0,39.7081439989,1000.0,3.0,99.9956828753,1440,0.385976,497.239,187.858,1000.0,12.4137259401,12.7692307692,1895.25380139,1895.5671873,1895.15,1440,57.0,17406.0,0.0
1900.21,-2075.42,1000.0,39.4594232492,1000.0,2.0,99.9956828753,1441,0.245516,497.669,187.857,1000.0,10.3253088952,10.5869565217,1897.13043966,1897.49344048,1897.07,1441,55.0,16702.5,0.0
1900.59,-2079.84,1000.0,40.5381802864,1000.0,3.0,99.9956828753,1442,0.163168,498.137,187.867,1000.0,15.1635598299,12.6419753086,1897.19080651,1897.566069,1897.13,1442,63.0,17803.2,0.0
1920.07,-2098.51,1000.0,39.8041255454,1000.0,3.0,99.9956828753,1443,0.122599,498.578,187.915,1000.0,15.0884798955,13.8493150685,1917.13465145,1917.37890411,1917.04,1443,99.0,17179.8,0.0
1921.99,-2100.64,1000.0,40.0310163223,1000.0,3.0,99.9956828753,1444,0.169937,499.099,187.971,1000.0,17.473943408,14.7230769231,1919.08956413,1919.39732491,1918.98,1444,102.0,17709.4,0.0
1930.09,-2108.07,1000.0,41.5777009157,1000.0,3.0,99.9956828753,1445,0.240088,499.552,188.033,1000.0,10.673293874,11.6966292135,1926.49870686,1926.83159424,1926.4,1445,49.0,17882.3,0.0
1938.6,-2116.72,1000.0,40.1592925154,1000.0,3.0,99.9956828753,1446,0.14017,499.978,188.08,1000.0,13.8102701694,12.7142857143,1935.579761,1935.86596348,1935.57,1446,85.0,17693.0,0.0
1945.84,-2124.16,1000.0,40.2331288033,1000.0,3.0,99.9956828753,1447,0.24203,500.452,188.142,1000.0,28.7192299108,16.65,1942.7655238,1943.05315611,1942.68,1447,171.0,17770.1,0.0
1947.53,-2129.35,1000.0,41.484356274,1000.0,2.0,99.9956828753,1448,0.130607,500.921,188.215,1000.0,13.7051175447,14.0555555556,1944.09967418,1944.43273689,1943.98,1448,56.0,18725.6,0.0
1960.57,-2138.56,1000.0,40.4150084305,1000.0,3.0,99.9956828753,1449,0.232764,501.298,188.266,1000.0,27.0544049722,19.4615384615,1957.6412569,1957.95977786,1957.61,1449,161.0,18903.0,0.0
1964.23,-2144.95,1000.0,40.9773053827,1000.0,2.0,99.9956828753,1450,0.152943,501.818,188.352,1000.0,18.2555642203,15.625,1960.95442791,1961.34015693,1960.94,1450,108.0,17963.6,0.0
1975.64,-2151.13,1000.0,41.2080407094,1000.0,3.0,99.9956828753,1451,0.152981,502.289,188.387,1000.0,13.8975928147,12.7088607595,1972.16522042,1972.4317702,1972.13,1451,78.0,18165.0,0.0
1979.3,-2158.48,1000.0,42.4180707185,1000.0,2.0,99.9956828753,1452,0.128497,502.762,188.459,1000.0,18.4531661619,14.0422535211,1975.66213183,1976.03291182,1975.58,1452,112.0,19728.8,0.0
1981.51,-2163.02,1000.0,42.6349061241,1000.0,3.0,99.9956828753,1453,0.126621,503.236,188.565,1000.0,11.4940515628,13.5405405405,1978.18086289,1978.52228076,1977.98,1453,53.0,19339.2,0.0
1992.45,-2174.93,1000.0,42.6233226226,1000.0,3.0,99.9956828753,1454,0.171168,503.772,188.614,1000.0,13.5601874916,11.619047619,1989.05598907,1989.44077031,1989.05,1454,87.0,19757.4,0.0
1996.51,-2180.42,1000.0,40.9358114406,1000.0,3.0,99.9956828753,1455,0.126539,504.254,188.701,1000.0,14.0930545607,14.9411764706,1993.16761916,1993.41233014,1993.2,1455,71.0,18304.6,0.0
2004.34,-2189.92,1000.0,41.6245288434,1000.0,3.0,99.9956828753,1456,0.103382,504.743,188.768,1000.0,15.0648816091,12.75,2001.13451071,2001.52726424,2001.07,1456,90.0,19792.7,0.0
2008.91,-2191.96,1000.0,43.3628903263,1000.0,3.0,99.9956828753,1457,0.163056,505.254,188.803,1000.0,13.9826787892,14.6428571429,2005.32974831,2005.78354494,2005.14,1457,81.0,19995.1,0.0
2021.28,-2205.73,1000.0,41.9561181809,1000.0,3.0,99.9956828753,1458,0.102904,505.767,188.858,1000.0,14.5930348683,16.9,2018.03339961,2018.35657742,2018.05,1458,65.0,19218.3,0.0
2013.05,-2204.15,1000.0,43.3162338689,1000.0,3.0,99.9956828753,1459,0.121984,506.242,188.925,1000.0,16.6106093732,12.3875,2009.57170957,2010.08902699,2009.51,1459,110.0,19768.6,0.0
2027.35,-2213.54,1000.0,44.7453562464,1000.0,3.0,99.9956828753,1460,0.154256,506.828,188.92,1000.0,12.5808037192,13.1733333333,2023.8121936,2024.26345485,2023.81,1460,55.0,21244.5,0.0
2039.0,-2225.01,1000.0,43.6917453953,1000.0,3.0,99.9956828753,1461,0.179932,507.262,188.948,1000.0,12.5305053771,12.5432098765,2035.62488141,2036.08392076,2035.56,1461,73.0,20020.1,0.0
2043.53,-2231.55,1000.0,43.9980232669,1000.0,3.0,99.9956828753,1462,0.121648,507.809,189.019,1000.0,12.3759060527,12.8717948718,2039.97577332,2040.35772286,2040.0,1462,76.0,20640.1,0.0
2044.77,-2234.66,1000.0,43.7346418412,1000.0,3.0,99.9956828753,1463,0.17083,508.362,189.076,1000.0,9.73930075718,11.4117647059,2041.44130154,2041.91977242,2041.28,1463,48.0,20492.4,0.0
2055.75,-2245.18,1000.0,45.7602968414,1000.0,3.0,99.9956828753,1464,0.146965,508.862,189.085,1000.0,18.7137885623,15.0,2052.20012261,2052.59110193,2052.21,1464,108.0,22762.0,0.0
2060.49,-2250.54,1000.0,44.87637405,1000.0,3.0,99.9956828753,1465,0.147885,509.367,189.107,1000.0,14.5557166288,15.7419354839,2057.18463483,2057.53756935,2057.03,1465,62.0,20803.8,0.0
2056.34,-2252.89,1000.0,46.1001750432,1000.0,3.0,99.9956828753,1466,0.15962,509.839,189.16,1000.0,18.5811509761,15.6923076923,2052.75692426,2053.18783635,2052.71,1466,107.0,22278.8,0.0
2073.34,-2265.91,1000.0,44.1715995179,1000.0,3.0,99.9956828753,1467,0.15939,510.394,189.23,1000.0,12.17655726,12.582278481,2069.8404862,2070.37092708,2069.74,1467,57.0,21725.1,0.0
2080.34,-2270.63,1000.0,44.9729837229,1000.0,3.0,99.9956828753,1468,0.28166,510.913,189.29,1000.0,16.2980974198,15.2089552239,2076.57989034,2077.11503848,2076.52,1468,67.0,21223.7,0.0
2088.93,-2279.11,1000.0,44.6679227581,1000.0,2.0,99.9956828753,1469,0.245187,511.405,189.388,1000.0,13.5508768952,13.5633802817,2085.15307916,2085.75303625,2085.07,1469,71.0,21385.8,0.0
2101.51,-2288.24,1000.0,44.8082487574,1000.0,3.0,99.9956828753,1470,0.242841,511.94,189.408,1000.0,14.1037582608,13.9459459459,2097.99123688,2098.51271318,2097.87,1470,75.0,21565.2,0.0
2105.12,-2296.71,1000.0,44.7111374099,1000.0,3.0,99.9956828753,1471,0.25232,512.43,189.493,1000.0,13.1682162968,12.2592592593,2101.58922347,2102.10770011,2101.48,1471,72.0,20702.3,0.0
2111.34,-2305.21,1000.0,45.6299947264,1000.0,2.0,99.9956828753,1472,0.272775,512.943,189.555,1000.0,17.5457227697,14.5606060606,2107.72415495,2108.28214825,2107.69,1472,85.0,22776.1,0.0
2112.81,-2309.41,1000.0,43.4198862135,1000.0,3.0,99.9956828753,1473,0.339229,513.532,189.609,1000.0,12.4691722707,10.4545454545,2109.32672882,2109.82393357,2109.4,1473,83.0,20575.6,0.0
2121.77,-2318.46,1000.0,45.3438690515,1000.0,3.0,99.9956828753,1474,0.159908,513.967,189.683,1000.0,13.0878700998,12.5875,2118.25798609,2118.80103621,2118.02,1474,65.0,22850.3,0.0
2130.0,-2323.75,1000.0,45.4534450195,1000.0,3.0,99.9956828753,1475,0.154171,514.58,189.737,1000.0,12.0235841524,12.7974683544,2126.90823071,2127.32596849,2126.79,1475,52.0,22802.9,0.0
2140.07,-2340.7,1000.0,45.4403461784,1000.0,3.0,99.9956828753,1476,0.202689,515.071,189.791,1000.0,15.6062887519,14.8955223881,2136.76283555,2137.13072729,2136.77,1476,88.0,21676.0,0.0
2147.07,-2345.87,1000.0,46.9225983123,1000.0,3.0,99.9956828753,1477,0.280814,515.521,189.847,1000.0,17.5345758422,14.3880597015,2143.16168661,2143.56786476,2143.06,1477,117.0,22763.4,0.0
2146.45,-2348.51,1000.0,45.4290713211,1000.0,2.0,99.9956828753,1478,0.326043,516.122,189.973,1000.0,15.5503483348,13.8,2143.00015456,2143.43549126,2143.12,1478,74.0,23149.1,0.0
2161.58,-2361.99,1000.0,46.4065378129,1000.0,3.0,99.9956828753,1479,0.219811,516.674,190.07,1000.0,15.9899140219,12.8333333333,2158.5420751,2158.89566474,2158.29,1479,114.0,22914.4,0.0
2173.4,-2370.92,1000.0,46.5157079474,1000.0,3.0,99.9956828753,1480,0.274909,517.199,190.152,1000.0,13.5497924629,15.9206349206,2170.02661367,2170.35666083,2169.88,1480,57.0,23562.7,0.0
2175.11,-2371.52,1000.0,44.4779294657,1000.0,2.0,99.9956828753,1481,0.166948,517.727,190.217,1000.0,17.219563001,18.5283018868,2171.74409098,2172.10700667,2171.75,1481,73.0,21847.1,0.0
2179.05,-2380.46,1000.0,46.4930815977,1000.0,3.0,99.9956828753,1482,0.56785,518.271,190.282,1000.0,11.871519663,11.1098901099,2175.6515041,2175.98790769,2175.58,1482,77.0,22726.1,0.0
2194.82,-2394.32,1000.0,45.1260749782,1000.0,3.0,99.9956828753,1483,0.290898,518.837,190.317,1000.0,16.7845956059,13.3150684932,2191.35791918,2191.70524644,2191.23,1483,106.0,21978.3,0.0
2204.73,-2405.23,1000.0,47.0310417478,1000.0,2.0,99.9956828753,1484,0.282393,519.283,190.357,1000.0,18.129412719,14.9705882353,2201.27032634,2201.65929941,2201.19,1484,106.0,24302.5,0.0
2206.62,-2409.11,1000.0,46.7186749283,1000.0,3.0,99.9956828753,1485,0.317716,519.759,190.425,1000.0,18.6463387938,15.3636363636,2203.34443601,2203.65245311,2203.22,1485,98.0,24325.4,0.0
2214.87,-2418.61,1000.0,46.149738076,1000.0,3.0,99.9956828753,1486,0.350587,520.354,190.506,1000.0,18.6916796701,16.2333333333,2211.28247947,2211.53991874,2211.25,1486,100.0,23147.5,0.0
2229.05,-2429.59,1000.0,46.059923756,1000.0,2.0,99.9956828753,1487,0.737229,520.812,190.593,1000.0,12.1075065962,13.1538461538,2225.53770698,2225.81037337,2225.44,1487,55.0,22427.2,0.0
2227.75,-2431.54,1000.0,48.903132838,1000.0,3.0,99.9956828753,1488,0.278052,521.257,190.713,1000.0,11.5881280928,12.2469135802,2224.00453101,2224.23445168,2223.96,1488,60.0,25842.0,0.0
2240.47,-2447.15,1000.0,48.7571347471,1000.0,3.0,99.9956828753,1489,0.159435,521.731,190.796,1000.0,12.9050825474,13.4533333333,2237.1229105,2237.34317718,2236.96,1489,73.0,25754.9,0.0
2248.98,-2451.37,1000.0,47.4557385719,1000.0,3.0,99.9956828753,1490,0.607126,522.256,190.836,1000.0,18.2808226201,14.803030303,2245.70480008,2245.85358966,2245.66,1490,100.0,24379.7,0.0
2251.2,-2455.98,1000.0,49.2201398752,1000.0,3.0,99.9956828753,1491,0.318983,522.798,190.866,1000.0,11.6823413749,10.23,2247.55516486,2247.81787449,2247.51,1491,81.0,25712.6,0.0
2252.55,-2460.97,1000.0,47.9502104317,1000.0,2.0,99.9956828753,1492,0.293672,523.302,190.978,1000.0,10.8656989032,11.523255814,2248.76412516,2249.04982691,2248.72,1492,48.0,24837.7,0.0
2268.4,-2475.17,1000.0,47.7240247158,1000.0,3.0,99.9956828753,1493,0.249895,523.762,191.065,1000.0,16.1930791379,12.8333333333,2265.01786973,2265.2668972,2264.89,1493,87.0,24858.6,0.0
2274.16,-2481.57,1000.0,49.1503061361,1000.0,3.0,99.9956828753,1494,0.290288,524.342,191.131,1000.0,11.091521197,10.6914893617,2270.53820432,2270.82368544,2270.36,1494,56.0,24343.6,0.0
2285.94,-2491.37,1000.0,48.923574735,1000.0,3.0,99.9956828753,1495,0.33707,524.858,191.2,1000.0,14.8108056253,15.0606060606,2282.18656903,2282.50566145,2282.1,1495,65.0,25611.7,0.0
2288.25,-2496.69,1000.0,49.7494090838,1000.0,3.0,99.9956828753,1496,0.314799,525.372,191.28,1000.0,14.8471144496,13.2763157895,2284.70231215,2284.92498285,2284.69,1496,90.0,27232.6,0.0
2298.15,-2510.21,1000.0,47.986463008,1000.0,3.0,99.9956828753,1497,0.294518,525.922,191.297,1000.0,17.0230884836,16.4262295082,2294.848316,2295.15657421,2294.83,1497,83.0,25596.8,0.0
2309.96,-2516.89,1000.0,48.3676601183,1000.0,2.0,99.9956828753,1498,0.233217,526.471,191.34,1000.0,14.8210178211,13.0921052632,2306.62595118,2306.84853299,2306.48,1498,83.0,24920.6,0.0
2313.8,-2526.23,1000.0,50.4865676375,1000.0,2.0,99.9956828753,1499,0.315906,527.158,191.415,1000.0,17.1016700992,15.9047619048,2309.72417997,2310.02941787,2309.7,1499,79.0,27663.9,0.0
2321.06,-2538.07,1000.0,49.5015254336,1000.0,3.0,99.9956828753,1500,0.184727,527.671,191.531,1000.0,14.8067782247,12.9220779221,2317.6856606,2317.99523814,2317.57,1500,79.0,26851.4,0.0
2327.68,-2537.69,1000.0,49.2928627647,1000.0,3.0,99.9956828753,1501,0.218601,528.16,191.665,1000.0,16.0150118597,12.8205128205,2323.81365443,2324.09859582,2323.85,1501,97.0,25891.0,0.0
2335.52,-2553.05,1000.0,51.2456999214,1000.0,3.0,99.9956828753,1502,0.231446,528.702,191.734,1000.0,18.4321817874,15.2923076923,2331.6413003,2331.95664026,2331.46,1502,94.0,27520.8,0.0
2341.12,-2555.6,1000.0,51.9455885783,1000.0,3.0,99.9956828753,1503,0.234979,529.205,191.815,1000.0,14.0692550329,13.3108108108,2337.24644939,2337.59124422,2337.03,1503,75.0,28417.5,0.0
