AverageAbsQ,AveragePolicySurr,AverageReturn,AverageAbsQYDiff,MinReturn,MinEsReturn,AverageDiscountedReturn,Epoch,AverageAction,QFunRegParamNorm,PolicyRegParamNorm,MaxReturn,StdEsReturn,AverageEsReturn,AverageY,AverageAbsY,AverageQ,Iteration,MaxEsReturn,AverageQLoss,StdReturn
25661.4,-27580.4,1000.0,499.236014729,1000.0,3.0,99.9956828753,2504,0.214939,1344.52,266.59,1000.0,17.7016933258,18.679245283,25628.6883825,25632.2086819,25627.4,2504,75.0,2.94326e+06,0.0
25725.1,-27604.8,1000.0,507.489229562,1000.0,3.0,99.9956828753,2505,0.217175,1345.3,266.68,1000.0,9.78436904205,14.4571428571,25692.3022516,25696.0257805,25691.7,2505,42.0,3.02982e+06,0.0
25720.5,-27674.7,1000.0,519.724399785,1000.0,3.0,99.9956828753,2506,0.214983,1346.02,266.786,1000.0,12.4140797081,15.625,25686.2379696,25689.7531494,25687.0,2506,55.0,3.1483e+06,0.0
25802.7,-27709.1,1000.0,500.570889207,1000.0,3.0,99.9956828753,2507,0.217109,1346.79,266.89,1000.0,18.1845440032,18.6296296296,25767.4317241,25771.197428,25767.6,2507,75.0,2.96514e+06,0.0
25772.3,-27722.4,1000.0,497.58824447,1000.0,3.0,99.9956828753,2508,0.192428,1347.53,267.004,1000.0,21.7253141553,18.8269230769,25740.7304178,25743.6877526,25739.5,2508,124.0,2.94777e+06,0.0
25773.9,-27706.6,1000.0,501.995337033,1000.0,3.0,99.9956828753,2509,0.187334,1348.27,267.088,1000.0,16.1078852379,18.2321428571,25740.1514228,25743.2934491,25737.8,2509,88.0,2.95047e+06,0.0
25809.8,-27785.2,1000.0,520.430405023,1000.0,3.0,99.9956828753,2510,0.204899,1349.02,267.211,1000.0,17.4277183324,15.6271186441,25774.5755708,25778.3611746,25774.1,2510,79.0,3.20022e+06,0.0
25873.4,-27818.5,1000.0,508.398475854,1000.0,3.0,99.9956828753,2511,0.208977,1349.76,267.302,1000.0,14.2398119935,12.7831325301,25837.2036437,25841.5299512,25838.4,2511,82.0,3.19928e+06,0.0
25895.6,-27839.1,1000.0,522.675243851,1000.0,3.0,99.9956828753,2512,0.256312,1350.48,267.362,1000.0,12.1138182843,14.4264705882,25861.2717198,25865.5348987,25860.3,2512,57.0,3.27156e+06,0.0
25871.0,-27810.0,1000.0,512.271299137,1000.0,3.0,99.9956828753,2513,0.232304,1351.19,267.455,1000.0,16.8437499197,17.1578947368,25836.0140925,25839.9986656,25835.2,2513,94.0,3.07853e+06,0.0
25941.5,-27889.7,1000.0,501.572572724,1000.0,3.0,99.9956828753,2514,0.216873,1352.02,267.538,1000.0,14.1706618131,14.2876712329,25908.8227331,25911.8372412,25908.3,2514,90.0,2.96286e+06,0.0
26017.7,-27949.6,1000.0,510.434084302,1000.0,3.0,99.9956828753,2515,0.229222,1352.7,267.626,1000.0,12.9686456462,14.4264705882,25983.1878818,25987.8846423,25982.9,2515,54.0,3.13195e+06,0.0
25952.4,-27924.8,1000.0,523.32840567,1000.0,3.0,99.9956828753,2516,0.211208,1353.51,267.726,1000.0,15.068064184,15.4029850746,25917.9814161,25922.2193652,25916.8,2516,81.0,3.2305e+06,0.0
26098.2,-28028.8,1000.0,520.502885732,1000.0,3.0,99.9956828753,2517,0.245195,1354.31,267.789,1000.0,16.6665189282,17.2631578947,26064.1462195,26068.1100083,26063.1,2517,81.0,3.24273e+06,0.0
26078.2,-28032.1,1000.0,513.078619473,1000.0,3.0,99.9956828753,2518,0.251748,1355.06,267.877,1000.0,9.93823793773,13.0256410256,26042.1152351,26047.2758959,26041.1,2518,49.0,3.16796e+06,0.0
26170.4,-28100.1,1000.0,528.528834412,1000.0,3.0,99.9956828753,2519,0.238367,1355.79,267.938,1000.0,14.7749508154,15.2923076923,26135.9159289,26140.4803653,26136.4,2519,88.0,3.401e+06,0.0
26174.4,-28100.3,1000.0,502.976079415,1000.0,3.0,99.9956828753,2520,0.230148,1356.46,267.984,1000.0,15.0009245277,18.6730769231,26142.1187416,26147.1918064,26141.0,2520,60.0,3.05476e+06,0.0
26140.8,-28103.3,1000.0,514.770955396,1000.0,3.0,99.9956828753,2521,0.236813,1357.21,268.039,1000.0,14.0012635077,16.6451612903,26101.7645811,26105.7437476,26102.0,2521,62.0,3.1162e+06,0.0
26208.1,-28137.3,1000.0,508.003811273,1000.0,3.0,99.9956828753,2522,0.24383,1357.99,268.136,1000.0,10.7607253416,13.8888888889,26175.4441834,26178.9176869,26174.6,2522,53.0,3.2237e+06,0.0
26218.9,-28188.3,1000.0,521.386310277,1000.0,3.0,99.9956828753,2523,0.249599,1358.83,268.198,1000.0,11.1626198373,14.2857142857,26183.830204,26189.1887051,26184.4,2523,52.0,3.26641e+06,0.0
26221.3,-28199.1,1000.0,531.552960767,1000.0,3.0,99.9956828753,2524,0.185925,1359.48,268.266,1000.0,19.9136411255,20.3469387755,26183.5956137,26188.6760097,26182.0,2524,103.0,3.30043e+06,0.0
26273.4,-28215.0,1000.0,516.388819469,1000.0,3.0,99.9956828753,2525,0.199638,1360.22,268.373,1000.0,16.7326676699,18.5925925926,26239.7973269,26243.4985591,26238.4,2525,78.0,3.22961e+06,0.0
26302.0,-28285.5,1000.0,525.210116053,1000.0,3.0,99.9956828753,2526,0.219984,1360.92,268.522,1000.0,12.4785674845,15.1666666667,26269.2257782,26272.6663447,26267.4,2526,66.0,3.22205e+06,0.0
26350.8,-28336.9,1000.0,512.986610955,1000.0,3.0,99.9956828753,2527,0.16514,1361.69,268.597,1000.0,12.5721442254,14.9701492537,26315.844964,26319.3490722,26316.5,2527,62.0,3.04927e+06,0.0
26413.7,-28359.7,1000.0,530.053330654,1000.0,3.0,99.9956828753,2528,0.273582,1362.34,268.71,1000.0,11.9469755423,15.359375,26377.0853793,26380.505576,26377.4,2528,52.0,3.42557e+06,0.0
26417.8,-28386.0,1000.0,521.916888201,1000.0,3.0,99.9956828753,2529,0.222756,1363.05,268.832,1000.0,17.1554908085,17.4035087719,26383.6956386,26386.7771834,26382.6,2529,84.0,3.16974e+06,0.0
26480.8,-28436.2,1000.0,509.27850013,1000.0,3.0,99.9956828753,2530,0.20173,1363.8,268.903,1000.0,14.4097600456,15.3181818182,26449.2419475,26452.5225891,26448.1,2530,78.0,3.14871e+06,0.0
26463.3,-28456.3,1000.0,528.492771274,1000.0,3.0,99.9956828753,2531,0.294728,1364.58,269.017,1000.0,12.3412619113,15.5692307692,26426.7657483,26430.6372321,26426.6,2531,54.0,3.30309e+06,0.0
26490.9,-28464.3,1000.0,526.069582082,1000.0,3.0,99.9956828753,2532,0.214012,1365.29,269.085,1000.0,8.90803146462,10.8043478261,26459.4573917,26463.2248286,26458.4,2532,50.0,3.48041e+06,0.0
26556.4,-28550.3,1000.0,526.082442435,1000.0,3.0,99.9956828753,2533,0.203282,1366.0,269.171,1000.0,12.8583226307,13.7534246575,26523.2500764,26527.3814966,26522.5,2533,66.0,3.33591e+06,0.0
26554.4,-28555.0,1000.0,529.68649136,1000.0,3.0,99.9956828753,2534,0.18892,1366.75,269.261,1000.0,21.9036363901,15.609375,26523.5475924,26526.691029,26521.0,2534,144.0,3.44316e+06,0.0
26642.8,-28589.6,1000.0,525.505922761,1000.0,3.0,99.9956828753,2535,0.194352,1367.45,269.36,1000.0,10.6568123149,13.6575342466,26608.4108905,26611.9534509,26610.7,2535,48.0,3.13198e+06,0.0
26629.1,-28607.3,1000.0,515.177828892,1000.0,3.0,99.9956828753,2536,0.189357,1368.16,269.48,1000.0,9.15267546371,13.2105263158,26597.3735444,26601.4798268,26596.1,2536,41.0,3.14252e+06,0.0
26632.9,-28615.4,1000.0,527.278031453,1000.0,3.0,99.9956828753,2537,0.196221,1368.84,269.575,1000.0,14.3246896893,14.3428571429,26598.8541437,26601.8660668,26598.6,2537,84.0,3.37915e+06,0.0
26699.6,-28675.5,1000.0,516.837185453,1000.0,3.0,99.9956828753,2538,0.205772,1369.61,269.709,1000.0,13.8120438435,13.9402985075,26667.6362171,26670.5524383,26666.4,2538,69.0,3.22955e+06,0.0
26676.1,-28668.0,1000.0,533.915023798,1000.0,3.0,99.9956828753,2539,0.249151,1370.4,269.805,1000.0,18.3940165203,15.6875,26643.1488246,26645.3063769,26641.9,2539,111.0,3.616e+06,0.0
26676.5,-28678.9,1000.0,512.142216969,1000.0,2.0,99.9956828753,2540,0.188793,1371.22,269.89,1000.0,16.4384453403,16.1538461538,26644.095869,26647.6792742,26643.4,2540,93.0,3.07758e+06,0.0
26761.9,-28702.4,1000.0,530.493307409,1000.0,3.0,99.9956828753,2541,0.199246,1372.02,269.987,1000.0,15.8516046067,15.8888888889,26726.608897,26729.6357091,26728.2,2541,81.0,3.42636e+06,0.0
26701.5,-28719.6,1000.0,515.736081123,1000.0,3.0,99.9956828753,2542,0.174832,1372.76,270.054,1000.0,16.8055794307,16.85,26667.707916,26670.6782057,26665.8,2542,73.0,3.13879e+06,0.0
26754.4,-28739.6,1000.0,523.863517779,1000.0,3.0,99.9956828753,2543,0.190443,1373.56,270.121,1000.0,11.7470445456,13.9166666667,26720.286379,26723.5257834,26721.0,2543,45.0,3.28298e+06,0.0
26824.3,-28808.5,1000.0,526.45808191,1000.0,2.0,99.9956828753,2544,0.221194,1374.32,270.227,1000.0,12.22119606,15.1076923077,26790.3866229,26794.7202196,26788.3,2544,55.0,3.43358e+06,0.0
26758.0,-28734.2,1000.0,532.76088033,1000.0,3.0,99.9956828753,2545,0.202506,1374.93,270.322,1000.0,21.3401224562,23.0909090909,26720.4184659,26725.2350703,26721.0,2545,112.0,3.52015e+06,0.0
26761.9,-28775.5,1000.0,511.555011576,1000.0,3.0,99.9956828753,2546,0.194536,1375.61,270.355,1000.0,16.6441238731,14.8636363636,26727.3655611,26732.8993019,26726.0,2546,114.0,3.19858e+06,0.0
26884.1,-28853.4,1000.0,524.31750519,1000.0,3.0,99.9956828753,2547,0.237646,1376.43,270.435,1000.0,10.7657262256,14.7971014493,26846.8370743,26851.2480738,26847.7,2547,43.0,3.33228e+06,0.0
26807.8,-28813.8,1000.0,535.530901994,1000.0,2.0,99.9956828753,2548,0.190748,1377.12,270.506,1000.0,15.1214107963,18.4814814815,26769.3245607,26774.2953697,26768.8,2548,61.0,3.36357e+06,0.0
26910.1,-28890.7,1000.0,534.157670701,1000.0,3.0,99.9956828753,2549,0.200737,1377.85,270.659,1000.0,12.7850638012,16.1612903226,26874.4412889,26878.979205,26873.5,2549,60.0,3.34106e+06,0.0
26876.6,-28881.2,1000.0,530.760703799,1000.0,2.0,99.9956828753,2550,0.223975,1378.6,270.738,1000.0,11.3029132363,14.776119403,26842.6766535,26847.0289197,26841.1,2550,56.0,3.40459e+06,0.0
26928.1,-28925.5,1000.0,521.156591177,1000.0,3.0,99.9956828753,2551,0.200931,1379.33,270.782,1000.0,18.1422722786,18.9056603774,26896.1773786,26900.1913918,26895.6,2551,89.0,3.27048e+06,0.0
26969.0,-28946.7,1000.0,515.705732255,1000.0,3.0,99.9956828753,2552,0.187756,1380.09,270.907,1000.0,14.4640508109,19.6470588235,26933.0409457,26936.8612578,26934.1,2552,56.0,3.22251e+06,0.0
27046.9,-29058.5,1000.0,519.519002996,1000.0,3.0,99.9956828753,2553,0.19632,1380.81,270.997,1000.0,12.7432735358,13.4571428571,27012.3617162,27016.0923368,27010.9,2553,82.0,3.16522e+06,0.0
27046.2,-29059.5,1000.0,530.563479708,1000.0,3.0,99.9956828753,2554,0.251882,1381.6,271.099,1000.0,14.3549842832,17.0,27007.7920643,27011.6396644,27010.3,2554,66.0,3.25538e+06,0.0
27047.3,-29024.7,1000.0,552.488699018,1000.0,3.0,99.9956828753,2555,0.206699,1382.29,271.238,1000.0,17.3803707941,17.4827586207,27010.9245395,27014.8113424,27008.6,2555,80.0,3.61942e+06,0.0
27068.2,-29065.8,1000.0,532.897925891,1000.0,3.0,99.9956828753,2556,0.189636,1383.03,271.315,1000.0,17.6126322762,16.6034482759,27033.8779618,27037.5201261,27033.0,2556,98.0,3.39825e+06,0.0
27154.9,-29128.8,1000.0,529.838233962,1000.0,3.0,99.9956828753,2557,0.180404,1383.71,271.388,1000.0,16.7711888707,16.8032786885,27120.7428143,27124.1425577,27119.8,2557,83.0,3.42908e+06,0.0
27176.7,-29160.7,1000.0,531.592402942,1000.0,3.0,99.9956828753,2558,0.193495,1384.46,271.457,1000.0,14.1504109785,16.015625,27138.270063,27141.9422513,27139.7,2558,76.0,3.43568e+06,0.0
27142.2,-29172.8,1000.0,540.280580166,1000.0,2.0,99.9956828753,2559,0.187883,1385.29,271.543,1000.0,13.5630201315,15.564516129,27106.8821455,27110.3370384,27105.0,2559,70.0,3.45591e+06,0.0
27162.3,-29200.4,1000.0,532.59659874,1000.0,3.0,99.9956828753,2560,0.196415,1385.99,271.59,1000.0,12.3101832742,14.7285714286,27126.1719777,27130.4313881,27126.4,2560,50.0,3.35173e+06,0.0
27248.4,-29220.8,1000.0,534.990599625,1000.0,3.0,99.9956828753,2561,0.193369,1386.78,271.664,1000.0,11.54989723,14.3043478261,27214.2781172,27219.3388677,27213.6,2561,59.0,3.52079e+06,0.0
27281.1,-29269.7,1000.0,536.2153749,1000.0,3.0,99.9956828753,2562,0.187446,1387.55,271.784,1000.0,11.2286491498,14.0277777778,27245.2822009,27250.1659742,27244.1,2562,67.0,3.27623e+06,0.0
27306.3,-29316.7,1000.0,556.467653157,1000.0,3.0,99.9956828753,2563,0.136173,1388.27,271.903,1000.0,21.3879968672,16.1935483871,27271.6880717,27275.5198099,27272.4,2563,146.0,3.77813e+06,0.0
27297.4,-29303.4,1000.0,545.336594109,1000.0,3.0,99.9956828753,2564,0.191941,1388.95,271.979,1000.0,12.3561020158,16.064516129,27263.0049342,27266.9070373,27261.8,2564,60.0,3.65266e+06,0.0
27412.9,-29409.8,1000.0,532.600410938,1000.0,3.0,99.9956828753,2565,0.237109,1389.68,272.1,1000.0,14.9022858985,15.125,27377.0934379,27380.4777604,27377.5,2565,86.0,3.36179e+06,0.0
27408.8,-29434.7,1000.0,540.607490311,1000.0,3.0,99.9956828753,2566,0.163768,1390.47,272.22,1000.0,16.2266926869,16.8333333333,27373.0930399,27377.6327425,27372.1,2566,66.0,3.50054e+06,0.0
27419.3,-29436.7,1000.0,527.882391494,1000.0,3.0,99.9956828753,2567,0.22691,1391.21,272.315,1000.0,21.9656631616,15.4545454545,27382.1278541,27386.3014673,27381.3,2567,122.0,3.26115e+06,0.0
27441.2,-29466.6,1000.0,537.013736979,1000.0,3.0,99.9956828753,2568,0.242111,1392.06,272.391,1000.0,16.2778965888,17.8909090909,27404.0839681,27409.3401179,27405.4,2568,98.0,3.35095e+06,0.0
27503.9,-29539.3,1000.0,546.402824417,1000.0,3.0,99.9956828753,2569,0.22686,1392.82,272.513,1000.0,19.6956433596,20.8571428571,27467.4338342,27471.732734,27465.5,2569,120.0,3.61309e+06,0.0
27524.2,-29511.2,1000.0,538.688317615,1000.0,3.0,99.9956828753,2570,0.183368,1393.59,272.608,1000.0,11.2355786298,13.1578947368,27490.2773139,27494.3614072,27489.5,2570,49.0,3.59961e+06,0.0
27478.1,-29507.0,1000.0,541.987380589,1000.0,3.0,99.9956828753,2571,0.215348,1394.33,272.683,1000.0,14.0840026576,15.015625,27443.147855,27446.4970034,27441.4,2571,60.0,3.67701e+06,0.0
27608.3,-29600.5,1000.0,532.915797636,1000.0,3.0,99.9956828753,2572,0.198385,1395.08,272.789,1000.0,12.1292019122,15.6060606061,27572.7388701,27576.8628349,27573.7,2572,49.0,3.31824e+06,0.0
27534.4,-29586.9,1000.0,540.558989454,1000.0,3.0,99.9956828753,2573,0.2269,1395.84,272.879,1000.0,12.5860091594,12.9487179487,27499.2915874,27502.8650266,27498.2,2573,77.0,3.46054e+06,0.0
27627.4,-29675.9,1000.0,544.972863964,1000.0,3.0,99.9956828753,2574,0.233585,1396.61,272.968,1000.0,15.828194394,15.8709677419,27592.6937716,27596.455504,27591.2,2574,84.0,3.43658e+06,0.0
27668.5,-29703.9,1000.0,554.278907765,1000.0,3.0,99.9956828753,2575,0.207851,1397.36,273.035,1000.0,12.5623935877,13.3243243243,27631.6207223,27636.1747746,27631.6,2575,52.0,3.73885e+06,0.0
27683.5,-29730.1,1000.0,541.130205851,1000.0,3.0,99.9956828753,2576,0.231088,1398.07,273.106,1000.0,16.4585130878,18.2857142857,27647.3740957,27651.7460161,27647.1,2576,84.0,3.49214e+06,0.0
27761.5,-29808.9,1000.0,539.741503864,1000.0,3.0,99.9956828753,2577,0.213463,1398.76,273.18,1000.0,13.9507112843,17.2105263158,27725.7149531,27729.51745,27724.6,2577,63.0,3.53434e+06,0.0
27721.5,-29804.2,1000.0,550.497666882,1000.0,3.0,99.9956828753,2578,0.229302,1399.43,273.263,1000.0,18.9110426463,14.8805970149,27684.5070632,27688.5206808,27684.7,2578,131.0,3.60751e+06,0.0
27786.7,-29784.8,1000.0,541.702984994,1000.0,3.0,99.9956828753,2579,0.208591,1400.13,273.373,1000.0,13.2891339164,14.3055555556,27751.7120415,27756.0939776,27751.2,2579,57.0,3.59841e+06,0.0
27803.3,-29879.4,1000.0,530.14508088,1000.0,2.0,99.9956828753,2580,0.209124,1400.93,273.469,1000.0,19.7276748235,15.8412698413,27770.7079244,27776.1848263,27769.4,2580,101.0,3.3678e+06,0.0
27870.4,-29903.4,1000.0,545.263432354,1000.0,3.0,99.9956828753,2581,0.224375,1401.73,273.541,1000.0,15.7998422653,15.7580645161,27832.9919657,27838.5589675,27832.4,2581,76.0,3.52744e+06,0.0
27873.1,-29933.3,1000.0,559.111454145,1000.0,3.0,99.9956828753,2582,0.227673,1402.55,273.619,1000.0,11.1141631364,13.5733333333,27839.0392586,27843.4178102,27839.0,2582,65.0,3.65352e+06,0.0
27874.6,-29941.6,1000.0,559.212703808,1000.0,3.0,99.9956828753,2583,0.203835,1403.33,273.705,1000.0,10.7856887161,13.5,27838.043956,27841.8023697,27837.8,2583,49.0,3.53331e+06,0.0
27947.8,-30007.5,1000.0,545.576320039,1000.0,3.0,99.9956828753,2584,0.227101,1404.09,273.767,1000.0,10.4699862581,14.3285714286,27911.7488768,27915.3366913,27911.2,2584,47.0,3.57968e+06,0.0
27980.8,-30036.2,1000.0,544.862694746,1000.0,3.0,99.9956828753,2585,0.168616,1404.79,273.851,1000.0,14.7838484441,15.9516129032,27944.1285079,27947.681645,27944.3,2585,83.0,3.47287e+06,0.0
28001.0,-30024.9,1000.0,543.488943343,1000.0,3.0,99.9956828753,2586,0.181047,1405.52,273.927,1000.0,12.4336148086,13.5810810811,27965.7641883,27969.9619334,27965.0,2586,83.0,3.5093e+06,0.0
28000.8,-30070.5,1000.0,541.847307117,1000.0,3.0,99.9956828753,2587,0.183931,1406.21,274.027,1000.0,24.7905353859,18.1481481481,27965.8537464,27969.5788092,27966.1,2587,156.0,3.56613e+06,0.0
27995.5,-30112.9,1000.0,545.794232355,1000.0,2.0,99.9956828753,2588,0.160165,1407.0,274.129,1000.0,15.964931984,15.6307692308,27961.1756173,27965.884754,27960.0,2588,82.0,3.48684e+06,0.0
28067.9,-30133.2,1000.0,535.742512472,1000.0,3.0,99.9956828753,2589,0.185948,1407.74,274.226,1000.0,15.2421200042,16.6666666667,28031.0356406,28034.4221421,28032.9,2589,84.0,3.43059e+06,0.0
28092.0,-30160.9,1000.0,561.419083475,1000.0,3.0,99.9956828753,2590,0.201559,1408.34,274.3,1000.0,19.2071231643,18.7777777778,28055.6484841,28059.4136311,28053.2,2590,95.0,3.80566e+06,0.0
28153.3,-30206.3,1000.0,544.066489917,1000.0,3.0,99.9956828753,2591,0.200637,1409.01,274.37,1000.0,15.6047832173,17.8333333333,28120.8067681,28124.4060602,28119.8,2591,59.0,3.52582e+06,0.0
28157.4,-30175.9,1000.0,548.442522102,1000.0,3.0,99.9956828753,2592,0.180838,1409.69,274.435,1000.0,16.1304092707,19.1320754717,28122.19817,28126.058905,28121.8,2592,63.0,3.59334e+06,0.0
28169.0,-30265.6,1000.0,547.406751238,1000.0,3.0,99.9956828753,2593,0.22578,1410.55,274.518,1000.0,13.0761647276,15.171875,28135.7699432,28139.2429999,28134.8,2593,63.0,3.69565e+06,0.0
28247.0,-30302.6,1000.0,552.266405094,1000.0,3.0,99.9956828753,2594,0.199667,1411.32,274.567,1000.0,18.8516867859,20.1923076923,28211.716735,28215.3192284,28211.8,2594,107.0,3.68185e+06,0.0
28235.0,-30280.8,1000.0,549.650827485,1000.0,3.0,99.9956828753,2595,0.215228,1411.91,274.622,1000.0,16.3701439969,16.8644067797,28197.2514343,28200.7947562,28199.2,2595,104.0,3.65372e+06,0.0
28267.4,-30302.7,1000.0,559.368310905,1000.0,3.0,99.9956828753,2596,0.221585,1412.61,274.73,1000.0,13.0681875494,15.9841269841,28233.5378093,28237.6461969,28230.6,2596,65.0,3.80126e+06,0.0
28336.2,-30396.4,1000.0,534.587721311,1000.0,3.0,99.9956828753,2597,0.202615,1413.35,274.814,1000.0,13.7411521636,17.2068965517,28301.958269,28305.3543752,28302.9,2597,66.0,3.42408e+06,0.0
28360.9,-30380.3,1000.0,548.452587136,1000.0,3.0,99.9956828753,2598,0.215826,1414.0,274.9,1000.0,18.61049909,15.064516129,28323.477865,28327.6998584,28323.2,2598,132.0,3.74312e+06,0.0
28297.7,-30373.9,1000.0,549.72379818,1000.0,4.0,99.9956828753,2599,0.205573,1414.73,274.939,1000.0,15.7034053242,18.7857142857,28262.9754743,28266.7003326,28261.5,2599,71.0,3.69477e+06,0.0
28313.5,-30376.9,1000.0,555.35867295,1000.0,3.0,99.9956828753,2600,0.201514,1415.43,275.007,1000.0,14.132022338,16.393442623,28277.6782775,28281.9918011,28276.9,2600,67.0,3.78615e+06,0.0
28320.8,-30421.3,1000.0,553.078101583,1000.0,3.0,99.9956828753,2601,0.17414,1416.21,275.054,1000.0,15.8367289385,17.6727272727,28283.7575773,28287.2773082,28283.5,2601,62.0,3.58744e+06,0.0
28378.2,-30471.2,1000.0,548.620236017,1000.0,3.0,99.9956828753,2602,0.22207,1416.88,275.117,1000.0,15.3383318568,15.5223880597,28340.0904799,28343.9814767,28340.1,2602,84.0,3.7225e+06,0.0
28395.6,-30469.1,1000.0,558.558578513,1000.0,3.0,99.9956828753,2603,0.24667,1417.63,275.19,1000.0,13.4925211488,16.0161290323,28361.3770574,28364.6425995,28360.8,2603,53.0,3.69626e+06,0.0
28384.2,-30488.6,1000.0,549.931405484,1000.0,3.0,99.9956828753,2604,0.184511,1418.36,275.265,1000.0,12.5148205683,12.5949367089,28348.0095906,28352.7461163,28346.5,2604,73.0,3.70789e+06,0.0
28469.5,-30550.7,1000.0,547.297570128,1000.0,3.0,99.9956828753,2605,0.302315,1419.07,275.312,1000.0,11.048853133,13.3866666667,28433.391067,28436.9526693,28434.0,2605,43.0,3.68576e+06,0.0
28489.4,-30562.4,1000.0,551.752557525,1000.0,3.0,99.9956828753,2606,0.227122,1419.87,275.366,1000.0,21.7853996145,18.4,28455.8343628,28458.4038568,28454.6,2606,132.0,3.73627e+06,0.0
28437.7,-30515.5,1000.0,558.510322461,1000.0,3.0,99.9956828753,2607,0.197808,1420.54,275.439,1000.0,15.1763796529,15.7936507937,28403.1985082,28405.7221531,28403.7,2607,72.0,3.7844e+06,0.0
28563.9,-30647.2,1000.0,544.666012655,1000.0,3.0,99.9956828753,2608,0.166665,1421.32,275.502,1000.0,9.72367439552,12.4875,28529.8538826,28533.3906895,28528.3,2608,45.0,3.55947e+06,0.0
28495.1,-30603.8,1000.0,548.047381389,1000.0,3.0,99.9956828753,2609,0.238969,1422.06,275.558,1000.0,13.37573269,14.9850746269,28458.668271,28462.6956088,28459.3,2609,59.0,3.71018e+06,0.0
28622.7,-30678.4,1000.0,547.926537498,1000.0,3.0,99.9956828753,2610,0.200317,1422.79,275.646,1000.0,10.9649541772,12.1951219512,28585.973809,28590.3943874,28584.8,2610,53.0,3.46428e+06,0.0
28568.2,-30669.4,1000.0,572.922855101,1000.0,3.0,99.9956828753,2611,0.241048,1423.47,275.702,1000.0,16.7920313941,18.7058823529,28531.5142099,28535.6112172,28530.6,2611,65.0,3.96378e+06,0.0
28544.9,-30666.9,1000.0,557.242985705,1000.0,3.0,99.9956828753,2612,0.189018,1424.22,275.748,1000.0,22.1868953084,17.9827586207,28507.9336994,28511.1993724,28508.3,2612,130.0,3.82032e+06,0.0
28628.5,-30735.2,1000.0,547.745386798,1000.0,3.0,99.9956828753,2613,0.204893,1424.98,275.806,1000.0,12.456463977,14.7941176471,28590.9038024,28595.4742915,28591.7,2613,48.0,3.7132e+06,0.0
28647.3,-30750.9,1000.0,558.857974443,1000.0,2.0,99.9956828753,2614,0.233406,1425.67,275.899,1000.0,13.4544499041,13.3333333333,28611.0718371,28614.8761828,28608.9,2614,82.0,3.80741e+06,0.0
28658.9,-30777.8,1000.0,553.114267463,1000.0,2.0,99.9956828753,2615,0.262639,1426.39,275.951,1000.0,20.6035891902,18.462962963,28623.0109866,28627.8922294,28624.3,2615,108.0,3.74668e+06,0.0
28760.6,-30830.6,1000.0,552.171646695,1000.0,3.0,99.9956828753,2616,0.321638,1427.09,276.054,1000.0,18.1703163266,17.7321428571,28727.957971,28731.6399287,28725.6,2616,114.0,3.72961e+06,0.0
28793.8,-30838.4,1000.0,551.381858656,1000.0,3.0,99.9956828753,2617,0.282915,1427.88,276.165,1000.0,17.1419689823,15.2461538462,28759.3301726,28763.4931916,28760.1,2617,114.0,3.8089e+06,0.0
28803.0,-30871.1,1000.0,551.993797253,1000.0,3.0,99.9956828753,2618,0.246406,1428.6,276.226,1000.0,10.1934415189,14.75,28764.9777422,28769.3886149,28765.1,2618,40.0,3.60196e+06,0.0
28825.2,-30904.1,1000.0,551.026402368,1000.0,3.0,99.9956828753,2619,0.245442,1429.28,276.274,1000.0,19.1883916789,20.2641509434,28788.0270672,28792.4524988,28788.1,2619,85.0,3.66319e+06,0.0
28803.5,-30919.8,1000.0,546.413528883,1000.0,3.0,99.9956828753,2620,0.178474,1430.0,276.326,1000.0,13.0037520925,16.9122807018,28767.8579823,28772.0130589,28766.0,2620,51.0,3.64915e+06,0.0
28846.2,-30968.3,1000.0,560.464542079,1000.0,3.0,99.9956828753,2621,0.218019,1430.74,276.389,1000.0,14.2318000348,18.7636363636,28810.4231551,28813.5047509,28810.6,2621,59.0,3.89751e+06,0.0
28843.4,-30955.4,1000.0,570.57211738,1000.0,3.0,99.9956828753,2622,0.202441,1431.56,276.406,1000.0,21.4460195801,18.3518518519,28807.4140517,28810.0551597,28806.3,2622,117.0,3.88747e+06,0.0
28894.7,-30967.0,1000.0,546.803020233,1000.0,3.0,99.9956828753,2623,0.2249,1432.22,276.405,1000.0,17.2400337011,19.6078431373,28858.9551554,28862.9770696,28857.9,2623,84.0,3.66851e+06,0.0
28910.4,-31021.6,1000.0,548.17231672,1000.0,3.0,99.9956828753,2624,0.247071,1432.99,276.466,1000.0,12.0930780484,13.0649350649,28874.1671124,28878.5558177,28874.3,2624,57.0,3.5791e+06,0.0
28953.3,-31082.9,1000.0,570.050463687,1000.0,3.0,99.9956828753,2625,0.20436,1433.66,276.551,1000.0,14.9755718248,19.0384615385,28919.985229,28922.9627561,28918.1,2625,64.0,3.91878e+06,0.0
29093.6,-31163.0,1000.0,547.542017495,1000.0,3.0,99.9956828753,2626,0.20755,1434.37,276.553,1000.0,16.5543226829,18.0892857143,29059.9411495,29062.70671,29059.9,2626,71.0,3.6364e+06,0.0
29042.2,-31141.1,1000.0,556.232811048,1000.0,3.0,99.9956828753,2627,0.272109,1435.1,276.647,1000.0,17.9317286507,14.776119403,29006.3792265,29009.741469,29005.2,2627,95.0,3.76355e+06,0.0
