AverageAbsQ,AverageAbsQYDiff,AveragePolicySurr,MaxEsReturn,MaxReturn,Epoch,AverageEsReturn,StdReturn,AverageAction,StdEsReturn,AverageQLoss,AverageDiscountedReturn,PolicyRegParamNorm,MinReturn,AverageAbsY,MinEsReturn,AverageY,QFunRegParamNorm,Iteration,AverageReturn,AverageQ
845.189,20.5621647606,-928.047,63.0,1000.0,335,11.0337078652,0.0,0.0554129,11.2982542533,3723.55,99.9956828753,103.738,1000.0,843.758958361,3.0,843.294059758,304.716,335,1000.0,843.256
851.12,21.1893244088,-935.841,64.0,1000.0,336,12.1785714286,0.0,0.0648671,12.1715522294,3930.79,99.9956828753,103.887,1000.0,849.702704182,3.0,849.225517906,305.582,336,1000.0,849.186
860.891,21.2637892991,-945.21,50.0,1000.0,337,12.858974359,0.0,0.0767506,11.9622529811,3897.64,99.9956828753,104.054,1000.0,859.386787398,3.0,858.890736851,306.477,337,1000.0,858.846
867.84,20.7465501539,-952.518,59.0,1000.0,338,14.4782608696,0.0,0.113258,14.0801110582,3776.21,99.9956828753,104.24,1000.0,866.403030436,2.0,865.882784662,307.25,338,1000.0,865.878
876.234,21.0227423703,-960.802,55.0,1000.0,339,11.869047619,0.0,0.102033,12.4257602641,4010.85,99.9956828753,104.399,1000.0,874.880702314,3.0,874.411974364,308.207,339,1000.0,874.374
882.271,21.4627772914,-967.524,51.0,1000.0,340,13.3333333333,0.0,0.105711,13.8884444373,4155.94,99.9956828753,104.545,1000.0,880.721742398,3.0,880.25997448,309.04,340,1000.0,880.218
887.576,21.4496083848,-973.178,50.0,1000.0,341,12.243902439,0.0,0.113211,12.1219021445,3972.31,99.9956828753,104.818,1000.0,886.14183484,3.0,885.649153874,309.956,341,1000.0,885.625
894.4,21.5544121982,-980.583,56.0,496.0,342,11.5119047619,111.576330591,0.120532,11.5917602587,4134.47,67.9646684692,105.03,62.0,892.870611733,2.0,892.345655947,310.869,342,151.681818182,892.291
899.122,21.2834016155,-986.934,61.0,1000.0,343,14.7246376812,0.0,0.103752,15.7202758927,4224.6,99.9956828753,105.202,1000.0,897.620749011,3.0,897.102974612,311.681,343,1000.0,897.095
906.972,21.8201588698,-993.705,79.0,1000.0,344,15.796875,0.0,0.193328,15.1679964146,4322.72,99.9956828753,105.427,1000.0,905.482855365,3.0,904.946928568,312.528,344,1000.0,904.9
912.623,21.1117949426,-998.449,79.0,1000.0,345,14.3432835821,0.0,0.205274,15.6744418252,4204.35,99.9956828753,105.64,1000.0,911.148099234,3.0,910.63173877,313.325,345,1000.0,910.631
915.935,21.1785586549,-1002.0,62.0,1000.0,346,13.0375,0.0,0.124839,14.3007375247,4112.97,99.9956828753,105.791,1000.0,914.424046922,3.0,913.825484121,314.031,346,1000.0,913.782
922.254,22.0377231963,-1008.74,52.0,1000.0,347,11.5119047619,0.0,0.134294,12.4293183045,4331.32,99.9956828753,106.008,1000.0,920.719667511,3.0,920.11752211,314.973,347,1000.0,920.091
926.593,21.6181454646,-1014.26,68.0,1000.0,348,13.2692307692,0.0,0.0871042,12.6821832191,4228.86,99.9956828753,106.183,1000.0,925.023543724,3.0,924.444354005,315.606,348,1000.0,924.432
930.708,22.014853913,-1019.16,69.0,1000.0,349,12.1219512195,0.0,0.081777,13.5820813125,4316.83,99.9956828753,106.392,1000.0,929.133932769,2.0,928.610326758,316.405,349,1000.0,928.561
937.978,21.6144824793,-1025.94,64.0,1000.0,350,12.4050632911,0.0,0.130384,12.7582378325,4235.89,99.9956828753,106.583,1000.0,936.413064122,3.0,935.888793173,317.276,350,1000.0,935.879
940.54,22.4850375565,-1029.76,58.0,1000.0,351,13.8333333333,0.0,0.127412,13.5667076166,4527.02,99.9956828753,106.773,1000.0,938.915972699,3.0,938.328422052,318.073,351,1000.0,938.318
944.424,22.4602950056,-1034.32,80.0,1000.0,352,13.1794871795,0.0,0.142146,14.6048319979,4569.03,99.9956828753,106.984,1000.0,942.789687299,3.0,942.170170583,318.989,352,1000.0,942.161
953.234,22.3205498071,-1042.17,66.0,1000.0,353,11.7176470588,0.0,0.122316,11.4250619921,4573.94,99.9956828753,107.19,1000.0,951.674959031,3.0,951.063403838,319.903,353,1000.0,951.017
955.461,22.6795874996,-1046.13,75.0,1000.0,354,13.1447368421,0.0,0.228375,13.8380710051,4781.86,99.9956828753,107.343,1000.0,953.86657868,3.0,953.299934553,320.752,354,1000.0,953.297
962.467,22.6365955371,-1052.65,68.0,1000.0,355,12.5,0.0,0.168711,12.6273512662,4576.57,99.9956828753,107.561,1000.0,960.816394921,3.0,960.191668437,321.599,355,1000.0,960.166
967.122,23.5468707973,-1058.2,80.0,1000.0,356,14.1690140845,0.0,0.208209,15.452777603,5031.31,99.9956828753,107.798,1000.0,965.378489774,3.0,964.797843952,322.393,356,1000.0,964.765
972.273,22.2748255735,-1062.46,65.0,1000.0,357,12.9220779221,0.0,0.139569,11.7459760822,4693.14,99.9956828753,107.992,1000.0,970.672845378,3.0,970.009356815,323.153,357,1000.0,969.991
975.138,23.4007935862,-1066.36,49.0,1000.0,358,10.2142857143,0.0,0.192388,9.57382699161,4981.98,99.9956828753,108.162,1000.0,973.437075747,2.0,972.769861275,324.051,358,1000.0,972.767
978.825,23.3221502437,-1071.06,61.0,1000.0,359,11.8117647059,0.0,0.181381,10.5657539111,4938.06,99.9956828753,108.39,1000.0,977.060021601,3.0,976.393073666,324.936,359,1000.0,976.399
982.678,24.0396213737,-1075.55,49.0,1000.0,360,11.3218390805,0.0,0.215171,10.803888458,5039.84,99.9956828753,108.664,1000.0,980.945060779,2.0,980.218720814,325.735,360,1000.0,980.143
987.651,23.745983696,-1080.58,67.0,1000.0,361,13.3466666667,0.0,0.158039,15.0434865935,5000.84,99.9956828753,108.896,1000.0,985.959737559,3.0,985.273440865,326.583,361,1000.0,985.263
993.436,23.4500810415,-1086.09,52.0,1000.0,362,13.1428571429,0.0,0.22812,11.5091316491,5054.25,99.9956828753,109.096,1000.0,991.707940142,3.0,990.961110997,327.436,362,1000.0,990.995
999.038,23.7613947789,-1091.1,73.0,1000.0,363,13.9571428571,0.0,0.192978,17.5990549375,5148.79,99.9956828753,109.222,1000.0,997.450557009,3.0,996.627303673,328.34,363,1000.0,996.601
1001.23,24.4178302781,-1096.77,59.0,1000.0,364,14.0,0.0,0.205271,13.3738966315,5381.08,99.9956828753,109.42,1000.0,999.511606954,3.0,998.745396628,329.166,364,1000.0,998.696
1008.09,24.3356770275,-1101.46,52.0,1000.0,365,12.265060241,0.0,0.161398,11.5915261294,5328.05,99.9956828753,109.601,1000.0,1006.2262769,3.0,1005.60464956,329.871,365,1000.0,1005.6
1011.95,24.2322334422,-1107.14,46.0,1000.0,366,11.5647058824,0.0,0.176871,10.2949982817,5199.77,99.9956828753,109.782,1000.0,1009.96983309,2.0,1009.32545148,330.442,366,1000.0,1009.34
1018.23,24.4238735978,-1112.64,91.0,1000.0,367,13.472972973,0.0,0.249984,15.6336634127,5434.1,99.9956828753,110.0,1000.0,1016.51481496,3.0,1015.96503949,331.253,367,1000.0,1015.91
1022.35,24.0830295022,-1117.07,51.0,1000.0,368,13.3289473684,0.0,0.221616,11.9872609552,5322.14,99.9956828753,110.192,1000.0,1020.5615906,3.0,1019.92524,331.883,368,1000.0,1019.93
1027.5,23.7451934088,-1123.7,57.0,1000.0,369,9.63106796117,0.0,0.228912,8.95944507997,5243.5,99.9956828753,110.4,1000.0,1025.76899554,3.0,1025.19697921,332.673,369,1000.0,1025.18
1031.32,23.9979098777,-1127.19,55.0,1000.0,370,12.0238095238,0.0,0.220476,11.3347088001,5306.38,99.9956828753,110.639,1000.0,1029.42517758,3.0,1028.77832563,333.534,370,1000.0,1028.75
1036.36,24.2136899346,-1133.73,52.0,1000.0,371,12.5375,0.0,0.231621,11.8247026918,5553.23,99.9956828753,110.876,1000.0,1034.54588808,3.0,1033.88762195,334.443,371,1000.0,1033.86
1042.82,24.9851226084,-1139.62,44.0,1000.0,372,10.2989690722,0.0,0.166264,8.05543288329,5627.14,99.9956828753,111.113,1000.0,1040.84368145,3.0,1040.16616158,335.2,372,1000.0,1040.15
1045.95,24.5865940991,-1144.88,55.0,1000.0,373,10.5274725275,0.0,0.213645,10.62791334,5510.44,99.9956828753,111.324,1000.0,1044.01225197,3.0,1043.37439219,336.034,373,1000.0,1043.4
1050.81,24.9845238947,-1149.12,47.0,1000.0,374,10.8617021277,0.0,0.147223,10.8663065657,5658.81,99.9956828753,111.5,1000.0,1048.99618088,3.0,1048.29698691,336.89,374,1000.0,1048.26
1058.09,25.1393346933,-1155.22,53.0,1000.0,375,11.6781609195,0.0,0.223704,10.7921792169,5580.49,99.9956828753,111.691,1000.0,1056.18593058,3.0,1055.570162,337.674,375,1000.0,1055.53
1061.85,24.3729172823,-1160.12,65.0,1000.0,376,11.191011236,0.0,0.201005,10.5189784659,5536.62,99.9956828753,111.9,1000.0,1060.05024655,3.0,1059.38403601,338.333,376,1000.0,1059.39
1064.94,25.4384555539,-1163.69,55.0,1000.0,377,10.202020202,0.0,0.205478,9.62947893739,5829.2,99.9956828753,112.138,1000.0,1063.02979695,3.0,1062.42905483,339.169,377,1000.0,1062.43
1072.76,24.9402880521,-1171.2,51.0,1000.0,378,10.6170212766,118.154192575,0.249991,8.96459511608,5817.5,99.9716558318,112.36,589.0,1070.91646902,3.0,1070.3089777,340.017,378,962.636363636,1070.31
1075.15,25.0515686794,-1175.77,66.0,1000.0,379,11.6744186047,0.0,0.146756,10.8686040914,5858.8,99.9956828753,112.599,1000.0,1073.34519257,3.0,1072.7064246,340.778,379,1000.0,1072.64
1080.37,25.0873424178,-1179.77,58.0,1000.0,380,10.4782608696,0.0,0.213973,9.28355050716,5721.83,99.9956828753,112.745,1000.0,1078.45151417,2.0,1077.81691894,341.456,380,1000.0,1077.81
1085.57,25.442103939,-1186.34,47.0,1000.0,381,10.935483871,0.0,0.205325,10.7331327554,5903.54,99.9956828753,112.926,1000.0,1083.51998257,3.0,1082.85231223,342.214,381,1000.0,1082.84
1090.51,25.6257282814,-1189.88,60.0,1000.0,382,14.1549295775,0.0,0.210425,13.8529987472,6193.31,99.9956828753,113.074,1000.0,1088.60600253,3.0,1087.96178452,342.952,382,1000.0,1087.96
1095.18,26.0626085657,-1196.33,71.0,1000.0,383,11.2921348315,0.0,0.199388,11.5614647095,6093.14,99.9956828753,113.209,1000.0,1093.25566817,3.0,1092.5324802,343.843,383,1000.0,1092.49
1099.35,26.3739905248,-1202.32,78.0,1000.0,384,14.0138888889,0.0,0.229183,14.4601877346,6357.85,99.9956828753,113.381,1000.0,1097.3343135,3.0,1096.73293222,344.623,384,1000.0,1096.76
1104.29,26.3114280662,-1207.55,61.0,1000.0,385,11.4367816092,0.0,0.229426,11.0137856661,6414.76,99.9956828753,113.56,1000.0,1102.17600238,2.0,1101.57176745,345.428,385,1000.0,1101.56
1107.56,26.4017560963,-1210.9,45.0,1000.0,386,10.967032967,0.0,0.241266,9.91995496871,6437.97,99.9956828753,113.733,1000.0,1105.6111249,3.0,1105.02823871,346.223,386,1000.0,1105.03
1113.66,26.8980560364,-1217.05,48.0,1000.0,387,11.9523809524,173.40274622,0.239842,11.4755482926,6456.82,99.8713359568,113.891,431.0,1111.62467914,3.0,1111.00922898,347.156,387,924.181818182,1110.99
1116.9,26.1919838337,-1221.08,45.0,1000.0,388,11.3522727273,0.0,0.267797,10.090544373,6243.78,99.9956828753,114.066,1000.0,1114.87525329,3.0,1114.2743115,347.842,388,1000.0,1114.24
1121.69,27.2402399483,-1226.92,31.0,1000.0,389,9.22222222222,237.584693712,0.323385,6.91527205931,6680.21,91.383007749,114.233,134.0,1119.59054503,3.0,1118.98983606,348.558,389,385.884615385,1118.97
1129.44,26.7112002906,-1231.5,53.0,1000.0,390,12.575,0.0,0.163515,12.2614997044,6585.99,99.9956828753,114.428,1000.0,1127.30866363,3.0,1126.68381343,349.307,390,1000.0,1126.67
1131.39,26.4572574714,-1236.94,68.0,1000.0,391,9.91089108911,0.0,0.168187,10.1358094822,6534.19,99.9956828753,114.6,1000.0,1129.28976881,3.0,1128.67887915,350.08,391,1000.0,1128.69
1137.01,26.9361971465,-1241.65,93.0,1000.0,392,11.6279069767,0.0,0.168407,13.0473614116,6679.16,99.9956828753,114.762,1000.0,1134.75406294,3.0,1134.0965568,350.882,392,1000.0,1134.11
1141.24,27.3240173947,-1246.26,52.0,1000.0,393,10.3020833333,0.0,0.22688,9.21967980245,6918.16,99.9956828753,114.958,1000.0,1139.076719,3.0,1138.37103582,351.74,393,1000.0,1138.3
1146.18,27.0522221708,-1251.61,41.0,1000.0,394,10.5416666667,0.0,0.247925,7.7067565955,6560.18,99.9956828753,115.095,1000.0,1144.06854271,3.0,1143.3340955,352.465,394,1000.0,1143.36
1148.5,27.4278664697,-1255.95,50.0,1000.0,395,11.7857142857,0.0,0.224721,9.98578922242,6840.78,99.9956828753,115.314,1000.0,1146.29641473,2.0,1145.64998057,353.332,395,1000.0,1145.65
1157.13,27.4367440807,-1264.23,69.0,1000.0,396,9.80392156863,0.0,0.161094,9.03266318586,6818.54,99.9956828753,115.491,1000.0,1154.88167835,3.0,1154.2226322,354.018,396,1000.0,1154.23
1159.54,27.8880390645,-1267.4,54.0,1000.0,397,9.89215686275,0.0,0.249853,8.62839232832,7049.6,99.9956828753,115.66,1000.0,1157.36216057,3.0,1156.73598412,354.996,397,1000.0,1156.69
1165.1,28.1500277112,-1273.01,55.0,1000.0,398,11.6904761905,0.0,0.182059,10.3819625983,6953.49,99.9956828753,115.867,1000.0,1162.83374357,3.0,1162.18743001,355.786,398,1000.0,1162.14
1171.83,27.7427333891,-1280.14,59.0,1000.0,399,12.1445783133,0.0,0.170337,12.026208859,7124.74,99.9956828753,116.038,1000.0,1169.75372629,3.0,1169.13941285,356.449,399,1000.0,1169.12
1179.73,27.560325521,-1287.59,51.0,1000.0,400,11.9166666667,0.0,0.184856,10.2576432981,7138.57,99.9956828753,116.258,1000.0,1177.45892037,3.0,1176.88442696,357.192,400,1000.0,1176.93
1183.44,28.0914644261,-1294.65,51.0,1000.0,401,10.5104166667,0.0,0.145389,10.18065444,7015.6,99.9956828753,116.461,1000.0,1181.08681702,3.0,1180.44840878,357.939,401,1000.0,1180.39
1187.93,28.189258515,-1298.51,52.0,1000.0,402,11.0,0.0,0.152642,9.442713337,7396.26,99.9956828753,116.593,1000.0,1185.73179243,3.0,1185.07586077,358.746,402,1000.0,1185.06
1193.71,28.3558550644,-1305.35,45.0,1000.0,403,10.2268041237,296.108019452,0.223363,9.69057907331,7341.28,80.0642215989,116.749,55.0,1191.49106686,2.0,1190.92009417,359.594,403,357.571428571,1190.91
1200.75,28.4043824696,-1313.4,54.0,1000.0,404,10.7362637363,0.0,0.147795,10.5703661708,7586.92,99.9956828753,116.939,1000.0,1198.49594045,3.0,1197.90822125,360.398,404,1000.0,1197.89
1206.55,28.7847511552,-1319.07,73.0,1000.0,405,11.6704545455,0.0,0.13147,12.1072119669,7761.29,99.9956828753,117.034,1000.0,1204.3408126,3.0,1203.82520024,361.18,405,1000.0,1203.81
1214.05,28.566784053,-1327.45,64.0,1000.0,406,11.3218390805,0.0,0.205554,11.0894940992,7449.34,99.9956828753,117.185,1000.0,1211.81743406,3.0,1211.26081481,361.793,406,1000.0,1211.25
1220.25,29.4761032871,-1333.99,56.0,1000.0,407,12.7125,0.0,0.152992,12.0884177521,7802.32,99.9956828753,117.354,1000.0,1217.72136347,3.0,1217.14264292,362.638,407,1000.0,1217.14
1226.99,28.1067530111,-1341.04,46.0,1000.0,408,11.5764705882,0.0,0.163607,10.4221218011,7251.09,99.9956828753,117.512,1000.0,1224.6528543,3.0,1224.11541411,363.426,408,1000.0,1224.09
1231.77,29.7481513782,-1347.35,61.0,1000.0,409,11.8941176471,0.0,0.183081,11.9371131887,8022.23,99.9956828753,117.729,1000.0,1229.44077033,3.0,1228.80097443,364.175,409,1000.0,1228.74
1239.27,29.0299221728,-1352.93,59.0,1000.0,410,11.7093023256,0.0,0.19641,11.9464563969,7732.85,99.9956828753,117.879,1000.0,1236.95301918,3.0,1236.37655774,365.014,410,1000.0,1236.38
1245.01,29.8746908214,-1361.4,60.0,1000.0,411,13.3333333333,0.0,0.180857,12.0214622886,8004.86,99.9956828753,118.05,1000.0,1242.56762903,2.0,1241.98790397,365.814,411,1000.0,1241.96
1250.43,29.0033143783,-1369.1,83.0,1000.0,412,11.0224719101,0.0,0.146539,12.0476372135,7852.62,99.9956828753,118.259,1000.0,1248.08534484,2.0,1247.55451102,366.6,412,1000.0,1247.55
1254.78,30.3392904072,-1373.36,66.0,1000.0,413,11.0333333333,0.0,0.139607,11.6623325283,8347.53,99.9956828753,118.459,1000.0,1252.27582822,3.0,1251.75575803,367.286,413,1000.0,1251.72
1264.3,29.8693579011,-1382.84,61.0,1000.0,414,12.4814814815,0.0,0.162182,11.6365867372,8224.92,99.9956828753,118.648,1000.0,1261.88773515,3.0,1261.26203588,368.033,414,1000.0,1261.21
1271.75,29.0663094871,-1388.44,54.0,1000.0,415,12.5185185185,0.0,0.194867,12.2646849356,8073.81,99.9956828753,118.809,1000.0,1269.47727772,3.0,1268.8262717,368.736,415,1000.0,1268.83
1276.67,29.9993509136,-1397.66,60.0,1000.0,416,15.6031746032,0.0,0.204,15.0686678849,8340.83,99.9956828753,118.959,1000.0,1274.28749253,3.0,1273.60377678,369.501,416,1000.0,1273.61
1284.44,29.9522831133,-1404.35,65.0,1000.0,417,10.0396039604,0.0,0.199126,9.5211289705,8329.24,99.9956828753,119.14,1000.0,1282.17623909,3.0,1281.54221292,370.303,417,1000.0,1281.41
1289.71,31.87765227,-1411.92,65.0,1000.0,418,10.7741935484,0.0,0.206522,11.6675536058,9044.55,99.9956828753,119.28,1000.0,1287.07165459,2.0,1286.49500886,371.085,418,1000.0,1286.51
1295.26,31.3487970248,-1418.34,105.0,1000.0,419,10.847826087,0.0,0.143689,13.1164804918,8894.3,99.9956828753,119.429,1000.0,1292.6789151,3.0,1292.0521806,371.883,419,1000.0,1292.05
1304.67,30.9944557681,-1428.72,42.0,1000.0,420,10.0957446809,0.0,0.165713,8.97403956686,8694.09,99.9956828753,119.629,1000.0,1302.1683077,3.0,1301.61974993,372.717,420,1000.0,1301.55
1311.77,31.1732033381,-1435.64,68.0,1000.0,421,11.9545454545,0.0,0.16049,12.8106038206,9145.55,99.9956828753,119.756,1000.0,1309.36616119,3.0,1308.81139807,373.516,421,1000.0,1308.74
1319.19,30.9023288233,-1445.67,54.0,1000.0,422,12.5375,0.0,0.204128,11.523827218,9020.41,99.9956828753,119.883,1000.0,1316.83495551,3.0,1316.25497761,374.198,422,1000.0,1316.25
1328.59,31.3412895324,-1452.63,52.0,1000.0,423,11.0337078652,0.0,0.215735,10.4767795015,9192.02,99.9956828753,119.95,1000.0,1326.06761356,2.0,1325.55785275,374.883,423,1000.0,1325.51
1331.92,31.8631472771,-1460.94,55.0,1000.0,424,13.7123287671,0.0,0.201888,12.4300557665,9156.29,99.9956828753,120.095,1000.0,1329.25483064,3.0,1328.63565063,375.644,424,1000.0,1328.64
1342.29,31.5770664109,-1469.31,48.0,1000.0,425,12.1325301205,0.0,0.133022,11.3283641077,9398.54,99.9956828753,120.234,1000.0,1339.9038597,3.0,1339.28787664,376.574,425,1000.0,1339.29
1349.36,32.4047772789,-1477.34,46.0,1000.0,426,13.7605633803,0.0,0.149215,12.9771899438,9844.74,99.9956828753,120.397,1000.0,1346.94257123,3.0,1346.36174762,377.456,426,1000.0,1346.3
1355.71,32.3639738382,-1484.39,59.0,1000.0,427,12.875,0.0,0.197529,12.4412368758,9788.46,99.9956828753,120.586,1000.0,1353.09003369,3.0,1352.51558803,378.241,427,1000.0,1352.49
1364.25,32.3166687555,-1494.56,77.0,1000.0,428,13.5405405405,0.0,0.174228,14.853509176,9612.17,99.9956828753,120.738,1000.0,1361.7767703,3.0,1361.2388559,379.031,428,1000.0,1361.18
1373.49,31.8551058878,-1502.22,50.0,1000.0,429,12.5,0.0,0.201663,10.7807088918,9614.62,99.9956828753,120.862,1000.0,1371.1049681,3.0,1370.53795223,379.936,429,1000.0,1370.51
1375.13,33.0345172716,-1507.2,72.0,1000.0,430,12.743902439,0.0,0.206754,13.1870325954,10285.3,99.9956828753,121.012,1000.0,1372.53617689,3.0,1371.96482532,380.779,430,1000.0,1371.92
1389.44,32.4387445873,-1519.8,86.0,1000.0,431,12.1358024691,0.0,0.169311,13.2103149806,9849.76,99.9956828753,121.192,1000.0,1386.98081433,3.0,1386.413893,381.728,431,1000.0,1386.38
1392.83,32.9503190074,-1524.22,50.0,1000.0,432,11.9764705882,0.0,0.197166,10.6990669968,10112.7,99.9956828753,121.389,1000.0,1390.28725947,3.0,1389.71125572,382.575,432,1000.0,1389.66
1402.74,32.6325193592,-1535.04,57.0,1000.0,433,10.5638297872,0.0,0.119245,11.2074808894,10137.7,99.9956828753,121.554,1000.0,1400.16014329,2.0,1399.67639834,383.379,433,1000.0,1399.66
1404.74,34.0855206069,-1541.3,51.0,1000.0,434,11.4482758621,0.0,0.237458,10.947900256,10702.3,99.9956828753,121.687,1000.0,1402.13536083,2.0,1401.52585999,384.104,434,1000.0,1401.45
1417.26,33.4379633032,-1550.84,46.0,1000.0,435,11.9058823529,0.0,0.230213,10.4753194863,10303.0,99.9956828753,121.772,1000.0,1414.61995715,3.0,1414.06271194,384.839,435,1000.0,1414.07
1426.18,32.5864701538,-1559.42,49.0,1000.0,436,10.02,0.0,0.133892,10.1172921278,10164.4,99.9956828753,121.895,1000.0,1423.70021571,2.0,1423.14959834,385.503,436,1000.0,1423.17
1429.6,32.9442679306,-1565.03,67.0,1000.0,437,10.34375,0.0,0.150551,11.6671084366,10128.3,99.9956828753,122.139,1000.0,1427.00970997,3.0,1426.49290318,386.274,437,1000.0,1426.44
1435.33,34.8792852835,-1571.3,73.0,1000.0,438,9.75490196078,0.0,0.202433,10.6434517054,11447.0,99.9956828753,122.381,1000.0,1432.53017147,3.0,1432.04352522,387.09,438,1000.0,1432.01
1443.12,34.280548201,-1579.18,69.0,1000.0,439,10.7765957447,0.0,0.237118,12.0532102683,10967.8,99.9956828753,122.604,1000.0,1440.42298465,3.0,1439.90598635,387.984,439,1000.0,1439.84
1449.73,34.0958546051,-1586.24,59.0,1000.0,440,12.9605263158,0.0,0.166564,12.7799604536,10901.5,99.9956828753,122.844,1000.0,1447.0660013,3.0,1446.48628165,388.842,440,1000.0,1446.49
1457.32,34.9665319221,-1594.59,65.0,1000.0,441,12.1951219512,0.0,0.20684,12.0582317035,11250.5,99.9956828753,122.97,1000.0,1454.58501852,3.0,1454.10192399,389.768,441,1000.0,1454.06
1465.68,33.540371025,-1602.51,50.0,1000.0,442,11.3068181818,0.0,0.139235,11.0539564642,10604.7,99.9956828753,123.248,1000.0,1463.07188654,3.0,1462.59124527,390.538,442,1000.0,1462.54
1469.66,35.1885124181,-1609.83,63.0,1000.0,443,11.2197802198,0.0,0.155366,13.9376966879,11603.9,99.9956828753,123.459,1000.0,1467.12037548,3.0,1466.59457768,391.316,443,1000.0,1466.6
1476.88,34.6105349977,-1615.85,63.0,1000.0,444,14.8805970149,0.0,0.143878,14.2352541019,11099.6,99.9956828753,123.673,1000.0,1474.20559524,2.0,1473.68595031,392.197,444,1000.0,1473.66
1482.73,34.7395327866,-1622.69,50.0,1000.0,445,11.9166666667,0.0,0.183888,11.8434313051,11452.7,99.9956828753,123.913,1000.0,1479.97585295,3.0,1479.45091821,392.908,445,1000.0,1479.43
1490.04,33.9266562087,-1628.46,77.0,1000.0,446,10.4947368421,0.0,0.139401,12.828318743,11091.3,99.9956828753,124.051,1000.0,1487.59963318,3.0,1487.13228406,393.733,446,1000.0,1487.09
1496.16,35.710836509,-1636.77,49.0,1000.0,447,12.0,0.0,0.199764,12.1892704151,12394.5,99.9956828753,124.203,1000.0,1493.55125785,3.0,1493.0007735,394.616,447,1000.0,1492.96
1501.46,35.6332390255,-1641.47,66.0,1000.0,448,11.1444444444,0.0,0.192988,11.4867664061,11844.1,99.9956828753,124.372,1000.0,1498.65230457,3.0,1498.16569853,395.241,448,1000.0,1498.12
1508.72,35.7605662799,-1649.41,49.0,1000.0,449,12.3333333333,0.0,0.18106,10.6689812304,12073.8,99.9956828753,124.538,1000.0,1506.05334837,3.0,1505.55453119,395.975,449,1000.0,1505.55
1513.11,35.0733862761,-1655.19,63.0,1000.0,450,11.6395348837,0.0,0.184696,13.213728582,12030.4,99.9956828753,124.707,1000.0,1510.42580369,3.0,1509.88789541,396.724,450,1000.0,1509.89
1519.65,35.3695232591,-1662.53,76.0,1000.0,451,12.7402597403,0.0,0.210017,13.6832465554,12037.8,99.9956828753,124.888,1000.0,1516.90129003,3.0,1516.33968802,397.415,451,1000.0,1516.32
1526.35,36.3378375051,-1668.65,54.0,1000.0,452,11.0769230769,0.0,0.214263,11.625314146,12357.7,99.9956828753,125.039,1000.0,1523.56566322,3.0,1523.01535057,398.1,452,1000.0,1522.98
1528.0,34.9802131542,-1671.94,52.0,1000.0,453,10.6,0.0,0.147954,11.3280276538,11814.3,99.9956828753,125.202,1000.0,1525.31460043,3.0,1524.67028639,398.965,453,1000.0,1524.67
1536.64,36.8329564174,-1681.71,56.0,1000.0,454,12.5,0.0,0.165318,11.9048309522,12328.9,99.9956828753,125.312,1000.0,1533.53513315,3.0,1532.95003433,399.528,454,1000.0,1532.93
1542.72,35.9127159409,-1688.89,60.0,1000.0,455,11.9047619048,0.0,0.204347,12.1827542507,12394.2,99.9956828753,125.5,1000.0,1539.9466166,3.0,1539.46817905,400.353,455,1000.0,1539.43
1551.08,37.6821584229,-1694.26,56.0,1000.0,456,10.9120879121,0.0,0.201508,10.328290766,13269.4,99.9956828753,125.65,1000.0,1548.30384675,3.0,1547.75070415,401.102,456,1000.0,1547.72
1553.7,36.2190750155,-1698.85,61.0,1000.0,457,11.8823529412,0.0,0.211007,13.2863590061,12287.2,99.9956828753,125.704,1000.0,1550.74132854,3.0,1550.23872938,401.938,457,1000.0,1550.24
1561.23,36.3362323233,-1706.38,59.0,1000.0,458,12.0722891566,0.0,0.183027,12.7994570033,12577.6,99.9956828753,125.811,1000.0,1558.39937079,3.0,1557.83419693,402.672,458,1000.0,1557.79
1563.31,36.6059478866,-1711.45,54.0,1000.0,459,10.7634408602,0.0,0.141018,10.2205757571,12744.9,99.9956828753,126.034,1000.0,1560.4096922,3.0,1559.83976674,403.511,459,1000.0,1559.89
1572.68,37.1567938612,-1719.91,72.0,1000.0,460,14.1739130435,0.0,0.179923,12.3628200452,13075.6,99.9956828753,126.219,1000.0,1570.04104968,3.0,1569.393263,404.391,460,1000.0,1569.29
1579.99,37.0316398196,-1723.39,92.0,1000.0,461,11.5632183908,0.0,0.261687,13.9652286995,13348.7,99.9956828753,126.403,1000.0,1577.29718065,3.0,1576.66867711,405.228,461,1000.0,1576.65
1583.33,37.2998774024,-1731.51,45.0,1000.0,462,10.7419354839,0.0,0.171826,10.4941388924,13236.0,99.9956828753,126.541,1000.0,1580.37390972,3.0,1579.67683634,405.85,462,1000.0,1579.66
1587.8,38.2045164254,-1737.18,66.0,1000.0,463,11.2,0.0,0.169824,11.8041423991,13927.6,99.9956828753,126.722,1000.0,1584.88951114,3.0,1584.23436781,406.675,463,1000.0,1584.25
1593.34,37.5641566041,-1745.42,54.0,1000.0,464,11.9285714286,0.0,0.20235,10.6455733191,13957.3,99.9956828753,126.893,1000.0,1590.52959891,2.0,1589.92454951,407.543,464,1000.0,1589.87
1600.17,37.7492115073,-1751.04,60.0,1000.0,465,11.1136363636,0.0,0.229622,10.9289355489,13363.3,99.9956828753,127.079,1000.0,1597.27453078,3.0,1596.64099878,408.417,465,1000.0,1596.62
