AverageQLoss,AverageReturn,AverageAbsQ,AveragePolicySurr,MaxEsReturn,QFunRegParamNorm,StdReturn,MaxReturn,AverageY,Epoch,AverageAction,AverageAbsQYDiff,Iteration,AverageAbsY,MinEsReturn,AverageDiscountedReturn,MinReturn,PolicyRegParamNorm,StdEsReturn,AverageEsReturn,AverageQ
200.039,1951.58686571,274.467,-276.914,358.591925855,155.262,850.535473218,3450.14323455,274.314958105,1141,0.99196,6.72548451507,1141,274.411399303,-6.69245714125,222.069872223,862.180030114,110.312,138.968130585,192.29422975,274.312
218.88,2047.80212122,274.719,-277.14,1063.62826602,155.366,956.4139039,3412.96704837,274.581815456,1142,0.992729,6.73229370264,1142,274.671773938,22.2415467665,213.682658991,833.848795635,110.366,402.924212571,413.706315457,274.57
198.263,1696.18036322,274.735,-277.159,820.437390411,155.413,969.074830093,2995.2646068,274.608818233,1143,0.991872,6.57033148359,1143,274.708193351,-11.8220948919,188.143513699,17.194577673,110.388,283.252253804,233.858926495,274.593
202.176,2449.6033691,274.836,-277.334,813.249713605,155.476,1041.63866107,3068.31485307,274.686573564,1144,0.990841,6.62982259575,1144,274.79106136,11.4628428772,157.347845003,10.4091346576,110.392,238.118714899,343.590677584,274.672
217.329,1805.70923826,275.313,-277.786,876.727221102,155.56,1051.54725462,3499.18616957,275.163231451,1145,0.99182,6.76869855587,1145,275.251038004,-6.27604105149,197.842681501,198.809085876,110.438,339.68777011,355.328416646,275.165
204.045,1619.65419104,275.761,-278.135,892.833271498,155.607,1127.25695152,3439.96977661,275.607817801,1146,0.991361,6.6921366746,1146,275.709366395,66.8453374915,207.593906747,141.880237439,110.466,279.286980187,309.610093609,275.608
194.235,2660.8792175,275.214,-277.601,854.564193498,155.663,663.496133104,3444.18594851,275.082225174,1147,0.991411,6.65832786942,1147,275.173378771,-7.61395541874,211.620270963,1288.67532007,110.506,354.03097878,333.770376227,275.064
199.341,2289.86523158,275.162,-277.444,1479.57569733,155.699,866.430816716,3143.50093726,275.026691938,1148,0.991576,6.69587666021,1148,275.11816934,-7.11641984857,178.48673902,762.201375552,110.562,546.320439327,495.651181827,275.022
194.48,1435.36234629,275.178,-277.477,859.434366744,155.759,969.419145931,3493.43654842,275.034693551,1149,0.991718,6.65131346485,1149,275.126310709,-11.1446573564,216.344086075,132.648784897,110.571,321.147145571,397.161135989,275.024
193.617,2204.85795237,275.477,-277.864,833.299603612,155.841,928.03931837,3480.35965155,275.34328612,1150,0.991133,6.65063080356,1150,275.420145175,-4.14989357165,212.549186714,952.525288222,110.603,321.270016048,366.078039486,275.334
202.389,1691.90027649,275.366,-277.691,827.302958336,155.913,1017.35831894,3654.34884697,275.226099603,1151,0.992294,6.76803003851,1151,275.321040203,5.33081254082,208.330050124,592.257420204,110.646,244.138787064,337.790645759,275.221
199.539,1135.80874494,276.084,-278.381,1030.55328659,155.968,415.305061759,2029.67766924,275.963846301,1152,0.992712,6.62375337537,1152,276.057284746,9.5130353426,234.247820818,291.783335222,110.72,341.410116849,327.084078867,275.946
187.266,1692.24779278,275.814,-278.184,964.844932898,156.018,799.704683491,3333.81745006,275.682716487,1153,0.99284,6.57498005868,1153,275.765641233,125.984781939,204.724505283,523.388691251,110.77,348.713084847,486.742436041,275.678
178.899,1951.27953629,276.335,-278.66,1206.4518563,156.06,1137.95793193,3550.47009753,276.194718318,1154,0.992378,6.52955665171,1154,276.301364144,9.81933788119,198.586997326,273.788729608,110.774,456.030876799,589.151603043,276.187
210.228,1671.65587942,275.972,-278.361,764.763561441,156.168,1078.90592047,3586.61786244,275.831126114,1155,0.992383,6.77511116765,1155,275.92817253,-2.32380623374,210.973970104,197.132684782,110.834,292.760010216,399.579291778,275.826
183.632,2051.13464187,276.665,-278.981,1129.10053765,156.252,988.613994955,3488.62968303,276.522997867,1156,0.993786,6.53336318845,1156,276.596473563,-8.14586136067,213.226869225,217.403539665,110.896,393.227929908,465.980568102,276.528
205.306,1676.97538629,276.315,-278.734,1538.5868029,156.32,838.631523769,3241.4231462,276.201399198,1157,0.993696,6.691113862,1157,276.280208425,68.664597577,240.76448822,386.412099714,110.9,600.15203521,809.566396775,276.194
205.948,1038.65963189,276.81,-279.226,820.842695298,156.416,904.27930548,3951.61083009,276.713737828,1158,0.993503,6.72039082362,1158,276.791607889,363.011723562,223.334173413,286.096109139,110.925,179.289372273,530.939927806,276.691
204.833,1876.05144662,276.731,-279.011,1105.85640652,156.462,1308.76629454,3698.08352392,276.612776226,1159,0.994179,6.66029738171,1159,276.684176123,294.95350422,218.949731905,183.614474368,110.986,342.924569989,659.9415812,276.604
194.134,1370.95138727,277.367,-279.676,731.28139907,156.527,661.752261028,3032.433413,277.248488421,1160,0.993678,6.60183359944,1160,277.336549853,-8.88182652989,215.75054151,120.654604772,111.034,282.648495719,216.83152193,277.239
236.684,1051.04632966,277.155,-279.521,963.635414937,156.599,473.001648317,2351.75935989,277.021059414,1161,0.992557,6.9036789987,1161,277.105786514,120.70510263,220.92323949,267.860749294,111.059,332.231522694,516.520588646,277.027
204.634,2510.13270266,277.177,-279.464,448.593380229,156.661,1096.45805395,3663.26152373,277.062854563,1162,0.994363,6.59978012004,1162,277.151198407,43.6544789884,217.907754814,109.074601552,111.143,133.369586546,243.88550366,277.037
221.479,2113.91596974,276.727,-279.114,843.263300171,156.715,1011.58250185,3528.17626234,276.58624325,1163,0.99371,6.77856354603,1163,276.67226525,106.195364024,196.683194415,500.761216705,111.181,243.421008423,453.446940113,276.586
217.879,1342.87217553,277.64,-280.115,2474.58685153,156.748,966.704942988,3282.93907688,277.514399344,1164,0.993347,6.79613191392,1164,277.605108065,-6.29030790854,169.434743626,1.87892435872,111.221,1038.29399243,679.760679451,277.501
204.113,1773.3806361,277.808,-280.219,870.118790406,156.835,1267.88650463,3242.4562135,277.696536213,1165,0.992726,6.66559840645,1165,277.774045909,-7.46953136238,123.795287311,13.0454478177,111.286,391.496925984,390.196606912,277.688
224.942,1661.22437325,277.279,-279.641,1284.94636698,156.889,988.920684733,3465.22603374,277.152061623,1166,0.993418,6.88357976363,1166,277.246620543,83.5278317367,215.777701896,116.760969749,111.294,498.717483293,748.078225102,277.131
211.225,1382.68282989,277.878,-280.291,721.197578251,156.952,1050.27606556,3338.04714298,277.726127054,1167,0.993333,6.68599393348,1167,277.832331591,-10.2353519725,148.340181931,3.7213218987,111.378,225.864900455,420.185492108,277.726
222.697,1562.41005716,277.722,-280.075,1056.37252139,157.034,882.965969675,3252.19659167,277.572984186,1168,0.993971,6.86410849602,1168,277.668434159,-4.86927210027,213.275855316,410.200979099,111.459,376.198181567,431.914237156,277.566
230.018,2318.69912026,277.157,-279.528,1499.50649761,157.112,990.426848067,3668.86090465,277.012043712,1169,0.99218,6.88351141256,1169,277.105013829,8.01327167038,195.873865946,80.5892146082,111.512,547.385924213,497.906593965,277.002
200.016,1765.61078269,277.993,-280.406,1331.10647232,157.179,1390.06112398,3745.92449049,277.847605717,1170,0.993368,6.65683855671,1170,277.943169427,154.315512876,194.504789678,129.718487584,111.538,501.498154828,640.990200905,277.842
209.85,672.282594322,278.061,-280.508,761.13326153,157.226,603.495661794,3247.20085169,277.933790745,1171,0.992391,6.72112263426,1171,278.013652195,2.31178168647,165.145415639,186.365495395,111.552,287.872444841,403.469748369,277.928
206.125,1630.42797603,278.618,-280.958,1122.46084303,157.31,765.704894654,3289.67491916,278.471675779,1172,0.993356,6.66825688164,1172,278.587836824,-5.22247851606,215.224903498,624.618663202,111.617,357.236649107,403.775573324,278.45
208.953,1219.95877684,278.25,-280.649,758.68642768,157.39,1099.80261678,3863.1223832,278.094631351,1173,0.994162,6.75467135713,1173,278.189800557,-8.96492410147,173.668814772,2.46666647191,111.587,251.568865931,304.751028773,278.089
222.649,2053.69475298,279.113,-281.507,1415.13544683,157.454,1050.22474236,3613.63408723,278.941385104,1174,0.993669,6.77900113763,1174,279.049287323,-7.95110790028,210.931676338,380.12597579,111.614,452.922042699,242.498377007,278.942
216.932,1715.06160752,278.463,-280.939,1366.80422855,157.483,884.206201471,3382.27847846,278.339163906,1175,0.993805,6.71652901279,1175,278.421940587,144.963528484,197.017287556,155.562791309,111.728,453.849406996,617.844639641,278.317
214.577,815.057915346,279.119,-281.514,1010.56162333,157.545,917.974508052,3163.38001826,278.94182526,1176,0.994846,6.76422558224,1176,279.046058078,10.5570693702,153.616147458,116.672527941,111.733,416.129055903,518.71402862,278.945
239.562,1239.91348314,278.672,-281.032,841.884709997,157.627,912.61577904,3290.86466493,278.486909172,1177,0.994335,6.86276509655,1177,278.624355623,1.74484775783,185.99459946,129.784983172,111.795,272.212850218,266.755662427,278.479
190.997,1188.28981473,279.457,-281.88,1352.04628663,157.727,586.953597808,2811.12283297,279.296273875,1178,0.994661,6.6541987756,1178,279.403251125,123.199720864,211.433273023,164.052608105,111.825,419.74270023,637.811450721,279.289
202.275,2770.09965053,279.935,-282.347,822.364861927,157.794,704.69095134,3432.56656007,279.784353716,1179,0.994139,6.64096006214,1179,279.888186981,173.982900924,225.457232631,1391.06433084,111.9,248.946544171,483.04183472,279.791
217.543,2649.80998815,279.955,-282.372,986.61628103,157.862,670.753472467,3589.72632647,279.80752498,1180,0.995165,6.77221670641,1180,279.915874134,-1.91542989606,200.584706728,945.370336203,111.935,308.923916933,275.878030185,279.789
205.818,2270.7116612,279.625,-282.059,973.317455676,157.887,980.038299511,3272.3814307,279.450675358,1181,0.994205,6.73755609767,1181,279.566700018,2.87874239854,188.510167925,394.15235904,112.008,357.490949548,474.946234697,279.448
206.32,1996.68251747,279.901,-282.455,401.92708182,157.949,804.955209303,3321.53067001,279.780059958,1182,0.994697,6.77357754876,1182,279.878592784,-0.656763503306,214.955855141,419.522359623,112.057,188.824618584,134.899154954,279.77
217.518,1649.47023372,280.419,-282.837,2028.07960864,158.001,1061.78959022,3636.08399316,280.265091103,1183,0.994167,6.73731370365,1183,280.384258899,1.80780792329,209.720892738,153.240124698,112.117,840.561799724,892.549825117,280.257
203.191,1271.53281524,280.636,-283.002,972.646416731,158.073,883.561749727,3694.82735754,280.490512942,1184,0.994187,6.64681598069,1184,280.591742054,127.238978954,198.571532404,128.153957846,112.127,363.731417119,342.685383538,280.482
220.02,1341.51676488,280.472,-282.983,1675.94174355,158.13,793.054682413,3549.09167336,280.322791537,1185,0.995684,6.79379992083,1185,280.427281107,-8.07181151595,213.846350267,350.540949461,112.184,660.133251152,589.918820709,280.321
223.929,1574.99167371,280.924,-283.383,1738.59499713,158.201,986.362774109,3631.011467,280.770627943,1186,0.995816,6.78746260908,1186,280.873969271,-10.3563553753,209.475996947,312.815152666,112.145,573.497596157,348.771662446,280.751
225.369,1193.94325573,281.457,-283.846,665.289196462,158.236,904.703208485,3000.99186831,281.313617747,1187,0.995082,6.73391875924,1187,281.418318345,-0.784086062037,151.536870674,-1.22241593508,112.196,258.736065306,319.68548996,281.304
235.721,2313.4573279,280.996,-283.446,955.971607212,158.341,739.074497517,3160.5750571,280.871353553,1188,0.996023,6.92616863946,1188,280.955732247,-8.158433501,213.042346517,972.884773773,112.242,329.945285237,251.949447241,280.866
234.595,2552.15099823,280.811,-283.189,863.747742019,158.419,913.173403316,3508.71459454,280.66432088,1189,0.994332,6.85806114527,1189,280.757428223,-5.58547169565,220.957034072,991.290367242,112.276,287.038838307,340.107458299,280.649
214.726,1502.02108669,281.097,-283.439,1053.1135464,158.455,1065.02324676,3214.95520295,280.975627277,1190,0.994727,6.72702215778,1190,281.05494861,-2.73817109666,163.486308313,115.935005141,112.333,392.878076052,549.061293307,280.961
214.102,2193.61681281,280.949,-283.389,1397.01837893,158.525,1026.70640639,3265.0124268,280.803223269,1191,0.994758,6.67994489044,1191,280.890065815,3.97063680463,198.730239885,166.528065932,112.393,528.321886719,658.118504808,280.8
202.298,1426.13842898,281.566,-284.04,805.97981043,158.625,690.906270792,2666.25921154,281.442905573,1192,0.993894,6.68109105422,1192,281.512468119,244.873996689,215.143449587,396.080472645,112.408,215.264358845,605.568633689,281.439
195.516,1361.43040547,281.432,-283.826,1047.09250962,158.642,976.646250692,3392.70556901,281.306864086,1193,0.995353,6.58537569415,1193,281.385041769,-11.1468872073,180.46664961,176.355381139,112.47,378.672928194,328.835863068,281.29
210.702,1704.14933016,281.796,-284.081,1062.72967483,158.762,938.747533216,3585.27782399,281.66678655,1194,0.995426,6.68526596162,1194,281.737076429,125.393626388,210.581382276,138.88421599,112.488,362.319779484,483.536369456,281.658
209.641,2035.81729416,281.792,-284.205,1753.34357713,158.818,1152.96667806,3579.18585083,281.682893793,1195,0.994367,6.68209228346,1195,281.757525313,-11.6953177017,194.000691602,178.435299234,112.546,661.08891115,596.107032757,281.677
208.935,1486.30598615,281.736,-284.159,1024.20099611,158.864,478.021565238,2689.05925429,281.617621885,1196,0.993663,6.74119876967,1196,281.700307195,8.36586589811,216.217383464,714.269681543,112.577,354.043713026,443.394239053,281.601
199.828,1723.46241631,282.866,-285.22,941.943075237,158.941,904.714305571,3679.685086,282.739642606,1197,0.993065,6.59883666183,1197,282.812507301,-1.87750807879,232.690500914,277.789488845,112.639,317.880997563,235.708603638,282.742
222.488,1009.08833678,282.072,-284.439,1627.72774055,159.014,1280.35732845,3762.56007303,281.949003307,1198,0.995534,6.83120570542,1198,282.045099509,279.156553208,147.076282003,148.776055164,112.711,583.154101213,817.498535029,281.937
188.362,1263.94192152,282.058,-284.418,2226.73354986,159.046,1215.17722926,3346.34996417,281.92915668,1199,0.994746,6.60345124837,1199,282.005012196,693.796848489,155.676623766,148.495239566,112.724,766.468350684,1460.26519917,281.922
219.116,1652.47124174,281.791,-284.136,1009.10105936,159.108,815.186143204,3209.49609942,281.640941309,1200,0.994891,6.8336763977,1200,281.736120738,-3.36847298773,186.976306803,655.613517977,112.762,350.853344796,290.841377433,281.634
214.745,1854.69117947,282.056,-284.462,1063.58716587,159.2,1208.25179403,3649.37091825,281.924107329,1201,0.995334,6.85839264805,1201,282.010376674,-4.88389050551,199.845441601,172.879444366,112.813,408.348897133,313.882469517,281.922
204.004,2061.26881957,282.731,-285.103,1315.58418197,159.28,974.357627199,3827.45197118,282.603506795,1202,0.99409,6.71060921657,1202,282.690244137,5.54357195413,218.815673932,887.572209724,112.849,525.113960313,583.085598408,282.596
215.713,2125.57266845,282.241,-284.637,1143.54018551,159.355,1084.93063104,4096.59166322,282.105533288,1203,0.994232,6.70072553414,1203,282.193313423,303.289288817,217.079331422,542.232396645,112.866,305.940462402,787.576481384,282.093
232.439,1485.1154964,282.832,-285.175,404.35116508,159.397,849.056946036,3518.87150511,282.677336901,1204,0.99587,6.83792741889,1204,282.773222993,-8.97188384571,205.204558292,314.848526685,112.889,114.851754859,37.3514218404,282.669
241.339,2599.80724613,283.052,-285.457,1164.84340343,159.46,1184.71078162,3964.89649692,282.898936159,1205,0.994726,6.85641307322,1205,282.990095463,-5.97942595556,218.41381603,498.34665357,112.903,419.161934076,302.20730191,282.895
225.006,2010.82510723,283.116,-285.621,1415.19348761,159.526,832.078587467,3187.95535887,282.990193254,1206,0.994727,6.79688813326,1206,283.074519978,-0.820866756029,205.86907583,1043.46712949,112.959,585.362835589,524.816038356,282.967
208.332,1537.22042432,282.625,-285.002,592.131553405,159.577,880.684135242,3434.06430966,282.470914714,1207,0.99521,6.70267070749,1207,282.58095193,10.3276471443,213.444868121,323.334032482,113.032,259.21632211,374.636471291,282.48
233.388,2207.0437869,282.998,-285.377,1926.34696992,159.663,1103.57495127,3339.13423312,282.878418434,1208,0.994872,6.95261876309,1208,282.950836544,97.6942646558,172.908690741,49.4092845295,113.09,666.632034919,852.741153148,282.869
223.705,2500.46204307,283.011,-285.516,1300.57829534,159.735,806.707948276,3350.52343236,282.883033438,1209,0.995361,6.77190151676,1209,282.972557768,27.4816007726,212.875730423,858.959802315,113.106,489.359362975,429.713967567,282.868
215.747,189.080646939,283.925,-286.494,869.825730483,159.819,625.673780515,3310.09496607,283.784332537,1210,0.99177,6.76976453818,1210,283.861500518,-10.9811641759,23.6121908839,-0.767134272029,113.148,211.23477459,86.3218700859,283.781
210.081,605.942697202,284.289,-286.774,1193.8777587,159.9,1061.10455373,3110.11646089,284.148337059,1211,0.993077,6.74523804474,1211,284.233965869,-11.1736057461,51.4203214327,0.164957789407,113.193,419.554128686,311.873712287,284.143
209.265,2717.68944078,284.242,-286.776,919.300339756,159.963,627.759885245,3217.9545744,284.126170535,1212,0.994268,6.74948407463,1212,284.202213318,-4.29316365418,213.504899787,997.526078629,113.249,342.445875705,204.225995444,284.111
197.029,2926.91843791,284.888,-287.328,974.169372092,160.03,479.908299121,3324.30852877,284.73314683,1213,0.993796,6.63661468883,1213,284.839576774,-9.23309470539,232.611718178,1718.29513683,113.261,324.02239751,218.815331316,284.727
210.428,1743.14172122,284.785,-287.263,968.720810945,160.088,829.879433068,3797.23555219,284.637683478,1214,0.994893,6.70966555254,1214,284.715843532,-6.82506787915,212.902429756,308.554719438,113.283,369.586289417,477.620478791,284.635
216.602,1589.9947525,285.151,-287.699,759.878361736,160.176,1014.05641878,3124.99769252,285.016799801,1215,0.994239,6.73783250834,1215,285.095235534,-7.99720069779,174.677844054,166.266303349,113.331,241.442931688,214.325919767,285.002
223.926,1944.06828958,285.363,-287.973,1445.77855788,160.247,849.201398386,3466.71875348,285.263386057,1216,0.995049,6.83117813212,1216,285.32880746,-2.1032564161,238.79011826,617.473397622,113.4,571.192196554,564.405934653,285.247
232.44,1289.00337687,285.309,-287.935,888.353289123,160.326,800.434197053,3252.09866625,285.17517952,1217,0.99428,6.79781579848,1217,285.254553483,1.17774267304,228.174163019,342.982735661,113.447,298.232761121,264.530037391,285.177
223.22,2522.13856434,285.978,-288.392,1418.90587206,160.37,1071.72729227,3518.5134752,285.850247089,1218,0.995049,6.81250761695,1218,285.949457317,-12.643286777,217.010477738,149.696799338,113.471,451.695932524,427.432078486,285.824
224.762,997.525348289,285.655,-288.202,543.581430039,160.426,412.837673303,2447.50782778,285.514553293,1219,0.994117,6.70706042289,1219,285.602492265,3.4510115951,225.109249433,192.327422993,113.506,200.623709559,283.288112133,285.52
199.106,2108.31540031,286.109,-288.675,558.574741621,160.483,856.375072637,3618.25189117,285.996704881,1220,0.995589,6.61449942641,1220,286.077463023,-4.11176903909,236.531447156,877.092349743,113.508,219.442831283,272.083166116,285.979
205.968,906.763124728,286.238,-288.682,752.761763915,160.55,493.885247185,2799.22866636,286.094009744,1221,0.993251,6.67576132353,1221,286.187407499,-7.18513597147,192.513628303,272.720897689,113.547,280.107121189,334.003443456,286.085
212.269,1958.63935671,286.484,-288.908,631.163147666,160.587,1003.19211467,3583.9005099,286.360203474,1222,0.994367,6.73160776637,1222,286.447549461,-4.88794487088,212.590279678,891.555751725,113.611,272.428423725,331.321490863,286.35
213.004,1639.95087039,286.064,-288.549,1139.92599177,160.635,905.100238615,3868.37272997,285.937789836,1223,0.995461,6.78330718582,1223,286.019203487,15.729247524,213.065334408,674.289778005,113.621,398.68548524,525.552425356,285.928
240.17,1115.2381111,285.967,-288.342,867.083774036,160.719,961.903606078,3492.95364104,285.832856524,1224,0.994963,6.84738266573,1224,285.913782485,-6.29514532799,174.417399071,126.338689417,113.629,311.105775311,392.865195468,285.824
205.431,1772.94183206,286.396,-288.931,1646.3662288,160.789,832.853448685,3145.90097561,286.277539684,1225,0.995332,6.62927652848,1225,286.361045061,6.37296310639,208.933203038,566.701457447,113.644,591.449629973,495.204656269,286.26
204.393,1521.58895203,286.189,-288.508,877.772770354,160.864,620.959339193,3161.24819086,286.031745518,1226,0.994938,6.67572089841,1226,286.135763137,-1.37491592303,241.922110088,792.257361141,113.699,362.564119948,474.502958392,286.028
239.737,1742.12624545,286.316,-288.651,1443.41494782,160.919,706.082844227,3618.66132716,286.176610515,1227,0.994534,6.87764755008,1227,286.271854414,-0.241139892182,226.054827071,500.323124168,113.765,506.464163008,583.786841643,286.172
213.477,1291.26311744,286.274,-288.521,813.793602477,161.017,1057.9111481,3851.58424506,286.107593976,1228,0.995438,6.68556415412,1228,286.226434798,237.223181853,192.27653254,147.967766488,113.773,251.953365309,549.769494262,286.092
207.509,1287.49748789,286.626,-288.875,1222.58833139,161.081,490.949121831,2571.12778497,286.475231772,1229,0.995761,6.60302833513,1229,286.571150677,-2.23907662108,238.992008043,492.35604575,113.8,418.690980082,408.958742745,286.474
249.245,2112.47878854,286.854,-289.189,1280.5134723,161.152,737.290784602,3719.44445502,286.691437743,1230,0.995187,6.84683593115,1230,286.802690978,-0.543386595853,254.185309805,880.277274472,113.857,479.790723169,359.023563978,286.685
217.139,1645.0444997,286.408,-288.788,642.552715937,161.228,1413.09755786,3768.74427646,286.259214157,1231,0.99483,6.7118018737,1231,286.358771008,283.245505538,191.593989882,107.159844298,113.889,146.946686478,456.719166325,286.234
229.1,1501.63348788,286.701,-289.112,1880.92927269,161.294,992.428940768,3629.14107097,286.572270279,1232,0.994557,6.75574537849,1232,286.658508406,9.06914377662,210.35189633,166.055353625,113.902,775.204457224,933.785173976,286.576
227.098,2000.37582748,286.463,-288.884,1676.27867473,161.344,1287.05209166,3916.2472741,286.304184457,1233,0.994842,6.70252475658,1233,286.401824241,-8.93050007255,201.650774602,437.228276828,113.92,550.07279152,373.915010806,286.295
208.906,1816.03694652,286.593,-288.945,1457.72035513,161.436,1387.71332509,4228.52142883,286.439630316,1234,0.99458,6.66670996895,1234,286.546896507,-7.24412252504,205.083254142,207.721371851,113.939,503.163257937,411.280674602,286.427
232.766,787.624446146,286.906,-289.359,687.320089892,161.53,644.271185549,2543.13953891,286.757681631,1235,0.994787,6.8047186385,1235,286.85756922,-8.83040120223,193.382794954,148.87712766,113.954,265.126453781,237.30217969,286.744
201.078,1130.0704793,286.713,-289.102,575.74440544,161.591,502.18122521,2388.82939654,286.587632989,1236,0.995913,6.60659003068,1236,286.663820779,-5.52929298329,225.480475797,293.638095045,114.017,231.864319851,199.091756317,286.581
248.254,1280.35612198,286.069,-288.448,866.770231835,161.647,771.691351725,3418.00607115,285.93682431,1237,0.995899,6.80922421022,1237,286.021841656,10.5960621881,199.729676586,154.737967189,114.077,245.524077953,427.645458819,285.926
205.887,1880.78286264,286.778,-289.118,1304.72586392,161.686,846.21209295,3578.04033932,286.614809418,1238,0.995956,6.55816231894,1238,286.722887965,16.6398802798,227.627079378,552.051329964,114.101,469.010363633,549.503697211,286.609
218.212,1057.32190845,287.295,-289.644,1042.908812,161.715,577.84347046,3457.65933788,287.147399096,1239,0.994646,6.61659639738,1239,287.251634229,-6.00633203891,201.095820423,213.104197753,114.141,356.426777907,407.481654924,287.135
231.971,1086.06379657,286.896,-289.21,876.828690341,161.766,657.302646289,3328.06128808,286.751844049,1240,0.996169,6.73961051163,1240,286.833751859,-3.68294119882,209.134529584,145.881184223,114.177,314.808803745,341.191563992,286.747
232.349,633.227292588,286.805,-289.17,1490.96729564,161.858,706.533165656,3064.13684263,286.67958833,1241,0.99465,6.73114957445,1241,286.761010517,65.927022455,112.891091426,71.7023012853,114.171,527.612480024,628.427991578,286.669
225.098,1034.02228853,286.739,-289.096,594.729798336,161.946,746.980748438,3450.96402209,286.607246662,1242,0.996129,6.71581762629,1242,286.692357379,-10.773828543,191.534374428,166.769333199,114.243,185.420240678,149.191339688,286.592
203.946,1314.83252041,286.747,-289.059,1391.73757428,162.007,1024.65551255,3636.32047308,286.598475798,1243,0.995314,6.51348282871,1243,286.683245385,456.089035277,196.640430871,170.882805198,114.252,467.8242695,923.913304777,286.606
215.062,948.411626754,286.908,-289.256,1614.49677717,162.063,887.632784612,3473.15974078,286.795562378,1244,0.994198,6.61826030757,1244,286.87288117,3.19879290706,162.586837241,171.859889425,114.292,542.537177729,559.261786432,286.777
213.264,1253.79513546,287.168,-289.577,1145.83800119,162.128,561.78497225,2480.66206532,287.050516984,1245,0.99563,6.6442668043,1245,287.125741372,140.092488802,199.811185846,262.331515801,114.386,358.658610933,576.501233523,287.052
228.38,2187.55325077,286.878,-289.134,1001.01481596,162.187,858.712677969,3741.06610106,286.750704132,1246,0.994806,6.6905856323,1246,286.836788335,-7.3172997046,235.653067339,839.64792678,114.423,368.784259224,339.423820636,286.742
239.553,2016.95404824,286.947,-289.252,1816.95450332,162.313,1059.61889445,3985.27809528,286.823295796,1247,0.994756,6.72584698498,1247,286.91042577,131.936434523,202.26072954,306.150465824,114.497,723.641761137,563.832651553,286.816
212.628,2181.17065735,286.276,-288.628,1609.11715911,162.377,1043.48029802,3700.65972159,286.154503916,1248,0.995636,6.63904453304,1248,286.249353294,11.2232081453,215.664796076,703.24559721,114.55,597.726565389,438.506778909,286.136
219.038,1622.78958193,287.533,-289.971,1291.59729703,162.42,794.03866293,3793.91647428,287.39284648,1249,0.994468,6.71317054736,1249,287.480812738,193.485276586,245.059495731,770.348193553,114.607,403.730896185,621.453652788,287.383
218.979,1773.78938649,286.658,-288.962,1162.47014609,162.505,772.02854974,3336.9897811,286.517572018,1250,0.996642,6.62496993028,1250,286.604628515,29.0229602412,228.879005529,561.170295734,114.638,462.691567248,609.031946484,286.515
230.906,1369.37770174,287.17,-289.533,772.256971222,162.603,419.512793279,2272.67770795,287.067789807,1251,0.995543,6.65361890444,1251,287.131186647,-8.74691471683,224.22364355,671.599808966,114.673,274.614533804,542.104360017,287.062
198.55,1427.2104751,287.251,-289.551,1084.09751676,162.644,535.146606624,2766.58525917,287.117416349,1252,0.994765,6.50886870364,1252,287.192030526,7.07278126772,226.528808588,635.532185741,114.709,383.265945074,453.849533721,287.114
224.927,2137.78688063,286.667,-288.983,1135.78221694,162.743,1287.11595954,3644.67758605,286.533411988,1253,0.995229,6.73082103935,1253,286.614930923,-6.14859450433,205.362314904,129.257845485,114.765,415.460336273,497.505277835,286.523
224.962,1723.16804597,286.914,-289.257,1181.9222273,162.808,953.081297149,3552.27919446,286.782170782,1254,0.995518,6.74454762002,1254,286.856452418,313.354616074,216.173560182,178.496709336,114.764,342.096147681,723.136202468,286.778
215.515,1644.28859054,287.15,-289.503,1245.25773561,162.845,932.956043849,3716.6504187,287.020951683,1255,0.995841,6.61201776462,1255,287.102813906,-11.3169302585,223.937802467,-0.981737237396,114.748,422.103134616,297.452856739,287.003
216.592,1178.39090265,287.353,-289.651,870.466044061,162.929,899.83945029,3429.85312084,287.233795362,1256,0.995744,6.69298703295,1256,287.314846576,2.10854796264,172.797686043,122.109570692,114.794,323.250220615,338.522426699,287.228
230.808,2342.03833185,286.739,-289.089,712.850384424,163.01,1129.28805356,3923.36743016,286.595487891,1257,0.994583,6.73534647059,1257,286.684578073,143.004753737,215.455154447,185.147331647,114.86,233.163735652,545.208671468,286.59
197.258,1814.4746196,287.4,-289.741,564.338389078,163.04,777.120868782,3517.2034396,287.281085549,1258,0.995362,6.57069833646,1258,287.364568627,327.662258408,223.902488434,554.971905614,114.892,118.338065335,446.000323743,287.263
233.393,457.872757885,286.927,-289.253,2237.59602557,163.134,743.288677311,3384.00213535,286.768111725,1259,0.994613,6.76562763692,1259,286.877687738,-3.28842280215,93.7112109253,6.99336323541,114.913,724.123316396,559.572543362,286.764
232.862,1016.20204656,287.228,-289.496,597.942338878,163.187,891.905323971,3820.93420218,287.066155221,1260,0.994314,6.81104736883,1260,287.167768968,-9.25884897028,162.672212463,110.228159285,114.96,232.587185774,192.865700727,287.063
215.98,2721.52106057,286.634,-288.986,986.710045339,163.247,923.120147182,3573.35080242,286.50550984,1261,0.995104,6.74923580316,1261,286.583309155,308.068010849,223.056637452,720.370696584,115.033,288.495251195,610.901256244,286.48
217.387,1189.22803328,287.213,-289.587,1604.0332568,163.295,616.564765431,2560.7374881,287.061032747,1262,0.995531,6.7757636635,1262,287.145256619,187.133873243,210.748493967,340.137925907,115.013,524.493310548,775.964879665,287.068
