AverageAbsQ,StdEsReturn,AverageQ,AverageAbsQYDiff,AverageAbsY,PolicyRegParamNorm,AverageAction,AverageReturn,StdReturn,MinEsReturn,AverageDiscountedReturn,Iteration,AverageEsReturn,MaxReturn,AverageY,Epoch,AverageQLoss,QFunRegParamNorm,MinReturn,MaxEsReturn,AveragePolicySurr
2.31194,0.0,2.26635,0.0253099054772,2.31202047068,64.6708,0.922208,3102.87632025,125.100816038,2212.05855174,259.772253369,364,2212.05855174,3323.29879034,2.26642744134,364,0.00720936,52.7405,2895.04584383,2212.05855174,-2.28329
2.3104,0.0,2.26517,0.0260472873233,2.31039008529,64.7817,0.962933,2919.11159504,82.6470397195,2027.41382159,249.176611406,365,2027.41382159,3073.32370485,2.26514605599,365,0.00793314,52.8189,2782.05096828,2027.41382159,-2.28056
2.3145,0.0,2.26964,0.0229734380322,2.31447029649,64.8627,0.924776,2454.27459361,692.751145778,1987.53069322,231.07389587,366,1987.53069322,2996.37826628,2.26963695483,366,0.00443498,52.8947,601.405488287,1987.53069322,-2.28505
2.32926,0.0,2.28511,0.0240955451305,2.32941602119,64.9474,0.924461,2585.36827441,69.442859718,1682.18163265,219.17997235,367,1682.18163265,2699.26711826,2.28514172903,367,0.00605839,52.9653,2476.29952961,1682.18163265,-2.30119
2.33021,0.0,2.28529,0.0257752027859,2.33022078269,64.9827,0.918223,2701.52694305,87.667613565,1973.53573071,225.426061161,368,1973.53573071,2891.8291191,2.28529867038,368,0.00742318,53.0578,2543.86716878,1973.53573071,-2.30157
2.33112,0.0,2.28584,0.0257666946111,2.33131032986,65.1928,0.918502,2592.396975,67.3057990912,1944.54111034,219.528881126,369,1944.54111034,2695.19412836,2.28591477046,369,0.00803363,53.1389,2479.20661284,1944.54111034,-2.30212
2.32805,0.0,2.28027,0.0247681482934,2.3281026646,65.3243,0.909891,2762.75272912,117.670679617,2047.3639699,225.005549807,370,2047.3639699,2914.87280755,2.28027675418,370,0.00661991,53.1795,2600.34879922,2047.3639699,-2.29473
2.33968,0.0,2.29189,0.0237256088522,2.33973919284,65.4606,0.899629,2770.95207166,121.364520179,2163.98683556,238.234293152,371,2163.98683556,2972.72178448,2.29189547184,371,0.00608437,53.2316,2607.28580853,2163.98683556,-2.3075
2.34206,0.0,2.294,0.0249151219676,2.34215026187,65.5396,0.897678,2448.17270024,384.390157549,1877.52470672,238.333486478,372,1877.52470672,2813.25312841,2.29404622698,372,0.00650108,53.3322,1672.64206763,1877.52470672,-2.30928
2.35787,0.0,2.31133,0.0254717040527,2.35798261065,65.6774,0.910367,2700.17891766,66.2835546807,1983.0635217,224.812197032,373,1983.0635217,2802.34989931,2.3113196712,373,0.00745512,53.3301,2598.17784841,1983.0635217,-2.32704
2.35676,0.0,2.31012,0.0252626832644,2.35682529223,65.739,0.873167,2850.40599234,53.7645444112,1786.53716626,236.753991749,374,1786.53716626,2949.79504364,2.3101653212,374,0.00736179,53.369,2740.29276697,1786.53716626,-2.32603
2.34816,0.0,2.30026,0.0264646821754,2.34831372213,65.7786,0.903556,2839.2950915,93.6058200851,2029.60154036,227.493803961,375,2029.60154036,2949.74414548,2.30037902509,375,0.00937664,53.4323,2693.20551698,2029.60154036,-2.31642
2.36449,0.0,2.3184,0.0244280765839,2.36451800494,65.8745,0.923101,2417.38017408,1032.9198805,2070.28798017,228.413074096,376,2070.28798017,3191.245072,2.31840152044,376,0.00683623,53.4717,335.749340429,2070.28798017,-2.33444
2.3663,0.0,2.31847,0.0237684944654,2.36642253061,65.9583,0.886798,3095.94131957,99.7038478636,2044.73350909,250.224354001,377,2044.73350909,3317.10024743,2.31849649456,377,0.00614871,53.5094,2993.87308537,2044.73350909,-2.33413
2.36978,0.0,2.32202,0.0246765970968,2.36990074995,66.047,0.900619,2953.26724049,157.381432189,2021.70725704,248.632444075,378,2021.70725704,3141.52181339,2.32209458669,378,0.00669191,53.5452,2527.95363449,2021.70725704,-2.33733
2.37215,0.0,2.32389,0.0251178556172,2.37230849847,66.1114,0.932819,3337.70589984,40.8771257351,1734.01051472,266.367747878,379,1734.01051472,3411.15254236,2.32395915064,379,0.0072328,53.6228,3267.84068507,1734.01051472,-2.33991
2.37779,0.0,2.32876,0.0245288636364,2.37788206908,66.2414,0.895944,3160.18602023,237.555810207,1940.92422463,265.529677597,380,1940.92422463,3384.06159135,2.32884156406,380,0.00670154,53.6939,2502.16856411,1940.92422463,-2.34376
2.39071,0.0,2.3425,0.0240180222943,2.39083929116,66.2814,0.90426,2536.00494855,65.8445604811,2289.56660795,218.144389404,381,2289.56660795,2637.66204995,2.34250898747,381,0.00649349,53.7266,2458.31371482,2289.56660795,-2.35826
2.3879,0.0,2.33758,0.0246995173694,2.38794143593,66.4228,0.90146,3060.0094726,27.8875669135,2098.7293812,247.474115328,382,2098.7293812,3101.50650836,2.33764200546,382,0.00756324,53.7891,3018.66467219,2098.7293812,-2.35012
2.3911,0.0,2.33967,0.0242233460541,2.39117671678,66.5057,0.898583,2872.58984622,567.560284616,2105.62129478,258.266183293,383,2105.62129478,3196.27078202,2.33969538038,383,0.00606236,53.8333,1190.77479664,2105.62129478,-2.35344
2.39169,0.0,2.33908,0.0230257197791,2.39177464953,66.5739,0.927234,2880.225785,114.253385604,1996.34655328,244.188217404,384,1996.34655328,3038.19837319,2.33911791573,384,0.0052367,53.8807,2655.95183555,1996.34655328,-2.35446
2.39696,0.0,2.34527,0.0250270977722,2.39705413088,66.5743,0.914729,2989.82247802,103.760043417,1971.19312648,236.796361556,385,1971.19312648,3213.37806085,2.34528331514,385,0.00760957,53.9579,2853.35391338,1971.19312648,-2.36044
2.40249,0.0,2.35218,0.0232830793376,2.40258043794,66.5705,0.903278,2608.79984812,84.6463250246,2154.6182157,219.951934794,386,2154.6182157,2771.29527436,2.3522118341,386,0.00514591,54.0005,2438.96006853,2154.6182157,-2.36694
2.3973,0.0,2.34728,0.0244578593675,2.39730830407,66.6287,0.951363,1887.71678253,973.72189396,2111.77147958,216.793633146,387,2111.77147958,2848.68068212,2.34726670318,387,0.00676128,54.0493,34.0075149761,2111.77147958,-2.36266
2.39694,0.0,2.34759,0.0242427736209,2.39706201003,66.6987,0.930651,3012.3261888,133.258761362,179.1869936,231.450879319,388,179.1869936,3284.89782315,2.34763666295,388,0.00669046,54.0906,2862.07252604,179.1869936,-2.36516
2.39875,0.0,2.34932,0.0238057848147,2.39888146163,66.9086,0.917426,2650.30911387,165.211689796,1932.78737725,207.363885392,389,1932.78737725,2964.84821117,2.34937078107,389,0.00650895,54.1691,2432.33257299,1932.78737725,-2.36349
2.39474,0.0,2.34328,0.0254935450144,2.39479957782,67.0775,0.938754,2845.81974501,121.838247901,2060.62761547,234.327930664,390,2060.62761547,3086.50987348,2.34325529728,390,0.00846729,54.2094,2692.90287687,2060.62761547,-2.35801
2.40026,0.0,2.34865,0.0244461242396,2.40037905054,67.0186,0.929494,2632.45455844,840.604784048,2093.44047913,237.082319294,391,2093.44047913,3080.26752269,2.34873843141,391,0.00682495,54.2918,135.57515461,2093.44047913,-2.36548
2.40926,0.0,2.35691,0.0263237875476,2.40936831202,67.1093,0.939063,2284.83287006,874.648555229,2153.78441532,206.979975624,392,2153.78441532,2830.50789091,2.35691543439,392,0.00860692,54.3199,-82.0779791059,2153.78441532,-2.37285
2.4157,0.0,2.36257,0.0261789636125,2.41576766476,67.1322,0.923932,2388.02864323,730.983783704,2078.122335,231.85596836,393,2078.122335,2834.70789139,2.36265372308,393,0.00889255,54.3646,891.339267226,2078.122335,-2.37883
2.42152,0.0,2.36849,0.0247749570157,2.42158819233,67.217,0.934701,2915.28354091,71.428669384,2090.47393409,235.357140299,394,2090.47393409,3018.62225961,2.36851777988,394,0.00755038,54.4066,2808.13763916,2090.47393409,-2.38274
2.41783,0.0,2.3625,0.0248596429935,2.41799927354,67.1843,0.918425,2593.78406705,68.9657704745,2191.61180384,209.355367478,395,2191.61180384,2698.70543795,2.3625461212,395,0.00674966,54.4505,2483.15980494,2191.61180384,-2.37522
2.41863,0.0,2.36221,0.0250264984509,2.41885406608,67.2638,0.941709,2717.30867871,64.9466712618,1751.46448135,224.121717124,396,1751.46448135,2784.98668168,2.3622852128,396,0.00733064,54.5088,2561.26485551,1751.46448135,-2.37584
2.42492,0.0,2.3689,0.0258344872882,2.42513973426,67.2727,0.927159,2300.37333798,172.01588571,1714.49617514,186.608212225,397,1714.49617514,2569.42284228,2.36902581471,397,0.00847628,54.5956,1977.63908135,1714.49617514,-2.38154
2.42242,0.0,2.36732,0.0255782217541,2.42254047814,67.4039,0.92358,2120.34234632,151.353875637,1525.83523905,185.40556051,398,1525.83523905,2427.51176345,2.36726837552,398,0.0069033,54.6538,1903.90467489,1525.83523905,-2.38052
2.41846,0.0,2.36265,0.0243235779065,2.41854581486,67.5644,0.941135,1775.05804652,1280.1747929,1440.96056142,200.834183399,399,1440.96056142,3074.87688708,2.36267770594,399,0.00625263,54.7111,-261.164340796,1440.96056142,-2.37567
2.42522,0.0,2.37044,0.024613932492,2.42529041713,67.643,0.931021,2913.08784037,181.547597192,1795.44580178,243.205985038,400,1795.44580178,3141.3198364,2.37044865891,400,0.00691759,54.7864,2576.09630901,1795.44580178,-2.3829
2.42617,0.0,2.37124,0.0239716357381,2.42616806504,67.6964,0.900586,3171.06936783,88.128134303,2062.27776383,257.310154267,401,2062.27776383,3284.75057082,2.37119832286,401,0.00715182,54.8555,2990.91328284,2062.27776383,-2.38472
2.42232,0.0,2.36689,0.0238525102881,2.42236280249,67.7327,0.904412,2841.0600681,92.9693129215,1927.91819155,236.542067826,402,1927.91819155,2974.97371421,2.36687586827,402,0.00611041,54.9039,2694.46546687,1927.91819155,-2.38008
2.42819,0.0,2.37274,0.0236887946224,2.42821043626,67.7819,0.902826,3236.11116343,66.5919516077,2019.03641664,275.937359037,403,2019.03641664,3340.30900454,2.37270253585,403,0.00672028,54.9829,3126.08609718,2019.03641664,-2.38651
2.42117,0.0,2.36481,0.0236236684039,2.42128444224,67.9411,0.913788,3070.59361564,111.272375431,2004.66426281,255.356160523,404,2004.66426281,3251.04993856,2.36491946296,404,0.00707791,55.0099,2918.93833394,2004.66426281,-2.37813
2.43053,0.0,2.37488,0.0249622721412,2.4305689518,68.0133,0.957512,2654.698862,71.5089627715,1890.81119076,226.741466911,405,1890.81119076,2793.83981327,2.37486530858,405,0.0076578,55.0474,2555.50897609,1890.81119076,-2.38842
2.43907,0.0,2.38444,0.024911143571,2.43915639578,68.1318,0.923371,2505.40458434,934.739883497,2060.82150794,231.20239701,406,2060.82150794,2975.48506213,2.38442266175,406,0.00739524,55.096,-271.407887921,2060.82150794,-2.39651
2.44278,0.0,2.38765,0.0226858070082,2.44300660786,68.2421,0.913996,2903.63463668,140.133770573,2124.58796541,240.815243717,407,2124.58796541,3147.50427389,2.38778632384,407,0.00546609,55.1333,2699.23267793,2124.58796541,-2.40037
2.43012,0.0,2.37261,0.0257003102954,2.43012006875,68.3147,0.929965,2695.22691004,44.8539050937,1911.06699122,231.276943581,408,1911.06699122,2771.97538092,2.37256839179,408,0.00851039,55.1895,2646.40929933,1911.06699122,-2.38682
2.44701,0.0,2.39154,0.0236179139602,2.44708384195,68.3667,0.950357,2679.07953205,517.529977233,2166.53135386,250.107937091,409,2166.53135386,3031.32277778,2.39161204551,409,0.00559633,55.2379,1291.31190205,2166.53135386,-2.40557
2.44313,0.0,2.38553,0.0238513145565,2.44318656299,68.4111,0.948905,2948.00363836,118.565212751,2229.26413998,250.441574857,410,2229.26413998,3082.89497537,2.38551664415,410,0.00605633,55.297,2758.88800395,2229.26413998,-2.39903
2.44364,0.0,2.38562,0.0241102710859,2.44378737168,68.5063,0.942782,2068.25837368,1284.44292263,1969.58957896,241.736720718,411,1969.58957896,3112.75703415,2.38566031394,411,0.00612023,55.333,-931.508569315,1969.58957896,-2.39934
2.44708,0.0,2.39153,0.0260115898127,2.4472044941,68.5921,0.943689,2895.20622831,69.9148706184,1997.94390285,241.253367939,412,1997.94390285,2989.76148869,2.39154054092,412,0.00793299,55.4329,2769.80363603,1997.94390285,-2.40824
2.44298,0.0,2.38896,0.0263431064961,2.44323300313,68.7359,0.941982,2818.27448263,87.1702394099,2058.64170995,234.822205701,413,2058.64170995,2922.38376061,2.3890680603,413,0.00918689,55.4833,2628.84702314,2058.64170995,-2.40543
2.45,0.0,2.39691,0.0264032946051,2.45005279793,68.805,0.921262,3153.28028582,90.2383702164,1965.94456645,259.770922273,414,1965.94456645,3354.06089163,2.39690986732,414,0.00883165,55.6014,3001.8489987,1965.94456645,-2.41273
2.45793,0.0,2.40544,0.0254736912648,2.45797573232,68.8793,0.942861,2975.37865875,68.9925729622,2026.74959649,247.644060166,415,2026.74959649,3119.53559991,2.40539537827,415,0.0075804,55.6318,2846.23354969,2026.74959649,-2.41993
2.45682,0.0,2.40541,0.0259029858435,2.45703001126,69.0454,0.886052,2819.24964208,84.3551118829,2019.43792786,233.586297932,416,2019.43792786,2955.92480268,2.4054870401,416,0.00830414,55.703,2673.49433717,2019.43792786,-2.42139
2.45076,0.0,2.39847,0.0244580070704,2.45100223171,69.2241,0.951905,1305.32070293,1274.8517733,2033.00257166,220.319816734,417,2033.00257166,2889.83329799,2.39855457529,417,0.00578369,55.6758,-326.2222992,2033.00257166,-2.4124
2.46127,0.0,2.41056,0.024063725632,2.46134262487,69.3119,0.953803,1580.33979606,826.424322711,2050.81632217,222.165130531,418,2050.81632217,2705.36696624,2.41057605025,418,0.00635338,55.7595,213.924854224,2050.81632217,-2.42401
2.46099,0.0,2.40858,0.0241872866867,2.46126674647,69.4475,0.959235,2767.8373517,356.737836584,1993.77847378,236.861436842,419,1993.77847378,2945.8093082,2.40863431173,419,0.0054233,55.79,1731.77753952,1993.77847378,-2.42398
2.46656,0.0,2.41385,0.0246490855162,2.46674927425,69.4646,0.924507,2408.86901433,798.527413617,2169.26910358,234.912101549,420,2169.26910358,3076.42387283,2.41384426166,420,0.00616847,55.8457,704.05166863,2169.26910358,-2.43018
2.47183,0.0,2.42025,0.0252409662716,2.47189809697,69.558,0.935198,2740.5211277,112.856895002,2097.40014171,221.891171861,421,2097.40014171,2928.94940096,2.42030088922,421,0.00663985,55.8977,2541.56450867,2097.40014171,-2.43811
2.47887,0.0,2.42847,0.0251206961079,2.4789850271,69.692,0.93331,2810.24839635,537.209352119,1819.7774268,258.22963537,422,1819.7774268,3265.72281253,2.42851296707,422,0.00699846,55.9535,1388.18734807,1819.7774268,-2.44387
2.47599,0.0,2.42427,0.0264697662919,2.476043869,69.6426,0.909713,3042.13950966,73.4130537347,2318.13123812,242.552428999,423,2318.13123812,3220.06207208,2.42431257564,423,0.00765212,56.0228,2920.93160067,2318.13123812,-2.43846
2.47672,0.0,2.42435,0.0269178867172,2.47684679323,69.7476,0.948164,2551.08099793,149.448903785,2121.21679408,220.472417043,424,2121.21679408,2775.80348047,2.42437211887,424,0.0097392,56.1017,2208.80444881,2121.21679408,-2.44027
2.48299,0.0,2.4297,0.0266129199977,2.48309054615,69.8272,0.925893,2827.58202546,307.926995083,2186.70521136,243.980360687,425,2186.70521136,3107.46047035,2.429802167,425,0.00926876,56.1824,1963.51969813,2186.70521136,-2.44471
2.49485,0.0,2.44215,0.024469510746,2.49492299066,69.9324,0.929344,2687.52962576,974.831571528,1858.44511157,247.859308561,426,1858.44511157,3233.83393372,2.4421686172,426,0.00631176,56.2254,-222.872910301,1858.44511157,-2.45644
2.49437,0.0,2.44061,0.0241598731974,2.49452826421,70.0579,0.916246,2931.55215301,109.092048636,2059.48683976,236.293842008,427,2059.48683976,3120.33006833,2.44064148324,427,0.00583943,56.2846,2773.30053936,2059.48683976,-2.45737
2.50092,0.0,2.44879,0.0286423290551,2.50106722984,70.2384,0.927892,2633.60154929,81.4604791487,2015.42656649,230.248752053,428,2015.42656649,2820.16898714,2.44880871635,428,0.00992706,56.3451,2543.66211732,2015.42656649,-2.46451
2.49267,0.0,2.44062,0.0263262157057,2.49269584587,70.351,0.96197,2993.48075764,116.858166382,2112.37555719,247.973893764,429,2112.37555719,3159.0457756,2.44071165411,429,0.00804099,56.3627,2835.75222843,2112.37555719,-2.45537
2.49733,0.0,2.44691,0.0265692018401,2.49751275418,70.4762,0.963408,3231.95105995,93.8918804062,1996.93701152,249.386637425,430,1996.93701152,3392.19745152,2.44693453054,430,0.00805448,56.4092,3080.25826377,1996.93701152,-2.46236
2.49925,0.0,2.44675,0.0263964904807,2.49929221738,70.5813,0.918929,2814.08125547,528.879231211,2168.21984514,247.141279498,431,2168.21984514,3158.67909301,2.44673708936,431,0.00801515,56.4333,1255.83900635,2168.21984514,-2.46108
2.49196,0.0,2.43709,0.0258240809113,2.49197430426,70.6107,0.947105,2593.29221729,961.455220276,1916.24408968,255.045716285,432,1916.24408968,3297.61721493,2.43704284257,432,0.00816839,56.4516,523.3275907,1916.24408968,-2.45079
2.50447,0.0,2.45121,0.0248492008273,2.50468809105,70.6285,0.928547,3106.46011319,708.019944957,2207.65320463,262.134862594,433,2207.65320463,3598.83660988,2.45136054855,433,0.00668255,56.5008,1057.30598435,2207.65320463,-2.46464
2.49945,0.0,2.44503,0.0251164807579,2.49952607869,70.6572,0.951524,3154.80628208,106.466273491,-223.846649077,255.228876862,434,-223.846649077,3276.82975037,2.44503465365,434,0.00746485,56.5352,2967.70122764,-223.846649077,-2.45868
2.4985,0.0,2.44479,0.0251232435083,2.49859488374,70.7622,0.95158,2949.27908596,60.1259912173,2187.85259671,237.131373272,435,2187.85259671,3075.92716882,2.44486887119,435,0.00672881,56.5482,2866.00119505,2187.85259671,-2.45725
2.49835,0.0,2.44468,0.0253456725165,2.49852320361,70.791,0.919534,2419.30856552,130.089764029,2051.2564978,196.323132161,436,2051.2564978,2615.56524847,2.44478424006,436,0.0078112,56.5834,2240.39908719,2051.2564978,-2.45686
2.49518,0.0,2.44106,0.0249290131478,2.49524733405,70.9418,0.922385,2699.254967,157.142399349,543.321264138,217.586791288,437,543.321264138,2864.47628523,2.44095315832,437,0.00770389,56.651,2292.02517042,543.321264138,-2.45434
2.50482,0.0,2.45302,0.025734169855,2.50493220087,70.9514,0.935148,2802.57290082,68.9246879814,2029.02918935,231.812970551,438,2029.02918935,2907.61120761,2.45312256593,438,0.00846864,56.6975,2690.22870167,2029.02918935,-2.46719
2.50761,0.0,2.45591,0.0246635962622,2.50777323066,71.1065,0.90776,3425.91158632,99.5006157104,2093.024998,278.441361305,439,2093.024998,3568.2095877,2.45600699679,439,0.0076313,56.7496,3254.53359003,2093.024998,-2.4695
2.50288,0.0,2.44932,0.0238809741303,2.50295039199,71.2472,0.904215,3060.15481111,33.0975636002,2216.99974883,250.332498271,440,2216.99974883,3135.80172881,2.44931042414,440,0.00697602,56.8399,3021.39394387,2216.99974883,-2.4637
2.49267,0.0,2.43814,0.0244080938084,2.49283170593,71.4836,0.931826,2571.33703814,693.514155944,2218.07258857,226.059305088,441,2218.07258857,3191.28087321,2.43817294026,441,0.00571824,56.8783,579.135062139,2218.07258857,-2.45186
2.50345,0.0,2.45102,0.025550103391,2.50353034902,71.5879,0.953284,1783.01011204,1036.96510597,1960.58929998,194.728813425,442,1960.58929998,2946.0119669,2.45097979386,442,0.00843876,56.912,-206.719478749,1960.58929998,-2.46468
2.49728,0.0,2.44381,0.0250680447252,2.4973275168,71.6613,0.98316,400.062465227,938.439483939,498.624731873,95.8276920702,443,498.624731873,2098.04623194,2.44383222663,443,0.00809543,56.9247,-516.032994635,498.624731873,-2.45559
2.49305,0.0,2.43803,0.0263544254637,2.4930872769,71.7256,0.938861,2127.30292754,884.979019879,736.151450283,209.489617089,444,736.151450283,2798.30419256,2.43808414609,444,0.00905133,57.03,-156.129317228,736.151450283,-2.45007
2.49584,0.0,2.43987,0.0253437035177,2.49592045851,71.8257,0.951936,1467.09267592,802.721862991,1789.56755301,173.351708633,445,1789.56755301,2221.88531635,2.43994758734,445,0.00817441,57.0936,98.7864603928,1789.56755301,-2.45296
2.50875,0.0,2.45373,0.0248985378368,2.50900447531,71.9462,0.965527,1980.39560248,1395.67351616,1570.28403942,209.173550054,446,1570.28403942,3167.79894881,2.45382907298,446,0.00697104,57.1354,-487.958392751,1570.28403942,-2.46617
2.50099,0.0,2.44366,0.0249198561447,2.50096357568,71.9932,0.949034,2279.02607433,843.969181661,2137.84113631,196.306790737,447,2137.84113631,2692.14032379,2.44363195182,447,0.00793103,57.1862,-228.116399908,2137.84113631,-2.45702
2.49998,0.0,2.44237,0.0230763368358,2.50008999529,72.0636,0.928522,2876.92170428,189.57397785,1935.15716747,227.422979581,448,1935.15716747,3145.35452607,2.44241983801,448,0.00583665,57.1923,2482.81676822,1935.15716747,-2.45639
2.50058,0.0,2.4433,0.0228188284789,2.50056555025,72.0916,0.957707,2265.94347885,1097.94278499,2167.86086019,233.441500036,449,2167.86086019,3044.748944,2.44323390754,449,0.00545091,57.243,-261.806377274,2167.86086019,-2.45679
2.50333,0.0,2.44604,0.0241221395683,2.50324473981,72.1375,0.95872,2365.66869392,702.097347376,2112.42123889,234.966619892,450,2112.42123889,3001.48123017,2.44589092416,450,0.00771893,57.2936,801.733553476,2112.42123889,-2.45938
2.50892,0.0,2.45293,0.0249798566523,2.50914693238,72.2043,0.968599,2960.65927791,308.930469444,2094.79585299,248.913548313,451,2094.79585299,3303.71357447,2.45311373382,451,0.0075343,57.3539,2387.68353929,2094.79585299,-2.46629
2.50677,0.0,2.44991,0.0248429912561,2.50676115348,72.1967,0.919525,2507.54269106,107.213361704,1841.45303862,209.260727847,452,1841.45303862,2660.31046586,2.44983447228,452,0.00807611,57.4275,2322.37748921,1841.45303862,-2.46318
2.49709,0.0,2.43907,0.0245183364138,2.49708932186,72.3081,0.927916,2992.80239717,122.286061516,1613.27196544,248.849509978,453,1613.27196544,3220.59783239,2.43901251924,453,0.00801686,57.4749,2795.20943681,1613.27196544,-2.45278
2.50121,0.0,2.4446,0.0252785940139,2.50128881377,72.5344,0.949254,3002.85616572,256.645712479,1879.41929878,244.133832582,454,1879.41929878,3381.63773568,2.44465390901,454,0.00869478,57.5257,2597.1189559,1879.41929878,-2.45683
2.50195,0.0,2.44492,0.0244839437654,2.50204895875,72.6333,0.95788,2379.00546509,360.876588618,2086.59296851,187.373739375,455,2086.59296851,2998.61735001,2.44491847025,455,0.00710386,57.5404,1848.19273396,2086.59296851,-2.45744
2.51699,0.0,2.46179,0.0238884786145,2.51703831803,72.6292,0.958948,2620.02083624,464.66798776,1926.26028402,217.714097259,456,1926.26028402,3216.32240712,2.46179029921,456,0.00721856,57.5909,1454.91633169,1926.26028402,-2.4751
2.50177,0.0,2.44375,0.0243027449584,2.5019389569,72.7744,0.933517,2335.0031965,485.872226003,2065.7328629,230.932014031,457,2065.7328629,2927.52718122,2.4438302075,457,0.00710351,57.6186,1360.58496454,2065.7328629,-2.45534
2.50839,0.0,2.4503,0.0237576310156,2.50836546234,72.8198,0.942395,2765.66521171,355.423528326,2163.69440934,248.041440341,458,2163.69440934,3039.23751967,2.45023088837,458,0.00617537,57.6523,1762.646358,2163.69440934,-2.46168
2.50999,0.0,2.4515,0.024461040202,2.51006040371,72.8155,0.92957,2920.24139414,425.016925724,1650.93279271,248.475590753,459,1650.93279271,3207.93807903,2.45154249374,459,0.00712804,57.6749,1700.70367774,1650.93279271,-2.46378
2.49759,0.0,2.43791,0.02592919675,2.4977116836,72.8093,0.926111,3060.88962485,85.9972171431,519.440668272,258.655364688,460,519.440668272,3214.90597437,2.4379324461,460,0.00824589,57.7363,2918.25486342,519.440668272,-2.44977
2.50427,0.0,2.44588,0.0253020374642,2.50435728863,72.9117,0.954151,2989.08786976,123.460207748,1375.63813245,248.391007402,461,1375.63813245,3145.30770977,2.44586550393,461,0.00787442,57.7828,2790.05397951,1375.63813245,-2.45874
2.50856,0.0,2.44983,0.0242648112059,2.50870991847,73.0686,0.958445,2585.62253163,115.937362845,2046.4974716,229.872866912,462,2046.4974716,2741.03698521,2.44988597021,462,0.00603956,57.8409,2331.48643381,2046.4974716,-2.46302
2.50099,0.0,2.44158,0.0258979388382,2.50107806796,73.2396,0.965471,2122.94361588,844.011227513,2143.09120245,234.310891165,463,2143.09120245,2974.40602518,2.44155608878,463,0.00828021,57.9205,273.005405664,2143.09120245,-2.45485
2.49579,0.0,2.43495,0.0261377117817,2.49595300107,73.2586,0.924746,3434.85569883,142.498088053,2117.09334922,278.178904825,464,2117.09334922,3672.09475599,2.43506603232,464,0.00816397,57.9365,3146.21460648,2117.09334922,-2.44915
2.50469,0.0,2.4465,0.0261792664434,2.50473580591,73.2876,0.941404,2214.90252678,1048.00407479,2175.05078658,241.975697633,465,2175.05078658,3009.27664175,2.44649113532,465,0.00830603,58.0369,179.219034816,2175.05078658,-2.4615
2.51039,0.0,2.454,0.0248773337136,2.51037539977,73.3192,0.961445,2928.93478002,82.5449979631,2161.90962827,241.268537333,466,2161.90962827,3105.1637589,2.45397016727,466,0.00758235,58.0799,2854.26852275,2161.90962827,-2.46932
2.50859,0.0,2.45255,0.0251701502806,2.50858867914,73.5055,0.926564,3158.96677817,229.768242447,1973.81491196,271.72593286,467,1973.81491196,3425.58123835,2.45249883279,467,0.00769564,58.1125,2786.87750523,1973.81491196,-2.46635
2.51822,0.0,2.46418,0.024909591224,2.51849547242,73.6128,0.887565,3236.51827468,101.208874854,2107.47746953,266.787810018,468,2107.47746953,3423.00978834,2.46435538907,468,0.00663959,58.1324,3059.17256508,2107.47746953,-2.48013
2.51475,0.0,2.46099,0.0267472431204,2.51484730478,73.69,0.91242,2349.00715196,182.433581784,1820.06676955,220.429724698,469,1820.06676955,2677.58108574,2.46105485348,469,0.0092123,58.1771,2042.98130551,1820.06676955,-2.47455
2.51868,0.0,2.46507,0.0245886312905,2.51873052031,73.7938,0.932277,2909.5126845,64.4137863367,1893.68179541,242.949988145,470,1893.68179541,3030.29991593,2.46500498157,470,0.00770956,58.2151,2801.67143758,1893.68179541,-2.47788
2.5138,0.0,2.45753,0.0232214852947,2.51394518399,73.733,0.937709,2358.48140417,38.8145748644,1768.00269811,202.697221805,471,1768.00269811,2408.8884959,2.45764005888,471,0.0063014,58.2952,2275.96942407,1768.00269811,-2.47009
2.51163,0.0,2.454,0.0229528044369,2.51165237258,73.803,0.957826,3097.20853848,167.932903128,1964.78117521,252.870592526,472,1964.78117521,3336.97294207,2.45395301392,472,0.00564332,58.3216,2782.96527567,1964.78117521,-2.46654
2.52331,0.0,2.46688,0.0260770329651,2.52346532137,73.8988,0.9237,3086.85086765,91.1693765799,2143.68822991,265.399303572,473,2143.68822991,3235.02877567,2.46701682507,473,0.00877516,58.4042,2922.46678945,2143.68822991,-2.4807
2.52773,0.0,2.47113,0.0243426806621,2.52784268047,73.8643,0.887169,2735.30098982,124.979344785,2071.54380062,237.160751652,474,2071.54380062,2862.40438464,2.47108570685,474,0.00645016,58.4399,2485.82023669,2071.54380062,-2.48513
2.52389,0.0,2.4668,0.0256754265351,2.52395312811,73.9294,0.901294,2957.64285513,73.1750457944,1985.07914506,248.697269948,475,1985.07914506,3039.31156668,2.46681746269,475,0.00823125,58.4838,2802.3178669,1985.07914506,-2.48087
2.52802,0.0,2.47122,0.0238612080345,2.52810998727,74.0188,0.961651,2718.11368615,901.850546019,1904.57038819,250.659588315,476,1904.57038819,3273.76407658,2.47124529415,476,0.0067621,58.5558,49.7948323708,1904.57038819,-2.48362
2.53412,0.0,2.47881,0.0237297052362,2.53407185027,74.0062,0.920793,2352.77492775,69.797600761,1639.09881503,188.594452494,477,1639.09881503,2441.363761,2.47878083004,477,0.00657796,58.6021,2210.8400209,1639.09881503,-2.4915
