AverageAbsQ,StdEsReturn,AverageQ,AverageAbsQYDiff,AverageAbsY,PolicyRegParamNorm,AverageAction,AverageReturn,StdReturn,MinEsReturn,AverageDiscountedReturn,Iteration,AverageEsReturn,MaxReturn,AverageY,Epoch,AverageQLoss,QFunRegParamNorm,MinReturn,MaxEsReturn,AveragePolicySurr
2.84056,0.0,2.79728,0.0263657415866,2.84051887999,188.43,0.970533,3227.69136628,81.140797865,2062.18396839,270.02716006,3010,2062.18396839,3321.9744728,2.7971935213,3010,0.0101465,134.035,3070.15600939,2062.18396839,-2.80493
2.84659,0.0,2.80518,0.0253060588123,2.84658740295,188.458,0.970288,3280.17662668,58.7401533094,2071.65315027,269.935696654,3011,2071.65315027,3387.51164237,2.80510065171,3011,0.0097895,134.063,3180.50573941,2071.65315027,-2.81405
2.84332,0.0,2.80177,0.0261397155518,2.84339440752,188.447,0.98098,3239.13953401,51.2377527719,2115.01836448,271.680529829,3012,2115.01836448,3331.93346946,2.80183172734,3012,0.0113952,134.083,3144.13972878,2115.01836448,-2.81096
2.84099,0.0,2.79867,0.0243533714302,2.84102977004,188.372,0.972657,3031.10990258,45.687958647,2238.35504304,251.628924908,3013,2238.35504304,3097.9193312,2.79864330993,3013,0.00845223,134.088,2955.14022992,2238.35504304,-2.80685
2.8355,0.0,2.79291,0.0258461057636,2.8355273437,188.4,0.970451,3104.04026823,64.6755433585,2200.05405897,259.523681736,3014,2200.05405897,3201.4789419,2.79284503905,3014,0.0113878,134.117,3011.21962122,2200.05405897,-2.79967
2.83687,0.0,2.79588,0.0229104065111,2.8368310005,188.385,0.97178,2923.57501553,566.27974898,2173.4850059,264.113294208,3015,2173.4850059,3204.51586808,2.79576281951,3015,0.0069961,134.146,1233.76598934,2173.4850059,-2.80309
2.83043,0.0,2.78883,0.0253727232688,2.83057688849,188.411,0.970398,3150.35603467,51.6559445197,2123.99173869,263.665081085,3016,2123.99173869,3244.68219821,2.78885174039,3016,0.0107074,134.173,3060.09929342,2123.99173869,-2.79635
2.83453,0.0,2.79451,0.0230476820729,2.83463099552,188.32,0.967153,2730.9088976,36.7428836682,1980.56097427,229.240009152,3017,1980.56097427,2793.19518754,2.79456423455,3017,0.00710461,134.176,2667.53019291,1980.56097427,-2.80064
2.82619,0.0,2.78501,0.0246129148001,2.82625945398,188.311,0.967427,2550.21547206,736.995675898,1827.93208149,238.952455987,3018,1827.93208149,2934.93086906,2.78495867499,3018,0.0092759,134.163,345.507535994,1827.93208149,-2.7918
2.82672,0.0,2.78642,0.0245716427238,2.82673570438,188.301,0.966163,2918.93080675,76.7433312881,1870.88360611,257.149798537,3019,1870.88360611,3039.49922216,2.7863961298,3019,0.00823494,134.214,2796.25974391,1870.88360611,-2.79295
2.82543,0.0,2.78613,0.0261554310744,2.82553957988,188.358,0.964929,3045.29159903,56.6169330837,2066.56915276,256.712704829,3020,2066.56915276,3144.37621334,2.7861713124,3020,0.0102775,134.237,2960.33863405,2066.56915276,-2.79206
2.81597,0.0,2.77418,0.0255646209678,2.81601485474,188.383,0.982651,3019.79231379,58.1275116785,1927.63557742,252.318410829,3021,1927.63557742,3109.97216763,2.77415575277,3021,0.00891287,134.269,2944.14413183,1927.63557742,-2.78136
2.81093,0.0,2.76676,0.0233993524398,2.81083985589,188.539,0.975929,3126.01546386,449.628789683,2028.04203667,275.180308744,3022,2028.04203667,3378.13416454,2.76670150927,3022,0.00579189,134.297,1791.41031716,2028.04203667,-2.77503
2.82003,0.0,2.77888,0.0278237832102,2.82013303338,188.485,0.973728,3229.9399958,41.0404186024,2088.74375708,269.534792188,3023,2088.74375708,3297.73353604,2.77884785817,3023,0.0119082,134.318,3165.78270701,2088.74375708,-2.78625
2.81542,0.0,2.77411,0.0255617275343,2.81556803686,188.537,0.969,3139.82065645,144.802629687,1997.77768559,269.990068329,3024,1997.77768559,3234.50932754,2.77414697539,3024,0.00908855,134.34,2720.96045464,1997.77768559,-2.78288
2.8094,0.0,2.76669,0.0268895956701,2.8092530518,188.561,0.973697,3032.59026017,175.819941005,2212.24523688,222.903711607,3025,2212.24523688,3197.8046102,2.7664348997,3025,0.0114786,134.392,2536.28202641,2212.24523688,-2.7741
2.81673,0.0,2.77557,0.024521226414,2.81702307786,188.602,0.97421,3199.20039924,63.664346118,1958.08903545,255.595023318,3026,1958.08903545,3322.47852741,2.77575438938,3026,0.00845094,134.421,3091.5155835,1958.08903545,-2.78509
2.80707,0.0,2.76357,0.0233731734108,2.80701496967,188.578,0.969681,3233.74332759,48.9759229736,2117.18217024,273.265545041,3027,2117.18217024,3331.62579242,2.76349289427,3027,0.00655457,134.433,3169.43523171,2117.18217024,-2.77218
2.80915,0.0,2.76649,0.0255391179282,2.8092158611,188.611,0.967662,3171.5011969,58.7352070471,2038.34475663,253.489604223,3028,2038.34475663,3332.78545154,2.76655151943,3028,0.00854518,134.466,3105.99859444,2038.34475663,-2.77507
2.8038,0.0,2.76072,0.0252725029111,2.80378227789,188.622,0.974508,3156.13104019,32.7399744861,2073.26261548,265.897487862,3029,2073.26261548,3207.73600709,2.76069882025,3029,0.00892002,134.489,3101.95255948,2073.26261548,-2.76946
2.80765,0.0,2.76531,0.0248676737428,2.80767499736,188.651,0.975341,3088.6972396,49.37058858,2070.61662307,241.923748201,3030,2070.61662307,3173.7696871,2.76530973703,3030,0.00858388,134.496,3000.87008316,2070.61662307,-2.77353
2.80895,0.0,2.76765,0.0252711219489,2.80904510471,188.634,0.969229,3216.43745093,44.572971792,2116.81500887,255.155457291,3031,2116.81500887,3302.78774264,2.76768217967,3031,0.00822734,134.538,3119.58194352,2116.81500887,-2.77582
2.81472,0.0,2.7744,0.0256500520684,2.81479926683,188.674,0.972804,3031.05933349,47.9705579298,2090.26420442,253.229094289,3032,2090.26420442,3107.18775907,2.77438426605,3032,0.00999867,134.556,2941.72143351,2090.26420442,-2.78299
2.80855,0.0,2.76758,0.0248094269727,2.80856912824,188.669,0.971841,3168.43103221,37.0199421108,2152.81810629,259.669095216,3033,2152.81810629,3228.84960371,2.76751176726,3033,0.00843768,134.577,3099.52830023,2152.81810629,-2.77767
2.80372,0.0,2.76101,0.0248848084267,2.80365468587,188.702,0.969473,3206.88430271,56.6519485851,2213.99067576,254.989656455,3034,2213.99067576,3323.4086036,2.76097577546,3034,0.00808854,134.592,3118.1624615,2213.99067576,-2.76985
2.80925,0.0,2.76908,0.0249496503886,2.80939231388,188.837,0.969947,3646.72979339,75.2417316343,2254.24030896,293.666991965,3035,2254.24030896,3726.93584779,2.76920331275,3035,0.00942097,134.591,3481.96165778,2254.24030896,-2.77733
2.80136,0.0,2.75954,0.0236520103114,2.8014079157,188.906,0.973231,3499.28362896,47.7278900586,2180.60485218,292.45259316,3036,2180.60485218,3576.81686011,2.75957523332,3036,0.00777689,134.596,3407.29560986,2180.60485218,-2.76885
2.8041,0.0,2.76372,0.0247132284968,2.80394434106,189.115,0.981005,3147.20381951,241.090492763,2331.0760868,258.185476149,3037,2331.0760868,3530.03230869,2.76359697042,3037,0.00977104,134.633,2726.69923427,2331.0760868,-2.7726
2.7983,0.0,2.75667,0.025054023442,2.7983616399,189.159,0.983379,3336.09385155,805.479879744,2175.39103767,270.204491676,3038,2175.39103767,3817.33510299,2.75662716996,3038,0.0102292,134.682,969.580141624,2175.39103767,-2.76603
2.80255,0.0,2.7615,0.0253383192117,2.80257671351,189.204,0.9747,2552.59687661,1106.70713962,2258.23383415,247.114929279,3039,2258.23383415,3395.02218257,2.76150882521,3039,0.0102115,134.699,-292.589468452,2258.23383415,-2.77114
2.80124,0.0,2.75961,0.0247264472736,2.80136936041,189.22,0.983629,3110.26125302,336.21238273,2086.41851057,269.391941611,3040,2086.41851057,3509.77420398,2.7597163052,3040,0.00874522,134.762,2345.30226837,2086.41851057,-2.76849
2.799,0.0,2.75698,0.0239198058956,2.79906078603,189.281,0.983735,3084.37699319,792.773389569,2173.34205323,264.504577952,3041,2173.34205323,3638.41232579,2.75701018329,3041,0.00717126,134.759,840.815653624,2173.34205323,-2.7662
2.80399,0.0,2.76231,0.0244506608729,2.80396123581,189.319,0.98849,2390.07134731,1105.40105884,2295.92107824,246.237074475,3042,2295.92107824,3463.58578633,2.76232172031,3042,0.00739868,134.775,227.01495808,2295.92107824,-2.77075
2.80111,0.0,2.75762,0.0259886942168,2.80104327318,189.336,0.9825,2281.78852596,885.238359241,2244.17151095,234.382980203,3043,2244.17151095,3240.38909854,2.75749308525,3043,0.00903524,134.789,511.757260369,2244.17151095,-2.76599
2.80471,0.0,2.76277,0.0274414093852,2.80482460176,189.407,0.983181,1646.42343488,884.73857751,285.110463805,203.930758442,3044,285.110463805,2659.77152732,2.76291005145,3044,0.00932096,134.829,-40.1320074256,285.110463805,-2.77095
2.79678,0.0,2.75303,0.028130230991,2.79678662546,189.511,0.986566,2335.90672074,1089.14946839,1891.98756212,243.685311154,3045,1891.98756212,3263.10959972,2.75291783828,3045,0.0111235,134.852,166.594768747,1891.98756212,-2.75945
2.79466,0.0,2.75084,0.0278494166796,2.7947119509,189.554,0.984104,1107.23503475,1129.36065101,1942.49776569,182.624908853,3046,1942.49776569,2765.39795088,2.75079840647,3046,0.00972491,134.869,-190.772818701,1942.49776569,-2.75862
2.7993,0.0,2.7577,0.0269712428405,2.79938294306,189.522,0.972856,2919.36125728,452.30632886,1072.45652744,245.106801866,3047,1072.45652744,3399.98874193,2.75774043894,3047,0.00743939,134.897,1797.2128899,1072.45652744,-2.76595
2.78951,0.0,2.74603,0.0288828356818,2.78958045378,189.572,0.986309,1907.71975316,1124.9710085,1941.35435639,250.94595226,3048,1941.35435639,3118.29078284,2.7460354711,3048,0.0113764,134.904,341.717712298,1941.35435639,-2.75468
2.79294,0.0,2.75117,0.0281104155522,2.79273841872,189.472,0.981105,3112.2781087,997.619571652,2046.60295535,281.683075138,3049,2046.60295535,3758.09395774,2.75097106236,3049,0.0100477,134.934,195.212456969,2046.60295535,-2.76039
2.78543,0.0,2.74194,0.029406707137,2.78532149966,189.544,0.982058,3095.25032663,941.380657073,-15.68863462,267.981408359,3050,-15.68863462,3671.85017564,2.74190231536,3050,0.0126678,134.953,307.064070928,-15.68863462,-2.75073
2.78903,0.0,2.74671,0.0265267852349,2.78912644195,189.532,0.967812,3522.3305662,169.673334892,2366.30107424,297.186701236,3051,2366.30107424,3834.24147431,2.74671498667,3051,0.00771447,134.96,3132.72903651,2366.30107424,-2.7562
2.78686,0.0,2.74533,0.0253627889706,2.78678394169,189.58,0.975506,2195.69569267,1203.2583973,2241.13645179,264.258066295,3052,2241.13645179,3603.95030232,2.74525049268,3052,0.00729519,134.977,1.71200460704,2241.13645179,-2.75474
2.78647,0.0,2.74513,0.0268137872674,2.78657217391,189.652,0.961749,3440.97065997,220.210426191,2275.89579085,267.228699231,3053,2275.89579085,3841.87651516,2.74512385829,3053,0.00913994,135.008,3130.38805325,2275.89579085,-2.75533
2.78582,0.0,2.7446,0.0274777772425,2.78583310475,189.616,0.969629,3145.88400387,609.608919365,2027.44288365,279.793386595,3054,2027.44288365,3724.67084955,2.74465778282,3054,0.00991363,135.017,1877.33843874,2027.44288365,-2.75461
2.78719,0.0,2.74639,0.0282006174372,2.78728765196,189.72,0.974422,2908.05803245,1044.71953539,2082.23302727,271.442552457,3055,2082.23302727,3733.90956945,2.74635384173,3055,0.0103734,135.008,113.411189673,2082.23302727,-2.75506
2.78434,0.0,2.74263,0.0280323207128,2.78442942977,189.758,0.974055,2696.74826053,591.830711301,1782.83868545,262.649384173,3056,1782.83868545,3201.09313473,2.74272732876,3056,0.0101694,135.009,1300.59621166,1782.83868545,-2.74956
2.78866,0.0,2.74679,0.0262182342881,2.78847584352,189.824,0.976801,3153.747213,1169.04041384,2285.5155678,290.181637498,3057,2285.5155678,3985.77674509,2.74654580999,3057,0.00742044,135.023,606.876141101,2285.5155678,-2.75466
2.78075,0.0,2.73644,0.0287609250054,2.78077490148,189.868,0.971339,3702.74586563,179.384169772,2374.64242209,306.583454879,3058,2374.64242209,3854.51748256,2.7365090422,3058,0.0113723,135.045,3215.37664415,2374.64242209,-2.74427
2.78811,0.0,2.7446,0.0249335621283,2.78802076807,189.848,0.976308,3614.55306709,94.6710962072,2158.17022526,307.829686938,3059,2158.17022526,3752.04654368,2.74454005467,3059,0.00574124,135.063,3449.06505204,2158.17022526,-2.75425
2.78614,0.0,2.74146,0.0266940853413,2.78615661792,189.809,0.964068,3441.17854199,437.770568209,2470.63408515,297.167376752,3060,2470.63408515,3669.97229521,2.74147238358,3060,0.00889835,135.073,2139.11328079,2470.63408515,-2.75156
2.79268,0.0,2.7487,0.0253073539258,2.79275922898,189.798,0.957045,3219.57247469,136.834167893,2086.55934112,259.668029435,3061,2086.55934112,3343.93342093,2.74873602915,3061,0.00701032,135.112,2837.98305202,2086.55934112,-2.75829
2.79019,0.0,2.74645,0.0290469676553,2.79034317276,189.825,0.964912,3367.80470583,121.939892086,2314.11905701,273.098311319,3062,2314.11905701,3565.39164225,2.74646906089,3062,0.0116421,135.158,3194.67127559,2314.11905701,-2.75541
2.79019,0.0,2.74658,0.0262046299372,2.7902523292,189.804,0.978951,1855.24537699,1225.86506241,2143.38008993,239.719267682,3063,2143.38008993,3257.60074575,2.7466232443,3063,0.0088379,135.177,-27.4311272951,2143.38008993,-2.75554
2.79652,0.0,2.75521,0.0273928987721,2.79650132389,189.973,0.967974,2925.6415497,1018.99238252,2349.41618315,266.403934432,3064,2349.41618315,3438.49499305,2.75515340665,3064,0.00934014,135.216,-93.1676339633,2349.41618315,-2.76333
2.78694,0.0,2.74298,0.0279959271816,2.78703179201,189.963,0.980585,2209.59915249,1365.98596379,2095.54458277,243.276960523,3065,2095.54458277,3293.04145088,2.7429965731,3065,0.0103279,135.228,-193.714435612,2095.54458277,-2.75109
2.78393,0.0,2.73997,0.0276036675854,2.78403042317,189.98,0.975619,2363.21111482,1275.9108795,2009.69057313,249.262215258,3066,2009.69057313,3427.36376304,2.7400028654,3066,0.00930401,135.24,-280.416144816,2009.69057313,-2.74746
2.78735,0.0,2.74536,0.0265744616832,2.78737691797,190.074,0.973371,2647.90694033,984.077736515,2007.93983265,265.799447131,3067,2007.93983265,3345.41469718,2.7453429593,3067,0.00806707,135.297,774.455507569,2007.93983265,-2.75438
2.78983,0.0,2.74925,0.0260822253595,2.78986687916,190.099,0.977468,2569.25954045,1300.76082922,2239.97338565,251.466646336,3068,2239.97338565,3399.88855572,2.74924012787,3068,0.00884748,135.333,-229.979170439,2239.97338565,-2.75774
2.78762,0.0,2.74734,0.0265635406271,2.78768938861,190.168,0.980812,3088.56375992,681.77003145,2131.37790763,278.844894908,3069,2131.37790763,3437.63097989,2.74737913819,3069,0.00900099,135.334,1073.42168576,2131.37790763,-2.75595
2.78228,0.0,2.74166,0.0266671550211,2.78235574565,190.159,0.984899,2537.87998628,1288.48228246,1993.06562957,274.66522395,3070,1993.06562957,3570.03958075,2.74167837337,3070,0.00957575,135.381,-16.538010701,1993.06562957,-2.75002
2.77688,0.0,2.73631,0.0281903813095,2.77683914284,190.135,0.973915,3300.15570089,183.438943098,2247.88477353,275.384501192,3071,2247.88477353,3445.79867537,2.73625312017,3071,0.0107765,135.399,2794.8294527,2247.88477353,-2.74511
2.76881,0.0,2.72714,0.0277535053379,2.76884824278,190.11,0.97608,2595.8976422,1140.26987923,1897.58539642,246.816700502,3072,1897.58539642,3354.6474726,2.72713792833,3072,0.00928327,135.423,-331.679000378,1897.58539642,-2.73471
2.77708,0.0,2.73815,0.02885692234,2.77726746125,190.189,0.984318,1479.94340754,1367.47241017,1900.61077112,195.244947569,3073,1900.61077112,2984.77333038,2.73827215072,3073,0.010525,135.413,-501.511907109,1900.61077112,-2.74499
2.76991,0.0,2.72831,0.0266191846997,2.7699121878,190.284,0.952828,3024.78963448,811.76585744,1928.15356897,278.227625828,3074,1928.15356897,3469.51094518,2.72824304972,3074,0.00722369,135.432,603.871650449,1928.15356897,-2.73565
2.77825,0.0,2.73822,0.0283984377513,2.77831135704,190.349,0.971304,2363.3683106,1371.55118142,2206.08712154,255.885294639,3075,2206.08712154,3497.16138403,2.73822267259,3075,0.00984517,135.44,-265.118216768,2206.08712154,-2.74498
2.78015,0.0,2.74013,0.026391170616,2.78008386813,190.341,0.976341,2368.76727589,890.665475047,2245.0188391,275.987012,3076,2245.0188391,3381.72352333,2.74005108457,3076,0.0071298,135.461,676.19911292,2245.0188391,-2.74823
2.77134,0.0,2.72942,0.0296454270877,2.77129206207,190.31,0.979458,2422.0517451,981.078895544,2193.22179515,282.409199447,3077,2193.22179515,3341.78878194,2.7294318665,3077,0.0120727,135.505,421.112213594,2193.22179515,-2.73796
2.77471,0.0,2.73372,0.0269502885215,2.77483407738,190.299,0.973706,2644.05029821,637.601682348,2176.96162072,257.513980231,3078,2176.96162072,3160.89793232,2.73375410777,3078,0.00858198,135.521,1202.52310547,2176.96162072,-2.7409
2.77611,0.0,2.73589,0.0272107434545,2.77599136394,190.391,0.977407,2739.37555029,849.980035733,2207.28556884,246.692198035,3079,2207.28556884,3131.63457728,2.73578925528,3079,0.00878526,135.516,220.324582094,2207.28556884,-2.74289
2.76993,0.0,2.7298,0.0276232229238,2.77007900254,190.35,0.964013,3197.2382977,44.1125969321,2079.43948832,272.53878572,3080,2079.43948832,3284.61559915,2.72990694029,3080,0.0104044,135.523,3112.85333608,2079.43948832,-2.7356
2.76251,0.0,2.7214,0.0261674663373,2.76249314089,190.336,0.953873,3062.01818491,66.9491955062,2091.85035453,252.614758096,3081,2091.85035453,3187.54791756,2.72136222657,3081,0.00813378,135.547,2948.75448514,2091.85035453,-2.72689
2.76052,0.0,2.72026,0.0259766851286,2.76050620518,190.389,0.962983,3337.34643817,57.1165010339,2142.94699956,282.406932462,3082,2142.94699956,3472.62043734,2.72023097685,3082,0.00802573,135.555,3269.98884444,2142.94699956,-2.72632
2.76231,0.0,2.7231,0.0234273089886,2.76236631642,190.449,0.969844,3152.45910439,219.987762099,1953.78093973,263.828174312,3083,1953.78093973,3309.89532365,2.72309879124,3083,0.00570114,135.59,2513.95014331,1953.78093973,-2.73099
2.75617,0.0,2.71533,0.0253392655552,2.75614269197,190.455,0.967299,3190.00945549,72.8554098782,2121.75494706,266.678551622,3084,2121.75494706,3301.76160817,2.71526307905,3084,0.00835899,135.618,3061.87218258,2121.75494706,-2.72343
2.75377,0.0,2.71216,0.0237737887264,2.7537072348,190.534,0.982714,2754.68001207,261.935352863,2045.69163875,214.389883175,3085,2045.69163875,3331.84125758,2.7121085985,3085,0.00621568,135.609,2315.30441861,2045.69163875,-2.71952
2.74762,0.0,2.70559,0.0257378694023,2.7475897118,190.565,0.977823,3022.49414798,205.574698092,1509.39848168,257.396974203,3086,1509.39848168,3388.62629991,2.70558841593,3086,0.00838804,135.683,2723.36865981,1509.39848168,-2.71462
2.74905,0.0,2.70738,0.0256752031604,2.74918992821,190.576,0.989595,1331.67327038,1094.06319257,145.572202379,260.738374212,3087,145.572202379,2874.47220348,2.70742081153,3087,0.00756304,135.697,-157.952054123,145.572202379,-2.71573
2.75319,0.0,2.71335,0.0282270192212,2.7531815584,190.593,0.978731,2803.57750975,870.777634717,2298.49532567,262.776082469,3088,2298.49532567,3664.53670149,2.71327707271,3088,0.0109059,135.69,315.770202331,2298.49532567,-2.72247
2.75674,0.0,2.71843,0.0272631716499,2.75676898875,190.592,0.983982,2819.32670042,1285.98749123,2253.65043937,276.928769988,3089,2253.65043937,3747.99598566,2.71843605766,3089,0.0106261,135.732,52.2811269994,2253.65043937,-2.72713
2.75386,0.0,2.71503,0.0272243123058,2.75380992363,190.555,0.977259,2975.85864738,1132.14401811,2072.19725682,268.922395274,3090,2072.19725682,3708.12200898,2.71498805701,3090,0.0104188,135.784,-87.5458158151,2072.19725682,-2.72259
2.74756,0.0,2.70759,0.0261820333072,2.74754777574,190.55,0.982376,2492.75699885,1135.71945907,2225.46943362,255.08165142,3091,2225.46943362,3439.60459109,2.70753911237,3091,0.00948682,135.78,-304.095198492,2225.46943362,-2.71405
2.74942,0.0,2.71045,0.0254170885684,2.7497080945,190.632,0.981337,2899.35607079,855.785707205,2268.46445459,258.961772983,3092,2268.46445459,3414.61611089,2.71058540217,3092,0.00748563,135.815,398.423576083,2268.46445459,-2.71842
2.74198,0.0,2.70201,0.0262469846336,2.7419408559,190.679,0.991807,1910.14600887,864.090142978,2184.26402596,211.011256926,3093,2184.26402596,2739.75640801,2.70193657972,3093,0.00953761,135.854,-320.289406384,2184.26402596,-2.7092
2.73956,0.0,2.70189,0.0263321202358,2.73947065653,190.693,0.989954,1778.75584572,1394.19222339,2070.31092362,220.308766248,3094,2070.31092362,3345.39924864,2.70181951344,3094,0.0107703,135.872,-262.956771839,2070.31092362,-2.70879
2.73606,0.0,2.69965,0.0258263683319,2.73611288838,190.853,0.996465,731.66553103,917.324524434,1940.75744499,126.536598828,3095,1940.75744499,1761.79446069,2.69968049178,3095,0.00899066,135.901,-383.85606635,1940.75744499,-2.70784
2.73177,0.0,2.69545,0.0271530346677,2.73188031665,190.878,0.996222,450.502798986,455.165254849,1637.16647234,103.709284745,3096,1637.16647234,1071.28563275,2.69547411914,3096,0.0120707,135.921,-392.345548222,1637.16647234,-2.70428
2.73194,0.0,2.69618,0.0260250309316,2.73182501322,190.802,0.995277,695.002551939,764.029133946,1369.73993637,125.454776002,3097,1369.73993637,2149.64559454,2.69604767997,3097,0.00978025,135.926,-406.331771367,1369.73993637,-2.70342
2.7297,0.0,2.69316,0.0258818935331,2.72972969549,190.871,0.995069,545.489778088,612.577003195,1941.77007147,115.175153298,3098,1941.77007147,1696.14224323,2.69315837233,3098,0.00733206,135.946,-269.086014561,1941.77007147,-2.69988
2.72818,0.0,2.69132,0.0271833370679,2.7282779659,190.887,0.991928,636.669596772,477.08032114,485.596905952,106.866018093,3099,485.596905952,1319.35108802,2.69132883318,3099,0.00771026,135.95,-339.289175987,485.596905952,-2.69742
2.72291,0.0,2.68463,0.0295946192489,2.72296348322,190.929,0.983688,957.294077603,900.978437541,1466.53499436,98.9009311058,3100,1466.53499436,1746.44368043,2.684684815,3100,0.00963631,135.983,-478.930320566,1466.53499436,-2.69179
2.7255,0.0,2.68711,0.0300974934751,2.72541815476,191.055,0.980283,2317.20659649,561.644199116,1655.14936072,228.285653873,3101,1655.14936072,2725.74321207,2.68702698038,3101,0.0100575,136.016,714.766567355,1655.14936072,-2.69377
2.72655,0.0,2.68781,0.0303350961757,2.72678814308,191.042,0.995223,1112.91729772,698.394057472,1685.32117182,153.250681583,3102,1685.32117182,2077.83299135,2.68796262576,3102,0.00942867,136.108,-191.982580716,1685.32117182,-2.69418
2.73199,0.0,2.69486,0.0313183829935,2.73177181063,191.013,0.990655,1364.81574686,1267.57056663,1527.54066432,157.663404553,3103,1527.54066432,2590.37384173,2.69467724914,3103,0.0104884,136.107,-546.866453486,1527.54066432,-2.70162
2.7222,0.0,2.68347,0.0313090446392,2.7223369164,190.995,0.988553,2584.04218503,144.615379317,1886.57308951,201.073624477,3104,1886.57308951,2882.49220409,2.68361249528,3104,0.0107463,136.158,2339.09183575,1886.57308951,-2.69029
2.71967,0.0,2.68212,0.0326544922355,2.71973761056,191.058,0.990871,1215.16552336,990.155791792,2120.65589457,156.701471562,3105,2120.65589457,2533.8570009,2.6819602045,3105,0.0104462,136.173,-480.691033406,2120.65589457,-2.68251
2.70972,0.0,2.67259,0.0355826337967,2.7097577467,191.102,0.989999,688.838771902,512.936885236,118.900192414,117.808818302,3106,118.900192414,1614.36820123,2.67257752189,3106,0.0102224,136.207,-63.2760852233,118.900192414,-2.6705
2.69856,0.0,2.66082,0.0368996953568,2.69850089504,191.031,0.993227,476.204567856,718.339398892,-58.0668208783,156.821084133,3107,-58.0668208783,1915.77090487,2.66073820282,3107,0.00973783,136.234,-399.199784972,-58.0668208783,-2.66047
2.68689,0.0,2.64771,0.0377282574291,2.68679307414,191.081,0.994254,758.334827455,589.308083742,1597.24864644,165.035791778,3108,1597.24864644,1599.0451005,2.64762603419,3108,0.00933913,136.237,-236.139689142,1597.24864644,-2.64984
2.68433,0.0,2.64658,0.0388636755881,2.68436853915,191.117,0.997252,92.3399332199,564.322284839,-280.848572468,104.033781939,3109,-280.848572468,1364.60983394,2.6466353791,3109,0.0117088,136.273,-483.88109497,-280.848572468,-2.65177
2.68631,0.0,2.64872,0.0369370388725,2.68607986612,191.13,0.997896,-88.6000163082,420.586362367,1763.18220665,68.1357064801,3110,1763.18220665,876.850546022,2.64856947222,3110,0.00842751,136.298,-528.569229326,1763.18220665,-2.65486
2.68794,0.0,2.65134,0.0357715394459,2.68792179722,191.102,0.998029,44.2525257789,341.004654164,1737.15249767,107.893432308,3111,1737.15249767,641.710780182,2.65131053141,3111,0.00685,136.307,-436.002552186,1737.15249767,-2.65543
2.68261,0.0,2.64472,0.0357456880759,2.68256308568,191.222,0.995781,376.804490483,854.472115244,494.481291714,86.022751341,3112,494.481291714,1679.50765093,2.64467212181,3112,0.00741578,136.317,-517.487317633,494.481291714,-2.6507
2.67815,0.0,2.63985,0.0370396606548,2.67812363972,191.277,0.989321,1435.26681508,805.142794505,1874.55827379,156.262407673,3113,1874.55827379,2506.93397489,2.63983584438,3113,0.00915574,136.3,197.578353073,1874.55827379,-2.64569
2.67351,0.0,2.63481,0.038103014018,2.6737369107,191.289,0.992236,1474.94878933,605.539181446,1859.34649299,161.706218107,3114,1859.34649299,2287.95677709,2.63494796408,3114,0.0132538,136.318,470.443868216,1859.34649299,-2.64026
2.67645,0.0,2.63885,0.0359181194805,2.67633936385,191.362,0.993601,878.265327001,821.076116602,1773.05556307,139.080843107,3115,1773.05556307,1847.16425258,2.63866701509,3115,0.0122731,136.35,-301.310817373,1773.05556307,-2.64529
2.67031,0.0,2.63123,0.0346501306487,2.67030472231,191.382,0.991007,1329.89087691,846.42772867,1629.79598131,164.8045357,3116,1629.79598131,2368.94230679,2.63121698231,3116,0.0122253,136.376,-65.0203657653,1629.79598131,-2.63732
2.66965,0.0,2.63056,0.0315702690734,2.66960143782,191.487,0.991005,695.854323535,988.681119056,2083.8598359,173.593878751,3117,2083.8598359,2584.2023731,2.63054578476,3117,0.00767905,136.377,-510.155423959,2083.8598359,-2.63764
2.67017,0.0,2.63288,0.0321350776274,2.67018668737,191.423,0.987392,968.316137524,1292.61833528,-17.7452088819,185.245268131,3118,-17.7452088819,3001.19663637,2.63278331974,3118,0.0100629,136.42,-453.706755901,-17.7452088819,-2.64085
2.66925,0.0,2.63227,0.0288916874044,2.66930225279,191.503,0.979195,2559.77428138,623.777210312,1774.50091255,223.387921378,3119,1774.50091255,3057.64598069,2.63221382505,3119,0.00707516,136.455,807.130107474,1774.50091255,-2.64151
2.66619,0.0,2.62735,0.0301298629343,2.6662819045,191.557,0.96793,3622.94971323,157.861939507,925.625535286,280.746818937,3120,925.625535286,3829.13782958,2.62742605917,3120,0.009359,136.484,3279.3908713,925.625535286,-2.63636
2.67029,0.0,2.63191,0.0283522612102,2.67032494877,191.539,0.961043,3746.10009443,140.423471001,2329.08655706,318.744030211,3121,2329.08655706,3941.8124101,2.63194160513,3121,0.00741355,136.491,3435.63781045,2329.08655706,-2.64105
2.67729,0.0,2.64012,0.0276102320313,2.67725896337,191.601,0.9826,3004.01950018,1291.30228653,2255.77521381,286.91947237,3122,2255.77521381,3978.10193912,2.64005037033,3122,0.00796598,136.501,-445.988407437,2255.77521381,-2.6503
2.6709,0.0,2.63255,0.0306137938871,2.67102301501,191.623,0.982005,3401.45455739,1162.43564252,2414.68216225,307.835782179,3123,2414.68216225,4084.122832,2.6326369925,3123,0.0121266,136.551,-33.1144644922,2414.68216225,-2.64077
