AveragePolicySurr,Iteration,AverageY,AverageAbsQ,Epoch,AverageEsReturn,StdEsReturn,MinEsReturn,AverageAbsQYDiff,QFunRegParamNorm,AverageQLoss,AverageDiscountedReturn,AverageAbsY,PolicyRegParamNorm,MaxEsReturn,MaxReturn,StdReturn,AverageQ,AverageReturn,AverageAction,MinReturn
-286.988,2583,277.811804761,278.396,2583,115.809549678,163.620037119,5.66184605409,6.72015290709,349.271,378.697,257.197374135,277.988762783,161.548,510.792532811,3300.87938801,793.177019816,277.817,1800.08695389,0.951204,652.503354342
-286.413,2584,277.262876179,277.83,2584,217.132036634,269.658523172,7.29506664,6.9360928518,349.324,427.607,238.995553221,277.46347022,161.509,811.935047206,2727.81239149,577.653225357,277.241,1393.88392457,0.917592,290.586502865
-286.395,2585,277.382345979,277.991,2585,219.922323829,313.942449903,5.14541510321,6.66722828118,349.312,384.958,241.080726694,277.606814765,161.553,960.163310348,1364.80574603,217.032593019,277.381,910.879134581,0.929927,422.607594141
-286.612,2586,277.249991052,277.903,2586,122.827625334,241.862788579,3.57714931139,6.74716447065,349.326,401.429,241.747552593,277.512692425,161.587,951.986604769,1330.54802045,221.608577567,277.254,942.695083482,0.91404,586.572911837
-286.563,2587,277.082119407,277.683,2587,121.71758647,244.028088816,3.44600798032,6.74647249429,349.365,395.323,258.234049393,277.321371303,161.607,962.6978336,3074.13636436,734.28858065,277.078,1651.38217787,0.857046,728.397903109
-286.135,2588,277.084647199,277.732,2588,108.495438437,196.044247162,3.6719894571,6.61644717146,349.397,381.102,235.247649527,277.337496813,161.646,673.724965577,1314.73811752,185.518708859,277.06,921.662839526,0.898667,554.729560365
-286.458,2589,277.261473715,277.858,2589,100.78878225,172.079444261,4.97158955773,6.69800042057,349.44,385.542,254.535701056,277.460894346,161.679,621.287486465,1861.6291742,254.181231645,277.261,1031.18437791,0.934074,671.907837459
-286.256,2590,277.336411137,277.949,2590,204.344007399,267.781412756,4.23257716984,6.73598275165,349.471,399.699,227.170908646,277.538350976,161.728,888.326221827,3407.28811111,1078.52241387,277.353,1394.55566771,0.931,269.053769571
-285.715,2591,276.310966346,276.939,2591,87.8220034601,137.513767399,3.71967040144,6.73804000099,349.515,402.899,159.888735036,276.577664607,161.767,591.347364395,1846.35959123,294.120821935,276.298,372.221893803,0.904034,224.481863819
-286.14,2592,277.052177218,277.637,2592,80.4455819468,144.482436339,4.64588257764,6.60317532005,349.538,393.242,196.37940277,277.256500872,161.765,569.292492929,2740.94359084,779.022264437,277.057,823.473301717,0.891543,279.610110606
-285.508,2593,276.496717955,277.12,2593,94.4650013615,214.522294898,4.32506185737,6.79775116679,349.578,410.57,174.301103671,276.725549132,161.799,1038.8873104,3407.67181519,876.641290052,276.499,920.617507142,0.861174,29.2848368644
-285.665,2594,276.674858966,277.281,2594,188.685202587,244.151339731,4.40902664041,6.59179497523,349.602,388.594,237.177573266,276.93358566,161.83,645.719439332,3267.58361116,1060.01824607,276.675,2156.71640341,0.875323,299.063957409
-286.194,2595,277.172197426,277.811,2595,144.563273421,269.507185421,3.78280571084,6.51054328755,349.634,370.5,201.63309575,277.448633604,161.81,963.159450185,2756.07478676,548.347764432,277.158,765.176784535,0.895366,237.457499072
-285.399,2596,276.668883621,277.346,2596,123.218384097,260.053340314,3.59506592218,6.63059211744,349.639,395.454,188.886043826,276.943565181,161.839,993.53372044,3403.00686684,1213.83587494,276.683,1037.42738282,0.907047,259.45921503
-285.314,2597,276.336969289,276.995,2597,113.327793738,199.536167753,4.10204484951,6.64126487975,349.673,376.377,163.879303207,276.575533935,161.882,749.142200028,1912.54954342,371.999143619,276.324,444.223527308,0.912439,238.025830268
-285.428,2598,276.603551576,277.237,2598,132.712984434,185.401540634,4.21378309483,6.35089827824,349.723,359.993,166.554292924,276.858666243,161.906,700.716299614,3121.62382941,752.776094244,276.606,657.759210145,0.920503,227.06836397
-285.598,2599,276.650857296,277.24,2599,247.306641314,309.32642067,6.14833739107,6.56735044484,349.707,379.629,209.459940601,276.889836113,161.946,888.054555977,3202.95753783,886.141352467,276.648,1152.34988808,0.891417,243.18660469
-284.909,2600,275.840163334,276.478,2600,159.420256675,221.926334627,4.30368639143,6.67397070767,349.696,388.988,184.81990246,276.052892251,161.955,737.894158176,2096.38912317,441.284386735,275.842,633.386436701,0.891927,132.826955806
-285.531,2601,276.755719466,277.345,2601,323.014263495,437.491093555,4.22221091571,6.6573388136,349.703,384.104,192.232282864,276.96650801,161.95,1282.44380589,2242.19075019,412.939563536,276.739,636.739204967,0.912462,133.136319044
-285.043,2602,275.917754919,276.487,2602,182.787702362,308.062441122,3.65032972304,6.57040486244,349.734,372.019,218.514911457,276.102885222,161.981,974.344788915,3192.87089232,849.538337673,275.909,1603.73379487,0.929861,22.6506597905
-284.814,2603,275.693536409,276.285,2603,130.959008842,184.822335964,4.2889179045,6.55786821032,349.705,377.363,224.207781292,275.926310303,162.053,600.954647676,2444.19259607,650.296091532,275.709,1231.54613014,0.889641,273.939880894
-284.868,2604,275.724744797,276.288,2604,98.1128622587,183.487099383,3.52780511543,6.75378314169,349.752,419.536,239.794585773,275.940849559,162.069,650.162661076,2338.33883922,503.195003351,275.712,1221.94625524,0.894843,252.167162873
-284.045,2605,274.926892072,275.566,2605,88.9998338317,147.300945025,4.32828656669,6.51824404747,349.842,387.561,160.327862218,275.145670208,162.093,615.556776524,2055.19959431,382.996792247,274.918,424.270655662,0.88623,234.288910544
-284.608,2606,275.693663871,276.339,2606,131.659501388,238.653841006,4.26679185957,6.67653773343,349.841,392.628,236.700545041,275.923766997,162.116,1065.19380399,2729.73717541,556.935541015,275.696,1129.39357921,0.866657,308.484355081
-284.431,2607,275.414916796,276.033,2607,152.037289651,195.129660743,4.30060901708,6.53740214503,349.849,380.242,256.230042542,275.654915688,162.155,566.476603105,3179.92027893,576.687284723,275.409,1245.54673989,0.916948,676.14410042
-284.573,2608,275.502667631,276.163,2608,172.721883805,269.666320536,3.48193717641,6.58628322418,349.916,384.06,242.191971348,275.75493634,162.209,867.930769568,3044.76728302,707.322785007,275.498,1310.68805919,0.9168,586.094270632
-284.2,2609,275.265867714,275.863,2609,198.397927927,296.381203693,4.451481961,6.86155217687,349.91,433.298,231.646163332,275.477596714,162.245,1057.30518057,2651.01155567,636.596947254,275.287,1174.46841512,0.919043,287.527659706
-283.544,2610,274.617186655,275.201,2610,148.454792134,221.468060864,4.20256245959,6.59134822378,349.946,388.556,222.388296134,274.828290778,162.269,618.834245423,2782.26955075,683.171634864,274.606,1123.1058146,0.933913,42.9556630789
-284.247,2611,275.416161237,276.027,2611,82.6334804345,150.806493743,3.46419406072,6.44223247445,349.938,376.274,240.202492682,275.63532265,162.335,611.774096438,1429.10914812,221.395083042,275.42,988.91891007,0.957754,430.520058907
-283.879,2612,275.159905485,275.742,2612,221.797396039,297.499386171,6.06506386377,6.41385792883,349.963,370.985,223.836064927,275.391777768,162.366,971.601080018,3025.8806697,868.225732692,275.154,1542.80643587,0.915548,285.469277024
-283.614,2613,274.478798125,275.07,2613,253.310220368,332.29334794,4.38523604567,6.49606938561,349.993,368.081,206.187079634,274.686182684,162.431,999.751597493,2961.83616209,823.217101868,274.476,1128.34542323,0.906232,263.611525698
-283.212,2614,274.176976495,274.831,2614,300.079688199,305.039471979,4.3615910368,6.64061697155,350.054,389.419,238.033334651,274.421993373,162.483,824.203860806,2080.94398457,332.237560406,274.2,1149.51321427,0.95013,493.038447427
-282.756,2615,274.036657211,274.645,2615,170.979946385,259.437299944,5.69638887835,6.48139849747,350.023,376.125,225.687505707,274.26133716,162.531,723.782556669,2768.26183274,544.477048084,274.013,1358.57796751,0.895321,594.398439657
-283.03,2616,274.113656932,274.77,2616,136.694957469,224.866269966,4.20435171035,6.58469250132,350.062,395.009,243.398899064,274.400093122,162.564,801.103204781,3198.31146236,674.658046438,274.118,1375.1267183,0.919143,636.645602984
-283.533,2617,274.660824802,275.333,2617,193.443813987,220.302808064,4.18147755173,6.51516947874,350.076,385.273,244.110705298,274.907533054,162.575,544.66807234,3154.19190586,814.993002008,274.656,1483.54803158,0.889706,289.546858615
-282.503,2618,273.786310415,274.424,2618,216.588054288,272.83242956,4.75879219253,6.77214986299,350.1,417.333,253.345772101,274.029101326,162.551,772.38061985,3194.1935439,786.00954792,273.781,1778.36902015,0.875345,542.703565132
-283.296,2619,274.238648137,274.909,2619,209.519628174,301.595624649,3.692728,6.49170629472,350.131,380.279,232.083902738,274.483305553,162.582,828.762426653,1310.55278147,147.747061198,274.25,888.32291154,0.91504,669.203862448
-281.923,2620,272.996852642,273.611,2620,244.722551269,266.854846979,4.75330857493,6.61794797544,350.156,399.243,247.25125245,273.254150888,162.602,756.202812637,2547.90324761,517.156327335,272.986,1243.04240073,0.891046,666.198486292
-282.417,2621,273.824336255,274.47,2621,131.52192283,224.577572542,3.3683023866,6.29161644561,350.131,343.341,246.099908594,274.088652699,162.64,652.661341788,3108.25982658,710.044088116,273.83,1731.46895697,0.924064,307.899666258
-281.761,2622,273.233247289,273.876,2622,200.087896426,264.672689156,4.55847098413,6.52900018865,350.158,385.056,228.034648669,273.480156265,162.658,777.863411385,1592.61580975,289.255791789,273.22,948.57393968,0.923441,338.566989542
-281.964,2623,273.416109152,274.021,2623,152.938994166,129.355899504,6.53793779826,6.26045391293,350.201,365.639,196.202076396,273.620806539,162.711,409.344826962,1950.58154564,267.376899899,273.425,861.084779124,0.82159,461.137528519
-282.024,2624,273.45343487,274.058,2624,96.742546787,142.825522118,4.26352226842,6.474644857,350.214,382.869,208.509064317,273.702116215,162.707,455.974574141,1536.92221451,290.664119488,273.436,675.777817166,0.878001,377.20858813
-281.421,2625,272.776875936,273.39,2625,107.404302551,162.874134698,4.50904380189,6.31097715237,350.269,350.859,243.903971296,273.015122973,162.711,690.387336601,2969.10208289,548.501166308,272.774,1873.03970333,0.889577,1158.7047853
-281.574,2626,272.913155442,273.507,2626,89.2582728151,175.522622339,4.88655248547,6.44567666964,350.306,382.585,189.339787365,273.160328191,162.777,622.992415917,3264.13749734,1220.41558491,272.918,1627.58895118,0.834826,249.842844093
-282.168,2627,273.204054209,273.84,2627,90.5324940041,145.052694852,3.76070181896,6.44120246327,350.365,355.869,179.969735955,273.481025796,162.774,623.791801426,2949.57543763,870.689476345,273.209,811.085415695,0.889814,273.687423988
-282.169,2628,273.197196003,273.8,2628,182.134757329,340.077174337,3.39589575418,6.43975797298,350.398,367.107,187.528500047,273.453121285,162.783,1142.4019359,2892.9728056,974.456102611,273.188,1238.10569222,0.886172,279.730513058
-281.668,2629,272.928006585,273.523,2629,233.452182948,222.846179468,8.69374745097,6.46643337756,350.41,377.965,218.785003394,273.149811265,162.816,674.708862438,3173.99036195,832.042291427,272.928,2521.63824722,0.881123,303.533015265
-281.676,2630,272.719821111,273.414,2630,114.449043182,212.525378699,4.3050049368,6.6493589474,350.447,394.355,187.830085551,272.994061583,162.821,669.701777722,1807.07589152,425.144789246,272.724,1245.54741023,0.894517,33.8775309071
-281.848,2631,273.042190402,273.674,2631,123.824346998,211.670880919,4.8689878678,6.38908487027,350.456,364.007,216.430272949,273.290431116,162.869,740.559761389,2899.55621531,676.847200693,273.039,1431.43661356,0.926092,317.486172775
-282.142,2632,273.811510233,274.454,2632,170.437892188,305.64827846,5.29683647807,6.52369174968,350.457,388.082,231.140950083,274.070823114,162.887,876.285730001,2872.25675804,572.602956446,273.809,1179.34042612,0.887183,293.637757764
-281.802,2633,273.025971642,273.628,2633,131.645426728,179.940534634,4.52870876566,6.25673968175,350.458,346.894,271.424566751,273.238223926,162.899,526.705354114,3479.98257614,802.275166656,273.024,2207.84133169,0.906278,975.534863997
-281.48,2634,272.839365426,273.48,2634,207.257976641,269.167261613,4.27242398135,6.43155819066,350.489,377.745,245.895015046,273.091972317,162.959,655.339442402,3330.35703417,635.846603458,272.839,1764.94651973,0.907569,706.664852532
-282.23,2635,273.722214145,274.335,2635,196.447924992,280.275688542,4.83774317217,6.56055471362,350.537,385.066,257.401652721,273.955850898,162.989,990.094509697,3047.9687286,635.405101962,273.737,1771.86654391,0.907949,888.187274036
-282.421,2636,273.680654816,274.264,2636,65.841035095,122.977773709,4.35077546093,6.34427365538,350.575,369.5,224.55398639,273.924157937,162.96,522.680085119,3147.94224823,1139.64088927,273.674,2319.52678755,0.847108,298.10764837
-282.199,2637,273.491571937,274.057,2637,362.399650985,446.574477837,4.51283013465,6.49306828907,350.641,376.781,236.226663236,273.715463402,162.96,1198.34694367,2024.94033668,298.071730846,273.476,1171.77335378,0.932675,709.531699172
-282.031,2638,273.204457446,273.83,2638,85.8508898463,184.35393132,4.60282943654,6.61621405289,350.661,399.456,246.496457661,273.436761381,162.974,831.642887177,3307.37203112,676.994450143,273.216,2096.83123573,0.878001,1027.09732445
-282.522,2639,273.88240148,274.464,2639,131.287221443,300.673640544,4.23096025679,6.21913055043,350.641,348.649,240.191358114,274.102754442,162.993,1311.85655549,3389.8509265,910.080136062,273.883,1590.17289931,0.8799,292.451519579
-282.601,2640,273.729477913,274.273,2640,119.949196437,263.092213557,3.55666502226,6.36900378528,350.684,359.504,179.001633422,273.934008905,163.033,1013.17451604,1349.26975058,162.28376232,273.714,405.904655818,0.926095,147.21152529
-282.265,2641,273.656262912,274.177,2641,120.377908891,151.26253758,4.30662575718,6.43803699695,350.683,366.793,152.382816225,273.850346649,163.044,478.513894174,777.999270547,189.643529388,273.643,338.7788524,0.886024,140.207682429
-282.5,2642,273.775330507,274.315,2642,110.718505485,193.640171333,5.44378784469,6.61123628336,350.706,399.231,211.339638699,273.951300196,163.077,778.739105416,2691.6500122,636.662686178,273.772,1120.02260557,0.926687,192.618306648
-282.204,2643,273.40130851,273.945,2643,125.426211666,241.487042322,4.44288391406,6.64505568556,350.742,393.45,214.882303975,273.57917937,163.076,800.057645218,1767.85523965,404.537726681,273.396,1149.82921152,0.945825,257.512944006
-283.46,2644,274.701481627,275.25,2644,189.801347117,338.549341948,4.29775439799,6.39195656723,350.755,361.816,204.007475033,274.887587675,163.09,898.109623653,2122.95346924,516.5355689,274.7,1305.81669516,0.927179,41.7489407041
-283.391,2645,274.520710404,275.083,2645,224.346405011,278.342029327,8.67680262357,6.27548212782,350.789,348.412,192.413688478,274.708398593,163.108,939.186727951,1607.70340285,260.453356536,274.515,1002.05875633,0.890592,644.401331875
-283.684,2646,274.620348685,275.161,2646,61.6555714849,119.739241309,3.50278176391,6.47545750551,350.809,388.348,237.626328105,274.801362068,163.141,579.100563425,3292.02901587,902.998119459,274.626,1799.66768683,0.943869,319.482379171
-282.753,2647,273.935777542,274.517,2647,72.9028724681,165.599063982,3.72332000992,6.40527181314,350.85,369.657,237.810174799,274.107153944,163.149,832.869406932,3191.13129298,803.077909156,273.933,1581.89968174,0.9441,739.281399805
-283.462,2648,274.376067583,274.947,2648,137.811397183,195.417474974,4.61474196172,6.48680386437,350.902,383.754,223.432137187,274.568564592,163.162,580.566112125,2638.67379708,701.455055036,274.347,1300.68360145,0.9229,313.52225585
-283.717,2649,274.954665305,275.523,2649,116.869075264,184.595923801,4.24894991142,6.30444388393,350.911,357.594,229.938009887,275.137929709,163.197,605.620324632,2832.8466667,473.336776135,274.984,910.872693459,0.930948,324.117720185
-283.333,2650,274.429159918,274.927,2650,144.685107018,270.916030152,4.04482245161,6.55983501556,350.963,424.011,243.055520779,274.603108651,163.233,996.608352682,2872.37040945,513.150759555,274.412,2091.27648057,0.93554,1362.11499814
-283.359,2651,274.768096227,275.327,2651,114.375931264,189.036067745,3.35808797478,6.31656118577,350.993,353.87,234.870164749,274.960486637,163.283,743.532973849,1828.91367988,387.631427128,274.747,991.613981098,0.915323,438.066878157
-283.448,2652,274.889510757,275.441,2652,117.236467003,237.136714668,5.36017223063,6.40302886725,351.002,379.378,166.028192456,275.081131027,163.33,844.290556058,3289.5539768,1000.92671261,274.907,846.095888405,0.926562,126.218072862
-283.267,2653,274.531209411,275.13,2653,167.792062823,248.029507212,5.03437477428,6.38892464192,351.038,368.872,261.164309731,274.74202027,163.386,749.79168215,3321.64795777,823.714346754,274.537,2162.51584442,0.905417,1116.16754876
-282.933,2654,273.916390204,274.485,2654,64.745530051,149.403053517,3.62736888652,6.36144399647,351.08,365.9,261.845356222,274.146639993,163.397,679.53844168,3437.91828722,866.37751559,273.905,2321.00959105,0.958525,871.383413952
-283.311,2655,274.772056759,275.329,2655,284.609845723,361.841823293,4.4286563032,6.23820047284,351.085,352.58,265.247892374,274.983298554,163.41,1012.30334076,3538.70843238,985.701413528,274.77,2538.14008006,0.938976,968.26519482
-282.664,2656,273.813708505,274.395,2656,139.133814997,234.317199386,7.50359285763,6.41931018812,351.174,381.887,253.785819116,274.013884872,163.414,822.728813847,3462.72812597,1237.82961891,273.812,2163.87571092,0.942698,318.935235563
-282.58,2657,274.050396609,274.607,2657,135.411924824,310.618837166,4.05582543514,6.41245368781,351.187,387.101,254.124729171,274.267094015,163.435,1187.22420584,3452.13455843,1127.34986537,274.039,2236.57334948,0.939296,417.120550001
-282.478,2658,273.55248481,274.121,2658,499.191128091,480.32442938,3.94323642656,6.40092426619,351.218,387.894,227.96980983,273.76617611,163.443,1388.44154464,3474.5952244,1342.27816785,273.552,2297.08905939,0.961694,221.397519506
-282.098,2659,273.654857304,274.253,2659,177.325717631,182.130500303,6.43580148808,6.11596787819,351.24,339.967,201.411146701,273.873287896,163.409,536.389007122,3384.11883281,787.094509206,273.642,924.429228113,0.955489,172.625291505
-282.316,2660,273.891577308,274.433,2660,194.236786039,257.222333697,4.39190172399,6.2721573569,351.309,352.819,255.612237836,274.079776749,163.481,702.190914017,3374.89948232,655.396081974,273.892,2647.14918331,0.949379,1726.3550018
-282.404,2661,274.145080803,274.78,2661,176.034680896,285.991377642,3.58989592739,6.11290921819,351.362,329.408,245.488354613,274.415537582,163.5,957.939427849,1735.23077129,329.976039974,274.149,1008.45033967,0.945755,407.898304062
-282.182,2662,273.850279121,274.448,2662,96.1713613406,112.366984823,4.11944150846,6.4721863068,351.415,374.379,226.463272202,274.105607836,163.53,385.16662957,3460.29866669,1110.7184201,273.845,1578.07658896,0.928257,185.518702363
-282.724,2663,274.358840371,274.967,2663,195.352181413,266.095896257,4.6814901285,6.31338339804,351.418,355.664,246.069517643,274.623562233,163.604,858.650238617,3631.80843517,1056.19559485,274.367,1338.37237539,0.945514,203.372114314
-282.878,2664,274.477366457,275.09,2664,180.491139942,251.134695506,3.50434500216,6.40748654922,351.478,375.924,264.82871337,274.723077415,163.596,918.798102628,3554.82722732,811.718745749,274.475,2264.98630779,0.918967,1166.17949264
-282.431,2665,274.016548379,274.638,2665,98.9411950839,188.813154898,4.4121113778,6.48458514527,351.513,376.672,236.791172063,274.253224074,163.597,746.984082246,2567.9135971,501.158871553,274.025,1076.54725742,0.944616,301.030659678
-282.368,2666,274.013326653,274.595,2666,129.410348275,181.971659427,4.26937756782,6.29005691406,351.534,365.387,186.450574066,274.257667122,163.62,707.108690123,2950.54255176,507.669976823,274.014,580.288764218,0.973534,291.446979969
-281.981,2667,273.268382752,273.834,2667,292.193760569,302.867969829,4.22545318589,6.48749077642,351.557,377.974,230.20549686,273.470795836,163.638,817.964760713,3051.044269,842.210338289,273.255,1671.86501916,0.954246,190.109377562
-281.641,2668,273.218854436,273.824,2668,115.543399075,115.332699295,5.25637918084,6.21255554262,351.599,338.794,266.770911733,273.426637177,163.64,410.190519686,3335.22909169,906.367045199,273.236,2314.50342372,0.931795,899.774641233
-282.244,2669,273.566447515,274.184,2669,113.564000226,172.366928036,4.65487871462,6.41014648643,351.604,363.038,252.993217309,273.828198846,163.675,608.139479527,3068.03024292,845.620564986,273.543,1799.84472948,0.958874,310.822072625
-281.663,2670,272.862049263,273.424,2670,346.599758713,479.867043928,8.2550584701,6.33244015456,351.657,369.396,249.301954502,273.106473843,163.724,1414.85902662,3020.54331476,946.980655183,272.856,1707.2752484,0.926019,648.974455406
-281.62,2671,273.191400024,273.795,2671,194.550686486,375.423224508,4.44675551185,6.43303477537,351.665,374.86,230.944211135,273.398675049,163.72,1411.0580205,3001.7161133,926.047380163,273.186,1775.07744918,0.933221,140.170935409
-282.061,2672,273.749117685,274.324,2672,67.2264434767,135.533151359,4.22180905677,6.3370875513,351.731,373.621,225.291819039,273.959142937,163.74,684.061463201,3043.65807895,876.810953273,273.759,1772.99923144,0.962745,217.803240126
-281.561,2673,273.067131641,273.697,2673,226.022926236,303.14283897,5.11258932343,6.38159382546,351.723,366.807,249.493083383,273.298805782,163.778,947.538017127,3386.52575114,1038.83021917,273.072,2141.37481313,0.916089,312.283416421
-281.514,2674,272.816988734,273.434,2674,232.961392638,283.164322999,6.27544360457,6.38010000716,351.724,360.245,255.212849077,273.057835975,163.797,895.1685541,3500.07014235,1040.78847861,272.816,2079.09409731,0.928917,309.585916649
-281.478,2675,272.867901825,273.431,2675,333.698144353,353.170959005,5.31795676278,6.48851891821,351.753,393.818,236.5145307,273.066344909,163.798,1021.25584389,2970.09268293,634.79872005,272.855,1545.38450985,0.9431,916.895536314
-281.867,2676,273.184084603,273.784,2676,479.031956059,336.712487049,11.1210430005,6.57265269404,351.815,403.866,234.289764626,273.405177393,163.791,967.953822171,3006.67203076,664.809345396,273.202,1533.68660574,0.962654,577.563073715
-281.899,2677,273.542625644,274.127,2677,171.865167475,250.502763403,4.82573589843,6.15365359717,351.818,315.209,183.589669592,273.777218212,163.809,795.033864555,1492.35607016,252.662600508,273.535,533.679015006,0.934934,250.362494355
-281.794,2678,273.378942635,273.965,2678,148.964784854,220.490876127,3.64382188719,6.24842512959,351.831,341.699,156.45687585,273.602739111,163.795,764.747086871,1527.91417144,244.670796903,273.397,358.640746807,0.962642,208.163885786
-281.864,2679,273.455810689,273.959,2679,154.036055457,226.049689224,4.43728349522,6.55012214167,351.861,366.768,245.566255827,273.650600834,163.811,621.772323415,3330.53401927,729.76485952,273.444,2509.71320269,0.937264,805.78017657
-281.658,2680,273.145290883,273.736,2680,318.698906133,459.308502273,4.27773164827,6.15722204383,351.937,326.708,242.94316013,273.388181337,163.823,1287.71585731,3052.33193273,868.169875597,273.147,2097.49868873,0.936647,592.435978618
-281.499,2681,272.962433644,273.634,2681,170.089728563,231.480564953,4.22436504128,6.16490571298,351.934,327.314,260.336307438,273.223344915,163.861,703.3449125,3627.87223868,733.45182642,272.961,1572.32291417,0.946353,656.697443292
-281.633,2682,273.186875286,273.78,2682,71.0246285292,128.651550596,4.24352478533,6.29597446241,351.993,366.22,237.413432063,273.410671136,163.881,530.117874506,2722.68233594,668.504613527,273.18,1267.94378002,0.976261,363.856751586
-281.746,2683,272.966480904,273.573,2683,248.426328935,349.402611173,4.923459341,6.40719689255,351.965,374.901,225.519520022,273.198870871,163.885,1219.32723251,2052.18386063,366.352104117,272.974,887.004886905,0.917175,504.347575772
-282.024,2684,273.695242919,274.266,2684,73.2806330418,111.478628464,4.32943915414,6.21794650392,352.019,351.234,247.591728985,273.918609334,163.911,470.185644894,1849.89313488,287.073477517,273.693,1061.98241423,0.933158,650.282466628
-282.259,2685,273.402402271,273.952,2685,155.198875747,221.190779493,4.40362397898,6.33333399859,352.017,355.626,246.540285904,273.624242058,163.926,667.688669046,2646.30048729,517.576435555,273.385,1220.40420792,0.951096,673.158858062
-282.866,2686,274.383731584,274.939,2686,120.593423544,148.018436696,3.5920831972,6.35502085599,352.01,356.898,248.12321934,274.616473481,163.904,520.167366228,3210.94050853,734.370528281,274.375,2555.49867561,0.9004,991.944734717
-282.086,2687,273.116859268,273.701,2687,166.276125428,234.020791119,5.69769760631,6.29730558881,352.034,360.009,247.607194688,273.337663954,163.92,933.650710215,3208.56459118,820.711267559,273.14,2318.01860297,0.921994,1207.39738656
-281.801,2688,273.28512337,273.843,2688,171.621429076,231.893701202,4.62657008122,6.33404392478,352.077,365.753,246.270171334,273.488287192,163.896,610.916084427,3091.45690485,759.217118955,273.289,1921.02179825,0.955162,965.758108336
-281.935,2689,273.438363379,274.023,2689,120.423303924,172.87249714,3.64559464761,6.41271952197,352.086,370.631,249.782232779,273.682387561,163.908,563.60840622,3206.66369679,808.763717344,273.441,2109.16392874,0.90323,907.5407786
-281.507,2690,273.084100699,273.642,2690,200.682076144,337.994567245,5.55202620886,6.3318675618,352.115,364.551,243.600263045,273.288502828,163.938,1084.14979322,2967.69980911,713.919198204,273.093,1879.41270401,0.942548,985.667955162
-281.763,2691,273.097288978,273.639,2691,129.610608789,212.748735121,4.0108265948,6.33470956398,352.156,350.717,248.548559314,273.277429319,163.949,716.229525086,2903.11499261,507.367529043,273.08,2167.67396065,0.937597,1212.64786583
-281.856,2692,273.47330561,274.051,2692,146.40406938,184.765390235,5.18158300687,6.11749868801,352.139,329.972,217.691125419,273.658641145,163.951,689.339536797,2268.68392671,467.091079215,273.488,1060.10524445,0.959238,352.810239134
-282.554,2693,274.053504329,274.602,2693,297.393832617,329.065093351,4.91321925067,6.14576420425,352.172,335.109,211.768076952,274.234269642,164.025,965.956950676,1927.13855754,370.226697923,274.053,854.311050947,0.989536,493.94326121
-281.564,2694,273.420058749,273.992,2694,126.529664952,283.540833114,4.09756262089,6.49590878979,352.162,385.075,229.282752389,273.650105702,164.081,1088.69488786,2561.54367491,551.703012055,273.412,1404.02894015,0.986914,522.417800907
-281.482,2695,273.049387065,273.67,2695,338.252644223,326.411545676,6.65305606937,6.18783821675,352.204,355.282,205.927777085,273.315522502,164.055,969.709029696,2432.15173518,663.018194675,273.05,1366.09692104,0.989027,449.847619345
-281.349,2696,272.944928362,273.511,2696,121.594822274,171.536356948,5.47735183554,6.37875159444,352.242,380.107,238.077260917,273.169984482,164.049,545.49316634,3122.85719446,1064.42389442,272.944,2206.85629215,0.966465,233.310071994
-280.789,2697,272.340427694,272.98,2697,315.918912166,389.578375262,6.65122680299,6.35993737919,352.283,356.103,256.996726505,272.61243945,164.07,1274.8662059,3396.18785694,809.526678743,272.333,1698.20016853,0.954914,975.028783099
-281.529,2698,272.854466828,273.44,2698,166.641450848,249.248601957,4.37094031548,6.31960234312,352.346,357.78,244.598405297,273.095450607,164.105,765.146122443,2884.59884641,486.286978774,272.854,1253.20527707,0.959371,623.8397247
-281.629,2699,273.172305536,273.767,2699,224.247806597,323.066794103,5.71924070933,6.18072810324,352.373,350.738,233.88181872,273.425409424,164.124,1044.74020263,3171.01328648,851.871667494,273.165,1722.53637806,0.929904,522.7856702
-281.5,2700,273.171169483,273.724,2700,198.462426345,278.780679515,4.96737524076,6.43125573421,352.389,384.058,250.78241996,273.365707464,164.14,963.568907211,2986.27947171,519.112329502,273.19,1474.47271735,0.962253,954.921861011
-281.454,2701,272.989319028,273.489,2701,118.171824665,173.706494552,4.32710220504,6.25061465375,352.432,363.184,241.829673369,273.181128037,164.168,497.948871461,1179.72809149,147.532124393,272.967,918.190139803,0.97227,674.991634667
-281.978,2702,273.450349768,274.029,2702,123.703321463,213.239032712,3.68786716208,6.18685802801,352.414,344.838,233.587473314,273.624403296,164.239,619.137426308,1142.75078214,89.100774377,273.466,745.790546998,0.962052,456.67590157
-282.111,2703,273.652408544,274.218,2703,120.177746224,209.879132473,4.28229799584,6.47958884472,352.413,386.333,233.587589022,273.854019301,164.189,787.194903113,1093.55256286,133.219649103,273.643,761.611609354,0.968894,546.024281134
-281.399,2704,273.082555169,273.671,2704,188.236508186,235.492450507,5.01140004682,6.4655201737,352.434,393.788,241.618244962,273.284268448,164.176,715.376733338,2117.20456476,291.437034426,273.093,1016.94995879,0.975125,399.450385741
-281.944,2705,273.940310837,274.454,2705,116.067786781,178.075987358,4.71761698634,6.17433207449,352.468,354.75,243.344639659,274.11747985,164.225,671.161748236,2095.00277065,447.752458004,273.934,1022.50989506,0.961299,143.989603391
