AverageQ,MinEsReturn,QFunRegParamNorm,AverageQLoss,MaxReturn,StdEsReturn,StdReturn,AverageAction,AverageEsReturn,AverageDiscountedReturn,MinReturn,PolicyRegParamNorm,Iteration,AverageAbsY,Epoch,AverageAbsQ,AverageReturn,AverageY,AveragePolicySurr,MaxEsReturn,AverageAbsQYDiff
634.868,3851.11215491,309.236,504.596,6311.51534471,0.0,1659.74144998,0.983601,3851.11215491,455.848945203,1984.24948072,182.209,1917,635.016324181,1917,635.01,4972.6379055,634.87649384,-637.519,3851.11215491,4.8405676375
634.248,4359.36697086,309.359,464.993,6684.64971998,0.0,1469.63465079,0.983743,4359.36697086,487.098329584,2252.55984015,182.278,1918,634.399250041,1918,634.375,5665.65809981,634.27255038,-636.994,4359.36697086,4.82993476735
634.365,3931.47647829,309.453,420.407,6588.11522838,0.0,1975.42152596,0.980309,3931.47647829,451.082682856,-15.6538166273,182.295,1919,634.470358249,1919,634.473,4956.28407018,634.359626364,-637.085,3931.47647829,4.59365075527
634.773,4188.73910768,309.569,425.792,6072.48507015,0.0,1824.34641885,0.981368,4188.73910768,453.624767607,345.886558114,182.318,1920,634.932751896,1920,634.911,5046.42656861,634.795108827,-637.495,4188.73910768,4.60678194859
634.467,4163.34766372,309.701,453.614,6650.04877761,0.0,1110.16207839,0.980671,4163.34766372,501.898155472,2661.24072989,182.392,1921,634.603477417,1921,634.595,5933.42889069,634.473527553,-637.271,4163.34766372,4.71810516092
633.459,3966.31068449,309.854,393.575,6256.1830659,0.0,1904.2463132,0.983068,3966.31068449,482.258230276,564.085312879,182.406,1922,633.632962237,1922,633.614,5073.4066128,633.477001671,-636.293,3966.31068449,4.52035526874
633.901,4201.24806106,309.947,497.553,6455.52669698,0.0,865.661302211,0.979561,4201.24806106,485.386381706,4045.25906435,182.463,1923,634.064234464,1923,634.06,5865.8050292,633.907819854,-636.665,4201.24806106,4.87284574417
634.435,4336.04869861,310.069,431.649,6466.60620171,0.0,880.289874372,0.982261,4336.04869861,499.131357444,3516.61352135,182.376,1924,634.545115729,1924,634.541,5892.13282538,634.440476831,-637.222,4336.04869861,4.65837023708
633.649,4151.93166865,310.168,411.181,6587.37386054,0.0,1709.7088018,0.982761,4151.93166865,480.128147892,687.015557449,182.39,1925,633.77260156,1925,633.751,5718.20359688,633.670387124,-636.415,4151.93166865,4.628827064
633.9,139.633250677,310.259,426.35,6143.65431593,0.0,1516.0228014,0.98341,139.633250677,423.354425472,831.342613349,182.489,1926,634.041128709,1926,634.027,5111.14871539,633.914443929,-636.664,139.633250677,4.53269944214
632.886,4023.32848275,310.358,472.471,6216.18029019,0.0,1726.48633254,0.982122,4023.32848275,446.71852915,1445.54623308,182.542,1927,633.024724559,1927,633.017,5174.38073513,632.892897045,-635.584,4023.32848275,4.82121515353
632.823,141.359750763,310.518,443.102,6650.83673457,0.0,1765.50134687,0.980255,141.359750763,482.29440734,533.774374917,182.571,1928,632.947028347,1928,632.941,5813.34060125,632.826283502,-635.593,141.359750763,4.62411748443
632.328,3937.4730037,310.642,340.87,6124.06416089,0.0,128.723671932,0.975326,3937.4730037,464.544472086,5647.06427881,182.637,1929,632.518085782,1929,632.502,5960.8822452,632.344795184,-635.058,3937.4730037,4.27420809841
632.756,4234.47289514,310.782,484.583,6424.30139995,0.0,179.576161288,0.976455,4234.47289514,484.394936716,5890.25976038,182.672,1930,632.902864943,1930,632.907,6151.73285215,632.750071824,-635.487,4234.47289514,4.81554815719
632.736,4095.93100099,310.978,535.45,5802.95187214,0.0,165.91125876,0.973599,4095.93100099,433.160994425,5273.01059658,182.747,1931,632.923092113,1931,632.894,5605.10431305,632.765124724,-635.474,4095.93100099,5.01889782499
632.067,3673.72659153,311.055,389.811,6866.94555859,0.0,1956.29592529,0.980665,3673.72659153,496.816518172,1011.48582721,182.774,1932,632.245839228,1932,632.243,5509.65603706,632.067961424,-634.742,3673.72659153,4.4593671833
631.661,3893.36002104,311.214,549.848,6738.28018173,0.0,1748.84427441,0.980415,3893.36002104,491.554902298,597.502243209,182.862,1933,631.835720799,1933,631.828,5815.42341512,631.671227655,-634.351,3893.36002104,4.9966070905
632.127,4108.7357385,311.3,402.291,6706.36328421,0.0,2386.676237,0.982236,4108.7357385,480.028390595,580.073251138,182.93,1934,632.249825892,1934,632.254,4755.96747862,632.122716305,-634.805,4108.7357385,4.49833067144
631.778,4077.11888166,311.38,381.073,6345.85948889,0.0,1808.27973029,0.982869,4077.11888166,454.292710793,989.540819552,182.927,1935,631.911599491,1935,631.888,5175.70048967,631.800610343,-634.424,4077.11888166,4.38716318803
631.75,3902.77815531,311.508,453.823,6061.0002799,0.0,418.492860338,0.981125,3902.77815531,440.640230627,4581.08728208,182.971,1936,631.907710428,1936,631.895,5655.62602873,631.762771208,-634.462,3902.77815531,4.63632367654
631.478,3861.77765778,311.603,365.685,6155.29724312,0.0,2127.58917979,0.984402,3861.77765778,421.171178137,538.098818683,183.0,1937,631.608497548,1937,631.618,4884.83295176,631.471157458,-634.214,3861.77765778,4.47849040527
631.692,3955.59920909,311.698,433.807,6601.43028831,0.0,1160.50364085,0.982648,3955.59920909,504.12873003,2557.52912425,183.05,1938,631.859352088,1938,631.833,6021.25130004,631.717033345,-634.484,3955.59920909,4.70604020835
631.704,4105.63307513,311.83,559.592,6345.80447259,0.0,1677.57576668,0.98088,4105.63307513,468.006800376,2005.69487777,183.101,1939,631.881507267,1939,631.867,4930.12965634,631.719464583,-634.426,4105.63307513,5.11996312374
631.606,4344.61881849,311.926,412.731,6243.31713927,0.0,801.446736752,0.98023,4344.61881849,474.229783738,3561.11193171,183.134,1940,631.750982196,1940,631.762,5757.70224769,631.596370316,-634.315,4344.61881849,4.46091857946
631.471,4405.58851407,312.05,410.072,6351.44799754,0.0,1380.04744368,0.980327,4405.58851407,476.252858764,1688.5437685,183.172,1941,631.615258277,1941,631.598,5569.41624487,631.486461919,-634.245,4405.58851407,4.53083700224
631.261,4078.49138808,312.25,463.776,6048.54690536,0.0,1466.94084772,0.983283,4078.49138808,439.470973216,1108.12160457,183.253,1942,631.434665279,1942,631.426,5198.26866278,631.266910598,-634.051,4078.49138808,4.76422577545
631.218,3716.73707832,312.353,449.139,6392.53329493,0.0,1836.63972878,0.980898,3716.73707832,461.478099263,1118.39452418,183.353,1943,631.433844315,1943,631.409,4940.87985129,631.244233503,-634.106,3716.73707832,4.76656528746
631.447,4429.76270589,312.444,436.5,6498.49546482,0.0,1789.07472459,0.97799,4429.76270589,487.099199277,1024.09080085,183.457,1944,631.554305338,1944,631.57,5361.74314263,631.431138598,-634.262,4429.76270589,4.60395751848
631.699,4280.91011902,312.48,432.478,6770.10218645,0.0,1874.0107506,0.979497,4280.91011902,469.632296923,142.072406222,183.457,1945,631.892596709,1945,631.877,5715.71138264,631.718469717,-634.42,4280.91011902,4.62103714041
631.807,4063.01029576,312.575,456.854,6582.91781085,0.0,1937.7494337,0.982098,4063.01029576,499.299146527,135.158509008,183.536,1946,631.930188931,1946,631.941,5423.75376237,631.798468347,-634.539,4063.01029576,4.65856219507
631.487,3499.17415202,312.677,406.155,6571.24142134,0.0,1762.68919754,0.980895,3499.17415202,458.527751182,1848.09865144,183.563,1947,631.654037713,1947,631.627,4946.06376,631.514377439,-634.328,3499.17415202,4.55604868574
631.86,4135.66222396,312.78,371.979,6073.71474802,0.0,956.881757725,0.976004,4135.66222396,446.900192747,2615.60791083,183.645,1948,632.046310221,1948,632.045,5434.82396206,631.86031831,-634.71,4135.66222396,4.40841605099
631.786,3960.30223365,312.869,453.066,6402.54150973,0.0,1093.92168162,0.979898,3960.30223365,463.892509129,2599.31463171,183.664,1949,631.961345947,1949,631.935,5611.45148123,631.815293534,-634.609,3960.30223365,4.67025666804
631.849,3909.47131148,313.015,465.491,6719.00375103,0.0,1898.21266696,0.979106,3909.47131148,481.98126573,233.695271485,183.688,1950,632.022168298,1950,632.029,5918.6770743,631.845134715,-634.652,3909.47131148,4.69197778454
632.369,4079.89690864,313.128,423.923,6194.58421564,0.0,1304.49367449,0.983049,4079.89690864,410.979599285,1792.60360564,183.678,1951,632.507474771,1951,632.486,5133.00300955,632.389968894,-635.125,4079.89690864,4.5796971229
631.537,4225.47477344,313.221,365.043,6440.54669335,0.0,1793.62271837,0.984816,4225.47477344,462.887553276,1158.40919137,183.763,1952,631.692726552,1952,631.692,4439.6764273,631.538166054,-634.343,4225.47477344,4.46709481937
631.853,4180.26258514,313.374,420.944,6481.01469609,0.0,1999.6628826,0.985336,4180.26258514,481.036461542,1785.5211058,183.86,1953,632.034076893,1953,632.024,4377.02126936,631.863098993,-634.688,4180.26258514,4.59200882121
631.212,4041.56010855,313.417,449.353,6620.10298148,0.0,829.290138743,0.981114,4041.56010855,503.214679908,3647.23848995,183.914,1954,631.479939126,1954,631.466,6089.25759814,631.22557419,-633.984,4041.56010855,4.61655902902
631.164,4028.79178862,313.568,491.148,6715.43334611,0.0,2139.26455158,0.983127,4028.79178862,461.296702099,-47.3843493272,183.97,1955,631.313791339,1955,631.318,4942.39027557,631.165677147,-633.957,4028.79178862,4.89846446948
631.549,4326.5349097,313.674,479.023,6832.9825829,0.0,1842.98252442,0.978656,4326.5349097,484.693753377,650.389474024,184.022,1956,631.752467343,1956,631.742,5509.67791978,631.561826468,-634.373,4326.5349097,4.84508377807
631.361,4106.29857936,313.813,374.503,6665.26704651,0.0,682.02606162,0.976348,4106.29857936,484.798234485,4233.36448676,184.027,1957,631.583980791,1957,631.586,6077.731443,631.365870278,-634.18,4106.29857936,4.50183873677
631.368,3744.3504685,313.866,454.114,6348.24797136,0.0,129.763240317,0.976243,3744.3504685,455.902809653,5883.47704859,184.045,1958,631.610241378,1958,631.608,6050.44025234,631.378634971,-634.257,3744.3504685,4.6652972345
631.513,3826.4698359,313.941,383.831,6504.18973396,0.0,2171.46410563,0.980067,3826.4698359,467.899863588,878.148192659,184.135,1959,631.749687909,1959,631.747,5228.76531834,631.520336292,-634.343,3826.4698359,4.41561434823
631.187,4079.56646241,314.129,457.24,6371.70997428,0.0,196.751525705,0.978611,4079.56646241,457.397123571,5819.46749273,184.126,1960,631.424030778,1960,631.413,6152.05682839,631.202537335,-633.991,4079.56646241,4.8491455637
631.826,3970.29021276,314.209,458.856,6266.58384393,0.0,532.286316114,0.980241,3970.29021276,460.528384636,4355.09934073,184.173,1961,632.102860211,1961,632.101,5908.53561434,631.828259756,-634.715,3970.29021276,4.76225847781
631.537,4333.4772359,314.256,383.211,6199.69641133,0.0,1542.4960642,0.980652,4333.4772359,443.67309303,964.450650183,184.157,1962,631.829705261,1962,631.815,5126.7628773,631.556438929,-634.34,4333.4772359,4.54286730777
631.37,4671.27766531,314.404,461.319,6207.29827214,0.0,1823.69995698,0.980028,4671.27766531,444.208376141,637.797635898,184.227,1963,631.677210472,1963,631.666,5004.63759753,631.376985151,-634.198,4671.27766531,4.76573357625
632.15,4209.4435264,314.587,471.89,6006.3003009,0.0,219.723144561,0.979229,4209.4435264,457.00694217,5118.44091693,184.216,1964,632.478514024,1964,632.464,5736.08520009,632.162340845,-635.007,4209.4435264,4.82636881015
631.554,3957.59709212,314.652,345.681,6763.72768457,0.0,880.408294411,0.976728,3957.59709212,503.376622584,3588.76320189,184.244,1965,631.91484404,1965,631.913,6205.28391198,631.554687206,-634.377,3957.59709212,4.49741838042
632.27,4135.672563,314.724,338.764,6599.17989222,0.0,2113.39086532,0.982038,4135.672563,465.026514956,647.251573023,184.347,1966,632.619872162,1966,632.605,5219.87406773,632.285134697,-635.078,4135.672563,4.40277385508
632.611,4148.38991089,314.896,525.309,5885.27012919,0.0,169.306133559,0.976503,4148.38991089,445.172610459,5402.74857082,184.383,1967,632.941928222,1967,632.929,5651.20685607,632.623590625,-635.43,4148.38991089,5.02306857607
632.208,3904.44798156,314.964,428.758,6382.99875891,0.0,155.323509501,0.979749,3904.44798156,468.706557903,5936.02273132,184.484,1968,632.527658381,1968,632.52,6168.05246799,632.216316015,-635.108,3904.44798156,4.73972144877
632.257,4420.28435156,315.107,438.616,6557.993556,0.0,165.491060789,0.975169,4420.28435156,479.346468735,6026.17408108,184.563,1969,632.660489052,1969,632.648,6366.15161166,632.266439786,-635.018,4420.28435156,4.82552782788
632.158,4540.4732971,315.229,448.555,6050.3397089,0.0,91.5532697808,0.979671,4540.4732971,457.712175694,5776.55519067,184.574,1970,632.58804428,1970,632.572,5907.71360534,632.173535209,-634.971,4540.4732971,4.70262430436
632.364,3681.31540196,315.303,435.01,6598.19811988,0.0,1268.49552695,0.977442,3681.31540196,484.609985835,2147.87745814,184.549,1971,632.785821788,1971,632.784,5937.77041428,632.365973177,-635.232,3681.31540196,4.6226574828
632.369,3779.32620201,315.463,363.502,6470.44935195,0.0,2155.05964515,0.987244,3779.32620201,473.961086147,1077.86778237,184.634,1972,632.797316759,1972,632.784,4525.98055107,632.380652344,-635.276,3779.32620201,4.51792750957
632.268,4089.69917006,315.679,474.26,6878.77175191,0.0,1545.29960434,0.982924,4089.69917006,490.131210155,2075.45607335,184.692,1973,632.698889112,1973,632.682,5590.48798727,632.285889669,-635.179,4089.69917006,4.77872261053
632.663,4380.7132778,315.827,460.296,6354.06579078,0.0,1520.38614074,0.978864,4380.7132778,472.956525174,2041.67061412,184.672,1974,633.072203051,1974,633.079,5475.1938633,632.657234296,-635.517,4380.7132778,4.84217343937
632.733,3786.68095236,315.911,320.642,6175.76096149,0.0,1301.59941456,0.98402,3786.68095236,460.238857079,1839.12887628,184.781,1975,633.171211817,1975,633.17,5271.76072345,632.734653414,-635.594,3786.68095236,4.36304316601
632.692,4013.7527078,315.985,462.581,6272.71965684,0.0,260.235125937,0.981046,4013.7527078,447.304579225,5240.52840571,184.839,1976,633.10255706,1976,633.076,5900.05871485,632.717219752,-635.583,4013.7527078,4.97775343102
632.654,3602.2717512,316.11,414.133,6727.16605029,0.0,208.279580427,0.975605,3602.2717512,477.047755187,5985.60812381,184.824,1977,633.053853331,1977,633.048,6501.64711714,632.660753173,-635.467,3602.2717512,4.76197814402
633.105,4006.72048612,316.146,352.155,6482.19993409,0.0,1674.83238171,0.980159,4006.72048612,446.092350624,1122.0634487,184.859,1978,633.482802402,1978,633.473,5403.04592688,633.113240667,-635.919,4006.72048612,4.47775736843
633.557,3918.16827439,316.311,435.192,6694.07202835,0.0,649.033641948,0.977821,3918.16827439,499.515361391,4571.14032257,185.026,1979,633.938000634,1979,633.929,6235.01568634,633.56839756,-636.33,3918.16827439,4.66798864664
633.627,3529.63451254,316.408,388.425,5963.78639276,0.0,1317.666953,0.982008,3529.63451254,436.974477929,1763.36939509,185.065,1980,633.97317867,1980,633.973,4881.50150198,633.632679681,-636.388,3529.63451254,4.56272011421
633.533,4050.38408867,316.537,468.414,5972.09857123,0.0,197.93601252,0.978647,4050.38408867,439.25991757,5252.09342963,185.191,1981,633.914441625,1981,633.901,5743.06024981,633.542674823,-636.382,4050.38408867,4.88715102518
632.54,4299.84840501,316.658,445.512,6397.56196475,0.0,1662.72259849,0.979295,4299.84840501,460.569396527,554.602275187,185.238,1982,632.833491163,1982,632.837,5280.68078881,632.538541918,-635.338,4299.84840501,4.80065623752
632.831,3468.09628095,316.737,388.982,6485.70946044,0.0,2147.2168148,0.979761,3468.09628095,453.163234454,-4.30905741096,185.287,1983,633.114846051,1983,633.102,5158.18115465,632.84118825,-635.665,3468.09628095,4.5835938379
633.741,4076.40793706,316.82,407.098,6451.9651364,0.0,2305.89578317,0.98468,4076.40793706,460.972905391,58.9583934622,185.334,1984,634.044056817,1984,634.032,4558.74450009,633.759656872,-636.578,4076.40793706,4.59000356845
633.138,3789.917745,316.923,416.149,6623.16201167,0.0,849.982564492,0.98043,3789.917745,489.391282859,3555.95929733,185.397,1985,633.367260896,1985,633.356,6044.06039532,633.150961194,-635.924,3789.917745,4.72617263533
633.224,4157.38063925,317.094,471.772,6673.04760871,0.0,1631.52980609,0.977134,4157.38063925,475.974059277,903.614967332,185.501,1986,633.493866271,1986,633.489,5673.81701318,633.232996537,-636.018,4157.38063925,4.82816623123
632.853,3962.90530904,317.218,495.575,6848.33164719,0.0,1023.41279579,0.977544,3962.90530904,520.096285502,3451.02294948,185.536,1987,633.114039042,1987,633.107,5992.5717981,632.865048504,-635.633,3962.90530904,4.8511104956
633.231,3966.00833018,317.4,550.475,6244.06337197,0.0,869.399266555,0.97991,3966.00833018,442.114433994,3068.2880215,185.564,1988,633.537657504,1988,633.528,5617.82264628,633.242392246,-636.063,3966.00833018,5.03192286566
632.607,4349.18496354,317.52,520.935,6090.14475079,0.0,135.779750656,0.975477,4349.18496354,451.500592622,5613.91637459,185.529,1989,632.90560136,1989,632.898,5912.43041008,632.614233574,-635.601,4349.18496354,4.98871795716
633.031,3842.51705689,317.663,490.415,6376.83097291,0.0,174.646690454,0.975616,3842.51705689,471.695138401,5743.31961462,185.584,1990,633.277749507,1990,633.268,6046.20791322,633.048655434,-635.975,3842.51705689,4.8653486169
633.296,3984.88427676,317.76,465.484,6451.85293621,0.0,193.356886076,0.978279,3984.88427676,467.50557845,5651.31733879,185.591,1991,633.545410241,1991,633.55,6061.2637403,633.301861724,-636.214,3984.88427676,4.78998190055
632.912,4394.32405478,317.9,438.646,6139.41083743,0.0,1711.35239266,0.983635,4394.32405478,426.793491276,98.0721553718,185.641,1992,633.167108493,1992,633.153,5207.31681112,632.930888053,-635.868,4394.32405478,4.78963924148
633.318,3924.18595371,317.945,389.323,5281.71902344,0.0,191.525163078,0.980452,3924.18595371,385.003300525,4634.18691792,185.722,1993,633.577973195,1993,633.586,4978.85875092,633.31777674,-636.147,3924.18595371,4.57888669541
632.575,3739.17300512,318.06,494.661,5897.1103089,0.0,1748.55393447,0.97736,3739.17300512,423.519601935,186.577071899,185.732,1994,632.863692262,1994,632.859,4942.47668712,632.581476685,-635.509,3739.17300512,4.89495567382
633.874,3773.57049037,318.14,413.56,6499.14038317,0.0,1959.91361651,0.976761,3773.57049037,474.55175822,418.646456311,185.836,1995,634.142189627,1995,634.125,5284.98318255,633.891463169,-636.799,3773.57049037,4.65069607783
633.712,3888.96300261,318.215,466.654,6039.30648488,0.0,99.2593375373,0.977641,3888.96300261,468.43057605,5736.59919626,185.828,1996,633.962831726,1996,633.979,5908.19841644,633.704456915,-636.58,3888.96300261,4.78190107084
633.478,4222.25038588,318.315,444.101,6569.27252692,0.0,1867.08258801,0.982109,4222.25038588,499.67605291,1548.72946283,185.884,1997,633.747012212,1997,633.734,5365.73371587,633.500004647,-636.383,4222.25038588,4.72982999612
634.024,3983.54678018,318.397,405.261,6559.66197168,0.0,1770.78349097,0.977499,3983.54678018,472.879690624,364.25270473,185.917,1998,634.204739449,1998,634.199,5624.59106397,634.032774274,-637.019,3983.54678018,4.57003258054
633.361,3687.91038882,318.568,469.065,6543.92751744,0.0,156.910294401,0.978692,3687.91038882,501.300920856,5943.81611873,185.919,1999,633.625740283,1999,633.635,6337.06729709,633.359776648,-636.215,3687.91038882,4.88109066593
633.797,4096.99253079,318.705,533.874,6046.40601074,0.0,1744.95278379,0.97738,4096.99253079,452.417546674,517.48170979,185.915,2000,634.115863081,2000,634.087,5059.83358826,633.832365087,-636.573,4096.99253079,4.97502526925
633.12,4245.82903523,318.783,541.805,6162.74720061,0.0,1263.87909051,0.977871,4245.82903523,446.72310651,1676.35671131,185.891,2001,633.330763118,2001,633.327,5441.06480513,633.131111551,-636.02,4245.82903523,4.93718539447
633.802,4011.4612628,318.931,438.057,6415.331761,0.0,526.364086675,0.979508,4011.4612628,481.0954488,4575.24451432,185.976,2002,634.013808193,2002,634.023,6006.13984203,633.80203205,-636.696,4011.4612628,4.74932884314
633.361,4045.77647756,318.976,395.801,6611.0068115,0.0,1390.77945359,0.976569,4045.77647756,494.910391058,1696.05433848,186.027,2003,633.545251232,2003,633.553,5827.17964158,633.361303603,-636.227,4045.77647756,4.61352714845
633.731,3841.48633996,319.132,447.271,6511.87688291,0.0,1835.88161286,0.980426,3841.48633996,473.661370517,566.645408032,186.094,2004,633.971354276,2004,633.956,5354.76486293,633.748720563,-636.702,3841.48633996,4.73543149361
634.478,3889.33108051,319.206,414.22,6476.36144642,0.0,922.077239088,0.979379,3889.33108051,475.13207192,3734.69816865,186.104,2005,634.702004725,2005,634.7,5787.30840253,634.482036613,-637.397,3889.33108051,4.54318690418
634.289,4512.58311348,319.261,349.968,6145.83023911,0.0,1485.19467123,0.978201,4512.58311348,442.829464366,1000.79094395,186.132,2006,634.485507135,2006,634.481,5432.91661026,634.298385647,-637.308,4512.58311348,4.37827931909
634.049,4014.05493133,319.453,508.121,6745.59490354,0.0,2608.76136364,0.981117,4014.05493133,487.922446581,407.513566269,186.175,2007,634.223893986,2007,634.221,4827.75638162,634.060439218,-637.027,4014.05493133,4.90309373938
635.063,3366.63244439,319.508,334.81,6722.05055259,0.0,2169.07848315,0.98166,3366.63244439,491.186887503,438.553825423,186.195,2008,635.294239317,2008,635.287,4841.78515212,635.076011245,-637.893,3366.63244439,4.42708714793
634.232,4489.32254692,319.645,490.335,6253.89177809,0.0,2289.2533792,0.984253,4489.32254692,441.615142041,31.8561353694,186.279,2009,634.499188242,2009,634.495,4948.17455939,634.237698043,-637.049,4489.32254692,4.79689650246
634.341,4298.82908617,319.805,475.633,6706.72813403,0.0,1135.87683662,0.97913,4298.82908617,478.255728367,2759.79306047,186.318,2010,634.545170507,2010,634.545,5879.00280275,634.346278149,-637.139,4298.82908617,4.8378047474
634.865,4445.48316335,319.926,395.447,7068.15641847,0.0,1050.69977049,0.979202,4445.48316335,516.982353806,3985.01029291,186.369,2011,635.08057044,2011,635.077,5917.87516975,634.871214282,-637.719,4445.48316335,4.5860580968
635.059,4103.16534777,320.103,427.098,5976.25321485,0.0,1732.35088024,0.988036,4103.16534777,429.427825605,804.458147427,186.386,2012,635.253353398,2012,635.248,4623.23577673,635.077852231,-637.994,4103.16534777,4.66943123515
634.814,4220.33027084,320.2,435.198,6770.94740477,0.0,2465.99725043,0.985267,4220.33027084,461.803005021,-249.414141107,186.297,2013,634.984590934,2013,634.979,4895.03043711,634.821894618,-637.55,4220.33027084,4.75592752962
635.054,4185.06698517,320.343,436.06,6232.12689865,0.0,1757.92625647,0.989005,4185.06698517,457.073528692,1326.36186654,186.357,2014,635.248071489,2014,635.243,4129.34184183,635.059459622,-637.768,4185.06698517,4.78579248923
635.016,3875.15015311,320.489,476.12,6589.36196855,0.0,2604.62215183,0.98603,3875.15015311,452.113201696,-210.135273432,186.397,2015,635.225763598,2015,635.208,4523.24206782,635.037452836,-637.7,3875.15015311,5.00515377809
634.584,3602.71215859,320.61,430.918,6409.17082096,0.0,2285.64062174,0.988466,3602.71215859,448.219404295,237.41240441,186.458,2016,634.797787733,2016,634.793,4336.25473484,634.587569114,-637.376,3602.71215859,4.78910062328
635.064,4214.24781076,320.643,386.39,6488.36387704,0.0,487.864056203,0.982333,4214.24781076,480.266843398,4744.68115577,186.497,2017,635.248702044,2017,635.232,6168.88346717,635.08232228,-637.917,4214.24781076,4.5603795403
634.554,3322.91013063,320.788,458.994,6234.42191292,0.0,1999.67941496,0.981986,3322.91013063,445.278077452,871.574369927,186.515,2018,634.755968243,2018,634.768,4906.27856287,634.547338084,-637.393,3322.91013063,4.76052481844
635.094,4400.92937159,320.842,388.238,6225.20430133,0.0,1376.85424135,0.981282,4400.92937159,431.891487338,1318.08829635,186.565,2019,635.29175775,2019,635.272,5356.51956858,635.113400388,-637.945,4400.92937159,4.55530851882
635.379,3977.45608049,320.958,433.039,6542.10823665,0.0,939.219996093,0.981235,3977.45608049,485.063103331,3240.38696695,186.578,2020,635.555041065,2020,635.548,6046.51659196,635.384526015,-638.155,3977.45608049,4.66981513033
634.905,3380.59201932,321.083,397.867,6136.0670077,0.0,1550.67028756,0.980385,3380.59201932,462.468203249,1089.57507122,186.61,2021,635.091985172,2021,635.084,5257.91340045,634.916342017,-637.704,3380.59201932,4.55340053848
634.405,4147.01702873,321.183,391.314,6561.94754377,0.0,289.492778136,0.980755,4147.01702873,470.641419923,5640.36169609,186.655,2022,634.610985339,2022,634.599,6085.95085229,634.419891389,-637.197,4147.01702873,4.54252037858
634.609,4257.05962445,321.294,405.988,6393.00668231,0.0,1082.90310026,0.981284,4257.05962445,474.405285621,3277.98646534,186.762,2023,634.839187312,2023,634.837,5535.96026939,634.616580418,-637.452,4257.05962445,4.68592382954
635.259,4298.84530034,321.4,460.581,6659.25998592,0.0,1734.63891981,0.983967,4298.84530034,468.225734392,1637.37415227,186.802,2024,635.47348469,2024,635.477,5226.27234279,635.256498677,-637.984,4298.84530034,4.74489488441
634.955,3881.67277716,321.473,351.085,6298.18943801,0.0,1991.0713784,0.980935,3881.67277716,467.004666067,581.788469273,186.888,2025,635.17347817,2025,635.164,4937.56332353,634.973692302,-637.738,3881.67277716,4.38856401785
635.067,3838.49337398,321.614,390.262,6116.54816619,0.0,901.489082231,0.983333,3838.49337398,447.305686819,3286.52657817,186.918,2026,635.30346029,2026,635.291,5302.52243944,635.081115182,-637.918,3838.49337398,4.52566835439
634.88,3480.08591695,321.713,469.753,6553.42442515,0.0,1310.45155607,0.97904,3480.08591695,465.942995182,2958.39015171,186.918,2027,635.058397578,2027,635.049,5663.43044244,634.893245569,-637.698,3480.08591695,4.86562016081
635.566,4192.36036114,321.864,523.246,5738.16298676,0.0,178.499652647,0.976955,4192.36036114,415.422994637,5161.61191899,187.024,2028,635.738055633,2028,635.731,5492.51244253,635.574088489,-638.453,4192.36036114,4.93984663324
635.09,3630.41236619,321.948,381.808,6278.30748784,0.0,925.989216993,0.98234,3630.41236619,459.35013345,3200.25574473,186.996,2029,635.295854563,2029,635.281,5745.56685383,635.105352701,-638.037,3630.41236619,4.60446792472
635.501,4385.52069449,322.082,475.39,6355.59915477,0.0,1489.53910934,0.983844,4385.52069449,488.557390717,2356.28152477,187.056,2030,635.714834843,2030,635.71,4888.19428687,635.504677254,-638.394,4385.52069449,4.864370317
635.287,4051.95165021,322.188,469.718,6221.1402522,0.0,1752.56556948,0.984919,4051.95165021,466.873493356,1210.44297757,187.115,2031,635.45887046,2031,635.454,5030.40123832,635.293244124,-638.094,4051.95165021,4.80947502449
635.971,4180.07522258,322.269,379.802,6573.50778938,0.0,2183.52362744,0.987689,4180.07522258,478.320244673,738.076618383,187.152,2032,636.150176957,2032,636.134,4230.20083454,635.991791081,-638.779,4180.07522258,4.50674133378
635.242,3721.87957262,322.386,467.674,6202.76566005,0.0,2232.31838781,0.984052,3721.87957262,437.384660314,55.2706987443,187.183,2033,635.440603914,2033,635.438,4660.20885344,635.243502487,-638.127,3721.87957262,4.79741634331
635.568,4327.43282159,322.412,409.45,6262.77608993,0.0,1682.2663011,0.987754,4327.43282159,456.903869686,1572.65060438,187.197,2034,635.714088139,2034,635.707,4745.4386834,635.580835271,-638.32,4327.43282159,4.56432522006
634.94,4129.17974699,322.547,481.573,6040.34637436,0.0,1662.01943045,0.982898,4129.17974699,438.750886977,336.740013551,187.27,2035,635.115106193,2035,635.113,5172.10101531,634.941290668,-637.725,4129.17974699,4.77566227823
635.809,3324.32192374,322.62,371.202,6088.33813312,0.0,1673.12365091,0.981568,3324.32192374,451.697178506,266.368107978,187.336,2036,635.976068099,2036,635.971,5076.82609167,635.818521525,-638.58,3324.32192374,4.44553843151
635.648,3870.05543053,322.724,443.146,5221.77676783,0.0,1516.4892165,0.98303,3870.05543053,395.121232121,660.533184551,187.365,2037,635.810154974,2037,635.813,4244.97631713,635.65135501,-638.463,3870.05543053,4.76926562911
636.142,4260.29856517,322.839,445.629,6248.70890948,0.0,1851.07863716,0.982401,4260.29856517,448.089646523,1334.4485867,187.432,2038,636.28971461,2038,636.289,5027.06957997,636.149242539,-638.987,4260.29856517,4.8103585595
