MaxEsReturn,AverageAction,AverageAbsQYDiff,MaxReturn,StdReturn,AverageDiscountedReturn,Epoch,MinReturn,MinEsReturn,AverageQLoss,QFunRegParamNorm,AverageReturn,StdEsReturn,AverageAbsQ,AveragePolicySurr,AverageY,PolicyRegParamNorm,AverageAbsY,Iteration,AverageQ,AverageEsReturn
219.368119836,0.844255,10.1253173124,2149.59770383,876.971985163,163.865762254,1301,152.607017612,4.46634915019,871.618,261.704,1416.00305068,59.9661015779,412.549,-421.679,411.952138967,112.671,412.079348361,1301,411.98,48.7643294692
225.623545112,0.808449,10.0273171638,2099.08565508,628.913460138,167.7069682,1302,161.933978864,3.49998777691,835.481,261.808,1267.53340997,70.0319760513,412.385,-421.646,411.89096564,112.718,411.989250696,1302,411.89,71.6673019656
428.67595342,0.81479,10.0067377394,2180.55269129,614.483505553,188.437657166,1303,375.786428012,2.81426391485,810.548,261.921,1613.76134487,78.0377106256,411.768,-421.336,411.258044731,112.826,411.369861734,1303,411.234,46.8955313974
642.344890889,0.820785,9.69580394042,1951.76178644,48.6888645141,169.868684285,1304,1784.62202645,4.46466405112,774.871,262.026,1865.96159237,143.994825506,412.728,-422.079,412.175990637,112.897,412.275198356,1304,412.189,75.5662432801
357.363190117,0.829147,10.2015969482,1977.84582952,516.480599036,173.420177831,1305,520.557131802,4.42930093319,884.064,262.107,1539.51281896,85.3864143092,412.525,-421.958,411.963281647,112.987,412.063383692,1305,411.985,62.6857829528
695.33300701,0.75118,9.70581693924,1965.00171853,303.942630537,152.102516132,1306,829.110094142,4.53973288708,792.72,262.206,1702.95051674,155.595975056,412.224,-421.41,411.740409884,112.972,411.832790282,1306,411.709,93.6458190016
105.49889265,0.803847,10.058786327,2063.67725542,640.671108715,159.453393629,1307,288.729261116,3.6687334601,856.947,262.235,1392.03151985,27.6170018226,413.155,-422.416,412.571122049,112.98,412.667278947,1307,412.551,30.7189207674
313.010686152,0.605004,9.75524538922,2001.73522044,537.724023654,132.58956759,1308,247.956219779,4.03761719002,812.758,262.334,671.464464697,83.2648965634,412.479,-421.733,411.879249779,112.977,411.998929649,1308,411.926,65.1395388563
246.674646501,0.761613,9.80109736276,2247.15100817,458.998832757,167.548310708,1309,612.306155849,4.25077157386,796.8,262.442,1308.71274893,62.9334992201,412.894,-422.032,412.379469956,112.981,412.489399026,1309,412.371,48.8513858367
339.302400158,0.778449,9.90767398239,2225.84274129,754.609345284,157.590992054,1310,190.140197723,4.52157546798,791.706,262.593,918.523083102,90.1220011634,412.536,-422.072,411.970115452,112.98,412.109493317,1310,411.976,62.1534767932
270.987502686,0.759236,9.65910852916,2191.82047805,902.842315055,132.781043685,1311,116.088457016,3.71115708659,806.469,262.727,1363.86464289,51.5281849806,413.34,-422.366,412.778801286,112.98,412.910633788,1311,412.816,31.3973628068
345.239148898,0.808274,9.70065892345,2321.63980852,779.531750129,154.188213295,1312,134.125738469,4.03400826737,786.419,262.832,1159.17326231,68.573380558,413.012,-422.153,412.446857913,112.954,412.576679137,1312,412.431,47.3481186491
419.193107413,0.742505,9.58863198655,1015.54823057,178.317350943,137.137780433,1313,227.364173869,4.22142461388,768.95,262.961,579.006600709,83.1843534529,414.022,-423.161,413.479525497,112.981,413.609126116,1313,413.44,49.765621815
188.907264756,0.625466,9.84543665127,1016.78340074,265.128122896,115.42313714,1314,193.527253173,4.48858997491,827.36,263.047,352.012399377,62.1795205264,412.768,-422.136,412.18015104,113.018,412.30334699,1314,412.196,56.1593662982
521.063521465,0.753739,10.0430054253,1326.17523596,394.951432117,115.668725486,1315,60.9887880815,3.33763945478,827.758,263.086,526.673296568,104.684668404,412.191,-421.384,411.572736226,113.038,411.699830446,1315,411.524,64.4666729596
194.895266668,0.772221,9.97840160199,2215.08644249,598.17212396,135.113252047,1316,171.192701438,1.81440739431,875.586,263.199,722.417685962,44.3705462274,412.67,-421.755,412.116024082,113.046,412.23097938,1316,412.121,31.510730255
173.915943924,0.662444,9.93871397828,1015.83813969,145.272933135,111.855577824,1317,141.954697925,4.04807621861,839.758,263.319,268.292018591,48.178985538,411.589,-421.045,410.961901555,113.042,411.094753537,1317,410.996,37.7968078533
208.445075993,0.789454,9.66453877974,766.877186132,156.721098505,133.536353118,1318,144.837054904,4.09244723855,766.865,263.408,351.9854569,46.0241719978,412.426,-421.814,411.799471771,113.111,411.964829358,1318,411.829,36.9804293033
154.772001687,0.762842,10.1425670576,1538.36524592,323.812294224,145.64650621,1319,149.102451186,4.05724518962,863.611,263.477,570.897013516,40.4781009754,412.254,-422.406,411.636484606,113.137,411.802193962,1319,411.612,34.913380688
237.737012306,0.796324,10.1869806684,1659.17324326,404.74217786,177.708853507,1320,69.3891018286,4.22687070478,850.091,263.611,642.293964501,59.6135664584,412.206,-422.189,411.591168352,113.175,411.720812967,1320,411.563,50.9006636504
230.970842559,0.743294,10.0262871883,1023.00498826,178.966984765,130.204908365,1321,215.062836799,3.58584470463,794.438,263.745,424.729777158,59.5793028765,412.947,-422.552,412.307177471,113.165,412.395919544,1321,412.308,54.6632444154
169.298911091,0.794125,9.65807110897,2321.18021939,434.261689769,148.106353328,1322,70.7269621514,4.22778539794,775.961,263.849,628.165224899,43.8521253232,412.882,-422.517,412.309463511,113.211,412.408770152,1322,412.327,40.7866903792
177.097708898,0.732427,9.43843117867,2592.44676637,833.970733009,150.476057194,1323,174.817421273,3.36146221861,719.292,263.985,879.151763018,37.7209598111,414.509,-424.0,413.890451601,113.262,414.001654927,1323,413.895,33.3372440814
514.47655051,0.615684,10.0525150567,650.680714639,126.587774759,144.091523992,1324,250.542864413,4.2847681527,838.487,264.039,425.885150565,81.7013197216,413.601,-423.254,413.040309302,113.318,413.140232878,1324,413.06,38.3764775299
385.772938203,0.544548,9.91072706084,1814.39303158,359.669141729,140.347591744,1325,535.409672558,5.04899250828,801.811,264.121,970.035590298,79.7086275746,414.871,-424.121,414.355483905,113.374,414.441721445,1325,414.356,57.2989092044
300.631640028,0.686954,10.0738576672,1278.37564853,384.738297727,144.607849466,1326,219.330375172,4.15465880251,885.521,264.206,767.494241968,69.2776687199,414.316,-423.838,413.830256956,113.398,413.917085186,1326,413.815,50.5542305894
432.099605189,0.715718,9.620227884,1911.54678605,377.415027471,142.470135426,1327,234.126218795,4.17047418474,777.715,264.338,760.294613196,91.0491509474,414.313,-423.88,413.759944772,113.425,413.863894472,1327,413.775,55.8688913268
240.987736101,0.746984,9.93537914518,824.254969968,107.010160109,166.106113199,1328,231.399496047,3.49238956183,841.174,264.446,526.188093474,66.9320275019,413.806,-423.062,413.29909416,113.468,413.395582662,1328,413.298,48.7297021691
685.47926038,0.644538,9.48759804588,1015.2728313,187.594906388,128.147168462,1329,140.575203214,3.79558311812,754.539,264.583,363.99148561,118.539603092,414.357,-423.63,413.79708312,113.485,413.871949562,1329,413.816,51.827182417
250.354144501,0.653508,10.056928414,904.015536967,164.705899212,146.891472829,1330,298.777102846,3.83470064847,849.122,264.671,448.391844312,64.701361972,413.363,-423.714,412.837894134,113.493,412.92291639,1330,412.79,48.0246133948
261.91407693,0.709352,9.66338817645,2183.9111102,642.770182496,147.762183983,1331,506.127816867,4.28858947323,726.632,264.773,1207.01321198,49.5490748152,414.125,-423.965,413.586094755,113.497,413.677277656,1331,413.601,40.9058838045
517.238841231,0.734571,9.96821514605,1932.77397897,340.195597197,149.09857426,1332,367.83835897,3.65163215347,854.792,264.932,632.332014541,104.86863605,413.899,-423.787,413.290463485,113.516,413.398217214,1332,413.295,59.6964861729
125.849716593,0.779141,10.2104769894,2661.066675,842.542960634,151.485191357,1333,292.672634158,4.26873001949,931.477,265.048,1607.39086869,34.1206086318,413.86,-423.927,413.325398316,113.574,413.422267487,1333,413.308,37.8755222201
255.621137557,0.74662,9.68592899518,2584.41498645,861.490062232,143.6155581,1334,259.885171385,4.33173753583,801.216,265.197,823.699035425,54.3365193634,414.214,-423.978,413.682673102,113.573,413.740310776,1334,413.734,42.0750538631
436.245057274,0.751588,10.3092067475,2637.25098437,875.579168668,145.168833596,1335,249.542514987,3.43787939282,910.802,265.268,927.974486495,61.5988757714,413.685,-423.481,413.12482107,113.616,413.211102855,1335,413.114,26.2770221154
98.2134466696,0.61212,9.99826813065,2248.71330364,356.516757941,142.292907141,1336,296.925480134,3.74501428282,854.371,265.328,521.381519317,29.5640010063,414.057,-423.518,413.488831652,113.708,413.571584402,1336,413.472,29.1106443552
575.721012429,0.798291,9.9901277296,2281.27551197,632.704936575,183.94057401,1337,161.876803007,4.34637248248,873.812,265.475,1035.2282903,156.052553372,413.885,-423.839,413.277515517,113.687,413.357568772,1337,413.29,83.3581663717
380.605364958,0.582997,9.70866525908,1016.69033438,153.594360524,138.882045213,1338,340.191050633,3.63783153216,834.706,265.52,504.381604619,62.2670595513,414.002,-423.068,413.447325936,113.748,413.51522762,1338,413.402,33.3911751513
708.8483947,0.758895,10.0921920287,2760.24895738,975.60341603,145.277050225,1339,293.271519611,4.60568932452,888.468,265.577,1019.07477016,140.582380058,414.083,-423.54,413.508299754,113.769,413.576150011,1339,413.559,70.3408791294
380.543707146,0.75358,10.1204693437,2393.00060783,634.909771417,173.045163926,1340,299.868055474,4.31789768157,862.578,265.814,1270.85563489,72.6585284801,413.528,-423.043,412.966130263,113.866,413.05161735,1340,412.932,43.9132806312
830.397843231,0.697679,10.0780297901,2664.16971784,1017.08950431,133.300704666,1341,243.982460418,4.24561360907,819.194,265.896,1252.301181,169.922959485,413.864,-423.395,413.261841389,113.9,413.351699467,1341,413.29,67.9718130085
340.010826819,0.792106,9.89665789332,2837.55176961,928.186112922,158.729738169,1342,268.931680579,4.55475321355,831.509,266.002,978.868887775,61.7634484717,414.554,-423.97,413.941744838,113.949,414.016202819,1342,413.959,46.173521592
330.686911167,0.60765,10.0311152686,1015.61052451,187.017949099,142.552154194,1343,295.410665574,3.79222157751,856.484,266.098,533.544253467,66.2298296053,414.315,-424.116,413.737524043,114.036,413.813845545,1343,413.741,37.3373526347
542.394725751,0.676799,9.85803517565,2527.96967533,638.170229691,149.384990783,1344,264.698199805,4.32340408778,832.802,266.176,659.154227018,101.118320788,414.841,-424.706,414.385506076,114.075,414.443759243,1344,414.363,53.3480031254
296.174746104,0.768113,9.67698638295,2692.16475007,919.861984868,172.709448549,1345,249.366827687,4.13177475227,783.672,266.276,1308.2412506,51.4745870093,415.308,-425.054,414.710779887,114.098,414.782773827,1345,414.737,35.794781432
530.625624506,0.776651,10.0968774514,2682.42485377,859.940999449,168.31790419,1346,183.862359703,4.35614265236,883.893,266.351,1575.89105168,123.93954571,415.071,-424.841,414.527584123,114.158,414.66549413,1346,414.49,83.1872844583
102.208414813,0.711576,9.5640577967,2770.39334725,651.490183886,159.495227941,1347,977.960111375,3.7035600896,781.152,266.503,2075.14919871,29.2730649218,414.906,-424.904,414.258959762,114.192,414.414608975,1347,414.327,31.719554097
157.27780324,0.796318,10.4106544524,2431.17251529,568.770167866,189.31378303,1348,301.465177656,3.45501928308,900.704,266.606,971.002623485,33.556589279,414.579,-424.434,413.934835099,114.233,414.022560949,1348,413.941,31.7740760615
160.313682999,0.751822,10.2228750667,2833.30453192,987.207303763,168.930903451,1349,282.383849508,3.98255386947,928.282,266.738,1301.28828184,45.3199774999,414.807,-424.761,414.173841199,114.295,414.318027277,1349,414.182,43.2290076122
503.448677972,0.760101,10.2495047389,2843.16830353,782.244088247,171.236369365,1350,376.060232155,3.5469386309,895.573,266.786,1597.44998165,92.2997571563,414.431,-424.033,413.791128825,114.296,413.903201469,1350,413.762,42.9240599317
511.706696744,0.791177,10.0381222473,2019.93146621,562.176780454,176.66911624,1351,123.667896653,3.63590336637,855.407,266.901,891.294261132,92.5668516018,414.741,-424.721,414.11617263,114.294,414.224499947,1351,414.127,42.2062512447
745.040181127,0.823679,10.0719759416,2208.62048757,544.281270359,157.274812661,1352,193.30819409,4.10192320573,859.347,267.002,942.1121295,150.282593304,415.877,-425.758,415.277310119,114.351,415.375150778,1352,415.278,63.8983157452
299.191589652,0.787591,10.2217896966,2924.62054858,865.122603222,183.01673516,1353,335.662924131,4.0634756536,933.986,267.105,2119.79095142,63.6635686508,414.814,-424.493,414.241644334,114.37,414.338265678,1353,414.254,45.6099756354
266.780937906,0.7321,10.0706276622,2637.91926358,802.64988492,149.913185611,1354,266.040787872,4.37355552781,874.183,267.235,1060.74685441,65.4429133076,414.426,-424.375,413.786653119,114.441,413.879500849,1354,413.792,53.2439605178
357.894004619,0.624131,10.3218436293,2585.77847933,751.376383485,142.468298946,1355,230.940336151,4.15400994855,937.647,267.296,895.339590422,74.4457048007,415.382,-424.826,414.822699988,114.42,414.919594579,1355,414.825,51.548424173
520.484907238,0.682097,10.0421045532,2653.65267509,581.623007706,149.804224138,1356,155.444801448,3.9482207194,835.405,267.447,739.445816053,96.5921272047,414.246,-423.787,413.660365933,114.49,413.760850724,1356,413.627,51.0592864927
387.255839793,0.793141,10.1244588122,2270.50579395,587.310059084,193.33708892,1357,79.7042491212,4.09867651363,899.096,267.542,925.147706494,94.5258278589,414.697,-424.168,414.073483757,114.534,414.159607736,1357,414.127,61.1722673721
350.549872697,0.690641,9.56860729418,2606.04575494,838.485581365,149.439637778,1358,422.025826165,4.54352454315,840.76,267.647,1781.04235826,73.0445911343,414.769,-423.975,414.19624673,114.574,414.271912745,1358,414.163,43.9473881558
136.426877028,0.654136,10.0879770258,1946.42176954,354.856423263,152.888316955,1359,445.762162935,3.45100394364,909.405,267.779,983.794829461,35.8604061976,413.717,-423.322,413.07998561,114.572,413.193425155,1359,413.102,35.2166425475
412.900792558,0.705746,9.69749395437,2412.30365725,401.405147043,138.909926857,1360,219.804025823,4.33415690352,836.298,267.835,432.188497874,83.3783674986,412.239,-421.414,411.515386606,114.588,411.629248138,1360,411.532,47.360370554
142.324248707,0.804291,9.97455602215,2700.40817897,754.939901601,165.506974037,1361,202.075468746,3.90430909283,791.714,267.946,788.582927841,35.1711580294,412.645,-422.411,412.054323685,114.605,412.201501008,1361,412.03,30.3111960249
477.334916152,0.784432,10.0636399039,2021.21622364,566.899661574,134.928436905,1362,121.963119298,3.97422811014,882.387,268.026,872.590758507,100.649767255,412.689,-422.331,412.057512727,114.611,412.185732926,1362,412.07,56.2207950775
489.708549885,0.774393,9.73269676645,2828.51265398,816.321106044,185.553015567,1363,263.206886509,4.18934088938,850.06,268.079,1455.30156677,100.097146904,412.857,-422.003,412.253283008,114.6,412.387991373,1363,412.202,54.3871488136
224.569822198,0.82029,9.889980985,1213.66085217,205.824899164,166.831355411,1364,221.277730374,3.59866785135,863.821,268.147,431.892250662,52.2010548527,411.534,-421.134,410.8913398,114.641,411.021986009,1364,410.905,41.8265509279
168.685618166,0.66239,10.0051014531,1016.14190715,246.74841818,137.658737379,1365,330.726155421,3.5214843973,859.79,268.277,568.053075006,48.3622783479,411.264,-421.204,410.654298335,114.69,410.775611331,1365,410.638,38.97859392
225.400641201,0.751551,9.51419845896,2284.46519588,483.396047164,138.716720172,1366,182.997763434,4.32626881684,769.638,268.381,738.79711639,46.6129074455,411.254,-420.671,410.66360748,114.726,410.780825618,1366,410.693,39.5549675487
208.312034411,0.787373,9.67022629322,2492.18306404,692.825783611,166.867620749,1367,595.029091591,3.77613133884,796.505,268.491,1775.40006847,43.8136864276,412.213,-421.557,411.518738916,114.723,411.633830313,1367,411.565,34.6065307111
326.725532747,0.70922,9.32389758646,1460.33128029,376.914746489,164.396404929,1368,239.746917519,3.60081401491,748.041,268.628,847.4886604,73.8922704105,411.826,-421.099,411.184624449,114.732,411.317905349,1368,411.133,42.5452676108
863.893082183,0.715025,10.0424100682,1044.96621442,338.065476249,129.677383944,1369,87.4808035583,3.79265046802,898.14,268.762,546.393042908,158.252619477,411.331,-421.51,410.721717485,114.767,410.823286092,1369,410.741,63.703836846
212.516405578,0.751893,10.182892789,1245.81341015,316.267104305,129.638389493,1370,189.017588012,4.45602318817,872.778,268.864,490.297819965,45.0969767581,411.834,-421.415,411.226280529,114.77,411.348393892,1370,411.222,54.220451851
263.268127344,0.743891,9.60222589046,2219.56931939,502.634506506,138.06815186,1371,231.815125587,4.36200250584,805.654,268.951,689.409308523,64.584404874,411.66,-421.062,411.097435893,114.788,411.191076105,1371,411.067,49.5467726266
172.378709711,0.821606,9.9305446205,1823.56085506,444.534385366,162.622164665,1372,176.159402372,4.31422672455,820.758,269.014,564.191169372,42.1632397339,412.231,-421.832,411.647076297,114.803,411.75381834,1372,411.646,32.6355341743
177.03931884,0.81009,9.83969531109,2420.92466195,777.715495038,175.407505571,1373,168.389356387,4.23201916364,818.501,269.154,1181.13957883,52.7719323209,411.094,-420.362,410.433184457,114.832,410.57464393,1373,410.418,48.7686202325
442.962549313,0.769801,10.0534094092,2691.78113529,861.862690287,189.969726421,1374,247.086472841,4.25138972306,861.546,269.297,1428.33144834,100.483321682,410.17,-420.348,409.5200463,114.874,409.636707649,1374,409.532,60.0726558615
248.117863697,0.769192,9.92191442698,1257.64026999,412.960797934,117.542010989,1375,67.4112642025,3.6025961801,851.25,269.358,721.157409202,69.2329518781,410.867,-420.989,410.190464526,114.875,410.278754607,1375,410.182,55.4918431984
173.639644058,0.825958,9.87747250452,2327.41931501,453.53970143,185.120321505,1376,239.901254866,3.58143078509,854.605,269.443,728.259183476,42.4542448141,411.383,-421.151,410.822957247,114.916,410.942474542,1376,410.842,35.0559753883
211.782955762,0.796372,10.1450976541,2419.81417689,694.055979372,184.029558948,1377,312.47828022,4.49746316413,879.234,269.514,1149.42394014,68.7510651546,411.078,-421.095,410.521068708,114.965,410.614474865,1377,410.511,60.1796566205
249.572669084,0.655312,9.95475361909,1016.17174568,75.0197119471,165.964415963,1378,581.607974386,4.10983231697,848.223,269.666,757.112498135,54.7837425939,411.477,-421.753,410.929456118,115.009,411.010242067,1378,410.927,43.0728836878
305.870013559,0.732202,10.2565312786,2500.56748678,510.021025162,160.290893314,1379,494.013048046,1.74797349877,911.666,269.712,1106.51825577,80.1141748112,411.142,-421.252,410.437439624,115.063,410.556393322,1379,410.473,62.291495785
273.658465177,0.776038,9.87881753943,1650.24571707,405.614953387,133.971865167,1380,254.24847105,4.20224410261,839.438,269.827,787.443965132,53.7601148893,411.813,-421.943,411.174597327,115.079,411.271958465,1380,411.208,38.6089133553
134.07158408,0.788543,9.79849832477,1371.47889123,177.389397994,57.5329443827,1381,32.4552554266,4.55135842225,805.101,269.942,111.903671048,41.736906981,411.615,-421.769,410.872954472,115.095,411.00042277,1381,410.88,38.5382856278
371.023774796,0.787879,9.68449282902,876.603022517,144.352567339,126.791112755,1382,125.483022777,3.52881031547,765.416,270.063,312.737675886,83.0602031196,411.827,-422.024,411.237311937,115.108,411.372003387,1382,411.206,55.5849244314
436.521842605,0.73557,10.0772292557,1088.59388197,163.834376738,135.365642453,1383,219.050521979,4.18235404804,853.864,270.208,278.105201802,70.8160554635,412.555,-423.352,411.954207164,115.107,412.074077605,1383,411.96,37.7030425045
451.561855359,0.814397,10.0707360994,2455.13321864,730.061768305,160.365598533,1384,415.718877229,4.13591824796,880.514,270.249,1382.90690399,104.195998473,414.085,-424.602,413.427865517,115.106,413.547727545,1384,413.453,64.3621838227
271.622217405,0.801198,9.8020284742,763.928282961,137.524504309,151.973564338,1385,187.628343573,4.26852122544,779.834,270.379,385.120040067,72.7036679781,413.676,-423.882,413.040589747,115.114,413.16441803,1385,413.01,63.3040776166
337.138510239,0.823795,10.1461006492,1102.94182689,148.543068753,139.538585784,1386,194.403343619,4.34229976225,914.546,270.512,293.509313117,108.800942376,414.077,-423.542,413.344393919,115.105,413.473113991,1386,413.345,81.048274201
287.65116403,0.787997,9.98154492738,2136.94022052,460.259422971,165.750907519,1387,245.715438453,4.23925373743,843.595,270.587,595.325768239,74.8302841724,414.31,-424.161,413.675843423,115.167,413.778068703,1387,413.656,53.1936792937
177.57927066,0.712688,10.2695323542,1349.10636891,285.846843046,136.99843185,1388,283.946188085,3.6893528825,871.183,270.73,520.21423477,47.0328937024,413.8,-424.18,413.181654008,115.198,413.286524387,1388,413.172,43.1541500555
319.048888964,0.885365,9.92024155489,680.917541883,140.967678395,158.79677396,1389,194.116827774,4.11240842423,823.717,270.766,349.186888709,73.8514619772,413.632,-423.971,412.982028957,115.228,413.109940289,1389,412.976,50.4304174712
336.198697381,0.893404,10.0411226688,869.34656168,198.565945006,159.220396154,1390,117.170362534,4.21175659601,850.643,270.858,378.450130931,108.165275786,414.082,-424.74,413.39451471,115.241,413.491476657,1390,413.394,103.043739793
641.761561307,0.913126,10.4548775617,1676.88741861,266.601555812,123.857927382,1391,23.0381194845,4.46417376514,943.557,270.938,296.710989246,138.588436363,415.121,-425.626,414.578825698,115.271,414.661201174,1391,414.554,89.1528479709
552.043864343,0.912112,9.64991016979,928.727334505,178.938607408,153.387727876,1392,180.237569749,6.85635216247,765.869,271.027,385.168326429,100.771836661,416.066,-426.697,415.477808996,115.339,415.592837089,1392,415.465,61.934533527
586.970392842,0.901873,10.0131216586,383.685728735,24.630217629,128.831343042,1393,180.192854477,8.70771830248,852.934,271.166,223.777515925,119.721322091,416.15,-426.603,415.503962273,115.355,415.604306332,1393,415.523,74.2318368603
344.270722435,0.881095,10.2140503175,2057.07242334,434.579450658,209.587680317,1394,258.383562858,6.49908697893,893.469,271.201,1059.73145982,81.1292622032,416.191,-426.975,415.552302292,115.344,415.711603315,1394,415.526,53.787359625
252.026318605,0.896768,10.5922137193,2477.17326713,404.543654539,202.367119268,1395,238.224206923,6.80009438313,932.608,271.285,769.4964341,59.8167904425,416.148,-427.019,415.397225953,115.365,415.552117946,1395,415.424,43.8191591923
554.330330677,0.851295,10.4836514781,1389.79450113,300.593464812,132.781350587,1396,332.863430634,6.11032599632,871.187,271.424,823.064923118,129.268394938,417.09,-428.46,416.481810607,115.381,416.623674187,1396,416.448,105.070597939
243.569229098,0.919283,10.4782162654,994.639301812,124.006850123,121.417852866,1397,176.010420367,7.16368185057,934.009,271.524,216.229701435,49.9114457833,419.011,-429.941,418.371586569,115.368,418.524479814,1397,418.378,44.408079993
251.228395188,0.856405,10.0820086263,1970.50834147,390.74802631,183.693803709,1398,185.474497597,5.7031800786,863.642,271.678,800.718276827,56.138818347,418.762,-429.35,418.124162669,115.445,418.265857592,1398,418.095,43.1130675696
320.926492556,0.895819,10.578528943,967.327227727,148.970815604,69.9562843466,1399,21.0583882131,7.37385516776,994.438,271.744,123.984415909,89.5764560047,419.657,-430.274,419.051507982,115.487,419.226557553,1399,419.018,77.0531097076
258.759407554,0.915246,9.98366536487,684.940458451,102.1528039,119.309801147,1400,161.793982182,6.00199533931,788.689,271.861,210.315889331,80.0301002328,419.714,-430.942,418.963887546,115.519,419.137497845,1400,419.014,68.8060071022
463.056071948,0.77322,10.7327547906,967.469723738,0.649759793803,85.2855080856,1401,965.377938083,6.97833430726,936.467,271.958,966.475678083,111.774585004,420.149,-431.594,419.58625449,115.524,419.732132698,1401,419.484,77.8509525893
144.473621958,0.885005,10.7077164047,557.19798191,110.513697196,121.371253546,1402,206.062072712,6.7099956931,959.752,272.081,317.189605387,41.9529785002,422.537,-433.771,421.799411594,115.603,421.934717535,1402,421.816,45.6551912833
299.80599329,0.872523,10.4000152188,869.821388378,100.005999456,120.551668273,1403,155.111405899,7.41273508533,857.993,272.2,212.505145129,75.3582490624,422.523,-434.028,421.766633925,115.652,421.960777309,1403,421.722,69.2801280968
317.134255698,0.898905,10.4299482885,400.075265954,60.9877782488,124.400662171,1404,160.526142951,6.94493725277,901.494,272.293,216.442737498,101.119213356,423.552,-434.492,422.807100233,115.754,422.980786124,1404,422.797,125.214672444
281.615429446,0.800947,10.4674622927,966.973411658,0.821013604972,82.5283711796,1405,964.187909377,7.63647185316,941.477,272.387,965.35345576,65.6916696894,424.733,-435.697,424.031657267,115.737,424.174214306,1405,424.06,57.2734246609
486.557362179,0.896814,10.409428118,1049.37766252,134.473442506,136.19193492,1406,176.516794506,2.01687070943,913.332,272.487,261.647060377,95.9010062096,424.973,-436.019,424.329248436,115.823,424.526375836,1406,424.307,54.6961123661
275.50590367,0.879923,10.2341757894,1053.22604369,118.191988571,121.079248891,1407,154.515591985,8.32668811804,898.229,272.596,215.287360477,75.1554588051,426.202,-436.905,425.445988364,115.882,425.669295229,1407,425.444,65.0583055454
377.752232883,0.854208,10.9876070583,1004.85634316,133.149773011,131.884038621,1408,127.995925789,8.63191534209,981.233,272.706,268.588133673,99.0056555057,426.344,-437.823,425.586453182,115.985,425.829012384,1408,425.584,71.4942554802
156.93957335,0.839236,11.0999174566,584.033166336,95.8365083089,121.264343914,1409,132.306534283,7.77525872209,1012.41,272.828,220.828854446,40.7866858218,426.242,-437.575,425.511017695,115.981,425.70584699,1409,425.461,47.4664652715
249.104992953,0.805554,11.0319480187,982.354811426,1.62521289726,96.129465511,1410,976.411760002,6.88085466578,1013.53,272.921,978.360142892,61.460931548,427.174,-438.601,426.481950734,115.966,426.62544552,1410,426.497,59.9949269607
251.732841265,0.825452,10.6494510977,231.476265103,25.1817900932,116.591321276,1411,151.863916575,1.99658884602,919.37,272.989,190.519652227,74.728925355,428.716,-439.68,427.900261919,115.969,428.082116173,1411,427.896,67.0978320888
318.539517877,0.845863,10.8573936569,461.713574916,63.768044666,107.302332416,1412,119.39970716,7.09913605677,939.006,273.072,172.3783252,88.9440241302,429.248,-440.764,428.540364135,115.963,428.684682123,1412,428.552,84.8544265755
317.852689008,0.787546,11.0040062989,1258.92898945,178.989471094,126.112415254,1413,141.701277978,7.20005842812,1043.11,273.145,258.55548781,81.9311974852,428.707,-440.236,428.025184683,115.979,428.180053766,1413,427.984,83.1684781794
336.917678625,0.819674,10.9720559019,1781.45250835,310.117815351,163.949247987,1414,228.390529533,6.90270048159,972.905,273.226,472.957834277,85.4164326033,429.179,-441.064,428.450280108,116.01,428.597939316,1414,428.445,69.6571154495
172.052958903,0.801049,10.9752833409,958.554890229,145.13263987,165.102818846,1415,187.79502385,6.75882343026,959.298,273.342,377.283788323,47.4098149324,430.787,-442.074,430.056361018,116.017,430.225700491,1415,430.057,53.0014096601
511.454385229,0.82778,11.0283603198,1123.35651457,221.247657939,168.601840164,1416,178.97384494,11.2067796178,998.796,273.464,430.278620911,118.368358525,430.288,-441.908,429.568164023,116.023,429.693682125,1416,429.578,108.88717233
425.295424087,0.844028,10.7100173653,720.902473331,118.864340561,150.189186733,1417,122.041534016,7.81008646945,982.034,273.565,316.956140143,104.319641859,431.735,-443.216,431.061393739,116.005,431.218754914,1417,431.037,88.4254627223
362.024090348,0.84519,11.1711264127,1052.5012675,161.806442292,150.197756255,1418,296.134876313,6.72182849019,1073.19,273.688,532.297205545,98.379189072,431.222,-442.239,430.531120059,116.003,430.672481563,1418,430.555,77.8463986941
237.926659192,0.886655,10.7524375402,763.709505998,99.4749845414,180.185991858,1419,272.641216269,3.19850687128,953.984,273.768,431.814882038,56.7816681102,430.536,-441.838,429.94053906,116.008,430.085267195,1419,429.867,42.3592901573
346.454222593,0.721873,11.1303602976,981.533646943,0.737357596077,94.626475722,1420,978.632184821,5.83054270313,1060.17,273.906,980.51123724,84.3000658724,432.518,-444.072,431.878821027,115.972,431.996114363,1420,431.923,73.365663668
517.391999515,0.863093,11.113706139,948.78109829,138.241869441,174.413276146,1421,258.180312838,6.09053733292,1014.5,273.983,441.704973922,117.393360664,431.543,-443.183,430.832803573,115.991,430.948037418,1421,430.807,79.7473872367
376.011747129,0.870159,10.9052835307,383.374739828,30.350899088,147.012947087,1422,215.061170336,6.85296783384,984.961,274.06,283.34641207,84.5682172475,431.245,-442.377,430.494321096,116.037,430.642854863,1422,430.509,75.0609045136
