Iteration,StdReturn,MinReturn,AverageY,AverageAbsY,AverageQLoss,MaxEsReturn,AverageQ,MinEsReturn,Epoch,AveragePolicySurr,AverageDiscountedReturn,MaxReturn,AverageReturn,AverageAbsQ,StdEsReturn,AverageAbsQYDiff,PolicyRegParamNorm,QFunRegParamNorm,AverageEsReturn,AverageAction
24,46.3527652005,-10.225531934,1.14954090981,1.2573237345,0.0241653,241.721033762,1.14882,-9.04440396086,24,-1.34222,9.57029469045,273.610799551,16.2325674496,1.25462,86.7395510834,0.0912235449119,17.6019,13.7527,63.1882939496,0.795537
25,74.3062521104,124.507341779,1.25776542139,1.35059282568,0.0286457,532.470532674,1.25706,-25.7745870481,25,-1.44425,114.874108511,562.065066828,324.830983747,1.34756,186.950497807,0.0967871550931,18.1055,14.135,88.5109418879,0.859182
26,123.097932936,85.9198506325,1.3856201122,1.47396577874,0.0279098,343.388820175,1.38527,144.574579632,26,-1.57256,111.440551527,950.283824998,289.691331637,1.47119,69.049862146,0.0982113565714,18.5023,14.4668,231.934595526,0.826585
27,138.013361436,28.6665522353,1.51119973216,1.59413661402,0.0300158,336.456814554,1.51056,83.5308527213,27,-1.69798,93.7429938127,654.838528141,247.744793651,1.59081,89.7754461138,0.101797550591,18.9572,14.7778,200.123148833,0.837098
28,115.632423537,168.860716627,1.63743377536,1.71178729815,0.032209,294.705520181,1.63686,10.4906298219,28,-1.82762,111.714930313,1042.81201648,237.968136202,1.70941,88.4745315468,0.104430738721,19.388,15.1177,177.907928751,0.80599
29,11.7396101457,905.44725322,1.75529665503,1.82248476307,0.0360592,220.845124118,1.75467,59.0040724592,29,-1.9553,60.4537331879,945.566594551,925.812646327,1.82043,55.6089205183,0.109920158636,19.9189,15.4553,130.24811404,0.904269
30,320.08865506,168.982446901,1.90495299235,1.96479914089,0.0447663,393.986055367,1.90431,228.000604401,30,-2.09216,91.4841363057,1028.8292523,559.444671348,1.96263,62.2081513747,0.118603296921,20.2217,15.7421,320.528879275,0.827699
31,101.352972971,-0.516020438481,2.0460332273,2.10100705686,0.0408603,389.860852496,2.04536,10.1663059179,31,-2.25587,85.1300955887,502.96175788,205.031701179,2.09883,146.072297442,0.118678665515,20.561,15.9976,204.229911225,0.856521
32,251.483279567,-27.2512136048,2.19459523402,2.24732644542,0.0531474,325.322854842,2.19362,71.8711547326,32,-2.40325,70.0524408824,925.95338448,276.010405916,2.24516,103.718694941,0.129275653984,20.8292,16.3263,189.99163511,0.78102
33,261.365383126,8.96569877459,2.37017633327,2.41817778363,0.0488019,354.340040746,2.36968,107.830877459,33,-2.59436,65.1046352128,892.719923068,232.96300915,2.41678,79.7424408981,0.128675008953,21.1291,16.5954,238.82212942,0.822561
34,87.4837187645,106.788559145,2.52179722974,2.56333100763,0.0621462,299.416449675,2.52096,12.9828783727,34,-2.74001,109.334659428,673.582426912,332.956264947,2.56156,91.608368175,0.136000919735,21.4534,16.8533,191.573900896,0.844639
35,80.2799943204,-143.507633445,2.71658047932,2.75579199467,0.0617613,392.949229056,2.71553,-0.122376428138,35,-2.93537,-2.95312458761,449.98803201,-9.84940219658,2.75437,118.164129023,0.142199411164,21.7961,17.1595,144.163299547,0.874876
36,190.337533899,122.926040628,2.84562622849,2.88733672781,0.0722967,305.448458427,2.8445,3.07079141351,36,-3.06595,91.8521695319,897.786033351,372.727687091,2.88583,113.384634497,0.14863978698,22.2219,17.434,130.325252249,0.862548
37,93.3913707755,98.5547610984,2.9743035717,3.0194679312,0.0852598,358.377023929,2.97351,11.1806077681,37,-3.21135,109.408942001,673.375819767,348.582414675,3.01809,111.666141923,0.158992187661,22.6564,17.7651,98.4877918632,0.881662
38,150.704354606,-1.91328637772,3.1460060517,3.19325701259,0.0991898,292.488624702,3.14464,110.643943897,38,-3.37286,84.8699109581,597.326286621,197.499798217,3.19155,65.2918477972,0.16822867703,23.0121,18.0726,193.798801694,0.881851
39,142.485443985,18.9823086258,3.27719124418,3.32602707898,0.0914121,282.756499321,3.27614,37.0918560942,39,-3.49489,86.8632431551,579.409596417,237.960634069,3.32442,81.3968055293,0.169257776317,23.342,18.3678,140.88899199,0.869936
40,169.603537691,-11.7583619869,3.41775328446,3.46280908735,0.0929737,399.47636335,3.41639,18.908864863,40,-3.64536,95.152921184,577.164620672,303.0212385,3.46096,142.481807372,0.170850520638,23.7018,18.6597,223.454913513,0.891731
41,172.15003139,14.0646638454,3.56341465087,3.60317240727,0.115928,319.945302748,3.56214,27.3282676375,41,-3.78832,86.1511695673,632.406269929,341.091417224,3.60102,103.975616825,0.183965054964,24.1187,18.9537,129.839796517,0.84606
42,223.893225082,-44.163189167,3.69311188611,3.73286881326,0.113063,262.783844559,3.69202,-14.4988911287,42,-3.92048,54.5003847052,897.455247391,168.755951372,3.73133,87.2788038491,0.185877631889,24.4418,19.3206,94.3712954447,0.820518
43,108.704990681,-48.9001037007,3.78214049268,3.8259010286,0.119891,633.378859081,3.78093,8.27272896186,43,-4.01455,108.521751158,475.408340995,269.067742168,3.82445,218.771793002,0.19136316847,24.7224,19.5929,191.551300311,0.883277
44,79.6675924029,-104.292579077,3.93754806679,3.9800411268,0.126108,285.744918136,3.93648,-3.51814136273,44,-4.17083,70.8598656425,348.940641703,184.028146122,3.97834,106.861195259,0.196506384017,25.0035,19.9173,122.740408589,0.875589
45,61.1169758034,31.2109679626,4.11576828907,4.15576085346,0.139052,352.483082119,4.11475,61.1998405385,45,-4.35188,106.081028934,340.930270007,213.437310989,4.15398,96.605423959,0.204593326617,25.2762,20.2216,191.090697206,0.856906
46,111.515036242,19.2815591496,4.26513561507,4.30429086846,0.141026,208.676317534,4.26361,-22.2805448228,46,-4.50943,103.090873182,535.544105855,264.595408117,4.30213,88.8519436152,0.210171467026,25.5896,20.5,80.4465923865,0.866886
47,91.6808279959,-85.9271623042,4.3930290505,4.43074373119,0.161735,346.42387445,4.39158,23.0321492531,47,-4.63757,29.4550967114,331.459699819,51.2325896704,4.42863,105.782868201,0.217306415014,25.946,20.838,165.787137094,0.891095
48,85.2359690585,66.7467505073,4.50064789909,4.5401113631,0.163254,314.596561916,4.49966,10.9990285479,48,-4.73164,108.346554824,472.788517294,264.312081519,4.53906,107.948049708,0.222758767999,26.2562,21.1467,135.199833897,0.891629
49,254.501039936,147.633194666,4.63985249253,4.68001787616,0.183103,302.630103228,4.63819,-13.9417237764,49,-4.88266,109.062422746,992.752131725,349.885033837,4.67861,117.982155038,0.234348711661,26.5625,21.4619,154.893154255,0.810095
50,93.7277943006,21.3485372308,4.78015886138,4.81641966331,0.183458,571.903728297,4.77857,91.1385757491,50,-5.01634,94.3212778246,595.361404248,254.24999071,4.8146,159.293236079,0.235740037242,26.8106,21.733,240.032192365,0.883828
51,51.4214041245,112.939425633,4.93949814253,4.9685245539,0.190661,257.095536637,4.93889,55.4175269056,51,-5.16207,109.068172306,348.870086081,210.473766989,4.96762,77.8895770045,0.23967393965,27.0489,21.9876,175.420074143,0.867726
52,61.6733780967,17.8958410162,5.06553854007,5.09289855588,0.200975,330.843624524,5.06339,6.33190609286,52,-5.29642,106.950114164,352.027951368,230.441539121,5.092,108.937940367,0.246843001535,27.3417,22.2434,117.671147422,0.878812
53,108.201719911,85.355993885,5.17023210878,5.19832486286,0.19729,305.788492684,5.16921,54.4915785307,53,-5.4008,96.32230417,694.515454717,265.730845052,5.19792,82.9821994606,0.248775259223,27.5934,22.5289,184.409617164,0.862676
54,129.926896736,103.4931062,5.32097349599,5.34334940944,0.239763,392.563975997,5.31948,10.0220064528,54,-5.56199,99.8603184256,788.606143384,288.473523174,5.34369,137.62062997,0.261716176138,27.726,22.7806,195.025140215,0.867913
55,135.939504067,43.1461062253,5.47749982431,5.50140169977,0.216979,518.959273745,5.47559,5.77790940976,55,-5.71147,117.814383714,768.388008541,329.736021559,5.50079,200.858006462,0.257133462329,27.936,23.0584,250.801428081,0.87256
56,88.6479937451,97.0279263482,5.61491286677,5.64183074471,0.221933,281.526013952,5.61381,16.2746117934,56,-5.84279,100.79556791,444.453311193,226.761888623,5.64172,115.783020323,0.260362421672,28.1391,23.2687,129.875208511,0.886922
57,124.961597092,-20.2491763945,5.76130107285,5.78985958826,0.248521,409.686465735,5.75938,14.7211869644,57,-6.00652,72.061379634,451.626314906,157.487333085,5.78937,141.777098115,0.275041495148,28.3714,23.4901,175.725287459,0.864286
58,112.409896468,125.899054252,5.86964650721,5.89789987348,0.240073,292.626162002,5.86822,-1.93893959541,58,-6.12376,105.926539257,799.991405343,224.529851647,5.89871,119.126306126,0.276368743704,28.6181,23.7502,134.414515503,0.867691
59,275.970102839,67.5893247848,6.05547088213,6.08290642547,0.251389,271.815005143,6.05371,20.6880892221,59,-6.31438,94.5913659293,935.599134511,395.18207591,6.08275,68.8100238857,0.282033444791,28.8592,23.9904,164.673350115,0.769229
60,285.274066003,5.7828419102,6.22296209922,6.24915131822,0.25333,491.934715209,6.22115,6.85060707234,60,-6.48282,53.6259926006,922.591607759,341.322469768,6.24738,155.279553214,0.28765697227,29.0093,24.2092,152.084440627,0.787029
61,107.126452651,19.706876687,6.37327926058,6.3902325576,0.266393,251.441153833,6.37103,7.20057413141,61,-6.63571,101.992449469,565.282845316,228.419593699,6.38891,84.6074603448,0.294815233619,29.2761,24.4276,118.842052692,0.841487
62,101.153014741,102.237043921,6.52406291322,6.53467856239,0.2652,358.336743737,6.5212,2.89015328659,62,-6.79564,88.5377466604,559.969561853,232.872282148,6.5324,104.546819045,0.299889203684,29.5349,24.6562,107.500009886,0.829056
63,222.474346576,50.0681787008,6.64869934535,6.65853826443,0.297265,357.584319211,6.64724,28.9589122646,63,-6.93036,95.0186585964,971.814313081,280.385711417,6.6585,87.9330206687,0.307867192067,29.7971,24.8605,167.95221314,0.785421
64,74.7814222264,101.749892559,6.83254078168,6.84193516205,0.324322,373.677234691,6.83013,19.8880247743,64,-7.11232,100.322822102,427.06242642,189.509298752,6.84103,106.388491574,0.314301929487,30.0431,25.0993,145.905066789,0.86637
65,56.7163783903,77.0991730644,6.9968672475,7.00514252323,0.280747,265.004077352,6.99439,2.51005293921,65,-7.27178,97.5621002206,387.265145044,171.710376789,7.00528,96.2075556987,0.303414401637,30.2616,25.2874,119.342541806,0.863697
66,84.8589235211,-48.458275843,7.14886766472,7.15732799558,0.288946,290.530603977,7.14753,38.1596286552,66,-7.41396,59.0544761126,350.672312508,151.178026962,7.15827,71.6050074554,0.306524343345,30.4232,25.4683,152.386693495,0.869188
67,277.606573082,-31.9866232404,7.28658374466,7.29438662968,0.326076,531.220970916,7.28363,-10.6091895579,67,-7.55816,16.8788977359,907.823849628,132.752577432,7.29423,178.599114677,0.318373005415,30.648,25.6812,198.432494815,0.920362
68,74.9489089327,-2.25337060638,7.44787565123,7.4545427761,0.317264,313.73547637,7.44644,19.1657352716,68,-7.73588,9.21813418975,823.351183034,22.4398695528,7.45559,106.34794033,0.320666825532,30.8528,25.9041,112.854274549,0.849449
69,126.364190237,-8.07106119666,7.60544782967,7.61219475361,0.326765,280.825126815,7.60252,-9.94708717719,69,-7.88383,26.3158415322,435.985796756,94.2290931913,7.61256,94.0585154856,0.326844559776,31.0568,26.0664,65.9024043149,0.899224
70,100.880519951,31.4064413064,7.74901900056,7.75513840455,0.327065,186.735440584,7.74708,-7.48047981089,70,-8.0346,64.5713417623,467.830542859,160.166666697,7.75548,73.9012282955,0.328919004362,31.2634,26.254,70.2501040221,0.899799
71,94.6053479566,52.8685412615,7.88975090406,7.89521838343,0.356063,123.120913631,7.88711,-0.174370152047,71,-8.17435,60.8668661442,582.001553837,120.931652932,7.89556,45.7017681558,0.340696844431,31.526,26.4251,49.6357966939,0.918255
72,127.846508966,-32.1472522374,8.02493910664,8.02998676812,0.386855,253.434457217,8.02222,-15.001669031,72,-8.32186,59.4442443113,572.102922355,160.671543875,8.02973,96.391361889,0.348506589043,31.7321,26.6205,70.0622881468,0.890644
73,87.5547203274,112.812772063,8.18106995777,8.18613416104,0.407785,457.164344082,8.17903,-61.4845057296,73,-8.50081,67.7884765094,525.875463177,175.648970535,8.18678,179.142295275,0.356944380989,31.9243,26.7883,128.023500839,0.917433
74,202.40319893,-15.0924714033,8.32110652246,8.3257613944,0.401727,252.456135448,8.31934,-13.9070484906,74,-8.64272,64.5099581057,947.058373404,206.690485478,8.32661,84.7764118261,0.354857397407,32.1,26.979,75.995587362,0.872486
75,128.035247048,129.617909604,8.49445726086,8.49789339098,0.454701,263.837974746,8.49069,56.1262249173,75,-8.81561,109.314373382,666.037936739,321.181473036,8.49586,78.2543810026,0.374708625784,32.2764,27.1429,133.68435331,0.912223
76,34.0160930413,97.6528998109,8.6272142106,8.63157489954,0.4067,332.644752076,8.62567,41.4111161782,76,-8.94587,68.5069001915,433.568897807,129.225140883,8.63206,102.986950192,0.363342604219,32.4299,27.2985,159.768963001,0.920981
77,75.8361064622,48.1977448972,8.76345337459,8.76792417185,0.47123,305.492405034,8.76154,3.38695694629,77,-9.08847,52.9245378326,444.633365351,91.5462206867,8.76893,97.8008179484,0.3814224041,32.5233,27.4692,133.741879466,0.898405
78,12.4643337037,77.0833445583,8.97799594547,8.98178815606,0.424994,558.512420376,8.97586,3.89490207517,78,-9.29439,65.6119680678,126.731988839,87.3930601877,8.98103,206.26202826,0.373186137157,32.633,27.6371,154.587880847,0.888551
79,144.392725153,133.47600155,9.06963331379,9.07539622545,0.424506,243.575206431,9.06706,-66.4603116581,79,-9.37854,136.78840293,748.472593252,350.882056211,9.07558,103.186782059,0.376855712365,32.7934,27.79,154.018162043,0.914602
80,106.98353241,85.9554593926,9.23031294316,9.23703989737,0.449743,646.529016785,9.22848,53.145814223,80,-9.55964,91.5343976321,530.75939271,179.134497913,9.2383,197.711460307,0.380189719576,32.9229,27.9807,206.023187081,0.913811
81,54.5244570135,59.0165416766,9.36610277966,9.3712554323,0.465306,421.333945279,9.36359,47.8092262233,81,-9.70396,90.7861616513,481.102750476,158.293327155,9.37104,119.05174321,0.38702056682,33.1054,28.2082,166.500162358,0.911334
82,75.7949672873,114.425914881,9.51254881723,9.51725893378,0.493146,291.526930876,9.50886,1.36088665264,82,-9.85516,96.9189390485,580.212885771,172.502865895,9.51613,92.6257735659,0.389188485077,33.244,28.4126,118.171578586,0.92833
83,73.0169420499,33.923890026,9.69876527589,9.70299046089,0.528888,348.123525363,9.69613,45.5835614981,83,-10.0507,104.023722698,516.891620609,237.598974974,9.70287,117.234626675,0.401834229324,33.3814,28.5789,192.531351227,0.913986
84,101.549627983,27.3360581549,9.87171100833,9.87574405997,0.442459,542.798192767,9.86908,10.5641378035,84,-10.2345,77.5635532463,838.964064888,151.320580581,9.87456,189.606391289,0.387780840403,33.6227,28.763,171.313343106,0.927786
85,35.8966762196,165.369371326,9.98931608878,9.99371552061,0.514816,299.666116474,9.98566,-45.1705765926,85,-10.3652,113.499112478,317.621577742,216.356261034,9.99209,106.708986821,0.406599623949,33.7765,28.9208,119.511827298,0.928303
86,84.9055841815,125.001784652,10.1759271992,10.1795574575,0.505152,505.6471941,10.1732,52.5010744793,86,-10.5308,117.58292739,564.727451882,220.792928773,10.1782,137.198669399,0.403838942736,33.885,29.1033,189.721102614,0.916715
87,169.392390176,92.8985038795,10.3337305966,10.3385837983,0.524066,413.92896214,10.3296,84.5943296066,87,-10.6877,150.394598495,886.247680568,459.339569047,10.3368,107.879621741,0.409634531319,34.0249,29.2652,212.694471462,0.940409
88,36.8590026013,110.448518507,10.4836168297,10.4886654762,0.55439,370.708171021,10.4799,98.5379636376,88,-10.8395,85.3682394131,510.558068815,135.826989275,10.4867,99.273494498,0.415551647594,34.2259,29.4779,242.350768551,0.918489
89,201.043637214,122.127349457,10.6362823967,10.6409364548,0.50673,348.811938719,10.6334,109.561196739,89,-11.0008,128.217802298,910.18352276,346.849753795,10.6402,88.01111524,0.409491986789,34.4172,29.6275,198.018115461,0.912529
90,102.565574256,174.815537804,10.8064384636,10.8112646182,0.497505,439.346990992,10.8035,39.1765258549,90,-11.1793,137.098329042,787.476416756,314.756704789,10.8121,146.19131796,0.407736442599,34.5863,29.8087,238.845042328,0.928981
91,66.9295563702,148.595744059,10.952534445,10.9571840729,0.55451,318.729638685,10.9495,128.140939212,91,-11.3243,133.1323736,379.339791884,264.639791066,10.9578,71.5251302763,0.417037688237,34.7448,29.9824,219.975938169,0.919909
92,118.179541556,142.543442789,11.111972103,11.1168118408,0.573553,384.752105766,11.1092,19.821694035,92,-11.467,120.066225944,661.479541914,293.814644661,11.1175,119.731335966,0.42193517048,34.9142,30.1543,187.620236918,0.917849
93,60.3778774696,165.626193468,11.2582612776,11.2633866479,0.535033,494.197579313,11.2551,139.861122501,93,-11.596,125.242133244,483.229395774,283.433088304,11.2643,123.827609505,0.409819369087,35.0569,30.3179,286.745073818,0.919935
94,80.0079494965,48.9175317756,11.3752705193,11.3810676139,0.527462,597.548822172,11.373,-1.06788981434,94,-11.7204,117.379827125,451.913219603,285.367227254,11.3822,190.449017842,0.408890606264,35.1797,30.4503,272.61880949,0.91159
95,82.1273936677,149.474062215,11.5512234519,11.555657616,0.62676,323.186821931,11.5478,99.4809565584,95,-11.8897,119.955595485,590.937886965,249.193765404,11.5566,82.1602938294,0.424619233424,35.3367,30.6288,217.334471068,0.915248
96,83.11965604,61.1903835463,11.6254642395,11.6305217434,0.56486,429.064027945,11.623,2.32329912189,96,-11.9554,111.869087599,523.041906782,289.186828886,11.633,145.009429745,0.424302040987,35.4785,30.8119,217.705549266,0.914474
97,326.44433829,177.950008179,11.7248415245,11.7308365014,0.55861,401.676628417,11.7217,36.4338256172,97,-12.0515,109.949810181,1054.66459973,832.055457628,11.7314,144.996191081,0.409262198471,35.6878,30.9492,211.325589817,0.69754
98,93.299032818,8.10467669436,11.8389434466,11.8452760592,0.615093,582.547788242,11.8353,3.46404394591,98,-12.1633,107.950045315,546.571634606,241.539761516,11.8457,214.309185077,0.418195828496,35.8834,31.1268,206.71910442,0.919259
99,3.2283514092,1006.19139142,11.9474446629,11.953987738,0.563031,495.180756823,11.945,13.2643320892,99,-12.2666,107.934239866,1017.51884493,1010.0653624,11.9544,162.39086607,0.414641525499,36.0642,31.2795,159.562176535,0.84722
100,317.784150007,186.198538048,11.9899765378,11.9956830291,0.599084,833.7511378,11.9865,2.19121995339,100,-12.3303,100.542716058,1082.77923942,589.634524367,11.996,269.589623147,0.416226494748,36.2739,31.4101,208.984496872,0.84332
101,167.725093566,-66.2229500047,12.1419878514,12.148317954,0.539145,433.279391602,12.1386,13.8616122474,101,-12.4776,40.5037879627,579.172882875,138.700086777,12.1473,151.058517596,0.413417555708,36.4477,31.5631,121.009760668,0.876374
102,342.379822884,78.4190751991,12.2463539743,12.251528485,0.576266,357.348946482,12.2429,-28.6167862534,102,-12.5693,81.0349350368,1035.26711413,394.388690499,12.2518,139.586375537,0.423306214199,36.6101,31.724,153.845124442,0.860115
103,105.237484053,74.2209525096,12.3511787395,12.3582559314,0.574718,491.029681476,12.3487,4.20612184004,103,-12.6683,114.879671778,579.949627605,406.63811866,12.3599,158.21222726,0.424084411867,36.7556,31.8753,246.227862434,0.919481
104,78.2606925647,56.6375681377,12.4492472767,12.4555515583,0.532276,531.368887128,12.4459,2.70777104497,104,-12.7681,92.7028150335,470.520819646,174.356454109,12.4575,210.894286194,0.410955045145,36.9142,31.9881,247.670897371,0.894036
105,78.8306621305,288.160219102,12.5055192712,12.5114028427,0.67692,472.337924271,12.503,-22.3444544638,105,-12.8277,124.311504303,748.913713526,399.618559888,12.5122,155.019652322,0.44043887464,36.9816,32.185,131.947858651,0.912878
106,107.131427903,115.672014072,12.6184872883,12.6243479015,0.627845,458.156916478,12.6151,-2.68083993179,106,-12.9439,136.13479608,509.077639128,327.772676618,12.6258,180.832270325,0.428188437893,37.1644,32.3364,214.473951074,0.88855
107,154.712725598,150.30443846,12.7886522577,12.7941741554,0.58713,381.846495494,12.7861,15.2357656052,107,-13.1356,115.420997296,706.076408169,452.912988042,12.7953,133.77612354,0.419231347824,37.261,32.4222,121.394185975,0.899301
108,120.278900832,52.0801328359,12.9155476756,12.9211925152,0.649177,413.646464588,12.9124,-1.47330808677,108,-13.2625,112.592317151,556.855669997,326.446480709,12.9218,124.095322612,0.421891633095,37.3462,32.5824,223.923688056,0.87903
109,23.3293364311,258.268283501,13.0033119645,13.0098423071,0.655921,409.457429228,13.0009,18.6643432544,109,-13.3509,145.804713476,366.030679248,315.887758659,13.0128,123.884512307,0.426295156647,37.4703,32.6717,270.296106498,0.922625
110,16.9619940142,278.512342244,13.1590331778,13.1652404862,0.571144,508.676979402,13.1568,19.870453818,110,-13.5036,158.350248176,373.162807889,318.566083029,13.1667,166.478449017,0.413897934668,37.5705,32.8139,244.844325529,0.926066
111,238.846125501,129.919744788,13.2519898382,13.2583159277,0.643551,378.261214173,13.2492,20.2498117291,111,-13.5838,113.995129646,1069.07883591,446.801526368,13.2615,127.440543117,0.427171416843,37.6774,32.996,219.21125638,0.88542
112,81.6240129428,194.375267173,13.3373599352,13.3433113259,0.661828,399.043995346,13.3345,18.1296256329,112,-13.6658,141.321773247,582.437816972,437.22887082,13.3468,160.234170229,0.423594810604,37.7829,33.1428,182.402345675,0.884959
113,17.2673514178,423.425535258,13.4520715814,13.4575492135,0.618613,623.685324137,13.4502,20.2699016592,113,-13.7817,160.609168278,514.807842573,458.986019634,13.4599,183.408130337,0.420875121146,37.8687,33.2753,202.960919605,0.935617
114,115.968577429,-67.6486912536,13.5664268495,13.5716691849,0.626037,428.817446431,13.5633,-3.15147818824,114,-13.8623,106.656955544,612.188178416,240.626905096,13.5732,186.719215948,0.419567945108,38.0647,33.4183,247.301958256,0.900691
115,66.9472309282,39.6096548391,13.6302986639,13.6364990871,0.734352,464.505442701,13.6273,8.6895621806,115,-13.9253,96.7464910683,506.754724012,184.530324871,13.6384,156.068895124,0.431206139695,38.2758,33.5696,156.74060409,0.902426
116,30.8322407592,86.8908140932,13.6907931319,13.6968837577,0.694692,390.97315069,13.6887,14.2471493111,116,-13.9873,70.5437675415,375.170674375,103.532050437,13.6997,112.976414623,0.434037240975,38.3917,33.6995,198.012375908,0.896443
117,103.851780411,30.2872906375,13.7933621018,13.7988372587,0.610433,286.374561526,13.7914,9.88426936266,117,-14.0982,147.346262301,706.91949781,379.579350498,13.8015,108.14017779,0.416104969058,38.5392,33.8441,157.518392659,0.901541
118,94.4820298491,93.6415955956,13.8157424608,13.8215548585,0.675949,353.232097574,13.8128,37.6549287341,118,-14.1306,135.872266665,617.565418167,383.56829483,13.8243,104.37488338,0.42859628131,38.7184,33.9845,195.757250433,0.904954
119,50.0854805629,87.8101914872,13.8691600909,13.8754314421,0.634613,383.07527094,13.8675,12.6776039681,119,-14.1747,75.4421368176,537.896979836,110.659674256,13.877,117.957072688,0.422494728002,38.9465,34.1085,158.360643357,0.931747
120,21.341427265,79.1068532433,13.9292521099,13.9355970823,0.684473,391.388141136,13.9261,-1.45113908378,120,-14.2375,73.2235317608,200.488801754,112.837030835,13.9382,109.081771224,0.428855508778,39.1087,34.2124,147.110039351,0.914585
121,85.6391698971,4.00072036432,14.0163738031,14.021831508,0.720181,269.007741277,14.0144,-0.155450584562,121,-14.3319,81.9691832174,513.31881751,146.97251542,14.025,90.543773933,0.433329068694,39.2589,34.3575,107.992415094,0.908056
122,103.856417329,97.1335123118,14.090010974,14.0941724359,0.757144,438.50088066,14.0866,-3.93087037264,122,-14.3948,100.152710891,599.670529457,179.404514867,14.096,122.315705391,0.439113742668,39.3943,34.4684,125.569225872,0.928133
