AverageAbsQ,AverageEsReturn,MaxForwardProgress,StdForwardProgress,MaxReturn,AverageDiscountedReturn,StdEsReturn,MinEsReturn,MinReturn,AverageQLoss,AverageQ,QFunRegParamNorm,AverageForwardProgress,PolicyRegParamNorm,AverageY,Epoch,StdReturn,MaxEsReturn,AverageReturn,AverageAbsY,AveragePolicySurr,AverageAction,AverageAbsQYDiff,MinForwardProgress
3.5663,17.6432410852,0.0653158231881,0.0263067462062,14.8304757233,4.86387915933,13.2833720459,2.77446305597,-3.97217788831,0.852288,3.56016,82.0291,0.000609436689662,15.6543,3.5754904686,42,3.43051777695,48.6959084707,5.60875608886,3.58163157756,-3.75869,0.993118,0.559669860751,-0.0768746119065
3.52841,5.79514941392,0.0679654734317,0.0260702108854,15.3254259838,4.70294642301,3.32233093351,-1.637924261,-3.66239343265,0.723096,3.52572,81.0473,-0.00228770815117,15.8632,3.53760020777,43,3.38961244389,13.5584549548,5.4526680075,3.54330352079,-3.87899,0.991756,0.501715461706,-0.0713457301664
3.75079,5.14740634476,0.0895275238613,0.0278163256079,17.0387770699,4.72229334987,3.86576612871,-6.26421050947,-5.20824652913,0.825088,3.74672,83.6367,-0.00246302110421,16.0405,3.76775426991,44,3.6165013503,12.1530024112,5.48269846085,3.76948115359,-4.07789,0.977877,0.509427926215,-0.0816167400262
4.37036,7.38732019856,0.103936191011,0.0329015723643,19.5798475209,5.09193929182,4.3517556359,-0.198541628796,-6.21718323085,1.99556,4.35038,84.8788,-0.000882581495923,16.2622,4.37569339468,45,4.27602190108,15.1520913276,5.95957191816,4.37574594842,-5.0264,0.962209,0.719610763066,-0.0936420804074
5.69258,19.3580891781,0.181743698402,0.0414127491917,32.6710710895,12.3746568079,8.22098332138,6.9369697312,1.57725105677,6.82985,5.60209,86.647,0.0518060871461,16.5002,5.74454392054,46,5.25955159908,37.207467005,16.3757254814,5.74480340443,-6.64664,0.969316,1.01780247907,-0.0664603315133
6.50512,2.89477983728,0.0410305936995,0.0474965223495,11.6758666642,-1.22134085945,7.44341153919,-13.26527429,-20.8740175316,2.38081,6.50286,90.8574,-0.0849409546714,16.703,6.56805644306,47,5.75284394452,14.9905362499,-3.40698395084,6.56830425356,-7.32843,0.97429,0.907923059918,-0.232606193375
7.20142,5.80574351018,0.077925146987,0.0288766355532,15.5736809654,4.82853282073,3.41373176637,0.595404575226,-5.06136933647,7.28718,7.14227,91.2817,-0.000874411855026,16.7776,7.33690754375,48,3.79931817488,12.5643851403,5.60115183005,7.36267627461,-8.6162,0.995404,1.38985297869,-0.0819824626012
8.52052,5.88868556488,0.0874054866759,0.0304115942736,17.269016546,4.97637119505,4.28727273922,-3.28099651765,-3.83847545802,5.75229,8.47775,92.3881,-0.00119307884501,16.8848,8.56866044184,49,3.94125818309,14.8141799087,5.80617124571,8.65942662201,-10.2767,0.997649,1.34952722327,-0.0802556167853
8.59269,5.83302059575,0.0964879638167,0.029627351862,18.7814214066,5.09358190307,3.75322171249,0.0767472049887,-6.76412653102,6.82359,8.55887,93.4281,0.00210686541615,17.0338,8.6810052823,50,3.87700732753,13.1575867274,5.8918438973,8.77653491741,-9.63167,0.995043,1.49831834585,-0.0953090865268
8.85785,4.64827118239,0.049789994759,0.0361851510673,12.5604573355,2.35540143462,4.37297198326,-4.86494327761,-9.76566072122,4.53837,8.85018,93.7852,-0.0338042261124,17.1393,8.88465342886,51,4.42606485528,11.2681476461,1.91242451567,8.92596376454,-9.91073,0.988876,1.26359679188,-0.131751877009
9.20861,0.0634146432077,0.0199529258249,0.0427385912198,10.0222482278,-0.342211887444,5.17774156364,-11.3741357122,-19.1663549972,4.3483,9.20532,94.292,-0.0800456455838,17.2541,9.25540557228,52,5.20623637724,8.9286219133,-2.12717868664,9.26713911276,-10.097,0.986224,1.26936276777,-0.222889329468
9.51453,1.46954636036,0.0613596780435,0.0518550457864,17.484744663,2.59557015611,6.28299056938,-11.011412715,-15.2055864795,4.17682,9.50618,94.754,-0.0677911338266,17.3583,9.52599245194,53,6.32062816345,15.390441528,2.58263798021,9.52788765482,-10.2819,0.976135,1.23130823115,-0.232222255996
9.86519,-3.30795093095,0.0479224868614,0.0489586530887,14.5046764272,0.346959274925,5.88002529601,-14.0553649177,-23.4602423142,5.50424,9.8125,94.8278,-0.0805600583077,17.5889,9.84854322189,54,5.83597405068,8.86803355873,-0.971886818304,9.86046975514,-10.8652,0.993065,1.38425134931,-0.270110384367
10.2616,-1.82726516826,0.0515739734377,0.0551490200379,15.3433866683,0.013368870273,6.93946098458,-15.9212076278,-20.3679777549,4.4998,10.2484,95.1159,-0.08440974064,17.7067,10.2813003081,55,6.44945781878,11.3427625251,-1.37822362971,10.3021373746,-11.3681,0.992853,1.31641929431,-0.272167974244
11.4252,-0.375676457438,0.109325127803,0.0909401973631,29.6874127535,4.92105376284,4.63156151958,-10.5074054377,-31.0086651549,5.90898,11.4098,97.019,-0.0735392870405,17.8165,11.5111903017,56,11.1561270524,4.82843472958,5.15571919051,11.5129260749,-12.1714,0.998741,1.46398393052,-0.368600169975
12.0862,18.9641943435,0.354523010205,0.0709179494547,60.1099686111,16.2507303449,13.4740333516,-1.03642619889,-2.30801988554,5.80269,12.0762,97.1626,0.0907301214942,17.8883,12.1483677558,57,10.116250283,52.410091479,23.8785711621,12.1483841125,-12.8771,0.996416,1.40570031837,-0.102919425792
12.0221,21.552458971,0.384264178056,0.0618074307187,64.7520333665,13.1316042511,8.65726423086,1.51283426222,2.470539983,5.97918,11.9939,97.5443,0.055136052192,17.9892,12.0704832366,58,8.63990345599,41.89876907,18.8581407974,12.0705047157,-12.9487,0.993933,1.4066313648,-0.0602411642886
12.5596,13.8734867104,0.359577851793,0.0720570071274,60.737277506,12.1406047797,11.3840756667,2.90977629657,-3.45515186426,5.13391,12.5581,98.0006,0.0431336262457,18.0423,12.6124200379,59,10.166279494,48.5380322757,17.4157436735,12.6124382023,-13.0885,0.988669,1.35075769923,-0.115820926872
14.0081,22.9598474528,0.267861443409,0.0733153968733,48.2289412812,15.2547943215,13.3136795196,-2.36300232944,0.234973339659,7.2545,13.9972,98.3453,0.0761271201361,18.1498,14.0689428311,60,9.69324936285,43.5882435091,24.3279766345,14.0749762256,-15.1937,0.987445,1.64933631229,-0.102099459704
14.3041,4.86006042852,0.0958877806146,0.0409898976152,21.4564819264,3.05898503618,5.07129662755,-3.1824444116,-8.51003912186,7.22995,14.2982,98.4816,-0.0500874589633,18.2399,14.3277491024,61,5.22964404414,12.9780075669,3.05743605603,14.3348182095,-15.2613,0.991928,1.64742423927,-0.149345870168
14.5951,2.12431052581,0.019587852248,0.0547104871659,13.1675578082,-0.890651381592,6.03673723757,-11.366340365,-24.7007726221,7.35428,14.5927,98.6924,-0.115444445203,18.3597,14.625421881,62,6.81803973583,12.1404156602,-3.48783513844,14.6265781808,-15.6224,0.982932,1.65291014848,-0.301532532962
15.1988,-1.5566558894,-0.00980161989319,0.051818308192,10.1556107882,-2.70216675118,8.06955606445,-18.3307511908,-27.6977054317,8.67157,15.1748,99.044,-0.134861652295,18.5181,15.2172760757,63,6.49297522363,14.8070380292,-6.235071791,15.218630102,-16.1713,0.99295,1.75590888592,-0.30894920117
16.1601,2.51445395584,0.0616037286384,0.0396149918717,17.2833955869,2.16104118946,6.62860989114,-16.1228723021,-12.3202036128,10.3885,16.1208,99.5335,-0.0603132485599,18.5319,16.1765214471,64,4.95024879518,13.2848898515,1.6548223229,16.1778793102,-17.3625,0.999979,1.93269812394,-0.166321667959
16.9345,2.42564005228,0.103819401485,0.0481512152812,24.0001661585,2.31305920147,5.88300717874,-9.92694067481,-19.378126317,8.89236,16.9292,100.002,-0.0591389632549,18.5765,16.9836887966,65,5.98194126023,15.8372073159,1.80233655756,16.9845911611,-17.8912,1.0,1.84684417942,-0.235446659785
17.0862,-1.62555104491,0.0477221265726,0.0429572701881,15.988549907,1.49046289998,6.31237555045,-14.2528628801,-20.2368857128,8.95914,17.0854,100.979,-0.0698853616084,18.7287,17.1284749399,66,5.40227736284,8.90088608996,0.596364689233,17.1290708534,-17.8737,0.999961,1.83464897637,-0.237496961142
17.2124,2.06622013553,0.0463103658747,0.047304967944,15.7168235127,1.67651070857,4.2923204157,-8.65215864968,-13.6095206454,8.93519,17.2085,102.487,-0.0673675120347,18.773,17.2436102044,67,5.89791543949,10.3099079446,0.896214206009,17.2463331458,-17.7882,0.999444,1.81538912886,-0.182810378177
17.3389,-1.36079377555,-0.000406912575071,0.0497737327543,9.83992253416,-1.23273983795,6.05793452059,-12.6239573546,-20.7136186565,8.76306,17.3314,103.106,-0.108462659471,18.8272,17.3683219139,68,6.17981004674,10.3988247073,-3.74689897478,17.3749843614,-17.8761,0.999307,1.78754695999,-0.247119305955
17.3153,-2.71561332058,0.00387638627998,0.0497318681068,11.7807365215,-0.826541066789,7.03032114742,-16.2175629093,-19.4811533055,7.87855,17.309,103.686,-0.103831068132,18.9471,17.3266832837,69,6.15323371687,10.6528365983,-3.12443667558,17.3329134528,-17.6913,0.986629,1.69853486311,-0.232351943383
17.1584,6.36185558966,0.113304434445,0.0526957716996,25.0461082222,3.58596559555,10.0032782574,-14.2712561522,-14.2598245831,7.34769,17.1521,104.195,-0.0536176167041,19.0585,17.1726763876,70,6.64627035314,22.0309047938,3.65444215084,17.1798007646,-17.9319,0.974386,1.62685147924,-0.195254381317
17.376,13.6483294929,0.193683653724,0.0528652690206,36.8139623668,12.3274909966,9.74167245734,-5.83184605174,-0.439988201101,7.8034,17.3675,106.629,0.0417057092991,19.1524,17.4079798694,71,7.0294862779,29.8086793793,16.6823370782,17.4139135598,-18.6195,0.985348,1.73589216474,-0.0990875434938
17.6119,18.2479979694,0.252081002883,0.0575580346033,44.5192597125,16.1275850234,11.1130876808,0.265345969247,3.97375109827,7.90527,17.6073,108.249,0.0856322243011,19.2246,17.6492591353,72,7.71407264592,35.4602436122,23.2375705865,17.6537327091,-18.6118,0.980235,1.72158368942,-0.0551822592218
17.1717,49.8349061068,0.405869640969,0.134674749761,70.5332083067,14.2327940366,18.7300874888,7.34421803209,-12.497277326,30.3214,17.1101,112.264,0.0513864126722,19.2223,17.0993547551,73,18.563188356,75.5226552921,23.9983690384,17.1015913329,-17.8702,0.97501,2.66686064406,-0.24191545703
16.7986,20.9500113385,0.306503070009,0.0975317513404,58.6995511488,8.43075685616,19.9947334289,-0.71401178508,-20.1699164643,9.25455,16.7931,112.466,-0.0157643922055,19.2572,16.81870897,74,13.8330893345,63.0754896984,12.7959117407,16.8227832674,-17.463,0.975424,1.92709607528,-0.300981708575
17.1761,16.2605885265,0.303928895558,0.11711991321,55.8693869735,7.63555895832,8.94427304088,7.45572697884,-29.9310566209,9.45643,17.1688,112.933,-0.047171499644,19.2871,17.2251457476,75,14.9724164663,43.8800586405,11.5096580021,17.2302886147,-17.7771,0.975441,1.94683930748,-0.360194067658
17.6968,9.17208009803,0.222908346001,0.101527785213,44.3835505965,10.949859653,16.8689320904,-20.0739532003,-12.0710228002,8.26145,17.6921,113.168,-0.000244542020044,19.2858,17.7395207535,76,13.2769078584,34.5587855463,16.5941796406,17.7419135588,-18.4128,0.98492,1.7920637833,-0.220624820711
17.707,24.9802493777,0.382074289779,0.104559981282,66.9917541648,13.7695492199,13.769332055,-4.84753990803,-9.31395768432,7.52159,17.7054,113.797,0.0417874047969,19.3425,17.7479142266,77,13.8130098782,41.4667768052,21.3569563282,17.7482040327,-18.363,0.988915,1.71841597355,-0.212900778221
17.6556,39.2286561736,0.322535539666,0.0973250459601,57.3806415571,21.1646375042,15.703669551,6.18388850141,-1.0713132883,7.73576,17.6538,115.551,0.157006023683,19.4372,17.7051506128,78,12.589594187,59.114393306,37.340350827,17.7055708091,-18.2306,0.987296,1.73008918174,-0.145256126787
17.5931,28.9946920882,0.634630808191,0.115559138333,99.4994267733,27.8217813213,19.0438785716,5.20423911872,17.3254376646,6.8011,17.592,118.061,0.243851902703,19.5077,17.6199178021,79,15.6895344584,61.969764656,48.0469310289,17.6203580411,-18.0533,0.990167,1.61964438113,0.0265473476322
17.6787,23.2570035651,0.215124651466,0.0540289102375,39.4926136398,14.9664777162,9.21577688314,5.84395230492,6.31504993385,24.2184,17.5004,119.455,0.0752117284009,19.5823,17.5188029619,80,6.74309498858,39.0075023771,22.5134998724,17.5224608135,-17.8296,0.996504,2.52634437419,-0.0594645385611
17.4295,20.9286902651,0.196000950286,0.0495889482492,37.364938404,14.0270435562,10.5290143446,8.13083912069,3.45766064682,10.2897,17.4239,122.663,0.0664178386401,19.7178,17.4555742875,81,6.48954287199,53.0988217519,20.4975702585,17.460511147,-17.5497,0.992118,2.03917551513,-0.0539980289908
17.0296,25.7579616636,0.272412937115,0.0802151152845,52.1722222962,16.2967659481,8.56075014907,12.2606716217,-7.85606897447,8.14925,17.0272,125.671,0.0893725741791,19.745,17.0491589501,82,11.4834593002,38.9421280982,25.4465762979,17.0518366667,-17.4413,0.985538,1.81813949919,-0.185335331568
16.6333,13.2195313871,0.101620909533,0.0378823349156,22.3739453538,7.7628725579,6.6020566767,5.14400267573,-3.81351326552,7.87809,16.6303,127.717,0.0120486170677,19.8257,16.6440073092,83,4.90341751911,28.6425809787,9.96096268168,16.6475733608,-17.1403,0.968539,1.78048305013,-0.0913743999736
16.2719,12.6261964009,0.093624855726,0.0407944618794,21.84324194,7.62045149805,9.66745680321,0.712636868794,-3.69801963873,6.80718,16.2674,131.308,0.00026649774957,19.8427,16.2988198862,84,5.22046858941,47.6223060825,9.70581907909,16.3028580729,-16.9179,0.983165,1.6665870841,-0.096507974759
16.4686,21.2545789632,0.227891683137,0.0760741653397,44.9790024908,13.9960669471,13.6152726112,0.465345011574,1.63571507423,6.95514,16.466,132.221,0.0661837525195,19.9286,16.5010658104,85,9.81999279494,44.8553966658,23.1613961518,16.5019518147,-17.1253,0.982062,1.65948828592,-0.111741145486
18.5227,21.2196081253,0.280516216534,0.0561712601612,49.1402114663,15.3531916294,12.7810012951,-1.94814044436,7.37034775216,34.9599,18.2388,132.18,0.0806545885706,19.9749,18.1882740156,86,7.39256045072,51.6164730977,22.1588659851,18.1886898321,-19.1809,0.994939,2.74470423538,-0.0344527283671
19.1377,22.964628544,0.268520689222,0.0559752104528,48.807353806,16.389505289,5.02388500253,13.2589534008,3.66012332969,10.5671,19.134,131.14,0.0912618041905,20.0452,19.1657723249,87,7.43086691459,32.5502887175,23.9192097017,19.1658024003,-19.9335,0.987626,2.07053406064,-0.0588953725462
19.4004,22.7496374622,0.288949062657,0.0548702014897,50.8991944737,19.7434685325,8.35658012502,9.14058684425,10.918156027,9.86299,19.3986,130.621,0.132805145933,20.1328,19.4126433631,88,7.14524807451,35.5181002916,29.8369683153,19.4127544958,-20.073,0.977744,1.98450688927,-0.0143142664179
19.4237,27.6040992346,0.262530142206,0.0514018410169,46.7864308718,21.2777181094,10.7613580437,2.44463054518,11.8476706297,9.01844,19.4198,128.493,0.149916982488,20.1826,19.4331649303,89,6.87932984941,48.8301096784,31.714823338,19.4335358748,-20.0039,0.978873,1.89542071685,0.0105155343646
18.8812,39.6721214265,0.421020860166,0.0572725849713,71.1713115992,31.555576274,12.7519360994,13.6722217083,30.8051810543,10.4524,18.8786,126.939,0.281227887799,20.2511,18.9433433548,90,7.79379936196,61.2938521434,50.5893354922,18.9435884369,-19.3568,0.978112,1.96261302236,0.131691889888
18.7873,27.0489563539,0.210806427941,0.0989387274097,44.3380196378,-1.12704334144,20.7085971955,-16.6451585955,-31.8343584521,7.56767,18.7842,127.451,-0.155843804272,20.3096,18.7948507722,91,12.9148703601,57.4442354203,-3.72773224802,18.7954001427,-19.4291,0.981484,1.70802061493,-0.386762986737
18.7804,-3.03095341196,0.0258615369994,0.0842897648274,18.1226727626,-0.400303959928,16.486204473,-25.716282714,-35.937491449,7.34692,18.7764,127.916,-0.14646119316,20.3738,18.7761997181,92,10.9039841357,31.4110208814,-2.84896463434,18.7774741505,-19.5572,0.978709,1.65772503769,-0.397650241903
19.1172,-4.68586584155,0.12580309978,0.0808901726335,31.8642986439,0.82534732995,10.0204091686,-24.4947187563,-18.4003595396,7.01463,19.113,129.528,-0.118430526777,20.497,19.1247748639,93,10.5302246695,10.0555314917,-0.175595260228,19.1262989172,-19.9012,0.96457,1.63690189933,-0.263328188881
19.2472,-17.2427897736,0.0605617537845,0.106135289576,23.8815548128,-7.43515377795,13.2033030162,-34.5386200853,-49.4286224834,9.09187,19.2419,130.196,-0.242790741856,20.6106,19.2484263614,94,12.5703020342,14.0183478506,-16.0754744625,19.2512566265,-20.0764,0.9677,1.8037621486,-0.525480667028
19.3553,-16.7004905173,0.0123830589337,0.100373355629,20.128306114,-4.27725188762,13.0214892315,-36.501497629,-42.671025267,7.61184,19.3526,131.009,-0.222024634952,20.7348,19.3637474761,95,12.9714148264,17.7868890037,-11.4524357446,19.3665294704,-20.2366,0.967737,1.68870941538,-0.476569768027
