PolicyRegParamNorm,MinEsReturn,AverageY,AverageAbsQ,MinReturn,AveragePolicySurr,MaxReturn,AverageQLoss,Epoch,QFunRegParamNorm,AverageDiscountedReturn,AverageEsReturn,AverageAction,AverageQ,AverageReturn,StdReturn,AverageAbsY,StdEsReturn,Iteration,MaxEsReturn,AverageAbsQYDiff
91.0077,16.1575584625,179.116711357,179.225,122.293086295,-181.284,1334.14514997,100.705,763,125.464,147.068628227,173.840373601,0.969158,179.113,708.71017393,375.374850586,179.17252465,109.98735315,763,349.395438614,4.44824571705
91.0826,-0.725250529186,179.245766449,179.339,172.347578407,-181.418,1386.57393647,109.254,764,125.553,157.265414316,290.794039802,0.970725,179.222,614.921407112,341.43265769,179.306076823,185.357100617,764,563.843059974,4.47744195801
91.1116,0.220418870256,178.918664556,179.046,109.915834164,-181.131,1565.33210323,108.327,765,125.637,127.381105522,216.635664099,0.966142,178.916,760.840212614,396.914193456,178.98552093,320.38736256,765,970.529925599,4.53276317422
91.1541,-0.818218253463,179.398104051,179.512,55.5520625508,-181.647,1696.86261357,89.0574,766,125.67,105.85371171,312.208933143,0.955164,179.383,359.992689684,364.951139633,179.46279601,449.049326259,766,1202.7945223,4.37119407542
91.1821,-0.498125079849,179.540078794,179.64,47.3086938346,-181.616,1779.34461007,88.9552,767,125.761,109.165454255,182.813640378,0.963878,179.537,631.821557919,490.687499058,179.593374615,135.768419787,767,348.575111781,4.3492835092
91.2047,-0.74377396564,179.308237742,179.405,114.645481025,-181.419,1142.0291553,97.7076,768,125.803,126.530348571,473.90476511,0.965987,179.297,335.010897665,250.707426504,179.358002946,408.240821812,768,1252.75476305,4.40463716551
91.3132,-1.26739263284,179.333734711,179.449,134.573052699,-181.533,2268.768019,112.406,769,125.86,139.158685844,325.356035062,0.974659,179.319,1141.89375481,640.427241287,179.391564391,264.824239595,769,734.135640462,4.52326629011
91.3205,0.26407731682,179.597091483,179.708,224.100475524,-181.841,1407.7453754,94.2369,770,125.895,150.934984419,282.07822913,0.948408,179.593,659.542331328,343.365230123,179.660816642,175.723364223,770,486.828999899,4.41825098043
91.3385,1.52622948725,179.439675163,179.545,15.7239729557,-181.828,2075.79209906,107.829,771,125.971,22.2786349181,154.792111294,0.936046,179.44,65.8220103452,247.56864631,179.485071847,190.686512173,771,519.653601307,4.60829550696
91.3854,-2.3620799282,179.687266534,179.756,46.8496957722,-181.901,1850.51368225,103.61,772,126.025,132.721788675,170.989775858,0.964709,179.665,614.793313637,525.531285335,179.733981706,210.700566587,772,614.537070329,4.51194676304
91.411,-0.126188198172,179.941738264,180.031,26.2251858632,-182.174,1216.71986857,105.699,773,126.118,131.397980224,167.268933322,0.963978,179.925,520.595658332,289.525438278,179.988452974,185.526866877,773,529.514582341,4.55294914512
91.5044,2.498669946,180.480813749,180.566,136.612089101,-182.646,1834.77937595,101.218,774,126.198,151.401758387,407.063754355,0.979897,180.474,602.543138219,399.240717459,180.518498953,334.381426111,774,963.731518009,4.56162383194
91.5523,-1.76364427458,180.59044927,180.676,148.742647968,-182.762,1098.14518328,91.9677,775,126.292,130.121865007,297.683252799,0.921329,180.592,552.273377939,320.050164133,180.625509198,429.627103505,775,1033.71548952,4.37284922863
91.5773,3.794511869,179.884639379,179.97,36.8244166994,-182.081,1967.30470108,108.38,776,126.342,109.697333894,583.325187511,0.957082,179.865,620.168252455,529.437741638,179.933898274,513.055812978,776,1110.10773574,4.57971511347
91.6328,521.106183217,180.376601982,180.486,164.183090687,-182.475,1723.90942005,102.462,777,126.448,135.174211875,883.894405609,0.973204,180.368,821.005880854,391.696988736,180.420206185,330.46242007,777,1320.42896026,4.39252964423
91.6742,-1.46782418092,179.792862614,179.889,273.284680095,-181.984,1376.99237963,127.953,778,126.508,163.291452848,147.256740567,0.967777,179.787,768.052133154,306.695744495,179.840252255,172.197185498,778,364.195259163,4.74152587677
91.7346,-1.22683319952,180.198658276,180.318,236.45164906,-182.293,1906.96131577,106.612,779,126.6,165.721697947,223.163983706,0.970105,180.197,642.021810053,400.926734205,180.261724275,267.598830829,779,805.094845078,4.45926659396
91.7986,-0.376092517927,180.494095381,180.627,192.524352538,-182.752,2398.57697273,100.045,780,126.68,140.168036726,522.881308069,0.964099,180.485,883.683659074,598.89578949,180.562205457,720.027955508,780,1541.02283351,4.48547643762
91.8459,1.45477119033,180.118713446,180.217,163.587127608,-182.293,1598.47448967,106.872,781,126.744,131.650733984,370.753805707,0.975129,180.107,751.989136655,392.175792979,180.173001535,248.124469547,781,780.111644313,4.56300939465
91.9154,-2.32392780394,180.475932749,180.567,134.6013149,-182.599,1555.12838488,100.304,782,126.799,137.787490413,243.854525872,0.969635,180.469,712.565188404,487.562710094,180.523011969,227.798155617,782,677.585272902,4.36594891451
91.9985,190.323808068,180.326463628,180.425,137.40308694,-182.445,1196.55443045,97.4361,783,126.859,151.933301474,408.883820486,0.970512,180.31,388.708276186,242.7525104,180.380644399,169.602790995,783,664.38424033,4.46963508367
92.0702,-0.4724819625,180.282236229,180.385,137.865748381,-182.524,1373.49711005,113.026,784,126.95,121.647783343,157.34556225,0.957162,180.273,800.072648829,347.41700772,180.337503822,161.818533969,784,463.760223611,4.58461721034
92.1204,0.21473065377,180.388821719,180.476,163.319890632,-182.478,1741.72089155,93.6052,785,127.006,147.508477858,351.145074143,0.969553,180.367,704.519658921,370.813768616,180.443449713,293.725017941,785,762.269213122,4.36912430951
92.2043,28.6193335737,180.784571367,180.88,196.086106489,-182.941,1765.30739628,103.125,786,127.064,146.539716851,290.60905768,0.974252,180.769,673.982704569,395.413409992,180.827300437,303.365939827,786,871.546502041,4.44064365156
92.2376,101.412768191,180.338447635,180.455,48.3478232722,-182.589,1667.25975988,117.406,787,127.151,130.973601287,609.978843328,0.969854,180.341,580.425685805,385.513960084,180.396554671,425.777889168,787,1214.28550472,4.60216909692
92.289,3.06130392696,180.284109258,180.376,128.178650199,-182.375,2064.44716726,100.998,788,127.235,127.80061155,213.68200621,0.973821,180.267,628.532525608,528.582290374,180.340877062,312.102852753,788,815.071412848,4.45206409396
92.3282,1.25356853832,180.836273575,180.947,131.000689353,-182.956,1726.89028774,100.439,789,127.314,142.629340327,402.329041289,0.974266,180.825,577.95647286,433.950162372,180.902307527,233.92788287,789,585.995808125,4.48325276265
92.3467,-1.48283964678,180.584622562,180.701,131.93771732,-182.801,1177.33546601,119.528,790,127.34,131.078313158,235.285612171,0.967867,180.571,400.814114158,285.146335685,180.651252058,219.614546254,790,629.103462935,4.66059139797
92.3963,-1.54578614898,179.898995473,180.042,112.787432723,-182.053,1484.0477622,109.616,791,127.455,148.111652389,329.932347389,0.975137,179.89,643.640486839,369.525105441,179.970343395,184.855464711,791,579.402280417,4.60442566124
92.4482,114.536191006,180.808782168,180.911,31.3780996365,-182.923,1029.72456925,105.359,792,127.539,143.593832234,373.422915353,0.968412,180.797,432.92438317,241.805207332,180.861827279,194.184864336,792,726.898336554,4.56763742444
92.5156,0.157459461753,181.048152852,181.158,124.46490825,-183.181,1916.17240596,103.035,793,127.567,126.094489366,348.742492072,0.966597,181.046,655.281321144,525.794921305,181.101234051,563.586605673,793,1324.2298008,4.48551973588
92.5835,0.566725028566,181.037995119,181.131,99.3121581554,-183.184,1478.08394577,97.5509,794,127.639,118.837922753,376.926903108,0.96646,181.015,621.467896489,485.487013416,181.085688284,180.948056429,794,544.102573234,4.48410187042
92.6013,0.535294457303,181.286311285,181.399,242.678749398,-183.421,1773.37476486,87.5365,795,127.678,169.826044714,270.960951512,0.975268,181.28,924.975421236,486.654833522,181.340115244,365.859373061,795,1043.85416652,4.38407898951
92.6405,-0.219435225825,180.62181322,180.744,201.999914137,-182.782,2146.83871212,110.382,796,127.732,158.719481995,320.547686038,0.971899,180.615,818.013611294,428.890735263,180.674229935,281.318467323,796,740.539417842,4.59836780718
92.7277,0.305049646504,181.092476801,181.206,181.758573298,-183.253,2128.2162291,98.7809,797,127.845,154.795155225,173.303982991,0.973004,181.086,748.43129635,477.577486158,181.148377815,186.700789145,797,461.576578045,4.45034490863
92.7698,-0.673304044485,181.340169986,181.458,14.7477882112,-183.475,1634.37691555,112.987,798,127.908,61.8601395833,191.083457673,0.964701,181.336,275.616318787,421.066245325,181.410980694,255.445309045,798,733.396239789,4.5597155463
92.8442,-0.577729757395,181.217967864,181.301,217.603588398,-183.255,2428.93666713,112.179,799,128.01,165.285685672,387.105192437,0.971544,181.205,745.388813356,521.641115159,181.268554211,264.146734167,799,774.891180425,4.56997409849
92.8743,26.8754779284,180.76233775,180.857,141.024573656,-182.805,1265.64961752,111.723,800,128.1,137.302621771,197.516646163,0.968514,180.748,399.610781256,281.985666831,180.813420796,142.993814169,800,478.260153679,4.50108092576
92.9479,-2.80452043461,180.900599627,181.023,114.490990035,-182.966,1439.61269699,108.059,801,128.16,161.629973303,113.281329582,0.979481,180.89,809.076942231,320.237772028,180.982463921,166.472194914,801,484.51075884,4.52048066302
93.006,6.86451764881,181.098948215,181.209,126.8610677,-183.167,1841.62244922,104.087,802,128.219,137.139088877,275.974433088,0.979571,181.093,623.680966492,443.303601975,181.169672042,210.367496514,802,593.689481158,4.4302465889
93.0263,-2.51826829778,180.217325442,180.305,177.742103521,-182.286,1194.17018112,100.928,803,128.291,158.439782448,228.762052356,0.972943,180.202,622.23854139,253.963694959,180.273639201,209.752487662,803,485.839546076,4.40399971054
93.0364,-2.29831899626,180.731982528,180.846,213.625785572,-182.856,1633.14032789,112.706,804,128.359,171.005507674,301.86081389,0.978217,180.726,747.960187455,363.958550206,180.793310361,302.107684715,804,737.370089907,4.63352006556
93.1029,0.438738881289,180.362659439,180.469,109.593371213,-182.442,1229.06023849,115.206,805,128.396,127.14549951,306.082977775,0.978365,180.344,682.764742236,331.812862172,180.414563356,329.851623665,805,833.605805031,4.50654130111
93.1357,-1.42878979166,180.368478797,180.459,146.761470654,-182.433,1399.32318405,97.6868,806,128.474,122.294326059,228.31999564,0.971142,180.359,549.928908816,355.798799332,180.415336208,292.596805591,806,900.169504036,4.42420291609
93.2126,1.51350622191,180.853484162,180.957,292.0935393,-182.849,2254.22989015,90.295,807,128.509,145.63301234,302.944504458,0.979459,180.857,1002.52440995,532.936789525,180.904674339,290.059813824,807,878.902351754,4.2696424404
93.2949,56.5771743292,180.943817007,181.052,160.240339134,-182.924,1911.03918692,119.363,808,128.632,159.595467485,535.075500777,0.982496,180.918,792.70269768,433.492129475,181.009413409,290.766252795,808,835.520361184,4.61087173561
93.311,-1.56263050992,180.814953639,180.936,146.175905328,-182.976,2063.06985907,107.717,809,128.735,142.280304044,128.647136423,0.981846,180.804,977.63626021,525.912759682,180.881369023,191.018262752,809,585.24486814,4.57852917237
93.314,-0.272947451258,180.682230403,180.804,130.391730932,-182.733,1734.31647342,102.111,810,128.801,138.169371705,238.907097001,0.972622,180.678,622.4809187,460.182950503,180.742614168,220.843057693,810,528.344863533,4.49167779188
93.3761,20.0740529117,180.733798362,180.841,79.3108406059,-182.814,2134.48510129,103.823,811,128.928,132.843376358,312.303915472,0.97466,180.717,539.013036018,474.075659108,180.795199891,328.750655132,811,1070.34899656,4.52922608477
93.4067,-0.546412047898,180.222421397,180.342,21.9626268578,-182.339,1506.69166761,110.256,812,129.026,144.510821328,248.734659948,0.974784,180.216,605.228835395,360.333701042,180.285973091,236.618056636,812,699.143133313,4.57556979725
93.4348,-1.95060465655,180.610189338,180.706,289.360045474,-182.696,1382.0786211,105.599,813,129.123,168.878095026,128.32773051,0.979553,180.598,688.174559701,247.641818382,180.661421346,175.664083513,813,537.53233464,4.48925658216
93.4552,438.735547129,180.795749906,180.874,231.153480762,-182.929,1409.94847699,100.032,814,129.21,143.73190203,464.521699426,0.970034,180.781,742.602759002,293.273224124,180.851268886,25.7861522968,814,490.307851722,4.48500093297
93.4915,172.015526813,180.996955932,181.095,174.171542555,-183.135,1545.18941993,109.876,815,129.324,150.66014907,485.1337804,0.972163,180.975,751.326297368,308.894197243,181.053043956,244.708190676,815,774.385453867,4.53405463862
93.5371,-1.19786378161,180.539993325,180.648,125.124310741,-182.752,1289.00641887,120.362,816,129.399,161.316041046,256.729985765,0.981931,180.548,587.574933925,257.307313061,180.596616679,237.612078414,816,585.108652207,4.69430397729
93.6091,29.5165137921,180.528872539,180.609,249.159933834,-182.627,2397.80006205,98.1159,817,129.449,161.880901047,375.761939007,0.976988,180.499,820.556664395,395.753372645,180.59299416,194.394250496,817,693.089193613,4.42820159939
93.6881,-1.41350523389,180.850503695,180.955,196.56165887,-182.956,2418.15948756,91.5506,818,129.491,147.766234559,231.154280528,0.973558,180.851,796.743960219,540.660900514,180.906513532,285.876369026,818,789.702086904,4.38533737711
93.7597,1.61942336745,181.230272222,181.335,43.9065139151,-183.413,1813.09650341,122.194,819,129.573,105.654932614,336.016951035,0.96392,181.209,498.062095236,451.53360346,181.292438963,233.254309869,819,624.561585479,4.71298276297
93.7603,-1.16791701493,180.960458918,181.084,187.456457593,-183.287,1581.83355134,125.723,820,129.662,157.571752164,330.027669469,0.97006,180.96,652.286576315,391.706972444,181.021531536,413.178660164,820,1038.25499767,4.72213071866
93.8153,-2.33130969103,181.113540951,181.235,200.259299701,-183.285,1752.3277208,97.462,821,129.744,162.404458567,261.933723383,0.946925,181.097,676.034329044,373.755984611,181.196675866,362.824983174,821,1012.33493139,4.52595755542
93.8032,-2.63038790712,181.343762629,181.471,237.704056319,-183.501,1697.54632838,115.467,822,129.814,163.801264295,396.958475573,0.960202,181.343,730.480860557,394.364149249,181.421786157,549.94941027,822,1483.59094781,4.60047196392
93.9064,186.118352867,181.04400492,181.163,167.615327457,-183.076,1652.09766026,87.3956,823,129.891,120.40251967,379.62136235,0.965855,181.023,519.072719194,388.137476113,181.1052254,187.68236613,823,633.418316497,4.30639110713
93.9259,-0.54671576286,181.007243369,181.118,199.974899972,-183.248,2151.65297006,106.861,824,129.968,164.944481034,338.054030566,0.976717,180.997,773.662420387,446.981226823,181.072547058,278.445622368,824,737.668897894,4.56309063875
93.9981,533.054793551,180.951074453,181.068,158.529814984,-183.009,1566.56284565,108.812,825,130.07,157.875100198,640.491877902,0.965296,180.944,640.763286406,329.870987753,181.005041653,67.7872915384,825,703.955899542,4.53169538726
94.0251,37.6020606299,181.082346893,181.155,169.113154095,-183.149,1819.68697675,118.716,826,130.173,133.482669279,599.165195324,0.97516,181.068,812.785687224,491.748249171,181.130964303,523.658387358,826,1393.66818682,4.56579890779
94.0926,136.237597001,181.127618655,181.238,170.134480431,-183.237,1378.22852238,106.039,827,130.25,163.860632011,505.635878432,0.97917,181.126,620.222305243,259.691497524,181.177579445,225.429464295,827,747.879361444,4.47598616574
94.108,181.995897206,181.351081571,181.446,309.911626394,-183.478,1387.76025314,120.284,828,130.353,156.950762744,548.093938779,0.98596,181.327,709.29428184,224.63560033,181.408766735,325.141675286,828,1024.12252423,4.61192612327
94.2032,19.3180956374,181.283253648,181.415,77.2475081542,-183.517,1144.69592678,114.457,829,130.405,120.370703309,300.06927892,0.966873,181.278,464.376272271,239.396421446,181.341633962,245.305019623,829,630.951107702,4.63418623874
94.2491,-0.864256963517,181.398080743,181.493,122.93139269,-183.43,1905.5303597,99.1322,830,130.457,130.357986466,235.043407376,0.966952,181.39,522.461232152,373.574139944,181.462305396,348.053592623,830,930.538283099,4.42249051336
94.3247,-3.96704187186,180.901273698,181.003,137.940150793,-182.859,1318.57605385,86.0644,831,130.502,148.471106663,167.198737632,0.969285,180.889,660.244280293,357.212112833,180.966708491,135.892340833,831,469.278196282,4.3038076536
94.3368,-0.190097372491,180.665815154,180.754,234.107133491,-182.706,2542.68116651,101.762,832,130.571,136.270050555,361.286475939,0.959652,180.655,871.171661171,652.256164368,180.719392688,265.318716961,832,730.158402049,4.54313445849
94.37,-2.21038042506,181.33295592,181.443,186.280791408,-183.293,1512.14690104,93.7237,833,130.602,140.508889736,287.40270016,0.973093,181.339,706.059504027,422.063586521,181.373460222,320.085585276,833,812.10107488,4.34091853328
94.3674,-1.3076751008,181.62522813,181.703,261.395097616,-183.719,1042.87034173,105.079,834,130.678,165.698942074,237.256431425,0.977935,181.605,636.762574467,191.090600453,181.688519112,251.407248014,834,719.970794895,4.48965018279
94.4261,157.34900132,180.947465071,181.037,313.045232765,-182.922,1648.81681674,103.588,835,130.73,164.080807425,605.773104172,0.984317,180.935,818.635133496,252.316206884,181.003330726,349.687229806,835,1010.56368705,4.52336457607
94.5098,156.786658909,181.94357904,182.018,107.86652555,-183.975,1716.86673396,109.006,836,130.778,164.339179612,525.102605526,0.978477,181.937,783.332603001,412.44335371,181.99276381,264.066615569,836,895.670182533,4.53516402662
94.562,-1.3259270165,182.132369581,182.22,120.567134178,-184.132,1981.40688388,100.478,837,130.838,154.583932139,208.03435475,0.973313,182.117,683.423767806,408.657382722,182.188284199,167.552077064,837,434.834404855,4.44583938446
94.6139,33.8054245532,181.967607472,182.06,134.678256105,-183.973,1263.04767357,113.82,838,130.898,164.022880045,535.172239672,0.980137,181.959,650.81464319,266.488800715,182.030260188,396.762708435,838,1180.25752859,4.57754232907
94.6676,-1.81506262456,181.602900893,181.731,33.7807796886,-183.667,1474.77558821,94.8589,839,130.913,151.537517439,293.111426018,0.97238,181.594,600.082016967,350.115393533,181.671005348,287.868363876,839,873.470669337,4.36288423628
94.7031,19.6488012095,181.808873466,181.9,131.256355554,-183.772,2322.11278114,108.96,840,131.005,142.180622317,417.174946872,0.976401,181.804,638.915187786,417.775742273,181.863535283,472.273486181,840,1293.56348662,4.60934759563
94.7562,-0.33555111028,181.745993825,181.854,109.659798021,-183.858,2165.44191155,105.083,841,131.1,141.622960138,237.517237669,0.974685,181.746,564.573793645,487.75825558,181.800865156,213.253076881,841,539.752935681,4.49510956795
94.8321,-0.580581679532,181.752214993,181.845,21.494546444,-183.717,1286.43273165,110.712,842,131.178,121.399899179,450.670078813,0.975071,181.735,386.526724171,294.214292962,181.813150184,382.762640729,842,1090.70434723,4.53097166802
94.9168,-1.50026149395,181.791908611,181.9,139.230074873,-183.747,1228.75560022,117.173,843,131.245,152.739419301,106.011020323,0.980083,181.781,493.314598294,271.386240904,181.853862556,155.911036411,843,504.882375847,4.61444578783
94.9819,0.149508920371,181.917377424,182.052,92.9636702203,-183.954,2333.96340457,94.9389,844,131.308,146.831625589,200.211769504,0.973808,181.898,719.914859861,462.262046925,181.996290018,229.077609421,844,625.904813042,4.33270726283
95.0154,7.38653023186,180.967421793,181.088,103.819390004,-183.065,2200.31087585,121.243,845,131.386,146.831944142,208.921921918,0.966807,180.959,827.67621773,557.866363007,181.030759579,213.854590888,845,702.752802484,4.71708939806
95.0612,-2.95968465581,181.109478589,181.227,254.618013745,-183.167,1573.90171729,122.428,846,131.493,163.489732493,223.47906925,0.971185,181.103,736.364647996,302.709337308,181.183315151,250.279145238,846,818.570041199,4.68603710105
95.1311,-1.02965252695,181.289003233,181.406,291.774911411,-183.496,1792.93090728,114.677,847,131.577,160.864418456,310.655240001,0.972618,181.277,871.496832067,437.967572004,181.364826773,377.641072874,847,1187.19130897,4.65170495392
95.1858,-2.33598653916,181.545481547,181.663,169.031064389,-183.642,1625.19238694,108.446,848,131.636,146.20939629,141.241985642,0.969106,181.537,580.219915909,363.65955576,181.625226793,145.038887471,848,412.592909954,4.61425655469
95.2545,-3.32241334987,181.514424082,181.625,107.326153238,-183.614,2174.06457052,115.269,849,131.744,167.797953037,214.647826499,0.974017,181.504,693.750634336,476.988392344,181.589310724,263.334104079,849,669.979811464,4.57758844021
95.2538,52.1150278858,181.468340248,181.584,33.0754035567,-183.568,1400.2489033,92.6076,850,131.805,140.610011293,294.459774789,0.975232,181.469,698.896549587,335.944565209,181.536209407,183.900839342,850,479.285024948,4.3765690216
95.3031,337.532251904,181.818928526,181.905,240.627234475,-183.965,2096.3427914,99.4896,851,131.878,146.53561355,618.061924673,0.980613,181.796,788.760917289,507.866163335,181.887192314,259.485955385,851,1008.27462938,4.537523181
95.3875,-1.01891034988,181.917098477,182.06,149.983670881,-184.136,1748.09734021,116.825,852,131.96,122.127562184,259.048478589,0.972654,181.911,707.014529489,405.634154479,182.001048752,242.544041432,852,640.527158827,4.70881945735
95.4365,-2.40120120178,182.576138114,182.693,248.705024472,-184.733,1407.81537608,103.237,853,132.025,148.366113541,150.395712604,0.955677,182.566,742.456383741,343.503652708,182.634094794,207.323667992,853,716.010364626,4.57733364067
95.4848,52.8268743372,181.626209128,181.729,133.597372205,-183.715,1739.25019051,103.743,854,132.08,138.576870828,637.468778224,0.980915,181.61,904.132886867,532.318626134,181.701018932,436.06214429,854,1099.70345442,4.56977758345
95.5288,16.7561962228,182.502892293,182.621,170.43791335,-184.501,2109.33548999,117.194,855,132.186,155.031193654,343.663085475,0.977929,182.509,708.765845363,484.439238252,182.55613324,197.625165625,855,687.317296737,4.60088237268
95.6179,2.3752610804,181.810054627,181.891,266.745185821,-183.911,1483.62951496,118.527,856,132.269,164.175567146,277.876962894,0.97647,181.785,832.897430483,392.891664977,181.868728174,312.356073851,856,762.02596173,4.71554279437
95.6701,0.405260560041,182.505336333,182.615,205.778268439,-184.648,1813.26033625,107.504,857,132.33,155.585156166,315.788807801,0.976521,182.504,982.074558769,605.280920581,182.557236148,325.678664161,857,981.744815249,4.57149530734
95.7255,-0.734748013054,182.16567343,182.248,356.097768895,-184.275,2342.89533814,115.617,858,132.394,145.561633113,343.392275673,0.978268,182.15,1212.88322416,599.254642163,182.220821466,202.608321479,858,587.982297925,4.58993385565
95.7882,147.436467558,182.305992039,182.401,65.6138397355,-184.42,1626.93070829,110.696,859,132.442,136.299793403,507.932805961,0.978829,182.298,681.402874481,386.084906548,182.356875167,276.176378371,859,902.319626241,4.54741224718
95.8769,6.32688529179,182.290129963,182.384,236.239100753,-184.375,1800.85403231,107.275,860,132.525,160.174772353,394.391678138,0.984245,182.283,833.518884364,394.938262851,182.339240406,460.541845564,860,1158.04100379,4.54611475987
95.9224,44.7685598481,181.897521753,182.022,169.682153408,-184.063,1610.52143267,96.2663,861,132.619,158.062352756,393.044859477,0.976086,181.883,753.651012331,371.904009521,181.983806966,163.329356959,861,548.246942714,4.49713227938
96.008,1.36732467145,182.338429127,182.448,288.233568092,-184.467,2096.63198786,106.742,862,132.671,154.076447723,253.094395597,0.978611,182.323,841.0806826,425.011391359,182.40123626,240.55516032,862,732.847578794,4.55662016861
96.0989,-1.37044590449,182.181104753,182.303,66.7924748239,-184.32,1579.48465484,105.19,863,132.745,129.318370575,238.49830616,0.971845,182.185,575.459915652,417.412168554,182.252110892,195.47616269,863,500.482886675,4.57561080439
96.1438,141.601606872,182.324827888,182.421,107.445958852,-184.479,1518.60512866,108.492,864,132.817,163.490436594,437.912666818,0.977503,182.316,740.296174915,338.206133639,182.375361865,318.006876989,864,965.93782177,4.51690728801
96.2254,10.5575869088,182.313690819,182.429,130.696829069,-184.451,2739.38093501,111.334,865,132.881,132.21159769,271.97552839,0.974152,182.302,844.159093907,593.831795531,182.375949988,147.552411385,865,438.415320312,4.6195945759
96.2625,341.381275003,182.14019885,182.247,244.469398048,-184.332,2015.92457557,105.614,866,132.975,138.921649311,489.315731412,0.978639,182.131,873.501291085,484.165418713,182.192040468,106.086217046,866,584.915703919,4.56168555823
96.3053,22.4290374771,182.493470718,182.613,341.028337181,-184.582,2425.13899429,101.02,867,133.035,155.03180824,352.470503916,0.982319,182.493,1162.39768801,582.729474071,182.557830654,358.95809463,867,1110.59963031,4.43701439317
96.3536,21.8684256257,182.435152503,182.534,309.957697905,-184.505,1850.18753554,108.365,868,133.13,122.252979208,389.910120044,0.982764,182.421,954.502639502,425.452113431,182.498506661,221.007029498,868,706.837650641,4.64064855961
96.4078,-0.310941450843,183.14880984,183.232,93.3581844774,-185.282,2178.93108208,97.1606,869,133.212,135.37144555,220.451313131,0.983582,183.145,821.66035307,598.41972878,183.184134942,267.766216692,869,749.566954103,4.52398413134
96.4323,1.77618398398,183.247665579,183.324,137.255170531,-185.386,1870.33861206,105.564,870,133.293,150.306503671,343.890352435,0.978357,183.231,739.251540479,491.439043735,183.287377757,357.91438419,870,886.721363809,4.58016943262
96.4822,0.876597247475,182.797840929,182.884,444.105084427,-184.892,2011.42376867,108.463,871,133.371,125.476451989,522.238787023,0.983488,182.794,1154.02456027,444.649907547,182.832791409,371.202625888,871,836.053529478,4.5163971465
96.5094,179.42053361,183.241112013,183.337,53.9230961222,-185.345,1519.81600308,98.4398,872,133.417,139.549282279,467.326606538,0.981627,183.239,629.042263968,361.219460293,183.282129041,269.087687477,872,826.790304469,4.52329615709
96.5427,0.613351437209,183.377732953,183.461,244.311120647,-185.438,1971.2529666,120.58,873,133.488,146.275874211,396.881129693,0.988239,183.364,798.354955596,369.286591562,183.425808803,257.273317104,873,727.233206343,4.6954767848
96.6108,3.31714906992,182.619565987,182.705,324.166627026,-184.846,2379.01580563,109.275,874,133.59,157.21952157,325.378006454,0.988063,182.597,653.080137362,400.223084493,182.679335504,224.544553961,874,564.826342219,4.63762960041
96.6402,-0.514678641398,183.401090116,183.501,96.3743127057,-185.586,1356.72747418,111.274,875,133.679,118.848248604,194.827650515,0.977836,183.391,338.932711613,289.638161039,183.451380542,210.102387076,875,585.435242374,4.58172995769
96.6669,3.13846449807,183.102012069,183.185,41.0892797607,-185.245,2375.36196029,94.3721,876,133.724,137.17941684,364.616390642,0.981827,183.083,1132.55379574,671.152203743,183.160740333,324.769208121,876,751.777093649,4.45643485335
96.728,-0.522746767593,183.821439748,183.902,15.6294523501,-186.015,1211.56818751,110.183,877,133.791,72.5981202954,302.237621909,0.969851,183.808,219.262446179,286.110278505,183.873552823,319.483429924,877,835.265504188,4.6186482377
96.7694,94.6730759674,183.543543966,183.649,217.477804938,-185.798,1965.02676299,114.952,878,133.791,143.251208187,565.802314375,0.972557,183.54,1109.38140966,619.778520512,183.600092348,333.280790757,878,813.285774512,4.67294182342
96.799,-1.28232390983,183.741296196,183.847,171.729316516,-185.926,2008.76880734,108.1,879,133.904,134.165416373,308.147755989,0.978889,183.741,849.719105284,534.37210407,183.791025405,400.401402778,879,952.196161387,4.57729369548
96.8764,-0.655537114372,183.415652126,183.511,248.817391679,-185.489,2285.77460528,109.581,880,133.986,161.428937827,204.35903243,0.982823,183.39,924.365104897,575.693093154,183.470005416,154.26772225,880,394.767529573,4.54632112854
96.9141,1.50418158238,184.1827904,184.275,240.013366248,-186.236,2479.32147224,78.6146,881,134.026,164.960112474,359.951904021,0.981759,184.177,1157.68912938,593.387198707,184.23102495,273.399720201,881,653.728107468,4.25756402639
97.0046,0.869737470443,183.599923421,183.705,153.997471968,-185.698,2581.54750859,111.806,882,134.099,145.424982745,277.141842618,0.97487,183.596,411.218210207,389.687065556,183.656871879,228.205722338,882,660.963340237,4.57490315996
97.0641,282.223399614,183.830597933,183.923,226.888136704,-185.838,2078.16336202,107.389,883,134.161,169.662999952,648.991923824,0.980506,183.821,966.172625646,539.351449872,183.884807276,294.170086541,883,1002.41940679,4.54750849312
97.1318,373.902097407,183.968202606,184.061,285.905363763,-186.111,1997.30376447,100.335,884,134.209,154.02696206,735.842735075,0.98206,183.958,900.979214902,513.653476475,184.027594713,444.16576947,884,1361.41858385,4.53879291619
97.2175,75.3217384976,183.58519911,183.667,173.183495533,-185.774,2446.9102193,115.771,885,134.299,150.057689257,436.621012021,0.978919,183.572,738.87258928,574.387775416,183.627292304,378.732456728,885,1054.73093498,4.65206406952
97.2307,56.6885698496,184.029120043,184.136,222.436054669,-186.174,1707.120201,118.318,886,134.351,174.909142643,455.163693217,0.981402,184.033,737.078986635,397.757097825,184.105985992,284.633457342,886,772.571934911,4.59534338028
