AverageQ,AverageReturn,AverageY,MaxReturn,PolicyRegParamNorm,AverageAbsQ,AverageAbsY,AverageDiscountedReturn,MaxEsReturn,Iteration,AverageEsReturn,AverageAction,StdReturn,AveragePolicySurr,AverageAbsQYDiff,MinEsReturn,Epoch,QFunRegParamNorm,AverageQLoss,StdEsReturn,MinReturn
208.997,829.088538484,209.001735043,1268.57903276,104.481,209.139,209.075076804,122.088619373,635.832013907,921,246.413383156,0.985968,252.13970197,-211.569,5.14800590855,-3.84087395361,921,146.029,140.936,266.680745211,42.7117376511
209.118,883.970646376,209.129019259,1527.80942661,104.569,209.259,209.213005697,184.251476911,680.488422642,922,195.184983401,0.982331,290.164375799,-211.614,5.10004373333,-3.3887795585,922,146.083,132.467,219.127318745,460.903467274
209.259,727.426064073,209.2602799,1424.06207659,104.61,209.395,209.338299001,175.861323468,801.394389357,923,340.207234261,0.980728,226.753004059,-211.765,5.05929828635,8.90575913776,923,146.158,134.37,305.643171401,463.264653876
209.258,615.90435999,209.264329755,1167.16159004,104.673,209.408,209.34349836,180.716274108,772.309286355,924,409.300335428,0.976519,144.446203335,-211.871,5.12906200404,62.1500241736,924,146.206,140.033,228.598947341,363.971709733
209.56,562.407489291,209.569938851,1002.76881096,104.739,209.705,209.651031032,180.872574451,510.56091965,925,333.229568216,0.983169,133.741610277,-212.098,5.05719229627,-2.18945201141,925,146.3,132.796,171.794133194,366.959409372
209.134,733.642130658,209.135692029,2136.4331322,104.843,209.281,209.197169035,172.898697513,880.552289456,926,361.717992624,0.977325,361.029777139,-211.613,5.0918931923,2.62052804077,926,146.351,137.688,363.79229288,273.935183177
208.976,1072.48254189,208.988623514,3044.83032512,104.904,209.112,209.055740616,169.637998061,1444.38065813,927,807.436110234,0.978204,505.063350064,-211.368,5.16340306274,27.3148254253,927,146.444,143.247,587.306607632,636.747598669
208.728,765.723186782,208.73712624,1438.09398556,104.943,208.863,208.799327406,130.459651042,573.087474223,928,107.278693956,0.980963,321.611520946,-211.162,5.01050235679,-4.92436162138,928,146.555,128.735,181.548750391,60.2232102227
208.896,867.133786237,208.894158629,1673.38110189,104.967,209.031,208.958852244,174.089605432,1120.78809587,929,381.9176292,0.984166,291.774269493,-211.395,5.06079077973,-3.84969319099,929,146.619,126.627,378.831029232,450.875772375
209.532,862.733509287,209.543095652,1856.20586275,105.037,209.642,209.604417153,190.266428419,765.305314905,930,326.263576313,0.982095,382.732407611,-212.002,5.05710916151,-5.88326267398,930,146.688,132.607,257.880626658,427.726524437
209.173,587.191688763,209.183847462,1289.23105799,105.096,209.308,209.241640961,168.93759095,621.410548226,931,300.512465048,0.97123,166.361060314,-211.766,5.12929609282,-5.35893733345,931,146.744,140.795,223.950490241,235.965094887
209.322,744.789609534,209.321912702,1202.97783187,105.137,209.455,209.387270682,186.631762042,566.44252811,932,494.042195825,0.980828,202.889010698,-211.78,5.00982714073,397.271952806,932,146.843,129.281,69.8114660346,464.457663742
209.644,645.714752491,209.660264287,1206.90799789,105.156,209.758,209.712769377,177.174489125,693.085329634,933,324.943646597,0.984935,182.682894575,-212.153,4.98829894008,9.63549717362,933,146.891,123.604,231.460275479,439.231619484
209.411,986.579587886,209.414013241,1670.61581234,105.229,209.551,209.474095308,185.247141034,633.075558708,934,338.701258102,0.974181,346.973109883,-211.809,5.14927197372,26.2410834685,934,146.943,143.725,197.839491537,271.965109537
209.103,1050.89278429,209.109456366,2622.61825624,105.294,209.206,209.159813843,190.314371476,1359.04729576,935,672.176447397,0.979867,532.953169443,-211.496,5.01318416735,425.360949803,935,147.052,127.49,397.061299023,535.645101993
209.056,853.77108651,209.071254151,2563.03736274,105.323,209.172,209.112838778,150.752328155,610.535581541,936,204.819607595,0.982344,442.996064413,-211.55,4.99544137829,-4.20031690284,936,147.106,129.417,261.117912999,102.847421478
208.988,1065.18585489,208.987599014,2983.01392502,105.405,209.111,209.046461525,206.859239273,965.180352346,937,442.411783591,0.98194,676.328966409,-211.494,5.08010493851,-1.78363559453,937,147.143,141.458,323.018935939,361.46487626
209.216,1170.09373586,209.222639709,3027.14971612,105.418,209.325,209.272853886,180.804198267,829.333397698,938,526.634723552,0.982984,627.528012968,-211.603,4.98304957885,-3.47549930818,938,147.179,132.122,299.025541389,352.826311711
209.246,1038.52893478,209.253926472,2401.49929729,105.469,209.364,209.306918944,176.673721198,776.777208374,939,410.191914701,0.980771,517.608279036,-211.714,5.01587484167,25.8780110665,939,147.244,121.736,253.648089534,302.437665906
209.029,993.997258049,209.031323598,2263.58207956,105.526,209.141,209.079358842,162.72770146,568.086699549,940,288.923361465,0.984952,515.870901541,-211.438,5.03649611219,-3.35996060963,940,147.322,129.855,248.326414876,144.310246351
209.87,734.257944904,209.876686679,1467.01736322,105.565,210.002,209.940834971,207.57413335,576.342911608,941,363.603615782,0.979249,248.823362252,-212.326,5.03727057509,-3.22464577701,941,147.413,134.666,181.947594952,232.211806953
209.263,931.492163446,209.275442627,1747.07094385,105.621,209.371,209.327938348,196.065017918,581.608268135,942,290.726525804,0.980103,361.540706684,-211.732,5.19754444992,-3.19927310387,942,147.467,151.566,185.129437054,277.200094162
209.076,518.814243588,209.078034219,933.361065792,105.692,209.193,209.123540378,167.354216565,879.553582262,943,389.529836905,0.98307,117.588552978,-211.542,5.11516600665,-4.4099724004,943,147.556,139.901,320.317099858,261.962413281
209.258,652.225272935,209.262782445,1994.8664088,105.771,209.363,209.316690799,173.361768971,783.063286916,944,425.135379339,0.98018,312.277112525,-211.705,5.1654258501,3.94359348179,944,147.64,152.436,279.904505981,188.181302251
208.886,589.374190755,208.8983195,974.291531204,105.827,209.038,208.975052315,180.10596565,951.503112077,945,364.714623735,0.97661,125.608783001,-211.319,5.06696970404,3.26729900144,945,147.693,130.38,344.698810807,388.732596554
209.135,531.671892339,209.136263737,1126.31799231,105.854,209.261,209.200871271,167.533092955,410.053376613,946,224.342545001,0.980166,145.605811475,-211.576,4.99837899764,-4.15567437358,946,147.776,134.054,182.645181765,351.833483435
209.473,553.880021874,209.483675579,1134.88199781,105.903,209.591,209.533874893,158.58417076,864.007277385,947,322.350494774,0.978433,188.993273715,-212.044,5.0824638814,-0.856636985928,947,147.816,136.147,261.210150655,196.549059228
209.434,557.430789804,209.432317954,946.965956721,105.996,209.54,209.487270409,149.593756415,518.353064765,948,286.619821173,0.980568,159.707565729,-211.875,5.01938238093,7.3042276787,948,147.906,136.676,183.448410615,143.478192393
209.307,675.163596766,209.319768346,1420.78769382,106.053,209.402,209.3658917,186.810213365,493.0911443,949,249.351221005,0.980355,196.055623939,-211.726,5.01545298915,-3.5429791544,949,147.972,132.185,214.537822619,398.385539609
209.192,605.653918421,209.199203146,1141.44761111,106.087,209.309,209.254181921,160.976535022,894.274452877,950,617.292133811,0.983409,199.355148286,-211.643,4.98999729235,375.891085208,950,148.034,132.339,184.307085211,305.750369792
209.004,632.681141399,209.011029923,1230.10240213,106.087,209.136,209.073505857,157.435196606,449.294339684,951,242.870998096,0.985531,246.192277139,-211.523,5.00348557281,17.3509861924,951,148.099,129.478,182.555034765,128.64711766
209.468,642.473798512,209.4749116,1478.28141658,106.174,209.61,209.533396277,175.738516696,625.577414154,952,204.617101865,0.979246,296.940176214,-211.909,4.9670794627,-6.06428281523,952,148.179,127.821,251.865711231,141.980598535
209.844,685.943942801,209.85782492,1346.67155456,106.202,209.961,209.900872227,176.555255343,593.638696498,953,276.572372093,0.983279,219.569099113,-212.243,5.08870350209,9.50149910768,953,148.246,142.218,237.941831824,112.062906389
209.496,659.338170548,209.504296754,926.883440237,106.252,209.588,209.540549267,168.695269088,667.733241141,954,239.007446708,0.983885,164.452727578,-211.967,5.07218486373,-5.98764408358,954,148.308,145.854,203.018219578,302.443111194
209.633,782.32305695,209.635210744,1669.78014045,106.302,209.748,209.687193209,180.748945751,1138.14111931,955,548.959204409,0.982305,335.325383616,-212.076,5.03693333089,118.756240051,955,148.395,139.449,371.089947261,208.052763961
209.432,783.869295638,209.437694921,1683.4727214,106.312,209.543,209.487718188,178.842581588,583.873239485,956,424.665958799,0.98278,280.455926031,-211.857,4.95670354536,41.9406972635,956,148.46,126.026,193.082337155,438.001154594
209.392,960.180374208,209.396412007,1512.35001473,106.341,209.52,209.446118352,184.15007707,643.753150213,957,315.907613299,0.984991,381.951461782,-211.941,5.03772259672,-0.267658758701,957,148.535,136.23,246.694862753,172.606017651
209.85,884.394625019,209.86232216,3093.08968406,106.363,209.964,209.90135669,151.904916075,629.758087407,958,310.350675923,0.98397,597.849352056,-212.332,4.9357755971,-5.28164890904,958,148.572,122.766,277.412309381,-0.162519889671
209.724,756.691518023,209.728193634,1594.16705878,106.45,209.827,209.764951472,169.031086482,584.131236083,959,232.765374896,0.985534,279.782924911,-212.205,5.08550906066,-5.58049962568,959,148.613,137.201,247.614918403,351.714987828
209.342,791.920773817,209.350494675,1458.03868976,106.436,209.471,209.403952707,190.29348962,694.432841596,960,518.648697579,0.982467,229.1569016,-211.904,5.06347022844,360.975542516,960,148.697,136.666,119.282522667,378.014179512
209.889,555.262546863,209.891102286,1152.59560744,106.481,209.999,209.931571348,166.451385035,570.544566878,961,368.310209013,0.984358,176.592173791,-212.438,5.10589519204,89.1162063453,961,148.772,142.117,186.118949819,371.720905221
210.175,1124.44886032,210.179151245,2382.5480932,106.518,210.263,210.218716367,183.788315623,620.938074356,962,513.141938878,0.973838,432.825609697,-212.619,5.0032858748,349.312857618,962,148.832,129.12,111.718942228,582.693405082
209.625,663.343226937,209.638762182,1568.80637329,106.574,209.734,209.673882421,172.5312835,838.924381757,963,351.339470543,0.985146,279.048083501,-212.149,5.01596567706,-3.84090021778,963,148.882,129.883,328.911588716,315.274876786
209.993,567.098993488,209.999163639,1125.85274572,106.616,210.106,210.045013803,161.445063797,735.722856205,964,354.187403726,0.984158,184.027973409,-212.443,5.0556338892,-5.24613700704,964,148.928,135.366,254.473536154,368.126102524
210.097,616.233706298,210.108740833,1931.10708619,106.627,210.206,210.147427421,179.261811765,618.447962412,965,331.736118033,0.985096,301.286132711,-212.623,5.04985862934,-2.02128360829,965,148.991,141.666,251.343777191,254.688612723
209.906,550.390768488,209.907250808,1060.73906925,106.704,210.01,209.941704329,171.016447563,788.285835798,966,287.028799073,0.9851,178.958960556,-212.377,5.03050748522,-4.37159084453,966,149.021,127.166,280.61743525,339.686791229
210.282,607.20693913,210.295975667,1262.21237854,106.748,210.399,210.335790491,170.631287882,582.029175589,967,317.749484801,0.985049,238.371185577,-212.747,5.10035379936,-4.58363214062,967,149.095,142.542,231.217878564,337.182243792
210.565,681.902005733,210.568050991,1395.63584247,106.789,210.678,210.617986893,161.849310564,603.089311815,968,341.630609274,0.982842,249.126588049,-212.972,4.9628978388,73.5515640718,968,149.121,121.132,176.670712598,356.688245489
210.048,802.280832373,210.059278921,1441.8793696,106.835,210.151,210.105399175,164.934067652,559.958151231,969,360.956782925,0.986325,291.67976317,-212.518,5.02493647346,6.37823958969,969,149.194,134.122,176.481326093,454.761248516
210.079,701.992249783,210.090496207,2025.70626426,106.9,210.185,210.136666761,176.349771494,655.234522554,970,434.439212971,0.981807,305.707376968,-212.542,5.07320193849,2.91581368202,970,149.274,134.06,230.792390602,420.629854282
210.287,1237.71541415,210.289814825,2880.66605721,106.979,210.406,210.336536674,169.257593388,687.601448272,971,337.15408084,0.985843,699.948134139,-212.713,5.0089798956,-2.99260498731,971,149.334,138.122,273.956281321,112.217407194
210.102,737.188615866,210.108247918,1656.74088063,107.015,210.22,210.157787613,154.015669508,721.848178237,972,388.780737399,0.980931,376.793298067,-212.664,5.03970692792,2.63333247751,972,149.414,131.863,288.731450841,236.733337909
210.538,677.356424982,210.550448445,1648.40737486,107.082,210.644,210.589775244,128.753795352,721.963360129,973,251.610598189,0.980045,286.32822258,-213.045,5.10618442564,-3.38925400979,973,149.446,141.588,277.480888721,157.89199483
209.967,553.733967539,209.973990995,1311.49646264,107.127,210.086,210.019755438,135.546820558,713.755405012,974,405.335615171,0.981677,239.495702681,-212.534,5.08364890977,86.0307396514,974,149.525,142.598,272.050218661,107.909911228
210.655,785.610114582,210.656357284,1879.22012827,107.169,210.755,210.696915491,175.006190792,1183.27934846,975,462.028627991,0.979864,369.083995431,-213.074,4.96673030736,-3.23223254037,975,149.615,130.156,422.152878313,100.882916866
210.782,943.463398807,210.782175132,2852.88119528,107.217,210.884,210.824073938,180.211964323,913.504221758,976,400.252930007,0.978895,569.400233233,-213.214,4.90332989398,3.2411486843,976,149.669,120.955,288.974972164,222.243403489
210.773,463.576496861,210.779915734,852.394772646,107.277,210.889,210.826243034,154.272668872,619.823091621,977,419.87267218,0.984927,124.771387428,-213.342,5.19652272582,2.95092318738,977,149.765,144.207,218.476431578,229.434082831
210.78,646.571436677,210.793293697,1324.01945734,107.326,210.881,210.832379646,180.729903129,658.529453981,978,184.686251425,0.982234,252.322603766,-213.242,5.07455754118,-3.3133924773,978,149.793,134.639,242.895774961,117.800043883
210.865,669.340735396,210.871833369,1142.87817743,107.329,210.981,210.920465175,160.550976338,558.122361789,979,252.34103498,0.980002,181.012072962,-213.39,5.0443682891,-1.91483185927,979,149.861,131.958,211.389674138,111.866833055
210.902,257.114757498,210.913105336,1391.72785772,107.371,211.011,210.966398016,102.693952267,659.527443429,980,445.933723915,0.977077,291.900172878,-213.293,5.11450284028,104.713245332,980,149.946,133.357,196.786700282,95.5165162974
211.031,1211.95038422,211.032839956,2790.21341917,107.406,211.147,211.079440869,188.954841186,608.978047045,981,226.099383149,0.985285,687.003010916,-213.528,5.05080794527,-3.23987117791,981,149.988,130.049,207.265266132,414.150203026
210.996,873.371977312,211.009603772,1740.91423212,107.413,211.098,211.061853135,155.93205035,1579.84045287,982,586.520713854,0.983357,459.767765777,-213.505,5.06913265239,8.78696299497,982,150.027,126.248,632.816223696,122.745875114
211.046,579.80433813,211.045722947,1282.90710017,107.494,211.165,211.09542222,168.409252201,598.455769614,983,300.929126114,0.985017,241.099373765,-213.536,4.90810384592,5.23881293018,983,150.097,116.025,239.406925202,131.015301593
211.379,922.664171339,211.38973385,2481.97774231,107.537,211.512,211.433658982,156.592382799,527.061203282,984,351.008610746,0.980061,569.094383803,-213.927,5.06848094361,5.30138185609,984,150.143,138.562,181.061615157,115.574055438
211.646,577.344501436,211.644527733,1529.05881598,107.602,211.743,211.68269477,144.53839363,690.560484626,985,340.817564715,0.979417,433.240295121,-214.117,5.04396854089,26.3837327488,985,150.201,128.154,245.698021712,7.85692019686
211.076,729.549234503,211.081312454,1720.81713642,107.637,211.207,211.133582438,154.464238145,973.580920822,986,575.519826852,0.979438,409.02300999,-213.542,5.14889191337,275.445503877,986,150.256,141.867,253.185175383,146.304086904
210.91,776.240315191,210.920173705,2311.61445966,107.674,211.024,210.977832151,160.910831253,815.972273489,987,353.402850129,0.981329,423.847581949,-213.354,5.02405842629,6.68161501754,987,150.318,127.378,302.779700447,342.501587817
211.288,728.461960031,211.297110911,1349.24433051,107.69,211.403,211.344793929,155.778591976,456.237202032,988,203.196755901,0.978039,290.715995681,-213.795,5.13055014594,17.3272913608,988,150.401,138.115,174.298165195,49.9593421273
211.244,919.413174348,211.249660905,1606.19795748,107.686,211.361,211.300408019,174.176357362,1015.60590821,989,384.512255957,0.980082,290.332255352,-213.65,5.14504808511,-5.91288709477,989,150.483,142.982,359.605468156,493.208287427
211.432,794.689373728,211.436568978,2080.19545632,107.731,211.542,211.490327722,176.982771167,843.951368047,990,319.347417864,0.983755,463.285090858,-213.842,5.05177368473,-3.2475003802,990,150.53,126.937,320.689815609,211.407553406
211.841,712.877773886,211.848853948,1672.96081615,107.809,211.975,211.914078678,171.809293454,641.249843208,991,272.331602554,0.979071,303.849909512,-214.227,4.97567298631,-1.2544787378,991,150.585,120.937,241.667736692,154.64822269
211.608,979.247595209,211.616009468,2493.43671471,107.872,211.736,211.682442867,176.324637313,709.320879313,992,193.505066016,0.984367,584.195867645,-214.011,5.05687426309,-4.00129239004,992,150.65,127.027,230.371101145,29.8720673585
211.73,712.093720011,211.732924293,1510.05112179,107.889,211.878,211.809679259,171.569239942,630.444177479,993,324.689483793,0.978309,228.025279697,-214.236,5.05988817541,-1.04549265496,993,150.717,127.456,276.307549261,465.972563823
211.944,823.740475779,211.949801324,1708.17698376,107.962,212.074,212.02876133,190.171888299,537.30820232,994,307.733101686,0.98652,274.696556391,-214.447,5.05740274853,10.4994652051,994,150.752,128.19,177.0952999,447.932891128
212.378,582.748280373,212.382532871,1146.73476818,108.004,212.515,212.462521624,163.272378997,932.626157181,995,385.117103725,0.976952,149.300371398,-214.824,5.0501544919,17.8581311116,995,150.828,133.625,284.727153895,389.352270565
211.931,584.609219004,211.938285439,1131.37370151,108.052,212.078,212.008750117,167.579189436,585.689690414,996,474.543144835,0.981309,161.40354298,-214.46,5.18083556321,218.973846284,996,150.934,143.029,133.305635988,349.401873051
211.771,750.836225407,211.783645042,1720.13087497,108.12,211.909,211.854647411,164.735865391,606.323589284,997,329.569611844,0.979327,265.671213352,-214.15,5.06372693218,1.2729189799,997,151.034,130.271,200.886298101,395.464641222
212.288,739.129446482,212.298364906,1875.63034688,108.189,212.45,212.3850112,157.50655432,681.703111578,998,324.556555864,0.976131,316.470226418,-214.723,5.12884032611,-4.30045391118,998,151.129,141.407,223.360746765,244.20096261
212.421,773.83509909,212.416632249,1556.08224425,108.217,212.55,212.487082509,159.380534092,815.492041381,999,437.775609607,0.976555,207.554290335,-214.946,5.02704940769,-4.12362021099,999,151.206,128.91,275.56722935,515.142107489
212.37,552.588287205,212.37836267,1088.40191243,108.246,212.497,212.44358481,159.643091001,815.78763996,1000,414.886629247,0.981785,230.018546097,-214.851,5.05593845033,-3.96812168261,1000,151.277,132.029,325.102746834,122.55945545
212.354,744.69051374,212.370791543,1022.87031032,108.298,212.5,212.439865523,137.044133239,527.686190578,1001,228.591245894,0.973061,181.922776587,-214.895,4.97689640564,-3.48169106246,1001,151.311,123.053,202.80470901,456.791078202
212.756,561.705148487,212.76252076,799.689798336,108.363,212.885,212.839871812,164.613448545,623.144899771,1002,317.55940672,0.981056,98.9048399758,-215.22,5.05169660535,-4.39303880575,1002,151.361,132.467,233.954821173,366.403602004
212.748,606.450455979,212.757440031,918.426000901,108.416,212.878,212.81813576,159.252905846,621.229388401,1003,304.878544601,0.977926,114.148731872,-215.25,5.18717009872,-4.76276433355,1003,151.429,148.476,245.502339541,409.944116821
213.521,799.8483198,213.531062719,1499.87592014,108.472,213.64,213.592330432,165.793097009,570.289822627,1004,210.895747762,0.983596,311.156315196,-215.938,5.09553165177,0.167685003944,1004,151.429,137.102,234.32377317,349.132917014
213.274,687.51028035,213.279944083,1771.99752421,108.504,213.397,213.34632941,164.702461282,612.780906243,1005,290.146152807,0.983639,266.676973758,-215.644,5.11172705623,-1.05743396395,1005,151.481,141.78,218.254666372,427.947400282
212.909,876.029749171,212.915868586,1413.67160704,108.563,213.033,212.970740103,157.073260996,1011.52438243,1006,604.713647508,0.978813,212.218206439,-215.298,5.20341950868,325.493643177,1006,151.551,141.371,252.644515673,601.659063452
213.236,679.333373462,213.23593775,1685.52477126,108.618,213.362,213.278025825,163.595944738,853.550756502,1007,252.754565468,0.976188,274.150478639,-215.554,5.04754393427,-0.372051150841,1007,151.6,124.078,324.995121207,259.765888225
213.499,537.719336095,213.516984399,1064.34972638,108.648,213.601,213.558175207,157.195423238,528.384404752,1008,287.954200133,0.982595,158.568442709,-215.779,4.99346856387,26.8357714662,1008,151.682,127.404,196.094984736,152.947901094
213.05,578.156924854,213.067829357,1162.76511021,108.686,213.156,213.116889272,166.473739771,699.316228481,1009,328.868769276,0.980562,150.187829485,-215.383,5.2204000742,1.21043013062,1009,151.738,154.793,314.707797561,431.713419968
213.149,565.727612091,213.14418493,1137.52293569,108.715,213.276,213.194226933,154.852783116,655.684978089,1010,475.404905531,0.974234,232.316468442,-215.301,5.12381005774,375.329374272,1010,151.779,144.958,96.0568227738,98.878240011
213.629,560.567565303,213.635858134,1438.41608263,108.774,213.733,213.685258546,144.284446063,646.23396853,1011,214.371852588,0.97361,385.256761887,-215.847,5.12508827805,1.71448904366,1011,151.816,138.675,230.860628888,22.0842882645
213.312,755.944174643,213.331961643,1495.19104321,108.775,213.405,213.37269465,151.846346717,846.815505838,1012,273.447361575,0.978935,240.930682873,-215.494,5.13568053535,-0.759376449865,1012,151.893,143.273,266.860637826,451.510912596
213.622,628.809752794,213.631520272,937.207214433,108.852,213.713,213.674335997,186.355189477,432.084762569,1013,151.965786285,0.975177,147.396296231,-215.762,5.09240567324,-4.0463123347,1013,151.969,144.277,143.645657631,308.508819388
213.129,665.23233384,213.131219137,1340.58540378,108.919,213.25,213.19755421,163.458718756,495.453040276,1014,251.632078441,0.98279,238.833089624,-215.345,5.07610417613,-2.06248058504,1014,152.034,135.4,173.575297034,307.056872643
213.65,757.761593625,213.662281849,1361.87310693,108.962,213.771,213.72869687,153.122139604,710.538405012,1015,320.351181844,0.977263,319.949310223,-215.759,5.09549436338,-1.31366818368,1015,152.116,140.286,273.847214848,88.6565923991
213.385,681.024363957,213.397339009,1369.39739877,109.029,213.504,213.455988128,156.566394736,677.137084676,1016,384.836131549,0.981926,269.283533404,-215.498,5.06399826505,-1.28284048243,1016,152.186,134.787,266.796430818,146.007638792
214.003,597.647593911,214.000123582,1252.00200912,109.077,214.115,214.050720195,156.328058565,985.903428955,1017,392.819180029,0.980595,185.876330908,-216.078,5.00559593504,-2.45776238311,1017,152.242,127.703,298.860303238,340.713569737
213.723,536.827038323,213.728844287,1037.20980747,109.151,213.849,213.784281683,154.44162081,490.313150517,1018,272.139925681,0.984061,136.334022783,-215.892,5.21533596314,6.70935477131,1018,152.304,153.269,179.796721269,395.856610474
213.849,584.562055906,213.863815205,935.08481471,109.159,213.972,213.932798672,167.696396177,842.237723052,1019,307.860202535,0.981033,137.588139133,-216.056,5.07827026566,-3.33974432846,1019,152.37,135.865,328.876340718,242.702721712
213.812,709.85900944,213.817800898,1520.85352907,109.223,213.926,213.875357905,150.059962387,604.808601342,1020,202.392953317,0.984913,272.007831905,-216.067,5.14339892503,-5.50791396014,1020,152.42,141.558,215.676562083,307.430125399
213.832,753.576024666,213.829905978,1449.6081966,109.264,213.946,213.887012654,168.786551163,576.226902123,1021,253.397058867,0.982383,265.248262317,-215.997,5.14838226154,-2.30524712062,1021,152.456,142.286,207.80244198,322.419349602
213.855,635.640220314,213.867358845,855.409066814,109.276,213.986,213.933747352,166.911583903,642.241390328,1022,175.535634159,0.988048,94.157821583,-215.997,5.07550097504,-3.99277302018,1022,152.55,137.303,246.122560434,473.071686207
213.948,919.671366372,213.949133427,1872.47454566,109.336,214.079,214.01222925,149.853630162,1028.49482751,1023,546.372788782,0.982584,360.587102874,-216.17,5.1452978018,23.9352541261,1023,152.644,142.772,406.68134767,277.237371814
213.983,597.564388697,213.991009079,985.328237989,109.379,214.107,214.06291097,155.789471456,934.962948637,1024,380.467976538,0.982062,136.182918451,-216.114,5.10570765247,24.6982907416,1024,152.677,137.626,317.489209269,374.50613877
213.919,549.568149992,213.924728226,1231.67197132,109.415,214.068,213.994886762,139.177290356,511.290057676,1025,319.248005276,0.977694,258.943109786,-216.029,5.08720595814,-5.72369821849,1025,152.687,133.171,220.484192648,225.838235361
214.244,562.679580925,214.25070957,1309.57160425,109.414,214.387,214.332001991,142.991035106,937.596126495,1026,321.951194195,0.984794,192.347702619,-216.387,4.98614665189,-2.22439183624,1026,152.764,129.871,356.090076243,102.635839208
214.14,694.019655903,214.143510766,1473.02290963,109.484,214.303,214.237780446,167.728484112,535.236468598,1027,374.023606429,0.979884,241.923870606,-216.331,4.95870380726,47.3217754552,1027,152.831,121.049,177.292876469,436.851210913
214.018,702.810327508,214.023042167,1532.47957442,109.556,214.162,214.107895103,165.133255236,619.907303144,1028,169.770643869,0.981267,241.630028962,-216.191,5.14509280655,-4.69683968934,1028,152.873,145.216,242.352440366,341.988418289
214.257,766.516005445,214.263922295,1219.14589701,109.587,214.377,214.34300813,175.953993942,595.781081931,1029,365.066782779,0.976213,208.899617233,-216.428,5.05652716705,-0.323366994231,1029,152.949,134.432,233.249329393,424.260837908
213.742,821.148283746,213.74752781,1284.44423476,109.624,213.872,213.821644017,152.604690692,965.970381254,1030,465.483827528,0.979568,322.554697053,-215.861,5.14789431936,71.3571795699,1030,153.032,141.742,323.899898969,11.1748192164
214.156,650.197759633,214.166403856,1110.35078298,109.674,214.294,214.239248269,167.897326065,745.747532036,1031,260.862120083,0.978995,164.05237481,-216.329,5.12782074505,1.81432191995,1031,153.079,138.325,255.450377676,354.493010701
214.053,627.382559249,214.059863057,1052.97128378,109.702,214.183,214.122769976,165.310418048,599.52793442,1032,292.94367141,0.966129,168.171156125,-216.205,5.1192032549,3.44718627444,1032,153.145,133.835,215.778570049,270.089726178
214.469,624.073738798,214.470910189,1369.4840965,109.722,214.599,214.53540905,170.820897142,712.02587232,1033,266.528651948,0.982393,195.558836834,-216.68,5.05610216002,-4.18945701641,1033,153.204,126.806,250.840225369,392.854993094
214.863,780.061020283,214.872880228,1559.09960727,109.76,215.005,214.945118918,182.721374915,475.704732409,1034,192.720594044,0.97889,274.321446833,-217.02,5.04317068573,-3.44824111695,1034,153.24,131.022,197.093799947,414.071293415
214.014,632.551073627,214.013312384,1301.91191787,109.786,214.146,214.090782808,163.042962255,543.551824303,1035,314.781329593,0.979559,251.931741699,-216.197,5.17041328184,15.8182060665,1035,153.286,141.155,222.637573652,399.43254331
214.57,594.481377624,214.583940182,1048.7314991,109.844,214.723,214.671100351,164.230731091,788.097502013,1036,502.168986157,0.984519,171.617819801,-216.776,5.20340602217,225.174781223,1036,153.375,142.488,182.730749567,237.905533429
214.464,745.220070111,214.470462864,1610.25399798,109.899,214.597,214.546556572,175.472075646,877.859179632,1037,428.142148393,0.982267,313.622318996,-216.611,5.11593284023,25.2615545666,1037,153.449,131.862,403.098240966,419.879812427
214.151,765.368879122,214.157500708,1573.79718557,109.924,214.279,214.230906825,159.751932135,724.511392947,1038,468.710342,0.981038,428.142978284,-216.277,5.24873821927,-1.71080684577,1038,153.519,147.093,245.296584182,141.063162452
214.852,712.746363711,214.851726351,1232.16873122,109.981,214.983,214.919597953,154.364915168,407.219358431,1039,129.293021635,0.983336,174.137524646,-216.973,5.03731710774,-4.08025911047,1039,153.56,125.56,170.464886831,349.801700077
215.116,837.293819294,215.136081167,2598.57253412,110.002,215.24,215.192989321,161.305667056,816.821278651,1040,419.774644439,0.984826,497.922211658,-217.294,5.17907339263,-3.16551997391,1040,153.611,138.422,276.142326546,166.040930429
214.911,725.162151418,214.918026576,1489.0589269,110.042,215.025,214.989678246,151.523594718,974.840108184,1041,341.520099917,0.98249,249.01535433,-217.108,5.1276120371,-2.19065295411,1041,153.684,136.126,342.383068092,98.1431372396
214.774,853.414799325,214.771479817,1534.8230958,110.078,214.937,214.849234412,168.929163026,540.361166632,1042,244.293935593,0.985358,261.339206463,-217.018,5.17363570579,-4.08989802406,1042,153.75,138.568,230.134006961,445.766782805
215.52,810.088661994,215.524904454,1301.24277769,110.075,215.633,215.591619134,181.088241583,686.58356443,1043,399.615509445,0.987093,226.886489978,-217.727,5.19087688046,7.44020618381,1043,153.815,146.65,275.511377444,300.45389201
215.128,608.117581384,215.135383364,1051.75427404,110.116,215.266,215.208937358,149.403414056,596.136021886,1044,246.045770585,0.984237,167.750300649,-217.301,5.11158701523,-0.791379567748,1044,153.862,134.594,230.347525902,287.255119678
215.124,660.825245142,215.13578147,1127.59411875,110.167,215.232,215.198631,158.186389634,943.881741797,1045,378.360980949,0.984748,182.394050985,-217.289,5.17605282023,-2.44970826202,1045,153.945,142.014,352.655146951,274.17230354
