PolicyRegParamNorm,AverageReturn,QFunRegParamNorm,AverageAbsQYDiff,AverageAction,MinReturn,AverageAbsQ,AverageEsReturn,AverageY,AveragePolicySurr,MinEsReturn,StdReturn,MaxEsReturn,AverageDiscountedReturn,MaxReturn,Epoch,Iteration,AverageQ,AverageQLoss,AverageAbsY,StdEsReturn
147.607,3880.25946099,228.137,2.82012640079,0.990358,502.710614636,468.741,3430.029995,468.747004761,-470.748,3430.029995,1554.3169256,3430.029995,383.380585418,5295.22209752,1323,1323,468.741,233.243,468.747004761,0.0
147.642,2999.81510408,228.211,2.98424619198,0.99086,-439.461786235,468.88,3372.96327913,468.891172214,-470.847,3372.96327913,1717.24803941,3372.96327913,337.217554597,4497.28170558,1324,1324,468.88,257.124,468.891190314,0.0
147.695,2950.15179801,228.252,2.80449903675,0.987614,-467.375668107,468.927,3334.01362322,468.928471213,-470.873,3334.01362322,2336.05516014,3334.01362322,322.775056304,5404.67750368,1325,1325,468.927,208.762,468.928471213,0.0
147.743,3624.1246739,228.337,2.76895624171,0.982523,-305.346176485,468.88,3413.72800875,468.890814743,-470.851,3413.72800875,2092.57588551,3413.72800875,378.385979764,5388.91510507,1326,1326,468.88,204.394,468.890814743,0.0
147.84,1832.61475282,228.469,3.10087448126,0.993726,-73.4812771635,468.765,3173.77424169,468.772141469,-470.667,3173.77424169,1856.226356,3173.77424169,319.619835851,4901.87427657,1327,1327,468.765,271.221,468.772240791,0.0
147.853,4856.40468168,228.49,2.73740908602,0.98723,408.325765973,468.943,3540.67863881,468.955426323,-470.94,3540.67863881,1486.75103802,3540.67863881,420.617707522,5548.84620782,1328,1328,468.943,196.418,468.955426323,0.0
147.911,5568.8827735,228.638,3.02305357407,0.976188,5406.04554192,468.83,3334.44003054,468.821473413,-470.837,3334.44003054,80.0373034792,3334.44003054,446.974931584,5709.63277608,1329,1329,468.83,267.847,468.821474946,0.0
147.909,5250.62988347,228.687,2.67439400307,0.981911,5105.19073918,469.129,3488.83260156,469.146516616,-471.172,3488.83260156,80.6843061673,3488.83260156,421.886755078,5346.43683647,1330,1330,469.129,187.006,469.146516616,0.0
147.971,4863.30121795,228.772,2.87309762214,0.987367,4682.13179709,469.141,3356.13553654,469.146375122,-471.071,3356.13553654,97.9925845803,3356.13553654,387.648570606,5017.63196249,1331,1331,469.141,225.724,469.146375122,0.0
147.973,4476.93034029,228.922,2.91378745019,0.991831,4358.21628836,468.864,3337.91036056,468.869510251,-470.836,3337.91036056,74.7989894017,3337.91036056,365.17811472,4594.29853258,1332,1332,468.864,237.232,468.869510251,0.0
147.958,4781.2841628,228.964,2.78631314164,0.988372,4463.77248295,469.152,2893.9641367,469.160557787,-471.118,2893.9641367,168.139081575,2893.9641367,373.539210876,5142.34775743,1333,1333,469.152,205.31,469.160557787,0.0
148.104,4742.34059519,229.012,2.81693048468,0.985059,2151.8177039,469.07,3093.44763345,469.071019881,-471.056,3093.44763345,870.520128286,3093.44763345,408.666947786,5198.64701022,1334,1334,469.07,229.237,469.071019881,0.0
148.113,4740.59360068,229.097,3.00777178354,0.993078,4589.48436468,469.02,3225.76855407,469.034892665,-470.898,3225.76855407,99.3590255546,3225.76855407,383.950901738,4904.84761818,1335,1335,469.02,257.598,469.034910766,0.0
148.116,4269.25188405,229.196,2.83698033798,0.987138,-420.473540728,468.935,3206.09114165,468.926666974,-470.838,3206.09114165,1577.00917443,3206.09114165,353.129470434,5088.85260185,1336,1336,468.935,231.093,468.926666974,0.0
148.157,5297.39536281,229.289,2.96378631647,0.982774,5016.93802204,468.753,3158.21927033,468.772375475,-470.703,3158.21927033,122.571281788,3158.21927033,430.154542089,5421.27069956,1337,1337,468.753,245.556,468.772375475,0.0
148.216,4780.04317652,229.383,2.71325868623,0.984174,4629.62906617,468.959,3101.09950903,468.966560497,-470.977,3101.09950903,108.226884862,3101.09950903,377.816326225,4935.63302965,1338,1338,468.959,185.133,468.966560497,0.0
148.254,5181.14087026,229.465,2.677980681,0.982252,3745.31382198,469.071,3214.62249073,469.077247797,-471.038,3214.62249073,487.584942654,3214.62249073,428.638100648,5476.25592463,1339,1339,469.071,181.803,469.077260424,0.0
148.301,3158.91530412,229.491,2.7091643337,0.988503,507.751192263,469.08,3216.98352378,469.085669171,-471.01,3216.98352378,1940.68650742,3216.98352378,396.348585934,5228.02437584,1340,1340,469.08,193.539,469.085669171,0.0
148.277,4191.22874064,229.594,2.81772678633,0.981549,1684.95018664,469.151,3288.75355099,469.160181335,-470.963,3288.75355099,1232.97489562,3288.75355099,376.650373597,4962.59241621,1341,1341,469.151,222.43,469.160238532,0.0
148.391,4825.09580368,229.671,2.90196417727,0.98758,4558.97957004,469.082,3023.05073431,469.0863397,-470.95,3023.05073431,143.383701992,3023.05073431,375.971394723,4968.13868203,1342,1342,469.082,235.952,469.086396661,0.0
148.424,3849.12260342,229.773,2.69752100817,0.989836,-264.599174815,469.231,3028.33978439,469.238347081,-471.226,3028.33978439,1849.81758204,3028.33978439,368.010055011,4987.1722477,1343,1343,469.231,187.42,469.238348614,0.0
148.359,4763.52097688,229.89,2.97071755292,0.985423,3915.98451334,469.17,3105.89355282,469.173169716,-471.056,3105.89355282,294.998428221,3105.89355282,380.938376314,5003.83886908,1344,1344,469.17,238.468,469.173169716,0.0
148.454,4632.26019533,230.008,2.96826530866,0.986218,4451.65124427,468.987,3064.14542022,468.996288883,-470.96,3064.14542022,114.054958531,3064.14542022,366.342479996,4836.89891903,1345,1345,468.987,267.693,468.996288883,0.0
148.496,3304.64008017,230.108,2.73261344992,0.987254,175.970349203,469.177,3083.92199149,469.182237272,-471.189,3083.92199149,1989.6438801,3083.92199149,382.762171052,5452.78422851,1346,1346,469.177,189.337,469.182255372,0.0
148.506,4413.70984581,230.197,2.83587265989,0.989628,181.370163686,469.066,2952.25086165,469.075486853,-470.935,2952.25086165,1418.03158501,2952.25086165,399.517868722,5088.88453078,1347,1347,469.066,233.187,469.075486853,0.0
148.589,4794.03052997,230.271,2.85491567809,0.987036,4530.09727835,469.018,3189.37267354,469.02282056,-470.839,3189.37267354,121.882466113,3189.37267354,384.016844706,5027.53450082,1348,1348,469.018,225.903,469.022850691,0.0
148.638,4071.11537807,230.378,2.94333838723,0.987267,-254.854597932,468.751,3007.94939789,468.759828036,-470.59,3007.94939789,1444.56679371,3007.94939789,346.572307532,4767.14147905,1349,1349,468.751,236.386,468.759842702,0.0
148.675,3753.17987748,230.441,2.78251440589,0.988826,455.184584284,468.716,2956.4968139,468.716103957,-470.557,2956.4968139,1670.19102392,2956.4968139,370.849470446,5036.34766159,1350,1350,468.716,210.742,468.716160918,0.0
148.721,4157.87384257,230.461,2.62833318489,0.984964,1734.85385896,468.849,3213.36261242,468.852500328,-470.701,3213.36261242,1019.09992849,3213.36261242,398.209722239,5307.38356738,1351,1351,468.849,162.224,468.852500328,0.0
148.773,3536.12109871,230.538,2.75485453714,0.99213,739.283051888,468.862,3339.93688084,468.865812296,-470.749,3339.93688084,1442.09721737,3339.93688084,387.773797849,4952.52529858,1352,1352,468.862,202.775,468.865830397,0.0
148.864,5120.15949597,230.657,2.82172208793,0.979336,4900.17981313,468.735,3049.35350272,468.746458465,-470.636,3049.35350272,111.36638242,3049.35350272,405.61685937,5263.22106521,1353,1353,468.735,212.517,468.746458465,0.0
148.979,4174.76636196,230.732,2.85382368305,0.989678,2056.62575132,468.704,3090.75423498,468.708571287,-470.555,3090.75423498,717.589298569,3090.75423498,355.317563988,4525.37670884,1354,1354,468.704,221.672,468.708571287,0.0
149.011,3395.97408175,230.799,2.94790969249,0.993456,-339.067441727,468.684,3247.26384889,468.690104188,-470.693,3247.26384889,1675.10507104,3247.26384889,340.72312963,4750.66736964,1355,1355,468.684,226.371,468.690104188,0.0
149.041,4943.80630492,230.868,2.91607834016,0.987602,3456.16801967,468.833,3297.72235086,468.831593322,-470.852,3297.72235086,622.491521525,3297.72235086,398.062354526,5679.04952804,1356,1356,468.833,224.45,468.831593322,0.0
149.065,1561.57962261,230.944,2.90512688132,0.996473,-16.4292365082,468.905,3271.47004727,468.915116638,-470.88,3271.47004727,1089.51977233,3271.47004727,361.006324274,3986.38170354,1357,1357,468.905,235.187,468.915148303,0.0
149.02,3521.58363713,231.09,2.83158606233,0.994054,205.791138407,468.806,3078.85574047,468.818324453,-470.797,3078.85574047,1573.73376759,3078.85574047,382.202793971,4969.14258939,1358,1358,468.806,211.984,468.81838165,0.0
149.128,3928.02504345,231.183,2.77886167979,0.989087,361.715514479,468.978,3430.85454759,468.973586734,-470.971,3430.85454759,1879.81394989,3430.85454759,392.063993757,5457.82772615,1359,1359,468.978,196.696,468.973586734,0.0
149.174,2180.0831583,231.367,2.95940447248,0.994641,-91.8521577963,468.924,3292.9753925,468.941492182,-470.788,3292.9753925,1518.06398914,3292.9753925,333.174252206,4038.08646081,1360,1360,468.924,240.898,468.941522314,0.0
149.155,1818.75888127,231.452,2.97369976982,0.994357,-273.514132655,468.736,3335.7001508,468.738304574,-470.634,3335.7001508,1674.16198693,3335.7001508,336.796269767,5010.00059315,1361,1361,468.736,245.339,468.738304574,0.0
149.167,4419.89512571,231.515,2.96853875439,0.996198,4254.7758076,468.786,3118.07561087,468.80312146,-470.693,3118.07561087,75.3950676372,3118.07561087,363.049299512,4512.85842734,1362,1362,468.786,244.215,468.803170891,0.0
149.187,4593.24168311,231.591,2.8710430652,0.991254,4339.13770265,468.676,3177.20327264,468.676453438,-470.551,3177.20327264,139.234351003,3177.20327264,373.020707205,4739.71357548,1363,1363,468.676,230.112,468.676453438,0.0
149.261,4449.32272435,231.699,2.95391346194,0.988113,3083.50417732,468.486,3150.44842922,468.489014187,-470.33,3150.44842922,457.978011642,3150.44842922,377.446146824,4671.64979525,1364,1364,468.486,249.344,468.489014187,0.0
149.297,4312.9163586,231.799,2.91632565441,0.991905,4190.35440812,468.461,3301.87138423,468.472026105,-470.289,3301.87138423,103.881837999,3301.87138423,346.728631069,4518.88785286,1365,1365,468.461,234.055,468.472026105,0.0
149.324,4595.75402314,231.901,2.93552632371,0.98548,4154.34360404,468.501,3129.53154799,468.501246297,-470.423,3129.53154799,169.158344747,3129.53154799,369.263469408,4743.56532542,1366,1366,468.501,235.157,468.501246297,0.0
149.374,4627.20089389,231.935,2.85507436795,0.99188,4535.43196188,468.534,3193.25044476,468.542593914,-470.438,3193.25044476,55.5363347078,3193.25044476,377.341927214,4735.96928629,1367,1367,468.534,227.948,468.542624641,0.0
149.477,3333.65430801,232.012,3.04080990482,0.988338,-53.5519601913,468.355,3004.86740433,468.370122409,-470.197,3004.86740433,1728.12234337,3004.86740433,363.863938605,5003.04588323,1368,1368,468.355,270.196,468.370122409,0.0
149.582,1394.23458745,232.13,3.08013198928,0.9869,-248.034270023,468.014,3193.66546326,468.018268175,-469.914,3193.66546326,1662.10750947,3193.66546326,288.492530295,4594.15939414,1369,1369,468.014,265.383,468.018317606,0.0
149.631,4419.80175,232.213,2.87084347636,0.99426,57.8649668479,467.926,3239.28400901,467.931382163,-469.786,3239.28400901,1555.57734829,3239.28400901,395.72212972,5278.99475997,1370,1370,467.926,228.774,467.931383696,0.0
149.64,3852.55721107,232.281,2.93968863179,0.993531,338.929410604,467.993,3226.09421909,468.004370503,-469.916,3226.09421909,1611.69185642,3226.09421909,375.42016713,5115.05507945,1371,1371,467.993,253.966,468.004388604,0.0
149.705,4110.53875886,232.35,2.96584695386,0.985001,153.873260983,467.878,3226.09629802,467.883318354,-469.885,3226.09629802,1392.28046492,3226.09629802,368.749802362,4927.92210305,1372,1372,467.878,239.475,467.883330981,0.0
149.808,5324.48976161,232.497,2.98629754451,0.986304,4932.12028223,467.942,3084.3326526,467.945380791,-469.985,3084.3326526,186.042580103,3084.3326526,411.636358814,5683.69322203,1373,1373,467.942,243.314,467.945400425,0.0
149.833,3169.14522048,232.546,2.8370082857,0.99157,334.820963409,468.208,3004.40867707,468.212732322,-470.242,3004.40867707,1725.7499179,3004.40867707,370.593947906,4686.70910425,1374,1374,468.208,223.773,468.212732322,0.0
149.873,4156.10887599,232.663,3.02408897968,0.987346,1928.13583804,468.201,3237.96896568,468.213145509,-470.305,3237.96896568,1009.06572866,3237.96896568,365.043520269,4983.09149516,1375,1375,468.201,253.325,468.21319494,0.0
149.884,5311.9521356,232.722,3.08385789089,0.985909,5059.43257356,468.287,3238.61895865,468.292930133,-470.343,3238.61895865,107.512557817,3238.61895865,415.808283838,5508.84544407,1376,1376,468.287,260.742,468.292930133,0.0
150.0,5226.49816505,232.819,2.7713284667,0.984927,4838.74028032,468.564,3060.74895778,468.561911815,-470.529,3060.74895778,208.51686988,3060.74895778,406.457059405,5489.85832966,1377,1377,468.564,200.854,468.561911815,0.0
150.076,4617.7275407,232.907,2.9990388743,0.989916,2321.08357837,468.21,3497.79012287,468.23221344,-470.094,3497.79012287,769.265624724,3497.79012287,390.85946625,5008.24979624,1378,1378,468.21,261.725,468.23221344,0.0
150.157,4627.36690925,233.018,2.87305389225,0.991016,4394.22082514,468.27,3069.12609544,468.273987083,-470.188,3069.12609544,162.34756739,3069.12609544,378.049005867,4926.38324584,1379,1379,468.27,225.995,468.273987083,0.0
150.149,4630.64746233,233.065,2.86672542179,0.992699,4406.78025299,468.504,3502.05909406,468.513767319,-470.487,3502.05909406,124.797096587,3502.05909406,381.463768692,4808.65990153,1380,1380,468.504,218.839,468.513785419,0.0
150.235,5026.23696419,233.128,3.00142212278,0.989109,4616.66780184,468.349,3180.1779267,468.353122939,-470.245,3180.1779267,225.324523659,3180.1779267,370.232816654,5314.90069858,1381,1381,468.349,247.114,468.353122939,0.0
150.286,5044.82829312,233.179,2.56656562775,0.983885,1786.13565593,468.472,3320.52690004,468.475155201,-470.358,3320.52690004,1092.51640823,3320.52690004,421.997960209,5562.71319818,1382,1382,468.472,166.481,468.475155201,0.0
150.413,4272.63281232,233.283,2.95038454444,0.987638,2875.36074612,468.361,3438.31540848,468.375881763,-470.213,3438.31540848,630.313961274,3438.31540848,361.550716117,4883.59929195,1383,1383,468.361,261.571,468.375881763,0.0
150.485,4750.65819557,233.364,3.00878775955,0.985613,4407.11748602,468.334,3305.52566794,468.336657846,-470.237,3305.52566794,221.403274694,3305.52566794,377.842516243,5111.13039051,1384,1384,468.334,250.008,468.336675946,0.0
150.445,5500.25373677,233.443,2.86114659665,0.98339,5022.35657683,468.236,2836.82991814,468.245435077,-470.174,2836.82991814,284.958259067,2836.82991814,420.402989764,5888.83473737,1385,1385,468.236,242.025,468.245502609,0.0
150.506,4793.43684034,233.542,2.90487936498,0.985415,2765.67440297,468.184,3085.64214124,468.179924347,-470.136,3085.64214124,696.233401628,3085.64214124,373.326833241,5212.86730924,1386,1386,468.184,233.128,468.179924347,0.0
150.54,4752.92126264,233.617,2.82742873839,0.979978,1925.8206975,468.173,3196.46847511,468.191233561,-470.076,3196.46847511,949.171732652,3196.46847511,408.340020289,5199.47597291,1387,1387,468.173,227.887,468.191275686,0.0
150.53,4742.57999866,233.767,2.7008441495,0.986555,1404.51777271,468.501,3177.54920324,468.50650002,-470.405,3177.54920324,1130.89687256,3177.54920324,426.122604992,5345.42890629,1388,1388,468.501,185.365,468.50651418,0.0
150.596,4371.33886788,233.932,3.22049808378,0.983252,761.494219604,468.079,3241.05739955,468.097165077,-469.94,3241.05739955,1215.04915545,3241.05739955,381.901260521,4984.01228749,1389,1389,468.079,286.697,468.097263939,0.0
150.738,5134.50700754,234.032,2.77985120774,0.981704,4663.87190175,468.17,3234.6108294,468.158789697,-470.007,3234.6108294,252.815239617,3234.6108294,398.622288893,5439.11917386,1390,1390,468.17,216.365,468.158802324,0.0
150.723,4542.39527617,234.09,2.80994122924,0.988027,1627.17656954,468.012,3245.56884044,468.023556849,-469.958,3245.56884044,981.169105329,3245.56884044,385.32166219,5090.6835525,1391,1391,468.012,217.199,468.023569876,0.0
150.716,4575.12227716,234.21,2.78447891245,0.990886,790.822159805,468.058,2884.35162714,468.056774933,-470.038,2884.35162714,1414.23887333,2884.35162714,395.809606266,5350.81053396,1392,1392,468.058,211.62,468.056774933,0.0
150.758,5287.01577108,234.278,2.93173773487,0.985913,5155.96961285,468.116,3236.15252706,468.136371944,-469.905,3236.15252706,90.8222680802,3236.15252706,415.885662555,5447.96505868,1393,1393,468.116,229.393,468.136386609,0.0
150.888,5266.8448076,234.376,2.91539557281,0.976193,4879.55474188,467.833,3012.27232215,467.836600161,-469.684,3012.27232215,220.17983057,3012.27232215,427.539535768,5559.75608937,1394,1394,467.833,238.581,467.836642287,0.0
150.953,4237.25165057,234.444,2.7692498375,0.986481,-222.129070939,467.929,3187.14540691,467.938868855,-469.819,3187.14540691,1753.05133779,3187.14540691,377.755685552,5249.44837453,1395,1395,467.929,210.281,467.938896547,0.0
151.03,5043.3214852,234.55,2.9287268122,0.986835,2208.27234789,467.879,3174.04730711,467.884556914,-469.702,3174.04730711,1208.02440447,3174.04730711,420.83335247,5792.16672458,1396,1396,467.879,242.243,467.884556914,0.0
151.081,4341.33464816,234.642,2.94446846471,0.985809,999.901410625,467.883,2985.72546698,467.887725055,-469.777,2985.72546698,1604.61651396,2985.72546698,425.702121766,5572.6232978,1397,1397,467.883,239.473,467.887725055,0.0
151.055,5357.03348566,234.703,2.65247933279,0.989033,5222.5080478,467.897,3327.32160991,467.903228691,-469.779,3327.32160991,108.235388693,3327.32160991,424.81472096,5624.72520477,1398,1398,467.897,190.911,467.903228691,0.0
151.164,4135.05521329,234.786,2.85053468183,0.991564,-390.986336406,467.981,2994.74546013,467.989368651,-469.786,2994.74546013,1987.26269917,2994.74546013,375.314137797,5489.95858094,1399,1399,467.981,227.271,467.989368651,0.0
151.255,4431.89027175,234.876,2.8929087624,0.982507,828.220922406,467.713,3232.79911706,467.709257068,-469.632,3232.79911706,1785.75080415,3232.79911706,415.276332003,5776.60479733,1400,1400,467.713,247.229,467.709306499,0.0
151.309,3928.65805491,234.992,2.90014082938,0.980236,9.10792803244,467.624,3308.9428669,467.635680247,-469.575,3308.9428669,1444.23858648,3308.9428669,376.540947445,5080.30147756,1401,1401,467.624,249.771,467.635680247,0.0
151.349,3967.5140776,235.022,2.69384112752,0.978644,107.027088497,467.692,3280.95389806,467.699672658,-469.612,3280.95389806,1356.47819745,3280.95389806,377.028115287,5138.64419974,1402,1402,467.692,202.251,467.699672658,0.0
151.373,3639.32768197,235.082,2.67552657532,0.978552,-271.643543547,467.791,3307.76270731,467.796529556,-469.777,3307.76270731,1660.45050342,3307.76270731,366.055766029,5004.9298061,1403,1403,467.791,210.248,467.796529556,0.0
151.368,4792.9277727,235.12,2.62604832332,0.983682,493.878798325,467.956,3138.58734687,467.967062313,-470.009,3138.58734687,1434.44249702,3138.58734687,415.134104058,5370.23293201,1404,1404,467.956,179.65,467.967081946,0.0
151.415,4345.86110592,235.234,2.8646398088,0.987397,2416.00229495,468.074,2754.63284304,468.082721158,-470.123,2754.63284304,807.644702054,2754.63284304,346.224573893,5386.94770045,1405,1405,468.074,239.189,468.082812714,0.0
151.345,4579.14948134,235.302,2.73455869868,0.981518,3033.52813683,468.302,3292.10134418,468.298719578,-470.282,3292.10134418,734.45618421,3292.10134418,394.650713852,5216.87407077,1406,1406,468.302,207.185,468.298719578,0.0
151.369,4653.79807632,235.43,2.77899249805,0.989093,1940.52660779,468.14,965.858707694,468.147869076,-470.183,965.858707694,942.40598915,965.858707694,394.046593581,5370.33724425,1407,1407,468.14,211.603,468.147869076,0.0
151.462,2885.38016483,235.498,2.73833421358,0.99084,-245.551452328,468.36,3183.40261173,468.371207127,-470.316,3183.40261173,1728.78295366,3183.40261173,294.360989155,4816.85454711,1408,1408,468.36,201.299,468.371207127,0.0
151.563,2030.96130309,235.59,2.87158262299,0.992204,-179.982471473,468.371,3453.58373598,468.384443507,-470.335,3453.58373598,1438.02963157,3453.58373598,275.977589471,3809.96914247,1409,1409,468.371,218.095,468.384500468,0.0
151.633,2131.79564563,235.651,2.85525478299,0.990283,-295.662019442,468.31,2821.31259174,468.309865879,-470.292,2821.31259174,1230.35352263,2821.31259174,266.387707317,3526.95546025,1410,1410,468.31,218.053,468.309878905,0.0
151.637,4136.92490245,235.809,2.84658221414,0.987474,2726.73687652,468.331,2019.21041944,468.340230401,-470.352,2019.21041944,530.343917553,2019.21041944,353.617674234,4718.36400858,1411,1411,468.331,227.015,468.340230401,0.0
151.713,4607.45941939,235.967,2.85641664074,0.983879,4160.9389942,468.664,2800.24032288,468.667438764,-470.751,2800.24032288,228.619713818,2800.24032288,364.199306271,4908.80738256,1412,1412,468.664,213.038,468.6674444,0.0
151.744,4639.0197587,236.09,2.82018902574,0.982063,3291.48068473,468.892,3112.94112318,468.897763478,-470.957,3112.94112318,580.135892755,3112.94112318,374.299061596,5242.65507567,1413,1413,468.892,213.646,468.897771137,0.0
151.811,2993.55470192,236.172,2.96559958328,0.994529,465.641975204,468.883,3298.53476052,468.899853591,-470.872,3298.53476052,1093.4712141,3298.53476052,301.955831877,4100.38418192,1414,1414,468.883,233.892,468.899853591,0.0
151.875,4866.78658041,236.31,2.97425255192,0.977594,3918.71102474,468.867,3181.44465312,468.868588177,-470.751,3181.44465312,353.073215788,3181.44465312,403.537699047,5150.3473108,1415,1415,468.867,250.977,468.868588177,0.0
151.944,3970.19440275,236.419,3.03249406666,0.980879,130.30344371,468.725,3088.85021794,468.7376151,-470.653,3088.85021794,2158.0157842,3088.85021794,426.952691823,5955.72854158,1416,1416,468.725,263.432,468.7376151,0.0
152.01,5060.06009252,236.479,2.78702921932,0.978184,1227.64227025,469.081,3276.62229906,469.084676411,-471.018,3276.62229906,1281.74463955,3276.62229906,430.778796834,5710.57492751,1417,1417,469.081,208.295,469.084676411,0.0
152.054,3795.63929224,236.597,2.87723372134,0.991445,371.67120482,468.972,3531.43592959,468.977785388,-470.906,3531.43592959,1858.31521386,3531.43592959,391.883421101,5244.68892087,1418,1418,468.972,213.607,468.97779277,0.0
152.069,4307.21651327,236.661,2.82864716225,0.98376,1088.28060369,468.873,3161.16591125,468.883639533,-470.846,3161.16591125,1485.84924929,3161.16591125,391.574804944,5392.91350802,1419,1419,468.873,217.045,468.883641066,0.0
152.122,4401.2245628,236.779,3.01980634884,0.98166,1950.0832088,468.828,3048.38997295,468.840911906,-470.789,3048.38997295,828.299690442,3048.38997295,397.852450748,4835.04772506,1420,1420,468.828,245.946,468.840913439,0.0
152.199,3527.65783437,236.893,2.73846414589,0.986974,-613.367934077,469.11,3128.84400623,469.114957862,-471.073,3128.84400623,2269.72027092,3128.84400623,344.812393302,5253.90688179,1421,1421,469.11,195.077,469.114957862,0.0
152.225,1393.0996538,236.992,2.85602965216,0.99464,-379.088527591,469.104,3079.7142493,469.107937836,-471.077,3079.7142493,1404.65296018,3079.7142493,240.748098157,3582.59718266,1422,1422,469.104,227.142,469.107945218,0.0
152.255,2763.25033394,237.061,2.88646113844,0.991634,-93.1103080925,469.118,3186.79363795,469.117983796,-471.063,3186.79363795,2092.64106128,3186.79363795,315.171138538,4975.69437598,1423,1423,469.118,231.19,469.118040886,0.0
152.282,3921.76031599,237.105,2.56465118983,0.992195,302.509502761,469.443,3370.44684426,469.453815761,-471.333,3370.44684426,1665.24936275,3370.44684426,408.208399601,5341.26877783,1424,1424,469.443,157.951,469.453821398,0.0
152.288,4103.34556271,237.167,2.93178847079,0.992682,-811.376842414,469.098,3185.91798027,469.106064825,-470.973,3185.91798027,2245.29177608,3185.91798027,351.074460987,5375.4209499,1425,1425,469.098,231.788,469.106064825,0.0
152.405,3983.66078912,237.254,2.83183592971,0.98803,493.514984753,469.24,3242.60366352,469.244421345,-471.143,3242.60366352,1879.37920927,3242.60366352,404.846595422,5387.6008901,1426,1426,469.24,215.743,469.244478768,0.0
152.386,4139.3184124,237.337,2.72042242134,0.98566,-508.240108046,469.393,3393.30550025,469.399028695,-471.355,3393.30550025,1873.05180659,3393.30550025,362.517834554,5539.44203754,1427,1427,469.393,197.873,469.399135087,0.0
152.398,4646.53949919,237.439,2.8189604729,0.988149,1600.14872368,469.316,3240.39664788,469.317491451,-471.338,3240.39664788,1461.2693339,3240.39664788,431.805447767,5677.9424461,1428,1428,469.316,232.396,469.317491451,0.0
152.423,3653.66037717,237.517,2.81327708679,0.995194,-318.562096714,469.31,3366.66424982,469.319862008,-471.183,3366.66424982,1935.212852,3366.66424982,317.124832037,4794.50973425,1429,1429,469.31,208.709,469.319869667,0.0
152.466,3549.817043,237.65,2.97054864179,0.993745,625.642748367,469.077,3300.95237548,469.07651943,-470.905,3300.95237548,2105.22270731,3300.95237548,421.780893284,5401.97184788,1430,1430,469.077,238.49,469.07651943,0.0
152.477,2371.64085289,237.745,2.92927021362,0.991414,-477.268642946,469.216,2819.50771545,469.233860062,-471.206,2819.50771545,1790.16403802,2819.50771545,296.993845049,4468.60936559,1431,1431,469.216,230.235,469.233879695,0.0
152.533,2818.21361688,237.792,2.81492231493,0.990311,-154.833437958,469.249,2836.95199595,469.260232498,-471.211,2836.95199595,1747.36616717,2836.95199595,352.512998973,5106.8015447,1432,1432,469.249,205.42,469.260247539,0.0
152.571,2187.91852407,237.826,2.87293870621,0.991967,-518.963915087,469.278,3075.44894162,469.283006429,-471.125,3075.44894162,1862.87748016,3075.44894162,284.310970712,4683.37361955,1433,1433,469.278,211.68,469.283006429,0.0
152.592,5093.24115415,237.902,2.94756594079,0.990856,4996.93029878,469.294,3102.23653858,469.30278192,-471.282,3102.23653858,64.6487059201,3102.23653858,411.665652095,5194.03390554,1434,1434,469.294,229.243,469.30278192,0.0
152.711,3690.42533399,238.055,3.18130752288,0.990642,820.453678634,469.033,2931.94684739,469.034497933,-470.967,2931.94684739,1779.10135758,2931.94684739,392.596507359,5276.83668052,1435,1435,469.033,311.966,469.034523415,0.0
152.741,3699.56647306,238.138,2.91166276818,0.989904,-263.376146549,469.085,3389.79891253,469.092270157,-471.009,3389.79891253,2137.88679731,3389.79891253,359.734954477,5340.55405575,1436,1436,469.085,238.411,469.092270157,0.0
152.781,5378.62506519,238.273,2.99038394046,0.981938,5286.93613141,468.835,-232.512754474,468.8425518,-470.863,-232.512754474,61.0318379943,-232.512754474,433.421598432,5531.79978942,1437,1437,468.835,249.317,468.8425518,0.0
152.834,3530.28963917,238.345,2.86854181808,0.989639,121.53121393,468.92,3330.45226611,468.920366563,-470.942,3330.45226611,2051.26819193,3330.45226611,361.518917684,5198.5724379,1438,1438,468.92,225.971,468.920476257,0.0
152.881,5254.50639798,238.434,2.94045057503,0.989359,5079.00138068,469.047,2933.20118826,469.059060998,-470.958,2933.20118826,107.895155171,2933.20118826,402.917920896,5416.19913208,1439,1439,469.047,225.853,469.059060998,0.0
152.91,4911.78665138,238.547,2.99068220412,0.991791,4835.5325967,468.828,3359.17836097,468.828762682,-470.836,3359.17836097,58.306968823,3359.17836097,390.158496329,5013.42862946,1440,1440,468.828,263.716,468.828762682,0.0
152.98,4329.89464428,238.627,2.94811499427,0.984372,2176.0362179,468.841,3244.33442981,468.847776927,-470.838,3244.33442981,740.391746643,3244.33442981,363.498385882,4908.560007,1441,1441,468.841,254.264,468.847789553,0.0
153.071,4996.97318713,238.73,2.93857188619,0.983815,-59.2261525016,468.888,3316.43782887,468.899942816,-470.832,3316.43782887,1687.05234829,3316.43782887,415.698722972,5694.2152627,1442,1442,468.888,242.85,468.89996261,0.0
153.11,5250.69279029,238.854,2.96823860916,0.989948,4806.11240045,468.804,2708.73246238,468.812918636,-470.883,2708.73246238,231.47248729,2708.73246238,391.554750841,5721.5187391,1443,1443,468.804,253.72,468.812918636,0.0
153.096,4642.55406315,239.001,3.033572411,0.991724,2357.44701374,469.009,2780.67734904,469.014330247,-471.072,2780.67734904,785.755129994,2780.67734904,368.947454622,5318.79384594,1444,1444,469.009,265.938,469.014343542,0.0
