MaxReturn,AverageAbsQYDiff,MaxEsReturn,AverageDiscountedReturn,Epoch,AveragePolicySurr,MinEsReturn,StdReturn,AverageReturn,MinReturn,QFunRegParamNorm,AverageAction,AverageY,AverageAbsQ,Iteration,AverageQ,AverageAbsY,StdEsReturn,PolicyRegParamNorm,AverageQLoss,AverageEsReturn
-2.6129267964,0.307864244042,-25.0312710785,-7.92964810183,91,4.58609,-50.8287010701,3.73212182788,-9.7271660546,-17.7871990077,47.4051,0.0207324,-5.16387738658,5.16227,91,-5.16227,5.16387738658,5.74304598645,37.7504,0.386009,-36.5394232968
-4.6798326128,0.293481444233,-25.9849119057,-8.64597068306,92,4.60094,-57.7706833484,3.48779918824,-10.6441972244,-20.6750522107,47.684,0.0280844,-5.17821481655,5.17742,92,-5.17742,5.17821481655,8.05462002579,37.921,0.342588,-42.207644951
-4.79639769522,0.302023449695,-27.0376879046,-8.1666865081,93,4.60403,-56.2065934192,2.93135156676,-10.0937965963,-18.4563909099,47.9656,0.0243915,-5.19008660595,5.18889,93,-5.18889,5.19008660595,7.44200253004,37.9969,0.363272,-39.0501891494
-5.02175357334,0.298453391256,-21.8781972012,-8.31558487244,94,4.62366,-45.6722773695,3.19988337131,-10.2462727595,-19.1244764488,48.2514,0.0243631,-5.19854794137,5.19784,94,-5.19784,5.19854794137,4.98447902215,38.1422,0.351993,-36.0631503127
-6.29742732567,0.302706353283,-25.8801550817,-9.01949303064,95,4.60181,-51.2299441382,2.90989280993,-11.132452717,-18.8497153088,48.5689,0.0323154,-5.17743370628,5.17547,95,-5.17545,5.17758060062,6.83362846954,38.3029,0.372713,-35.9098586299
-4.10607533484,0.302238087442,-25.6229664254,-8.36492610882,96,4.62426,-49.7686764115,3.36725355932,-10.2729860142,-19.8642612562,48.8639,0.0251791,-5.19326652892,5.19285,96,-5.19285,5.19326652892,7.54323974556,38.4097,0.360754,-36.1346180207
-3.52137886076,0.298755312214,-26.1714006636,-8.50961652048,97,4.62738,-54.8777805227,3.15895710923,-10.5158825935,-18.5075276319,49.1873,0.0248263,-5.20122103799,5.20016,97,-5.20016,5.20122103799,8.24631230002,38.5492,0.353333,-40.7715051262
-5.25362714899,0.289991987854,-28.4331521009,-8.45544384696,98,4.61362,-51.6123124294,2.96132358248,-10.4393843508,-17.3124562733,49.4271,0.0268691,-5.19982661419,5.19826,98,-5.19825,5.19987710161,6.7196232799,38.7001,0.323833,-38.8297170257
-1.90918186645,0.297757973762,-21.3592319761,-8.18587258554,99,4.64182,-63.7514536064,3.34627163077,-10.1520910683,-17.3879538316,49.7076,0.0238465,-5.21865980701,5.21802,99,-5.21802,5.2186783841,9.50626829392,38.8046,0.356466,-38.5759400033
-0.795658994638,0.304067615893,-27.5313662091,-7.66413935174,100,4.63428,-49.3995520833,3.50084661963,-9.52404214777,-18.5403162007,49.9943,0.0193482,-5.2175947364,5.21631,100,-5.21631,5.2175947364,5.97488863009,38.8962,0.373399,-39.1386141997
-3.30558458179,0.306050744981,-22.3476366052,-8.30406522477,101,4.64334,-59.6745569632,3.40150788259,-10.296012408,-18.9721957545,50.3181,0.0262304,-5.22566908528,5.22448,101,-5.22447,5.22566908528,11.1484273554,39.0006,0.380535,-39.2051554205
-4.86407593504,0.299764352006,-18.3487476175,-8.74638232044,102,4.63448,-55.6106846615,3.27348570639,-10.7845021155,-17.7974181422,50.5759,0.0285344,-5.22039831614,5.21982,102,-5.21981,5.22039831614,8.97371676526,39.1062,0.364377,-38.6101144052
-1.29400559466,0.300563224114,-23.0264358965,-7.78958108266,103,4.66462,-56.3505514702,3.54546042375,-9.6251828768,-18.4848097961,50.8354,0.0209785,-5.2392716008,5.23831,103,-5.2383,5.23938838924,8.27355884531,39.2882,0.363765,-38.7431027075
-3.03719273672,0.30262890847,-21.8675262562,-8.33707880724,104,4.64757,-50.0931913778,3.84198318597,-10.3174295748,-20.8366931477,51.0804,0.0221934,-5.22558923019,5.22437,104,-5.22437,5.22558923019,7.97385051059,39.4164,0.367318,-36.5795737975
-2.9869366859,0.296047349316,-21.9378671337,-7.45672915136,105,4.61977,-51.2882392544,2.94242730567,-9.23385341406,-16.4425435623,51.3273,0.0178481,-5.22554564,5.22408,105,-5.22408,5.22561525634,8.85646511411,39.5377,0.350047,-36.8813953218
