AverageAction,AverageQLoss,AverageAbsQYDiff,MinEsReturn,AverageEsReturn,StdEsReturn,AverageQ,MaxReturn,QFunRegParamNorm,AverageAbsY,PolicyRegParamNorm,MinReturn,Iteration,AveragePolicySurr,MaxEsReturn,AverageY,AverageReturn,Epoch,StdReturn,AverageAbsQ,AverageDiscountedReturn
0.739664,615.358,8.18549873543,4.78296835247,114.102214442,163.574164696,384.212,2732.47594519,241.922,384.303719336,118.416,252.927804481,979,-392.928,612.780327197,384.228124732,1403.24703086,979,1128.03232191,384.573,184.414634329
0.752955,579.024,8.10228239566,4.97271076978,73.8963314392,86.26474274,383.948,2694.31242071,242.034,384.023599091,118.457,225.735348701,980,-392.685,276.961617313,383.951217869,879.88569499,980,875.580713119,384.334,161.414259932
0.74282,578.596,8.05874198333,5.36924313665,75.152953407,132.0414647,384.395,2038.91401453,242.174,384.500919998,118.487,240.620472934,981,-393.287,524.039270991,384.400257935,845.918948108,981,607.815064922,384.783,176.945583066
0.813452,607.688,8.11262774717,4.9723139333,163.889794102,267.816881957,384.433,3115.76816767,242.236,384.516377339,118.531,1116.54141887,982,-392.89,868.035585043,384.458356804,2462.44323009,982,579.668202251,384.81,230.025773732
0.774751,539.582,7.80471589716,4.83323128071,79.6978554266,104.400929344,384.34,2849.23942625,242.344,384.428155098,118.574,292.234225334,983,-393.077,450.992094293,384.36140445,2361.21875575,983,700.195984183,384.681,216.30964169
0.761599,544.166,7.97700009694,4.20687815336,65.1628385366,120.394177787,383.93,1856.04492612,242.434,384.019634053,118.587,587.586330491,984,-392.755,593.362344392,383.935790652,1196.65702215,984,349.939431445,384.308,213.945229061
0.804438,572.421,7.83464263928,4.79943808099,41.8143546716,52.2869694352,384.733,2756.15560308,242.542,384.821412408,118.633,696.804276053,985,-393.391,217.517460667,384.743061701,1482.31036571,985,724.753392473,385.125,216.334378757
0.71683,574.264,7.86429131593,3.54761479084,90.5317075327,102.03969204,385.409,1736.60708402,242.66,385.505339494,118.664,35.3224161649,986,-393.871,331.696113858,385.429429094,786.40371739,986,370.224367449,385.792,183.535662923
0.719621,589.172,8.09452923483,4.86805146865,107.676539054,169.304820572,383.697,2246.01460562,242.796,383.770547468,118.762,404.846979731,987,-392.427,742.010389278,383.702517288,1032.29752196,987,490.050965528,384.072,193.083145002
0.751377,527.89,7.78117003348,5.06785929465,95.9881043723,161.586239272,384.57,2373.77484632,242.895,384.703268412,118.789,264.903727352,988,-393.273,656.270002266,384.586905348,1096.7616877,988,544.271962963,384.954,196.375374725
0.776332,539.578,7.81373538891,4.1897535756,49.6199068236,119.139441523,384.035,2836.80973927,243.037,384.128748468,118.881,291.754764917,989,-392.785,654.123755776,384.049970559,1213.85783311,989,734.099619083,384.448,198.461244648
0.772604,550.299,7.88410397978,4.62482918892,153.584779807,302.811105721,384.224,2340.4776061,243.119,384.344332815,118.958,247.708414662,990,-392.614,1195.6337548,384.219598749,1008.88024408,990,628.817891505,384.693,185.931186814
0.810367,600.569,8.17564606734,4.90029936954,66.4621029493,114.867473057,383.928,1984.84527438,243.257,384.048437114,118.941,257.28056403,991,-392.737,415.177609188,383.946561136,785.304772304,991,417.561161922,384.297,200.682540482
0.800056,583.229,7.95427990958,4.31813601122,65.3815070678,86.872226519,383.799,1781.2962443,243.405,383.914300286,119.018,295.576019419,992,-392.612,261.301247827,383.794574897,1028.30103894,992,318.241325279,384.198,212.88317303
0.788121,586.739,8.03005440853,3.45303156126,118.692647204,125.909886674,383.439,2915.21832975,243.552,383.521879379,119.101,37.0928053034,993,-391.986,457.510158944,383.451729766,1062.44832861,993,566.912862936,383.84,189.52802526
0.766276,562.277,7.95796027154,4.63960288196,54.9118657449,76.0858112132,383.747,2776.16547986,243.69,383.825624346,119.164,252.100337684,994,-392.576,343.316554735,383.757001552,1371.37287275,994,588.286212878,384.131,209.491472505
0.582918,576.506,8.04588846606,4.80771297814,76.7445292116,89.8475273657,383.469,1053.41897047,243.81,383.579734644,119.254,69.4205064823,995,-392.019,347.479052065,383.462133211,96.6882216739,995,119.924027026,383.892,61.3813822675
0.792653,567.007,7.95269295731,4.19938872376,97.9552396558,178.090295011,383.735,3106.57553083,243.99,383.826941049,119.27,577.182410857,996,-392.27,728.342112129,383.740246551,1915.52303589,996,890.19421379,384.126,219.480447969
0.768673,595.217,8.20608721753,5.03077284668,62.5841564722,98.1820296702,382.667,2865.58871255,244.11,382.762219819,119.294,275.142311267,997,-391.586,462.69602022,382.676106184,1344.17056216,997,804.667032916,383.074,213.332582169
0.713204,543.254,7.83377589089,5.20515051523,54.6285790275,84.70261119,383.536,2460.79846608,244.253,383.619531625,119.313,241.762600358,998,-392.187,309.69893133,383.540936293,406.082075798,998,466.401082825,383.941,144.403113337
0.784475,538.919,7.67923653988,4.82004544947,46.0412458267,51.3347432103,383.479,2687.19063046,244.397,383.592689024,119.419,256.497293169,999,-392.109,202.514571059,383.494846348,1565.08868607,999,737.633531685,383.869,198.56896903
0.762284,556.895,7.85430500842,5.53485282696,248.449395321,252.815954808,383.198,2854.02010234,244.448,383.327341212,119.495,587.377439851,1000,-391.805,885.781602691,383.203363729,1861.20635711,1000,672.215865523,383.606,227.114391545
0.772874,606.986,8.03046829185,4.49831170288,43.8405336938,57.4972904768,382.885,2956.28848897,244.597,382.984135953,119.564,599.593212792,1001,-391.716,232.410405929,382.879708371,1852.73749337,1001,718.535719983,383.293,227.569755473
0.731794,574.889,7.83489570011,4.91307653027,69.2188999228,109.508320194,383.075,2655.65466597,244.753,383.202596518,119.565,522.465979347,1002,-391.771,433.015277491,383.094708246,1086.72718508,1002,614.637247554,383.473,207.279315103
0.784333,533.85,7.7170271401,5.10669889321,78.1207475814,128.398129769,383.264,2814.13537005,244.885,383.390521364,119.54,690.117605663,1003,-391.853,509.917011717,383.272545256,1834.2094078,1003,767.899621316,383.639,217.612576102
0.800222,572.919,7.99263367043,4.52164167882,88.1274373895,207.828167705,382.236,2604.38266521,245.008,382.351571649,119.573,439.8438379,1004,-391.092,806.267423134,382.242040796,1189.17026076,1004,544.030783715,382.668,212.568149714
0.811126,561.658,7.87045247913,5.68618653626,70.3931193845,97.6175543017,383.14,2740.57465086,245.093,383.261110107,119.693,570.164633827,1005,-391.724,364.21213885,383.173151926,871.50740012,1005,441.978505317,383.55,211.875992935
0.821102,606.765,8.21846442986,4.97898422985,122.436403028,192.228005173,382.831,2097.9010773,245.27,382.936181802,119.754,482.355201119,1006,-391.631,714.31708465,382.842363442,971.682040536,1006,390.800777856,383.231,212.081037571
0.810899,578.977,8.02277404982,4.41469388585,49.1901458179,61.4334853495,382.595,2015.51553109,245.406,382.690967431,119.875,362.420133577,1007,-391.19,252.412914254,382.577042971,1004.83379759,1007,538.021590643,383.038,203.740879623
0.808831,566.787,7.95062453269,5.46115262423,50.4044554078,57.8266406738,382.136,2970.03689491,245.524,382.240020222,119.928,1039.35530872,1008,-390.565,218.051427121,382.142067955,2393.66628663,1008,674.132207538,382.512,226.849283184
0.829007,564.754,7.77588976777,6.90744563917,94.8204018811,144.446296335,382.416,3013.81225899,245.637,382.519082436,119.98,619.321500442,1009,-390.668,576.156599322,382.42519508,1457.78791869,1009,702.11405672,382.803,229.973636621
0.805701,570.096,7.80218854628,5.85222254086,69.4237514648,112.57679107,382.75,2643.82760408,245.697,382.851978893,119.997,289.620511282,1010,-391.165,528.175341303,382.768306722,1385.97640985,1010,812.000239491,383.116,205.54572415
0.763528,585.766,7.89494510452,4.88328216473,128.137610679,245.299601239,382.503,1601.72248101,245.817,382.597447166,120.002,300.772105948,1011,-390.978,1047.40233515,382.493100546,812.615439485,1011,335.979253087,382.893,202.150223669
0.799937,539.488,7.78306123254,6.17772329644,72.9520848286,84.8775036491,382.197,3058.66513781,245.91,382.303822557,120.055,2067.26133558,1012,-390.267,302.63699839,382.213939194,2851.64902076,1012,254.411223765,382.537,235.061691028
0.821972,597.222,7.90666549012,7.80939641482,117.117616439,145.327582146,382.13,3031.70902279,246.041,382.2012851,120.139,647.095548033,1013,-390.451,556.776706961,382.121999371,2094.45143964,1013,906.575816932,382.475,230.746766938
0.782807,573.58,7.75819496938,6.22192432657,39.6943313679,26.2953565784,382.301,2123.96377316,246.146,382.395108497,120.145,584.847999537,1014,-390.338,102.513074552,382.311413433,1121.77289381,1014,411.480416779,382.673,215.405390624
0.784819,544.916,7.79627305728,7.10644050554,214.757408441,296.824454426,381.669,3135.86547507,246.227,381.758064619,120.197,967.305752157,1015,-389.531,891.214493099,381.668617491,2672.73416052,1015,743.744839596,382.032,238.331615206
0.834679,583.548,7.83866829327,5.86194903285,38.6035405518,46.2712295286,380.48,3128.88622377,246.349,380.576768984,120.249,821.935975295,1016,-388.567,277.457435684,380.485874761,1891.59815531,1016,795.921251632,380.854,231.614682372
0.812807,591.481,7.79297981037,5.63348936829,71.2935274342,161.500512066,381.362,3117.19294778,246.47,381.447150193,120.315,1303.25412245,1017,-389.622,828.420821248,381.378523604,2408.63872832,1017,695.74076506,381.733,230.075590904
0.782046,554.721,7.67814782207,10.167919104,86.1355656602,129.851458152,380.965,2836.95001555,246.56,381.065784518,120.332,219.479363686,1018,-389.177,594.395295299,380.966128892,1419.37845646,1018,1204.82733948,381.341,172.312636376
0.792151,543.519,7.58710615796,8.80956238719,48.9404898425,56.2016935553,380.604,3084.03571374,246.692,380.702008402,120.389,2210.62272236,1019,-388.62,248.741329678,380.627681728,2910.88452807,1019,287.084757306,380.96,238.504596257
0.786413,598.374,7.80215680404,6.73837518425,92.9490385246,183.290645682,381.09,2955.56657314,246.761,381.183622099,120.396,197.301531489,1020,-388.891,924.226812117,381.090014456,2662.95381462,1020,780.553837954,381.445,209.047168181
0.773958,603.781,7.86209659546,4.2247238617,45.7355162075,48.9984807641,380.775,3005.07386271,246.938,380.889445766,120.446,1667.55244562,1021,-388.654,197.261996299,380.799123168,2859.64540144,1021,377.459844713,381.147,236.790053776
0.845002,583.224,7.7974959795,4.98616705229,58.7824671594,80.3989059279,379.516,2359.11135719,247.065,379.58005396,120.528,816.167387086,1022,-387.481,431.586026506,379.510755021,1447.72682598,1022,424.070174793,379.91,233.337393426
0.810116,620.321,8.04608490277,5.86266997979,61.1384599663,99.7949002939,380.282,2795.94836351,247.16,380.408975318,120.581,265.864422221,1023,-388.672,492.859828741,380.307338962,1363.45464539,1023,642.191734787,380.709,212.247248193
0.797307,577.804,7.81194609631,6.02858589444,82.4652018963,153.457866162,380.056,3135.46135943,247.286,380.117253311,120.64,262.065594928,1024,-388.45,699.767127826,380.052250894,1826.56870855,1024,961.534475782,380.375,209.609954667
0.825283,579.378,7.74225143813,5.00563071232,80.5143256856,197.635359387,379.257,2285.16286058,247.414,379.353446976,120.655,167.797838258,1025,-387.637,1007.83539005,379.271337355,1529.68686378,1025,516.131340651,379.661,221.575112165
0.834008,521.335,7.47996944798,4.68681731593,45.9436717151,68.0321716393,379.916,2836.61903263,247.532,380.023227092,120.711,198.534975391,1026,-387.885,378.054468915,379.916742376,1587.77881246,1026,608.164481646,380.313,213.873193176
0.848668,561.681,7.86365984765,5.93872460433,159.870114916,190.496401233,379.363,2643.19219399,247.634,379.463439883,120.734,298.595394762,1027,-387.735,517.298862714,379.380458281,1279.30590974,1027,570.165626336,379.74,212.369338947
0.861848,565.429,7.78150673986,4.78897504702,69.7949544839,96.1633864441,379.271,2978.72380953,247.738,379.378805118,120.82,731.348976966,1028,-387.246,366.608844137,379.283003594,1701.75459689,1028,687.331290858,379.672,226.588508023
0.845243,550.149,7.58167584415,4.91762223836,235.447597265,351.339938673,379.942,1790.02461545,247.838,380.021935884,120.878,606.864506804,1029,-388.083,1060.65342328,379.941405565,1174.93843352,1029,336.121604991,380.339,218.910244451
0.824148,594.845,7.83575579876,5.29655786004,190.007185461,193.329142169,379.243,2839.22335418,247.973,379.353211166,120.906,578.756721138,1030,-386.998,584.519968803,379.280590526,1304.41601515,1030,670.032459791,379.606,210.243303706
0.832785,591.077,7.9023230014,5.57250117782,85.8205702619,128.342649724,378.88,1957.06644349,248.145,378.979731174,121.022,556.6763737,1031,-386.973,529.226643599,378.878693173,953.726803299,1031,371.31670189,379.279,223.032525646
0.777672,559.059,7.76305685504,4.73524662058,102.823503139,112.092709333,379.132,1689.28525151,248.27,379.240679567,121.057,575.685024072,1032,-387.587,335.45810139,379.133917183,969.756147341,1032,273.795749715,379.543,212.537821817
0.767456,528.937,7.40912415147,4.18480309449,58.0941862726,91.5295888171,379.871,2092.44927109,248.36,379.983861893,121.082,162.797678461,1033,-387.83,448.990566673,379.868070413,1052.20916059,1033,510.605398921,380.279,198.074947186
0.86095,563.746,7.71166335996,5.55932734723,103.926140179,248.148778413,379.103,2772.79386747,248.464,379.18927952,121.132,792.214738428,1034,-387.005,1084.16089384,379.11249313,1698.32301466,1034,596.547564012,379.485,233.498528376
0.831856,523.869,7.48919266266,4.51662306108,78.9092349096,145.176306326,379.313,2345.53773822,248.627,379.402298461,121.135,888.012153316,1035,-387.516,525.232126863,379.324428131,1491.47124397,1035,465.563800473,379.694,227.886254803
0.809363,552.376,7.62971981475,3.60755240825,66.3700620825,167.766229298,378.857,2915.84101827,248.724,378.964300554,121.19,171.239482016,1036,-386.916,934.648442185,378.864100695,900.708056978,1036,789.493852319,379.261,171.310473275
0.735303,592.145,7.69010414757,3.79615185154,47.1808878478,63.50612561,378.068,1343.51002081,248.83,378.163823343,121.233,189.696387931,1037,-386.28,283.659165152,378.065066281,390.652589059,1037,273.535247065,378.451,149.381709122
0.861104,578.932,7.78545975676,3.69898259536,53.8195271225,79.6643324703,378.42,2948.67475208,248.96,378.516669356,121.267,638.090539073,1038,-386.667,321.66114953,378.426209254,1870.39966382,1038,704.571629233,378.844,229.873895688
0.80384,576.122,7.71560745659,5.34010835595,76.9129863828,134.343378414,377.884,3083.76170172,249.058,377.979939453,121.335,766.447966046,1039,-385.725,645.399360512,377.877645192,1979.07635338,1039,841.513881028,378.285,228.062581894
0.851358,541.855,7.64792125159,4.85334718353,60.9625489525,93.0595546566,378.973,3153.84713235,249.179,379.115878008,121.383,808.040460466,1040,-386.92,474.572172957,379.008607273,2125.15198005,1040,925.5898329,379.399,223.709079126
0.786723,588.166,7.8751183872,5.37024769125,197.567917952,203.044239086,378.21,2892.19083685,249.243,378.300500217,121.51,263.892740498,1041,-386.219,667.320198782,378.220920816,1649.92270823,1041,714.180460978,378.554,197.861594103
0.789462,558.088,7.61131736301,4.36537187732,36.0233626582,71.6367541201,377.952,2868.64590597,249.398,378.025732384,121.536,248.03302117,1042,-385.894,422.471614807,377.947968591,1665.63511969,1042,784.5843092,378.328,208.435093771
0.795943,571.472,7.83572961217,5.30772515423,78.970257197,126.165099393,377.161,3073.27300061,249.549,377.270461859,121.615,276.733509143,1043,-385.373,509.254473809,377.185989628,1909.37999505,1043,870.005352992,377.504,216.973888123
0.806488,532.887,7.47159164131,4.45975893656,53.4827091111,114.644795807,378.118,2270.69565939,249.639,378.228911564,121.65,482.596319126,1044,-386.085,543.078578988,378.130789357,905.48576769,1044,424.996577912,378.517,218.741882047
0.79435,624.857,7.8952205695,3.96180451654,31.879824717,37.6015481509,377.791,3063.51114672,249.765,377.952241899,121.745,174.209247957,1045,-386.013,163.772264013,377.804174149,1721.24359978,1045,930.635483017,378.235,202.814802914
0.802737,584.512,7.75381923319,5.23972144255,49.1739965814,75.7845209711,377.87,3095.79211079,249.88,378.002087933,121.785,751.743578301,1046,-385.732,425.981371,377.880791193,2583.43169995,1046,734.788823807,378.229,212.996378252
0.833442,611.562,7.95257135996,4.34764742162,56.2751054641,91.3550879122,377.328,1377.07440677,249.979,377.482835145,121.807,643.170604189,1047,-385.5,398.835234571,377.333131908,879.587416769,1047,198.149933994,377.732,214.670383835
0.855422,593.308,7.81035827552,3.496117884,40.6644269232,61.7855770315,377.96,2819.4662688,250.091,378.127724845,121.876,923.7875745,1048,-386.277,317.676277633,377.976348579,1703.83265093,1048,641.486166486,378.415,230.151789829
0.844553,577.407,7.81639390503,3.95353749382,69.5935207571,134.392382365,377.765,3047.11550418,250.2,377.858825951,121.936,621.013495366,1049,-385.917,565.680339041,377.75248247,1098.83830921,1049,632.890503785,378.161,226.785519094
0.817536,572.809,7.7348466813,4.45404751949,85.5488230486,138.554420619,377.817,2038.58497487,250.292,377.925841068,121.956,590.083014281,1050,-386.24,471.017859793,377.829686059,1112.0541659,1050,385.909598492,378.17,223.711044955
0.726227,559.827,7.79548586444,3.43279862107,56.1497803153,80.5050620211,378.232,1467.7274938,250.42,378.298940357,122.019,213.261646314,1051,-386.725,384.310873102,378.221862693,634.039972886,1051,307.172927451,378.636,178.393753909
0.852338,615.206,7.89865626868,3.69398813836,68.045367784,98.0716220302,377.996,1476.45164519,250.579,378.109749728,122.009,242.441031128,1052,-386.518,346.804511622,378.010456679,942.332192641,1052,229.445717958,378.407,229.058417733
0.839442,583.228,7.88228739921,4.55483326281,63.9152592369,108.988368561,377.962,3036.06098336,250.688,378.04886472,122.073,274.124689249,1053,-386.536,497.31906006,377.96844189,1589.04548412,1053,787.982769087,378.362,227.969209837
0.773167,579.525,7.89379349859,3.64858154167,60.5686793909,106.145769954,378.47,2851.98281577,250.83,378.584062804,122.198,205.365394362,1054,-386.858,439.337740067,378.488428283,1075.67764249,1054,828.11235875,378.855,171.023054502
0.82062,539.537,7.63287232201,3.69099409556,51.6763699221,107.014141502,378.35,1799.28353195,250.993,378.461598764,122.282,565.694014866,1055,-386.407,609.15349309,378.361206517,926.392004788,1055,310.504637363,378.739,205.595889739
0.802075,557.326,7.73298725037,4.3732847489,55.0463855258,131.662985399,377.251,2817.83974014,251.124,377.332850553,122.338,157.537573669,1056,-385.59,773.020583894,377.249853784,1249.4412026,1056,839.962769374,377.632,176.728235427
0.671687,552.009,7.72166656055,4.71848577465,62.4235869754,115.421691511,378.753,1167.81849038,251.272,378.861740825,122.347,151.628335479,1057,-386.828,561.220165743,378.762882718,210.947727939,1057,111.738552993,379.161,114.886885999
0.855408,570.899,7.61288586609,2.409147303,56.6773030827,73.6898331067,377.938,1588.31490735,251.38,378.025923914,122.423,163.400775612,1058,-386.131,264.451956212,377.918106767,1029.0264138,1058,290.764453655,378.359,220.499460505
0.844023,578.613,7.8166758741,4.83781125694,70.3506702981,205.871199194,377.4,2905.22933888,251.466,377.504612493,122.427,193.567289835,1059,-385.865,1263.38507201,377.421707425,971.411830369,1059,601.267417865,377.789,195.851002439
0.857533,602.016,7.81346264092,6.66905180209,69.5384207008,89.6138828885,377.329,3110.82538635,251.573,377.421743239,122.471,187.457967724,1060,-385.712,417.695352584,377.324153992,1315.78977878,1060,1004.42017122,377.724,185.293462332
0.810588,512.38,7.45801161625,5.97295884867,76.2652385785,158.759732758,378.069,2165.08429198,251.715,378.170904262,122.492,199.058169853,1061,-386.215,783.107492779,378.077489305,1157.34818307,1061,443.59313435,378.438,177.765252886
0.830283,592.25,7.76033398541,7.13947487811,143.354598302,193.001725738,377.726,2890.67989521,251.81,377.80339512,122.567,145.341029126,1062,-385.472,665.420299193,377.739603795,1568.42918035,1062,996.249075502,378.072,175.889794371
0.75256,615.973,7.92489787661,4.33062996295,72.3419494278,146.116151165,376.985,1832.85824092,251.955,377.093254633,122.57,166.638675539,1063,-385.349,726.813584321,377.000251237,802.950214008,1063,524.966961148,377.399,158.10038018
0.792861,590.133,7.82479180791,6.16377418272,92.0974300359,130.247178478,376.73,2344.16367614,252.114,376.801460158,122.676,452.682996343,1064,-385.292,489.82911316,376.721731575,1234.20044098,1064,513.312845793,377.151,191.115475448
0.805929,582.483,7.78009367399,6.67267007601,57.7311749488,59.6407883287,377.072,2736.68217508,252.242,377.190630259,122.731,183.946953699,1065,-385.198,253.90916319,377.089767343,887.941382664,1065,763.31646822,377.45,157.934732752
0.867971,576.853,7.74275977322,4.1020763507,43.0554892066,49.2345552895,376.995,2967.35742385,252.327,377.082703305,122.767,957.377993904,1066,-384.936,290.769496719,376.982119335,1799.65618009,1066,625.441608425,377.316,205.757882832
0.833956,564.192,7.71828180746,4.34351707268,46.4483067739,68.6939035936,376.771,2318.11785273,252.432,376.869244298,122.819,465.303356871,1067,-384.571,306.279300447,376.794047335,956.169637386,1067,387.417164593,377.121,204.170852036
0.802785,568.891,7.77108379794,4.72625468064,65.5151253877,132.432628643,376.531,2630.85123022,252.579,376.63239053,122.833,337.242026213,1068,-384.624,686.667711592,376.54710857,1141.83230929,1068,551.418788645,376.959,193.764323554
0.844225,574.869,7.931516827,4.35043552486,58.9415790238,103.169147731,376.576,2864.12056526,252.669,376.660206674,122.862,232.881877641,1069,-384.824,421.82388407,376.576703373,992.997992355,1069,668.616756705,376.924,187.053831658
0.849132,583.197,7.88543547025,5.28378460055,99.4635889956,174.021801146,376.371,1652.35550129,252.783,376.470112587,122.934,583.470647594,1070,-384.567,626.92238396,376.39580429,996.149920429,1070,295.722374585,376.756,219.361412551
0.789922,554.065,7.74250929383,4.38519144528,80.2303635215,136.884593336,376.314,1100.24384522,252.945,376.386734476,122.968,367.722237337,1071,-384.448,646.201175535,376.326155609,868.850875212,1071,133.434770538,376.713,198.6644884
0.761385,586.032,7.72099402459,3.93282705141,58.8645461544,123.283341366,376.493,802.364907456,253.042,376.570035124,122.967,382.833351806,1072,-384.877,515.7814987,376.496930889,584.484850609,1072,101.052836803,376.869,179.589284932
0.791031,585.834,7.70816549453,3.67693060772,34.9317449536,41.9121885844,375.77,2819.6097787,253.194,375.860692704,123.011,213.166521682,1073,-384.138,195.251895584,375.804866419,866.731919373,1073,467.651135355,376.112,195.876824982
0.775951,577.697,7.74099828701,4.40237822539,95.4940627085,147.236813665,376.627,1429.31843225,253.318,376.702131549,123.04,254.339124649,1074,-385.217,559.799538889,376.615853434,742.341657889,1074,216.027714504,377.028,206.84919464
0.83532,596.166,7.75608862347,3.56765060657,65.1753289852,105.948297972,376.415,2275.40274067,253.409,376.51617977,123.11,561.285578315,1075,-384.849,489.455281368,376.440701024,1053.06320798,1075,510.455862932,376.815,221.836963527
0.741025,557.109,7.72982631152,4.70581184648,50.4958052378,83.1383106804,376.831,2873.60742717,253.508,376.89454213,123.171,567.655399961,1076,-385.252,450.522710612,376.824674979,863.573540212,1076,416.027722577,377.204,185.068970249
0.619187,564.16,7.79894972697,4.35278980927,61.7090522181,103.960570491,377.318,998.493631549,253.62,377.394982146,123.211,380.265600298,1077,-385.711,485.783680651,377.324388097,681.655558178,1077,179.425928421,377.667,163.758879501
0.821758,556.951,7.66324485924,4.57487507504,71.1569093196,127.023440999,377.339,1162.55411802,253.733,377.424174169,123.251,349.278515456,1078,-385.61,476.33546609,377.359064451,545.757497156,1078,131.61399049,377.723,207.038807945
0.819499,552.936,7.58411393968,5.28871332642,80.7015562022,121.162138673,377.032,945.435964102,253.834,377.108037506,123.285,380.734181828,1079,-385.823,391.307605756,377.026499645,605.722612502,1079,97.6048303684,377.42,212.402889204
0.857959,613.455,7.88119953687,6.46164301168,87.7765759576,144.048199698,377.361,1076.99463956,253.985,377.461583229,123.317,293.886017167,1080,-386.107,540.97997593,377.382062831,733.011765719,1080,174.92565484,377.731,221.778956998
0.821977,575.496,7.84669685369,5.62108461437,53.9474446884,66.6451869694,378.134,957.213349401,254.127,378.249641887,123.355,308.410738949,1081,-386.761,224.798753375,378.154198539,571.280912859,1081,173.591520044,378.541,202.606745763
0.855585,569.337,7.84408255341,5.2925005179,72.6328397111,137.543367605,377.769,1464.52784379,254.262,377.871726829,123.37,301.061888188,1082,-386.562,537.539145804,377.776323236,690.221747842,1082,207.276967853,378.15,210.300386857
0.824684,566.73,7.65496541134,5.91466044616,80.6582355801,104.042450609,378.49,1519.5685619,254.334,378.584956352,123.378,275.788481487,1083,-386.979,423.429246889,378.496037583,678.268186514,1083,204.210222562,378.865,215.181961459
0.864406,563.388,7.75787847371,5.87162974203,69.3984604036,139.895439465,377.95,1459.48107503,254.436,378.081173368,123.463,314.08210968,1084,-386.312,683.24363037,377.9804553,652.582192522,1084,190.045964443,378.322,214.539047664
0.847152,555.628,7.6832609308,5.69105462479,78.8197894368,171.216058492,378.025,1064.83581057,254.608,378.112713836,123.499,315.110516506,1085,-386.442,754.310454331,378.026414728,703.592916684,1085,174.322603163,378.415,217.307724298
0.867297,552.948,7.62234732941,4.4091090373,65.6428778384,143.824109161,377.464,2933.01856329,254.727,377.540704821,123.561,255.272966774,1086,-385.957,721.629702872,377.463461721,1316.49646082,1086,759.571285435,377.847,224.080910438
0.838865,575.43,7.68153536077,4.92704000485,57.9271999229,149.038937386,377.81,2555.67370414,254.811,377.912259516,123.585,617.418776618,1087,-386.147,788.695071545,377.839247756,1203.06644472,1087,584.228786296,378.194,218.683136174
0.86505,569.774,7.68297554784,4.80912498692,78.6783279181,112.612987535,377.769,1177.79709716,254.927,377.85695217,123.662,550.337043855,1088,-386.064,383.787263767,377.761037065,698.740744534,1088,148.177533026,378.153,220.342743416
0.846972,628.805,8.12292268043,4.85163740775,54.6174366483,107.96445935,377.288,1245.91397454,255.052,377.385955641,123.746,355.272825994,1089,-385.86,514.709689337,377.299680832,606.411966603,1089,110.829373074,377.703,211.3762044
0.860686,598.323,7.70028048077,7.47864156999,134.587915541,265.315029468,377.24,2864.85856912,255.158,377.329185489,123.76,199.788123246,1090,-385.406,1007.66595587,377.258006497,1755.94547326,1090,786.251658105,377.589,227.159263687
0.898834,566.58,7.61211864483,4.94882274954,98.5423327543,179.892581527,377.495,977.230767689,255.264,377.560406263,123.797,521.868155403,1091,-385.691,592.078256292,377.500505885,751.289689942,1091,132.970462754,377.836,221.246394515
0.867039,529.263,7.41450187542,6.50990838639,114.624645732,131.367054617,377.782,647.549353587,255.398,377.83294514,123.836,351.107733792,1092,-385.853,414.032300769,377.778280408,556.687309461,1092,61.3385179158,378.133,206.30133465
0.829,596.608,7.97948067412,5.78860812245,57.0506807321,129.855071739,377.218,2034.18689132,255.463,377.300768204,123.855,586.019943553,1093,-385.393,566.780568032,377.238131693,904.963644308,1093,304.543141036,377.609,211.950551416
0.870498,567.532,7.72139102832,7.42210024849,139.270655843,237.818911479,377.436,1085.31891777,255.576,377.533796546,123.918,631.298374547,1094,-385.739,857.770962217,377.449498299,734.915244976,1094,93.3637612585,377.815,222.487412194
0.857345,588.871,7.79112897871,6.27074520201,103.219913274,136.042060409,376.732,1928.19031405,255.699,376.825921796,123.96,595.739848801,1095,-385.262,542.676826561,376.752404422,841.783191424,1095,254.12115743,377.112,228.772219442
0.882246,562.661,7.6418618394,5.31195782091,93.1194889805,174.290598576,376.705,1270.0486526,255.788,376.794515089,123.958,529.510971423,1096,-385.082,761.686588894,376.723178413,897.515347571,1096,237.147301503,377.053,231.061902723
0.880129,580.234,7.80222544837,6.68067776978,120.987437801,159.549099567,377.105,1485.48194247,255.849,377.154297749,123.979,667.44044241,1097,-385.383,553.286797283,377.092677392,928.984656427,1097,189.592474271,377.467,229.513644071
0.87912,542.87,7.5084534065,4.49517844014,71.6320070444,130.158695485,376.451,2894.80385583,255.984,376.538314149,124.035,183.558398186,1098,-384.67,563.684534866,376.464134671,1132.93560652,1098,588.052806766,376.842,221.900541227
0.88605,561.625,7.62519472156,6.62798009781,77.0867348218,123.559828205,376.624,2843.08037248,256.11,376.689532727,124.098,522.400534478,1099,-385.011,430.827402849,376.630877109,1135.72735317,1099,497.7368171,376.963,233.011181054
0.834437,529.971,7.43768786655,5.9100344048,97.136988261,153.087851776,376.78,1200.93896283,256.258,376.849680695,124.134,438.115150082,1100,-384.933,548.971429796,376.777757281,624.499411112,1100,132.904536023,377.121,210.706600528
0.882807,533.66,7.54825385606,5.25538570505,60.6145875202,153.899445053,377.222,1341.61771171,256.419,377.325725972,124.211,653.846240396,1101,-385.268,852.382655463,377.248153103,947.405359653,1101,153.763987677,377.585,232.522258522
