Epoch,AverageY,MinForwardProgress,StdReturn,AverageEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageAbsY,AverageQ,MaxEsReturn,MaxReturn,AverageReturn,AverageForwardProgress,QFunRegParamNorm,AverageQLoss,MinEsReturn,AveragePolicySurr,MinReturn,AverageAction,StdEsReturn,AverageAbsQYDiff,MaxForwardProgress,PolicyRegParamNorm,StdForwardProgress
95,3.17156227755,-0.337869414056,19.9455485378,44.1090377544,3.17339,24.9540721036,3.17426633647,3.16962,120.569119713,107.482500806,36.213166953,0.174947188345,60.393,0.0947825,2.67905739109,-3.3821,-19.7999862342,0.979178,29.3015268623,0.168217081303,0.668194297136,27.3787,0.14503588578
96,3.32369834398,-0.0556502550391,14.9810609339,40.9294318479,3.32461,27.2477114387,3.32614600928,3.32102,103.562701415,107.214398674,39.5530807482,0.205483394969,60.7588,0.117185,20.0373454871,-3.56961,11.5448774491,0.979033,21.4970255534,0.176597083499,0.683746578134,27.4699,0.104339894043
97,3.46756213211,0.0278137189364,15.4863331056,45.4337312585,3.46903,28.0105127486,3.47022666226,3.46488,105.613968967,97.8554705567,40.4417151836,0.215839072605,61.1496,0.125018,16.7814408085,-3.7069,19.1499585175,0.972308,20.7933737784,0.18626903836,0.596946779687,27.5185,0.109610776591
98,3.61224467484,0.0228139522793,16.2608872568,35.3324250384,3.61368,29.9381652268,3.61525285914,3.60934,48.4541491522,111.943036387,45.0952358115,0.240629252968,61.5342,0.113917,15.8534921239,-3.85613,19.637800202,0.967445,8.02974268615,0.188426756523,0.692035360007,27.5628,0.111237244847
99,3.74962254807,-0.0150390063755,13.6411779909,34.7528724487,3.75062,28.7381028904,3.75278996997,3.74597,78.8525639594,97.4629501669,42.043982194,0.223632276633,61.912,0.110326,3.5001989053,-3.98614,10.5369744609,0.97295,15.4769444264,0.193277441195,0.620496751818,27.6274,0.0937955459847
100,3.92681096745,0.0209869273752,20.5546800002,40.1844648746,3.92809,32.3252730337,3.92932378285,3.92374,86.6491390759,120.804871386,49.9786011162,0.274172239617,62.2524,0.136744,24.7304733874,-4.15895,19.2051026923,0.969856,14.7147786223,0.201554020898,0.783539039363,27.6914,0.143962124575
101,4.06697435548,-0.012318312503,12.3860116976,46.0139326053,4.06743,28.5628236117,4.06938949364,4.06324,83.4835184362,95.3229139246,41.7051293717,0.218298460883,62.5621,0.135733,25.9102380193,-4.33552,17.6929402894,0.975015,15.1325198792,0.207872561267,0.579835673656,27.7576,0.0871384592331
102,4.2518942475,-0.0127205272309,10.233447948,40.3924814274,4.25253,28.8449725479,4.2544868943,4.24824,61.0587618212,89.3968984911,41.3377631518,0.218666071609,62.8417,0.150169,0.174487483608,-4.51667,19.7423014871,0.983837,14.3556951425,0.210825412772,0.562385145876,27.8104,0.0764690944832
103,4.38700847395,0.0457133286468,13.4050714941,36.7544205893,4.38869,30.1357501862,4.38988341792,4.38376,63.4341092663,114.922227064,44.1436872096,0.241658046777,63.1793,0.14328,1.75584347948,-4.63527,21.4652722391,0.983231,12.3020803714,0.211897495416,0.706802975431,27.8642,0.0922945650376
104,4.52049028614,0.0334364332257,16.4454948654,38.867251096,4.52251,30.5454482028,4.52372622413,4.51731,58.3172048625,113.637159088,45.5781624819,0.250328155379,63.5513,0.16238,0.836142310445,-4.75648,17.0686029767,0.986173,12.2646035379,0.21842649671,0.707855103322,27.9086,0.111346537888
105,4.62730312206,0.0705469284719,14.2455957526,47.3451167327,4.63003,30.8113294485,4.63066091843,4.62425,104.234964931,105.808871715,44.6118438153,0.24886208376,63.8557,0.177053,23.9111193583,-4.85825,21.4253560537,0.981244,24.5252646678,0.220104363491,0.673321999642,27.9582,0.0998442331199
106,4.72192661103,0.0702899104806,21.3765649523,45.0719466588,4.72556,34.7755803973,4.72600462469,4.71912,78.6573279589,133.016148524,54.4683221368,0.305243024031,64.1952,0.158254,23.7969317237,-4.9452,22.2234519143,0.983656,15.1388812484,0.217461570133,0.852231493041,28.0189,0.150324359267
107,4.85087847249,0.014462700799,17.3277470589,45.5597203929,4.85451,31.6832160198,4.85464838977,4.84836,80.6569123954,105.173688113,47.3879955897,0.260423005279,64.515,0.152526,28.8170962141,-5.07377,25.3646130541,0.976939,13.1327804431,0.219531159782,0.665689375934,28.0659,0.122148712244
108,4.90809124573,-0.0280260664545,17.9516111202,45.8884225732,4.91169,35.2019074096,4.91147086844,4.90573,107.513960323,146.272045674,54.975985979,0.304795063727,64.7959,0.152529,13.5039837291,-5.11917,13.0746564937,0.974266,21.8064908305,0.222227746685,0.909169583663,28.1137,0.122367088358
109,4.97187313095,0.077612781115,18.2181547424,48.2582505948,4.9759,35.4090448964,4.97552035019,4.96944,80.9114296485,95.4156555607,55.5724739894,0.308158311785,65.0958,0.144117,2.62146441175,-5.17732,28.5787741405,0.978861,21.4309420416,0.218151483679,0.598970950317,28.1769,0.125676285974
110,5.03046109615,-0.00949784232159,19.2556447847,62.8913214136,5.03503,35.943273968,5.03408619063,5.02845,87.253441365,104.752979294,57.6966302391,0.321368638379,65.437,0.203313,37.4734387251,-5.23819,19.4010377245,0.980482,15.3919816782,0.227853636305,0.625857426805,28.2354,0.134561276712
111,5.13085837281,0.0558554690593,21.0688019005,67.4548027195,5.13456,34.2372120235,5.13437615428,5.12868,108.398028654,101.667673436,53.2177077824,0.299698342679,65.7633,0.132917,31.8530754493,-5.3356,20.2205324886,0.981794,28.3450788069,0.214474061069,0.651119727299,28.3098,0.146399193049
112,5.20103545908,0.181187651524,13.0105071314,61.1223233141,5.20451,46.2340205998,5.20401221252,5.19915,110.668086379,108.387471654,79.462480959,0.479531778554,66.0807,0.166753,22.89899637,-5.40707,36.3552303302,0.974274,26.7221272011,0.221482715171,0.697445532091,28.3847,0.0961523669089
113,5.24869729421,0.00596185618262,15.7845803592,83.3007464466,5.25127,44.8492110175,5.25149415861,5.24668,112.793848662,115.371117746,81.6329669445,0.480582451134,66.4177,0.150721,29.9770780661,-5.45856,17.7774293596,0.979921,21.3764328019,0.221646170489,0.711445604987,28.4731,0.122475545335
114,5.3272994323,0.0740604746224,16.5050899704,78.5244986075,5.32948,46.7956451146,5.32967824542,5.32553,95.6449982539,116.946147894,84.9017560125,0.506776091474,66.7393,0.143186,56.1186284887,-5.54943,32.3966965694,0.981718,12.8469918454,0.221541029571,0.756874422052,28.5473,0.12991976066
115,5.39239894824,-0.0524705924978,21.5489627096,63.1519798833,5.39415,40.3905984886,5.39488867831,5.38954,86.0903737854,115.786969349,67.986724899,0.391504642702,67.1227,0.199064,21.4410776953,-5.6181,15.1979367589,0.985645,19.7576499433,0.232134225378,0.734499455093,28.6082,0.162318182825
116,5.48146002802,0.128056470859,17.7458958618,62.5370002051,5.48313,38.4211121067,5.48394721006,5.47914,99.265889252,115.163939606,64.7342242119,0.370730601752,67.5015,0.185611,22.8774535779,-5.71512,31.0747330018,0.982769,23.0764190118,0.228399249385,0.682812065476,28.6802,0.126660092742
117,5.57089626612,0.0500642314552,14.3897805095,43.4123318234,5.573,30.0751761336,5.57356399077,5.56861,80.9241264198,98.1814335588,47.2813770672,0.249393499554,67.8183,0.16843,20.063881096,-5.80005,21.6943883735,0.987087,18.0540071788,0.228410448368,0.601217439614,28.7435,0.103448372734
118,5.63343921083,0.127956886373,16.7798703758,52.7452422893,5.63517,34.4832723234,5.6355642767,5.63115,83.1237518843,93.8179533881,56.8292377834,0.316327343474,68.1527,0.141622,4.20597428488,-5.85358,31.7078909121,0.986989,21.8792373398,0.222619328163,0.573722118809,28.7968,0.11793549817
119,5.6982397243,0.0391441964861,8.06556604897,51.5592879503,5.69997,31.668191582,5.70057129296,5.69578,90.5049803097,71.9455679464,48.4358886761,0.264406878011,68.507,0.19104,6.1546353128,-5.92188,21.4283961567,0.986368,20.0358938154,0.231725409931,0.424771609863,28.865,0.0620544940177
120,5.73978394392,0.0342543410886,13.913510705,48.007419019,5.74191,26.9428151306,5.74213356739,5.73745,56.6850408738,67.9827432913,40.2201108969,0.209996408804,68.8842,0.196836,13.5222023187,-5.961,13.2622755523,0.980865,11.1832625015,0.233158933156,0.418186231345,28.9128,0.0981679693374
121,5.76143370764,0.0508796941296,8.00317945796,37.9007813578,5.7634,23.1014143076,5.76401851091,5.7591,68.3203550975,64.7031211478,33.4563582894,0.164211814688,69.1872,0.164217,7.21887421187,-5.97831,18.3735731445,0.983492,15.35486394,0.226947132699,0.383360937115,28.971,0.0578049401367
122,5.87937434785,0.0440254730246,10.2180301614,37.477856586,5.88128,26.7031259013,5.88157801687,5.87718,49.8426881994,69.3138637181,39.6222405186,0.208723835424,69.4877,0.159168,3.4475376972,-6.08718,15.5651161344,0.97764,11.5879307039,0.228041677899,0.42105092471,29.0191,0.0723687205597
123,5.89370327971,0.084836820922,10.1647829122,41.18253524,5.89616,27.8356659931,5.89657586566,5.89113,67.3727455222,66.9376574388,41.6401167373,0.223604454014,69.8256,0.17973,0.113081318717,-6.09208,23.2728587788,0.982793,14.9228862454,0.235826241944,0.399044260556,29.0719,0.0716341106395
124,5.89410684721,0.0169768564349,10.6420683317,36.0663250445,5.89765,26.0124424926,5.89693230928,5.89241,63.1389910504,70.2369047045,38.4321609351,0.201144693165,70.0774,0.205992,8.88616501949,-6.09579,12.4239551619,0.980977,13.4873338078,0.235950427293,0.432108747256,29.1178,0.0752566188309
125,5.95198176292,0.00186251491027,10.5616304606,33.1257081086,5.95532,23.9756613233,5.95500614606,5.94922,59.4848735501,62.3694161732,35.057750147,0.178625907966,70.3816,0.194947,14.1926824558,-6.16106,15.2379648749,0.987135,10.9382725439,0.236313594114,0.362926748763,29.1532,0.0727697813995
126,5.96064579817,-0.0261941020246,13.754173652,32.4904338915,5.96393,22.8893931801,5.96368096188,5.9582,56.3347299837,70.0100687009,33.5087867373,0.167748885368,70.7097,0.200974,14.1559277694,-6.16993,6.51543833012,0.972775,10.5004382971,0.236578581992,0.420930111339,29.2014,0.0943033187487
127,5.96105600104,-0.0120982606608,18.9441464808,24.4088126715,5.96485,23.7039870368,5.96434603947,5.95889,46.1589479232,83.180242314,34.0654733735,0.179743305067,71.046,0.156312,6.69441281184,-6.15254,8.05910076741,0.970841,12.5996658343,0.231134778606,0.525166410201,29.2357,0.132574779789
128,5.99633031741,-0.0348382554326,17.845500758,37.565713784,6.00172,27.3884340157,6.00053591821,5.99459,75.4888703581,93.4914952576,40.5907798548,0.220490432363,71.4144,0.273609,7.39194923114,-6.19053,5.02258111907,0.981545,18.8365713777,0.246952953048,0.587624748091,29.2698,0.124193839143
129,6.03392900505,0.0102639716051,14.8584620369,43.655093525,6.03878,26.2694117667,6.03827722587,6.03151,73.4663183153,75.6535125294,38.0509918567,0.203429529995,71.7546,0.21142,16.054003761,-6.33096,11.8697275597,0.981909,18.0843491783,0.240119803225,0.472151077676,29.2977,0.103134634417
130,6.17959540762,0.0206572937879,11.1012592969,38.8027979862,6.18512,21.4106304343,6.18401414402,6.17746,77.0630138497,75.6401493947,29.5857707892,0.15160169458,72.1008,0.186115,22.1361019203,-6.4864,11.3728930385,0.96707,16.2329109239,0.244158017652,0.474530119753,29.3322,0.0794391964844
131,6.25122961007,0.00222078233294,14.160209696,24.9136080068,6.25737,22.070940209,6.25597024905,6.24929,77.5825821616,86.1499069212,30.8864002893,0.160544826671,72.4162,0.285251,5.64514609554,-6.54514,8.76395735443,0.970629,14.796602976,0.256613511861,0.55007002532,29.3774,0.100015275693
132,6.27225622187,0.00946493391558,14.1771192531,28.0633731459,6.27802,22.8174303397,6.27661501385,6.27018,49.5307216545,84.2412411659,31.7828842499,0.16845048829,72.7933,0.364584,3.21106031489,-6.50664,9.85291644052,0.964433,11.6926107043,0.268347866544,0.534335331578,29.4191,0.0999356600448
133,6.28616971805,0.0473026303365,20.7580078907,35.1893383576,6.29231,28.0789944212,6.2908969835,6.28448,107.771460085,104.152050336,41.0006832106,0.23240098269,73.0976,0.281877,6.50971085339,-6.49011,15.4001916533,0.968228,23.60354507,0.252925663782,0.682734138571,29.4474,0.146459383216
134,6.25277479445,0.0610371399184,19.9196163326,41.5149250315,6.25889,31.5575558462,6.2573286089,6.25135,87.2217356558,98.8175805065,46.7517913743,0.271371246888,73.4349,0.282065,0.727600633417,-6.43591,17.9408762013,0.973488,23.6816069126,0.253594555945,0.644719131509,29.4887,0.140275662429
135,6.24775148346,0.0220429708664,13.2006326237,42.7037882376,6.25285,28.83365785,6.25238054938,6.24517,90.6680190982,85.1057815937,41.4354753417,0.234601376465,73.7854,0.26937,24.2643125863,-6.43922,12.1294185973,0.978777,16.6478325758,0.251988546194,0.532605771651,29.5497,0.0938510250308
136,6.26625866933,-0.0111037495408,18.8819646003,35.1250778336,6.27092,25.7282805917,6.26986410021,6.26487,67.4607305073,89.7562311538,37.4774165078,0.20345762021,74.1076,0.267722,0.914185585455,-6.4742,7.8891733501,0.976961,17.1456500102,0.255610740085,0.586785244451,29.6082,0.134239594231
137,6.27611948766,-0.00637763811232,10.5456594823,34.5042420661,6.27977,22.3455076194,6.27901617787,6.27397,58.1051961948,69.1262049333,32.1174283822,0.164309221856,74.4399,0.2873,15.5328667549,-6.50796,7.44627525522,0.973712,10.8189207901,0.260948306314,0.438781818705,29.6941,0.0737832895673
138,6.28871188069,-0.00182520294931,9.76191506427,27.9584119121,6.2922,25.8108729455,6.29188418764,6.28677,48.4678108587,62.9450840302,36.9295999474,0.202717719328,74.7359,0.306185,7.13427882634,-6.57583,8.25256858031,0.969207,12.8516930865,0.260578768426,0.387349751686,29.7602,0.0702546979716
139,6.36526953211,0.0386646362279,9.94315798829,39.7582070266,6.3689,31.9898896007,6.36813539786,6.36356,62.1862742471,70.4386944957,46.9946932308,0.271010111626,75.0218,0.313384,10.4516958507,-6.64159,14.6144607912,0.974818,14.6248598524,0.268835497472,0.436909504021,29.8184,0.0741084349705
140,6.44253784952,0.0362869019846,11.2751847472,45.4283664739,6.44508,32.6556223499,6.44507425468,6.43982,55.3947257023,67.3585301725,48.2263779035,0.282007230418,75.3061,0.370311,9.56100466038,-6.69334,14.2267706578,0.968625,10.6153366069,0.278891958322,0.423516849183,29.8767,0.0821684541433
141,6.4823974949,0.0454291544258,11.6736779974,50.5652682217,6.48569,34.9458029615,6.48454309483,6.48048,62.8191559018,75.8426813052,51.8297288521,0.308712025493,75.5736,0.341222,22.4966674945,-6.72699,15.3775506387,0.97378,10.6374336686,0.268553165525,0.485488197764,29.9321,0.0849421019144
142,6.53056096265,-0.0617453856887,9.02879991585,33.5266538087,6.53428,15.7490722337,6.53339332826,6.52921,57.5828925079,61.9003975868,21.1398480863,0.0884075746795,75.8688,0.369918,11.1284352835,-6.78952,0.502898809712,0.977905,12.3885595621,0.279599279886,0.376528675348,29.9853,0.065081619642
143,6.53607317015,-0.0306366559707,7.93044029184,23.7147912626,6.53906,19.050901155,6.53931652712,6.53365,63.3625135625,54.0507052285,25.7503381114,0.123443112999,76.1907,0.383955,6.76063820375,-6.80097,4.94063848206,0.978153,11.9650187756,0.277280949587,0.329195194529,30.0219,0.0574294064204
144,6.62588061197,-0.0463381528552,16.5747473911,30.6537996641,6.62978,25.9560214252,6.62950069268,6.62406,59.2188798369,91.0310893153,37.1677243835,0.203313166234,76.4966,0.400951,9.94725356884,-6.88451,3.9476717753,0.972912,13.281156406,0.279729175104,0.576402586467,30.0785,0.1176964393
145,6.66926126728,0.0575378420619,19.3743866702,40.9872293155,6.67407,31.7733166242,6.67308479093,6.6675,122.649595887,111.741312379,48.719672247,0.275538322541,76.7647,0.400927,6.42613603078,-6.92385,17.0165063516,0.976868,27.9619891218,0.289710017587,0.710594540823,30.1217,0.131084738212
146,6.66632974873,0.103103938406,18.9393736312,54.5749541518,6.67114,35.187547988,6.67036206238,6.66466,109.652933741,120.953090179,56.0232801403,0.32163731367,77.0343,0.39033,1.93040722579,-6.93483,25.1976151034,0.981404,26.8318688657,0.290482441327,0.742275959043,30.1768,0.126531280259
147,6.74262366136,0.0763736227682,11.6411823714,45.4933693405,6.74726,27.6098703788,6.74557079385,6.74133,92.2684002522,115.579392293,39.5548387129,0.213398906939,77.3733,0.526688,1.47985991859,-7.02281,21.5247929151,0.971734,24.1380154096,0.3061357721,0.731292208809,30.225,0.0809031057936
148,6.89455758685,0.125935029938,15.9674071349,59.1535886166,6.89798,34.1460315187,6.89684266491,6.89315,100.526650825,93.4816169219,51.841199196,0.300442686791,77.6765,0.394537,28.8870157685,-7.18628,27.0363531549,0.974582,22.2307143999,0.305746474789,0.59342117836,30.2704,0.109668780171
149,6.91214261218,0.0391902205917,13.6401867169,43.3534277901,6.91609,29.2851902192,6.91455137826,6.91116,62.6705521806,105.498832598,42.8179053063,0.234776204815,77.9543,0.539848,29.6985874488,-7.21052,17.8534704758,0.973424,7.84102966875,0.329111612206,0.668897418061,30.2962,0.0959180805239
150,7.00110827477,0.0439564504189,13.3082947066,44.3335355759,7.00328,23.8961074224,7.00361640966,6.99897,102.565584274,95.6405126308,33.8539214372,0.173809969101,78.2516,0.794936,26.9110470968,-7.29999,17.591895868,0.979044,18.3957893744,0.350626610298,0.609083976707,30.3501,0.0956717474988
151,7.11021339269,-0.0124990100988,8.30582931728,30.824014264,7.11223,22.1179461115,7.11338107868,7.10686,46.5078103993,66.1841395452,32.0073326135,0.149888450742,78.5137,0.689862,13.0941778625,-7.44893,10.0292706373,0.975424,8.71453180323,0.3571174275,0.349764069561,30.384,0.0603807977372
152,7.20143386822,-0.0242859083044,13.456987363,34.9158202637,7.20746,27.1851619667,7.20401605768,7.20164,49.2933330854,78.8755103449,43.3968801999,0.221753325106,78.7924,0.790167,22.1554790475,-7.58818,10.1342778071,0.984412,6.76349741398,0.369197491745,0.466196137152,30.4364,0.0954930576854
153,7.4209531636,-0.0193879888937,10.2984840909,30.4080300374,7.42514,21.7951870567,7.42435587512,7.41972,51.8141722566,65.1411538345,33.2204451157,0.148979100385,79.0798,0.628905,5.21366489545,-7.92608,10.7449842366,0.982705,15.1984612483,0.371860499353,0.400824015339,30.4633,0.0778977472777
154,7.63503105786,-0.124070999021,5.82927633915,15.9560165121,7.63904,7.22241510435,7.6379360709,7.63394,47.569213388,30.2039454261,9.15796605781,0.00510067357716,79.4176,0.847644,3.90588697513,-8.2934,-7.56162779391,0.98594,12.0515562594,0.404059121132,0.154545307409,30.4684,0.0434764765211
155,7.92926881742,-0.153452410265,4.90322942406,8.05678947905,7.93116,5.22741057843,7.93246461447,7.92593,16.7466035145,22.8913437537,6.21960963929,-0.00784380887809,79.7622,0.942091,-0.441418533794,-8.55996,-10.5311231042,0.985309,5.04462219481,0.417332158115,0.0836029098568,30.4803,0.0407877216291
156,8.31689537437,-0.250281544556,4.89457370805,6.32074217926,8.3199,5.41988910976,8.32074663303,8.31307,13.2257616104,21.7616391208,6.38422454792,-0.00177943845824,80.0968,1.19439,-10.9758517464,-8.94101,-16.7151979485,0.9798,5.02040460724,0.442697955022,0.112072679636,30.5251,0.0391740325863
157,8.55801336571,-0.12985077611,4.50084873223,3.98581738718,8.56038,5.30446280195,8.56128410885,8.55445,11.2600724924,18.2407251048,6.25296777402,-0.00390479406894,80.389,1.21864,-25.8502982681,-9.16662,-9.02277296243,0.981496,7.31035786513,0.441229390495,0.0877870898416,30.5721,0.036521983446
158,8.6817959006,-0.074786596334,6.23722800128,12.4732080922,8.68389,9.94569513023,8.68525624698,8.67814,29.1279623852,32.5058804438,13.2688476123,0.0313382833082,80.6438,1.06987,1.02176706338,-9.32878,-0.41834676051,0.988574,7.58951584505,0.441729176967,0.178292249851,30.5751,0.0461522843559
159,8.93024265671,-0.153406361003,6.61403233393,13.8327248409,8.93303,8.35800127995,8.93428382096,8.92657,33.1169667131,34.4537744123,10.8943886711,0.0164534297293,80.9155,1.10683,1.28859041036,-9.48319,-8.41360896056,0.985635,7.77896002152,0.44552629541,0.175674259436,30.5915,0.0485089787086
160,9.07728849004,-0.125828128285,5.54745398845,10.7090188606,9.08048,7.28953972965,9.08052173483,9.07452,20.6809362174,28.1814449054,9.30254964623,0.00823604870451,81.1308,1.12987,1.38226836118,-9.51674,-8.35434344203,0.986252,4.57363933051,0.443119039438,0.129302785846,30.6082,0.0414475141012
161,9.11173918559,-0.09188299581,5.15522513904,9.60898187743,9.11493,7.18413458528,9.11478185175,9.10961,17.026719968,23.2577925023,9.11076114262,0.00831563037139,81.3754,1.16086,-3.45189310105,-9.48815,-3.8548609252,0.985454,3.94518416782,0.429524199594,0.112180007257,30.638,0.0393428777492
162,9.14713533477,-0.0876681976492,7.56554404134,16.1027418548,9.15022,7.38093748447,9.15086975953,9.14456,30.913130962,35.0965675807,9.34421133348,0.0173819462609,81.6262,1.16745,1.02999883807,-9.5001,-5.18811003759,0.988555,6.6061548553,0.415203396664,0.181844763376,30.6723,0.0503058035598
163,9.1081604234,0.00326287024881,11.9238634228,24.2111921862,9.11099,21.9211301357,9.11070869111,9.10598,46.451713293,78.2902373915,31.8546357047,0.158544323376,81.8445,0.709332,4.1646708118,-9.42062,10.7564868677,0.987114,11.7385830849,0.38626807573,0.477842900589,30.6893,0.0832144989661
164,9.13082086967,0.0541363044659,12.8226956502,36.3306662616,9.13449,27.1795895449,9.13396215663,9.1293,89.5614886564,69.9403555058,40.7108006291,0.219922873216,82.1546,0.954367,20.1696705376,-9.47993,17.0832244164,0.987899,15.6230229975,0.390414284353,0.42349406984,30.7066,0.0894203432215
165,9.02040377265,0.0675798367035,10.1945962533,37.5547983454,9.02331,32.9602683842,9.02316105124,9.01803,68.1902429914,67.7685821525,50.9563128748,0.289917973785,82.4046,1.28249,21.4979348935,-9.38237,19.9061161352,0.984594,14.2193729542,0.393833594016,0.421403246983,30.733,0.0720253198062
166,9.10294702397,0.119799783343,10.455086908,58.1703167731,9.10619,41.3645636312,9.10589915268,9.1011,78.6748407518,92.9113252203,68.8154689348,0.408240502378,82.6441,0.703373,18.607109293,-9.56083,31.3922632066,0.983836,14.4814978828,0.371271633719,0.584008264674,30.784,0.0770386923571
167,9.32945460307,0.132087504864,9.42507636778,61.3903975603,9.33333,38.0615526336,9.33208864527,9.32725,85.1226879464,85.8226739209,60.8595176437,0.356297906383,82.9441,1.27697,5.61156839734,-9.8745,29.7054347166,0.987112,19.3610089456,0.39780439458,0.537678320431,30.8416,0.0700826894951
168,9.66056191249,0.159557621216,10.6000469245,57.491612222,9.6643,39.1057805914,9.66346017708,9.6589,85.2023700563,87.3533713658,64.4250952056,0.374876373302,83.1873,1.33393,11.4406115078,-10.2262,36.6056124133,0.988309,18.0258203437,0.390437071093,0.544298121028,30.8936,0.0829893118395
169,9.53353310232,0.112343715144,11.1955403261,55.2021977977,9.53674,35.974959316,9.53621548188,9.53024,77.1970881401,79.1924331897,56.6284303718,0.322237736565,83.5048,1.02448,19.6482983109,-10.0612,27.960425703,0.989147,13.9148076744,0.396621615019,0.490678037021,30.9243,0.0827049542235
170,9.73254446596,-0.088691324508,13.1532307649,54.0933617084,9.73566,36.6057302987,9.7357812054,9.72951,70.8011110266,101.277375885,59.1783405716,0.336671190228,83.8205,1.23366,2.61214087443,-10.1985,5.11688654071,0.990358,17.0302955279,0.404372210675,0.632087706088,30.9591,0.0995897025299
171,9.98265465219,0.127173195782,12.2818059981,54.1858142867,9.98734,38.1552722666,9.98710313431,9.97969,69.3748930734,87.9342018802,62.202572739,0.356971631634,84.149,1.23823,33.9308705321,-10.4223,30.5745047408,0.990731,12.3748716272,0.406368031939,0.557914978409,31.0046,0.0950414317522
172,10.0773378715,-0.0769147351083,13.9151175555,60.9679531264,10.0832,39.2113508941,10.0813858531,10.0743,82.2266455689,88.0414978238,63.9248198037,0.37065892189,84.3936,1.25345,18.3615160897,-10.4717,5.30062501278,0.986873,18.3611802206,0.414127815425,0.560445141598,31.0488,0.105248049951
173,10.0089245507,0.116018892765,14.9363716981,53.5304526194,10.0143,39.4896411387,10.0123363572,10.0066,89.350983801,102.455895473,65.815564795,0.377297169301,84.6728,0.891423,19.5997021941,-10.3906,32.0394883243,0.977812,17.4713992871,0.39832773186,0.663925479861,31.0821,0.112711316154
174,10.058458339,-0.0611904330974,17.3745367487,65.6106702877,10.0638,39.5027451373,10.0615558395,10.0574,91.8658619842,114.92381096,66.6219564799,0.379265777252,84.9333,1.25053,26.824597158,-10.4596,14.4080068517,0.979455,22.1220441251,0.409343158425,0.716605015969,31.117,0.133895286859
175,10.187440457,0.144123309571,14.9251284215,66.6898963419,10.1905,43.313317203,10.1911591012,10.1822,108.182343709,110.080065094,74.7568520675,0.441481842813,85.2542,1.43432,24.7484266767,-10.5823,36.1170504064,0.981391,25.6821636317,0.428235108589,0.685977553944,31.1557,0.111721269014
176,10.2873550541,0.13889264489,14.0266412634,75.6312621167,10.2922,43.6481137906,10.2907752861,10.2847,98.7513277946,102.979065725,74.6649177923,0.443047147789,85.4822,1.28577,24.0430118057,-10.6687,36.2015571157,0.987055,19.8846122409,0.417197811714,0.642164693455,31.2027,0.106042939084
177,10.2880420173,-0.0677672841537,17.1661910617,69.7750322671,10.2915,46.0004866709,10.2906741071,10.2848,98.0290053524,114.064062346,81.0082255033,0.486211386684,85.7624,0.628426,34.0710237258,-10.6629,11.3150548053,0.986792,18.820438155,0.400739039756,0.701078943421,31.2447,0.12989363922
178,10.4209853881,0.226484346278,14.1466765989,73.0744981605,10.4229,49.0295602986,10.4230450398,10.4174,95.2327979314,119.210735648,88.6556380545,0.54060445116,86.0927,1.3079,1.32220314846,-10.7857,49.2157405243,0.981354,26.1619445714,0.42446805753,0.780618314429,31.2747,0.107435963643
179,10.4405528598,-0.15286091014,19.7029553908,77.1942859328,10.4431,51.823259128,10.4428907579,10.4366,99.0711513385,133.088663867,97.7173190273,0.600071992344,86.4094,1.23901,48.1129586544,-10.8375,1.30199972854,0.98199,15.1918337108,0.430624423252,0.843694706639,31.3081,0.151492900692
180,10.5600771417,0.291219658386,12.9085705967,86.9148921824,10.5621,48.0233036154,10.5617985523,10.5561,110.991143053,121.780848607,86.5181311371,0.524312227713,86.6817,1.42538,65.169384781,-10.9929,56.4670695668,0.989207,17.1361931012,0.430067318775,0.755668948684,31.3332,0.0999668610835
181,10.7213412265,0.232950832599,11.8236762708,80.8654120399,10.7222,46.5847511739,10.7225771502,10.7172,104.639640075,110.687334331,83.2475774904,0.501303492242,86.9987,1.32628,60.6808754395,-11.1735,47.2824536591,0.989554,13.8792675818,0.423312305761,0.694227563475,31.355,0.0913906383346
182,11.032876934,0.136375886639,10.5249123869,77.8666281708,11.032,36.3570357543,11.0340776828,11.028,109.920724166,92.4255028322,58.6962278257,0.322228251325,87.3554,1.61606,40.6830970464,-11.4985,35.048199033,0.986748,19.9725735819,0.455748762177,0.560393036908,31.3742,0.0808188636137
183,11.0894262515,-0.00623746478115,10.6162104029,52.3523486508,11.089,28.5766723004,11.0912338266,11.0841,72.8785458508,77.0791050339,43.5700640439,0.207203084744,87.6484,0.987782,33.7681528987,-11.5518,17.5845457885,0.98218,12.8303681783,0.422894086503,0.430145529064,31.4091,0.0848238698181
184,11.0127448226,0.00709717853264,12.3165888165,45.9563335567,11.0129,30.0413838775,11.014871695,11.0079,62.6582229454,83.1160502978,44.6755906785,0.227584925346,87.93,1.79943,25.2266197272,-11.4643,15.8124422749,0.980142,9.70498411078,0.44573967506,0.482198417776,31.4394,0.0919287895152
185,11.1381860975,-0.176885770659,30.1848409787,52.6818048036,11.1375,34.8504708569,11.140079622,11.1331,111.322164427,153.843862739,56.86358905,0.28639369284,88.1797,1.68619,1.45045042637,-11.6089,-0.584320955314,0.979347,33.8630656826,0.446202187236,0.91147920512,31.4759,0.225636264922
