Iteration,StdEsReturn,AverageDiscountedReturn,StdReturn,AveragePolicySurr,AverageQ,AverageAbsQ,AverageAbsQYDiff,AverageEsReturn,MinEsReturn,QFunRegParamNorm,AverageQLoss,AverageReturn,MaxReturn,PolicyRegParamNorm,MaxEsReturn,MinReturn,AverageAbsY,AverageAction,Epoch,AverageY
585,184.841473464,236.913103136,149.766971875,-2.68921,2.65667,2.65898,0.0526077825225,281.710478491,5.29208868711,83.5425,0.0206971,831.52389252,1099.65085645,76.77,561.134159226,227.841312354,2.65734260481,0.971825,585,2.65652081096
586,175.569618456,236.837010773,586.596373893,-2.69556,2.66292,2.66572,0.0540917589914,275.466419331,44.8534161399,83.5911,0.0223153,1292.62875536,3205.82273833,76.7995,563.58519586,770.046688645,2.66414981653,0.968123,586,2.6630039799
587,295.808251001,161.972173915,338.749760286,-2.69464,2.66178,2.66412,0.0542030918005,296.016029837,5.6546128101,83.6368,0.023979,460.970241547,1412.92285759,76.8217,962.665014005,145.817420592,2.66293612575,0.955058,587,2.66184625076
588,137.811276646,132.648448866,310.973319193,-2.70395,2.66996,2.67262,0.057744884218,265.865599718,9.26585867975,83.6882,0.0280415,311.881917241,1921.06130655,76.846,452.885191628,146.087857412,2.67113350927,0.958387,588,2.66983626407
589,173.738202475,147.044421766,268.384365492,-2.70707,2.67403,2.67664,0.0527382310188,144.046356052,6.61178741196,83.746,0.0223898,336.516497236,1815.47204348,76.9756,580.975741455,181.637933194,2.67534011982,0.948812,589,2.67405353468
590,162.026663654,237.909183624,284.21864757,-2.69707,2.66485,2.66723,0.0543472525328,250.895782513,7.17694624759,83.8074,0.0238432,957.266642903,1879.50389884,77.0267,574.360912455,551.824422818,2.66581200164,0.967939,590,2.66484928735
591,336.8135294,227.205803795,616.162508418,-2.69361,2.66016,2.66247,0.0538999744416,348.653591439,33.8382466087,83.8533,0.0230738,1175.40202981,2760.96459781,77.1189,1178.54853831,580.933388914,2.66117986868,0.970202,591,2.66011332632
592,343.773149084,236.045771715,481.48715118,-2.70068,2.666,2.66863,0.0558956363894,412.719174819,39.873526713,83.8952,0.0257698,991.758355714,3008.47676699,77.1087,1042.8694839,615.232355511,2.66768953418,0.976558,592,2.66627674667
593,289.188279926,232.582641756,286.123362567,-2.69519,2.6636,2.6663,0.0532868532228,280.706883831,12.945039693,83.9458,0.0208089,942.814569673,1887.61723868,77.201,784.43946604,701.81930371,2.6648475995,0.97634,593,2.66369152068
594,273.445854578,174.048011833,169.834321232,-2.70088,2.66715,2.6696,0.0529058306362,369.391367824,13.2658177668,84.0276,0.0217483,429.994838962,956.936350007,77.1881,834.753148006,312.87223575,2.6683796372,0.977406,594,2.66703575308
595,204.174980255,185.016214498,303.84486079,-2.70397,2.6704,2.67268,0.0542114490419,309.728220513,13.1081476127,84.0244,0.0214998,557.170272807,1459.05632281,77.2111,549.178960184,267.853510399,2.67135093318,0.980431,595,2.6703915252
596,265.584012539,197.532681945,180.325554307,-2.69808,2.66501,2.66741,0.0547051447776,403.474997492,35.0366319161,84.07,0.0241638,624.2428525,1044.33233617,77.2708,912.063553839,361.905232199,2.66607979162,0.986449,596,2.66502823944
597,179.182107915,222.243587683,629.45876311,-2.71082,2.67841,2.68099,0.0515509527567,201.730308073,37.747805012,84.1833,0.0207711,1308.64574371,2885.47422768,77.3876,602.491616124,794.600076297,2.67942052315,0.983529,597,2.67837199721
598,288.675875502,237.134949025,819.183463643,-2.70275,2.67185,2.67399,0.0540948984846,285.245924697,7.44035240804,84.2306,0.0233984,2000.30132697,3088.61881111,77.4185,839.193010337,849.785521741,2.6724792983,0.987232,598,2.67181452825
599,345.105962476,212.378980793,705.684587544,-2.69882,2.66754,2.67002,0.0523898789148,400.787251873,14.2918897547,84.2893,0.021961,1130.31152784,2738.48971873,77.5898,1027.07468308,333.52190578,2.66819033361,0.984514,599,2.66742108026
600,187.853106335,217.714443044,414.893372762,-2.69758,2.66818,2.67043,0.0504240661873,190.585232145,9.19061556193,84.358,0.0202409,1170.61812302,2769.3383517,77.6356,574.688327398,769.511156822,2.66917140721,0.986036,600,2.66824649628
601,231.214673809,225.402011776,722.818025963,-2.69883,2.67018,2.67256,0.051795631842,658.681265588,246.155222369,84.4095,0.0226667,1320.64525041,2793.28651401,77.7251,868.45383543,704.090347549,2.67117578185,0.984152,601,2.67018355003
602,289.540624304,231.652673386,841.68313737,-2.69786,2.666,2.6685,0.0512826464118,416.317582584,25.7226513304,84.4705,0.0198167,1769.69988996,2763.35202034,77.7721,802.682714648,807.117216829,2.66753478977,0.983904,602,2.66624639199
603,419.563422335,221.842740165,229.177148143,-2.68797,2.65444,2.65736,0.0542905922764,395.712254956,36.620687975,84.5754,0.0218139,1284.41753702,1750.60817544,77.7957,1148.89515646,751.769919378,2.65538166698,0.9865,603,2.65429913748
604,369.2009159,182.889353815,162.561480303,-2.69358,2.66259,2.66526,0.0537890746784,430.606427797,10.7787517671,84.6363,0.024125,529.674716489,969.378274243,77.8414,1118.23184137,301.204953987,2.66406182826,0.981181,604,2.66261244619
605,196.443554779,181.379797181,417.785536811,-2.69572,2.66451,2.66654,0.0514646841257,374.914675158,46.9145351191,84.701,0.0216812,627.499828441,1741.22809641,77.8797,646.124871038,251.801200685,2.66546255037,0.983914,605,2.66467443611
606,377.944224121,152.640605721,338.183592173,-2.69294,2.66251,2.66507,0.0529438107259,365.93136438,6.13148724158,84.7491,0.0237291,371.333334895,2048.0336955,77.9228,1248.76427723,170.726623148,2.66347761335,0.974275,606,2.66250160775
607,242.528466143,205.770188175,606.500633633,-2.69237,2.6607,2.66292,0.0522498737402,362.665221482,16.2821065598,84.8146,0.0240933,1484.56348798,2687.71967678,77.9829,794.070462674,707.210194144,2.66138064756,0.984721,607,2.6605992189
608,187.445188495,231.59593699,718.738305256,-2.68697,2.65653,2.65941,0.0509110835043,276.377832101,8.93848550593,84.882,0.0213876,1394.48867268,3011.98091851,78.0166,661.936922,349.452268865,2.65761576036,0.984713,608,2.6563695999
609,338.270841139,124.09797216,30.2735628052,-2.68141,2.65139,2.65383,0.0514650812486,275.370251527,6.15124085624,84.9366,0.0235954,199.242307836,368.627577849,78.0769,967.54253595,161.950581774,2.6527887656,0.985913,609,2.65155357581
610,166.427786923,113.702602307,17.2561916368,-2.67904,2.64836,2.65094,0.0510414909914,199.103771738,6.91272948723,85.0161,0.0214474,173.496788358,228.893640936,78.1439,546.287421802,143.856306752,2.64920597281,0.984723,610,2.64814350479
611,272.980233421,107.23419194,16.0863615984,-2.67655,2.64513,2.64768,0.0525479243485,329.773115056,56.6708636314,85.0602,0.0242174,159.248348382,236.645932437,78.2457,944.122759351,135.444107398,2.64645300996,0.987375,611,2.64533276873
612,148.739335389,198.28476618,380.89545592,-2.6681,2.63644,2.63912,0.0488056347192,234.123403539,15.4154722119,85.1265,0.0188058,799.856158804,2130.5699384,78.2805,439.241117143,326.740930456,2.63742167619,0.981484,612,2.63631999776
613,273.482345783,182.564451942,401.96312764,-2.66884,2.63693,2.6394,0.0547777642978,346.078966896,5.47713142536,85.1921,0.0263114,939.960560731,2079.74651206,78.3433,811.014824351,400.025586941,2.63806071851,0.973482,613,2.63686511202
614,147.218042945,154.527906664,175.162995792,-2.6708,2.6384,2.64103,0.0521998431356,302.922110394,5.91771197394,85.2513,0.0236461,351.133478602,1602.18947019,78.3865,513.05692997,212.442529788,2.63956182197,0.98217,614,2.63829766177
615,438.169296291,237.651831224,599.93093678,-2.6727,2.64096,2.64379,0.0539670228983,471.109376675,41.0394189119,85.3096,0.0243584,1496.85057067,3163.10095499,78.4518,1295.5313518,723.346142319,2.64249921651,0.985972,615,2.64077453843
616,582.614617265,242.888962185,755.457150679,-2.6704,2.63874,2.64169,0.0508272781792,651.626681142,9.13313259295,85.3447,0.0201573,2203.53476911,3301.74584018,78.4611,1596.45746543,1088.81603068,2.64011167649,0.986404,616,2.63881209371
617,436.905028344,242.205865075,798.58248412,-2.67086,2.63747,2.64013,0.0515129980698,346.487174224,7.23737969663,85.3711,0.022548,2284.38963998,3244.20392126,78.4549,1261.14130955,1035.98748516,2.63859357545,0.988019,617,2.63737248914
618,319.595235791,226.8854053,584.676254607,-2.67222,2.63989,2.64221,0.0513256920541,447.987279321,28.8788294636,85.4356,0.0225891,1456.50026963,2794.18119794,78.5118,887.838469518,825.523825619,2.64100979439,0.98617,618,2.63981365013
619,234.498367113,242.744910316,578.932176508,-2.67587,2.64421,2.64664,0.0534546484558,443.62829797,47.4764448144,85.4326,0.0241752,1435.46454793,2720.14818851,78.542,761.669590812,812.722148479,2.64536331314,0.984601,619,2.64424557767
620,140.156523031,230.077475643,693.96762221,-2.67154,2.64042,2.64336,0.0501616639955,267.587322901,106.952917352,85.4806,0.0213863,1385.99326736,3154.03113583,78.5948,510.898055937,768.1549814,2.64148380894,0.983417,620,2.64029194732
621,325.996590173,211.867482923,757.941956262,-2.66898,2.63628,2.63852,0.0516004000103,353.141351212,23.0478401022,85.4998,0.0232748,1206.59712691,2743.38735183,78.6902,961.914180095,357.887217654,2.63711581426,0.990367,621,2.63625115143
622,264.129815112,239.198713769,655.150233938,-2.66633,2.63501,2.63781,0.0507486294788,325.726388677,9.06501576657,85.5463,0.0220919,1255.10120577,2968.13145422,78.7358,838.902121359,782.318534357,2.63638184774,0.987234,622,2.63511753633
623,279.15612607,233.788349497,329.440009037,-2.67259,2.64166,2.64401,0.0493333775601,498.372298623,188.916578188,85.5705,0.0204827,952.274223943,2211.72979889,78.7683,1032.3861847,682.407217565,2.64273028648,0.983989,623,2.64164034813
624,394.504899075,224.194381659,406.588230991,-2.66449,2.63135,2.63367,0.0524900460633,457.006961135,39.4268901124,85.6439,0.0230702,993.681497284,2307.7439937,78.8408,1023.95221829,634.664754627,2.632251095,0.98479,624,2.63139253721
625,247.864652032,240.5753049,656.71924086,-2.66388,2.63453,2.63672,0.0490687243694,321.672802133,21.2885803538,85.6812,0.0188808,1994.80675522,2874.99143912,78.8857,655.400521013,830.79217646,2.63563757811,0.987715,625,2.63468163438
626,201.648416735,216.646573331,332.290583756,-2.67301,2.63953,2.64214,0.0540155492539,447.648838881,234.625420688,85.7648,0.024647,870.631587728,2185.37023901,78.943,855.832233934,334.083488519,2.64070080036,0.984132,626,2.63960125382
627,310.26994498,226.555304722,258.488187718,-2.66836,2.63802,2.64039,0.0497478175293,571.808530442,174.966165209,85.7827,0.0199445,830.898150773,1792.20038778,79.0315,980.951416795,543.809924586,2.63908472295,0.984369,627,2.63807769471
628,118.334806741,8.39416886808,0.62456877614,-2.66867,2.63954,2.64192,0.0512228723258,49.6894534228,5.64980048663,85.8541,0.0235914,8.88020513217,9.81487427754,79.1477,560.519871627,7.81964898337,2.64048035289,0.993493,628,2.63954587858
629,348.208209786,230.390696518,396.118175345,-2.6623,2.6331,2.6357,0.0537329407665,291.926687156,7.59051711515,85.8741,0.0231132,1097.53153382,2033.57357804,79.1965,1007.97023191,539.656674357,2.63424455133,0.986818,629,2.63309109282
630,284.045502237,205.07471791,191.090344545,-2.65935,2.62809,2.63065,0.0532065867958,256.087988702,9.53409564928,85.9416,0.024727,620.458403446,1088.41581566,79.2188,811.859508355,298.739716739,2.62931729934,0.982357,630,2.62817413456
631,213.037261911,204.215462282,211.170091745,-2.66565,2.63377,2.63635,0.0497146748395,430.175149422,52.7701094926,85.9436,0.0205574,609.152783324,1754.14640508,79.2224,683.428529878,345.046111393,2.63514653759,0.985076,631,2.63391557656
632,198.155964682,243.886238472,539.150861051,-2.66148,2.62956,2.63199,0.0507588806526,360.322025423,77.5324575477,85.9541,0.022794,1452.43554759,2943.11433051,79.2139,641.119713595,863.798061075,2.63075988808,0.984356,632,2.62952029382
633,317.924759247,229.854720474,592.883295102,-2.65767,2.62737,2.62995,0.0502621586042,257.500937856,18.1570688209,86.0236,0.0206721,1706.12594143,2817.04305383,79.2491,1053.71394231,797.211565387,2.62886988201,0.987898,633,2.62749395825
634,282.477976759,174.40150081,586.751548486,-2.65204,2.62248,2.62474,0.0493533105881,327.746148264,19.119962089,86.0678,0.0207307,652.866291032,2766.95332608,79.3033,802.434115809,191.732964722,2.62331332564,0.986454,634,2.62237243358
635,203.930243673,223.821416498,830.819933997,-2.65697,2.62649,2.62858,0.049111938551,196.535503236,14.9558349798,86.1029,0.0198902,1313.89191933,3135.91622194,79.3301,635.868641387,306.006044752,2.62738821242,0.989049,635,2.6266109523
636,209.235387415,242.800243609,618.002499109,-2.65009,2.61879,2.62186,0.0498134720355,332.227240585,70.0535809521,86.1614,0.0197812,2637.52043133,3244.10071216,79.4084,804.497499946,1219.17564912,2.6202894406,0.988791,636,2.61882143094
637,310.349904263,181.92938785,918.181928846,-2.65769,2.62695,2.63,0.0494997525989,357.061304637,17.0543124665,86.1842,0.019793,999.068323569,2957.77876059,79.4136,862.424802329,187.673302199,2.62833452653,0.98723,637,2.62689334752
638,428.160454127,191.100605997,558.919179067,-2.6559,2.62585,2.62878,0.0525282614724,369.505299359,30.7188138493,86.2418,0.0248958,782.651512433,2202.11786481,79.5049,1325.66664544,202.264291123,2.62714903848,0.986991,638,2.62591932282
639,274.738889683,210.804401137,791.227639851,-2.65922,2.62663,2.62917,0.0494032164649,284.222224111,16.6591080403,86.2961,0.0202303,1113.1266453,2808.47615476,79.5845,837.546893159,195.795575924,2.62790906725,0.98521,639,2.62664204047
640,222.02445977,219.4375506,431.048042977,-2.65578,2.62493,2.62795,0.0519940492681,283.174414958,12.782433341,86.3468,0.0226665,853.169914516,2791.52889656,79.6988,731.226038861,654.854169771,2.62626814378,0.988181,640,2.62481864098
641,139.222346617,258.558367455,553.335519641,-2.65851,2.62875,2.6313,0.050753975734,195.607628269,23.2159970294,86.3634,0.0209422,1502.77369977,2667.57733985,79.7399,452.840384553,919.440128779,2.62987627616,0.993405,641,2.62885814686
642,319.216549365,239.830052808,576.837396911,-2.65073,2.6208,2.62336,0.0535256234734,351.634278634,6.89306124741,86.415,0.0257942,2756.67790049,2984.93565503,79.7396,933.170355878,934.73752744,2.62193786451,0.986239,642,2.62076698498
643,315.413474995,235.294487473,770.950047417,-2.65524,2.62333,2.62586,0.0509583290485,420.302904318,70.1915993569,86.4403,0.0222535,1430.84079411,2867.61989055,79.7401,945.376864571,797.635099235,2.62418411116,0.986175,643,2.62322853731
644,265.868477803,220.15392325,932.80748714,-2.65603,2.62492,2.62745,0.047992006039,630.198999291,212.519757438,86.5012,0.0177918,1527.94785502,2767.86940692,79.7802,968.353088272,680.964255869,2.62626799407,0.986101,644,2.62511694
645,361.926707132,55.3643707248,851.959895885,-2.65485,2.62206,2.62434,0.0483924768793,487.06009927,19.6487397454,86.5546,0.0186229,384.638906711,2934.74717009,79.8413,987.397741459,13.0006230308,2.62297894729,0.984931,645,2.62208897131
646,481.10800784,225.323266404,969.316526746,-2.66017,2.62643,2.62888,0.0537618542441,468.025978995,50.3534565588,86.6472,0.0236514,2170.61124855,3002.58276845,79.9564,1555.42817867,680.1199462,2.6273757313,0.986554,646,2.62641766381
647,188.880385736,209.258957456,290.389800436,-2.66118,2.62582,2.62823,0.0529625066036,140.951820006,7.5301773539,86.7081,0.0220572,931.316680995,1748.47354162,79.9912,605.605908032,612.432393335,2.6269594808,0.985956,647,2.62618961937
648,150.140016873,228.26340124,880.051581181,-2.6585,2.6294,2.63155,0.0523497635551,238.05755657,13.5662560199,86.7452,0.021426,2016.45966293,2842.90755325,80.0044,454.119917349,683.283463458,2.63027546213,0.986628,648,2.62935369569
649,240.594456459,235.459800287,662.356958796,-2.66892,2.63803,2.64076,0.0531122484463,183.677575956,25.2787979179,86.7457,0.0219575,2610.1991307,2934.10287018,80.0109,795.560914335,1030.66401724,2.63916141635,0.987889,649,2.63811514906
650,314.54548781,238.744979902,699.143722934,-2.66874,2.63376,2.63589,0.0521924554002,357.976751528,40.7777253536,86.774,0.0215995,2229.03812234,3050.8004771,79.9888,913.499640583,1148.54125587,2.63445073853,0.990956,650,2.63387528162
651,235.70786565,98.8750557763,803.106538343,-2.67546,2.64281,2.64502,0.0520857796281,247.616775731,5.18722928101,86.8279,0.0223073,574.446117798,2817.71377703,80.1436,709.511108038,16.294979118,2.64351940608,0.987542,651,2.64279609593
652,172.535160479,159.158202595,399.428404237,-2.66808,2.63596,2.63846,0.0509749711794,97.2717529714,6.84191271891,86.8378,0.0222696,409.664506112,2857.54576558,80.1556,574.431252665,60.190316241,2.63726080659,0.991557,652,2.6360113693
653,197.160829148,230.340742907,712.715868555,-2.66789,2.63475,2.63723,0.0519265788847,200.262492332,13.9944904821,86.8672,0.0238293,2147.41318254,2926.14178984,80.1826,719.623430545,978.206788175,2.63565897557,0.990591,653,2.63462675139
654,165.199889796,247.905706156,766.897652765,-2.67372,2.64059,2.64326,0.0505242432708,241.759811561,14.4526718743,86.943,0.022448,2445.03210825,3140.22852668,80.251,574.182527131,1173.46578387,2.64182835842,0.993957,654,2.64052819369
655,307.577029513,241.118045992,791.286068321,-2.67677,2.6454,2.64778,0.0477282059347,240.63783553,6.16745378619,86.9859,0.0186184,1779.57629604,3128.05861865,80.2633,1105.81218468,694.412061709,2.64630590502,0.993943,655,2.64556195262
656,205.502241796,206.10742884,1018.79395162,-2.67303,2.64045,2.64346,0.0505775939773,311.093704465,18.4431242054,86.998,0.0205374,1132.72979755,2968.41667118,80.3437,609.077665187,321.013921491,2.64173721413,0.992234,656,2.64053372961
657,227.952758507,209.198970494,388.737481347,-2.67539,2.643,2.64612,0.0520206548507,275.631585003,4.18579922521,87.0169,0.0243078,717.940644214,2203.50119644,80.3413,661.886936208,326.592987744,2.64470665755,0.993395,657,2.64298864371
658,187.275971048,213.989560568,1118.69664141,-2.67243,2.6411,2.64369,0.0494955075039,278.005371765,36.5908665327,87.1053,0.0216507,1573.95866147,2813.67316035,80.3503,645.410878925,353.771976058,2.64212910446,0.990431,658,2.64108131563
659,204.785069708,128.157590135,519.583048927,-2.67398,2.64042,2.64289,0.0516774929373,236.509785837,7.93049052138,87.1743,0.0228937,302.385613855,3351.56401759,80.457,696.394294394,159.722809938,2.64151790015,0.991317,659,2.64049204255
660,160.720513549,138.773040853,53.8441830452,-2.67632,2.64295,2.64555,0.0517865404008,184.794626464,5.41340536612,87.2123,0.0220119,240.233044241,347.041145687,80.4608,526.156145826,55.7244983684,2.64419072036,0.991625,660,2.64297679032
661,233.243368242,207.202434224,1133.97894106,-2.68078,2.6479,2.65063,0.0513798672566,248.091222459,16.5387999345,87.2536,0.0209757,1419.18539056,3230.50592978,80.4877,822.571810041,275.846905747,2.64968452805,0.989345,661,2.64808986027
662,216.421909414,238.762468959,801.998952867,-2.6786,2.64553,2.6476,0.0505573453839,187.286820864,5.64083473526,87.3226,0.0215023,2214.13720526,3039.39567636,80.605,553.865517873,1182.25025543,2.64635781832,0.988623,662,2.64543483163
663,471.22355862,166.335177248,49.1230542727,-2.67255,2.64247,2.6457,0.0524600206712,655.696564045,77.3385035034,87.3387,0.0232972,329.506211839,523.026363851,80.6348,1486.0195812,211.736957362,2.64448535342,0.991925,663,2.64267297121
664,114.320168017,111.540156499,4.74745751361,-2.6687,2.6388,2.64111,0.0489352495822,237.375813917,5.43605254355,87.3756,0.0200644,170.073299117,178.639272844,80.6825,421.022706516,152.78804909,2.63983222322,0.990768,664,2.63874655672
665,173.693539246,183.068132833,221.287912265,-2.669,2.63905,2.64222,0.0517076636299,147.6336587,5.45532769629,87.4012,0.0234493,463.045165441,1178.50863156,80.7438,591.372157867,269.274525483,2.64066278138,0.989881,665,2.63897107732
666,300.43241861,159.532102936,58.7757287774,-2.66673,2.63601,2.63884,0.0517129567099,299.674357295,8.28012835738,87.4712,0.0219439,303.88941174,501.987456887,80.8262,844.312326271,207.904729501,2.63746976424,0.99315,666,2.63606220439
667,109.416480108,159.856919179,100.433005224,-2.66461,2.63626,2.63921,0.0492173082521,229.920579143,11.21217798,87.5074,0.0213453,310.064030215,917.808912521,80.8197,467.304725864,208.610771945,2.63787679062,0.991419,667,2.63617362243
668,205.314070749,174.105650039,146.534246062,-2.66259,2.6324,2.63553,0.0503522769517,247.013949205,7.81363379686,87.5643,0.0216648,370.663767968,825.079809761,80.807,553.387989147,198.607861626,2.63417813843,0.99118,668,2.63237372023
669,467.424247017,170.709144736,219.325631177,-2.67084,2.63923,2.64233,0.0505572740546,477.208155106,81.9653429352,87.6073,0.0222824,407.132068083,1199.39990494,80.9409,1431.51427144,184.801393985,2.6410148075,0.990077,669,2.6394516909
670,280.139746559,200.421859106,63.3021339891,-2.67137,2.6382,2.64142,0.0482929492772,156.868616963,6.25757052226,87.6922,0.0201087,533.807466005,615.992966814,81.0248,961.672474767,278.463900641,2.63951489912,0.990967,670,2.63813305114
671,227.276352939,129.396712289,80.9447376262,-2.66746,2.6362,2.63959,0.0483104827813,292.486283792,5.68799293037,87.7444,0.0187821,219.767239539,703.105346686,81.0458,655.118093064,31.4739818691,2.63767127836,0.990064,671,2.63618731124
672,100.22412948,118.213224341,10.5604678521,-2.65855,2.62843,2.63146,0.0503673985258,113.57494304,5.59557669392,87.8581,0.0226811,186.175270591,210.880616771,81.1092,269.084186477,161.903856147,2.6301511432,0.991722,672,2.62851435001
673,131.301316803,114.727190437,19.6696017217,-2.66472,2.63611,2.63973,0.0483902993192,182.337554366,40.5048908959,87.8609,0.0197308,178.692954532,212.297670952,81.1618,521.200650684,136.704894571,2.63807128032,0.98918,673,2.63619588365
674,108.311422705,164.325433269,547.004596542,-2.66817,2.63748,2.64021,0.0507896794593,120.350980738,5.58153554805,87.9145,0.0224394,544.932285296,2651.10021613,81.2124,454.410692225,193.101825627,2.63850540873,0.989791,674,2.63719946335
675,261.41925847,109.358513244,67.319194543,-2.65737,2.62853,2.63147,0.0474807470847,202.808519795,6.88141308274,87.9763,0.0196182,171.622415448,583.176688832,81.276,828.944778631,122.432344598,2.630167278,0.989835,675,2.62864480221
676,508.367640081,124.475259054,50.7696410955,-2.65355,2.62611,2.62941,0.0520586193485,359.826785083,9.99058945143,87.9955,0.0246143,203.702789183,306.827968546,81.2895,1370.39196865,130.043001316,2.62755518837,0.99039,676,2.62604247091
677,302.026704184,161.783419211,94.9735565552,-2.66236,2.63201,2.63503,0.0461257281203,274.259497078,4.76194647832,88.0676,0.0173477,319.458554575,586.674015268,81.3507,788.142375894,187.22038402,2.63340039089,0.993183,677,2.63187817261
678,223.345771728,149.672851827,41.4754930935,-2.65224,2.62326,2.62594,0.0521780701329,202.183719149,4.8372359965,88.1395,0.0244587,270.398770661,400.375012348,81.3863,788.677996867,203.954579826,2.62496426182,0.994012,678,2.6236129435
679,216.259127517,211.643562276,137.988873221,-2.65481,2.62486,2.62741,0.0481358090264,142.971366264,6.80178219537,88.2173,0.0198336,917.246443546,1504.81385463,81.4188,700.68852862,764.135050116,2.62603743692,0.98982,679,2.62487756489
680,334.721059377,181.703014258,279.557774604,-2.6446,2.61554,2.61857,0.0499464026768,402.732368935,39.0160548987,88.2261,0.0212283,509.386228187,1445.64475518,81.4536,926.494727422,273.852110304,2.61756021662,0.991856,680,2.61562333681
681,227.666176949,116.273658396,377.505244485,-2.63115,2.60255,2.60639,0.0504461629159,372.349709007,118.471799919,88.2496,0.0225668,334.536494625,1599.42840114,81.4894,803.705918396,46.3438285893,2.60479628974,0.993434,681,2.60245750049
682,310.828125472,214.265682728,147.521911682,-2.63536,2.60638,2.60938,0.0509333416082,254.826476081,17.5953238372,88.3268,0.0237482,882.462985191,1510.00944309,81.5383,970.752422755,728.360313364,2.60801151359,0.990434,682,2.60622957518
683,216.755952198,217.249068196,442.850172277,-2.63642,2.60651,2.60974,0.0494872130619,387.381504385,5.20686472498,88.3809,0.0217563,1069.45802116,2542.23517507,81.5682,692.012530302,348.598184869,2.6081540102,0.990204,683,2.6064497802
684,228.047702668,230.692600063,281.294133059,-2.62957,2.6013,2.60436,0.0495355318416,206.450839268,11.9028934901,88.4045,0.0210514,1316.10828583,2489.53263689,81.628,756.082312404,963.302962565,2.60310861021,0.990682,684,2.60159832567
685,467.241447339,230.582354386,59.8382990053,-2.63019,2.60111,2.60424,0.0495552764558,293.826781954,6.56799275431,88.4691,0.0222059,957.43422315,1148.46257111,81.7271,1520.60167092,832.837551842,2.60277434468,0.992506,685,2.60114452757
686,218.907377701,218.514789058,169.977142969,-2.63168,2.60323,2.60625,0.0471096465826,241.578534043,6.28318135809,88.5397,0.01971,798.333430283,1192.4113213,81.7774,586.484787688,524.951955264,2.60485327242,0.991826,686,2.60310798434
687,234.554987207,188.337434062,430.083445919,-2.62904,2.6013,2.60456,0.047404117626,279.150784103,4.42160344844,88.5228,0.0195253,631.578616986,1838.76813528,81.8073,773.811235831,142.330198907,2.60324406,0.993842,687,2.60141684414
688,171.314835775,190.596998006,601.416461253,-2.6279,2.60207,2.60501,0.047626927163,205.490877908,37.3108649347,88.563,0.0209387,705.502628267,2973.63736064,81.8368,650.65799681,221.165094592,2.60385077246,0.992075,688,2.60220793303
689,241.608506823,242.221983889,394.397165864,-2.62356,2.59453,2.59782,0.0491937079794,414.810765473,14.599671829,88.6261,0.0220822,1048.3872144,1945.83358455,81.8831,733.699930669,275.932889626,2.59598451797,0.994142,689,2.59430939392
690,295.687258878,211.71271286,159.900916034,-2.60965,2.58315,2.58635,0.0486651262114,406.376708143,22.0463008508,88.6567,0.021751,1074.16608542,1406.33478286,81.9546,835.925049423,749.699051126,2.58492226298,0.990908,690,2.58314660791
691,274.883395041,219.680682449,164.055755246,-2.6197,2.58957,2.59259,0.0503449186271,313.997721311,10.71057276,88.7164,0.0225912,963.670101968,1327.44057327,82.0222,866.762299641,754.323870457,2.59108667048,0.990987,691,2.58951576222
692,181.923543141,252.861989546,645.598615867,-2.61275,2.58499,2.5876,0.0478273551458,404.001694695,185.79451767,88.7821,0.0197012,1205.34911753,3373.52864795,82.0775,742.493540965,750.666477888,2.58633905484,0.994857,692,2.58500175639
693,153.884377482,90.5461983931,3.32559697941,-2.62043,2.59179,2.59422,0.0463800030576,172.669868176,4.86865965079,88.8353,0.0187511,129.056785052,139.82269602,82.1263,472.007014693,120.290882203,2.59282080495,0.993765,693,2.59177896814
694,246.152582709,251.741249945,661.200756515,-2.61075,2.58501,2.58762,0.0491220075809,219.025412242,3.54033741678,88.8617,0.021718,1582.49176402,3057.42445498,82.1648,825.544545601,791.775029276,2.58634951396,0.992462,694,2.58500256557
695,209.780970122,186.406991136,507.937186415,-2.60511,2.57622,2.57926,0.0512159504085,190.258954708,5.14632231907,88.9199,0.023548,754.406244477,1727.23882704,82.2381,698.62699666,250.08971014,2.57757919741,0.992563,695,2.57606452895
696,233.383419291,246.185750359,491.610829809,-2.60323,2.57346,2.57653,0.048854057026,359.13008767,6.865351463,88.9729,0.0216993,1444.11194973,3119.73267017,82.335,679.75904683,839.535829772,2.57519147892,0.995002,696,2.57354367479
697,215.61812588,217.926994843,529.627889426,-2.60833,2.58092,2.58315,0.0485083262953,430.997043928,232.128235537,89.0132,0.020861,1271.9281545,3023.35622323,82.4251,814.286106956,336.426913808,2.58150195312,0.992647,697,2.58053809964
698,810.242558604,249.433463789,629.739603209,-2.60231,2.57054,2.57325,0.0488313504335,750.66246471,44.0932701468,89.0296,0.0203216,1594.94419739,3430.05604007,82.4585,1885.17013233,909.540757577,2.57167254557,0.995466,698,2.57049757186
699,348.244126066,243.54049399,804.482722114,-2.59976,2.56908,2.57181,0.0506269130896,389.134845951,18.6524141158,89.0524,0.022281,2442.80500452,3280.71550546,82.5381,995.361648425,1050.40659773,2.57069620324,0.992698,699,2.56933165069
700,200.133831798,248.284343219,717.334252113,-2.60057,2.57391,2.57659,0.0508233970658,284.828459733,34.9669625044,89.0981,0.024031,1747.54381258,3212.37244734,82.6223,744.261347004,1035.18673534,2.57497273265,0.994949,700,2.5737795256
