AverageAction,MaxReturn,MinReturn,AverageDiscountedReturn,AveragePolicySurr,AverageEsReturn,MaxEsReturn,Iteration,AverageQLoss,AverageQ,AverageAbsQ,QFunRegParamNorm,AverageAbsY,AverageY,StdReturn,AverageReturn,AverageAbsQYDiff,StdEsReturn,MinEsReturn,PolicyRegParamNorm,Epoch
0.99177,2436.99835601,266.456802833,147.151798248,-16.8589,275.748897177,499.9491677,537,0.723207,16.6419,16.6544,95.8476,16.6511055873,16.643413707,655.478759962,1026.56282765,0.399909940449,173.806381181,0.932170596217,81.5596,537
0.995183,2529.71608414,120.270332142,156.496062755,-16.942,537.899804098,835.47092695,538,0.622408,16.7279,16.7396,95.8986,16.736609935,16.7288926137,604.572102253,697.42263309,0.390847460817,271.467847542,179.041020896,81.6215,538
0.995267,2367.46590221,338.984255851,168.202740003,-16.9293,295.50454811,696.160678491,539,0.784147,16.7173,16.7286,96.0018,16.7245356989,16.7173733542,611.435926497,860.835430611,0.407678670933,242.842003599,-0.0875811606351,81.7107,539
0.977551,1263.93289449,452.53529923,148.110866703,-17.0128,430.709147404,834.644162456,540,0.627572,16.7949,16.8054,96.0506,16.8033148176,16.7958319197,253.141493021,882.325447595,0.393640029718,296.389769078,0.382352774081,81.7714,540
0.993405,2049.24967721,126.580983694,145.690121531,-16.911,296.868375544,440.867581365,541,0.742765,16.6989,16.7088,96.1444,16.7062061609,16.6997553638,307.178515286,607.472433633,0.395558650341,151.138331709,-5.20824681763,81.8341,541
0.996345,2141.18568668,193.427790725,136.001175912,-16.9424,260.840800126,663.005653511,542,0.648444,16.7325,16.7442,96.2382,16.7428028151,16.7344511513,454.050645881,655.823190107,0.393681654107,193.006275084,32.9625607811,81.8939,542
0.995396,2151.2813034,152.789335011,156.502607609,-16.92,378.052956094,759.963649672,543,0.860634,16.7101,16.7195,96.3299,16.7158847027,16.7104535437,570.195592914,840.785781907,0.415098159185,305.590871405,-2.55859997245,81.9657,543
0.995295,1182.75753547,273.146375561,159.458691569,-16.8915,309.32998904,425.490867367,544,0.730155,16.6849,16.6961,96.4167,16.6926396967,16.6856796677,242.15986415,570.299070364,0.404847613217,115.035555902,71.3630831471,82.05,544
0.995993,1417.92458257,335.945722468,138.371561375,-16.8963,457.741158435,711.264996209,545,0.612725,16.6978,16.7104,96.4902,16.7073585185,16.7000288573,282.104209605,743.548170106,0.388135728309,230.727269855,107.514448188,82.1296,545
0.994221,1563.31192009,144.192733018,126.681690783,-16.8893,385.792431789,511.207594068,546,0.748041,16.6809,16.691,96.5885,16.6872186743,16.681299243,309.282252719,426.34799977,0.409396163681,132.686880808,144.697530362,82.175,546
0.975371,1013.25436704,201.002625623,127.419801741,-16.8626,259.45892621,488.813106893,547,0.704833,16.6545,16.666,96.6746,16.6625026916,16.6551983357,307.343557086,742.452634445,0.399480909449,153.626166931,24.7313793147,82.2152,547
0.988659,1533.53540714,197.029905579,145.469055485,-16.8999,278.791987787,536.591644728,548,0.705823,16.6968,16.706,96.7646,16.7036126217,16.6974733292,284.49776377,621.414801155,0.39452835527,178.526185685,37.2389332708,82.2842,548
0.980311,1002.40462088,215.165956521,112.815962496,-16.8837,217.703249598,483.976769219,549,0.689305,16.6857,16.6965,96.8155,16.6924281721,16.6861431751,215.955685365,928.05365525,0.392406701241,141.742782957,74.9615296025,82.3938,549
0.994858,1088.14758133,223.180734913,152.77124736,-16.846,368.117312899,571.764840284,550,0.718586,16.6395,16.6528,96.8827,16.6498591455,16.6418486246,204.670285749,501.534201446,0.396733119617,202.623277477,-3.20557304294,82.4657,550
0.995666,1964.95239304,165.574682317,142.355617314,-16.8524,289.122586024,660.972940203,551,0.657508,16.6376,16.6494,96.939,16.6446874424,16.6377623099,344.038868417,423.627550835,0.393654694342,228.264066897,-3.50204008514,82.5419,551
0.996747,1081.73750978,137.839405955,137.655701382,-16.866,361.804466261,490.913217512,552,0.7564,16.6617,16.6717,97.0182,16.668135059,16.6623103446,157.373952304,369.710722916,0.401754012923,114.286858867,159.1052127,82.6122,552
0.990955,1177.65063598,15.2511253857,84.7740877935,-16.8726,409.457908907,562.686698852,553,0.625853,16.6707,16.6835,97.1255,16.6790163669,16.6715736682,314.558826253,474.267498266,0.392413836028,123.850110072,232.143773949,82.6778,553
0.996178,985.00031466,186.656756654,143.585293718,-16.8482,239.101248167,523.409851273,554,0.696937,16.6411,16.6522,97.2246,16.6487355108,16.641770698,160.218202,326.977453865,0.396687899769,126.158455927,70.2134120636,82.7705,554
0.995638,814.550691455,149.717690626,142.402025909,-16.8008,168.025414463,339.117203598,555,0.717722,16.5867,16.5962,97.3382,16.5936196711,16.5871363568,161.363823882,405.46715524,0.401137303387,124.574704768,3.86255978145,82.8022,555
0.991038,1004.05209527,317.660678795,137.920336625,-16.8547,324.782925879,404.176077933,556,0.673658,16.6519,16.6627,97.3817,16.6598474874,16.65283105,252.490920444,578.790309984,0.39386874376,80.9015312842,196.900394308,82.8342,556
0.992934,1119.64160918,142.364496376,136.351641141,-16.818,240.266105621,528.809874168,557,0.749803,16.6205,16.6318,97.4624,16.6283768667,16.6217390167,217.420308277,390.087288378,0.400920062352,136.633420462,35.1368349229,82.9376,557
0.982622,1025.50803102,993.187501504,110.675702794,-16.8084,250.583232708,404.16374625,558,0.653916,16.6023,16.6125,97.5361,16.6077875668,16.6012459051,8.68256757688,1007.61322363,0.38863040905,143.445078589,-6.49745907106,82.9982,558
0.995328,1147.84223983,174.537969469,155.32310449,-16.8553,441.943111815,441.943111815,559,0.720798,16.6506,16.661,97.5975,16.6589575014,16.6518052899,194.96541928,430.428552737,0.401336205809,0.0,441.943111815,83.1015,559
0.992002,1180.25776654,7.62669114219,32.1143573298,-16.846,344.059103751,1272.23088008,560,0.735469,16.6377,16.6479,97.6618,16.6454259273,16.6387776413,206.014872938,93.4984817497,0.398696980955,380.121883152,17.5460649211,83.1916,560
0.983346,1141.65325947,12.4053449071,47.8241469602,-16.8271,206.653207286,610.308011054,561,0.676732,16.6062,16.6172,97.7522,16.6134157453,16.6064975109,355.228006271,187.391639207,0.402523252095,211.525382209,12.8738782168,83.2569,561
0.993453,1281.36137554,20.3628537175,76.9765713035,-16.8067,148.041235634,613.907008298,562,0.718344,16.5981,16.6105,97.8168,16.6087573425,16.6002688115,361.551050383,644.486342753,0.414169760048,233.145212955,13.6352352126,83.3068,562
0.994911,790.883059295,226.510648485,148.461234237,-16.874,281.851208569,350.463698636,563,0.709678,16.6625,16.6712,97.9011,16.6700242097,16.663986048,133.974336681,439.505275537,0.404000043628,65.9383225706,161.088338394,83.3934,563
0.994656,844.370752343,194.231067243,142.97158635,-16.8336,341.787318688,631.188324205,564,0.862298,16.6092,16.6189,97.969,16.6187875762,16.610740717,127.869760727,407.376090514,0.418480242776,204.986406599,-4.02348281053,83.4904,564
0.995482,1060.1597677,425.564701724,148.264453675,-16.831,107.621351903,397.646511946,565,0.764588,16.6231,16.6333,98.0345,16.631307235,16.6234859973,186.332281006,697.159686492,0.402885220973,133.171582155,8.15564492826,83.5602,565
0.993295,1889.4327792,258.452873581,139.425074585,-16.8425,266.754948013,639.676448745,566,0.673912,16.6354,16.6462,98.101,16.644801352,16.6378250258,424.443532524,690.052552285,0.407772525326,237.058821685,19.6405672701,83.6233,566
0.994968,897.931852186,190.772371634,140.559473913,-16.9011,324.432981936,437.072815757,567,0.660316,16.7045,16.7146,98.186,16.7127940658,16.7054780039,136.579951901,448.331390332,0.397718691642,66.3950881678,237.554858768,83.6762,567
0.994695,1548.22711286,406.433068745,128.251841546,-16.8501,185.669453051,417.60188665,568,0.705454,16.6442,16.6556,98.2558,16.6522165193,16.6454529581,325.318343624,824.207412064,0.405205671155,181.032542743,-3.79579603244,83.7251,568
0.989633,479.6576692,227.05680074,139.006810947,-16.8362,445.001443443,557.618799063,569,0.726158,16.6406,16.6507,98.3348,16.6471642815,16.6410938925,47.5422135206,314.815946289,0.404258943413,77.5651076067,339.442934719,83.8262,569
0.995485,884.736627223,223.577685473,164.76920711,-16.9335,286.908988454,472.112086466,570,0.715845,16.72,16.7281,98.3782,16.7263000404,16.7209204044,136.78994165,420.035586625,0.399571818274,116.32683337,88.2983418777,83.9234,570
0.990869,1540.69021543,50.1260382245,86.1704983848,-16.8783,301.309881525,658.561999237,571,0.744078,16.6629,16.6752,98.4644,16.6737560063,16.6654181996,297.665748699,312.9696558,0.406085337999,235.364207747,88.2766187385,83.9933,571
0.993032,1349.92714717,221.148726494,168.954678629,-16.9174,218.931646087,499.365108079,572,0.671494,16.7036,16.7148,98.4876,16.7136443237,16.7050559979,237.465272016,599.555857995,0.399036369004,181.253738395,25.5504609165,84.0328,572
0.993405,911.533972411,149.431544579,113.292269934,-16.8682,318.266986493,465.64927486,573,0.674457,16.6669,16.6777,98.5494,16.6743969097,16.6672792774,213.427781439,516.082877641,0.399758485458,149.794206072,42.4250305842,84.0968,573
0.993615,1299.29593346,43.7927618856,145.511993587,-16.8678,318.215081287,406.604132664,574,0.682597,16.6672,16.6788,98.637,16.6757051029,16.6681519996,247.140253465,509.550012505,0.408657557566,98.5442235391,154.754547526,84.1998,574
0.99629,1795.68811935,237.945069396,164.167066176,-16.88,319.800000427,550.189456113,575,0.673215,16.6633,16.6758,98.672,16.6733155057,16.664558609,254.713763011,526.271462775,0.403050927992,180.626441032,64.1696134332,84.2424,575
0.986427,850.646822065,35.9326869893,81.5799716771,-16.8602,349.94318205,447.307858402,576,0.73092,16.6443,16.6562,98.7662,16.6525088596,16.6454258212,241.492891621,272.432952525,0.414853979643,97.4976668974,177.985712576,84.2765,576
0.990291,1168.75854913,81.7638993015,117.082968886,-16.8886,304.680648575,687.644523774,577,0.707157,16.674,16.6854,98.8264,16.6827846482,16.6751840073,298.111489673,624.974492726,0.408002529649,224.92597626,3.80662860836,84.3277,577
0.991053,1828.85771359,27.7232968613,57.8538441409,-16.9746,404.060984569,794.395410679,578,0.771048,16.762,16.7723,98.898,16.7697908963,16.7632213102,320.671379837,172.453729814,0.411595309462,259.901401216,62.7406945306,84.3463,578
0.993441,1070.07026121,90.6619854486,129.780323013,-16.9098,172.886862936,549.806322148,579,0.733431,16.713,16.7236,98.9927,16.7205066188,16.7142797162,203.349877379,692.846323079,0.410452164887,201.270926136,14.9396993807,84.429,579
0.979132,1131.94041896,209.513258563,103.114439352,-16.9578,555.521743987,1035.63743658,580,0.74753,16.7431,16.7524,99.083,16.7494701163,16.7435510581,214.374974113,872.00202493,0.421971700174,305.718935262,266.960674913,84.4998,580
0.994373,1417.60555377,241.172255538,138.788626094,-16.9054,302.042472433,495.65208445,581,0.812832,16.7024,16.7124,99.1528,16.7100274318,16.7032793576,202.47485035,523.821838524,0.420611258347,197.214688805,17.1305958102,84.5624,581
0.99184,700.188163596,38.096394987,100.289515551,-16.926,475.429724448,752.760068196,582,0.704257,16.7345,16.7435,99.2212,16.7423850431,16.7361566618,185.50761625,401.23238158,0.405456567322,278.375261109,94.7829637628,84.6509,582
0.994496,1260.99794552,238.048758644,154.091150321,-16.9262,337.810488559,489.609296364,583,0.727053,16.7224,16.734,99.2825,16.7311692965,16.7237450467,191.031991814,604.067262733,0.409262518391,111.037285366,202.736850495,84.7373,583
0.9959,898.397004118,117.795633491,120.786297617,-16.9258,366.614580549,794.389967951,584,0.698017,16.7237,16.7343,99.3597,16.730772743,16.7243738652,173.971235442,348.970922093,0.405046200634,246.040264759,59.6602491341,84.7906,584
0.989449,976.45078746,211.471657758,147.415608322,-16.9725,248.338275002,546.639516297,585,0.860172,16.754,16.7657,99.4546,16.7631647444,16.7553240985,155.011865685,419.157436982,0.42612395791,168.872581334,4.96952799297,84.8116,585
0.99431,925.391653633,233.655202241,158.005719156,-16.9538,305.62594177,574.383827261,586,0.781143,16.7494,16.7587,99.5248,16.7569011187,16.7508674114,177.126462272,499.066211358,0.419474791346,151.947551823,101.7707013,84.9256,586
0.995954,943.548554032,184.017603171,143.273795824,-16.9525,303.487306326,683.094821436,587,0.685705,16.7503,16.7578,99.6257,16.7560122016,16.7511937825,201.173118106,390.784000891,0.402877761846,197.805987488,123.189282013,85.0351,587
0.994474,1016.03994535,238.425788618,145.536530417,-17.0131,210.417786371,423.585896839,588,0.632952,16.8028,16.8117,99.713,16.8094567716,16.8034617703,204.031185167,546.447667911,0.403067975651,129.839048442,26.759005223,85.093,588
0.99429,1618.6808539,280.297551546,168.881544682,-16.9735,406.913329214,674.302830991,589,0.695699,16.7651,16.7726,99.7604,16.7697207676,16.7655172304,287.879663178,618.695450647,0.413220198276,207.07145446,61.2521811293,85.1307,589
0.994955,1292.29098002,147.64834915,145.281995651,-16.9905,281.932526731,640.633511257,590,0.887468,16.7811,16.7901,99.8729,16.7876548433,16.7827165128,288.3093173,487.758704159,0.437178785434,237.704173012,-5.06569161305,85.2544,590
0.994887,1243.49444886,125.069246975,143.925584256,-16.9885,269.881412406,438.609199507,591,0.727009,16.782,16.791,99.925,16.7874681367,16.7826985057,303.544671914,569.396781293,0.416322004455,88.3746680926,166.304349549,85.2926,591
0.994122,2547.7381343,167.961520625,137.865999707,-16.9748,236.840009661,456.522558418,592,0.792586,16.7582,16.7668,100.019,16.763587941,16.758361087,658.394201516,625.469527672,0.418217209682,122.788655792,80.4994934157,85.3779,592
0.993637,1185.73673334,217.237234492,154.929462601,-17.0069,301.229643405,464.490792333,593,0.750971,16.7923,16.7992,100.108,16.79942855,16.7950328586,185.404696799,672.387465462,0.423070770443,142.811574421,18.0642499366,85.4392,593
0.988821,1555.79152559,228.362250552,148.630899256,-17.0093,333.173839193,590.467552791,594,0.834218,16.7884,16.7959,100.192,16.7933415084,16.7886816594,230.505501021,615.748361885,0.423222661565,214.457623339,-4.54695981317,85.4378,594
0.993748,739.688211132,66.7226411493,128.91451266,-17.0631,310.301886122,567.24706848,595,0.681126,16.8539,16.8614,100.273,16.8611374889,16.8561141562,187.332755028,422.168046679,0.399274050532,169.480452279,21.7469398972,85.479,595
0.995069,865.111405656,165.364391835,146.667704994,-17.0423,232.927236978,493.375499048,596,0.686569,16.835,16.8418,100.332,16.8402307855,16.8367585208,183.031185441,550.97005667,0.402385820813,148.491913427,68.6050053599,85.5428,596
0.994786,688.740419236,257.336340423,150.885037423,-17.0921,352.062026306,797.797070286,597,0.631164,16.8794,16.8861,100.423,16.8856743071,16.881128716,86.9777155644,405.464548643,0.394241928068,247.998703951,14.6682184058,85.5989,597
0.993418,768.588773743,91.0670899717,143.001740355,-17.0851,395.289016762,522.985368248,598,0.681025,16.871,16.8802,100.52,16.8763505056,16.8720383334,175.108321513,481.460111155,0.406170176763,126.849950882,243.13592045,85.6586,598
0.981716,1037.44523923,195.832317033,154.240350514,-17.1037,319.504596429,629.926003502,599,0.722965,16.8938,16.9009,100.582,16.8991499415,16.8951666323,157.83874713,438.761998585,0.406064002936,185.996574001,18.0591105057,85.7007,599
0.996614,1042.44645408,1.44021742235,82.4808743764,-17.1166,360.780134446,755.015169733,600,0.75125,16.9103,16.9179,100.635,16.9154622194,16.9114522896,256.455758582,238.532455642,0.407818045356,275.64762027,13.1879511664,85.7726,600
0.99548,820.886607174,133.135210642,153.528837729,-17.1203,257.992829554,489.220769994,601,0.690051,16.915,16.9238,100.713,16.9201703229,16.9155372357,143.092955938,430.48380628,0.401150167776,161.188899489,21.3848499814,85.8463,601
0.994214,871.709601622,52.2228174758,136.462195169,-17.1426,164.447440112,377.125855896,602,0.824936,16.9253,16.9314,100.769,16.9306944149,16.9269792001,172.611089307,507.396843923,0.412484589073,120.247904302,6.58063524054,85.9708,602
0.991755,1004.70374984,156.418024683,136.73032733,-17.1283,313.130534577,588.769058298,603,0.889886,16.924,16.9325,100.837,16.9291329846,16.9254602465,194.582829124,511.374762875,0.419621852949,203.257644083,28.0941673331,86.0237,603
0.996578,1155.54169303,171.813579203,160.629445332,-17.0965,301.957891679,525.974862423,604,0.763476,16.8924,16.9001,100.878,16.8997913023,16.8944733342,199.117279063,523.247739428,0.407734446705,149.751695736,59.3950632568,86.0658,604
0.996956,512.729322477,314.936718994,168.389522331,-17.1163,211.902303797,454.093375539,605,0.618676,16.9064,16.9167,100.933,16.9121064353,16.9065399404,51.664798483,406.697694609,0.39701282426,188.876184466,-1.25866212086,86.1539,605
0.993715,812.240212774,304.722218211,151.185848926,-17.1555,413.721957873,595.674204791,606,0.784444,16.9517,16.9613,101.055,16.9585361342,16.9529494473,128.148592364,557.406551902,0.415403318919,146.683107487,172.594833538,86.1783,606
0.996884,468.073265176,154.647610369,150.573603783,-17.1337,302.453066623,565.916405875,607,0.778348,16.9233,16.9325,101.099,16.9316510708,16.9254591542,82.6825509201,314.697133099,0.411966192495,146.647321251,171.8063548,86.2289,607
0.993469,806.36362979,98.185868684,124.102427173,-17.1654,271.165789325,496.940357791,608,0.7128,16.9613,16.9698,101.16,16.9667317063,16.9616006027,202.282714149,337.528836721,0.404740751813,139.811540721,60.5060309566,86.3311,608
0.995713,1056.67719618,162.545523364,147.167163845,-17.1704,363.924277732,531.455428513,609,0.746569,16.9693,16.9781,101.228,16.9746378807,16.9692296836,232.148757743,472.767616294,0.406509450109,176.346108386,53.2085338091,86.4256,609
0.995715,1218.66542023,150.04157617,165.201640652,-17.1936,495.188668081,586.697120589,610,0.719957,16.994,17.0001,101.288,16.9989542222,16.9947109537,224.292940864,596.345012927,0.403237520448,114.702880132,298.443987116,86.47,610
0.993201,930.179344823,334.927030382,139.200883541,-17.1092,325.208205499,504.886241679,611,0.802441,16.9059,16.9124,101.376,16.9116339509,16.9074187854,129.281646525,539.847332734,0.412255355616,124.209154104,177.587794712,86.5252,611
0.997087,1190.83763692,117.902074789,151.920596013,-17.1857,321.075574946,501.930170303,612,0.730642,16.9812,16.9909,101.459,16.989287222,16.9828851095,194.697505534,544.355886744,0.403826000133,169.91705652,3.6173159221,86.5891,612
0.995768,954.413756221,259.90529304,164.608725782,-17.1023,366.74142442,554.930124034,613,0.658109,16.9034,16.9132,101.515,16.9111223146,16.904882246,163.396433545,560.35755145,0.395875127024,192.228584978,2.25609686821,86.6507,613
0.994359,897.73304148,182.628944189,152.896476268,-17.1474,353.499916541,763.597074341,614,0.816134,16.9528,16.9624,101.606,16.9600553778,16.9541491453,145.209380228,538.384925532,0.409887880785,220.839711843,72.639856767,86.744,614
0.995538,732.255936277,7.6646270857,119.681547507,-17.1203,437.874278732,705.347251332,615,0.764669,16.918,16.9276,101.694,16.9252778593,16.9195749278,216.363111523,328.531329569,0.405529888476,262.153279088,5.32507826305,86.825,615
0.992579,796.712747362,185.56197834,164.804090918,-17.1075,284.185126702,470.629586314,616,0.801734,16.9072,16.9163,101.78,16.9147448176,16.9095761234,126.164564848,443.273308747,0.411409151983,129.721557074,51.3539126846,86.8436,616
0.995116,657.950955031,190.812449195,147.471701746,-17.1648,274.230392496,395.663128075,617,0.785434,16.9606,16.9692,101.852,16.9667473534,16.9612986686,120.210858625,360.03712206,0.406212833614,79.0337675677,186.933766692,86.9375,617
0.996592,486.356063419,168.748668841,139.583137489,-17.1063,279.122116146,524.614249707,618,0.732664,16.8863,16.8942,101.913,16.8929021789,16.8881748374,76.1569228333,278.68591868,0.402247533082,178.32570392,-1.17637001867,86.9882,618
0.99606,1021.81552269,199.971584612,156.365671392,-17.1461,312.730471799,512.557168365,619,0.863598,16.9408,16.9498,101.977,16.9465944515,16.9420116995,115.056364797,377.015203123,0.413273329221,145.442315978,145.018078708,87.0649,619
0.996165,837.288856829,175.822148268,154.377794746,-17.1644,239.933081703,426.56688431,620,0.718387,16.9613,16.9691,102.029,16.9676962631,16.9629254439,135.089081105,366.563572658,0.401110316323,113.738956061,18.3708777502,87.0874,620
0.996522,951.770407413,223.790403591,163.818343808,-17.1049,235.406574913,390.786778618,621,0.687038,16.8991,16.9073,102.103,16.9056103754,16.9006108878,164.371209481,451.583035405,0.395963562119,116.132987515,73.5595203363,87.149,621
0.99648,938.76875087,-3.75370351212,166.068345447,-17.1348,320.532580909,968.018332772,622,0.667363,16.9328,16.9396,102.18,16.9382232441,16.9339002484,167.198323272,446.831761373,0.395714389925,319.377704738,-5.78893676765,87.182,622
0.996397,811.35955633,192.532538654,150.766681801,-17.1603,232.451808811,434.734297295,623,0.779017,16.97,16.9768,102.258,16.9752089639,16.971450202,125.28181572,361.039378907,0.407680004695,155.70065494,14.0975772492,87.2597,623
0.99646,1322.42301001,220.669355944,170.0456698,-17.1852,279.189281644,542.312066417,624,0.659342,16.988,16.9958,102.306,16.9935588288,16.9894275149,232.533128104,481.530669947,0.394951624979,138.611103963,58.7641919108,87.2963,624
0.996095,1120.62340728,158.794305241,145.510597586,-17.1133,287.727579264,493.967653169,625,0.802649,16.9129,16.9215,102.425,16.9187939128,16.9145936103,201.294649374,348.789822451,0.407898505323,135.466492986,126.638776541,87.3507,625
0.996784,1210.76269718,165.725578612,160.716535915,-17.159,328.252479983,510.866878605,626,0.665509,16.9627,16.9712,102.505,16.9685495328,16.9635367739,178.183017879,402.65747662,0.39942240283,118.976207079,138.100805833,87.4086,626
0.99462,1172.02467136,160.245121857,162.054406156,-17.1101,306.483481739,555.785144109,627,0.741378,16.915,16.9234,102.571,16.9218873156,16.917402063,200.522505637,459.165645621,0.406129855389,127.798350803,163.569112283,87.4819,627
0.994259,1137.05303593,160.061180751,141.35873363,-17.0688,298.810645596,587.343501857,628,0.725801,16.8702,16.8789,102.652,16.8768030624,16.8710798852,240.584566853,394.017400228,0.409202996512,195.538164474,25.535129455,87.5774,628
0.995011,1579.31157736,226.760327225,152.555590792,-17.0852,228.928760879,416.379001799,629,0.705188,16.8816,16.8903,102.725,16.8890191342,16.8834385636,338.097668898,770.757733081,0.409508282793,141.211666006,18.4718425464,87.5955,629
0.995579,2081.0730121,266.167818033,164.888470962,-17.0869,401.105327058,602.453849509,630,0.813325,16.8855,16.8923,102.807,16.8915154926,16.8868321516,409.347273878,725.39048481,0.410496834644,206.144096393,14.4265627184,87.7292,630
0.990642,2134.07741032,231.556533542,153.065793215,-17.0996,288.393503871,475.634103679,631,0.680338,16.8994,16.9084,102.881,16.9069552724,16.900696343,446.247285267,637.41815619,0.397465543258,176.991372126,67.6827059051,87.7603,631
0.995413,2286.62283716,140.839433649,148.726626822,-17.1527,455.822691304,598.464295286,632,0.788253,16.947,16.9555,102.939,16.953678204,16.9484894072,573.855643635,859.138720609,0.407447276408,211.986742982,89.3091770221,87.778,632
0.987637,1528.25755837,465.816615793,131.46513331,-17.1507,266.837081629,476.098249594,633,0.638718,16.9407,16.949,102.987,16.9475784251,16.9414647197,312.490911726,952.232826848,0.39126240282,174.590362426,51.5620093513,87.8352,633
0.994865,1546.18863783,177.085201133,143.552413198,-17.1273,423.196342875,648.938811895,634,0.773792,16.9296,16.9376,103.044,16.9359948687,16.9307778176,221.133311481,574.592983301,0.407101199294,208.330407538,87.3907774893,87.8895,634
0.995654,963.077102815,161.261578285,141.563614659,-17.1441,415.385864639,896.547001251,635,0.772486,16.9454,16.952,103.157,16.9511082709,16.9460619655,179.483881978,571.550087725,0.406173131804,347.965102174,62.9318193322,87.979,635
0.99614,660.078271936,218.242581319,125.083264574,-17.1546,333.743063394,707.214520298,636,0.635672,16.9572,16.9651,103.216,16.9639139576,16.9587624272,97.4051015792,372.162301588,0.395423070523,251.917232122,47.7371108978,88.018,636
0.995336,1950.5991712,262.194279191,133.420251048,-17.1122,271.73026993,597.403888972,637,0.722393,16.9145,16.9224,103.288,16.9210341228,16.9155195432,442.318753322,850.946129584,0.404021056164,210.303038225,5.20793527299,88.0912,637
0.995472,798.110595824,222.753512531,127.95656159,-17.1183,375.690914527,629.920422506,638,0.731294,16.9221,16.9307,103.34,16.9299309501,16.9239588433,139.942625465,465.04398447,0.406082656508,227.205846299,49.0304081508,88.137,638
0.994389,1246.20655081,258.322564053,138.701062856,-17.1267,218.161490243,316.7203776,639,0.734898,16.924,16.9335,103.405,16.9321724541,16.9258292434,210.952356505,565.671968071,0.406177326321,87.5220656619,50.7141728805,88.1786,639
0.995785,1457.2228036,183.333656159,142.797209156,-17.1226,336.508933221,619.727386189,640,0.715755,16.917,16.9257,103.466,16.9244386773,16.91853166,282.504084384,668.559154955,0.412047700566,188.801113197,127.501172487,88.2159,640
0.995188,1410.03462947,111.765726207,115.891744626,-17.0763,332.006871934,501.830321959,641,0.718585,16.8786,16.8884,103.526,16.8852211824,16.8793605818,197.762460125,447.201661058,0.405141500728,122.440873136,154.566057995,88.2805,641
0.995804,1145.47755345,59.8970018463,101.078359049,-17.0714,357.396773924,625.079552133,642,0.763522,16.8761,16.8859,103.647,16.8838467385,16.877524957,236.028409716,410.071321071,0.413243267638,194.188227061,32.193886765,88.3263,642
0.993184,726.862552835,244.825700013,155.176580501,-17.12,327.80583924,663.694743162,643,0.691517,16.9359,16.9435,103.685,16.9422165913,16.9366137238,100.987639411,397.564789474,0.399552822019,243.036465294,2.72272357078,88.3882,643
0.994854,683.221589285,189.422284813,119.575388746,-17.1032,370.055764769,618.441894134,644,0.7777,16.8939,16.9014,103.784,16.9012738003,16.8948623363,101.345312804,347.337343387,0.412638677944,132.587908715,198.638196018,88.46,644
0.99329,1153.52484289,322.490911642,105.39352222,-17.139,355.432548611,527.455202082,645,0.699441,16.9255,16.9339,103.868,16.9325499323,16.9270031897,177.131758688,551.999430785,0.406913808618,150.112920098,123.342359437,88.5649,645
0.994449,871.70063091,244.617970916,87.1055065828,-17.1201,394.486513012,704.120681205,646,0.77765,16.9155,16.9228,103.918,16.9203965393,16.9158624707,141.418303885,424.321523149,0.413782143956,272.230234991,41.5306828799,88.6358,646
0.994206,741.417486889,172.468048096,99.6424718816,-17.1026,365.56049624,446.294949843,647,0.755017,16.8952,16.9023,103.982,16.9010399494,16.8964618158,120.119082478,383.360573329,0.411693554771,79.0297525121,224.306103906,88.7211,647
0.994018,1017.94863749,160.606760325,118.368784781,-17.0991,342.885950411,532.849233489,648,0.813225,16.8912,16.898,104.073,16.8976769567,16.8928792253,210.619209803,528.68131287,0.411613734841,164.450458078,69.1868856054,88.8028,648
0.995615,813.312508161,226.16023527,147.045785393,-17.0771,372.918477946,628.901333545,649,0.654743,16.8768,16.8843,104.143,16.8840753601,16.8789862736,149.489285176,418.458826588,0.407174934035,196.874703639,38.522403733,88.8474,649
0.995142,749.307607801,365.78916423,124.637092543,-17.1541,394.278085014,641.67498454,650,0.721805,16.9575,16.9646,104.25,16.9628224756,16.9581297537,90.1665076539,553.512840209,0.410451679449,203.927305168,79.8415950186,88.8778,650
0.996196,850.184394052,62.6756458049,113.016378838,-17.1551,446.110630652,588.233160786,651,0.584294,16.9541,16.9615,104.286,16.9603641188,16.9554022472,186.997343005,466.363582814,0.395198548393,221.899099731,62.0614674437,88.9544,651
0.995548,893.864922051,327.745006663,149.474698815,-17.1383,289.090286716,609.038037682,652,0.670257,16.9381,16.9457,104.349,16.9447348116,16.9397628739,152.928030993,515.331694224,0.408687440087,217.296483511,39.6612644457,89.0718,652
0.995667,987.921244994,259.545790309,148.238804435,-17.1608,318.021195984,496.418155768,653,0.768502,16.9617,16.9689,104.42,16.9677407043,16.9635996088,193.595970979,508.777627559,0.409472215055,119.823561384,166.177524513,89.1128,653
0.995887,624.360361015,271.018440989,144.087357323,-17.1716,378.262453626,517.725093468,654,0.661102,16.9798,16.9869,104.485,16.9841783469,16.9798128825,92.2838298768,419.943975987,0.396698813579,128.0038133,164.466313265,89.1674,654
0.995875,664.377321539,190.021284032,132.038186081,-17.1228,307.876048645,528.035621139,655,0.711315,16.9229,16.9321,104.581,16.9298600669,16.9242757663,81.4638434224,295.763200862,0.402622307627,160.08784811,10.725403215,89.2359,655
