AveragePolicySurr,PolicyRegParamNorm,AverageReturn,StdReturn,MaxReturn,AverageQ,AverageAction,StdEsReturn,AverageEsReturn,MinEsReturn,AverageY,AverageQLoss,MaxEsReturn,Iteration,AverageAbsQ,MinReturn,AverageDiscountedReturn,QFunRegParamNorm,AverageAbsY,Epoch,AverageAbsQYDiff
-0.486447,15.484,-31.8597386862,13.0343457541,7.76340611213,0.351197,0.856017,63.039199826,18.5919658811,-36.5317778541,0.351579219902,0.0112394,142.723039067,19,0.510322,-64.3497018526,-8.91764108624,11.2215,0.515830298767,19,0.07162185799
-0.527488,15.8872,-1.37836578965,6.33106650351,16.6621325211,0.398648,0.824156,48.9853165075,-6.45157475875,-57.3246347517,0.39901418756,0.011673,127.173505094,20,0.567667,-18.3866738866,8.86285095882,11.5722,0.572778874109,20,0.0725122108475
-0.594344,16.24,53.7740969749,57.6720682365,447.711307738,0.475471,0.871767,126.430631492,297.056240824,161.563415583,0.475815623653,0.0138071,525.922985308,21,0.656122,16.1837412047,44.7672006081,11.9148,0.660709995426,21,0.0735300102791
-0.690121,16.5638,-26.5525167612,10.8378187063,-6.31912121307,0.565225,0.730462,90.1781870581,179.503165922,-3.60293737663,0.565611493446,0.0141428,272.357227296,22,0.750042,-57.6303425616,-3.53520978904,12.2879,0.753894662744,22,0.0721994382179
-0.786507,16.9776,223.350545884,125.767733788,495.556935598,0.655557,0.744621,82.8925648972,88.2323012755,-13.1569704366,0.655846336553,0.0177322,254.380958025,23,0.8368,46.0138550392,90.4749366786,12.6904,0.840544868406,23,0.0780071160997
-0.883402,17.4913,282.450790688,10.592730957,319.349404956,0.742063,0.851034,120.074748248,189.191787776,33.0465094905,0.742488329971,0.0159898,358.238234746,24,0.918907,263.748426888,120.811123293,13.094,0.922769626695,24,0.0776940190662
-1.02401,17.8836,413.613250325,92.354753644,643.49758005,0.876124,0.702965,125.272755642,195.054539872,7.67936872493,0.876498780983,0.0210853,357.303191543,25,1.04084,203.907461729,111.472427368,13.5253,1.04438479137,25,0.0840351893869
-1.16754,18.3415,79.7986448776,63.0896212506,386.881684847,1.01554,0.607162,163.866311094,211.661461245,42.5350164388,1.01576565357,0.0223903,461.109890173,26,1.16371,33.2271404159,57.1831798369,13.9273,1.16697034815,26,0.0877536034254
-1.26826,18.7332,79.2913919841,56.899411354,343.692845943,1.11296,0.617227,97.8050378381,101.629631853,8.14651841197,1.11352407767,0.0242399,263.365818106,27,1.25451,26.483632062,57.4387648109,14.2808,1.25812145236,27,0.090756746694
-1.38163,19.1979,54.4083552183,15.3596946217,104.566314635,1.22611,0.740106,110.233087698,137.476828825,26.3038247559,1.22672772897,0.0266881,336.440427094,28,1.35873,32.7809725401,49.7128485246,14.673,1.36255548833,28,0.0961049375864
-1.5149,19.6445,38.7307732357,22.387322197,189.128115291,1.3485,0.793507,167.913603771,139.115654845,22.1986839291,1.34894937721,0.0295344,472.153974633,29,1.47083,5.89380674804,30.3706337887,15.0354,1.47449177509,29,0.100659394821
-1.65471,20.163,92.0389698371,74.7927205344,284.033333885,1.49262,0.668091,107.852587551,158.793510669,19.4994387035,1.49321419216,0.0373122,349.077154018,30,1.60517,24.2849059962,55.4728159694,15.409,1.60959937484,30,0.10932127906
-1.78589,20.6429,9.66855085568,7.27559361651,21.285896161,1.62377,0.752629,118.571317359,143.426579534,20.4906124008,1.62439279529,0.0358912,292.8323098,31,1.73384,-0.87326687528,20.6171687749,15.7203,1.73812772023,31,0.112356596689
-1.90407,21.0795,590.742073425,403.154201313,1012.16672392,1.74948,0.76586,74.7253115443,159.057449375,4.844411667,1.75014565015,0.0424031,248.955022484,32,1.85268,79.1578242123,91.7890301988,16.014,1.85664857438,32,0.117282212455
-2.03986,21.5324,276.219642481,103.181124868,527.912277998,1.87593,0.743642,162.116805491,268.374157555,31.8324125839,1.87631888622,0.0442864,488.408179838,33,1.97568,92.1399880027,99.0980624104,16.3657,1.9788194613,33,0.122533342983
-2.16944,21.9966,200.332333715,25.7830716232,277.246499485,2.00644,0.832046,58.2474719349,212.934795181,156.36674964,2.0073902991,0.0536962,328.992698331,34,2.09943,151.144427373,105.576464562,16.6887,2.10266787687,34,0.130262698199
-2.32813,22.4801,320.678004364,146.118201322,590.853378834,2.16051,0.847559,71.4578877074,152.433487145,43.0894298344,2.16142764089,0.0560558,240.174006959,35,2.25372,10.9388188806,93.4288429234,17.0041,2.25730637552,35,0.13605221904
-2.46912,23.1448,246.667219217,64.4241262253,391.306580674,2.29601,0.854077,104.766744412,197.156707268,36.4403657909,2.2965773755,0.0642819,379.277671683,36,2.38619,78.9069433942,87.7550730568,17.3704,2.38936058664,36,0.144664231449
-2.60621,23.6175,217.169838703,121.370482793,494.069536057,2.43363,0.832162,98.6547673612,146.38592088,8.50834412781,2.43460325177,0.0676413,293.390461202,37,2.52451,46.6818989057,80.7724486647,17.7119,2.52764361455,37,0.150240921956
-2.76765,24.0879,186.589392331,40.6011861543,317.575163562,2.59413,0.872719,88.7036355214,174.763811092,52.7813452173,2.5948553382,0.0834756,335.576739276,38,2.68269,128.266076145,98.404321083,18.0343,2.68523742544,38,0.163718922484
-2.92524,24.5036,167.800090106,52.7843152785,253.316927308,2.73914,0.842175,65.4851372815,140.886633536,34.9382186987,2.74022828719,0.0818787,275.630407683,39,2.8244,-4.21148893283,86.3918296524,18.3207,2.82714928896,39,0.166115453556
-3.11607,24.8951,160.040116195,35.2200630915,267.835997606,2.92116,0.865779,83.5432076444,132.38968358,4.49369817727,2.92300495533,0.0929304,264.623151309,40,3.00267,75.6479194029,90.9856808728,18.6554,3.00591512884,40,0.175308654361
-3.31148,25.3353,146.391179692,59.0406086771,299.951641038,3.09762,0.911034,50.9570600191,100.207023347,-1.52068580242,3.09857355564,0.0977543,164.455289438,41,3.17198,28.781328171,77.8539020958,18.9174,3.17424617848,41,0.184971955685
-3.51222,25.6911,108.453808356,52.8257695036,201.79222148,3.28802,0.904742,44.0028136638,76.4069115639,3.41211789939,3.2897496458,0.114454,149.186112451,42,3.35738,38.187501615,62.4944592368,19.2057,3.36065290948,42,0.194912060594
-3.69161,26.0035,222.340142375,47.6801151109,343.002066572,3.45601,0.861831,74.4386503984,97.4184984338,30.0405016665,3.45783679614,0.120429,289.765505441,43,3.5178,49.9962360807,105.698274883,19.4728,3.52090962823,43,0.200372880961
-3.89197,26.3855,149.70322026,67.2480228266,322.280251885,3.66002,0.853759,68.948414718,152.644708406,21.5147088091,3.66201248407,0.138868,252.281146996,44,3.7117,49.4808352623,72.2171914645,19.7744,3.71507846215,44,0.213307481194
-4.05993,26.7206,300.732423235,87.3310780144,419.743386032,3.83859,0.839839,69.6751620708,160.706373203,3.58729275679,3.84053932557,0.142177,242.50962601,45,3.88235,56.0093503445,91.2079429625,20.0254,3.88485621834,45,0.21529987125
-4.20625,26.9589,213.910887305,109.238944308,445.855433603,3.98406,0.854044,71.7248444467,191.488626753,78.2969944469,3.98552562072,0.134783,313.409714288,46,4.02308,38.3012925293,83.9214517152,20.3021,4.02489099159,46,0.214222229998
-4.37233,27.1801,170.660420779,46.5562637142,261.124646324,4.14313,0.886869,52.6059807145,125.700592206,23.24373193,4.1441460653,0.153832,204.932212067,47,4.18038,68.9366789471,90.6894683216,20.5681,4.18244958477,47,0.226996880402
-4.56266,27.4595,150.64026987,33.0207513955,276.455660458,4.33259,0.867586,55.6193193807,77.8298604305,-3.82092358988,4.3345968287,0.169448,219.816752133,48,4.36843,98.8519492531,84.8568607694,20.8345,4.37059095714,48,0.237725550204
-4.73794,27.6832,145.198472545,37.4477376505,263.754657048,4.50726,0.891303,38.5046617207,127.989061669,73.3349503704,4.50905694537,0.174055,203.744881217,49,4.54109,95.6814233738,85.4723213368,21.0932,4.54297952663,49,0.240700584266
-4.90759,27.8977,159.962003097,29.3658547439,246.285830941,4.67032,0.891306,60.4745654379,138.058109439,46.4582354929,4.67214996858,0.196944,227.924958652,50,4.70158,105.360807647,95.9245705917,21.3496,4.70376223014,50,0.251527895948
-5.08068,28.1145,143.583809864,30.5166587118,274.087592285,4.83806,0.833786,55.9421284983,127.266318332,51.0220923166,4.83978305754,0.19008,261.941773856,51,4.86682,85.8723585101,95.4405577822,21.608,4.86891165585,51,0.260102594432
-5.29221,28.3032,222.90652087,94.1093139243,419.2604321,5.04896,0.878708,109.995285817,170.254546907,4.82115346392,5.05160511687,0.220173,369.414578105,52,5.07314,49.228681063,94.2638953235,21.8613,5.07627489183,52,0.273111454942
-5.46572,28.5365,135.683583844,38.6554365724,393.727002073,5.21562,0.87363,51.9943670818,126.624202522,16.6863423113,5.21799477544,0.235168,180.442801688,53,5.23484,63.6534668052,80.937466354,22.0909,5.23802292399,53,0.280143376598
-5.66927,28.6694,117.963036334,5.35825904175,128.074932538,5.4085,0.855303,50.163463666,143.389127549,77.9877247995,5.40945957061,0.23763,244.059569004,54,5.42522,101.851756549,81.6337267603,22.36,5.42797057875,54,0.28413287634
-5.91322,28.8284,111.054252574,2.96899473865,117.235770726,5.63679,0.86361,101.804178663,131.179328559,3.056087501,5.63916839405,0.248662,391.336907849,55,5.65174,104.376418102,78.8956567683,22.5957,5.65523933552,55,0.292309821521
-6.05818,28.9634,121.113123212,53.0282093613,353.519117155,5.78447,0.887352,55.6757656059,102.222740237,3.91748417219,5.78699921902,0.27423,212.997606091,56,5.80048,44.0801796805,73.8689643802,22.7862,5.80377380124,56,0.297917940717
-6.30879,29.0936,383.99160705,85.3934603443,612.740781143,6.02425,0.826,73.0457381321,73.2050096718,-2.84081070327,6.02704137759,0.314824,252.467637725,57,6.03789,221.587346567,146.773840081,23.0155,6.0414986047,57,0.318896923936
-6.48111,29.2596,99.6546894914,69.9126505243,520.276435274,6.20788,0.806999,99.9347129829,120.935813189,0.875781156173,6.21002531312,0.28318,303.123860415,58,6.22066,16.3417945324,61.5239603097,23.2351,6.22403162713,58,0.314272625479
-6.70203,29.4121,183.140959788,113.569134589,520.112387903,6.39517,0.850503,86.7664193594,56.9354308809,-1.14882925071,6.39841591234,0.352356,320.58968903,59,6.40838,32.1069211688,80.5391522297,23.4932,6.41302818158,59,0.328791588112
-6.93273,29.5478,192.076415327,66.2353131958,550.513692633,6.613,0.83456,70.9368691886,221.744737373,123.631905206,6.61529048541,0.355641,331.817294845,60,6.62669,116.519500158,110.850307706,23.7671,6.62956546059,60,0.332909455362
-7.20288,29.6925,158.432913231,54.6349697344,372.21460443,6.86243,0.859548,93.2558364004,110.25197203,-7.20005522329,6.86450901334,0.34204,257.02918101,61,6.87872,103.119621714,98.1452441882,24.0317,6.88114403592,61,0.33836962304
-7.43731,29.8226,141.563613515,41.6528611998,376.924426757,7.10278,0.862494,139.844323315,216.012041738,82.6604677405,7.10569559637,0.366336,506.288393344,62,7.11932,102.537264387,89.9562196263,24.2428,7.12207149889,62,0.346952685869
-7.69192,29.9246,339.831817773,117.664477044,679.936628803,7.31604,0.84643,88.8707636202,137.981888508,6.962991294,7.31960067569,0.406406,305.374274246,63,7.33492,105.406534764,116.637933216,24.5103,7.33751429317,63,0.354844090883
-7.96537,30.075,183.130279825,84.8468721889,391.172916689,7.58342,0.853795,54.9474371731,111.218769161,2.02625835626,7.58690439514,0.436204,209.565400831,64,7.60242,25.4566475342,85.3683245014,24.7456,7.60532965628,64,0.36670905671
-8.19085,30.2015,244.199966365,82.0387370435,594.259180765,7.8362,0.870057,100.736354171,132.743185423,5.93575055193,7.83980378044,0.37288,326.315836974,65,7.85514,90.9902343511,109.054149179,24.9453,7.85725203509,65,0.35428352386
-8.38127,30.3619,222.464079181,92.0750090938,582.401965956,8.02027,0.860871,94.612615632,77.0119378606,-3.33974087857,8.02389407268,0.456475,323.715515554,66,8.03865,116.034306309,92.5405215547,25.1517,8.04081221912,66,0.375478503407
-8.58793,30.4665,93.3308648548,7.41794095026,108.105892186,8.21143,0.905894,238.679882738,317.875342357,102.539007158,8.21406632869,0.456076,751.449251409,67,8.22993,79.37546585,61.5312225141,25.3614,8.23081922655,67,0.379655773043
-8.83472,30.6254,196.227534593,72.8419202036,443.518221193,8.46094,0.883887,118.639403989,181.133314977,-3.73010366388,8.46553794294,0.483693,315.417818563,68,8.4773,119.304679938,105.481892666,25.5933,8.48014100129,68,0.388962750995
-8.98563,30.8438,147.27306574,64.8585008881,478.057473678,8.62329,0.891009,133.994243632,149.236866356,-51.8421051742,8.62547938297,0.475595,362.269125501,69,8.64086,68.1600714658,60.4969198591,25.8212,8.64066799813,69,0.389381469753
-9.14424,31.0104,10.0152627893,22.6446169272,216.218688625,8.80129,0.885868,85.0771499818,133.195488796,2.59652876564,8.80454771828,0.462254,275.942601277,70,8.82067,-16.5728831539,10.3115991353,26.0336,8.82137147553,70,0.38578184289
-9.32044,31.2301,244.998638965,76.743455831,433.754060824,8.97969,0.90399,112.263930418,148.807665966,2.36560173822,8.98362899936,0.402561,370.818416033,71,9.0028,36.8236614405,86.2499209421,26.158,9.00431673198,71,0.371824747298
-9.42265,31.4779,313.822947167,119.508922346,657.846648004,9.10684,0.892774,43.8796186321,139.852288471,95.1906718256,9.11039987258,0.500249,243.66893834,72,9.12652,18.4398443851,86.2944020703,26.3678,9.12797239303,72,0.395298376152
-9.51504,31.6484,218.033368588,88.2616469624,543.863468632,9.19784,0.88674,120.122737729,149.047369398,-5.76695019327,9.19972041446,0.484578,349.250103959,73,9.21679,108.554488987,99.6437167165,26.5626,9.2176322396,73,0.391992360692
-9.65321,31.8261,155.461872481,43.7182117165,417.604689408,9.34384,0.899728,127.20820224,199.850673989,61.8667784102,9.34785363749,0.456535,442.747447776,74,9.36116,89.2659059976,94.6773873582,26.7541,9.36377840726,74,0.38452193418
-9.75725,31.9747,315.614681111,150.499428293,848.959961559,9.44471,0.87215,69.9970050088,193.007805037,89.4324415347,9.44821091196,0.514301,324.633786834,75,9.46358,22.0383652271,90.4930902801,26.9477,9.46487506419,75,0.391785403074
-9.84657,32.1146,320.197104844,127.362750194,722.380001253,9.52857,0.860934,112.050445755,158.109220554,4.40754299541,9.53032798272,0.467153,310.800431423,76,9.54817,132.738026464,111.17185455,27.1226,9.54840411311,76,0.380669231487
-10.0275,32.2715,366.443781894,152.100533925,1074.94869513,9.71256,0.887639,80.8443396133,238.783025824,166.425960773,9.71600700873,0.51373,388.871406303,77,9.72742,188.913557374,120.913127711,27.2969,9.72949610518,77,0.393393185265
-10.1899,32.4619,405.745303258,150.733930973,830.043266863,9.86637,0.898282,166.377920861,204.64768559,-2.09539617742,9.8693485362,0.523706,443.214435681,78,9.8857,196.112971108,132.410830623,27.5143,9.88713616418,78,0.398035033023
-10.3476,32.6372,152.471042412,38.2451707501,407.893969186,10.0081,0.876731,104.674449001,114.02275873,-6.53825507906,10.0110262729,0.52128,278.372037694,79,10.0267,119.733591732,98.5233864961,27.7017,10.0272412793,79,0.39903496702
-10.4999,32.872,153.022348216,45.9884518472,377.147864096,10.1414,0.890137,99.5235641957,116.849671027,-0.00211429478556,10.1446738153,0.535389,325.561840693,80,10.1606,119.422739879,96.5356375277,27.8928,10.1613166384,80,0.40529015791
-10.6409,33.0726,204.34045391,162.323521755,1070.94123861,10.2784,0.87853,83.1842217531,166.702538055,-0.694748043651,10.280931276,0.527321,255.052407084,81,10.2998,28.3763624657,80.2948586647,28.0606,10.2998889626,81,0.409575876211
-10.8318,33.2762,284.975820758,104.743256434,660.028439831,10.4544,0.883205,101.252483506,153.227564581,-6.60391590872,10.4587793322,0.613632,321.762850248,82,10.4713,117.11425415,111.212628815,28.2326,10.4732112857,82,0.428902761385
-10.9905,33.4653,402.466089327,183.818493235,950.095754233,10.6266,0.881353,82.3135222884,141.532275542,0.263420591273,10.6297389733,0.562223,292.738074883,83,10.6409,167.082217478,106.619610767,28.4023,10.6417392206,83,0.417643774767
-11.1758,33.6169,134.198298367,148.825104905,999.186238869,10.7956,0.850931,121.812441021,173.816484369,11.6789675196,10.7982725898,0.553537,291.895674334,84,10.811,23.2860187784,63.8632349744,28.6086,10.8108988763,84,0.42437190559
-11.3282,33.7997,935.397699254,270.414932059,1105.26568811,10.949,0.869993,76.7733265262,90.8801702325,-4.43173909389,10.9523353904,0.57257,265.467976624,85,10.9625,390.89206283,134.970967406,28.7794,10.9645209699,85,0.421389395178
-11.4643,33.9942,227.923689489,180.808861598,832.87750245,11.1091,0.834814,134.649203563,173.862232479,-55.7664153659,11.1117782838,0.571761,288.012246756,86,11.1214,-15.6020298848,67.6611960286,28.9634,11.1219176304,86,0.420945353374
-11.5758,34.1736,804.613963853,411.958346001,1113.60918254,11.2097,0.899299,97.7842163446,172.262765337,7.16373883501,11.2142085191,0.634968,300.156974375,87,11.2234,39.3460456168,106.152626651,29.1493,11.224788543,87,0.43249549324
-11.7225,34.3408,512.717099534,465.111940183,1090.32250297,11.363,0.875647,117.900161907,291.070501839,108.486817198,11.3656696308,0.631385,392.627016112,88,11.3754,-72.6301459536,65.6643117181,29.2981,11.3755017034,88,0.430913197985
-11.783,34.5317,312.857881736,355.954139778,1044.18354376,11.4351,0.874977,99.7653142052,195.484371428,44.6795801553,11.4383985901,0.591,333.027623934,89,11.4475,-35.3419355765,58.3131694022,29.4824,11.4485678567,89,0.420020716255
-11.8913,34.6915,386.628014789,135.867820267,948.299341123,11.5509,0.877123,121.701442262,134.637174982,4.26277589505,11.5544260518,0.570561,318.733985114,90,11.5609,197.085203915,126.544250758,29.6172,11.5631659639,90,0.414192958423
-12.0126,34.8735,377.744711132,177.899504728,621.015218444,11.6737,0.841598,125.372263354,179.437952353,22.7516992011,11.6767885745,0.6407,414.638642583,91,11.6843,24.6237415743,100.656543295,29.7995,11.6856972181,91,0.42797001204
-12.1078,35.0048,117.294747339,155.032486994,499.623383831,11.7725,0.829199,53.1283753172,261.482348889,170.252294235,11.7750820741,0.586782,340.149942004,92,11.7822,-15.1619840612,45.9379822886,29.9879,11.7835055485,92,0.417580243687
-12.2096,35.1845,464.482928944,122.333216247,746.202379578,11.8975,0.878443,147.534576511,132.193442101,-2.80721061621,11.9001065463,0.614039,513.799335755,93,11.9065,230.813912909,117.10507584,30.1372,11.9074160384,93,0.416793516675
-12.274,35.3537,239.501772609,152.110277939,657.838912962,11.972,0.859333,129.342542235,200.993366713,9.318224349,11.9753143896,0.608058,386.629469513,94,11.9816,27.9123232564,88.4051511634,30.2805,11.9823739111,94,0.420074610895
-12.4126,35.5415,228.567176335,63.3049294584,434.294103167,12.1132,0.849818,112.193055719,203.824855785,58.3782681261,12.1159949191,0.645132,352.985599479,95,12.1226,75.5030720062,113.315454634,30.4717,12.1228942881,95,0.419737628277
-12.428,35.6846,251.672955279,49.4348171667,400.495605636,12.1259,0.886649,87.5632365578,157.045243235,30.2593907488,12.128390027,0.509904,335.185715666,96,12.1358,135.517141081,122.436930957,30.6319,12.1350229679,96,0.399867825555
-12.495,35.8151,200.409185698,36.4749015245,422.780004343,12.1781,0.899375,142.750238627,135.291396335,-21.5600753978,12.1809470489,0.656029,382.012153189,97,12.1872,153.450467542,109.079680559,30.8243,12.1870635563,97,0.423534805646
-12.5884,35.973,114.772415253,139.444409044,441.537306806,12.2803,0.855015,107.306141811,141.618392008,-7.74196069484,12.2834938671,0.671234,308.173309538,98,12.2911,-17.7766273889,50.3056618781,31.006,12.2908184166,98,0.427508018365
-12.7016,36.0626,341.653002476,119.298236619,580.715522795,12.3911,0.90613,151.772050503,195.981585349,3.19104095219,12.3933816395,0.628945,518.937320122,99,12.4015,33.9306475118,126.974384463,31.1701,12.4010973564,99,0.417980013648
-12.7657,36.2103,444.942378262,110.129929458,701.618468375,12.4463,0.895451,146.496299115,212.391204598,14.5510237455,12.4492569859,0.613108,502.881900057,100,12.4538,238.927000635,163.351654632,31.3524,12.4540810394,100,0.416829777922
-12.9032,36.3537,319.164067922,66.2637122348,619.658594824,12.5866,0.905696,129.491128834,367.337397279,255.865860535,12.5896781421,0.600825,608.884788554,101,12.595,209.393284039,136.285971168,31.5074,12.5947341426,101,0.418283095743
-12.9808,36.5396,389.235611746,152.650606231,1020.84918245,12.6596,0.887904,196.400152606,304.221227865,54.8044847289,12.6625206874,0.634989,615.773612603,102,12.6683,77.9361924521,137.612297714,31.7007,12.6683689653,102,0.42846623216
-13.0616,36.719,413.885164045,109.398566985,687.44338508,12.7392,0.902407,94.0188474799,231.448937324,79.7423680903,12.7423418657,0.653178,373.291132047,103,12.7483,86.2231344298,145.548748738,31.8945,12.7475340692,103,0.417438113944
-13.1488,36.881,115.800046194,148.852304286,588.811704453,12.831,0.905707,115.164464242,165.511150342,2.89469948335,12.8330973875,0.6073,326.748808474,104,12.8394,8.6394318584,43.9715113936,32.0308,12.8387385651,104,0.420426231311
-13.2218,37.0228,334.421410026,184.326738902,922.080889101,12.889,0.895549,150.527002552,169.135556962,-4.00814298926,12.8920314766,0.680688,382.470353931,105,12.8978,144.241647994,103.398516546,32.2207,12.8972816852,105,0.423550006143
-13.3607,37.0913,358.717290071,94.8914263802,652.815389171,13.046,0.907255,63.2086279775,241.545663341,171.630773101,13.0482398877,0.587993,336.243469571,106,13.0545,158.076285737,149.586216446,32.386,13.053086453,106,0.413001045493
-13.3859,37.2417,427.130700914,137.589861039,757.272631475,13.0659,0.907232,246.384195945,192.287987083,3.5678983009,13.0692165218,0.666198,724.60492488,107,13.0741,158.639370536,105.805464977,32.5166,13.0739301674,107,0.428606786785
-13.505,37.3628,299.062729165,90.4943841669,636.253922799,13.1851,0.892698,92.115680228,221.538015577,74.6752662705,13.1872302281,0.682376,300.050141103,108,13.1917,137.778081432,119.265468883,32.6576,13.1923311119,108,0.431196813994
-13.5773,37.4628,293.025965075,54.8805871804,536.841917371,13.2696,0.879922,93.424659934,281.585803931,166.212132112,13.2716425557,0.660938,395.030486946,109,13.2789,182.006107965,132.183068773,32.8516,13.2775373273,109,0.423844533702
-13.6435,37.5874,270.4927371,89.0273304777,615.270489292,13.3391,0.887505,112.892208327,224.789152338,15.3454397554,13.3418878828,0.613771,392.77055817,110,13.3485,139.997721435,128.964650072,32.9887,13.3480527718,110,0.421556505313
-13.7615,37.7312,348.253854757,100.004369036,645.493361053,13.4513,0.905198,117.907787264,260.794514786,49.1547476832,13.4524754274,0.655793,439.863986797,111,13.459,198.851209946,142.914932469,33.1401,13.4567912408,111,0.423795126861
-13.7784,37.842,292.037340111,117.093748,660.667296008,13.4554,0.9023,148.906927466,120.438627891,-0.432707178217,13.4587465304,0.699453,452.466740524,112,13.4635,117.163267445,126.107197178,33.2894,13.4633179289,112,0.428914941234
-13.8766,37.9541,335.915639831,86.826259442,562.471899201,13.5471,0.891942,121.339065014,210.777192047,3.19292574154,13.5489144788,0.712226,310.842135522,113,13.5546,196.103853631,118.770791489,33.4254,13.5535933713,113,0.432098549734
-14.0157,38.0479,263.204471974,77.0714238775,499.634390076,13.693,0.920685,125.476373831,141.481361124,2.63474753101,13.6947110076,0.623355,292.28021339,114,13.7008,18.0388290698,121.748654914,33.5308,13.6984293438,114,0.417416057874
-14.0716,38.2139,153.610025993,19.3974769379,248.34437299,13.7576,0.905671,89.5598515353,271.990743904,97.8362709666,13.7604727973,0.69485,367.903767108,115,13.7656,131.633070249,95.7132796944,33.6521,13.7646923934,115,0.42954120933
-14.0835,38.2888,291.336640421,125.469309924,517.250104125,13.7691,0.906307,151.69223872,204.69474879,-2.64616326484,13.771286279,0.760307,481.686628858,116,13.7771,4.11253263156,116.021556841,33.7933,13.7755902491,116,0.437916811905
-14.2459,38.4528,331.956321642,97.817777143,606.754517067,13.9395,0.89741,142.629822967,165.677887884,-2.7160134033,13.9418992188,0.623646,356.73662106,117,13.9468,85.0343590733,120.7889301,33.9402,13.9458313302,117,0.423406498471
-14.2967,38.5704,300.441064442,80.7701542888,547.286734243,13.9801,0.910623,155.411522191,274.162088295,-0.81217457501,13.983019381,0.720279,401.450063945,118,13.9877,177.920129364,123.908139046,34.1016,13.98714404,118,0.438458064245
-14.3361,38.7145,358.582296377,129.438535505,767.723576888,14.0255,0.908713,116.526015601,240.904330029,46.7679189727,14.0284687846,0.700541,443.410906943,119,14.0348,166.000793694,130.94897564,34.2471,14.0334624208,119,0.437103989187
-14.4102,38.8323,176.060979202,90.2165871088,524.67646169,14.104,0.914457,167.665078522,349.222805221,91.3771317509,14.1060204683,0.760799,545.244399248,120,14.1121,119.093996795,97.0700078066,34.3904,14.1100454681,120,0.44003629271
-14.5176,38.9247,318.647122203,124.6315176,940.104207795,14.2054,0.920281,111.445161825,256.32419322,105.016390516,14.2075280374,0.81322,420.72575384,121,14.2136,160.36994746,122.707270182,34.5097,14.21188519,121,0.447405681452
-14.5427,39.0592,284.427617906,117.15385477,872.573246119,14.2454,0.918695,84.7835903409,150.469471478,15.005452079,14.2476532388,0.70604,262.595226529,122,14.2543,125.964513988,127.910221872,34.6276,14.2531737891,122,0.434674012842
