AveragePolicySurr,PolicyRegParamNorm,AverageReturn,StdReturn,MaxReturn,AverageQ,AverageAction,StdEsReturn,AverageEsReturn,MinEsReturn,AverageY,AverageQLoss,MaxEsReturn,Iteration,AverageAbsQ,MinReturn,AverageDiscountedReturn,QFunRegParamNorm,AverageAbsY,Epoch,AverageAbsQYDiff
-17.3857,50.2757,622.523303784,341.22804685,1367.70523198,17.1141,0.918252,72.6670333722,54.1847853091,-27.4737665473,17.115416661,1.06795,211.153416315,224,17.1237,246.463972045,109.324024673,45.1957,17.1204914958,224,0.514491384982
-17.3909,50.3513,711.017716485,467.067539817,1151.77390181,17.131,0.856365,157.055657084,127.547613024,7.73340770374,17.1325611325,0.965972,479.727699874,225,17.1439,42.9343399373,91.6771575646,45.2905,17.1403477571,225,0.490684641753
-17.3656,50.5086,208.819331735,253.565698225,1188.61170337,17.1134,0.863995,205.789339155,267.63854276,15.938776623,17.1162779472,1.08275,526.9017602,226,17.1256,10.4380175164,62.3830866415,45.3901,17.1228502519,226,0.512108197545
-17.3918,50.6131,403.441172197,259.968633388,1229.3384913,17.1175,0.921469,177.345136869,261.162514811,18.1646777618,17.1192523483,1.13744,472.799151061,227,17.1294,37.2218370261,115.456949892,45.4771,17.1254827213,227,0.525546078259
-17.4242,50.6677,363.421791068,231.146756116,1066.61133066,17.1527,0.935807,157.321189995,275.111554242,60.521463722,17.1541089303,1.01247,539.243615089,228,17.1644,86.1822122125,116.503155942,45.5742,17.164059176,228,0.507082419814
-17.4559,50.7224,501.996019906,337.183325373,1115.21215977,17.1781,0.922797,92.0143733071,232.537660057,125.056784183,17.1803938905,1.28283,365.886900676,229,17.1917,-52.7518732418,108.078833924,45.6449,17.1864888963,229,0.532642404426
-17.4709,50.8344,938.608047675,544.049411292,1980.38832808,17.201,0.921253,164.49205422,226.049987397,23.5572990609,17.2032128475,1.04045,432.724863449,230,17.2112,69.7818149612,144.771208746,45.7135,17.2097485287,230,0.510530190766
-17.5427,50.9457,496.003908338,310.778307446,1543.63318314,17.2759,0.920782,208.275655171,317.271055183,53.5082462092,17.2772128534,1.08631,583.94712802,231,17.2892,226.709073579,99.6317259162,45.7871,17.2842540836,231,0.519671504847
-17.533,51.0215,479.710662822,223.279634528,1251.13256338,17.2706,0.947589,108.361111046,104.346335637,6.19730957248,17.2726983666,1.06804,328.803911488,232,17.2833,248.044323907,133.719846415,45.8662,17.2805514211,232,0.514587467213
-17.5164,51.0783,486.663554333,153.490188761,1059.5647003,17.2485,0.949829,130.621695618,389.600372493,257.809570943,17.2499141822,1.1469,567.59586033,233,17.2603,288.545725025,127.767921673,45.9624,17.2572488938,233,0.515285845356
-17.5326,51.1719,393.313515887,143.341701402,837.40054864,17.2509,0.931753,122.886392438,334.948291404,190.159707269,17.2543356574,1.07879,538.838433781,234,17.2617,202.342677589,142.645732696,46.0414,17.2602147811,234,0.519024808948
-17.5131,51.3074,366.83566237,212.180169985,1076.45638784,17.2464,0.941217,221.259647101,189.441511338,11.5973467349,17.247111348,1.12339,662.502765211,235,17.2594,32.2836468547,111.066016528,46.1171,17.2554965664,235,0.523410595737
-17.6337,51.3705,463.436780132,491.452842072,1499.48708206,17.3514,0.936753,144.191986229,175.932625183,24.3406660219,17.3535665771,1.06375,456.017728424,236,17.3641,50.8282087219,84.0055469131,46.2074,17.3616638915,236,0.517189831608
-17.5635,51.4183,728.098746096,271.70970776,1594.96824688,17.2978,0.937773,124.669943229,132.267169149,28.3052113369,17.2993050156,1.1909,440.937587238,237,17.3115,324.348855093,142.843414883,46.3153,17.3076895969,237,0.527662215831
-17.5786,51.5138,680.292908238,417.399086293,1491.13157143,17.3148,0.933475,306.439253174,260.717511504,3.50808808347,17.3172719097,1.20217,890.336035009,238,17.3295,49.0983000068,128.212333385,46.3854,17.3255573892,238,0.521909421262
-17.615,51.5664,541.647362607,361.688494482,1231.8550373,17.3278,0.928607,187.454544749,226.122386932,-0.346354847473,17.3287796122,1.14563,521.581704779,239,17.3422,59.6100908733,110.752272693,46.4593,17.3376667569,239,0.528047572105
-17.7034,51.6621,878.263666636,334.543552141,1538.9465277,17.431,0.927732,223.751408616,190.468689894,6.3542521512,17.4333076167,1.21496,630.016646279,240,17.4435,161.040781229,119.805791747,46.5216,17.4401154603,240,0.531204058461
-17.6963,51.7507,672.72749914,398.66644395,1492.95803902,17.4414,0.918737,183.952308081,217.145983886,-17.5245512965,17.4440019514,1.11987,472.024375766,241,17.4549,41.5534976953,132.172484315,46.6143,17.4512552944,241,0.525960861242
-17.6722,51.8775,506.871006551,341.514930088,1889.72289687,17.4139,0.918399,287.102783772,550.757955713,155.838981369,17.4154556607,1.16068,933.597537638,242,17.4266,186.407013389,127.391562551,46.652,17.4241542769,242,0.52503962053
-17.7032,51.9504,691.224218874,353.110360065,1387.96006496,17.4487,0.919755,191.917687834,173.087044124,10.8458802282,17.4501483984,1.04354,556.352648153,243,17.459,226.650399694,112.575584995,46.7479,17.4566988167,243,0.515380952555
-17.6898,52.0528,478.895110906,389.580166237,1076.73375606,17.4219,0.849906,184.10335617,506.381588546,253.480962578,17.4223484922,1.28593,686.423166384,244,17.4343,-21.5304265108,67.4902628829,46.851,17.4296729518,244,0.537552344276
-17.7268,52.0872,386.372970555,242.451692482,791.887481446,17.4715,0.914786,177.712719392,298.093069127,-8.57377285529,17.4726681482,1.08842,423.555603089,245,17.4837,13.1084927038,96.7258352314,46.9233,17.4789573817,245,0.527446365046
-17.7111,52.1529,576.138902674,327.982706374,1506.2776682,17.4574,0.937236,172.43900197,230.928592518,67.1723586344,17.4597022526,1.22466,491.078184935,246,17.4708,44.9835398883,137.694861899,47.0112,17.46839471,246,0.530955939444
-17.6794,52.2624,126.579784502,196.557103124,1201.39161656,17.4391,0.942671,187.230950897,193.950170115,18.2268661065,17.4410133839,1.20616,539.753482664,247,17.4513,-15.7765610832,63.8302026127,47.0603,17.448802061,247,0.525586573493
-17.7527,52.3001,920.777367169,248.110342638,1099.15114085,17.4964,0.755177,394.732845173,306.842428159,12.4937604275,17.4981289532,1.08958,1039.69331333,248,17.5091,320.883161572,114.274041766,47.1685,17.5062200785,248,0.518679316538
-17.7021,52.3844,695.104807914,356.758079603,1389.71092444,17.4357,0.925987,135.440770502,105.854898572,-1.71001364085,17.4371591643,1.17317,413.85980707,249,17.4544,56.3502243743,120.679370977,47.2549,17.4478967579,249,0.53124315154
-17.7706,52.506,417.649981996,145.052769866,742.398148438,17.5061,0.92673,179.553722349,359.129443761,60.7546743966,17.507168185,1.12132,618.16136701,250,17.5182,98.3614141947,120.659936887,47.303,17.5141293754,250,0.514100421476
-17.7091,52.5814,569.803771174,480.345699606,1235.69008301,17.4408,0.871934,161.717732788,128.387620206,1.5195476347,17.4419730918,1.1429,397.146072182,251,17.4567,48.5355554026,92.393038024,47.3432,17.4523001595,251,0.52856345374
-17.6896,52.6907,414.893509812,325.443052796,1199.04024887,17.4186,0.874508,199.230335386,195.367571509,23.9600949356,17.4209243188,1.17093,572.820227581,252,17.4335,44.0011396965,103.954186794,47.4084,17.4294075366,252,0.530324746576
-17.7214,52.7821,382.387707124,302.498670647,1170.92618142,17.458,0.90668,213.703222183,239.268002896,75.2843733628,17.4596528469,1.12119,606.788868512,253,17.4739,7.6166873664,97.9187231542,47.505,17.470033855,253,0.527603763571
-17.8089,52.8721,701.807227007,482.945055822,1127.63840497,17.5426,0.878954,194.104062776,205.811324967,-5.31787149885,17.5440694091,1.02944,508.9664952,254,17.5575,-7.81741689949,108.405934823,47.5716,17.5531199095,254,0.512455055705
-17.7934,52.9605,308.625963909,327.314755614,1240.35206927,17.5261,0.873709,101.294475177,134.431559413,-9.66429536443,17.5279980413,1.0513,285.600649704,255,17.543,-3.06067858562,79.9957863668,47.6553,17.5389644227,255,0.521346993066
-17.8201,53.059,413.858220332,312.14222749,1317.17582855,17.553,0.893567,141.304103089,187.215701256,-18.8976998901,17.5544819289,1.08547,361.166806481,256,17.5696,-30.7562647798,90.2538146655,47.7514,17.565623426,256,0.518530929081
-17.8558,53.1438,412.895040009,416.275495378,1108.09260441,17.5805,0.818996,134.409157223,126.168449404,-9.93562858773,17.5823196279,1.1542,355.325993607,257,17.597,-20.4442976537,70.9366106025,47.8587,17.5926966009,257,0.530620627515
-17.8707,53.2354,-19.3572613737,18.7391392557,129.568333853,17.5865,0.914657,194.989465339,113.148669469,-12.1687773001,17.5874509048,1.20944,687.728999197,258,17.6007,-79.8204404305,-11.8906161737,47.9426,17.5978449295,258,0.544095497431
-17.9637,53.3186,250.705672631,255.372922729,1036.35422601,17.6646,0.892394,7.47366971389,-7.77231277284,-33.2726271268,17.6682643783,1.2535,9.81103143685,259,17.6812,-7.48502901917,60.9700132228,48.0367,17.6791601008,259,0.546000779535
-18.0258,53.4114,-9.62926379602,0.174107583901,-9.03223827983,17.7037,0.955539,34.8684968858,1.12766186181,-12.1657428644,17.705651719,1.22654,171.165885562,260,17.7215,-10.2316055852,-8.98430479366,48.1176,17.7179515914,260,0.548456505202
-18.1402,53.5016,-21.3347603084,100.628649434,833.349275201,17.7903,0.916509,34.6238247193,-0.0936648455854,-17.9427738687,17.793314559,1.29775,173.007264775,261,17.8079,-87.7529512815,-11.5564905898,48.163,17.804748822,261,0.567922196555
-18.2015,53.5752,69.5960789014,222.503749841,796.967655462,17.8415,0.927253,130.178607962,31.84493107,-85.2467734816,17.8435243352,1.26731,334.982013523,262,17.8579,-203.736490061,17.490385996,48.2931,17.8538664485,262,0.577680814144
-18.3022,53.5958,82.6593284853,153.652985062,525.86675406,17.905,0.915718,190.750806882,37.8975486414,-76.8851121038,17.9064450163,1.24283,460.866309483,263,17.9217,-75.8682711389,16.3218431779,48.3634,17.9176964665,263,0.582859238438
-18.4679,53.6169,365.931787963,292.171973845,1056.9685273,18.0507,0.899392,156.919344516,220.112078372,30.0914212937,18.0543427304,1.29739,414.392913295,264,18.0668,-22.0443803289,56.1598757829,48.4103,18.0639273404,264,0.595192170153
-18.5233,53.6914,191.538974657,339.151431006,902.02383916,18.1057,0.88122,39.4004432581,7.47609626372,-66.6940783266,18.1077270023,1.28491,91.8273217605,265,18.122,-51.8031019115,21.0328550868,48.4918,18.1165487342,265,0.599541136635
-18.6973,53.7586,252.67140556,176.362690886,639.542914685,18.2983,0.928958,174.736602724,103.055105627,-36.3722050353,18.3002716052,1.26511,434.885782073,266,18.3116,-108.196466447,63.372994628,48.5928,18.3079098797,266,0.593519894985
-18.7743,53.8803,176.835509653,224.66394322,890.778803915,18.3751,0.929321,135.664995466,233.014859789,65.5876025918,18.3765103604,1.31214,400.245144694,267,18.3892,-22.219183543,56.8013952295,48.6744,18.3864710035,267,0.591718377302
-18.8385,54.0072,267.415619691,280.444440977,1005.71057445,18.4655,0.937663,181.82046714,169.444406858,11.3852071679,18.4668066541,1.29907,506.454488146,268,18.4789,-1.60023953425,76.351401309,48.7582,18.474296323,268,0.596299152163
-18.847,54.1113,199.287415207,262.372340728,804.330305534,18.473,0.927548,167.85568021,146.605604952,-43.5270616604,18.4765606493,1.26968,451.882709519,269,18.4887,-133.271351345,51.8593341734,48.8097,18.4851969887,269,0.590849286163
-18.9051,54.263,181.749976812,225.723356156,619.356965307,18.5287,0.93844,179.709986313,173.228104868,18.409482074,18.5303661273,1.29043,543.265837751,270,18.5443,-97.1649490495,61.2454433962,48.9021,18.5405822999,270,0.587493093928
-18.9721,54.3634,70.2110559675,231.89777278,805.683629461,18.6001,0.930158,72.2558199591,217.524180096,101.55503914,18.6013534881,1.24222,295.951360659,271,18.6165,-118.620802858,28.285540732,48.9952,18.6111452099,271,0.584913386259
-18.8921,54.437,51.6611587022,250.076026505,1101.42141882,18.5287,0.922476,118.830413893,32.4959446229,-49.4037028479,18.5300117726,1.27293,294.069162818,272,18.547,-126.544449952,18.9504694212,49.0502,18.5404291266,272,0.587553334131
-18.9518,54.5093,197.145012019,158.552683394,505.318316801,18.5992,0.962267,195.715444069,164.518223526,-67.1116214394,18.6013086897,1.30325,419.20017057,273,18.6152,-135.216324308,62.4451308173,49.1109,18.6131181983,273,0.587399191906
-18.9855,54.6109,-12.9771851958,28.6459113703,207.882678464,18.6432,0.93836,162.261022421,238.520705367,10.2093384774,18.6443571299,1.45313,372.636321366,274,18.6601,-181.601723791,7.53334010656,49.1957,18.6544790867,274,0.602249528755
-19.0023,54.6537,155.924310993,230.619722594,850.27499163,18.6503,0.939437,82.5322653751,216.315047812,135.868740884,18.6529707532,1.33752,359.27988035,275,18.6665,-123.666897408,41.9002942837,49.2548,18.6633672564,275,0.593607971486
-18.9955,54.7492,199.423518169,195.041831266,892.048482718,18.6616,0.936524,149.654385876,295.646203519,49.815414559,18.6637599335,1.27505,429.970227067,276,18.6747,8.13676524806,74.0254979138,49.2786,18.6724203315,276,0.586201624545
-19.0536,54.8327,283.689468418,300.027715479,1091.80918942,18.7334,0.904473,100.972305931,134.725734191,11.6315192989,18.7354659173,1.13797,335.367687328,277,18.7492,-13.2707397965,69.1597285389,49.3924,18.7453429493,277,0.56196146109
-18.995,54.9475,402.810689928,188.994171975,845.480455482,18.6745,0.906059,175.729485048,152.736343032,18.4602833383,18.6763657696,1.38688,523.637342752,278,18.6931,103.559071747,105.254152422,49.478,18.688188755,278,0.589401538632
-19.0849,55.0294,413.237095643,240.488159038,1046.31365218,18.7742,0.865649,265.211789313,414.48121572,9.53660068135,18.7775176131,1.26781,733.644393209,279,18.7877,116.380490502,87.6738085169,49.524,18.7858504719,279,0.576579060853
-19.0593,55.1039,506.69803902,336.7705851,1119.14556334,18.7467,0.900366,133.474798813,390.407789776,212.532667742,18.7473606315,1.15837,534.059275879,280,18.7581,105.398673232,88.963814242,49.5635,18.7547224586,280,0.563834323552
-19.0705,55.1675,167.594378673,26.4968333266,211.995184637,18.7384,0.895133,73.2233671528,362.873997882,259.70586428,18.7404719947,1.33413,422.187515032,281,18.7554,105.454294411,77.0005775913,49.6521,18.7511419992,281,0.577770817561
-19.0262,55.287,208.484889832,341.670476049,1414.10330261,18.716,0.848719,193.575761431,433.967321158,161.126023606,18.7191762879,1.32391,589.767930801,282,18.7319,56.6903176789,62.8429192553,49.7593,18.7286419632,282,0.581052204587
-19.0907,55.3606,749.771699574,47.9744212451,963.563491248,18.7705,0.981758,167.188967958,215.801900705,72.05082713,18.7714784652,1.12422,536.319645789,283,18.7874,655.240451118,159.793877251,49.7929,18.7810282006,283,0.557992223423
-19.1914,55.4605,1136.30390279,171.151327356,1224.46630974,18.8833,0.90315,0.0,34.050676203,34.050676203,18.8840084879,1.22413,34.050676203,284,18.897,597.078519238,136.607141454,49.8548,18.8930969637,284,0.555227250619
-19.22,55.5728,205.964302544,322.516958735,1396.04119523,18.9046,0.878253,369.353325073,519.018092773,33.8430777452,18.9074285465,1.33294,1098.93596682,285,18.9195,64.3797005751,69.6852825211,49.9212,18.915703257,285,0.562328154174
-19.1517,55.6853,565.185617943,150.070129476,664.986171675,18.8387,0.88962,231.403255291,501.123560623,103.468344518,18.8407783419,1.3723,680.797151894,286,18.8507,92.7922226278,128.406489137,50.0112,18.8492355757,286,0.567581747966
-19.0966,55.7782,336.689467087,46.1861377918,480.196200234,18.7953,0.914874,228.941569771,306.612189672,13.0845150667,18.7977624886,1.33378,609.897584005,287,18.8105,121.774233639,130.71924073,50.0681,18.8078992411,287,0.561209786557
-19.1826,55.8378,730.751621584,293.011311766,925.601933825,18.8845,0.815552,186.644213588,311.762752012,20.0230996075,18.8872447391,1.32767,522.539651428,288,18.8977,12.90419693,94.337910693,50.1459,18.8953393609,288,0.559316138544
-19.1813,55.9486,604.288856565,283.725533925,1328.34955431,18.8886,0.927285,94.4334570112,131.452907507,8.89055789648,18.889633834,1.22014,320.661126158,289,18.9001,126.691605971,130.344338011,50.177,18.8970915728,289,0.540051791969
-19.201,56.0309,462.001874833,238.010081484,1115.45092761,18.8975,0.929139,171.204342046,479.27223087,265.828168731,18.8996610998,1.27054,684.977161252,290,18.9133,156.509599726,111.275951458,50.2701,18.9078509139,290,0.548730874573
-19.2258,56.1149,313.18593733,163.001596395,619.768497408,18.9159,0.858765,44.9553410664,226.334152297,187.358279421,18.9188911635,1.39905,301.407997133,291,18.9322,113.48024344,90.077855889,50.3604,18.927368123,291,0.569506159412
-19.2497,56.1858,296.782991159,200.360636507,785.750326468,18.9653,0.842453,101.930127957,156.233191626,65.4785897827,18.9670858424,1.35514,328.796523798,292,18.9803,49.5258917529,90.2347374002,50.4296,18.9766131651,292,0.559652029713
-19.178,56.2714,702.029518852,419.43847073,1032.67046899,18.8817,0.886961,158.580006361,174.038844332,13.4847609988,18.8833653176,1.50431,444.711780648,293,18.8989,13.2386330998,74.0660711331,50.5256,18.894374941,293,0.578497159267
-19.2267,56.2946,399.744380917,160.236061385,918.699836525,18.9461,0.918295,239.656803944,335.920959834,56.4052200381,18.9475606668,1.13856,598.736698403,294,18.9638,178.468121228,131.530855695,50.5584,18.9580335111,294,0.533491902918
-19.2084,56.3637,968.936042597,282.722334786,1213.18054084,18.9216,0.915492,244.415521689,530.200064149,215.102911553,18.923467163,1.20437,810.808622503,295,18.9419,86.1327444632,110.758257319,50.6588,18.9369585452,295,0.546228222819
-19.1769,56.4391,622.283115021,280.20957637,1339.50569114,18.9001,0.931129,123.410825354,270.700113465,77.5722398182,18.902227585,1.19539,452.58505663,296,18.9176,319.178128061,132.252517005,50.7343,18.9146615382,296,0.550566401208
-19.1586,56.5127,425.490276098,120.936099432,772.941556366,18.8811,0.923645,103.842428698,211.089838236,28.5762290263,18.8812907001,1.33745,326.422805518,297,18.9009,73.8213060824,122.351526212,50.8327,18.8934917205,297,0.561487931166
-19.2104,56.6254,702.902454084,363.420078955,1077.99123001,18.9245,0.815423,146.395775335,142.100840606,-6.27591915994,18.926135645,1.35082,410.602770465,298,18.9423,50.9985920017,94.5217008541,50.8979,18.9369406226,298,0.552208004483
-19.1353,56.7249,455.047972554,138.497194604,957.96769137,18.8621,0.912579,94.2555606068,165.51644391,44.4247332626,18.8648403066,1.14829,289.748287659,299,18.8813,247.200395116,118.783374,50.9694,18.8775134198,299,0.534495117488
-19.2018,56.768,334.092105729,312.931347492,1068.67221758,18.9221,0.879084,97.887714734,117.805367243,-24.4191458444,18.9236995403,1.29731,249.971081635,300,18.9361,37.9646397513,72.86978493,51.0013,18.9332336646,300,0.545938113364
-19.1449,56.8354,847.276210289,378.064891373,1086.14290941,18.8656,0.91511,193.859891422,213.264027501,26.1375002331,18.8670417355,1.27399,510.943236695,301,18.8811,106.976320481,96.5862026305,51.0645,18.8768653391,301,0.553225533627
-19.1837,56.9083,82.8479095753,97.8462084461,416.612448324,18.9177,0.881025,163.78198813,177.202896286,7.96093619583,18.9187449763,1.39796,417.288677269,302,18.934,-20.5845042583,40.1358265833,51.1295,18.9300345382,302,0.549181357647
-19.1536,56.9889,274.286387272,107.82140722,543.671889532,18.8958,0.933955,117.914199278,181.847935881,23.3460627721,18.8975071298,1.1296,340.263853181,303,18.9102,92.3489837733,108.082583372,51.1955,18.9064037342,303,0.53157435151
-19.1867,57.0679,219.561103497,100.163053863,428.644876693,18.9137,0.917445,373.298671322,468.092043307,68.1845944802,18.9144140183,1.25466,1079.22360916,304,18.9281,42.6047878348,82.1734593966,51.2561,18.9232090771,304,0.541884211365
-19.2194,57.1128,116.851586647,151.728918224,532.966209574,18.946,0.920182,50.9194291037,73.6504307794,13.5921348417,18.9466502159,1.25857,153.009923259,305,18.9583,-105.344512137,26.9787749834,51.38,18.9538529593,305,0.543169882014
-19.2256,57.1593,261.585407998,443.084150667,964.71440012,18.9412,0.922359,243.383057851,124.831964657,-54.3024979101,18.9435028413,1.35342,739.668005228,306,18.9557,-116.638069227,8.73659405187,51.4486,18.9515008004,306,0.555673169911
-19.1726,57.2602,388.430922297,461.756814974,1097.49004086,18.8838,0.913856,56.441037598,56.9573759018,0.426828347749,18.8860996732,1.40207,167.584283248,307,18.8987,-1.73976325835,48.2683384176,51.5715,18.8944891241,307,0.56330718606
-19.1939,57.3416,52.1109266525,204.886786902,955.738868367,18.9195,0.917101,184.70829743,99.0507421734,-17.4965672901,18.9209358513,1.10863,542.115850317,308,18.9347,-206.417697941,13.3287908767,51.6219,18.9295080171,308,0.536775282931
-19.1521,57.4151,685.577321124,473.141238165,1252.20054584,18.8792,0.897019,361.693232538,196.216464895,-9.9525092592,18.8807093959,1.3781,918.607781597,309,18.8966,-0.987979307345,68.9799303536,51.6637,18.8885923229,309,0.564825484291
-19.2841,57.4776,806.316799166,378.987627356,1141.35699853,18.9967,0.917147,172.863652067,119.381521466,-19.2269822972,18.9990375785,1.29642,440.589348956,310,19.0087,82.3613632156,104.050861373,51.7432,19.0063969137,310,0.552230348808
-19.1589,57.5356,737.150814177,310.414909206,1298.92767447,18.8783,0.931323,177.802340306,136.023573275,-46.1670514276,18.8796000799,1.19855,462.364045477,311,18.8909,291.865988339,119.118212982,51.8065,18.8874473885,311,0.543002337909
-19.178,57.5653,932.740701967,379.414911558,1450.41296699,18.8848,0.882917,159.770657186,181.884048708,2.09245160121,18.8852864953,1.2999,444.938934968,312,18.9005,35.6413095597,136.968329129,51.8865,18.8946750761,312,0.560642755502
-19.2441,57.6405,593.494698976,280.949265346,1030.6728037,18.9592,0.865382,306.27308761,300.097975347,28.7849233815,18.9614955478,1.29706,855.44927445,313,18.972,205.361874651,115.817173834,51.9737,18.9707785272,313,0.556048457062
-19.2451,57.6694,630.173058943,364.421670642,1476.07723211,18.9612,0.943595,147.999062286,247.658492681,29.7574770364,18.96240533,1.31209,456.969522729,314,18.9766,27.740781755,142.379218278,52.0317,18.9714530894,314,0.553025767191
-19.1962,57.7659,370.030633852,252.248487282,796.384851686,18.9241,0.928039,195.323171211,215.818486695,42.1276423055,18.9258701439,1.25689,510.055169411,315,18.9384,26.9121478203,105.81496502,52.1024,18.9337871436,315,0.545529430635
-19.2313,57.8311,542.642979184,105.34273409,867.87455215,18.9589,0.941305,203.098195741,281.083357629,-2.14384047192,18.9609390561,1.27225,562.280379958,316,18.9717,384.210484136,171.531552473,52.1756,18.9687116131,316,0.555136186446
-19.2154,57.8962,482.050593107,186.76094273,963.027221078,18.9443,0.947357,228.897999157,175.116769911,-0.525351318585,18.9467396171,1.41493,772.327298538,317,18.956,229.309230314,106.179471462,52.2728,18.95241916,317,0.552796274461
-19.2039,57.973,834.033533237,191.393868291,1277.24116412,18.9331,0.9299,391.347527215,323.903939032,85.329480721,18.9358801187,1.33155,1102.86968936,318,18.9442,600.299253031,165.096295092,52.3585,18.9422422921,318,0.554871584928
-19.2501,58.0464,677.13739478,390.226160964,1031.90899088,18.9655,0.942732,390.519592092,475.890855143,63.3094986905,18.9681621794,1.25273,1000.12932145,319,18.9764,16.9317891283,68.271075013,52.4204,18.9737687072,319,0.540680783633
-19.3343,58.1284,640.892849777,490.660645378,1770.19665697,19.0624,0.937967,250.091523966,257.196675394,32.7046220799,19.0613508524,1.30107,593.357288707,320,19.0731,32.1490208345,121.428601615,52.4866,19.0664723212,320,0.546503834953
-19.2099,58.2411,1084.5069485,33.6066641884,1147.5935726,18.9394,0.903559,262.274792995,382.244531183,47.6394914097,18.9420512639,1.3912,695.334117355,321,18.9517,1030.56620811,121.12152355,52.5378,18.947832609,321,0.557874902668
-19.2469,58.3044,615.757010461,287.614268078,1535.46309412,18.9732,0.914555,252.045585605,253.004051437,3.32328406018,18.9736991783,1.29873,624.239238606,322,18.983,271.000767643,142.66264821,52.6086,18.9798862243,322,0.556011772258
-19.2456,58.3616,756.149658073,353.326600322,1431.14456301,18.9777,0.892808,111.756328273,110.206337178,-11.3826694081,18.979810258,1.37627,379.878523267,323,18.9867,281.253008326,155.105332455,52.6641,18.9851995076,323,0.554225181886
-19.2527,58.4424,947.565930762,414.986484922,1321.46563397,18.9749,0.907776,455.215218322,392.738968164,23.0804934434,18.9770552063,1.27456,1159.42959193,324,18.9874,42.8511559805,123.757087666,52.7482,18.9842598249,324,0.550435704042
-19.272,58.4936,182.845300534,370.319919424,1246.04226848,18.9887,0.919211,255.65410305,185.163806495,13.6758447365,18.9902740715,1.40488,800.79739827,325,19.0018,8.99865086634,41.7051057912,52.8059,18.9982766853,325,0.562063465727
-19.3314,58.5581,505.770452469,471.157235233,1099.78275212,19.0539,0.927294,237.485061584,204.651674349,12.2619047668,19.055061554,1.2008,688.14287561,326,19.0687,29.4805564403,71.2391160881,52.8162,19.0629177294,326,0.536714592359
-19.2482,58.6745,646.103002632,270.877540512,1292.13534606,18.9773,0.91999,195.188831413,149.035169765,1.04004653441,18.9795167853,1.32865,651.590107625,327,18.9891,390.585704193,143.573903229,52.8849,18.9873950189,327,0.558029636175
-19.2347,58.7603,997.423690052,415.103284751,1230.65287539,18.9555,0.957404,188.943994732,200.922692942,-1.43418369317,18.9577409214,1.38725,550.389211932,328,18.9696,41.7046030456,144.621768352,52.9482,18.9653920248,328,0.565180674726
-19.272,58.8705,446.912717034,105.879349745,665.307548343,18.9989,0.932901,232.815113043,331.857576106,52.7003394515,19.0005070895,1.35928,641.219278498,329,19.0095,150.068719534,148.145633071,53.017,19.0060904861,329,0.562127564543
-19.2738,58.9334,630.514248699,337.753049752,1286.88353751,18.9921,0.885365,298.373944313,269.109097363,26.0901581077,18.9942749523,1.38992,764.119046607,330,19.0085,53.6224706488,134.699761573,53.084,19.0038132817,330,0.557965121496
-19.3621,59.0591,538.595255824,159.93890204,928.902888025,19.0767,0.9349,177.118889825,210.781031874,11.1411336346,19.0772174108,1.53058,477.560661117,331,19.0934,234.996672733,140.180056501,53.145,19.0855834442,331,0.566428809111
-19.302,59.1621,924.574583954,334.109446814,1488.04872425,19.0379,0.896506,487.043342731,477.291455403,43.2127114888,19.0400169154,1.42758,1227.01059369,332,19.0506,447.426649824,174.063827202,53.2175,19.0461969687,332,0.561766235768
-19.3627,59.2204,866.173674567,244.385037383,1236.47773632,19.0899,0.920803,258.463782744,375.324395813,1.66872278485,19.0917535907,1.34931,622.506464175,333,19.102,569.898640714,160.256410698,53.2582,19.0986270429,333,0.546818794536
-19.3129,59.2769,520.995767949,227.716261633,904.705666086,19.0474,0.936884,202.515398892,259.651604121,23.8216098495,19.0492420098,1.2496,501.111693571,334,19.0587,39.2430611819,139.954464667,53.337,19.0559624032,334,0.536195722589
-19.2633,59.3593,622.671269095,206.416415097,1190.42618863,18.9901,0.937153,34.6543759886,582.521486268,525.088312941,18.9921495735,1.37662,615.773558249,335,19.0023,208.217083456,166.256956281,53.3994,18.9988286687,335,0.554707251514
-19.2605,59.4282,540.256671315,312.775909487,1051.55019341,18.9913,0.934279,207.44463936,194.916932837,-0.16173723788,18.993881728,1.37052,495.193140977,336,19.0059,29.4857188867,128.94616387,53.4558,19.0000045327,336,0.555302599859
-19.2379,59.5159,783.291044968,311.646959037,1897.03796954,18.9802,0.920549,234.681463982,237.694091255,-11.3508950437,18.980929699,1.32264,724.113874582,337,18.9941,395.229002953,169.025383503,53.5449,18.9882027833,337,0.555613517642
-19.2375,59.58,629.754912123,238.258324768,1174.13831723,18.9792,0.915699,354.987787239,366.259997503,1.78072707687,18.9809020526,1.25891,916.479357968,338,18.9914,100.896983515,129.472291049,53.6146,18.9889253874,338,0.540279083571
-19.2592,59.68,489.335069705,186.62954536,1094.16243975,19.0007,0.92159,309.798610628,270.223457551,15.0401870192,19.0025049891,1.32348,827.14711213,339,19.0154,71.8836833558,130.16082027,53.6506,19.0114024508,339,0.53923019052
-19.2412,59.7312,757.481533575,547.807763336,1485.52867313,18.9859,0.806601,110.384997913,207.024282813,65.8251186811,18.9874598696,1.21275,404.446732326,340,18.9978,52.1612754074,130.127668343,53.6938,18.9950528793,340,0.535419716112
