MaxReturn,StdEsReturn,PolicyRegParamNorm,AverageQLoss,StdReturn,AverageAction,MinEsReturn,AverageAbsQ,MinReturn,MaxEsReturn,AverageAbsQYDiff,AverageY,Iteration,AverageQ,AverageAbsY,AverageDiscountedReturn,AverageEsReturn,QFunRegParamNorm,Epoch,AverageReturn,AveragePolicySurr
1276.58202725,97.1920037646,55.663,131.968,251.431557437,0.873372,-5.99440514436,188.99,97.8176068409,271.051452941,5.80417607578,188.848681433,230,188.822,188.916235366,133.267626442,117.494354981,78.8667,230,459.339431012,-192.694
639.047628989,110.696279684,55.7915,131.672,140.431309309,0.862567,-2.56598440392,190.199,83.5050466365,357.976895138,5.74162552455,190.065116663,231,190.031,190.138581496,99.9532708455,135.148260709,79.0092,231,333.060175449,-194.033
731.321626941,114.080569991,55.9194,124.167,137.278277242,0.866636,-6.20429049051,190.639,124.134329941,344.530948275,5.70529948937,190.530217325,232,190.492,190.593608816,113.363170894,93.8916567495,79.1479,232,317.839367542,-194.23
809.511960846,155.144161984,56.0008,144.911,153.053559313,0.873638,-51.9161323014,191.202,103.627287954,410.122011696,5.82432145086,191.087705751,233,191.069,191.153755748,111.538006839,146.145372252,79.2827,233,366.585384198,-194.801
691.518231893,203.185686529,56.0547,128.373,135.194392371,0.876887,-2.48452957281,190.887,149.986600889,685.233621432,5.76694711595,190.759310062,234,190.733,190.823038575,125.285588481,154.346925206,79.409,234,384.296470342,-194.665
776.165746674,107.449457261,56.1918,137.817,143.650230243,0.881635,-12.4774433604,191.443,120.284465831,266.659907121,5.75929952699,191.308175968,235,191.272,191.379718459,107.301171987,98.6008902987,79.5472,235,276.180807997,-195.03
754.652156205,139.590827053,56.2801,131.717,121.669298041,0.889063,-3.59100951434,192.013,115.387795079,438.877669843,5.77712247746,191.894114201,236,191.866,191.946903076,120.184390368,104.003616325,79.6936,236,297.462333187,-195.626
670.41208481,69.8456327321,56.4025,143.983,109.795196789,0.880682,-4.3831439504,192.653,115.151024895,213.234143736,5.90404286077,192.533571075,237,192.501,192.609332537,125.570221075,68.3829972344,79.8482,237,306.163401842,-196.326
698.841005646,120.870927106,56.5046,137.057,159.704873331,0.91376,-2.66025611213,193.039,77.4172798665,390.21687184,5.81092762286,192.888468405,238,192.865,192.962780441,103.404489498,173.452339864,79.9987,238,265.082417339,-196.603
701.50503595,82.1207265744,56.5952,122.235,153.010850195,0.899396,0.262630401891,193.058,-30.2730329104,307.370982128,5.64107594962,192.931352706,239,192.895,193.016426511,94.8123651795,72.6701811233,80.1434,239,277.062075267,-196.568
704.903080983,122.480516696,56.6704,139.892,76.89893997,0.913348,33.6373748781,193.868,57.6851519196,380.868174704,5.86347126741,193.737278208,240,193.708,193.823659801,103.270097116,182.786981469,80.2911,240,195.070204377,-197.364
663.922159005,221.383064859,56.7602,121.56,113.578931591,0.887945,-1.2685868675,193.128,85.154573679,719.485070923,5.68987254527,192.991315934,241,192.957,193.076868233,125.036556992,186.190974455,80.4603,241,332.957794234,-196.748
726.973766096,161.055891234,56.8681,158.126,139.996719543,0.861332,-0.557807801805,193.534,3.48710891318,504.508442947,6.08259602917,193.339669216,242,193.325,193.434033134,69.049052367,180.70302835,80.5708,242,240.184406227,-197.024
763.966459127,152.951781603,56.9803,142.2,225.365104096,0.868134,-1.25655006491,193.541,-24.0909095354,541.38456014,5.80960143165,193.410978847,243,193.365,193.510538712,57.2174976714,123.588710988,80.6787,243,240.364709856,-197.031
661.056954794,186.62371681,57.0948,136.902,166.602200951,0.870597,2.21750239043,194.038,-79.6786145215,512.533747011,5.76550971981,193.878383292,244,193.853,193.97463018,59.3534524059,170.094821409,80.7608,244,168.932227776,-197.489
930.506677656,78.4242041335,57.1849,127.349,246.792473581,0.867492,12.1577267017,194.278,-103.670744776,207.925863116,5.72588273992,194.111107536,245,194.077,194.213995673,71.5274713601,110.29778888,80.8949,245,219.1459723,-197.712
478.221103326,117.482992983,57.2762,142.391,77.5989720947,0.886424,-10.3712491696,193.792,133.82033477,297.600052452,5.83943612679,193.637562074,246,193.604,193.768945385,113.674084825,104.911647155,81.0673,246,234.917296005,-197.2
898.9765552,96.5514909676,57.4121,152.896,147.784611699,0.901156,18.2546548417,194.32,122.10185472,264.232025191,5.84951586229,194.180348545,247,194.158,194.269339533,125.209548728,149.203067384,81.2373,247,382.783798569,-197.841
964.160107523,115.043149632,57.5328,118.993,273.215414309,0.886381,22.3599959812,194.571,-92.91155491,419.199254245,5.54206944162,194.40127801,248,194.387,194.500808101,53.9339716511,163.416216235,81.3741,248,253.359513817,-198.102
992.459025248,170.331713455,57.6186,133.286,178.82513616,0.90562,-1.34093553961,194.99,5.95461441276,598.191547196,5.63833225524,194.860797193,249,194.821,194.961705489,113.450702698,103.750167353,81.5079,249,323.853333764,-198.419
1597.75065815,165.717730627,57.7254,144.07,270.699265158,0.903146,-4.43296984245,194.846,44.030963809,578.416473482,5.83517535361,194.691493031,250,194.654,194.798031038,125.962659588,135.832079711,81.6329,250,366.696282286,-198.311
1124.62419043,79.1777452,57.8236,140.637,195.755188831,0.887381,20.0035278382,195.044,128.106067166,251.283665156,5.81193742085,194.883182184,251,194.857,194.972496391,128.32684363,124.836585571,81.7765,251,351.334071174,-198.511
785.540696882,155.581030279,57.9295,132.487,180.131680248,0.884712,23.3134059892,195.553,-5.4938280968,460.149902738,5.72182878055,195.41185774,252,195.379,195.510459645,82.0812435643,188.929683301,81.8934,252,324.210170429,-199.093
365.319778859,75.0914173609,58.0819,127.809,93.7059154022,0.856036,-19.4224591484,196.134,-197.502841975,209.829846829,5.65895757571,195.991095137,253,195.964,196.085256443,22.4600002205,81.0412671915,82.0147,253,-4.86645342388,-199.632
978.527691021,147.88222934,58.2033,139.07,217.543380612,0.859005,-3.04931458996,195.883,-90.3434457726,414.575847554,5.82370563282,195.734676106,254,195.705,195.838171073,35.321720862,125.168737848,82.1529,254,105.64091868,-199.301
928.736388292,197.425416767,58.3029,147.21,244.174416187,0.871375,74.3734559888,195.882,-71.9557730261,657.916218155,5.84909335993,195.710736227,255,195.684,195.809197855,81.6073573802,285.196042557,82.3174,255,234.813211901,-199.246
1015.2280729,53.4347076202,58.4246,153.114,253.959936529,0.852241,18.2617517046,195.842,-13.3756447228,159.086012491,5.90261815582,195.681526,256,195.644,195.791351487,90.3353355083,87.384370606,82.4586,256,322.511436237,-199.171
399.775936301,102.260418977,58.543,134.201,100.906360237,0.882506,29.8241929693,195.889,-80.7752877958,319.98796175,5.71416842969,195.728553221,257,195.697,195.8486843,82.3202303697,134.495162805,82.6027,257,172.52693626,-199.117
510.323332175,100.354921351,58.6825,123.448,152.490787527,0.854408,-45.9672812128,196.004,-85.4738085387,277.746079121,5.65282138624,195.82726931,258,195.802,195.935326389,48.4160451539,96.1824051382,82.6971,258,113.002828655,-199.315
518.966480243,228.868624931,58.8244,159.92,163.860854464,0.855245,15.8746135582,195.593,-65.5032278185,538.356572248,6.07362840303,195.409355357,259,195.382,195.513482275,66.386224638,255.975097969,82.8171,259,196.733412822,-198.954
633.462099059,114.905123821,58.9364,131.657,188.276069078,0.898173,-2.79477647183,196.411,-113.042090951,325.354622412,5.67409345464,196.284389859,260,196.241,196.384755942,82.0713625141,112.326107314,82.9529,260,283.824004802,-199.637
624.609548996,98.8367127755,59.0129,141.853,125.983057804,0.89676,-33.0108752938,196.198,-29.7631216506,308.624419224,5.85016409675,196.011622828,261,196.003,196.119998028,99.1504676862,68.3029999515,83.1331,261,225.479412959,-199.53
834.113843454,110.579635238,59.0878,152.325,196.529802775,0.865664,-3.9497520668,195.583,-70.9310873456,347.619058683,6.02857025629,195.420795408,262,195.388,195.52544256,43.0291268759,101.857622461,83.2791,262,133.803022978,-199.066
508.894840566,112.641620511,59.1976,145.527,169.058241226,0.883674,0.597083506844,196.537,-59.4250400313,364.697754576,5.92350232924,196.374890761,263,196.343,196.48864072,48.4090778284,111.380283229,83.4132,263,161.21438706,-200.148
495.733314269,111.919737705,59.3045,148.407,122.641680026,0.874744,-4.87313455171,196.554,-100.358142468,380.670090923,5.9795005552,196.405473323,264,196.357,196.515482854,59.9981380792,91.3318798972,83.5903,264,157.072624239,-200.032
617.778706865,210.862356538,59.4405,135.831,168.50506913,0.881768,-0.276122965871,196.972,-31.9620559225,673.013484932,5.79362919916,196.823537096,265,196.803,196.940276173,92.5492983773,184.9466184,83.7403,265,253.049274001,-200.254
632.529456049,136.636140541,59.548,136.973,160.071532752,0.880841,-5.52438962356,196.993,-56.9500755174,347.550642539,5.80793084371,196.782612464,266,196.772,196.908584708,50.2343557619,90.6921089724,83.8534,266,151.536695965,-200.514
160.696404206,121.8418921,59.6378,144.194,23.7600753721,0.876562,-4.4930676677,197.289,-45.9894831898,449.529677017,5.96798364968,197.114288916,267,197.072,197.245769268,11.6249229467,77.0459979343,83.9876,267,17.3564780675,-200.71
843.189074636,140.649860192,59.7101,141.306,135.71223211,0.91443,-4.91794619161,197.71,-81.2386845202,465.860143722,5.81494277744,197.528842594,268,197.517,197.634997209,35.3781328914,84.4277327176,84.1314,268,79.7339046236,-201.21
474.011993856,121.016925427,59.7711,127.325,128.670551649,0.893105,-12.9882475069,197.501,-92.3176591238,321.174517235,5.735329796,197.312333777,269,197.273,197.45571966,45.4726097124,104.830667993,84.2244,269,179.03464178,-200.914
565.04930305,119.0758783,59.8789,138.849,66.4436591629,0.877175,-25.4979449148,197.755,-42.4019117678,366.44173804,5.82245788215,197.596952822,270,197.564,197.707882148,3.87718188573,83.1591443341,84.4087,270,9.67667278354,-201.206
452.411623569,78.5449506167,59.9977,128.771,141.671135726,0.879245,9.29126320048,198.544,-60.8879660637,246.02671636,5.79785172223,198.31867085,271,198.287,198.463114893,24.5525479056,103.126236846,84.549,271,79.6978789414,-201.871
959.268556608,148.064154635,60.0711,144.699,184.391446889,0.891898,-4.83538604437,197.828,-84.8850192788,504.744278054,5.84970598577,197.641662011,272,197.632,197.743674414,52.7606802629,89.9852122557,84.6716,272,189.060276458,-201.188
872.719269634,85.0060619985,60.1793,141.374,135.000733608,0.86419,-6.30073705962,198.385,-90.185121102,251.640936822,5.88646772352,198.200910332,273,198.16,198.327018704,33.2994953258,126.714192999,84.7947,273,66.251092079,-201.75
1051.86768817,169.157467185,60.3049,150.492,185.841535612,0.896414,-91.3854558222,198.101,75.7371650244,484.370121552,5.93625407093,197.921776071,274,197.896,198.049939064,120.169016484,93.9884234106,84.9251,274,372.441444806,-201.394
778.706992914,74.741003568,60.3903,148.247,178.164871635,0.877518,-3.76969990971,198.514,-76.4454807221,218.340672169,5.90518879514,198.349985621,275,198.318,198.457139379,61.4352807531,80.872862091,85.0451,275,185.11041558,-201.765
127.309767554,62.8853098384,60.5066,137.426,34.0356994503,0.877041,-3.95427280409,197.819,-103.668682164,231.054488638,5.78049823786,197.64202096,276,197.611,197.753641012,-1.49999403162,41.4806109593,85.1951,276,-19.1056759369,-201.127
821.20490672,130.474175716,60.5702,130.207,232.29046056,0.881011,18.2074356457,197.513,-21.240931254,394.754307079,5.80979564107,197.331399967,277,197.307,197.461430011,62.558590353,110.939831496,85.3651,277,209.642389541,-200.879
782.042277433,121.524358734,60.6529,148.66,208.638461713,0.900789,-4.73021956212,197.354,54.9044079611,351.673088945,5.95795581223,197.152767881,278,197.125,197.271422132,97.1792152365,107.753440354,85.4836,278,310.900216992,-200.762
656.862068438,139.322767835,60.7291,143.459,125.759823952,0.881592,-3.32594014926,197.996,116.666660714,438.014534756,5.9810234983,197.789559561,279,197.766,197.914479685,116.549216614,147.767016584,85.612,279,331.550620671,-201.495
1130.11701195,86.1120878307,60.7817,125.394,224.388835496,0.889477,13.6332609109,198.443,16.1440623665,253.817034373,5.72528555244,198.263380902,280,198.238,198.376701869,83.3424537996,103.92195377,85.6905,280,257.949406392,-201.919
925.561953629,143.756700497,60.8978,135.444,205.616154977,0.875221,-3.55352371653,197.343,-21.6370089827,367.889626159,5.81907296303,197.18305603,281,197.147,197.301128211,106.079292006,173.782685275,85.8043,281,318.726167615,-200.866
1071.58808633,146.822221784,60.9716,150.549,245.497320208,0.863266,4.06143437276,197.961,-9.80373472799,422.043301208,5.99061589075,197.773237151,282,197.744,197.877893314,64.7102392296,241.272749969,85.9409,282,236.970644358,-201.468
685.548513026,135.659153871,61.0655,129.27,169.582845109,0.880776,0.0373435044586,198.325,-51.2873636324,428.961755151,5.77622122441,198.139133256,283,198.11,198.255711991,66.6205580455,161.847210718,86.0248,283,210.095978029,-201.823
787.473496105,282.606628784,61.1746,144.201,130.07399434,0.89848,23.2735559589,199.253,69.9037062363,779.88358874,5.87657950512,199.122430874,284,199.083,199.223115763,118.621762906,292.906295638,86.1685,284,300.487486876,-202.759
534.951991824,95.2837089771,61.2731,146.204,150.183298248,0.864669,0.702464188951,199.231,-4.800725871,261.248103581,5.87433801165,199.063699073,285,199.043,199.167405728,60.7420480806,92.062714071,86.3226,285,180.346042438,-202.579
523.410903394,112.792916384,61.4052,145.23,116.048368532,0.864848,-1.40790084533,199.579,-77.1349368247,340.541166761,5.94188506664,199.428011412,286,199.391,199.531026647,23.8208064541,85.0902437366,86.4439,286,34.5209908775,-203.042
710.403206812,95.9389787163,61.4933,134.79,196.2937001,0.868517,-2.13125958585,198.78,-32.0478612314,265.522816671,5.78915133849,198.619827884,287,198.588,198.747613691,71.0216547107,125.309199969,86.5598,287,222.58618329,-202.213
578.073544907,159.661183799,61.57,142.119,173.682737302,0.889826,1.47315782854,198.955,-5.1257731891,430.23726644,5.79708772851,198.806347073,288,198.782,198.912494072,86.2231306513,197.478547589,86.7032,288,274.232655794,-202.34
668.362384437,51.8547795965,61.7044,137.583,69.7226249992,0.940455,-3.48226924266,199.388,38.8416938646,174.686752986,5.8305322629,199.24046874,289,199.217,199.336749889,126.153211752,65.1943071321,86.809,289,224.474978845,-202.865
851.193431108,142.20685274,61.7836,147.831,200.996750382,0.89517,-4.03342243347,199.24,18.9669562791,359.197376175,5.89295973654,199.060392004,290,199.029,199.180437497,107.928555947,161.069291187,86.9832,290,379.088492705,-202.567
1110.46304273,145.408907947,61.8637,143.277,252.568249772,0.886418,29.8935890681,198.888,12.6071061151,540.305417495,5.88794158198,198.712894766,291,198.689,198.838465423,92.2634752528,261.690298046,87.1202,291,300.84156263,-202.44
921.967797754,91.87980201,61.9354,153.889,151.662938636,0.897225,-4.02537235345,199.472,135.435637912,239.834007678,5.89442335018,199.309435701,292,199.274,199.4529192,135.476425544,83.1290334184,87.2514,292,388.967618727,-202.824
532.568513686,98.3779565403,61.9982,148.43,185.055211826,0.861641,55.2118914374,198.629,-97.2446714048,320.720865966,5.845150622,198.464561367,293,198.438,198.574731053,57.4325752715,199.334090241,87.3972,293,125.010427554,-201.984
816.545550914,138.867376468,62.0549,129.525,203.610060253,0.877937,-1.49591544452,198.992,157.56500594,364.025160662,5.74628016279,198.829547967,294,198.801,198.93867743,117.005197939,195.578201927,87.5847,294,437.567546293,-202.433
970.384356612,131.776208195,62.1186,136.846,194.050901581,0.892266,10.4211910219,199.256,144.206112949,413.861011556,5.85208189042,199.070689622,295,199.051,199.177854489,108.092582126,177.001050673,87.6647,295,346.792503364,-202.624
808.585899143,82.0676300453,62.2382,125.802,116.094746619,0.902372,-1.1138002817,198.889,159.446280954,249.935673656,5.6836310009,198.732206954,296,198.694,198.838994911,142.65168206,89.8689906978,87.7801,296,323.626597626,-202.252
761.999892889,148.430590844,62.3678,137.996,161.228245484,0.860725,2.74893185475,199.481,39.328858769,399.336938891,5.69839846531,199.262732978,297,199.241,199.398020851,74.7483269424,177.091491236,87.8609,297,254.030629677,-202.766
1082.34037484,105.524890271,62.4858,143.925,240.14841798,0.880519,17.3055864781,199.302,-27.8677093984,329.013513064,5.78826608364,199.105888673,298,199.088,199.231835785,61.0412140424,110.061033319,87.9675,298,331.220800085,-202.567
1414.43735635,138.920068745,62.5704,142.744,277.006643913,0.874397,27.7029466065,199.697,-31.8843545139,365.997070537,5.87004473823,199.500320252,299,199.469,199.638867564,48.4934507037,175.382371506,88.1083,299,199.085816151,-203.069
487.152925792,109.270894341,62.6392,140.877,151.117780753,0.875738,-17.1069862405,199.649,-51.7579206457,380.953575165,5.801793471,199.463609571,300,199.429,199.600447897,52.4316278563,101.230325941,88.1347,300,173.912336698,-203.153
544.586438872,181.080703367,62.7032,128.556,177.561539141,0.875648,0.421590609719,199.883,-29.4444805069,399.107618983,5.68840474752,199.685326849,301,199.666,199.82462776,50.09253553,137.837465263,88.2504,301,171.063943284,-203.376
895.526145374,62.9211098869,62.8003,145.167,237.251034794,0.866132,26.8662566896,199.423,-5.62085790874,263.57821189,5.86830313604,199.20197012,302,199.176,199.351872888,75.5158521564,109.286704816,88.4013,302,354.215961433,-202.738
929.940177958,131.612358101,62.8706,133.028,188.211820878,0.866855,-2.57827266289,199.824,118.688280009,426.753465827,5.82881290922,199.605406949,303,199.584,199.741832382,102.660599175,116.913510567,88.5268,303,430.66868672,-203.171
767.988774101,110.859111546,62.9226,133.501,215.171320937,0.859427,-3.25853670019,200.148,33.0763484399,324.8345611,5.76999907237,199.920343658,304,199.9,200.062427723,79.4343931312,151.089376998,88.6335,304,325.921033546,-203.533
688.525863645,111.522043622,62.9992,135.281,227.437945243,0.847147,-0.184188649566,200.447,13.0378459593,331.502140682,5.89276147121,200.220649187,305,200.197,200.373223224,63.2970085109,123.914758291,88.7444,305,259.486553419,-203.748
890.382167962,67.7093939587,63.1357,145.031,188.000649669,0.876874,4.62694024798,200.239,-36.8568357831,222.469946177,5.81621054436,200.019481332,306,200.003,200.158685429,35.9873702447,77.2389135182,88.8262,306,130.663077121,-203.486
751.813870194,187.785320778,63.2134,153.408,141.920655196,0.867723,3.69570036601,199.339,6.95989881651,632.513579223,6.00412435503,199.092786121,307,199.068,199.256241053,112.827592128,143.863448111,88.9369,307,339.875319802,-202.627
849.813941281,177.06720716,63.2974,125.246,176.069101798,0.86144,33.9090753768,200.526,-26.1459001923,559.159638852,5.69610573107,200.331236197,308,200.304,200.469421578,88.4711012327,237.073878311,89.0525,308,327.081426858,-203.865
780.028229425,98.3250400612,63.4002,145.718,171.711834589,0.87139,0.194297609603,200.293,75.1497765751,387.726951764,5.92094127418,200.059683272,309,200.037,200.200988331,102.728981193,75.872274242,89.1277,309,363.469104195,-203.661
693.193365412,93.8365933139,63.5257,132.614,222.17832707,0.849909,-1.69427895878,200.717,22.1373924775,263.899213269,5.72657332789,200.519736554,310,200.495,200.668840138,51.8438583917,110.844193159,89.2791,310,332.605530818,-203.962
550.328171221,108.577717075,63.6168,137.365,132.160872551,0.873776,-0.600809381522,200.233,39.5047136437,341.993198143,5.90207367328,200.032746859,311,200.001,200.18107927,92.6737951296,108.450685947,89.3736,311,262.76530412,-203.444
1008.82557,138.349736671,63.6953,137.397,180.104719515,0.884839,23.2812865885,199.571,137.90020545,385.200648104,5.76211063815,199.351341094,312,199.335,199.498799193,124.770490323,152.822143413,89.5092,312,389.493636718,-202.775
968.395795804,125.674603995,63.7821,149.733,237.028131466,0.893625,26.476781272,200.277,34.7914000726,371.697997241,5.96839031738,200.056358425,313,200.018,200.2184007,85.6533811627,230.949412117,89.6232,313,494.826694082,-203.838
729.102793376,107.286314188,63.9092,149.09,153.060151959,0.8911,-0.370344115766,199.997,47.6993756074,350.777947707,5.89744901165,199.772427152,314,199.762,199.934887778,87.4646427389,97.3337151296,89.7328,314,241.535757732,-203.131
1167.99663263,44.4362459704,64.019,133.188,269.264186851,0.879243,133.45751659,199.85,25.7960653935,278.330522575,5.68881385994,199.638126009,315,199.61,199.808762022,79.8421250304,210.857277832,89.8276,315,416.480180118,-203.032
1178.2810901,153.681644956,64.1084,144.935,201.159280289,0.887315,-0.871890679384,199.656,157.833100404,403.493611481,5.82242242368,199.401972921,316,199.371,199.568590178,129.317751436,148.616292587,89.9516,316,395.120053486,-202.853
627.043303628,153.59223331,64.1518,147.961,98.8795157401,0.928506,33.9577469787,200.244,101.911024749,410.15475243,5.87059927912,199.995084088,317,199.98,200.176131873,151.792046481,220.789433241,90.1028,317,359.608744641,-203.51
1036.92916778,123.735874227,64.2239,121.0,248.077502564,0.868644,30.2946525404,200.211,92.7998859336,394.453941677,5.5482504788,200.003100394,318,199.979,200.165879319,94.9124273364,220.907392578,90.2321,318,338.81397067,-203.44
1289.67406627,168.566158762,64.3097,142.196,269.249729972,0.896347,-1.87565538617,200.003,82.767676646,470.241584433,5.82694953221,199.765123331,319,199.734,199.928703686,122.153782159,155.401013909,90.3421,319,535.149017855,-203.253
837.250108491,149.867006343,64.3742,133.889,134.315644831,0.913115,12.1213981835,199.79,176.429562845,489.210827193,5.65710504294,199.586925232,320,199.573,199.731273963,139.072982203,156.952081729,90.4656,320,377.459824709,-203.051
1590.59047235,196.012700067,64.4251,134.72,275.14661844,0.885016,-0.598535735454,199.894,197.639494889,553.470901406,5.72787216053,199.68388069,321,199.657,199.845905891,122.165945542,196.70483056,90.598,321,455.833065623,-203.035
1154.67853419,151.282519189,64.511,132.298,339.865458384,0.875084,0.0719854574725,200.2,93.1156624367,428.956463725,5.66847446105,200.000002857,322,199.987,200.138203251,112.666121927,202.452913432,90.697,322,690.198282891,-203.482
1010.98275503,96.9938250929,64.6226,143.783,243.329763366,0.89158,-4.1929705058,200.189,94.2550523977,265.057254678,5.91827468709,199.998071983,323,199.977,200.140408135,99.9256248241,101.068866486,90.8612,323,530.956471125,-203.502
1451.46131807,90.1927446963,64.7448,138.348,333.427079565,0.892333,-2.23004966426,200.199,117.46242652,334.534940848,5.82451788111,200.040511565,324,200.006,200.14998452,116.08126125,113.49630509,90.9568,324,592.40339793,-203.557
1020.3071478,202.289526093,64.8696,150.531,236.896354941,0.877321,28.8714829091,200.204,12.7773893223,533.95779023,5.81396991249,200.02522609,325,200.019,200.146469733,59.4140362222,188.077928918,91.013,325,449.180019871,-203.421
1383.42442492,176.643930647,64.9591,151.877,280.596588882,0.872027,2.61106436898,200.393,11.7628304132,553.88310427,5.89809399822,200.228385621,326,200.186,200.341709837,74.1732162608,155.91723251,91.1272,326,315.356615177,-203.673
963.306241622,129.506403379,65.0618,139.9,196.2775305,0.885903,-4.65118045761,200.444,76.7327740821,387.294695066,5.81973862258,200.255024578,327,200.237,200.363672061,113.380016491,115.859325797,91.2185,327,318.040234172,-203.551
812.605425904,94.5023403059,65.1645,159.944,218.559368266,0.865126,-2.36374103466,200.293,74.0493088148,297.329830643,5.89343394057,200.139797876,328,200.108,200.255655511,65.7177444784,82.0313050331,91.3102,328,328.152538303,-203.604
755.562975727,111.286926702,65.2422,147.749,155.282968592,0.881694,-1.51462182995,200.495,102.661512158,352.841157364,5.78652168843,200.357979574,329,200.325,200.472752039,129.366539064,116.397053006,91.4028,329,387.407251787,-203.798
1416.35631619,100.238916123,65.3,145.859,364.502497454,0.870071,-22.2184077895,200.293,-10.2274133146,267.860401152,5.70858314139,200.137425796,330,200.116,200.246134212,97.6931350738,91.5445611266,91.4644,330,507.867054633,-203.524
582.30826433,114.417371544,65.3975,162.506,145.005824213,0.877739,-1.0414263137,199.544,23.8406436828,415.58623738,5.91816214251,199.341458276,331,199.333,199.464777452,89.8568728322,95.9857691059,91.5527,331,307.774006749,-202.89
939.563001191,90.9109594988,65.5009,150.477,254.352316112,0.885186,20.325712406,199.955,39.1559490638,311.124647273,5.76886023694,199.75709456,332,199.728,199.886150181,67.0615341189,108.846589141,91.68,332,381.19472517,-203.085
939.320069544,106.463377302,65.5783,154.906,246.853673751,0.887118,-1.09319346776,199.705,-31.5692070768,317.387882261,5.84053340312,199.530106638,333,199.489,199.665958093,59.1140580029,106.799437877,91.8292,333,248.714023808,-202.939
953.792537632,86.3935794737,65.6543,132.598,226.139483839,0.877383,12.9662221241,199.58,161.614488186,311.247421048,5.58202836529,199.394805348,334,199.374,199.512379022,101.750541679,77.9293849641,91.8989,334,480.286263429,-202.63
1344.93277933,114.02088705,65.7391,143.07,278.069979508,0.881948,134.293406929,199.339,80.5822849326,472.856422707,5.74558803356,199.151523704,335,199.132,199.270737616,125.971917798,314.68242076,91.9969,335,455.205515144,-202.511
1033.31753751,112.615708541,65.839,146.45,236.19550449,0.893998,2.78726521987,198.748,109.631778636,389.580466564,5.77456790425,198.546392015,336,198.525,198.685667728,67.3567408905,107.684355266,92.1212,336,479.056974497,-201.958
478.553863715,135.96113053,65.8848,149.284,129.219126355,0.870961,-3.19285555593,199.143,-11.354442333,435.947595197,5.65323326371,198.951981345,337,198.935,199.093843409,70.9575667223,170.50388295,92.2318,337,179.334715411,-202.329
1045.29019315,183.544257522,65.9716,131.601,219.174467963,0.910259,30.4084202496,199.292,171.304499434,507.37059317,5.59396379742,199.048512742,338,199.027,199.195336788,115.285093869,201.959130415,92.3576,338,449.320741242,-202.513
918.36991697,129.491210736,66.0368,147.633,212.160986371,0.878755,-1.12070353859,199.664,77.6850710535,347.638485585,5.84532787338,199.474764953,339,199.45,199.597287266,101.954830296,165.528735662,92.4674,339,401.961199717,-202.96
1122.57216742,305.853001348,66.1179,139.264,205.576465153,0.911331,-5.23836574087,199.744,202.276009326,943.560062053,5.71828871596,199.594651295,340,199.557,199.721045897,141.559697364,256.621811972,92.5378,340,499.58365837,-202.913
675.501005785,181.590451525,66.2147,140.839,120.717667237,0.91879,-4.65981217851,199.21,58.354163476,644.987805202,5.73742984186,199.04973254,341,199.034,199.138247054,95.9561061521,131.586068776,92.7172,341,347.367740134,-202.453
1203.75631634,98.3403929661,66.2953,148.315,248.459323164,0.894993,54.0323033535,198.777,57.2224915701,326.183465131,5.70514686886,198.595970091,342,198.578,198.698034089,95.5544707525,183.934205367,92.8014,342,349.796771287,-201.884
1260.79342753,82.6703242506,66.3497,120.716,276.890524117,0.909221,-4.23579331547,198.603,75.2769199298,215.541728505,5.54910900292,198.437919048,343,198.423,198.53500239,118.733806268,103.236027905,92.8824,343,465.230460978,-201.879
1332.35627775,90.8021731316,66.472,146.446,306.947121039,0.90514,30.3363629247,198.597,106.40818796,335.262751308,5.71762452512,198.461062102,344,198.423,198.569850247,141.227365688,177.523735309,92.9962,344,478.062615552,-201.523
428.456100504,81.4653468529,66.5363,135.862,128.228923089,0.877674,74.0618632484,198.681,-4.39924069483,308.434628301,5.62479025761,198.485187959,345,198.483,198.600617208,48.4034828547,149.858897766,93.0419,345,173.022236469,-201.789
192.700453718,162.805000768,66.6737,138.276,33.608675423,0.95298,-3.93619934467,198.63,76.7432069562,415.115049091,5.71028573772,198.477219035,346,198.451,198.570436576,80.835826483,150.489091625,93.1399,346,127.741855773,-201.673
1040.06289187,360.448249087,66.7907,148.583,262.704402007,0.912409,-22.0247718764,198.038,-22.5692883053,1036.61979611,5.76542076257,197.869632519,347,197.851,197.970239921,98.0192929747,246.346636296,93.2425,347,427.069333957,-201.035
978.759791888,130.563623222,66.8731,138.368,239.811135717,0.908372,-11.4798912258,198.356,60.1068194613,431.813597236,5.5088660832,198.206267389,348,198.185,198.291920148,99.6712452573,109.877124676,93.3462,348,365.608916019,-201.405
904.853695306,105.192646209,66.9977,132.675,221.275737867,0.87685,-3.92275157358,197.991,67.6052353423,344.986648395,5.53686284121,197.855319411,349,197.839,197.930075678,79.0138100729,137.100442113,93.4384,349,367.575991921,-201.161
595.880950213,97.4090573018,67.0943,135.938,167.971958467,0.889747,4.91060517321,198.12,44.2583901786,354.961415777,5.59379504756,197.992678901,350,197.964,198.068436131,69.9266355511,82.0248619444,93.5144,350,253.545424248,-201.137
759.981993453,145.055094432,67.1631,129.309,189.699880671,0.895164,-1.29753891655,198.039,37.7363528683,459.100785985,5.51782473483,197.897570929,351,197.879,197.987709605,114.58318558,86.6909270449,93.6085,351,382.824664558,-201.078
