AverageY,MaxEsReturn,StdReturn,MinReturn,QFunRegParamNorm,AverageQLoss,AverageAbsY,Epoch,AverageAction,AverageAbsQYDiff,PolicyRegParamNorm,AverageQ,MaxReturn,AverageReturn,AverageAbsQ,AverageEsReturn,MinEsReturn,StdEsReturn,Iteration,AveragePolicySurr,AverageDiscountedReturn
0.820213777485,56.0059102968,0.046285406457,9.06285980656,11.1299,1.51743,0.820213777485,9,0.217618,1.06418068032,11.2292,-0.243967,9.30403547109,9.18030031193,0.304087,9.79998995014,1.82831349457,6.94920067632,9,0.020815,8.75898542909
0.42997921055,33.5216656362,0.0174376807473,3.04869671133,11.3016,0.0329942,0.43085789911,10,0.999984,0.0970204726393,11.6772,0.426639,3.12261593274,3.08516440286,0.427746,3.86807003715,2.38316243227,2.53373760207,10,-0.53286,3.03599688137
0.388906708681,7.43165796047,0.0176623346222,3.04998103518,11.3946,0.00429486,0.38966702428,11,0.999995,0.0385661880116,11.7266,0.388623,3.12203971034,3.0853856548,0.391589,3.66331136623,2.28634727968,0.741597542583,11,-0.414349,3.0362121034
0.38857015861,9.43800940889,0.0176590780919,3.04954968163,11.4626,0.00163062,0.389906156045,12,0.999995,0.0258388285946,11.7532,0.388533,3.12273760562,3.08521331474,0.392456,3.83365965798,2.94293619218,0.852438758281,12,-0.379865,3.03604569567
0.376093654291,49.8792966301,0.933951007103,36.6830505031,11.5344,0.00130716,0.379096914301,13,0.999942,0.0233421008361,12.1986,0.376095,40.7608274556,38.8064999927,0.380926,7.23388225587,2.54944924964,9.90480587802,13,-0.401682,34.4869907714
0.485922980607,52.0024509674,0.897342463419,36.5709562622,11.7274,0.00311598,0.488816019888,14,0.987803,0.0308796460934,12.7721,0.485689,40.6174799073,38.7247294534,0.49009,40.4545864091,7.2757573397,5.91747773681,14,-0.592099,34.4224827836
0.632779798615,112.714685735,0.67907126427,92.3616061625,12.1381,0.00448486,0.634962512876,15,0.73344,0.0346655862309,13.8074,0.632529,95.2427187925,93.9077017071,0.63589,52.9419266144,36.2762179432,20.2284624666,15,-0.752402,71.90913991
0.773040595049,156.817742489,1.27673447557,92.3150456587,12.5807,0.0056216,0.774845793196,16,0.652573,0.0391279282334,15.0216,0.772772,106.330337315,94.5980321146,0.775816,89.7521556198,34.8777266314,35.0930240101,16,-0.908424,72.4525070933
0.914041938495,208.790059596,6.38542467067,158.967656111,13.0241,0.00609383,0.915451991799,17,0.793486,0.0417111458511,16.0008,0.913711,188.230985612,173.390447678,0.916088,126.959439748,43.281765573,54.6692046358,17,-1.06194,110.827536304
1.05839623939,209.826013379,7.58869723126,127.803536722,13.4455,0.00779141,1.05944466743,18,0.844696,0.0448865218966,16.8394,1.05791,161.495260177,150.816398198,1.05986,150.113477285,77.0356122375,37.9954780167,18,-1.21925,100.102515746
1.20047250134,192.998528584,3.98579513455,167.72027847,13.9084,0.00914442,1.20135705129,19,0.694788,0.0479163104739,17.8491,1.2001,187.4586493,178.888825995,1.20173,129.588278346,7.81619410733,54.938551711,19,-1.37461,112.457336129
1.36011767927,205.016346701,5.26723523174,168.336392421,14.4379,0.0117821,1.36077681002,20,0.869536,0.0534469143514,18.9048,1.35968,189.698991311,178.136692832,1.36131,157.644097779,62.9290805207,36.1004694335,20,-1.55445,112.034800537
1.52106896207,212.975912945,6.43049191279,168.211594437,14.9231,0.013037,1.52168504306,21,0.811712,0.0563777393767,19.5458,1.52067,193.169164946,180.604755285,1.5222,155.558389419,15.9470902374,60.3085511486,21,-1.73238,113.259178466
1.68862521714,200.495677766,3.80969020983,174.232287691,15.4674,0.0152423,1.68942804855,22,0.691579,0.0605744178804,20.3127,1.68792,188.137458993,181.420874486,1.68955,156.046529735,67.8742840137,46.6489189686,22,-1.89033,112.811266053
1.85528780221,185.976940813,3.03503947482,178.871850496,16.0788,0.0181117,1.85578567053,23,0.84759,0.066088886875,21.0045,1.85489,193.81279586,187.186477607,1.85658,138.387163386,29.6083682968,48.2086395353,23,-2.07545,116.100853488
2.0186850966,199.538180874,6.58127024608,165.339653504,16.6883,0.0202848,2.01927538135,24,0.844928,0.0690774604503,21.7938,2.01795,195.863056475,178.116869151,2.0197,177.076802403,108.235451401,23.251021802,24,-2.23962,112.807698424
2.16902784166,186.789602466,3.63136394201,167.229962191,17.2648,0.0243143,2.16983536493,25,0.835027,0.0731259421921,22.5642,2.16852,183.443558955,174.817819504,2.17041,167.617258415,82.4633441262,27.6452542081,25,-2.38796,111.595773302
2.31948286223,180.312023815,4.14770605518,182.629153764,17.7968,0.0263921,2.32007139889,26,0.859336,0.0765424802364,23.2376,2.31881,202.546794814,191.684743901,2.32058,143.590903876,30.8704583452,44.4780170364,26,-2.53401,117.80517637
2.46520072304,202.812174867,5.87422941092,183.688789776,18.3758,0.0248321,2.46595814564,27,0.807969,0.0743658051136,23.8626,2.46456,207.715842954,196.513276058,2.46645,150.558075162,20.9835042513,57.1779034784,27,-2.67527,118.310542881
2.58991356854,205.411545807,7.01005302482,156.643034182,18.8767,0.0299365,2.59044119996,28,0.807409,0.0818144175792,24.5267,2.5894,188.984842531,173.240896111,2.59119,155.065936849,34.1912100547,49.4224767735,28,-2.81095,111.110836057
2.73858823629,212.988403696,3.55850134968,172.329754703,19.4593,0.0338345,2.73905309489,29,0.857946,0.0857430456572,25.2762,2.73789,188.680385046,179.352278189,2.73949,147.305311812,44.0794264823,50.97534274,29,-2.96905,113.878413939
2.89626768135,205.388117526,3.6334205421,160.353174248,19.9607,0.034769,2.89663786757,30,0.866866,0.085620920507,25.8393,2.89573,178.99527317,169.276786463,2.8973,156.934843311,70.642784403,46.4279974248,30,-3.12926,110.162257635
3.03590136544,203.990718075,5.26603495567,172.641875985,20.4336,0.0328244,3.0362879425,31,0.853354,0.0844660609487,26.46,3.03519,198.739356731,185.651178212,3.03712,150.26703087,19.1795404613,54.0801125218,31,-3.27492,115.979220453
3.19961952545,223.870018973,28.4531187655,119.799405467,21.0257,0.0447301,3.2000808474,32,0.842877,0.0960493367869,27.0656,3.19891,193.017104933,141.257322397,3.20091,170.3988745,50.9134133734,47.4223851941,32,-3.43169,97.1937345739
3.33526845379,194.605344172,25.7468106136,122.94980198,21.5731,0.0441116,3.33577505923,33,0.799463,0.0955608978837,27.5483,3.33456,187.732206513,141.094518523,3.33669,145.533585108,90.5241491908,32.5957028027,33,-3.58003,97.3399321881
3.50435745691,213.617413273,5.2647539123,162.307694439,22.0289,0.0398069,3.50464333903,34,0.810919,0.0954525507528,27.9707,3.50364,184.213431484,173.15647785,3.50553,168.789026314,16.5625249689,55.876733478,34,-3.7529,111.99859911
3.65604497941,190.903083361,2.66226632589,177.445315054,22.5263,0.0471987,3.65645360124,35,0.855552,0.10036294597,28.3451,3.65524,187.09507567,182.937284844,3.65736,132.500024592,3.40158963418,60.9985227427,35,-3.90196,115.525471735
3.79279688515,208.260920812,3.32645536826,173.365973729,23.014,0.0554163,3.79314740767,36,0.899345,0.10617070476,28.6941,3.79239,188.82297039,182.478554345,3.7945,162.089309419,71.0219956474,47.1322708911,36,-4.04634,115.402242684
3.94673271267,194.609429947,2.52493438082,176.698886727,23.5069,0.0568005,3.94719358049,37,0.879843,0.108958849324,29.0873,3.94589,187.319923839,182.874578682,3.94821,159.076284706,105.668337911,32.738780054,37,-4.20693,115.315754106
