AverageEsReturn,Iteration,Epoch,AveragePolicySurr,AverageDiscountedReturn,MaxReturn,AverageReturn,AverageQLoss,MinReturn,AverageAbsQYDiff,AverageAbsQ,QFunRegParamNorm,PolicyRegParamNorm,AverageAbsY,StdEsReturn,AverageAction,StdReturn,AverageY,MinEsReturn,AverageQ,MaxEsReturn
3459.02454025,2479,2479,-509.174,501.218907344,6783.85960458,6564.11282543,223.303,6302.85417983,3.68986089384,507.32,357.834,203.168,507.321310171,0.0,0.999813,133.927927714,507.046790946,3459.02454025,507.047,3459.02454025
3786.55366861,2480,2480,-509.573,460.632772774,6036.77136516,5791.43229395,247.558,5554.37558605,3.81704638405,507.658,357.943,203.24,507.672306831,0.0,0.99984,139.254431221,507.394601018,3786.55366861,507.381,3786.55366861
3529.29051181,2481,2481,-509.898,432.413710361,5966.50134797,5798.0526174,265.588,5420.73536147,3.74670653168,508.026,358.047,203.325,508.038791251,0.0,0.999739,162.689870087,507.769284756,3529.29051181,507.757,3529.29051181
3562.61451706,2482,2482,-509.924,435.298738513,6183.32359695,5496.96049219,265.829,3665.0731193,3.77128696927,508.192,358.149,203.335,508.203962402,0.0,0.99978,646.675674433,507.952526589,3562.61451706,507.943,3562.61451706
3673.41366136,2483,2483,-509.6,473.025999768,5931.73251962,5705.09001413,306.074,5556.69096135,3.84283209226,507.741,358.241,203.331,507.736584049,0.0,0.999835,148.419237745,507.459758516,3673.41366136,507.466,3673.41366136
3234.10806693,2484,2484,-510.264,476.262697864,6172.30151186,5911.92596675,262.653,5434.71714118,3.73838020144,508.324,358.334,203.359,508.341151951,0.0,0.999664,211.777014295,508.084640334,3234.10806693,508.068,3234.10806693
3831.68002242,2485,2485,-509.782,347.883878334,5477.67829081,4244.03228185,321.564,264.114782629,3.94289344049,507.932,358.447,203.367,507.938563146,0.0,0.99979,1371.87249692,507.6476079,3831.68002242,507.64,3831.68002242
3141.64681466,2486,2486,-510.329,454.233286926,6296.93260403,5851.21646487,283.843,5105.56801902,3.8749085578,508.47,358.504,203.389,508.47604478,0.0,0.999786,360.368421696,508.200286622,3141.64681466,508.195,3141.64681466
3493.67377004,2487,2487,-510.451,385.797468676,5939.5955483,3884.8712369,303.429,58.8256395089,3.91928057234,508.715,358.584,203.419,508.717838033,0.0,0.999746,2221.45860477,508.442661748,3493.67377004,508.44,3493.67377004
3458.39028797,2488,2488,-510.472,434.639193523,5638.79627206,5437.84740704,227.242,5287.7573414,3.7150385021,508.668,358.665,203.448,508.675859209,0.0,0.999752,92.5094164977,508.382117228,3458.39028797,508.373,3458.39028797
3505.10039688,2489,2489,-510.484,464.232315319,5830.67894191,5610.47387716,297.542,5125.18330209,3.81404482204,508.861,358.789,203.462,508.871101139,0.0,0.999813,186.892442617,508.605745947,3505.10039688,508.597,3505.10039688
3461.00423931,2490,2490,-510.262,386.841547954,4802.48892574,3651.07613288,245.85,827.604195259,3.6034751521,508.633,358.88,203.38,508.628971756,0.0,0.999747,1203.37099853,508.331293494,3461.00423931,508.335,3461.00423931
-128.752586738,2491,2491,-510.051,397.957664306,4991.69005536,3866.59467382,337.592,1425.10249576,4.0011539417,508.373,359.076,203.366,508.389152184,0.0,0.999702,1071.05365451,508.084007512,-128.752586738,508.068,-128.752586738
3657.90658253,2492,2492,-509.45,447.860994096,5896.41222291,5225.30512519,253.459,1383.68520491,3.73511030691,507.8,359.187,203.424,507.807830592,0.0,0.999752,1289.66936565,507.443838425,3657.90658253,507.436,3657.90658253
3282.49439256,2493,2493,-509.551,462.780319994,6079.39934354,5264.19491404,328.548,315.19215752,3.97103914388,507.944,359.346,203.372,507.953575532,0.0,0.999804,1670.75396183,507.612337318,3282.49439256,507.6,3282.49439256
3781.27579409,2494,2494,-509.151,409.151993435,5419.41597938,4034.65109428,284.958,101.772835459,3.83298992476,507.663,359.43,203.317,507.671442009,0.0,0.999779,1875.649049,507.297745111,3781.27579409,507.294,3781.27579409
3488.75318635,2495,2495,-508.795,406.854885416,5049.11584749,4405.35106836,297.481,1718.30587251,3.84637525079,507.4,359.557,203.434,507.409843752,0.0,0.999798,1136.89387798,507.057593149,3488.75318635,507.048,3488.75318635
3521.09120255,2496,2496,-508.936,391.180985999,4937.72318867,4496.22100059,300.446,1992.74920364,3.84059930357,507.386,359.723,203.422,507.398015654,0.0,0.999781,848.432377392,507.047149174,3521.09120255,507.036,3521.09120255
3259.41674882,2497,2497,-509.148,424.446781303,5334.84548065,5148.48922199,268.438,4915.03362433,3.6707569127,507.499,359.856,203.51,507.507086366,0.0,0.999741,119.44812953,507.183524764,3259.41674882,507.176,3259.41674882
3269.49956365,2498,2498,-508.789,397.949366001,5371.38837639,5142.49315669,264.793,4898.70976051,3.66723359984,507.13,359.966,203.577,507.124249085,0.0,0.999711,114.326838936,506.775515829,3269.49956365,506.783,3269.49956365
3094.19407634,2499,2499,-509.219,452.928313008,5949.94878246,5522.25178756,215.264,5044.82701824,3.50921299575,507.479,360.077,203.588,507.489890681,0.0,0.999833,277.99518391,507.162648628,3094.19407634,507.154,3094.19407634
3686.02070918,2500,2500,-508.995,431.382979547,5590.7964888,5125.97986594,248.457,2680.08323766,3.61363860709,507.366,360.163,203.558,507.376077076,0.0,0.99974,826.078344478,507.027666686,3686.02070918,507.019,3686.02070918
3749.11563706,2501,2501,-509.297,403.93339907,5620.25552716,5334.17528375,308.507,4681.73494941,3.79481863782,507.661,360.322,203.63,507.669245388,0.0,0.999798,267.31728745,507.341051253,3749.11563706,507.334,3749.11563706
3554.71031185,2502,2502,-508.817,426.252899141,5655.36501899,4945.43670229,274.353,3057.86540458,3.69912484206,507.224,360.428,203.676,507.239997573,0.0,0.999781,809.820861227,506.904161085,3554.71031185,506.89,3554.71031185
3127.77802583,2503,2503,-509.087,407.612933252,5464.01314614,3966.47728746,248.4,596.399293027,3.66709494092,507.502,360.559,203.776,507.514256923,0.0,0.999838,1750.53699936,507.195198613,3127.77802583,507.184,3127.77802583
2124.16140562,2504,2504,-508.287,392.780888174,5275.66579077,4784.23077615,280.321,2997.67377553,3.81480427431,506.811,360.709,203.813,506.815083341,0.0,0.999629,620.165542443,506.469342288,2124.16140562,506.467,2124.16140562
3452.31240039,2505,2505,-508.448,443.478121299,5912.64052058,5155.60133124,249.592,3240.82419685,3.67930181628,506.873,360.891,203.859,506.864646858,0.0,0.999801,961.231915081,506.51542381,3452.31240039,506.523,3452.31240039
3532.60638304,2506,2506,-508.656,431.864110206,5552.34317662,5099.33679998,233.848,3178.17081018,3.63754072671,507.051,361.002,203.839,507.076093913,0.0,0.999845,648.148734377,506.734209659,3532.60638304,506.709,3532.60638304
3231.26227385,2507,2507,-507.943,360.86968397,4976.84077483,3615.16436447,324.086,-224.41826317,3.86547547436,506.551,361.142,203.886,506.549278884,0.0,0.999805,1857.89304826,506.198895843,3231.26227385,506.202,3231.26227385
3414.81508673,2508,2508,-507.818,362.145734189,5065.56795748,4779.56321332,320.269,4462.40152634,3.92764566276,506.335,361.315,204.033,506.353390809,0.0,0.999793,187.975606662,506.010194447,3414.81508673,505.995,3414.81508673
3317.50543291,2509,2509,-507.677,379.404757836,5113.68933463,4865.90396469,267.116,4692.45387132,3.75109688414,506.114,361.418,204.111,506.114600624,0.0,0.999773,141.346663558,505.767605503,3317.50543291,505.766,3317.50543291
3624.6745617,2510,2510,-507.29,419.490064782,5418.1657518,5264.05862514,306.877,5036.61035409,3.79686272,505.712,361.598,204.181,505.711323173,0.0,0.99974,125.971557338,505.329436118,3624.6745617,505.331,3624.6745617
3626.38430826,2511,2511,-507.396,420.807106427,5554.41477981,5142.64095068,327.951,3882.1970095,3.89375168926,505.81,361.742,204.19,505.822886764,0.0,0.999783,458.62522453,505.454935127,3626.38430826,505.445,3626.38430826
3465.50820866,2512,2512,-507.55,378.892108144,4970.19164283,4282.69495968,227.085,1475.69406557,3.48104352268,505.941,361.74,204.316,505.951817716,0.0,0.999738,966.224400656,505.571145384,3465.50820866,505.562,3465.50820866
3718.0040706,2513,2513,-508.106,269.732622982,4618.53467281,3656.59126731,213.07,907.437766949,3.46478933618,506.508,361.823,204.334,506.512367978,0.0,0.999876,1150.45563487,506.172567362,3718.0040706,506.167,3718.0040706
3483.99828841,2514,2514,-507.396,358.303584618,4823.42879188,4250.27923389,257.547,2198.84629508,3.7422315061,505.856,361.952,204.294,505.870902249,0.0,0.999746,732.445556165,505.480363452,3483.99828841,505.467,3483.99828841
3243.64276878,2515,2515,-507.928,415.687101446,5728.794553,5498.09555793,303.812,5367.19134672,3.89536742023,506.315,362.098,204.279,506.31630608,0.0,0.999795,121.0380036,505.963787177,3243.64276878,505.964,3243.64276878
3326.53600485,2516,2516,-507.736,424.433630126,5588.89739749,5370.15715353,268.489,5118.433187,3.79754890977,506.031,362.176,204.315,506.032283548,0.0,0.9998,152.658502929,505.660769688,3326.53600485,505.661,3326.53600485
3460.49041359,2517,2517,-507.435,418.828659966,5883.99862591,5567.33234156,291.097,5048.22666599,3.84688726118,505.866,362.303,204.385,505.88512854,0.0,0.999815,298.610423142,505.507612261,3460.49041359,505.49,3460.49041359
3360.22224812,2518,2518,-507.884,417.066137695,5905.78218452,5210.04731722,244.013,1565.57420664,3.63617607944,506.188,362.39,204.345,506.189617498,0.0,0.99983,1224.92949719,505.855522597,3360.22224812,505.855,3360.22224812
3722.93366465,2519,2519,-507.692,409.192817267,5719.38017448,4643.51136347,247.713,-113.481921872,3.63242656177,506.052,362.571,204.41,506.065133598,0.0,0.999893,1809.45588235,505.70445584,3722.93366465,505.694,3722.93366465
2885.38810278,2520,2520,-507.71,390.852461529,5697.41412842,5422.79851081,300.796,4962.49370613,3.84548485959,506.027,362.648,204.439,506.014507209,0.0,0.999796,235.333734593,505.654976239,2885.38810278,505.668,2885.38810278
3799.48859883,2521,2521,-507.845,389.581582511,5345.18738854,5129.57027856,250.094,4956.44101516,3.7181127884,506.164,362.77,204.481,506.185982327,0.0,0.999815,113.615693602,505.847191383,3799.48859883,505.826,3799.48859883
3361.81846448,2522,2522,-508.308,422.111674423,5934.50932089,5538.10404951,303.217,5369.21898624,3.85194039957,506.581,362.883,204.439,506.580383983,0.0,0.999821,175.853091034,506.272928151,3361.81846448,506.273,3361.81846448
3581.34324674,2523,2523,-508.298,427.808964189,5947.14242413,5503.76919311,247.962,2906.67256742,3.57250055352,506.578,362.958,204.518,506.597002625,0.0,0.999806,872.268298789,506.261321831,3581.34324674,506.244,3581.34324674
3215.78029358,2524,2524,-507.672,440.710287529,5903.56533331,5642.2905368,308.626,5392.95653415,3.80637456195,505.953,363.139,204.635,505.964073537,0.0,0.999812,135.897793592,505.596753019,3215.78029358,505.586,3215.78029358
3622.53434823,2525,2525,-508.004,448.434874011,5778.6374715,5574.5067982,237.213,5262.08732183,3.49721321145,506.361,363.224,204.604,506.371735152,0.0,0.999853,133.59030125,506.009333839,3622.53434823,506.0,3622.53434823
3225.52101158,2526,2526,-507.76,441.205909804,5887.08982722,5686.61484867,292.492,5441.90412981,3.72878370891,506.182,363.33,204.636,506.185713976,0.0,0.999792,118.668428489,505.824263241,3225.52101158,505.821,3225.52101158
3583.70180197,2527,2527,-507.651,434.73786653,5782.34354004,5600.31684208,339.197,5457.65202454,3.87576583193,506.082,363.441,204.633,506.082345948,0.0,0.99983,109.852266947,505.705468425,3583.70180197,505.703,3583.70180197
3635.28796562,2528,2528,-507.806,448.648049172,5946.48692722,5350.24680955,314.839,2365.34126675,3.78151322633,506.189,363.562,204.663,506.200844559,0.0,0.999869,1002.34142321,505.823785284,3635.28796562,505.813,3635.28796562
3715.25697036,2529,2529,-508.04,453.853637463,5839.99100064,5628.39913793,214.652,4186.23293783,3.35789684198,506.472,363.625,204.724,506.475970617,0.0,0.999889,484.44521593,506.107700018,3715.25697036,506.103,3715.25697036
3729.96230532,2530,2530,-507.756,437.239099207,5924.70665513,4279.23436003,300.595,955.778473681,3.7987585428,506.172,363.788,204.825,506.192325342,0.0,0.999767,1827.12868244,505.833469799,3729.96230532,505.813,3729.96230532
3765.1013599,2531,2531,-507.631,448.930658916,6086.59530991,5409.77740394,322.516,1929.43991503,3.83713070827,506.061,363.953,204.949,506.054693441,0.0,0.99967,1173.74596528,505.694078897,3765.1013599,505.7,3765.1013599
3663.18686793,2532,2532,-507.629,284.829302258,3951.09956609,3272.06494061,257.292,2054.50203009,3.6102991639,506.239,364.112,204.993,506.24662655,0.0,0.999812,490.542611491,505.888176211,3663.18686793,505.88,3663.18686793
3195.5607221,2533,2533,-507.198,305.441493213,3904.71330717,3443.882207,307.869,2864.72412643,3.9386345492,505.806,364.288,205.035,505.807720507,0.0,0.999655,352.515108424,505.437050188,3195.5607221,505.436,3195.5607221
3293.15795454,2534,2534,-507.513,440.952731512,6241.27330878,4810.59436096,237.046,687.288065727,3.68062677568,505.801,364.375,205.01,505.804507633,0.0,0.999792,2021.11807174,505.409700124,3293.15795454,505.406,3293.15795454
3788.63811618,2535,2535,-507.576,454.210861495,6292.24437604,5355.09943663,276.368,1284.59897988,3.79073071463,505.953,364.532,205.114,505.952519583,0.0,0.999819,1381.82936434,505.568038074,3788.63811618,505.569,3788.63811618
3905.13620197,2536,2536,-507.775,476.584862523,6318.69214192,6084.43450884,296.674,5064.79046277,3.89799062734,506.143,364.705,205.202,506.160505752,0.0,0.999827,354.299780937,505.815295019,3905.13620197,505.797,3905.13620197
3828.40074528,2537,2537,-507.333,460.071236194,6087.54391204,5814.41226966,288.764,5526.08322912,3.75447406805,505.747,364.803,205.23,505.766731054,0.0,0.999853,188.356945026,505.381580325,3828.40074528,505.365,3828.40074528
3706.03308827,2538,2538,-507.742,440.951875782,6004.55041116,5818.80364046,290.678,5468.9326204,3.78249081694,506.125,364.893,205.339,506.122324722,0.0,0.999789,172.361547893,505.759665601,3706.03308827,505.762,3706.03308827
3534.64310592,2539,2539,-507.211,460.430848323,6130.44775026,5713.15675072,359.111,5225.59623855,4.02560294701,505.694,365.009,205.268,505.691237302,0.0,0.999806,271.34631883,505.335509241,3534.64310592,505.333,3534.64310592
3417.10100762,2540,2540,-507.619,433.802640439,5853.84513769,5593.77941623,347.535,5203.62516866,3.94878771355,506.011,365.123,205.245,506.015336688,0.0,0.99989,209.279802803,505.693647472,3417.10100762,505.691,3417.10100762
3109.75143475,2541,2541,-507.094,424.705643514,5724.28849083,4967.69360332,282.123,337.955506126,3.7482260572,505.51,365.279,205.33,505.530846681,0.0,0.999873,1548.9441529,505.184191741,3109.75143475,505.164,3109.75143475
3265.01988599,2542,2542,-507.44,430.99556036,5448.16820707,4981.53021321,269.44,3117.6494811,3.71676394612,505.783,365.35,205.296,505.769391124,0.0,0.999829,729.689434215,505.427789497,3265.01988599,505.444,3265.01988599
3504.47915027,2543,2543,-507.341,450.520301928,6271.41525123,5783.75639875,324.32,5352.86427323,3.92234116414,505.624,365.494,205.353,505.651259521,0.0,0.999791,266.372417621,505.321534331,3504.47915027,505.302,3504.47915027
1215.93278687,2544,2544,-506.961,405.270829068,5459.84383963,4810.26339385,335.465,3797.25885243,3.93022556309,505.238,365.657,205.348,505.24415293,0.0,0.999757,451.968973348,504.893571921,1215.93278687,504.887,1215.93278687
3528.46597758,2545,2545,-506.846,318.392794952,4433.97196136,4038.26787023,283.546,3748.31134628,3.85949874779,505.241,365.813,205.46,505.267657674,0.0,0.999788,261.036565802,504.90823378,3528.46597758,504.881,3528.46597758
3768.60035373,2546,2546,-506.744,285.272284392,3962.98082388,3409.67070259,298.537,2736.17813254,3.9401499292,505.276,365.895,205.528,505.265770778,0.0,0.99976,398.016869342,504.911922661,3768.60035373,504.924,3768.60035373
0.791853337356,2547,2547,-506.483,451.874824608,6226.1348648,5786.89422916,244.643,5346.33609777,3.78553605184,505.001,365.931,205.472,505.011070413,0.0,0.999793,278.570933919,504.648569553,0.791853337356,504.642,0.791853337356
3268.40586668,2548,2548,-506.074,348.607974978,4956.18621912,4154.43771303,359.455,3732.69994238,4.25700056415,504.572,366.062,205.582,504.587066123,0.0,0.999704,337.718308278,504.215143121,3268.40586668,504.202,3268.40586668
3540.76207364,2549,2549,-505.618,326.643935789,4353.89803799,3921.81327924,223.227,2993.14671759,3.7484565112,504.18,366.204,205.586,504.177007695,0.0,0.99971,354.752610722,503.785755112,3540.76207364,503.787,3540.76207364
2976.71944976,2550,2550,-504.996,364.09268992,4676.8404261,3990.42180133,344.684,1105.88233695,4.34548869381,503.629,366.335,205.707,503.642921263,0.0,0.999771,995.514093414,503.25238097,2976.71944976,503.241,2976.71944976
3613.74327955,2551,2551,-505.336,421.159647163,5913.72132956,5036.69764358,252.084,665.960397983,3.99895634104,503.866,366.456,205.685,503.862558654,0.0,0.99983,1477.81943735,503.47083372,3613.74327955,503.476,3613.74327955
3788.45816984,2552,2552,-505.691,380.793266031,4933.65158206,4777.3252146,284.351,4494.64784607,4.0380032337,503.962,366.522,205.661,503.980574835,0.0,0.999744,138.527794675,503.607133897,3788.45816984,503.593,3788.45816984
3316.18033376,2553,2553,-506.149,452.876810989,6480.6132422,4899.0663595,319.658,212.626345711,4.06625511662,504.365,366.639,205.764,504.368723695,0.0,0.999851,2109.41410268,504.022282779,3316.18033376,504.018,3316.18033376
3305.08336246,2554,2554,-505.986,401.897863302,5428.26302042,4756.38483999,253.23,170.601305713,3.82954428514,504.18,366.747,205.841,504.181746229,0.0,0.999822,1531.75340166,503.821526111,3305.08336246,503.822,3305.08336246
3164.80116761,2555,2555,-506.125,441.94864421,5964.41254345,5383.64445276,316.943,1335.01965402,4.02391735151,504.343,366.909,205.858,504.360256318,0.0,0.999831,1353.94547556,504.002704748,3164.80116761,503.987,3164.80116761
3361.98267907,2556,2556,-506.279,436.029307185,5637.44371681,5327.13892808,284.453,3505.29401439,3.85918991167,504.48,367.052,205.886,504.480455782,0.0,0.999805,611.303277434,504.108536091,3361.98267907,504.109,3361.98267907
3703.16905944,2557,2557,-506.596,439.020560687,5806.03299895,5581.77027636,290.029,5255.64466308,3.84286026127,504.904,367.131,205.892,504.904769392,0.0,0.999823,162.87234832,504.546433173,3703.16905944,504.545,3703.16905944
3676.99179706,2558,2558,-506.83,429.271056307,5629.37506032,5045.97785059,315.766,1664.31174512,3.97338284342,505.098,367.247,205.975,505.119400641,0.0,0.999866,1133.93338124,504.774661137,3676.99179706,504.753,3676.99179706
3611.6528153,2559,2559,-506.759,344.696868763,4289.40651218,3910.58651467,249.988,2751.70431773,3.71580356789,505.193,367.387,205.957,505.19671231,0.0,0.999794,433.095134033,504.856131604,3611.6528153,504.852,3611.6528153
3656.83402846,2560,2560,-506.513,349.969523572,4485.98534204,3588.18524365,260.941,-149.550909377,3.84884253115,505.0,367.477,206.102,505.011425504,0.0,0.999698,1282.32811939,504.649044643,3656.83402846,504.639,3656.83402846
3506.87134881,2561,2561,-506.554,405.794831974,5842.70292823,4867.21824747,272.903,528.887255415,3.93362845756,504.99,367.636,206.078,504.992858051,0.0,0.999767,1492.4608574,504.62804632,3506.87134881,504.623,3506.87134881
2632.39785457,2562,2562,-507.484,426.17779647,5969.01671456,5473.14718041,219.495,3120.14082445,3.63811079182,505.714,367.702,206.074,505.715032065,0.0,0.999771,793.801273208,505.368147253,2632.39785457,505.37,2632.39785457
3669.75510668,2563,2563,-507.082,426.287251944,5340.923907,4929.37275311,277.587,2156.23775087,3.88432373218,505.466,367.83,206.086,505.474745263,0.0,0.999824,927.494598111,505.110937821,3669.75510668,505.104,3669.75510668
3488.09335359,2564,2564,-507.155,439.548255719,5538.65319417,4685.20659646,272.934,1852.65346119,3.80209337514,505.466,367.939,206.096,505.481085764,0.0,0.999825,1415.27467391,505.122681509,3488.09335359,505.107,3488.09335359
3515.53698753,2565,2565,-507.228,443.305931924,5940.95917803,5664.50982956,343.696,5403.13056609,4.05599310141,505.558,368.057,206.159,505.552767938,0.0,0.999821,179.166823777,505.224781663,3515.53698753,505.23,3515.53698753
3564.95666796,2566,2566,-507.045,430.136133595,5986.72945415,5234.3074892,283.753,946.12720451,3.76047978821,505.445,368.159,206.244,505.458280696,0.0,0.999862,1437.19550244,505.100637243,3564.95666796,505.085,3564.95666796
3686.22138057,2567,2567,-506.874,447.212188545,6019.77329966,5766.2188586,285.058,5471.79961469,3.81669974139,505.204,368.258,206.252,505.214669677,0.0,0.999849,200.379025936,504.850987347,3686.22138057,504.84,3686.22138057
3627.62957553,2568,2568,-507.135,465.133649914,6332.78714162,6112.02341048,227.064,5816.46843342,3.58735451258,505.484,368.319,206.28,505.479823336,0.0,0.99982,158.794713385,505.099774315,3627.62957553,505.105,3627.62957553
3688.94975588,2569,2569,-507.452,350.05264656,4937.53415179,3975.13665847,245.204,129.366675397,3.63678297124,505.808,368.46,206.386,505.823906521,0.0,0.999845,1333.1980249,505.454574793,3688.94975588,505.438,3688.94975588
3441.39830949,2570,2570,-507.058,340.895711971,4770.90349201,4249.43285949,291.291,3620.60789063,3.89503942245,505.497,368.582,206.37,505.513724902,0.0,0.999684,343.766263283,505.121971009,3441.39830949,505.107,3441.39830949
3193.51791113,2571,2571,-507.304,465.826630644,6187.5743348,5857.13214259,246.775,5561.24502364,3.7529527776,505.793,368.717,206.467,505.802271408,0.0,0.99983,176.639701557,505.420483142,3193.51791113,505.411,3193.51791113
3421.19508846,2572,2572,-506.63,477.787279736,6483.70332681,6202.93793761,352.531,5609.3964894,4.14709889213,505.112,368.808,206.466,505.116148,0.0,0.999853,246.303304802,504.696313327,3421.19508846,504.691,3421.19508846
3537.16243557,2573,2573,-506.832,468.406438123,6350.2135162,6069.59909829,319.941,5863.97255163,3.9443348631,505.34,368.936,206.573,505.337851598,0.0,0.999891,160.403587474,504.905802307,3537.16243557,504.91,3537.16243557
3634.94443336,2574,2574,-506.935,462.245115624,6105.6986991,5835.71110518,343.102,5406.00017987,4.077205256,505.328,369.09,206.53,505.333942879,0.0,0.999877,193.298472195,504.911056197,3634.94443336,504.904,3634.94443336
3861.32893041,2575,2575,-506.846,451.671717462,6019.32376243,5237.12599067,290.722,153.203899995,3.85031643169,505.309,369.193,206.603,505.31386282,0.0,0.999878,1697.62846566,504.879785679,3861.32893041,504.875,3861.32893041
3841.95543013,2576,2576,-507.137,439.410917641,6076.50392421,4556.8423315,309.917,171.646724033,3.91227812401,505.469,369.262,206.595,505.48244311,0.0,0.999841,2136.56025608,505.0439336,3841.95543013,505.031,3841.95543013
3914.13047166,2577,2577,-507.233,428.339088914,6038.54233754,3389.55328716,256.379,669.47517163,3.65704401538,505.695,369.339,206.656,505.694277081,0.0,0.999833,2185.25310604,505.275402394,3914.13047166,505.277,3914.13047166
3498.03703822,2578,2578,-507.383,425.453576939,5478.24652193,4694.32424295,324.22,2215.38851658,3.94333625304,505.785,369.532,206.637,505.793487473,0.0,0.999858,974.732115793,505.393280191,3498.03703822,505.38,3498.03703822
3753.06550541,2579,2579,-507.577,464.105280701,6025.00006835,5726.03153571,288.614,5211.05589102,3.74656824399,506.056,369.661,206.649,506.064574349,0.0,0.999837,218.056768027,505.680630827,3753.06550541,505.674,3753.06550541
3479.60067354,2580,2580,-506.875,482.78578444,6656.16202886,6135.70686478,327.815,5349.97183235,3.9175375226,505.341,369.802,206.774,505.343972971,0.0,0.999842,414.799704888,504.911749137,3479.60067354,504.91,3479.60067354
3306.68094856,2581,2581,-507.234,458.110598634,6303.93314576,6001.42119271,278.416,5640.39416296,3.72598025101,505.566,369.93,206.912,505.569259312,0.0,0.999772,193.517483387,505.157110874,3306.68094856,505.152,3306.68094856
3662.35283975,2582,2582,-507.147,477.357921739,6325.75653369,6048.50969848,275.343,5672.1835056,3.6970717529,505.553,370.046,206.946,505.578701745,0.0,0.999888,205.171075416,505.150442099,3662.35283975,505.131,3662.35283975
3764.11864729,2583,2583,-507.198,431.320409599,5679.37182923,5045.53388648,324.56,2739.73111354,3.88638585085,505.675,370.19,206.886,505.666667284,0.0,0.999878,805.548890422,505.274853296,3764.11864729,505.282,3764.11864729
3815.82076288,2584,2584,-506.823,453.058644249,6026.41101804,5389.38172216,268.957,3622.79532632,3.71578634574,505.337,370.3,206.925,505.345573814,0.0,0.999881,618.397476527,504.925918579,3815.82076288,504.918,3815.82076288
3689.79609575,2585,2585,-506.456,477.840500582,6527.34408224,5759.5286578,270.946,2761.55986361,3.70293157437,505.027,370.433,206.959,505.030952938,0.0,0.999888,1026.43727525,504.603025439,3689.79609575,504.598,3689.79609575
3740.80342951,2586,2586,-506.563,441.181929688,5860.80759994,5682.13889183,255.082,5515.50344654,3.64231933056,505.138,370.511,207.004,505.156142045,0.0,0.999794,99.3283451608,504.749649537,3740.80342951,504.734,3740.80342951
3592.76505301,2587,2587,-506.515,496.367296064,6412.56771559,6276.31425741,333.6,6074.32739594,3.97664669575,504.932,370.709,207.01,504.94301558,0.0,0.999816,107.256164777,504.528468294,3592.76505301,504.519,3592.76505301
3162.02305483,2588,2588,-506.585,460.957458335,6181.47155644,5941.41454335,347.93,5582.29182808,3.96218950983,504.836,370.855,206.979,504.832428494,0.0,0.999831,197.507271205,504.425379306,3162.02305483,504.433,3162.02305483
3763.27398479,2589,2589,-506.788,373.91462129,5311.36225653,3974.29937893,220.314,467.446132177,3.51962819781,505.073,370.933,207.126,505.088139335,0.0,0.999775,1639.79018194,504.678391699,3763.27398479,504.665,3763.27398479
3334.72932539,2590,2590,-506.684,455.648816531,5943.38610232,5620.18044858,269.475,4484.43638175,3.75657182266,505.061,371.011,207.165,505.069708876,0.0,0.999839,396.260642608,504.659616906,3334.72932539,504.655,3334.72932539
3441.77469694,2591,2591,-506.898,447.846009117,5725.39554505,5598.79352438,272.7,5381.63794711,3.75404627599,505.266,371.098,207.23,505.281143789,0.0,0.999808,96.2732257722,504.868785429,3441.77469694,504.86,3441.77469694
3720.43237519,2592,2592,-507.02,437.806493555,5842.14451712,5620.23079985,279.388,5422.49624064,3.70572964345,505.354,371.247,207.234,505.353438729,0.0,0.999881,147.993450203,504.933143262,3720.43237519,504.934,3720.43237519
3487.71535739,2593,2593,-507.236,364.826526021,4876.65646042,4457.1475521,287.909,4051.95974962,3.71597751527,505.587,371.387,207.354,505.603685163,0.0,0.999826,239.421092774,505.185584117,3487.71535739,505.17,3487.71535739
3551.03740155,2594,2594,-507.271,408.096504809,5736.27654446,4985.12600333,297.26,482.293343931,3.7499894394,505.626,371.519,207.368,505.62769174,0.0,0.999798,1510.70267137,505.231245712,3551.03740155,505.231,3551.03740155
3697.57625005,2595,2595,-507.408,375.101703187,5622.74059494,4470.30937352,304.81,162.989030692,3.84039473506,505.827,371.679,207.412,505.83563917,0.0,0.999799,1907.56966818,505.443255464,3697.57625005,505.436,3697.57625005
3647.32395401,2596,2596,-507.004,410.700124522,5410.68934697,4880.2709792,281.136,3110.33725046,3.76325807355,505.446,371.804,207.423,505.455808291,0.0,0.999826,621.889203325,505.030675469,3647.32395401,505.022,3647.32395401
3109.12368318,2597,2597,-507.893,351.327508774,5186.8461876,4111.78468766,236.628,870.398081665,3.61408212764,506.236,371.902,207.5,506.240419377,0.0,0.999721,1363.31506596,505.849407773,3109.12368318,505.846,3109.12368318
3440.93081021,2598,2598,-507.444,464.506881858,6301.30923674,5988.66097535,237.424,5654.94124676,3.63861142441,505.897,371.995,207.587,505.909370894,0.0,0.999864,212.450277676,505.492927182,3440.93081021,505.48,3440.93081021
3533.24057917,2599,2599,-507.607,355.644942075,5349.69870725,4732.13685783,322.819,4019.04308096,3.96492074511,505.851,372.158,207.66,505.848968504,0.0,0.999709,420.417940114,505.434814841,3533.24057917,505.435,3533.24057917
3379.6442473,2600,2600,-507.767,392.629150097,5433.15563246,4876.9893378,274.323,4487.89809057,3.8223727438,506.112,372.311,207.676,506.106855358,0.0,0.999716,271.343580468,505.693849387,3379.6442473,505.697,3379.6442473
