Iteration,Epoch,MinEsReturn,MaxReturn,StdReturn,MinReturn,AverageAbsQYDiff,MaxEsReturn,AverageReturn,AverageY,PolicyRegParamNorm,AverageEsReturn,AverageAbsQ,QFunRegParamNorm,AverageDiscountedReturn,StdEsReturn,AverageQ,AverageQLoss,AverageAbsY,AveragePolicySurr,AverageAction
337,337,14.8991117208,3164.38013862,869.440538279,876.476198595,8.15892320591,404.499857842,1954.39208449,413.674389394,73.2347,126.806323932,413.972,165.406,207.914092784,115.79949258,413.663,397.099,413.742849803,-420.925,0.808585
338,338,8.05518391303,2538.63479938,401.419523818,566.594518096,8.53981054522,518.367379943,1187.28893745,413.159763427,73.342,169.258022032,413.451,165.698,211.435052508,143.888867932,413.146,470.531,413.228086961,-420.312,0.762758
339,339,51.2225595576,3369.69735165,944.276540313,286.131385675,8.55337336017,467.466009249,1574.94699163,414.905244881,73.4159,148.526182493,415.178,165.987,209.497349332,114.318358888,414.885,463.836,414.993035315,-422.356,0.799808
340,340,5.21811601399,3050.08074629,647.496578456,255.761100427,8.3677483102,680.050531104,709.355787788,415.601007995,73.5069,165.149084498,415.873,166.242,175.93451234,180.904518456,415.598,451.236,415.670013198,-422.761,0.78784
341,341,6.93173483815,3061.78801246,589.269272996,914.126317661,8.50994524237,1013.1301454,1495.19768808,415.184682145,73.567,268.151807297,415.491,166.524,205.129784832,290.418002007,415.166,470.757,415.264172544,-422.367,0.773197
342,342,6.40320401304,3307.88794511,625.335939635,788.345197272,8.65471429632,374.960802694,1674.99834984,414.980204948,73.6539,119.878097113,415.298,166.812,241.209608897,106.42820392,414.957,450.136,415.061657755,-422.374,0.77232
343,343,5.06396046604,2630.9350722,623.429449099,293.011181169,8.42951320533,261.508195983,984.819436278,414.704633644,73.728,92.6100668871,415.048,167.1,204.274978792,69.4982481814,414.695,454.875,414.818447275,-422.039,0.738938
344,344,7.00824762248,1325.56903376,121.800265991,279.990387028,8.54335159743,851.085660842,308.463816939,415.74561133,73.8153,135.850574554,416.099,167.34,151.855092944,207.972444059,415.723,450.373,415.855967635,-423.163,0.765693
345,345,7.29805613975,2077.42682944,321.808280084,715.016855796,8.46821130022,596.633606689,1185.402974,416.010981615,73.9422,133.424324629,416.346,167.625,228.088467449,154.626330879,416.014,445.174,416.08496958,-423.286,0.757029
346,346,5.45100380926,3096.20080264,652.359499878,271.03538445,8.61200872288,520.028356263,1326.9483609,416.668161588,74.0326,150.22162096,416.977,167.906,214.252067154,148.536744538,416.643,468.149,416.792772464,-423.967,0.764016
347,347,4.8090209993,552.828419891,86.089268839,222.296134062,8.7593091678,602.61865664,297.726644292,415.66441304,74.1385,185.756160923,416.068,168.202,141.721819239,218.864036005,415.653,497.47,415.75508552,-423.083,0.814209
348,348,31.7677223021,2232.61491634,631.199435196,245.596435609,8.22029451889,932.457531238,936.404403479,417.732452673,74.2481,179.37396741,418.055,168.367,209.72684185,228.470218297,417.716,427.037,417.804745666,-424.911,0.791748
349,349,6.67276073033,2599.96051801,588.473207365,238.116359435,8.61496743369,412.023270032,661.802702318,417.00201452,74.3684,146.711205424,417.387,168.551,188.741162767,110.580896674,417.001,473.301,417.104667252,-424.104,0.757603
350,350,5.3465783605,3011.77604633,502.577668041,699.368308675,8.63346363196,390.664154163,1115.20828792,416.939426382,74.5051,141.445874,417.297,168.791,226.426283389,125.549870135,416.928,495.169,417.029850438,-424.215,0.782924
351,351,12.1283214558,3143.29947992,929.237152153,286.742751881,8.35294159233,626.576011343,1613.93324025,418.294487391,74.5774,192.577115257,418.613,169.066,220.30216646,195.708850616,418.262,467.45,418.357622388,-425.261,0.766045
352,352,6.03316216212,2949.80363278,623.305454751,267.554407957,8.33374884433,366.79234941,1349.59839848,417.356092512,74.6867,126.869881082,417.743,169.353,212.124711618,94.8302738528,417.343,428.549,417.498877361,-424.565,0.783388
353,353,24.8532058191,3282.12150822,1010.49799431,302.129376345,8.65914923975,429.681078645,1925.09265944,417.760695705,74.7632,168.47322155,418.089,169.59,229.339097248,131.702754394,417.758,505.56,417.840968746,-425.06,0.752996
354,354,19.8441036066,1768.80830925,281.329468212,757.587118546,8.35320165846,541.774971796,977.716260975,417.774840533,74.8961,197.977641244,418.182,169.843,234.428711624,135.924112316,417.78,432.556,417.908778868,-425.094,0.779245
355,355,7.22029370682,3327.65571968,629.330171663,842.867481954,8.68385567626,429.01837981,1622.62641288,418.002246866,74.9733,178.777874283,418.347,170.082,252.462164822,156.921096822,417.986,506.92,418.082213649,-425.185,0.746783
356,356,19.8633648877,3315.52705109,902.620532123,292.402421922,8.49503129853,563.713533035,1251.79983754,418.867967706,75.085,202.202393851,419.247,170.369,222.829535549,169.111223501,418.867,472.747,418.962770177,-426.362,0.783749
357,357,27.3131178318,1613.36130185,226.303845766,719.631675833,8.60556238584,788.921014741,972.475318129,419.508394862,75.1654,190.808930517,419.85,170.657,238.121074197,218.183059395,419.487,517.376,419.594287392,-426.801,0.753583
358,358,84.0669539793,1376.2251693,177.041091814,736.904081976,8.42378168647,619.128546053,937.551822352,419.974620109,75.3195,377.47497867,420.335,170.929,244.436366652,198.271179798,419.972,451.686,420.048018834,-427.231,0.759215
359,359,8.81327143318,3429.45179825,1268.81106817,495.363642246,8.54309085693,916.506891208,1976.97256384,419.694023759,75.4198,296.476489082,420.016,171.219,237.468523825,287.248324866,419.684,470.772,419.760181773,-427.18,0.763425
360,360,8.83804427511,2961.73686215,528.536813702,971.2857055,8.73633488699,763.118223546,1559.1859727,419.727995699,75.5158,216.649514484,420.08,171.494,242.134408985,224.699773478,419.731,538.102,419.826450326,-427.047,0.7923
361,361,5.23740695388,2544.33744724,506.263432163,737.374553281,8.62776131191,628.616480441,1203.05146248,419.923244895,75.6097,156.340790377,420.244,171.764,242.959574191,164.521481939,419.9,487.647,420.002711994,-427.089,0.778534
362,362,8.25109162585,2787.40557641,521.85606847,730.907830305,8.68450982122,824.811292083,1211.33791893,420.347275199,75.6901,259.84130001,420.705,172.052,248.769169541,226.997966326,420.336,520.897,420.43740896,-427.768,0.750968
363,363,2.09990067731,3367.38041262,794.252743106,759.458805336,8.69373302651,738.589275907,1516.17498339,420.048207722,75.8447,139.210633324,420.405,172.337,235.590857048,177.698660183,420.059,530.816,420.124026576,-427.27,0.752581
364,364,11.5240213096,2071.8514551,257.804065667,736.343458488,8.45617004928,411.464801246,1054.51220437,420.142927481,75.8913,148.105704082,420.461,172.529,240.124402749,121.157890413,420.118,454.385,420.240408398,-427.16,0.780847
365,365,5.04357723272,1769.56477609,257.010183254,395.30566271,8.76579173994,603.477580025,963.76929161,420.602890061,75.9384,158.777426261,420.942,172.844,235.664665138,190.140852744,420.569,486.694,420.69513816,-427.797,0.757135
366,366,5.27793556562,3242.18509986,887.380165309,714.917888303,8.43807172377,516.829605884,1704.09179779,420.093050423,75.9896,131.625249724,420.488,173.111,234.768338705,154.113356492,420.091,450.961,420.210214825,-427.375,0.763349
367,367,6.3395213699,2407.3913893,346.738317491,291.498503001,8.88954660673,239.748550107,880.565509878,420.305343225,76.0604,103.047608557,420.659,173.404,232.343623479,82.4361319386,420.274,570.753,420.411181781,-427.729,0.736554
368,368,2.9258522485,2895.51311125,562.794285683,271.731169591,8.78558163511,655.932942116,1021.42679693,421.234514442,76.1162,147.067549277,421.617,173.6,231.421382527,185.244708335,421.247,527.057,421.356497124,-428.569,0.755882
369,369,5.76469775312,3379.64472408,894.76097895,334.776241781,8.90557807444,300.14546659,1333.92671548,420.896795608,76.1466,121.277709078,421.23,173.833,236.501404326,88.6553281529,420.887,527.995,420.977738045,-428.31,0.722303
370,370,9.70337298395,2399.69513865,442.583138457,729.104965588,8.65156887403,431.559688112,1335.27936046,421.458755904,76.2841,184.932053154,421.755,174.105,247.70555154,135.572256743,421.433,489.131,421.536982368,-428.551,0.788742
371,371,8.02692097712,1998.26033426,365.271197349,766.513857604,8.68398281357,571.873725603,1200.23381316,421.955054944,76.3967,107.392232644,422.285,174.311,252.809759424,129.427598305,421.946,498.623,422.036615549,-429.075,0.722792
372,372,7.27390136435,3271.56954368,851.402924701,778.550277731,8.59654314646,717.547895668,2360.82363297,421.682417613,76.4578,212.70196091,421.995,174.537,249.922348654,225.557038948,421.676,496.366,421.771824335,-429.098,0.748927
373,373,18.7096439112,3355.57040523,946.248486881,226.88692654,8.48387613039,740.153427029,1679.62722032,422.10715638,76.5132,224.519564581,422.443,174.772,248.478020668,216.854607049,422.1,453.117,422.185236099,-429.376,0.768279
374,374,48.2253570363,3243.29146883,673.029675958,695.118832965,9.00632872871,664.127254406,1606.82626209,421.560078142,76.6181,225.633433394,421.924,175.089,254.907250285,193.29481112,421.559,526.24,421.651572892,-428.799,0.753334
375,375,5.08286289179,2378.58076054,371.770158493,690.67759571,8.44907991905,549.432787954,1196.70009619,422.046028461,76.6851,112.575223261,422.391,175.405,249.307782576,133.01238062,422.03,447.133,422.144979974,-429.466,0.731465
376,376,5.98249472219,2033.55037445,319.010166867,721.161728548,8.73519650263,294.001635439,965.213403222,422.552739192,76.8166,113.679188616,422.921,175.694,243.130419607,100.536022077,422.544,513.838,422.693499,-429.866,0.750664
377,377,7.76364841873,1458.87465279,374.087177276,232.849272492,8.61298613851,637.249730607,633.464218053,422.851747752,76.9407,255.161722707,423.202,175.871,202.790166545,212.42265237,422.851,493.222,422.932008893,-430.219,0.767611
378,378,5.13577047908,2376.76240585,489.246664443,723.762968269,8.60611699226,549.082356024,1392.59399002,422.805013254,77.025,177.711589828,423.159,176.078,241.377875757,187.069419618,422.781,517.6,422.932558161,-429.952,0.783716
379,379,7.32912585165,1340.86218534,155.878490198,615.391887023,8.52483025976,559.7660076,996.004259871,422.772035309,77.1204,135.680463137,423.147,176.42,243.93896615,139.774305669,422.772,473.691,422.871017157,-429.857,0.808328
380,380,10.9998166958,1965.81693199,274.984052778,621.309776227,8.71953933157,880.750820823,891.055218847,421.625273435,77.1997,234.395391776,421.965,176.661,235.302664278,257.051755946,421.596,499.293,421.728579431,-428.869,0.732022
381,381,7.71259755911,3133.61537458,861.405184998,705.002289366,8.42443730117,603.462820034,1717.74357171,421.946110218,77.313,213.837028346,422.351,176.924,247.479692744,208.13149481,421.979,455.74,422.058377113,-429.324,0.79632
382,382,62.4766270124,3112.17605463,688.688423087,523.341057128,8.71720279202,613.259425882,1482.92360586,421.914942089,77.3732,284.834057228,422.219,177.132,240.993182082,218.274919334,421.877,526.755,422.026529394,-429.132,0.800671
383,383,7.69766538163,3399.24813194,839.626832303,317.125458036,8.54626578192,503.961659542,1427.62508581,422.14506603,77.4087,208.017663551,422.554,177.397,239.7418076,172.649157833,422.156,493.997,422.238301176,-429.43,0.803164
384,384,6.41616498602,1203.29264476,236.77245728,154.273070081,8.68702780844,671.219561603,352.320462208,422.112435668,77.4878,181.633448701,422.437,177.631,160.933176308,222.188642511,422.083,477.997,422.216591192,-429.333,0.812658
385,385,4.60824891306,1362.70012559,326.404039104,267.436403554,8.63783399365,665.119024502,846.019746928,422.451996742,77.6008,100.717247218,422.837,177.899,225.012981694,145.050755777,422.458,492.626,422.564872074,-429.611,0.76793
386,386,4.85035094461,1078.75310377,102.529489876,645.71733959,8.60103740077,471.588844561,845.185235757,422.447066306,77.7117,126.221087167,422.822,178.138,237.722190824,127.814070024,422.454,501.545,422.583692301,-429.764,0.751645
387,387,5.2376928919,2853.87673814,867.83535463,297.325027918,8.68324499807,379.399437647,1103.97779014,421.995264692,77.8152,98.4648878571,422.413,178.448,200.46706477,90.8458287113,421.984,489.729,422.131742984,-429.328,0.8017
388,388,5.51155081126,2842.91944016,778.326405043,265.117624159,8.71458806638,422.361805017,1297.56267544,422.647645722,77.9212,114.856895083,423.099,178.702,206.088880964,130.835462495,422.644,529.595,422.791391169,-429.889,0.828854
389,389,3.55811670083,1677.56609471,366.814775965,142.418341577,8.63783612806,556.811804328,402.307172036,422.304327049,77.9508,158.136447833,422.753,178.996,156.749619304,172.384855804,422.3,490.732,422.427930105,-429.721,0.758094
390,390,5.97944330697,3331.25840061,1099.50058204,225.500077226,8.38199200098,563.99502531,1037.34866948,422.69215902,78.0208,121.227760922,423.105,179.233,198.434117255,144.045030647,422.688,462.278,422.834861172,-429.84,0.805447
391,391,5.76319635962,2549.45618072,564.829201342,720.315088944,8.98005144479,534.59278497,1557.97505443,422.365915338,78.135,119.052935806,422.759,179.462,253.323877477,131.272034098,422.349,581.953,422.4804119,-429.689,0.74205
392,392,4.8221865548,3192.7160665,1191.40496722,179.741293528,8.61304789498,603.833467054,1549.40820404,421.713394732,78.2962,147.801801627,422.129,179.7,204.084369084,161.65280491,421.725,492.471,421.83739448,-429.048,0.80259
393,393,5.94188511877,2610.87052411,827.254093833,322.365566744,8.52092141365,859.993743553,1475.5575783,422.932790647,78.4102,168.543660482,423.297,179.986,202.579458242,218.991083293,422.938,471.292,423.045623118,-430.108,0.803427
394,394,10.4565257619,2279.43551609,611.71738773,91.3187197392,8.29963128279,1091.51963899,733.579537145,422.315686502,78.5115,143.916132082,422.697,180.214,174.896006403,269.368383723,422.309,418.697,422.443714629,-429.597,0.792489
395,395,6.93465798089,2833.05133272,625.165863101,379.917284256,8.9552321115,786.581741086,1112.24736734,422.269995061,78.5707,187.301749107,422.68,180.462,227.755148044,217.634525471,422.24,544.033,422.416871356,-429.632,0.711965
396,396,5.74169564223,1800.44474231,372.700052973,184.808985592,8.70773695779,361.019234874,559.236446582,422.437565243,78.7098,93.8195342758,422.84,180.759,180.755121803,101.794804279,422.415,517.347,422.564534869,-429.884,0.779879
397,397,6.59800788695,2805.80984373,431.710213981,187.282199973,8.48473337529,652.684293373,991.06457472,422.316195778,78.8086,173.99236302,422.769,181.024,179.419756194,200.861401092,422.329,476.902,422.495186009,-429.49,0.711907
398,398,4.94631932893,2923.20311109,714.39815604,719.016084074,8.50102432394,287.777648228,1388.48135838,422.547028262,78.9205,108.484010755,422.955,181.202,189.355206745,94.4686459597,422.514,448.562,422.680731984,-429.893,0.703003
399,399,5.14689287506,2935.26448072,802.926327127,262.622583511,8.73243625024,742.365671391,1380.71230995,422.599314417,79.0161,134.954205198,422.999,181.455,199.358701002,205.19969285,422.602,482.965,422.755407034,-430.066,0.739454
400,400,20.2570525493,2838.79121192,613.025737413,958.666674223,8.54338422636,1312.41873142,1974.91911186,423.656950619,79.1064,274.505114672,424.062,181.679,206.600662197,382.475464219,423.661,460.319,423.785204506,-431.144,0.69065
401,401,4.7443441723,2556.67712551,463.353016237,412.286893275,8.66120921369,448.218410369,923.074222644,422.769683018,79.1563,200.881485773,423.225,181.914,221.226582713,138.044409017,422.762,480.39,422.955732963,-430.221,0.688899
402,402,18.0071822403,2729.74656778,660.640385139,131.490230601,8.77020813288,702.272976934,857.087188435,424.102323529,79.1975,172.872867334,424.556,182.192,166.144742902,185.567061956,424.099,563.149,424.28453631,-431.46,0.705406
403,403,28.2146149013,3112.54086933,790.574667654,332.782396302,8.5750458028,485.738087077,1245.22532436,423.441462949,79.2868,146.540251015,423.883,182.434,202.788006843,139.324160797,423.432,470.043,423.59850198,-430.815,0.675055
404,404,4.69807716822,2201.28312611,419.537743064,156.290662229,8.62826863219,473.571407768,1253.27513877,423.28873604,79.3661,200.697197233,423.731,182.645,187.359135061,161.28094495,423.295,476.414,423.445611555,-430.649,0.70256
405,405,5.98601242694,3310.42690035,904.055527703,828.114757766,8.55135868239,452.200112988,1767.42937453,423.822607668,79.4042,174.256619648,424.234,182.836,199.069503275,164.008231922,423.809,451.611,424.018877599,-431.252,0.67236
406,406,4.10670415101,2687.32892503,577.12016515,172.849112387,8.77003047393,641.635838408,1488.12065307,424.4302445,79.4918,151.283798006,424.897,183.125,173.347330514,187.254820784,424.432,495.311,424.616979339,-432.077,0.672987
407,407,5.75843315205,3241.95386471,591.30469028,182.204636224,8.69897432106,440.743322999,1267.17758827,423.597704704,79.6177,97.2314456457,424.075,183.406,183.642078085,120.012231617,423.579,468.947,423.807192787,-431.323,0.660464
408,408,11.0470785496,2809.75003748,565.473026351,725.28303075,8.6692318025,579.764101097,1311.57217158,424.86481717,79.7022,157.744761823,425.288,183.603,238.071556621,182.972594675,424.862,471.07,424.998093844,-432.527,0.754318
409,409,8.78446278556,2960.34955944,759.289717783,244.745506654,8.89433742917,471.241527779,1096.35139959,424.389061784,79.8254,232.15704107,424.848,183.92,180.685328715,156.040720616,424.371,518.078,424.558692346,-432.003,0.692337
410,410,13.0896953624,1688.26391093,375.533809331,202.227392542,8.91168098103,588.43353759,951.902078619,425.935743668,79.965,181.446930773,426.375,184.192,190.880280941,169.909890397,425.953,548.5,426.086757313,-433.364,0.684838
411,411,9.2648205858,1734.29443633,287.217242764,442.139158243,8.82006008149,517.221646863,1184.44519164,424.702455405,80.041,171.695207359,425.083,184.48,218.521172644,153.090665991,424.665,507.063,424.848607974,-432.521,0.706369
412,412,38.3563385339,2992.35442761,669.020702416,471.885019484,8.92717093153,585.410982136,1435.79898219,425.300575532,80.11,300.464562762,425.744,184.76,193.719308409,186.210041446,425.309,526.182,425.479096356,-432.789,0.676505
413,413,5.32307729749,2413.30526353,564.344460169,257.526539001,8.68411511263,314.400976914,1006.3122499,425.643889293,80.2121,151.895896074,426.072,184.992,179.215743657,100.337772511,425.632,513.803,425.768531938,-433.367,0.70713
414,414,5.67817022272,1893.84700352,372.819779752,311.430633223,8.74267486093,837.498210876,797.196106723,425.087265577,80.3447,203.970220068,425.477,185.292,221.099472117,215.21712028,425.069,497.937,425.204527884,-432.822,0.742316
415,415,4.44575421922,2947.47810334,985.218754913,278.944274228,8.93692059011,610.528014838,1716.19831205,424.427075722,80.417,161.885260582,424.897,185.639,221.800260366,176.951529665,424.416,535.503,424.541849979,-432.051,0.70189
416,416,15.1745900282,2575.62350106,459.516536683,291.419641096,8.45767466146,471.39052885,1246.35870016,426.046458027,80.5219,175.232206829,426.441,185.809,193.797594143,162.513411043,426.039,446.399,426.185249447,-433.273,0.668917
417,417,4.79451365774,2844.69699863,593.296083417,950.163404526,8.82028740932,712.08427436,2202.31093761,426.494788945,80.5916,191.489058181,426.89,185.967,193.414350696,256.195353863,426.487,501.486,426.597612207,-434.023,0.704869
418,418,7.68272153657,2246.99289136,577.565371615,249.109543337,8.80762327243,566.553366988,852.082034171,426.731494566,80.6871,161.636810277,427.144,186.264,204.3150265,148.674005299,426.727,504.754,426.837102023,-434.269,0.713417
419,419,10.0000023533,1532.83558712,171.260075595,184.158160504,8.44694531535,629.321675817,256.749855379,426.516857096,80.7504,130.555567354,426.928,186.483,125.887421102,165.045644855,426.511,490.412,426.661661246,-433.899,0.7655
420,420,6.89302671156,2375.40924011,574.912356699,228.816233067,8.85223982402,312.145063777,585.345625583,427.551398812,80.8264,147.944253566,427.921,186.758,146.76986699,96.3213314917,427.548,536.945,427.648561979,-435.229,0.722304
421,421,6.33641822598,3146.05510245,534.572379351,171.283626946,8.86457663753,574.630496959,486.114077179,427.065387639,80.9029,172.675355967,427.476,187.011,135.489422212,195.86952357,427.067,533.473,427.17977243,-434.719,0.719545
422,422,5.03585170151,2416.43420198,707.896193357,303.252988379,8.80934567353,502.574720375,970.804529825,427.07922307,81.038,172.542319594,427.454,187.211,168.271601735,142.721437242,427.075,530.55,427.178542375,-434.946,0.705847
423,423,4.68308233847,1145.55670264,143.794247072,258.751168648,8.73736995959,689.051759912,322.478189985,427.388329141,81.089,204.759215893,427.785,187.438,140.949235139,193.668527958,427.372,494.596,427.500874932,-435.138,0.728902
424,424,10.3629612615,2804.28072061,762.855199709,285.08893029,9.09463213411,314.305636319,1198.64361277,427.36048548,81.1715,131.714701314,427.804,187.674,177.727018472,101.157164641,427.365,556.186,427.465462392,-435.305,0.729331
425,425,5.59724487362,3315.53883691,883.498198597,644.914384248,8.99796195094,750.408605306,1520.52221388,428.008079584,81.3013,175.25629931,428.357,187.968,244.313173136,198.30880677,427.97,522.257,428.119719218,-435.784,0.664746
426,426,4.74622612918,2819.55780313,740.698504007,595.929652598,8.60112403703,784.698723446,1321.30805943,429.564715903,81.3964,171.271171751,429.954,188.214,202.688876879,210.832246867,429.572,487.618,429.665638707,-437.304,0.675512
427,427,22.2263014819,2985.8272141,696.484867757,1151.55540243,8.68791573186,477.29637583,2292.3158465,428.683057072,81.4852,159.516368195,429.032,188.449,249.750639377,128.020157317,428.65,482.55,428.808659638,-436.234,0.711867
428,428,4.27449021759,2795.88660273,567.86591816,292.045383962,9.05665279442,545.75257271,1111.08338238,428.235754036,81.5633,138.189724992,428.662,188.725,196.486080901,163.7422743,428.234,522.095,428.391031952,-436.246,0.701617
429,429,4.68822619482,2921.91624282,690.626521136,864.830069517,8.60539159372,280.869565074,1835.87186069,429.495655647,81.6769,76.4861591081,429.896,188.925,209.633927553,75.3793963046,429.481,498.296,429.626505075,-437.105,0.686813
430,430,33.4265008788,2829.31756487,526.738015946,263.452790274,8.84918725522,554.381485202,457.798680727,430.547548289,81.7726,219.794995513,431.013,189.115,141.449397623,151.991274812,430.557,526.659,430.720489691,-438.273,0.706256
431,431,5.42483674299,3013.54502972,864.779921546,696.239446907,8.89860250758,610.386817524,1626.86830873,429.725644668,81.8476,227.741517752,430.099,189.307,244.243089691,184.815804013,429.712,515.324,429.842390043,-437.559,0.696743
432,432,4.7039478949,2747.46171334,519.63097164,313.275265061,8.74016241466,419.770036483,1320.37262843,430.079379202,81.9483,190.632002679,430.448,189.6,243.422249427,143.8791941,430.06,508.6,430.216489659,-437.854,0.739593
433,433,4.25681865753,2721.89546299,735.494294303,262.970635112,8.79884288013,388.517125981,789.004224854,430.992055088,82.0588,99.9134896032,431.378,189.783,179.700961868,105.012458476,430.987,490.906,431.122400982,-438.932,0.778612
434,434,4.13112510223,2931.80779055,706.63335047,280.873072908,8.72860733826,811.323360052,775.076985564,430.653386279,82.1086,138.62393979,431.017,190.034,194.050991649,207.085806951,430.639,495.698,430.757899852,-438.341,0.765626
435,435,7.96717571286,2750.05761575,594.689005526,230.9286559,8.55663453428,681.579166093,623.051351255,431.733365958,82.2592,220.963394045,432.158,190.257,180.516132014,208.509760137,431.711,490.316,431.905218888,-439.128,0.780039
436,436,7.45034934102,3258.79820505,853.480380511,513.072968191,9.00064968283,629.472687179,1412.7919877,429.818082239,82.2961,243.437784955,430.279,190.471,248.903397759,224.821725898,429.817,546.558,429.946889854,-437.581,0.756057
437,437,12.5787615597,3156.53799767,689.372260533,772.329021371,8.86871200417,553.447997835,1582.41993102,430.833763265,82.3917,147.190707873,431.213,190.767,256.21336584,161.976172189,430.823,549.502,430.961945131,-438.441,0.740762
438,438,4.27098291754,2896.41294568,812.818771495,151.316023239,8.78676804031,476.950959884,729.008895321,431.379782732,82.4505,159.049880231,431.796,191.05,161.198893743,122.753977102,431.372,527.294,431.535422938,-439.108,0.713533
439,439,6.90441469799,2948.0533617,777.945823617,567.110602038,8.78832808226,643.813319359,1435.86027253,430.697333321,82.5763,127.712118179,431.15,191.287,228.232976617,151.924964981,430.689,514.55,430.826037874,-438.627,0.730182
440,440,8.80038529022,1899.49598172,405.048239491,255.424531219,8.59422298438,872.322994552,984.153163798,430.326195169,82.6783,240.914985245,430.785,191.534,240.501927897,258.127673306,430.324,494.395,430.500615261,-438.098,0.746523
441,441,4.48209945228,3129.16538166,586.819516331,621.248748866,8.8920327908,484.787482566,1209.58116769,431.771072789,82.7228,109.120166778,432.239,191.807,239.014663552,115.215422023,431.759,502.909,431.947307175,-439.547,0.749746
442,442,3.84523082564,3027.44520938,862.44284292,159.994857079,8.51734462267,579.039547374,1393.09755406,432.399196642,82.8134,197.504529979,432.802,192.122,233.302311732,209.173260647,432.398,451.504,432.522535091,-440.112,0.730629
443,443,4.51709156141,3307.64685105,941.587102187,501.751015774,8.66938686135,679.406658031,1660.17046627,431.75188246,82.894,234.832433405,432.177,192.324,200.246375887,209.562263983,431.751,476.191,431.884185441,-439.52,0.713489
444,444,4.29146048143,2942.15946767,849.282612583,144.921753816,8.72256593267,494.615950597,1152.37921251,431.946141827,83.0274,116.231807761,432.331,192.5,189.795668514,131.203594496,431.952,503.149,432.061121216,-439.528,0.750311
445,445,19.4452055744,3126.6381879,986.628321227,577.61246585,8.67830741465,738.177357592,2017.90768073,433.081487669,83.112,162.4227652,433.454,192.721,231.288816004,185.447207696,433.062,500.19,433.205876908,-440.684,0.737706
446,446,5.86287492164,3089.28410165,704.858230791,781.742301343,8.84622326248,534.738922829,1661.24314731,432.976292077,83.0536,145.696897745,433.368,192.952,246.813857896,166.846901239,432.973,556.96,433.099026177,-440.638,0.744978
447,447,9.93825230222,3055.66269096,819.82313877,342.718802558,8.48820019849,455.820308203,1416.65476047,432.852346723,83.2166,190.72445853,433.22,193.183,204.604272356,158.875035836,432.825,451.433,432.951580588,-440.719,0.745769
448,448,6.65782736645,3081.15351855,636.646274183,739.316653751,8.90247453728,285.75385872,1421.47630613,432.351983981,83.322,134.576640969,432.771,193.415,250.749782177,89.8350326792,432.348,531.117,432.44142531,-439.994,0.800585
449,449,4.24825999436,2553.58926126,656.260187719,126.896933802,8.70172455322,505.948672786,832.471279214,433.081836704,83.3558,175.814124067,433.427,193.607,191.273666803,144.647575865,433.056,486.329,433.181826848,-440.588,0.780819
450,450,5.36736826692,1217.37973517,168.620515032,617.426623111,8.8128061392,531.789838892,927.274934654,433.646162853,83.3957,259.080275092,434.002,193.862,218.995749874,206.673591492,433.658,494.848,433.738860156,-441.516,0.769092
451,451,9.36536508711,3110.18462527,634.313779918,1285.85543775,8.77292688253,658.748301499,2399.56735901,433.22285586,83.4393,208.522437577,433.605,194.1,250.582558988,203.681618935,433.212,513.196,433.341097192,-440.981,0.771024
452,452,4.89678896279,2894.20968417,763.836045237,284.750175622,8.9899479906,602.618998487,1404.43009768,433.039397739,83.5044,156.284544031,433.453,194.35,218.964836632,190.823453195,433.021,559.598,433.173172527,-440.798,0.738352
453,453,4.95424582538,2772.53050638,682.526523722,639.910783483,8.62830340455,277.971714043,1324.58635238,433.508096097,83.5726,133.524329122,433.892,194.607,217.650846131,96.5483026565,433.514,471.111,433.588483115,-440.971,0.757892
454,454,19.9900941535,3395.91246628,907.182573132,647.376940819,8.90325362288,951.704715074,2081.19327447,432.450645712,83.6903,293.653216755,432.845,194.799,246.606438387,317.399233743,432.435,595.692,432.554814365,-440.017,0.777023
455,455,8.30008212943,3067.92399686,901.55036292,564.512135751,8.86680358701,733.132381419,2074.22373894,433.421127264,83.7362,329.437831357,433.795,194.976,218.819260237,249.550230718,433.408,521.755,433.516581683,-441.158,0.760181
456,456,5.84827093026,2994.08918512,566.262633823,1377.31953816,8.68042034593,330.484955807,2189.43060883,432.356369618,83.7791,104.367678491,432.754,195.196,222.74903738,92.9252885864,432.362,540.339,432.465102736,-440.044,0.743275
457,457,4.82002482135,2828.39807865,667.08667529,109.072459528,8.90108929009,299.952830033,1048.81600165,432.900124294,83.8873,89.7117279913,433.304,195.395,182.278447015,96.1810896308,432.891,559.068,433.003027574,-440.387,0.728346
458,458,3.73103762502,2250.65596771,404.229082795,127.943739589,8.46277244653,566.63732066,338.743955736,433.050835794,83.9562,212.931839797,433.473,195.576,118.406166484,159.387548303,433.045,445.168,433.154622448,-440.551,0.719871
459,459,3.67150829524,1499.16054945,243.034151315,428.152932826,8.77521702028,489.084589946,583.844918098,433.100031654,84.0512,192.317729142,433.459,195.832,190.688197604,183.642202736,433.096,501.114,433.183128667,-440.618,0.802703
460,460,4.69701186765,2742.86963277,588.482269316,438.125668396,8.69895453879,343.341653931,1324.18718935,434.164897935,84.1268,119.675438364,434.525,196.12,218.067913082,124.137353346,434.164,507.239,434.284756662,-441.609,0.805102
