PolicyRegParamNorm,MaxForwardProgress,AverageQ,AverageAction,MinReturn,AveragePolicySurr,QFunRegParamNorm,AverageAbsQYDiff,AverageAbsQ,MinForwardProgress,MinEsReturn,AverageQLoss,AverageEsReturn,StdReturn,AverageForwardProgress,StdEsReturn,Epoch,MaxReturn,AverageDiscountedReturn,AverageY,StdForwardProgress,AverageAbsY,AverageReturn,MaxEsReturn
14.1718,0.530847245609,0.00744277,0.00464819,16.1173634991,-0.0422833,7.99689,0.0129767351201,0.0104291,-0.0966525129572,2.65979654379,0.000236903,9.35438183396,23.7712488823,0.229705686163,6.26104757776,9,88.579947593,42.8290304129,0.0152266232999,0.188188955873,0.0162791585719,55.2187440102,48.5750716924
14.653,0.0266466718355,0.0227969,0.878845,2.13683432155,-0.0265739,8.19196,0.00740366999592,0.0229548,-0.0344008798836,2.12662581972,0.000104634,4.03003088955,0.571472832415,0.000196145454926,1.93558158499,10,6.76156163014,4.18225819729,0.022929064148,0.00811745075949,0.0232484232749,4.2510595559,20.4640062669
14.9263,0.0249535669981,0.0327752,0.902268,2.62160972977,-0.0359451,8.77744,0.00467128332173,0.0327989,-0.0283594859013,2.86422800832,4.35004e-05,4.82734612502,0.425440115895,0.00190328199906,1.30097304706,11,6.64630803661,4.25882100373,0.0328007420014,0.00723824807949,0.0328023117986,4.32703493745,14.7016559128
15.0855,0.0247552744216,0.040134,0.971002,2.97792745708,-0.043299,9.47125,0.00430861906222,0.0401747,-0.0225609800693,3.1975587913,4.1447e-05,4.65871844341,0.407341566109,0.00206470017468,0.925539476512,12,6.43363054842,4.26288113675,0.0401460111976,0.00714559851125,0.0401460111976,4.33108151834,11.3598175304
15.0997,0.154001707077,0.0443352,0.94185,5.83789370129,-0.0469781,10.1274,0.00429967071066,0.0443879,-0.0357540906497,2.66628498269,4.29369e-05,5.60322620138,4.03563169374,0.0255410156787,4.32866034763,13,33.6010479411,14.2721278494,0.0443406735973,0.0228246232719,0.0443406735973,15.368813409,40.5558641368
15.1435,0.155217336062,0.0483723,0.913251,8.25737027511,-0.0591766,10.7467,0.00472565807215,0.0484278,-0.0396662769355,5.77024763937,5.44527e-05,18.1583613223,4.44464062514,0.0209871241087,10.7316526662,14,36.7471852994,13.7118537851,0.0483835321076,0.0255997577518,0.0483835521254,14.7395359918,61.601446688
15.4692,0.5933567727,0.060859,0.542185,39.4419460635,-0.0713204,11.6114,0.00584502069654,0.0609365,0.209259363073,3.47461941824,8.5764e-05,32.1867692939,3.61878454969,0.519778096235,20.92751059,15,78.8542013811,55.5824297832,0.0608808353847,0.032607163287,0.0608808353847,70.0287051369,74.0882595351
15.7747,0.532011924151,0.0728017,0.705223,24.830445945,-0.0846652,12.3546,0.00659770640859,0.0728992,0.0623634073432,7.34043423603,0.00012039,48.2144838726,10.9004128007,0.436174518975,20.4661019238,16,72.2134255706,50.177646533,0.0728178240664,0.107227298501,0.0728178240664,62.2574745343,72.7418806472
16.0453,0.528370110385,0.084239,0.710821,27.2750155643,-0.0973677,13.0975,0.00730392590272,0.0843469,0.0782456260297,8.58306758518,0.000156942,39.0824308139,7.99632494499,0.459580585022,18.9003291875,17,71.7094340648,52.0556642161,0.0842641151611,0.0791497398894,0.0842641151611,64.983733602,72.5117256586
16.269,0.552781960725,0.096146,0.656472,62.6275958429,-0.109789,13.712,0.00797690292568,0.0962829,0.439408089828,12.4558921637,0.000191161,56.4420689248,2.40842235059,0.502803181199,17.5040886544,18,77.9739720185,54.5728420593,0.0961742282219,0.0210799122329,0.0961742360908,68.4166877646,72.84932147
16.4699,0.601911322136,0.107953,0.665296,51.442253543,-0.122569,14.3056,0.0086872466965,0.108125,0.378657527516,9.92614005004,0.00022693,45.1863798638,3.92862205556,0.507740577999,19.9434629466,19,76.3907342547,54.2984186066,0.10797611991,0.0379696610385,0.1079763566,67.91973167,78.2688164462
16.6749,0.628185929685,0.120157,0.608084,35.1492581799,-0.136078,14.9067,0.00946515235749,0.120339,0.154449053366,6.39513815047,0.000281,43.5263518739,3.84433104269,0.531691273001,21.8767800784,20,80.857006619,55.9119238414,0.120207630228,0.0387008651652,0.120208556096,70.4051965381,75.2369275433
16.9535,0.556492749961,0.133487,0.582736,60.6591184396,-0.150854,15.4716,0.00976273748606,0.133692,0.352208275164,6.25434576251,0.000311237,44.2979743779,2.32420363711,0.491833741827,20.8239063815,21,75.8175942372,54.7516615901,0.133515280257,0.0309267655469,0.133517835173,68.9431594376,76.1735858814
17.1953,0.579429611391,0.146402,0.580299,57.7801196099,-0.164542,16.0134,0.01049209615,0.146656,0.353108229312,5.36786681433,0.00037017,50.0311501921,2.69526216391,0.500718733915,24.905745833,22,75.1151923792,54.3787378605,0.146466152381,0.0288438498325,0.146466713987,68.1406249229,89.5229002054
17.4621,0.578925965379,0.158388,0.616204,58.1195462778,-0.177085,16.4782,0.0111074463153,0.158694,0.329769772157,4.05975974942,0.000423533,49.7767508126,2.78025994023,0.506226120772,22.7450353683,23,76.4979502188,54.5631203439,0.158414241679,0.0330286145078,0.158415979232,68.5310419445,84.6047554792
17.7068,0.560386663198,0.170769,0.631481,56.6844376089,-0.190361,16.945,0.0114615398706,0.171128,0.388421678947,5.83598284342,0.00045978,50.1476878153,3.84789752561,0.471262173494,25.7302563271,24,79.177781176,52.5135830231,0.170833519453,0.0335350833865,0.170839577621,65.5004456224,105.565231397
17.9535,0.49970887824,0.183312,0.638081,51.71007303,-0.203132,17.3242,0.0116717480551,0.183639,0.299146827826,5.70694901111,0.000489002,47.704503752,5.79177669272,0.402388908655,28.7152752732,25,83.1540428311,55.4167178087,0.183350820394,0.0388273823043,0.183352375657,73.379002711,99.9022309353
18.2095,0.520105409744,0.194262,0.574708,47.4283339632,-0.214622,17.7051,0.0120522296882,0.19463,0.288687353957,5.46275914778,0.000534827,47.2035329455,6.47722966159,0.441510944782,27.417061434,26,81.85244981,54.3861191272,0.194291744391,0.0423454681279,0.194296212535,69.3218039416,91.5276583797
18.4615,1.00365065541,0.205463,0.645283,11.6566384107,-0.22619,18.0735,0.012607491422,0.205892,-0.165613313547,6.37067983504,0.000596675,36.8630602951,43.3841102521,0.205370619535,26.142934758,27,148.872276058,52.3456723217,0.205512003864,0.380764037189,0.205522689549,79.0686016507,86.8892122848
18.7091,0.857808306758,0.215897,0.573137,57.6102243149,-0.237001,18.4316,0.0128766927508,0.216322,0.294166203165,3.89791066819,0.000630252,38.6744923746,16.3798690976,0.542123069375,34.3462949958,28,129.398175202,61.7121535635,0.215936509949,0.157002260049,0.215943595776,84.901883824,140.754364051
18.8934,0.949722763804,0.226842,0.657899,70.1787352547,-0.248727,18.7794,0.0136825018988,0.227296,-0.0637393128721,5.8986950505,0.000721285,47.3750996282,12.7765212749,0.67907941319,36.7756162846,29,133.460050977,69.1321172893,0.226881779928,0.141151635722,0.226887042903,98.7405007236,151.251599441
19.0692,1.28292887569,0.237597,0.655978,34.2342665025,-0.259265,19.1044,0.0137583989799,0.238059,-0.116528494173,5.78599000725,0.000718421,44.536087466,30.1030226833,0.712668779069,33.4181086869,30,164.055877392,74.913930621,0.237640990263,0.393559638183,0.237646193273,119.611437426,121.441043261
19.2697,1.38214241052,0.246612,0.607165,33.6536239738,-0.268695,19.4049,0.0143209701351,0.247161,0.0154300263151,15.4530288765,0.000793387,60.3552096573,31.8074018658,0.610198084558,34.1691438715,31,165.613635413,70.5805052944,0.246658708101,0.374826133208,0.246673992388,109.218907747,132.372274331
19.455,1.77361750208,0.256798,0.59928,64.6965098759,-0.279253,19.7251,0.0143208756438,0.257343,0.384886663821,6.08655201162,0.000805101,48.410146036,26.8747505283,1.02739506855,32.2432668504,32,155.423992618,79.1653162795,0.256842246957,0.373903376564,0.256877273239,111.431551792,123.915154951
19.6599,1.67905996796,0.266461,0.632194,49.1275935731,-0.289635,20.0073,0.0147552821277,0.267099,0.335508238108,4.26745958566,0.000875311,43.34261689,26.6762609666,0.910352167089,28.2919777902,33,158.26918279,74.2336340305,0.2665244698,0.369333423803,0.266585393261,101.956617906,93.460748804
19.8659,1.37169580673,0.277237,0.608147,52.2221105776,-0.301052,20.2491,0.0150899231972,0.277823,0.304848628858,7.25336866944,0.000935061,55.8246851317,20.0154132904,0.992012324075,38.9879964325,34,152.992360227,79.6954085536,0.277268261832,0.24271137367,0.277300121017,113.309881667,140.344044848
20.0805,2.48862269094,0.2874,0.620385,67.2473290143,-0.311676,20.5217,0.0155378650223,0.28805,0.465268176637,9.02654163041,0.000987544,49.2661023117,14.7026774906,1.16364904645,35.8377584654,35,217.951777605,86.9451409084,0.287463354651,0.206145660204,0.287522494164,125.952724354,149.141922193
20.2901,1.70374347009,0.298276,0.635298,78.9205702327,-0.323314,20.7613,0.0158800369105,0.298952,0.652209043315,5.37128118784,0.00104024,70.7281258854,11.6599269644,1.27631713383,48.2121370314,36,151.287414791,89.7876976467,0.298326885419,0.183204715952,0.298388073275,127.943018988,168.798273196
20.4823,1.62100699608,0.308864,0.622741,63.7685226823,-0.334605,21.0173,0.0165267735954,0.309679,0.34172420043,8.70809831546,0.00113277,68.3285980741,10.5986789932,1.39449797912,39.7344938629,37,149.903822361,93.7822601465,0.30890363343,0.160758428717,0.309045518596,135.909583413,137.410055226
20.6715,1.56811964052,0.319182,0.650544,52.2073352769,-0.344956,21.2792,0.0169974209158,0.319992,0.31819340416,6.32406534974,0.00115672,59.6483460036,18.8853862921,1.16991000291,44.0858845369,38,148.662889674,87.0745564222,0.319243293616,0.286417960989,0.319330818522,124.787662733,151.10202713
20.874,1.53506333448,0.329834,0.628282,87.2850210479,-0.356887,21.5061,0.0171314240721,0.33071,0.621601980003,7.1802480649,0.00117635,80.878968971,13.923611431,1.00666502425,52.4723976652,39,160.892640803,82.9044776866,0.329894648328,0.200617971676,0.329985534751,120.200205938,149.167651517
