AverageReturn,AverageAbsQ,StdEsReturn,Iteration,QFunRegParamNorm,AverageAbsQYDiff,MinReturn,AverageAction,AverageDiscountedReturn,AverageQLoss,AverageAbsY,MaxReturn,AveragePolicySurr,AverageEsReturn,StdReturn,AverageQ,Epoch,PolicyRegParamNorm,AverageY,MinEsReturn,MaxEsReturn
1267.65290284,268.411,281.798106066,857,140.563,6.3425647544,502.307997741,0.957913,235.250901775,214.088,268.305409694,3234.78250495,-271.263,200.100693703,687.421321619,268.203,857,99.9555,268.204507471,-5.25528899323,762.729525252
1077.11675887,267.973,178.250388283,858,140.621,6.52401055497,508.671350537,0.952042,251.940148896,232.955,267.882455351,2141.24320503,-271.039,218.128321089,449.097147725,267.781,858,100.014,267.796152429,-8.43365895258,580.990422184
2135.83251673,268.399,199.91219645,859,140.684,6.43668846928,235.84745486,0.953261,208.23664515,225.435,268.287108893,3144.15726034,-271.335,364.42290167,874.481777869,268.166,859,100.022,268.165942145,64.1453163056,649.031633744
1488.39743993,268.527,304.708375082,860,140.736,6.43918494199,421.868686598,0.951758,262.587632477,227.704,268.420413497,3057.5325935,-271.503,271.702287215,714.495577681,268.314,860,100.062,268.32350986,-4.65845183046,878.378144492
1339.98726245,268.638,370.688269102,861,140.778,6.42921010765,260.676400777,0.947255,214.037461083,224.459,268.529696339,2686.43418721,-271.619,487.368476299,705.657106219,268.42,861,100.126,268.425051575,-5.33031142232,998.11413945
2017.27606741,268.609,229.009398639,862,140.898,6.62673240742,114.389802442,0.898776,165.39893853,242.717,268.506060597,3283.12643654,-271.633,273.444241905,826.997017374,268.385,862,100.212,268.392888306,-6.65337861862,742.927584392
2066.34927784,268.527,199.516140249,863,140.976,6.47912731664,258.351413686,0.953503,218.010333325,230.402,268.403934681,3298.95480753,-271.516,139.891986838,971.072905469,268.286,863,100.28,268.285448444,-5.68387249295,679.914360345
1233.28286274,268.806,336.061753559,864,141.034,6.50561382686,12.5032087024,0.946446,202.158063152,226.46,268.71336269,2862.05199767,-271.78,359.221862714,655.96574041,268.581,864,100.339,268.593161919,-6.95375327228,847.858782235
1996.29649352,269.112,559.895646186,865,141.094,6.54913122545,781.466591453,0.953681,227.098870153,234.96,269.003120349,2876.44544608,-272.076,406.658529034,717.830313902,268.901,865,100.404,268.899725403,13.4095642648,1630.71842048
1694.79687029,268.937,236.309677291,866,141.123,6.45298627074,228.15027744,0.944731,173.488152437,221.68,268.815389244,3098.80569598,-271.894,199.772576153,943.170853797,268.694,866,100.454,268.697919558,5.14428869202,752.516996068
1113.63009323,269.102,213.540346119,867,141.228,6.51443456957,138.493707337,0.955052,161.211537658,238.18,269.008593522,2823.98484846,-272.086,210.778610677,823.494290271,268.891,867,100.493,268.900759317,2.00243875134,648.297610339
1926.78666863,269.548,695.033386709,868,141.284,6.30604949536,239.393806949,0.945595,210.069254164,205.8,269.453446141,2882.96778366,-272.498,924.379869522,879.41769384,269.355,868,100.539,269.357336979,12.3574106901,1865.64890403
1147.53887327,269.558,344.283818044,869,141.342,6.37589608089,219.571544112,0.929194,214.415310833,213.823,269.446728679,3100.56752117,-272.569,252.3444604,719.319651758,269.344,869,100.576,269.349937688,-6.13095198612,883.694122429
1043.72366494,269.817,462.039551394,870,141.41,6.58001979531,277.61148704,0.935621,220.363974836,240.515,269.724973833,1709.51545114,-272.857,533.307917386,418.851535984,269.619,870,100.641,269.634929475,71.2683659923,995.34746878
1497.31124147,269.55,498.42611936,871,141.476,6.441856974,412.520983731,0.941674,214.094922373,219.966,269.456647027,3483.24992784,-272.556,430.078877083,918.785541339,269.338,871,100.704,269.349547886,0.917141997389,1286.45743774
1898.62303703,269.718,196.503811144,872,141.549,6.44273975487,656.720800201,0.94873,255.229745387,218.546,269.611109911,3028.43060046,-272.647,247.979376528,725.855134255,269.496,872,100.747,269.495503741,-4.49353292521,528.125979194
1269.09812811,270.183,226.384114299,873,141.605,6.43817906659,91.4178094894,0.954758,185.981851902,226.088,270.099094108,3349.20502932,-273.092,289.146921514,939.163919917,269.958,873,100.802,269.969858937,38.0223716806,719.72170202
1490.91348622,270.061,457.3412223,874,141.671,6.52653796612,184.697808011,0.964812,182.055981996,232.223,269.956839732,3076.48491249,-273.09,401.517937288,1036.24602119,269.831,874,100.831,269.836860036,3.11944412466,1226.80890333
1610.94898368,270.043,229.132278618,875,141.76,6.3723723891,192.163096664,0.955218,199.63415259,213.927,269.948881722,3069.77140336,-272.873,435.407337751,908.153722817,269.822,875,100.937,269.824664579,158.0590315,845.940363491
1812.56403313,270.526,222.094242486,876,141.807,6.38638013573,396.441499787,0.960108,247.520966705,212.878,270.404422706,3169.54815231,-273.475,277.809690269,928.742751751,270.303,876,100.987,270.308539031,-4.57561512236,582.12720702
2743.29835407,270.184,467.928340549,877,141.836,6.41120668008,1568.36112773,0.955866,253.793468215,221.754,270.071508708,3451.91385101,-273.2,460.335274607,549.763928925,269.978,877,101.039,269.985497278,18.6464554683,1170.75695134
1688.09068597,270.35,260.796228959,878,141.91,6.49818631832,153.618656471,0.951735,199.290872289,236.865,270.248820335,3309.7382595,-273.322,346.992953157,1054.50529003,270.136,878,101.066,270.144044425,14.8192213037,821.345958853
1715.6410005,270.19,341.002565122,879,141.96,6.49921443865,570.468953531,0.942733,243.22569283,234.954,270.071057175,3215.65697851,-273.057,237.442057528,770.038461121,269.973,879,101.142,269.967365639,-3.13253030738,818.603423621
1590.95903742,270.558,896.3113391,880,142.014,6.49956159297,141.298852551,0.960391,183.181527081,236.675,270.441588117,3501.88607831,-273.493,540.776774402,1194.33770287,270.314,880,101.196,270.326174905,33.6613596987,2331.21648105
1635.56263121,270.667,495.057624941,881,142.104,6.50832870395,217.929167415,0.936532,208.821222675,222.778,270.566968293,3124.36759507,-273.611,532.324216837,993.855075147,270.462,881,101.247,270.464224203,47.8444643475,1337.16684537
1432.70823609,270.451,331.941364232,882,142.183,6.41055606152,155.442754999,0.964594,205.548121039,209.706,270.348585946,2839.30151263,-273.343,399.04445775,802.504064548,270.229,882,101.309,270.236565715,41.2345593688,1083.27270634
1648.69257262,270.373,308.436026854,883,142.257,6.56939209069,525.085325622,0.95088,266.107678567,240.205,270.260536828,3376.22614563,-273.355,283.476793957,903.599539657,270.151,883,101.37,270.162160006,5.95463218675,1034.89498552
1009.36745576,270.928,424.664308922,884,142.337,6.4585763971,86.8778190626,0.957802,150.168072485,224.492,270.830616996,3526.29415589,-273.873,388.701997706,1050.54946765,270.715,884,101.426,270.72015562,35.3741343561,1224.39985045
1295.41981642,270.837,294.131179106,885,142.433,6.55158283974,148.042892241,0.955296,172.154336831,240.375,270.725649629,3267.88513324,-273.827,307.168984468,879.12962839,270.611,885,101.463,270.615343914,10.086131784,871.841671159
1915.01951331,270.838,236.104779506,886,142.482,6.45565013416,735.80752579,0.95534,249.39358485,235.393,270.741992827,3113.50663524,-273.814,297.491924582,783.397883821,270.641,886,101.538,270.643287131,12.3679238396,671.704241841
1227.95059335,271.075,846.178417668,887,142.508,6.51995603506,436.691888838,0.937501,246.423486974,230.424,270.958688891,3406.25925575,-273.949,615.799884252,632.016549887,270.848,887,101.595,270.851202074,-8.42193254284,2073.88716626
1411.13212373,270.995,559.497696334,888,142.586,6.41563602485,126.707982581,0.962464,205.615857862,215.589,270.896821439,3332.88656402,-273.833,445.928080648,985.516078143,270.801,888,101.644,270.803449591,6.83635694597,1598.81180923
1220.04459836,271.197,393.71229962,889,142.629,6.50394485103,154.764361244,0.958323,204.206474151,226.19,271.091411967,3343.81159547,-274.094,391.747640396,924.531765866,270.991,889,101.691,270.997218617,-3.42255074615,1141.9124809
1556.00481629,271.191,492.968560345,890,142.689,6.54632062492,330.801289824,0.941685,205.950187915,237.166,271.103389616,3145.84822957,-274.09,303.075635996,863.696080589,270.998,890,101.734,271.008145826,6.44034339325,1277.1825771
1666.4478852,271.238,203.166259326,891,142.75,6.51402771085,617.961540143,0.960258,219.956436463,234.646,271.146994568,2797.1921675,-274.183,438.527996922,635.203400988,271.039,891,101.799,271.049024935,-0.548351653393,621.310711893
1633.95621689,271.015,377.16934546,892,142.81,6.62447044225,172.217667146,0.960177,200.464616206,248.316,270.914388792,3069.59154273,-273.967,274.278351523,885.632849147,270.826,892,101.844,270.81858806,-6.99757306358,807.405757519
1470.23204591,271.001,570.882504731,893,142.885,6.58930717153,620.48685182,0.947744,228.842010119,232.848,270.886425419,2833.17457724,-273.82,601.864485437,572.632784142,270.779,893,101.882,270.789460782,64.4701206729,1762.51786832
1557.85475247,271.35,384.86297661,894,142.968,6.52859166955,85.1114092154,0.954382,166.422935052,233.443,271.262714459,2938.84494376,-274.251,459.499569134,767.954311025,271.147,894,101.932,271.157817807,-1.04771426027,917.116547237
1732.49735971,271.24,115.661736909,895,143.035,6.50481021141,314.035865602,0.945853,255.024968544,231.146,271.139178676,3209.24648347,-274.094,126.954965929,780.439896116,271.031,895,102.031,271.036703688,2.80151469239,271.089374326
1684.8220915,271.16,539.362120229,896,143.112,6.45511262617,673.790561624,0.949806,227.062974044,209.511,271.073130263,2924.76821569,-274.029,391.28388327,843.262698657,270.957,896,102.12,270.962981236,-5.69216348114,1745.81319836
1677.58983773,271.333,443.91807029,897,143.191,6.63739539378,199.464049281,0.960915,203.916613585,243.223,271.2194587,3120.18696071,-274.235,502.076099031,864.128004761,271.097,897,102.184,271.11232118,22.0730884754,1088.67853893
1575.39860647,271.348,283.703910717,898,143.231,6.62921069186,190.774431353,0.962329,221.248719226,248.404,271.228592739,2831.7439657,-274.286,361.731508175,868.326694773,271.118,898,102.252,271.127520156,11.1088065329,828.421559194
2342.54346654,271.327,371.119696024,899,143.323,6.52437335111,838.770633945,0.962933,239.408765654,225.929,271.202731321,3329.26139659,-274.193,267.400690605,755.594167247,271.106,899,102.29,271.104168798,-3.2085780681,1112.44078385
1559.08170985,271.145,304.983216733,900,143.368,6.53885488974,74.7261517582,0.952039,184.972992001,234.402,271.042450795,3047.95550208,-274.185,235.638701634,936.005802309,270.937,900,102.31,270.942302025,-7.92230382954,922.045797799
2316.14392409,271.496,304.156415067,901,143.424,6.45720367217,595.461088845,0.955818,269.328761481,220.467,271.382689775,3641.83681455,-274.453,386.084504372,968.692806969,271.28,901,102.345,271.285790705,-6.29322598184,726.723557964
1773.40774702,271.484,352.159294564,902,143.49,6.48001670045,795.656579009,0.967238,218.790998587,227.097,271.376602966,3495.55233512,-274.399,370.69068227,902.178159299,271.272,902,102.403,271.27700273,-2.55319008953,1020.97297854
2017.77671126,271.469,897.487949985,903,143.546,6.4905645892,748.18379687,0.970916,227.780214713,223.849,271.345365764,3330.31378104,-274.396,719.03260333,868.129474075,271.242,903,102.493,271.248405977,11.9338411126,2259.90611076
1389.0504838,271.676,161.877095394,904,143.631,6.57019039576,275.789745326,0.948948,227.509433022,235.356,271.560288267,2674.94907046,-274.566,143.521964887,649.417900126,271.464,904,102.542,271.468341048,-8.06016004309,468.467983438
1213.87116594,271.454,273.169746325,905,143.709,6.39585415489,382.463724826,0.947738,236.816992004,209.217,271.370502183,2648.23829162,-274.236,242.82320519,677.407837057,271.253,905,102.602,271.266445257,-4.87286816189,735.841209664
1924.29068253,271.496,299.776916533,906,143.798,6.52525857416,659.814079284,0.946205,224.507785193,231.283,271.385829719,3059.34092803,-274.353,336.387677823,772.448162779,271.279,906,102.652,271.2748076,-5.08001704483,739.238332809
1204.11244194,271.614,454.920495366,907,143.872,6.4943140156,219.340255082,0.966042,185.759149885,227.386,271.514175573,2902.36358889,-274.526,413.223982052,699.103070742,271.386,907,102.692,271.39549903,-6.13650883944,1252.41260122
1544.01656434,271.718,289.066046257,908,143.914,6.58035391762,460.275716567,0.938291,219.124891352,238.165,271.593158466,3004.658743,-274.615,294.682884963,754.381728629,271.491,908,102.722,271.50169839,-3.5100979668,814.743754619
993.834629725,271.977,205.487303986,909,143.993,6.55366822244,477.422709515,0.956762,242.623672509,236.089,271.869939056,2453.36291088,-274.89,161.053161326,542.100816198,271.76,909,102.793,271.76585501,-5.13281921603,633.111128035
1425.2738917,271.898,445.278600728,910,144.04,6.42377186348,146.688724204,0.958501,229.504765091,213.187,271.775842015,3379.05857416,-274.872,432.542541246,886.5689234,271.684,910,102.833,271.687869439,-8.81900776456,1200.77538884
1199.66445953,271.938,184.10774188,911,144.1,6.52677510597,151.713799193,0.941737,177.445509631,224.076,271.827954643,3009.14668673,-274.957,145.792711923,868.459817913,271.732,911,102.86,271.737559298,-8.079553202,519.023632872
953.188567206,272.133,228.486743315,912,144.14,6.51944061979,276.561556545,0.958451,202.115457165,227.021,272.031244488,2462.33307869,-275.087,311.582363006,467.188830602,271.946,912,102.91,271.947525329,5.94884921842,649.919862655
903.457577977,272.038,291.456787836,913,144.177,6.55253683929,73.5374671518,0.964731,128.579833777,230.505,271.950311136,3301.37441647,-275.081,256.705508397,999.601356784,271.828,913,102.986,271.842158264,3.17937127436,796.748918462
1071.24335158,272.581,165.984684779,914,144.249,6.57991061855,14.5999008209,0.958047,133.002203897,244.474,272.462030371,2664.93645274,-275.567,146.592979486,913.669539763,272.357,914,103.044,272.358066228,-8.15257325458,468.448849479
857.765326439,272.774,477.143379514,915,144.317,6.52042805771,-1.11065575086,0.952653,111.147855011,229.816,272.668585227,2746.96367549,-275.728,481.37454283,955.403667066,272.574,915,103.072,272.574591631,-2.64067753858,1278.04898411
1329.45833022,272.435,396.268739218,916,144.423,6.61593778356,202.152513577,0.953077,172.988602094,241.902,272.337387418,2584.82768394,-275.421,337.04185605,652.138360133,272.229,916,103.144,272.233105431,-7.70742076199,1173.57553028
1822.77167753,272.438,686.900412518,917,144.481,6.54877448399,295.181246971,0.94643,200.470855171,234.876,272.331578655,3161.99690605,-275.362,282.990865991,983.414136032,272.224,917,103.193,272.236357719,-3.21579846167,2098.49000295
1908.58202728,272.706,162.82028788,918,144.521,6.63650042485,344.841346108,0.962787,217.934747055,235.253,272.604834384,2954.83822736,-275.617,121.991310987,745.861525439,272.493,918,103.269,272.500640062,-8.46665949185,453.913732027
1706.08901607,272.674,288.411522298,919,144.596,6.59050340394,512.667002424,0.958054,227.234143094,240.831,272.541171657,2849.7348501,-275.584,257.041809823,756.96988222,272.434,919,103.287,272.437566884,-4.77951410201,840.279860784
878.912422574,272.993,150.637357873,920,144.649,6.63265945977,181.667267023,0.942535,189.97228711,244.888,272.890020217,2402.78023946,-276.031,117.471823072,618.550748961,272.796,920,103.365,272.804184349,-3.46309806632,464.133393345
1483.60972164,272.906,338.72683327,921,144.692,6.50836503082,302.428961224,0.958611,208.445616847,224.368,272.799319493,2926.86219285,-275.835,308.303424016,857.503956945,272.704,921,103.361,272.70802271,-5.666776443,734.120632043
739.757951157,272.59,199.957151449,922,144.788,6.5317830662,169.886223335,0.862431,133.651965618,233.529,272.486964441,1427.17570253,-275.586,645.344823347,400.034066017,272.381,922,103.441,272.389528881,453.952890864,921.321514456
1715.23787074,273.215,341.755905684,923,144.848,6.46711188826,88.8797135817,0.953225,237.213805983,221.233,273.101821617,3439.53564769,-276.141,371.308275109,1038.05676521,273.007,923,103.461,272.999720514,0.0333497215004,800.535898434
1388.4652824,273.113,276.711131005,924,144.927,6.47131886701,225.368007653,0.956183,197.837145211,219.863,273.009928044,2818.76194884,-276.101,255.782118432,834.171210243,272.907,924,103.536,272.916253466,-3.55958980766,779.924172264
1373.90880663,273.236,268.153826453,925,144.993,6.60351096528,267.492931317,0.957085,235.407126945,242.281,273.147170626,3494.30883377,-276.261,223.000689763,801.470148226,273.053,925,103.597,273.059718741,-9.72726196948,750.091927064
1451.69674947,273.144,271.994210704,926,144.991,6.57575402093,403.821298508,0.96373,211.312384574,229.011,273.036467724,2889.84839302,-276.105,214.144922265,770.843686615,272.917,926,103.683,272.924623283,-7.54133558978,763.223794981
1332.71801515,273.352,316.267001859,927,145.094,6.69528162335,147.780061929,0.960233,178.014930483,242.162,273.248761936,2590.58438813,-276.371,223.034513593,880.331665501,273.134,927,103.698,273.13996136,3.41650522826,895.841944952
1559.65079838,273.076,405.261671453,928,145.172,6.74339000915,100.191761438,0.954736,242.248379691,252.062,272.952619613,3294.1395504,-276.058,369.573020916,1030.39977299,272.846,928,103.755,272.859113665,35.2619145849,1173.35248849
1509.78036104,273.501,239.265249903,929,145.261,6.72038710158,60.1300140901,0.952755,166.781838901,248.556,273.395504454,3017.78213752,-276.56,268.259768873,830.920512798,273.291,929,103.802,273.298512851,9.79001064094,612.586168167
1500.73360674,273.735,405.787501421,930,145.313,6.65428352811,148.327366529,0.959952,199.424837899,238.807,273.639432552,3482.63977163,-276.85,331.416849906,978.542142431,273.544,930,103.828,273.547925464,-4.73194841475,1152.3862098
1054.63289267,273.838,278.747245389,931,145.371,6.58873792404,91.0526558959,0.923917,161.115605796,233.305,273.718574452,2869.77813267,-276.758,342.123811086,724.877408065,273.621,931,103.862,273.62760021,23.9717447304,707.620659904
1668.5790639,274.269,793.151858828,932,145.434,6.56723396048,874.573422549,0.934763,172.773775134,231.427,274.169732254,2796.37204046,-277.237,611.850680112,546.754303117,274.073,932,103.928,274.081485543,-2.76324180218,1974.3117137
1651.08416925,274.074,146.318696934,933,145.482,6.71901279553,359.984649438,0.948718,241.708591008,250.265,273.971903311,3093.72351922,-277.017,183.326927481,970.92914107,273.865,933,103.985,273.866725408,12.6400959571,544.358680877
1284.15725047,274.597,378.770411889,934,145.546,6.54171565527,117.93910222,0.955927,171.395824389,230.794,274.492061027,3290.31323795,-277.532,407.243038589,1079.12244573,274.382,934,104.009,274.393855083,55.1644619227,1126.58706871
1424.89481881,274.217,304.368807505,935,145.591,6.67292369805,256.418485673,0.955391,211.177520918,254.475,274.101367339,3469.26482983,-277.267,329.63164929,890.539420813,274.01,935,104.064,274.017263732,-4.16346248612,928.332895413
1945.8929509,274.184,409.032130593,936,145.665,6.52209055271,104.23605485,0.961663,197.415329468,238.37,274.052825916,3297.90675912,-277.148,396.86950377,974.595377907,273.961,936,104.151,273.95971094,4.80882674394,1137.12504718
1044.06058417,274.329,263.251670518,937,145.718,6.64379622858,95.1937486585,0.951918,151.606843655,245.031,274.241285094,3194.31093026,-277.279,238.298349555,903.488821328,274.129,937,104.178,274.136238947,-10.4842838094,870.042921995
1651.0427205,274.378,170.489082262,938,145.789,6.61954822935,195.67886716,0.954334,205.565978431,242.297,274.271778634,2958.64686678,-277.3,162.002397275,951.192057041,274.16,938,104.238,274.175670259,-5.48039398931,502.736055807
1694.59366223,274.333,312.684586495,939,145.845,6.55577240167,145.862105564,0.953728,213.948494191,232.939,274.220492931,3244.73798127,-277.262,401.831777634,879.728755191,274.124,939,104.307,274.124196294,4.01810431855,981.113393447
1328.71434198,274.467,120.804637718,940,145.896,6.63145540711,180.938120426,0.958346,227.221200126,239.233,274.362571181,3244.91650383,-277.42,129.846641943,858.597270302,274.258,940,104.349,274.266327804,-2.66128164754,278.213462303
1404.05522194,274.508,160.764999394,941,145.953,6.63050588635,204.643635408,0.9644,177.622064233,242.945,274.400269115,3585.04546462,-277.414,218.398168233,1138.02515889,274.295,941,104.396,274.296511654,19.4946444731,465.201468731
1211.62218602,274.562,217.778998744,942,146.021,6.63616325426,185.510906078,0.931065,155.90528649,241.365,274.453317265,2723.18518073,-277.55,256.410360208,866.513592604,274.347,942,104.458,274.352316735,3.25724371434,601.794952467
1343.14125927,274.366,324.685075275,943,146.072,6.65732341691,211.84581411,0.900601,202.452786733,242.779,274.264016113,2346.28398001,-277.351,375.256720096,545.73563843,274.155,943,104.519,274.16677201,-4.94651826531,923.267435064
1505.18702053,274.519,323.818445898,944,146.116,6.56431423092,205.112908816,0.951901,224.809348115,235.592,274.404918727,3154.20643528,-277.471,296.3614108,1059.24267106,274.302,944,104.585,274.304296716,-6.54775979517,865.504444078
1494.74299248,274.53,597.351780286,945,146.209,6.51751647275,260.945510789,0.939254,177.324361714,226.814,274.426473138,2347.81976917,-277.527,301.67461018,649.751081988,274.319,945,104.641,274.330898697,2.85242364556,1759.28888128
2304.81260728,274.696,410.684478105,946,146.305,6.66340360612,296.206713213,0.960448,220.518619715,242.329,274.593463668,3020.70277951,-277.644,465.208031612,782.375234713,274.5,946,104.661,274.502437971,-2.26004947818,1069.16313423
679.56466279,274.592,334.905269552,947,146.406,6.50054819402,19.9422268218,0.955311,107.481237399,224.09,274.485954217,2894.10564027,-277.519,298.479448368,827.365988571,274.39,947,104.722,274.393897778,3.1804185289,998.973002362
1326.58217354,274.788,196.238535261,948,146.474,6.58614087429,250.483320848,0.95509,238.738546193,235.601,274.678110212,2951.21360637,-277.765,181.567216084,759.042368251,274.585,948,104.75,274.590428817,-7.04143116798,626.844519529
1394.48186752,274.874,263.149329873,949,146.546,6.65991912016,595.816917601,0.95268,265.908475036,245.565,274.786866203,3326.62248636,-277.83,226.11140399,762.700515703,274.688,949,104.796,274.696352557,-5.19054153266,851.213782076
1238.98887211,275.324,269.863778416,950,146.585,6.44738133552,147.590926041,0.957488,185.098506524,231.948,275.236482539,3542.43369028,-278.239,274.646454823,784.256001774,275.136,950,104.825,275.146856621,5.39855949366,794.815836479
851.772774337,274.903,268.179513782,951,146.665,6.580163234,111.548741425,0.950484,151.288739135,246.011,274.794041632,3390.0566649,-277.828,356.652711518,822.136377046,274.685,951,104.888,274.697112015,11.9122847817,677.503030285
1631.06114157,274.802,106.178805733,952,146.727,6.60296217193,162.566038273,0.936267,173.842190467,241.561,274.674627798,3022.79115983,-277.766,89.4641689528,1041.19068858,274.583,952,104.948,274.588337265,-0.752109327556,267.870010929
1988.48647339,274.55,461.703480318,953,146.795,6.48437607905,836.082241219,0.966284,201.208273478,233.661,274.453688419,3185.06479525,-277.556,377.127698013,914.103713589,274.355,953,104.949,274.356333702,-7.61723190791,1184.61302746
780.365280922,275.088,188.437917975,954,146.828,6.49932715782,73.5911587765,0.918396,136.493258256,232.043,274.955869298,2417.36287309,-277.973,225.537111484,712.327223208,274.865,954,104.985,274.867590602,-2.78281010516,567.531713399
937.784774924,275.398,424.361876214,955,146.931,6.51591865992,100.671314741,0.956767,168.262665093,230.592,275.299934362,3307.19685711,-278.3,243.738339029,788.181565815,275.208,955,104.996,275.219560439,-4.99823378587,1241.12457896
1153.47629749,275.032,299.36128233,956,146.994,6.56046978003,117.312435463,0.944153,152.571791169,235.312,274.924324832,2841.83556681,-277.953,233.901706483,854.308924955,274.825,956,105.083,274.832285172,11.6858186742,740.381711936
1171.33183121,274.81,316.710425067,957,147.058,6.49567236435,110.72355497,0.94648,154.539418771,229.673,274.708066668,2819.09474647,-277.834,241.204593828,921.258578667,274.625,957,105.126,274.622078636,3.27183966314,879.316436196
1376.9932616,275.165,354.033243589,958,147.126,6.64500113516,140.981154824,0.959926,170.490428966,242.412,275.079420694,3135.16124872,-278.185,290.828500073,861.630455575,274.959,958,105.179,274.97052613,-3.65528952078,898.538364573
1659.13218636,275.352,328.980367939,959,147.201,6.53733882531,371.974025113,0.955266,202.351767838,235.637,275.247218546,2929.97138881,-278.323,284.481662342,754.536999963,275.139,959,105.213,275.140995104,19.5404030427,905.174576051
1775.64102834,275.44,588.090590346,960,147.27,6.5223818481,178.000668111,0.958996,196.657852501,228.889,275.332213574,3381.09928213,-278.351,910.90024299,932.452679233,275.226,960,105.245,275.234043627,-8.66200961784,1623.03940525
1788.75000866,275.35,362.055321459,961,147.325,6.59041892389,464.126090713,0.962892,193.820091708,247.04,275.230767787,2936.02520439,-278.33,464.028661091,787.434180019,275.124,961,105.256,275.124769101,4.07283209682,904.37914026
1366.753434,274.996,280.357032601,962,147.387,6.59946206497,99.0025695371,0.966667,166.727037926,239.305,274.898262975,2943.25778269,-277.992,233.14927824,913.745844282,274.793,962,105.312,274.800279988,-10.8657315393,838.622952581
1670.7015733,274.951,209.369574315,963,147.448,6.5619069202,915.95273893,0.961253,214.905993156,240.35,274.838719964,3264.6642056,-277.844,317.140230267,703.754201547,274.736,963,105.37,274.734193665,107.770655953,526.509804582
1382.11172696,275.523,622.20499113,964,147.501,6.53379043993,79.5897977679,0.942076,169.729344367,235.465,275.416427316,2898.3967856,-278.419,435.889423802,842.645855141,275.3,964,105.428,275.308459336,-5.57200492693,2080.8359332
1618.10140107,275.439,361.555039457,965,147.552,6.5428795566,426.22437383,0.933786,196.732976998,235.303,275.344586158,2933.46521699,-278.311,267.895526449,651.085761723,275.229,965,105.472,275.23943651,-2.74081657352,1001.3920835
893.270300244,275.363,161.714265663,966,147.621,6.71770081539,77.2396921958,0.855766,149.239011741,249.168,275.239447141,2314.90439748,-278.345,169.870275123,656.033125799,275.109,966,105.527,275.11838156,-5.91521511709,503.240477802
1479.82125212,275.377,438.061726367,967,147.661,6.55662935539,740.344306523,0.881959,194.381480941,232.671,275.264440568,3146.30939919,-278.367,342.860811316,669.865699095,275.159,967,105.575,275.158000651,-5.15999493709,1269.85888416
1458.53948039,275.331,210.789754628,968,147.707,6.67565382683,105.641378415,0.88579,198.516141811,251.57,275.202590829,2793.26962756,-278.307,273.625549769,628.674107587,275.087,968,105.593,275.09551734,-4.43619383367,561.843429123
1257.77883801,275.483,402.186138582,969,147.764,6.66148312134,331.241951968,0.898937,146.149325912,245.014,275.379974314,2414.8516776,-278.456,512.519456244,605.239466697,275.263,969,105.687,275.27054991,33.3090435765,1193.76204572
1453.61945447,275.905,192.86492833,970,147.787,6.61333593192,597.538391679,0.85924,191.418548703,247.711,275.796599385,2106.27422179,-278.856,161.59450189,360.619063711,275.683,970,105.753,275.69282905,-9.45053146592,730.526906571
1733.56297383,276.068,375.892425946,971,147.849,6.59581390405,355.191373173,0.948353,213.453282523,238.829,275.949626688,3138.21070975,-278.991,330.643737133,957.085044334,275.845,971,105.795,275.841833166,-5.09665300691,1105.90485997
1333.72769274,275.479,241.301581003,972,147.95,6.6286007949,240.247229667,0.955704,207.472063511,241.991,275.364901762,2796.19376474,-278.45,390.707905616,749.877125036,275.253,972,105.841,275.255419103,1.36599382713,782.494967862
1217.27982862,275.742,375.034719273,973,148.045,6.57351563493,435.607483624,0.913454,185.854200234,230.496,275.665779878,3127.38144322,-278.65,382.16509221,697.474062563,275.545,973,105.92,275.55877581,17.9142297452,1082.08321418
1530.5078892,275.614,167.725085451,974,148.114,6.55301875146,182.138549503,0.942142,196.582962682,231.897,275.499892694,2617.67498219,-278.453,207.316387452,757.178514425,275.369,974,105.948,275.378903799,-6.00256927911,558.439183733
1158.00629385,275.489,124.978430219,975,148.177,6.52342620804,128.437783611,0.939924,170.427547985,242.746,275.376928913,2531.68339123,-278.377,106.186599655,762.555390973,275.27,975,105.972,275.270027457,-8.62064830061,385.779256216
1119.36446871,275.515,232.204424193,976,148.231,6.50207142453,104.260527469,0.951227,173.671114686,232.19,275.393258648,3057.62657243,-278.402,215.322126768,865.594647999,275.284,976,106.026,275.291043691,-6.67001729195,637.24650527
822.750950477,275.715,248.672569378,977,148.289,6.54970124024,32.6055334355,0.833869,100.039922153,235.275,275.62033453,1468.84351933,-278.67,258.588801004,472.065065358,275.493,977,106.074,275.506197549,-5.12124536619,701.004755658
1571.97040129,275.587,320.424592448,978,148.34,6.61702040347,28.042469737,0.924482,225.823922006,251.982,275.477488522,3214.23821002,-278.542,262.690596773,725.270019801,275.373,978,106.136,275.369635896,14.2216690758,827.244128602
1286.84985706,276.085,476.264194945,979,148.393,6.50257354087,136.222949685,0.946886,135.627585512,230.949,275.993347504,2586.79274413,-278.993,369.433247749,697.643622272,275.88,979,106.205,275.885230688,-0.022342304048,1041.87848179
824.215228063,275.559,321.203594067,980,148.453,6.57905450357,107.258830632,0.951978,151.007257137,249.884,275.457193533,1916.26120342,-278.443,275.85955602,516.360355162,275.343,980,106.247,275.351623478,-8.594782955,1023.95548625
