QFunRegParamNorm,AverageQ,AverageEsReturn,AverageReturn,AveragePolicySurr,PolicyRegParamNorm,Iteration,AverageAbsQ,StdEsReturn,StdReturn,MinReturn,Epoch,MaxEsReturn,AverageAction,MinEsReturn,MaxReturn,AverageAbsY,AverageDiscountedReturn,AverageAbsQYDiff,AverageY,AverageQLoss
381.191,883.031,10.3195876289,139.888888889,-986.654,117.702,829,885.172,12.0869243415,53.8922679353,68.0,829,99.0,0.478181,3.0,437.0,883.138506851,72.7671901593,20.8424336572,883.017727591,4627.11
381.473,882.81,7.29927007299,1000.0,-985.296,117.778,830,884.855,7.4797682968,0.0,1000.0,830,64.0,0.133288,3.0,1000.0,883.0135664,99.9956828753,19.5364617197,882.85482397,3943.25
381.683,885.495,7.84251968504,1000.0,-988.009,117.829,831,887.698,9.11900774825,0.0,1000.0,831,83.0,0.123173,3.0,1000.0,885.632611085,99.9956828753,19.9023750852,885.477154184,4048.87
382.003,884.365,9.10091743119,1000.0,-988.341,117.893,832,886.49,8.46031746658,0.0,1000.0,832,46.0,0.296375,3.0,1000.0,884.536513149,99.9956828753,19.9473460809,884.387300691,4116.8
382.285,887.562,8.26229508197,1000.0,-990.091,117.923,833,889.645,8.58687836053,0.0,1000.0,833,48.0,0.2216,2.0,1000.0,887.70473185,99.9956828753,19.2658054779,887.554648394,3946.83
382.659,886.418,9.77319587629,1000.0,-990.126,118.015,834,888.76,11.4193768717,0.0,1000.0,834,64.0,0.292914,3.0,1000.0,886.587720069,99.9956828753,20.2689004379,886.437990326,4170.88
382.988,891.116,10.0480769231,1000.0,-995.437,118.139,835,893.402,11.6068446382,0.0,1000.0,835,68.0,0.237573,3.0,1000.0,891.318224045,99.9956828753,19.7777920296,891.154754573,3948.99
383.286,888.854,6.99305555556,1000.0,-995.676,118.251,836,890.942,8.8148363946,0.0,1000.0,836,82.0,0.131152,3.0,1000.0,888.959199248,99.9956828753,19.9753518491,888.822001428,4149.1
383.497,890.995,8.66086956522,1000.0,-996.343,118.386,837,893.308,9.93009212841,0.0,1000.0,837,71.0,0.366551,3.0,1000.0,891.1535764,99.9956828753,20.9176356674,890.997798696,4294.92
383.815,896.472,11.0444444444,1000.0,-1000.86,118.515,838,898.78,14.4490761805,0.0,1000.0,838,83.0,0.126699,3.0,1000.0,896.652774828,99.9956828753,19.9406560885,896.491742007,4030.71
384.035,895.441,9.05357142857,1000.0,-999.768,118.637,839,897.7,10.7311623037,0.0,1000.0,839,83.0,0.134864,3.0,1000.0,895.589451371,99.9956828753,20.305257606,895.457261199,4110.69
384.291,898.206,8.40336134454,1000.0,-1003.56,118.646,840,900.305,9.17460811586,0.0,1000.0,840,55.0,0.0500636,3.0,1000.0,898.271053594,99.9956828753,20.2736003441,898.191968295,4189.37
384.522,897.544,10.4893617021,1000.0,-1002.1,118.756,841,899.715,10.6528836181,0.0,1000.0,841,65.0,0.0868245,3.0,1000.0,897.670273709,99.9956828753,20.2260461348,897.568813537,4257.83
384.791,898.411,9.07207207207,1000.0,-1003.57,118.871,842,900.597,7.45401725139,0.0,1000.0,842,37.0,0.228499,3.0,1000.0,898.507435009,99.9956828753,20.3538862804,898.422540869,4148.34
385.037,898.824,9.39252336449,1000.0,-1004.3,118.915,843,900.908,9.12607132039,0.0,1000.0,843,50.0,0.38427,2.0,1000.0,898.946231135,99.9956828753,19.5246687164,898.852229604,3991.51
385.409,901.866,9.31775700935,1000.0,-1005.02,118.951,844,904.007,9.16270185313,0.0,1000.0,844,55.0,0.333426,3.0,1000.0,901.953420697,99.9956828753,20.4275470675,901.863194875,4280.92
385.666,900.806,14.9850746269,1000.0,-1005.35,118.949,845,902.914,20.7863994982,0.0,1000.0,845,116.0,0.258026,3.0,1000.0,900.952987383,99.9956828753,19.7428103989,900.855326552,3870.94
385.909,902.711,8.70434782609,1000.0,-1007.28,119.032,846,904.841,8.6937998027,0.0,1000.0,846,52.0,0.175456,3.0,1000.0,902.706783164,99.9956828753,20.2269277673,902.630167838,4243.62
386.196,902.708,7.74418604651,1000.0,-1008.85,119.097,847,905.078,9.92161454554,0.0,1000.0,847,66.0,0.114409,3.0,1000.0,902.81713918,99.9956828753,20.8536334085,902.741984936,4224.95
386.424,905.915,10.4526315789,1000.0,-1010.92,119.16,848,907.998,12.1618631026,0.0,1000.0,848,88.0,0.206901,3.0,1000.0,906.051902004,99.9956828753,20.1740583721,905.945891624,4299.46
386.745,906.421,8.67857142857,1000.0,-1011.32,119.308,849,908.648,11.8368479498,0.0,1000.0,849,108.0,0.509536,3.0,1000.0,906.517155908,99.9956828753,20.0148348917,906.408207568,3910.71
387.024,909.778,9.95098039216,1000.0,-1012.79,119.378,850,911.826,12.2805261519,0.0,1000.0,850,88.0,0.11665,3.0,1000.0,909.916722195,99.9956828753,19.8994538946,909.816791432,4308.47
387.326,909.303,9.18918918919,1000.0,-1013.79,119.36,851,911.426,7.99832585356,0.0,1000.0,851,47.0,0.0199047,3.0,1000.0,909.448142357,99.9956828753,19.8338891006,909.305509161,4026.09
387.685,909.476,13.012987013,1000.0,-1014.64,119.439,852,911.716,24.9031857903,0.0,1000.0,852,182.0,0.0215692,3.0,1000.0,909.607874839,99.9956828753,20.2527748539,909.425339025,4179.07
387.926,908.625,8.76315789474,1000.0,-1016.29,119.533,853,910.962,8.16851317998,0.0,1000.0,853,48.0,0.0196297,2.0,1000.0,908.866926938,99.9956828753,20.5010409435,908.66132251,4308.1
388.328,914.077,9.33018867925,1000.0,-1019.55,119.64,854,916.238,9.24684719152,0.0,1000.0,854,61.0,0.256306,3.0,1000.0,914.208234678,99.9956828753,20.4837964582,914.039153352,4393.7
388.577,911.599,8.375,1000.0,-1018.41,119.771,855,913.817,8.96852133855,0.0,1000.0,855,57.0,0.0413362,3.0,1000.0,911.821053669,99.9956828753,20.4788741119,911.656791776,4342.92
388.86,908.54,8.032,1000.0,-1016.6,119.816,856,910.825,9.01903409462,0.0,1000.0,856,57.0,0.0721984,3.0,1000.0,908.729954136,99.9956828753,20.4329625562,908.564977864,4509.05
389.154,912.628,9.33333333333,1000.0,-1019.63,119.873,857,914.998,8.784907693,0.0,1000.0,857,53.0,0.0203628,3.0,1000.0,912.796445303,99.9956828753,20.5200879994,912.637625646,4357.51
389.365,914.889,9.40740740741,1000.0,-1021.94,119.938,858,917.228,13.3943306394,0.0,1000.0,858,119.0,0.0375496,2.0,1000.0,914.955619523,99.9956828753,21.0383306446,914.837272932,4377.54
389.815,913.024,9.68269230769,1000.0,-1021.06,120.053,859,915.286,11.1728245371,0.0,1000.0,859,77.0,0.0797702,3.0,1000.0,913.153774501,99.9956828753,20.2141031463,913.045596171,4172.35
390.139,914.376,9.89108910891,1000.0,-1023.02,120.171,860,916.673,13.4428758342,0.0,1000.0,860,116.0,0.165808,2.0,1000.0,914.520375159,99.9956828753,20.9798134673,914.373578356,4308.01
390.396,916.699,8.39495798319,1000.0,-1023.48,120.262,861,918.934,9.17909433972,0.0,1000.0,861,75.0,0.342244,2.0,1000.0,916.834778646,99.9956828753,20.154211666,916.733106516,4320.72
390.691,919.212,8.94594594595,1000.0,-1025.86,120.297,862,921.267,11.1862510831,0.0,1000.0,862,82.0,0.154436,2.0,1000.0,919.284531635,99.9956828753,20.19119646,919.183417153,4228.08
390.914,917.293,8.23770491803,1000.0,-1025.99,120.403,863,919.583,6.91761031264,0.0,1000.0,863,33.0,0.187409,2.0,1000.0,917.429797247,99.9956828753,21.3489274949,917.343940705,4567.09
391.206,921.802,8.98198198198,1000.0,-1029.07,120.513,864,923.953,7.45313523965,0.0,1000.0,864,46.0,0.138071,3.0,1000.0,921.873246249,99.9956828753,19.8537597867,921.769214578,4156.99
391.403,920.855,7.7578125,1000.0,-1029.15,120.559,865,923.015,7.78294017161,0.0,1000.0,865,49.0,0.105318,3.0,1000.0,920.926870674,99.9956828753,20.195743221,920.817873157,4151.55
391.744,920.239,8.74137931034,1000.0,-1028.59,120.676,866,922.48,9.8978582581,0.0,1000.0,866,87.0,0.309281,3.0,1000.0,920.398474659,99.9956828753,20.2544594409,920.266657978,4279.42
392.027,919.963,8.55963302752,1000.0,-1029.98,120.709,867,922.359,11.6212642751,0.0,1000.0,867,110.0,0.344233,2.0,1000.0,920.123371722,99.9956828753,21.1491628892,919.969645843,4593.36
392.281,923.521,9.01694915254,1000.0,-1031.8,120.824,868,925.661,10.9141356412,0.0,1000.0,868,80.0,0.256431,3.0,1000.0,923.643275275,99.9956828753,20.5754602683,923.53450506,4521.85
392.585,927.201,8.96296296296,1000.0,-1034.71,120.959,869,929.429,7.29906884717,0.0,1000.0,869,35.0,0.313841,3.0,1000.0,927.300074304,99.9956828753,20.4457911127,927.185526425,4304.13
392.832,926.322,9.27027027027,1000.0,-1034.16,121.046,870,928.478,9.42102875539,0.0,1000.0,870,47.0,0.360842,3.0,1000.0,926.526432726,99.9956828753,20.4721767585,926.387824526,4488.6
392.99,926.101,7.2700729927,299.264705882,-1035.31,121.15,871,928.298,5.90002307262,420.450690179,43.0,871,34.0,0.131003,3.0,1000.0,926.216050029,54.1264796271,20.0731998667,926.047209975,4225.14
393.211,926.733,9.54807692308,1000.0,-1035.36,121.188,872,929.065,12.3676686191,0.0,1000.0,872,89.0,0.0948416,3.0,1000.0,926.913619799,99.9956828753,20.9663620947,926.714892708,4571.15
393.583,928.291,10.6210526316,1000.0,-1038.34,121.277,873,930.588,13.9692737613,0.0,1000.0,873,97.0,0.266626,2.0,1000.0,928.474955456,99.9956828753,21.5718885693,928.303808653,4831.45
393.836,929.246,11.4090909091,41.5975103734,-1038.04,121.318,874,931.649,14.718291313,2.45284025917,37.0,874,116.0,0.663176,3.0,54.0,929.459924607,34.148474802,20.9081033202,929.267627783,4434.54
394.108,929.788,8.34453781513,40.7723577236,-1041.63,121.38,875,932.067,8.79499186635,2.11195978085,36.0,875,56.0,0.645502,2.0,47.0,929.981950323,33.6051630854,20.8010278975,929.798221961,4476.14
394.386,931.351,8.84210526316,178.137931034,-1040.98,121.418,876,933.766,11.7522517046,328.768572218,42.0,876,100.0,0.214117,2.0,1000.0,931.51219953,46.0040642162,21.2517550837,931.314962165,4531.78
394.645,935.373,9.91,188.407407407,-1042.94,121.439,877,937.621,11.4167377127,338.521158511,39.0,877,67.0,0.294989,3.0,1000.0,935.563137824,46.8948153924,21.0014474964,935.359596185,4427.62
394.938,935.884,9.30555555556,1000.0,-1043.72,121.45,878,938.183,7.78466956569,0.0,1000.0,878,46.0,0.255088,3.0,1000.0,936.095503003,99.9956828753,20.9279828935,935.911315679,4221.01
395.25,935.454,9.13636363636,1000.0,-1046.15,121.53,879,937.726,12.7168301316,0.0,1000.0,879,88.0,0.408955,3.0,1000.0,935.60777285,99.9956828753,21.1045662581,935.426810536,4544.75
395.471,936.119,9.18348623853,1000.0,-1044.94,121.606,880,938.429,8.74633882788,0.0,1000.0,880,63.0,0.186235,2.0,1000.0,936.318650119,99.9956828753,20.9477317105,936.168532491,4529.05
395.698,934.611,9.2523364486,1000.0,-1045.92,121.686,881,936.759,11.1339284936,0.0,1000.0,881,76.0,0.164427,3.0,1000.0,934.746737978,99.9956828753,20.5918823807,934.600186296,4286.65
395.982,937.966,8.09836065574,1000.0,-1046.2,121.719,882,940.199,6.98758833613,0.0,1000.0,882,41.0,0.21848,3.0,1000.0,938.160134044,99.9956828753,21.004400325,937.993220148,4639.78
396.263,938.821,10.9032258065,1000.0,-1048.71,121.851,883,941.145,13.5329661342,0.0,1000.0,883,77.0,0.306145,3.0,1000.0,939.012807508,99.9956828753,20.7752656467,938.84039755,4260.38
396.577,940.921,8.40833333333,1000.0,-1050.23,121.88,884,943.316,8.18992860503,0.0,1000.0,884,67.0,0.0813663,3.0,1000.0,941.09806966,99.9956828753,21.438028406,940.880078453,4508.78
396.75,942.52,9.3137254902,1000.0,-1050.72,121.953,885,945.019,14.2697956017,0.0,1000.0,885,125.0,0.22918,2.0,1000.0,942.763697117,99.9956828753,22.0793196233,942.546551027,4841.89
397.006,939.008,12.1728395062,1000.0,-1049.85,122.069,886,941.313,15.0125791892,0.0,1000.0,886,111.0,0.0291668,3.0,1000.0,939.184676073,99.9956828753,20.8642723011,939.017985397,4492.34
397.344,942.813,11.0744680851,1000.0,-1052.06,122.138,887,945.034,14.3001557511,0.0,1000.0,887,92.0,0.371103,3.0,1000.0,942.952787019,99.9956828753,21.4389738575,942.797609778,4578.36
397.634,942.407,8.69230769231,1000.0,-1051.89,122.204,888,944.916,9.46469963174,0.0,1000.0,888,61.0,0.273919,2.0,1000.0,942.634663304,99.9956828753,21.8072891891,942.455027271,4789.66
398.01,940.413,9.5619047619,1000.0,-1052.74,122.219,889,942.724,11.32290036,0.0,1000.0,889,75.0,0.17021,3.0,1000.0,940.551180529,99.9956828753,21.1611584849,940.390378874,4675.74
398.186,941.9,8.52586206897,1000.0,-1052.06,122.303,890,944.533,13.4545603132,0.0,1000.0,890,133.0,0.395335,3.0,1000.0,942.073071808,99.9956828753,21.8713785838,941.919814977,4627.54
398.385,943.469,9.31481481481,1000.0,-1054.75,122.404,891,945.887,11.9657289544,0.0,1000.0,891,70.0,0.307719,3.0,1000.0,943.601300886,99.9956828753,21.3829895615,943.465814879,4575.23
398.64,943.241,8.5641025641,1000.0,-1054.02,122.4,892,945.531,10.5614883497,0.0,1000.0,892,74.0,0.199242,2.0,1000.0,943.362379916,99.9956828753,20.752344215,943.203483854,4452.19
398.921,947.477,10.4631578947,1000.0,-1057.7,122.433,893,949.818,14.9326985091,0.0,1000.0,893,112.0,0.424646,2.0,1000.0,947.682261177,99.9956828753,21.0522373356,947.507734211,4478.09
399.345,944.831,10.2959183673,1000.0,-1054.24,122.471,894,947.005,14.384096365,0.0,1000.0,894,106.0,0.315511,3.0,1000.0,944.969032795,99.9956828753,21.2784058232,944.822329012,4881.66
399.592,948.8,9.76288659794,1000.0,-1057.14,122.427,895,951.11,13.6847971904,0.0,1000.0,895,97.0,0.487534,3.0,1000.0,948.961009693,99.9956828753,20.7161013543,948.786106245,4492.75
399.819,943.215,12.4,1000.0,-1055.32,122.509,896,945.757,26.4998113201,0.0,1000.0,896,180.0,0.500307,3.0,1000.0,943.341274651,99.9956828753,20.9377586189,943.186267714,4387.4
400.082,941.692,12.2716049383,1000.0,-1053.51,122.55,897,944.233,14.1168075516,0.0,1000.0,897,86.0,0.240215,3.0,1000.0,941.935745118,99.9956828753,21.923161855,941.719049655,4717.36
400.296,946.024,9.73786407767,1000.0,-1054.06,122.574,898,948.494,11.6126489164,0.0,1000.0,898,81.0,0.117591,2.0,1000.0,946.261529879,99.9956828753,20.8584352061,946.043787425,4532.54
400.5,947.35,12.1219512195,1000.0,-1056.52,122.606,899,949.812,15.4630876322,0.0,1000.0,899,110.0,0.296724,3.0,1000.0,947.477224218,99.9956828753,21.6402563648,947.302571942,4731.82
400.77,944.592,9.81,1000.0,-1057.83,122.66,900,947.049,11.7929597642,0.0,1000.0,900,75.0,0.152143,3.0,1000.0,944.716412967,99.9956828753,21.3499245651,944.571799638,4751.1
401.014,946.109,10.9782608696,1000.0,-1058.49,122.734,901,948.632,15.4715575372,0.0,1000.0,901,81.0,0.244342,3.0,1000.0,946.319224293,99.9956828753,21.588240068,946.137761865,4642.25
401.334,947.286,9.34862385321,1000.0,-1059.05,122.764,902,949.731,10.6490092116,0.0,1000.0,902,62.0,0.218955,2.0,1000.0,947.559327336,99.9956828753,20.6668542546,947.339075248,4354.06
401.644,947.474,9.88118811881,1000.0,-1060.78,122.814,903,949.827,10.4789153024,0.0,1000.0,903,66.0,0.18636,2.0,1000.0,947.639373227,99.9956828753,21.0691629649,947.401454782,4745.85
401.943,950.648,9.73267326733,1000.0,-1062.03,122.855,904,953.125,10.2415297909,0.0,1000.0,904,63.0,0.184401,3.0,1000.0,950.948787073,99.9956828753,21.2928457471,950.69847348,4707.49
402.252,954.412,10.6063829787,1000.0,-1064.11,122.93,905,956.827,11.7990425911,0.0,1000.0,905,75.0,0.0878299,2.0,1000.0,954.655243281,99.9956828753,21.0149389691,954.433683965,4700.78
402.446,952.544,9.94117647059,1000.0,-1064.66,122.915,906,955.096,9.33979838701,0.0,1000.0,906,49.0,0.351369,3.0,1000.0,952.807923789,99.9956828753,20.9871943855,952.55403276,4521.6
402.672,954.798,11.6976744186,1000.0,-1067.52,122.977,907,957.185,15.0240657856,0.0,1000.0,907,84.0,0.0315991,3.0,1000.0,954.907616652,99.9956828753,20.9824043098,954.770284099,4809.84
403.006,956.61,9.86,1000.0,-1069.66,123.04,908,959.078,14.3798609173,0.0,1000.0,908,100.0,0.0216136,3.0,1000.0,956.761712457,99.9956828753,21.3990698838,956.625505884,4767.5
403.224,954.638,9.53333333333,1000.0,-1068.6,123.149,909,957.111,12.2987158963,0.0,1000.0,909,91.0,0.119849,2.0,1000.0,954.695293775,99.9956828753,20.7812990444,954.56815299,4435.15
403.432,959.193,11.2666666667,1000.0,-1072.91,123.197,910,961.735,13.9958724074,0.0,1000.0,910,83.0,0.229578,3.0,1000.0,959.412870224,99.9956828753,22.3835692991,959.287048921,4883.87
403.701,964.284,8.47008547009,1000.0,-1077.8,123.291,911,966.752,7.78731452518,0.0,1000.0,911,50.0,0.37129,3.0,1000.0,964.41970592,99.9956828753,21.0260627249,964.23696631,4551.89
404.003,966.001,8.25409836066,1000.0,-1079.12,123.428,912,968.547,9.53815588202,0.0,1000.0,912,72.0,0.398972,2.0,1000.0,966.202147836,99.9956828753,20.9385737973,966.059650779,4425.7
404.389,967.712,7.39552238806,1000.0,-1082.77,123.546,913,970.321,7.70153954053,0.0,1000.0,913,53.0,0.468196,3.0,1000.0,967.881662726,99.9956828753,21.3768278193,967.734127962,4712.46
404.593,969.588,9.04504504505,1000.0,-1084.07,123.559,914,972.091,8.81377646804,0.0,1000.0,914,50.0,0.212989,3.0,1000.0,969.796370433,99.9956828753,21.7166156901,969.60696693,4883.66
404.849,972.661,8.49152542373,1000.0,-1085.7,123.616,915,975.225,9.50445547858,0.0,1000.0,915,84.0,0.246073,3.0,1000.0,972.83651728,99.9956828753,22.3711870952,972.686811826,4923.79
405.054,975.165,8.33333333333,1000.0,-1087.65,123.661,916,977.633,7.45691327263,0.0,1000.0,916,52.0,0.216334,2.0,1000.0,975.301925064,99.9956828753,21.5791837017,975.177153312,4912.81
405.432,974.778,8.74782608696,1000.0,-1088.4,123.772,917,977.204,7.44001341544,0.0,1000.0,917,35.0,0.140167,2.0,1000.0,974.912545143,99.9956828753,21.4469809311,974.790017294,4724.07
405.718,977.601,9.42452830189,1000.0,-1091.73,123.808,918,980.144,12.0423373532,0.0,1000.0,918,86.0,0.127654,2.0,1000.0,977.77328358,99.9956828753,21.8025182292,977.614976461,4818.04
405.943,980.825,12.2839506173,1000.0,-1096.45,123.876,919,983.331,19.3781310925,0.0,1000.0,919,140.0,0.317071,3.0,1000.0,980.942295342,99.9956828753,21.9227944027,980.813100689,4919.7
406.125,979.622,8.82456140351,1000.0,-1097.13,123.948,920,981.994,10.1991103964,0.0,1000.0,920,74.0,0.129668,3.0,1000.0,979.795863543,99.9956828753,21.2467419622,979.640852785,4849.35
406.492,983.8,8.0,1000.0,-1099.89,124.022,921,986.187,8.331827821,0.0,1000.0,921,60.0,0.171327,2.0,1000.0,983.978534976,99.9956828753,22.1723033202,983.79841416,5152.56
406.805,981.057,7.96774193548,1000.0,-1099.35,124.162,922,983.538,8.83444092821,0.0,1000.0,922,58.0,0.114541,2.0,1000.0,981.332723828,99.9956828753,21.356456266,981.077697429,4678.26
407.083,988.073,8.26829268293,1000.0,-1103.98,124.261,923,990.71,7.57946859876,0.0,1000.0,923,43.0,0.126205,3.0,1000.0,988.336097321,99.9956828753,22.6439513275,988.082948362,5149.71
407.474,988.722,9.26851851852,1000.0,-1105.79,124.377,924,991.102,10.721738459,0.0,1000.0,924,55.0,0.408137,3.0,1000.0,988.929575714,99.9956828753,21.474917043,988.692420115,4832.2
407.772,988.682,8.74038461538,1000.0,-1106.19,124.456,925,991.42,10.6500227449,0.0,1000.0,925,80.0,0.0272052,3.0,1000.0,989.007281758,99.9956828753,23.0324271507,988.724304912,5088.56
408.043,992.736,10.9,1000.0,-1109.35,124.476,926,995.25,12.8144449743,0.0,1000.0,926,95.0,0.0438479,3.0,1000.0,993.076243532,99.9956828753,22.3232226511,992.717276865,5219.54
408.346,993.988,11.6705882353,1000.0,-1109.76,124.503,927,996.76,11.3711588062,0.0,1000.0,927,60.0,0.173295,3.0,1000.0,994.474802106,99.9956828753,23.1543405104,993.990508041,5386.19
408.595,997.226,9.9595959596,841.916666667,-1114.55,124.576,928,999.812,11.0242333542,353.485609875,50.0,928,67.0,0.0477967,3.0,1000.0,997.710397742,90.0627119871,22.6698283974,997.287429926,5126.32
408.905,995.114,10.4226804124,36.6336996337,-1112.84,124.676,929,997.828,10.4623380048,4.26132189991,29.0,929,50.0,0.636782,3.0,46.0,995.489755543,30.7376414663,22.5360758546,995.116995644,5170.88
409.124,998.76,8.70434782609,38.4653846154,-1114.9,124.702,930,1001.71,10.0260303931,3.60591845845,28.0,930,61.0,0.623162,2.0,52.0,999.191905981,32.018340143,25.26256592,998.780268491,5711.12
409.378,995.367,8.27049180328,130.207792208,-1115.53,124.778,931,998.118,9.91111057717,275.087156798,37.0,931,83.0,0.544234,3.0,1000.0,995.806862407,41.0652429992,24.3681184449,995.355948634,5562.09
409.661,998.986,10.2359550562,166.35483871,-1116.27,124.865,932,1001.89,12.3461520839,320.949051166,35.0,932,73.0,0.181253,3.0,1000.0,999.501929201,43.2201284866,24.8504805783,998.989402408,5730.05
409.872,999.884,11.989010989,845.916666667,-1117.51,124.855,933,1002.68,19.770382169,344.698046202,50.0,933,108.0,0.0432448,3.0,1000.0,1000.28620365,91.9349183544,24.7160074765,999.854740557,5698.33
410.057,998.214,8.15573770492,1000.0,-1117.64,124.936,934,1000.88,9.31420604732,0.0,1000.0,934,73.0,0.0327342,3.0,1000.0,998.618912255,99.9956828753,24.1572195812,998.262041724,5391.09
410.281,1002.29,8.23770491803,1000.0,-1120.85,124.938,935,1004.91,9.58914454439,0.0,1000.0,935,85.0,0.178948,3.0,1000.0,1002.56287557,99.9956828753,24.1773760209,1002.26910262,5348.4
410.478,1002.68,10.0510204082,1000.0,-1120.7,124.906,936,1005.2,11.7111254003,0.0,1000.0,936,81.0,0.517743,3.0,1000.0,1002.94833877,99.9956828753,23.7383940757,1002.68902688,5491.41
410.745,1004.04,9.76923076923,1000.0,-1122.16,124.944,937,1006.74,10.9835810761,0.0,1000.0,937,60.0,0.35345,3.0,1000.0,1004.18707299,99.9956828753,24.0506405438,1003.99184863,5330.83
410.974,1002.34,9.39622641509,1000.0,-1123.28,124.982,938,1004.74,11.9469576496,0.0,1000.0,938,97.0,0.447217,3.0,1000.0,1002.61150158,99.9956828753,23.3288887247,1002.42564554,5278.11
411.263,1003.65,10.3402061856,1000.0,-1123.88,125.052,939,1005.93,12.3052973237,0.0,1000.0,939,65.0,0.402844,2.0,1000.0,1003.84842174,99.9956828753,22.7357119569,1003.65819373,4815.04
411.526,1004.47,9.54807692308,1000.0,-1123.43,125.115,940,1007.25,11.3560216216,0.0,1000.0,940,61.0,0.271346,3.0,1000.0,1004.62902022,99.9956828753,24.0280693659,1004.4656575,5283.68
411.771,1003.85,10.1515151515,1000.0,-1122.87,125.115,941,1006.28,11.4727288735,0.0,1000.0,941,69.0,0.355185,3.0,1000.0,1004.06441294,99.9956828753,22.6701548088,1003.8318731,4967.9
412.037,1003.39,9.80392156863,1000.0,-1125.31,125.112,942,1006.04,14.9194170204,0.0,1000.0,942,135.0,0.329355,2.0,1000.0,1003.67663433,99.9956828753,23.1991807803,1003.42977151,5202.51
412.17,1005.78,10.5425531915,1000.0,-1124.95,125.135,943,1008.68,15.4759008906,0.0,1000.0,943,112.0,0.197452,3.0,1000.0,1005.94885973,99.9956828753,24.4459195401,1005.74228649,5624.36
412.354,1009.26,9.91,1000.0,-1126.04,125.212,944,1011.74,11.9925768707,0.0,1000.0,944,68.0,0.0780122,2.0,1000.0,1009.39876142,99.9956828753,22.7386786968,1009.24885705,4895.36
412.678,1007.9,10.1666666667,1000.0,-1127.61,125.277,945,1010.31,14.0991035964,0.0,1000.0,945,114.0,0.0792489,3.0,1000.0,1008.0374796,99.9956828753,22.7540464422,1007.89563907,5253.79
412.886,1007.24,10.989010989,1000.0,-1127.56,125.306,946,1009.89,16.0229879541,0.0,1000.0,946,103.0,0.0308112,3.0,1000.0,1007.46554592,99.9956828753,23.2544015161,1007.26033432,5390.85
413.144,1007.58,10.3267326733,1000.0,-1128.72,125.365,947,1010.16,13.4076296521,0.0,1000.0,947,71.0,0.0273449,3.0,1000.0,1007.77397461,99.9956828753,22.7914482658,1007.60689305,5311.33
413.337,1007.1,11.1460674157,1000.0,-1127.28,125.456,948,1009.62,15.7904469497,0.0,1000.0,948,96.0,0.0248554,3.0,1000.0,1007.27812281,99.9956828753,21.9741140344,1007.11090469,4962.9
413.52,1006.76,11.8705882353,1000.0,-1129.63,125.499,949,1009.39,15.2190192428,0.0,1000.0,949,91.0,0.0857471,3.0,1000.0,1006.89973356,99.9956828753,23.0417326209,1006.74862985,5279.21
413.821,1009.25,11.202247191,1000.0,-1129.87,125.564,950,1011.65,12.4405821744,0.0,1000.0,950,78.0,0.204396,2.0,1000.0,1009.38381185,99.9956828753,21.7395538038,1009.23196456,5151.74
414.124,1009.92,10.6555555556,1000.0,-1131.02,125.678,951,1012.76,26.212872627,0.0,1000.0,951,233.0,0.0546214,3.0,1000.0,1010.06004637,99.9956828753,23.5550267285,1009.87390738,5769.17
414.401,1009.28,8.87068965517,1000.0,-1129.0,125.719,952,1011.93,10.1084892391,0.0,1000.0,952,59.0,0.0271585,3.0,1000.0,1009.46392896,99.9956828753,23.2133801981,1009.31102851,5156.2
414.625,1008.75,8.45,1000.0,-1128.66,125.826,953,1011.26,9.25279237132,0.0,1000.0,953,66.0,0.14157,3.0,1000.0,1008.95253353,99.9956828753,22.3962966198,1008.79412195,5254.45
414.848,1012.79,9.67326732673,1000.0,-1131.51,125.885,954,1015.39,11.7693248802,0.0,1000.0,954,70.0,0.0894254,3.0,1000.0,1012.9281847,99.9956828753,22.7098704446,1012.78808536,5186.14
415.101,1013.39,10.5773195876,1000.0,-1133.03,125.889,955,1015.79,17.5186704831,0.0,1000.0,955,129.0,0.448789,3.0,1000.0,1013.55686498,99.9956828753,22.497478713,1013.4396927,5368.79
415.399,1014.39,9.31775700935,1000.0,-1132.45,125.944,956,1016.76,11.5099291803,0.0,1000.0,956,71.0,0.223297,2.0,1000.0,1014.52191111,99.9956828753,21.9898203416,1014.36608814,5132.14
415.749,1012.74,8.87610619469,1000.0,-1131.89,126.058,957,1015.22,8.19252059429,0.0,1000.0,957,47.0,0.0411984,3.0,1000.0,1012.87060322,99.9956828753,22.9329099775,1012.73354532,5333.82
416.038,1011.65,8.90178571429,1000.0,-1131.78,126.196,958,1014.03,9.7330070062,0.0,1000.0,958,57.0,0.112657,2.0,1000.0,1011.81790448,99.9956828753,22.191435408,1011.6650749,5387.67
416.362,1013.13,9.53846153846,1000.0,-1131.1,126.262,959,1015.6,9.75953486136,0.0,1000.0,959,54.0,0.109265,3.0,1000.0,1013.32234454,99.9956828753,21.8180250448,1013.10300745,5018.17
416.587,1010.95,9.17431192661,1000.0,-1129.77,126.345,960,1013.5,10.055665286,0.0,1000.0,960,65.0,0.11963,2.0,1000.0,1011.08338946,99.9956828753,22.187864209,1010.88954125,5270.72
416.863,1011.23,8.50847457627,1000.0,-1132.59,126.413,961,1013.93,7.86188591977,0.0,1000.0,961,39.0,0.262015,3.0,1000.0,1011.39774069,99.9956828753,22.9677698143,1011.23792912,5219.79
