AverageReturn,AverageEsReturn,QFunRegParamNorm,AverageQLoss,AverageAbsQYDiff,MinReturn,MinEsReturn,Epoch,AveragePolicySurr,MaxEsReturn,AverageAction,AverageAbsQ,Iteration,StdEsReturn,AverageDiscountedReturn,AverageQ,PolicyRegParamNorm,AverageY,StdReturn,AverageAbsY,MaxReturn
750.717144472,231.038730766,76.6266,3.39247,0.714677219156,119.345636006,20.9595180382,314,-34.3432,574.812077949,0.781088,33.7716,314,165.511280671,168.722377939,33.7348,62.5115,33.7367961728,825.210510744,33.7589408514,3227.84457786
742.000944131,332.329243222,76.7193,2.58248,0.689931663704,395.521644648,16.4901985716,315,-34.2708,673.162994715,0.847604,33.6959,315,237.233311324,227.203823088,33.6532,62.5257,33.6551918199,291.520161287,33.6813022775,1367.64019729
1469.67755282,223.56743355,76.8464,3.3337,0.729241613145,321.782808894,21.0450888667,316,-34.3465,906.010585396,0.836596,33.7609,316,248.809564575,227.779076038,33.7155,62.5816,33.7149411349,576.19094637,33.7394868929,3242.6618107
1345.98270337,239.146615204,76.9694,3.05894,0.713913358279,813.403617953,12.9964969755,317,-34.3644,953.494309969,0.781852,33.7893,317,292.251950955,234.333494114,33.744,62.6869,33.7478241578,430.488297475,33.7750464877,2414.75131622
1646.22802601,363.600847233,77.0402,2.49642,0.686480473985,316.228752391,14.7631359056,318,-34.4007,703.611574529,0.823085,33.7873,318,231.386537596,234.211427537,33.743,62.7028,33.7440644026,624.778669745,33.7701149554,3264.42721826
832.334004656,286.156829023,77.1787,3.14897,0.717558704321,230.503420461,11.5117114003,319,-34.3438,680.878222117,0.825626,33.7661,319,211.704642467,176.265545548,33.7263,62.7097,33.7267348597,840.081932367,33.7477397482,2717.21849635
817.897124909,437.2929163,77.2297,3.4218,0.716079357341,649.168737167,37.1535737809,320,-34.583,1041.08035417,0.854308,34.003,320,348.382774712,216.402934313,33.9698,62.8128,33.9730805297,119.824432712,33.9879336348,1120.12739481
1144.99198766,351.563676118,77.2826,2.93533,0.691834987072,544.953627083,18.0322220735,321,-34.4655,652.668269016,0.833109,33.8691,321,235.450782772,232.677438977,33.8386,62.9412,33.8412382722,439.681018905,33.8562549076,2868.83164079
1180.95555701,191.925147879,77.4556,3.21874,0.727473651977,820.689984662,49.4132753525,322,-34.4808,543.50804967,0.867906,33.8798,322,148.15258975,221.010704308,33.8496,62.9772,33.8502319909,220.346577677,33.8662201925,1574.53295075
2523.29396452,460.39059888,77.5568,3.28224,0.725238102324,1643.65398808,220.779879315,323,-34.3658,1011.80972103,0.842564,33.7865,323,286.326736003,211.929837946,33.7531,63.0237,33.7558295767,437.308068758,33.7706706709,3037.23173175
2691.94031311,232.026314482,77.6352,2.84504,0.677730336092,1257.6698381,12.6063934711,324,-34.2693,463.787414373,0.846905,33.7234,324,142.080836021,216.212614274,33.6833,63.1216,33.6827123753,503.320696998,33.7037204673,3063.87903802
1436.43575173,261.812488302,77.7284,3.00935,0.697521851422,372.021176005,9.53388764051,325,-34.436,1309.82542637,0.862052,33.8808,325,432.41642673,197.050383783,33.8417,63.1974,33.8433252576,686.368027458,33.8617075003,2936.9798263
1164.07989934,428.526119827,77.8229,3.51757,0.740162865362,594.776163305,138.473749026,326,-34.3198,688.657315013,0.83096,33.7478,326,219.804189981,222.027750759,33.7061,63.2953,33.7080912213,579.543543244,33.7330178067,3080.38896404
987.986048358,270.476916241,77.9276,3.47806,0.725934899174,579.621098934,22.4613467182,327,-34.3105,630.949834759,0.926115,33.7284,327,208.339173659,217.364220899,33.6828,63.3468,33.6834524099,375.729677556,33.711568382,2274.81828552
645.665389702,444.562878558,78.0163,3.31565,0.70222271476,437.805788115,57.8966713818,328,-34.3049,900.44876615,0.87757,33.7563,328,317.180994785,191.490088632,33.7078,63.4097,33.7089742059,124.725760957,33.7421087924,986.586643325
946.917094232,477.699604113,78.1708,3.36993,0.705819846496,369.964625054,80.7683876412,329,-34.1342,824.744548545,0.852869,33.576,329,272.753278984,203.563002195,33.5213,63.487,33.5271554563,448.63939778,33.5646047926,2401.50260039
1219.96374516,359.704270656,78.2594,2.77266,0.674958264252,630.408693717,12.0960388506,330,-34.0766,727.562874834,0.851258,33.5388,330,282.987954063,197.956572307,33.491,63.5471,33.4896226161,365.565500378,33.5238406223,2019.24540123
867.508054443,348.887338904,78.3421,2.8319,0.686519965113,502.07839597,32.7195808658,331,-34.0538,816.72437557,0.837406,33.5411,331,252.101211728,215.605882134,33.4918,63.6188,33.4936770383,203.908651239,33.528812584,1461.38123338
936.594235173,348.235598757,78.4838,3.10751,0.71177581866,458.358791235,27.4830826732,332,-34.0677,884.062308594,0.831376,33.5475,332,276.784603694,220.698621369,33.4936,63.7024,33.4957206238,458.003329273,33.531936487,2648.41394877
771.6404574,670.58434632,78.6083,2.69696,0.678944738003,578.057466553,272.418858393,333,-33.9718,835.544050527,0.862465,33.4104,333,202.564073504,220.763551055,33.367,63.7451,33.368297045,201.462388408,33.3962803945,1260.70578151
776.84927025,351.944933117,78.6966,3.19688,0.718341342906,626.97029498,44.8252293993,334,-34.0612,680.542429629,0.856468,33.514,334,256.447894052,216.918681185,33.4682,63.8745,33.4706334199,170.062982275,33.4951781048,1308.85292843
707.46277203,482.459731755,78.8001,3.24177,0.697757595186,288.555369521,22.0052937331,335,-34.028,1185.61382211,0.872261,33.4942,335,362.535755064,205.650605626,33.4508,63.9651,33.4505755978,254.257098501,33.4768178037,1737.31792088
610.967986634,325.959460492,78.927,3.78817,0.722405851555,255.255706657,34.6940531712,336,-33.9702,761.541946163,0.903697,33.4406,336,245.545869153,174.459215537,33.3976,64.0576,33.399690942,396.40809377,33.4256285892,2078.1202797
830.582664032,456.45372426,79.0217,2.89969,0.673828897107,293.236756683,180.040391525,337,-33.9005,649.984788187,0.895085,33.387,337,185.976036609,201.549570446,33.3426,64.082,33.3441513673,390.799269062,33.3694337255,1787.7168688
405.249887691,726.703174434,79.1069,2.5792,0.657951486741,269.547996182,340.78581875,338,-33.8239,1464.20272329,0.909822,33.3362,338,435.470949399,162.429202148,33.2942,64.1125,33.2956379552,221.545061509,33.3193570437,1267.47984496
386.660258352,508.858046634,79.1664,2.72488,0.663329093648,264.084191257,133.246787606,339,-33.7581,1012.02759627,0.922973,33.2386,339,317.264126913,160.054835983,33.1925,64.2596,33.1953713483,287.859960207,33.2223567362,1891.2713815
283.027422523,394.414328059,79.2967,3.35356,0.713228149125,241.366726028,80.032897992,340,-33.7109,584.046518286,0.912792,33.1805,340,174.087655727,147.138079752,33.1364,64.3821,33.136926564,15.4794447167,33.162571965,322.61823112
298.738806342,282.069454566,79.4406,2.92692,0.68579805445,267.54663444,22.3050493387,341,-33.8133,614.47429594,0.895474,33.2926,341,185.92637658,148.999001367,33.2446,64.4311,33.2470927269,90.1846553728,33.2739599011,947.28807307
627.733557802,500.07849192,79.531,2.58661,0.664919424935,280.89161233,335.446762853,342,-33.7442,647.202607233,0.894897,33.177,342,124.425407138,178.574465867,33.1319,64.488,33.1339895688,417.281418981,33.16127292,1702.97594843
283.096222546,585.447761276,79.5892,3.35276,0.710757181032,246.856159015,124.706259654,343,-33.6973,863.149739856,0.875723,33.178,343,285.673808385,143.378591199,33.1313,64.5436,33.1331159666,125.120900898,33.1593148906,1355.20182526
1063.5062564,438.438587804,79.6813,3.03868,0.690256446253,632.521233574,18.9496913248,344,-33.5806,1129.53858528,0.867331,33.0394,344,366.379222281,222.253604845,32.9908,64.5742,32.9895749131,525.07231527,33.0131516137,2565.9203666
260.518908469,195.955400106,79.7938,3.35713,0.702568383789,234.064773046,55.1890527986,345,-33.6799,398.787066613,0.887975,33.169,345,116.802456619,139.222762791,33.135,64.6363,33.1376160913,55.4769350938,33.1517494696,607.061606009
234.614728005,282.004241929,79.9376,2.80851,0.660125495623,93.1564907799,76.6159984171,346,-33.6823,579.315321594,0.885936,33.1789,346,183.425718388,107.286798651,33.1424,64.7857,33.1438806646,402.250921868,33.1631069821,2914.22217688
1311.06276423,461.246408724,80.0356,2.98855,0.67400561798,289.279051355,136.894609286,347,-33.5194,999.11286594,0.867952,33.0516,347,310.626371867,213.984676735,33.0128,64.8213,33.0131978739,724.308563425,33.0332763514,2903.58403106
253.113485991,209.633640301,80.1651,2.9001,0.683786864679,186.51514147,19.0366523283,348,-33.3632,798.720815242,0.920255,32.8584,348,257.417871056,136.889164228,32.8282,64.9181,32.8337540166,24.7488008253,32.8457794965,286.326947257
314.480591615,420.603988835,80.271,2.56982,0.667079550882,251.032320224,31.9046342152,349,-33.3942,1163.83515554,0.910556,32.8707,349,362.906610026,151.405699234,32.8353,64.9354,32.8349315296,128.19379283,32.8512735831,1153.01252764
822.617477374,440.804258793,80.372,3.0267,0.685281610384,312.427920058,51.0283801176,350,-33.3539,1133.66669343,0.848493,32.8395,350,374.404994568,192.782058663,32.8106,64.9833,32.8116904549,301.527265439,32.8217973835,1669.74894729
370.090257376,358.247994899,80.4643,3.05508,0.68417174777,258.889873752,43.6990658016,351,-33.2604,801.242100458,0.883448,32.7715,351,276.385546023,153.977866377,32.7347,65.0676,32.736752473,245.536037134,32.7519960835,1514.85288988
991.414161574,357.563267626,80.5552,2.88972,0.661328071141,327.251560952,31.5112766695,352,-33.252,656.486449222,0.825475,32.744,352,178.446980176,202.565618938,32.7148,65.1094,32.7153244483,517.444983358,32.7300081371,2652.30554793
429.938205517,688.774245849,80.6628,2.97592,0.674948888663,211.996988784,149.441399821,353,-33.2048,1240.71318128,0.901125,32.6773,353,393.080868903,149.153354539,32.6416,65.2082,32.6436865616,368.223086162,32.6626867345,1619.83456198
1586.4095185,522.21031662,80.7606,3.0793,0.693886264052,908.989015053,31.5717093112,354,-33.1762,876.179822064,0.847868,32.6512,354,314.657486498,225.510053697,32.6111,65.3164,32.6119583163,473.077042688,32.631994605,2427.62805873
1431.12583367,416.400045899,80.8921,2.97302,0.687265629244,272.290733709,186.482650092,355,-33.1634,580.296410597,0.893964,32.6635,355,167.076041603,200.699004143,32.6322,65.3917,32.6332661404,1007.48631509,32.650385765,3057.76114436
348.899354083,396.757917223,81.0267,2.97324,0.672962918705,180.085113882,49.1949641699,356,-33.1678,835.465301856,0.923825,32.6555,356,268.813684092,136.209455931,32.6244,65.481,32.6283780559,414.376634278,32.6411575965,2775.76897796
1854.26045442,672.054285406,81.1451,2.77312,0.670085400845,534.540268598,40.0350212665,357,-33.2026,1645.79987251,0.878067,32.6648,357,614.399680713,218.707438562,32.6288,65.517,32.626578591,866.49993212,32.6412760059,3064.56605806
1133.8797008,528.320593165,81.2892,2.79449,0.672532417134,578.419962189,264.786529507,358,-33.1473,1000.42558089,0.864574,32.6451,358,259.793786568,203.539891122,32.6139,65.5798,32.6176725984,488.723116252,32.6316274884,2502.17274216
1987.44167317,645.405289226,81.3807,3.15008,0.692967063754,608.177602123,155.832067972,359,-33.0826,1266.432952,0.837666,32.5756,359,459.591263887,213.293606882,32.5422,65.6793,32.5441032968,725.001847042,32.5608820172,2642.06955482
2183.53179279,326.63966504,81.4367,2.60587,0.643032237084,1303.55070521,75.1633976982,360,-33.076,595.003750091,0.782723,32.5788,360,166.108833529,239.553220605,32.5477,65.7468,32.5495895309,735.1866405,32.5627314987,3274.13153997
1395.77032934,394.40474056,81.5289,2.65884,0.667857622967,930.268913756,49.2993674906,361,-33.0503,645.843022222,0.848477,32.5592,361,228.958033128,241.921451025,32.5244,65.8181,32.5269047914,413.974459068,32.5459108309,2519.58637977
2270.99907283,288.715207715,81.6655,2.67034,0.656949483389,924.416537565,32.2232558255,362,-33.1881,681.588819729,0.832624,32.6722,362,220.89501605,224.732574054,32.6367,65.829,32.6333447679,670.847511346,32.650469579,2994.6092757
2308.83365354,280.202178092,81.7707,2.38929,0.650031861956,528.05776768,11.8694138147,363,-33.0572,634.059907917,0.906147,32.5478,363,245.284090237,220.104270181,32.5144,65.919,32.5187078737,636.225292493,32.534834601,2736.16322451
2485.89223781,476.489765244,81.8846,3.18066,0.689380401293,964.301285808,118.429940984,364,-33.1219,930.667171674,0.897904,32.6169,364,320.626094979,233.727539076,32.5821,66.0049,32.5846937591,638.653409666,32.6018125158,3101.45620391
1165.48676943,245.716808224,82.0114,2.42389,0.647351780912,260.801572204,63.2696952423,365,-33.0976,590.262443757,0.910881,32.6066,365,183.060256408,190.932799251,32.5753,66.0571,32.5771160703,1069.79307897,32.5899153802,2974.70123505
1825.0815165,453.863550462,82.1649,2.89908,0.666889333034,768.906709519,63.4689060134,366,-33.0233,1226.47630012,0.863733,32.5093,366,399.906661855,227.049974537,32.476,66.0858,32.4782055101,909.38560779,32.4953399706,2939.06860379
531.203852079,451.814030589,82.2846,2.90832,0.676502972829,263.560398499,55.8612585996,367,-33.0005,675.642941117,0.897913,32.4866,367,221.527293452,189.321446162,32.4503,66.126,32.4522579359,271.896614259,32.4675623114,2086.32141824
2248.02668784,287.112382609,82.4028,3.02876,0.689389027111,1225.63451563,9.3507713324,368,-33.0617,644.012434948,0.883932,32.5649,368,194.495068619,223.091590054,32.528,66.2188,32.5282707767,583.842617539,32.5516167228,2748.75079117
1473.43480726,261.072064376,82.5134,2.86606,0.674157747197,676.576052148,62.6020125701,369,-32.91,576.181139519,0.818967,32.4134,369,180.919646347,217.834696384,32.3767,66.2471,32.3786864698,530.584296461,32.3993235228,2727.30203313
725.04620661,354.804676796,82.6209,2.86267,0.669348484844,391.083449138,148.680973655,370,-32.983,730.380512732,0.854581,32.5048,370,226.609139108,185.225767118,32.469,66.2848,32.4703880445,240.252830935,32.4891706109,1171.9383836
925.855883031,386.054075793,82.7506,2.78669,0.665121299548,542.836622973,41.1095762968,371,-32.9839,1058.55154397,0.795965,32.4831,371,335.113057836,220.675852211,32.4491,66.3104,32.4490203,244.561062574,32.4665962853,1583.47346888
466.646242007,285.000738812,82.8376,2.87105,0.646804993902,193.770197181,26.6952570122,372,-32.9573,761.939229157,0.913755,32.494,372,234.768282353,173.650856228,32.4597,66.3885,32.4618697006,144.921808335,32.4802175526,859.525893083
407.045388959,325.821329036,82.9202,3.20006,0.677410925902,279.003881805,117.160633897,373,-32.6283,670.540908247,0.903736,32.1852,373,213.741473344,157.312971201,32.1511,66.4498,32.1527713981,89.8065866531,32.17360119,718.121667981
1009.04711509,458.410175931,82.9743,2.9204,0.668507202402,644.252994805,134.754021903,374,-32.7995,830.842379469,0.843032,32.3398,374,210.791211871,234.035268904,32.3026,66.5199,32.3030766678,447.123242012,32.3245749869,2845.12660485
1398.82648456,377.113554869,83.0634,2.56807,0.633909812758,763.602696017,33.1887544658,375,-32.6814,904.639721914,0.817565,32.2133,375,282.78523694,243.072510196,32.1724,66.5749,32.1743417331,569.073276786,32.200454021,2700.27128073
1248.00144644,308.834002616,83.1629,2.7348,0.64960436001,496.091600379,80.9437536078,376,-32.6646,703.117480815,0.808808,32.225,376,243.393017649,206.908899846,32.1836,66.671,32.1855445102,520.406014289,32.2117863256,2226.67490921
1514.53836449,875.618459358,83.2549,2.73523,0.65370122272,478.331583209,574.30608807,377,-32.6776,1162.38989283,0.845152,32.235,377,275.224948024,213.572812896,32.1891,66.7494,32.1911506844,786.706543625,32.2159054834,3051.41375249
872.022227698,348.532051971,83.3344,2.86384,0.67312496134,403.190395601,9.6673974409,378,-32.6156,653.868809816,0.801706,32.163,378,227.266051624,212.44274989,32.1168,66.7864,32.1179028167,284.621671231,32.1470079301,1526.42472752
2493.12798197,561.656770777,83.4743,2.95534,0.656007646754,1550.35596446,267.614987044,379,-32.5121,1085.10944136,0.781065,32.0738,379,265.148395493,237.904662268,32.0254,66.8743,32.027250338,553.965506643,32.0629157714,3212.97581466
915.224254168,553.753885405,83.5612,2.68183,0.651002872474,571.073504198,32.455960108,380,-32.5648,1347.34524126,0.823254,32.1502,380,436.950789059,226.508069933,32.1028,66.9417,32.1022089451,563.262371143,32.1330677787,3345.79557224
2384.33173915,445.475493518,83.621,3.12378,0.674268565139,804.884189444,20.2453704177,381,-32.6107,718.211754295,0.790067,32.1816,381,261.991396019,220.434375847,32.1372,67.0188,32.1375954341,771.7621321,32.1628172195,3108.35974709
1100.36021141,505.919970873,83.7086,2.39136,0.636036645875,73.9812169832,177.891315168,382,-32.4793,715.196879482,0.832789,32.034,382,206.539660988,225.779301608,31.9888,67.013,31.991505867,331.57946937,32.017178471,2014.12476884
1065.77851824,491.970346179,83.806,2.69784,0.655519168191,667.768012385,263.030481076,383,-32.4544,799.626367827,0.838747,32.0061,383,208.322057231,199.452076319,31.9665,67.1377,31.9683654702,477.800231609,31.9905833239,2908.80420501
1336.76560272,238.665036313,83.8861,2.65813,0.656355994873,423.873157502,50.8421322478,384,-32.4586,648.747718788,0.805472,32.008,384,196.901692147,200.81067936,31.9682,67.2307,31.9705419206,752.817128182,31.9931243904,2667.81486341
1050.80794568,227.161748523,84.0003,2.48483,0.631612509049,402.021445223,36.7002126049,385,-32.3507,518.244416231,0.84836,31.9056,385,153.70271229,192.228355435,31.8747,67.2903,31.8738883458,523.167942476,31.8899063167,2667.22299628
991.556136674,248.124921101,84.0936,2.67416,0.643628112726,216.415262677,44.6827973298,386,-32.2785,557.595755643,0.870099,31.8435,386,145.189969597,186.717876137,31.8117,67.3432,31.8139360032,677.621999865,31.8287658209,2650.83106126
1432.53369917,358.954237095,84.2036,3.01114,0.659478777377,564.521175026,28.5556351873,387,-32.3348,836.974069236,0.766922,31.888,387,299.312715407,221.02697042,31.8517,67.4757,31.854096843,766.637696901,31.8720616951,3194.58695369
1540.55009008,542.2437434,84.3332,2.81698,0.648940938426,591.443349144,262.995914407,388,-32.2132,872.14578589,0.814277,31.7593,388,200.364826854,227.792009334,31.7299,67.5337,31.73266489,495.322664598,31.7482102179,2387.50138706
1856.2633731,338.778642919,84.4569,2.98265,0.669838151378,721.059809899,110.135825713,389,-32.1751,752.569500638,0.837416,31.7327,389,222.380663034,231.455892123,31.6987,67.5782,31.6991786549,800.344368296,31.717291125,2793.79263492
1903.50770626,434.641001859,84.5623,2.53706,0.634136709713,770.882959938,88.5107427363,390,-32.1576,840.795407787,0.814324,31.7087,390,258.587636213,220.005477032,31.681,67.6545,31.6799972517,830.188266592,31.6934045485,2978.31839973
1142.09147979,421.129370115,84.6297,2.95505,0.66522617858,588.709014595,127.183124139,391,-32.2206,1005.56415269,0.853048,31.8067,391,313.658435149,219.02403184,31.7795,67.7224,31.7820497592,563.892323751,31.7943457987,2632.91891214
1124.78795225,562.686101734,84.6918,2.40936,0.622507115336,575.245983842,137.677327596,392,-32.1559,964.934190591,0.808029,31.7207,392,296.596629785,248.473991743,31.6863,67.7821,31.6883616977,255.519575221,31.7022514107,2034.29961995
1510.16275384,346.029659171,84.7859,2.77391,0.656708974942,816.453165238,85.3947981446,393,-32.0033,629.735575845,0.843513,31.5538,393,200.566950755,214.958341452,31.5186,67.9263,31.5195609552,523.104211778,31.5378614403,2601.43507467
1839.48284358,376.310918802,84.8475,2.36839,0.619807726021,473.627493522,50.3617374962,394,-32.128,826.812521099,0.844127,31.6827,394,249.757885474,216.169821542,31.6374,67.9617,31.6377262423,915.014404913,31.6698479614,3182.61787565
1539.41432541,622.538333174,84.9512,2.61335,0.645927997595,382.494528851,145.376491692,395,-32.1482,1231.67320041,0.875431,31.6949,395,453.290980194,200.805444859,31.6547,68.0341,31.6573560437,818.121282612,31.6790953365,2871.45132698
1884.73810093,423.190018752,85.0843,2.96809,0.66931831048,784.477324787,36.1516830539,396,-32.2344,785.816511566,0.844214,31.7536,396,244.064817504,226.440356305,31.724,68.1123,31.7257815741,820.844244018,31.7423625962,3208.16073216
1938.89239929,252.811825565,85.1736,3.05581,0.664289756447,425.658198544,14.6439418304,397,-32.1929,761.334047096,0.831999,31.7312,397,252.304314644,222.031137683,31.7041,68.179,31.7023970294,871.368346582,31.7132322142,2904.19936483
1002.25826102,467.891544676,85.2891,2.87018,0.64198131389,238.08548049,78.5534130466,398,-32.0948,1027.72851558,0.853477,31.6324,398,322.986146442,210.193648733,31.6038,68.2616,31.6061865798,687.577496565,31.6168786537,2437.02512739
746.454810865,272.625979574,85.4478,2.67657,0.630456140122,245.379025389,26.2163892898,399,-32.1236,812.349031125,0.87885,31.7032,399,315.618427289,179.226829777,31.6722,68.3361,31.6735638678,425.150604578,31.6868850271,1468.55201059
384.747806235,333.342460691,85.5391,2.33407,0.636269000338,184.329865069,29.3265524795,400,-32.1174,555.528195294,0.910297,31.6459,400,168.047866211,161.960645117,31.6183,68.4227,31.6206015754,204.82600191,31.63278615,932.03037299
551.770897282,394.789330071,85.6384,2.76419,0.641886450312,246.162405227,61.8467960392,401,-32.0028,765.397277106,0.893237,31.5372,401,231.445467994,169.062440982,31.5136,68.4472,31.5156354698,326.96975844,31.5262722878,1330.5961902
372.631317551,263.075622311,85.6952,2.92075,0.675442478848,63.108650841,23.2073855483,402,-32.1119,546.741036979,0.935446,31.6622,402,175.486472008,131.92038708,31.6342,68.4521,31.6373420227,314.183830042,31.6472195218,1137.99487298
1214.03663289,291.285138522,85.7827,2.58977,0.638735111898,492.115838029,16.6011877817,403,-32.0294,861.566504979,0.889713,31.583,403,289.641834613,217.19082026,31.5551,68.5456,31.5543803222,326.971575714,31.5657008842,2146.16867747
1047.24512361,587.505653995,85.8667,2.8649,0.659296761314,297.961562171,309.842807163,404,-32.0058,1259.83281774,0.900437,31.5486,404,347.905849548,201.916425151,31.516,68.6051,31.5161397587,457.638956213,31.53029127,1948.70309562
450.435218791,216.10958406,85.9943,2.84134,0.64594597259,240.00741274,51.4301052092,405,-32.0655,1274.30351644,0.898002,31.5921,405,342.185436781,168.064043714,31.5591,68.6431,31.5615981198,201.239573409,31.5737609868,982.959224454
455.185693706,283.732460416,86.1535,2.68922,0.648952501611,255.055490646,24.9144742258,406,-31.9949,608.739407642,0.9257,31.5648,406,216.767677539,172.650206123,31.533,68.7108,31.5332706643,223.720099616,31.5514047352,1166.42240257
394.593297538,336.578747791,86.2625,2.6336,0.632787302861,295.039955648,116.9010091,407,-31.9283,495.266615291,0.884266,31.4838,407,146.291491821,174.45646723,31.4502,68.8225,31.4520202619,87.2079352335,31.4708677253,575.038770466
488.890655315,473.860353297,86.3338,2.77599,0.641640976364,298.442712121,43.0747166849,408,-32.0041,969.640754841,0.902236,31.5551,408,276.568377675,172.30507729,31.5112,68.8815,31.5146920793,138.570076832,31.5426696761,972.142216496
479.904678035,306.509862665,86.5308,3.1818,0.664762692281,392.529087491,105.727964936,409,-31.9632,487.630096589,0.859863,31.4972,409,152.317202942,168.0533654,31.4553,69.0117,31.4549001436,99.7326946403,31.4840480568,870.727911262
641.762273213,254.689604038,86.5948,2.59768,0.633490247895,483.918067919,18.0023138606,410,-32.1005,587.813414543,0.893252,31.6552,410,185.71927198,204.192149469,31.6117,69.0761,31.6121514406,100.678555517,31.6401673593,897.849250578
468.548592154,313.764900286,86.6963,2.92455,0.659284245482,295.900575781,91.466877066,411,-31.9532,563.271509927,0.907205,31.5119,411,183.118230937,181.153463034,31.4722,69.1748,31.4740384624,86.2905160492,31.4941137166,708.517062906
901.541334291,257.022685124,86.8208,2.85391,0.654947959997,518.938681354,48.4947313405,412,-32.0208,461.485961032,0.858855,31.5653,412,149.768395684,227.596498534,31.5296,69.1884,31.5292643639,198.540987466,31.5493005729,1385.41705424
508.187916957,237.211893719,86.9169,3.46951,0.690403641474,269.126054624,29.4672486416,413,-31.8798,644.274572082,0.890219,31.4414,413,224.098703701,179.875494448,31.4036,69.2347,31.4062144221,260.869545005,31.4279989014,1236.50163356
793.147443019,357.438867348,87.0493,2.7099,0.633693029983,297.688600018,42.0243407756,414,-31.9122,742.739837761,0.866802,31.5031,414,215.535252699,215.104526281,31.4625,69.2737,31.4638186866,193.833985844,31.4888588308,1171.87187138
968.439355988,225.263095278,87.2001,2.55687,0.638902608642,800.941308442,15.1091017266,415,-31.9155,631.091031276,0.846813,31.4682,415,206.997312163,231.020042706,31.4281,69.3782,31.4279785634,112.685924368,31.4509111199,1215.04154802
1089.04731008,544.185553323,87.3188,2.55796,0.634068948388,767.087556536,127.611935825,416,-31.8726,1112.83485873,0.841423,31.4117,416,297.97618837,242.931795423,31.3745,69.4509,31.3774251098,223.807558241,31.398859004,1778.76124452
488.264118647,223.006904249,87.3948,2.32208,0.628629692152,348.040898847,19.6947671857,417,-31.9112,688.906058209,0.881187,31.4668,417,214.081464814,193.635885163,31.4296,69.4547,31.4294659113,75.4301673085,31.4501638668,660.529252756
975.126927685,301.950051022,87.5105,2.95087,0.656307260491,565.992879667,10.7200364856,418,-31.8928,581.887373764,0.863839,31.4381,418,226.736696342,238.350365859,31.4026,69.5534,31.4048089756,181.204373311,31.4249799736,1335.33571911
1247.53020361,459.829796956,87.6156,2.6489,0.649580465274,757.657964195,65.636411252,419,-31.9106,815.256597716,0.925602,31.4389,419,242.586443033,219.988678641,31.406,69.613,31.4066941059,577.127123401,31.4226504951,2817.28875697
1160.84489025,415.873326408,87.7214,2.36962,0.625006667902,555.516318281,76.7628236449,420,-31.8623,1108.32497323,0.90632,31.4286,420,387.362068486,223.234400473,31.3913,69.6324,31.392237993,314.704718985,31.4138244812,2124.82931375
976.199328838,301.077715768,87.7908,2.64474,0.65713694141,45.9691853001,93.3178889352,421,-32.0068,578.814724677,0.918071,31.5439,421,166.159517475,215.217985441,31.5025,69.6751,31.5044649293,496.902253554,31.5306705175,2428.66831079
1336.02414514,376.44363809,87.8711,2.42804,0.629716684222,531.914892503,74.7375947537,422,-32.0163,952.60278608,0.918595,31.5903,422,293.316871831,229.161969612,31.5521,69.7776,31.552708636,553.619219094,31.5740388261,3070.91613948
869.204376816,328.148354193,87.951,3.01264,0.673235785055,340.449342938,95.3366194643,423,-31.8779,568.925953013,0.914825,31.4467,423,191.009377095,223.166766662,31.4103,69.7766,31.409339487,280.491353745,31.4290030674,1297.38778278
984.219932311,226.957556624,88.0149,3.05685,0.673082867504,660.396069937,70.0839373105,424,-32.0004,437.887765647,0.900014,31.5509,424,109.328503665,223.327577071,31.5209,69.8393,31.523235896,214.104193918,31.5356252806,1760.14556228
905.294129067,259.066966667,88.092,2.82151,0.644518949578,427.039253936,58.8347769763,425,-31.9399,616.416959748,0.890961,31.5033,425,176.866855201,225.617731331,31.473,69.8573,31.4746178853,366.063954992,31.4893798129,1917.0801611
1234.33787676,592.786155037,88.1682,2.87316,0.66828318997,845.367635404,195.369700989,426,-31.9069,800.058146498,0.909386,31.4522,426,222.886125409,224.883264454,31.4213,69.8948,31.4232324639,294.219792354,31.4387174594,2025.65964639
1312.78234254,229.239045297,88.2489,2.56175,0.63878396038,387.842327086,63.6093936658,427,-32.0479,524.37990287,0.905818,31.5868,427,139.533680803,238.354090767,31.5582,69.9277,31.5591084543,463.966106954,31.5719938097,2550.14124267
1165.87392654,251.505103335,88.3277,2.39635,0.639340167768,745.254377762,57.2672657774,428,-31.8602,646.222701487,0.906985,31.4347,428,240.496966419,227.807712979,31.4022,69.9865,31.4028360072,206.635057833,31.4214008676,1696.98275367
1715.00663469,377.755151294,88.3982,3.18777,0.687069193306,298.58918383,186.244383845,429,-31.8973,818.400182033,0.8908,31.4842,429,216.238454197,230.159918174,31.4461,70.026,31.4491123677,922.993872011,31.4679755807,3144.56071104
1592.4236793,342.453545699,88.4672,2.41115,0.635653294714,866.055531942,50.7925382191,430,-31.9984,897.923009129,0.859239,31.5506,430,341.130907249,232.923143706,31.514,70.1267,31.5165119807,635.048726505,31.5397882968,2967.82080611
1878.81789882,336.409139173,88.5299,2.86148,0.655240150834,798.472400394,12.5696665897,431,-31.9077,1048.9120257,0.874598,31.4685,431,370.978077718,235.972955742,31.4369,70.2162,31.4378051586,702.816914943,31.4543396789,2846.15232091
