AverageReturn,AverageEsReturn,QFunRegParamNorm,AverageQLoss,AverageAbsQYDiff,MinReturn,MinEsReturn,Epoch,AveragePolicySurr,MaxEsReturn,AverageAction,AverageAbsQ,Iteration,StdEsReturn,AverageDiscountedReturn,AverageQ,PolicyRegParamNorm,AverageY,StdReturn,AverageAbsY,MaxReturn
366.639861548,208.701425836,21.0524,0.0541121,0.106993229102,268.498835669,53.8615584578,33,-3.62852,445.467894476,0.732472,3.36823,33,128.017266347,154.365575353,3.36517,22.9072,3.3662640229,37.0478185115,3.36717837273,443.149462696
328.006141158,356.84170336,21.447,0.047479,0.104017929878,129.902207898,167.283866132,34,-3.81494,519.738203962,0.737172,3.54961,34,122.488976874,109.108465095,3.54609,23.3476,3.54717768307,403.529409737,3.54818309554,1556.83781925
729.506191761,222.303495075,21.8572,0.0551003,0.109450963288,338.38891259,36.1915307473,35,-4.02392,377.666840283,0.767659,3.74755,35,112.665417515,169.350240482,3.74395,23.8349,3.744939087,326.604762301,3.74615876704,1520.84379691
335.211153272,215.282972786,22.3092,0.0658986,0.117312233564,158.160392467,44.4197066806,36,-4.18699,506.028412791,0.767448,3.90445,36,131.160652696,144.459690546,3.90104,24.2026,3.90168412137,77.5019050027,3.90251326706,527.209083998
314.711567336,185.751536903,22.7117,0.0684391,0.117564297838,155.678443225,4.53472628334,37,-4.37024,346.986036096,0.713515,4.08863,37,115.713610941,142.049194615,4.08521,24.522,4.08661435341,48.2262573776,4.08739667523,359.692692632
388.807867073,205.65235102,23.1291,0.0752386,0.121496007363,151.339134869,19.804601162,38,-4.53589,359.24894561,0.716592,4.26674,38,115.673717821,139.798346293,4.26285,24.8093,4.26398322959,51.801640846,4.26502217543,466.507464563
277.472493953,218.346933058,23.5514,0.0767852,0.124945933767,133.173391073,69.9252434808,39,-4.70745,422.392235826,0.86499,4.43161,39,145.332626349,138.13876629,4.42746,25.265,4.42830843535,36.0750136774,4.42942460548,356.603858749
311.083378331,177.600692561,23.9781,0.0816182,0.128247846429,199.23104674,18.0211732781,40,-4.88684,301.690469726,0.840186,4.60337,40,87.8721518703,145.065288672,4.59906,25.6824,4.60009387982,70.6588916082,4.60154786466,659.003630832
413.202869892,271.699049684,24.3449,0.0965273,0.134286842612,313.932537132,143.398403517,41,-5.0755,366.470828702,0.810539,4.7848,41,67.6583310171,147.058398639,4.78048,26.177,4.78156851416,135.167168531,4.78338253606,1055.10992995
246.913855835,274.265587015,24.7219,0.0924601,0.134774314969,146.484582543,100.947208956,42,-5.24513,624.954838527,0.765066,4.96252,42,149.291189082,127.7499736,4.95768,26.4784,4.95870515458,63.9079590666,4.9606594875,378.626038542
223.162233969,267.55357005,25.1048,0.107233,0.143444550364,121.881563799,59.111456463,43,-5.43043,508.779038398,0.764168,5.13679,43,132.204363201,106.756256933,5.13176,26.9515,5.13319741525,229.64293853,5.13490899338,1468.79157046
372.071264926,334.769806655,25.4726,0.105764,0.144269737931,114.086087836,73.9926469435,44,-5.58792,738.991393014,0.818429,5.29967,44,214.907559128,129.445761597,5.29484,27.3569,5.29617581719,278.625950407,5.29774772837,1072.0388802
316.012171546,237.859294567,25.7855,0.123477,0.15336440553,94.3155806206,118.261036021,45,-5.79437,451.38750692,0.821849,5.50549,45,119.988932708,147.873755102,5.50022,27.777,5.50171065392,149.2657057,5.50345957999,903.966321916
276.569139095,286.64817403,26.1174,0.125541,0.157399606365,180.067046977,174.584264133,46,-5.97098,445.714167018,0.854105,5.67628,46,89.7142967606,142.657480021,5.67112,28.197,5.67265768039,70.8661997609,5.67427699327,825.738925977
377.401317657,258.876250624,26.4805,0.124593,0.160396233127,361.649877961,67.1836435143,47,-6.15901,431.951507999,0.896818,5.83957,47,138.80738292,182.877930463,5.83423,28.5097,5.83532550313,10.0717111416,5.83703073694,417.044916163
513.53995972,327.075750459,26.8235,0.139267,0.166147585745,297.034767314,55.8830955152,48,-6.39973,608.213361333,0.839182,6.07753,48,197.761846512,177.028708627,6.07256,28.81,6.07430699187,214.513967065,6.07536040203,1799.27274736
516.672339026,365.720651558,27.2112,0.152179,0.167629719026,374.187901475,131.56996743,49,-6.54536,725.840089967,0.878726,6.22808,49,195.834836691,174.026335659,6.22289,29.0148,6.22446929977,89.8737482584,6.22538388266,915.328964485
279.214388595,267.686561181,27.532,0.193196,0.179546055554,202.70037248,43.5060397875,50,-6.74347,579.257763412,0.793836,6.42189,50,204.76381116,135.83845526,6.41623,29.3474,6.418134376,104.765557325,6.41932873113,779.874864666
726.617432748,298.614796664,27.9104,0.166976,0.174406334913,276.580154804,42.3745389842,51,-6.94022,488.233748205,0.811301,6.62129,51,121.876428162,181.499294898,6.61465,29.534,6.61544961995,241.821097072,6.61695803277,1491.48532151
341.735945667,265.669849142,28.2985,0.18121,0.181957479908,276.976709876,9.26996979449,52,-7.13625,444.718357396,0.819386,6.79689,52,157.33305116,160.638619195,6.79016,29.7602,6.79171639619,75.599882264,6.79356759085,713.985396516
302.5659955,336.11321367,28.6995,0.173247,0.181216175764,282.978927076,87.4256824371,53,-7.38743,850.162450197,0.80016,7.03974,53,222.214447618,154.427876604,7.03357,30.0979,7.03486779853,9.14897812787,7.03595127197,359.898383086
300.573813638,336.259951986,29.1167,0.200777,0.196022598887,289.321357314,25.4759729555,54,-7.57647,676.042879701,0.830557,7.21782,54,178.89747674,156.70981365,7.21222,30.3803,7.21408279983,5.28164962435,7.2149873895,320.264291077
350.608750838,285.849677105,29.4907,0.191773,0.193024935013,332.465299957,143.937269484,55,-7.79611,435.396758575,0.825574,7.45466,55,75.6084780105,171.302789161,7.44817,30.6738,7.44983944495,8.1588774091,7.45074626152,372.100128899
314.877305893,215.591929028,29.8726,0.214128,0.202390486341,307.793720356,5.2423028141,56,-7.99519,304.331969243,0.813498,7.64605,56,85.6326401164,161.51551566,7.63938,30.9937,7.64120121837,3.53135770924,7.64223473525,329.00830877
320.851141199,200.675849697,30.2231,0.182133,0.190838433489,309.665916597,46.4422067676,57,-8.18753,365.941479564,0.846615,7.8298,57,119.072003439,163.736592458,7.82464,31.2046,7.82584056442,5.55705355886,7.8265753844,341.047090418
316.815251524,295.426402662,30.6051,0.196396,0.197865082428,296.143064491,78.9937489519,58,-8.42666,389.0781648,0.80396,8.06519,58,90.6189761642,159.954309432,8.05848,31.4408,8.05992981194,10.8624554132,8.06066482554,346.130695979
352.755672402,253.9822924,30.9528,0.236549,0.212681356501,272.538267357,27.7988998259,59,-8.58767,345.545358437,0.861691,8.23108,59,103.287842182,162.701184434,8.22497,31.8183,8.2267423022,81.3942347609,8.22721354787,755.994141097
349.465053803,165.260072961,31.3258,0.246403,0.21608543297,311.943352701,19.1294925731,60,-8.83375,467.412635749,0.829238,8.46003,60,132.730313709,171.120942099,8.4537,32.1081,8.45562428561,11.5928189579,8.45609250411,366.527686822
280.27818256,237.439782459,31.6141,0.246452,0.215820430633,259.173235693,11.6910218643,61,-9.04317,355.571377607,0.883038,8.67179,61,127.747535621,147.370583063,8.66642,32.4601,8.66813131088,11.420285851,8.66864829348,306.012197931
474.833619834,268.027439693,32.0395,0.273765,0.227335710412,302.556856936,55.7439422538,62,-9.20549,389.121541619,0.865395,8.84243,62,89.6948581415,189.115482675,8.83566,32.7689,8.83723909569,114.481499249,8.83790814496,731.259699378
343.867325225,267.854506546,32.3466,0.261765,0.221757269636,321.990785262,61.6023857728,63,-9.42159,367.323658027,0.821225,9.04577,63,92.157776071,163.25717894,9.0393,33.1049,9.04006885768,9.55170894641,9.04127743857,366.006060468
330.61344501,264.159715034,32.6828,0.27946,0.235313289152,321.132168237,21.3563258574,64,-9.59672,625.250926687,0.828854,9.22784,64,162.880106998,163.503342248,9.21963,33.3765,9.22100168282,4.0523043189,9.22199738489,339.655872943
338.621826905,273.440363009,33.0634,0.290125,0.236988386453,312.777219485,85.5121704533,65,-9.84412,362.809805118,0.812254,9.47651,65,86.1114891521,167.93102052,9.46942,33.6194,9.47131010916,8.00737627974,9.47275226286,351.7996319
350.871819523,233.255919813,33.3938,0.291999,0.242502769766,335.01970006,20.9247386428,66,-10.0337,370.875222147,0.833276,9.65069,66,132.239421145,172.489914992,9.64245,33.9113,9.64410670451,10.7793842781,9.64502486931,374.697999209
335.136774714,226.917799072,33.6501,0.288856,0.238802844443,321.057308158,26.1932133227,67,-10.2534,361.905706358,0.752571,9.87304,67,115.05967471,169.173072861,9.86534,34.049,9.86722678169,4.88487116606,9.86834440034,344.486837056
351.803757505,245.943171736,33.9349,0.351344,0.25572692799,337.853064108,11.2025677891,68,-10.47,407.730987848,0.720384,10.0863,68,126.797888059,170.793474188,10.0771,34.2793,10.0782582398,5.74349590391,10.0794744816,366.692259042
292.031371309,209.292315326,34.2363,0.278544,0.242937317531,267.407381951,6.71775614375,69,-10.6785,366.195764552,0.732167,10.2774,69,123.649022202,154.515429969,10.2701,34.4734,10.2717240465,8.72218573698,10.2734432287,307.434773451
305.761861661,171.379180672,34.6108,0.334862,0.259603926143,291.387484362,3.89379644266,70,-10.9373,347.194298776,0.73169,10.5252,70,124.599424792,157.953212707,10.5158,34.6836,10.517335733,7.39850207015,10.5181825029,320.973343575
313.705140386,218.311244527,34.9298,0.309673,0.251821649902,303.459115919,12.1230033078,71,-11.1121,300.784840056,0.748253,10.7256,71,97.9465997147,160.132085292,10.719,34.9103,10.7212958142,3.71367531832,10.722261135,321.335797394
280.638942887,201.987832885,35.1911,0.331143,0.255275614518,264.07115033,11.0168111163,72,-11.3148,324.347292792,0.728657,10.9197,72,116.966790712,149.142450946,10.9119,35.1212,10.912722959,8.35476220097,10.9136630242,295.955480776
292.651062794,178.291593194,35.6415,0.427386,0.295854026497,273.787362283,11.933201487,73,-11.5236,333.745720694,0.77659,11.1107,73,112.639757119,154.283886377,11.1012,35.341,11.1034877906,9.12106374617,11.1046500493,310.289022305
315.066131367,160.495336141,35.9814,0.375319,0.268817420102,295.42164894,9.65343005563,74,-11.7245,334.438323844,0.775523,11.3194,74,121.47508432,158.610020527,11.3108,35.6084,11.3133210816,7.473089822,11.3152527963,332.706979256
288.41370746,228.559606843,36.3346,0.444535,0.291437302961,264.330924159,8.183215168,75,-11.9806,333.399282089,0.771341,11.5494,75,114.476381238,151.532951077,11.5401,35.882,11.5417004374,10.2981610781,11.5423275992,311.659041184
297.011645318,273.266403052,36.6649,0.416611,0.286712277988,282.191609622,110.298700292,76,-12.0975,351.811906889,0.774939,11.6724,76,75.3260957745,150.098258943,11.6632,36.1762,11.6647005922,5.72553041951,11.6655942373,306.895367556
293.948991632,256.658452531,36.9927,0.384596,0.284108859064,274.259536768,46.0915264834,77,-12.3992,321.480385619,0.812641,11.9731,77,78.0070936584,154.473477987,11.9652,36.3686,11.9667503616,8.87382710704,11.9678144371,308.627539743
301.914266014,225.725992543,37.2835,0.398511,0.290318738111,280.162763408,12.1180618878,78,-12.6645,354.818200988,0.830497,12.241,78,107.246558907,156.686419777,12.232,36.5944,12.2338509231,10.8215967987,12.2346407264,322.407543525
307.991014193,163.939714307,37.6065,0.441315,0.295458972714,264.695249239,8.91049580277,79,-12.7981,320.476745721,0.807074,12.3779,79,122.277436091,158.831463462,12.3686,36.7417,12.3711073104,27.5737894521,12.3720599647,390.733964446
384.097952832,210.942568015,37.9442,0.452081,0.304457029334,322.130880632,52.1041676484,80,-13.0387,386.915735478,0.795282,12.5796,80,101.996839557,180.471922826,12.5697,36.9056,12.5713396535,32.1663815703,12.5718917959,448.227172819
340.448260139,288.554774165,38.2581,0.537056,0.319718355006,309.903873249,9.56235475317,81,-13.3152,425.234374805,0.793261,12.8515,81,111.813170189,169.393158507,12.8423,37.0751,12.8444168256,11.732886657,12.8455613491,367.417461494
362.922748223,223.546685037,38.5466,0.521231,0.316714202136,303.233684324,10.3872160886,82,-13.5392,319.147247602,0.77257,13.0775,82,88.9499682707,174.412270861,13.0676,37.2164,13.0692610535,29.4988138838,13.0703945495,461.570713208
291.447895835,257.789105069,38.874,0.563838,0.323816509773,284.21875209,12.1279503285,83,-13.7818,361.123314592,0.770886,13.316,83,104.854820073,154.200444675,13.3071,37.4068,13.3094658638,3.64924330044,13.3099586431,302.268846348
347.267893966,175.10329822,39.1748,0.608356,0.329222464238,326.656022054,7.51319372858,84,-14.0491,326.260969557,0.779754,13.5797,84,132.980195496,171.268205443,13.5695,37.6464,13.5716477223,9.07958029197,13.5724354633,369.674793419
354.748085341,141.73467197,39.4361,0.638403,0.344005925926,309.072275261,10.4042701241,85,-14.2247,335.225740479,0.75606,13.7514,85,121.211343314,171.68465887,13.7416,37.7894,13.7436571731,21.0513271562,13.7442699147,411.578465715
414.613987566,260.362477848,39.6617,0.53134,0.3284459106,346.09923512,9.13738005106,86,-14.4753,351.141898313,0.72438,13.9762,86,122.10671465,187.92129905,13.9649,37.9497,13.9666640757,47.2902374338,13.9678607756,535.957567528
377.498309771,181.641196995,40.0094,0.677304,0.355847331671,329.636892261,7.58272007849,87,-14.6289,432.966588976,0.765325,14.1385,87,154.84170326,177.338297976,14.1278,38.0552,14.130086451,37.7878606262,14.1313126199,491.726912639
343.46458926,180.398387423,40.2974,0.632072,0.347936832655,325.455752706,9.47450183362,88,-14.9075,341.768980555,0.730586,14.4017,88,135.522848567,168.44956482,14.3917,38.2328,14.3939200709,8.0009282244,14.3953621481,363.26250252
320.089634897,226.48572146,40.6204,0.667826,0.362807286238,309.285541261,30.3954541277,89,-15.1368,315.802303643,0.726343,14.6296,89,99.1526291336,160.607095914,14.6186,38.4149,14.6209512229,4.1474798363,14.6217756671,330.087239629
284.849761634,157.704595269,40.8976,0.647295,0.354300862219,275.78500289,14.7297742873,90,-15.3277,362.969087188,0.757987,14.8344,90,143.411047795,149.961751733,14.8234,38.5711,14.8259937434,3.98628733955,14.8268193493,295.624154918
410.643630442,276.204088128,41.1735,0.707867,0.368049411526,333.237201064,101.75553517,91,-15.5852,447.180477599,0.763874,15.0554,91,86.6316563855,181.095444952,15.0431,38.745,15.0441441786,38.6035620886,15.0452176683,573.61663218
312.087405873,311.858742292,41.4581,0.821069,0.389463713437,292.428488518,89.3435463967,92,-15.8204,501.28737834,0.789602,15.3082,92,120.23127904,159.94220449,15.2931,38.9864,15.296132803,8.30081681409,15.2975127001,334.091060305
334.926067284,203.711654499,41.7338,0.683536,0.369124034404,319.041345833,11.0875619899,93,-16.0201,337.15680048,0.806915,15.5206,93,111.373264347,167.833612407,15.5083,39.2055,15.5104916793,5.88001247208,15.5120600676,352.580245612
265.967650874,148.38212368,42.0312,0.831436,0.393763504309,256.835973576,6.99128497902,94,-16.2659,381.40101892,0.826237,15.7315,94,134.673398705,144.672433425,15.7188,39.368,15.7206735004,4.58672199826,15.7231291721,276.475582411
315.906287265,256.495707184,42.3145,0.868219,0.404001051687,281.259499894,47.5197677036,95,-16.4785,323.251238125,0.797089,15.953,95,78.596805359,161.605107361,15.9386,39.5376,15.9412452046,15.0814742229,15.9429043153,347.011194046
337.699293157,198.295398993,42.5398,0.618882,0.368723916326,314.766370426,7.10205344345,96,-16.7047,355.463325739,0.824626,16.196,96,142.953657094,167.304147433,16.1849,39.6229,16.185300524,9.80014853663,16.1869365217,379.860494281
536.642074693,303.664918287,42.7998,0.865595,0.403134475047,430.071676675,81.8402317632,97,-16.8514,504.579970234,0.798339,16.3451,97,162.683225945,208.389556191,16.3325,39.8107,16.3358125242,51.1433327354,16.3374722554,671.011651077
378.214834199,232.313479497,43.0386,0.928269,0.406575791584,271.579675202,7.36710343344,98,-17.0044,503.24577745,0.81666,16.5146,98,148.195888345,176.169132975,16.504,40.016,16.5058615808,56.7949553402,16.5075589277,544.884304275
309.784222208,236.166816408,43.322,0.905507,0.418561138617,247.286815545,7.35545314648,99,-17.1658,563.832812983,0.827062,16.665,99,150.485847423,160.157030121,16.6527,40.1477,16.6552097733,20.6761657755,16.6568805392,344.257670449
335.020279761,284.3256318,43.5581,0.861489,0.407219943291,256.349523171,57.3601531319,100,-17.4034,485.549189511,0.891378,16.9038,100,113.920969181,166.670545063,16.8921,40.375,16.8940683228,62.9459789599,16.896077006,508.479484759
628.848291668,211.141611648,43.8439,0.849071,0.416649559661,297.998689926,19.4335988884,101,-17.5041,486.551430401,0.838719,17.0256,101,155.405257372,223.338091622,17.0097,40.6405,17.0134268605,75.7068961509,17.0159198642,692.733131866
347.511717639,220.887608375,44.07,0.964888,0.425860935857,279.772629003,9.14509720624,102,-17.6639,581.479161414,0.852999,17.173,102,160.717106975,170.305556428,17.1593,40.804,17.1610761375,42.0744541519,17.1636624094,443.504077353
355.181811442,276.904783608,44.3346,0.851229,0.419885077655,137.342107278,12.3375565899,103,-17.862,613.56046903,0.869201,17.3431,103,169.691730579,168.654055998,17.3299,40.9301,17.3314974714,107.162636932,17.3336530305,449.899337944
269.314215194,251.739748293,44.5824,0.859605,0.422623950478,144.726362042,7.87246635101,104,-18.0369,607.919914836,0.850607,17.5228,104,172.620253784,142.737052328,17.5096,41.1008,17.5127606638,104.928530312,17.5152925165,553.175523819
373.929881994,284.907374313,44.8817,1.09476,0.453989054417,286.262910241,46.0100052883,105,-18.1912,528.002113673,0.848173,17.6884,105,146.705947904,176.366851013,17.672,41.2014,17.6746226519,32.3620967452,17.6776758263,433.631007306
305.273336711,228.46765241,45.1377,0.873679,0.433031358594,225.684092501,58.7172031666,106,-18.3678,392.652125763,0.879508,17.8721,106,99.9658552637,157.514416906,17.8572,41.3478,17.8587311042,51.3868758418,17.8613953376,410.115182142
239.179387027,184.321968379,45.3717,0.871395,0.42238072027,131.449632153,5.61890831661,107,-18.5813,564.31646104,0.872897,18.0636,107,165.183487726,129.14238766,18.0494,41.4914,18.0517023346,140.347376021,18.054108799,534.813004494
532.318452031,253.030696716,45.6136,0.99668,0.460390610378,272.073458469,119.986141383,108,-18.8149,504.940700198,0.875386,18.2593,108,127.236854107,205.703156541,18.2449,41.5999,18.2483503423,160.936634762,18.2509594663,846.346744784
467.012731676,206.548264483,45.9027,1.09749,0.465409847473,257.524379566,11.9447902962,109,-18.9196,432.424321138,0.856487,18.3776,109,123.142317517,196.023645393,18.3633,41.7581,18.3663102852,104.967505564,18.3694669124,1002.06644409
461.189079833,245.040724101,46.151,1.12183,0.472096847136,295.900213696,10.7703612284,110,-19.2034,429.70213538,0.906811,18.6501,110,110.744975854,195.83965103,18.6359,41.9341,18.6382525381,110.800692347,18.6417778085,624.705025567
387.609304249,230.629824613,46.3727,0.85892,0.437081338305,295.985512089,41.2591864147,111,-19.507,496.696979057,0.893385,18.9352,111,151.409021691,179.7731791,18.921,42.0675,18.9233588097,57.9731547363,18.9260535025,493.601797347
482.853351125,166.363526173,46.6242,1.15131,0.483133932672,313.635379496,9.47178703229,112,-19.6659,427.366737285,0.875598,19.0958,112,146.283333739,203.167623015,19.0795,42.2376,19.0831211698,83.8412827366,19.086476569,687.105449501
407.458537885,289.945159654,46.8721,1.21835,0.482555619101,313.812968864,116.434883185,113,-19.7852,474.236345335,0.894304,19.203,113,102.798738354,184.59039199,19.1871,42.4243,19.1898087987,72.9309073163,19.1935958688,637.763641784
287.365566089,206.485711618,47.0796,1.12143,0.493144308229,115.527200587,12.4523861144,114,-20.0748,515.065586463,0.868268,19.5038,114,139.623913784,147.773980635,19.4857,42.5607,19.4893419244,115.415541298,19.493616643,612.179439748
739.333359014,159.803985166,47.2685,1.05377,0.469755999666,252.185310679,32.6136658989,115,-20.2312,558.220206978,0.826767,19.6485,115,121.664266056,213.221878024,19.6329,42.7303,19.635851255,340.762449368,19.6392177001,1895.71535297
453.492451414,253.441090897,47.4617,1.1353,0.490569818911,351.595641487,53.9998502822,116,-20.3785,599.954583338,0.876133,19.8062,116,182.288914229,196.455493713,19.7887,42.9315,19.791062571,40.6030995607,19.7942833027,620.354047955
312.845247699,244.897904802,47.6743,1.18977,0.501922143106,153.292626376,5.89479163631,117,-20.5034,677.999242483,0.876417,19.9399,117,190.743319011,160.321283835,19.921,43.0409,19.9249147958,49.6798485655,19.9291506096,419.474430604
309.888346059,267.541252754,47.9099,1.12432,0.498239821933,151.125595055,88.0238916126,118,-20.8215,451.549613454,0.885022,20.2295,118,105.373698834,160.028492157,20.2144,43.203,20.2148060582,52.8803621162,20.2188920467,379.744543354
340.883573324,220.585168958,48.12,1.35306,0.516435023143,162.881566718,7.94196955934,119,-20.9859,548.238644055,0.896862,20.3787,119,136.606255563,167.523132682,20.3655,43.3635,20.3692239333,73.6340797629,20.3719659473,521.838235037
280.888189778,248.464182337,48.3714,1.36012,0.521678536577,146.431808974,11.7422701438,120,-21.1468,603.828842065,0.888227,20.5495,120,170.798351548,148.696209257,20.5325,43.5152,20.5349784332,84.5693576519,20.5410370521,476.717980301
386.153865197,313.144833729,48.5697,1.05077,0.489763885835,144.09112591,102.938377586,121,-21.2767,716.592312923,0.864782,20.7039,121,191.044055293,170.88946788,20.6852,43.5777,20.6870595069,176.605348921,20.6913896128,913.878417148
284.836947261,275.196167053,48.8109,1.19853,0.503249402095,146.859505172,20.6320773329,122,-21.4841,500.955580753,0.898713,20.8752,122,139.693775914,149.778682137,20.8598,43.8038,20.8631407719,91.3343452417,20.8668318582,465.93122618
