MaxReturn,AverageAbsQYDiff,AverageQLoss,Iteration,PolicyRegParamNorm,Epoch,MinReturn,AverageReturn,QFunRegParamNorm,AverageAction,AverageY,MaxEsReturn,StdEsReturn,AverageAbsY,StdReturn,MinEsReturn,AverageEsReturn,AveragePolicySurr,AverageDiscountedReturn,AverageQ,AverageAbsQ
40.8011506345,0.311056187334,0.288668,20,13.6542,20,36.6789968533,38.8444482559,22.495,1.0,12.2228862758,56.6714477978,6.55591937026,12.2288346237,0.861065944455,5.318842905,40.5680019207,-13.2696,34.5155538954,12.2213,12.234
40.7479667112,0.339518970425,0.401415,21,13.6575,21,36.7373531637,38.8241350009,23.3986,1.0,13.5405976822,47.0783796732,3.81062019462,13.5470364195,0.973923081687,19.6837065201,39.901880496,-14.6327,34.4972968397,13.5393,13.5528
40.6501434147,0.352567793936,0.393485,22,13.6603,22,36.6414002949,38.7081776649,24.3588,1.0,14.8630881324,50.375350847,4.27236178956,14.869161816,0.935226405843,24.1221921018,40.9351087847,-16.0223,34.4093089346,14.8619,14.8759
40.735070263,0.386542497829,0.512382,23,13.662,23,36.5842037297,38.8136942536,25.2122,1.0,16.1128552727,56.0659639605,3.69011872696,16.1185073609,0.955789112013,29.8719579272,40.3992269062,-17.2842,34.4924008154,16.1111,16.1249
41.9543509368,0.396969939902,0.494127,24,13.6635,24,36.5283445819,38.7530741265,26.0742,1.0,17.2307211567,53.1460728377,5.40626279343,17.2362318218,0.893550339055,19.5717439891,41.910550592,-18.4311,34.4444022791,17.2291,17.2426
41.8959377123,0.426427299135,0.558628,25,13.647,25,36.8030149769,38.8039663585,27.0432,1.0,18.3859053468,52.8072228198,4.81330687254,18.3909142251,0.934117550161,21.6788177337,41.4060583599,-19.5998,34.481247709,18.3846,18.3975
207.514677887,0.498416536304,0.882295,26,16.1256,26,199.086256405,203.034338568,27.9652,0.380736,19.3908251011,234.769181788,76.5577831371,19.3955761922,2.07344582375,23.1250623433,116.812915013,-22.3696,123.47547763,19.388,19.4012
206.070404274,0.645096711568,1.48451,27,17.3954,27,187.369916832,192.832639702,29.1263,0.420214,22.3387551115,226.760814927,83.9113370331,22.3422090609,3.35127545228,19.489986876,153.156781828,-25.1624,119.857136461,22.3356,22.3477
206.140033225,0.664984441907,1.76758,28,18.2182,28,193.460275311,201.94931823,30.2308,0.429081,24.5096613936,210.316258596,73.8762484615,24.5132561764,2.8037379971,11.4831024971,145.329628276,-27.0903,118.974952563,24.5052,24.518
199.386640156,0.700576488833,2.07549,29,18.7075,29,187.047988154,194.610384163,31.1419,0.5137,26.5692461903,205.336120575,67.8848712547,26.5729525232,2.60038088386,23.6225654953,133.887446351,-29.1391,118.111562948,26.566,26.5814
232.242797994,0.690321596261,2.0796,30,19.1456,30,223.801787456,229.207713716,32.0005,0.41294,28.4178250177,215.29253943,62.1001009436,28.4216620114,1.95817161584,53.0236878879,162.837693825,-30.8818,126.800997115,28.4133,28.4282
214.359188251,0.69912160793,2.10711,31,19.6226,31,206.232510427,211.377666038,32.7695,0.518954,30.2310170554,214.893991976,67.1545198816,30.2350002226,1.54244275759,8.16506295392,167.360751121,-32.6121,123.564952465,30.2272,30.2443
211.093654966,0.738067986623,2.6101,32,20.1266,32,201.329691462,207.083045111,33.6064,0.494551,31.7021929317,218.986681602,82.8356342841,31.7056813281,2.11451567051,7.02428772154,151.383421963,-33.9936,123.053682254,31.6974,31.7148
214.647723978,0.735066428814,2.48129,33,20.7255,33,205.043638451,208.974036543,34.2676,0.445641,33.221751782,216.556658416,74.6328181997,33.2251068553,1.84803629216,10.0321259905,146.31847385,-35.4303,125.01554657,33.2181,33.2385
212.114342393,0.76474986914,2.81563,34,21.2913,34,201.663199749,208.08925776,34.9687,0.430279,34.6360179278,214.014733533,48.0889155438,34.6391197025,2.14980938521,61.5335759612,174.870668467,-36.8535,122.810258899,34.6317,34.6503
201.715725498,0.763094925401,2.67666,35,21.9394,35,194.70815152,197.3715984,35.5871,0.446078,35.9441230226,237.15236073,68.7507672704,35.9468145349,1.71773529512,31.3081525042,153.1104804,-38.1773,121.146759344,35.9389,35.9601
203.461087101,0.800723653224,3.20777,36,22.5419,36,197.039386923,200.67629789,36.2746,0.428335,37.3636537686,227.267135493,69.0351690744,37.3659357424,1.15206705037,30.8527382773,168.34429595,-39.5486,120.981422621,37.3598,37.3804
197.456973629,0.808797429218,3.08929,37,23.1716,37,187.875442486,192.384098948,36.9124,0.45584,38.6562257141,214.299698276,8.50114940638,38.6585205145,2.60402549606,187.417635472,202.484922149,-40.8447,118.816897991,38.6519,38.6744
200.140681923,0.844844475371,3.38732,38,23.7876,38,193.121681002,196.916656239,37.5833,0.468166,39.8060914684,218.355224639,59.3540346381,39.8086413734,1.62644810877,38.5069677761,168.985382086,-42.0112,121.401094247,39.8007,39.8239
198.574772835,0.885988686693,3.83705,39,24.3003,39,187.24629179,192.768603504,38.2435,0.46431,41.1956470649,222.026643354,57.3335949338,41.1985288851,2.68008285714,10.7818172383,171.894461514,-43.4415,120.072590725,41.1903,41.2159
200.968376506,0.884202941621,4.02842,40,24.874,40,191.493328761,193.973414836,38.8395,0.497628,42.5404709479,253.291717677,60.3944715317,42.543406882,1.37380171967,7.32644113514,187.580604015,-44.8109,120.270244938,42.5358,42.5594
202.627881932,0.908571375147,3.91285,41,25.3974,41,181.568638654,192.331662138,39.5281,0.620141,43.8286372351,204.818129883,59.7324866459,43.831193926,4.05347845514,26.3050818847,162.122511933,-46.1706,119.75694442,43.823,43.849
199.788078414,0.930275607274,4.62025,42,25.9257,42,186.199130592,193.361916632,40.118,0.524501,45.1911572596,217.628133377,55.7222164307,45.1949356389,3.07330887675,9.80417557206,183.975963389,-47.5327,120.112106112,45.1859,45.2143
202.009192078,0.947923823511,4.52001,43,26.4894,43,188.935947015,195.855459296,40.6795,0.643342,46.6155167038,216.251692211,47.4182090075,46.6186145589,3.48470734223,51.6638226974,173.392474601,-48.8902,121.012840014,46.6111,46.6372
200.698747664,0.956757851109,4.55374,44,27.0552,44,193.985054597,197.281833991,41.2713,0.58444,47.8905481586,211.79996293,41.583861518,47.8933528734,1.50263150757,53.8910364323,175.736641904,-50.2073,121.634802917,47.8843,47.9175
200.065434703,0.991960622313,5.24741,45,27.6211,45,140.275767535,173.773619992,41.7766,0.57002,49.3276489516,225.383593309,63.554904946,49.3326001699,10.3932266064,42.1997386591,156.947542443,-51.6269,110.540672499,49.3245,49.3591
322.743576158,1.04015115567,5.73757,46,28.0324,46,310.701401092,318.261113304,42.3207,0.57609,50.6794405738,416.617699746,104.021194909,50.6929133871,2.52371577001,48.3966532042,213.152903247,-53.1135,162.39745932,50.6711,50.7175
357.069238063,1.10306144372,5.81857,47,28.4278,47,174.016555103,264.278621716,42.884,0.513879,52.0530575558,321.007097802,89.6073013803,52.0771137443,65.820314564,25.5649967742,179.227238691,-54.5506,138.676349414,52.047,52.1106
527.60580371,1.11028399586,6.35118,48,28.8066,48,255.639656627,384.080848059,43.3306,0.451434,53.4719818165,301.055061495,93.1855768681,53.4841821032,87.1849910902,26.6829114892,184.870858351,-56.0807,167.908409835,53.4677,53.5139
328.072135731,1.14503034344,6.87423,49,29.1759,49,291.702978884,308.125728727,43.7752,0.584408,54.9943442304,330.288684989,100.138138253,55.0102063527,11.2716073294,47.8269499797,235.634406466,-57.6464,159.841874159,54.9891,55.033
375.848520123,1.19941826105,6.65796,50,29.5295,50,257.110717086,319.843043216,44.3974,0.533073,56.8022999696,399.43757463,94.1258516696,56.8160078135,29.1650226783,88.4671050079,288.377394807,-59.5033,158.04841781,56.7928,56.8398
358.674959228,1.26593333615,7.53834,51,29.868,51,327.680883439,339.106135954,44.9253,0.604329,58.5473071161,363.801229563,65.6959822142,58.5553937862,8.40337523847,151.556371706,311.417661311,-61.376,168.86822483,58.5415,58.5867
417.208649452,1.30928878277,8.83627,52,30.1974,52,312.337074299,331.233407286,45.4387,0.569017,60.2515654762,560.597397441,136.151853164,60.2610123912,19.4973108242,25.9576463494,295.603421932,-63.0872,166.766855973,60.2452,60.2915
347.485181823,1.32903909758,8.65671,53,30.5681,53,308.851570194,327.095511733,45.9583,0.617835,62.2404784998,458.420362408,139.3639811,62.248995898,10.1894473207,25.2876937206,231.602020847,-65.1783,164.750946147,62.2321,62.2767
329.625738987,1.3311489352,8.6105,54,30.9149,54,299.386650389,314.548289328,46.4554,0.588057,64.2795011522,404.364796265,120.329556224,64.2865081159,8.10491475402,44.0484737859,240.853126103,-67.1984,161.573826119,64.2721,64.3167
358.111427267,1.4210242598,9.87094,55,31.2825,55,331.274957774,339.619339955,46.9345,0.564125,66.1084126889,347.154251195,126.522527304,66.1143563835,6.12327156209,20.0341930286,207.730242542,-68.992,167.967968941,66.0986,66.1449
343.717382979,1.39751363098,9.45286,56,31.6322,56,331.435886599,338.316765898,47.4041,0.611425,67.7856333265,359.46510703,124.901269762,67.7921640618,2.55024787279,26.7618597938,244.552443866,-70.7221,168.464087291,67.7815,67.8251
361.90774077,1.56515114179,13.1079,57,31.9374,57,337.665695172,347.060690286,47.9171,0.61675,69.8245472086,591.717834093,204.212465517,69.8296004028,5.85071574677,13.8138585828,239.365321053,-72.8344,171.66510971,69.8158,69.8621
538.960269558,1.53662690613,12.2735,58,32.2531,58,311.0731645,342.950079183,48.4517,0.579893,71.8823382766,535.939552483,152.325935882,71.8881649002,56.227919426,9.58408452464,245.579047284,-74.9122,167.160189433,71.8727,71.9206
354.978738862,1.61179030593,15.0191,59,32.5157,59,343.385671273,349.459166312,48.9824,0.563906,73.618918825,364.409149944,109.44839577,73.6227696361,2.72782114862,30.0339704053,254.393838905,-76.7382,172.352882197,73.6084,73.6583
334.100668432,1.65938017488,13.7117,60,32.7484,60,314.78587195,325.011794339,49.4451,0.579822,75.7457768055,634.485069164,205.968218067,75.7508895699,4.78080108411,36.2308560634,292.377288727,-78.9289,163.835646716,75.7369,75.7879
336.720025225,1.69988370127,15.3996,61,33.0261,61,319.378613637,328.295422149,49.9399,0.599027,77.7301930156,377.593080555,120.67502454,77.7338701006,2.30695394019,11.1010328692,224.696896403,-81.0184,165.630840059,77.7225,77.776
743.226543168,1.70124840934,15.5394,62,33.3145,62,329.550039609,452.824106734,50.3791,0.533753,79.9448638274,415.464149368,114.054959508,79.9496350399,110.094561127,36.0807727565,271.30038871,-83.2384,185.307026644,79.9349,79.9917
342.047650435,1.75372172188,16.4024,63,33.6503,63,326.579423174,334.001354044,50.8593,0.615224,81.9239396642,362.142402964,126.106923974,81.9299999364,3.97983326585,12.709117584,154.445764594,-85.4101,168.700707586,81.915,81.9743
352.958995308,1.78765684165,16.654,64,33.9599,64,323.397827473,335.69791013,51.3515,0.665342,83.9115212482,571.625750434,113.714324727,83.919764703,7.29217403621,208.85495574,369.543444299,-87.4037,169.063893858,83.9043,83.9697
597.310192848,1.80472532957,16.9983,65,34.2787,65,325.358764914,376.439419059,51.8673,0.613032,85.8687152634,352.262352274,100.054439561,85.8771712293,73.33448196,68.8712044569,233.29072976,-89.3935,176.1378323,85.8595,85.9205
609.490776953,1.98518983212,22.0899,66,34.5988,66,327.491461968,512.55487962,52.396,0.522837,88.045143723,508.869582652,154.038774018,88.0564621527,83.8758491583,7.3270118737,196.540737855,-91.6011,195.368660399,88.0305,88.1014
388.53768472,1.94148825,20.8285,67,34.8657,67,353.034437839,375.503189137,52.8427,0.621113,90.1553047818,397.622338591,168.037190129,90.1643446897,7.29225648117,2.9617604962,223.944062534,-93.7599,180.156253987,90.1452,90.2148
373.530014296,1.90824021479,17.6239,68,35.1376,68,356.168192104,362.46557051,53.2742,0.608627,91.9996112614,348.323371804,112.430964482,92.0116916065,4.15198307571,12.2942150866,227.386584524,-95.6792,176.912379924,91.9905,92.062
614.389425964,2.04047015351,21.3213,69,35.3844,69,338.733644371,431.417950411,53.7289,0.597694,94.1878299481,571.548018489,157.186754601,94.199833872,98.2555763738,24.8801645055,280.663436464,-97.8878,186.880936937,94.1772,94.2515
376.758113154,2.03642935695,19.756,70,35.671,70,364.208277368,369.832187095,54.2662,0.631213,96.0865086768,707.325160345,195.130179939,96.0942939693,2.90297894918,34.2893797998,311.668900107,-99.9169,180.173240002,96.0789,96.1512
363.672525194,2.03900401356,22.4411,71,35.9571,71,352.906208565,358.372254014,54.7634,0.660099,98.0413778834,450.014286699,75.8668616367,98.0532892146,2.1992333418,166.388838644,302.980671454,-101.763,175.579419642,98.0299,98.103
380.978526408,2.15053933592,23.9084,72,36.2312,72,360.901733312,370.676382964,55.2718,0.705307,99.8942749335,390.783517317,129.677994343,99.906520689,5.64560108529,7.00963233517,245.107488793,-103.646,179.718709868,99.8867,99.9679
674.573977197,2.22965580513,24.0711,73,36.47,73,361.790776771,392.619620447,55.8055,0.598421,101.832749884,452.850538349,137.798239143,101.841289491,62.6932154411,15.9992702645,288.987968069,-105.48,182.633145347,101.82,101.902
383.365322878,2.245507514,27.241,74,36.7644,74,362.639771108,370.988791385,56.3804,0.730632,103.507563764,644.776716226,136.915239967,103.518382455,5.2395989072,112.249863801,345.735391324,-107.308,179.064555952,103.501,103.577
368.318681526,2.24471629209,26.0049,75,36.9677,75,355.250582874,360.736606976,56.8409,0.703215,105.54319318,588.619466873,148.419717279,105.551052473,2.73255728832,59.3404178582,295.658186906,-109.372,177.149898546,105.53,105.616
368.921323422,2.31240457858,28.3121,76,37.2474,76,347.809220291,355.965787725,57.3385,0.647481,107.454005871,365.153623906,108.996890021,107.467408211,5.10905434702,30.9506479915,253.293124463,-111.175,173.836848498,107.447,107.534
378.361199829,2.32202269811,28.7999,77,37.5046,77,344.859567283,363.761052472,57.8085,0.647802,109.361123838,377.359621475,150.365985829,109.370959638,7.27587750987,8.30831904789,203.613231756,-113.09,175.64678578,109.354,109.436
382.526136694,2.34909357329,28.5652,78,37.743,78,350.023529791,369.711333986,58.2982,0.748079,111.00100035,364.984210462,128.771350665,111.00976722,5.38620683814,21.0283841804,207.500902301,-114.745,179.861701352,110.988,111.074
377.060990446,2.38195137235,27.5027,79,37.9562,79,352.269915054,365.462101733,58.791,0.723649,112.647169329,380.850811335,126.855444451,112.655620356,6.1439674228,34.1830430662,236.701859898,-116.294,177.325178085,112.638,112.722
382.245576539,2.47953087614,34.1588,80,38.1673,80,360.457844851,372.277083596,59.2791,0.767305,114.564137435,386.435795879,144.342865922,114.570987789,3.26883371927,9.05815838679,198.444565786,-118.257,178.993649528,114.553,114.64
370.14559962,2.4383003567,29.8549,81,38.4223,81,294.93787004,350.701012777,59.7017,0.770344,115.726779591,385.993325911,98.4297772647,115.735043205,16.1027632264,39.7043548937,276.719777424,-119.526,171.730684744,115.721,115.815
386.368441486,2.60249052553,35.9196,82,38.6586,82,351.470448602,366.091545866,60.2329,0.756175,117.082320317,563.578032173,161.260703346,117.089863385,5.54734586003,28.6975214311,251.547497766,-120.842,176.270072851,117.067,117.161
376.395420381,2.54770337305,35.8992,83,38.863,83,332.097135949,362.567098774,60.6997,0.710382,119.094075714,602.383751945,155.764554894,119.104023458,8.69521680282,23.166855856,267.832889088,-122.894,175.308586867,119.085,119.184
370.42059549,2.63258188498,35.985,84,39.109,84,350.325054181,359.102076053,61.0857,0.770777,120.645748163,365.019347476,136.972360736,120.652398391,4.26498599253,13.1523276618,211.052274504,-124.476,175.424830633,120.634,120.725
380.353544932,2.57919758261,33.769,85,39.3828,85,356.602574258,372.231948432,61.5736,0.743778,122.346289679,376.443585174,124.051404811,122.354374394,4.18316941233,35.001103856,253.190241574,-126.138,179.400935129,122.338,122.432
374.964796576,2.63436526737,36.3009,86,39.5967,86,351.143957203,364.476920151,61.9844,0.718711,124.028633672,378.691993829,134.583645145,124.035963197,3.96688306152,9.25948355884,238.812689349,-127.932,177.970556009,124.019,124.109
385.652819838,2.6225693889,36.793,87,39.8134,87,367.163016944,376.497782872,62.4318,0.729802,125.611669721,399.417889594,150.430529419,125.621125879,4.69330383618,12.0149988429,235.703590768,-129.555,181.786150068,125.603,125.695
386.023036349,2.78813959345,40.1319,88,39.9876,88,366.039497573,375.166878838,62.9294,0.743643,127.166795022,372.339593062,132.109954925,127.178493327,4.52611185005,35.7789212033,230.281580071,-131.139,180.151677016,127.156,127.259
372.705987518,2.78783641161,35.4844,89,40.2157,89,356.87954378,362.403530801,63.4335,0.748783,128.605045195,377.254182875,113.849943187,128.610301504,2.96461178135,46.5505318382,214.176150873,-132.523,176.86165023,128.593,128.692
384.241545763,2.76585460226,38.249,90,40.4737,90,359.040673775,369.586993296,63.825,0.72195,130.790973896,382.966848502,148.010772971,130.794943981,7.71730740637,12.9491141132,204.447651048,-134.728,179.741085944,130.785,130.868
378.728512367,2.77550516786,40.1265,91,40.6976,91,353.753026413,370.101117841,64.3213,0.733267,132.551386137,391.67827671,127.851554741,132.561363465,4.57258782258,29.4182578283,232.3269627,-136.616,178.732091373,132.538,132.628
372.74445749,2.88334222161,45.2822,92,41.0257,92,348.175395203,367.500080414,64.7405,0.75568,133.922282786,374.516342259,130.627480737,133.930087455,4.71356256304,14.4080331541,195.809598178,-137.902,177.119299794,133.91,134.013
382.929247693,2.86167394791,42.143,93,41.2751,93,358.166279405,370.447955678,65.1672,0.737865,135.636654236,421.067828056,156.461593439,135.645919667,4.51281723955,5.25165384258,202.77885824,-139.591,178.902270804,135.628,135.731
415.172083629,2.90806552393,43.6528,94,41.4971,94,374.344670517,389.315854235,65.5952,0.756707,137.231982979,412.989740291,153.413320848,137.238228274,7.23003468519,12.8137856478,236.705590953,-141.318,186.498279948,137.221,137.313
456.104383352,2.96832305101,49.8255,95,41.6485,95,377.781055137,392.114521636,66.0325,0.745945,138.440579146,355.250902932,117.916426424,138.450140295,15.7758083125,49.801673424,192.569733452,-142.59,185.945838898,138.429,138.527
414.355918201,2.9976079151,49.3632,96,41.8998,96,365.812891753,378.963812243,66.4988,0.755554,140.252626304,412.426944645,122.420419405,140.262709344,8.83305518284,70.8999530982,252.645341039,-144.226,181.391480018,140.24,140.338
416.405086556,3.01048474762,46.8299,97,42.1261,97,369.678171739,388.592132895,66.8791,0.689997,142.175877093,445.236364703,127.861008445,142.186614235,8.66694028781,70.298926557,312.982054655,-146.265,183.578389347,142.166,142.278
422.925673782,3.13715745206,52.1772,98,42.3341,98,319.224037031,360.746830974,67.33,0.737563,143.367491285,384.463280616,123.632614412,143.378888135,21.5734601788,12.0290899126,187.258958575,-147.624,175.172062162,143.353,143.46
406.383905303,3.08452066575,48.9736,99,42.5732,99,358.738137882,373.215472809,67.7736,0.793702,145.046801178,427.986555662,139.054094165,145.062016927,9.12870979252,36.4438307409,217.869391529,-149.259,180.297278926,145.038,145.147
429.321023968,3.1575597103,53.4858,100,42.8105,100,359.838130659,381.521314253,68.2236,0.773663,146.747980201,485.995796489,71.4075505156,146.764170385,17.1872337773,254.54575404,327.667928916,-150.93,181.888813712,146.733,146.841
485.386715835,3.12963793856,47.1586,101,43.0404,101,359.331244465,417.017415094,68.6361,0.769961,148.310733638,401.889662485,127.89325315,148.331745761,41.8513338774,16.3290178586,221.065184267,-152.449,191.805672868,148.301,148.422
465.024394768,3.20854323015,54.2405,102,43.2365,102,359.498398462,375.048472997,69.0212,0.772931,150.221534926,587.908959259,164.730371431,150.24155014,12.6040762397,12.0791213427,275.686401535,-154.238,179.585792988,150.208,150.338
452.009084654,3.23912325563,55.3333,103,43.4954,103,353.780451869,369.089835615,69.4145,0.741183,150.924551166,531.535101896,146.212940914,150.947882805,19.971528712,92.3858876858,286.511696862,-155.198,178.291348834,150.908,151.043
501.551040208,3.26561328016,59.6925,104,43.6931,104,380.81724773,462.2032401,69.8071,0.726813,152.660649139,377.154888155,116.619440078,152.680880664,28.2080181906,33.4277050997,212.725432372,-156.924,199.782565739,152.655,152.784
491.771972924,3.31880655614,60.9633,105,43.8977,105,367.679710848,453.747788806,70.2063,0.736787,154.244709225,492.026203628,159.259487034,154.266661501,24.8447148026,46.7913488114,290.376542167,-158.494,199.375854533,154.23,154.362
537.476631935,3.28859266359,57.0037,106,44.1209,106,364.212098769,432.701240813,70.6177,0.757614,156.238995338,477.053613162,178.250662102,156.266853498,60.2783460944,10.250013118,215.31066185,-160.439,193.339895812,156.23,156.365
428.740873124,3.38509242115,60.5858,107,44.3164,107,371.071539956,401.67691897,70.9854,0.711482,157.254664798,513.083489751,149.769905638,157.274490622,11.9423400227,30.0679426242,329.447134924,-161.543,185.484121085,157.242,157.383
540.377604214,3.39549922677,61.6719,108,44.5237,108,360.585553535,463.693014542,71.3686,0.757458,158.573611713,358.374676914,85.8686111049,158.603547877,48.2535808477,83.5286723875,240.218736233,-163.042,199.832643485,158.556,158.702
563.616358211,3.37883276684,58.3238,109,44.733,109,376.139739084,449.946410224,71.7436,0.77963,160.550799979,476.963578023,145.278391305,160.575790185,52.4857247415,43.5446874606,293.591334053,-165.064,196.616866045,160.54,160.693
553.10628454,3.42536439469,62.4075,110,44.8934,110,386.461000988,504.970877553,72.1323,0.748472,162.233719683,568.732563753,154.102218599,162.266368482,30.1814977931,45.0183217906,311.815839531,-166.693,208.987456459,162.219,162.373
582.785485426,3.47936585627,63.9508,111,45.0324,111,292.993397576,475.644801945,72.4687,0.78792,163.602631334,548.976084274,135.587780309,163.633107139,74.9330933168,117.217328393,327.121607745,-168.055,201.322308274,163.59,163.758
870.160387503,3.44665135836,59.2044,112,45.1818,112,484.510079414,600.094322052,72.8313,0.759951,165.427070566,639.597740159,114.193489852,165.461710317,83.2380124268,296.328272648,437.15603449,-169.795,219.828697591,165.416,165.572
559.763375284,3.50666580106,61.4036,113,45.342,113,373.75920923,457.276670784,73.2685,0.793122,167.007075702,623.144080083,146.853727168,167.039393181,46.0336526344,93.6954992517,391.189369215,-171.491,198.184379296,166.989,167.161
898.992211908,3.40480911698,56.4894,114,45.5435,114,438.716992915,579.134814179,73.6367,0.730815,168.241719243,557.176545175,150.609234624,168.27849114,139.025467282,24.550137166,247.010193586,-172.626,210.553116463,168.232,168.388
567.321835423,3.71606618569,75.7547,115,45.7255,115,375.582451907,432.785827087,74.0162,0.764245,169.552695499,541.921396657,149.788696528,169.592096469,61.0204634939,25.2040880466,285.123951301,-174.078,192.856965121,169.543,169.718
527.740997372,3.62310756521,66.7053,116,45.9262,116,446.052974652,470.750639933,74.4134,0.738557,171.483016943,466.791500415,123.062038938,171.511869602,19.557487407,13.9115961943,262.045004278,-176.141,200.131145542,171.468,171.616
884.145698362,3.62597345415,69.5481,117,46.1355,117,433.783914479,638.917291147,74.7755,0.748791,172.38827497,556.193554336,144.997627907,172.426253,75.2764920287,164.127476909,405.109157904,-176.939,219.21256224,172.372,172.548
625.414236223,3.66313167182,73.1904,118,46.2881,118,432.936798519,468.224470428,75.1068,0.72528,174.363453284,755.331090957,258.137894992,174.398650773,31.4475516974,53.4789359854,450.305740134,-178.916,199.091016793,174.351,174.508
748.392329455,3.68967980517,72.0174,119,46.4071,119,492.643320388,581.884357586,75.5406,0.728112,175.952439569,513.151544639,165.846738332,175.980686105,66.5279334178,10.1064251679,260.750183532,-180.559,212.565126114,175.944,176.097
697.43128195,3.76019683456,73.4467,120,46.5838,120,313.946474735,578.010105153,75.942,0.749033,176.81489873,535.953137081,127.657525087,176.850623361,64.1470114775,89.4491507201,287.259446673,-181.492,212.570366687,176.801,176.953
548.913395156,3.73835234417,70.7061,121,46.7044,121,389.727100959,491.802788942,76.2312,0.71293,178.493978367,621.713827938,170.774592025,178.534886273,45.3762800095,68.8073335157,251.277704418,-183.14,204.363634615,178.476,178.654
953.348813809,3.75204309744,73.9279,122,46.9157,122,475.443542584,691.736555966,76.6371,0.699185,180.734287097,570.741574727,171.143915467,180.76779012,90.3442461097,13.504101955,254.256589441,-185.358,220.983905348,180.726,180.9
678.951461604,3.76944118096,75.6437,123,47.0618,123,139.501782704,412.588247882,76.9962,0.724175,181.840667335,595.77958771,146.522683089,181.881382408,165.70738023,20.1435506762,293.488607212,-186.566,178.456365135,181.828,182.003
959.051056924,3.87821475426,76.8829,124,47.2341,124,115.686625106,491.565396976,77.3895,0.730162,183.076933222,467.579270181,123.924818278,183.106399636,132.489443446,99.8573141065,266.931649094,-187.785,196.357782426,183.058,183.215
679.533240577,3.77546241727,76.8137,125,47.4216,125,364.69525897,587.793849256,77.7878,0.699536,184.049497684,453.556287678,141.005836779,184.079508883,67.3625968262,21.389760064,207.571099062,-188.699,214.456005293,184.033,184.21
865.943236725,3.80678237384,71.2395,126,47.551,126,381.713061211,589.067045104,78.1243,0.728959,185.377232878,529.336758756,180.715894076,185.40640906,104.676629447,16.7962346826,301.658240623,-190.118,211.815793823,185.368,185.522
